Hybridization REF	TCGA-E2-A1BD-01A-11R-A12P-07
RDH10	0.1966
PRKCG	-0.6995
HIST1H4J	0.0515
MON1B	-0.08
MLF1IP	-1.321
ZNF446	0.68225
COL4A5	0.5061
SLC26A1	0.0765714285714286
RGN	-1.59125
CCNB1	-1.86475
C9orf165	-0.145
CCDC28B	-0.839
CCDC97	1.064
FGR	1.537
MSRB3	0.7575
EPN2	0.81275
COX15	-0.910333333333333
KCNK6	0.9665
XK	-5.04425
GDA	-3.86875
HEPH	-0.932
THRAP3	0.836375
MET	-1.39164285714286
PHYHIP	0.2575
LYAR	-1.24
ING3	-0.77225
AK7	-0.04525
CCT8L2	0.298571428571429
COPS7A	0.7525
WSCD1	-1.2955
RNF185	0.916714285714286
TNS3	0.14
KNDC1	0.637833333333333
RWDD4A	0.181333333333333
MED13L	0.7741
ZFYVE1	0.961125
C7orf44	-0.766833333333333
MRPL1	0.235
STGC3	-0.87775
TEAD1	-1.6855
RPL7A	0.451642857142857
ARL6IP1	1.0444
C1orf178	-0.194
CTAGE5	-0.252333333333333
TMEM184A	-1.12283333333333
SLC25A14	0.0225
CACNG5	-0.1025
ATXN10	-0.0333
ECH1	1.0675
CCL22	0.8165
CYP2F1	-1.58016666666667
GADL1	0.186
TMEM19	0.0829
RUNX3	-1.42125
EFNB1	-0.316333333333333
LIPN	-1.3225
ACSM3	-3.6755
SIGLEC8	0.676166666666667
ASCC3L1	0.2715
NOL8	0.880375
RELT	-0.9335
Magmas	-0.48925
PPP1R15B	0.00359999999999999
C11orf2	-0.18125
VKORC1	-0.6375
MGC26647	0.25575
TRPM6	0.117083333333333
UGT2B7	-4.4746
FEV	0.2295
FOXK2	-0.3888
PDCD5	-1.0155
SLC8A1	1.2904
DGUOK	-1.19283333333333
CLDN16	0.8375
GAGE1	-0.6235
RBM17	0.2342
C1QTNF3	2.264125
VGLL3	-0.984
UNQ5830	0.7315
CD1A	-2.2165
SCGB1C1	0.8325
SUPT4H1	-0.3895
TRAF5	0.67775
ASAHL	0.87025
FAM73A	0.147333333333333
OR6B1	0.9445
WHSC1	-1.62833333333333
GFPT2	-1.1815
LOC339809	0.348
STARD5	0.485416666666667
SIP1	-1.51
DNAJC15	-0.12975
STAU2	0.441666666666667
FAM98A	-0.322875
RAD23B	-0.8970625
LRRC33	-1.45225
CHRAC1	-0.552
C21orf89	-0.06325
C19orf43	0.262166666666667
KLK8	-1.311
CCNE1	-2.224375
PKDREJ	-0.772
SSU72	0.22925
C17orf73	0.2685
GPR78	-0.0005
WHSC1L1	0.4691
GSTA2	-2.09425
SMUG1	-0.163166666666667
UFM1	0.7326
AP3M2	0.0616666666666667
USP14	-1.058125
FBXL14	0.932333333333333
DSTN	0.333
SFRS14	-0.5525
FBXO31	-0.761833333333333
C12orf40	0.191333333333333
FRS2	0.58025
NR2E3	-0.44325
TUBB2C	0.1725
GMPR	-0.695166666666667
C9orf139	0.312
ING5	-0.680916666666667
LOC730092	-0.428666666666667
ORM1	-2.32275
RP11-11C5.2	-0.95925
HSPD1	-1.3787
PIWIL3	-0.82675
C5orf13	-0.6636
OR5R1	0.5345
LCOR	0.651375
PLEKHA9	-0.012
CCDC43	0.09425
ZNF232	0.54575
SLC6A7	-1.207
ADH5	-1.07208333333333
SHBG	-0.434333333333333
CROCCL2	-0.493
PANX3	-0.9375
CDIPT	1.48
SLC16A5	0.74425
TUBB	-0.60575
TOR3A	0.4871
PREP	-0.526
ENTPD8	-0.0226428571428572
CHMP1B	0.32925
SYT12	0.5637
MYH6	-1.5892
MAP3K13	-0.114333333333333
KLHL30	0.3665
LCMT1	2.0195
EIF1AX	0.238416666666667
FOXD4L1	-0.293
SLC24A5	-0.4325
RNF166	-0.8571
TJAP1	0.41375
TMEM156	-0.0433333333333334
ZNF239	1.39375
SNX19	-0.0117
GKN1	0.0025
FCN1	0.281
C1QL1	-1.3375
ATP11C	-0.184625
ZNF35	0.81475
CARD8	-0.301125
LIMD1	-0.174666666666667
KIAA0286	-1.098
XRN2	-0.298333333333333
CD6	-0.463333333333333
TOX3	0.99
ZSCAN4	0.3212
RSRC1	0.07325
COG1	0.7755
PTRF	0.1896
C16orf35	0.00662499999999999
FBXO24	0.5315
CHST11	-1.184
THRB	1.0956
MYBPC1	7.35625
RNF39	0.763833333333333
PSMD11	-0.89375
ALAD	1.5485
EN1	-0.74
SLC9A9	-0.9625
GSTM4	1.0208
CDC42BPA	-0.784631578947368
RCSD1	-1.14175
LUC7L2	0.0721
SPTBN1	-0.2216
LOC146167	0.417
BAT5	0.5257
ZNF452	-0.882428571428571
LSM4	0.141125
SRP72	-0.4897
SGK269	-0.302333333333333
MTX1	1.38125
CENTA1	0.192
UNQ9433	0.366
ATR	-0.345833333333333
DDX49	0.284
PAQR8	-1.3225
C14orf174	-1.18975
GBGT1	-0.5445
THAP1	0.25625
OR10K1	0.3355
RASIP1	-1.54433333333333
DPYD	0.2151
DOHH	0.723
C18orf45	1.16775
POF1B	-0.3677
ZNF552	2.71625
USP32	-0.34125
MED27	-0.544666666666667
C14orf149	-1.13616666666667
PRDX4	-1.44383333333333
ABHD12	0.4584
AGT	-1.0155
SLC22A14	-0.48325
C1orf58	0.92775
PILRA	0.18075
ABCF2	-0.643125
C17orf85	0.305
TKTL1	-0.91875
FGF1	1.20545
IL6R	-0.0648333333333333
VPS25	0.07175
CHRNB2	-0.318375
COL7A1	-2.8147
LRRC48	4.31916666666667
SPG20	1.36658333333333
COX10	-0.31825
GCA	0.60925
ECEL1	-1.0485
GLG1	-0.592666666666667
SRD5A2L2	-0.168666666666667
MUTYH	-0.80675
ZNF70	-1.57325
L2HGDH	-1.88225
GPATCH2	1.4685
ZNF655	-0.647
ZNF227	0.416666666666667
MCOLN2	-0.0808333333333333
NQO2	-0.519
KCNQ5	-0.175
NEU1	0.0293333333333333
QRICH1	0.07575
ZBTB20	0.923833333333333
RPUSD3	-0.98825
EPGN	-1.1378
TSN	0.0366666666666667
SPRY2	-3.15616666666667
LZTFL1	1.347875
GMFB	-0.4065
PBEF1	-1.1172
HBG2	-3.83475
TMEM8	-0.601
PALM2-AKAP2	-0.856
NFYA	0.17275
FAM108A1	0.316
PBLD	0.860625
NRG4	-0.53375
PIGF	-0.396
PTGER1	0.1865
NOS2A	-0.595333333333333
C21orf34	0.507833333333333
C21orf51	0.336416666666667
IL17C	-0.941
TRMT6	-0.695
ETV2	0.333666666666667
CCDC109A	-0.49225
MYLK2	-1.4335
ATP10A	1.4071
DPH4	-0.756
C5orf5	-0.893833333333333
KCNA4	1.177
NMNAT2	-0.712166666666667
GLYATL2	0.5335
LSMD1	0.033625
IL23R	-1.77175
NRF1	0.55525
MUC15	-1.12083333333333
PRDM12	-1.7865
PAQR4	1.07878571428571
RBBP6	-0.832875
IFI27	3.601
SKAP2	-0.842166666666667
TAGAP	0.21225
TJP3	3.411
C9orf61	1.47925
IDS	-0.827142857142857
PARG	0.068
LOC131149	0.942
DYRK4	0.447833333333333
MICALL1	-0.48575
GALR2	-0.566
GPBP1L1	1.12025
TBX21	2.306
KCNJ6	0.37875
GGN	-0.49175
CASP5	0.123333333333333
RNF182	-4.45775
BRD4	-0.4375
DOK4	-0.81325
SLC46A2	0.942
SOX9	2.50883333333333
ZNRD1	-0.816
PRR6	-3.93525
FAU	-0.238625
DTNB	1.27266666666667
CARD9	-0.6925
STS-1	-1.548
SLC4A5	-0.287875
NSBP1	-0.52375
UGCGL2	-0.59325
POTE15	0.1805
NOXA1	1.19825
RP13-347D8.3	-0.1675
SAMD10	0.835166666666667
EP400NL	-1.44675
TCF21	-0.5635
AMELX	-0.72825
JPH2	0.584
SLA	0.782625
DLST	-1.49083333333333
SEPT12	2.62
RGS20	-4.22025
LXN	-0.084
ZNF419	0.606375
UPK3B	-0.1885
RELL1	0.97325
ESPNL	-0.405
KLHL21	-0.130625
PI15	0.564
C2orf61	-0.107
LOC407835	-0.125666666666667
RER1	0.429727272727273
ELAVL2	0.1215
MGC26718	-0.16175
KLF2	1.4335
TNFAIP8L3	0.09475
TFE3	0.718
C11orf17	-0.848375
15E1.2	-1.70925
SNRPC	-1.56575
DLGAP1	-0.1735
PGLYRP1	0.35075
OVCH2	0.034
IRF7	0.3379
SET	-0.6686
NAB2	0.335833333333333
LRP5L	-0.75175
FAM120A	0.6910625
ASCL2	0.674
SHH	-0.7465
ATP5H	-0.626
THPO	0.274333333333333
TYRP1	-3.961
HIST1H3E	0.659166666666667
EIF2S1	-0.669722222222222
TNFRSF17	-1.86816666666667
TARSL2	-0.053
NKX2-8	-0.478571428571429
C1orf115	1.502375
LOC56964	0.3785
KIAA0841	-0.56575
ISCU	0.506
TTMA	-0.8995
ZNF414	0.056
LOC441150	-0.845
RAB15	-0.00225
HBP1	1.01383333333333
TNNT2	-0.925333333333333
CECR5	-1.389
PHGDH	-1.777125
JRK	-0.2266
XPO4	-0.60925
FAM131C	0.219
ARHGAP25	0.9515
CA9	-3.57355555555556
GPR62	0.3295
TLX1	0.303833333333333
GPS1	-0.097
OR2M2	-0.8005
BDP1	0.124071428571429
FAM70B	0.2795
RPS29	-0.330333333333333
MKLN1	-0.0633
TSPAN19	-2.13366666666667
SLC29A3	0.687
LGALS4	-0.0955
USH2A	0.612
NF1	0.328
APOBEC3A	-0.3516
IMPAD1	-0.158833333333333
OLR1	0.828166666666667
NRAP	-0.372
HCFC1R1	0.685166666666667
TAOK2	1.41533333333333
MCM10	-3.116
MAP4K3	-0.166083333333333
CBS	-3.391375
CLK3	0.0381
PCDHGA5	1.089
ELF4	-0.070125
FAM71A	-0.1985
C11orf49	-0.214
CLIP2	-1.2475
BTBD9	0.8087
ZNF524	1.241
KDELR1	-0.0581666666666667
ZNF509	0.3245
NCSTN	1.706
ZNF533	1.72864285714286
PARP4	0.47975
GALNT9	0.0696666666666667
NPY	-1.80475
BEGAIN	-2.4735
TMEM77	1.5145
FOXRED1	-0.494
SLC16A2	1.16966666666667
SLC35B1	-0.73525
GK5	-0.52725
SDCCAG10	0.39675
C4orf20	-0.02575
SLC9A2	-1.5085
ADD1	0.219357142857143
TAL2	0.406
ACLY	-0.440875
DNAJC1	0.771
SOST	-2.23775
USP43	1.158
CYP4F12	0.227666666666667
FKBP5	0.547375
CHCHD5	0.1523
NUDT22	-0.95925
CCDC85B	-1.1165
OR51G2	0.479
STRN3	0.284928571428571
TMOD2	0.0216666666666667
FLI1	-0.3715
MAB21L2	1.27133333333333
DGKQ	0.34625
VPRBP	0.356166666666667
SCNN1B	-0.3281
ECHDC3	1.5259
TMEM106C	-0.395
CSNK2A2	-0.851
RPL39	-0.8842
HERC3	0.184111111111111
ZBTB47	0.371333333333333
ZNF681	0.1305
PAGE2	-2.68875
CLIC5	1.3485
RABAC1	0.865
ZFHX2	2.20775
YPEL1	0.396166666666667
KIAA0776	0.78975
NR1D2	-0.11525
DNAJC4	-0.1235
NPNT	5.644
ZNF677	0.1495
ZNF536	-0.0766666666666667
MEF2B	-0.371583333333333
PTPN4	-0.395875
CTCFL	-3.996
STX5	-0.142833333333333
CD72	0.701
VEGFA	-1.279
XRCC1	0.1583
MAS1L	0.351833333333333
ELL	0.1904
SETBP1	2.29275
CDH11	2.90483333333333
NDC80	-2.01930769230769
DMBX1	-1.756
NRSN1	-0.0737999999999999
BAT2D1	0.62125
CDS2	1.17316666666667
C1orf212	-0.874166666666667
SENP3	-0.721125
IL1F9	-0.383
EEF2K	0.69525
COG8	-0.73
CEP72	-1.4475
OR1L8	0.105
MUS81	-0.872583333333333
PHYH	0.308875
GGT6	1.18483333333333
C22orf23	-0.692916666666667
C13orf33	0.997375
MAPK8IP2	0.74625
NELL2	-0.503
POU3F2	-1.4235
ALPK1	2.394375
MRPS18C	-1.17025
RPLP2	0.075625
FGF22	null
SPNS1	-0.0055
ZFP1	-0.405
IL1RAPL1	-1.18075
PCSK9	-3.48266666666667
NKX2-1	-0.2813
C6orf189	0.8575
SP4	-1.89
SLC11A1	0.1672
C21orf25	-0.972833333333333
ICAM2	0.569625
SH3GL1	-0.593
GSK3B	-1.16016666666667
RALB	0.004375
PDXP	-0.925666666666667
GNGT1	-1.582125
KIR2DL1	0.302
TNFAIP3	-0.529333333333333
C6orf32	-0.0805000000000001
CBLN2	-0.693666666666667
PANK3	0.333125
TAAR9	-0.1725
WDR82	0.820857142857143
APOM	-3.631
TRIP10	0.0565
SPATA16	0.216666666666667
C1orf135	-1.8275
USP51	-0.34375
TESK1	0.5945
C11orf64	0.280142857142857
ZNF611	0.2065
PDE6G	-0.157333333333333
HLA-DQA1	3.97771428571428
GCLC	-0.99425
SEC61A1	0.7625
TWSG1	-0.230833333333333
ZMYND10	3.806
CTDP1	0.0114999999999999
ADAMTS6	-0.559333333333333
SLIT1	-2.5605
KRT86	0.4655
KIAA0574	0.35775
GTPBP2	-0.5584
PQLC3	0.433
PRRX2	-0.452
C15orf44	-0.260333333333333
MKKS	-1.237
C11orf10	-1.61925
GPR110	-0.163857142857143
CD109	-0.333666666666667
ADCY1	0.143833333333333
RHBG	-3.76175
TP53I3	-0.715625
SLC22A3	-1.92333333333333
UCP2	-1.148
FOXG1	-2.54616666666667
OR2AG1	-0.156
TRIM24	-0.17925
PROC	-3.0105
TAAR6	0.44525
AMTN	-0.3375
C10orf47	0.503166666666667
DEPDC1	-2.70175
FLJ45557	1.67125
ZDHHC17	-0.20925
KIAA1429	0.366
KCNH1	0.437333333333333
VNN3	0.609375
PSMAL	0.41425
PPARD	-0.677125
HFM1	-1.36766666666667
YBX1	-1.67333333333333
ZNF695	-1.436
SCTR	-0.858333333333333
DCDC1	0.733
VPS26B	0.1717
MTF2	-0.8395
ATP6V1F	-0.4965
CCDC94	0.87975
PERF15	1.4615
CCL11	1.24266666666667
LMO7	-0.931875
DCST1	-0.303
ADRBK1	0.082875
CDRT4	0.233166666666667
ZNF84	0.14625
HOXD8	0.868
STARD8	-0.480333333333333
FOXP2	-0.23125
CCDC103	0.514
POLR3A	-0.7332
GSC	0.086
ZNF114	-2.203
HTR7P	-0.0265
LALBA	-1.4915
RMND5A	-0.416166666666667
PSCD2	0.811
ZNF409	0.3855
KRTAP1-3	0.322666666666667
MAF1	0.59575
LOC201725	-1.86083333333333
NRN1	-1.731625
SPAG5	-2.33966666666667
DNAH7	1.6795
FLJ43860	-0.037
BRCA2	-0.812
ACADM	-0.638375
CXXC6	-2.829125
RAGE	-0.3505
CHMP2A	1.3395
FAM8A1	0.2581
GPR21	-0.606
SLC12A3	-1.71516666666667
FVT1	0.323857142857143
ZDHHC7	-0.419
FLJ44048	-1.09533333333333
SLC44A3	1.8725
SDSL	0.699
MMP8	-0.163
PLA2G12B	-3.05583333333333
ACY1	-0.79325
MT1E	-1.76516666666667
OR4K15	-0.5585
TECTB	0.2305
GPR20	-0.19275
IRAK2	-0.47875
RFPL3	-1.03925
MYO9A	0.24525
NARG1L	-0.0526666666666667
BLMH	-0.537
CCDC3	2.26183333333333
C9orf21	-1.24666666666667
KIAA0513	0.226
MIER2	-0.3355
PNMA2	-0.389090909090909
SH3BP2	0.2642
ANXA10	-1.13225
RTN2	1.216
TFB1M	-1.3175
PRPH2	1.23025
C14orf133	-0.2245
GOLGB1	1.28941666666667
IRX4	-0.248375
NFKBIL1	0.317833333333333
C10orf62	-0.04575
APBB3	0.5635
RPS10	-0.7284
LOC728378	1.05375
TLE3	0.900611111111111
PSMB7	-0.481375
MESDC1	-0.172
SLC6A1	0.0594
OCLN	2.03408333333333
PTTG3	-1.96016666666667
NAGLU	-0.72325
SERTAD4	3.25525
SPRY1	1.4745
FLJ10781	-0.580583333333333
MYSM1	0.0335
TRIM4	0.338357142857143
SH3YL1	1.468375
TREM2	2.97866666666667
SERPINI1	-0.614
HDHD3	1.12425
TMEM38A	0.305
EID2B	-0.97
TDRD3	0.364333333333333
SEDLP	1.4795
THSD7A	2.35166666666667
NDST3	-1.49233333333333
KLHL15	-0.911272727272727
DHRS12	2.212
FBXO9	-1.00721428571429
TNPO1	-0.9315
MRPL13	0.00833333333333333
SNX5	-2.3835
METTL6	-0.12275
SOD1	0.836625
CHML	-1.20816666666667
PACS1	-0.0355
SIRT5	-0.923
CAPN2	0.530333333333333
FXYD5	0.718166666666667
TWISTNB	-0.154875
LRFN1	-0.5965
UBE1L	1.26775
UBE1C	-0.04625
OR51B2	0.848666666666667
OR4D11	-0.53
C15orf2	-0.8945
NR4A1	-0.528166666666667
LOC339047	-0.87425
TRIM17	1.426375
ATP5G3	-1.1835
RPL15	-0.23125
ADAMTS8	-1.0245
HOXC4	1.106
C14orf37	0.216
CEACAM5	-1.165125
MYT1L	0.172
RASA2	-0.2665
OSBPL7	0.6585
STAG1	-0.335
GIMAP4	3.90383333333333
FUT3	2.327
PIF1	-2.91
LPIN2	0.7733
SH3PX3	1.03475
PDP2	-1.6875
PAPD1	-0.63125
ERP27	3.35625
APOOL	-1.4948
DIABLO	0.08825
TRHR	0.268125
ARMC9	0.302625
RNF152	2.677
SLITRK3	0.917833333333333
ZNF211	0.9075
PFDN1	-0.00162500000000004
RGS11	0.03
HS6ST1	0.081
AKR1D1	-1.006
TNP2	-0.221
STK31	1.22666666666667
EML4	-2.25941666666667
SGTA	-0.0806666666666667
HIST1H2BI	0.291333333333333
PSMD6	-1.477
KIAA1257	0.4775
C18orf55	-0.730166666666667
FLJ20273	2.534625
RPL28	-0.443333333333333
EPYC	0.228285714285714
NOX3	1.283
ELAC1	-0.1545
METT11D1	-0.3025
BIN2	-0.3795
NACA2	0.89425
CCDC17	-0.1025
HM13	-0.8183
UBOX5	0.120285714285714
UBE2O	-0.174
UBL5	0.8425
APOLD1	0.949
C9orf31	0.17975
TNFSF8	1.071
ARHGAP29	1.053875
PROKR2	0.394
PDE5A	-0.735
C6orf12	-0.72
TOM1L1	0.646
WHDC1	-0.2665
FOXI1	0.0705
RAB4A	0.6193
TMEM39B	-0.684
ATPBD1C	-0.2625
FARSA	-0.912333333333333
PLEKHG5	-0.1115
CMAS	-0.900833333333333
OR7E24	-1.4005
SLC30A1	0.22475
CDC42EP5	-0.210833333333333
PLAC1	-0.609
KLHL18	-0.119666666666667
LBA1	0.4927
TAZ	0.49775
CRIP2	1.93675
BTBD11	-0.241333333333333
C16orf72	1.00525
DIO2	0.5632
LRRCC1	1.14366666666667
CCDC136	-2.086
PRX	-0.103714285714286
RBM5	0.2865
TMEM85	-0.20375
TUBGCP4	-2.27833333333333
APLN	1.191875
CDK7	0.229166666666667
SSR2	1.89708333333333
CRELD1	-0.8805
C19orf46	2.448
GAL3ST4	0.492
KBTBD10	0.8995
IL28A	0.106
WDR27	0.534
MCM2	-1.707
SOX14	-0.726
FLJ39743	0.291
KIAA0922	-0.480857142857143
HIPK4	-0.9415
FLJ25758	-1.523
C16orf57	-1.20475
PDZD2	1.74325
MCC	2.0745
HHLA3	0.1302
ID2	-0.92
C20orf23	2.65483333333333
ZNF688	1.49175
APOC2	-1.85
LOC440093	0.06375
FAM50B	1.6015
PWP1	-0.642
DNAH10	-1.1795
HIST1H2BA	0.706666666666667
GPR56	0.3425
METAP2	-0.94825
PAN3	1.14966666666667
STXBP4	-0.293
PDHX	0.0275
MTA1	0.375583333333333
ZBED4	-0.940875
ZNF720	1.58875
CDK2	-0.59
RHOJ	0.512625
CDC37	0.542166666666667
ZER1	0.72875
GRK4	-0.3275
PRPH	-0.18325
POLR2A	0.87225
OGFOD1	-1.86
NOL5A	-1.20075
PHEX	0.0905
FLJ16478	-0.118
C20orf117	-0.499
CAMTA2	0.71225
C11orf74	0.612333333333333
DDX17	-1.08566666666667
C5orf27	-0.12475
PLEKHA2	-1.2985
PDE4DIP	-0.3963
SCN7A	3.07325
ZNF559	-0.551333333333333
CXCL10	3.97625
ZMYM4	0.122166666666667
STK32B	0.6216
KIAA0888	-2.8729
TACR3	-0.3595
CKAP2L	-2.18875
KIF1A	-0.7585
RSPRY1	0.87025
VCAN	1.94925
CYP27C1	0.062
SYDE1	-1.016
MED12L	-1.95066666666667
ZDHHC21	0.30775
NHS	-0.714
TM9SF3	0.318166666666667
DDHD1	-1.049375
MAFG	-1.06383333333333
BICD2	-0.53225
C14orf119	0.303666666666667
C14orf43	-0.1625
CDH7	-0.9025
ALKBH5	-0.28
JUP	1.285625
TMEM41A	0.503333333333333
MAMDC4	-1.41833333333333
CBX3	0.318375
LRRC18	-0.7575
RBMXL2	1.19925
PLA2G4D	0.517833333333333
FGF13	-0.4215
KIF3A	1.078
PDIA6	-1.0995
DCXR	0.29575
CASKIN2	0.229833333333333
EHD1	0.419
MARCKSL1	0.493166666666667
ZNF496	0.134833333333333
SCAF1	0.364166666666667
KCTD8	-1.22575
TRAF3IP3	-0.266071428571429
LSR	2.0645
CXorf1	1.24125
C14orf112	0.297833333333333
EIF2B1	-0.092
OMP	0.4715
GSTZ1	0.143
LOC92017	1.586
ISLR2	0.4405
C12orf36	0.176
GATA2	-0.1175
GABRA5	-1.2155
CELSR2	-0.202928571428571
STAM2	0.5344
TNAP	-0.954
PTPMT1	-1.73383333333333
GRP	5.825
SV2A	-0.81675
MAGEA12	-4.2745
CACNG1	1.9945
C18orf19	-1.1575
GSG1	-0.2858
PTPRJ	-0.559857142857143
FRMPD1	0.777
ZNF668	0.90175
PLEKHJ1	-0.9465
ADAT1	-1.5043
TMEM50A	0.9341
UCN3	-0.3455
HOOK1	1.473
IL17B	-0.6435
MLKL	-1.80016666666667
TTC14	0.0785
KLHL5	0.2945
CRYL1	0.577
FOXH1	-0.297
NFYB	0.842125
PPM1G	-0.27875
GOLGA2LY1	-1.6925
NMT1	-0.240125
HADHA	0.2341
CHSY-2	1.93425
PLEKHF1	0.0152142857142857
SAGE1	-1.73
MUSTN1	0.72975
SUHW4	1.57025
TFEB	0.236
ZFYVE27	-0.217
ATG12	-0.114666666666667
BMI1	0.409857142857143
ZIM3	1.2085
MYH4	0.08675
MASP1	-0.561272727272727
KIAA0984	0.5445
RPAP2	-0.6685
ASB5	0.7145
BOLA3	-1.96216666666667
MIA3	1.23116666666667
KRT35	-0.491
KIR3DL3	-0.7145
MRPL51	-0.25925
SEMA3F	1.30383333333333
NDUFB2	-0.632666666666667
LOC253012	-0.42675
FAM46C	-0.991444444444444
G6PC	-2.53625
CSAG3A	-4.16883333333333
PREX1	1.8335
SLC25A45	-0.47225
MAPKBP1	-0.236
CPE	0.6414
GNB1	-0.357375
CXCR6	2.0175
TRIM46	0.84325
C16orf3	0.418333333333333
HPSE	-0.884375
TIGD3	-0.1895
SPG3A	2.01025
LCAT	-1.13516666666667
ST6GAL1	-0.864888888888889
POMC	-0.642
FLJ36031	-0.263333333333333
NSMAF	-0.356166666666667
SKIL	1.274
ADSS	1.01066666666667
HMGCS1	-0.9984
POLR3F	-0.259333333333333
RAB10	0.22475
ZNF277P	-0.639
ZBTB7B	1.43175
DHRS1	0.75575
ABCC13	0.697625
CNOT3	0.17975
NFKBIA	1.43975
GAK	0.674
SFT2D2	1.21616666666667
HOXA6	-0.611
CRTC1	-0.365375
LY6D	-0.5625
C20orf72	-0.142166666666667
CPT1A	-1.18925
LMO1	-0.64
EIF3I	-0.3915
PRB4	-0.59275
MCM3APAS	-0.9745
C20orf132	-0.4731
FOXF2	-3.26575
S100A12	-0.39625
MLH1	-0.261833333333333
ACTN1	1.6141
MRPL36	-0.590166666666667
C20orf106	-0.54625
FBXO6	0.829833333333333
MKS1	1.21283333333333
CX3CR1	-1.487875
PDE1B	-0.3305
PLP1	-3.2
KISS1	0.562333333333333
C14orf2	-0.703666666666667
TBC1D3P2	-0.72
COMMD6	0.9656
ANKRD7	-0.998
PTCHD1	-1.00385714285714
NARS2	-1.11075
DOCK7	-2.26625
FAM127B	-0.594875
LOC390243	-0.0603333333333333
N6AMT2	1.5525
ZNF391	-0.1
DNAJB14	-0.414333333333333
WRB	0.01375
BPI	-0.290166666666667
TTC4	0.368833333333333
FAM10A5	-0.2745
GOT1L1	0.48
MAGED1	-0.138875
RESP18	-0.84075
WFDC6	2.0655
MT2A	-2.828
C11orf56	-0.2585
KIAA1432	0.1535
ROR1	-1.41975
HSD17B14	0.5645
ZFAND2B	0.103625
SAMD4B	0.38975
HEXA	0.323
HNRNPU	0.743636363636364
USP39	-0.094375
NRD1	0.07575
R3HDML	-0.651666666666667
FLT4	-0.0375
OMG	0.239666666666667
OR52N4	0.4815
LOC399818	0.18475
ELA2	-0.98225
VENTXP1	0.75
RFC5	-1.863
OR52L1	-0.128
PAX5	0.3365
FBXO2	-0.347
GMEB1	0.196
AKT3	-0.395333333333333
CRB1	1.38183333333333
CTTN	0.256166666666667
UTP15	-0.307666666666667
HSBP1	-0.0378333333333333
PHF11	2.61725
NDEL1	0.273833333333333
USP8	-0.8935
BAIAP2	0.160375
SI	0.8195
ARSJ	-1.96916666666667
BAAT	-1.77525
KCNS3	2.52716666666667
LOC126147	-0.293
TMEM37	-0.4205
C1orf162	1.3165
MBD1	-0.3686
ITGAL	1.59883333333333
WDR73	0.00616666666666666
GKN2	0.398
ARFGAP1	-0.689375
SLC5A8	-1.3355
ZBTB40	-0.172888888888889
CYP4B1	4.829
LYPLAL1	0.32125
CHST3	-0.60425
MAP3K9	0.26
BTAF1	-1.3775
TFAP2E	0.266
RBM35B	0.33275
LOC441251	0.193833333333333
ANKRD25	0.403117647058824
UQCRC2	0.203
MAEA	0.112333333333333
HYAL1	-1.8682
RNPEPL1	0.267833333333333
CPSF2	-1.52175
PSD3	1.5542
ABCA13	0.139125
AGR2	3.601375
GBX1	0.6995
HDLBP	0.595642857142857
ACY3	-0.71375
HECW1	-0.0887500000000001
ZNF519	-0.5615
HOPX	2.743
ZNF304	1.684125
OR12D3	1.504
FKSG43	0.08975
METTL1	-0.09325
MFSD3	-0.6416
PSPH	-1.236
CLCA3	0.4845
DARS2	0.0406666666666667
CDC25A	-1.35066666666667
BAIAP2L1	-0.63025
B3GNT5	-1.310625
USP29	0.3765
ARHGEF10L	1.5338
ATOX1	-0.317125
ADAM30	0.337
DNASE1	-0.16325
STT3A	0.376583333333333
RAB6IP1	0.53
PTN	2.3373
C1orf106	-0.588846153846154
HECA	1.10475
RNF122	1.27225
SLC22A18AS	-0.4415
GNG8	-0.792833333333333
ELP4	-0.7665
FAM65A	0.176833333333333
RPL10A	0.00833333333333333
IRS4	2.332
MACF1	0.7406
SEC24D	-0.54175
LOC374395	-0.0105
TGFB2	2.08675
MDFIC	-0.354125
CHRNE	0.233
PCMTD2	-0.287
ATP6V0D1	-0.903
MTA2	0.9395
LZTR1	-0.453666666666667
RAP1A	-0.631
AXIN1	1.0905
POLR1C	-0.0045
TRIO	-0.546
PLXNA4A	0.168666666666667
C5orf33	0.20075
DEPDC1B	-3.310625
ZNF473	-0.0206666666666667
MTM1	0.427875
GPR107	0.773
CSNK1A1L	0.206
FLJ14154	1.29375
NLRC4	1.8845
ENPP4	0.7565
PADI3	-0.145
RNF170	-0.290375
CG018	1.855
C16orf7	0.08675
KCNE1	0.67275
NRM	-1.5925
SLC37A3	-0.117
TPD52L2	-0.751833333333333
UNC5B	0.6155
C12orf12	0.771333333333333
SDHB	-0.91675
CLRN1	0.367625
NUDT10	-0.193833333333333
UGT3A1	-0.213833333333333
FBXW8	0.126375
RHOF	-0.8535
PTPLAD1	-1.1455
MYO3B	0.402
DERA	-1.1395
TPP2	0.5045
C19orf53	0.564666666666667
GINS3	-1.331125
ST6GALNAC5	-0.48
CHSY1	0.49975
MGC15705	0.576
GPR83	-0.0955000000000001
EXT2	-0.26075
DOLK	0.4805
TUBAL3	2.9455
ACVRL1	0.7162
ABL2	0.151166666666667
C14orf156	-2.11983333333333
PTPRZ1	-2.88628571428571
DIP2C	-0.157
LAMP1	1.6005
RXRA	-0.2108
MAP3K5	-0.42975
ALKBH1	-0.437166666666667
