Hybridization REF	TCGA-E2-A15G-01A-11R-A12D-07
ARL14	-5.15
SNIP1	-0.1515
TIMP3	2.293
RGS3	0.279166666666667
SPAG16	0.7855
ABHD4	0.6
ARHGEF12	0.572166666666667
GLUD2	0.0095
RAC2	-1.4839
UAP1L1	-0.8585
SLC18A3	-0.565
YOD1	-1.044
RALY	-0.1975
HMOX2	0.88175
DGKH	0.71575
DBNDD2	1.8935
YIPF4	-0.093
THAP10	-0.544
ZNF513	1.0575
HAGHL	-0.978166666666667
ITGB4	0.465333333333333
CCDC141	-1.166
YTHDF3	-0.8305
C5orf28	0.6495
RPL7L1	-0.262125
TMEM30B	1.15828571428571
ANKRD35	0.4345
DUOXA2	-0.4125
TBC1D5	-0.076625
DFNB59	0.3255
HRH4	0.0645
MYO6	2.9823
DNAJA4	1.145625
RBM24	1.794375
CEACAM20	-1.62775
RBM23	0.481857142857143
NGFB	-0.5085
C1orf63	0.288
KRTAP7-1	0.1315
PERLD1	1.531
NPB	-0.6075
C17orf59	1.2478
HSPBAP1	-0.02225
SLC15A4	-0.579625
PRTFDC1	-2.128
OSMR	-0.8815
CYSLTR2	-0.079
C19orf25	-0.00110000000000001
KIAA1797	0.306
NLRP6	0.64
FAM105B	-0.4307
SCRN2	0.13
LRRC58	0.00110000000000002
RNF17	-0.1865
NEIL3	-4.847
FAM137A	0.168
SKP2	-3.68875
PARVA	0.114083333333333
PKLR	-2.2625
RNF34	0.699875
A3GALT2	0.53875
C12orf50	0.096
SUNC1	-2.111
FAM102B	0.763333333333333
CCT2	-0.57575
LRRC37A2	0.7145
ARF4	0.4865
SIKE	-0.209
C8orf48	1.62966666666667
MBTPS1	0.456
GPSN2	-0.279
NCF2	1.456
SLC12A6	-0.119
MRPL48	-0.99125
HMGN3	0.0515
LRRC62	-1.48475
PAX9	1.15125
FAM55A	-0.369
C20orf42	-4.57983333333333
SCML2	-2.43066666666667
BCL9	1.36025
FAM40A	-0.15575
C9orf41	-1.569
ZNF774	0.4475
LETM1	-1.10275
PLXNB1	1.79116666666667
NIPSNAP1	-0.1725
USP10	-0.463
F9	0.731666666666667
LIPE	1.16125
CNGB3	-0.2765
C12orf52	0.22425
PI4K2A	0.4585
MED8	-0.59875
STAT4	-0.43
FGD4	0.1705
RNF145	-2.99266666666667
WDR32	0.9921
CLDN2	-0.5075
TCEAL8	0.958
ZMYND8	0.3001
PDXK	-0.482
GATAD2A	-1.252
PTGES3	-0.1005
CCM2	-0.34325
TAP1	0.791125
ZNF670	-0.47275
ETS2	-0.899785714285714
C6orf166	-0.66
PRMT2	0.333071428571429
OR4B1	0.134
INTS8	-0.8845
CCDC102A	0.09075
CCDC83	-1.8955
ITGA1	-1.1304
EPHA5	-2.72588888888889
FAM24B	-0.524666666666667
TSGA10	3.28925
HAL	-2.749
MYOT	0.00624999999999995
SPACA3	-0.097
BCL2L2	-0.0473333333333334
CUGBP2	-1.51633333333333
CCNB3	1.36925
RNF113B	-0.1985
MERTK	-0.488
BAG1	0.72425
VPS36	-0.123
ORMDL3	0.9178
C1orf190	-1.13025
ZNF625	-0.0385
CORO2B	-2.9135
ALOX15	-0.297
CST1	2.015
NUPR1	2.16116666666667
CCL7	-1.09525
SMCR5	-2.9045
DSC2	0.1425
RBMS2	-0.1525
GRIK4	2.182
TRIM65	-0.2375
TMPRSS6	0.927714285714286
TP53INP2	-0.46625
GLB1L	1.3155
LOC388284	-0.0486666666666667
PUS1	-0.462214285714286
BCL9L	0.321
OLFM1	-1.33125
RET	3.380375
MASTL	-2.1305
ALX3	0.07
IL1RL1	-0.971
ZNF765	-0.3583
C14orf138	-0.126
SNX10	0.574833333333333
TAC4	0.046
C1orf64	3.546875
POGK	0.351125
MAPK9	0.1
ZNF366	3.59175
C8orf79	0.5708
CLDN7	1.814625
OR5AT1	0.0055
TRIM37	-2.27575
LRRC25	1.60425
GRHL2	1.8919
TEKT3	3.04025
LASS5	1.127
ABCC4	-2.67791666666667
DLG3	1.6875
VGLL1	0.144
ZFP36L2	0.627333333333333
MFRP	-0.303
KIAA1799	0.96775
FLJ44379	2.6065
PCNX	-0.663
ANXA9	2.769
CYP4V2	1.1482
PIK3C2A	0.44875
SRR	-0.0005
NOL3	-0.0265
IFITM2	0.3015
ARNTL2	-3.492
ZNF595	0.63675
NLRP13	0.965
ASPH	0.434375
CPA2	-0.053
PVRIG	-1.9005
LEPR	-1.366
C16orf42	0.791666666666667
SH3BGRL	3.224
FAM77D	0.3865
FNDC7	0.602
C9orf6	0.244833333333333
NOTCH2NL	2.00466666666667
PGBD1	-0.8715
SYNGR2	1.35383333333333
PITPNA	-0.5589375
PRPF4B	-0.9436
SLC43A3	-1.59214285714286
NRBP1	-0.07925
SLC25A22	-0.248
ILK	-0.207375
SLC22A8	-0.0931666666666667
MRPS7	-0.595
PITX2	-0.762
FABP3	-2.21525
OR1L1	-0.0275
LOC728215	2.068625
BLID	-1.3045
KIAA1217	1.72864705882353
TFPT	-0.042
AP4B1	-1.1515
VBP1	-1.49025
OR1K1	-0.0285
MORC3	0.538
BHMT2	-1.26983333333333
C3orf10	1.0915
FZD7	-0.4515
WFDC10A	-0.1675
PMS2CL	-0.00262500000000001
CCDC32	0.351
FA2H	-1.23675
ALG13	0.22
TTLL7	-1.8381
SPOCK3	-1.47233333333333
SLC13A2	0.548
AIM1	1.5305
GPRC6A	0.3715
EGR2	1.3045
MED11	0.51525
WWC1	2.5945
SH3GL3	-5.0195
RIF1	-0.0734285714285715
PRLH	0.022
VLDLR	-1.0665
DBT	0.20975
C21orf63	0.8655
CGGBP1	0.541375
KRTAP12-2	0.851
TADA3L	-0.2265
ZBTB16	2.77125
PDGFB	1.240125
RFX1	0.6355
UQCRB	-0.4423
LOC133874	-0.7945
HPS3	-1.25875
LGALS3BP	0.0752
DKFZP564O0823	0.934785714285714
MRFAP1L1	0.895625
HOXA10	-1.64783333333333
NGB	-1.1765
KIF21A	0.448153846153846
IFLTD1	0.7355
LZTS1	-1.853875
ARHGEF3	2.28725
RHBDL3	-1.291
CSNK1G2	-0.117916666666667
ChGn	-0.650875
KIAA1244	3.20283333333333
GABRB2	0.0835
MGC72080	-1.576
CD27	1.71575
EGLN1	-2.6677
PEX13	0.1285
RWDD3	0.02075
RNF12	-0.215166666666667
GRIN2B	1.1275
ADAMTS14	-0.945625
DYDC2	1.68216666666667
ATP6AP1	1.2657
NR1H2	-0.351833333333333
PDK2	0.784
C3orf17	-0.1125
SLC38A2	-1.41092857142857
SLC25A29	0.898333333333333
C15orf29	0.217
ADAM9	-2.53283333333333
TMUB2	0.54
GPR176	-0.7595
AGK	-0.683625
MCCD1	1.862
NDUFA4	0.08525
TMEM146	-0.05725
DUSP1	0.139625
UNQ6975	0.3175
EMX2OS	3.114
INSM2	-0.463333333333333
LUZP4	-0.4075
SETD6	0.12225
P2RY2	2.23975
SLC45A2	-2.8195
RABGAP1	0.618833333333333
UBXD5	0.88525
GPRC5A	1.529
PAK3	-1.15416666666667
LOC63920	-0.03975
TGFBR1	-0.061
KRTAP6-3	-0.22575
SFMBT2	-0.152333333333333
CDC42	-0.33175
C11orf35	1.3355
TTLL2	0.2245
UACA	0.606666666666667
CD97	-1.8201
SETD5	0.23725
NINJ2	-1.6375
PTER	0.829333333333333
POMGNT1	0.59525
KRTAP4-2	-0.099
ECGF1	1.93375
HRB	-0.641545454545455
ATP1B2	0.3006
LOC400506	-0.1545
COL4A3BP	1.15325
C6orf97	3.08275
GRHPR	0.51275
TAS2R1	-1.842
SEMA7A	-2.45066666666667
EDF1	-0.1095
ODF2L	1.5821
PCID2	0.071
GTF2H4	-0.7325
ZCCHC3	-0.142375
CGB2	-0.256
NEUROD1	0.7465
C20orf75	-0.0125
RP5-1054A22.3	0.591
IFNA5	0.502
ZNF134	0.706166666666667
MGC119295	0.3027
ZSWIM6	-0.496875
SMEK1	0.439166666666667
PCGF2	0.573
C1orf102	2.7695
CYP2A13	2.705
KCNH6	0.7458
MDM1	0.7745
ALDH7A1	0.441666666666667
C9orf75	1.0965
VDAC3	-0.73975
OR51T1	-0.3105
EIF3F	-0.687166666666667
KCNJ10	-1.00125
LENG8	-0.23675
EDEM2	-0.395083333333333
CCNJL	-0.422833333333333
DHX37	-1.1
CRYGN	-0.402
AATF	-0.589125
ZNF630	1.7585
E2F5	-0.601
WFDC13	-0.71
FTSJ3	-1.12116666666667
C4orf33	1.1545
LHFPL4	-3.48675
C19orf56	-0.459666666666667
SMAD4	0.0335
AFM	-1.04016666666667
G0S2	-1.44975
FCHSD2	-0.1693
RRP1B	-1.6785
EEF1B2	-0.564666666666667
STAT6	1.30566666666667
ZNF195	-0.488
GNL1	-0.300333333333333
ZNRF2	0.633833333333333
PER3	0.064625
ASB16	0.22725
C10orf10	0.7445
ADCY8	-4.21883333333333
C9orf58	-1.02783333333333
ARMC10	0.107166666666667
PSG1	-1.0525
DHX34	0.23025
VARS2	-0.542625
NFIC	1.7155
ITPR2	0.69775
AGXT2	0.922166666666667
OR6K3	0.3745
H2AFZ	-1.10875
MLLT3	1.00066666666667
COX4I2	1.3145
CCNT2	-0.11725
PLK4	-3.001375
NUMBL	-0.141833333333333
MED16	0.175
PLEKHQ1	0.45575
GOSR1	0.6145
BTG4	-0.0885
RPL30	-0.354666666666667
IGSF5	-0.62425
IGFL2	-0.353
ELMOD2	1.123
SHC3	-1.70683333333333
HAVCR1	0.026
DYNC2H1	0.28375
RNF5	-0.211166666666667
C2orf7	-0.64075
NLF1	-0.1055
KLHL25	0.39575
LRP10	1.2143
KRI1	0.17675
PUS7L	-0.538333333333333
MGMT	0.81
HOXD1	-0.752166666666667
CSH1	-0.1627
ATG16L2	0.05125
FLJ44635	0.6205
CHODL	-0.389
EXOSC8	-1.928
SLC28A1	-0.391
MYO7B	-1.3815
SEH1L	-0.379
MTNR1A	-0.00449999999999999
TSPAN5	-0.174833333333333
CDC45L	-4.4165
AMIGO1	1.086
ATAD3A	-1.384
OSGIN2	0.438166666666667
PDIK1L	0.156833333333333
DARC	2.086125
PIPSL	0.726
SHMT1	-0.223
CRISP3	0.2865
POPDC2	1.67266666666667
ZRANB2	-0.186666666666667
FBXL8	0.46075
TRIP13	-3.51790909090909
EIF5AL1	-1.037
POU5F1P3	-4.69016666666667
IL6	-2.906
CXorf38	0.209666666666667
IFNA16	-0.315
FBXL2	1.56866666666667
BRD1	-0.2725
STATH	0.11875
FBXO44	-0.120166666666667
MCCC2	1.5515
CDC2	-2.7488
C5orf23	-0.1525
IVD	1.31133333333333
C10orf122	-2.23175
MSL3L1	-0.3076
MVP	1.03375
EPOR	-0.7395
ZMYM1	-0.547
BCL7C	0.836666666666667
PSTPIP2	0.6306
LYPD1	-2.74975
OR8G5	0.736
ZP3	-0.185166666666667
BCAS4	1.35833333333333
EDG6	0.45475
ISY1	0.4915
PRAMEF2	-0.96275
CUL1	-0.303125
RNF213	0.6427
CCRK	1.06375
DHX9	-0.186375
C13orf29	-0.27975
NCKAP1	0.431
MRPL43	1.12007142857143
XPR1	-0.5145
PKN2	1.2514
PODNL1	-0.162
ZNF333	0.189125
DALRD3	1.415
OPN1SW	0.0415
BTBD6	0.6395
C11orf82	-2.1375
OR5P3	-0.2795
DUSP11	-0.08375
L1CAM	-1.835
NEK11	3.05316666666667
OR7E91P	1.3565
CNTN3	1.9928
CREB3L2	-1.08425
ZBTB37	1.183
KIAA1324L	0.88375
NDUFB10	0.183166666666667
NUDT2	0.49325
GTPBP8	-0.17375
CACNA1D	3.12075
PRKAA2	-0.0106666666666667
PRDM8	-0.0695
MGC16075	-0.843166666666667
KRT14	-2.00114285714286
PP8961	0.46725
MRPL18	-0.12975
ABCG2	-1.6615
PACRG	0.7415
BBS2	0.60125
KREMEN2	-3.0015
FBXO21	0.91
HNRPUL1	0.234833333333333
GRB10	0.15525
CLSTN1	1.1315
LMAN2	0.5269
C17orf61	-0.2295
NIPSNAP3A	0.1055
INSIG2	-2.0145
PCDHB7	1.22916666666667
STXBP2	0.2155
CMAH	0.95075
SEMA5B	-1.274
ZNF155	0.435333333333333
COQ6	0.562
PRPF4	0.082
TSPAN15	3.4528
VN1R5	-0.00625000000000003
LATS2	-0.17175
SELK	0.37725
PGK2	-0.843
MS4A1	-0.673375
TYW3	0.19
KRTAP5-1	0.3665
RCCD1	-2.29433333333333
BTN1A1	0.68225
DDX28	-0.4365
TMEM65	-1.561875
LOC92345	0.4125
TTC31	-0.10125
WDR46	-0.875166666666667
CHP2	-1.749
LSP1	-0.456125
ZNF542	0.01
EXOSC1	-0.026
ARHGAP18	-0.816166666666667
LRRTM4	-1.551875
MAOB	3.47675
CACNB4	0.12
MGC33846	0.619125
RANBP3L	3.518
ATP5L	-0.35875
ONECUT1	-3.8695
NUDT9	0.2385
TMEM149	-1.201
STX17	0.40475
IGSF10	-5.191
TMPRSS9	0.543
BMPR2	1.1995
ALLC	-1.18
KLF7	-0.0885
GCC1	0.7218
TIMM9	-0.50775
CDO1	-1.297
MGC10701	-0.236333333333333
IFI6	0.555166666666667
FRMD8	0.05125
MGAT2	-0.5765
WBP5	-0.283833333333333
CNIH2	-0.33375
KIAA0907	-0.086
KCNH8	-0.545
CTSG	-2.54325
GRIK1	-0.622166666666667
CUL5	0.293125
FRMD1	0.2385
OR9A4	1.3735
SYT6	-0.935125
FOXD4L2	1.09875
ANAPC2	-0.0685
OPN5	-1.338
TAF13	-0.9515
LYG2	-1.53975
GGNBP1	-0.6045
C11orf40	-0.064
OTX2	-1.555
REG4	0.869
EIF5	-0.329125
PALB2	-0.15075
SEPSECS	0.0456
RNASE3	-0.64725
TRIM49	-1.7685
POLR2K	0.2877
GPR42	-0.151
C8B	-3.813
SASS6	-1.212
PREB	-0.6585
OR3A3	0.1325
TUBA8	-0.202625
IGLV2-14	-2.3445
STIL	-2.32525
ANKFN1	-0.307
NME7	0.3585
HOXC12	4.4985
UBE2C	-2.92225
FHOD1	-0.23225
CDK2AP1	0.3705
OR6K2	0.3205
DHPS	-0.1525
RPL5	-0.324916666666667
TRGV5	0.5445
LOC541472	-0.731714285714286
HCCS	-1.0548
DENND1B	0.3905
LHX3	-0.305
OR5D16	0.3835
CXorf57	-1.72583333333333
IRF2BP1	-0.169
NDST2	0.375
LCE3D	0.1605
BOLL	0.18475
SYT3	-1.7965
PIH1D2	1.77075
C20orf7	-1.05416666666667
IL1R2	-1.49433333333333
SLAMF9	-0.4735
PPME1	-0.097
PIK3CA	0.00675
TRAPPC1	-0.305125
COLEC10	-1.08875
SLC9A6	-2.8538
PDDC1	-0.739333333333333
CCDC53	0.60925
GK3P	-0.379
DAZL	-2.599
BRI3	-0.7405
SDK1	0.626
CYP2C18	-0.6045
IFI44L	2.148875
RPL3L	-0.2495
FUT9	0.822333333333333
KIFC2	-0.496333333333333
PMP2	-0.258375
SLC4A9	-0.84
PLAG1	-1.2855
MYCBP2	0.268166666666667
OR4E2	0.4735
CCDC65	2.9345
C16orf82	0.041
ENTPD4	0.329625
BRP44L	0.138125
PMP22CD	-0.0716666666666666
TMCO4	0.889
KCNN1	-0.687
WDR35	0.41475
CCDC80	1.684
C3orf31	-0.616
SLC7A9	-0.61
TMEM190	-1.37725
DBC1	-2.27716666666667
FADS3	-0.7535
PDZD8	-0.126166666666667
GRM5	0.409375
AZGP1	4.1485
PEX3	0.3535
MED1	-0.132857142857143
ATG4C	-1.15733333333333
HNRPH3	-1.146
FAM109B	2.1315
C4orf17	0.3695
CA10	0.569
OPRD1	-0.3055
CCL16	-2.2135
SACM1L	-0.814
CST6	4.5295
CD63	0.6486875
LGI1	-1.944
ZNF784	0.6895
CRYBB1	-1.675
CX3CL1	-0.04955
TOP2A	-3.32025
GYPB	-3.9525
GADD45GIP1	-1.53825
FEN1	-1.86925
IGF1R	1.32325
WDR72	-1.72433333333333
PURG	-1.33633333333333
DEFB126	-0.4415
PKD1L1	1.189
CAV1	-2.4273
GNPDA2	0.8919
DGAT2	-0.650125
NLGN1	-5.07825
STRBP	0.23025
HPRT1	-0.681333333333333
FANCI	-2.5335
PSMA7	-0.1215
DBF4B	-0.514333333333333
TTF1	-0.0305
RAD54L	-3.06775
ELOF1	-0.459
PLAGL2	-1.422125
ZNF256	0.62825
HMGCL	0.81625
MSI2	-0.156666666666667
RPESP	2.17266666666667
C11orf60	1.5805
ABCD1	-0.86
ACAA1	0.7984
SPARCL1	4.56742857142857
IL6ST	2.1844
ZNF319	-0.095
TMEM109	0.4081
FAM90A1	1.05
IL22RA1	-2.333
ATP4B	0.7585
TEC	-1.09366666666667
C7orf30	-1.27625
TXNDC2	-0.631
ABCB4	-0.0355
KIAA1191	0.414
C9orf38	-0.1995
SFTPB	-0.246375
CNTNAP2	0.940916666666667
FRK	1.7785
TBX19	-0.43775
CHD4	0.61475
C6orf26	-2.82916666666667
MOSC2	1.99925
IKBKE	1.75175
HIF1A	-3.12616666666667
LOC595101	0.2755
RELA	0.152833333333333
TMEM16B	-1.00183333333333
ABHD12B	-3.191
TSEN34	0.3895
KIF18A	-4.045
TXNDC9	-0.3385
SPATA2L	0.2385
SEMA4G	-1.7345
C21orf91	-0.802875
MATN1	-0.816
KCNIP4	-0.0335
TUSC1	2.01875
OR4C15	-0.1215
ARMCX6	1.3205
WBSCR27	-0.794833333333333
OR52I2	0.189
KIAA1604	-0.50675
DYNC1I1	-2.239125
PPP4C	0.5655
SLC47A2	-3.1415
TREH	-0.1565
CD48	0.442833333333333
ST14	2.04533333333333
PKN1	-0.50375
SPON2	0.5465
XBP1	3.39666666666667
SFRS12	-0.365333333333333
EFCAB6	3.47525
SELT	0.016
SLC39A2	-0.0595
ERF	-0.980333333333333
ARL3	1.034625
SURF6	-0.1745
MLLT10	-0.00495238095238095
FLJ11171	-0.219833333333333
TDGF1	-4.5245
ERCC6	-0.2585
EIF2AK4	1.0835
BAZ1A	0.0943333333333333
LRRN3	0.0166666666666667
TMC3	-0.505
EFTUD1	0.1285
PTPRO	0.599833333333333
CLEC12A	0.625625
ACBD4	0.611
ZDHHC14	-0.284875
OTUD7B	1.6695
ACTB	0.300125
MSRA	-0.333125
LCE5A	0.8655
IFI35	0.77175
BSCL2	0.6765
ANKRD12	1.107
CFHR2	0.001
RGAG1	0.534333333333333
HSFY1	0.816
SLC30A5	-0.263583333333333
IMPG1	-0.4265
GPR109A	0.6105
ZNF185	0.896
IYD	0.983
NPCDR1	2.122
SERPINA13	-0.5565
HMGCLL1	-1.783
NEUROG1	0.372166666666667
UBQLN1	-0.079
LIN37	-0.739
SOCS2	-2.565625
DSCR4	-2.16757142857143
XKR6	-1.43625
GPR142	0.148
KRTAP13-3	0.631
CCDC15	0.219666666666667
MOS	0.1735
CD1E	-1.998
OFCC1	-0.6526
FAM83D	-4.0145
SRFBP1	0.1175
C9orf96	-0.431
DHDH	-2.44225
CCDC90A	-0.733
RABL3	1.65185
CD320	-2.07616666666667
ANGEL2	0.40925
MRPL21	-1.40775
SMG6	0.376666666666667
INSR	2.013625
FLJ14816	-0.7975
GLRB	1.71033333333333
C9orf89	1.2275
CIZ1	0.016
URG4	1.031
LRDD	-0.958166666666667
CBY1	0.509
NFX1	0.395125
MTERFD2	0.209
C19orf23	-0.01
PGC	-3.09475
IER3IP1	0.5607
RASAL2	1.06533333333333
C1orf89	0.921
SYNJ1	-0.678
NFKBIE	0.2845
FLJ40125	-0.895833333333333
TCEB2	-0.3553
NOG	-1.697
POLR2J2	-0.251666666666667
HLA-B	1.1585
PCDHA1	2.7235
PPP2R2B	-2.321
ARHGEF17	0.608166666666667
TCF7L2	0.398928571428571
CHD5	-0.992333333333333
ZNF431	-0.51175
TBC1D25	0.89825
ZNF800	1.31525
SCUBE2	4.24445454545455
MYCBP	0.531333333333333
GPX5	-0.00799999999999999
C6orf129	-0.997666666666667
QSER1	-1.196
ULK2	1.63925
PIGO	0.742
NRCAM	-2.09314285714286
SLC35E3	1.4045
CSRP2	-2.0955
HYPE	1.0835
MAPK15	0.134
MGC14327	0.00625
TIMM13	-1.14116666666667
ZNF462	-1.9375
GBA3	-0.512
TEX13A	-0.3905
MCM6	-2.26666666666667
MTRF1	-0.77525
ABCA7	-0.4115
EIF4A2	-0.11175
ZC3H10	1.3457
RPGR	0.336333333333333
C20orf94	1.28275
RP1L1	0.1405
GPR125	-0.375125
USP22	0.483857142857143
OR1L4	-0.407
MLZE	0.7685
FLJ32065	0.3685
PTCD1	-0.367
CRTAC1	0.172
BXDC2	-0.85
C18orf1	1.96816666666667
FAM107A	0.473142857142857
EFNA3	0.9765
P18SRP	-0.1501
CAMKK2	1.33716666666667
KIAA0649	0.01175
NES	-1.92883333333333
HS6ST3	-1.057625
PON2	0.243
TCP11L2	-0.08325
CLEC4A	1.21
PRR12	0.649
MLXIPL	-1.4444
C2orf50	2.432
ZNF28	0.578
ENC1	0.539833333333333
MAP2K1	-0.855375
FKSG2	0.4515
KIAA0430	1.405
PTP4A1	-1.7115
GPR156	0.0485
GTF3C6	-0.17825
UBR2	0.1772
LOC388272	-2.05225
MAK	2.13633333333333
ACOT4	3.35475
STC2	2.54016666666667
PIGW	-1.82075
SAE1	-0.906875
COL6A1	0.0327727272727273
OAZ1	0.263333333333333
STMN4	0.253166666666667
EDG3	0.352166666666667
SGCE	-1.0535
IL11	-2.17366666666667
PRSS8	2.826625
YIPF5	0.923083333333333
WNT4	2.581125
CSN2	-0.0098
TCF7	-3.25625
TDO2	-0.32125
SAMD9	-0.1495625
S100A7A	0.5285
MMRN1	1.65116666666667
GKAP1	0.649
AKR1C3	-0.812125
RNF19A	0.67425
GMDS	-0.338
YKT6	-0.22025
SPARC	1.0028
C12orf31	-0.054
UBE2V2	-1.1395
FBXL18	-0.119833333333333
KIAA0460	1.4
ADAM22	-1.7295
SERPINC1	-4.6465
KCTD21	1.76225
MYOHD1	-2.23125
ZNF37A	1.03133333333333
GTF3C1	0.326833333333333
CTSZ	0.26975
PRNPIP	-1.338125
DRD1IP	-0.188
NR1I2	-3.45283333333333
ZNF266	-0.2029
SPAG4L	0.1135
COX4NB	-0.90325
SAPS1	0.577333333333333
APOA1	-3.54975
TATDN1	-0.780333333333333
C10orf82	2.17725
KPNB1	-0.34425
FOXO3	1.45141666666667
CRYBB2	-1.495
ZBTB5	-0.837333333333333
SLC25A38	0.3795
DCTN2	0.287833333333333
IFT20	-0.00850000000000001
CTHRC1	0.4135
C1orf31	-0.55325
UHRF1	-1.927375
GPC6	-1.93925
C10orf54	1.57025
MCF2L2	-0.2582
WNT9B	-0.01925
OLA1	0.00275000000000002
FAM120B	1.219
TTLL10	-0.467
CYorf15A	-5.149
RELN	-1.911
SCN2B	0.788416666666667
MFHAS1	-2.264
NKX3-2	-1.53616666666667
RASGRF2	-1.008
SSBP1	-0.636333333333333
KPNA6	-0.183285714285714
LOC389118	-0.426
HS3ST4	-2.5003
SUPT7L	-0.53075
FLJ32658	-1.437
IGFBPL1	-1.92975
KIAA1641	0.0677
SHKBP1	-0.262
CSF1R	4.42025
NAGK	1.198
MYL2	-0.054
HIST1H4C	-0.225333333333333
TOMM7	-0.495625
ADAMTSL3	2.3816
TNFSF14	0.0315
PRRT2	-0.36875
VTA1	-0.473375
AOAH	2.634
CRISPLD2	0.659714285714286
PNN	-0.6975
TA-NFKBH	-0.76925
ESPN	-0.31025
RBM43	1.21
KIAA1267	0.441625
DDX3X	-0.0858333333333334
KIAA1576	-4.63925
PLXDC1	3.65133333333333
FLJ25801	-4.83625
HNRNPL	0.02975
RUNDC3A	0.075
CASP12	1.048
SH2D5	-1.830125
RPL26L1	-0.1665
OR51A7	0.02075
HDC	2.4265
C2orf16	-0.449
SYTL3	2.38425
GOLGA4	1.4621875
NOTCH1	-0.171
ATPAF2	0.51275
ECD	0.49975
SSX5	-1.58866666666667
SNAP91	-0.491
OCA2	-6.15275
PNPO	0.0288333333333333
DAPK1	-1.21166666666667
PINX1	-1.02583333333333
SELENBP1	2.612875
NEK3	0.321416666666667
TMED4	0.569642857142857
SSTR4	0.3285
FOSL1	-3.1126
CD40LG	0.0215
CES1	-1.83616666666667
DCI	0.521166666666667
B3GAT3	-0.6855
STK17B	-1.34825
CNTN6	-0.17
CYP3A4	-2.37066666666667
MBOAT2	2.16885714285714
PISD	1.190875
USP1	-0.72725
PYDC1	2.6935
CENPM	-2.604
SAR1B	0.66225
TTC7B	-1.356625
DP58	-0.8025
GPC1	0.06025
RBL1	-2.472875
TMEM137	-1.04016666666667
TOB1	1.31766666666667
TCEAL1	3.32333333333333
CENPF	-2.89054545454545
C6	1.97416666666667
PRSS1	-4.26775
PPIL6	1.64633333333333
C6orf124	0.0985
ODZ4	0.2715
SNCB	-0.78875
NDUFB9	-0.6355
CNOT6L	0.495166666666667
S100A9	-0.5635
TRIM50	-0.5315
KCTD1	3.0289
WDR63	0.0535
SPEF2	3.723125
RNGTT	-1.46933333333333
CXorf22	0.3845
KCNK16	0.35975
CEP250	-0.9915
ATPBD1B	-0.7955
KCNJ2	2.992
MT1B	-1.91
ZNF684	-0.444
SLC4A1	0.04075
PDHA1	-0.71775
ZNF492	0.547875
TKT	-1.664
BYSL	-1.13475
RNF38	0.40825
AHDC1	-1.059
KLHL2	-0.243125
CMTM8	1.252
DMP1	-0.6625
HERPUD2	0.531625
CRTAM	2.09166666666667
ZNF572	0.19925
TMEM16J	0.7895
HSD17B2	-4.88075
UBE2G1	-0.514875
AHSA2	-0.27325
PELI2	-1.1775
TPX2	-3.577375
ATP9B	1.562
DAZAP1	-0.157875
HMGCS2	3.26966666666667
C17orf38	0.77725
B9D1	-0.391
NKX2-5	-2.04716666666667
KIAA1276	1.46875
LILRB2	2.713
CSTF1	-0.532833333333333
BTN2A1	-0.058
C15orf48	4.46875
IGF2BP3	-4.493
FAM113B	-0.241833333333333
HRG	-0.12275
ZNF131	0.27075
USP47	0.678714285714286
CCDC88B	-0.793125
HCN1	-0.8851
HTN1	-0.4005
SYCP3	-0.43025
C13orf23	-0.8302
PAPOLA	0.346625
AATK	-0.7827
MSH3	1.05516666666667
NDUFAB1	-0.64
ITLN2	-1.54566666666667
BAK1	-0.679166666666667
MRPL45	-0.117
MTNR1B	-0.2415
LOC645843	-0.156
SPECC1L	-0.18625
PGCP	0.36425
SPN	-0.911125
GPR143	1.80533333333333
ZNF576	0.701333333333333
TMEM39A	0.288
ATP5D	-1.1955
MAGEB3	-4.158
RPS5	-0.685833333333333
ANP32E	-1.31292857142857
MTMR1	0.412
YEATS4	-0.67325
SYNGAP1	-0.50975
PCOLCE	-1.66
MNS1	0.217
PCYT2	-0.604166666666667
ZNF182	0.4695
LAX1	-0.220625
SPPL2B	0.2872
ELOVL5	1.5006
PCDHAC1	0.795
B4GALNT1	-1.8805
BLOC1S2	0.6965
ZNF673	-0.2837
ARHGAP21	-0.787166666666667
IRX5	2.587125
LRFN5	-1.88383333333333
FAM7A1	-1.7385
RAB19	0.9635
GINS1	-2.444
ITM2B	1.3744
PAPSS2	1.03716666666667
OR5BF1	0.272
ACSL3	-0.41825
KIAA1919	-1.4445
GLT8D2	1.29075
UTRN	0.923214285714286
CNN1	-0.266
HISPPD2A	0.7695
SDAD1	0.517125
SIGLEC9	0.577
RPL35	-0.768357142857143
C22orf26	0.855
IMPDH2	-0.3825
WDR69	-2.208
SEC14L5	0.474
CLTA	0.12225
RP11-529I10.4	0.514
GPR37L1	-0.162833333333333
OGDH	-0.0456666666666667
ASB13	1.94883333333333
ZFP14	0.52525
ZCRB1	0.249666666666667
KPNA3	-0.30875
HSPA1L	1.81375
RHOC	0.88
LOC554175	-0.91
PPP3CA	0.668
SLC1A7	-0.8992
ZNF529	-0.423333333333333
RBED1	1.12575
DDB2	-1.117
FLJ11286	0.52
SPATA1	1.128
MKNK1	0.616
DYSF	0.614666666666667
ALKBH2	-0.14975
