Hybridization REF	TCGA-BH-A0DG-01A-21R-A12P-07
RABAC1	1.1305
ZFHX2	1.045
YPEL1	1.08116666666667
KIAA0776	0.84475
NR1D2	-0.09025
DNAJC4	0.646875
NPNT	3.788
ZNF677	0.266
ZNF536	-0.54675
MEF2B	0.0505
PTPN4	-0.264
CTCFL	-6.8865
STX5	0.260166666666667
CD72	2.47825
VEGFA	-1.557
XRCC1	-0.3494
MAS1L	0.259666666666667
ELL	0.019
SETBP1	1.79825
CDH11	3.5245
NDC80	-2.08153846153846
DMBX1	-2.5855
NRSN1	0.557166666666667
BAT2D1	0.47525
CDS2	0.990166666666667
C1orf212	-0.3625
SENP3	-0.738625
IL1F9	-0.821
EEF2K	-0.117875
COG8	0.32875
CEP72	-2.127
OR1L8	0.5025
MUS81	-0.703916666666667
PHYH	0.4215
GGT6	0.705833333333333
C22orf23	-1.32791666666667
C13orf33	2.653375
MAPK8IP2	1.49975
NELL2	0.58225
POU3F2	-3.73833333333333
ALPK1	1.35025
MRPS18C	-0.12525
RPLP2	0.302375
FGF22	-0.5465
SPNS1	-0.281
ZFP1	-0.513
IL1RAPL1	-1.2875
PCSK9	-3.47033333333333
NKX2-1	-0.693538461538462
C6orf189	1.97475
SP4	-0.225
SLC11A1	1.7068
C21orf25	0.467333333333333
ICAM2	0.49475
SH3GL1	-0.646166666666667
GSK3B	0.194166666666667
RALB	0.54
PDXP	-1.64033333333333
GNGT1	-2.874125
KIR2DL1	0.599
TNFAIP3	0.198083333333333
C6orf32	1.4689
CBLN2	2.10975
PANK3	0.874625
TAAR9	0.902
WDR82	-0.264
APOM	-3.11675
TRIP10	-0.155
SPATA16	0.3225
C1orf135	-3.28225
USP51	0.5665
TESK1	1.27475
C11orf64	0.13725
ZNF611	-0.02
PDE6G	0.582333333333333
HLA-DQA1	3.79
GCLC	-0.30125
SEC61A1	-0.0930714285714286
TWSG1	0.454166666666667
ZMYND10	-0.14025
CTDP1	0.255
ADAMTS6	0.356666666666667
SLIT1	-1.83875
KRT86	-0.66
KIAA0574	0.74625
GTPBP2	-0.9221
PQLC3	0.31325
PRRX2	0.389
C15orf44	0.0895
MKKS	0.443625
C11orf10	0.248
GPR110	1.31775
CD109	-0.437416666666667
ADCY1	0.255333333333333
RHBG	-1.52625
TP53I3	1.284875
SLC22A3	-0.6876
UCP2	1.45475
FOXG1	-2.99783333333333
OR2AG1	0.0665
TRIM24	-0.44675
PROC	-2.698375
TAAR6	-0.11975
AMTN	-0.8555
C10orf47	-1.48533333333333
DEPDC1	-1.3035
FLJ45557	2.90275
ZDHHC17	0.0959375
KIAA1429	-0.199333333333333
KCNH1	0.46725
VNN3	-0.3625
PSMAL	3.1665
PPARD	0.227625
HFM1	-2.071
YBX1	-1.724
ZNF695	-3.68425
SCTR	-0.0283333333333333
DCDC1	-0.098
VPS26B	-0.2108
MTF2	-0.790333333333333
ATP6V1F	0.5095
CCDC94	0.186
PERF15	1.441
CCL11	3.35575
LMO7	-0.338625
DCST1	-0.0535
ADRBK1	0.1855
CDRT4	-0.491375
ZNF84	-0.26625
HOXD8	2.3995
STARD8	-0.0415
FOXP2	-0.876625
CCDC103	-0.32125
POLR3A	-0.8358
GSC	0.127833333333333
ZNF114	-1.94233333333333
HTR7P	0.191
LALBA	1.575
RMND5A	0.119166666666667
PSCD2	0.936
ZNF409	0.362
KRTAP1-3	0.0358333333333333
MAF1	-0.1205
LOC201725	-0.562833333333333
NRN1	-2.033625
SPAG5	-2.10083333333333
DNAH7	0.722333333333333
FLJ43860	-0.512
BRCA2	-1.05975
ACADM	-0.503875
CXXC6	-2.843375
RAGE	-1.800125
CHMP2A	0.51775
FAM8A1	0.3437
GPR21	0.398
SLC12A3	-3.31216666666667
FVT1	0.543428571428571
ZDHHC7	-0.176625
FLJ44048	1.458
SLC44A3	2.20283333333333
SDSL	0.6995
MMP8	-1.5505
PLA2G12B	-4.05866666666667
ACY1	-1.18925
MT1E	-0.0821666666666667
OR4K15	1.398
TECTB	-1.283
GPR20	-0.17875
IRAK2	-0.71125
RFPL3	-0.233875
MYO9A	-0.182
NARG1L	-0.873416666666667
BLMH	-1.697125
CCDC3	2.48733333333333
C9orf21	-0.769166666666667
KIAA0513	1.14066666666667
MIER2	0.39825
PNMA2	-1.68258333333333
SH3BP2	1.097
ANXA10	-0.895
RTN2	0.9855
TFB1M	-1.003
PRPH2	3.0695
C14orf133	0.05225
GOLGB1	0.650916666666667
IRX4	0.239625
NFKBIL1	0.501833333333333
C10orf62	-0.34275
APBB3	-0.5495
RPS10	0.376
LOC728378	1.8145
TLE3	1.05938888888889
PSMB7	-0.451375
MESDC1	0.775
SLC6A1	1.993
OCLN	1.78241666666667
PTTG3	-1.88733333333333
NAGLU	-0.479
SERTAD4	2.45675
SPRY1	1.278
FLJ10781	-0.401916666666667
MYSM1	-0.875
TRIM4	0.311928571428571
SH3YL1	1.261
TREM2	3.90916666666667
SERPINI1	1.39125
HDHD3	0.4075
TMEM38A	-0.737
EID2B	-0.7995
TDRD3	0.0613333333333333
SEDLP	0.37925
THSD7A	2.063
NDST3	-3.9025
KLHL15	-0.426666666666667
DHRS12	1.8095
FBXO9	-0.321571428571429
TNPO1	0.0328333333333333
MRPL13	-0.384333333333333
SNX5	-1.72216666666667
METTL6	-0.4865
SOD1	0.450375
CHML	0.00449999999999999
PACS1	0.951375
SIRT5	-0.4495
CAPN2	0.442666666666667
FXYD5	-0.421
TWISTNB	-0.682375
LRFN1	0.577166666666667
UBE1L	0.948
UBE1C	-0.6485
OR51B2	-0.73525
OR4D11	0.47
C15orf2	0.356
NR4A1	0.26
LOC339047	-1.96425
TRIM17	-0.091
ATP5G3	-0.371571428571429
RPL15	-0.765833333333333
ADAMTS8	0.0785
HOXC4	0.5435
C14orf37	2.468
CEACAM5	2.96375
MYT1L	-0.828666666666667
RASA2	0.1595
OSBPL7	-1.216
STAG1	-0.4825
GIMAP4	4.9945
FUT3	-0.272
PIF1	-2.790125
LPIN2	0.4233
SH3PX3	0.63525
PDP2	0.28375
PAPD1	-0.469
ERP27	4.41525
APOOL	0.1986
DIABLO	-0.18475
TRHR	0.323428571428571
ARMC9	-0.077125
RNF152	3.91325
SLITRK3	-0.3135
ZNF211	-0.1069
PFDN1	0.019625
RGS11	-0.359875
HS6ST1	0.5613
AKR1D1	-1.01025
TNP2	0.234333333333333
STK31	1.49816666666667
EML4	-0.906916666666667
SGTA	-0.723666666666667
HIST1H2BI	0.952833333333333
PSMD6	-2.548
KIAA1257	2.6265
C18orf55	-0.652166666666667
FLJ20273	2.38825
RPL28	-0.697166666666667
EPYC	3.913625
NOX3	-1.142
ELAC1	0.195833333333333
METT11D1	-0.8285
BIN2	-0.0645
NACA2	-0.3625
CCDC17	-1.02725
HM13	-0.0430000000000001
UBOX5	-0.144
UBE2O	0.019125
UBL5	0.279
APOLD1	1.33825
C9orf31	0.38625
TNFSF8	0.8135
ARHGAP29	1.48425
PROKR2	0.096
PDE5A	0.921833333333333
C6orf12	-0.331
TOM1L1	3.4015
WHDC1	0.462875
FOXI1	0.765833333333333
RAB4A	0.7297
TMEM39B	-0.98975
ATPBD1C	-0.764
FARSA	-0.680166666666667
PLEKHG5	0.38725
CMAS	-1.2665
OR7E24	-0.044
SLC30A1	-0.48825
CDC42EP5	1.54783333333333
PLAC1	0.3165
KLHL18	-0.496416666666667
LBA1	0.9669
TAZ	-1.24225
CRIP2	1.791125
BTBD11	-0.8825
C16orf72	0.5045
DIO2	2.9667
LRRCC1	0.35
CCDC136	-2.3615
PRX	0.236125
RBM5	-0.5591
TMEM85	0.299875
TUBGCP4	-0.713166666666667
APLN	1.608875
CDK7	-0.2275
SSR2	1.38358333333333
CRELD1	-0.733
C19orf46	2.239
GAL3ST4	0.814
KBTBD10	0.60575
IL28A	0.4445
WDR27	-1.2935
MCM2	-1.69833333333333
SOX14	-0.007
FLJ39743	-0.053
KIAA0922	-0.276375
HIPK4	-0.0645
FLJ25758	-0.429
C16orf57	-0.0375
PDZD2	1.674875
MCC	0.782875
HHLA3	-0.7353
ID2	0.9425
C20orf23	2.84841666666667
ZNF688	1.12425
APOC2	-1.32766666666667
LOC440093	1.89875
FAM50B	1.6265
PWP1	-0.3415
DNAH10	0.43025
HIST1H2BA	0.044
GPR56	1.0645
METAP2	-0.614625
PAN3	0.659333333333333
STXBP4	3.122875
PDHX	-0.339
MTA1	0.322916666666667
ZBED4	-0.012125
ZNF720	-0.226
CDK2	-2.138625
RHOJ	1.222625
CDC37	-0.526333333333333
ZER1	0.48825
GRK4	0.09975
PRPH	-0.20825
POLR2A	0.903375
OGFOD1	-0.44575
NOL5A	-1.22225
PHEX	3.537
FLJ16478	0.3165
C20orf117	-0.795625
CAMTA2	-0.07375
C11orf74	0.582666666666667
DDX17	0.911833333333333
C5orf27	0.34975
PLEKHA2	-0.4723
PDE4DIP	-0.6236
SCN7A	1.38175
ZNF559	0.0891666666666667
CXCL10	3.79325
ZMYM4	0.23
STK32B	0.419
KIAA0888	-2.0025
TACR3	0.63
CKAP2L	-3.03875
KIF1A	-0.817833333333333
RSPRY1	1.14475
VCAN	1.84275
CYP27C1	-0.0235
SYDE1	-1.05616666666667
MED12L	-0.84575
ZDHHC21	1.3565
NHS	0.7365
TM9SF3	1.49716666666667
DDHD1	-0.427
MAFG	-0.641166666666667
BICD2	-0.8869
C14orf119	0.448166666666667
C14orf43	0.795928571428571
CDH7	-1.83775
ALKBH5	0.273428571428571
JUP	0.521875
TMEM41A	0.0626666666666667
MAMDC4	-1.59966666666667
CBX3	-1.16325
LRRC18	0.0475
RBMXL2	-0.431666666666667
PLA2G4D	0.338166666666667
FGF13	2.692
KIF3A	0.380166666666667
PDIA6	-0.899
DCXR	1.0715
CASKIN2	1.83616666666667
EHD1	0.698666666666667
MARCKSL1	0.236
ZNF496	0.2075
SCAF1	0.161833333333333
KCTD8	-2.005
TRAF3IP3	1.03664285714286
LSR	1.36025
CXorf1	-0.189833333333333
C14orf112	0.706166666666667
EIF2B1	-0.36625
OMP	0.057
GSTZ1	0.3705
LOC92017	1.04125
ISLR2	1.941
C12orf36	0.096
GATA2	-1.94983333333333
GABRA5	-2.3515
CELSR2	-1.19821428571429
STAM2	0.9803
TNAP	0.5555
PTPMT1	-0.405333333333333
GRP	6.80525
SV2A	-1.82683333333333
MAGEA12	-4.0265
CACNG1	3.6995
C18orf19	-0.97525
GSG1	-0.6235
PTPRJ	-0.205642857142857
FRMPD1	-0.0955
ZNF668	0.818
PLEKHJ1	-0.48025
ADAT1	-0.4198
TMEM50A	0.3443
UCN3	0.261
HOOK1	0.053
IL17B	0.8335
MLKL	-0.777833333333333
TTC14	-0.389833333333333
KLHL5	-0.11625
CRYL1	-0.0115
FOXH1	-0.5
NFYB	0.047625
PPM1G	-0.51725
GOLGA2LY1	-0.64475
NMT1	-0.78675
HADHA	-0.934
CHSY-2	2.30725
PLEKHF1	0.853642857142857
SAGE1	-3.126
MUSTN1	-0.181
SUHW4	0.9465
TFEB	2.18916666666667
ZFYVE27	0.218
ATG12	-0.0913333333333333
BMI1	1.19328571428571
ZIM3	-0.208
MYH4	-0.132
MASP1	-1.29216666666667
KIAA0984	1.2995
RPAP2	-0.6685
ASB5	0.505666666666667
BOLA3	-0.823166666666667
MIA3	2.16866666666667
KRT35	-0.0935
KIR3DL3	-0.214
MRPL51	-1.214
SEMA3F	1.0225
NDUFB2	0.781
LOC253012	3.84425
FAM46C	-0.7286
G6PC	-2.959
CSAG3A	-4.248
PREX1	0.864
SLC25A45	0.011625
MAPKBP1	0.2827
CPE	0.9625
GNB1	1.0595
CXCR6	2.515
TRIM46	0.2295
C16orf3	0.206166666666667
HPSE	1.18075
TIGD3	0.285
SPG3A	1.82
LCAT	-1.67133333333333
ST6GAL1	-0.819944444444444
POMC	1.38575
FLJ36031	-0.701166666666667
NSMAF	-0.627
SKIL	1.7615
ADSS	0.6195
HMGCS1	0.2464
POLR3F	-0.3325
RAB10	-0.0485
ZNF277P	-0.95775
ZBTB7B	0.765375
DHRS1	0.24475
ABCC13	3.241
CNOT3	0.1805
NFKBIA	1.1925
GAK	0.273833333333333
SFT2D2	2.056
HOXA6	-0.237
CRTC1	0.33925
LY6D	0.253
C20orf72	-1.089
CPT1A	0.50625
LMO1	-2.0075
EIF3I	-0.81875
PRB4	0.33575
MCM3APAS	-1.533625
C20orf132	-0.7997
FOXF2	-2.013
S100A12	0.05625
MLH1	-0.133666666666667
ACTN1	0.6211
MRPL36	-0.136
C20orf106	-0.10975
FBXO6	1.57866666666667
MKS1	1.25433333333333
CX3CR1	-1.477375
PDE1B	1.665
PLP1	-3.502
KISS1	-0.1
C14orf2	0.2525
TBC1D3P2	-0.91
COMMD6	1.7239
ANKRD7	-2.07275
PTCHD1	-0.377125
NARS2	0.27725
DOCK7	-0.110875
FAM127B	0.66825
LOC390243	0.119833333333333
N6AMT2	0.7525
ZNF391	-0.662
DNAJB14	0.308
WRB	-0.409125
BPI	0.401666666666667
TTC4	-1.25766666666667
FAM10A5	-0.455
GOT1L1	0.0226666666666667
MAGED1	1.23375
RESP18	-0.16325
WFDC6	0.682666666666667
MT2A	-0.6965
C11orf56	0.3675
KIAA1432	0.413
ROR1	-1.126875
HSD17B14	1.48683333333333
ZFAND2B	-0.138375
SAMD4B	0.305
HEXA	0.2245
HNRNPU	0.188590909090909
USP39	-0.650375
NRD1	-0.60325
R3HDML	-0.097
FLT4	0.665333333333333
OMG	-0.0581666666666667
OR52N4	0.566
LOC399818	-0.255
ELA2	-2.15
VENTXP1	-0.45
RFC5	-1.707
OR52L1	-2.3205
PAX5	-0.1325
FBXO2	1.30875
GMEB1	-0.3535
AKT3	0.0681666666666667
CRB1	-2.4375
CTTN	0.767666666666667
UTP15	-0.417
HSBP1	-0.049
PHF11	1.95925
NDEL1	0.325666666666667
USP8	-0.256
BAIAP2	0.743375
SI	0.782
ARSJ	-0.413833333333333
BAAT	-2.84225
KCNS3	3.03416666666667
LOC126147	-0.221
TMEM37	0.449
C1orf162	3.45733333333333
MBD1	-0.4259
ITGAL	0.896833333333333
WDR73	-0.2485
GKN2	0.823
ARFGAP1	-0.58825
SLC5A8	-1.0545
ZBTB40	-0.3403
CYP4B1	2.15483333333333
LYPLAL1	0.74525
CHST3	-1.1585
MAP3K9	0.1135
BTAF1	-1.0175
TFAP2E	-0.0345
RBM35B	0.756
LOC441251	-0.0938333333333333
ANKRD25	-0.598611111111111
UQCRC2	-0.166
MAEA	0.260916666666667
HYAL1	-2.8448
RNPEPL1	0.673
CPSF2	-0.0295
PSD3	0.4208
ABCA13	-0.336125
AGR2	2.7715
GBX1	-1.23
HDLBP	0.851642857142857
ACY3	-0.88625
HECW1	-0.87525
ZNF519	-1.30925
HOPX	3.0075
ZNF304	0.768625
OR12D3	0.4235
FKSG43	0.16525
METTL1	-0.288375
MFSD3	-0.0176
PSPH	-0.40275
CLCA3	-0.1695
DARS2	-0.4965
CDC25A	-2.42616666666667
BAIAP2L1	-0.12
B3GNT5	-0.133625
USP29	-0.16175
ARHGEF10L	0.3009
ATOX1	0.77725
ADAM30	0.223
DNASE1	0.51825
STT3A	-0.02575
RAB6IP1	-0.4215
PTN	1.7773
C1orf106	-0.064
HECA	1.93325
RNF122	0.834
SLC22A18AS	-0.261166666666667
GNG8	0.598166666666667
ELP4	-0.19625
FAM65A	0.133666666666667
RPL10A	-0.245
IRS4	0.7045
MACF1	0.5755
SEC24D	0.8955
LOC374395	0.75125
TGFB2	1.024625
MDFIC	0.629375
CHRNE	0.486333333333333
PCMTD2	0.4435
ATP6V0D1	0.362333333333333
MTA2	0.04975
LZTR1	-0.355833333333333
RAP1A	-0.1565
AXIN1	-0.553
POLR1C	-0.50425
TRIO	0.124666666666667
PLXNA4A	0.211166666666667
C5orf33	-0.374
DEPDC1B	-2.206625
ZNF473	-0.6745
MTM1	0.41025
GPR107	0.199833333333333
CSNK1A1L	0.171833333333333
FLJ14154	-0.4105
NLRC4	4.92025
ENPP4	1.67816666666667
PADI3	-0.338
RNF170	0.568375
CG018	1.16216666666667
C16orf7	0.00675
KCNE1	1.3335
NRM	-0.916333333333333
SLC37A3	-0.400428571428571
TPD52L2	-0.330333333333333
UNC5B	2.41025
C12orf12	1.1438
SDHB	-1.302
CLRN1	0.032875
NUDT10	0.437166666666667
UGT3A1	0.0975
FBXW8	-0.301375
RHOF	-0.061
PTPLAD1	0.438625
MYO3B	-2.59533333333333
DERA	-0.55375
TPP2	-0.44375
C19orf53	0.280166666666667
GINS3	-0.93275
ST6GALNAC5	2.1555
CHSY1	0.05375
MGC15705	0.2085
GPR83	0.474
EXT2	0.15525
DOLK	1.00575
TUBAL3	2.08625
ACVRL1	2.302
ABL2	0.0245
C14orf156	0.257833333333333
PTPRZ1	-3.510125
DIP2C	0.777125
LAMP1	0.81375
RXRA	0.3111
MAP3K5	0.5305
ALKBH1	0.266
PDLIM7	0.134375
ARL14	-3.403
SNIP1	0.00416666666666665
TIMP3	2.33191666666667
RGS3	0.419833333333333
SPAG16	0.9763
ABHD4	0.66475
ARHGEF12	0.2845
GLUD2	-0.4115
RAC2	-0.4798
UAP1L1	-0.429
SLC18A3	-0.091
YOD1	-0.750166666666667
RALY	-0.41725
HMOX2	0.28125
DGKH	0.3925
DBNDD2	0.727166666666667
YIPF4	0.499375
THAP10	-0.4725
ZNF513	0.59
HAGHL	-1.44966666666667
ITGB4	2.5155
CCDC141	-1.2195
YTHDF3	0.32
C5orf28	0.22275
RPL7L1	-0.964875
TMEM30B	1.63564285714286
ANKRD35	2.4045
DUOXA2	-0.3875
TBC1D5	-0.07525
DFNB59	-0.0435
HRH4	0.53575
MYO6	2.2947
DNAJA4	2.27775
RBM24	-1.091625
CEACAM20	-1.26125
RBM23	-0.113785714285714
NGFB	-0.0105
C1orf63	-1.6123
KRTAP7-1	0.06
PERLD1	0.31025
NPB	-0.1045
C17orf59	0.9781
HSPBAP1	-0.044
SLC15A4	0.23925
PRTFDC1	-0.298
OSMR	-0.813928571428571
CYSLTR2	-0.7775
C19orf25	0.2288
KIAA1797	0.078
NLRP6	-0.58
FAM105B	-0.2317
SCRN2	-0.855833333333333
LRRC58	-0.6573
RNF17	1.089
NEIL3	-2.653
FAM137A	-1.21225
SKP2	-3.519
PARVA	1.45441666666667
PKLR	-1.8645
RNF34	0.218875
A3GALT2	0.28
C12orf50	-0.1525
SUNC1	-1.04275
FAM102B	-0.878833333333333
CCT2	-1.0725
LRRC37A2	-1.295
ARF4	0.209
SIKE	-0.181125
C8orf48	2.06533333333333
MBTPS1	0.584357142857143
GPSN2	-0.7095
NCF2	3.2745
SLC12A6	1.081
MRPL48	-0.66
HMGN3	-0.523666666666667
LRRC62	-1.4605
PAX9	0.84025
FAM55A	0.947
C20orf42	-1.37583333333333
SCML2	-2.90883333333333
BCL9	1.3255
FAM40A	-0.685
C9orf41	-0.821666666666667
ZNF774	-0.1085
LETM1	-0.471
PLXNB1	-0.926
NIPSNAP1	-0.458375
USP10	-0.7685
F9	0.32325
LIPE	3.017
CNGB3	-0.924
C12orf52	-0.069625
PI4K2A	0.166125
MED8	0.231875
STAT4	1.8573
FGD4	0.106666666666667
RNF145	-1.89516666666667
WDR32	0.5894
CLDN2	-0.0528333333333333
TCEAL8	0.96
ZMYND8	-0.5136
PDXK	-0.5126875
GATAD2A	-0.394
PTGES3	-0.7165
CCM2	-0.206
TAP1	1.37275
ZNF670	0.102
ETS2	-0.4555
C6orf166	0.319666666666667
PRMT2	0.317071428571429
OR4B1	1.0305
INTS8	-0.312
CCDC102A	1.0925
CCDC83	0.776
ITGA1	0.7808
EPHA5	-2.91811111111111
FAM24B	-1.294
TSGA10	0.97425
HAL	-2.63
MYOT	0.000749999999999994
SPACA3	0.0765
BCL2L2	-0.141666666666667
CUGBP2	0.6085
CCNB3	0.458
RNF113B	0.01
MERTK	0.8815
BAG1	0.1005
VPS36	0.8305
ORMDL3	0.2027
C1orf190	0.43075
ZNF625	-0.28575
CORO2B	-1.438
ALOX15	-0.9385
CST1	3.103
NUPR1	1.57016666666667
CCL7	2.58225
SMCR5	-2.7535
DSC2	3.1035
RBMS2	0.58275
GRIK4	1.5105
TRIM65	0.6316
TMPRSS6	-0.345214285714286
TP53INP2	0.2755
GLB1L	-0.296666666666667
LOC388284	-0.0315
PUS1	-0.932214285714286
BCL9L	-0.15
OLFM1	-0.822166666666667
RET	0.556375
MASTL	-1.9245
ALX3	0.23775
IL1RL1	0.381333333333333
ZNF765	-0.9936
C14orf138	-0.732
SNX10	-0.840333333333333
TAC4	0.0345
C1orf64	3.219125
POGK	0.5515
MAPK9	0.43475
ZNF366	3.915
C8orf79	1.5159
CLDN7	2.492875
OR5AT1	0.3145
TRIM37	-0.5575
LRRC25	2.986
GRHL2	2.4202
TEKT3	0.642
LASS5	-0.308833333333333
ABCC4	-1.89283333333333
DLG3	1.268
VGLL1	1.981875
ZFP36L2	1.91983333333333
MFRP	0.0723333333333333
KIAA1799	-0.8685
FLJ44379	0.943
PCNX	0.159
ANXA9	1.4935
CYP4V2	0.7372
PIK3C2A	-0.3415
SRR	0.505
NOL3	-0.82125
IFITM2	2.086
ARNTL2	-2.221
ZNF595	0.28275
NLRP13	0.061
ASPH	-0.9855
CPA2	0.1835
PVRIG	-0.388
LEPR	-0.0473333333333333
C16orf42	0.2095
SH3BGRL	1.47825
FAM77D	-0.382166666666667
FNDC7	0.4005
C9orf6	-0.225
NOTCH2NL	0.832166666666667
PGBD1	-0.077
SYNGR2	1.79616666666667
PITPNA	0.020125
PRPF4B	-0.9099
SLC43A3	-1.305
NRBP1	-0.345
SLC25A22	0.283
ILK	0.0395
SLC22A8	0.510666666666667
MRPS7	1.688875
PITX2	-0.5605
FABP3	-0.34325
OR1L1	0.277
LOC728215	0.566375
BLID	-2.572
KIAA1217	3.07
TFPT	1.1195
AP4B1	-0.83925
VBP1	-1.209
OR1K1	0.404
MORC3	0.24475
BHMT2	0.563166666666667
C3orf10	0.549
FZD7	1.04016666666667
WFDC10A	-0.8705
PMS2CL	-0.888125
CCDC32	0.531666666666667
FA2H	0.5975
ALG13	0.6935
TTLL7	-0.6056
SPOCK3	-0.243
SLC13A2	0.3935
AIM1	1.399
GPRC6A	-0.485
EGR2	4.8545
MED11	0.40525
WWC1	0.87225
SH3GL3	-3.82725
RIF1	-0.467857142857143
PRLH	0.017
VLDLR	-2.1145
DBT	0.0688125
C21orf63	0.61975
CGGBP1	0.118
KRTAP12-2	0.5545
TADA3L	-0.481375
ZBTB16	1.60125
PDGFB	1.42275
RFX1	0.367125
UQCRB	0.0697
LOC133874	-0.2785
HPS3	-2.5005
LGALS3BP	1.834
DKFZP564O0823	3.07157142857143
MRFAP1L1	0.181875
HOXA10	-0.8175
NGB	-0.1015
KIF21A	0.0826923076923077
IFLTD1	-0.1485
LZTS1	0.078875
ARHGEF3	0.81175
RHBDL3	0.943
CSNK1G2	0.0590833333333333
ChGn	-0.059625
KIAA1244	2.215
GABRB2	0.3585
MGC72080	-0.327
CD27	3.902
EGLN1	-1.5386
PEX13	1.078
RWDD3	0.33125
RNF12	-0.2035
GRIN2B	-0.5665
ADAMTS14	-0.22525
DYDC2	-0.7485
ATP6AP1	0.5785
NR1H2	-0.0181666666666667
PDK2	1.80875
C3orf17	-0.462
SLC38A2	-0.312142857142857
SLC25A29	0.680333333333333
C15orf29	0.558375
ADAM9	-0.511083333333333
TMUB2	-0.220875
GPR176	-1.03325
AGK	-0.872375
MCCD1	0.19425
NDUFA4	0.26525
TMEM146	-0.1705
DUSP1	1.183125
UNQ6975	1.631
EMX2OS	4.9045
INSM2	-0.1225
LUZP4	-0.189
SETD6	-1.53225
P2RY2	4.11575
SLC45A2	-1.77
RABGAP1	0.292833333333333
UBXD5	-0.64075
GPRC5A	1.122
PAK3	0.215833333333333
LOC63920	-0.608
TGFBR1	2.0014
KRTAP6-3	0.446
SFMBT2	-0.49575
CDC42	-0.1410625
C11orf35	-0.1185
TTLL2	0.0819999999999999
UACA	0.938666666666667
CD97	-1.1166
SETD5	-0.586
NINJ2	0.63575
PTER	0.858
POMGNT1	-0.37075
KRTAP4-2	0.3875
ECGF1	2.31125
HRB	-0.34
ATP1B2	0.1713
LOC400506	-0.1025
COL4A3BP	0.74075
C6orf97	0.2775
GRHPR	0.17525
TAS2R1	0.2865
SEMA7A	-1.04275
EDF1	0.283
ODF2L	-0.1698
PCID2	-0.559
GTF2H4	-1.18516666666667
ZCCHC3	-0.799
CGB2	0.0315
NEUROD1	-1.406
C20orf75	0.0365
RP5-1054A22.3	2.47583333333333
IFNA5	0.2205
ZNF134	0.247
MGC119295	-0.5772
ZSWIM6	0.691625
SMEK1	0.4015
PCGF2	-0.36275
C1orf102	2.656
CYP2A13	0.4975
KCNH6	-0.8102
MDM1	0.2938
ALDH7A1	0.5215
C9orf75	0.744
VDAC3	-0.447375
OR51T1	0.364
EIF3F	-0.292
KCNJ10	-0.55025
LENG8	0.12075
EDEM2	-0.474083333333333
CCNJL	-0.850833333333333
DHX37	-0.787
CRYGN	0.622
AATF	-0.756625
ZNF630	2.026
E2F5	-0.47
WFDC13	-0.5995
FTSJ3	0.446333333333333
C4orf33	0.819
LHFPL4	-2.96625
C19orf56	-0.391916666666667
SMAD4	0.46825
AFM	0.06
G0S2	1.79675
FCHSD2	1.2673
RRP1B	-0.9781
EEF1B2	-0.4525
STAT6	0.537666666666667
ZNF195	-0.2755
GNL1	-0.662333333333333
ZNRF2	0.759333333333333
PER3	-0.776625
ASB16	0.39725
C10orf10	1.91621428571429
ADCY8	-3.21666666666667
C9orf58	0.349333333333333
ARMC10	-0.788
PSG1	-0.429
DHX34	-0.32625
VARS2	-0.227375
NFIC	0.119
ITPR2	0.63525
AGXT2	0.624666666666667
OR6K3	-0.145
H2AFZ	-0.542916666666667
MLLT3	0.293166666666667
COX4I2	2.87125
CCNT2	-0.24375
PLK4	-1.80875
NUMBL	-0.8095
MED16	0.497
PLEKHQ1	1.539
GOSR1	-0.0461111111111111
BTG4	-0.3685
RPL30	0.231333333333333
IGSF5	0.88725
IGFL2	2.9975
ELMOD2	1.4215
SHC3	-1.49616666666667
HAVCR1	-0.5235
DYNC2H1	-1.033
RNF5	-0.573166666666667
C2orf7	0.40025
NLF1	0.823
KLHL25	0.67875
LRP10	1.3973
KRI1	-0.57475
PUS7L	-0.104
MGMT	0.92825
HOXD1	0.357833333333333
CSH1	0.0287
ATG16L2	-0.9
FLJ44635	0.684
CHODL	0.22275
EXOSC8	-1.30925
SLC28A1	-0.42125
MYO7B	-0.7735
SEH1L	-0.7894
MTNR1A	-0.0198333333333334
TSPAN5	-0.245833333333333
CDC45L	-2.86316666666667
AMIGO1	0.089
ATAD3A	0.03975
OSGIN2	0.345833333333333
PDIK1L	-0.0801666666666666
DARC	3.0235
PIPSL	0.7785
SHMT1	-1.0205
CRISP3	-0.6025
POPDC2	2.40683333333333
ZRANB2	-1.07416666666667
FBXL8	0.67325
TRIP13	-2.38645454545455
EIF5AL1	-1.1345
POU5F1P3	-4.58566666666667
IL6	-1.6905
CXorf38	0.349666666666667
IFNA16	0.528
FBXL2	1.1045
BRD1	0.28025
STATH	0.303
FBXO44	0.518333333333333
MCCC2	0.80625
CDC2	-1.7261
C5orf23	0.27675
IVD	0.153333333333333
C10orf122	-1.4855
MSL3L1	0.099
MVP	0.8505
EPOR	-1.2068
ZMYM1	-0.091
BCL7C	0.671833333333333
PSTPIP2	-0.2995
LYPD1	-1.169125
OR8G5	-0.1395
ZP3	-0.682166666666667
BCAS4	1.39716666666667
EDG6	3.068
ISY1	-0.53275
PRAMEF2	-1.4145
CUL1	-0.78
RNF213	1.415
CCRK	0.8845
DHX9	-0.429
C13orf29	-0.922
