Hybridization REF	TCGA-E2-A15E-01A-11R-A12D-07
ACY1	0.614
MT1E	1.45233333333333
OR4K15	-0.1555
TECTB	0.334
GPR20	-0.65825
IRAK2	-1.1715
RFPL3	0.152375
MYO9A	1.2905
NARG1L	-0.583416666666667
BLMH	-1.724125
CCDC3	1.9025
C9orf21	-0.436166666666667
KIAA0513	0.189
MIER2	0.06625
PNMA2	-1.05581818181818
SH3BP2	-0.0203
ANXA10	-1.5575
RTN2	1.389
TFB1M	-1.321
PRPH2	2.40975
C14orf133	0.53275
GOLGB1	1.34216666666667
IRX4	0.971875
NFKBIL1	-0.4325
C10orf62	0.04925
APBB3	0.24075
RPS10	-0.4968
LOC728378	0.302
TLE3	0.4495
PSMB7	-0.633125
MESDC1	-0.6045
SLC6A1	0.365833333333333
OCLN	1.25816666666667
PTTG3	-2.14033333333333
NAGLU	-0.08775
SERTAD4	1.844625
SPRY1	1.69275
FLJ10781	0.0685833333333333
MYSM1	-0.4055
TRIM4	0.603857142857143
SH3YL1	1.567625
TREM2	3.0885
SERPINI1	1.69125
HDHD3	0.49575
TMEM38A	0.03475
EID2B	-1.1915
TDRD3	0.457
SEDLP	0.4625
THSD7A	2.2335
NDST3	-2.94525
KLHL15	-0.599416666666667
DHRS12	2.406
FBXO9	0.413785714285714
TNPO1	-0.7155
MRPL13	-0.400333333333333
SNX5	-2.34183333333333
METTL6	-0.20125
SOD1	0.309875
CHML	-1.5825
PACS1	0.485875
SIRT5	-0.3434
CAPN2	0.0848333333333333
FXYD5	-0.543
TWISTNB	-0.94425
LRFN1	-0.862
UBE1L	1.541875
UBE1C	0.6135
OR51B2	-0.0915
OR4D11	0.2115
C15orf2	-0.8
NR4A1	-0.1595
LOC339047	-1.2955
TRIM17	2.893625
ATP5G3	-1.08521428571429
RPL15	0.65975
ADAMTS8	0.6505
HOXC4	-0.2405
C14orf37	1.2985
CEACAM5	-1.042375
MYT1L	0.0703333333333333
RASA2	-0.090125
OSBPL7	-1.067
STAG1	0.0095
GIMAP4	3.65416666666667
FUT3	0.657
PIF1	-3.21214285714286
LPIN2	-0.3799
SH3PX3	1.34925
PDP2	-1.06175
PAPD1	-0.237
ERP27	3.451
APOOL	-0.2464
DIABLO	-0.17475
TRHR	0.430428571428571
ARMC9	0.078375
RNF152	2.02975
SLITRK3	-0.206833333333333
ZNF211	1.1343
PFDN1	-0.389875
RGS11	0.810875
HS6ST1	-0.1978
AKR1D1	3.62225
TNP2	-0.11
STK31	3.68
EML4	-2.37291666666667
SGTA	-0.999666666666667
HIST1H2BI	0.316166666666667
PSMD6	-1.01783333333333
KIAA1257	-0.377
C18orf55	-0.5235
FLJ20273	2.53175
RPL28	0.646166666666667
EPYC	0.908
NOX3	0.0595
ELAC1	0.0938333333333333
METT11D1	-0.03025
BIN2	-0.638666666666667
NACA2	0.342
CCDC17	-0.24175
HM13	-0.5128
UBOX5	-0.327
UBE2O	-0.856875
UBL5	0.19875
APOLD1	0.697625
C9orf31	-0.01675
TNFSF8	0.3685
ARHGAP29	1.552625
PROKR2	-0.146
PDE5A	0.0543333333333333
C6orf12	0.0895
TOM1L1	1.1605
WHDC1	0.029875
FOXI1	-0.0233333333333333
RAB4A	1.3382
TMEM39B	-0.03875
ATPBD1C	-1.193
FARSA	-0.582166666666667
PLEKHG5	0.72175
CMAS	-0.723833333333333
OR7E24	0.372
SLC30A1	-0.107
CDC42EP5	-0.241166666666667
PLAC1	-0.556
KLHL18	0.11525
LBA1	0.267
TAZ	-0.66875
CRIP2	1.6705
BTBD11	0.0211666666666667
C16orf72	0.751
DIO2	2.6065
LRRCC1	0.189666666666667
CCDC136	-2.0805
PRX	0.407
RBM5	0.1456
TMEM85	0.6345
TUBGCP4	-0.608333333333333
APLN	0.149
CDK7	-0.362833333333333
SSR2	0.178416666666667
CRELD1	0.41775
C19orf46	1.95775
GAL3ST4	0.424333333333333
KBTBD10	0.7355
IL28A	-0.10525
WDR27	0.412
MCM2	-1.62683333333333
SOX14	0.2335
FLJ39743	0.749
KIAA0922	0.74225
HIPK4	0.429
FLJ25758	0.3655
C16orf57	-0.894166666666667
PDZD2	1.2935
MCC	0.090625
HHLA3	0.6202
ID2	-0.304
C20orf23	1.61625
ZNF688	1.17525
APOC2	-2.0935
LOC440093	0.08775
FAM50B	1.33983333333333
PWP1	-0.929
DNAH10	1.17525
HIST1H2BA	0.3875
GPR56	1.0315
METAP2	-0.626125
PAN3	0.725166666666667
STXBP4	-0.16825
PDHX	0.198
MTA1	-0.302083333333333
ZBED4	-0.49725
ZNF720	0.01775
CDK2	-2.022125
RHOJ	1.191875
CDC37	-0.237
ZER1	0.57375
GRK4	0.58975
PRPH	-0.11
POLR2A	-0.353625
OGFOD1	-1.316
NOL5A	-1.34725
PHEX	2.2535
FLJ16478	0.05025
C20orf117	0.00900000000000001
CAMTA2	-0.1505
C11orf74	-0.133333333333333
DDX17	-0.168833333333333
C5orf27	0.324875
PLEKHA2	-1.86844444444444
PDE4DIP	-0.9775
SCN7A	1.113
ZNF559	0.816333333333333
CXCL10	3.05325
ZMYM4	0.361
STK32B	0.212
KIAA0888	-0.8044
TACR3	1.3725
CKAP2L	-3.404
KIF1A	-1.30266666666667
RSPRY1	0.6235
VCAN	1.43425
CYP27C1	0.00700000000000001
SYDE1	-1.5435
MED12L	-1.00366666666667
ZDHHC21	0.887
NHS	-0.084
TM9SF3	0.599166666666667
DDHD1	-0.373375
MAFG	-0.87125
BICD2	-0.8564
C14orf119	-0.0896666666666667
C14orf43	-0.0470714285714286
CDH7	-2.4605
ALKBH5	-0.665785714285714
JUP	1.537375
TMEM41A	0.439
MAMDC4	-1.65166666666667
CBX3	-0.6165
LRRC18	-0.017
RBMXL2	-0.232666666666667
PLA2G4D	0.376
FGF13	0.386125
KIF3A	-0.145333333333333
PDIA6	-0.5605
DCXR	1.523
CASKIN2	0.496666666666667
EHD1	-0.264666666666667
MARCKSL1	1.57083333333333
ZNF496	-0.461666666666667
SCAF1	0.0833333333333333
KCTD8	-0.1575
TRAF3IP3	-0.369642857142857
LSR	0.437
CXorf1	-0.1735
C14orf112	0.108666666666667
EIF2B1	0.04325
OMP	0.2465
GSTZ1	1.057
LOC92017	1.3205
ISLR2	1.162
C12orf36	0.507
GATA2	-1.38933333333333
GABRA5	-1.785
CELSR2	-0.650857142857143
STAM2	0.8722
TNAP	0.728
PTPMT1	-0.356833333333333
GRP	6.849
SV2A	-1.176
MAGEA12	-2.7145
CACNG1	2.03
C18orf19	-1.425
GSG1	-0.537
PTPRJ	-0.827285714285714
FRMPD1	-0.1805
ZNF668	-0.10925
PLEKHJ1	-0.368
ADAT1	0.0424
TMEM50A	0.4305
UCN3	0.2325
HOOK1	0.774625
IL17B	3.0365
MLKL	-0.668333333333333
TTC14	-0.3325
KLHL5	0.6725
CRYL1	0.735666666666667
FOXH1	-0.5145
NFYB	0.31925
PPM1G	-0.42275
GOLGA2LY1	-0.98325
NMT1	-0.687875
HADHA	0.053
CHSY-2	2.5715
PLEKHF1	0.787142857142857
SAGE1	-3.5975
MUSTN1	0.76375
SUHW4	1.741
TFEB	1.14083333333333
ZFYVE27	-0.76625
ATG12	-0.753333333333333
BMI1	1.07192857142857
ZIM3	0.2835
MYH4	0.13625
MASP1	-0.883727272727273
KIAA0984	1.4335
RPAP2	-0.50125
ASB5	0.1325
BOLA3	-0.942333333333333
MIA3	0.986833333333333
KRT35	1.021
KIR3DL3	-0.6685
MRPL51	-0.523
SEMA3F	0.9465
NDUFB2	-0.1975
LOC253012	3.16475
FAM46C	-1.1484
G6PC	-3.25771428571429
CSAG3A	-4.60016666666667
PREX1	2.145
SLC25A45	-0.224
MAPKBP1	0.339
CPE	-0.1409
GNB1	-0.411625
CXCR6	1.6205
TRIM46	-0.1605
C16orf3	0.213333333333333
HPSE	-0.288875
TIGD3	-1.027
SPG3A	2.18525
LCAT	-0.684666666666667
ST6GAL1	-0.367388888888889
POMC	1.14675
FLJ36031	-0.864
NSMAF	-0.393166666666667
SKIL	0.723
ADSS	0.4545
HMGCS1	-0.8269
POLR3F	-0.367666666666667
RAB10	0.095
ZNF277P	0.483125
ZBTB7B	0.679375
DHRS1	1.81875
ABCC13	0.59725
CNOT3	0.32825
NFKBIA	1.078
GAK	0.178166666666667
SFT2D2	1.30366666666667
HOXA6	-1.1545
CRTC1	-0.299125
LY6D	0.471833333333333
C20orf72	-0.948
CPT1A	0.236
LMO1	-2.008
EIF3I	0.633
PRB4	-0.365
MCM3APAS	-1.41925
C20orf132	0.0662
FOXF2	-2.09525
S100A12	0.07525
MLH1	-0.667166666666667
ACTN1	0.2093
MRPL36	-0.568333333333333
C20orf106	-0.48925
FBXO6	0.784166666666667
MKS1	0.106
CX3CR1	-1.81228571428571
PDE1B	0.838
PLP1	-2.718
KISS1	0.0246
C14orf2	-0.2365
TBC1D3P2	-0.047
COMMD6	0.4694
ANKRD7	-2.1515
PTCHD1	0.0925
NARS2	-0.622
DOCK7	-0.672625
FAM127B	0.223375
LOC390243	-0.485333333333333
N6AMT2	1.336
ZNF391	-0.2865
DNAJB14	-0.105333333333333
WRB	-0.163
BPI	-0.221416666666667
TTC4	0.284
FAM10A5	0.33475
GOT1L1	-0.297375
MAGED1	0.84075
RESP18	-0.30775
WFDC6	2.0005
MT2A	1.041
C11orf56	-0.48675
KIAA1432	0.389
ROR1	-1.102
HSD17B14	1.17316666666667
ZFAND2B	-0.189
SAMD4B	-0.25725
HEXA	0.105375
HNRNPU	-0.770409090909091
USP39	-0.21875
NRD1	-0.381
R3HDML	-0.08275
FLT4	0.257
OMG	-0.688166666666667
OR52N4	-0.0735
LOC399818	0.19925
ELA2	-2.08625
VENTXP1	-2.943
RFC5	-1.8075
OR52L1	-0.1595
PAX5	0.064
FBXO2	0.916
GMEB1	-0.7085
AKT3	-0.877
CRB1	-1.50033333333333
CTTN	0.183166666666667
UTP15	-0.665333333333333
HSBP1	-0.494916666666667
PHF11	1.82975
NDEL1	0.3885
USP8	-0.07775
BAIAP2	-0.091125
SI	0.6016
ARSJ	-0.0845
BAAT	-2.4985
KCNS3	2.12133333333333
LOC126147	0.337666666666667
TMEM37	-0.62225
C1orf162	2.84766666666667
MBD1	0.058
ITGAL	-0.502666666666667
WDR73	-0.0866666666666667
GKN2	-0.2725
ARFGAP1	-0.745375
SLC5A8	-0.129166666666667
ZBTB40	0.2029
CYP4B1	2.3955
LYPLAL1	-0.30225
CHST3	0.90625
MAP3K9	0.2155
BTAF1	-0.705666666666667
TFAP2E	-0.4755
RBM35B	0.0585
LOC441251	-0.4555
ANKRD25	-0.618666666666667
UQCRC2	-0.2695
MAEA	0.265916666666667
HYAL1	-1.9704
RNPEPL1	-0.43
CPSF2	-0.236875
PSD3	-0.0393
ABCA13	-0.291125
AGR2	2.138625
GBX1	-0.787
HDLBP	-0.450428571428572
ACY3	0.045
HECW1	-0.3115
ZNF519	-0.76775
HOPX	3.12885714285714
ZNF304	1.185375
OR12D3	0.611
FKSG43	-0.309
METTL1	-0.261
MFSD3	1.0932
PSPH	-2.4795
CLCA3	-2.4755
DARS2	-0.877333333333333
CDC25A	-2.168
BAIAP2L1	-0.05925
B3GNT5	-0.6095
USP29	-0.166
ARHGEF10L	0.6709
ATOX1	0.266125
ADAM30	0.16125
DNASE1	0.60275
STT3A	-0.561083333333333
RAB6IP1	-0.487
PTN	3.3776
C1orf106	-0.511846153846154
HECA	0.87425
RNF122	-0.713
SLC22A18AS	-0.452166666666667
GNG8	-0.0693333333333333
ELP4	-0.434
FAM65A	0.180166666666667
RPL10A	0.9285
IRS4	0.4585
MACF1	0.0934
SEC24D	0.257
LOC374395	0.893
TGFB2	0.885875
MDFIC	-0.618875
CHRNE	0.0591666666666667
PCMTD2	-0.155833333333333
ATP6V0D1	1.00483333333333
MTA2	-0.81925
LZTR1	-0.642166666666667
RAP1A	0.550666666666667
AXIN1	-0.3495
POLR1C	0.77225
TRIO	-0.259666666666667
PLXNA4A	-0.46925
C5orf33	-0.25025
DEPDC1B	-2.900625
ZNF473	0.281
MTM1	0.974375
GPR107	0.178833333333333
CSNK1A1L	0.0755
FLJ14154	0.206
NLRC4	3.44425
ENPP4	1.3885
PADI3	1.9695
RNF170	1.53425
CG018	1.63283333333333
C16orf7	-0.32425
KCNE1	1.54875
NRM	-0.537333333333333
SLC37A3	0.973928571428571
TPD52L2	-0.535166666666667
UNC5B	0.71325
C12orf12	-0.1138
SDHB	0.2955
CLRN1	-0.0641428571428571
NUDT10	-0.4175
UGT3A1	0.26975
FBXW8	0.273875
RHOF	-1.217125
PTPLAD1	-0.14575
MYO3B	0.128
DERA	-1.14525
TPP2	-0.5695
C19orf53	1.29933333333333
GINS3	-0.9325
ST6GALNAC5	1.267
CHSY1	-0.1755
MGC15705	0.5435
GPR83	0.202833333333333
EXT2	-0.021375
DOLK	0.136
TUBAL3	0.1545
ACVRL1	1.5437
ABL2	-0.412416666666667
C14orf156	-0.6555
PTPRZ1	-0.537625
DIP2C	0.614875
LAMP1	1.081
RXRA	-0.1514
MAP3K5	-0.23625
ALKBH1	0.973833333333333
PDLIM7	0.204375
ARL14	-1.7555
SNIP1	0.594666666666667
TIMP3	0.963
RGS3	-0.348666666666667
SPAG16	0.8278
ABHD4	0.371
ARHGEF12	1.17341666666667
GLUD2	0.563
RAC2	-1.4864
UAP1L1	-0.3505
SLC18A3	0.305
YOD1	-0.701833333333333
RALY	-0.143
HMOX2	0.705
DGKH	0.6965
DBNDD2	0.339
YIPF4	-0.23525
THAP10	-0.13075
ZNF513	0.77175
HAGHL	1.13116666666667
ITGB4	1.1435
CCDC141	-0.243
YTHDF3	1.1685
C5orf28	0.076
RPL7L1	-0.857375
TMEM30B	1.15864285714286
ANKRD35	2.313
DUOXA2	-0.7205
TBC1D5	-0.045125
DFNB59	0.848
HRH4	0.17275
MYO6	2.4226
DNAJA4	1.9595
RBM24	-0.123875
CEACAM20	-0.50475
RBM23	1.02807142857143
NGFB	-0.0195
C1orf63	0.0909
KRTAP7-1	0.0620000000000001
PERLD1	2.26875
NPB	-0.3095
C17orf59	0.2123
HSPBAP1	-0.26125
SLC15A4	0.02725
PRTFDC1	-0.844
OSMR	0.0678571428571429
CYSLTR2	-0.675
C19orf25	-0.204
KIAA1797	0.13
NLRP6	-0.176
FAM105B	0.1871
SCRN2	0.218166666666667
LRRC58	-0.2271
RNF17	0.293285714285714
NEIL3	-2.83
FAM137A	0.694
SKP2	-2.8115
PARVA	1.20833333333333
PKLR	-2.0625
RNF34	0.35075
A3GALT2	-1.381
C12orf50	-0.25675
SUNC1	-1.487
FAM102B	-0.330666666666667
CCT2	-0.8475
LRRC37A2	-0.9895
ARF4	0.7215
SIKE	-0.44675
C8orf48	1.00483333333333
MBTPS1	0.293642857142857
GPSN2	0.1535
NCF2	1.87125
SLC12A6	-0.219333333333333
MRPL48	-0.30375
HMGN3	0.03
LRRC62	-1.7865
PAX9	0.047875
FAM55A	0.3895
C20orf42	-2.13833333333333
SCML2	-1.44233333333333
BCL9	-0.45025
FAM40A	0.11875
C9orf41	-0.711333333333333
ZNF774	1.1635
LETM1	-0.9795
PLXNB1	0.522
NIPSNAP1	-0.42525
USP10	-0.2815
F9	0.12175
LIPE	1.86825
CNGB3	0.359
C12orf52	-0.561
PI4K2A	-0.267125
MED8	0.2405
STAT4	0.9919
FGD4	-0.389333333333333
RNF145	-1.85616666666667
WDR32	0.5045
CLDN2	-0.1124
TCEAL8	0.8335
ZMYND8	-0.717
PDXK	-0.836
GATAD2A	-0.908
PTGES3	-1.198
CCM2	-0.44075
TAP1	0.368875
ZNF670	1.09425
ETS2	-0.651214285714286
C6orf166	-0.551333333333333
PRMT2	0.502642857142857
OR4B1	0.513
INTS8	-0.3325
CCDC102A	-0.2665
CCDC83	-2.0775
ITGA1	0.0746
EPHA5	-2.51214285714286
FAM24B	-1.54683333333333
TSGA10	2.61475
HAL	-2.31266666666667
MYOT	0.60775
SPACA3	-0.1255
BCL2L2	0.064
CUGBP2	-0.372166666666667
CCNB3	1.1855
RNF113B	0.28275
MERTK	0.0805
BAG1	0.175
VPS36	0.81225
ORMDL3	1.1194
C1orf190	0.4465
ZNF625	0.703
CORO2B	-0.9945
ALOX15	0.6105
CST1	0.455
NUPR1	1.934
CCL7	0.37275
SMCR5	-3.5695
DSC2	1.514
RBMS2	0.23425
GRIK4	0.6635
TRIM65	0.3374
TMPRSS6	0.277214285714286
TP53INP2	-0.067
GLB1L	1.10916666666667
LOC388284	0.504833333333333
PUS1	-1.30628571428571
BCL9L	-0.1015
OLFM1	-0.320909090909091
RET	2.4855
MASTL	-1.70016666666667
ALX3	0.3415
IL1RL1	0.443166666666667
ZNF765	0.6171
C14orf138	-0.135
SNX10	-1.888
TAC4	0.2775
C1orf64	3.054625
POGK	0.628625
MAPK9	0.8045
ZNF366	2.8555
C8orf79	2.9632
CLDN7	1.9815
OR5AT1	0.5945
TRIM37	-1.9105
LRRC25	2.04
GRHL2	1.4697
TEKT3	2.0305
LASS5	0.294166666666667
ABCC4	-0.577083333333333
DLG3	0.691875
VGLL1	2.435875
ZFP36L2	1.221
MFRP	0.2814
KIAA1799	0.2945
FLJ44379	-0.599
PCNX	0.34825
ANXA9	1.9215
CYP4V2	1.3441
PIK3C2A	0.88975
SRR	0.7235
NOL3	-0.61575
IFITM2	1.471
ARNTL2	-2.37575
ZNF595	1.59675
NLRP13	1.656
ASPH	0.66275
CPA2	1.0295
PVRIG	-2.487
LEPR	0.512
C16orf42	0.0813333333333334
SH3BGRL	3.294
FAM77D	2.908
FNDC7	0.1115
C9orf6	0.508166666666667
NOTCH2NL	-0.628833333333333
PGBD1	-0.755666666666667
SYNGR2	1.3405
PITPNA	0.27975
PRPF4B	-0.1604
SLC43A3	-1.23542857142857
NRBP1	0.0565
SLC25A22	-0.24775
ILK	1.022375
SLC22A8	0.0425
MRPS7	0.186625
PITX2	-1.66275
FABP3	1.50275
OR1L1	0.9135
LOC728215	1.169375
BLID	-1.449
KIAA1217	2.62223529411765
TFPT	0.43175
AP4B1	-0.8535
VBP1	-0.0045
OR1K1	0.369
MORC3	0.395666666666667
BHMT2	-0.358333333333333
C3orf10	0.8755
FZD7	1.7825
WFDC10A	0.5335
PMS2CL	0.48525
CCDC32	1.00166666666667
FA2H	-1.556
ALG13	-0.0865
TTLL7	-0.7463
SPOCK3	0.28175
SLC13A2	0.6645
AIM1	1.70975
GPRC6A	0.1215
EGR2	4.37575
MED11	0.579
WWC1	1.0005
SH3GL3	-3.98575
RIF1	-1.08464285714286
PRLH	-0.1035
VLDLR	-0.177
DBT	0.5778
C21orf63	1.27725
CGGBP1	-0.260875
KRTAP12-2	0.6015
TADA3L	0.52075
ZBTB16	3.3375
PDGFB	1.172875
RFX1	-0.224125
UQCRB	0.1943
LOC133874	0.1075
HPS3	0.018
LGALS3BP	0.0485
DKFZP564O0823	2.84
MRFAP1L1	0.627375
HOXA10	-0.759666666666667
NGB	-0.257
KIF21A	-1.32323076923077
IFLTD1	0.737
LZTS1	-0.26975
ARHGEF3	1.314
RHBDL3	-0.9805
CSNK1G2	-0.844583333333333
ChGn	-1.1205
KIAA1244	1.94116666666667
GABRB2	0.345
MGC72080	0.8405
CD27	2.12925
EGLN1	-0.7765
PEX13	0.16675
RWDD3	-0.22725
RNF12	-0.863
GRIN2B	0.19
ADAMTS14	-0.829625
DYDC2	0.193166666666667
ATP6AP1	0.6004
NR1H2	0.0113333333333333
PDK2	0.79425
C3orf17	-0.1425
SLC38A2	-0.459285714285714
SLC25A29	-0.8525
C15orf29	0.61175
ADAM9	-0.103916666666667
TMUB2	0.3015
GPR176	-0.4045
AGK	0.16775
MCCD1	0.6815
NDUFA4	-0.62625
TMEM146	-0.43575
DUSP1	1.7035
UNQ6975	0.5265
EMX2OS	3.3155
INSM2	0.29375
LUZP4	-0.631
SETD6	-0.40325
P2RY2	2.287
SLC45A2	-2.2395
RABGAP1	0.607333333333333
UBXD5	0.162
GPRC5A	-0.1263
PAK3	2.23316666666667
LOC63920	0.188
TGFBR1	0.3043
KRTAP6-3	-0.04225
SFMBT2	-0.42625
CDC42	0.174875
C11orf35	-0.2605
TTLL2	0.7265
UACA	0.416333333333333
CD97	-1.4666
SETD5	-0.584375
NINJ2	-0.3735
PTER	0.0746666666666667
POMGNT1	0.46775
KRTAP4-2	0.0965
ECGF1	1.402
HRB	-0.504090909090909
ATP1B2	-0.4069
LOC400506	0.34775
COL4A3BP	-0.7045
C6orf97	0.86225
GRHPR	0.0855
TAS2R1	-0.0285
SEMA7A	-1.5785
EDF1	0.81825
ODF2L	0.8772
PCID2	-0.00699999999999999
GTF2H4	-0.7145
ZCCHC3	-0.799875
CGB2	-0.152166666666667
NEUROD1	0.16025
C20orf75	-0.676
RP5-1054A22.3	2.1385
IFNA5	-0.4055
ZNF134	0.3565
MGC119295	-1.2089
ZSWIM6	-0.9975
SMEK1	-0.186666666666667
PCGF2	0.508125
C1orf102	2.10225
CYP2A13	0.7145
KCNH6	-0.9289
MDM1	0.245
ALDH7A1	1.5515
C9orf75	0.48075
VDAC3	0.931125
OR51T1	-0.108
EIF3F	0.657166666666667
KCNJ10	-1.10875
LENG8	-0.3725
EDEM2	0.0986666666666667
CCNJL	0.0293333333333333
DHX37	-1.1355
CRYGN	0.5675
AATF	-0.433625
ZNF630	1.7445
E2F5	0.637
WFDC13	-0.427333333333333
FTSJ3	-0.591833333333333
C4orf33	0.4795
LHFPL4	-2.597
C19orf56	1.43116666666667
SMAD4	0.14625
AFM	-0.687
G0S2	-0.32275
FCHSD2	0.4054
RRP1B	-1.1269
EEF1B2	-1.24766666666667
STAT6	0.514333333333333
ZNF195	0.1585
GNL1	-0.928833333333333
ZNRF2	1.47333333333333
PER3	-0.671125
ASB16	0.047
C10orf10	1.56128571428571
ADCY8	-3.24516666666667
C9orf58	-0.829833333333333
ARMC10	-0.241166666666667
PSG1	-0.583
DHX34	-0.47975
VARS2	-0.146875
NFIC	0.02575
ITPR2	1.14225
AGXT2	-0.1098
OR6K3	0.099
H2AFZ	-1.18316666666667
MLLT3	-0.043
COX4I2	2.0835
CCNT2	0.251375
PLK4	-1.623
NUMBL	-0.536666666666667
MED16	-0.30125
PLEKHQ1	-0.0725
GOSR1	-0.159
BTG4	-0.242
RPL30	0.383583333333333
IGSF5	0.4835
IGFL2	0.886833333333333
ELMOD2	0.749333333333333
SHC3	-1.47066666666667
HAVCR1	0.542
DYNC2H1	0.32675
RNF5	-0.596666666666667
C2orf7	0.0915
NLF1	-0.428
KLHL25	0.16475
LRP10	0.5835
KRI1	-0.5955
PUS7L	-0.342333333333333
MGMT	1.59575
HOXD1	-1.0205
CSH1	0.2862
ATG16L2	-0.806
FLJ44635	1.218
CHODL	1.906
EXOSC8	-1.2055
SLC28A1	-0.52375
MYO7B	-0.519666666666667
SEH1L	-1.1917
MTNR1A	-0.505833333333333
TSPAN5	-0.1655
CDC45L	-2.87166666666667
AMIGO1	0.503
ATAD3A	-1.4965
OSGIN2	0.168833333333333
PDIK1L	0.529833333333333
DARC	3.36975
PIPSL	-0.608
SHMT1	-0.125
CRISP3	0.7185
POPDC2	2.76633333333333
ZRANB2	-0.802
FBXL8	-1.1795
TRIP13	-1.80681818181818
EIF5AL1	-0.8205
POU5F1P3	-5.13
IL6	-0.698
CXorf38	-0.9425
IFNA16	0.176
FBXL2	1.58883333333333
BRD1	-0.215
STATH	0.22525
FBXO44	0.410166666666667
MCCC2	1.49375
CDC2	-2.6324
C5orf23	0.30125
IVD	1.90966666666667
C10orf122	-1.1635
MSL3L1	0.3792
MVP	1.083
EPOR	-1.1791
ZMYM1	-0.194833333333333
BCL7C	0.969666666666667
PSTPIP2	1.3281
LYPD1	-1.466125
OR8G5	0.862
ZP3	0.742666666666667
BCAS4	0.61225
EDG6	0.709
ISY1	-0.20375
PRAMEF2	-1.5625
CUL1	0.49075
RNF213	0.2887
CCRK	0.48325
DHX9	-0.447125
C13orf29	-0.0415
NCKAP1	0.0286666666666667
MRPL43	0.0114285714285714
XPR1	-0.254
PKN2	-0.566
PODNL1	1.3245
ZNF333	0.654375
DALRD3	1.90675
OPN1SW	0.121
BTBD6	0.29575
C11orf82	-1.681
OR5P3	0.0815
DUSP11	0.34375
L1CAM	-1.5425
NEK11	2.50083333333333
OR7E91P	1.075
CNTN3	4.1868
CREB3L2	-0.73325
ZBTB37	-0.5105
KIAA1324L	0.34625
NDUFB10	0.428666666666667
NUDT2	0.6025
GTPBP8	-1.6765
CACNA1D	2.061375
PRKAA2	0.0353333333333333
PRDM8	-0.507
MGC16075	-0.799333333333333
KRT14	2.14514285714286
PP8961	-0.39625
MRPL18	-0.15575
ABCG2	-2.382
PACRG	2.4535
BBS2	0.22975
KREMEN2	0.3165
FBXO21	0.036
HNRPUL1	0.0489166666666667
GRB10	0.2045
CLSTN1	0.163
LMAN2	-0.0629
C17orf61	0.24875
NIPSNAP3A	0.0095
INSIG2	-0.755666666666667
PCDHB7	1.20116666666667
STXBP2	0.241375
CMAH	1.71283333333333
SEMA5B	-0.96975
ZNF155	0.598666666666667
COQ6	0.7285
PRPF4	-1.034
TSPAN15	2.508
VN1R5	0.0365
LATS2	0.3135
SELK	-0.07825
PGK2	-0.27825
MS4A1	-1.386375
TYW3	-0.6415
KRTAP5-1	-0.13075
RCCD1	-1.00266666666667
BTN1A1	0.485
DDX28	-0.55725
TMEM65	-0.182875
LOC92345	-0.179
TTC31	0.2
WDR46	-0.547166666666667
CHP2	-0.983333333333333
LSP1	0.2755
ZNF542	0.9265
EXOSC1	-0.18625
ARHGAP18	-1.34383333333333
LRRTM4	-0.922625
MAOB	3.74141666666667
CACNB4	0.248
MGC33846	-0.256
RANBP3L	3.90925
ATP5L	-0.129
ONECUT1	-4.4605
NUDT9	0.38475
TMEM149	0.3105
STX17	0.1795
IGSF10	-2.26775
TMPRSS9	0.2475
BMPR2	0.793833333333333
ALLC	0.1655
KLF7	0.989125
GCC1	1.1017
TIMM9	-0.449
CDO1	1.42416666666667
MGC10701	-0.636333333333333
IFI6	0.740833333333333
FRMD8	-0.223
MGAT2	-0.70725
WBP5	-0.833333333333333
CNIH2	-0.0155
KIAA0907	-1.1148
KCNH8	1.9315
CTSG	1.05675
GRIK1	2.08883333333333
CUL5	0.27375
FRMD1	-0.455
OR9A4	0.184
SYT6	-0.942875
FOXD4L2	1.3905
ANAPC2	-0.0611666666666667
OPN5	-0.237
TAF13	0.47625
LYG2	-0.71075
GGNBP1	-0.589
C11orf40	-0.288
OTX2	-2.3135
REG4	-0.0801666666666666
EIF5	-0.540125
PALB2	-0.39825
SEPSECS	0.4563
RNASE3	0.24225
TRIM49	-2.0285
POLR2K	0.0338
GPR42	0.5205
C8B	-1.922
SASS6	-0.871
PREB	-0.5985
OR3A3	0.5795
TUBA8	0.481125
IGLV2-14	-2.882
STIL	-2.218
ANKFN1	-0.877166666666667
NME7	0.00875
HOXC12	-2.12625
UBE2C	-1.403625
FHOD1	-1.18375
CDK2AP1	0.116916666666667
OR6K2	0.54
DHPS	0.01025
RPL5	0.33275
TRGV5	0.311
LOC541472	0.16825
HCCS	0.0211
DENND1B	1.049
LHX3	0.246
OR5D16	0.433
CXorf57	-1.4695
IRF2BP1	1.2445
NDST2	0.913166666666667
LCE3D	-0.43
BOLL	0.21125
SYT3	-1.0205
PIH1D2	0.4455
C20orf7	-0.685333333333333
IL1R2	-0.475833333333333
SLAMF9	-0.0855
PPME1	-0.688125
PIK3CA	0.63825
TRAPPC1	0.64825
COLEC10	-1.01625
SLC9A6	-1.22333333333333
PDDC1	-0.166666666666667
CCDC53	0.65425
GK3P	-1.11025
DAZL	-1.54925
BRI3	-0.84075
SDK1	-0.508875
CYP2C18	-0.27075
IFI44L	2.2255
