Hybridization REF	TCGA-BH-A1F0-11B-23R-A137-07
MAP4K3	0.425416666666667
CBS	-3.115125
CLK3	-0.4279
PCDHGA5	-0.868
ELF4	-0.26325
FAM71A	1.72675
C11orf49	-0.42325
CLIP2	-1.2035
BTBD9	0.4624
ZNF524	1.59875
KDELR1	-0.455666666666667
ZNF509	0.853
NCSTN	1.063
ZNF533	1.73657142857143
PARP4	0.2745
GALNT9	-0.0996666666666666
NPY	-2.024
BEGAIN	-0.358666666666667
TMEM77	1.29083333333333
FOXRED1	-2.09283333333333
SLC16A2	1.68283333333333
SLC35B1	-0.42
GK5	0.2045
SDCCAG10	-0.1395
C4orf20	0.73675
SLC9A2	-1.41475
ADD1	-0.0409285714285715
TAL2	-1.6855
ACLY	-0.97325
DNAJC1	-0.2115
SOST	-2.14875
USP43	0.121833333333333
CYP4F12	-1.82
FKBP5	1.48525
CHCHD5	0.526
NUDT22	-0.306
CCDC85B	-0.0745
OR51G2	0.6825
STRN3	0.168071428571429
TMOD2	0.63225
FLI1	1.4885
MAB21L2	0.265833333333333
DGKQ	0.1275
VPRBP	-0.761166666666667
SCNN1B	1.0511
ECHDC3	3.8378
TMEM106C	-0.8395
CSNK2A2	0.3765
RPL39	0.278
HERC3	0.9819
ZBTB47	1.49066666666667
ZNF681	-0.40125
PAGE2	-2.44625
CLIC5	4.33028571428571
RABAC1	0.674
ZFHX2	0.35275
YPEL1	0.203333333333333
KIAA0776	0.9055
NR1D2	1.16975
DNAJC4	0.4445
NPNT	2.6363
ZNF677	0.73
ZNF536	-0.695333333333333
MEF2B	-0.168916666666667
PTPN4	-0.842875
CTCFL	-5.713
STX5	0.2745
CD72	0.66975
VEGFA	-1.84852631578947
XRCC1	-0.4259
MAS1L	0.3425
ELL	-0.0753
SETBP1	1.932
CDH11	0.6425
NDC80	-4.41438461538462
DMBX1	-2.59425
NRSN1	0.0323333333333333
BAT2D1	-0.531125
CDS2	0.420333333333333
C1orf212	0.234166666666667
SENP3	-0.757
IL1F9	-0.015
EEF2K	-0.083625
COG8	0.2025
CEP72	-1.76875
OR1L8	0.1285
MUS81	-0.9145
PHYH	1.192375
GGT6	1.27583333333333
C22orf23	0.00216666666666667
C13orf33	4.45675
MAPK8IP2	-0.59575
NELL2	0.508
POU3F2	-3.189
ALPK1	1.7675
MRPS18C	0.745
RPLP2	1.26225
FGF22	-1.6765
SPNS1	-0.706166666666667
ZFP1	-0.53975
IL1RAPL1	-0.5675
PCSK9	-3.97383333333333
NKX2-1	0.0141666666666667
C6orf189	3.88475
SP4	0.2305
SLC11A1	0.6704
C21orf25	1.60383333333333
ICAM2	2.184
SH3GL1	-1.20683333333333
GSK3B	-0.861333333333333
RALB	0.151125
PDXP	-1.819
GNGT1	-3.357
KIR2DL1	0.713
TNFAIP3	-0.09975
C6orf32	1.2892
CBLN2	-1.30825
PANK3	-0.24125
TAAR9	0.3765
WDR82	-0.303214285714286
APOM	-2.88925
TRIP10	0.4135
SPATA16	0.5698
C1orf135	-4.14075
USP51	0.0935
TESK1	1.05925
C11orf64	-0.761875
ZNF611	-0.4225
PDE6G	0.033
HLA-DQA1	2.487125
GCLC	0.327
SEC61A1	0.0397857142857142
TWSG1	0.0365833333333333
ZMYND10	0.2375
CTDP1	-0.429125
ADAMTS6	-0.768
SLIT1	-2.50075
KRT86	-0.6235
KIAA0574	-0.52625
GTPBP2	-0.6203
PQLC3	1.66725
PRRX2	-0.179333333333333
C15orf44	-0.0545
MKKS	0.030875
C11orf10	-0.1915
GPR110	1.203375
CD109	-0.983416666666667
ADCY1	-0.0711666666666667
RHBG	-3.343
TP53I3	0.018
SLC22A3	0.573777777777778
UCP2	-0.54425
FOXG1	-2.86433333333333
OR2AG1	0.0455
TRIM24	-1.4075
PROC	-3.61425
TAAR6	0.5975
AMTN	-0.991
C10orf47	-0.687166666666667
DEPDC1	-5.05633333333333
FLJ45557	1.477
ZDHHC17	0.106375
KIAA1429	-0.130833333333333
KCNH1	0.2935
VNN3	0.47025
PSMAL	2.71425
PPARD	-0.00100000000000001
HFM1	-0.29325
YBX1	-1.33066666666667
ZNF695	-3.515
SCTR	0.7588
DCDC1	-1.377
VPS26B	-0.4275
MTF2	-1.544
ATP6V1F	-0.2145
CCDC94	0.275
PERF15	3.6465
CCL11	1.4115
LMO7	-1.2085
DCST1	0.7625
ADRBK1	-0.275875
CDRT4	-0.605625
ZNF84	-0.51275
HOXD8	2.389
STARD8	0.700333333333333
FOXP2	-0.261
CCDC103	1.6675
POLR3A	-1.5185
GSC	1.3505
ZNF114	-2.48216666666667
HTR7P	-0.1075
LALBA	0.3025
RMND5A	-0.4875
PSCD2	0.33825
ZNF409	0.2245
KRTAP1-3	0.4445
MAF1	-0.53475
LOC201725	-1.6055
NRN1	0.4245
SPAG5	-4.42466666666667
DNAH7	1.78983333333333
FLJ43860	0.1805
BRCA2	-3.664
ACADM	0.02375
CXXC6	-3.012
RAGE	-0.974375
CHMP2A	0.5635
FAM8A1	0.2355
GPR21	0.1135
SLC12A3	-2.82933333333333
FVT1	0.977142857142857
ZDHHC7	-0.099375
FLJ44048	1.166
SLC44A3	1.9465
SDSL	-0.1275
MMP8	-0.75025
PLA2G12B	-3.088
ACY1	-0.89275
MT1E	2.12783333333333
OR4K15	-0.1495
TECTB	0.635
GPR20	0.360625
IRAK2	0.290666666666667
RFPL3	-0.098875
MYO9A	0.465
NARG1L	-0.62675
BLMH	-1.412125
CCDC3	5.22833333333333
C9orf21	0.814
KIAA0513	-0.104
MIER2	1.0385
PNMA2	-1.1135
SH3BP2	0.4466
ANXA10	-1.938
RTN2	0.47
TFB1M	-1.268
PRPH2	2.09575
C14orf133	-0.21175
GOLGB1	0.634416666666667
IRX4	1.573625
NFKBIL1	0.073
C10orf62	-0.496
APBB3	-0.12225
RPS10	0.7652
LOC728378	-0.77075
TLE3	0.0626666666666667
PSMB7	-0.401
MESDC1	-0.0765
SLC6A1	0.58125
OCLN	-0.0484166666666667
PTTG3	-3.68816666666667
NAGLU	0.2335
SERTAD4	1.369625
SPRY1	2.72
FLJ10781	-0.121416666666667
MYSM1	0.17975
TRIM4	0.569714285714286
SH3YL1	1.673375
TREM2	3.038
SERPINI1	2.27125
HDHD3	0.085375
TMEM38A	0.18475
EID2B	-0.05175
TDRD3	0.07
SEDLP	0.995
THSD7A	1.632
NDST3	-2.26725
KLHL15	0.0936666666666667
DHRS12	2.1475
FBXO9	0.265285714285714
TNPO1	-0.373916666666667
MRPL13	-0.738
SNX5	-2.0595
METTL6	-0.531
SOD1	0.40225
CHML	-1.986
PACS1	-0.115375
SIRT5	-0.5798
CAPN2	0.2645
FXYD5	0.384166666666667
TWISTNB	-0.023875
LRFN1	0.289666666666667
UBE1L	1.928375
UBE1C	0.1845
OR51B2	-0.54375
OR4D11	0.515
C15orf2	-0.3305
NR4A1	2.35266666666667
LOC339047	-2.50625
TRIM17	1.724625
ATP5G3	-0.326857142857143
RPL15	0.3095
ADAMTS8	-0.593
HOXC4	-2.252
C14orf37	1.5995
CEACAM5	-2.506625
MYT1L	0.1976
RASA2	-0.418375
OSBPL7	-1.536
STAG1	-0.223
GIMAP4	5.74383333333333
FUT3	0.151666666666667
PIF1	-3.33975
LPIN2	0.2027
SH3PX3	0.73375
PDP2	0.227
PAPD1	-0.983625
ERP27	4.02525
APOOL	-0.4168
DIABLO	-0.3555
TRHR	-0.257875
ARMC9	-1.452375
RNF152	2.01475
SLITRK3	0.9428
ZNF211	0.5666
PFDN1	-0.0765
RGS11	0.20175
HS6ST1	0.2803
AKR1D1	-2.649
TNP2	-0.134166666666667
STK31	0.984333333333333
EML4	-1.41058333333333
SGTA	-1.04233333333333
HIST1H2BI	-1.8285
PSMD6	-1.32483333333333
KIAA1257	-0.98825
C18orf55	-0.273
FLJ20273	1.65225
RPL28	-0.5845
EPYC	-0.00575000000000001
NOX3	-0.6465
ELAC1	1.34383333333333
METT11D1	-0.84775
BIN2	-0.973666666666667
NACA2	0.411
CCDC17	0.2755
HM13	-1.175
UBOX5	-0.25925
UBE2O	-0.927875
UBL5	-0.0895
APOLD1	2.3645
C9orf31	-0.02
TNFSF8	-0.3415
ARHGAP29	1.218375
PROKR2	0.168
PDE5A	0.0761666666666666
C6orf12	-2.053
TOM1L1	-0.489
WHDC1	0.785625
FOXI1	1.229
RAB4A	0.7341
TMEM39B	-0.50175
ATPBD1C	0.07825
FARSA	-1.02116666666667
PLEKHG5	1.64125
CMAS	-0.636
OR7E24	0.0865
SLC30A1	-0.851
CDC42EP5	1.44166666666667
PLAC1	-3.3635
KLHL18	-0.52125
LBA1	0.6974
TAZ	-0.9235
CRIP2	0.89225
BTBD11	-0.0988333333333333
C16orf72	0.2785
DIO2	0.0893
LRRCC1	-0.133166666666667
CCDC136	-2.1015
PRX	0.519125
RBM5	-0.0101
TMEM85	0.5455
TUBGCP4	-1.52633333333333
APLN	0.971125
CDK7	-0.131833333333333
SSR2	0.316
CRELD1	-0.19775
C19orf46	2.07675
GAL3ST4	0.0961666666666667
KBTBD10	1.117
IL28A	0.1215
WDR27	-0.2555
MCM2	-2.712
SOX14	-0.172
FLJ39743	0.319
KIAA0922	-0.5475
HIPK4	0.7555
FLJ25758	1.07
C16orf57	-0.7845
PDZD2	3.469125
MCC	1.403625
HHLA3	-0.4516
ID2	0.78575
C20orf23	0.355666666666667
ZNF688	0.86125
APOC2	-1.908
LOC440093	0.0065
FAM50B	1.8155
PWP1	-0.1855
DNAH10	-0.562
HIST1H2BA	0.828
GPR56	0.900833333333333
METAP2	-0.042875
PAN3	1.0275
STXBP4	-0.694375
PDHX	0.184
MTA1	-0.570666666666667
ZBED4	-0.445625
ZNF720	-0.59675
CDK2	-2.4075
RHOJ	1.73675
CDC37	-0.425166666666667
ZER1	0.522
GRK4	0.4185
PRPH	1.23
POLR2A	0.2685
OGFOD1	-1.66875
NOL5A	-2.252
PHEX	0.2475
FLJ16478	-0.01425
C20orf117	-0.9125
CAMTA2	-0.314
C11orf74	0.797166666666667
DDX17	0.90025
C5orf27	1.30925
PLEKHA2	-1.8924
PDE4DIP	-1.0417
SCN7A	0.653
ZNF559	0.556833333333333
CXCL10	3.86425
ZMYM4	-0.273166666666667
STK32B	0.723266666666667
KIAA0888	-1.9218
TACR3	0.1595
CKAP2L	-4.53475
KIF1A	-0.794166666666667
RSPRY1	-0.06575
VCAN	-0.37675
CYP27C1	-0.299
SYDE1	-1.06383333333333
MED12L	-1.1545
ZDHHC21	0.0766249999999999
NHS	1.5955
TM9SF3	0.325
DDHD1	-0.93575
MAFG	-0.445416666666667
BICD2	-0.9903
C14orf119	-0.144666666666667
C14orf43	0.476571428571428
CDH7	-1.539
ALKBH5	-0.397714285714286
JUP	0.471
TMEM41A	-0.416
MAMDC4	-1.6575
CBX3	-0.36975
LRRC18	0.37775
RBMXL2	0.2645
PLA2G4D	0.3285
FGF13	2.05775
KIF3A	-0.199666666666667
PDIA6	-1.75125
DCXR	0.341
CASKIN2	0.84175
EHD1	0.853333333333333
MARCKSL1	-0.938
ZNF496	-0.689333333333333
SCAF1	-0.272666666666667
KCTD8	0.4055
TRAF3IP3	0.771142857142857
LSR	-0.14075
CXorf1	-0.367333333333333
C14orf112	0.370333333333333
EIF2B1	0.37575
OMP	0.4165
GSTZ1	-0.14075
LOC92017	1.3035
ISLR2	2.662
C12orf36	0.3585
GATA2	-1.4745
GABRA5	-1.6985
CELSR2	-1.15828571428571
STAM2	0.4196
TNAP	1.143
PTPMT1	-0.259166666666667
GRP	5.85675
SV2A	-1.40333333333333
MAGEA12	-4.1805
CACNG1	0.644
C18orf19	-1.08625
GSG1	-0.5045
PTPRJ	-1.01992857142857
FRMPD1	0.6895
ZNF668	-0.227
PLEKHJ1	-0.821875
ADAT1	-1.356
TMEM50A	0.2473
UCN3	0.2175
HOOK1	-0.1635
IL17B	2.378
MLKL	-0.693666666666667
TTC14	-0.867166666666667
KLHL5	-0.07775
CRYL1	1.031
FOXH1	-0.1605
NFYB	0.3045
PPM1G	-1.346
GOLGA2LY1	-1.1315
NMT1	-0.2525
HADHA	-0.515
CHSY-2	1.22175
PLEKHF1	1.70107142857143
SAGE1	-1.7805
MUSTN1	2.6835
SUHW4	1.901
TFEB	1.9565
ZFYVE27	-0.4525
ATG12	-0.2565
BMI1	0.312214285714286
ZIM3	-0.940666666666667
MYH4	1.273
MASP1	-1.06927272727273
KIAA0984	-1.66725
RPAP2	-0.43625
ASB5	-0.665666666666667
BOLA3	-1.0745
MIA3	0.675833333333333
KRT35	0.0035
KIR3DL3	-0.867
MRPL51	-0.907
SEMA3F	0.341166666666667
NDUFB2	-0.0421666666666667
LOC253012	3.07375
FAM46C	-0.5537
G6PC	-2.502
CSAG3A	-3.9655
PREX1	-0.8395
SLC25A45	0.021
MAPKBP1	0.9629
CPE	1.8197
GNB1	-1.679
CXCR6	1.0585
TRIM46	-0.763
C16orf3	-0.0475
HPSE	0.5145
TIGD3	-1.2775
SPG3A	2.86275
LCAT	-0.95
ST6GAL1	-0.546611111111111
POMC	1.51775
FLJ36031	0.162333333333333
NSMAF	-0.483833333333333
SKIL	-0.3785
ADSS	-0.5535
HMGCS1	-2.1918
POLR3F	0.192
RAB10	-0.70925
ZNF277P	-0.276375
ZBTB7B	0.3455
DHRS1	0.715625
ABCC13	-0.0385
CNOT3	-0.16425
NFKBIA	1.26675
GAK	-0.0416666666666667
SFT2D2	0.882333333333333
HOXA6	-0.2625
CRTC1	0.014625
LY6D	1.84733333333333
C20orf72	-2.24733333333333
CPT1A	-0.60225
LMO1	-1.846
EIF3I	-0.39275
PRB4	-0.24475
MCM3APAS	-2.611875
C20orf132	0.3483
FOXF2	-2.3625
S100A12	0.955
MLH1	-0.294333333333333
ACTN1	1.4042
MRPL36	-0.774666666666667
C20orf106	-0.01225
FBXO6	0.763333333333333
MKS1	-0.795166666666666
CX3CR1	-0.046
PDE1B	1.5315
PLP1	-2.01625
KISS1	-0.113833333333333
C14orf2	0.3075
TBC1D3P2	-1.11125
COMMD6	2.3744
ANKRD7	-0.3135
PTCHD1	2.965625
NARS2	-0.819
DOCK7	-0.257125
FAM127B	-0.14375
LOC390243	-0.198833333333333
N6AMT2	1.269
ZNF391	-0.0415
DNAJB14	-0.134
WRB	0.617125
BPI	0.482666666666667
TTC4	-0.852833333333333
FAM10A5	-0.02975
GOT1L1	-0.864333333333333
MAGED1	-0.66925
RESP18	-0.42425
WFDC6	0.237333333333333
MT2A	0.123
C11orf56	0.375
KIAA1432	-0.7415
ROR1	-0.457625
HSD17B14	1.26083333333333
ZFAND2B	0.467125
SAMD4B	0.0205
HEXA	0.5605
HNRNPU	-0.565545454545455
USP39	-0.940625
NRD1	-0.74525
R3HDML	-0.317
FLT4	0.894333333333333
OMG	0.0554
OR52N4	0.658
LOC399818	0.32625
ELA2	-0.59725
VENTXP1	-0.571
RFC5	-1.6115
OR52L1	-0.51
PAX5	0.3805
FBXO2	1.73825
GMEB1	-0.419
AKT3	-0.0683333333333333
CRB1	1.114
CTTN	0.243
UTP15	-0.683333333333333
HSBP1	0.00766666666666665
PHF11	2.31875
NDEL1	0.508166666666667
USP8	-0.114
BAIAP2	0.0626875
SI	0.667166666666667
ARSJ	-0.05
BAAT	-2.81725
KCNS3	1.81816666666667
LOC126147	0.215666666666667
TMEM37	3.413
C1orf162	3.30016666666667
MBD1	-0.7155
ITGAL	-0.403666666666667
WDR73	-0.689666666666667
GKN2	0.247833333333333
ARFGAP1	-1.530875
SLC5A8	-0.154666666666667
ZBTB40	-0.3859
CYP4B1	4.84833333333333
LYPLAL1	0.205
CHST3	0.02875
MAP3K9	0.0785
BTAF1	-0.478166666666667
TFAP2E	-0.183
RBM35B	-0.51175
LOC441251	-0.746333333333333
ANKRD25	0.259888888888889
UQCRC2	0.3215
MAEA	-0.25675
HYAL1	-1.0851
RNPEPL1	0.432166666666667
CPSF2	-0.715
PSD3	-1.2138
ABCA13	-0.29575
AGR2	0.64275
GBX1	-1.452
HDLBP	0.901071428571429
ACY3	-0.04075
HECW1	-0.65425
ZNF519	0.0025
HOPX	3.552375
ZNF304	1.21275
OR12D3	0.2415
FKSG43	-0.25875
METTL1	-0.33775
MFSD3	-0.7023
PSPH	-1.7055
CLCA3	0.9025
DARS2	-2.24716666666667
CDC25A	-2.87483333333333
BAIAP2L1	-1.125
B3GNT5	2.13775
USP29	0.76875
ARHGEF10L	1.2314
ATOX1	0.015875
ADAM30	0.69125
DNASE1	-1.38025
STT3A	0.30525
RAB6IP1	0.8125
PTN	5.3453
C1orf106	-1.40692307692308
HECA	2.15925
RNF122	0.6295
SLC22A18AS	-0.325666666666667
GNG8	0.173333333333333
ELP4	-0.1505
FAM65A	0.242833333333333
RPL10A	0.592
IRS4	-0.134
MACF1	0.2054
SEC24D	-0.364
LOC374395	0.78275
TGFB2	-0.364125
MDFIC	1.068
CHRNE	0.4735
PCMTD2	-0.0913333333333333
ATP6V0D1	-0.309833333333333
MTA2	0.50125
LZTR1	-0.327833333333333
RAP1A	0.6015
AXIN1	-0.72525
POLR1C	-0.32025
TRIO	-0.458333333333333
PLXNA4A	1.28508333333333
C5orf33	-0.298
DEPDC1B	-5.676875
ZNF473	-0.533
MTM1	1.0185
GPR107	0.154333333333333
CSNK1A1L	-0.751166666666667
FLJ14154	-0.99325
NLRC4	3.90175
ENPP4	3.21616666666667
PADI3	-1.1495
RNF170	0.240625
CG018	2.93833333333333
C16orf7	0.086
KCNE1	2.6155
NRM	-1.30866666666667
SLC37A3	-0.308
TPD52L2	-0.735666666666667
UNC5B	-0.147
C12orf12	-0.0445
SDHB	0.08
CLRN1	0.467
NUDT10	-0.187333333333333
UGT3A1	-0.617125
FBXW8	-0.42475
RHOF	-1.0255
PTPLAD1	-0.962
MYO3B	-0.674
DERA	-0.39125
TPP2	-1.196
C19orf53	0.325
GINS3	-1.30125
ST6GALNAC5	3.3965
CHSY1	-0.00374999999999999
MGC15705	-0.216
GPR83	0.242
EXT2	-0.160375
DOLK	0.218
TUBAL3	-1.22575
ACVRL1	3.1169
ABL2	-0.37425
C14orf156	-0.333833333333333
PTPRZ1	-0.0165
DIP2C	0.763625
LAMP1	0.108125
RXRA	0.7429
MAP3K5	2.60225
ALKBH1	-0.2865
PDLIM7	-0.364125
ARL14	-3.0115
SNIP1	-0.207666666666667
TIMP3	3.05333333333333
RGS3	1.11583333333333
SPAG16	0.8072
ABHD4	-0.1145
ARHGEF12	1.00075
GLUD2	-0.454
RAC2	-1.204
UAP1L1	-0.6395
SLC18A3	0.148
YOD1	-1.324
RALY	-0.75925
HMOX2	0.24175
DGKH	-0.7
DBNDD2	1.916
YIPF4	0.87
THAP10	-0.35925
ZNF513	0.219
HAGHL	-2.626
ITGB4	1.42983333333333
CCDC141	-0.77
YTHDF3	-0.12525
C5orf28	0.74
RPL7L1	-0.98075
TMEM30B	0.784785714285714
ANKRD35	4.1035
DUOXA2	0.00124999999999999
TBC1D5	-0.36925
DFNB59	0.9245
HRH4	0.59125
MYO6	1.3148
DNAJA4	0.876125
RBM24	0.2415
CEACAM20	-1.25175
RBM23	-0.335142857142857
NGFB	-0.0815
C1orf63	-1.6171
KRTAP7-1	-0.993
PERLD1	1.31625
NPB	0.1255
C17orf59	0.6375
HSPBAP1	0.38525
SLC15A4	0.202625
PRTFDC1	0.41425
OSMR	-0.493142857142857
CYSLTR2	0.169
C19orf25	0.0291
KIAA1797	-0.5065
NLRP6	-0.1885
FAM105B	-0.4706
SCRN2	0.829666666666667
LRRC58	-1.2711
RNF17	0.206142857142857
NEIL3	-5.2255
FAM137A	-2.1455
SKP2	-2.9045
PARVA	1.98066666666667
PKLR	-1.52
RNF34	-0.68175
A3GALT2	-0.13975
C12orf50	0.1108
SUNC1	-1.139
FAM102B	-1.23316666666667
CCT2	-1.48175
LRRC37A2	-1.0465
ARF4	0.4285
SIKE	-0.527875
C8orf48	2.00716666666667
MBTPS1	-0.0762857142857143
GPSN2	-0.7205
NCF2	2.5575
SLC12A6	-0.0388333333333333
MRPL48	-0.4835
HMGN3	0.934
LRRC62	-1.04675
PAX9	-1.013
FAM55A	0.421
C20orf42	-0.865166666666667
SCML2	-2.09566666666667
BCL9	-0.37225
FAM40A	-0.81625
C9orf41	-0.982333333333333
ZNF774	0.711
LETM1	-1.69825
PLXNB1	-0.241833333333333
NIPSNAP1	-1.601375
USP10	-1.718
F9	-0.29575
LIPE	5.125
CNGB3	0.48
C12orf52	-0.696625
PI4K2A	-0.4405
MED8	0.109875
STAT4	1.885
FGD4	0.958
RNF145	-0.615
WDR32	-0.3994
CLDN2	0.7405
TCEAL8	0.86
ZMYND8	-1.121
PDXK	-0.0290625000000001
GATAD2A	-1.0045
PTGES3	-0.898
CCM2	0.0925
TAP1	0.4325
ZNF670	0.21875
ETS2	1.42814285714286
C6orf166	0.0941666666666667
PRMT2	0.381642857142857
OR4B1	0.2775
INTS8	-0.9645
CCDC102A	1.02
CCDC83	-1.522
ITGA1	0.5814
EPHA5	-1.8334
FAM24B	-0.360833333333333
TSGA10	2.19025
HAL	-2.905
MYOT	3.26475
SPACA3	0.29025
BCL2L2	0.728833333333333
CUGBP2	1.97616666666667
CCNB3	1.075
RNF113B	-0.0445
MERTK	1.0465
BAG1	0.72025
VPS36	0.46425
ORMDL3	1.1765
C1orf190	2.0745
ZNF625	-0.85775
CORO2B	-0.0735
ALOX15	-1.465
CST1	0.0545
NUPR1	2.56116666666667
CCL7	-0.1415
SMCR5	-2.4695
DSC2	1.491
RBMS2	0.21825
GRIK4	0.639
TRIM65	-0.1895
TMPRSS6	0.00964285714285714
TP53INP2	-0.76175
GLB1L	0.516666666666667
LOC388284	0.879333333333333
PUS1	-1.25885714285714
BCL9L	-0.393
OLFM1	-0.131363636363636
RET	-1.546125
MASTL	-2.80683333333333
ALX3	0.69875
IL1RL1	0.474
ZNF765	-0.4235
C14orf138	-0.04775
SNX10	-0.717166666666667
TAC4	0.8895
C1orf64	2.62725
POGK	-0.2405
MAPK9	-0.52425
ZNF366	4.69225
C8orf79	3.1911
CLDN7	0.884375
OR5AT1	0.616
TRIM37	-2.548
LRRC25	2.1145
GRHL2	1.9993
TEKT3	2.0225
LASS5	-0.524333333333333
ABCC4	-2.72283333333333
DLG3	-0.49375
VGLL1	4.08625
ZFP36L2	2.68483333333333
MFRP	0.261666666666667
KIAA1799	0.756
FLJ44379	0.628
PCNX	0.0365
ANXA9	-0.4565
CYP4V2	1.7672
PIK3C2A	-1.15125
SRR	0.465
NOL3	-0.745
IFITM2	1.558
ARNTL2	-2.68525
ZNF595	1.05525
NLRP13	-0.014
ASPH	0.14775
CPA2	0.715
PVRIG	-0.8055
LEPR	2.0505
C16orf42	0.041
SH3BGRL	2.15925
FAM77D	1.0778
FNDC7	0.577
C9orf6	0.373833333333333
NOTCH2NL	-0.226666666666667
PGBD1	-0.193166666666667
SYNGR2	-0.364666666666667
PITPNA	-0.4979375
PRPF4B	-0.9455
SLC43A3	-0.801285714285714
NRBP1	-0.857
SLC25A22	-0.2025
ILK	0.196625
SLC22A8	0.8035
MRPS7	-0.478625
PITX2	-0.15475
FABP3	0.52375
OR1L1	-0.7455
LOC728215	-0.0465
BLID	-2.778
KIAA1217	3.60405882352941
TFPT	-0.32425
AP4B1	-0.54175
VBP1	-1.2755
OR1K1	0.467
MORC3	0.78475
BHMT2	2.40816666666667
C3orf10	0.847625
FZD7	2.33133333333333
WFDC10A	0.441
PMS2CL	-0.777125
CCDC32	0.882
FA2H	-2.731
ALG13	0.1735
TTLL7	-0.3623
SPOCK3	2.79475
SLC13A2	0.303
AIM1	2.257
GPRC6A	1.1245
EGR2	6.76725
MED11	1.1625
WWC1	0.617
SH3GL3	-2.31275
RIF1	-1.54007142857143
PRLH	-0.028
VLDLR	0.0005
DBT	-0.1845
C21orf63	1.736
CGGBP1	-0.164375
KRTAP12-2	0.835
TADA3L	-1.18675
ZBTB16	5.1045
PDGFB	1.464125
RFX1	0.26225
UQCRB	0.4244
LOC133874	2.952
HPS3	-0.499
LGALS3BP	0.98
DKFZP564O0823	2.78464285714286
MRFAP1L1	0.19425
HOXA10	-0.267
NGB	-0.527
KIF21A	-1.43515384615385
IFLTD1	0.572
LZTS1	-0.03125
ARHGEF3	1.3075
RHBDL3	-0.663
CSNK1G2	-0.218
ChGn	0.455375
KIAA1244	0.548333333333333
GABRB2	0.5395
MGC72080	-0.9
CD27	4.46875
EGLN1	-1.8585
PEX13	0.26275
RWDD3	0.245
RNF12	-0.943333333333333
GRIN2B	0.8505
ADAMTS14	-1.27025
DYDC2	1.25716666666667
ATP6AP1	-0.3787
NR1H2	-0.2095
PDK2	0.9
C3orf17	0.0766666666666667
SLC38A2	0.0567142857142858
SLC25A29	-0.424166666666667
C15orf29	0.79825
ADAM9	-0.647166666666667
TMUB2	0.228125
GPR176	-0.8355
AGK	-0.90925
MCCD1	0.61375
NDUFA4	0.51675
TMEM146	-0.102666666666667
DUSP1	4.521
UNQ6975	0.364
EMX2OS	5.787
INSM2	-0.47275
LUZP4	-0.67
SETD6	-0.9905
P2RY2	2.26825
SLC45A2	-2.4715
RABGAP1	0.517666666666667
UBXD5	-0.221
GPRC5A	-1.9308
PAK3	3.014
LOC63920	-0.1335
TGFBR1	0.6934
KRTAP6-3	0.149
SFMBT2	-0.6375
CDC42	0.117125
C11orf35	-0.1735
TTLL2	-0.4515
UACA	1.15975
CD97	-0.6368
SETD5	-0.96475
NINJ2	-0.2245
PTER	0.727666666666667
POMGNT1	-0.4885
KRTAP4-2	-0.9595
ECGF1	1.7295
HRB	-0.223
ATP1B2	0.0845
LOC400506	-1.23225
COL4A3BP	0.438
C6orf97	0.44625
GRHPR	0.631125
TAS2R1	0.238
SEMA7A	-1.7315
EDF1	0.41175
ODF2L	0.7829
PCID2	-1.03933333333333
GTF2H4	-1.35716666666667
ZCCHC3	-0.549375
CGB2	0.108833333333333
NEUROD1	-0.10325
C20orf75	-0.065
RP5-1054A22.3	2.013
IFNA5	0.3525
ZNF134	0.522583333333333
MGC119295	-1.3578
ZSWIM6	0.21175
SMEK1	-0.3395
PCGF2	0.034
C1orf102	2.17375
CYP2A13	0.7675
KCNH6	-1.0114
MDM1	0.2812
ALDH7A1	-0.0983333333333333
C9orf75	-0.75275
VDAC3	-0.422125
OR51T1	0.406
EIF3F	0.250416666666667
KCNJ10	-0.86275
LENG8	0.198
EDEM2	-0.629333333333333
CCNJL	-0.236
DHX37	-0.7995
CRYGN	1.5495
AATF	-0.97075
ZNF630	1.007875
E2F5	-1.1395
WFDC13	0.5045
FTSJ3	-1.46383333333333
C4orf33	1.2195
LHFPL4	-2.2845
C19orf56	0.254666666666667
SMAD4	0.394125
AFM	-0.406333333333333
G0S2	4.552
FCHSD2	-0.1903
RRP1B	-1.0954
EEF1B2	0.159166666666667
STAT6	1.83783333333333
ZNF195	-0.632
GNL1	-0.7435
ZNRF2	0.517333333333333
PER3	0.845125
ASB16	-0.021
C10orf10	4.27807142857143
ADCY8	-3.17683333333333
C9orf58	1.33183333333333
ARMC10	-0.48
PSG1	-0.9595
DHX34	-0.506
VARS2	-0.98675
NFIC	-0.2815
ITPR2	0.6545
AGXT2	0.0308333333333334
OR6K3	0.3055
H2AFZ	-1.35975
MLLT3	0.370583333333333
COX4I2	2.05875
CCNT2	-0.661125
PLK4	-3.49425
NUMBL	-0.2955
MED16	-0.25025
PLEKHQ1	1.61375
GOSR1	0.131777777777778
BTG4	-0.705
RPL30	0.959083333333334
IGSF5	-1.311
IGFL2	-0.457666666666667
ELMOD2	0.810166666666667
SHC3	0.0136666666666667
HAVCR1	-0.186
DYNC2H1	0.06725
RNF5	-0.806
C2orf7	-0.02775
NLF1	0.92
KLHL25	0.06875
LRP10	0.6465
KRI1	-1.38325
