Hybridization REF	TCGA-C8-A1HI-01A-11R-A137-07
C1orf212	-0.3125
SENP3	-0.746375
IL1F9	0.133
EEF2K	-0.1535
COG8	0.2485
CEP72	-2.10175
OR1L8	0.265
MUS81	-0.872333333333333
PHYH	0.152625
GGT6	1.17133333333333
C22orf23	-0.411583333333333
C13orf33	2.8305
MAPK8IP2	2.01325
NELL2	3.3645
POU3F2	-4.07033333333333
ALPK1	1.94675
MRPS18C	-0.6605
RPLP2	-0.169625
FGF22	-0.8485
SPNS1	0.244666666666667
ZFP1	-0.5815
IL1RAPL1	0.22325
PCSK9	-4.29766666666667
NKX2-1	-0.413333333333333
C6orf189	0.727
SP4	-0.34
SLC11A1	1.2782
C21orf25	0.883333333333333
ICAM2	0.269875
SH3GL1	-1.13216666666667
GSK3B	0.357166666666667
RALB	0.941125
PDXP	-1.74283333333333
GNGT1	1.084125
KIR2DL1	0.5875
TNFAIP3	-0.55275
C6orf32	0.1458
CBLN2	-1.85125
PANK3	0.57675
TAAR9	-0.013
WDR82	0.738428571428572
APOM	-4.41175
TRIP10	0.01975
SPATA16	0.173833333333333
C1orf135	-2.415
USP51	0.27275
TESK1	1.34025
C11orf64	0.334375
ZNF611	0.3355
PDE6G	-0.318833333333333
HLA-DQA1	3.977375
GCLC	0.08375
SEC61A1	0.226285714285714
TWSG1	-0.27375
ZMYND10	2.48275
CTDP1	0.3655
ADAMTS6	-0.735833333333333
SLIT1	-2.27375
KRT86	-0.3145
KIAA0574	-0.4515
GTPBP2	-0.7934
PQLC3	0.421
PRRX2	-0.560833333333333
C15orf44	-0.1455
MKKS	-0.2615
C11orf10	-1.209
GPR110	1.39
CD109	-1.45216666666667
ADCY1	1.3995
RHBG	-2.93325
TP53I3	-0.43825
SLC22A3	-1.6303
UCP2	-0.72275
FOXG1	-3.196
OR2AG1	0.154
TRIM24	-0.51675
PROC	-2.987625
TAAR6	0.164
AMTN	-1.145
C10orf47	-0.689166666666667
DEPDC1	-2.823
FLJ45557	5.68975
ZDHHC17	-0.025625
KIAA1429	0.3845
KCNH1	0.3405
VNN3	0.1115
PSMAL	2.47375
PPARD	-0.43525
HFM1	-1.9435
YBX1	-1.88666666666667
ZNF695	-2.813
SCTR	-1.15733333333333
DCDC1	-0.1965
VPS26B	0.7549
MTF2	-1.4605
ATP6V1F	0.121
CCDC94	0.32275
PERF15	-2.027
CCL11	3.15675
LMO7	-0.389125
DCST1	0.5665
ADRBK1	0.22375
CDRT4	-0.598625
ZNF84	-0.07475
HOXD8	4.55325
STARD8	-0.422166666666667
FOXP2	-0.97925
CCDC103	0.91775
POLR3A	-1.2128
GSC	2.58583333333333
ZNF114	-2.90283333333333
HTR7P	0.1825
LALBA	0.531
RMND5A	-0.291333333333333
PSCD2	0.94975
ZNF409	-0.419
KRTAP1-3	0.2335
MAF1	-0.11225
LOC201725	-1.65183333333333
NRN1	-2.45125
SPAG5	-2.39433333333333
DNAH7	2.44666666666667
FLJ43860	0.3165
BRCA2	-1.48275
ACADM	-0.565875
CXXC6	-3.477
RAGE	-0.9235
CHMP2A	1.226
FAM8A1	0.6062
GPR21	0.664
SLC12A3	-3.23833333333333
FVT1	0.373571428571429
ZDHHC7	-0.480375
FLJ44048	0.89125
SLC44A3	2.34566666666667
SDSL	1.52366666666667
MMP8	-1.891
PLA2G12B	-4.25066666666667
ACY1	-0.5725
MT1E	0.3935
OR4K15	0.2905
TECTB	-2.571
GPR20	0.2265
IRAK2	-0.5675
RFPL3	0.227
MYO9A	-0.35075
NARG1L	-0.4995
BLMH	-2.1275
CCDC3	2.25383333333333
C9orf21	-0.638333333333333
KIAA0513	0.435666666666667
MIER2	0.02725
PNMA2	-2.12441666666667
SH3BP2	0.5005
ANXA10	-1.42975
RTN2	1.21516666666667
TFB1M	-1.1685
PRPH2	4.50375
C14orf133	0.14675
GOLGB1	1.75541666666667
IRX4	2.178875
NFKBIL1	0.5435
C10orf62	-1.372
APBB3	0.035
RPS10	-0.7527
LOC728378	1.37
TLE3	1.39655555555556
PSMB7	-0.853625
MESDC1	0.211
SLC6A1	0.735333333333333
OCLN	2.27391666666667
PTTG3	-2.20216666666667
NAGLU	-0.605
SERTAD4	2.689875
SPRY1	1.68975
FLJ10781	0.0275833333333333
MYSM1	-0.14825
TRIM4	1.02635714285714
SH3YL1	0.948375
TREM2	3.98533333333333
SERPINI1	1.7885
HDHD3	0.868125
TMEM38A	-0.487625
EID2B	-1.20375
TDRD3	0.1435
SEDLP	0.8635
THSD7A	1.701
NDST3	-2.664
KLHL15	0.154083333333333
DHRS12	1.9195
FBXO9	-0.0972142857142857
TNPO1	0.0198333333333333
MRPL13	-0.648333333333333
SNX5	-2.19483333333333
METTL6	-0.308
SOD1	0.348625
CHML	-0.320833333333333
PACS1	0.259875
SIRT5	-0.6607
CAPN2	0.252833333333333
FXYD5	-1.08033333333333
TWISTNB	-0.084
LRFN1	0.439666666666667
UBE1L	2.09275
UBE1C	0.3565
OR51B2	-0.691
OR4D11	0.8625
C15orf2	0.3025
NR4A1	-0.0921666666666667
LOC339047	-2.90275
TRIM17	1.018125
ATP5G3	-0.326285714285714
RPL15	-0.42225
ADAMTS8	0.50175
HOXC4	0.5755
C14orf37	2.386
CEACAM5	4.00725
MYT1L	-0.759833333333333
RASA2	-0.052125
OSBPL7	-2.3865
STAG1	0.0095
GIMAP4	4.82366666666667
FUT3	-0.530666666666667
PIF1	-3.338625
LPIN2	-0.5467
SH3PX3	1.20025
PDP2	-0.15375
PAPD1	-0.79175
ERP27	3.40925
APOOL	0.7082
DIABLO	0.81275
TRHR	0.12875
ARMC9	-0.461125
RNF152	3.219
SLITRK3	0.888166666666667
ZNF211	0.8792
PFDN1	-0.461375
RGS11	0.7405
HS6ST1	1.0338
AKR1D1	-2.52975
TNP2	0.7234
STK31	0.460833333333333
EML4	-1.80725
SGTA	-0.116666666666667
HIST1H2BI	2.462
PSMD6	-0.960166666666667
KIAA1257	2.13475
C18orf55	-0.694
FLJ20273	2.27875
RPL28	-0.976666666666667
EPYC	1.23875
NOX3	-0.953
ELAC1	-0.378833333333333
METT11D1	-0.59325
BIN2	-0.363333333333333
NACA2	0.229
CCDC17	-1.62125
HM13	-0.3369
UBOX5	-0.421875
UBE2O	-0.523875
UBL5	0.73
APOLD1	0.56225
C9orf31	-0.101
TNFSF8	0.7765
ARHGAP29	0.428625
PROKR2	0.1315
PDE5A	-0.821833333333333
C6orf12	-1.6455
TOM1L1	2.249
WHDC1	0.7775
FOXI1	1.15683333333333
RAB4A	1.2859
TMEM39B	-1.13775
ATPBD1C	-0.233
FARSA	-0.5755
PLEKHG5	0.08975
CMAS	-0.7465
OR7E24	-0.73
SLC30A1	-0.65175
CDC42EP5	0.830666666666667
PLAC1	-1.3395
KLHL18	-0.0450833333333333
LBA1	1.2162
TAZ	-0.86225
CRIP2	3.102
BTBD11	0.271833333333333
C16orf72	1.21625
DIO2	3.1282
LRRCC1	1.1165
CCDC136	-2.0555
PRX	0.438625
RBM5	0.04
TMEM85	0.137375
TUBGCP4	-0.4865
APLN	0.63525
CDK7	0.0368333333333333
SSR2	0.852833333333333
CRELD1	0.3245
C19orf46	2.5175
GAL3ST4	0.673833333333333
KBTBD10	1.1025
IL28A	0.63925
WDR27	-0.8375
MCM2	-2.21233333333333
SOX14	0.101
FLJ39743	1.245
KIAA0922	-0.202125
HIPK4	0.9375
FLJ25758	-0.705
C16orf57	-1.001
PDZD2	0.994625
MCC	1.13975
HHLA3	-0.0397
ID2	-0.21975
C20orf23	2.01433333333333
ZNF688	1.278
APOC2	-2.40583333333333
LOC440093	0.61675
FAM50B	2.00216666666667
PWP1	-0.0335
DNAH10	1.13325
HIST1H2BA	0.19875
GPR56	1.036
METAP2	-0.098375
PAN3	0.9545
STXBP4	1.531875
PDHX	0.5395
MTA1	0.742083333333333
ZBED4	-0.448
ZNF720	0.62575
CDK2	-0.826
RHOJ	0.824375
CDC37	0.1045
ZER1	1.115125
GRK4	1.273
PRPH	-0.09375
POLR2A	0.859875
OGFOD1	-0.98875
NOL5A	-1.1535
PHEX	1.5285
FLJ16478	0.06425
C20orf117	-1.26957142857143
CAMTA2	0.633
C11orf74	0.690833333333333
DDX17	-0.956333333333333
C5orf27	0.1525
PLEKHA2	-1.932
PDE4DIP	0.0782000000000001
SCN7A	1.93675
ZNF559	0.152833333333333
CXCL10	3.9295
ZMYM4	-0.314666666666667
STK32B	-1.11786666666667
KIAA0888	-2.1012
TACR3	0.57
CKAP2L	-3.05375
KIF1A	-0.614
RSPRY1	0.983
VCAN	1.26075
CYP27C1	-0.518
SYDE1	-1.47366666666667
MED12L	-1.549
ZDHHC21	0.835875
NHS	-0.3565
TM9SF3	0.5685
DDHD1	-0.695
MAFG	-1.00016666666667
BICD2	-0.7759
C14orf119	0.2945
C14orf43	0.576571428571429
CDH7	-2.25275
ALKBH5	-0.285571428571429
JUP	1.493625
TMEM41A	0.276666666666667
MAMDC4	-1.72883333333333
CBX3	-0.570875
LRRC18	0.41675
RBMXL2	-0.97575
PLA2G4D	0.598333333333333
FGF13	2.182
KIF3A	0.957
PDIA6	-0.7125
DCXR	0.78525
CASKIN2	1.77575
EHD1	-0.3665
MARCKSL1	0.490833333333333
ZNF496	-0.2085
SCAF1	0.6095
KCTD8	-1.61766666666667
TRAF3IP3	0.356857142857143
LSR	1.59825
CXorf1	0.433
C14orf112	0.365833333333333
EIF2B1	0.564
OMP	0.301
GSTZ1	0.772
LOC92017	0.91475
ISLR2	4.0635
C12orf36	0.573
GATA2	-1.29266666666667
GABRA5	-3.9575
CELSR2	0.314928571428572
STAM2	0.9259
TNAP	-0.8855
PTPMT1	-0.719833333333333
GRP	6.87925
SV2A	-0.706333333333333
MAGEA12	-3.61775
CACNG1	-0.302
C18orf19	-1.4365
GSG1	-0.220833333333333
PTPRJ	0.281285714285714
FRMPD1	0.7805
ZNF668	0.9745
PLEKHJ1	-1.165
ADAT1	-0.6251
TMEM50A	0.8029
UCN3	0.0865
HOOK1	0.7095
IL17B	3.4635
MLKL	-1.28233333333333
TTC14	-0.711166666666667
KLHL5	-0.767
CRYL1	0.314666666666667
FOXH1	-0.316
NFYB	0.52625
PPM1G	-0.35425
GOLGA2LY1	-2.09
NMT1	-0.107625
HADHA	-0.5009
CHSY-2	1.991
PLEKHF1	0.809714285714286
SAGE1	-0.293
MUSTN1	0.961
SUHW4	1.2425
TFEB	1.45666666666667
ZFYVE27	-0.5145
ATG12	-0.228833333333333
BMI1	0.605
ZIM3	1.2385
MYH4	0.2195
MASP1	-1.2985
KIAA0984	2.122
RPAP2	-0.2465
ASB5	-0.10325
BOLA3	-0.968166666666667
MIA3	2.11316666666667
KRT35	0.7135
KIR3DL3	-1.282
MRPL51	-0.666
SEMA3F	1.38233333333333
NDUFB2	0.485166666666667
LOC253012	2.53775
FAM46C	0.8832
G6PC	-2.865375
CSAG3A	-4.7965
PREX1	2.279
SLC25A45	-0.015625
MAPKBP1	0.9333
CPE	3.2577
GNB1	-0.738125
CXCR6	2.4365
TRIM46	1.31775
C16orf3	-0.0318333333333333
HPSE	0.46325
TIGD3	0.541
SPG3A	2.0125
LCAT	-1.39316666666667
ST6GAL1	-1.27966666666667
POMC	-0.096
FLJ36031	-0.0206666666666667
NSMAF	-0.765333333333333
SKIL	1.4255
ADSS	0.440166666666667
HMGCS1	-1.675
POLR3F	-0.0391666666666667
RAB10	0.468875
ZNF277P	-0.401375
ZBTB7B	1.474875
DHRS1	0.471875
ABCC13	-0.439875
CNOT3	0.24
NFKBIA	0.7275
GAK	0.808333333333333
SFT2D2	1.60366666666667
HOXA6	0.567
CRTC1	0.23125
LY6D	-0.484166666666667
C20orf72	-0.554833333333333
CPT1A	-0.13525
LMO1	-0.714
EIF3I	-0.24725
PRB4	0.74925
MCM3APAS	-2.93075
C20orf132	0.235
FOXF2	-2.56975
S100A12	-0.19425
MLH1	-0.091
ACTN1	1.2299
MRPL36	-0.257333333333333
C20orf106	-0.25725
FBXO6	1.2385
MKS1	0.8745
CX3CR1	-0.86425
PDE1B	0.292
PLP1	-2.427
KISS1	0.0253333333333333
C14orf2	-0.260666666666667
TBC1D3P2	-1.1805
COMMD6	0.726
ANKRD7	-1.26675
PTCHD1	-1.720875
NARS2	-1.28975
DOCK7	-0.548875
FAM127B	0.008
LOC390243	-0.201666666666667
N6AMT2	0.255
ZNF391	-0.094
DNAJB14	-0.338166666666667
WRB	0.265375
BPI	0.476583333333333
TTC4	-0.158333333333333
FAM10A5	0.0965
GOT1L1	-0.270333333333333
MAGED1	1.417625
RESP18	-0.43225
WFDC6	0.73625
MT2A	-0.8995
C11orf56	0.47575
KIAA1432	0.5875
ROR1	-1.53575
HSD17B14	1.322
ZFAND2B	0.034625
SAMD4B	0.638
HEXA	-0.220375
HNRNPU	0.213318181818182
USP39	-0.304375
NRD1	0.10225
R3HDML	0.09475
FLT4	0.548333333333333
OMG	-0.264
OR52N4	0.5945
LOC399818	-1.18925
ELA2	-1.95925
VENTXP1	0.241
RFC5	-1.142
OR52L1	1.053
PAX5	-0.4965
FBXO2	0.083
GMEB1	-0.078
AKT3	-0.72
CRB1	-1.43633333333333
CTTN	0.545666666666667
UTP15	0.155
HSBP1	0.596416666666667
PHF11	1.69375
NDEL1	0.462833333333333
USP8	2.84325
BAIAP2	0.5553125
SI	-0.305333333333333
ARSJ	-0.789166666666667
BAAT	-3.06275
KCNS3	2.81516666666667
LOC126147	-0.263666666666667
TMEM37	-1.201
C1orf162	2.86933333333333
MBD1	-0.1621
ITGAL	-0.3195
WDR73	-0.0265
GKN2	-0.183
ARFGAP1	-0.608375
SLC5A8	-1.25616666666667
ZBTB40	-0.0462
CYP4B1	1.516
LYPLAL1	0.46475
CHST3	0.88525
MAP3K9	0.442
BTAF1	-1.386
TFAP2E	-0.209
RBM35B	0.57375
LOC441251	-0.0895
ANKRD25	-0.846611111111111
UQCRC2	-0.4045
MAEA	0.669416666666667
HYAL1	-2.686
RNPEPL1	0.628166666666667
CPSF2	-0.614375
PSD3	0.119
ABCA13	0.1035
AGR2	4.79325
GBX1	-1.8155
HDLBP	0.425928571428571
ACY3	-0.6275
HECW1	-0.715
ZNF519	-1.631
HOPX	3.047
ZNF304	1.597875
OR12D3	0.4895
FKSG43	0.29475
METTL1	0.451875
MFSD3	-0.307
PSPH	-0.879
CLCA3	-0.2145
DARS2	0.443666666666667
CDC25A	-2.41916666666667
BAIAP2L1	0.72625
B3GNT5	-0.767125
USP29	5.19925
ARHGEF10L	1.0774
ATOX1	0.663875
ADAM30	0.47525
DNASE1	0.0045
STT3A	-0.117416666666667
RAB6IP1	-0.08325
PTN	4.2533
C1orf106	-0.963615384615385
HECA	1.30175
RNF122	-0.30975
SLC22A18AS	0.947333333333333
GNG8	-0.0758333333333333
ELP4	-0.42475
FAM65A	-0.022
RPL10A	0.0348333333333333
IRS4	0.422
MACF1	0.2785
SEC24D	0.464
LOC374395	-0.03475
TGFB2	-0.95525
MDFIC	-0.26675
CHRNE	0.326833333333333
PCMTD2	0.0653333333333333
ATP6V0D1	-0.100833333333333
MTA2	0.335
LZTR1	-0.931166666666667
RAP1A	-0.045
AXIN1	0.387
POLR1C	-0.34025
TRIO	-0.545666666666667
PLXNA4A	-0.423083333333333
C5orf33	0.27325
DEPDC1B	-2.904375
ZNF473	0.309833333333333
MTM1	0.948125
GPR107	0.881
CSNK1A1L	0.078
FLJ14154	1.1005
NLRC4	3.367
ENPP4	2.58633333333333
PADI3	0.7505
RNF170	0.009125
CG018	1.19533333333333
C16orf7	-0.15
KCNE1	2.53325
NRM	-1.531
SLC37A3	-0.443428571428571
TPD52L2	-0.523333333333333
UNC5B	0.9835
C12orf12	1.14033333333333
SDHB	-0.40275
CLRN1	0.345375
NUDT10	0.108333333333333
UGT3A1	0.30525
FBXW8	1.040125
RHOF	0.43375
PTPLAD1	-0.134875
MYO3B	1.008
DERA	-1.39325
TPP2	-0.72125
C19orf53	0.3055
GINS3	-1.297375
ST6GALNAC5	2.4345
CHSY1	0.2355
MGC15705	-0.1135
GPR83	-0.2945
EXT2	0.208
DOLK	0.724
TUBAL3	-1.14525
ACVRL1	1.7998
ABL2	0.00449999999999998
C14orf156	-0.858833333333333
PTPRZ1	-0.581375
DIP2C	-0.483625
LAMP1	0.689625
RXRA	-0.2143
MAP3K5	0.45
ALKBH1	1.138
PDLIM7	0.013875
ARL14	-2.1875
SNIP1	0.105333333333333
TIMP3	1.96816666666667
RGS3	0.184
SPAG16	0.9697
ABHD4	1.071
ARHGEF12	0.624181818181818
GLUD2	-0.5195
RAC2	-1.3635
UAP1L1	-0.657
SLC18A3	-0.5945
YOD1	-0.714583333333333
RALY	0.0555
HMOX2	1.0225
DGKH	-0.21625
DBNDD2	1.09766666666667
YIPF4	0.777375
THAP10	0.3935
ZNF513	1.06975
HAGHL	0.628333333333333
ITGB4	2.182
CCDC141	-2.8435
YTHDF3	0.61375
C5orf28	0.15675
RPL7L1	-0.656
TMEM30B	1.94185714285714
ANKRD35	2.6305
DUOXA2	-0.02875
TBC1D5	0.306625
DFNB59	-0.038
HRH4	0.68475
MYO6	2.4845
DNAJA4	4.290125
RBM24	-0.381125
CEACAM20	-0.73975
RBM23	0.150642857142857
NGFB	0.328
C1orf63	-0.7764
KRTAP7-1	-0.019
PERLD1	1.46825
NPB	0.0985
C17orf59	0.8327
HSPBAP1	0.1135
SLC15A4	0.215125
PRTFDC1	-0.96
OSMR	-1.49571428571429
CYSLTR2	-0.342
C19orf25	0.4694
KIAA1797	-0.525
NLRP6	-0.234
FAM105B	0.3444
SCRN2	-0.539666666666667
LRRC58	-0.4782
RNF17	0.094625
NEIL3	-2.76
FAM137A	-0.27875
SKP2	-3.81875
PARVA	0.9395
PKLR	-1.9355
RNF34	0.676875
A3GALT2	0.5405
C12orf50	0.532166666666667
SUNC1	-1.28425
FAM102B	0.368166666666667
CCT2	-0.63325
LRRC37A2	-0.541
ARF4	1.3395
SIKE	-0.57825
C8orf48	1.84816666666667
MBTPS1	0.776285714285714
GPSN2	-0.3755
NCF2	2.574
SLC12A6	0.5285
MRPL48	-0.5185
HMGN3	0.241166666666667
LRRC62	-1.17325
PAX9	0.027
FAM55A	-0.38
C20orf42	-1.38833333333333
SCML2	-1.94116666666667
BCL9	1.174
FAM40A	-0.19025
C9orf41	0.0198333333333333
ZNF774	1.06
LETM1	-0.6295
PLXNB1	0.548166666666667
NIPSNAP1	-0.379625
USP10	-1.228
F9	0.88325
LIPE	0.1435
CNGB3	0.714
C12orf52	0.201625
PI4K2A	-0.085
MED8	0.472375
STAT4	1.3628
FGD4	-0.350333333333333
RNF145	-1.13916666666667
WDR32	0.7351
CLDN2	0.0646666666666667
TCEAL8	1.469
ZMYND8	-0.6526
PDXK	-0.2638125
GATAD2A	0.25175
PTGES3	-0.094
CCM2	-0.03475
TAP1	1.331875
ZNF670	0.0875
ETS2	-0.1295
C6orf166	-0.2445
PRMT2	0.629142857142857
OR4B1	0.419
INTS8	0.025
CCDC102A	0.31975
CCDC83	-1.11833333333333
ITGA1	-0.5543
EPHA5	-2.129
FAM24B	-1.41583333333333
TSGA10	2.78425
HAL	-4.10333333333333
MYOT	1.53025
SPACA3	-0.175
BCL2L2	-0.072
CUGBP2	-0.194666666666667
CCNB3	2.163
RNF113B	0.703
MERTK	0.19175
BAG1	1.1075
VPS36	-0.193
ORMDL3	0.9582
C1orf190	1.081
ZNF625	-0.07075
CORO2B	-1.30725
ALOX15	-0.6785
CST1	2.97
NUPR1	2.14066666666667
CCL7	0.18425
SMCR5	-2.9555
DSC2	1.4935
RBMS2	0.871
GRIK4	0.2405
TRIM65	0.3028
TMPRSS6	0.800857142857143
TP53INP2	-0.134
GLB1L	0.226666666666667
LOC388284	-0.221
PUS1	-0.245857142857143
BCL9L	0.2255
OLFM1	0.519
RET	3.10325
MASTL	-2.41333333333333
ALX3	0.33725
IL1RL1	0.480666666666667
ZNF765	-0.4958
C14orf138	-0.38375
SNX10	-0.707666666666667
TAC4	0.4545
C1orf64	3.218
POGK	1.392875
MAPK9	0.37025
ZNF366	3.77075
C8orf79	2.8265
CLDN7	2.527
OR5AT1	0.5435
TRIM37	-0.77525
LRRC25	2.774
GRHL2	3.0575
TEKT3	1.077
LASS5	-0.0548333333333333
ABCC4	-2.68408333333333
DLG3	1.629875
VGLL1	1.545125
ZFP36L2	1.09866666666667
MFRP	-0.144166666666667
KIAA1799	0.652
FLJ44379	2.5965
PCNX	0.013
ANXA9	2.763
CYP4V2	1.7009
PIK3C2A	0.18575
SRR	0.345
NOL3	-0.053
IFITM2	0.7195
ARNTL2	-3.21375
ZNF595	0.64975
NLRP13	0.8895
ASPH	-0.653125
CPA2	-0.00950000000000001
PVRIG	-1.71666666666667
LEPR	-0.301666666666667
C16orf42	0.577666666666667
SH3BGRL	2.39175
FAM77D	-0.0308333333333333
FNDC7	0.458
C9orf6	0.63
NOTCH2NL	0.4625
PGBD1	-0.2855
SYNGR2	1.62916666666667
PITPNA	-0.2621875
PRPF4B	-1.0529
SLC43A3	-1.83328571428571
NRBP1	0.28325
SLC25A22	0.54775
ILK	-0.178
SLC22A8	0.763666666666667
MRPS7	1.856875
PITX2	-0.512
FABP3	0.446
OR1L1	1.4485
LOC728215	-0.746
BLID	-2.312
KIAA1217	3.02023529411765
TFPT	0.72375
AP4B1	-0.647
VBP1	-1.15425
OR1K1	0.3325
MORC3	0.383
BHMT2	-0.4635
C3orf10	0.6695
FZD7	2.03616666666667
WFDC10A	-0.1075
PMS2CL	-0.3355
CCDC32	0.916
FA2H	-1.11925
ALG13	0.5035
TTLL7	0.8565
SPOCK3	2.39075
SLC13A2	0.9
AIM1	1.368
GPRC6A	-0.0345
EGR2	4.25775
MED11	0.30475
WWC1	0.596
SH3GL3	-3.4625
RIF1	-1.331
PRLH	0.986
VLDLR	-1.909
DBT	0.38
C21orf63	0.53775
CGGBP1	0.177125
KRTAP12-2	-0.108
TADA3L	-0.464375
ZBTB16	3.60625
PDGFB	1.310875
RFX1	0.654125
UQCRB	-0.3713
LOC133874	-1.066
HPS3	-1.90825
LGALS3BP	1.7545
DKFZP564O0823	3.01557142857143
MRFAP1L1	0.80525
HOXA10	-1.047
NGB	0.1075
KIF21A	0.859076923076923
IFLTD1	0.521
LZTS1	0.066625
ARHGEF3	2.2315
RHBDL3	1.5475
CSNK1G2	0.06025
ChGn	-1.03325
KIAA1244	2.52733333333333
GABRB2	0.6825
MGC72080	-1.2105
CD27	3.55875
EGLN1	-0.9105
PEX13	1.0775
RWDD3	-0.607
RNF12	-0.532166666666667
GRIN2B	-0.7075
ADAMTS14	-1.074875
DYDC2	2.49466666666667
ATP6AP1	1.5395
NR1H2	0.2425
PDK2	1.477
C3orf17	-0.1665
SLC38A2	-0.695357142857143
SLC25A29	-0.5655
C15orf29	0.28975
ADAM9	-1.53941666666667
TMUB2	0.3825
GPR176	-0.9215
AGK	0.019625
MCCD1	0.40425
NDUFA4	-0.1275
TMEM146	0.32075
DUSP1	1.05175
UNQ6975	0.3925
EMX2OS	4.4805
INSM2	-1.9395
LUZP4	-0.865
SETD6	-2.22
P2RY2	3.144
SLC45A2	-2.399
RABGAP1	0.744666666666667
UBXD5	0.222375
GPRC5A	0.667
PAK3	1.25366666666667
LOC63920	0.34925
TGFBR1	-0.3136
KRTAP6-3	0.163
SFMBT2	-0.682
CDC42	-0.1261875
C11orf35	1.3845
TTLL2	0.00200000000000004
UACA	0.440916666666667
CD97	-2.0464
SETD5	-0.127625
NINJ2	-1.1975
PTER	0.754166666666667
POMGNT1	0.721
KRTAP4-2	0.2055
ECGF1	2.293
HRB	-0.481454545454545
ATP1B2	0.3244
LOC400506	1.042
COL4A3BP	1.30575
C6orf97	1.75825
GRHPR	0.59875
TAS2R1	-0.8645
SEMA7A	-1.719
EDF1	0.856
ODF2L	0.2845
PCID2	-1.17633333333333
GTF2H4	-1.118
ZCCHC3	-0.285375
CGB2	0.1525
NEUROD1	-0.0285
C20orf75	-0.08
RP5-1054A22.3	2.91
IFNA5	0.269
ZNF134	0.839416666666667
MGC119295	-1.76
ZSWIM6	-0.146625
SMEK1	0.238
PCGF2	0.36625
C1orf102	2.68975
CYP2A13	4.2145
KCNH6	-0.4121
MDM1	0.5381
ALDH7A1	0.927166666666667
C9orf75	1.1275
VDAC3	-0.1065
OR51T1	0.02
EIF3F	-0.748916666666667
KCNJ10	-0.470375
LENG8	-0.09675
EDEM2	0.27825
CCNJL	0.027
DHX37	-0.045
CRYGN	0.382
AATF	-0.143875
ZNF630	1.783125
E2F5	0.247
WFDC13	-0.821666666666667
FTSJ3	-0.561833333333333
C4orf33	1.44675
LHFPL4	-3.34275
C19orf56	0.110083333333333
SMAD4	-0.205625
AFM	-0.9355
G0S2	-2.13375
FCHSD2	-0.2134
RRP1B	-0.8119
EEF1B2	-1.1065
STAT6	0.682833333333333
ZNF195	-0.90875
GNL1	-0.833
ZNRF2	1.09533333333333
PER3	0.89025
ASB16	0.3975
C10orf10	1.39757142857143
ADCY8	-3.20066666666667
C9orf58	-1.09816666666667
ARMC10	-0.019
PSG1	-0.6095
DHX34	0.03525
VARS2	-0.3865
NFIC	0.27675
ITPR2	0.75825
AGXT2	0.558833333333333
OR6K3	0.1435
H2AFZ	-0.710333333333333
MLLT3	1.02183333333333
COX4I2	1.94025
CCNT2	0.24375
PLK4	-2.42075
NUMBL	0.077
MED16	0.72275
PLEKHQ1	0.74425
GOSR1	0.357222222222222
BTG4	-0.2825
RPL30	-0.00991666666666666
IGSF5	0.18775
IGFL2	0.879833333333333
ELMOD2	1.1835
SHC3	-1.01716666666667
HAVCR1	null
DYNC2H1	-0.342625
RNF5	-0.492666666666667
C2orf7	-0.0315
NLF1	0.2535
KLHL25	1.005
LRP10	1.1277
KRI1	-0.43575
PUS7L	0.634666666666667
MGMT	0.664
HOXD1	2.698
CSH1	0.2874
ATG16L2	-1.37
FLJ44635	0.202
CHODL	0.76625
EXOSC8	-2.37575
SLC28A1	-1.035
MYO7B	-0.727833333333333
SEH1L	-1.3786
MTNR1A	0.494833333333333
TSPAN5	-0.510666666666667
CDC45L	-3.897
AMIGO1	0.615
ATAD3A	-1.277625
OSGIN2	0.1565
PDIK1L	0.818
DARC	2.702625
PIPSL	0.875
SHMT1	-1.407
CRISP3	0.724
POPDC2	2.93566666666667
ZRANB2	-1.175
FBXL8	-0.07775
TRIP13	-2.86963636363636
EIF5AL1	-1.222
POU5F1P3	-5.0635
IL6	-3.133
CXorf38	-0.334833333333333
IFNA16	0.065
FBXL2	0.754166666666667
BRD1	0.60825
STATH	0.56925
FBXO44	0.420166666666667
MCCC2	1.582
CDC2	-2.5124
C5orf23	-0.29625
IVD	0.548666666666667
C10orf122	-1.535
MSL3L1	0.0679
MVP	1.217
EPOR	-0.8384
ZMYM1	-0.241666666666667
BCL7C	0.582666666666667
PSTPIP2	0.8934
LYPD1	-1.724125
OR8G5	0.1855
ZP3	-0.133
BCAS4	1.41583333333333
EDG6	1.2105
ISY1	-0.63225
PRAMEF2	-1.406
CUL1	0.181375
RNF213	0.6417
CCRK	1.31325
DHX9	0.081875
C13orf29	0.6105
NCKAP1	1.28083333333333
MRPL43	0.569428571428571
XPR1	0.643
PKN2	0.1256
PODNL1	1.538
ZNF333	0.6745
DALRD3	1.56625
OPN1SW	-0.275
BTBD6	0.3915
C11orf82	-3.1885
OR5P3	0.958
DUSP11	0.0485
L1CAM	-1.6247
NEK11	2.7315
OR7E91P	2.2255
CNTN3	2.0222
CREB3L2	-0.23475
ZBTB37	0.545
KIAA1324L	0.44275
NDUFB10	1.2255
NUDT2	0.9275
GTPBP8	-0.54575
CACNA1D	0.37725
PRKAA2	0.5775
PRDM8	-0.022
MGC16075	-0.35
