Hybridization REF	TCGA-E2-A14Y-01A-21R-A12D-07
EN1	4.0135
SLC9A9	0.05
GSTM4	-1.7256
CDC42BPA	0.046
RCSD1	-1.8495
LUC7L2	0.0639
SPTBN1	-0.0864
LOC146167	0.3395
BAT5	1.2487
ZNF452	-0.38425
LSM4	0.114875
SRP72	-0.4815
SGK269	0.138916666666667
MTX1	0.3145
CENTA1	-0.73525
UNQ9433	0.6565
ATR	-0.148166666666667
DDX49	0.587333333333333
PAQR8	-2.454
C14orf174	-1.2025
GBGT1	-0.4285
THAP1	-0.50025
OR10K1	-0.076
RASIP1	-0.870333333333333
DPYD	-0.3212
DOHH	0.59975
C18orf45	0.60525
POF1B	-0.4424
ZNF552	1.0445
USP32	-0.706
MED27	-0.0155
C14orf149	-0.682
PRDX4	-0.426833333333333
ABHD12	0.6479
AGT	-4.78275
SLC22A14	-0.42025
C1orf58	1.24925
PILRA	-0.902
ABCF2	-0.24825
C17orf85	-0.3892
TKTL1	-0.81525
FGF1	1.44125
IL6R	0.036
VPS25	-0.66225
CHRNB2	-0.1545
COL7A1	-1.0841
LRRC48	-0.577666666666667
SPG20	-0.912166666666667
COX10	-0.1595
GCA	-0.38625
ECEL1	2.97516666666667
GLG1	-0.6355
SRD5A2L2	-0.134
MUTYH	-0.578875
ZNF70	0.04575
L2HGDH	-0.539
GPATCH2	1.119
ZNF655	-2.52225
ZNF227	-0.7565
MCOLN2	-1.24716666666667
NQO2	-0.15175
KCNQ5	-0.139
NEU1	-0.0455
QRICH1	-0.194
ZBTB20	-0.608166666666667
RPUSD3	0.084
EPGN	1.952
TSN	-0.117083333333333
SPRY2	-1.18566666666667
LZTFL1	-0.817375
GMFB	0.29075
PBEF1	0.6208
HBG2	-2.24575
TMEM8	-0.877
PALM2-AKAP2	-0.438666666666667
NFYA	1.80975
FAM108A1	0.13375
PBLD	0.2315
NRG4	-1.494
PIGF	0.0625
PTGER1	-0.19225
NOS2A	1.47133333333333
C21orf34	1.95366666666667
C21orf51	0.798583333333333
IL17C	0.528
TRMT6	0.3255
ETV2	1.132
CCDC109A	-0.144
MYLK2	-0.6115
ATP10A	1.5774
DPH4	-0.12975
C5orf5	-1.25216666666667
KCNA4	0.292166666666667
NMNAT2	-0.968833333333333
GLYATL2	3.3885
LSMD1	0.385375
IL23R	-1.76875
NRF1	-0.20475
MUC15	1.75883333333333
PRDM12	-2.421
PAQR4	0.584
RBBP6	-1.528
IFI27	4.2035
SKAP2	-0.0376666666666667
TAGAP	1.20875
TJP3	1.498
C9orf61	0.07775
IDS	-0.690571428571428
PARG	0.00424999999999998
LOC131149	0.022
DYRK4	-0.291666666666667
MICALL1	1.8285
GALR2	0.1825
GPBP1L1	0.385875
TBX21	2.8155
KCNJ6	-0.113833333333333
GGN	1.32475
CASP5	1.20883333333333
RNF182	-0.5685
BRD4	0.47
DOK4	-0.6495
SLC46A2	0.3625
SOX9	3.4805
ZNRD1	-0.403166666666667
PRR6	-3.544
FAU	0.003625
DTNB	1.68933333333333
CARD9	0.3915
STS-1	1.15133333333333
SLC4A5	0.320625
NSBP1	-1.59225
UGCGL2	-2.33458333333333
POTE15	-4.932
NOXA1	-1.232
RP13-347D8.3	2.45525
SAMD10	0.181833333333333
EP400NL	-0.56
TCF21	-0.21325
AMELX	0.48475
JPH2	1.0023
SLA	0.97125
DLST	-0.966166666666667
SEPT12	0.48375
RGS20	0.68475
LXN	-1.583
ZNF419	-0.430625
UPK3B	0.714333333333333
RELL1	0.61725
ESPNL	-0.4125
KLHL21	0.846375
PI15	0.7595
C2orf61	-0.959
LOC407835	-0.510833333333333
RER1	0.6175
ELAVL2	2.1475
MGC26718	-2.97675
KLF2	1.81825
TNFAIP8L3	0.834916666666667
TFE3	-0.16925
C11orf17	0.30125
15E1.2	-0.4215
SNRPC	-0.66725
DLGAP1	-1.68525
PGLYRP1	0.349875
OVCH2	0.543
IRF7	2.5569
SET	-0.3272
NAB2	0.180166666666667
LRP5L	-0.094
FAM120A	0.281625
ASCL2	0.570166666666667
SHH	0.3375
ATP5H	1.0015
THPO	-0.904
TYRP1	-3.66866666666667
HIST1H3E	0.407166666666667
EIF2S1	0.2205
TNFRSF17	-0.948833333333333
TARSL2	-0.03
NKX2-8	1.45025
C1orf115	0.654625
LOC56964	1.011
KIAA0841	-0.906
ISCU	-0.4325
TTMA	-0.3995
ZNF414	0.43
LOC441150	0.81675
RAB15	0.223
HBP1	0.207833333333333
TNNT2	3.5005
CECR5	0.02825
PHGDH	-1.233125
JRK	0.6259
XPO4	0.500375
FAM131C	1.191
ARHGAP25	0.7375
CA9	0.840888888888889
GPR62	0.769166666666667
TLX1	0.306166666666667
GPS1	0.394
OR2M2	0.382
BDP1	-0.337142857142857
FAM70B	1.379
RPS29	0.136
MKLN1	-0.4742
TSPAN19	-2.535
SLC29A3	0.00770000000000001
LGALS4	0.409166666666667
USH2A	0.4298
NF1	-0.6585
APOBEC3A	4.12366666666667
IMPAD1	0.91
OLR1	0.991833333333333
NRAP	0.2325
HCFC1R1	0.409166666666667
TAOK2	0.482833333333333
MCM10	-0.934166666666667
MAP4K3	0.0667499999999999
CBS	-2.363375
CLK3	-0.4353
PCDHGA5	-0.308
ELF4	0.57575
FAM71A	0.30025
C11orf49	-0.4835
CLIP2	-0.5455
BTBD9	0.5479
ZNF524	1.89125
KDELR1	-0.1835
ZNF509	0.118
NCSTN	1.441
ZNF533	-0.464357142857143
PARP4	-1.446375
GALNT9	0.203666666666667
NPY	-2.58475
BEGAIN	-1.937
TMEM77	-0.6135
FOXRED1	-0.422
SLC16A2	-1.02416666666667
SLC35B1	0.25925
GK5	-0.108166666666667
SDCCAG10	-0.40975
C4orf20	-0.133
SLC9A2	-2.013
ADD1	-0.148071428571429
TAL2	-0.805833333333333
ACLY	-0.43075
DNAJC1	0.1155
SOST	-0.3045
USP43	1.60516666666667
CYP4F12	-1.608
FKBP5	0.29275
CHCHD5	0.5001
NUDT22	0.29025
CCDC85B	0.0485
OR51G2	1.028
STRN3	-0.155642857142857
TMOD2	-0.16875
FLI1	-1.49425
MAB21L2	-0.0955
DGKQ	0.79525
VPRBP	0.389333333333333
SCNN1B	2.1289
ECHDC3	1.0725
TMEM106C	-0.56625
CSNK2A2	-0.6115
RPL39	0.2965
HERC3	-0.0255
ZBTB47	0.719666666666667
ZNF681	-2.23075
PAGE2	-2.269
CLIC5	1.57207142857143
RABAC1	0.6005
ZFHX2	-0.6835
YPEL1	-1.15216666666667
KIAA0776	-0.4175
NR1D2	0.58425
DNAJC4	0.599625
NPNT	2.8568
ZNF677	-0.103
ZNF536	-1.589
MEF2B	0.545083333333333
PTPN4	-0.20025
CTCFL	-5.502
STX5	0.0618333333333334
CD72	0.4815
VEGFA	1.00205263157895
XRCC1	-0.2655
MAS1L	1.236
ELL	0.4257
SETBP1	0.2065
CDH11	1.30483333333333
NDC80	-0.162307692307692
DMBX1	-1.20425
NRSN1	0.393666666666667
BAT2D1	0.086875
CDS2	0.345666666666667
C1orf212	-0.174666666666667
SENP3	-0.570875
IL1F9	1.8375
EEF2K	0.107875
COG8	-0.04275
CEP72	-0.10325
OR1L8	-0.372
MUS81	-0.809083333333333
PHYH	0.43025
GGT6	0.945666666666666
C22orf23	0.00300000000000003
C13orf33	1.4695
MAPK8IP2	0.07575
NELL2	-1.467
POU3F2	-2.49716666666667
ALPK1	1.149625
MRPS18C	-0.13025
RPLP2	1.194125
FGF22	0.515
SPNS1	-0.116333333333333
ZFP1	-1.42
IL1RAPL1	-2.0245
PCSK9	0.0533333333333334
NKX2-1	0.00435714285714286
C6orf189	0.562
SP4	-0.957
SLC11A1	1.8598
C21orf25	-1.16933333333333
ICAM2	-0.480625
SH3GL1	-0.267333333333333
GSK3B	0.142166666666667
RALB	0.864125
PDXP	-0.693333333333333
GNGT1	0.386875
KIR2DL1	0.812
TNFAIP3	0.416833333333333
C6orf32	-1.4112
CBLN2	-0.228
PANK3	1.1765
TAAR9	0.9755
WDR82	0.6545
APOM	-2.85925
TRIP10	-0.2805
SPATA16	0.397166666666667
C1orf135	-0.27425
USP51	-1.771
TESK1	0.8015
C11orf64	0.344375
ZNF611	-0.201
PDE6G	0.139833333333333
HLA-DQA1	2.77825
GCLC	0.84525
SEC61A1	0.551857142857143
TWSG1	-0.0518333333333334
ZMYND10	0.19275
CTDP1	0.38125
ADAMTS6	-0.568833333333333
SLIT1	-1.45375
KRT86	-0.4255
KIAA0574	-1.415
GTPBP2	-0.399
PQLC3	-0.389
PRRX2	1.8875
C15orf44	0.086
MKKS	0.696875
C11orf10	0.00525
GPR110	-0.108875
CD109	1.427
ADCY1	0.471666666666667
RHBG	-2.719
TP53I3	-0.347
SLC22A3	-1.7851
UCP2	-0.61375
FOXG1	-3.231
OR2AG1	0.664
TRIM24	-0.25975
PROC	-2.312875
TAAR6	0.76425
AMTN	2.3605
C10orf47	-0.151166666666667
DEPDC1	-1.01025
FLJ45557	0.245
ZDHHC17	-0.6453125
KIAA1429	0.3555
KCNH1	0.65825
VNN3	2.697375
PSMAL	2.9525
PPARD	1.172125
HFM1	-3.25575
YBX1	-1.0165
ZNF695	0.761
SCTR	0.172333333333333
DCDC1	-0.725
VPS26B	0.2581
MTF2	-1.4935
ATP6V1F	-0.01275
CCDC94	-0.03775
PERF15	0.532
CCL11	1.61025
LMO7	-0.5775
DCST1	0.733
ADRBK1	0.5515
CDRT4	-0.878375
ZNF84	-0.82175
HOXD8	-0.45425
STARD8	-0.626666666666667
FOXP2	-1.474
CCDC103	0.503
POLR3A	-0.4864
GSC	-1.25533333333333
ZNF114	-1.51783333333333
HTR7P	0.6465
LALBA	0.694
RMND5A	0.4325
PSCD2	0.3355
ZNF409	0.2855
KRTAP1-3	0.737833333333333
MAF1	0.7015
LOC201725	-0.4285
NRN1	-2.94275
SPAG5	0.1465
DNAH7	0.244666666666667
FLJ43860	0.695
BRCA2	-1.1665
ACADM	-0.927125
CXXC6	-2.11175
RAGE	-1.7955
CHMP2A	0.21975
FAM8A1	-0.7554
GPR21	0.4595
SLC12A3	-1.98333333333333
FVT1	0.753
ZDHHC7	-1.1605
FLJ44048	2.046
SLC44A3	1.77066666666667
SDSL	0.465166666666667
MMP8	-1.59975
PLA2G12B	-2.653
ACY1	-0.42525
MT1E	-1.14216666666667
OR4K15	0.2365
TECTB	-0.558
GPR20	0.419125
IRAK2	-0.3505
RFPL3	-0.53975
MYO9A	-0.17775
NARG1L	-0.872083333333333
BLMH	-3.281375
CCDC3	1.44
C9orf21	-1.70083333333333
KIAA0513	0.281666666666667
MIER2	0.0785
PNMA2	-1.93308333333333
SH3BP2	1.1409
ANXA10	-1.1885
RTN2	-0.598333333333333
TFB1M	-1.1925
PRPH2	1.4625
C14orf133	-0.1695
GOLGB1	-0.485916666666667
IRX4	4.019375
NFKBIL1	0.665333333333333
C10orf62	0.0615
APBB3	0.22975
RPS10	0.8822
LOC728378	-2.5555
TLE3	1.13244444444444
PSMB7	0.39725
MESDC1	-0.0495
SLC6A1	0.763833333333333
OCLN	1.37733333333333
PTTG3	-0.396833333333333
NAGLU	-1.022
SERTAD4	2.115625
SPRY1	1.10025
FLJ10781	-0.711416666666667
MYSM1	-0.45075
TRIM4	-0.348928571428571
SH3YL1	1.71875
TREM2	3.0495
SERPINI1	-1.0405
HDHD3	0.688625
TMEM38A	2.136375
EID2B	-3.19225
TDRD3	-0.441
SEDLP	0.85175
THSD7A	0.958333333333333
NDST3	-2.7085
KLHL15	-0.799833333333333
DHRS12	0.5215
FBXO9	-0.7565
TNPO1	-0.279666666666667
MRPL13	0.525
SNX5	-0.817166666666667
METTL6	0.012
SOD1	0.488875
CHML	0.5775
PACS1	0.69975
SIRT5	-0.4306
CAPN2	0.270333333333333
FXYD5	-0.992333333333333
TWISTNB	0.08275
LRFN1	1.19733333333333
UBE1L	0.900625
UBE1C	0.48975
OR51B2	-0.0425
OR4D11	-0.181
C15orf2	0.243
NR4A1	1.36533333333333
LOC339047	-2.797
TRIM17	0.9885
ATP5G3	0.576785714285714
RPL15	-1.1745
ADAMTS8	-0.632
HOXC4	0.093
C14orf37	0.088
CEACAM5	-1.116
MYT1L	-0.0183333333333333
RASA2	-0.63075
OSBPL7	-0.7495
STAG1	-0.28
GIMAP4	4.17683333333333
FUT3	2.2475
PIF1	-1.04375
LPIN2	-1.0717
SH3PX3	0.68225
PDP2	-1.00025
PAPD1	0.054
ERP27	1.58375
APOOL	0.3168
DIABLO	0.12225
TRHR	0.26725
ARMC9	-1.977875
RNF152	4.88825
SLITRK3	-0.298833333333333
ZNF211	-0.7014
PFDN1	0.2775
RGS11	-0.531875
HS6ST1	1.1543
AKR1D1	-2.33
TNP2	0.522666666666667
STK31	2.27383333333333
EML4	-0.211416666666667
SGTA	-0.709666666666667
HIST1H2BI	0.297166666666667
PSMD6	-1.93083333333333
KIAA1257	-2.3305
C18orf55	-0.244333333333333
FLJ20273	1.765875
RPL28	-0.315166666666667
EPYC	0.8585
NOX3	-0.021
ELAC1	0.2265
METT11D1	-0.51275
BIN2	-0.0895
NACA2	-0.28125
CCDC17	-0.00425
HM13	-0.5416
UBOX5	-0.738375
UBE2O	-0.0955
UBL5	0.1975
APOLD1	1.716125
C9orf31	0.4655
TNFSF8	0.626
ARHGAP29	-1.548375
PROKR2	0.7125
PDE5A	-0.954833333333333
C6orf12	-1.5615
TOM1L1	0.2985
WHDC1	0.19325
FOXI1	2.025
RAB4A	0.3442
TMEM39B	0.10225
ATPBD1C	-1.1555
FARSA	-0.015
PLEKHG5	1.46775
CMAS	-0.326666666666667
OR7E24	0.598
SLC30A1	1.10025
CDC42EP5	1.63516666666667
PLAC1	-1.36625
KLHL18	0.5285
LBA1	0.1489
TAZ	-0.3025
CRIP2	-0.285875
BTBD11	1.2935
C16orf72	-0.23325
DIO2	1.9934
LRRCC1	3.6855
CCDC136	-2.305
PRX	-0.13275
RBM5	-0.9238
TMEM85	0.16175
TUBGCP4	-0.593833333333333
APLN	1.525125
CDK7	-0.4065
SSR2	0.574916666666667
CRELD1	-0.33475
C19orf46	1.537
GAL3ST4	-0.00866666666666666
KBTBD10	-1.058
IL28A	1.948
WDR27	-0.845
MCM2	-0.4345
SOX14	-0.0505
FLJ39743	0.1365
KIAA0922	-0.295625
HIPK4	-0.382
FLJ25758	-0.339
C16orf57	-0.2215
PDZD2	2.977375
MCC	1.464625
HHLA3	-1.0869
ID2	0.3555
C20orf23	0.608333333333333
ZNF688	-0.112
APOC2	-1.409
LOC440093	-0.6865
FAM50B	0.514833333333333
PWP1	-0.204
DNAH10	-0.5655
HIST1H2BA	1.2135
GPR56	1.38866666666667
METAP2	-0.4305
PAN3	0.227333333333333
STXBP4	-0.300625
PDHX	0.0885
MTA1	-0.236583333333333
ZBED4	0.167125
ZNF720	-0.61775
CDK2	-1.595875
RHOJ	-0.277375
CDC37	-0.0895
ZER1	-0.130875
GRK4	-0.24525
PRPH	-0.0505
POLR2A	0.6915
OGFOD1	-1.03525
NOL5A	-0.8335
PHEX	-1.068
FLJ16478	1.01175
C20orf117	-1.216125
CAMTA2	-0.4305
C11orf74	-0.170166666666667
DDX17	-0.340666666666667
C5orf27	0.729125
PLEKHA2	-1.2768
PDE4DIP	-0.9295
SCN7A	-0.0175
ZNF559	-0.948166666666667
CXCL10	4.71575
ZMYM4	-0.663333333333333
STK32B	-1.41273333333333
KIAA0888	-3.6218
TACR3	0.9085
CKAP2L	-1.1255
KIF1A	-0.3905
RSPRY1	-0.509
VCAN	0.26825
CYP27C1	0.504
SYDE1	-0.715166666666667
MED12L	-2.03325
ZDHHC21	0.898375
NHS	0.155
TM9SF3	1.13266666666667
DDHD1	-0.6185
MAFG	-0.136416666666667
BICD2	0.9248
C14orf119	-0.652833333333333
C14orf43	0.714285714285714
CDH7	-1.76325
ALKBH5	-0.260285714285714
JUP	1.215
TMEM41A	0.460666666666667
MAMDC4	-1.03933333333333
CBX3	0.51275
LRRC18	0.26075
RBMXL2	-0.229
PLA2G4D	1.00383333333333
FGF13	-0.469875
KIF3A	-0.681333333333333
PDIA6	-0.691
DCXR	0.0455
CASKIN2	0.770583333333333
EHD1	1.56066666666667
MARCKSL1	0.3875
ZNF496	-0.125666666666667
SCAF1	0.4635
KCTD8	-1.869
TRAF3IP3	1.085
LSR	1.60975
CXorf1	0.19
C14orf112	0.102666666666667
EIF2B1	-0.278
OMP	0.6725
GSTZ1	0.91375
LOC92017	-0.273
ISLR2	0.778
C12orf36	0.394
GATA2	-1.90183333333333
GABRA5	-0.8895
CELSR2	-0.172714285714286
STAM2	0.1144
TNAP	-1.1465
PTPMT1	-0.331333333333333
GRP	2.115
SV2A	-1.306
MAGEA12	-3.42775
CACNG1	-0.5255
C18orf19	-0.303
GSG1	0.1835
PTPRJ	0.0589285714285714
FRMPD1	0.385
ZNF668	0.71875
PLEKHJ1	-0.26325
ADAT1	-1.7196
TMEM50A	0.018
UCN3	0.4305
HOOK1	0.989875
IL17B	-1.0415
MLKL	-0.916833333333333
TTC14	-2.40133333333333
KLHL5	-0.872875
CRYL1	-0.952166666666667
FOXH1	0.9285
NFYB	0.0575
PPM1G	-0.08575
GOLGA2LY1	-0.919
NMT1	-0.33
HADHA	-0.4534
CHSY-2	1.2135
PLEKHF1	0.830857142857143
SAGE1	-1.875
MUSTN1	0.337
SUHW4	0.451
TFEB	2.43583333333333
ZFYVE27	-0.0655
ATG12	0.004
BMI1	-2.00321428571429
ZIM3	-0.02575
MYH4	-0.17325
MASP1	-0.928583333333333
KIAA0984	-1.61
RPAP2	-0.60025
ASB5	-0.2165
BOLA3	-0.599166666666667
MIA3	-0.429333333333333
KRT35	0.2505
KIR3DL3	-0.993
MRPL51	-0.376
SEMA3F	1.10866666666667
NDUFB2	0.749
LOC253012	-1.29725
FAM46C	-1.888
G6PC	-2.0005
CSAG3A	-2.86316666666667
PREX1	-1.5295
SLC25A45	-0.00225000000000001
MAPKBP1	1.0094
CPE	0.9235
GNB1	-0.679625
CXCR6	0.962
TRIM46	0.1125
C16orf3	0.716166666666667
HPSE	1.207875
TIGD3	-0.165
SPG3A	1.75575
LCAT	-1.13633333333333
ST6GAL1	-1.28572222222222
POMC	0.40425
FLJ36031	-0.120833333333333
NSMAF	-0.304166666666667
SKIL	1.7405
ADSS	0.658166666666667
HMGCS1	1.0026
POLR3F	-0.5205
RAB10	0.13575
ZNF277P	-1.44475
ZBTB7B	1.445875
DHRS1	1.309125
ABCC13	-0.197625
CNOT3	0.25825
NFKBIA	0.892
GAK	0.542833333333333
SFT2D2	3.497
HOXA6	0.0245
CRTC1	0.73475
LY6D	4.43033333333333
C20orf72	-1.01033333333333
CPT1A	-0.3415
LMO1	-0.788
EIF3I	-0.035
PRB4	0.71225
MCM3APAS	-1.7545
C20orf132	-1.5157
FOXF2	-2.10375
S100A12	4.84575
MLH1	-0.561666666666667
ACTN1	1.8649
MRPL36	1.098
C20orf106	-0.697
FBXO6	2.40533333333333
MKS1	-0.205833333333333
CX3CR1	-4.149875
PDE1B	0.451
PLP1	-3.65925
KISS1	0.378666666666667
C14orf2	0.944833333333333
TBC1D3P2	-0.75625
COMMD6	1.4338
ANKRD7	-2.163
PTCHD1	1.768375
NARS2	-0.57025
DOCK7	-0.601375
FAM127B	0.384125
LOC390243	0.298333333333333
N6AMT2	0.98925
ZNF391	-1.023
DNAJB14	-0.7265
WRB	0.08675
BPI	0.09675
TTC4	-0.485833333333333
FAM10A5	-0.4925
GOT1L1	0.4374
MAGED1	-0.648625
RESP18	0.14325
WFDC6	0.62925
MT2A	-1.384
C11orf56	0.44325
KIAA1432	0.106
ROR1	0.343625
HSD17B14	0.415166666666667
ZFAND2B	0.887625
SAMD4B	0.7555
HEXA	0.209
HNRNPU	0.166045454545455
USP39	-0.2275
NRD1	-0.43025
R3HDML	0.6245
FLT4	0.268333333333333
OMG	0.191666666666667
OR52N4	0.503
LOC399818	-0.699
ELA2	-1.5045
VENTXP1	0.2325
RFC5	-1.2975
OR52L1	0.2005
PAX5	0.536
FBXO2	1.35175
GMEB1	0.6055
AKT3	-1.65883333333333
CRB1	-1.78783333333333
CTTN	0.821666666666667
UTP15	-0.125
HSBP1	-0.635666666666667
PHF11	1.36675
NDEL1	-0.235166666666667
USP8	-0.513
BAIAP2	1.422125
SI	0.374
ARSJ	-1.013
BAAT	-2.18325
KCNS3	1.22533333333333
LOC126147	-0.1905
TMEM37	-0.8105
C1orf162	2.51783333333333
MBD1	-0.0465
ITGAL	-0.8955
WDR73	-0.580333333333333
GKN2	0.497666666666667
ARFGAP1	-0.46675
SLC5A8	0.0143333333333333
ZBTB40	-0.2225
CYP4B1	0.159333333333333
LYPLAL1	0.42125
CHST3	0.7725
MAP3K9	0.7365
BTAF1	-1.24033333333333
TFAP2E	0.509
RBM35B	0.5815
LOC441251	-0.115833333333333
ANKRD25	-1.22433333333333
UQCRC2	0.022
MAEA	0.415583333333333
HYAL1	0.2526
RNPEPL1	0.513166666666667
CPSF2	0.41775
PSD3	-0.6231
ABCA13	0.115875
AGR2	-0.8165
GBX1	-1.1845
HDLBP	1.06964285714286
ACY3	-0.2005
HECW1	-0.85975
ZNF519	-0.274
HOPX	2.86575
ZNF304	0.174375
OR12D3	0.077
FKSG43	0.66875
METTL1	0.725
MFSD3	1.6767
PSPH	-0.58825
CLCA3	0.178
DARS2	-0.743833333333333
CDC25A	-0.158166666666667
BAIAP2L1	1.033
B3GNT5	2.902625
USP29	0.0375
ARHGEF10L	1.59
ATOX1	0.809375
ADAM30	0.59
DNASE1	-0.69075
STT3A	0.746166666666667
RAB6IP1	-0.837
PTN	-0.7784
C1orf106	2.177
HECA	1.37825
RNF122	-0.1685
SLC22A18AS	1.03666666666667
GNG8	0.864166666666667
ELP4	-0.16525
FAM65A	0.264
RPL10A	-0.735
IRS4	0.1165
MACF1	0.284
SEC24D	-1.71025
LOC374395	0.245
TGFB2	-0.369625
MDFIC	0.091375
CHRNE	0.886
PCMTD2	-0.970833333333333
ATP6V0D1	-0.328833333333333
MTA2	1.14425
LZTR1	-0.311
RAP1A	-0.698666666666667
AXIN1	-0.752375
POLR1C	0.31175
TRIO	-0.0283333333333333
PLXNA4A	-0.72025
C5orf33	-0.069
DEPDC1B	-0.724625
ZNF473	-0.203166666666667
MTM1	0.04525
GPR107	0.847333333333333
CSNK1A1L	0.299166666666667
FLJ14154	-1.01675
NLRC4	2.5695
ENPP4	1.03066666666667
PADI3	0.483
RNF170	-1.01725
CG018	-2.17433333333333
C16orf7	0.49875
KCNE1	0.92775
NRM	-0.0261666666666667
SLC37A3	-0.288142857142857
TPD52L2	-0.130666666666667
UNC5B	0.8345
C12orf12	0.374666666666667
SDHB	-0.133
CLRN1	0.589375
NUDT10	-2.13583333333333
UGT3A1	-0.073875
FBXW8	-0.77925
RHOF	-0.31125
PTPLAD1	-0.060125
MYO3B	-1.448
DERA	-0.1025
TPP2	-0.7015
C19orf53	0.716666666666667
GINS3	-0.896875
ST6GALNAC5	0.975
CHSY1	-0.18275
MGC15705	-0.1025
GPR83	0.432166666666667
EXT2	-0.353875
DOLK	0.39
TUBAL3	-1.058
ACVRL1	2.0114
ABL2	0.4045
C14orf156	0.249166666666667
PTPRZ1	-0.431375
DIP2C	-0.615
LAMP1	1.151375
RXRA	0.5616
MAP3K5	1.5055
ALKBH1	-0.590333333333333
PDLIM7	0.15575
ARL14	-0.934
SNIP1	-0.693166666666667
TIMP3	0.786833333333333
RGS3	0.2475
SPAG16	-2.4939
ABHD4	-0.2325
ARHGEF12	0.601416666666667
GLUD2	-0.0355
RAC2	-1.5274
UAP1L1	-0.2275
SLC18A3	-0.0695
YOD1	-1.27366666666667
RALY	0.2445
HMOX2	0.608375
DGKH	0.389
DBNDD2	0.661166666666667
YIPF4	0.181125
THAP10	-2.075
ZNF513	1.24525
HAGHL	-0.00799999999999999
ITGB4	2.623
CCDC141	-2.048
YTHDF3	0.325
C5orf28	1.6615
RPL7L1	-0.3465
TMEM30B	0.956357142857143
ANKRD35	2.2105
DUOXA2	0.735
TBC1D5	-0.193375
DFNB59	-0.864
HRH4	1.17075
MYO6	0.9352
DNAJA4	3.10275
RBM24	-1.544625
CEACAM20	1.69325
RBM23	-0.537642857142857
NGFB	0.04
C1orf63	-0.924
KRTAP7-1	0.2915
PERLD1	3.93375
NPB	1.0725
C17orf59	0.1805
HSPBAP1	-0.52775
SLC15A4	0.04375
PRTFDC1	-0.40725
OSMR	0.966714285714286
CYSLTR2	-1.0225
C19orf25	0.5246
KIAA1797	-0.5365
NLRP6	0.3935
FAM105B	0.9103
SCRN2	-0.0218333333333333
LRRC58	-0.8801
RNF17	0.115571428571429
NEIL3	-1.6885
FAM137A	-1.58575
SKP2	-0.50825
PARVA	0.717166666666667
PKLR	-1.186
RNF34	-0.4745
A3GALT2	0.30875
C12orf50	-0.236166666666667
SUNC1	-1.95425
FAM102B	-1.45933333333333
CCT2	-0.8335
LRRC37A2	-1.769
ARF4	-0.071
SIKE	-0.98725
C8orf48	0.0246666666666667
MBTPS1	-1.5675
GPSN2	0.114
NCF2	2.81175
SLC12A6	0.200166666666667
MRPL48	0.18775
HMGN3	0.7025
LRRC62	-0.613
PAX9	0.59075
FAM55A	0.457
C20orf42	0.277333333333333
SCML2	-2.305
BCL9	-0.04125
FAM40A	-0.509
C9orf41	0.691833333333333
ZNF774	0.3025
LETM1	1.01325
PLXNB1	0.666333333333333
NIPSNAP1	-0.722125
USP10	-2.0295
F9	0.029
LIPE	-0.05025
CNGB3	2.5885
C12orf52	0.07075
PI4K2A	-0.00887499999999997
MED8	0.088875
STAT4	0.9811
FGD4	0.589
RNF145	0.687833333333333
WDR32	0.0127
CLDN2	0.251
TCEAL8	-1.1175
ZMYND8	-1.2741
PDXK	1.1781875
GATAD2A	0.44025
PTGES3	-0.4015
CCM2	0.3785
TAP1	2.413
ZNF670	-0.59025
ETS2	2.56457142857143
C6orf166	0.965
PRMT2	0.860857142857143
OR4B1	0.378
INTS8	0.833
CCDC102A	0.40775
CCDC83	-1.82233333333333
ITGA1	0.0291
EPHA5	-2.4507
FAM24B	0.0468333333333333
TSGA10	0.93
HAL	-1.68433333333333
MYOT	0.2615
SPACA3	0.25675
BCL2L2	-0.0638333333333333
CUGBP2	-0.2095
CCNB3	1.11925
RNF113B	0.1055
MERTK	-0.89125
BAG1	2.00625
VPS36	0.767
ORMDL3	-0.676
C1orf190	-0.3655
ZNF625	-1.0495
CORO2B	-1.78625
ALOX15	-0.623
CST1	0.177
NUPR1	2.02433333333333
CCL7	3.22775
SMCR5	-1.8535
DSC2	4.9945
RBMS2	1.2
GRIK4	-0.1695
TRIM65	0.2023
TMPRSS6	-0.258
TP53INP2	0.24225
GLB1L	0.3925
LOC388284	-0.225833333333333
PUS1	0.144142857142857
BCL9L	0.27
OLFM1	-0.54175
RET	-2.07825
MASTL	-0.5545
ALX3	0.32925
IL1RL1	1.278
ZNF765	-1.2521
C14orf138	-0.68375
SNX10	-1.90283333333333
TAC4	0.474
C1orf64	-2.540875
POGK	0.490375
MAPK9	-0.48
ZNF366	1.55425
C8orf79	-0.7899
CLDN7	2.49
OR5AT1	0.441
TRIM37	-2.8495
LRRC25	2.141
GRHL2	3.0643
TEKT3	-1.17875
LASS5	-1.262
ABCC4	-3.25858333333333
DLG3	0.1665
VGLL1	2.13
ZFP36L2	0.919166666666667
MFRP	0.368833333333333
KIAA1799	-0.15075
FLJ44379	0.409
PCNX	-0.01075
ANXA9	-1.8445
CYP4V2	-1.6196
PIK3C2A	-1.07725
SRR	-0.8305
NOL3	0.752
IFITM2	0.987
ARNTL2	0.49
ZNF595	-0.59075
NLRP13	0.424
ASPH	0.30325
CPA2	0.193
PVRIG	-1.6715
LEPR	-0.426666666666667
C16orf42	0.2005
