Hybridization REF	TCGA-E2-A15I-01A-21R-A137-07
RSRC1	-0.73475
COG1	0.6
PTRF	-0.5739
C16orf35	0.42375
FBXO24	0.897
CHST11	-1.27475
THRB	0.0666
MYBPC1	3.73325
RNF39	0.54
PSMD11	-1.59025
ALAD	0.458
EN1	-0.26225
SLC9A9	0.26725
GSTM4	0.3546
CDC42BPA	-1.91915789473684
RCSD1	-0.36025
LUC7L2	0.1434
SPTBN1	-0.2245
LOC146167	0.301
BAT5	1.0246
ZNF452	-0.532875
LSM4	-0.943625
SRP72	-0.4265
SGK269	-0.0685833333333333
MTX1	-0.25375
CENTA1	0.62575
UNQ9433	-0.742
ATR	0.0489166666666667
DDX49	-0.145833333333333
PAQR8	-1.277
C14orf174	2.6445
GBGT1	-0.16425
THAP1	0.1575
OR10K1	0.016
RASIP1	-1.20616666666667
DPYD	0.0487
DOHH	-0.18075
C18orf45	1.13475
POF1B	2.7894
ZNF552	2.35625
USP32	-0.98025
MED27	-0.784
C14orf149	-0.641333333333333
PRDX4	-2.00966666666667
ABHD12	0.931
AGT	-4.76225
SLC22A14	-0.1445
C1orf58	-0.12475
PILRA	0.1605
ABCF2	-0.658
C17orf85	-0.615
TKTL1	-1.42175
FGF1	1.9923
IL6R	-0.279333333333333
VPS25	0.1225
CHRNB2	-0.261125
COL7A1	-1.6641
LRRC48	3.72416666666667
SPG20	1.13233333333333
COX10	-0.56775
GCA	1.0625
ECEL1	-0.684333333333333
GLG1	-0.309333333333333
SRD5A2L2	-0.7315
MUTYH	-1.038625
ZNF70	-0.26275
L2HGDH	-1.23675
GPATCH2	1.254
ZNF655	0.643125
ZNF227	0.0553333333333333
MCOLN2	0.833333333333333
NQO2	-0.878
KCNQ5	-0.129
NEU1	0.643166666666667
QRICH1	0.0055
ZBTB20	1.08416666666667
RPUSD3	-0.7945
EPGN	-2.1155
TSN	0.217833333333333
SPRY2	-1.82966666666667
LZTFL1	1.323375
GMFB	0.64225
PBEF1	0.9457
HBG2	-3.366
TMEM8	0.92375
PALM2-AKAP2	-0.533333333333333
NFYA	0.3455
FAM108A1	0.78625
PBLD	1.32
NRG4	-2.45375
PIGF	0.005
PTGER1	-0.50825
NOS2A	-0.387166666666667
C21orf34	0.839833333333333
C21orf51	-0.0785833333333333
IL17C	0.1165
TRMT6	-1.30283333333333
ETV2	0.118166666666667
CCDC109A	0.06775
MYLK2	-1.5675
ATP10A	0.0486
DPH4	-0.36775
C5orf5	0.00366666666666669
KCNA4	-0.0563333333333334
NMNAT2	-0.874833333333333
GLYATL2	0.5555
LSMD1	0.54975
IL23R	-2.695
NRF1	-0.1295
MUC15	2.397
PRDM12	-4.4845
PAQR4	0.270071428571429
RBBP6	-0.4321875
IFI27	2.032
SKAP2	-0.363166666666667
TAGAP	2.242375
TJP3	2.128
C9orf61	2.001
IDS	-0.081
PARG	-0.03875
LOC131149	0.2855
DYRK4	0.0745
MICALL1	-1.49875
GALR2	-0.502
GPBP1L1	0.3175
TBX21	4.8645
KCNJ6	-0.426333333333333
GGN	0.4415
CASP5	0.765666666666667
RNF182	-5.5115
BRD4	0.418
DOK4	-0.89325
SLC46A2	0.356333333333333
SOX9	2.9975
ZNRD1	-0.568166666666667
PRR6	-3.27025
FAU	0.245375
DTNB	1.6555
CARD9	0.6325
STS-1	-1.495
SLC4A5	-0.021
NSBP1	-1.84275
UGCGL2	0.172916666666667
POTE15	4.0515
NOXA1	1.211
RP13-347D8.3	3.311
SAMD10	0.2965
EP400NL	-1.7415
TCF21	-0.334
AMELX	-0.0625
JPH2	0.2708
SLA	2.25075
DLST	-1.6925
SEPT12	0.65425
RGS20	-4.7355
LXN	-0.116166666666667
ZNF419	0.827125
UPK3B	-0.286166666666667
RELL1	2.47925
ESPNL	-0.516
KLHL21	-0.2015
PI15	-0.523
C2orf61	-0.7135
LOC407835	-0.475166666666667
RER1	0.453583333333333
ELAVL2	0.574
MGC26718	1.376
KLF2	2.1325
TNFAIP8L3	0.655333333333333
TFE3	0.09725
C11orf17	-0.320625
15E1.2	-2.2955
SNRPC	-0.87225
DLGAP1	-0.7305
PGLYRP1	0.228625
OVCH2	0.263
IRF7	1.3164
SET	-1.1512
NAB2	-1.27916666666667
LRP5L	0.02725
FAM120A	0.444
ASCL2	0.123833333333333
SHH	-0.596
ATP5H	-0.0888333333333333
THPO	-0.959
TYRP1	-2.2975
HIST1H3E	0.660666666666667
EIF2S1	-0.145222222222222
TNFRSF17	-1.0295
TARSL2	0.27525
NKX2-8	0.37725
C1orf115	2.095375
LOC56964	0.732
KIAA0841	-1.339
ISCU	0.6485
TTMA	-0.4285
ZNF414	0.2935
LOC441150	0.009
RAB15	1.27825
HBP1	1.47133333333333
TNNT2	-1.81783333333333
CECR5	-1.4745
PHGDH	-2.074125
JRK	0.1017
XPO4	0.2025
FAM131C	0.353
ARHGAP25	1.02933333333333
CA9	-3.31488888888889
GPR62	0.420833333333333
TLX1	-0.607333333333333
GPS1	0.05125
OR2M2	0.49
BDP1	-0.1535
FAM70B	1.053
RPS29	0.3325
MKLN1	0.3188
TSPAN19	-2.95525
SLC29A3	0.8319
LGALS4	0.524166666666667
USH2A	0.0383333333333333
NF1	0.0953333333333333
APOBEC3A	0.732333333333333
IMPAD1	-0.549333333333333
OLR1	2.14916666666667
NRAP	-0.861
HCFC1R1	0.784166666666667
TAOK2	0.663333333333333
MCM10	-4.6285
MAP4K3	0.29925
CBS	-2.221125
CLK3	-0.1149
PCDHGA5	1.752
ELF4	-0.418875
FAM71A	-0.304
C11orf49	0.2655
CLIP2	-0.9675
BTBD9	0.9923
ZNF524	1.5755
KDELR1	0.199666666666667
ZNF509	0.5465
NCSTN	0.8525
ZNF533	3.37764285714286
PARP4	-0.494875
GALNT9	-0.370666666666667
NPY	-3.514
BEGAIN	-2.44433333333333
TMEM77	0.8655
FOXRED1	-1.5265
SLC16A2	-0.556
SLC35B1	-0.49225
GK5	0.446166666666667
SDCCAG10	-0.65175
C4orf20	0.1125
SLC9A2	0.2785
ADD1	0.428857142857143
TAL2	-0.399666666666667
ACLY	-0.3335
DNAJC1	2.428
SOST	-2.11275
USP43	-0.105333333333333
CYP4F12	-0.519
FKBP5	0.055875
CHCHD5	0.6858
NUDT22	0.4005
CCDC85B	-1.106
OR51G2	0.3265
STRN3	0.786571428571428
TMOD2	-0.18325
FLI1	0.21825
MAB21L2	0.762833333333333
DGKQ	0.40025
VPRBP	0.058
SCNN1B	-0.3536
ECHDC3	1.7927
TMEM106C	-0.38375
CSNK2A2	-0.848
RPL39	0.0146
HERC3	1.3395
ZBTB47	0.22
ZNF681	0.15075
PAGE2	-2.25
CLIC5	2.886
RABAC1	0.44525
ZFHX2	1.5695
YPEL1	0.1855
KIAA0776	0.758
NR1D2	-0.181
DNAJC4	1.274625
NPNT	3.9896
ZNF677	0.3785
ZNF536	-0.735
MEF2B	0.1865
PTPN4	-0.46325
CTCFL	-6.1365
STX5	0.3815
CD72	2.14575
VEGFA	-2.14926315789474
XRCC1	0.4005
MAS1L	0.379666666666667
ELL	0.469
SETBP1	2.4355
CDH11	2.715
NDC80	-3.84507692307692
DMBX1	-3.46775
NRSN1	-0.111166666666667
BAT2D1	0.067125
CDS2	0.0331666666666667
C1orf212	-0.429166666666667
SENP3	-1.28125
IL1F9	-0.2555
EEF2K	0.216625
COG8	-0.3965
CEP72	-1.3955
OR1L8	0.2655
MUS81	-0.338416666666667
PHYH	0.424625
GGT6	1.1875
C22orf23	-0.452583333333333
C13orf33	2.151125
MAPK8IP2	0.91675
NELL2	5.79475
POU3F2	-3.73533333333333
ALPK1	2.18125
MRPS18C	-0.20325
RPLP2	0.277625
FGF22	0.543
SPNS1	-0.212833333333333
ZFP1	-0.64475
IL1RAPL1	1.803
PCSK9	-3.8005
NKX2-1	0.153071428571429
C6orf189	0.84425
SP4	0.3055
SLC11A1	0.7874
C21orf25	1.21083333333333
ICAM2	0.69775
SH3GL1	-0.584166666666667
GSK3B	-0.0106666666666667
RALB	0.487875
PDXP	-1.85516666666667
GNGT1	-2.986
KIR2DL1	0.4285
TNFAIP3	1.46475
C6orf32	1.0594
CBLN2	-2.742
PANK3	0.191375
TAAR9	-0.293
WDR82	0.291428571428571
APOM	-2.938
TRIP10	-0.1495
SPATA16	0.400833333333333
C1orf135	-3.53125
USP51	0.15725
TESK1	0.9205
C11orf64	0.247125
ZNF611	-0.1095
PDE6G	0.681
HLA-DQA1	2.346625
GCLC	0.413875
SEC61A1	-0.0133571428571429
TWSG1	-0.651666666666667
ZMYND10	3.51225
CTDP1	0.25575
ADAMTS6	-0.194
SLIT1	-2.39125
KRT86	-0.784
KIAA0574	-1.7495
GTPBP2	-0.4728
PQLC3	1.17075
PRRX2	-0.97
C15orf44	0.229666666666667
MKKS	-0.18075
C11orf10	-0.027
GPR110	-0.494
CD109	-1.90283333333333
ADCY1	-0.0496666666666667
RHBG	-2.9215
TP53I3	-0.133
SLC22A3	-0.7762
UCP2	0.59975
FOXG1	-3.82483333333333
OR2AG1	0.1225
TRIM24	0.143
PROC	-2.441875
TAAR6	0.363
AMTN	-1.6695
C10orf47	-0.389166666666667
DEPDC1	-4.55575
FLJ45557	1.028
ZDHHC17	-0.0855625
KIAA1429	1.23633333333333
KCNH1	0.483
VNN3	0.485625
PSMAL	4.37975
PPARD	0.051125
HFM1	-1.8875
YBX1	-2.13316666666667
ZNF695	-3.29375
SCTR	-0.369333333333333
DCDC1	0.1545
VPS26B	0.346
MTF2	-0.508666666666667
ATP6V1F	0.3185
CCDC94	0.464
PERF15	-0.238
CCL11	2.94525
LMO7	-1.77025
DCST1	0.1525
ADRBK1	-0.01975
CDRT4	-0.320875
ZNF84	0.264
HOXD8	0.4385
STARD8	-0.5165
FOXP2	-1.26225
CCDC103	1.3885
POLR3A	-0.7886
GSC	0.754833333333333
ZNF114	-2.2515
HTR7P	0.744
LALBA	-0.0615
RMND5A	-0.156166666666667
PSCD2	0.63675
ZNF409	0.6475
KRTAP1-3	0.059
MAF1	-0.40775
LOC201725	-1.645
NRN1	-2.8315
SPAG5	-3.63083333333333
DNAH7	4.68566666666667
FLJ43860	0.6025
BRCA2	-1.94225
ACADM	-0.22
CXXC6	-2.709125
RAGE	0.66825
CHMP2A	0.87975
FAM8A1	0.1437
GPR21	0.4445
SLC12A3	-2.794
FVT1	-0.0187142857142857
ZDHHC7	-0.261375
FLJ44048	0.297
SLC44A3	1.36716666666667
SDSL	0.777166666666667
MMP8	-1.45466666666667
PLA2G12B	-3.934
ACY1	-0.364
MT1E	-0.0668333333333333
OR4K15	1.838
TECTB	-0.7605
GPR20	0.127875
IRAK2	-0.787
RFPL3	-0.441375
MYO9A	0.06325
NARG1L	-0.493333333333333
BLMH	-1.12375
CCDC3	1.7225
C9orf21	-0.562833333333333
KIAA0513	0.398
MIER2	0.11225
PNMA2	-1.69408333333333
SH3BP2	0.7486
ANXA10	0.1
RTN2	0.0795
TFB1M	-1.4305
PRPH2	3.1375
C14orf133	0.85675
GOLGB1	1.25808333333333
IRX4	0.509625
NFKBIL1	0.599833333333333
C10orf62	0.363
APBB3	0.50325
RPS10	0.3675
LOC728378	2.448
TLE3	1.58994444444444
PSMB7	-0.790875
MESDC1	1.6745
SLC6A1	0.865666666666667
OCLN	1.467
PTTG3	-3.4575
NAGLU	0.037
SERTAD4	-0.175625
SPRY1	1.5475
FLJ10781	-0.52725
MYSM1	1.46875
TRIM4	1.24307142857143
SH3YL1	1.334625
TREM2	3.7835
SERPINI1	-0.28225
HDHD3	0.555
TMEM38A	-0.21825
EID2B	-1.32275
TDRD3	0.7935
SEDLP	0.66475
THSD7A	1.91916666666667
NDST3	-3.275
KLHL15	-0.409083333333333
DHRS12	1.9765
FBXO9	-0.103357142857143
TNPO1	-0.0331666666666667
MRPL13	-0.752
SNX5	-2.43083333333333
METTL6	-0.44725
SOD1	-0.35775
CHML	-2.37283333333333
PACS1	0.883
SIRT5	-0.419
CAPN2	-0.0855
FXYD5	-0.536
TWISTNB	-0.249625
LRFN1	0.819166666666667
UBE1L	2.389625
UBE1C	-0.27825
OR51B2	-0.4625
OR4D11	0.0265
C15orf2	0.204
NR4A1	0.898
LOC339047	-0.44
TRIM17	0.256625
ATP5G3	-1.07392857142857
RPL15	-0.2145
ADAMTS8	-0.46975
HOXC4	-0.5185
C14orf37	1.634
CEACAM5	-2.684125
MYT1L	-1.11916666666667
RASA2	-0.049125
OSBPL7	-0.8295
STAG1	-0.487
GIMAP4	4.67883333333333
FUT3	0.013
PIF1	-3.4605
LPIN2	0.1367
SH3PX3	0.6605
PDP2	-0.9535
PAPD1	-0.966875
ERP27	4.9525
APOOL	0.065
DIABLO	0.26175
TRHR	0.140625
ARMC9	-0.206875
RNF152	2.178
SLITRK3	0.595166666666667
ZNF211	1.1554
PFDN1	-0.07525
RGS11	0.37675
HS6ST1	0.1478
AKR1D1	-1.71575
TNP2	0.0206666666666667
STK31	3.81883333333333
EML4	-1.79891666666667
SGTA	-0.713833333333333
HIST1H2BI	0.0523333333333333
PSMD6	-1.8775
KIAA1257	2.2405
C18orf55	-0.437333333333333
FLJ20273	2.3705
RPL28	-0.0341666666666667
EPYC	0.73675
NOX3	-0.1515
ELAC1	-0.1245
METT11D1	-0.05475
BIN2	0.163333333333333
NACA2	-0.006
CCDC17	1.0615
HM13	-0.5505
UBOX5	0.245
UBE2O	-0.382875
UBL5	0.106
APOLD1	1.667125
C9orf31	0.4675
TNFSF8	0.8485
ARHGAP29	1.330375
PROKR2	0.017
PDE5A	-0.932833333333333
C6orf12	-0.209
TOM1L1	0.033
WHDC1	0.7095
FOXI1	0.709166666666667
RAB4A	0.7086
TMEM39B	-0.706
ATPBD1C	-0.6785
FARSA	-0.769833333333333
PLEKHG5	1.22775
CMAS	-1.03933333333333
OR7E24	-0.2365
SLC30A1	-0.53525
CDC42EP5	1.43266666666667
PLAC1	0.98175
KLHL18	-0.191083333333333
LBA1	0.5794
TAZ	-0.2905
CRIP2	2.93375
BTBD11	-0.058
C16orf72	0.72125
DIO2	2.3722
LRRCC1	0.9985
CCDC136	-1.6175
PRX	0.517125
RBM5	1.1381
TMEM85	0.20325
TUBGCP4	-1.69466666666667
APLN	0.051625
CDK7	0.0431666666666667
SSR2	0.202333333333333
CRELD1	0.87775
C19orf46	2.20125
GAL3ST4	0.443166666666667
KBTBD10	1.762
IL28A	0.13825
WDR27	0.272
MCM2	-2.167
SOX14	1.295
FLJ39743	0.0285
KIAA0922	-0.690375
HIPK4	0.632
FLJ25758	-0.0875
C16orf57	-0.96075
PDZD2	0.759875
MCC	0.761625
HHLA3	0.403
ID2	0.7215
C20orf23	1.24516666666667
ZNF688	1.682
APOC2	-1.16683333333333
LOC440093	0.053
FAM50B	2.17666666666667
PWP1	-0.7725
DNAH10	1.87825
HIST1H2BA	0.303
GPR56	0.0426666666666667
METAP2	-0.384875
PAN3	2.18133333333333
STXBP4	0.11625
PDHX	-0.323
MTA1	0.716916666666667
ZBED4	-0.2725
ZNF720	0.959
CDK2	-2.938
RHOJ	0.315875
CDC37	-0.2595
ZER1	0.488
GRK4	0.90425
PRPH	-0.99275
POLR2A	0.230875
OGFOD1	-2.0045
NOL5A	-1.89
PHEX	1.686
FLJ16478	-0.27075
C20orf117	-0.515875
CAMTA2	-0.08075
C11orf74	0.851666666666667
DDX17	0.519916666666667
C5orf27	0.4075
PLEKHA2	-1.3611
PDE4DIP	-1.3101
SCN7A	1.445
ZNF559	0.0706666666666667
CXCL10	3.745
ZMYM4	0.105166666666667
STK32B	0.0471333333333333
KIAA0888	-1.7151
TACR3	1.321
CKAP2L	-4.09425
KIF1A	-1.49683333333333
RSPRY1	0.2845
VCAN	0.78175
CYP27C1	-0.6025
SYDE1	-1.86833333333333
MED12L	-1.513
ZDHHC21	0.887875
NHS	-0.0805
TM9SF3	0.564166666666667
DDHD1	-0.974
MAFG	-0.81425
BICD2	-1.1545
C14orf119	0.451833333333333
C14orf43	1.30014285714286
CDH7	1.7015
ALKBH5	-0.336071428571429
JUP	1.037125
TMEM41A	-0.012
MAMDC4	-0.0765
CBX3	-0.18275
LRRC18	1.1275
RBMXL2	-0.6315
PLA2G4D	0.301333333333333
FGF13	2.052125
KIF3A	0.2475
PDIA6	-1.2345
DCXR	1.9605
CASKIN2	0.450333333333333
EHD1	0.305333333333333
MARCKSL1	0.342
ZNF496	-0.1775
SCAF1	0.351333333333333
KCTD8	-1.81925
TRAF3IP3	1.51414285714286
LSR	1.158
CXorf1	-0.535666666666667
C14orf112	0.729333333333333
EIF2B1	-0.01075
OMP	0.0635
GSTZ1	1.137
LOC92017	0.83125
ISLR2	1.7565
C12orf36	0.3245
GATA2	-0.568833333333333
GABRA5	-3.1415
CELSR2	-1.53214285714286
STAM2	1.1414
TNAP	0.156
PTPMT1	-1.212
GRP	6.44675
SV2A	-2.00333333333333
MAGEA12	-3.9065
CACNG1	-1.0665
C18orf19	-1.3195
GSG1	-0.657
PTPRJ	0.0963571428571428
FRMPD1	-0.518
ZNF668	0.38925
PLEKHJ1	-0.3715
ADAT1	-1.2867
TMEM50A	0.0974999999999999
UCN3	0.1525
HOOK1	1.635875
IL17B	2.223
MLKL	-1.228
TTC14	0.094
KLHL5	0.822625
CRYL1	0.913666666666667
FOXH1	-0.287
NFYB	-0.16875
PPM1G	-0.616
GOLGA2LY1	-1.23025
NMT1	-0.488625
HADHA	-0.5785
CHSY-2	1.36775
PLEKHF1	1.08964285714286
SAGE1	-3.0865
MUSTN1	0.9295
SUHW4	1.95375
TFEB	1.63566666666667
ZFYVE27	-0.02
ATG12	-0.613166666666667
BMI1	1.627
ZIM3	0.0705
MYH4	-0.18575
MASP1	-1.60483333333333
KIAA0984	1.3075
RPAP2	-0.074
ASB5	-0.09275
BOLA3	-1.51266666666667
MIA3	1.35183333333333
KRT35	0.253
KIR3DL3	-0.1875
MRPL51	-0.764
SEMA3F	1.25416666666667
NDUFB2	0.471333333333333
LOC253012	3.1395
FAM46C	0.2551
G6PC	-3.43275
CSAG3A	-4.2235
PREX1	0.083
SLC25A45	0.62725
MAPKBP1	0.6919
CPE	0.2772
GNB1	-0.8035
CXCR6	2.896
TRIM46	0.547
C16orf3	0.290833333333333
HPSE	0.049875
TIGD3	-0.216
SPG3A	2.11775
LCAT	-1.26383333333333
ST6GAL1	-1.37827777777778
POMC	-0.06125
FLJ36031	0.135833333333333
NSMAF	-1.0465
SKIL	0.5775
ADSS	-0.586333333333333
HMGCS1	-1.4742
POLR3F	-0.244833333333333
RAB10	0.029625
ZNF277P	0.104
ZBTB7B	1.33775
DHRS1	0.964
ABCC13	-0.0765
CNOT3	0.34225
NFKBIA	1.94375
GAK	0.8095
SFT2D2	0.299333333333333
HOXA6	0.102
CRTC1	0.661625
LY6D	-0.884833333333333
C20orf72	-1.49316666666667
CPT1A	0.06225
LMO1	-2.2275
EIF3I	0.00575
PRB4	0.3045
MCM3APAS	-2.06675
C20orf132	0.0595
FOXF2	-2.72775
S100A12	-0.059
MLH1	0.117
ACTN1	0.3398
MRPL36	-1.17466666666667
C20orf106	-0.34875
FBXO6	0.859333333333333
MKS1	-0.177333333333333
CX3CR1	-0.442375
PDE1B	0.575
PLP1	-3.5755
KISS1	-0.264333333333333
C14orf2	0.3555
TBC1D3P2	0.279
COMMD6	1.8604
ANKRD7	-0.23375
PTCHD1	-2.079125
NARS2	-1.2905
DOCK7	-0.569625
FAM127B	-0.235125
LOC390243	0.251333333333333
N6AMT2	1.857
ZNF391	-1.1565
DNAJB14	0.354
WRB	0.099625
BPI	-0.55475
TTC4	-0.696333333333333
FAM10A5	-1.097
GOT1L1	-0.0669
MAGED1	0.357
RESP18	-0.1345
WFDC6	1.203
MT2A	-1.1405
C11orf56	1.03675
KIAA1432	-0.8105
ROR1	-1.679125
HSD17B14	2.5345
ZFAND2B	-0.038875
SAMD4B	0.306
HEXA	0.126
HNRNPU	-0.364545454545455
USP39	-1.268
NRD1	-0.6255
R3HDML	0.34325
FLT4	0.302666666666667
OMG	-0.2045
OR52N4	0.2565
LOC399818	-0.52
ELA2	-2.4865
VENTXP1	-0.608
RFC5	-1.6905
OR52L1	-0.281
PAX5	-0.1815
FBXO2	-0.275
GMEB1	0.0225
AKT3	-1.0165
CRB1	-1.72433333333333
CTTN	0.171833333333333
UTP15	-0.730166666666667
HSBP1	-0.69125
PHF11	2.1195
NDEL1	-0.2485
USP8	0.05325
BAIAP2	0.6625625
SI	0.264
ARSJ	-1.692
BAAT	-2.7295
KCNS3	1.02566666666667
LOC126147	0.634666666666667
TMEM37	-1.3105
C1orf162	3.21133333333333
MBD1	-0.0066
ITGAL	1.13033333333333
WDR73	0.161
GKN2	-0.202833333333333
ARFGAP1	-0.752625
SLC5A8	-1.8814
ZBTB40	0.3119
CYP4B1	3.54683333333333
LYPLAL1	0.18925
CHST3	-1.025
MAP3K9	0.057
BTAF1	-0.833333333333333
TFAP2E	0.792
RBM35B	-0.4265
LOC441251	0.198
ANKRD25	-0.755388888888889
UQCRC2	0.6075
MAEA	0.219833333333333
HYAL1	-2.7468
RNPEPL1	0.2965
CPSF2	-0.442875
PSD3	2.5887
ABCA13	-0.356125
AGR2	2.727875
GBX1	-1.5785
HDLBP	0.618571428571428
ACY3	1.95425
HECW1	-1.64475
ZNF519	-1.11325
HOPX	4.41875
ZNF304	1.04125
OR12D3	0.3105
FKSG43	0.01875
METTL1	-0.605375
MFSD3	0.6408
PSPH	-0.92725
CLCA3	-0.5915
DARS2	-2.013
CDC25A	-3.08983333333333
BAIAP2L1	0.541
B3GNT5	-0.25125
USP29	-0.4045
ARHGEF10L	0.7438
ATOX1	0.2455
ADAM30	-0.04125
DNASE1	-0.09775
STT3A	-0.183
RAB6IP1	0.17575
PTN	1.8567
C1orf106	-1.56884615384615
HECA	1.7255
RNF122	-0.43575
SLC22A18AS	-0.5825
GNG8	0.711833333333333
ELP4	-0.214
FAM65A	0.129666666666667
RPL10A	0.0623333333333333
IRS4	0.686
MACF1	1.0924
SEC24D	0.57625
LOC374395	1.08175
TGFB2	-1.064
MDFIC	-0.319375
CHRNE	0.351166666666667
PCMTD2	0.285333333333333
ATP6V0D1	-0.000333333333333331
MTA2	-0.0425
LZTR1	-0.837666666666667
RAP1A	-0.00849999999999999
AXIN1	0.58575
POLR1C	-0.52375
TRIO	0.011
PLXNA4A	-0.921916666666667
C5orf33	-0.44025
DEPDC1B	-5.19175
ZNF473	-0.231666666666667
MTM1	0.465875
GPR107	0.316
CSNK1A1L	0.205166666666667
FLJ14154	0.73325
NLRC4	3.481
ENPP4	2.49816666666667
PADI3	-0.33
RNF170	0.220625
CG018	1.35433333333333
C16orf7	0.22675
KCNE1	1.58625
NRM	-0.797833333333334
SLC37A3	-0.0154285714285714
TPD52L2	-0.647833333333333
UNC5B	1.399
C12orf12	-0.1926
SDHB	-0.44725
CLRN1	0.063625
NUDT10	-0.641666666666667
UGT3A1	-0.255125
FBXW8	0.532125
RHOF	-0.619875
PTPLAD1	-0.850875
MYO3B	-0.16175
DERA	-1.04475
TPP2	-0.00025
C19orf53	0.0835
GINS3	-1.993125
ST6GALNAC5	1.437
CHSY1	0.26775
MGC15705	0.747
GPR83	0.610833333333333
EXT2	-0.371125
DOLK	0.219
TUBAL3	-0.44675
ACVRL1	1.973
ABL2	-0.416
C14orf156	0.107833333333333
PTPRZ1	-3.435375
DIP2C	0.727625
LAMP1	1.529375
RXRA	0.2641
MAP3K5	0.35725
ALKBH1	0.7695
PDLIM7	-0.29925
ARL14	-1.6055
SNIP1	-0.4595
TIMP3	0.817583333333333
RGS3	0.0415
SPAG16	0.1375
ABHD4	0.1985
ARHGEF12	0.64175
GLUD2	-0.569
RAC2	-0.353
UAP1L1	0.219
SLC18A3	-0.2045
YOD1	-1.728
RALY	-0.294
HMOX2	1.050625
DGKH	0.9195
DBNDD2	1.9645
YIPF4	0.36375
THAP10	-0.542
ZNF513	1.01125
HAGHL	1.23516666666667
ITGB4	-0.0895
CCDC141	-1.2325
YTHDF3	-0.3775
C5orf28	0.17675
RPL7L1	-0.542125
TMEM30B	2.18864285714286
ANKRD35	1.952
DUOXA2	-0.10675
TBC1D5	-0.16375
DFNB59	0.5625
HRH4	0.2045
MYO6	3.0093
DNAJA4	1.968375
RBM24	0.573375
CEACAM20	-1.9145
RBM23	0.604785714285714
NGFB	-0.0185
C1orf63	-0.3999
KRTAP7-1	0.6075
PERLD1	2.1455
NPB	0.554
C17orf59	0.6549
HSPBAP1	-0.03975
SLC15A4	-0.291625
PRTFDC1	-0.80525
OSMR	-0.964071428571428
CYSLTR2	-0.3
C19orf25	0.6784
KIAA1797	-0.811
NLRP6	1.2965
FAM105B	-0.4581
SCRN2	0.425833333333333
LRRC58	-0.8864
RNF17	0.523125
NEIL3	-4.9835
FAM137A	-0.7405
SKP2	-3.405
PARVA	1.21216666666667
PKLR	-2.262
RNF34	0.18325
A3GALT2	-0.19875
C12orf50	-0.650833333333333
SUNC1	-1.2845
FAM102B	0.705833333333333
CCT2	-1.016
LRRC37A2	0.026
ARF4	0.319
SIKE	0.335125
C8orf48	0.0493333333333333
MBTPS1	-0.441714285714286
GPSN2	-0.2835
NCF2	2.33975
SLC12A6	-0.3395
MRPL48	-0.801
HMGN3	0.670666666666667
LRRC62	-1.45375
PAX9	-0.61625
FAM55A	0.3465
C20orf42	-2.66316666666667
SCML2	-2.89233333333333
BCL9	0.85875
FAM40A	-0.17525
C9orf41	-1.04716666666667
ZNF774	0.321
LETM1	-1.38925
PLXNB1	1.32816666666667
NIPSNAP1	-1.14325
USP10	-1.521
F9	0.541
LIPE	0.253
CNGB3	-0.2705
C12orf52	-0.00850000000000001
PI4K2A	-0.144625
MED8	-0.236875
STAT4	2.3892
FGD4	-0.173166666666667
RNF145	-2.12666666666667
WDR32	1.1261
CLDN2	-0.363
TCEAL8	0.983
ZMYND8	-0.2848
PDXK	-0.472625
GATAD2A	-0.857
PTGES3	-0.3885
CCM2	0.09725
TAP1	0.761
ZNF670	-0.1915
ETS2	-0.333071428571429
C6orf166	-0.295333333333333
PRMT2	-0.0325
OR4B1	0.1125
INTS8	-0.205
CCDC102A	0.3445
CCDC83	1.224
ITGA1	-0.8158
EPHA5	-2.5918
FAM24B	-0.5645
TSGA10	3.91075
HAL	-2.734
MYOT	0.66075
SPACA3	0.0515
BCL2L2	0.260166666666667
CUGBP2	-0.236
CCNB3	0.4055
RNF113B	-0.1935
MERTK	-0.089
BAG1	0.2985
VPS36	0.1165
ORMDL3	0.62
C1orf190	-0.14725
ZNF625	0.032
CORO2B	-1.8025
ALOX15	-0.5915
CST1	3.0275
NUPR1	1.73666666666667
CCL7	-0.3605
SMCR5	-2.324
DSC2	1.842
RBMS2	-0.31925
GRIK4	0.2435
TRIM65	-0.4578
TMPRSS6	-0.625214285714286
TP53INP2	-0.683
GLB1L	0.7605
LOC388284	-0.103333333333333
PUS1	-1.25028571428571
BCL9L	0.2265
OLFM1	-1.315
RET	-0.213
MASTL	-3.0075
ALX3	0.241
IL1RL1	0.8145
ZNF765	-0.1541
C14orf138	0.49825
SNX10	-0.902333333333333
TAC4	0.032
C1orf64	3.669375
POGK	0.803625
MAPK9	-0.17475
ZNF366	3.91325
C8orf79	0.8421
CLDN7	1.5475
OR5AT1	0.5515
TRIM37	-1.92125
LRRC25	2.6825
GRHL2	2.7571
TEKT3	2.35175
LASS5	-0.221333333333333
ABCC4	-2.58666666666667
DLG3	0.899625
VGLL1	1.09
ZFP36L2	2.72266666666667
MFRP	0.150333333333333
KIAA1799	0.421
FLJ44379	5.0905
PCNX	0.074
ANXA9	-0.503
CYP4V2	1.1259
PIK3C2A	-0.22425
SRR	-0.778
NOL3	-0.4965
IFITM2	1.0265
ARNTL2	-2.59825
ZNF595	0.4135
