Hybridization REF	TCGA-E2-A15M-01A-11R-A12D-07
GNG8	0.343
ELP4	-0.04325
FAM65A	0.0398333333333333
RPL10A	-0.292333333333333
IRS4	0.313
MACF1	1.1656
SEC24D	0.517
LOC374395	0.3425
TGFB2	-0.521625
MDFIC	1.145875
CHRNE	0.298833333333333
PCMTD2	0.290833333333333
ATP6V0D1	0.337333333333333
MTA2	0.1815
LZTR1	-0.3085
RAP1A	0.938
AXIN1	0.1575
POLR1C	0.04
TRIO	0.798583333333333
PLXNA4A	0.5085
C5orf33	-0.0305
DEPDC1B	-2.427625
ZNF473	0.723833333333333
MTM1	1.044
GPR107	0.211833333333333
CSNK1A1L	0.312166666666667
FLJ14154	0.083
NLRC4	3.76425
ENPP4	2.93683333333333
PADI3	-0.743
RNF170	0.116875
CG018	1.30916666666667
C16orf7	-0.19
KCNE1	0.28625
NRM	-1.06733333333333
SLC37A3	-0.271857142857143
TPD52L2	-0.295333333333333
UNC5B	2.0395
C12orf12	0.0968333333333333
SDHB	0.00425
CLRN1	0.192375
NUDT10	-1.31383333333333
UGT3A1	0.02875
FBXW8	-0.19975
RHOF	-0.03625
PTPLAD1	-0.2645
MYO3B	-0.508
DERA	-0.84025
TPP2	-0.546
C19orf53	0.236
GINS3	-1.07975
ST6GALNAC5	2.7155
CHSY1	0.303
MGC15705	-0.212
GPR83	0.203833333333333
EXT2	-0.039625
DOLK	0.03775
TUBAL3	-1.3795
ACVRL1	2.4161
ABL2	0.00191666666666668
C14orf156	-1.24533333333333
PTPRZ1	-3.6695
DIP2C	0.3455
LAMP1	1.18575
RXRA	0.0161
MAP3K5	1.57775
ALKBH1	0.128666666666667
PDLIM7	-0.172125
ARL14	-0.58
SNIP1	0.134
TIMP3	1.85708333333333
RGS3	1.062
SPAG16	0.2823
ABHD4	0.18875
ARHGEF12	0.100583333333333
GLUD2	-0.293
RAC2	0.5478
UAP1L1	-0.7485
SLC18A3	0.093
YOD1	-0.158583333333333
RALY	0.08625
HMOX2	0.668125
DGKH	0.4475
DBNDD2	2.02166666666667
YIPF4	0.203125
THAP10	-0.47475
ZNF513	0.36325
HAGHL	0.291666666666667
ITGB4	0.404166666666667
CCDC141	0.006
YTHDF3	0.39375
C5orf28	-0.01125
RPL7L1	-0.53
TMEM30B	0.757571428571429
ANKRD35	1.684
DUOXA2	-0.0855
TBC1D5	-0.14975
DFNB59	-0.409
HRH4	0.084
MYO6	1.8778
DNAJA4	0.857875
RBM24	0.487875
CEACAM20	-1.926
RBM23	0.173357142857143
NGFB	0.8955
C1orf63	-0.3038
KRTAP7-1	-0.1275
PERLD1	0.98875
NPB	0.1225
C17orf59	0.8259
HSPBAP1	0.24725
SLC15A4	-0.017375
PRTFDC1	-0.8525
OSMR	-0.235642857142857
CYSLTR2	-0.0305
C19orf25	0.1025
KIAA1797	-0.1235
NLRP6	0.1795
FAM105B	0.4187
SCRN2	-0.0323333333333333
LRRC58	-0.6408
RNF17	0.1385
NEIL3	-2.5165
FAM137A	-0.28725
SKP2	-2.713
PARVA	1.46516666666667
PKLR	-1.474
RNF34	0.320875
A3GALT2	0.162
C12orf50	0.4025
SUNC1	-0.89925
FAM102B	-0.2085
CCT2	-0.7125
LRRC37A2	-0.47
ARF4	0.712
SIKE	-0.075625
C8orf48	0.342
MBTPS1	0.026
GPSN2	0.0015
NCF2	4.183
SLC12A6	0.726166666666667
MRPL48	-0.91925
HMGN3	-0.5605
LRRC62	-1.158
PAX9	0.16275
FAM55A	-0.058
C20orf42	-3.44333333333333
SCML2	-1.30383333333333
BCL9	0.216
FAM40A	-0.25925
C9orf41	-0.633666666666667
ZNF774	-0.343
LETM1	-0.6265
PLXNB1	-0.0198333333333333
NIPSNAP1	-0.6865
USP10	-0.803
F9	0.4345
LIPE	4.64575
CNGB3	0.022
C12orf52	-0.148375
PI4K2A	0.58475
MED8	0.156125
STAT4	2.1303
FGD4	0.699166666666667
RNF145	-1.442
WDR32	1.5305
CLDN2	0.466
TCEAL8	1.0665
ZMYND8	-0.1671
PDXK	-0.29834375
GATAD2A	-0.146
PTGES3	-0.133
CCM2	0.30875
TAP1	2.632375
ZNF670	0.30775
ETS2	0.362928571428571
C6orf166	0.468
PRMT2	0.656928571428572
OR4B1	0.2785
INTS8	-0.4885
CCDC102A	-0.02
CCDC83	-0.791
ITGA1	0.9242
EPHA5	-1.1475
FAM24B	-0.871
TSGA10	1.347
HAL	-1.26316666666667
MYOT	0.333
SPACA3	0.02925
BCL2L2	-0.362666666666667
CUGBP2	1.62
CCNB3	1.33875
RNF113B	-0.01375
MERTK	1.569
BAG1	0.44525
VPS36	-0.038
ORMDL3	0.9098
C1orf190	0.1005
ZNF625	0.05975
CORO2B	-1.282
ALOX15	-0.438
CST1	3.2355
NUPR1	2.178
CCL7	0.531
SMCR5	-2.489
DSC2	1.157
RBMS2	0.51
GRIK4	0.497
TRIM65	0.0813
TMPRSS6	-0.208428571428571
TP53INP2	0.3445
GLB1L	0.821666666666667
LOC388284	0.4545
PUS1	-0.901357142857143
BCL9L	0.163
OLFM1	1.03041666666667
RET	2.614625
MASTL	-1.25383333333333
ALX3	-0.18975
IL1RL1	-0.0191666666666667
ZNF765	0.1303
C14orf138	-0.36825
SNX10	0.109
TAC4	-0.045
C1orf64	3.425375
POGK	0.527125
MAPK9	0.85475
ZNF366	3.16625
C8orf79	0.273
CLDN7	2.26475
OR5AT1	0.056
TRIM37	-1.4845
LRRC25	2.61925
GRHL2	1.3101
TEKT3	0.737
LASS5	0.238
ABCC4	-1.1975
DLG3	1.15775
VGLL1	0.052375
ZFP36L2	1.34733333333333
MFRP	-0.261666666666667
KIAA1799	-0.05025
FLJ44379	0.142
PCNX	0.05975
ANXA9	0.6935
CYP4V2	1.6463
PIK3C2A	0.48175
SRR	0.176
NOL3	-1.301
IFITM2	1.3615
ARNTL2	-1.507
ZNF595	0.594
NLRP13	-0.0775
ASPH	0.15125
CPA2	0.0845
PVRIG	0.5755
LEPR	1.08183333333333
C16orf42	0.535833333333333
SH3BGRL	3.4885
FAM77D	-0.081
FNDC7	0.0275
C9orf6	0.427333333333333
NOTCH2NL	0.248666666666667
PGBD1	-0.017
SYNGR2	0.513833333333333
PITPNA	-0.1048125
PRPF4B	-0.4583
SLC43A3	-0.655928571428572
NRBP1	0.21925
SLC25A22	-0.217
ILK	0.56
SLC22A8	0.527166666666667
MRPS7	-0.4425
PITX2	-1.05925
FABP3	0.311125
OR1L1	0.6455
LOC728215	-0.58725
BLID	-1.09
KIAA1217	1.54705882352941
TFPT	1.08825
AP4B1	-0.54475
VBP1	-0.65075
OR1K1	0.1595
MORC3	1.0885
BHMT2	1.1065
C3orf10	0.838
FZD7	0.831
WFDC10A	0.03
PMS2CL	-0.874
CCDC32	0.32
FA2H	-2.245
ALG13	-0.3035
TTLL7	0.6023
SPOCK3	0.0755
SLC13A2	0.4665
AIM1	0.182
GPRC6A	0.0545
EGR2	5.082
MED11	-0.00325
WWC1	1.436
SH3GL3	-3.11125
RIF1	-0.303214285714286
PRLH	-0.074
VLDLR	-0.798
DBT	0.282625
C21orf63	0.94575
CGGBP1	-0.238
KRTAP12-2	0.249
TADA3L	-0.5115
ZBTB16	3.2745
PDGFB	1.38875
RFX1	0.128
UQCRB	0.2117
LOC133874	-0.3095
HPS3	-2.45025
LGALS3BP	1.1229
DKFZP564O0823	2.40492857142857
MRFAP1L1	0.492375
HOXA10	-0.166666666666667
NGB	-0.276
KIF21A	0.191384615384615
IFLTD1	-0.1365
LZTS1	-0.469
ARHGEF3	2.3715
RHBDL3	-0.613
CSNK1G2	-0.571583333333333
ChGn	-0.201625
KIAA1244	2.07216666666667
GABRB2	0.2635
MGC72080	-0.4025
CD27	4.41475
EGLN1	-1.0785
PEX13	1.18275
RWDD3	-0.141
RNF12	0.145833333333333
GRIN2B	-0.0145
ADAMTS14	-0.37975
DYDC2	1.30966666666667
ATP6AP1	0.9866
NR1H2	0.215166666666667
PDK2	0.242
C3orf17	0.5815
SLC38A2	-0.693714285714286
SLC25A29	-0.503166666666667
C15orf29	0.12475
ADAM9	-0.0126666666666667
TMUB2	-0.01225
GPR176	-0.31375
AGK	-0.60075
MCCD1	0.0495
NDUFA4	-0.06
TMEM146	-0.0965
DUSP1	2.134375
UNQ6975	0.427
EMX2OS	3.512
INSM2	0.31625
LUZP4	0.10975
SETD6	-1.31075
P2RY2	0.1085
SLC45A2	-1.0345
RABGAP1	0.198666666666667
UBXD5	0.01025
GPRC5A	-0.4156
PAK3	0.618833333333333
LOC63920	-0.5525
TGFBR1	0.3001
KRTAP6-3	-0.15375
SFMBT2	-0.4235
CDC42	0.489625
C11orf35	-0.387
TTLL2	0.0635
UACA	0.6305
CD97	-0.1542
SETD5	-0.182375
NINJ2	0.1625
PTER	0.361333333333333
POMGNT1	-0.3055
KRTAP4-2	-0.0505
ECGF1	2.817
HRB	0.221
ATP1B2	0.066
LOC400506	-0.47475
COL4A3BP	1.0995
C6orf97	0.9465
GRHPR	0.12875
TAS2R1	0.2145
SEMA7A	-1.10925
EDF1	0.087
ODF2L	0.9979
PCID2	-0.543666666666667
GTF2H4	-0.653
ZCCHC3	-0.534
CGB2	-0.247166666666667
NEUROD1	0.0155
C20orf75	0.0155
RP5-1054A22.3	2.30516666666667
IFNA5	0.153
ZNF134	0.76925
MGC119295	-0.308
ZSWIM6	0.4825
SMEK1	0.155333333333333
PCGF2	0.058625
C1orf102	1.42725
CYP2A13	5.2615
KCNH6	-0.6368
MDM1	-0.1739
ALDH7A1	-0.319166666666667
C9orf75	0.25775
VDAC3	-0.274875
OR51T1	0.0445
EIF3F	-0.158666666666667
KCNJ10	-0.40575
LENG8	0.042
EDEM2	0.484333333333333
CCNJL	-1.53483333333333
DHX37	-0.932
CRYGN	0.6745
AATF	-0.65625
ZNF630	1.188375
E2F5	-0.252
WFDC13	0.04225
FTSJ3	-0.948
C4orf33	-0.011
LHFPL4	-1.98575
C19orf56	0.1845
SMAD4	0.146
AFM	-0.238666666666667
G0S2	3.5225
FCHSD2	0.3426
RRP1B	-1.0482
EEF1B2	-0.569666666666667
STAT6	0.2825
ZNF195	-0.506
GNL1	-0.7145
ZNRF2	0.855666666666667
PER3	-0.293625
ASB16	0.12625
C10orf10	3.08378571428571
ADCY8	-2.1045
C9orf58	-0.238
ARMC10	-0.396333333333333
PSG1	-0.3435
DHX34	-0.058
VARS2	-0.7825
NFIC	1.013
ITPR2	0.80125
AGXT2	-0.172666666666667
OR6K3	0.1065
H2AFZ	-0.639166666666667
MLLT3	0.788916666666667
COX4I2	2.07025
CCNT2	-0.28375
PLK4	-1.88825
NUMBL	-0.307833333333333
MED16	-0.3855
PLEKHQ1	2.01
GOSR1	0.0936111111111111
BTG4	0.11075
RPL30	0.231416666666667
IGSF5	1.47325
IGFL2	0.4055
ELMOD2	0.723
SHC3	-1.604
HAVCR1	0.196
DYNC2H1	-0.322
RNF5	-0.239
C2orf7	-0.36125
NLF1	0.997
KLHL25	0.35225
LRP10	0.9687
KRI1	0.19675
PUS7L	0.2245
MGMT	0.74125
HOXD1	1.26533333333333
CSH1	0.0508
ATG16L2	-1.082
FLJ44635	0.6015
CHODL	-0.16875
EXOSC8	-1.44125
SLC28A1	0.0375
MYO7B	-0.451333333333333
SEH1L	-0.819
MTNR1A	0.2765
TSPAN5	-0.279833333333333
CDC45L	-2.8165
AMIGO1	-0.0255
ATAD3A	-1.312
OSGIN2	0.6565
PDIK1L	0.277833333333333
DARC	4.177625
PIPSL	0.093
SHMT1	-0.271
CRISP3	0.1135
POPDC2	2.47766666666667
ZRANB2	-0.935333333333333
FBXL8	0.61575
TRIP13	-1.67745454545455
EIF5AL1	-0.8245
POU5F1P3	-5.0595
IL6	0.118833333333333
CXorf38	0.342333333333333
IFNA16	-0.2505
FBXL2	0.730333333333333
BRD1	0.23775
STATH	0.087
FBXO44	-0.0425
MCCC2	1.25675
CDC2	-0.8298
C5orf23	1.20425
IVD	0.288166666666667
C10orf122	-0.311
MSL3L1	0.6551
MVP	0.75175
EPOR	-0.7075
ZMYM1	-0.449666666666667
BCL7C	0.311833333333333
PSTPIP2	0.5662
LYPD1	-2.162875
OR8G5	-0.1855
ZP3	-1.45083333333333
BCAS4	1.54991666666667
EDG6	3.71425
ISY1	-0.42275
PRAMEF2	-0.17825
CUL1	-0.438125
RNF213	0.8971
CCRK	0.141
DHX9	0.120375
C13orf29	-0.53725
NCKAP1	0.326833333333333
MRPL43	0.416714285714286
XPR1	0.11325
PKN2	0.7925
PODNL1	0.3645
ZNF333	0.2815
DALRD3	0.30425
OPN1SW	0.1705
BTBD6	0.36275
C11orf82	-1.552
OR5P3	0.38
DUSP11	0.336
L1CAM	-1.3018
NEK11	1.58466666666667
OR7E91P	0.457
CNTN3	0.5795
CREB3L2	-0.02275
ZBTB37	0.3005
KIAA1324L	0.51575
NDUFB10	-0.1915
NUDT2	-0.17375
GTPBP8	0.80775
CACNA1D	0.290375
PRKAA2	0.00616666666666666
PRDM8	0.002
MGC16075	-0.681333333333333
KRT14	-2.09814285714286
PP8961	0.269
MRPL18	-0.0325
ABCG2	-1.09325
PACRG	1.03475
BBS2	0.3575
KREMEN2	-1.4815
FBXO21	0.50375
HNRPUL1	0.379666666666667
GRB10	0.01475
CLSTN1	0.859875
LMAN2	1.5173
C17orf61	-0.752
NIPSNAP3A	0.48275
INSIG2	-1.1345
PCDHB7	0.046
STXBP2	1.263
CMAH	1.77041666666667
SEMA5B	-0.533
ZNF155	0.18
COQ6	-0.114
PRPF4	-0.27025
TSPAN15	2.7869
VN1R5	0.0945
LATS2	0.385
SELK	0.62125
PGK2	0.05
MS4A1	2.138125
TYW3	-0.8382
KRTAP5-1	0.8385
RCCD1	-2.027
BTN1A1	0.102
DDX28	-0.509
TMEM65	0.750875
LOC92345	0.545
TTC31	-0.1845
WDR46	-0.797833333333333
CHP2	-0.661
LSP1	1.029875
ZNF542	0.616
EXOSC1	-0.23775
ARHGAP18	0.057
LRRTM4	-0.511625
MAOB	2.13241666666667
CACNB4	1.53875
MGC33846	0.73125
RANBP3L	0.24425
ATP5L	-0.174
ONECUT1	-2.466
NUDT9	-0.021
TMEM149	1.825
STX17	-0.18525
IGSF10	-3.18525
TMPRSS9	-0.0165
BMPR2	1.28125
ALLC	0.0795
KLF7	0.82225
GCC1	0.1506
TIMM9	-0.687
CDO1	2.81416666666667
MGC10701	-1.20683333333333
IFI6	2.984
FRMD8	0.64625
MGAT2	0.4365
WBP5	0.762
CNIH2	-0.0487499999999999
KIAA0907	-0.8388
KCNH8	-0.0495
CTSG	-0.82325
GRIK1	-0.545666666666667
CUL5	-0.121625
FRMD1	0.308
OR9A4	0.9875
SYT6	-0.962375
FOXD4L2	0.53725
ANAPC2	-0.4585
OPN5	0.252
TAF13	0.0635
LYG2	-0.238
GGNBP1	0.3055
C11orf40	0.0195
OTX2	-0.7775
REG4	-0.203166666666667
EIF5	-0.293
PALB2	-0.4405
SEPSECS	0.2689
RNASE3	-0.1415
TRIM49	-1.6145
POLR2K	0.8815
GPR42	0.294
C8B	-2.232
SASS6	-0.78225
PREB	-0.4635
OR3A3	0.264
TUBA8	1.16825
IGLV2-14	-0.9285
STIL	-0.96
ANKFN1	-0.659833333333333
NME7	-0.15875
HOXC12	0.451
UBE2C	-0.470625
FHOD1	-0.41125
CDK2AP1	-0.0075
OR6K2	-0.1755
DHPS	0.3385
RPL5	-0.405583333333333
TRGV5	0.2155
LOC541472	-0.087625
HCCS	-0.2611
DENND1B	0.9035
LHX3	0.3505
OR5D16	-0.061
CXorf57	-0.890833333333333
IRF2BP1	0.772
NDST2	0.6325
LCE3D	0.1845
BOLL	-0.1225
SYT3	-0.7885
PIH1D2	0.08925
C20orf7	-0.856
IL1R2	0.5905
SLAMF9	0.6065
PPME1	-0.90375
PIK3CA	0.56275
TRAPPC1	-0.103625
COLEC10	-0.83775
SLC9A6	-0.2185
PDDC1	-1.006
CCDC53	-0.13125
GK3P	-0.09025
DAZL	-0.619
BRI3	0.195
SDK1	0.601875
CYP2C18	0.0225
IFI44L	4.616125
RPL3L	0.161
FUT9	-0.8555
KIFC2	-0.781833333333333
PMP2	-0.213125
SLC4A9	0.056
PLAG1	-1.577
MYCBP2	0.663166666666667
OR4E2	0.271
CCDC65	1.17
C16orf82	0.0455
ENTPD4	-0.48225
BRP44L	0.701375
PMP22CD	-0.1235
TMCO4	0.397666666666667
KCNN1	-0.659
WDR35	-0.26025
CCDC80	3.462375
C3orf31	-1.1275
SLC7A9	0.04575
TMEM190	-0.954
DBC1	-1.24483333333333
FADS3	-0.340833333333333
PDZD8	-0.169833333333333
GRM5	0.03975
AZGP1	3.8931
PEX3	0.401
MED1	-0.116571428571429
ATG4C	-0.351333333333333
HNRPH3	-0.536875
FAM109B	1.76325
C4orf17	0.0685
CA10	-0.333
OPRD1	-0.3055
CCL16	-1.04925
SACM1L	-0.27
CST6	2.931
CD63	1.30375
LGI1	-1.13325
ZNF784	0.56375
CRYBB1	-0.193
CX3CL1	1.0427
TOP2A	-1.485875
GYPB	-2.8215
GADD45GIP1	-0.52
FEN1	-1.1235
IGF1R	-0.0705
WDR72	-2.42133333333333
PURG	-0.301166666666667
DEFB126	0.08575
PKD1L1	0.404
CAV1	-0.4127
GNPDA2	0.7294
DGAT2	2.451625
NLGN1	-2.64075
STRBP	-0.00449999999999999
HPRT1	-0.970666666666667
FANCI	-1.9235
PSMA7	0.233125
DBF4B	-0.672833333333333
TTF1	-0.11775
RAD54L	-2.54625
ELOF1	0.11575
PLAGL2	-0.601125
ZNF256	1.2935
HMGCL	0.50975
MSI2	-0.8705
RPESP	-0.0598333333333333
C11orf60	0.2915
ABCD1	-0.07
ACAA1	-0.0648
SPARCL1	5.26557142857143
IL6ST	2.2525
ZNF319	0.26925
TMEM109	0.2315
FAM90A1	-1.72666666666667
IL22RA1	-1.288
ATP4B	0.712
TEC	-0.394333333333333
C7orf30	-0.89125
TXNDC2	-0.268333333333333
ABCB4	0.0585
KIAA1191	0.994375
C9orf38	-0.23
SFTPB	0.098125
CNTNAP2	-1.09183333333333
FRK	0.4525
TBX19	0.2445
CHD4	0.056
C6orf26	-2.31433333333333
MOSC2	1.7085
IKBKE	1.48575
HIF1A	-1.09366666666667
LOC595101	-0.2275
RELA	0.396833333333333
TMEM16B	0.221166666666667
ABHD12B	1.9395
TSEN34	1.00825
KIF18A	-1.154
TXNDC9	-0.0898333333333333
SPATA2L	0.422
SEMA4G	-1.457
C21orf91	0.194375
MATN1	-0.227
KCNIP4	0.0796666666666666
TUSC1	1.52875
OR4C15	0.04225
ARMCX6	0.742833333333333
WBSCR27	-1.849
OR52I2	0.1145
KIAA1604	-0.481
DYNC1I1	-1.170375
PPP4C	0.56575
SLC47A2	-0.953833333333333
TREH	-0.135375
CD48	3.659
ST14	1.56916666666667
PKN1	0.061
SPON2	2.5905
XBP1	2.40833333333333
SFRS12	-0.136666666666667
EFCAB6	0.7095
SELT	0.42125
SLC39A2	0.0485
ERF	-0.426666666666667
ARL3	0.677375
SURF6	-0.9173
MLLT10	-0.294380952380952
FLJ11171	0.0606666666666667
TDGF1	-3.35766666666667
ERCC6	-0.0025
EIF2AK4	0.233
BAZ1A	0.3385
LRRN3	0.6905
TMC3	0.124
EFTUD1	-0.011
PTPRO	1.82316666666667
CLEC12A	0.837125
ACBD4	-0.082875
ZDHHC14	-0.07625
OTUD7B	0.977625
ACTB	0.6928125
MSRA	0.250375
LCE5A	1.316
IFI35	0.8885
BSCL2	0.509
ANKRD12	0.489916666666667
CFHR2	0.47325
RGAG1	-0.00566666666666666
HSFY1	0.4655
SLC30A5	0.317083333333333
IMPG1	-0.174
GPR109A	0.575
ZNF185	-0.20225
IYD	1.4245
NPCDR1	0.362
SERPINA13	0.003
HMGCLL1	-0.872
NEUROG1	0.791333333333333
UBQLN1	-0.202125
LIN37	0.19025
SOCS2	0.115125
DSCR4	-1.504375
XKR6	-0.643
GPR142	0.418
KRTAP13-3	0.2915
CCDC15	-1.19433333333333
MOS	0.1395
CD1E	0.933
OFCC1	0.0455
FAM83D	-0.75775
SRFBP1	-0.16
C9orf96	-0.5135
DHDH	-0.7915
CCDC90A	-0.7255
RABL3	0.3293
CD320	-0.987166666666667
ANGEL2	0.3785
MRPL21	-0.05825
SMG6	0.21
INSR	2.8113125
FLJ14816	-0.3305
GLRB	-0.771
C9orf89	0.37775
CIZ1	-0.4655
URG4	-0.309333333333333
LRDD	-1.82983333333333
CBY1	0.221833333333333
NFX1	0.305125
MTERFD2	0.0944285714285714
C19orf23	-0.0785
PGC	-2.858875
IER3IP1	0.3387
RASAL2	1.87566666666667
C1orf89	-0.29825
SYNJ1	-0.00987500000000001
NFKBIE	1.03
FLJ40125	-0.891
TCEB2	0.0338
NOG	-1.6935
POLR2J2	-0.6935
HLA-B	4.05075
PCDHA1	0.753
PPP2R2B	-0.481
ARHGEF17	0.403333333333333
TCF7L2	0.607071428571428
CHD5	-0.378333333333333
ZNF431	-0.03125
TBC1D25	0.23225
ZNF800	0.08925
SCUBE2	2.08745454545455
MYCBP	-0.0438333333333333
GPX5	0.1155
C6orf129	0.0393333333333333
QSER1	-0.2385
ULK2	1.126
PIGO	0.0676666666666667
NRCAM	-1.49071428571429
SLC35E3	-0.58275
CSRP2	-0.653
HYPE	0.17575
MAPK15	0.0953333333333333
MGC14327	0.11075
TIMM13	-0.261166666666667
ZNF462	-0.9685
GBA3	-0.08375
TEX13A	0.123
MCM6	-1.25033333333333
MTRF1	-1.016875
ABCA7	-1.049
EIF4A2	-0.06
ZC3H10	0.7993
RPGR	0.458
C20orf94	-0.21525
RP1L1	-0.34175
GPR125	-0.62225
USP22	-0.209
OR1L4	-0.0175
MLZE	0.2635
FLJ32065	-0.38975
PTCD1	-1.116
CRTAC1	1.22783333333333
BXDC2	-0.66875
C18orf1	1.67283333333333
FAM107A	1.9345
EFNA3	-0.09425
P18SRP	-0.03
CAMKK2	0.288916666666667
KIAA0649	-0.34625
NES	-0.996333333333333
HS6ST3	-1.67325
PON2	-0.28175
TCP11L2	0.17075
CLEC4A	2.8825
PRR12	0.8155
MLXIPL	-0.8858
C2orf50	-0.0265
ZNF28	1.5515
ENC1	1.30783333333333
MAP2K1	-0.292
FKSG2	0.58975
KIAA0430	1.1305
PTP4A1	-1.246
GPR156	0.879
GTF3C6	-0.068
UBR2	0.3686
LOC388272	-0.95625
MAK	0.743166666666667
ACOT4	2.363
STC2	-0.173583333333333
PIGW	-1.291875
SAE1	0.0125
COL6A1	1.04513636363636
OAZ1	0.246833333333333
STMN4	0.239666666666667
EDG3	-0.624
SGCE	-0.2035
IL11	-2.2755
PRSS8	2.5895
YIPF5	0.724083333333334
WNT4	3.269875
CSN2	0.0803333333333333
TCF7	-1.525625
TDO2	1.979
SAMD9	1.34775
S100A7A	-0.726
MMRN1	1.42383333333333
GKAP1	0.26875
AKR1C3	0.126
RNF19A	0.78575
GMDS	0.07375
YKT6	-0.358125
SPARC	2.0427
C12orf31	-0.30425
UBE2V2	-0.564833333333333
FBXL18	-0.658666666666667
KIAA0460	0.48625
ADAM22	0.254625
SERPINC1	-3.845
KCTD21	0.7625
MYOHD1	-2.12625
ZNF37A	0.0298333333333333
GTF3C1	0.6255
CTSZ	1.9685
PRNPIP	-0.72575
DRD1IP	-0.01175
NR1I2	-1.105
ZNF266	0.2746
SPAG4L	-0.1855
COX4NB	-0.6405
SAPS1	0.778
APOA1	-4.21775
TATDN1	-0.647666666666667
C10orf82	1.55625
KPNB1	-0.86025
FOXO3	0.746833333333333
CRYBB2	-0.549
ZBTB5	-0.439166666666667
SLC25A38	-0.3055
DCTN2	0.461
IFT20	-0.06725
CTHRC1	3.185
C1orf31	0.093
UHRF1	-0.6680625
GPC6	-0.57275
C10orf54	2.4875
MCF2L2	0.0863333333333333
WNT9B	-0.21175
OLA1	-0.898125
FAM120B	0.4755
TTLL10	0.094
CYorf15A	-3.405
RELN	-1.3697
SCN2B	1.08266666666667
MFHAS1	-0.0755
NKX3-2	-1.47116666666667
RASGRF2	0.307
SSBP1	-1.0635
KPNA6	-0.449714285714286
LOC389118	0.306
HS3ST4	-0.9621
SUPT7L	-0.705125
FLJ32658	-0.27975
IGFBPL1	-0.3335
KIAA1641	-0.5374
SHKBP1	0.0925
CSF1R	5.39625
NAGK	1.09825
MYL2	0.31575
HIST1H4C	-0.901666666666667
TOMM7	-0.194125
ADAMTSL3	2.4336
TNFSF14	0.45725
PRRT2	-1.7915
VTA1	-0.046875
AOAH	4.46583333333333
CRISPLD2	1.8355
PNN	-0.7436
TA-NFKBH	-0.0785
ESPN	-0.54575
RBM43	0.2305
KIAA1267	-0.0495
DDX3X	0.398555555555556
KIAA1576	-3.995
PLXDC1	3.26416666666667
FLJ25801	-4.148
HNRNPL	0.35375
RUNDC3A	-0.127666666666667
CASP12	1.414
SH2D5	-1.407
RPL26L1	0.06
OR51A7	0.19025
HDC	1.682
C2orf16	-0.017
SYTL3	2.30525
GOLGA4	0.374375
NOTCH1	0.319666666666667
ATPAF2	-0.13925
ECD	0.08825
SSX5	-0.845
SNAP91	0.09
OCA2	-2.958
PNPO	-0.457833333333333
DAPK1	0.709833333333333
PINX1	-0.557166666666667
SELENBP1	1.69125
NEK3	-0.0534166666666667
TMED4	0.219428571428571
SSTR4	0.0505
FOSL1	-2.5359
CD40LG	1.257
CES1	-0.510833333333333
DCI	0.522333333333333
B3GAT3	-0.279
STK17B	0.712
CNTN6	0.08125
CYP3A4	-0.868166666666667
MBOAT2	0.344357142857143
PISD	0.045875
USP1	-0.33625
PYDC1	2.02933333333333
CENPM	-1.8055
SAR1B	0.7305
TTC7B	-0.10975
DP58	-0.0925
GPC1	-0.17
RBL1	-1.275875
TMEM137	-1.28033333333333
TOB1	0.158583333333333
TCEAL1	1.46933333333333
CENPF	-1.03727272727273
C6	5.05033333333333
PRSS1	-1.98
PPIL6	0.7135
C6orf124	0.43
ODZ4	0.504333333333333
SNCB	-0.171
NDUFB9	-0.07875
CNOT6L	0.653833333333333
S100A9	-0.0603333333333333
TRIM50	-0.038
KCTD1	0.8966
WDR63	0.42825
SPEF2	1.41225
RNGTT	-0.115666666666667
CXorf22	-0.2115
KCNK16	-0.31375
CEP250	-1.38525
ATPBD1B	-0.28975
KCNJ2	3.15225
MT1B	-1.5275
ZNF684	-0.315
SLC4A1	0.28925
PDHA1	-0.5915
ZNF492	0.197125
TKT	-1.769
BYSL	-0.807
RNF38	0.347625
AHDC1	0.0635
KLHL2	0.679875
CMTM8	2.42875
DMP1	-0.539
HERPUD2	0.2575
CRTAM	3.009
ZNF572	0.0995
TMEM16J	-1.387
HSD17B2	-4.25925
UBE2G1	-0.01175
AHSA2	-1.7455
PELI2	-0.1685
TPX2	-1.1985
ATP9B	1.151
DAZAP1	-0.38025
HMGCS2	3.1
C17orf38	0.3905
B9D1	-0.7355
NKX2-5	-1.041
KIAA1276	-0.10325
LILRB2	3.699
CSTF1	-0.0351666666666667
BTN2A1	0.309166666666667
C15orf48	5.98525
IGF2BP3	-4.10325
FAM113B	1.11333333333333
HRG	-0.10425
ZNF131	-0.3155
USP47	0.133
CCDC88B	-0.074125
HCN1	-0.2432
HTN1	-0.218166666666667
SYCP3	-0.185
C13orf23	-0.4209
PAPOLA	-0.2201875
AATK	-0.4906
MSH3	-0.164666666666667
NDUFAB1	-0.71775
ITLN2	-0.683
BAK1	-0.0866666666666667
MRPL45	-0.7295
MTNR1B	0.059
LOC645843	0.2495
SPECC1L	0.2955
PGCP	1.11975
SPN	-0.048375
GPR143	0.660333333333333
ZNF576	0.775833333333333
TMEM39A	1.6361
ATP5D	-0.714166666666667
MAGEB3	-1.5115
RPS5	-0.951666666666667
ANP32E	-1.11621428571429
