Hybridization REF	TCGA-AR-A1AO-01A-11R-A12P-07
CCND2	-1.32928571428571
OR5T3	0.3005
CUL4A	-0.205166666666667
CFB	1.1285
PCP4	-3.23983333333333
HEMGN	-5.444
UBIAD1	0.4855
CDC42BPB	-0.4764
CYB561D1	0.302
RIMS2	-1.56371428571429
ZNF488	-0.749
RNMTL1	-0.16025
SART3	-0.433333333333333
CAPN10	-0.8315
CCR5	5.88166666666667
APOA1BP	-0.590666666666667
NDUFS5	-0.09925
PDLIM3	0.696
VPS24	1.1181
SCN8A	-2.48728571428571
C1orf67	-1.042
MRCL3	1.99666666666667
TMEM145	-2.9155
KCTD16	-1.0435
RNF149	1.236
FDXR	-0.7095
CDCP1	2.18466666666667
PAX3	-2.3272
LASS4	-0.51825
HSD17B8	-0.8105
YAP1	-0.00600000000000006
NNT	-1.25375
SC5DL	0.177625
DKFZp566H0824	-1.8065
KSR2	-1.1835
RAD21	-0.560866666666667
ST8SIA2	1.12425
L3MBTL3	0.966625
SNRPB	-2.2595
MGC14425	-0.464
MIF	-0.814625
TAPT1	0.1215
IRF8	3.2581
PRO0132	-0.684
HERV-FRD	-0.382
ACD	-0.765
BCL3	1.789
SPATA13	0.453
MRLC2	0.95725
F2RL3	-0.065375
CFHR3	3.4035
DUSP15	1.02333333333333
TMEM46	2.03383333333333
SF3B4	-0.816
MAP7D3	-1.27775
STELLAR	-1.226
SEMA5A	0.2281
H2BFS	-0.539
LRRC28	-0.462666666666667
MORN2	0.3
XYLB	-1.215125
WDR21C	1.5095
HIATL1	0.40425
ADAMTS10	0.907666666666667
WDR55	0.104
MFSD5	0.532333333333333
OR4N2	0.045
DUSP16	0.0676111111111111
NLGN4Y	-0.8386
INHBC	-0.25775
NUMA1	0.1985
DEFB123	-0.47925
GIPC1	0.21275
MGC27348	-0.7805
FLJ33590	0.506
FZD1	2.0478
MKL1	0.740333333333333
SAA2	4.36575
C1orf94	-2.347
C7orf28B	-0.2315
TMEM185A	0.5348
ZZZ3	-0.341
C16orf5	-0.189666666666667
GALNAC4S-6ST	1.404
C1orf186	3.9545
IGFBP4	0.519333333333333
NDUFA10	-0.541
CLIC2	1.6915
RNF13	1.152
GPR103	0.0585
CD69	0.39075
MYOZ1	2.468
IFNB1	0.591
CLNS1A	-0.368
CXorf45	-1.05375
ZXDB	0.2545
FUNDC2	0.633
GPA33	-0.607571428571429
C9orf70	0.847333333333333
SLC2A9	0.7715
LOC126520	-0.4995
MAGEB1	0.69725
LCE2A	0.226
C18orf34	2.389
FMNL2	0.41875
KRT85	0.84625
CRYGA	-0.111
GEM	1.693
THAP6	-0.6942
ALKBH3	0.342666666666667
TM6SF2	-0.3895
C20orf82	3.16875
RANBP2	-0.178666666666667
LIG3	-0.5142
RETSAT	0.733625
OR8S1	0.1595
CAST	0.42275
TGFBI	1.373
C15orf37	-0.243125
PGM3	-0.3435
SLC4A11	0.37525
FAM123C	-0.088
TAOK1	1.1085
CISH	0.2165
OGDHL	-3.25125
SPINT2	1.971
ZNF33A	0.635
CLDN18	1.0674
RNF128	-0.17375
CCDC71	-1.398
RASSF6	1.6705
HSPG2	0.293
ATP6V0E1	2.80525
ABHD6	0.447
CD274	3.3445
GCNT1	0.24825
NT5C1A	0.548666666666667
TM4SF5	-3.88625
C21orf58	-1.3265
SUCLA2	-0.14675
RFTN2	3.12075
SCNM1	0.027
SLC9A10	-0.5785
FUNDC1	0.1645
SLC35F4	-2.5645
AMD1	-0.43525
COL6A6	7.35325
OR4K2	0.9105
TRIB2	-0.332083333333333
LOC91461	-0.96525
GHSR	1.003
ATP8B1	0.54475
C1orf78	2.07616666666667
RNF183	0.825333333333333
STX4	0.85
TPPP2	-0.365625
MYBPHL	-2.3865
TXNDC6	-0.4494
C9orf47	5.512
FAM137B	-2.3985
FANCB	-1.885
C11orf9	-2.3025
DPY19L1	-1.002875
VDAC2	-0.7835
VHL	-0.433
LMBR1	-0.222
C8orf44	-0.25125
ZPBP	0.34325
FGF23	-2.04
C21orf67	0.303
PCNT	-1.481875
BCKDHB	-0.023
GALNTL5	0.328333333333333
BET1	0.3505
ARL13A	-0.387
HDAC6	-0.754375
N4BP3	1.18333333333333
OTOP1	0.510833333333333
TTC30A	1.14525
CRISP1	-0.585
KRT32	1.271
VSTM1	0.401
ZNF622	-0.17
POLR3B	-0.3536
DNAJC10	0.218875
C12orf54	2.049
ADIPOQ	4.17733333333333
RIT2	-0.30525
CD44	0.90905
ABCA3	-0.36875
RPS17	-0.76325
FEZF1	-0.816
PCDHB15	-1.12275
KCNMA1	-0.586681818181818
CCDC116	-2.503
C15orf27	-1.627
NARG2	-0.7443125
ITGA5	-0.424625
MEFV	1.133
TUT1	-0.176
LOC541473	-0.0966666666666667
NMBR	0.549
GLT1D1	-0.985833333333333
ABCB7	-0.7095
PFKP	-1.28027272727273
C9orf91	0.8951
LRRC41	0.312
C1orf85	0.632833333333333
ATP5F1	0.166
STOX1	-0.209875
GFOD2	0.9095
SLC25A3	0.195375
ZNF646	-0.3199
ZAR1	-1.191
OSTbeta	-0.41575
GALNT3	3.34925
IFT122	0.212333333333333
LDB3	0.2554
GARNL1	-0.611692307692308
HOMEZ	0.332833333333333
LRRC6	2.0795
ANGPTL5	-0.8225
UBAC1	-0.2385
DLEU7	-0.06425
RPL19	0.416625
TOP1MT	-0.266333333333333
LOC643641	0.123571428571429
MBD3L2	-0.1865
NTSR1	-0.079
WISP2	0.939
GPSM2	-0.799125
RDH10	0.3135
PRKCG	-0.446
HIST1H4J	-0.0595
MON1B	0.0781
MLF1IP	-1.92366666666667
ZNF446	0.288125
COL4A5	-1.1119
SLC26A1	0.131357142857143
RGN	-1.3855
CCNB1	-2.301
C9orf165	0.44325
CCDC28B	-0.11175
CCDC97	0.71325
FGR	3.596
MSRB3	1.0306
EPN2	-0.099
COX15	-0.928333333333333
KCNK6	-0.0316
XK	-3.4035
GDA	-5.181875
HEPH	-0.62725
THRAP3	0.144625
MET	-1.47992857142857
PHYHIP	0.49825
LYAR	-0.725333333333333
ING3	0.7005
AK7	-2.08475
CCT8L2	0.1765
COPS7A	-0.0683333333333333
WSCD1	-0.28875
RNF185	1.02275
TNS3	0.58825
KNDC1	-0.4088
RWDD4A	0.16
MED13L	-0.1593
ZFYVE1	0.611375
C7orf44	-1.08633333333333
MRPL1	0.2775
STGC3	-1.24675
TEAD1	-1.7825
RPL7A	0.206571428571429
ARL6IP1	0.573
C1orf178	-0.7055
CTAGE5	-0.135916666666667
TMEM184A	-0.122
SLC25A14	-0.151
CACNG5	1.10875
ATXN10	0.4912
ECH1	1.1948
CCL22	1.45975
CYP2F1	-1.80433333333333
GADL1	-0.3345
TMEM19	-0.6942
RUNX3	1.75475
EFNB1	1.026
LIPN	-0.502
ACSM3	-4.152
SIGLEC8	1.47116666666667
ASCC3L1	-0.44875
NOL8	-0.0285
RELT	-0.1285
Magmas	-1.577
PPP1R15B	-0.0054
C11orf2	0.1725
VKORC1	0.012
MGC26647	0.2865
TRPM6	1.53081818181818
UGT2B7	-0.491833333333333
FEV	0.2345
FOXK2	0.0712
PDCD5	-0.6045
SLC8A1	3.3249
DGUOK	-0.633833333333333
CLDN16	0.9445
GAGE1	-1.3485
RBM17	0.3346
C1QTNF3	1.67675
VGLL3	0.936666666666667
UNQ5830	2.211
CD1A	-1.43083333333333
SCGB1C1	-1.7575
SUPT4H1	-0.623375
TRAF5	-0.1195
ASAHL	0.814875
FAM73A	0.1465
OR6B1	0.612
WHSC1	-2.57695
GFPT2	0.77925
LOC339809	1.227
STARD5	0.3755
SIP1	-0.6965
DNAJC15	-0.3915
STAU2	-0.3391875
FAM98A	0.07175
RAD23B	0.7060625
LRRC33	0.31125
CHRAC1	-1.6035
C21orf89	-1.13475
C19orf43	-0.0435
KLK8	4.57533333333333
CCNE1	-0.4885
PKDREJ	1.3005
SSU72	0.38525
C17orf73	0.433
GPR78	0.893
WHSC1L1	-0.2741
GSTA2	-0.14275
SMUG1	0.262666666666667
UFM1	1.0092
AP3M2	-0.495083333333333
USP14	-0.42475
FBXL14	0.4905
DSTN	0.70375
SFRS14	-1.45575
FBXO31	-0.2985
C12orf40	-0.239
FRS2	0.98025
NR2E3	-1.52775
TUBB2C	0.0965
GMPR	0.593833333333333
C9orf139	0.4765
ING5	-0.459
LOC730092	0.684
ORM1	-2.73025
RP11-11C5.2	-1.176
HSPD1	-0.6802
PIWIL3	-0.67625
C5orf13	-0.3506
OR5R1	-1.5215
LCOR	-0.290125
PLEKHA9	-0.216
CCDC43	-0.46075
ZNF232	-0.55375
SLC6A7	-1.2405
ADH5	-0.235166666666667
SHBG	-0.696833333333333
CROCCL2	-1.263
PANX3	0.3325
CDIPT	0.6015
SLC16A5	0.50475
TUBB	-0.757125
TOR3A	-0.167
PREP	0.0731666666666667
ENTPD8	-0.466428571428572
CHMP1B	0.9055
SYT12	0.6189
MYH6	-2.573
MAP3K13	0.0161666666666667
KLHL30	0.178833333333333
LCMT1	0.45675
EIF1AX	-0.08075
FOXD4L1	0.1505
SLC24A5	-2.6815
RNF166	0.4408
TJAP1	-0.289
TMEM156	0.754166666666667
ZNF239	0.36475
SNX19	0.4729
GKN1	-0.06525
FCN1	4.2253
C1QL1	-1.86
ATP11C	0.589125
ZNF35	0.82075
CARD8	0.511
LIMD1	-1.46966666666667
KIAA0286	-1.1355
XRN2	-0.864666666666667
CD6	1.592
TOX3	0.99025
ZSCAN4	-2.0765
RSRC1	-0.040875
COG1	0.114
PTRF	0.752
C16orf35	-0.4265
FBXO24	0.4225
CHST11	1.3455
THRB	1.1653
MYBPC1	5.64575
RNF39	1.61733333333333
PSMD11	-0.77325
ALAD	0.481166666666667
EN1	1.2755
SLC9A9	1.94275
GSTM4	0.3721
CDC42BPA	-0.535947368421053
RCSD1	1.1225
LUC7L2	-0.7566
SPTBN1	-0.129
LOC146167	0.3235
BAT5	0.4292
ZNF452	-1.203125
LSM4	-0.399875
SRP72	-0.1709
SGK269	0.2205
MTX1	0.3175
CENTA1	-0.40675
UNQ9433	-2.2655
ATR	-0.425666666666667
DDX49	0.0278333333333333
PAQR8	0.032
C14orf174	-1.24975
GBGT1	1.23075
THAP1	0.612
OR10K1	1.567
RASIP1	-0.248
DPYD	0.8805
DOHH	0.35375
C18orf45	0.303
POF1B	3.0579
ZNF552	1.0475
USP32	-1.01975
MED27	0.418
C14orf149	-0.0673333333333333
PRDX4	0.0335
ABHD12	0.309
AGT	-5.3465
SLC22A14	0.012
C1orf58	1.09625
PILRA	1.07175
ABCF2	-0.83275
C17orf85	-0.1696
TKTL1	-0.5095
FGF1	2.3146
IL6R	1.32966666666667
VPS25	-0.83
CHRNB2	0.42125
COL7A1	-2.2699
LRRC48	0.972833333333333
SPG20	1.13025
COX10	-0.21775
GCA	1.6645
ECEL1	1.336
GLG1	0.313333333333333
SRD5A2L2	-0.67225
MUTYH	-0.677875
ZNF70	0.08025
L2HGDH	-1.92675
GPATCH2	0.98725
ZNF655	-0.412
ZNF227	-0.193166666666667
MCOLN2	1.61583333333333
NQO2	0.7185
KCNQ5	-0.285
NEU1	0.509833333333333
QRICH1	-0.2335
ZBTB20	0.386666666666667
RPUSD3	-0.02325
EPGN	0.330666666666667
TSN	-0.103416666666667
SPRY2	-0.464333333333333
LZTFL1	-0.00825
GMFB	0.3415
PBEF1	0.3564
HBG2	-2.83
TMEM8	0.20625
PALM2-AKAP2	1.15
NFYA	0.48825
FAM108A1	0.70925
PBLD	0.38975
NRG4	-2.01575
PIGF	-0.3515
PTGER1	0.337
NOS2A	-0.441
C21orf34	1.04
C21orf51	-0.0931666666666667
IL17C	0.4595
TRMT6	-0.229333333333333
ETV2	0.306833333333333
CCDC109A	-0.601
MYLK2	-1.233
ATP10A	1.1631
DPH4	-0.3765
C5orf5	-0.680666666666667
KCNA4	-0.0378333333333334
NMNAT2	-0.1955
GLYATL2	5.781
LSMD1	0.046875
IL23R	-1.851
NRF1	-0.18675
MUC15	2.32983333333333
PRDM12	-1.3145
PAQR4	-0.397285714285714
RBBP6	-1.4683125
IFI27	4.24125
SKAP2	1.17866666666667
TAGAP	3.26625
TJP3	0.911
C9orf61	1.55175
IDS	0.220357142857143
PARG	0.21475
LOC131149	-0.838
DYRK4	0.401666666666667
MICALL1	-0.2825
GALR2	0.3455
GPBP1L1	0.365875
TBX21	5.96
KCNJ6	-1.20983333333333
GGN	0.632
CASP5	1.73516666666667
RNF182	-4.87625
BRD4	0.1365
DOK4	-0.396625
SLC46A2	1.37916666666667
SOX9	0.525916666666667
ZNRD1	-0.453
PRR6	-2.86575
FAU	0.227625
DTNB	0.835666666666667
CARD9	2.49425
STS-1	0.6205
SLC4A5	-0.483
NSBP1	-0.67375
UGCGL2	-1.171
POTE15	-2.5955
NOXA1	-0.23875
RP13-347D8.3	3.44025
SAMD10	-0.251833333333333
EP400NL	-1.62575
TCF21	-0.208333333333333
AMELX	-0.462
JPH2	0.5371
SLA	3.248125
DLST	-1.711
SEPT12	0.647
RGS20	-0.77725
LXN	2.1365
ZNF419	-0.1425
UPK3B	-0.011
RELL1	1.29775
ESPNL	0.104
KLHL21	-0.087625
PI15	-0.079
C2orf61	-3.188
LOC407835	-0.321833333333333
RER1	0.432083333333333
ELAVL2	-0.195
MGC26718	-1.806
KLF2	2.84625
TNFAIP8L3	0.303583333333333
TFE3	0.55425
C11orf17	0.3105
15E1.2	-1.5045
SNRPC	-0.92275
DLGAP1	-0.1275
PGLYRP1	0.263125
OVCH2	0.6875
IRF7	1.6965
SET	-0.7246
NAB2	-0.263333333333333
LRP5L	-0.76175
FAM120A	0.17375
ASCL2	0.608
SHH	-0.232
ATP5H	0.323666666666667
THPO	-2.446
TYRP1	-4.94766666666667
HIST1H3E	0.935333333333333
EIF2S1	-0.348
TNFRSF17	0.2905
TARSL2	0.2505
NKX2-8	1.26257142857143
C1orf115	1.508125
LOC56964	0.3965
KIAA0841	-1.38375
ISCU	1.097
TTMA	-0.431
ZNF414	-0.349
LOC441150	0.14
RAB15	0.294
HBP1	1.19466666666667
TNNT2	-1.49033333333333
CECR5	-0.744
PHGDH	-1.85775
JRK	-0.6636
XPO4	-0.484625
FAM131C	0.624
ARHGAP25	2.536
CA9	-2.97244444444444
GPR62	0.488666666666667
TLX1	-0.471666666666667
GPS1	0.116
OR2M2	-0.866
BDP1	-0.718642857142857
FAM70B	1.37175
RPS29	0.0979166666666666
MKLN1	-0.4882
TSPAN19	-2.23375
SLC29A3	2.076
LGALS4	-0.0343333333333333
USH2A	0.433166666666667
NF1	-0.819333333333333
APOBEC3A	5.863
IMPAD1	0.6005
OLR1	2.93716666666667
NRAP	0.034
HCFC1R1	0.236333333333333
TAOK2	0.221
MCM10	-1.885
MAP4K3	-0.112416666666667
CBS	-2.45425
CLK3	-0.3281
PCDHGA5	6.0885
ELF4	0.58375
FAM71A	0.4965
C11orf49	-0.534
CLIP2	-0.68425
BTBD9	0.5618
ZNF524	1.58925
KDELR1	-0.0431666666666667
ZNF509	1.107
NCSTN	1.0395
ZNF533	-0.0752857142857143
PARP4	0.486125
GALNT9	-0.223333333333333
NPY	-2.34325
BEGAIN	-1.70366666666667
TMEM77	0.821
FOXRED1	-1.505
SLC16A2	0.439833333333333
SLC35B1	-0.1985
GK5	-0.244666666666667
SDCCAG10	-0.63525
C4orf20	-0.05575
SLC9A2	-0.73375
ADD1	-0.0637142857142857
TAL2	-1.43783333333333
ACLY	-0.704
DNAJC1	0.4235
SOST	-0.91
USP43	0.013
CYP4F12	-1.76333333333333
FKBP5	-0.247875
CHCHD5	-0.0495
NUDT22	-0.0135
CCDC85B	-0.172
OR51G2	0.5325
STRN3	-0.339428571428571
TMOD2	1.04625
FLI1	1.7365
MAB21L2	0.0198333333333333
DGKQ	-0.21125
VPRBP	-0.597166666666667
SCNN1B	-0.0567999999999999
ECHDC3	1.9441
TMEM106C	-1.30625
CSNK2A2	-0.335
RPL39	-0.3414
HERC3	0.515555555555556
ZBTB47	0.7455
ZNF681	-0.63325
PAGE2	-0.153
CLIC5	4.106
RABAC1	1.36525
ZFHX2	0.5455
YPEL1	0.617
KIAA0776	0.65
NR1D2	-0.35575
DNAJC4	0.42225
NPNT	1.3604
ZNF677	0.681
ZNF536	-2.005
MEF2B	0.86725
PTPN4	-0.511875
CTCFL	-6.992
STX5	0.183
CD72	3.018
VEGFA	-1.67
XRCC1	-0.4233
MAS1L	0.183333333333333
ELL	0.443
SETBP1	0.7575
CDH11	3.05983333333333
NDC80	-1.587
DMBX1	-3.5645
NRSN1	0.687
BAT2D1	0.045375
CDS2	1.71366666666667
C1orf212	0.278833333333333
SENP3	-0.881
IL1F9	-0.7275
EEF2K	-0.0395
COG8	0.542
CEP72	-2.115
OR1L8	3.0235
MUS81	-0.696
PHYH	0.765125
GGT6	1.03083333333333
C22orf23	-0.831583333333333
C13orf33	3.919375
MAPK8IP2	1.8555
NELL2	0.80625
POU3F2	-2.89133333333333
ALPK1	2.045625
MRPS18C	0.32075
RPLP2	0.457875
FGF22	0.4845
SPNS1	0.180333333333333
ZFP1	-0.493
IL1RAPL1	-1.3315
PCSK9	0.972833333333333
NKX2-1	-0.24925
C6orf189	3.265
SP4	-0.196
SLC11A1	3.4413
C21orf25	0.652166666666667
ICAM2	1.185625
SH3GL1	-0.817666666666667
GSK3B	-0.2645
RALB	1.27375
PDXP	-1.26383333333333
GNGT1	0.29075
KIR2DL1	-0.3195
TNFAIP3	0.8015
C6orf32	1.2701
CBLN2	1.09175
PANK3	0.49275
TAAR9	0.3775
WDR82	0.349071428571429
APOM	-3.671375
TRIP10	0.00875
SPATA16	1.3416
C1orf135	-1.66225
USP51	-0.29525
TESK1	1.0445
C11orf64	0.607571428571429
ZNF611	-0.8985
PDE6G	2.93483333333333
HLA-DQA1	4.54575
GCLC	0.26275
SEC61A1	0.252
TWSG1	1.02125
ZMYND10	-1.10375
CTDP1	0.18275
ADAMTS6	-0.608333333333333
SLIT1	-2.192
KRT86	-1.391
KIAA0574	-0.31725
GTPBP2	-0.9128
PQLC3	1.15225
PRRX2	0.8835
C15orf44	0.212833333333333
MKKS	-0.287375
C11orf10	0.427
GPR110	1.79542857142857
CD109	-0.01125
ADCY1	0.233
RHBG	-3.5925
TP53I3	0.73475
SLC22A3	-0.2953
UCP2	0.988
FOXG1	-2.28575
OR2AG1	0.605
TRIM24	-0.7855
PROC	-3.18175
TAAR6	0.169666666666667
AMTN	-1.0075
C10orf47	-0.9335
DEPDC1	-2.01775
FLJ45557	1.13325
ZDHHC17	-0.0324375
KIAA1429	-0.2015
KCNH1	0.2525
VNN3	2.20328571428571
PSMAL	2.543
PPARD	0.077875
HFM1	-1.84425
YBX1	-0.657833333333333
ZNF695	-1.0425
SCTR	-0.407666666666667
DCDC1	-0.2415
VPS26B	0.1557
MTF2	-0.881
ATP6V1F	0.896
CCDC94	0.0075
PERF15	1.2665
CCL11	5.023
LMO7	-1.756
DCST1	null
ADRBK1	0.054125
CDRT4	-0.45475
ZNF84	-1.2145
HOXD8	1.627
STARD8	0.638166666666667
FOXP2	-0.767714285714286
CCDC103	2.4305
POLR3A	-1.3223
GSC	1.14966666666667
ZNF114	-1.42983333333333
HTR7P	0.37
LALBA	0.871
RMND5A	0.630333333333333
PSCD2	0.4485
ZNF409	-0.126
KRTAP1-3	0.1466
MAF1	-0.1585
LOC201725	-1.18933333333333
NRN1	-1.55675
SPAG5	-3.2665
DNAH7	0.447166666666667
FLJ43860	0.0335
BRCA2	-0.51475
ACADM	0.00124999999999999
CXXC6	-3.758375
RAGE	-1.781625
CHMP2A	0.31875
FAM8A1	-0.2178
GPR21	0.2585
SLC12A3	-2.747
FVT1	0.504571428571429
ZDHHC7	0.2725
FLJ44048	3.685
SLC44A3	1.4365
SDSL	1.04366666666667
MMP8	1.4055
PLA2G12B	-4.07433333333333
ACY1	-1.1525
MT1E	0.463
OR4K15	0.576
TECTB	-0.384
GPR20	0.318875
IRAK2	-1.03225
RFPL3	0.584
MYO9A	-0.10225
NARG1L	-0.283833333333333
BLMH	-1.09425
CCDC3	3.40633333333333
C9orf21	0.440333333333333
KIAA0513	0.93
MIER2	-0.17275
PNMA2	-1.59772727272727
SH3BP2	1.006
ANXA10	-1.765
RTN2	0.306333333333333
TFB1M	-1.439
PRPH2	4.3255
C14orf133	0.3645
GOLGB1	0.1905
IRX4	1.54125
NFKBIL1	-0.239333333333333
C10orf62	-0.0255
APBB3	-0.9025
RPS10	0.3364
LOC728378	-0.65875
TLE3	0.687444444444445
PSMB7	0.09525
MESDC1	0.1425
SLC6A1	0.7215
OCLN	0.585833333333333
PTTG3	-1.9535
NAGLU	0.30925
SERTAD4	0.7505
SPRY1	2.2515
FLJ10781	0.106583333333333
MYSM1	-0.39625
TRIM4	0.192357142857143
SH3YL1	0.906625
TREM2	4.7235
SERPINI1	1.23175
HDHD3	0.203625
TMEM38A	-0.35075
EID2B	-1.0295
TDRD3	0.7475
SEDLP	0.74525
THSD7A	2.343
NDST3	-2.47366666666667
KLHL15	-0.707083333333333
DHRS12	1.952
FBXO9	-1.00407142857143
TNPO1	-0.129
MRPL13	-0.427166666666667
SNX5	-1.75383333333333
METTL6	0.17575
SOD1	0.103875
CHML	-0.686666666666667
PACS1	0.566625
SIRT5	-0.5014
CAPN2	0.7255
FXYD5	1.17016666666667
TWISTNB	-0.292625
LRFN1	0.695833333333333
UBE1L	2.133625
UBE1C	0.533
OR51B2	0.098
OR4D11	0.6225
C15orf2	-1.2205
NR4A1	1.06883333333333
LOC339047	-2.81325
TRIM17	0.3805
ATP5G3	-0.130928571428571
RPL15	-0.332583333333333
ADAMTS8	1.02425
HOXC4	-0.935
C14orf37	1.8275
CEACAM5	-2.8555
MYT1L	0.210333333333333
RASA2	-0.154625
OSBPL7	-1.3195
STAG1	-0.1725
GIMAP4	5.74533333333333
FUT3	2.54716666666667
PIF1	-2.243
LPIN2	0.3172
SH3PX3	0.5395
PDP2	-0.38825
PAPD1	-0.03325
ERP27	0.99275
APOOL	-0.3326
DIABLO	-0.308
TRHR	-0.613833333333333
ARMC9	-0.547125
RNF152	3.34575
SLITRK3	0.126333333333333
ZNF211	-0.0969
PFDN1	-0.2635
RGS11	-0.638125
HS6ST1	0.1927
AKR1D1	-2.31675
TNP2	0.712166666666667
STK31	1.11266666666667
EML4	-0.144583333333333
SGTA	-0.887833333333333
HIST1H2BI	-0.439333333333333
PSMD6	-1.67566666666667
KIAA1257	-0.583
C18orf55	-0.26
FLJ20273	2.081125
RPL28	-0.629
EPYC	0.768125
NOX3	0.051
ELAC1	0.786
METT11D1	-1.0465
BIN2	1.41783333333333
NACA2	-0.073
CCDC17	-0.994
HM13	-0.4322
UBOX5	-0.556625
UBE2O	-0.88175
UBL5	-0.15025
APOLD1	2.373125
C9orf31	0.22575
TNFSF8	0.6575
ARHGAP29	0.22425
PROKR2	0.2135
PDE5A	-0.2475
C6orf12	-0.1375
TOM1L1	-0.395
WHDC1	0.334625
FOXI1	1.51716666666667
RAB4A	0.5733
TMEM39B	-0.523
ATPBD1C	-0.4935
FARSA	-0.4945
PLEKHG5	0.26275
CMAS	-0.233
OR7E24	0.3575
SLC30A1	-0.88725
CDC42EP5	2.03316666666667
PLAC1	-2.061
KLHL18	-0.366
LBA1	0.9603
TAZ	-0.42425
CRIP2	1.052125
BTBD11	-0.367333333333333
C16orf72	0.4255
DIO2	3.3633
LRRCC1	0.465666666666667
CCDC136	-2.501
PRX	0.493
RBM5	-0.5495
TMEM85	0.168
TUBGCP4	-1.68183333333333
APLN	1.824
CDK7	-0.269166666666667
SSR2	0.999916666666667
CRELD1	-0.12675
C19orf46	1.73925
GAL3ST4	0.598833333333333
KBTBD10	0.50075
IL28A	1.2635
WDR27	-0.958
MCM2	-1.65533333333333
SOX14	-0.441
FLJ39743	0.642
KIAA0922	-0.774125
HIPK4	0.845
FLJ25758	1.099
C16orf57	0.552833333333333
PDZD2	1.92975
MCC	0.884125
HHLA3	-0.1451
ID2	0.6935
C20orf23	0.998083333333334
ZNF688	0.5015
APOC2	0.699166666666667
LOC440093	0.61275
FAM50B	1.312
PWP1	-0.3705
DNAH10	0.8165
HIST1H2BA	-0.323
GPR56	0.530166666666667
METAP2	-0.460125
PAN3	1.372
STXBP4	-0.593375
PDHX	-0.13
MTA1	-0.41075
ZBED4	0.199625
ZNF720	0.3715
CDK2	-1.95125
RHOJ	1.705
CDC37	0.2005
ZER1	0.421875
GRK4	-0.4195
PRPH	-0.764
POLR2A	0.284
OGFOD1	-0.73275
NOL5A	-1.7395
PHEX	1.37
FLJ16478	0.25625
C20orf117	-1.61071428571429
CAMTA2	-0.09625
C11orf74	0.59
DDX17	-0.348416666666667
C5orf27	1.498625
PLEKHA2	-0.410444444444444
PDE4DIP	0.7202
SCN7A	1.07033333333333
ZNF559	-0.144
CXCL10	4.4275
ZMYM4	-0.308666666666667
STK32B	-0.480466666666667
KIAA0888	-3.4399
TACR3	-0.305
CKAP2L	-2.994
KIF1A	-0.000333333333333334
RSPRY1	0.5055
VCAN	1.74775
CYP27C1	0.233
SYDE1	-1.54133333333333
MED12L	-1.4625
ZDHHC21	0.771
NHS	1.4965
TM9SF3	0.794666666666667
DDHD1	-0.21125
MAFG	-0.32325
BICD2	-0.4437
C14orf119	0.0155
C14orf43	0.231714285714286
CDH7	-2.11125
ALKBH5	-0.391571428571429
JUP	0.029375
TMEM41A	0.109
MAMDC4	-1.77316666666667
CBX3	0.30875
LRRC18	0.02875
RBMXL2	-1.10133333333333
PLA2G4D	0.760833333333333
FGF13	1.883625
KIF3A	-0.400666666666667
PDIA6	-0.26975
DCXR	0.0985
CASKIN2	0.366583333333333
EHD1	0.990833333333333
MARCKSL1	-0.0406666666666667
ZNF496	-0.186833333333333
SCAF1	0.454166666666667
KCTD8	-1.96075
TRAF3IP3	2.18607142857143
LSR	1.276
CXorf1	0.5625
C14orf112	0.530666666666667
EIF2B1	-0.087
OMP	-0.0915
GSTZ1	0.4095
LOC92017	0.95825
ISLR2	1.2705
C12orf36	-0.3615
GATA2	-2.1325
GABRA5	-2.282
CELSR2	-1.58271428571429
STAM2	0.433
TNAP	-0.1605
PTPMT1	-0.0411666666666667
GRP	6.3655
SV2A	-1.1816
MAGEA12	-0.08925
CACNG1	-0.696
C18orf19	-0.61375
GSG1	2.23233333333333
PTPRJ	0.7285
FRMPD1	0.1005
ZNF668	0.569
PLEKHJ1	-0.524875
ADAT1	-1.1538
TMEM50A	1.2111
UCN3	-0.404
HOOK1	-0.437375
IL17B	1.6545
MLKL	0.175
TTC14	-0.769833333333333
KLHL5	0.19075
CRYL1	1.2195
FOXH1	-0.3315
NFYB	-0.05
PPM1G	-0.53075
GOLGA2LY1	-1.33775
NMT1	-0.184625
HADHA	-0.5106
CHSY-2	2.42925
PLEKHF1	1.74878571428571
SAGE1	-2.158
MUSTN1	-0.1
SUHW4	0.85575
TFEB	2.46683333333333
ZFYVE27	-0.43825
ATG12	0.0225
BMI1	0.341142857142857
ZIM3	0.760666666666667
MYH4	-0.10725
MASP1	-1.192
KIAA0984	-0.0555
RPAP2	-0.4935
ASB5	-0.4145
BOLA3	-0.653333333333333
MIA3	0.0453333333333333
KRT35	0.622
KIR3DL3	-2.691
MRPL51	-0.4895
SEMA3F	0.1725
NDUFB2	0.897
LOC253012	1.721
FAM46C	-0.5078
G6PC	-3.0115
CSAG3A	0.136666666666667
PREX1	1.2265
SLC25A45	0.320125
MAPKBP1	0.3191
CPE	0.8132
GNB1	0.2035
CXCR6	4.5235
TRIM46	-0.157
C16orf3	0.487833333333333
HPSE	2.604
TIGD3	-0.109
SPG3A	1.6825
LCAT	-1.71216666666667
ST6GAL1	-0.112611111111111
POMC	1.4315
FLJ36031	0.0543333333333333
NSMAF	-0.0236666666666667
