Hybridization REF	TCGA-AR-A1AV-01A-21R-A12P-07
FANCB	-2.4035
C11orf9	-2.00875
DPY19L1	-1.315875
VDAC2	-0.154166666666667
VHL	-0.58325
LMBR1	0.17025
C8orf44	0.98925
ZPBP	0.02075
FGF23	-2.1645
C21orf67	0.56575
PCNT	-0.452625
BCKDHB	0.1765
GALNTL5	0.9445
BET1	-0.39325
ARL13A	-1.798
HDAC6	-0.7615
N4BP3	-0.174833333333333
OTOP1	0.145166666666667
TTC30A	0.807375
CRISP1	-1.653
KRT32	0.2735
VSTM1	0.3185
ZNF622	-0.28325
POLR3B	-0.2634
DNAJC10	0.579
C12orf54	0.976
ADIPOQ	1.91833333333333
RIT2	0.38075
CD44	-0.1065
ABCA3	0.147375
RPS17	-0.7025
FEZF1	-0.17
PCDHB15	-1.559
KCNMA1	1.33595454545455
CCDC116	-3.1945
C15orf27	-0.471
NARG2	-0.789
ITGA5	-1.306625
MEFV	1.826
TUT1	-0.30625
LOC541473	-0.09575
NMBR	0.412
GLT1D1	-0.5665
ABCB7	-0.795
PFKP	-2.10072727272727
C9orf91	0.5198
LRRC41	-0.2625
C1orf85	0.51
ATP5F1	-0.3855
STOX1	-1.047875
GFOD2	-0.09
SLC25A3	-0.559125
ZNF646	0.5981
ZAR1	-1.224
OSTbeta	-2.65275
GALNT3	-0.676
IFT122	0.613833333333333
LDB3	0.00200000000000004
GARNL1	0.561928571428571
HOMEZ	0.140666666666667
LRRC6	3.9415
ANGPTL5	-0.1005
UBAC1	-0.9275
DLEU7	-1.72225
RPL19	0.194375
TOP1MT	0.113333333333333
LOC643641	0.652625
MBD3L2	0.00750000000000001
NTSR1	-0.032
WISP2	1.3605
GPSM2	-1.250625
RDH10	0.3602
PRKCG	-0.1025
HIST1H4J	0.3265
MON1B	0.1235
MLF1IP	-2.002
ZNF446	0.819625
COL4A5	-0.5816
SLC26A1	0.421928571428571
RGN	-2.59475
CCNB1	-2.21425
C9orf165	-0.165
CCDC28B	-0.483
CCDC97	1.0915
FGR	3.2935
MSRB3	-0.6967
EPN2	0.60325
COX15	0.3335
KCNK6	-0.2226
XK	-4.806
GDA	-5.2395
HEPH	-1.552125
THRAP3	0.0105
MET	-2.97192857142857
PHYHIP	0.30525
LYAR	-0.782166666666667
ING3	-0.02775
AK7	-2.3945
CCT8L2	-0.286375
COPS7A	-0.451666666666667
WSCD1	-0.76325
RNF185	0.874625
TNS3	0.7585
KNDC1	-0.8306
RWDD4A	0.348333333333333
MED13L	0.8421
ZFYVE1	0.421125
C7orf44	-0.985833333333333
MRPL1	-0.0385
STGC3	-1.5345
TEAD1	-1.34483333333333
RPL7A	-0.586357142857143
ARL6IP1	0.2742
C1orf178	-0.9375
CTAGE5	-0.0555833333333333
TMEM184A	-0.420666666666667
SLC25A14	-0.20175
CACNG5	0.30025
ATXN10	0.105
ECH1	0.6855
CCL22	1.508
CYP2F1	-2.001
GADL1	0.311
TMEM19	0.1827
RUNX3	1.9775
EFNB1	-0.678166666666667
LIPN	-0.4115
ACSM3	-4.0695
SIGLEC8	3.0505
ASCC3L1	-0.3085
NOL8	-0.393125
RELT	-0.0508333333333334
Magmas	-0.092
PPP1R15B	0.1364
C11orf2	0.3285
VKORC1	-0.927
MGC26647	0.68025
TRPM6	0.462833333333333
UGT2B7	-5.27183333333333
FEV	0.5255
FOXK2	-0.1538
PDCD5	-0.414666666666667
SLC8A1	2.5298
DGUOK	0.0108333333333333
CLDN16	0.66
GAGE1	-2.3525
RBM17	0.2936
C1QTNF3	0.66425
VGLL3	0.238
UNQ5830	0.548
CD1A	-2.095
SCGB1C1	-0.4445
SUPT4H1	0.595625
TRAF5	0.7525
ASAHL	1.401125
FAM73A	-0.209333333333333
OR6B1	0.6615
WHSC1	-1.5122
GFPT2	1.211
LOC339809	0.43275
STARD5	0.75225
SIP1	-0.2765
DNAJC15	0.40375
STAU2	1.0436875
FAM98A	-0.6
RAD23B	-0.4014375
LRRC33	1.02125
CHRAC1	0.01325
C21orf89	0.5115
C19orf43	0.869333333333333
KLK8	-1.68916666666667
CCNE1	-1.618625
PKDREJ	-0.00683333333333336
SSU72	0.45625
C17orf73	0.4355
GPR78	1.0905
WHSC1L1	-0.0166
GSTA2	-3.0145
SMUG1	-0.186166666666667
UFM1	0.1982
AP3M2	-0.528333333333333
USP14	-0.680875
FBXL14	0.1015
DSTN	0.528
SFRS14	-0.31025
FBXO31	-0.3005
C12orf40	0.291666666666667
FRS2	0.99025
NR2E3	-1.36133333333333
TUBB2C	-1.1265
GMPR	-0.534833333333333
C9orf139	1.7115
ING5	-0.114230769230769
LOC730092	0.3115
ORM1	-4.27725
RP11-11C5.2	-1.345
HSPD1	-1.2577
PIWIL3	-0.33675
C5orf13	-0.9149
OR5R1	0.8475
LCOR	1.004
PLEKHA9	-0.4955
CCDC43	-0.17625
ZNF232	0.233
SLC6A7	0.086
ADH5	-0.401583333333333
SHBG	-1.08233333333333
CROCCL2	-0.445
PANX3	-0.5035
CDIPT	-0.127
SLC16A5	-1.01225
TUBB	-0.871625
TOR3A	0.6798
PREP	0.0321666666666667
ENTPD8	1.61364285714286
CHMP1B	-0.30075
SYT12	-1.0477
MYH6	-1.2731
MAP3K13	0.587333333333333
KLHL30	-0.0491666666666667
LCMT1	-0.039625
EIF1AX	-0.366583333333333
FOXD4L1	0.9755
SLC24A5	-1.7465
RNF166	-0.00639999999999999
TJAP1	-0.1665
TMEM156	2.798
ZNF239	2.367
SNX19	1.2735
GKN1	0.39925
FCN1	3.7956
C1QL1	-2.35
ATP11C	0.105625
ZNF35	0.73525
CARD8	1.388375
LIMD1	-0.6095
KIAA0286	-0.91475
XRN2	-0.6215
CD6	2.32283333333333
TOX3	0.75775
ZSCAN4	-2.69333333333333
RSRC1	-0.839625
COG1	0.522
PTRF	-0.8858
C16orf35	-0.2495
FBXO24	-0.18075
CHST11	0.471
THRB	0.0046
MYBPC1	1.048
RNF39	-0.142166666666667
PSMD11	-0.27925
ALAD	0.359166666666667
EN1	0.26775
SLC9A9	2.6935
GSTM4	0.7874
CDC42BPA	-0.91321052631579
RCSD1	1.554
LUC7L2	0.0896
SPTBN1	-0.5583
LOC146167	0.864
BAT5	0.7922
ZNF452	0.07425
LSM4	-0.539625
SRP72	-0.3195
SGK269	-0.239583333333333
MTX1	0.136
CENTA1	-0.22475
UNQ9433	-1.3665
ATR	-0.269583333333333
DDX49	0.616666666666667
PAQR8	-0.353833333333333
C14orf174	-0.1885
GBGT1	0.619
THAP1	0.48125
OR10K1	0.456
RASIP1	-1.16016666666667
DPYD	1.401
DOHH	0.36775
C18orf45	-0.1955
POF1B	-1.5403
ZNF552	2.6385
USP32	-0.895125
MED27	-0.670833333333333
C14orf149	-1.434
PRDX4	-0.2775
ABHD12	-0.6932
AGT	-3.61125
SLC22A14	-0.3385
C1orf58	0.54975
PILRA	-0.00199999999999999
ABCF2	-0.615625
C17orf85	0.1355
TKTL1	-0.9045
FGF1	1.1038
IL6R	1.58916666666667
VPS25	-0.08575
CHRNB2	-0.336625
COL7A1	-2.6021
LRRC48	2.1135
SPG20	-0.103916666666667
COX10	0.51
GCA	1.231
ECEL1	0.552833333333333
GLG1	0.0226666666666667
SRD5A2L2	-0.112
MUTYH	-0.733625
ZNF70	0.05325
L2HGDH	-1.34425
GPATCH2	0.536
ZNF655	0.17175
ZNF227	0.6405
MCOLN2	2.94833333333333
NQO2	-1.756
KCNQ5	0.1175
NEU1	0.658333333333333
QRICH1	0.4065
ZBTB20	0.796333333333333
RPUSD3	-0.41475
EPGN	-2.60975
TSN	-0.01625
SPRY2	-2.2265
LZTFL1	0.582875
GMFB	0.046125
PBEF1	-0.843
HBG2	-3.41725
TMEM8	0.24025
PALM2-AKAP2	0.456666666666667
NFYA	0.538
FAM108A1	0.511
PBLD	0.511625
NRG4	-2.59625
PIGF	-0.47125
PTGER1	0.41475
NOS2A	0.552666666666667
C21orf34	-1.64883333333333
C21orf51	0.374333333333333
IL17C	0.38
TRMT6	0.0936666666666667
ETV2	0.398833333333333
CCDC109A	-0.14325
MYLK2	-2.509
ATP10A	0.5632
DPH4	-0.55975
C5orf5	0.00866666666666668
KCNA4	-0.016
NMNAT2	-1.73816666666667
GLYATL2	-0.889
LSMD1	0.592125
IL23R	-2.2595
NRF1	0.131
MUC15	-4.5605
PRDM12	-1.835
PAQR4	-0.772214285714286
RBBP6	-0.865125
IFI27	3.98975
SKAP2	0.533666666666667
TAGAP	4.4715
TJP3	2.128
C9orf61	-1.38
IDS	0.251285714285714
PARG	0.30825
LOC131149	-0.0865
DYRK4	0.9285
MICALL1	-0.4725
GALR2	0.101
GPBP1L1	0.131625
TBX21	5.403
KCNJ6	1.1305
GGN	0.731
CASP5	1.58016666666667
RNF182	-6.55075
BRD4	0.44425
DOK4	-1.543125
SLC46A2	0.9795
SOX9	1.33541666666667
ZNRD1	0.0416666666666667
PRR6	-0.675
FAU	0.28375
DTNB	0.577666666666667
CARD9	1.295
STS-1	-0.416166666666667
SLC4A5	0.370625
NSBP1	-2.5825
UGCGL2	-1.54766666666667
POTE15	-0.725
NOXA1	-0.07925
RP13-347D8.3	3.88
SAMD10	0.452833333333333
EP400NL	-0.92475
TCF21	-2.02075
AMELX	0.229333333333333
JPH2	-0.4621
SLA	3.696375
DLST	-1.79516666666667
SEPT12	-0.1315
RGS20	-4.12025
LXN	1.98466666666667
ZNF419	-0.042625
UPK3B	-0.418
RELL1	-0.387
ESPNL	0.501
KLHL21	-0.141375
PI15	-0.4865
C2orf61	-1.161
LOC407835	0.0275
RER1	-0.134916666666667
ELAVL2	1.6815
MGC26718	-1.67675
KLF2	2.572
TNFAIP8L3	0.6195
TFE3	0.09875
C11orf17	-0.5715
15E1.2	-1.10225
SNRPC	-0.52025
DLGAP1	0.803
PGLYRP1	0.445
OVCH2	0.4705
IRF7	2.1381
SET	-1.4688
NAB2	-0.520666666666667
LRP5L	0.19575
FAM120A	0.0314375
ASCL2	0.907166666666667
SHH	0.0865
ATP5H	-0.2725
THPO	-1.33233333333333
TYRP1	-5.05
HIST1H3E	0.370166666666667
EIF2S1	-0.609055555555556
TNFRSF17	2.91133333333333
TARSL2	-0.2035
NKX2-8	0.97625
C1orf115	-0.651125
LOC56964	2.244
KIAA0841	0.107
ISCU	1.0965
TTMA	-0.7595
ZNF414	0.6655
LOC441150	0.99075
RAB15	-0.567
HBP1	1.35816666666667
TNNT2	-0.868166666666667
CECR5	-0.78975
PHGDH	-2.27025
JRK	0.5385
XPO4	-0.3
FAM131C	0.3815
ARHGAP25	2.18233333333333
CA9	-3.48211111111111
GPR62	-0.0348333333333334
TLX1	-0.673
GPS1	-0.279
OR2M2	0.926
BDP1	-0.459571428571429
FAM70B	0.59525
RPS29	-0.00725
MKLN1	-0.0301
TSPAN19	-1.58925
SLC29A3	1.5526
LGALS4	-0.0806666666666667
USH2A	0.752666666666667
NF1	0.331166666666667
APOBEC3A	4.50166666666667
IMPAD1	1.12316666666667
OLR1	1.7235
NRAP	-0.0355
HCFC1R1	0.103166666666667
TAOK2	-0.183166666666667
MCM10	-1.8685
MAP4K3	0.0115
CBS	-2.431125
CLK3	-0.6811
PCDHGA5	2.578
ELF4	0.370125
FAM71A	-0.40675
C11orf49	-0.394
CLIP2	-0.02125
BTBD9	1.0054
ZNF524	1.34475
KDELR1	-0.0911666666666667
ZNF509	0.967
NCSTN	1.3105
ZNF533	0.651571428571429
PARP4	0.185875
GALNT9	-0.418166666666667
NPY	-3.38025
BEGAIN	-2.64633333333333
TMEM77	0.7995
FOXRED1	-1.28633333333333
SLC16A2	-0.29
SLC35B1	0.212
GK5	-0.5625
SDCCAG10	-0.65475
C4orf20	0.212
SLC9A2	-2.8005
ADD1	0.499285714285714
TAL2	-1.68233333333333
ACLY	-0.225
DNAJC1	0.4355
SOST	-1.83725
USP43	0.759333333333333
CYP4F12	-0.503
FKBP5	0.814
CHCHD5	0.2064
NUDT22	0.00725
CCDC85B	-0.6495
OR51G2	1.3975
STRN3	0.502428571428571
TMOD2	1.2765
FLI1	1.99025
MAB21L2	0.811833333333333
DGKQ	0.313
VPRBP	0.202666666666667
SCNN1B	-0.6154
ECHDC3	1.3474
TMEM106C	-0.9475
CSNK2A2	-0.8465
RPL39	-0.0428
HERC3	0.5544
ZBTB47	0.486166666666667
ZNF681	0.2455
PAGE2	-2.22425
CLIC5	3.80185714285714
RABAC1	1.2175
ZFHX2	1.707
YPEL1	1.1665
KIAA0776	0.833
NR1D2	0.28475
DNAJC4	0.59275
NPNT	0.5557
ZNF677	-0.1995
ZNF536	-0.608666666666667
MEF2B	0.98025
PTPN4	0.067
CTCFL	-7.0485
STX5	0.640666666666667
CD72	4.6935
VEGFA	-1.65889473684211
XRCC1	0.0884
MAS1L	0.391166666666667
ELL	0.7045
SETBP1	1.17975
CDH11	3.038
NDC80	-1.38523076923077
DMBX1	-2.814
NRSN1	1.5258
BAT2D1	0.31425
CDS2	1.56716666666667
C1orf212	-0.459
SENP3	-0.198375
IL1F9	0.607
EEF2K	-0.431
COG8	-0.1475
CEP72	-1.1585
OR1L8	-0.0605
MUS81	-0.126666666666667
PHYH	0.109625
GGT6	1.4875
C22orf23	-1.27291666666667
C13orf33	4.069
MAPK8IP2	-0.225
NELL2	2.28875
POU3F2	-3.18916666666667
ALPK1	2.125125
MRPS18C	-0.4485
RPLP2	-0.09475
FGF22	-0.8245
SPNS1	-0.115833333333333
ZFP1	-0.45625
IL1RAPL1	-1.564
PCSK9	-4.88966666666667
NKX2-1	0.0600769230769231
C6orf189	0.21875
SP4	0.4125
SLC11A1	0.3463
C21orf25	0.1535
ICAM2	1.492875
SH3GL1	-0.391333333333333
GSK3B	-0.206166666666667
RALB	0.30825
PDXP	-1.3065
GNGT1	-4.013625
KIR2DL1	1.3635
TNFAIP3	2.11583333333333
C6orf32	3.4447
CBLN2	-0.61025
PANK3	1.2155
TAAR9	0.9995
WDR82	0.520142857142857
APOM	-3.276125
TRIP10	-0.0475
SPATA16	-0.4278
C1orf135	-2.82625
USP51	-0.82325
TESK1	0.78975
C11orf64	0.24625
ZNF611	0.514
PDE6G	2.23266666666667
HLA-DQA1	4.362625
GCLC	0.082
SEC61A1	-0.0465
TWSG1	-0.185583333333333
ZMYND10	2.667
CTDP1	0.717375
ADAMTS6	-0.826666666666667
SLIT1	-2.04175
KRT86	0.8475
KIAA0574	-2.6495
GTPBP2	-0.3288
PQLC3	1.83825
PRRX2	0.613666666666667
C15orf44	0.108833333333333
MKKS	-0.1645
C11orf10	0.16075
GPR110	-1.724
CD109	-1.85033333333333
ADCY1	-0.156
RHBG	-1.8485
TP53I3	-0.503875
SLC22A3	0.5969
UCP2	1.37775
FOXG1	-2.41066666666667
OR2AG1	0.362
TRIM24	-0.975
PROC	-3.031
TAAR6	0.613333333333333
AMTN	-1.124
C10orf47	0.375666666666667
DEPDC1	-2.6665
FLJ45557	6.46075
ZDHHC17	-0.018875
KIAA1429	0.843833333333333
KCNH1	1.34
VNN3	0.329
PSMAL	-0.0655
PPARD	0.02725
HFM1	-3.18475
YBX1	-1.43516666666667
ZNF695	-2.30475
SCTR	-0.642833333333333
DCDC1	0.632
VPS26B	0.7394
MTF2	-0.748
ATP6V1F	0.4975
CCDC94	0.5705
PERF15	-0.2665
CCL11	4.6575
LMO7	-1.72625
DCST1	1.4465
ADRBK1	0.463625
CDRT4	0.4005
ZNF84	-0.44425
HOXD8	0.27075
STARD8	0.0116666666666667
FOXP2	-1.62
CCDC103	-0.15275
POLR3A	-0.1894
GSC	-0.078
ZNF114	-3.51783333333333
HTR7P	0.239
LALBA	0.722
RMND5A	-0.0148333333333333
PSCD2	0.627
ZNF409	0.4575
KRTAP1-3	-0.163833333333333
MAF1	0.82475
LOC201725	-0.6675
NRN1	-2.945875
SPAG5	-1.446
DNAH7	2.56733333333333
FLJ43860	0.3765
BRCA2	-0.92925
ACADM	0.067625
CXXC6	-1.72575
RAGE	-0.616125
CHMP2A	0.53375
FAM8A1	0.4764
GPR21	-0.0005
SLC12A3	-2.368
FVT1	0.585928571428571
ZDHHC7	-0.334875
FLJ44048	0.17975
SLC44A3	0.739833333333333
SDSL	-0.0256666666666667
MMP8	-1.896
PLA2G12B	-4.26116666666667
ACY1	-0.96725
MT1E	-0.587666666666667
OR4K15	0.321
TECTB	-1.512
GPR20	-0.353625
IRAK2	-0.19325
RFPL3	-0.558125
MYO9A	-0.08975
NARG1L	-0.628666666666667
BLMH	0.261125
CCDC3	2.19133333333333
C9orf21	-0.613833333333333
KIAA0513	1.199
MIER2	0.71875
PNMA2	-1.68583333333333
SH3BP2	0.8653
ANXA10	-0.05275
RTN2	0.247666666666667
TFB1M	-1.266
PRPH2	2.54125
C14orf133	0.06075
GOLGB1	0.957
IRX4	-1.409375
NFKBIL1	-0.168666666666667
C10orf62	0.1055
APBB3	-0.247
RPS10	0.0314
LOC728378	0.22525
TLE3	0.668666666666667
PSMB7	-0.830375
MESDC1	-0.122
SLC6A1	1.31833333333333
OCLN	0.132583333333333
PTTG3	-1.786
NAGLU	0.0745
SERTAD4	1.865
SPRY1	1.1295
FLJ10781	0.653083333333333
MYSM1	-0.074
TRIM4	0.422928571428571
SH3YL1	1.2965
TREM2	3.48016666666667
SERPINI1	1.2275
HDHD3	0.50125
TMEM38A	0.3975
EID2B	-0.036
TDRD3	-0.147666666666667
SEDLP	0.3775
THSD7A	1.6145
NDST3	-4.585
KLHL15	-0.823666666666667
DHRS12	0.525
FBXO9	-0.401357142857143
TNPO1	-0.301083333333333
MRPL13	0.7145
SNX5	-0.8885
METTL6	-0.7355
SOD1	-0.05825
CHML	-1.217
PACS1	0.579375
SIRT5	-0.2578
CAPN2	-0.162833333333333
FXYD5	0.2175
TWISTNB	-0.524375
LRFN1	0.666
UBE1L	2.29075
UBE1C	0.4055
OR51B2	-0.4265
OR4D11	0.328
C15orf2	0.4985
NR4A1	-0.445166666666667
LOC339047	-1.21825
TRIM17	-0.06425
ATP5G3	-0.306071428571429
RPL15	-0.02875
ADAMTS8	-0.1355
HOXC4	0.066
C14orf37	0.505
CEACAM5	-3.161375
MYT1L	-0.359333333333333
RASA2	0.36025
OSBPL7	-0.9615
STAG1	0.095
GIMAP4	5.15516666666667
FUT3	-0.309666666666667
PIF1	-1.9005
LPIN2	0.0843
SH3PX3	0.01275
PDP2	-0.485
PAPD1	-0.243875
ERP27	0.8345
APOOL	-0.9496
DIABLO	-0.22025
TRHR	0.145142857142857
ARMC9	-0.75375
RNF152	3.82725
SLITRK3	-0.303166666666667
ZNF211	0.2331
PFDN1	-0.059
RGS11	0.31525
HS6ST1	0.3517
AKR1D1	-2.121
TNP2	0.425
STK31	0.328
EML4	-0.266666666666667
SGTA	-0.9315
HIST1H2BI	-0.6525
PSMD6	-1.705
KIAA1257	0.91675
C18orf55	0.360333333333333
FLJ20273	2.86225
RPL28	-0.00966666666666664
EPYC	4.6545
NOX3	-0.109
ELAC1	-0.00266666666666666
METT11D1	-0.3095
BIN2	2.11166666666667
NACA2	-0.483
CCDC17	-0.472
HM13	-0.1936
UBOX5	0.7145
UBE2O	-0.297875
UBL5	0.80175
APOLD1	0.934875
C9orf31	0.104
TNFSF8	1.557
ARHGAP29	-1.441875
PROKR2	-0.953
PDE5A	-0.523333333333333
C6orf12	-0.615
TOM1L1	-0.58
WHDC1	0.051
FOXI1	0.192666666666667
RAB4A	0.8969
TMEM39B	-0.486
ATPBD1C	-0.686
FARSA	0.111333333333333
PLEKHG5	0.254
CMAS	-1.112
OR7E24	0.1565
SLC30A1	-0.3135
CDC42EP5	1.03866666666667
PLAC1	0.817
KLHL18	-0.0213333333333333
LBA1	2.1386
TAZ	-0.6945
CRIP2	-0.1945
BTBD11	-0.741333333333333
C16orf72	0.37275
DIO2	1.496
LRRCC1	0.889666666666667
CCDC136	-2.221
PRX	0.155125
RBM5	0.3313
TMEM85	0.13425
TUBGCP4	-1.30533333333333
APLN	-0.404125
CDK7	0.0405
SSR2	0.712333333333333
CRELD1	0.14875
C19orf46	2.081
GAL3ST4	0.616666666666667
KBTBD10	1.557
IL28A	2.068
WDR27	0.0265
MCM2	-1.292
SOX14	null
FLJ39743	0.2875
KIAA0922	0.652875
HIPK4	0.589
FLJ25758	0.469
C16orf57	-0.694666666666667
PDZD2	0.225625
MCC	-0.0465
HHLA3	0.2699
ID2	0.272
C20orf23	0.0719166666666667
ZNF688	0.76325
APOC2	-0.722166666666667
LOC440093	-0.017
FAM50B	1.82983333333333
PWP1	-0.3205
DNAH10	0.663
HIST1H2BA	-0.38525
GPR56	-0.999333333333333
METAP2	-0.526875
PAN3	0.529833333333333
STXBP4	-0.502875
PDHX	-0.648
MTA1	-0.74525
ZBED4	-0.04425
ZNF720	-0.18875
CDK2	-1.947875
RHOJ	-0.3015
CDC37	-0.0916666666666667
ZER1	0.230375
GRK4	0.643
PRPH	-1.115
POLR2A	0.14925
OGFOD1	-1.18875
NOL5A	-0.17975
PHEX	0.7835
FLJ16478	0.0336666666666667
C20orf117	-1.06775
CAMTA2	0.34775
C11orf74	-0.265
DDX17	0.0366666666666667
C5orf27	-0.06
PLEKHA2	-0.1566
PDE4DIP	0.2744
SCN7A	1.1365
ZNF559	0.3275
CXCL10	4.352
ZMYM4	0.033
STK32B	-0.7372
KIAA0888	-2.4437
TACR3	2.6935
CKAP2L	-1.751
KIF1A	0.262666666666667
RSPRY1	0.11775
VCAN	0.98575
CYP27C1	-0.827
SYDE1	-1.94916666666667
MED12L	-1.431
ZDHHC21	0.919125
NHS	-0.1645
TM9SF3	1.27166666666667
DDHD1	0.23225
MAFG	-0.657666666666667
BICD2	-0.6045
C14orf119	-0.3945
C14orf43	0.426785714285714
CDH7	-2.41025
ALKBH5	0.436428571428572
JUP	1.430375
TMEM41A	-0.1605
MAMDC4	-1.0485
CBX3	-0.7675
LRRC18	0.3075
RBMXL2	0.0405
PLA2G4D	0.4985
FGF13	-1.82775
KIF3A	0.3565
PDIA6	-0.37025
DCXR	0.25075
CASKIN2	0.430416666666667
EHD1	1.09683333333333
MARCKSL1	0.8185
ZNF496	0.0723333333333333
SCAF1	0.572166666666667
KCTD8	-2.16825
TRAF3IP3	2.79228571428571
LSR	0.57
CXorf1	-0.848
C14orf112	-0.221333333333333
EIF2B1	0.019
OMP	-0.032
GSTZ1	-0.93
LOC92017	1.86025
ISLR2	0.4915
C12orf36	0.133
GATA2	-2.28266666666667
GABRA5	-2.8955
CELSR2	-1.18035714285714
STAM2	0.8854
TNAP	-0.111
PTPMT1	-0.742166666666667
GRP	1.958
SV2A	-2.336
MAGEA12	-4.21975
CACNG1	3.9975
C18orf19	-1.205
GSG1	-1.09583333333333
PTPRJ	0.514357142857143
FRMPD1	0.423
ZNF668	0.1925
PLEKHJ1	-0.83675
ADAT1	-0.4652
TMEM50A	0.5459
UCN3	0.2005
HOOK1	-0.186875
IL17B	-1.9
MLKL	1.04866666666667
TTC14	-0.585333333333333
KLHL5	0.705875
CRYL1	0.422166666666667
FOXH1	0.1365
NFYB	-0.019875
PPM1G	-0.625
GOLGA2LY1	-1.43675
NMT1	0.00437499999999999
HADHA	-0.747
CHSY-2	1.9595
PLEKHF1	1.249
SAGE1	-3.7515
MUSTN1	0.88475
SUHW4	0.95825
TFEB	2.37916666666667
ZFYVE27	0.476
ATG12	-0.9125
BMI1	0.780785714285714
ZIM3	0.404
MYH4	-0.640666666666667
MASP1	-1.56972727272727
KIAA0984	0.2995
RPAP2	-0.528
ASB5	0.0265
BOLA3	-0.9205
MIA3	1.9905
KRT35	0.856
KIR3DL3	-0.382
MRPL51	-0.608
SEMA3F	0.423166666666667
NDUFB2	0.3495
LOC253012	-1.07125
FAM46C	2.0324
G6PC	-3.159
CSAG3A	-2.19966666666667
PREX1	2.0055
SLC25A45	0.538125
MAPKBP1	0.1446
CPE	-0.8614
GNB1	0.1205
CXCR6	4.864
TRIM46	-0.2295
C16orf3	0.133666666666667
HPSE	1.834625
TIGD3	-0.3295
SPG3A	1.11275
LCAT	-1.21616666666667
ST6GAL1	0.496833333333333
POMC	1.9115
FLJ36031	-0.224
NSMAF	-0.0446666666666667
SKIL	1.082
ADSS	0.4485
HMGCS1	-1.7393
POLR3F	-0.227666666666667
RAB10	-0.056375
ZNF277P	-0.435625
ZBTB7B	0.950375
DHRS1	0.294375
ABCC13	0.105125
CNOT3	0.22025
NFKBIA	2.14525
GAK	0.463
SFT2D2	1.31633333333333
HOXA6	-1.1555
CRTC1	0.601625
LY6D	-1.35033333333333
C20orf72	-1.03766666666667
CPT1A	-0.62475
LMO1	-3.3465
EIF3I	-0.74525
PRB4	-0.384666666666667
MCM3APAS	-1.37925
C20orf132	0.6983
FOXF2	-3.28175
S100A12	1.01975
MLH1	-0.1915
ACTN1	-0.9064
MRPL36	-0.356166666666667
C20orf106	0.3205
FBXO6	1.96266666666667
MKS1	-0.369666666666667
CX3CR1	-3.340875
PDE1B	1.126
PLP1	1.08725
KISS1	-0.254666666666667
C14orf2	-0.622166666666667
TBC1D3P2	-0.08275
COMMD6	0.9379
ANKRD7	-2.395
PTCHD1	-1.523375
NARS2	-0.79275
DOCK7	-0.774
FAM127B	-0.896875
LOC390243	-0.0926666666666667
N6AMT2	0.17375
ZNF391	-0.9665
DNAJB14	0.201666666666667
WRB	0.07125
BPI	-0.14925
TTC4	-0.484833333333333
FAM10A5	-0.502
GOT1L1	0.306
MAGED1	-0.15025
RESP18	0.136
WFDC6	3.65275
MT2A	-0.093
C11orf56	-0.1515
KIAA1432	1.079
ROR1	-1.084625
HSD17B14	1.51016666666667
ZFAND2B	0.298
SAMD4B	0.2715
HEXA	-0.066375
HNRNPU	-0.0526363636363637
USP39	-0.02125
NRD1	-0.5145
R3HDML	0.1065
FLT4	0.589166666666667
OMG	0.488333333333333
OR52N4	1.1905
LOC399818	0.1545
ELA2	-1.689
VENTXP1	-0.162
RFC5	-1.816
OR52L1	0.825
PAX5	0.755
FBXO2	-1.151
GMEB1	0.0465
AKT3	-0.816
CRB1	0.045
CTTN	-0.517666666666667
UTP15	-0.468
HSBP1	-0.515833333333333
PHF11	2.00125
NDEL1	0.275333333333333
USP8	-0.07875
BAIAP2	0.0556875
SI	0.363333333333333
ARSJ	1.58716666666667
BAAT	-3.13975
KCNS3	-0.115666666666667
LOC126147	0.0186666666666667
TMEM37	0.15
C1orf162	3.8805
MBD1	0.203
ITGAL	2.99983333333333
WDR73	-0.652
GKN2	0.3915
ARFGAP1	-1.002375
SLC5A8	-2.31066666666667
ZBTB40	0.0305
CYP4B1	0.757333333333333
LYPLAL1	0.169
CHST3	-1.82075
MAP3K9	0.0865
BTAF1	0.392666666666667
TFAP2E	0.375
RBM35B	0.22425
LOC441251	-0.336833333333333
ANKRD25	-0.768055555555555
UQCRC2	-0.357
MAEA	0.425
HYAL1	-3.0424
RNPEPL1	0.338666666666667
CPSF2	-0.23425
PSD3	-2.0984
ABCA13	-0.521857142857143
AGR2	1.895875
GBX1	-0.465
HDLBP	0.191
ACY3	1.251
HECW1	1.513
ZNF519	-1.67225
HOPX	3.467
ZNF304	1.149375
OR12D3	-0.233
FKSG43	0.10575
METTL1	-0.1855
MFSD3	0.8296
PSPH	-0.81125
CLCA3	-1.381
DARS2	-0.816166666666667
CDC25A	-2.445
BAIAP2L1	-0.56875
B3GNT5	-0.90325
USP29	0.52525
ARHGEF10L	1.091
ATOX1	0.68275
ADAM30	-0.2445
DNASE1	0.0825
STT3A	-0.30925
RAB6IP1	-0.1895
PTN	-0.4296
C1orf106	-1.22784615384615
HECA	2.31825
RNF122	0.8425
SLC22A18AS	-0.3385
GNG8	1.4855
ELP4	-0.542
FAM65A	0.0405
RPL10A	0.137333333333333
IRS4	-0.083
MACF1	0.2748
SEC24D	0.77725
