Hybridization REF	TCGA-BH-A0C1-01B-11R-A12D-07
SLC25A14	0.37875
CACNG5	0.14975
ATXN10	0.4491
ECH1	-0.064
CCL22	0.9035
CYP2F1	-1.72683333333333
GADL1	0.343
TMEM19	-0.8003
RUNX3	0.0905
EFNB1	-0.3055
LIPN	-0.611
ACSM3	-4.4535
SIGLEC8	2.19933333333333
ASCC3L1	-0.36025
NOL8	0.319875
RELT	-0.896333333333333
Magmas	0.01775
PPP1R15B	0.8504
C11orf2	0.1695
VKORC1	-0.892666666666667
MGC26647	-0.161666666666667
TRPM6	0.695181818181818
UGT2B7	-2.94316666666667
FEV	0.32025
FOXK2	-1.1703
PDCD5	-0.2495
SLC8A1	1.9657
DGUOK	-0.225
CLDN16	-0.26
GAGE1	-0.8045
RBM17	-0.3929
C1QTNF3	0.745375
VGLL3	-0.338166666666667
UNQ5830	-2.501
CD1A	-2.55333333333333
SCGB1C1	0.192
SUPT4H1	-0.928375
TRAF5	1.55775
ASAHL	0.381
FAM73A	0.0218333333333334
OR6B1	0.6565
WHSC1	-1.87095
GFPT2	0.70225
LOC339809	0.95075
STARD5	-0.124833333333333
SIP1	-1.7105
DNAJC15	-0.7985
STAU2	0.5990625
FAM98A	0.33675
RAD23B	-0.1636875
LRRC33	-0.84575
CHRAC1	-0.31225
C21orf89	0.1495
C19orf43	0.469166666666667
KLK8	-1.6785
CCNE1	-2.031
PKDREJ	0.171166666666667
SSU72	-0.24525
C17orf73	0.2905
GPR78	1.047
WHSC1L1	0.343
GSTA2	-3.0495
SMUG1	-0.348
UFM1	0.5999
AP3M2	0.874333333333333
USP14	-0.3195
FBXL14	1.2435
DSTN	1.62975
SFRS14	-0.92125
FBXO31	-0.473166666666667
C12orf40	0.183
FRS2	1.106
NR2E3	-0.22425
TUBB2C	-1.27
GMPR	0.344666666666667
C9orf139	0.026
ING5	-0.157785714285714
LOC730092	-0.487166666666667
ORM1	-3.7135
RP11-11C5.2	-1.1745
HSPD1	-0.4632
PIWIL3	0.08675
C5orf13	0.4476
OR5R1	-1.9985
LCOR	0.911
PLEKHA9	0.7085
CCDC43	-0.878
ZNF232	-0.8985
SLC6A7	-0.1215
ADH5	-0.38475
SHBG	-0.835333333333333
CROCCL2	-1.1575
PANX3	-0.2245
CDIPT	-0.2595
SLC16A5	0.076
TUBB	-0.9649375
TOR3A	0.6135
PREP	0.3305
ENTPD8	-0.252785714285714
CHMP1B	0.40575
SYT12	0.5422
MYH6	-2.23288888888889
MAP3K13	0.844166666666667
KLHL30	0.174333333333333
LCMT1	-0.010375
EIF1AX	-0.14275
FOXD4L1	1.1
SLC24A5	-1.655
RNF166	-1.087
TJAP1	-0.3375
TMEM156	-0.745166666666667
ZNF239	1.53975
SNX19	0.7169
GKN1	-0.18175
FCN1	2.0282
C1QL1	-1.952
ATP11C	0.188875
ZNF35	1.201
CARD8	0.36525
LIMD1	-0.209666666666667
KIAA0286	-1.147125
XRN2	0.118166666666667
CD6	0.993166666666667
TOX3	2.8605
ZSCAN4	-1.6548
RSRC1	-0.629875
COG1	0.0895
PTRF	0.1827
C16orf35	-0.24825
FBXO24	-0.49775
CHST11	-0.8325
THRB	0.3087
MYBPC1	2.97825
RNF39	1.71483333333333
PSMD11	-1.38075
ALAD	0.698
EN1	0.654
SLC9A9	0.876
GSTM4	-0.3869
CDC42BPA	0.915894736842105
RCSD1	-0.546
LUC7L2	0.0737
SPTBN1	-0.1276
LOC146167	0.196
BAT5	1.1265
ZNF452	0.804375
LSM4	-0.734625
SRP72	0.00599999999999999
SGK269	-0.0106666666666667
MTX1	0.4335
CENTA1	-0.10275
UNQ9433	-0.406
ATR	-0.183083333333333
DDX49	0.00233333333333334
PAQR8	-0.406666666666667
C14orf174	0.46475
GBGT1	0.16625
THAP1	0.61325
OR10K1	-0.547
RASIP1	-0.710833333333333
DPYD	0.023
DOHH	-0.57575
C18orf45	2.79275
POF1B	0.2493
ZNF552	4.1445
USP32	-1.4035
MED27	-0.677833333333333
C14orf149	-1.115
PRDX4	-0.806666666666667
ABHD12	-0.4946
AGT	-3.912
SLC22A14	-0.771
C1orf58	1.29875
PILRA	-1.2855
ABCF2	-0.4175
C17orf85	-0.4554
TKTL1	-1.37633333333333
FGF1	2.03055
IL6R	1.68833333333333
VPS25	-0.60625
CHRNB2	0.981625
COL7A1	-1.9043
LRRC48	1.2745
SPG20	0.293333333333333
COX10	-0.139
GCA	0.81325
ECEL1	0.0116666666666667
GLG1	-0.243333333333333
SRD5A2L2	0.238
MUTYH	-1.286875
ZNF70	0.05375
L2HGDH	-0.9995
GPATCH2	1.59875
ZNF655	-0.568375
ZNF227	0.497666666666667
MCOLN2	0.571333333333333
NQO2	-1.19625
KCNQ5	0.274
NEU1	0.155666666666667
QRICH1	-0.064
ZBTB20	0.641
RPUSD3	-0.528
EPGN	-2.24516666666667
TSN	0.394333333333333
SPRY2	-1.93583333333333
LZTFL1	0.301375
GMFB	1.01375
PBEF1	-0.4889
HBG2	-2.69225
TMEM8	-0.5315
PALM2-AKAP2	-0.186
NFYA	0.41425
FAM108A1	0.031125
PBLD	0.7945
NRG4	-2.5995
PIGF	-0.56375
PTGER1	0.37625
NOS2A	0.496833333333333
C21orf34	0.0231666666666667
C21orf51	-0.00266666666666667
IL17C	-0.057
TRMT6	-0.0855
ETV2	0.449833333333333
CCDC109A	-0.092
MYLK2	-1.791
ATP10A	0.6856
DPH4	-0.58875
C5orf5	0.183833333333333
KCNA4	0.5806
NMNAT2	-1.45666666666667
GLYATL2	4.2205
LSMD1	-0.4725
IL23R	-1.59866666666667
NRF1	-0.136
MUC15	-3.067
PRDM12	-1.5675
PAQR4	0.146785714285714
RBBP6	-1.90875
IFI27	2.5225
SKAP2	0.242833333333333
TAGAP	2.324875
TJP3	2.4825
C9orf61	1.47875
IDS	0.0293571428571429
PARG	0.335
LOC131149	0.4145
DYRK4	0.905166666666667
MICALL1	0.14175
GALR2	-0.091
GPBP1L1	-0.531
TBX21	4.4005
KCNJ6	0.747333333333333
GGN	0.74025
CASP5	0.0843333333333333
RNF182	-5.109
BRD4	0.39775
DOK4	-1.1925
SLC46A2	1.9915
SOX9	2.82933333333333
ZNRD1	-0.404333333333333
PRR6	-3.0725
FAU	-0.34325
DTNB	1.67133333333333
CARD9	0.066
STS-1	-1.542
SLC4A5	0.219
NSBP1	-1.15125
UGCGL2	-0.503333333333333
POTE15	-0.0385
NOXA1	0.963
RP13-347D8.3	4.029
SAMD10	-0.146333333333333
EP400NL	-1.88625
TCF21	-0.723
AMELX	0.93325
JPH2	-0.0492
SLA	2.567875
DLST	-1.341
SEPT12	-0.15425
RGS20	-4.36425
LXN	0.442833333333333
ZNF419	-0.6455
UPK3B	-0.620333333333333
RELL1	0.1455
ESPNL	1.274
KLHL21	-0.683125
PI15	0.4655
C2orf61	-1.2745
LOC407835	-0.523666666666667
RER1	-0.108083333333333
ELAVL2	0.605
MGC26718	0.95275
KLF2	3.0675
TNFAIP8L3	1.23791666666667
TFE3	0.011
C11orf17	-0.769
15E1.2	-1.6155
SNRPC	-0.605
DLGAP1	-0.658
PGLYRP1	0.18875
OVCH2	-0.264
IRF7	1.3654
SET	0.3275
NAB2	0.222
LRP5L	0.106
FAM120A	0.3035
ASCL2	0.556333333333333
SHH	0.331
ATP5H	-0.6115
THPO	1.56316666666667
TYRP1	-3.39733333333333
HIST1H3E	0.572833333333333
EIF2S1	-0.551666666666667
TNFRSF17	-1.46983333333333
TARSL2	-0.12725
NKX2-8	0.54125
C1orf115	1.8795
LOC56964	0.2295
KIAA0841	-1.0265
ISCU	0.1875
TTMA	-0.5025
ZNF414	0.718
LOC441150	0.25825
RAB15	0.52875
HBP1	1.61
TNNT2	-0.617166666666667
CECR5	-0.50275
PHGDH	-2.687125
JRK	0.0198
XPO4	-0.1055
FAM131C	0.3485
ARHGAP25	1.271
CA9	-3.12155555555556
GPR62	0.362833333333333
TLX1	0.0166666666666666
GPS1	-1.03
OR2M2	0.0175
BDP1	0.335642857142857
FAM70B	1.00425
RPS29	-0.148166666666667
MKLN1	0.0878
TSPAN19	-3.87375
SLC29A3	0.6223
LGALS4	-0.5675
USH2A	0.696833333333333
NF1	-0.18
APOBEC3A	1.16366666666667
IMPAD1	0.612833333333333
OLR1	3.38033333333333
NRAP	-0.1755
HCFC1R1	0.202833333333333
TAOK2	-0.323
MCM10	-2.4485
MAP4K3	0.870583333333333
CBS	-2.683375
CLK3	-1.3816
PCDHGA5	0.7685
ELF4	0.52075
FAM71A	0.02325
C11orf49	0.1715
CLIP2	-0.29025
BTBD9	1.2392
ZNF524	1.66425
KDELR1	0.380333333333333
ZNF509	0.5275
NCSTN	1.4065
ZNF533	0.868285714285714
PARP4	-0.596625
GALNT9	0.157333333333333
NPY	-2.4075
BEGAIN	-0.763666666666667
TMEM77	-0.0761666666666667
FOXRED1	-0.9745
SLC16A2	0.9925
SLC35B1	-0.91225
GK5	-0.476416666666667
SDCCAG10	-0.4185
C4orf20	-0.03525
SLC9A2	1.843
ADD1	-0.0980714285714286
TAL2	-0.7875
ACLY	0.041375
DNAJC1	0.687
SOST	-2.6125
USP43	1.48466666666667
CYP4F12	1.0385
FKBP5	2.020625
CHCHD5	0.6875
NUDT22	-0.10125
CCDC85B	-0.4745
OR51G2	0.059
STRN3	0.325142857142857
TMOD2	0.72775
FLI1	0.246
MAB21L2	-0.1155
DGKQ	0.3565
VPRBP	0.130333333333333
SCNN1B	-0.9925
ECHDC3	1.3306
TMEM106C	0.093
CSNK2A2	-1.0665
RPL39	0.1732
HERC3	0.493111111111111
ZBTB47	0.1855
ZNF681	0.591
PAGE2	-2.98025
CLIC5	2.84842857142857
RABAC1	1.2205
ZFHX2	1.5405
YPEL1	0.87
KIAA0776	0.91175
NR1D2	0.6445
DNAJC4	0.542
NPNT	3.9965
ZNF677	0.095
ZNF536	-0.24475
MEF2B	0.115416666666667
PTPN4	0.251
CTCFL	-6.326
STX5	0.357833333333333
CD72	1.97125
VEGFA	-1.33131578947368
XRCC1	0.1103
MAS1L	0.1155
ELL	-0.0418
SETBP1	1.90775
CDH11	3.95483333333333
NDC80	-1.62023076923077
DMBX1	-1.93775
NRSN1	0.328166666666667
BAT2D1	0.58325
CDS2	0.282666666666667
C1orf212	-0.446666666666667
SENP3	-0.91525
IL1F9	-0.2495
EEF2K	0.112625
COG8	-0.25075
CEP72	-1.15875
OR1L8	0.8355
MUS81	-0.647166666666667
PHYH	-0.00287499999999998
GGT6	1.60633333333333
C22orf23	-1.40541666666667
C13orf33	3.415375
MAPK8IP2	-0.12125
NELL2	1.0015
POU3F2	-3.63133333333333
ALPK1	1.672
MRPS18C	-0.89025
RPLP2	-0.25625
FGF22	1.048
SPNS1	-0.457666666666667
ZFP1	-0.68175
IL1RAPL1	-1.6595
PCSK9	-3.24016666666667
NKX2-1	-0.235333333333333
C6orf189	1.352
SP4	0.1635
SLC11A1	0.475
C21orf25	0.692333333333333
ICAM2	-0.141
SH3GL1	-0.055
GSK3B	-0.00483333333333333
RALB	1.407125
PDXP	-1.0715
GNGT1	-3.65014285714286
KIR2DL1	0.6145
TNFAIP3	1.31141666666667
C6orf32	0.4531
CBLN2	-0.88925
PANK3	1.549375
TAAR9	-1.414
WDR82	0.334142857142857
APOM	-3.26375
TRIP10	-0.17475
SPATA16	0.2605
C1orf135	-2.20675
USP51	0.86475
TESK1	1.1015
C11orf64	0.205875
ZNF611	0.579
PDE6G	0.113166666666667
HLA-DQA1	4.089375
GCLC	0.055625
SEC61A1	-0.121785714285714
TWSG1	0.433666666666667
ZMYND10	1.86225
CTDP1	0.410125
ADAMTS6	-0.257333333333333
SLIT1	-2.098
KRT86	-0.9505
KIAA0574	0.9465
GTPBP2	-0.2182
PQLC3	1.69925
PRRX2	-0.329166666666667
C15orf44	-0.458166666666667
MKKS	-0.357
C11orf10	-0.22225
GPR110	0.221875
CD109	-0.0861666666666667
ADCY1	0.213833333333333
RHBG	-2.80325
TP53I3	-0.4755
SLC22A3	-2.3468
UCP2	1.515
FOXG1	-2.715
OR2AG1	0.09
TRIM24	-0.53475
PROC	-3.19875
TAAR6	0.11475
AMTN	-0.966
C10orf47	1.007
DEPDC1	-2.54475
FLJ45557	2.3275
ZDHHC17	-0.8209375
KIAA1429	0.623
KCNH1	0.5985
VNN3	0.402857142857143
PSMAL	1.94225
PPARD	0.39375
HFM1	-1.9735
YBX1	-1.7435
ZNF695	-1.44575
SCTR	-0.537
DCDC1	1.192
VPS26B	0.1543
MTF2	-1.2065
ATP6V1F	0.23375
CCDC94	0.132
PERF15	0.5705
CCL11	3.2965
LMO7	-0.398125
DCST1	0.2685
ADRBK1	0.025375
CDRT4	-0.604625
ZNF84	-0.9215
HOXD8	1.405
STARD8	-0.0261666666666667
FOXP2	-0.886571428571429
CCDC103	0.186
POLR3A	-0.617
GSC	-0.627333333333333
ZNF114	-3.7105
HTR7P	0.3205
LALBA	0.2805
RMND5A	-0.0948333333333333
PSCD2	1.06275
ZNF409	-0.131
KRTAP1-3	-0.130333333333333
MAF1	0.33075
LOC201725	-0.339166666666667
NRN1	-2.23775
SPAG5	-2.62133333333333
DNAH7	1.61066666666667
FLJ43860	0.2105
BRCA2	-1.12
ACADM	-0.31525
CXXC6	-3.16575
RAGE	-1.33775
CHMP2A	0.49975
FAM8A1	0.6553
GPR21	-0.0105
SLC12A3	-3.01383333333333
FVT1	0.414714285714286
ZDHHC7	-0.11375
FLJ44048	0.0903333333333333
SLC44A3	2.35733333333333
SDSL	0.101666666666667
MMP8	-0.50775
PLA2G12B	-3.85416666666667
ACY1	-0.463
MT1E	-1.1775
OR4K15	0.9925
TECTB	0.2905
GPR20	0.18
IRAK2	-0.6495
RFPL3	-0.83025
MYO9A	0.25575
NARG1L	-0.192333333333333
BLMH	-1.096125
CCDC3	2.34866666666667
C9orf21	-0.516166666666667
KIAA0513	0.1375
MIER2	0.45475
PNMA2	-1.85475
SH3BP2	0.5612
ANXA10	-1.16625
RTN2	0.202333333333333
TFB1M	-1.709
PRPH2	4.30175
C14orf133	0.056
GOLGB1	1.08191666666667
IRX4	-0.484875
NFKBIL1	-0.062
C10orf62	-1.02066666666667
APBB3	-0.45475
RPS10	0.4974
LOC728378	0.333
TLE3	0.891944444444445
PSMB7	-0.59725
MESDC1	0.334
SLC6A1	1.42683333333333
OCLN	2.15266666666667
PTTG3	-2.14283333333333
NAGLU	-0.3225
SERTAD4	2.973875
SPRY1	2.6255
FLJ10781	1.17658333333333
MYSM1	-0.88075
TRIM4	0.517071428571429
SH3YL1	2.2445
TREM2	3.55133333333333
SERPINI1	1.43375
HDHD3	0.66525
TMEM38A	0.516
EID2B	-0.37075
TDRD3	0.233
SEDLP	0.4295
THSD7A	2.54866666666667
NDST3	-1.94725
KLHL15	-0.4915
DHRS12	1.1735
FBXO9	0.180785714285714
TNPO1	0.1355
MRPL13	-0.46
SNX5	-2.001
METTL6	-0.52325
SOD1	-0.492125
CHML	0.376666666666667
PACS1	1.037625
SIRT5	-0.4283
CAPN2	0.842666666666667
FXYD5	0.197166666666667
TWISTNB	-0.249
LRFN1	1.125
UBE1L	1.10525
UBE1C	0.772
OR51B2	-0.21925
OR4D11	0.36
C15orf2	0.1385
NR4A1	0.417166666666667
LOC339047	-2.956
TRIM17	3.099375
ATP5G3	-0.0661428571428571
RPL15	-0.218583333333333
ADAMTS8	-0.9
HOXC4	0.3005
C14orf37	2.033
CEACAM5	-1.835875
MYT1L	-0.506
RASA2	0.26875
OSBPL7	-0.431
STAG1	-0.2905
GIMAP4	4.23966666666667
FUT3	-0.626666666666667
PIF1	-2.932125
LPIN2	0.4248
SH3PX3	-0.06475
PDP2	-0.41725
PAPD1	-0.227125
ERP27	2.60275
APOOL	0.4562
DIABLO	-0.45
TRHR	0.1805
ARMC9	0.28975
RNF152	2.4125
SLITRK3	-0.347333333333333
ZNF211	-0.583
PFDN1	0.642875
RGS11	1.031375
HS6ST1	1.3293
AKR1D1	-3.99975
TNP2	0.3858
STK31	-0.114
EML4	-0.472583333333333
SGTA	-0.371833333333333
HIST1H2BI	-0.932166666666667
PSMD6	-1.93283333333333
KIAA1257	3.657
C18orf55	0.113833333333333
FLJ20273	2.718375
RPL28	-0.694666666666667
EPYC	4.144125
NOX3	-0.3475
ELAC1	0.380166666666667
METT11D1	-1.0445
BIN2	-0.331833333333333
NACA2	0.16425
CCDC17	-1.6425
HM13	-0.4626
UBOX5	0.193
UBE2O	-0.925875
UBL5	0.1215
APOLD1	2.281
C9orf31	0.05775
TNFSF8	0.7365
ARHGAP29	0.73575
PROKR2	0.205
PDE5A	-0.754
C6orf12	0.4125
TOM1L1	-0.661
WHDC1	-0.589875
FOXI1	-0.00833333333333333
RAB4A	1.6079
TMEM39B	-0.79575
ATPBD1C	-1.3075
FARSA	-0.405
PLEKHG5	0.432
CMAS	-0.245333333333333
OR7E24	-0.556
SLC30A1	-0.74775
CDC42EP5	1.61333333333333
PLAC1	0.78875
KLHL18	-0.2545
LBA1	0.8027
TAZ	-1.6095
CRIP2	2.223
BTBD11	-0.854833333333333
C16orf72	0.57925
DIO2	0.9438
LRRCC1	0.0253333333333334
CCDC136	-2.39
PRX	0.399
RBM5	-0.4766
TMEM85	-0.20375
TUBGCP4	-1.54016666666667
APLN	0.22725
CDK7	0.939333333333333
SSR2	1.46058333333333
CRELD1	-0.37825
C19orf46	2.5995
GAL3ST4	0.888
KBTBD10	1.208
IL28A	-0.1695
WDR27	-0.4575
MCM2	-1.70766666666667
SOX14	-0.119
FLJ39743	0.7625
KIAA0922	0.111125
HIPK4	0.345
FLJ25758	0.7655
C16orf57	-0.864083333333333
PDZD2	2.2095
MCC	2.23475
HHLA3	-0.00640000000000001
ID2	0.3565
C20orf23	2.93233333333333
ZNF688	0.40075
APOC2	-2.21783333333333
LOC440093	-0.78775
FAM50B	1.61183333333333
PWP1	-1.083
DNAH10	-0.09675
HIST1H2BA	-0.06525
GPR56	0.986333333333333
METAP2	-0.71475
PAN3	0.716
STXBP4	-0.734375
PDHX	-0.2965
MTA1	0.374
ZBED4	0.315125
ZNF720	-0.51525
CDK2	-1.58875
RHOJ	1.372875
CDC37	-0.651
ZER1	0.10625
GRK4	0.506
PRPH	-0.32475
POLR2A	0.2465
OGFOD1	-0.92025
NOL5A	-1.18475
PHEX	-0.1025
FLJ16478	-0.11025
C20orf117	-1.116375
CAMTA2	0.33475
C11orf74	0.2245
DDX17	0.385083333333333
C5orf27	0.20975
PLEKHA2	-0.4626
PDE4DIP	-0.3869
SCN7A	2.01625
ZNF559	-0.764833333333333
CXCL10	3.74125
ZMYM4	0.195333333333333
STK32B	0.594533333333333
KIAA0888	-0.2205
TACR3	1.186
CKAP2L	-0.6915
KIF1A	-0.992666666666667
RSPRY1	0.83925
VCAN	1.744
CYP27C1	0.2365
SYDE1	-0.950833333333333
MED12L	-0.827
ZDHHC21	1.632375
NHS	-0.3055
TM9SF3	1.217
DDHD1	-0.24025
MAFG	-1.04266666666667
BICD2	-0.4987
C14orf119	-0.351
C14orf43	0.798785714285715
CDH7	-2.27475
ALKBH5	-0.552
JUP	1.541375
TMEM41A	0.158166666666667
MAMDC4	-1.62516666666667
CBX3	-0.18375
LRRC18	0.07175
RBMXL2	-1.902
PLA2G4D	0.395166666666667
FGF13	2.3185
KIF3A	0.831666666666667
PDIA6	-0.56975
DCXR	-0.18125
CASKIN2	0.504333333333333
EHD1	0.723
MARCKSL1	1.56733333333333
ZNF496	0.308
SCAF1	0.800833333333333
KCTD8	-1.08025
TRAF3IP3	1.11221428571429
LSR	0.8005
CXorf1	0.0961666666666666
C14orf112	0.0235
EIF2B1	-0.93275
OMP	0.199
GSTZ1	-0.729
LOC92017	0.98975
ISLR2	1.178
C12orf36	0.6695
GATA2	-0.723833333333333
GABRA5	-3.336
CELSR2	-0.385785714285714
STAM2	0.8382
TNAP	-0.9205
PTPMT1	-1.14466666666667
GRP	6.1345
SV2A	-1.42333333333333
MAGEA12	-4.1105
CACNG1	2.1105
C18orf19	-0.17175
GSG1	-0.4105
PTPRJ	0.0527142857142857
FRMPD1	0.053
ZNF668	0.2705
PLEKHJ1	-0.4575
ADAT1	-0.9982
TMEM50A	0.1023
UCN3	0.2415
HOOK1	1.36525
IL17B	-1.366
MLKL	-1.01683333333333
TTC14	-0.9385
KLHL5	0.9405
CRYL1	-0.287333333333333
FOXH1	-0.237
NFYB	-0.344875
PPM1G	-0.637
GOLGA2LY1	-1.46725
NMT1	-0.77925
HADHA	0.0519
CHSY-2	3.44575
PLEKHF1	0.597928571428571
SAGE1	-2.334
MUSTN1	0.23675
SUHW4	0.72775
TFEB	1.30333333333333
ZFYVE27	0.10375
ATG12	-0.3495
BMI1	1.31114285714286
ZIM3	2.21
MYH4	0.523
MASP1	-1.12781818181818
KIAA0984	1.12725
RPAP2	-0.73075
ASB5	-1.283
BOLA3	-1.1165
MIA3	2.36766666666667
KRT35	1.248
KIR3DL3	-1.0545
MRPL51	-0.11025
SEMA3F	1.46283333333333
NDUFB2	0.561
LOC253012	1.85775
FAM46C	-0.4024
G6PC	-2.93925
CSAG3A	-4.27016666666667
PREX1	1.196
SLC25A45	0.061625
MAPKBP1	0.0181
CPE	-0.0689
GNB1	-0.76175
CXCR6	3.4935
TRIM46	1.14175
C16orf3	0.669833333333333
HPSE	0.196625
TIGD3	-1.309
SPG3A	1.33875
LCAT	-1.64333333333333
ST6GAL1	-0.224111111111111
POMC	0.57975
FLJ36031	-0.377
NSMAF	-0.658833333333333
SKIL	1.3475
ADSS	1.48783333333333
HMGCS1	-1.4976
POLR3F	0.175166666666667
RAB10	0.289125
ZNF277P	-0.66075
ZBTB7B	1.58525
DHRS1	0.107875
ABCC13	2.00971428571429
CNOT3	0.458
NFKBIA	1.68275
GAK	-0.434833333333333
SFT2D2	1.61833333333333
HOXA6	0.2835
CRTC1	0.798
LY6D	-1.219
C20orf72	-0.9625
CPT1A	-0.651
LMO1	-2.2885
EIF3I	-0.894
PRB4	0.19575
MCM3APAS	-0.863875
C20orf132	-1.1571
FOXF2	-2.37525
S100A12	0.27075
MLH1	-0.6355
ACTN1	0.0872
MRPL36	-0.4235
C20orf106	-0.89675
FBXO6	0.766
MKS1	-0.922
CX3CR1	-0.71975
PDE1B	0.7755
PLP1	-3.94225
KISS1	0.394
C14orf2	-0.346333333333333
TBC1D3P2	-1.299
COMMD6	1.3829
ANKRD7	-2.217
PTCHD1	-0.4795
NARS2	-0.90125
DOCK7	-0.70575
FAM127B	0.0735
LOC390243	-0.301833333333333
N6AMT2	0.436
ZNF391	-0.84
DNAJB14	0.4295
WRB	0.2965
BPI	0.0572727272727273
TTC4	-0.9795
FAM10A5	-0.18625
GOT1L1	0.058625
MAGED1	0.893875
RESP18	0.1325
WFDC6	3.11275
MT2A	-0.9185
C11orf56	0.01775
KIAA1432	0.2365
ROR1	-0.81275
HSD17B14	1.8615
ZFAND2B	0.27575
SAMD4B	0.63275
HEXA	-0.255125
HNRNPU	0.455636363636364
USP39	0.0915
NRD1	-0.9985
R3HDML	-0.17675
FLT4	0.862666666666667
OMG	0.101666666666667
OR52N4	0.4475
LOC399818	-0.969
ELA2	-2.1315
VENTXP1	-0.0905
RFC5	-1.7
OR52L1	0.234
PAX5	0.256
FBXO2	-1.629
GMEB1	-0.034
AKT3	-0.2705
CRB1	-1.87916666666667
CTTN	0.298333333333333
UTP15	0.323666666666667
HSBP1	-0.472333333333333
PHF11	1.70075
NDEL1	-0.0771666666666667
USP8	-0.40275
BAIAP2	-0.0393125
SI	0.5765
ARSJ	-0.7375
BAAT	-2.47625
KCNS3	2.3415
LOC126147	-0.427
TMEM37	-0.927
C1orf162	3.28683333333333
MBD1	0.2445
ITGAL	1.0955
WDR73	-0.848833333333333
GKN2	-0.31
ARFGAP1	-0.753
SLC5A8	-2.1134
ZBTB40	-0.3094
CYP4B1	-0.168166666666667
LYPLAL1	0.59275
CHST3	-1.441
MAP3K9	0.064
BTAF1	-0.4685
TFAP2E	-0.4185
RBM35B	1.229
LOC441251	-0.407333333333333
ANKRD25	-0.232333333333333
UQCRC2	-0.293
MAEA	0.0190833333333333
HYAL1	-2.7563
RNPEPL1	-0.1
CPSF2	-0.241
PSD3	1.1911
ABCA13	-0.267857142857143
AGR2	2.243375
GBX1	-0.991
HDLBP	0.914357142857143
ACY3	0.54475
HECW1	-1.3755
ZNF519	-0.5005
HOPX	3.492
ZNF304	1.305875
OR12D3	0.1905
FKSG43	0.3055
METTL1	0.817
MFSD3	0.5528
PSPH	-1.20475
CLCA3	-0.479
DARS2	-0.913666666666667
CDC25A	-2.236
BAIAP2L1	-0.18625
B3GNT5	-0.258625
USP29	0.234
ARHGEF10L	0.399
ATOX1	0.442
ADAM30	0.42675
DNASE1	-0.17725
STT3A	0.1975
RAB6IP1	-0.4735
PTN	0.5798
C1orf106	1.02661538461538
HECA	1.70425
RNF122	0.42325
SLC22A18AS	-0.149
GNG8	1.12516666666667
ELP4	-0.5985
FAM65A	0.1065
RPL10A	0.427
IRS4	0.235
MACF1	0.5489
SEC24D	0.67375
LOC374395	-0.0925
TGFB2	2.835625
MDFIC	0.266375
CHRNE	0.511833333333333
PCMTD2	-0.0991666666666667
ATP6V0D1	0.147
MTA2	0.281
LZTR1	-0.3535
RAP1A	-0.161833333333333
AXIN1	-0.20975
POLR1C	-0.37
TRIO	0.0245833333333334
PLXNA4A	-0.566583333333333
C5orf33	0.12525
DEPDC1B	-2.1925
ZNF473	0.0978333333333333
MTM1	1.049875
GPR107	-0.0391666666666666
CSNK1A1L	1.11966666666667
FLJ14154	0.2215
NLRC4	3.407
ENPP4	2.12383333333333
PADI3	-0.811
RNF170	-0.11
CG018	0.750166666666667
C16orf7	-0.36525
KCNE1	0.738
NRM	-1.0865
SLC37A3	0.889571428571428
TPD52L2	-0.991166666666667
UNC5B	1.13575
C12orf12	0.3605
SDHB	-1.52325
CLRN1	0.165625
NUDT10	-0.259833333333333
UGT3A1	0.00914285714285713
FBXW8	0.0485
RHOF	-0.847875
PTPLAD1	-0.337125
MYO3B	0.80575
DERA	-0.67725
TPP2	-0.4945
C19orf53	-0.1575
GINS3	-1.0055
ST6GALNAC5	0.0655
CHSY1	0.4875
MGC15705	-0.2855
GPR83	0.535
EXT2	-0.00837499999999999
DOLK	0.1655
TUBAL3	-1.943
ACVRL1	2.0009
ABL2	0.503666666666667
C14orf156	-0.7615
PTPRZ1	-3.709375
DIP2C	0.46725
LAMP1	0.897875
RXRA	0.0513999999999999
MAP3K5	1.5625
ALKBH1	0.260166666666667
PDLIM7	0.774125
ARL14	-2.5225
SNIP1	-0.533333333333333
TIMP3	1.29258333333333
RGS3	0.351166666666667
SPAG16	0.8034
ABHD4	-0.16375
ARHGEF12	0.947666666666667
GLUD2	0.3245
RAC2	-0.4416
UAP1L1	-1.066
SLC18A3	-0.604
YOD1	-0.387
RALY	-0.3345
HMOX2	0.79875
DGKH	1.282
DBNDD2	0.190833333333333
YIPF4	0.623625
THAP10	-0.59675
ZNF513	0.74725
HAGHL	0.152
ITGB4	0.002
CCDC141	-0.1455
YTHDF3	1.27575
C5orf28	0.23475
RPL7L1	-0.548625
TMEM30B	1.52942857142857
ANKRD35	1.6705
DUOXA2	-0.2405
TBC1D5	-0.1645
DFNB59	-1.0635
HRH4	-0.2635
MYO6	3.5401
DNAJA4	1.231
RBM24	-0.321125
CEACAM20	-0.4205
RBM23	-0.026
NGFB	0.0155
C1orf63	-1.1716
KRTAP7-1	-0.529
PERLD1	1.83225
NPB	0.239
C17orf59	0.2684
HSPBAP1	-0.34775
SLC15A4	-0.24825
PRTFDC1	-0.68925
OSMR	-0.929357142857143
CYSLTR2	-1.508
C19orf25	0.9651
KIAA1797	-0.1775
NLRP6	-0.0335
