Hybridization REF	TCGA-C8-A1HN-01A-11R-A137-07
THOC3	0.0675
PHACTR4	-0.340333333333333
ACYP1	-0.69975
ARPC2	0.409833333333333
ENG	-0.29175
P2RY13	2.243
GAPVD1	0.67385
CCNO	-0.4043
C9orf64	0.82575
RXRG	-1.3575
C7orf45	0.2825
ZNF140	-1.8215
SULT1E1	-1.514
RGPD4	-0.07175
CGB7	0.498
C9orf142	-0.298
BRD9	-0.702
tcag7.350	-1.23175
OR2M5	-0.3255
OGT	-0.5212
SYT1	-1.3865
ACRV1	0.342
CMPK	0.276
BHLHB5	1.812
MARCH2	1.40714285714286
ASXL3	-3.441125
RPIA	0.101
RFXDC1	0.7015
HIST1H1B	0.3175
ZNF701	2.16575
KCNT2	-1.031
CCDC36	-0.7495
SLC11A2	-0.108875
NBEAL2	0.0155
RP4-691N24.1	-1.0085
TYROBP	4.446
PLA2G2F	0.185714285714286
TCP11	-0.13725
OR4K13	0.007
C15orf21	-0.186
OR4F15	-0.3815
FAM108C1	0.0965
ASAM	-3.4775
NPHP4	-0.159166666666667
SFRP5	0.454666666666667
OR56A3	0.0465
EBAG9	1.23216666666667
LOC100101267	-0.525
UROD	-0.743833333333333
ARL9	1.8625
PDE2A	-1.24083333333333
TUBB2A	-0.927333333333333
RPL36	-0.520166666666667
ASPM	-1.37542857142857
RBCK1	-1.2085
AFF2	-1.12283333333333
STARD6	0.179333333333333
ZDHHC8	0.012
EXOD1	-1.6478
PLXNA2	0.502333333333333
ACTL6B	-0.0336666666666667
ANKRD41	-0.794
IL2RA	3.212625
PNRC2	0.4245
DENND2C	-0.8855
STXBP5L	-1.79525
TBCC	0.085
NSF	0.992166666666667
KCNJ1	0.213
KIF2B	0.6595
KRT73	-0.309
C7orf47	0.339
NFASC	0.556166666666667
SFRS15	-0.5775
CLCA4	0.321166666666667
ZNF597	0.259166666666667
SCGB1D1	4.2825
LONRF3	-2.20825
OR2J3	-0.0335
SMURF1	0.1755
C14orf102	-0.686
HNRPDL	0.122
ANKRD39	0.65975
BTNL8	-0.1055
CSTF2	-0.492
CABP4	0.633
TMEM95	0.5715
HTR1F	-0.511
SCPEP1	0.89425
PRSS12	-3.00975
SLC28A2	0.6725
INHBA	2.239
RP11-298P3.3	-0.44275
UGDH	-0.546
SLC36A1	0.7645
PLCB1	-1.66266666666667
SEPP1	1.40033333333333
SRXN1	-0.229625
LOXL2	-0.79975
SERPINA7	-5.63533333333333
LOC201229	2.123
CHRNA1	0.4585
DENR	-1.26766666666667
RARRES2	0.2545
SENP2	-0.354375
XPNPEP1	-0.637
PCGF5	-0.45725
HIST1H1T	0.4045
CDK5RAP1	-0.69075
PRKG1	0.506214285714286
RASGRP1	-1.402
CFI	-3.19266666666667
KIR2DL3	0.7825
FOXRED2	-0.591428571428572
FABP1	-5.50525
TRIM7	-1.869625
CYP20A1	0.152090909090909
CYTL1	-2.98025
SORBS1	0.278583333333333
PEA15	0.563642857142857
GUCY1A2	1.31966666666667
ZSWIM2	0.4845
PH-4	1.67425
PACSIN1	0.07925
LOC152586	0.568
UMODL1	-0.4835
KREMEN1	-0.50075
FLJ35773	2.473
RFPL4B	-0.37575
SNAP23	-0.887
STXBP6	-3.2455
C6orf115	0.5515
ZBTB33	0.462
CHST9	-0.9245
MGA	-0.2658125
FAM128B	0.0773
GPR4	3.77383333333333
KIAA1957	0.65275
GSTK1	0.565
CLCN5	-0.316
FBXW5	-0.19975
FUSIP1	-0.346642857142857
MAG	0.8745
FLT3	2.1755
STRA8	-0.571
SERPINB4	-3.565
JMY	-0.975
DLK2	-0.835833333333333
ZNF451	-0.5916
HES6	-0.1085
FGF9	-2.59075
VNN1	-1.4485
SRPK2	0.3714
ALDH3A1	-2.54416666666667
CDX4	0.284
SPG21	0.26875
ZNF302	0.2437
DOK3	1.059625
GRIN1	0.579428571428571
OR1A1	0.0693333333333333
CALU	0.633666666666667
ANKFY1	-1.5515
C9orf84	0.394
CLEC2L	-0.08975
LIMCH1	-1.48316666666667
RWDD1	0.441833333333333
VHLL	0.47125
SLC18A2	-1.056
UPK3A	1.90516666666667
FIP1L1	-0.7305
LENEP	-0.25
RHOB	2.07033333333333
RIBC2	0.33625
GNPNAT1	-0.5065625
TBC1D10C	-1.001
MMAA	2.116
INTS9	-0.173
HOOK2	-0.648125
CCNG1	-1.94966666666667
CCDC144B	-1.455
MTMR7	0.925
NEU4	-2.7535
HADH	-0.206375
CCKAR	0.2575
TMEM173	0.9115
AFAR3	0.4225
PTH2R	1.79757142857143
IFI30	1.6025
GLUL	1.2665
TMEM71	-0.333166666666667
C20orf165	0.0965
BFAR	-0.085375
ZNF14	0.827
KLHL8	0.566714285714286
PPIL2	-0.362833333333333
CTA-126B4.3	-0.3465
C5orf37	-0.155375
SLC27A4	1.273
KLHL22	-0.591375
GJB2	3.297
HSPBP1	0.53175
PRKD1	-1.39966666666667
SOX8	-0.6995
KIAA0195	0.332
MICALCL	0.766
ICAM1	-1.43575
C10orf126	-6.331
SIX4	0.1945
BCL2L1	-0.1519
CD19	-1.33866666666667
RAPGEF3	1.55216666666667
KIAA0974	0.3565
MAPK3	0.368
OR10A3	0.3095
MAP2K1IP1	0.8685
STK4	-0.228111111111111
CHIC2	0.8662
DLX5	-0.175
ZNF367	-0.87275
FBXO41	0.41075
ADK	-1.1465
hCG_1995786	0.492666666666667
GTPBP10	-0.43725
TGOLN2	1.18825
CTBS	1.51833333333333
FGD1	0.336
ETS1	-0.843666666666667
EDC4	-0.682375
GSTA3	1.13275
HOXB6	3.033
C9orf131	-0.0875
BCAS1	2.78625
U2AF1L4	0.093
PDHA2	-0.9625
SORD	0.21
SLC25A33	0.6195
WDHD1	-2.25625
OR8K5	-0.529
RNASE11	0.1525
STAP2	0.009
TRIM44	-0.1397
CHCHD8	-0.0295
SIDT2	0.331166666666667
OR2B3	0.3935
TRRAP	-0.25675
TRAF1	-0.51125
RYR2	-1.95175
FAM71B	0.591833333333333
SLC45A4	2.4245
TRIM32	0.69475
ATP6V1G1	0.233
TRA16	0.37125
SERHL2	0.125
PRKY	-0.9385
NPR2	-1.12325
TAS2R40	0.442
OR5I1	0.558666666666667
ZFYVE26	-0.697833333333333
WFDC11	0.193
CSH2	0.48975
OR2T8	0.04225
TBX20	0.531
LYPD5	3.2245
STOML2	-0.977
ALPI	0.1125
FAT3	-0.725
ZNF273	-0.143125
NPSR1	-0.776
FLAD1	0.391166666666667
RAB5C	0.59975
TTLL3	-1.28225
KIAA1618	-0.23
NPPC	4.1565
ZEB2	1.2791
MRP63	0.295
WSCD2	0.68075
NEUROD4	-0.31525
SNAPAP	0.56525
MTMR2	-0.515294117647059
STK35	-0.954875
USP48	-0.524125
NR1H4	-3.3035
RASL10A	2.3035
SSTR1	-3.746
C1orf35	0.52475
APOBEC3C	-1.99675
RUSC2	0.163833333333333
SALL4	-2.68125
ZCCHC8	-0.558
RAD17	0.195625
ZNF708	-1.046
LILRB5	2.129875
TEX12	0.578
C9orf79	0.172
ARHGEF1	-0.357333333333333
ABCA4	-0.9915
RNF214	-0.70175
PPAPDC2	1.371
ARID4A	-0.343166666666667
SYCP2	1.114625
OPRM1	-0.353
RP13-102H20.1	-5.27025
CYP26B1	-0.4585
APCDD1	0.620666666666667
PCCA	-1.3715
ALS2CR7	0.6275
AQP5	-0.7465
YLPM1	-0.399
PRKAR1B	-0.9535
IL16	0.1348
TCF3	-1.484375
ZSWIM7	-0.09775
SERPINE1	-1.3507
BAI2	1.298
SMC5	-1.20942857142857
SMN1	-0.893
SLC13A5	-2.941625
POU2F3	2.134
BACH1	-1.56283333333333
GMCL1L	0.323
PPP2R2D	0.218
LRRC51	2.56791666666667
EDARADD	1.078
LRRC3	-0.0135
FAM124B	0.376
C20orf70	0.3185
LOC285735	-1.06575
CTBP2	2.7987
ZMYND11	1.073875
CDH23	-0.0235833333333333
OR1N1	-0.087
LOC400590	0.45075
PDK1	-2.18975
LMTK3	1.58
USHBP1	1.2855625
ZFYVE21	-0.22225
hCG_21078	-0.266875
OAF	-1.096875
WDR41	-1.068
SPINK6	-1.241
GDEP	-0.196
MEG3	-1.6985
OXSR1	0.160642857142857
RAD51	-0.595
RPL13A	0.09375
DYRK1A	0.6897
FLJ25791	1.0345
SARDH	-0.2156
RBBP5	0.214166666666667
ORC2L	-1.19725
NCAPH2	-0.6675
RNASET2	-0.306666666666667
WDR79	-0.661
FLJ39779	-0.1165
C3orf1	1.069
DDX23	0.3425
MGC40574	0.129
MORC4	0.702
MYRIP	2.43836363636364
LY6E	0.741
SLC39A11	1.848125
ATP12A	0.045
AUP1	-0.481
PIP	5.69475
CORO7	-0.1415
PITPNM3	0.068
ENPP1	-1.06466666666667
PPP1R1C	-3.2145
NRBP2	0.69025
KCNE2	-0.0865
P2RX4	1.39675
CCND2	-3.01835714285714
OR5T3	0.515
CUL4A	-0.129166666666667
CFB	-1.212125
PCP4	-3.3365
HEMGN	-5.3025
UBIAD1	0.032
CDC42BPB	-1.0316
CYB561D1	0.447
RIMS2	1.164625
ZNF488	-0.49
RNMTL1	0.11625
SART3	-0.808
CAPN10	0.0484285714285714
CCR5	3.686
APOA1BP	0.577666666666667
NDUFS5	0.59875
PDLIM3	2.8738
VPS24	0.6404
SCN8A	-2.016875
C1orf67	-1.92983333333333
MRCL3	0.9
TMEM145	1.1805
KCTD16	-0.1475
RNF149	1.1045
FDXR	-0.1105
CDCP1	-0.277166666666667
PAX3	-2.1758
LASS4	2.0755
HSD17B8	-0.33725
YAP1	-0.811875
NNT	-0.355
SC5DL	-0.2935
DKFZp566H0824	-2.0485
KSR2	1.04516666666667
RAD21	2.0482
ST8SIA2	0.296
L3MBTL3	-0.285375
SNRPB	-2.7365
MGC14425	0.3095
MIF	0.215375
TAPT1	1.06225
IRF8	1.6911
PRO0132	-0.809
HERV-FRD	-0.4145
ACD	-0.8455
BCL3	1.2175
SPATA13	0.45
MRLC2	0.4965
F2RL3	-0.1105
CFHR3	0.8575
DUSP15	0.357333333333333
TMEM46	-0.721666666666667
SF3B4	-0.1375
MAP7D3	-1.74525
STELLAR	-1.3115
SEMA5A	-0.5339
H2BFS	-0.01175
LRRC28	-0.1345
MORN2	1.4295
XYLB	0.271
WDR21C	1.21533333333333
HIATL1	0.4815
ADAMTS10	0.324666666666667
WDR55	-0.01075
MFSD5	0.661666666666667
OR4N2	0.8505
DUSP16	0.446
NLGN4Y	-0.9074
INHBC	0.264333333333333
NUMA1	0.5435
DEFB123	0.236
GIPC1	-0.07875
MGC27348	-0.582
FLJ33590	0.5185
FZD1	0.8419
MKL1	0.176666666666667
SAA2	-1.03725
C1orf94	-1.947
C7orf28B	0.1155
TMEM185A	0.67965
ZZZ3	-0.165
C16orf5	0.0921666666666667
GALNAC4S-6ST	0.362
C1orf186	-0.61075
IGFBP4	0.838666666666667
NDUFA10	0.0878333333333333
CLIC2	-1.009
RNF13	1.128
GPR103	-0.75275
CD69	-2.8085
MYOZ1	0.40225
IFNB1	-0.9015
CLNS1A	-0.151
CXorf45	-1.088
ZXDB	0.2655
FUNDC2	0.209
GPA33	-0.428
C9orf70	0.12775
SLC2A9	-0.316
LOC126520	0.302
MAGEB1	-1.35275
LCE2A	-0.09
C18orf34	0.477
FMNL2	-1.91675
KRT85	0.379
CRYGA	0.051
GEM	-1.285
THAP6	1.2118
ALKBH3	0.700666666666667
TM6SF2	0.147
C20orf82	1.52275
RANBP2	-0.101166666666667
LIG3	1.014
RETSAT	0.605375
OR8S1	0.1415
CAST	-0.53775
TGFBI	0.0651
C15orf37	-0.198875
PGM3	-0.357
SLC4A11	-1.54925
FAM123C	-0.252833333333333
TAOK1	0.819
CISH	1.758625
OGDHL	-3.5175
SPINT2	2.44766666666667
ZNF33A	-0.1315
CLDN18	0.261
RNF128	-0.69775
CCDC71	0.06875
RASSF6	1.212
HSPG2	0.1485
ATP6V0E1	1.8305
ABHD6	1.21825
CD274	0.0785
GCNT1	-0.17525
NT5C1A	0.3585
TM4SF5	-3.711
C21orf58	-0.624666666666667
SUCLA2	-0.6655
RFTN2	1.69225
SCNM1	0.215875
SLC9A10	0.4925
FUNDC1	1.29675
SLC35F4	-2.87975
AMD1	-1.2175
COL6A6	0.63375
OR4K2	0.251
TRIB2	-1.90875
LOC91461	-2.53575
GHSR	0.7075
ATP8B1	1.945875
C1orf78	1.76683333333333
RNF183	-1.28166666666667
STX4	0.6082
TPPP2	-0.70625
MYBPHL	-1.945
TXNDC6	-0.6611
C9orf47	-0.3595
FAM137B	-0.27
FANCB	-1.22675
C11orf9	-1.52675
DPY19L1	-1.252625
VDAC2	-0.9785
VHL	-0.52625
LMBR1	1.1305
C8orf44	1.1055
ZPBP	-0.2905
FGF23	-1.5835
C21orf67	1.0525
PCNT	-1.1705
BCKDHB	-0.0795
GALNTL5	0.127
BET1	0.11175
ARL13A	-3.3165
HDAC6	-0.33975
N4BP3	1.79733333333333
OTOP1	0.370166666666667
TTC30A	1.752
CRISP1	0.3675
KRT32	1.37
VSTM1	0.3745
ZNF622	-0.46375
POLR3B	-0.2439
DNAJC10	-0.37775
C12orf54	0.5595
ADIPOQ	0.598166666666667
RIT2	-0.27675
CD44	2.0894
ABCA3	1.54575
RPS17	-1.117
FEZF1	1.013
PCDHB15	-0.93225
KCNMA1	-1.65409090909091
CCDC116	-2.8615
C15orf27	-2.643
NARG2	-0.540625
ITGA5	-0.82825
MEFV	0.7785
TUT1	0.53525
LOC541473	-1.282
NMBR	-0.219
GLT1D1	-3.13933333333333
ABCB7	-0.8015
PFKP	-2.10454545454545
C9orf91	1.0492
LRRC41	0.103333333333333
C1orf85	-0.043
ATP5F1	0.536375
STOX1	-0.597625
GFOD2	0.75375
SLC25A3	0.034375
ZNF646	1.0342
ZAR1	-0.783
OSTbeta	-0.6415
GALNT3	-0.31875
IFT122	0.813833333333333
LDB3	-0.0731
GARNL1	1.10042857142857
HOMEZ	-0.108666666666667
LRRC6	4.08825
ANGPTL5	-1.99875
UBAC1	-0.4175
DLEU7	-0.59325
RPL19	0.71825
TOP1MT	-0.121833333333333
LOC643641	0.943875
MBD3L2	-0.274
NTSR1	0.264833333333333
WISP2	-0.10275
GPSM2	-0.227125
RDH10	0.5671
PRKCG	0.4475
HIST1H4J	1.442
MON1B	-0.2886
MLF1IP	-0.432333333333333
ZNF446	1.195
COL4A5	-0.6411
SLC26A1	0.379
RGN	-3.127
CCNB1	-1.47725
C9orf165	0.6435
CCDC28B	-0.01925
CCDC97	0.571
FGR	1.833125
MSRB3	0.1674
EPN2	0.121
COX15	-0.463833333333333
KCNK6	0.4069
XK	-1.3635
GDA	-4.690125
HEPH	-1.4005
THRAP3	0.292875
MET	-2.861
PHYHIP	-0.338
LYAR	-0.866666666666667
ING3	-0.31525
AK7	-2.39225
CCT8L2	-0.48175
COPS7A	0.3835
WSCD1	-0.9945
RNF185	0.742125
TNS3	0.17
KNDC1	-0.9195
RWDD4A	1.51383333333333
MED13L	1.6606
ZFYVE1	0.067375
C7orf44	-1.1825
MRPL1	-0.258
STGC3	-1.32625
TEAD1	-1.57783333333333
RPL7A	-0.109785714285714
ARL6IP1	1.7272
C1orf178	-0.209
CTAGE5	0.591416666666667
TMEM184A	1.78866666666667
SLC25A14	0.986
CACNG5	0.365
ATXN10	0.2051
ECH1	0.3457
CCL22	0.97525
CYP2F1	-0.736166666666667
GADL1	-0.129
TMEM19	0.0351
RUNX3	-0.06625
EFNB1	0.0555
LIPN	0.1465
ACSM3	-4.642
SIGLEC8	1.58366666666667
ASCC3L1	0.77425
NOL8	-0.58025
RELT	-1.07816666666667
Magmas	0.88075
PPP1R15B	0.3443
C11orf2	0.374
VKORC1	-0.0121666666666667
MGC26647	-0.00849999999999998
TRPM6	-0.308916666666667
UGT2B7	-2.8655
FEV	0.1815
FOXK2	0.5404
PDCD5	0.0161666666666667
SLC8A1	1.9236
DGUOK	0.109666666666667
CLDN16	0.555
GAGE1	-1.518
RBM17	0.5324
C1QTNF3	0.7285
VGLL3	-0.293666666666667
UNQ5830	0.639
CD1A	-2.67433333333333
SCGB1C1	2.263
SUPT4H1	0.67225
TRAF5	0.4095
ASAHL	1.17775
FAM73A	1.93633333333333
OR6B1	0.506
WHSC1	-0.678
GFPT2	-0.6625
LOC339809	0.55775
STARD5	-0.0808333333333333
SIP1	-0.854
DNAJC15	0.509
STAU2	0.607875
FAM98A	-0.259
RAD23B	0.6826875
LRRC33	-1.18425
CHRAC1	-0.32125
C21orf89	0.43275
C19orf43	-0.087
KLK8	-3.375
CCNE1	-1.16625
PKDREJ	0.240166666666667
SSU72	0.401
C17orf73	0.4765
GPR78	1.5485
WHSC1L1	1.8913
GSTA2	-0.4385
SMUG1	0.915333333333333
UFM1	0.7675
AP3M2	0.1965
USP14	-0.312875
FBXL14	-0.662
DSTN	-0.1675
SFRS14	-1.05825
FBXO31	-1.514
C12orf40	-0.256333333333333
FRS2	3.0525
NR2E3	-0.078
TUBB2C	-0.737
GMPR	-0.621
C9orf139	0.1055
ING5	-0.119071428571429
LOC730092	0.182333333333333
ORM1	-4.42975
RP11-11C5.2	-0.12425
HSPD1	-0.3511
PIWIL3	-0.34725
C5orf13	-0.9665
OR5R1	-0.1345
LCOR	0.134625
PLEKHA9	-0.5125
CCDC43	0.283
ZNF232	-0.997
SLC6A7	-0.5725
ADH5	-1.06508333333333
SHBG	-1.1095
CROCCL2	-0.79275
PANX3	-0.1665
CDIPT	0.6745
SLC16A5	1.726
TUBB	-0.8025625
TOR3A	-0.2389
PREP	-0.0596666666666667
ENTPD8	0.61
CHMP1B	-0.46675
SYT12	0.00790000000000003
MYH6	-1.7914
MAP3K13	0.979
KLHL30	0.233
LCMT1	1.57275
EIF1AX	0.70375
FOXD4L1	0.3395
SLC24A5	0.4985
RNF166	-0.6226
TJAP1	-0.0335
TMEM156	-0.688333333333333
ZNF239	2.2775
SNX19	0.6445
GKN1	0.16825
FCN1	0.8343
C1QL1	-0.13275
ATP11C	0.16925
ZNF35	0.38075
CARD8	0.154625
LIMD1	-0.363
KIAA0286	-0.58925
XRN2	-1.44333333333333
CD6	-0.0448333333333333
TOX3	1.204875
ZSCAN4	-1.60483333333333
RSRC1	0.0035
COG1	1.05275
PTRF	-0.5528
C16orf35	0.455
FBXO24	1.0205
CHST11	-0.8675
THRB	0.2826
MYBPC1	-0.317
RNF39	1.332
PSMD11	0.3775
ALAD	0.5795
EN1	1.0095
SLC9A9	-0.377
GSTM4	-0.1892
CDC42BPA	-0.0904736842105263
RCSD1	-1.1005
LUC7L2	0.1837
SPTBN1	-0.3829
LOC146167	0.201
BAT5	0.6003
ZNF452	0.907
LSM4	-0.3835
SRP72	-0.5442
SGK269	-0.301666666666667
MTX1	0.4425
CENTA1	0.58575
UNQ9433	-0.2355
ATR	0.47475
DDX49	0.015
PAQR8	-0.208333333333333
C14orf174	0.5825
GBGT1	-0.19175
THAP1	0.8925
OR10K1	-0.5
RASIP1	-1.78133333333333
DPYD	-0.3548
DOHH	0.14575
C18orf45	1.68175
POF1B	-2.2662
ZNF552	3.70425
USP32	-0.17725
MED27	-1.16866666666667
C14orf149	-0.855833333333333
PRDX4	-0.597
ABHD12	0.6493
AGT	-3.08075
SLC22A14	-0.465
C1orf58	0.9695
PILRA	-0.518
ABCF2	-0.672125
C17orf85	-0.3939
TKTL1	-1.12425
FGF1	2.11895
IL6R	-0.194666666666667
VPS25	0.4875
CHRNB2	-0.381125
COL7A1	-2.8275
LRRC48	1.92633333333333
SPG20	1.20441666666667
COX10	-0.46275
GCA	1.21325
ECEL1	-0.798
GLG1	-1.31116666666667
SRD5A2L2	0.29475
MUTYH	-0.93225
ZNF70	-0.4685
L2HGDH	-1.24825
GPATCH2	0.0695
ZNF655	0.134625
ZNF227	-0.331333333333333
MCOLN2	0.584166666666667
NQO2	-1.331
KCNQ5	-0.0505
NEU1	0.393166666666667
QRICH1	0.4065
ZBTB20	-0.0638333333333333
RPUSD3	-0.80575
EPGN	-2.15883333333333
TSN	0.285416666666667
SPRY2	-2.86783333333333
LZTFL1	0.790625
GMFB	-0.19175
PBEF1	-0.7753
HBG2	-2.76825
TMEM8	0.44925
PALM2-AKAP2	-0.813666666666667
NFYA	-0.148
FAM108A1	0.253
PBLD	0.941875
NRG4	-2.6245
PIGF	-0.59875
PTGER1	1.974
NOS2A	0.668666666666667
C21orf34	-1.41633333333333
C21orf51	0.0129166666666667
IL17C	0.4385
TRMT6	-1.36533333333333
ETV2	0.917833333333333
CCDC109A	-0.70275
MYLK2	-1.0505
ATP10A	1.4902
DPH4	-0.7375
C5orf5	-0.0336666666666667
KCNA4	0.972333333333333
NMNAT2	2.27116666666667
GLYATL2	-1.0905
LSMD1	1.412125
IL23R	-2.163
NRF1	-0.495
MUC15	-2.754
PRDM12	-1.58
PAQR4	-0.148571428571429
RBBP6	-1.0278125
IFI27	3.11175
SKAP2	0.316333333333333
TAGAP	1.721875
TJP3	1.6235
C9orf61	-1.4065
IDS	0.364714285714286
PARG	-0.38125
LOC131149	0.363
DYRK4	0.287833333333333
MICALL1	-1.34725
GALR2	-0.128
GPBP1L1	0.0865
TBX21	2.87125
KCNJ6	0.291166666666667
GGN	1.011
CASP5	0.291666666666667
RNF182	-1.83275
BRD4	0.038
DOK4	-0.354125
SLC46A2	1.18883333333333
SOX9	2.29375
ZNRD1	-0.449333333333333
PRR6	-1.41775
FAU	0.0615
DTNB	1.487
CARD9	0.54975
STS-1	-0.893333333333333
SLC4A5	0.425625
NSBP1	0.28975
UGCGL2	-0.59425
POTE15	-2.7195
NOXA1	-0.10975
RP13-347D8.3	-0.02075
SAMD10	-0.243333333333333
EP400NL	-1.03125
TCF21	-0.171
AMELX	0.1865
JPH2	0.6349
SLA	1.788625
DLST	-2.00933333333333
SEPT12	0.31075
RGS20	-4.118
LXN	-0.643833333333333
ZNF419	-0.0875
UPK3B	-0.1525
RELL1	2.3275
ESPNL	1.4805
KLHL21	0.3765
PI15	0.458
C2orf61	-0.622
LOC407835	-0.77
RER1	0.997666666666667
ELAVL2	0.017
MGC26718	-2.0195
KLF2	1.17225
TNFAIP8L3	1.34933333333333
TFE3	0.41375
C11orf17	-0.21875
15E1.2	-0.51875
SNRPC	-0.5865
DLGAP1	-0.3725
PGLYRP1	0.272
OVCH2	0.56
IRF7	1.0185
SET	-1.0397
NAB2	-0.369
LRP5L	-0.19575
FAM120A	0.5166875
ASCL2	-0.2905
SHH	-0.08
ATP5H	0.957333333333333
THPO	-0.6805
TYRP1	-2.04233333333333
HIST1H3E	0.857
EIF2S1	0.0447777777777778
TNFRSF17	-4.56033333333333
TARSL2	0.15975
NKX2-8	0.478375
C1orf115	0.83075
LOC56964	0.8225
KIAA0841	-1.24575
ISCU	0.545
TTMA	-0.6265
ZNF414	0.2425
LOC441150	1.5125
RAB15	0.482
HBP1	0.540166666666667
TNNT2	-1.90266666666667
CECR5	-0.875
PHGDH	-1.92775
JRK	0.0275
XPO4	-1.294875
FAM131C	0.3795
ARHGAP25	0.838
CA9	-3.34933333333333
GPR62	0.0968333333333333
TLX1	0.00483333333333333
GPS1	0.24625
OR2M2	0.047
BDP1	-0.290857142857143
FAM70B	0.494
RPS29	-0.250333333333333
MKLN1	-0.4577
TSPAN19	-2.26925
SLC29A3	0.8941
LGALS4	0.0981666666666667
USH2A	0.0993333333333333
NF1	0.437333333333333
APOBEC3A	1.77366666666667
IMPAD1	-0.220666666666667
OLR1	2.37083333333333
NRAP	-1.603
HCFC1R1	1.20166666666667
TAOK2	0.706
MCM10	-1.838
MAP4K3	0.188416666666667
CBS	-1.32525
CLK3	-0.6296
PCDHGA5	0.9255
ELF4	0.69225
FAM71A	0.34925
C11orf49	0.0025
CLIP2	-0.64925
BTBD9	1.2995
ZNF524	1.725
KDELR1	0.651833333333333
ZNF509	1.423
NCSTN	1.093
ZNF533	-2.16042857142857
PARP4	-0.004875
GALNT9	0.0163333333333333
NPY	-3.016
BEGAIN	-3.15116666666667
TMEM77	0.605833333333333
FOXRED1	-1.14716666666667
SLC16A2	1.35133333333333
SLC35B1	0.0385
GK5	0.09175
SDCCAG10	-0.88975
C4orf20	0.444
SLC9A2	-1.58025
ADD1	0.302357142857143
TAL2	-1.13183333333333
ACLY	0.842625
DNAJC1	-0.216
SOST	-1.96725
USP43	0.451833333333333
CYP4F12	-1.3865
FKBP5	-1.105125
CHCHD5	1.2714
NUDT22	-0.226
CCDC85B	-0.21675
OR51G2	0.586
STRN3	2.91992857142857
TMOD2	0.2385
FLI1	-0.3755
MAB21L2	-0.0183333333333333
DGKQ	0.306
VPRBP	0.709666666666667
SCNN1B	1.8337
ECHDC3	2.017
TMEM106C	0.29225
CSNK2A2	-0.8355
RPL39	-0.1113
HERC3	0.2066
ZBTB47	0.131166666666667
ZNF681	-1.16375
PAGE2	-0.786
CLIC5	1.93921428571429
RABAC1	0.71575
ZFHX2	0.31725
YPEL1	-0.16
KIAA0776	0.915
NR1D2	0.47425
DNAJC4	0.629
NPNT	2.5402
ZNF677	-0.018
ZNF536	-0.837333333333333
MEF2B	0.236916666666667
PTPN4	-0.72625
CTCFL	-5.1925
STX5	0.451666666666667
CD72	1.384
VEGFA	-1.62410526315789
XRCC1	-0.3568
MAS1L	0.518
ELL	-0.0625
SETBP1	0.5295
CDH11	2.589
NDC80	-1.63846153846154
DMBX1	-2.80925
NRSN1	0.272166666666667
BAT2D1	0.206375
CDS2	-0.551
C1orf212	-0.456
SENP3	-0.451125
IL1F9	-0.105
EEF2K	-0.33175
COG8	0.3595
CEP72	-1.79075
OR1L8	0.5555
MUS81	-0.416583333333333
PHYH	0.7695
GGT6	0.872333333333333
C22orf23	-0.25575
C13orf33	1.665625
MAPK8IP2	1.40775
NELL2	2.63225
POU3F2	-3.714
ALPK1	0.60225
MRPS18C	-0.27825
RPLP2	-0.085625
FGF22	0.083
SPNS1	0.0705
ZFP1	-0.85125
IL1RAPL1	-0.3375
PCSK9	-3.54883333333333
NKX2-1	-0.568076923076923
C6orf189	1.02
SP4	-0.2825
SLC11A1	1.6293
C21orf25	0.608666666666667
ICAM2	0.350125
SH3GL1	-0.751333333333333
GSK3B	0.115333333333333
RALB	0.64575
PDXP	-1.2795
GNGT1	-3.527
KIR2DL1	0.3915
TNFAIP3	-0.801583333333333
C6orf32	-1.1692
CBLN2	-1.898
PANK3	0.78425
TAAR9	-0.288
WDR82	0.347285714285714
APOM	-3.885
TRIP10	-0.6525
SPATA16	0.198166666666667
C1orf135	-1.16425
USP51	-0.4325
TESK1	0.791
C11orf64	0.231625
ZNF611	0.266
PDE6G	-0.1965
HLA-DQA1	1.81175
GCLC	-0.031375
SEC61A1	0.454428571428571
TWSG1	-0.805166666666667
ZMYND10	2.90875
CTDP1	0.22325
ADAMTS6	-0.182
SLIT1	-2.0545
KRT86	-1.089
KIAA0574	-0.49025
GTPBP2	-0.4565
PQLC3	1.42
PRRX2	0.808
C15orf44	0.178833333333333
MKKS	-0.239125
C11orf10	0.24475
GPR110	-0.695875
CD109	-1.39908333333333
ADCY1	0.3015
RHBG	-3.19275
TP53I3	-0.95925
SLC22A3	-2.59
UCP2	-0.37875
FOXG1	-3.54483333333333
OR2AG1	0.004
TRIM24	-0.76475
PROC	-2.473
TAAR6	-0.518
AMTN	-0.8475
C10orf47	0.454333333333333
DEPDC1	-1.59825
FLJ45557	2.048
ZDHHC17	0.2316875
KIAA1429	1.13033333333333
KCNH1	0.37325
VNN3	-0.557375
PSMAL	1.19175
PPARD	0.339375
HFM1	-1.7875
YBX1	-1.558
ZNF695	-1.163
SCTR	-0.653166666666667
DCDC1	0.271
VPS26B	0.4208
MTF2	-1.66083333333333
ATP6V1F	0.472
CCDC94	-0.34325
PERF15	0.392
CCL11	1.74525
LMO7	-0.721375
DCST1	0.6155
