Hybridization REF	TCGA-BH-A0BO-01A-23R-A12D-07
USP14	0.25475
FBXL14	-0.286333333333333
DSTN	1.145
SFRS14	-1.01125
FBXO31	-0.202666666666667
C12orf40	-0.0670000000000001
FRS2	1.349
NR2E3	0.42075
TUBB2C	0.33075
GMPR	-1.71766666666667
C9orf139	0.468
ING5	-0.0359285714285714
LOC730092	0.195166666666667
ORM1	-4.29425
RP11-11C5.2	-1.5575
HSPD1	-1.0133
PIWIL3	-0.347
C5orf13	-0.6352
OR5R1	-0.807
LCOR	0.786625
PLEKHA9	-0.35
CCDC43	-0.56175
ZNF232	-0.57125
SLC6A7	-0.21
ADH5	-0.453166666666667
SHBG	-1.0875
CROCCL2	-0.2695
PANX3	0.0135
CDIPT	-0.392
SLC16A5	1.05425
TUBB	-1.081875
TOR3A	0.3812
PREP	-0.744833333333333
ENTPD8	0.214428571428571
CHMP1B	0.21375
SYT12	1.0302
MYH6	-1.8207
MAP3K13	0.232833333333333
KLHL30	0.408166666666667
LCMT1	-0.337625
EIF1AX	0.686916666666667
FOXD4L1	-0.6045
SLC24A5	-1.7045
RNF166	-0.74
TJAP1	-0.59025
TMEM156	0.0601666666666667
ZNF239	1.58225
SNX19	1.0166
GKN1	0.03825
FCN1	4.4987
C1QL1	-1.781
ATP11C	-0.00762500000000002
ZNF35	1.27025
CARD8	0.028
LIMD1	-1.2165
KIAA0286	-1.337625
XRN2	-0.142166666666667
CD6	-0.340333333333333
TOX3	1.032625
ZSCAN4	-0.3
RSRC1	-0.336875
COG1	0.09525
PTRF	1.2095
C16orf35	-0.96975
FBXO24	-0.4415
CHST11	-0.077
THRB	0.9135
MYBPC1	3.2055
RNF39	0.043
PSMD11	-0.37125
ALAD	1.223
EN1	0.80275
SLC9A9	1.01275
GSTM4	0.1582
CDC42BPA	-0.314631578947368
RCSD1	-0.77325
LUC7L2	-0.3947
SPTBN1	1.2987
LOC146167	-0.1195
BAT5	0.7376
ZNF452	-0.9735
LSM4	-1.288375
SRP72	-0.083
SGK269	0.558333333333333
MTX1	0.06275
CENTA1	-0.00325
UNQ9433	-0.155
ATR	-0.41725
DDX49	-0.328833333333333
PAQR8	-0.883666666666667
C14orf174	0.8085
GBGT1	0.17225
THAP1	0.5495
OR10K1	0.2545
RASIP1	0.112
DPYD	0.8162
DOHH	0.195
C18orf45	1.488
POF1B	-0.6447
ZNF552	1.90275
USP32	-0.80925
MED27	-1.0105
C14orf149	-0.614166666666667
PRDX4	-1.32416666666667
ABHD12	-0.8702
AGT	-4.03625
SLC22A14	-0.6565
C1orf58	0.4585
PILRA	-0.3075
ABCF2	-0.1785
C17orf85	0.2034
TKTL1	-0.82975
FGF1	2.0664
IL6R	1.87966666666667
VPS25	-0.5715
CHRNB2	0.100875
COL7A1	-1.9218
LRRC48	3.61066666666667
SPG20	1.62925
COX10	-0.19125
GCA	1.86775
ECEL1	0.749
GLG1	-0.370333333333333
SRD5A2L2	-0.7175
MUTYH	-1.2925
ZNF70	-0.70325
L2HGDH	-1.6095
GPATCH2	1.1325
ZNF655	0.036625
ZNF227	0.350166666666667
MCOLN2	-0.276
NQO2	-0.4
KCNQ5	-0.0105
NEU1	0.703333333333333
QRICH1	0.01825
ZBTB20	1.28683333333333
RPUSD3	-1.644
EPGN	-0.828333333333333
TSN	0.106583333333333
SPRY2	1.03483333333333
LZTFL1	0.735
GMFB	0.581625
PBEF1	2.8507
HBG2	-5.10275
TMEM8	-0.5415
PALM2-AKAP2	2.07233333333333
NFYA	1.07425
FAM108A1	0.173875
PBLD	1.339125
NRG4	-2.025
PIGF	-0.27225
PTGER1	1.02125
NOS2A	-0.32
C21orf34	0.924333333333333
C21orf51	-0.0294166666666667
IL17C	0.107
TRMT6	0.275833333333333
ETV2	-0.065
CCDC109A	-0.506
MYLK2	-2.141
ATP10A	1.7111
DPH4	-0.29325
C5orf5	0.434166666666667
KCNA4	0.918333333333333
NMNAT2	0.216666666666667
GLYATL2	1.8115
LSMD1	0.052875
IL23R	-1.5455
NRF1	-0.1065
MUC15	-0.116333333333333
PRDM12	-2.881
PAQR4	-1.41257142857143
RBBP6	-0.96125
IFI27	3.0065
SKAP2	0.718166666666667
TAGAP	2.012875
TJP3	1.8465
C9orf61	1.871
IDS	0.381214285714286
PARG	-0.46725
LOC131149	-0.569
DYRK4	-0.0661666666666667
MICALL1	0.19275
GALR2	-0.3385
GPBP1L1	0.251875
TBX21	2.21775
KCNJ6	-0.338833333333333
GGN	0.90725
CASP5	1.21233333333333
RNF182	-4.94525
BRD4	0.62225
DOK4	-0.9185
SLC46A2	1.05183333333333
SOX9	2.13775
ZNRD1	-0.5305
PRR6	-2.521
FAU	0.016625
DTNB	1.28933333333333
CARD9	0.027
STS-1	0.519666666666667
SLC4A5	0.247625
NSBP1	-0.67475
UGCGL2	-0.308416666666667
POTE15	-2.656
NOXA1	0.46225
RP13-347D8.3	1.8695
SAMD10	-0.475833333333333
EP400NL	-1.0845
TCF21	-0.38
AMELX	0.278666666666667
JPH2	1.1124
SLA	3.2125
DLST	-1.25583333333333
SEPT12	0.7715
RGS20	-3.85725
LXN	1.15266666666667
ZNF419	-0.110875
UPK3B	-0.261833333333333
RELL1	2.39575
ESPNL	-2.322
KLHL21	0.010875
PI15	1.839
C2orf61	0.021
LOC407835	-0.727166666666667
RER1	0.0655833333333333
ELAVL2	0.03
MGC26718	0.2405
KLF2	3.40825
TNFAIP8L3	2.75466666666667
TFE3	0.79175
C11orf17	-0.794625
15E1.2	-2.12075
SNRPC	-1.382
DLGAP1	0.6955
PGLYRP1	0.46675
OVCH2	0.057
IRF7	1.1136
SET	-0.5603
NAB2	-0.1865
LRP5L	-0.7485
FAM120A	0.5975
ASCL2	-1.19883333333333
SHH	-0.075
ATP5H	-0.439833333333333
THPO	-0.2282
TYRP1	-4.47016666666667
HIST1H3E	0.463333333333333
EIF2S1	0.306666666666667
TNFRSF17	-0.902
TARSL2	0.295
NKX2-8	0.1965
C1orf115	2.128125
LOC56964	0.2215
KIAA0841	-0.8855
ISCU	0.777
TTMA	-0.2515
ZNF414	-0.1255
LOC441150	0.24075
RAB15	0.9465
HBP1	1.12216666666667
TNNT2	-1.71783333333333
CECR5	-1.02575
PHGDH	-1.9315
JRK	-0.3704
XPO4	-0.66125
FAM131C	0.367
ARHGAP25	1.717
CA9	-3.94533333333333
GPR62	-0.2355
TLX1	-0.425833333333333
GPS1	-0.51025
OR2M2	-0.069
BDP1	0.523928571428571
FAM70B	0.509
RPS29	-0.601416666666667
MKLN1	-0.1739
TSPAN19	-1.63666666666667
SLC29A3	0.0323
LGALS4	-0.171666666666667
USH2A	0.183833333333333
NF1	0.0768333333333333
APOBEC3A	3.6145
IMPAD1	0.396333333333333
OLR1	3.28033333333333
NRAP	0.05
HCFC1R1	-0.0348333333333333
TAOK2	-0.131166666666667
MCM10	-3.96766666666667
MAP4K3	0.339166666666667
CBS	-2.715125
CLK3	-0.6143
PCDHGA5	0.753
ELF4	0.430625
FAM71A	0.33525
C11orf49	-0.192
CLIP2	-0.575
BTBD9	0.8583
ZNF524	0.6395
KDELR1	-0.281
ZNF509	0.732
NCSTN	0.906
ZNF533	2.01407142857143
PARP4	-0.12
GALNT9	-0.358
NPY	-2.8045
BEGAIN	-1.734
TMEM77	0.497666666666667
FOXRED1	-1.46433333333333
SLC16A2	0.776
SLC35B1	-0.68225
GK5	-0.06425
SDCCAG10	-0.787
C4orf20	0.284
SLC9A2	0.2735
ADD1	0.426285714285714
TAL2	1.8935
ACLY	0.29375
DNAJC1	0.8135
SOST	-1.277
USP43	2.746
CYP4F12	-0.19475
FKBP5	1.519875
CHCHD5	-0.0269
NUDT22	-0.4385
CCDC85B	-0.664
OR51G2	0.21
STRN3	0.480642857142857
TMOD2	0.74025
FLI1	0.94425
MAB21L2	-0.156333333333333
DGKQ	0.0855
VPRBP	0.192666666666667
SCNN1B	0.0682
ECHDC3	2.1416
TMEM106C	-0.5955
CSNK2A2	-1.1435
RPL39	-0.8518
HERC3	1.047625
ZBTB47	1.0175
ZNF681	-0.36275
PAGE2	-3.28825
CLIC5	3.39642857142857
RABAC1	0.351
ZFHX2	1.2225
YPEL1	0.493166666666667
KIAA0776	0.30175
NR1D2	0.015
DNAJC4	-0.100625
NPNT	3.3712
ZNF677	0.246
ZNF536	0.00866666666666675
MEF2B	-0.118583333333333
PTPN4	-0.38875
CTCFL	-4.5525
STX5	0.4645
CD72	2.03
VEGFA	-0.0153684210526316
XRCC1	-0.4111
MAS1L	0.255833333333333
ELL	1.1434
SETBP1	1.6785
CDH11	2.9935
NDC80	-3.97253846153846
DMBX1	-3.53925
NRSN1	0.4694
BAT2D1	0.45125
CDS2	0.740666666666667
C1orf212	0.570166666666667
SENP3	-0.19675
IL1F9	-0.283
EEF2K	-0.54725
COG8	-0.53975
CEP72	-2.168
OR1L8	-1.0695
MUS81	-0.525272727272727
PHYH	0.229375
GGT6	1.36616666666667
C22orf23	-0.291583333333333
C13orf33	6.728875
MAPK8IP2	1.31125
NELL2	-1.27575
POU3F2	-3.62016666666667
ALPK1	1.5295
MRPS18C	-0.5175
RPLP2	-0.320625
FGF22	1.248
SPNS1	-0.889666666666667
ZFP1	-0.51925
IL1RAPL1	-0.17375
PCSK9	-3.39216666666667
NKX2-1	0.489642857142857
C6orf189	2.66825
SP4	-0.137
SLC11A1	2.7505
C21orf25	1.31583333333333
ICAM2	1.434125
SH3GL1	-0.548166666666667
GSK3B	0.148666666666667
RALB	1.4125
PDXP	-2.05883333333333
GNGT1	-3.00628571428571
KIR2DL1	0.3335
TNFAIP3	1.9845
C6orf32	1.9918
CBLN2	-1.0615
PANK3	0.885625
TAAR9	0.36
WDR82	0.509571428571429
APOM	-3.659625
TRIP10	0.96
SPATA16	0.676166666666667
C1orf135	-3.559
USP51	0.01125
TESK1	1.20325
C11orf64	0.31125
ZNF611	-0.5335
PDE6G	-0.378166666666667
HLA-DQA1	3.969625
GCLC	0.20325
SEC61A1	-0.0828571428571429
TWSG1	0.5285
ZMYND10	3.064
CTDP1	0.38975
ADAMTS6	0.370833333333333
SLIT1	-2.18975
KRT86	-0.273
KIAA0574	-0.074
GTPBP2	-1.1221
PQLC3	1.34525
PRRX2	0.975666666666667
C15orf44	0.133666666666667
MKKS	-0.984125
C11orf10	-0.5155
GPR110	0.004125
CD109	-0.847416666666667
ADCY1	-0.196333333333333
RHBG	-3.8205
TP53I3	-0.29925
SLC22A3	-0.2147
UCP2	0.91775
FOXG1	-2.33783333333333
OR2AG1	0.00649999999999999
TRIM24	-1.54525
PROC	-3.657625
TAAR6	1.165
AMTN	-2.0925
C10orf47	-0.163833333333333
DEPDC1	-3.4155
FLJ45557	3.48725
ZDHHC17	0.1379375
KIAA1429	1.0365
KCNH1	0.1
VNN3	2.914625
PSMAL	0.836
PPARD	0.565
HFM1	-1.51133333333333
YBX1	-1.20616666666667
ZNF695	-3.325
SCTR	-0.5095
DCDC1	0.0725
VPS26B	-0.1493
MTF2	-1.09533333333333
ATP6V1F	-0.225
CCDC94	0.05325
PERF15	0.5605
CCL11	4.7145
LMO7	-1.273
DCST1	-0.7545
ADRBK1	-0.099375
CDRT4	-0.10575
ZNF84	-0.07325
HOXD8	1.9555
STARD8	0.233166666666667
FOXP2	-0.529375
CCDC103	0.613
POLR3A	-0.6982
GSC	-0.626333333333333
ZNF114	-3.08133333333333
HTR7P	-0.4355
LALBA	-0.0405
RMND5A	-0.812333333333333
PSCD2	1.0095
ZNF409	0.0455
KRTAP1-3	-0.4042
MAF1	-0.664
LOC201725	-1.62566666666667
NRN1	-0.71275
SPAG5	-3.65616666666667
DNAH7	2.74366666666667
FLJ43860	0.153
BRCA2	-1.799
ACADM	0.43625
CXXC6	-4.341375
RAGE	-0.791
CHMP2A	0.8285
FAM8A1	0.3479
GPR21	-0.8115
SLC12A3	-2.925
FVT1	0.994
ZDHHC7	-0.24475
FLJ44048	1.84975
SLC44A3	2.20066666666667
SDSL	0.192166666666667
MMP8	-0.490666666666667
PLA2G12B	-3.02016666666667
ACY1	-0.78725
MT1E	2.509
OR4K15	-0.0435
TECTB	0.00600000000000001
GPR20	-0.167
IRAK2	-0.277
RFPL3	-0.312857142857143
MYO9A	0.42175
NARG1L	-0.26725
BLMH	-0.80175
CCDC3	3.75366666666667
C9orf21	1.09766666666667
KIAA0513	0.855
MIER2	-0.0875
PNMA2	-0.465583333333333
SH3BP2	0.3564
ANXA10	-1.043
RTN2	-0.024
TFB1M	-2.4085
PRPH2	2.061
C14orf133	-0.8675
GOLGB1	1.32508333333333
IRX4	0.900125
NFKBIL1	-0.831333333333333
C10orf62	-1.31425
APBB3	-0.504
RPS10	-0.0241
LOC728378	-0.445
TLE3	1.22561111111111
PSMB7	-0.96225
MESDC1	1.1305
SLC6A1	0.255
OCLN	1.77008333333333
PTTG3	-3.8965
NAGLU	-0.21075
SERTAD4	0.217125
SPRY1	3.455
FLJ10781	-0.284166666666667
MYSM1	0.2255
TRIM4	0.581357142857143
SH3YL1	1.06
TREM2	3.914
SERPINI1	2.009
HDHD3	0.3305
TMEM38A	-0.62325
EID2B	-1.57375
TDRD3	-0.182666666666667
SEDLP	0.54925
THSD7A	3.22133333333333
NDST3	-1.9355
KLHL15	0.379
DHRS12	1.8765
FBXO9	-0.348857142857143
TNPO1	-0.234
MRPL13	-0.867833333333333
SNX5	-1.89166666666667
METTL6	-0.398
SOD1	-0.20025
CHML	-1.11216666666667
PACS1	0.342
SIRT5	-0.959
CAPN2	0.867833333333333
FXYD5	0.342166666666667
TWISTNB	0.00325
LRFN1	-0.578666666666667
UBE1L	1.470125
UBE1C	0.41375
OR51B2	-0.04275
OR4D11	1.0495
C15orf2	0.373
NR4A1	1.52183333333333
LOC339047	-2.50575
TRIM17	0.42125
ATP5G3	-0.725714285714286
RPL15	-0.266166666666667
ADAMTS8	2.22275
HOXC4	0.0885
C14orf37	2.628
CEACAM5	-1.941625
MYT1L	-0.445166666666667
RASA2	1.1915
OSBPL7	-1.111
STAG1	-0.256
GIMAP4	4.551
FUT3	-1.3895
PIF1	-3.823125
LPIN2	-0.2568
SH3PX3	0.4285
PDP2	-0.51825
PAPD1	0.064
ERP27	5.0795
APOOL	-0.6488
DIABLO	0.20975
TRHR	0.230428571428571
ARMC9	-0.321
RNF152	3.41325
SLITRK3	1.29316666666667
ZNF211	0.113
PFDN1	0.102125
RGS11	-0.112375
HS6ST1	0.4953
AKR1D1	-0.86425
TNP2	0.0386666666666667
STK31	1.076
EML4	-0.552583333333333
SGTA	-0.576833333333333
HIST1H2BI	-0.598333333333333
PSMD6	-1.2545
KIAA1257	1.06325
C18orf55	-0.486166666666667
FLJ20273	3.3835
RPL28	-0.610166666666667
EPYC	0.239625
NOX3	0.313
ELAC1	0.425
METT11D1	-1.1565
BIN2	0.255333333333333
NACA2	0.034
CCDC17	-0.927
HM13	-0.48
UBOX5	-0.2945
UBE2O	-0.84425
UBL5	-0.143
APOLD1	2.516625
C9orf31	0.11175
TNFSF8	0.7665
ARHGAP29	1.438125
PROKR2	-0.0645
PDE5A	0.155
C6orf12	-0.5275
TOM1L1	0.3755
WHDC1	0.157875
FOXI1	-0.00316666666666663
RAB4A	0.5461
TMEM39B	-0.819
ATPBD1C	-0.54475
FARSA	-1.11416666666667
PLEKHG5	0.99875
CMAS	-1.11366666666667
OR7E24	-0.537
SLC30A1	0.56625
CDC42EP5	0.965
PLAC1	-0.85975
KLHL18	0.265833333333333
LBA1	0.4824
TAZ	-1.1885
CRIP2	2.256875
BTBD11	-0.3895
C16orf72	0.7325
DIO2	1.0795
LRRCC1	0.00350000000000001
CCDC136	-1.822
PRX	0.2725
RBM5	0.3197
TMEM85	0.30375
TUBGCP4	-1.37333333333333
APLN	0.86875
CDK7	0.0186666666666667
SSR2	0.83625
CRELD1	-0.03025
C19orf46	1.4315
GAL3ST4	0.600166666666667
KBTBD10	1.72425
IL28A	0.072
WDR27	-0.587
MCM2	-2.77083333333333
SOX14	0.056
FLJ39743	0.7105
KIAA0922	-0.323875
HIPK4	0.6355
FLJ25758	0.8185
C16orf57	-0.437083333333333
PDZD2	2.311875
MCC	1.7625
HHLA3	-0.2365
ID2	-0.09525
C20orf23	2.26616666666667
ZNF688	-0.24275
APOC2	-2.3485
LOC440093	0.95825
FAM50B	1.29783333333333
PWP1	-0.412
DNAH10	0.72475
HIST1H2BA	0.52525
GPR56	0.511666666666667
METAP2	0.08175
PAN3	0.791166666666667
STXBP4	0.130375
PDHX	-0.3385
MTA1	0.0541666666666667
ZBED4	0.111
ZNF720	-0.23725
CDK2	-1.70275
RHOJ	2.4915
CDC37	0.054
ZER1	0.541125
GRK4	0.14075
PRPH	0.41125
POLR2A	0.46075
OGFOD1	-1.0715
NOL5A	-0.71325
PHEX	0.277
FLJ16478	-0.13225
C20orf117	-0.947875
CAMTA2	0.4345
C11orf74	-0.204166666666667
DDX17	1.00183333333333
C5orf27	0.56625
PLEKHA2	-0.912
PDE4DIP	0.139
SCN7A	0.77075
ZNF559	0.296166666666667
CXCL10	3.005
ZMYM4	0.0621666666666667
STK32B	1.6642
KIAA0888	-1.3801
TACR3	1.1875
CKAP2L	-2.796
KIF1A	-1.24666666666667
RSPRY1	0.43
VCAN	1.81225
CYP27C1	0.107
SYDE1	-1.25266666666667
MED12L	-0.489
ZDHHC21	1.23975
NHS	0.648
TM9SF3	1.0735
DDHD1	-0.15375
MAFG	-0.265916666666667
BICD2	-0.1454
C14orf119	0.0806666666666667
C14orf43	0.475928571428571
CDH7	0.346
ALKBH5	-0.440714285714286
JUP	1.252875
TMEM41A	-0.273666666666667
MAMDC4	-1.16816666666667
CBX3	-0.77025
LRRC18	-0.55575
RBMXL2	-0.04225
PLA2G4D	0.151833333333333
FGF13	1.20225
KIF3A	1.18416666666667
PDIA6	-0.618
DCXR	0.2905
CASKIN2	0.921916666666667
EHD1	1.1315
MARCKSL1	0.3705
ZNF496	-0.2655
SCAF1	0.1305
KCTD8	-0.0865
TRAF3IP3	0.363785714285714
LSR	1.17175
CXorf1	0.06
C14orf112	0.280833333333333
EIF2B1	-0.16175
OMP	0.0665
GSTZ1	0.16725
LOC92017	0.88025
ISLR2	1.7605
C12orf36	0.1605
GATA2	-1.179
GABRA5	-0.5755
CELSR2	-1.23942857142857
STAM2	1.0384
TNAP	0.5945
PTPMT1	-0.634166666666667
GRP	5.64775
SV2A	-1.57383333333333
MAGEA12	-4.78775
CACNG1	0.143
C18orf19	-0.32325
GSG1	-0.559833333333333
PTPRJ	-0.283071428571429
FRMPD1	0.807
ZNF668	0.29625
PLEKHJ1	-0.740875
ADAT1	-1.1356
TMEM50A	0.8451
UCN3	-0.077
HOOK1	1.413625
IL17B	1.7015
MLKL	0.407166666666667
TTC14	-0.137333333333333
KLHL5	0.51375
CRYL1	0.899333333333333
FOXH1	-0.343
NFYB	-0.08925
PPM1G	-0.64225
GOLGA2LY1	-1.23325
NMT1	-0.663875
HADHA	-0.2652
CHSY-2	3.06925
PLEKHF1	0.216071428571429
SAGE1	-3.4355
MUSTN1	0.9595
SUHW4	0.689
TFEB	1.89216666666667
ZFYVE27	0.00675
ATG12	-0.413333333333333
BMI1	1.28585714285714
ZIM3	1.14725
MYH4	0.14775
MASP1	-1.2109
KIAA0984	0.71675
RPAP2	-0.48675
ASB5	0.2
BOLA3	-1.24383333333333
MIA3	1.12516666666667
KRT35	0.312
KIR3DL3	-1.457
MRPL51	-0.78625
SEMA3F	0.327333333333333
NDUFB2	0.0833333333333333
LOC253012	1.60325
FAM46C	0.3994
G6PC	-2.095375
CSAG3A	-5.1945
PREX1	1.7405
SLC25A45	-0.217
MAPKBP1	0.486
CPE	1.9259
GNB1	-0.1845
CXCR6	2.717
TRIM46	-0.0855
C16orf3	0.0335
HPSE	0.105625
TIGD3	-0.7215
SPG3A	2.8885
LCAT	-0.8575
ST6GAL1	-1.44266666666667
POMC	2.11825
FLJ36031	1.98233333333333
NSMAF	-0.506666666666667
SKIL	2.158
ADSS	0.978166666666667
HMGCS1	-1.0416
POLR3F	-0.0285
RAB10	0.3015
ZNF277P	-0.591625
ZBTB7B	1.445
DHRS1	0.51125
ABCC13	1.660375
CNOT3	-0.28575
NFKBIA	2.8455
GAK	0.1555
SFT2D2	1.1655
HOXA6	0.447
CRTC1	-0.026625
LY6D	-0.729666666666667
C20orf72	-2.0115
CPT1A	-0.339
LMO1	-2.1025
EIF3I	-0.09175
PRB4	-0.16125
MCM3APAS	-1.615875
C20orf132	-0.3551
FOXF2	-2.0015
S100A12	4.3315
MLH1	-0.00716666666666667
ACTN1	1.3676
MRPL36	-0.5625
C20orf106	0.43175
FBXO6	0.8085
MKS1	-0.761333333333333
CX3CR1	-1.281
PDE1B	1.677
PLP1	-2.68875
KISS1	-0.285
C14orf2	-1.16383333333333
TBC1D3P2	-0.8545
COMMD6	1.1222
ANKRD7	-1.564
PTCHD1	-0.617625
NARS2	-1.11475
DOCK7	-0.35325
FAM127B	-0.01275
LOC390243	-0.191166666666667
N6AMT2	0.40725
ZNF391	-1.241
DNAJB14	0.7135
WRB	0.1215
BPI	1.21208333333333
TTC4	-0.246666666666667
FAM10A5	-0.17725
GOT1L1	-0.0084
MAGED1	0.020375
RESP18	-0.04625
WFDC6	0.552
MT2A	2.074
C11orf56	0.5635
KIAA1432	-0.6915
ROR1	-0.784875
HSD17B14	1.44983333333333
ZFAND2B	0.134875
SAMD4B	0.54
HEXA	0.081
HNRNPU	0.208818181818182
USP39	-0.748375
NRD1	-0.97
R3HDML	0.45325
FLT4	0.510666666666667
OMG	0.26
OR52N4	0.2405
LOC399818	0.242
ELA2	-1.9945
VENTXP1	0.261
RFC5	-2.108
OR52L1	0.168
PAX5	0.0685
FBXO2	0.00775
GMEB1	0.488
AKT3	0.778333333333333
CRB1	-1.01366666666667
CTTN	0.399666666666667
UTP15	0.288333333333333
HSBP1	-0.51
PHF11	1.8205
NDEL1	1.22266666666667
USP8	0.28
BAIAP2	0.70625
SI	0.761833333333333
ARSJ	-0.555166666666667
BAAT	-2.467
KCNS3	2.8365
LOC126147	-0.218666666666667
TMEM37	0.81775
C1orf162	3.94416666666667
MBD1	0.2123
ITGAL	-0.0303333333333333
WDR73	-0.3545
GKN2	0.267
ARFGAP1	-0.955875
SLC5A8	-0.578
ZBTB40	-0.5702
CYP4B1	5.5635
LYPLAL1	-0.0335
CHST3	0.93025
MAP3K9	-0.0275
BTAF1	-0.178666666666667
TFAP2E	0.0495
RBM35B	-0.508
LOC441251	-0.772166666666667
ANKRD25	0.210277777777778
UQCRC2	-0.198
MAEA	0.2645
HYAL1	-1.9082
RNPEPL1	-0.210333333333333
CPSF2	-0.46725
PSD3	1.3964
ABCA13	-0.301125
AGR2	2.279625
GBX1	-0.19
HDLBP	0.311071428571429
ACY3	-0.65025
HECW1	-0.2445
ZNF519	-1.324
HOPX	4.26925
ZNF304	0.9855
OR12D3	-0.154
FKSG43	0.244
METTL1	0.56075
MFSD3	-0.7988
PSPH	-1.845
CLCA3	0.1655
DARS2	-1.67416666666667
CDC25A	-3.49416666666667
BAIAP2L1	0.22575
B3GNT5	2.538875
USP29	-0.4095
ARHGEF10L	0.7585
ATOX1	-0.5005
ADAM30	0.071
DNASE1	-1.4235
STT3A	-0.334916666666667
RAB6IP1	0.60675
PTN	2.4273
C1orf106	-1.28330769230769
HECA	1.55225
RNF122	2.26825
SLC22A18AS	-1.03083333333333
GNG8	-0.190833333333333
ELP4	-0.974
FAM65A	0.427166666666667
RPL10A	0.127166666666667
IRS4	0.609
MACF1	1.3606
SEC24D	0.23625
LOC374395	0.161
TGFB2	2.9395
MDFIC	0.761
CHRNE	0.515666666666667
PCMTD2	-0.456
ATP6V0D1	0.0636666666666667
MTA2	0.3715
LZTR1	-0.7555
RAP1A	0.909333333333333
AXIN1	0.045375
POLR1C	0.58
TRIO	0.0655
PLXNA4A	0.184583333333333
C5orf33	-0.54875
DEPDC1B	-4.5915
ZNF473	-0.512
MTM1	0.725375
GPR107	0.247
CSNK1A1L	1.40733333333333
FLJ14154	0.0485
NLRC4	4.138
ENPP4	1.886
PADI3	-0.363
RNF170	-0.022375
CG018	1.38083333333333
C16orf7	-0.27625
KCNE1	1.3935
NRM	-1.74033333333333
SLC37A3	0.306785714285714
TPD52L2	-1.109
UNC5B	1.44125
C12orf12	0.659833333333333
SDHB	-0.1995
CLRN1	0.06775
NUDT10	0.0498333333333333
UGT3A1	-0.0447142857142857
FBXW8	0.03225
RHOF	-1.336875
PTPLAD1	0.2085
MYO3B	-1.035
DERA	-0.57425
TPP2	-0.70975
C19orf53	-0.395
GINS3	-1.68725
ST6GALNAC5	0.589
CHSY1	2.3625
MGC15705	-0.074
GPR83	0.192
EXT2	0.038
DOLK	-0.37425
TUBAL3	-1.2755
ACVRL1	2.4885
ABL2	1.13266666666667
C14orf156	-1.09416666666667
PTPRZ1	-2.294125
DIP2C	0.94875
LAMP1	1.289625
RXRA	0.1387
MAP3K5	1.1815
ALKBH1	0.444833333333333
PDLIM7	0.102125
ARL14	-2.2205
SNIP1	0.430833333333333
TIMP3	2.26408333333333
RGS3	0.4545
SPAG16	0.2841
ABHD4	0.10875
ARHGEF12	0.960916666666667
GLUD2	0.3835
RAC2	-0.9393
UAP1L1	-0.8505
SLC18A3	-0.2795
YOD1	0.049
RALY	-0.554
HMOX2	0.553125
DGKH	0.806
DBNDD2	1.62183333333333
YIPF4	0.476375
THAP10	-0.801
ZNF513	1.24375
HAGHL	-1.46566666666667
ITGB4	1.40283333333333
CCDC141	-0.885
YTHDF3	1.0015
C5orf28	0.23375
RPL7L1	-0.338
TMEM30B	1.10807142857143
ANKRD35	2.3485
DUOXA2	-0.468
TBC1D5	0.07825
DFNB59	-0.0785
HRH4	0.478
MYO6	2.7322
DNAJA4	1.445625
RBM24	-0.249
CEACAM20	-1.916
RBM23	0.0636428571428571
NGFB	1.342
C1orf63	-0.2251
KRTAP7-1	-0.011
PERLD1	1.693
NPB	-0.138
C17orf59	0.3342
HSPBAP1	-0.59575
SLC15A4	0.34075
PRTFDC1	0.15375
OSMR	0.846214285714286
CYSLTR2	0.6225
C19orf25	-0.2605
KIAA1797	-0.454
NLRP6	0.497
FAM105B	0.3378
SCRN2	0.467666666666667
LRRC58	-0.4217
RNF17	0.5595
NEIL3	-5.1925
FAM137A	-0.882
SKP2	-3.88125
PARVA	1.49425
PKLR	-1.992
RNF34	0.215375
A3GALT2	-0.18725
C12orf50	-0.458
SUNC1	-1.15025
FAM102B	-0.0608333333333333
CCT2	-0.40825
LRRC37A2	-1.2465
ARF4	1.0635
SIKE	0.134375
C8orf48	0.3835
MBTPS1	0.187642857142857
GPSN2	-0.452
NCF2	4.377
SLC12A6	0.378833333333333
MRPL48	-1.21075
HMGN3	0.0838333333333333
LRRC62	-1.16725
PAX9	0.455875
FAM55A	0.4875
C20orf42	-2.42116666666667
SCML2	-1.981
BCL9	1.109
FAM40A	-0.50275
C9orf41	-0.525833333333333
ZNF774	0.3665
LETM1	-0.71025
PLXNB1	0.333333333333333
NIPSNAP1	-0.630375
USP10	-0.47125
F9	0.406
LIPE	3.58
CNGB3	0.155
C12orf52	-0.686125
PI4K2A	0.298875
MED8	0.008875
STAT4	2.0231
FGD4	1.28016666666667
RNF145	-0.472833333333333
WDR32	1.3876
CLDN2	0.3875
TCEAL8	0.28625
ZMYND8	-1.4332
PDXK	-0.46584375
GATAD2A	-0.4365
PTGES3	-0.87
CCM2	-0.5165
TAP1	1.7815
ZNF670	1.271
ETS2	2.33571428571429
C6orf166	0.221
PRMT2	0.428142857142857
OR4B1	0.206
INTS8	-1.1455
CCDC102A	-0.4005
CCDC83	-0.9756
ITGA1	0.528
EPHA5	-1.4558
FAM24B	-1.68866666666667
TSGA10	2.14625
