Hybridization REF	TCGA-E2-A15K-06A-11R-A12P-07
SLC16A2	-1.062
SLC35B1	-0.79125
GK5	0.15675
SDCCAG10	-1.23425
C4orf20	-0.1595
SLC9A2	-2.745
ADD1	0.576428571428571
TAL2	-1.43783333333333
ACLY	0.033125
DNAJC1	3.4965
SOST	-2.34625
USP43	0.387666666666667
CYP4F12	0.06275
FKBP5	-0.61325
CHCHD5	1.6199
NUDT22	0.82075
CCDC85B	-1.167
OR51G2	0.7265
STRN3	0.689571428571429
TMOD2	-0.31275
FLI1	-0.835
MAB21L2	-0.1455
DGKQ	0.7895
VPRBP	0.255166666666667
SCNN1B	-0.5694
ECHDC3	1.2542
TMEM106C	-0.1855
CSNK2A2	-1.4955
RPL39	-0.5432
HERC3	0.7244
ZBTB47	-0.128833333333333
ZNF681	0.34925
PAGE2	-1.322
CLIC5	2.08885714285714
RABAC1	1.93075
ZFHX2	1.69125
YPEL1	-0.000833333333333334
KIAA0776	1.28
NR1D2	0.19525
DNAJC4	1.36125
NPNT	4.5686
ZNF677	-0.701
ZNF536	-0.51775
MEF2B	0.18025
PTPN4	-0.620625
CTCFL	-5.4475
STX5	0.633666666666667
CD72	0.596
VEGFA	-0.906684210526316
XRCC1	0.7417
MAS1L	0.387166666666667
ELL	0.3619
SETBP1	3.10425
CDH11	-0.776666666666667
NDC80	-2.037
DMBX1	-1.29
NRSN1	0.645833333333333
BAT2D1	0.32775
CDS2	0.139833333333333
C1orf212	-0.2945
SENP3	-0.28075
IL1F9	-0.307
EEF2K	1.114625
COG8	-0.39025
CEP72	-2.5195
OR1L8	0.5335
MUS81	-0.07425
PHYH	0.729
GGT6	1.82383333333333
C22orf23	-1.18216666666667
C13orf33	0.8125
MAPK8IP2	2.3235
NELL2	4.264
POU3F2	-3.975
ALPK1	1.786
MRPS18C	-0.9205
RPLP2	-0.125
FGF22	0.6525
SPNS1	0.379833333333333
ZFP1	-1.50575
IL1RAPL1	-0.10525
PCSK9	-4.2085
NKX2-1	-0.298615384615385
C6orf189	0.16625
SP4	-0.548
SLC11A1	1.0761
C21orf25	1.35483333333333
ICAM2	-0.67225
SH3GL1	0.0926666666666667
GSK3B	-0.183166666666667
RALB	0.85525
PDXP	-1.10666666666667
GNGT1	-3.144875
KIR2DL1	0.6905
TNFAIP3	-0.546666666666667
C6orf32	-0.6666
CBLN2	-2.43375
PANK3	0.92175
TAAR9	0.7265
WDR82	0.105714285714286
APOM	-2.538625
TRIP10	-0.321
SPATA16	0.294833333333333
C1orf135	-1.739
USP51	-1.7335
TESK1	1.4765
C11orf64	-0.00599999999999997
ZNF611	0.269
PDE6G	0.311166666666667
HLA-DQA1	3.948375
GCLC	0.790375
SEC61A1	0.267928571428571
TWSG1	1.85175
ZMYND10	3.78125
CTDP1	0.417375
ADAMTS6	-2.25133333333333
SLIT1	-2.61375
KRT86	-0.615
KIAA0574	-2.4375
GTPBP2	-0.3144
PQLC3	1.3255
PRRX2	-2.50216666666667
C15orf44	0.679166666666667
MKKS	-0.5265
C11orf10	-0.75175
GPR110	-1.10642857142857
CD109	-0.3105
ADCY1	0.132166666666667
RHBG	-2.51275
TP53I3	-0.89975
SLC22A3	-2.5518
UCP2	-0.09425
FOXG1	-2.40483333333333
OR2AG1	0.016
TRIM24	-0.84575
PROC	-3.91825
TAAR6	0.17
AMTN	-1.6775
C10orf47	-3.75083333333333
DEPDC1	-2.273
FLJ45557	5.98975
ZDHHC17	-0.6341875
KIAA1429	0.716833333333333
KCNH1	0.91275
VNN3	0.449625
PSMAL	0.6845
PPARD	0.268
HFM1	-2.42933333333333
YBX1	-1.89766666666667
ZNF695	-2.574
SCTR	-0.168666666666667
DCDC1	0.9715
VPS26B	-0.1767
MTF2	-1.06883333333333
ATP6V1F	0.117
CCDC94	0.6685
PERF15	0.53
CCL11	1.48025
LMO7	-1.01775
DCST1	0.5675
ADRBK1	0.799875
CDRT4	0.891375
ZNF84	-0.13725
HOXD8	3.31075
STARD8	-0.957833333333333
FOXP2	-0.731125
CCDC103	0.97625
POLR3A	-0.881
GSC	2.77316666666667
ZNF114	-3.3225
HTR7P	-0.165
LALBA	0.3185
RMND5A	-0.403666666666667
PSCD2	0.68875
ZNF409	0.466
KRTAP1-3	0.566
MAF1	0.58975
LOC201725	-1.33583333333333
NRN1	-4.214
SPAG5	-1.90283333333333
DNAH7	3.1325
FLJ43860	0.378
BRCA2	-0.193
ACADM	-0.139125
CXXC6	-3.1105
RAGE	-0.215375
CHMP2A	1.3365
FAM8A1	0.8765
GPR21	0.4815
SLC12A3	-3.10966666666667
FVT1	0.451928571428572
ZDHHC7	-0.781125
FLJ44048	3.55125
SLC44A3	2.96766666666667
SDSL	0.115
MMP8	-1.186
PLA2G12B	-4.11883333333333
ACY1	0.434
MT1E	-0.126666666666667
OR4K15	0.423
TECTB	-0.515
GPR20	0.25025
IRAK2	-0.8635
RFPL3	-0.994285714285714
MYO9A	0.03375
NARG1L	-0.397166666666667
BLMH	-0.28325
CCDC3	0.295833333333333
C9orf21	-1.88083333333333
KIAA0513	-0.502666666666667
MIER2	0.0725
PNMA2	0.885166666666667
SH3BP2	0.9408
ANXA10	-2.28125
RTN2	2.1985
TFB1M	-1.5375
PRPH2	-0.3325
C14orf133	0.39125
GOLGB1	2.14875
IRX4	-1.80925
NFKBIL1	0.618833333333333
C10orf62	0.32
APBB3	0.792
RPS10	-0.5429
LOC728378	0.538
TLE3	2.057
PSMB7	-0.641375
MESDC1	0.9665
SLC6A1	1.087
OCLN	2.40175
PTTG3	-2.55433333333333
NAGLU	0.98175
SERTAD4	-2.83
SPRY1	0.78575
FLJ10781	-2.11225
MYSM1	1.65075
TRIM4	0.599428571428572
SH3YL1	1.132375
TREM2	3.834
SERPINI1	-0.1845
HDHD3	1.214
TMEM38A	0.14075
EID2B	-1.91425
TDRD3	0.297333333333333
SEDLP	0.16025
THSD7A	-0.348166666666667
NDST3	-3.55525
KLHL15	-0.440666666666667
DHRS12	3.003
FBXO9	0.550071428571428
TNPO1	-0.533083333333333
MRPL13	-1.16016666666667
SNX5	-2.34566666666667
METTL6	-0.49125
SOD1	0.143125
CHML	-1.11733333333333
PACS1	1.870125
SIRT5	0.0862
CAPN2	0.8375
FXYD5	1.02583333333333
TWISTNB	-1.413625
LRFN1	1.1695
UBE1L	2.092
UBE1C	0.195
OR51B2	-0.21775
OR4D11	0.224
C15orf2	0.638
NR4A1	0.307666666666667
LOC339047	-1.0185
TRIM17	-0.5885
ATP5G3	-0.557857142857143
RPL15	-0.153583333333333
ADAMTS8	-1.43125
HOXC4	0.3195
C14orf37	-1.7925
CEACAM5	1.43775
MYT1L	0.0386
RASA2	-0.00549999999999998
OSBPL7	-0.0475
STAG1	0.166
GIMAP4	3.78316666666667
FUT3	1.1155
PIF1	-2.971875
LPIN2	0.5415
SH3PX3	1.5745
PDP2	-0.85075
PAPD1	-0.39575
ERP27	3.28575
APOOL	-0.0285
DIABLO	0.1295
TRHR	0.1605
ARMC9	-0.0913750000000001
RNF152	0.7605
SLITRK3	0.0626
ZNF211	0.6193
PFDN1	-0.0155
RGS11	1.64575
HS6ST1	0.3741
AKR1D1	-0.42825
TNP2	0.331166666666667
STK31	1.00333333333333
EML4	-2.41316666666667
SGTA	-0.1805
HIST1H2BI	0.715833333333333
PSMD6	-1.44516666666667
KIAA1257	3.28925
C18orf55	-0.446166666666667
FLJ20273	2.659875
RPL28	-0.331666666666667
EPYC	0.21225
NOX3	0.0685
ELAC1	-0.720166666666667
METT11D1	-0.139
BIN2	-0.141666666666667
NACA2	-0.227
CCDC17	-0.29725
HM13	-0.7121
UBOX5	-0.131625
UBE2O	-0.651
UBL5	0.38425
APOLD1	1.25825
C9orf31	0.272
TNFSF8	0.3655
ARHGAP29	0.750625
PROKR2	0.52
PDE5A	-1.87616666666667
C6orf12	-0.0955
TOM1L1	0.832
WHDC1	0.397125
FOXI1	3.02833333333333
RAB4A	0.9951
TMEM39B	-0.20975
ATPBD1C	-1.169
FARSA	-0.228
PLEKHG5	0.5865
CMAS	-1.22366666666667
OR7E24	-0.3115
SLC30A1	1.14925
CDC42EP5	1.9295
PLAC1	-2.1555
KLHL18	-0.110083333333333
LBA1	1.3336
TAZ	-0.0105
CRIP2	2.826125
BTBD11	-2.18416666666667
C16orf72	1.02175
DIO2	-1.7094
LRRCC1	0.692833333333333
CCDC136	-2.906
PRX	0.559375
RBM5	0.5709
TMEM85	0.214
TUBGCP4	-1.31033333333333
APLN	0.018625
CDK7	-0.369666666666667
SSR2	0.803583333333333
CRELD1	0.89375
C19orf46	2.4995
GAL3ST4	0.292
KBTBD10	1.54525
IL28A	0.3275
WDR27	0.0425
MCM2	-1.00116666666667
SOX14	0.6475
FLJ39743	0.22
KIAA0922	-1.152
HIPK4	0.6105
FLJ25758	0.5395
C16orf57	-0.8945
PDZD2	-2.455625
MCC	2.53775
HHLA3	1.2142
ID2	-0.5435
C20orf23	2.12825
ZNF688	2.3415
APOC2	-0.398333333333333
LOC440093	0.2685
FAM50B	1.86316666666667
PWP1	-1.0175
DNAH10	-0.9665
HIST1H2BA	0.0226666666666667
GPR56	0.0153333333333333
METAP2	-0.714
PAN3	1.04216666666667
STXBP4	0.2535
PDHX	0.223
MTA1	1.02958333333333
ZBED4	0.3635
ZNF720	-0.404
CDK2	-0.954875
RHOJ	-1.012375
CDC37	0.333666666666667
ZER1	0.96625
GRK4	-0.532
PRPH	-0.3335
POLR2A	1.33225
OGFOD1	-1.69625
NOL5A	-1.6225
PHEX	-0.6965
FLJ16478	0.01275
C20orf117	-0.891375
CAMTA2	2.0555
C11orf74	-0.479666666666667
DDX17	0.621166666666667
C5orf27	0.185
PLEKHA2	-2.71322222222222
PDE4DIP	-1.7092
SCN7A	0.25525
ZNF559	-3.22483333333333
CXCL10	1.888
ZMYM4	0.155833333333333
STK32B	2.581
KIAA0888	-0.7003
TACR3	1.0455
CKAP2L	-2.3795
KIF1A	-1.72933333333333
RSPRY1	0.3665
VCAN	-2.4045
CYP27C1	-0.094
SYDE1	-1.89216666666667
MED12L	-0.05725
ZDHHC21	0.723625
NHS	-1.4275
TM9SF3	0.795166666666667
DDHD1	-1.382125
MAFG	-1.08608333333333
BICD2	-1.8931
C14orf119	0.135333333333333
C14orf43	1.18421428571429
CDH7	3.10075
ALKBH5	0.669142857142857
JUP	2.19775
TMEM41A	0.259
MAMDC4	0.0395
CBX3	-0.244125
LRRC18	0.111
RBMXL2	-0.222666666666667
PLA2G4D	0.518666666666667
FGF13	1.68325
KIF3A	-0.224666666666667
PDIA6	-1.06325
DCXR	1.97025
CASKIN2	0.822833333333333
EHD1	0.338666666666667
MARCKSL1	0.6435
ZNF496	0.537333333333333
SCAF1	1.019
KCTD8	-1.1675
TRAF3IP3	-0.305928571428571
LSR	1.7785
CXorf1	0.1595
C14orf112	0.2775
EIF2B1	-0.27675
OMP	0.0975
GSTZ1	1.24425
LOC92017	0.63825
ISLR2	1.1205
C12orf36	0.6115
GATA2	-1.523
GABRA5	-2.93
CELSR2	-0.243
STAM2	1.3333
TNAP	-1.6295
PTPMT1	-0.830166666666667
GRP	-0.297666666666667
SV2A	-2.11683333333333
MAGEA12	-3.991
CACNG1	1.7685
C18orf19	-1.58325
GSG1	-0.43
PTPRJ	-0.00485714285714283
FRMPD1	-0.0145
ZNF668	0.6525
PLEKHJ1	-0.701
ADAT1	-0.8562
TMEM50A	0.9282
UCN3	0.4255
HOOK1	1.51775
IL17B	-1.349
MLKL	-1.97466666666667
TTC14	0.248
KLHL5	1.580875
CRYL1	0.467833333333333
FOXH1	-0.086
NFYB	-0.276125
PPM1G	-0.172
GOLGA2LY1	-2.04025
NMT1	-0.332875
HADHA	-0.471
CHSY-2	-0.385
PLEKHF1	-0.138357142857143
SAGE1	-2.655
MUSTN1	0.7165
SUHW4	1.437
TFEB	1.98816666666667
ZFYVE27	-0.409
ATG12	-0.8365
BMI1	2.57271428571429
ZIM3	-0.357666666666667
MYH4	0.156666666666667
MASP1	-1.07383333333333
KIAA0984	1.734
RPAP2	-0.53725
ASB5	-0.268
BOLA3	-1.43083333333333
MIA3	2.12233333333333
KRT35	0.474
KIR3DL3	-0.682
MRPL51	-0.55625
SEMA3F	2.02466666666667
NDUFB2	0.602333333333333
LOC253012	4.437
FAM46C	0.8001
G6PC	-3.217125
CSAG3A	-4.197
PREX1	0.539
SLC25A45	1.179375
MAPKBP1	0.2647
CPE	-1.5738
GNB1	-0.422375
CXCR6	0.4005
TRIM46	1.07125
C16orf3	0.442833333333333
HPSE	-1.641
TIGD3	1.3125
SPG3A	1.928
LCAT	-1.2455
ST6GAL1	-1.51261111111111
POMC	-0.07375
FLJ36031	-2.14583333333333
NSMAF	-1.87666666666667
SKIL	0.955
ADSS	0.254333333333333
HMGCS1	-0.9389
POLR3F	-0.4805
RAB10	0.64075
ZNF277P	-1.69725
ZBTB7B	1.45075
DHRS1	1.119125
ABCC13	-0.242428571428571
CNOT3	1.2275
NFKBIA	0.98575
GAK	1.1985
SFT2D2	0.834166666666667
HOXA6	0.082
CRTC1	1.23825
LY6D	-1.22583333333333
C20orf72	-1.62316666666667
CPT1A	-1.28975
LMO1	-2.1125
EIF3I	0.31825
PRB4	0.01675
MCM3APAS	-2.888125
C20orf132	-0.1326
FOXF2	-5.58625
S100A12	0.514
MLH1	-0.1465
ACTN1	-0.2307
MRPL36	-0.754666666666667
C20orf106	-1.55025
FBXO6	1.7305
MKS1	0.230166666666667
CX3CR1	-0.296375
PDE1B	0.182
PLP1	-4.665
KISS1	0.202333333333333
C14orf2	-0.167333333333333
TBC1D3P2	-0.15675
COMMD6	1.4057
ANKRD7	-2.3585
PTCHD1	-2.859875
NARS2	-0.43325
DOCK7	-1.245875
FAM127B	0.128875
LOC390243	0.133833333333333
N6AMT2	1.04775
ZNF391	-1.08
DNAJB14	-0.270333333333333
WRB	0.446375
BPI	-0.496333333333333
TTC4	-0.162
FAM10A5	0.196
GOT1L1	0.15975
MAGED1	1.06875
RESP18	0.49425
WFDC6	1.53075
MT2A	-1.4895
C11orf56	0.283
KIAA1432	-0.356
ROR1	-3.240625
HSD17B14	3.38366666666667
ZFAND2B	0.023875
SAMD4B	0.64725
HEXA	0.8215
HNRNPU	0.245590909090909
USP39	-0.163125
NRD1	-0.3435
R3HDML	0.61175
FLT4	0.502333333333333
OMG	-0.389666666666667
OR52N4	0.642
LOC399818	-0.74175
ELA2	-2.2035
VENTXP1	0.259
RFC5	-1.5415
OR52L1	0.329
PAX5	-0.062
FBXO2	-0.55625
GMEB1	-0.1815
AKT3	-2.52083333333333
CRB1	-2.2214
CTTN	1.87233333333333
UTP15	-0.738833333333333
HSBP1	-0.714333333333333
PHF11	1.80225
NDEL1	0.269666666666667
USP8	-0.149
BAIAP2	1.213125
SI	0.6222
ARSJ	-3.80033333333333
BAAT	-2.9215
KCNS3	2.652
LOC126147	0.273166666666667
TMEM37	-1.47175
C1orf162	2.88783333333333
MBD1	-0.1416
ITGAL	1.664
WDR73	0.217666666666667
GKN2	0.3785
ARFGAP1	-0.54775
SLC5A8	-1.35983333333333
ZBTB40	0.5171
CYP4B1	3.475
LYPLAL1	-0.08425
CHST3	-2.5735
MAP3K9	0.648
BTAF1	-1.93533333333333
TFAP2E	0.064
RBM35B	-0.072
LOC441251	0.0668333333333333
ANKRD25	-1.349
UQCRC2	0.2825
MAEA	0.414833333333333
HYAL1	-2.482
RNPEPL1	0.829833333333333
CPSF2	-0.037
PSD3	1.0982
ABCA13	-1.06214285714286
AGR2	4.010875
GBX1	-0.9355
HDLBP	1.06914285714286
ACY3	0.7195
HECW1	-1.343
ZNF519	-0.70475
HOPX	2.056375
ZNF304	1.163875
OR12D3	-0.1135
FKSG43	0.3325
METTL1	-0.27525
MFSD3	0.2969
PSPH	-1.403
CLCA3	-1.185
DARS2	-0.1225
CDC25A	-2.29066666666667
BAIAP2L1	-0.69275
B3GNT5	-1.507875
USP29	-0.05125
ARHGEF10L	0.9187
ATOX1	0.56925
ADAM30	0.479333333333333
DNASE1	0.70625
STT3A	-0.23325
RAB6IP1	0.474
PTN	-2.5318
C1orf106	-2.49515384615385
HECA	0.96725
RNF122	-1.2385
SLC22A18AS	1.832
GNG8	0.168833333333333
ELP4	-0.31775
FAM65A	0.162333333333333
RPL10A	-0.336166666666667
IRS4	0.3875
MACF1	1.3985
SEC24D	0.73175
LOC374395	0.379
TGFB2	-2.334625
MDFIC	-0.7315
CHRNE	0.641833333333333
PCMTD2	-0.103833333333333
ATP6V0D1	0.597333333333333
MTA2	-0.1945
LZTR1	-0.1055
RAP1A	-0.635333333333333
AXIN1	0.934375
POLR1C	-0.42375
TRIO	-0.359166666666667
PLXNA4A	-0.332166666666667
C5orf33	-0.65
DEPDC1B	-3.311
ZNF473	-0.3275
MTM1	0.742875
GPR107	0.554
CSNK1A1L	0.245166666666667
FLJ14154	1.541
NLRC4	3.39775
ENPP4	3.268
PADI3	-0.041
RNF170	0.448375
CG018	0.204
C16orf7	0.4115
KCNE1	0.17125
NRM	0.0363333333333333
SLC37A3	-0.139928571428571
TPD52L2	-0.816166666666667
UNC5B	0.79325
C12orf12	-0.45
SDHB	-0.46325
CLRN1	0.5195
NUDT10	-4.51
UGT3A1	0.147857142857143
FBXW8	0.64125
RHOF	-1.01775
PTPLAD1	0.154
MYO3B	0.932
DERA	-0.969
TPP2	-0.82575
C19orf53	0.376
GINS3	-1.722
ST6GALNAC5	-0.3435
CHSY1	-0.69925
MGC15705	0.2465
GPR83	0.782333333333333
EXT2	-1.402625
DOLK	1.0135
TUBAL3	2.0445
ACVRL1	1.6476
ABL2	-0.667666666666667
C14orf156	-0.440333333333333
PTPRZ1	-5.76785714285714
DIP2C	-0.387
LAMP1	1.491375
RXRA	-0.0942
MAP3K5	0.516
ALKBH1	1.02133333333333
PDLIM7	-0.2365
ARL14	2.482
SNIP1	-0.303333333333333
TIMP3	-0.51
RGS3	0.4825
SPAG16	-0.1539
ABHD4	0.90075
ARHGEF12	0.800333333333333
GLUD2	0.357
RAC2	-1.8932
UAP1L1	-0.2895
SLC18A3	0.376
YOD1	-0.812666666666667
RALY	0.07925
HMOX2	1.517375
DGKH	-0.5245
DBNDD2	2.964
YIPF4	0.4325
THAP10	-0.4095
ZNF513	1.20225
HAGHL	2.061
ITGB4	1.5535
CCDC141	-2.473
YTHDF3	0.1495
C5orf28	1.20675
RPL7L1	-0.89075
TMEM30B	2.62907142857143
ANKRD35	-0.6545
DUOXA2	-0.1745
TBC1D5	0.204
DFNB59	0.0505
HRH4	0.60875
MYO6	3.0105
DNAJA4	1.769375
RBM24	0.328
CEACAM20	-0.91325
RBM23	0.604857142857143
NGFB	0.09
C1orf63	-0.1737
KRTAP7-1	0.1545
PERLD1	1.85475
NPB	0.7335
C17orf59	1.1504
HSPBAP1	-0.42775
SLC15A4	-0.39325
PRTFDC1	-1.05425
OSMR	-0.690428571428572
CYSLTR2	-0.2595
C19orf25	0.882
KIAA1797	0.4545
NLRP6	0.924
FAM105B	0.1058
SCRN2	-0.481
LRRC58	-0.824
RNF17	0.252285714285714
NEIL3	-2.5425
FAM137A	-3.11875
SKP2	-3.43675
PARVA	0.920416666666667
PKLR	-1.657
RNF34	0.33225
A3GALT2	0.61275
C12orf50	-0.164833333333333
SUNC1	-2.404
FAM102B	-0.4145
CCT2	-1.5445
LRRC37A2	-0.793
ARF4	1.1
SIKE	-0.332375
C8orf48	-1.988
MBTPS1	0.195928571428571
GPSN2	1.4645
NCF2	1.38075
SLC12A6	0.142166666666667
MRPL48	-1.7585
HMGN3	-0.263833333333333
LRRC62	-1.5385
PAX9	-0.839
FAM55A	0.241
C20orf42	-4.3975
SCML2	-2.41766666666667
BCL9	0.893
FAM40A	0.05875
C9orf41	-0.681166666666667
ZNF774	0.2375
LETM1	-0.803
PLXNB1	1.2575
NIPSNAP1	0.745375
USP10	-0.9395
F9	0.11725
LIPE	1.6435
CNGB3	0.057
C12orf52	0.597
PI4K2A	0.273125
MED8	0.143
STAT4	-1.4648
FGD4	-0.521833333333333
RNF145	-4.5915
WDR32	1.3271
CLDN2	-0.248666666666667
TCEAL8	-3.453
ZMYND8	0.0588
PDXK	-0.0364375
GATAD2A	-0.2875
PTGES3	-0.632
CCM2	-0.34875
TAP1	-0.1895
ZNF670	-0.76
ETS2	-1.40107142857143
C6orf166	-0.601
PRMT2	0.233714285714286
OR4B1	0.1525
INTS8	-0.187
CCDC102A	-0.491
CCDC83	-0.212833333333333
ITGA1	-1.9058
EPHA5	-2.3212
FAM24B	-2.40333333333333
TSGA10	4.53575
HAL	-2.28
MYOT	0.13625
SPACA3	0.23375
BCL2L2	-0.0801666666666667
CUGBP2	-2.65683333333333
CCNB3	1.9435
RNF113B	-0.143
MERTK	-0.32775
BAG1	1.79475
VPS36	0.044
ORMDL3	1.5776
C1orf190	1.1185
ZNF625	0.119
CORO2B	-2.2145
ALOX15	-0.273
CST1	-0.367
NUPR1	2.06183333333333
CCL7	-0.47475
SMCR5	-2.4825
DSC2	2.27
RBMS2	0.173
GRIK4	0.3255
TRIM65	-0.0251
TMPRSS6	2.20007142857143
TP53INP2	0.03775
GLB1L	2.2485
LOC388284	0.367166666666667
PUS1	-1.097
BCL9L	-0.0165
OLFM1	-2.72058333333333
RET	1.350125
MASTL	-1.75683333333333
ALX3	0.36675
IL1RL1	0.601
ZNF765	-1.2124
C14orf138	-0.7075
SNX10	-0.576166666666667
TAC4	0.2095
C1orf64	3.823375
POGK	0.969625
MAPK9	0.4175
ZNF366	2.2005
C8orf79	-0.711444444444444
CLDN7	2.8045
OR5AT1	0.316
TRIM37	-1.75375
LRRC25	2.4355
GRHL2	2.8159
TEKT3	2.52025
LASS5	-0.0343333333333333
ABCC4	-2.32941666666667
DLG3	0.963
VGLL1	-0.112125
ZFP36L2	0.363
MFRP	0.198666666666667
KIAA1799	-0.36125
FLJ44379	-0.425
PCNX	-0.54025
ANXA9	2.4435
CYP4V2	2.1087
PIK3C2A	0.58675
SRR	1.3865
NOL3	-0.10475
IFITM2	1.222
ARNTL2	-4.1445
ZNF595	1.02775
NLRP13	0.0175
ASPH	-4.643875
CPA2	0.042
PVRIG	-2.037
LEPR	-2.6215
C16orf42	1.194
SH3BGRL	2.18675
FAM77D	-0.9825
FNDC7	-0.4815
C9orf6	0.376833333333333
NOTCH2NL	0.251833333333333
PGBD1	-2.344
SYNGR2	1.81333333333333
PITPNA	-0.196125
PRPF4B	-0.3296
SLC43A3	-1.63771428571429
NRBP1	0.46975
SLC25A22	0.36175
ILK	0.464
SLC22A8	0.392
MRPS7	-0.368
PITX2	-5.50666666666667
FABP3	-1.18275
OR1L1	0.337
LOC728215	-2.039875
BLID	-1.6185
KIAA1217	2.32329411764706
TFPT	0.8675
AP4B1	-0.87525
VBP1	-1.71
OR1K1	0.4405
MORC3	0.30975
BHMT2	-3.75816666666667
C3orf10	0.57425
FZD7	0.124666666666667
WFDC10A	-0.3365
PMS2CL	-0.349
CCDC32	0.8805
FA2H	-1.66525
ALG13	-0.108
TTLL7	-2.0879
SPOCK3	-0.17875
SLC13A2	1.357
AIM1	0.0795
GPRC6A	0.4795
EGR2	3.04025
MED11	1.08025
WWC1	0.67775
SH3GL3	-4.44475
RIF1	-1.27321428571429
PRLH	0.6675
VLDLR	-0.0125
DBT	0.7950625
C21orf63	1.89525
CGGBP1	-0.116125
KRTAP12-2	0.4055
TADA3L	0.908125
ZBTB16	-0.1385
PDGFB	1.93375
RFX1	0.8415
UQCRB	-0.9234
LOC133874	2.4525
HPS3	-2.723
LGALS3BP	1.518
DKFZP564O0823	2.18221428571429
MRFAP1L1	0.938125
HOXA10	-2.8525
NGB	-0.5195
KIF21A	-0.620307692307692
IFLTD1	0.1635
LZTS1	-2.5935
ARHGEF3	2.01375
RHBDL3	0.6745
CSNK1G2	-0.136916666666667
ChGn	-1.681375
KIAA1244	3.2475
GABRB2	0.525
MGC72080	-0.4145
CD27	2.5415
EGLN1	-2.6109
PEX13	0.26975
RWDD3	-0.213
RNF12	-1.15583333333333
GRIN2B	0.136
ADAMTS14	-0.888375
DYDC2	2.38766666666667
ATP6AP1	1.0214
NR1H2	0.742666666666667
PDK2	1.338
C3orf17	-0.449666666666667
SLC38A2	-1.58664285714286
SLC25A29	0.1405
C15orf29	0.417875
ADAM9	-2.27966666666667
TMUB2	1.08675
GPR176	-1.017
AGK	-0.402
MCCD1	0.1935
NDUFA4	0.7955
TMEM146	-0.17825
DUSP1	0.98075
UNQ6975	0.7805
EMX2OS	2.19275
INSM2	-0.836333333333333
LUZP4	-0.275
SETD6	-1.81375
P2RY2	0.48875
SLC45A2	-1.8725
RABGAP1	0.4435
UBXD5	2.18875
GPRC5A	1.0601
PAK3	-1.9435
LOC63920	0.26675
TGFBR1	-0.6522
KRTAP6-3	0.19025
SFMBT2	-0.65875
CDC42	-0.1106875
C11orf35	2.474
TTLL2	-0.0425
UACA	-0.00691666666666667
CD97	-2.2518
SETD5	-0.424
NINJ2	-2.53225
PTER	1.15933333333333
POMGNT1	1.007
KRTAP4-2	0.997
ECGF1	3.25725
HRB	-0.341727272727273
ATP1B2	0.0198
LOC400506	0.81725
COL4A3BP	0.029
C6orf97	3.12675
GRHPR	0.450125
TAS2R1	1.1395
SEMA7A	-2.82875
EDF1	0.7405
ODF2L	0.203777777777778
PCID2	0.0683333333333333
GTF2H4	-0.225833333333333
ZCCHC3	-0.065375
CGB2	0.0711666666666667
NEUROD1	0.075
C20orf75	-0.155
RP5-1054A22.3	-0.011
IFNA5	0.2465
ZNF134	0.856
MGC119295	-1.0657
ZSWIM6	-0.19975
SMEK1	0.603666666666667
PCGF2	0.85
C1orf102	2.67975
CYP2A13	0.67
KCNH6	-0.8092
MDM1	0.5233
ALDH7A1	0.232666666666667
C9orf75	1.55725
VDAC3	-0.718375
OR51T1	0.3685
EIF3F	-0.180166666666667
KCNJ10	-0.584
LENG8	0.31
EDEM2	0.324166666666667
CCNJL	-2.48883333333333
DHX37	-0.567
CRYGN	-0.7
AATF	-0.34
ZNF630	1.739875
E2F5	-0.8585
WFDC13	0.7095
FTSJ3	-0.945
C4orf33	0.74325
LHFPL4	-2.92575
C19orf56	0.365
SMAD4	0.230125
AFM	-0.124833333333333
G0S2	-3.2465
FCHSD2	-0.8076
RRP1B	-1.1127
EEF1B2	-1.02166666666667
STAT6	0.716
ZNF195	-1.09575
GNL1	-1.06466666666667
ZNRF2	1.1215
PER3	0.80975
ASB16	0.94075
C10orf10	-0.473642857142857
ADCY8	-3.64033333333333
C9orf58	-0.810833333333333
ARMC10	-0.180333333333333
PSG1	-1.222
DHX34	0.4855
VARS2	0.558875
NFIC	1.1725
ITPR2	1.7425
AGXT2	2.64383333333333
OR6K3	0.3145
H2AFZ	-0.269916666666667
MLLT3	1.35541666666667
COX4I2	1.75025
CCNT2	0.62225
PLK4	-1.66775
NUMBL	-0.159333333333333
MED16	1.09025
PLEKHQ1	0.47125
GOSR1	0.545722222222222
BTG4	-0.354666666666667
RPL30	-0.0441666666666667
IGSF5	-1.06625
IGFL2	-1.74766666666667
ELMOD2	1.1845
SHC3	-1.66066666666667
HAVCR1	-0.5175
DYNC2H1	0.0815
RNF5	0.250666666666667
C2orf7	0.2655
NLF1	0.5865
KLHL25	0.4475
LRP10	1.2037
KRI1	-0.18925
PUS7L	-0.25
MGMT	1.4445
HOXD1	-1.93633333333333
CSH1	0.1174
ATG16L2	-0.97
FLJ44635	0.639
CHODL	-0.9375
EXOSC8	-1.0255
SLC28A1	-0.09075
MYO7B	-0.745666666666667
SEH1L	-0.9973
MTNR1A	-0.075
TSPAN5	0.0721666666666667
CDC45L	-2.27733333333333
AMIGO1	0.8865
ATAD3A	-1.135625
OSGIN2	0.588
