Hybridization REF	TCGA-BH-A1EW-11B-33R-A137-07
ALDH7A1	0.232666666666667
C9orf75	-2.17375
VDAC3	-0.356625
OR51T1	-0.083
EIF3F	-0.39125
KCNJ10	-0.340375
LENG8	1.57425
EDEM2	-1.31808333333333
CCNJL	-0.0975
DHX37	-2.1095
CRYGN	-0.491
AATF	-1.817375
ZNF630	1.04775
E2F5	-0.2625
WFDC13	-0.39425
FTSJ3	-2.281
C4orf33	2.11375
LHFPL4	-3.261
C19orf56	-0.18875
SMAD4	0.617875
AFM	0.364333333333333
G0S2	4.4735
FCHSD2	-0.5195
RRP1B	-1.3136
EEF1B2	0.477166666666667
STAT6	1.17966666666667
ZNF195	-0.55675
GNL1	-2.31116666666667
ZNRF2	1.01366666666667
PER3	0.024125
ASB16	0.765
C10orf10	1.74942857142857
ADCY8	-3.01
C9orf58	1.0995
ARMC10	0.111
PSG1	-1.1985
DHX34	0.86375
VARS2	-1.641
NFIC	-1.86175
ITPR2	0.999
AGXT2	1.6064
OR6K3	0.054
H2AFZ	0.121
MLLT3	1.01008333333333
COX4I2	0.98525
CCNT2	0.425625
PLK4	-2.536375
NUMBL	0.749
MED16	-1.89425
PLEKHQ1	1.4025
GOSR1	0.516
BTG4	-0.233
RPL30	1.43783333333333
IGSF5	-0.31625
IGFL2	1.46033333333333
ELMOD2	1.38916666666667
SHC3	-1.04733333333333
HAVCR1	0.095
DYNC2H1	0.61775
RNF5	-1.11083333333333
C2orf7	-1.034
NLF1	0.167
KLHL25	0.88675
LRP10	-0.6901
KRI1	-1.77075
PUS7L	0.631833333333333
MGMT	0.8635
HOXD1	0.436666666666667
CSH1	1.3288
ATG16L2	-1.09075
FLJ44635	1.1565
CHODL	2.07125
EXOSC8	-0.33775
SLC28A1	0.517
MYO7B	-1.073
SEH1L	-0.2677
MTNR1A	0.317166666666667
TSPAN5	1.3455
CDC45L	-4.3355
AMIGO1	0.313
ATAD3A	-2.767625
OSGIN2	0.3965
PDIK1L	0.819666666666667
DARC	4.26675
PIPSL	-0.002
SHMT1	-1.24425
CRISP3	3.126
POPDC2	2.687
ZRANB2	-0.621666666666667
FBXL8	-1.37575
TRIP13	-2.53690909090909
EIF5AL1	-2.419
POU5F1P3	-4.99616666666667
IL6	4.328
CXorf38	-0.261
IFNA16	0.6855
FBXL2	1.70316666666667
BRD1	0.15725
STATH	0.5525
FBXO44	-0.669333333333333
MCCC2	-0.306
CDC2	-1.3939
C5orf23	3.22825
IVD	-1.7795
C10orf122	-2.02675
MSL3L1	0.227
MVP	0.08325
EPOR	0.4531
ZMYM1	0.0316666666666667
BCL7C	-1.44083333333333
PSTPIP2	1.221
LYPD1	-3.173375
OR8G5	1.077
ZP3	-1.1645
BCAS4	0.04575
EDG6	1.7395
ISY1	-1.63925
PRAMEF2	-0.8335
CUL1	-1.258375
RNF213	-0.1745
CCRK	1.37975
DHX9	-0.963875
C13orf29	-0.03275
NCKAP1	1.51133333333333
MRPL43	0.692714285714286
XPR1	-0.4975
PKN2	-0.4644
PODNL1	-0.727
ZNF333	1.1895
DALRD3	-0.1885
OPN1SW	0.0325
BTBD6	-0.14525
C11orf82	-2.119
OR5P3	0.8
DUSP11	0.5485
L1CAM	-1.3977
NEK11	0.796166666666667
OR7E91P	2.167
CNTN3	3.2606
CREB3L2	-0.4455
ZBTB37	-3.2895
KIAA1324L	1.17625
NDUFB10	-0.343
NUDT2	0.11675
GTPBP8	-0.9005
CACNA1D	-0.336
PRKAA2	-0.699833333333333
PRDM8	-0.607
MGC16075	-0.2875
KRT14	2.84507142857143
PP8961	0.18175
MRPL18	0.01375
ABCG2	-1.87725
PACRG	3.446
BBS2	1.11825
KREMEN2	-3.2635
FBXO21	0.905
HNRPUL1	-1.2145
GRB10	0.175
CLSTN1	0.639625
LMAN2	-1.1378
C17orf61	0.359
NIPSNAP3A	2.21875
INSIG2	-0.315833333333333
PCDHB7	1.41166666666667
STXBP2	-1.404125
CMAH	2.06025
SEMA5B	-1.005
ZNF155	0.502833333333333
COQ6	0.467
PRPF4	-1.644
TSPAN15	0.7075
VN1R5	-0.146
LATS2	0.878
SELK	1.561
PGK2	-1.05775
MS4A1	-1.10175
TYW3	-0.4554
KRTAP5-1	3.03425
RCCD1	-2.50066666666667
BTN1A1	0.72625
DDX28	-0.135
TMEM65	-0.186875
LOC92345	0.236
TTC31	-1.14925
WDR46	-1.80983333333333
CHP2	1.9955
LSP1	0.8825
ZNF542	0.0275
EXOSC1	0.255
ARHGAP18	0.0103333333333333
LRRTM4	-0.6375
MAOB	2.54258333333333
CACNB4	-0.89975
MGC33846	0.48125
RANBP3L	2.17675
ATP5L	0.938375
ONECUT1	-4.351
NUDT9	0.96175
TMEM149	0.3565
STX17	0.59075
IGSF10	-0.03425
TMPRSS9	-0.248
BMPR2	0.086
ALLC	0.0495
KLF7	0.0485
GCC1	0.9111
TIMM9	1.19175
CDO1	4.002
MGC10701	-0.047
IFI6	3.21266666666667
FRMD8	0.2055
MGAT2	0.32525
WBP5	1.35566666666667
CNIH2	0.29825
KIAA0907	-1.3985
KCNH8	2.555
CTSG	2.038
GRIK1	0.5382
CUL5	0.712625
FRMD1	1.661
OR9A4	0.265
SYT6	-1.792125
FOXD4L2	0.12925
ANAPC2	-1.857
OPN5	0.239
TAF13	1.2935
LYG2	-0.459666666666667
GGNBP1	0.4095
C11orf40	0.312
OTX2	-2.008
REG4	-0.1174
EIF5	0.3069375
PALB2	-0.65625
SEPSECS	0.1116
RNASE3	-0.22875
TRIM49	-0.1425
POLR2K	1.7879
GPR42	0.1935
C8B	-2.413
SASS6	-0.52425
PREB	-1.04716666666667
OR3A3	0.636
TUBA8	-0.0295
IGLV2-14	2.475
STIL	-2.662
ANKFN1	-0.0981666666666666
NME7	0.801
HOXC12	-1.28175
UBE2C	-2.531625
FHOD1	-1.645875
CDK2AP1	0.276083333333333
OR6K2	-0.066
DHPS	-1.70575
RPL5	1.13208333333333
TRGV5	1.851
LOC541472	2.286375
HCCS	-0.571
DENND1B	-0.0295
LHX3	-0.295
OR5D16	0.3915
CXorf57	-0.388333333333333
IRF2BP1	-0.47275
NDST2	-0.0708333333333334
LCE3D	-0.717
BOLL	0.79925
SYT3	-0.71675
PIH1D2	1.89125
C20orf7	0.5945
IL1R2	1.25483333333333
SLAMF9	-0.2975
PPME1	-1.812875
PIK3CA	0.29475
TRAPPC1	-0.61975
COLEC10	-1.41275
SLC9A6	-0.442333333333333
PDDC1	-0.587166666666667
CCDC53	1.76325
GK3P	-1.07825
DAZL	-0.8205
BRI3	-0.05375
SDK1	-0.515375
CYP2C18	1.35525
IFI44L	5.212
RPL3L	0.261
FUT9	2.22133333333333
KIFC2	0.9825
PMP2	-0.514625
SLC4A9	-0.3225
PLAG1	-0.109833333333333
MYCBP2	0.223
OR4E2	-0.783
CCDC65	1.71775
C16orf82	0.0245
ENTPD4	-0.6905
BRP44L	1.78625
PMP22CD	0.021
TMCO4	0.435166666666667
KCNN1	0.1385
WDR35	-0.3
CCDC80	1.23675
C3orf31	0.1515
SLC7A9	-1.0745
TMEM190	-1.578
DBC1	0.886166666666667
FADS3	-0.914666666666667
PDZD8	-0.2405
GRM5	0.6435
AZGP1	3.9618
PEX3	2.014
MED1	0.156642857142857
ATG4C	-0.260666666666667
HNRPH3	-0.0873750000000001
FAM109B	-0.007
C4orf17	0.0795
CA10	3.169
OPRD1	0.512
CCL16	-1.12325
SACM1L	-1.11775
CST6	4.8075
CD63	1.5895
LGI1	-1.313
ZNF784	-1.424
CRYBB1	-1.911
CX3CL1	2.44775
TOP2A	-3.45225
GYPB	-3.26133333333333
GADD45GIP1	-1.40625
FEN1	-2.905875
IGF1R	-0.6923125
WDR72	-2.77166666666667
PURG	-1.41483333333333
DEFB126	0.8775
PKD1L1	0.3915
CAV1	0.4447
GNPDA2	2.366
DGAT2	1.197625
NLGN1	-0.39575
STRBP	-0.251625
HPRT1	-0.852333333333333
FANCI	-2.6735
PSMA7	-0.320625
DBF4B	-0.9235
TTF1	-0.5805
RAD54L	-3.241
ELOF1	-0.87775
PLAGL2	-0.21725
ZNF256	0.96075
HMGCL	-0.01125
MSI2	-0.882333333333333
RPESP	0.3915
C11orf60	0.30575
ABCD1	-1.97
ACAA1	-0.5454
SPARCL1	5.958
IL6ST	0.1191
ZNF319	0.10725
TMEM109	-1.2962
FAM90A1	-0.673166666666667
IL22RA1	-1.497
ATP4B	0.7355
TEC	-0.764333333333333
C7orf30	0.339
TXNDC2	-0.8205
ABCB4	-0.566
KIAA1191	0.83475
C9orf38	1.3475
SFTPB	0.0322857142857143
CNTNAP2	-1.3526
FRK	1.462
TBX19	0.25925
CHD4	-1.82175
C6orf26	-3.02383333333333
MOSC2	2.065
IKBKE	-2.32733333333333
HIF1A	-1.12033333333333
LOC595101	0.147
RELA	-0.4965
TMEM16B	0.335166666666667
ABHD12B	-2.23025
TSEN34	-0.10825
KIF18A	-3.32625
TXNDC9	0.778833333333333
SPATA2L	-0.004
SEMA4G	-1.6905
C21orf91	0.08425
MATN1	0.2505
KCNIP4	0.0792
TUSC1	1.27775
OR4C15	0.795
ARMCX6	1.09191666666667
WBSCR27	-2.27683333333333
OR52I2	-0.167
KIAA1604	0.15175
DYNC1I1	-0.191125
PPP4C	-2.905
SLC47A2	0.311833333333333
TREH	0.5805
CD48	2.798
ST14	-0.283166666666667
PKN1	-2.0155
SPON2	1.69875
XBP1	1.31083333333333
SFRS12	-0.217333333333333
EFCAB6	2.43525
SELT	0.59475
SLC39A2	0.844
ERF	-1.13966666666667
ARL3	1.5435
SURF6	-1.8599
MLLT10	-0.755238095238095
FLJ11171	-0.352166666666667
TDGF1	-4.19933333333333
ERCC6	-0.3975
EIF2AK4	-0.310125
BAZ1A	0.0535
LRRN3	1.23066666666667
TMC3	0.1595
EFTUD1	-0.50225
PTPRO	0.6355
CLEC12A	1.3335
ACBD4	-0.812
ZDHHC14	-1.433625
OTUD7B	-0.00774999999999998
ACTB	-0.35975
MSRA	0.7595
LCE5A	-2.433
IFI35	-0.026
BSCL2	-1.36116666666667
ANKRD12	0.668416666666667
CFHR2	1.6885
RGAG1	0.7435
HSFY1	-1.09
SLC30A5	0.238
IMPG1	2.173
GPR109A	0.1115
ZNF185	0.41725
IYD	1.67325
NPCDR1	-0.0565
SERPINA13	-0.1305
HMGCLL1	0.8455
NEUROG1	1.8685
UBQLN1	-0.527125
LIN37	0.3435
SOCS2	-1.09925
DSCR4	-2.116875
XKR6	-0.55925
GPR142	0.7285
KRTAP13-3	1.5225
CCDC15	-0.994833333333333
MOS	0.74
CD1E	-1.9155
OFCC1	0.472
FAM83D	-3.2235
SRFBP1	0.682
C9orf96	0.139
DHDH	-0.5375
CCDC90A	0.1205
RABL3	0.29195
CD320	-2.62116666666667
ANGEL2	0.617083333333333
MRPL21	0.46725
SMG6	-0.509333333333333
INSR	1.433875
FLJ14816	-0.712
GLRB	1.18816666666667
C9orf89	1.237
CIZ1	-2.138625
URG4	-1.4455
LRDD	-2.02416666666667
CBY1	0.424833333333333
NFX1	-0.586625
MTERFD2	0.744928571428572
C19orf23	0.4125
PGC	-2.652875
IER3IP1	1.7514
RASAL2	-0.445416666666667
C1orf89	-1.48725
SYNJ1	-0.269125
NFKBIE	-1.18475
FLJ40125	-0.912
TCEB2	-0.6641
NOG	-1.8165
POLR2J2	0.555833333333333
HLA-B	0.7065
PCDHA1	-0.1495
PPP2R2B	0.85775
ARHGEF17	0.178
TCF7L2	0.530357142857143
CHD5	-0.586666666666667
ZNF431	-0.123125
TBC1D25	-1.237
ZNF800	-1.9655
SCUBE2	2.95463636363636
MYCBP	0.308
GPX5	0.662
C6orf129	-0.603833333333333
QSER1	-1.1275
ULK2	3.38975
PIGO	0.283666666666667
NRCAM	-1.65742857142857
SLC35E3	1.055875
CSRP2	0.188
HYPE	-2.0655
MAPK15	1.8155
MGC14327	-0.7075
TIMM13	-0.732166666666667
ZNF462	0.10475
GBA3	3.274
TEX13A	-0.1215
MCM6	-1.60233333333333
MTRF1	-0.480375
ABCA7	-3.00625
EIF4A2	0.43825
ZC3H10	1.0322
RPGR	1.35883333333333
C20orf94	-1.71
RP1L1	0.178
GPR125	0.221375
USP22	-1.18692857142857
OR1L4	0.536
MLZE	1.00475
FLJ32065	0.76625
PTCD1	-0.98825
CRTAC1	0.772333333333333
BXDC2	-0.681
C18orf1	1.93966666666667
FAM107A	3.17978571428571
EFNA3	-1.627
P18SRP	0.0481
CAMKK2	-0.494166666666667
KIAA0649	-0.73875
NES	-1.50616666666667
HS6ST3	-0.199125
PON2	0.82275
TCP11L2	-0.35875
CLEC4A	3.08275
PRR12	-1.1685
MLXIPL	-0.6102
C2orf50	-0.0045
ZNF28	0.3145
ENC1	-0.0683333333333334
MAP2K1	-0.096875
FKSG2	2.06625
KIAA0430	1.07625
PTP4A1	-0.382666666666667
GPR156	0.389
GTF3C6	0.6345
UBR2	-0.0609
LOC388272	1.18325
MAK	1.0725
ACOT4	1.94
STC2	-0.294
PIGW	-1.25325
SAE1	-1.084875
COL6A1	-0.212272727272727
OAZ1	-0.702
STMN4	0.8865
EDG3	0.0505
SGCE	1.10666666666667
IL11	-2.16
PRSS8	1.314125
YIPF5	1.4255
WNT4	3.31075
CSN2	0.8664
TCF7	-2.921625
TDO2	0.34
SAMD9	0.2215625
S100A7A	1.054
MMRN1	5.17833333333333
GKAP1	1.273
AKR1C3	1.887125
RNF19A	0.47625
GMDS	-1.38375
YKT6	-1.81425
SPARC	1.8723
C12orf31	1.48725
UBE2V2	0.143166666666667
FBXL18	-1.58166666666667
KIAA0460	-0.28675
ADAM22	-0.401333333333333
SERPINC1	-4.46475
KCTD21	-0.388666666666667
MYOHD1	-1.5585
ZNF37A	-0.301
GTF3C1	-2.4465
CTSZ	1.3105
PRNPIP	-2.46475
DRD1IP	0.755
NR1I2	-2.295
ZNF266	0.2429
SPAG4L	-0.782
COX4NB	-0.12325
SAPS1	-0.846666666666667
APOA1	-4.148
TATDN1	1.1775
C10orf82	-0.485
KPNB1	-2.997
FOXO3	-0.06275
CRYBB2	-1.0625
ZBTB5	0.0615
SLC25A38	-1.49825
DCTN2	-1.04033333333333
IFT20	1.3875
CTHRC1	0.87675
C1orf31	0.12125
UHRF1	-1.8490625
GPC6	-1.66025
C10orf54	2.1305
MCF2L2	-0.3432
WNT9B	0.598125
OLA1	0.356625
FAM120B	-0.2155
TTLL10	0.6025
CYorf15A	-3.78675
RELN	-0.5458
SCN2B	1.78975
MFHAS1	-1.8935
NKX3-2	-2.09816666666667
RASGRF2	0.6885
SSBP1	0.356333333333333
KPNA6	-1.1085
LOC389118	0.094
HS3ST4	0.7544
SUPT7L	0.230375
FLJ32658	-2.00425
IGFBPL1	-1.3505
KIAA1641	-1.2889
SHKBP1	-1.94566666666667
CSF1R	5.3605
NAGK	-1.1125
MYL2	-0.02325
HIST1H4C	-2.6025
TOMM7	1.31675
ADAMTSL3	2.641
TNFSF14	-1.05425
PRRT2	-1.7155
VTA1	0.181625
AOAH	2.4635
CRISPLD2	1.68964285714286
PNN	0.3079
TA-NFKBH	-0.4545
ESPN	-1.74325
RBM43	-0.838
KIAA1267	0.8415
DDX3X	0.910166666666667
KIAA1576	-3.71025
PLXDC1	4.61666666666667
FLJ25801	-4.576
HNRNPL	-1.39125
RUNDC3A	1.05933333333333
CASP12	2.845
SH2D5	-1.61325
RPL26L1	0.692
OR51A7	0.57875
HDC	5.7855
C2orf16	0.107166666666667
SYTL3	1.660125
GOLGA4	0.8776875
NOTCH1	-1.37483333333333
ATPAF2	-0.9185
ECD	0.27675
SSX5	2.92916666666667
SNAP91	0.263
OCA2	-2.261
PNPO	-0.847666666666667
DAPK1	-1.511
PINX1	-1.23683333333333
SELENBP1	-0.166
NEK3	-0.296166666666667
TMED4	-0.360714285714286
SSTR4	0.0525
FOSL1	-2.5526
CD40LG	2.594
CES1	2.06116666666667
DCI	-1.0535
B3GAT3	-1.4835
STK17B	0.78375
CNTN6	2.67775
CYP3A4	-0.402333333333333
MBOAT2	0.316357142857143
PISD	-0.474
USP1	-0.32725
PYDC1	1.35166666666667
CENPM	-2.2555
SAR1B	1.4275
TTC7B	-0.6825
DP58	0.2635
GPC1	-1.5285
RBL1	-2.11825
TMEM137	-1.55816666666667
TOB1	1.30783333333333
TCEAL1	1.35316666666667
CENPF	-3.47454545454545
C6	2.99466666666667
PRSS1	-3.892
PPIL6	2.4335
C6orf124	0.664
ODZ4	0.5395
SNCB	0.11425
NDUFB9	0.241875
CNOT6L	-0.440333333333333
S100A9	2.1425
TRIM50	0.0255
KCTD1	1.6456
WDR63	0.999
SPEF2	3.199875
RNGTT	-1.32533333333333
CXorf22	0.92
KCNK16	1.26725
CEP250	-2.760625
ATPBD1B	-0.1665
KCNJ2	5.14425
MT1B	-0.116
ZNF684	0.6725
SLC4A1	-0.00499999999999998
PDHA1	-0.4985
ZNF492	0.20025
TKT	-2.44125
BYSL	-1.002375
RNF38	-0.393
AHDC1	-0.132
KLHL2	1.785625
CMTM8	1.56475
DMP1	-0.205
HERPUD2	0.030625
CRTAM	2.9625
ZNF572	0.804
TMEM16J	-2.4075
HSD17B2	0.08825
UBE2G1	-0.376
AHSA2	-0.25325
PELI2	0.746
TPX2	-4.124125
ATP9B	0.570833333333333
DAZAP1	-1.08125
HMGCS2	2.42533333333333
C17orf38	1.618
B9D1	-0.092125
NKX2-5	-0.5135
KIAA1276	-1.1905
LILRB2	4.4155
CSTF1	-0.5225
BTN2A1	-0.207166666666667
C15orf48	6.78075
IGF2BP3	-4.48825
FAM113B	-0.00650000000000001
HRG	-0.123
ZNF131	-0.27825
USP47	1.12842857142857
CCDC88B	-1.914
HCN1	0.3954
HTN1	0.0503333333333333
SYCP3	-0.49025
C13orf23	0.1529
PAPOLA	-1.117
AATK	-0.3409
MSH3	-0.503333333333333
NDUFAB1	0.49475
ITLN2	-0.599666666666667
BAK1	-1.32666666666667
MRPL45	0.6235
MTNR1B	0.3414
LOC645843	0.021
SPECC1L	-0.19875
PGCP	-0.07675
SPN	-0.869375
GPR143	0.983666666666667
ZNF576	-0.8265
TMEM39A	0.7558
ATP5D	-1.48416666666667
MAGEB3	-1.1725
RPS5	-0.272166666666667
ANP32E	-1.50278571428571
MTMR1	-0.44175
YEATS4	1.57025
SYNGAP1	-0.3185
PCOLCE	-2.31266666666667
MNS1	1.726
PCYT2	-1.28483333333333
ZNF182	0.2075
LAX1	1.172125
SPPL2B	0.2333
ELOVL5	0.9408
PCDHAC1	-0.082
B4GALNT1	-1.5805
BLOC1S2	1.35875
ZNF673	0.2987
ARHGAP21	0.258833333333333
IRX5	1.48475
LRFN5	2.14916666666667
FAM7A1	-1.57975
RAB19	-0.851
GINS1	-3.36575
ITM2B	2.582
PAPSS2	0.304666666666667
OR5BF1	1.1665
ACSL3	0.200875
KIAA1919	-0.144583333333333
GLT8D2	2.881625
UTRN	1.17742857142857
CNN1	2.8945
HISPPD2A	-0.267666666666667
SDAD1	-0.39875
SIGLEC9	0.0751666666666667
RPL35	-0.0141428571428571
C22orf26	-0.5995
IMPDH2	-1.0405
WDR69	0.12875
SEC14L5	0.4295
CLTA	-0.17425
RP11-529I10.4	1.092
GPR37L1	0.906666666666667
OGDH	-1.65591666666667
ASB13	-0.169333333333333
ZFP14	1.02325
ZCRB1	1.14933333333333
KPNA3	-2.28275
HSPA1L	0.4005
RHOC	-0.706125
LOC554175	-0.977
PPP3CA	1.8122
SLC1A7	-0.2725
ZNF529	0.296833333333333
RBED1	1.24775
DDB2	-1.30375
FLJ11286	-0.6175
SPATA1	1.014
MKNK1	0.408833333333333
DYSF	0.0781666666666666
ALKBH2	-0.22275
NKD1	-3.59083333333333
C1orf174	-0.796
PLEKHO1	-1.15616666666667
ASB10	0.23375
RING1	-0.9465
NPC2	2.02075
AVPR1B	0.3775
YTHDF1	0.1395
LMAN1L	-0.0475
GSG2	-3.939
CEP170	-0.8728
RPS4Y2	-5.55225
MSH6	-0.6575
HECTD2	2.11566666666667
ZNF556	-3.637
PLEKHC1	0.1567
AIRE	-0.120833333333333
BCL2L10	1.09425
LMOD3	0.4442
ZBTB8	0.3121
FOXA2	-3.8186
SLCO2A1	2.672125
C3orf46	2.089
PRDM16	0.0628333333333333
TMEM98	1.2725
FRMD5	-2.5805
PDE6C	0.4935
C1orf216	-0.811166666666667
EP400	-1.04792857142857
PTK2	-0.509
RNF217	0.34425
NDUFA8	0.73
ZFAT1	0.61175
LAMP3	2.71316666666667
GLTSCR2	-0.666
NPW	-2.2665
LLGL2	-1.9468
PPM1K	0.677
C20orf177	-1.643
KIR2DL4	0.494
NFKB2	-1.4135
C21orf122	0.128
HESX1	0.45775
GPR114	0.533
SLC25A35	0.368333333333333
GNAT1	1.04375
ORAI3	-0.66975
FAM76B	0.11425
TMEM99	0.6436
TRIM29	0.6157
CDS1	2.1995
RHEB	0.4689
C4orf27	0.57
RAB3A	-0.928
OTUD6B	-1.3615
GPD1	3.427
CDH15	-0.3745
NPM1	0.460785714285714
TMEM117	0.95625
PRPS2	0.0564166666666668
GCK	-0.588
ADRA2A	5.7365
TSPYL4	0.800166666666667
TASP1	0.934
WDR19	0.17225
C10orf38	-0.6355
PDE4C	-0.978166666666667
FYB	0.559333333333333
C1orf55	-0.181666666666667
PPFIA3	-3.087
RAD18	-0.057
C12orf44	-1.03466666666667
CRYBA4	-0.714
HVCN1	0.798
TAF10	-1.16316666666667
C16orf48	-0.958
DEPDC5	0.5675
LTBP1	-1.2795
MAPRE1	0.780375
FGF8	0.076
C3orf52	1.129
SENP7	0.561
LRRK2	1.613
RUNDC2A	-0.870833333333333
KIAA0355	1.26983333333333
CPEB1	-2.0315
PPEF2	-0.227
ABI2	-0.9105
KIAA0317	-0.261
ATF1	-0.3875
DYNC1H1	1.10375
DIP	-0.574
TMEM33	-0.2735
POLDIP3	-0.9885
C7orf24	0.77575
GPR171	5.46225
CDC6	-2.882
PLD1	-0.0319
ITFG2	-0.338
NDUFC1	0.7095
AKNA	-2.222
NBR1	0.80475
PKHD1	1.269125
HPS4	-0.9883
MAFA	0.93375
ULBP3	-1.65
DIRC1	1.5375
IMMT	-0.842125
C22orf13	-0.697666666666667
CEL	-0.47675
MARK3	-1.2465
ADAMTS2	0.329
ARPC3	0.160666666666667
TMEM10	0.4405
NPHS1	-0.40575
BRD8	0.299333333333333
WDR12	-1.395
IDI2	0.165375
HOXD13	-2.937
OR8G2	-0.2485
SLAIN1	0.4175
GABRQ	-0.3425
NR2C2	-1.53625
NKTR	-1.1976
TLE2	0.544
KIAA0892	-1.6995
AURKA	-3.04281818181818
GPRC5C	-0.847833333333333
TBC1D9B	-0.373375
PNPLA6	-1.708
AP3B1	0.11725
NAG	-0.422
C11orf68	-1.59575
AKR7A3	0.21125
AHCYL1	0.64625
COP1	1.51016666666667
RPP14	-0.2035
PCDHB18	1.6195
CDH24	-1.3815
KRT17	0.7343
LACTB2	0.1655
DDX24	-0.8701
PHACTR1	-2.31733333333333
SLC35E2	-0.67625
LOXL1	-1.80825
IQSEC2	0.95425
RGSL1	1.1545
PCDHGC5	0.277
MEGF10	0.25225
PRRX1	-0.942833333333334
ASTE1	-0.293333333333333
C6orf159	-0.865
MYOD1	0.50825
GAA	-0.339
ZNF747	-0.9785
KLRC1	1.628125
IL1RL2	0.624
GDF9	3.95425
GPR119	0.045
TRAF2	-1.23033333333333
HCK	2.75383333333333
BMP6	0.06525
IL8RA	0.790166666666667
FLJ35848	-1.51725
EFHA1	2.51
CDSN	-0.655833333333333
C14orf54	-0.1594
LSM3	0.909875
ZFP41	1.829
C9orf126	-1.59133333333333
VIT	3.207
SPCS3	-0.37525
DEF8	-1.2391
CHAF1A	-2.38933333333333
C1orf165	0.887
ZFPM2	1.57016666666667
FTH1	0.91625
SLC35F1	0.15275
YWHAH	-1.0525
C17orf66	0.19
ADRB1	-0.622
FOXL1	-0.315
RG9MTD3	-0.531333333333333
UMPS	0.493125
MGC13008	-0.933
KIAA1161	4.6315
CCDC77	-1.6195
C12orf65	-0.247
COG4	-2.12733333333333
RCP9	-1.66691666666667
RP4-692D3.1	3.90366666666667
CDC2L5	-0.33675
MGC7036	0.197333333333333
DNAJC11	-2.2145
GDF2	0.560666666666667
TIMM17A	0.68075
HNRNPA0	-0.8632
OR2H1	0.67875
PCBP1	-0.564625
COL23A1	-1.243
LRRC2	1.08807142857143
NSD1	-1.08992857142857
FLJ37078	-1.928625
WDR91	0.580833333333333
TMEM179	1.0685
DSCR10	0.71
CNDP2	0.0553
FYN	-0.5505
BEX2	1.32666666666667
KCND3	-0.3775
YPEL5	2.5465
LRRC42	-0.764
C17orf45	-0.484
ZNF649	1.0617
LOC150763	1.69
COL5A2	0.3965
CNGA2	-0.818
ELA2B	-0.429833333333333
RAB9B	-1.111
FAM100A	-1.6195
NAIP	0.115571428571429
MYOZ2	1.338
SPATA12	-0.0395
XRCC4	0.03775
CYB561	-0.4521
CHST10	-1.0935
BAI1	-1.22816666666667
BRSK1	-0.747166666666667
C17orf89	0.588375
PDE6H	-1.137
FLJ20309	0.7034
MAP7	0.7065
SCN4B	2.9695
SPAG9	-1.0675
SERTAD1	0.923
FLJ21963	-0.778
ANTXR1	-0.2779
TMPRSS13	0.686166666666667
ETV7	0.891
DGAT1	-0.592166666666667
NKIRAS1	1.25233333333333
TAC3	-1.9575
CORO1C	-1.14741666666667
RAD54B	-0.12325
HRASLS3	3.13716666666667
C21orf42	0.66575
BARD1	-0.736166666666667
ZNF177	0.203666666666667
MIP	0.014
ZNF442	0.839
F2	-3.7752
GRIA1	0.74675
GALNTL2	1.89716666666667
WNT5A	-0.7671
LENG9	1.2375
hCG_25371	-0.638
FOXR1	4.2925
TRA@	1.4238
PWWP2	-0.6465
C1QTNF7	2.67266666666667
SLC7A4	1.61925
C4orf7	4.018
C17orf80	-0.581166666666667
KLK4	-0.155166666666667
IL31	-0.457
TMEM176A	4.81675
CTNNB1	-0.752625
BHLHB2	0.36025
TMEM185B	-0.338666666666667
ARD1B	-0.6665
C1orf93	-0.538
BRUNOL4	0.081
LOC541469	0.254833333333333
UPK2	1.52875
GAS8	-0.954333333333333
PATE	1.5995
IMPACT	1.419625
WNK4	0.451
HNRPLL	-1.215
GAD2	0.21025
ITGA6	1.43475
BMP15	0.770166666666667
CYP2A7	0.82725
RIC8A	-1.30525
CCND1	-1.01325
USP35	-1.057
DSCR2	-0.56675
CCL4	5.933
ZCCHC10	1.16
NOL11	-0.72225
TRPM2	-0.577166666666667
PSMD2	-2.33409090909091
CHTF18	-1.9205
USP18	0.939
RRAS	-0.95025
LAMC3	1.091
TOX	-1.49016666666667
PCDH15	0.3465
GABRG3	-0.8005
NUDCD2	0.799375
SGCZ	-1.143
KCTD17	-1.3483
SPSB2	-0.5485
TPPP3	2.30233333333333
CILP2	-0.9485
CALB2	3.983
CEBPZ	-0.00616666666666666
ZNF479	0.9585
FMOD	6.1025
C21orf66	-1.29414285714286
CLN6	-1.5905
ANAPC1	-0.118125
SH2D3C	0.58875
PTPN14	-1.6071
TRIM42	0.46125
APTX	0.3075
SNRPG	-0.0156666666666667
BMS1	-0.9995
MAGEA3	-4.7155
NFATC3	-1.24466666666667
LRRC45	-2.432
ARS2	-1.62721428571429
LRIG1	1.97716666666667
EPSTI1	-0.618833333333333
PRSS27	-0.33925
ERC2	-0.44325
PRKACB	0.130785714285714
PRDM13	-3.561
HCG27	-1.621
KLK12	3.316
HSD17B7	0.368833333333333
ZNF354A	0.89375
PCDH11X	0.146
DMGDH	2.632
PCBD2	-0.3865
TMC6	-1.568
RIMS1	-0.711625
SF3B2	-2.434
RCN1	0.0543333333333334
CPB1	1.5215
BCAR3	0.51275
FCRLB	0.50975
PAK1IP1	-0.07025
