Hybridization REF	TCGA-AR-A1AU-01A-11R-A12P-07
CCDC116	-2.257
C15orf27	-3.656
NARG2	-0.59
ITGA5	-1.4125
MEFV	0.5245
TUT1	-0.805375
LOC541473	0.84925
NMBR	1.329
GLT1D1	-2.06333333333333
ABCB7	-0.87675
PFKP	-1.24563636363636
C9orf91	-0.1482
LRRC41	0.2595
C1orf85	-0.0863333333333333
ATP5F1	-0.288625
STOX1	-0.92175
GFOD2	0.64525
SLC25A3	-0.076375
ZNF646	-0.7268
ZAR1	-0.657
OSTbeta	0.0422499999999999
GALNT3	2.1985
IFT122	0.641666666666667
LDB3	0.394777777777778
GARNL1	-0.354642857142857
HOMEZ	0.026
LRRC6	2.726
ANGPTL5	-0.6415
UBAC1	-0.75625
DLEU7	0.372666666666667
RPL19	0.589375
TOP1MT	0.180166666666667
LOC643641	0.396714285714286
MBD3L2	-2.115
NTSR1	0.581
WISP2	-0.0935
GPSM2	-1.987
RDH10	-0.1943
PRKCG	-0.398
HIST1H4J	1.201
MON1B	0.0813
MLF1IP	-0.6935
ZNF446	0.32075
COL4A5	-0.4704
SLC26A1	0.193071428571429
RGN	-1.217
CCNB1	-2.5305
C9orf165	0.62225
CCDC28B	-0.5385
CCDC97	0.5715
FGR	1.99266666666667
MSRB3	1.0355
EPN2	0.21525
COX15	-0.934833333333333
KCNK6	0.7347
XK	-2.992
GDA	-4.995125
HEPH	-0.503875
THRAP3	0.114875
MET	-2.15914285714286
PHYHIP	1.80425
LYAR	-1.50433333333333
ING3	0.49375
AK7	-1.78725
CCT8L2	-0.1245
COPS7A	-0.149
WSCD1	-0.6865
RNF185	1.405
TNS3	-0.85275
KNDC1	-0.05575
RWDD4A	1.16066666666667
MED13L	1.9734
ZFYVE1	-0.15025
C7orf44	-0.585666666666667
MRPL1	0.279
STGC3	-1.1065
TEAD1	-0.71
RPL7A	0.466928571428571
ARL6IP1	0.6921
C1orf178	0.2495
CTAGE5	0.191666666666667
TMEM184A	0.241833333333333
SLC25A14	0.43425
CACNG5	0.0635
ATXN10	0.7785
ECH1	0.2973
CCL22	0.779333333333333
CYP2F1	-1.97933333333333
GADL1	-1.925
TMEM19	-0.8111
RUNX3	-0.31575
EFNB1	-0.234166666666667
LIPN	0.325
ACSM3	-4.4885
SIGLEC8	1.208
ASCC3L1	-0.33
NOL8	-0.6995
RELT	-1.4665
Magmas	-1.195
PPP1R15B	-0.1279
C11orf2	0.76475
VKORC1	-0.4515
MGC26647	-0.131666666666667
TRPM6	-0.0270000000000002
UGT2B7	-5.11633333333333
FEV	-0.50425
FOXK2	-0.5255
PDCD5	-0.5265
SLC8A1	1.1654
DGUOK	-0.513166666666667
CLDN16	0.4365
GAGE1	-0.8795
RBM17	0.4482
C1QTNF3	-0.080875
VGLL3	0.792
UNQ5830	0.1095
CD1A	-3.24483333333333
SCGB1C1	-0.726
SUPT4H1	-0.545625
TRAF5	0.48
ASAHL	0.027125
FAM73A	0.940666666666667
OR6B1	1.2345
WHSC1	-1.5178
GFPT2	-0.558
LOC339809	0.78925
STARD5	-0.0330833333333333
SIP1	-0.46975
DNAJC15	-1.6565
STAU2	0.3401875
FAM98A	-0.5705
RAD23B	0.805875
LRRC33	-1.61875
CHRAC1	-1.22425
C21orf89	0.646
C19orf43	0.0161666666666667
KLK8	1.829
CCNE1	-1.879875
PKDREJ	1.06116666666667
SSU72	-0.15275
C17orf73	0.1675
GPR78	1.137
WHSC1L1	0.2148
GSTA2	1.644
SMUG1	0.0605
UFM1	1.1277
AP3M2	0.534916666666667
USP14	-0.34375
FBXL14	1.12516666666667
DSTN	1.6805
SFRS14	-0.88625
FBXO31	-0.051
C12orf40	0.841
FRS2	1.512
NR2E3	1.373
TUBB2C	-0.18275
GMPR	-0.982166666666667
C9orf139	-0.2575
ING5	-0.206928571428571
LOC730092	-0.23
ORM1	-4.4575
RP11-11C5.2	-0.25375
HSPD1	-0.9425
PIWIL3	-1.044
C5orf13	0.0799
OR5R1	0.991
LCOR	0.65875
PLEKHA9	-0.992
CCDC43	-0.41475
ZNF232	-0.9065
SLC6A7	0.841
ADH5	0.01375
SHBG	-1.06
CROCCL2	-1.24075
PANX3	-0.778
CDIPT	0.995
SLC16A5	1.422
TUBB	-0.9739375
TOR3A	-0.1438
PREP	0.167333333333333
ENTPD8	0.263285714285714
CHMP1B	0.128
SYT12	-1.3072
MYH6	-2.2822
MAP3K13	0.6095
KLHL30	0.334
LCMT1	0.515875
EIF1AX	0.448
FOXD4L1	0.278
SLC24A5	1.2065
RNF166	-0.6662
TJAP1	-0.28425
TMEM156	-1.04716666666667
ZNF239	0.305
SNX19	-0.4112
GKN1	-0.5295
FCN1	2.467
C1QL1	-1.527
ATP11C	-0.367625
ZNF35	-0.000750000000000001
CARD8	-0.649625
LIMD1	-1.48566666666667
KIAA0286	-1.362125
XRN2	-0.261833333333333
CD6	-0.734
TOX3	1.205875
ZSCAN4	-0.895666666666667
RSRC1	-0.797875
COG1	0.224
PTRF	0.1248
C16orf35	-0.54825
FBXO24	-0.10825
CHST11	-0.52725
THRB	0.6982
MYBPC1	4.60075
RNF39	2.37383333333333
PSMD11	-0.69775
ALAD	0.5575
EN1	0.19675
SLC9A9	0.61225
GSTM4	-0.4678
CDC42BPA	-0.273578947368421
RCSD1	-0.941
LUC7L2	-0.1348
SPTBN1	0.3313
LOC146167	0.703
BAT5	0.4468
ZNF452	-1.60685714285714
LSM4	-0.251875
SRP72	-0.124555555555556
SGK269	0.743916666666666
MTX1	-0.13875
CENTA1	0.59225
UNQ9433	-0.8705
ATR	-0.361166666666667
DDX49	0.0533333333333333
PAQR8	-1.03266666666667
C14orf174	-0.66625
GBGT1	0.233
THAP1	0.548
OR10K1	null
RASIP1	-1.03883333333333
DPYD	-0.0989
DOHH	0.60925
C18orf45	1.60325
POF1B	-0.176888888888889
ZNF552	3.077
USP32	-0.86025
MED27	-0.229166666666667
C14orf149	-0.868833333333333
PRDX4	-0.6885
ABHD12	-0.1904
AGT	-3.841
SLC22A14	-1.808
C1orf58	-0.24775
PILRA	-0.23675
ABCF2	-0.874625
C17orf85	-0.7183
TKTL1	-1.547
FGF1	2.79405
IL6R	-0.797333333333333
VPS25	0.102
CHRNB2	0.366375
COL7A1	-0.1614
LRRC48	2.0285
SPG20	0.764666666666667
COX10	-0.531
GCA	1.941
ECEL1	-0.506833333333333
GLG1	-0.3335
SRD5A2L2	-0.292333333333333
MUTYH	-1.19725
ZNF70	-0.09625
L2HGDH	-1.37475
GPATCH2	0.50675
ZNF655	-0.465875
ZNF227	-0.688
MCOLN2	0.26
NQO2	-0.8995
KCNQ5	-0.222
NEU1	0.407833333333333
QRICH1	-0.17925
ZBTB20	0.5615
RPUSD3	-0.8835
EPGN	-1.9335
TSN	0.260166666666667
SPRY2	-0.571833333333333
LZTFL1	0.69075
GMFB	0.78775
PBEF1	-0.7768
HBG2	-1.8235
TMEM8	0.545
PALM2-AKAP2	0.148
NFYA	-0.21975
FAM108A1	0.484875
PBLD	1.4515
NRG4	-1.49166666666667
PIGF	0.15425
PTGER1	0.0105
NOS2A	-0.381
C21orf34	0.841
C21orf51	0.439833333333333
IL17C	1.417
TRMT6	0.0818333333333333
ETV2	0.623166666666667
CCDC109A	-0.6245
MYLK2	-1.117
ATP10A	0.483
DPH4	-0.21075
C5orf5	0.0541666666666667
KCNA4	0.95725
NMNAT2	2.2515
GLYATL2	3.4825
LSMD1	-0.6745
IL23R	-3.11575
NRF1	-0.85525
MUC15	0.327833333333333
PRDM12	-2.3865
PAQR4	-0.319357142857143
RBBP6	-1.3414375
IFI27	2.8925
SKAP2	0.0465
TAGAP	1.08625
TJP3	1.9565
C9orf61	2.308
IDS	0.994
PARG	0.22425
LOC131149	-0.5945
DYRK4	-0.0503333333333333
MICALL1	-0.638
GALR2	-0.1605
GPBP1L1	0.349375
TBX21	3.0575
KCNJ6	-0.911
GGN	-0.001
CASP5	0.400166666666667
RNF182	-4.00225
BRD4	-0.196
DOK4	-0.279
SLC46A2	0.619333333333333
SOX9	1.20825
ZNRD1	-0.583666666666667
PRR6	-2.80925
FAU	0.37775
DTNB	1.01566666666667
CARD9	0.9735
STS-1	-1.6072
SLC4A5	0.025875
NSBP1	-1.47
UGCGL2	-0.274666666666667
POTE15	-0.1315
NOXA1	0.65075
RP13-347D8.3	1.482
SAMD10	-0.286166666666667
EP400NL	-0.956
TCF21	0.197666666666667
AMELX	-1.08166666666667
JPH2	0.9799
SLA	1.791125
DLST	-2.35616666666667
SEPT12	-0.75375
RGS20	-4.12325
LXN	1.234
ZNF419	-0.452875
UPK3B	-0.542833333333333
RELL1	1.37025
ESPNL	0.3575
KLHL21	-0.094625
PI15	1.906
C2orf61	-0.5325
LOC407835	0.309333333333333
RER1	0.611083333333333
ELAVL2	-1.2605
MGC26718	-1.184
KLF2	2.722
TNFAIP8L3	0.601083333333333
TFE3	0.29
C11orf17	0.222
15E1.2	-1.60425
SNRPC	-1.00625
DLGAP1	-1.10525
PGLYRP1	0.349714285714286
OVCH2	0.725
IRF7	1.2314
SET	-1.2633
NAB2	-0.5315
LRP5L	-1.221
FAM120A	0.3103125
ASCL2	1.77716666666667
SHH	-0.694
ATP5H	0.0493333333333333
THPO	-1.19833333333333
TYRP1	-4.54033333333333
HIST1H3E	-0.421833333333333
EIF2S1	-0.786444444444445
TNFRSF17	-0.4622
TARSL2	0.9965
NKX2-8	0.748857142857143
C1orf115	1.7475
LOC56964	1.0355
KIAA0841	-1.22925
ISCU	0.456
TTMA	-0.6915
ZNF414	-0.1555
LOC441150	0.079
RAB15	0.328
HBP1	1.37166666666667
TNNT2	-1.49583333333333
CECR5	-0.91075
PHGDH	-1.547375
JRK	-0.0259
XPO4	-1.108875
FAM131C	0.367
ARHGAP25	0.910166666666667
CA9	-3.00233333333333
GPR62	0.6125
TLX1	0.1635
GPS1	0.32775
OR2M2	0.616
BDP1	-1.25035714285714
FAM70B	0.8275
RPS29	0.0254999999999999
MKLN1	-0.5497
TSPAN19	-3.15425
SLC29A3	1.7842
LGALS4	-0.512666666666667
USH2A	1.17825
NF1	-0.4565
APOBEC3A	1.7318
IMPAD1	0.287666666666667
OLR1	1.24033333333333
NRAP	0.696
HCFC1R1	0.228
TAOK2	0.0316666666666667
MCM10	-3.104
MAP4K3	0.675083333333333
CBS	-1.086625
CLK3	-0.2875
PCDHGA5	-0.761
ELF4	-0.847875
FAM71A	-0.23525
C11orf49	0.89
CLIP2	-0.3855
BTBD9	0.4705
ZNF524	1.18325
KDELR1	-0.161833333333333
ZNF509	0.5325
NCSTN	0.6535
ZNF533	0.274357142857143
PARP4	0.33975
GALNT9	-0.2925
NPY	-3.42325
BEGAIN	-1.99583333333333
TMEM77	0.295666666666667
FOXRED1	-1.6755
SLC16A2	1.46116666666667
SLC35B1	-0.17775
GK5	-0.7025
SDCCAG10	-1.05625
C4orf20	0.39825
SLC9A2	-0.52775
ADD1	0.261142857142857
TAL2	-1.78966666666667
ACLY	-0.452
DNAJC1	-0.265
SOST	-2.39825
USP43	-0.160333333333333
CYP4F12	-0.528333333333333
FKBP5	0.11375
CHCHD5	0.7633
NUDT22	0.355
CCDC85B	-0.17
OR51G2	0.6385
STRN3	0.622071428571428
TMOD2	0.726
FLI1	-0.00425000000000001
MAB21L2	-0.345
DGKQ	0.22575
VPRBP	-0.063
SCNN1B	2.1068
ECHDC3	2.2876
TMEM106C	-0.61025
CSNK2A2	0.023
RPL39	-0.6174
HERC3	-0.60825
ZBTB47	0.586
ZNF681	-0.98625
PAGE2	-2.609
CLIC5	3.23628571428571
RABAC1	1.07
ZFHX2	0.712
YPEL1	1.0065
KIAA0776	0.94275
NR1D2	-0.10175
DNAJC4	0.349125
NPNT	1.8143
ZNF677	-3.039
ZNF536	0.395
MEF2B	0.0263333333333333
PTPN4	-0.836375
CTCFL	-6.5955
STX5	-0.251833333333333
CD72	2.00775
VEGFA	-1.855
XRCC1	-0.5919
MAS1L	0.941833333333333
ELL	0.1333
SETBP1	0.62525
CDH11	2.66616666666667
NDC80	-1.96376923076923
DMBX1	-2.86325
NRSN1	0.391
BAT2D1	0.008125
CDS2	1.58733333333333
C1orf212	-0.235166666666667
SENP3	-0.999875
IL1F9	-0.145
EEF2K	-0.90275
COG8	0.7375
CEP72	-1.3025
OR1L8	0.189
MUS81	-0.205833333333333
PHYH	0.63875
GGT6	1.23266666666667
C22orf23	-1.10425
C13orf33	3.06625
MAPK8IP2	2.19
NELL2	0.094
POU3F2	-1.843
ALPK1	1.10325
MRPS18C	-0.09425
RPLP2	1.093
FGF22	-7.032
SPNS1	-0.0166666666666667
ZFP1	-0.7035
IL1RAPL1	-0.49
PCSK9	-3.41766666666667
NKX2-1	-0.8599
C6orf189	2.63175
SP4	-1.0155
SLC11A1	1.2341
C21orf25	-0.191
ICAM2	-0.083125
SH3GL1	-0.844166666666667
GSK3B	-0.783166666666667
RALB	0.685125
PDXP	-1.43833333333333
GNGT1	-3.4165
KIR2DL1	0.109
TNFAIP3	0.289916666666667
C6orf32	0.1299
CBLN2	-0.333
PANK3	0.92575
TAAR9	0.786
WDR82	0.1965
APOM	-3.537875
TRIP10	-0.12575
SPATA16	-0.179
C1orf135	-1.715
USP51	-0.653
TESK1	0.81625
C11orf64	-0.045625
ZNF611	-0.672
PDE6G	0.019
HLA-DQA1	3.543125
GCLC	-0.618125
SEC61A1	0.408142857142857
TWSG1	0.784083333333333
ZMYND10	2.66975
CTDP1	0.323875
ADAMTS6	-1.38183333333333
SLIT1	-2.0635
KRT86	-0.718
KIAA0574	0.426
GTPBP2	-0.7056
PQLC3	1.26275
PRRX2	0.0988333333333333
C15orf44	0.15
MKKS	0.0495
C11orf10	-0.5555
GPR110	-0.180571428571429
CD109	-1.37391666666667
ADCY1	0.3655
RHBG	-2.70675
TP53I3	0.284
SLC22A3	-0.8836
UCP2	0.183
FOXG1	-2.754
OR2AG1	-0.079
TRIM24	-1.48425
PROC	-3.739125
TAAR6	0.68375
AMTN	-0.941
C10orf47	-1.2325
DEPDC1	-2.2495
FLJ45557	5.81775
ZDHHC17	0.1359375
KIAA1429	0.454
KCNH1	0.651333333333333
VNN3	1.209
PSMAL	0.9415
PPARD	-0.446375
HFM1	-2.1955
YBX1	-1.89516666666667
ZNF695	-2.83975
SCTR	-0.783
DCDC1	null
VPS26B	-0.1691
MTF2	-1.97
ATP6V1F	-0.19125
CCDC94	0.03825
PERF15	1.235
CCL11	3.13225
LMO7	-1.0115
DCST1	-0.638
ADRBK1	-0.044625
CDRT4	-0.759857142857143
ZNF84	-1.1455
HOXD8	2.867
STARD8	0.174
FOXP2	-1.181
CCDC103	1.3375
POLR3A	-1.074
GSC	0.276666666666667
ZNF114	-3.9265
HTR7P	0.5965
LALBA	2.704
RMND5A	-0.278333333333333
PSCD2	0.934
ZNF409	0.523
KRTAP1-3	-0.0351666666666667
MAF1	0.1475
LOC201725	-1.13683333333333
NRN1	-1.8905
SPAG5	-2.57383333333333
DNAH7	1.95283333333333
FLJ43860	-0.3335
BRCA2	-2.03475
ACADM	-0.050125
CXXC6	-3.46975
RAGE	-1.380125
CHMP2A	0.70825
FAM8A1	-0.7452
GPR21	-0.9395
SLC12A3	-3.035
FVT1	0.702357142857143
ZDHHC7	0.1265
FLJ44048	0.184
SLC44A3	1.514
SDSL	0.255833333333333
MMP8	-1.4705
PLA2G12B	-3.98616666666667
ACY1	-0.40975
MT1E	2.94583333333333
OR4K15	0.187
TECTB	0.496
GPR20	-0.131
IRAK2	-1.30475
RFPL3	-0.436428571428571
MYO9A	-0.178
NARG1L	-0.222083333333333
BLMH	-1.679625
CCDC3	2.44566666666667
C9orf21	-0.291333333333333
KIAA0513	-0.217666666666667
MIER2	0.508666666666667
PNMA2	-2.18636363636364
SH3BP2	0.6052
ANXA10	-3.68866666666667
RTN2	0.714333333333333
TFB1M	-0.9045
PRPH2	3.8105
C14orf133	-0.30575
GOLGB1	1.00266666666667
IRX4	1.852875
NFKBIL1	0.5635
C10orf62	0.733333333333333
APBB3	-0.1335
RPS10	0.6119
LOC728378	0.77
TLE3	1.35333333333333
PSMB7	-0.155125
MESDC1	-0.0945
SLC6A1	-1.0515
OCLN	-0.38925
PTTG3	-1.58916666666667
NAGLU	-0.36775
SERTAD4	1.554375
SPRY1	2.377
FLJ10781	0.814083333333333
MYSM1	-0.2655
TRIM4	0.406357142857143
SH3YL1	0.85525
TREM2	3.58383333333333
SERPINI1	2.717
HDHD3	0.510125
TMEM38A	0.2655
EID2B	-0.602
TDRD3	-0.08
SEDLP	0.678
THSD7A	1.52333333333333
NDST3	-3.0265
KLHL15	-0.656333333333333
DHRS12	2.5125
FBXO9	-0.902214285714286
TNPO1	-0.514833333333333
MRPL13	0.361666666666667
SNX5	-1.88683333333333
METTL6	-0.1545
SOD1	0.711375
CHML	-0.599
PACS1	1.07925
SIRT5	-0.1742
CAPN2	-0.539
FXYD5	-0.412
TWISTNB	0.067
LRFN1	0.6585
UBE1L	1.522
UBE1C	1.05975
OR51B2	1.02425
OR4D11	-0.699
C15orf2	0.3215
NR4A1	1.95133333333333
LOC339047	-1.66625
TRIM17	1.4505
ATP5G3	0.138857142857143
RPL15	-0.202583333333333
ADAMTS8	-0.40025
HOXC4	3.661
C14orf37	1.6625
CEACAM5	-3.013875
MYT1L	-0.7256
RASA2	-0.763875
OSBPL7	-0.53
STAG1	-0.599
GIMAP4	4.7755
FUT3	-0.592833333333333
PIF1	-2.63525
LPIN2	-0.6611
SH3PX3	0.491
PDP2	-0.35875
PAPD1	-0.646375
ERP27	1.8385
APOOL	-0.1246
DIABLO	-0.2425
TRHR	0.36325
ARMC9	0.61675
RNF152	3.1
SLITRK3	0.267666666666667
ZNF211	-0.2851
PFDN1	-0.57425
RGS11	1.02275
HS6ST1	0.7123
AKR1D1	-2.59433333333333
TNP2	0.24
STK31	1.59866666666667
EML4	-1.59875
SGTA	-0.638666666666667
HIST1H2BI	0.8345
PSMD6	-1.503
KIAA1257	2.34125
C18orf55	-0.196
FLJ20273	2.209875
RPL28	-0.730666666666667
EPYC	0.515
NOX3	-0.656
ELAC1	0.0541666666666667
METT11D1	-0.94525
BIN2	-0.9565
NACA2	0.48
CCDC17	-1.5005
HM13	-0.2714
UBOX5	0.014125
UBE2O	-0.814125
UBL5	0.34225
APOLD1	2.3385
C9orf31	-0.72875
TNFSF8	3.0895
ARHGAP29	-0.11925
PROKR2	1.2755
PDE5A	0.664666666666667
C6orf12	-1.38
TOM1L1	0.978
WHDC1	0.219625
FOXI1	0.788666666666667
RAB4A	0.4451
TMEM39B	-1.06025
ATPBD1C	0.03425
FARSA	-0.404666666666667
PLEKHG5	1.1065
CMAS	-0.139666666666667
OR7E24	-0.7095
SLC30A1	-1.697
CDC42EP5	1.49
PLAC1	-1.30175
KLHL18	-0.563833333333333
LBA1	0.5635
TAZ	-0.41525
CRIP2	2.265625
BTBD11	-0.3705
C16orf72	0.672
DIO2	3.2443
LRRCC1	0.2165
CCDC136	-2.118
PRX	0.482375
RBM5	-0.1658
TMEM85	0.3165
TUBGCP4	-1.32316666666667
APLN	0.39575
CDK7	-0.6625
SSR2	1.15258333333333
CRELD1	-0.448
C19orf46	2.3095
GAL3ST4	0.3795
KBTBD10	0.08125
IL28A	0.33725
WDR27	-0.5915
MCM2	-1.72333333333333
SOX14	0.431
FLJ39743	-1.181
KIAA0922	-0.616375
HIPK4	0.7205
FLJ25758	1.4215
C16orf57	-0.791166666666667
PDZD2	2.196375
MCC	0.529875
HHLA3	-0.6335
ID2	1.263
C20orf23	1.41566666666667
ZNF688	0.26425
APOC2	-2.00733333333333
LOC440093	0.5785
FAM50B	1.613
PWP1	-0.5665
DNAH10	-0.7575
HIST1H2BA	-2.10366666666667
GPR56	1.36283333333333
METAP2	-0.3015
PAN3	1.4315
STXBP4	-0.42925
PDHX	0.878
MTA1	-0.104916666666667
ZBED4	-0.44925
ZNF720	-0.12825
CDK2	-1.756125
RHOJ	0.94175
CDC37	0.0885
ZER1	0.298125
GRK4	1.24675
PRPH	0.59325
POLR2A	0.52775
OGFOD1	-0.52475
NOL5A	-2.11475
PHEX	0.8475
FLJ16478	1.33175
C20orf117	-0.986875
CAMTA2	-0.3975
C11orf74	0.745833333333333
DDX17	0.409833333333333
C5orf27	0.53175
PLEKHA2	-2.2435
PDE4DIP	0.2845
SCN7A	-4.7645
ZNF559	-0.026
CXCL10	3.45175
ZMYM4	-0.181833333333333
STK32B	1.0422
KIAA0888	-3.4037
TACR3	1.614
CKAP2L	-2.68925
KIF1A	-1.882
RSPRY1	0.5605
VCAN	1.16325
CYP27C1	-0.198
SYDE1	-1.41
MED12L	-2.04
ZDHHC21	1.77875
NHS	0.8835
TM9SF3	0.871666666666667
DDHD1	-0.971375
MAFG	-0.913833333333333
BICD2	-0.9813
C14orf119	-0.0853333333333333
C14orf43	0.344428571428571
CDH7	-2.0115
ALKBH5	-0.694142857142857
JUP	1.106875
TMEM41A	-0.1255
MAMDC4	-1.43816666666667
CBX3	0.37625
LRRC18	0.14925
RBMXL2	-2.2785
PLA2G4D	0.399
FGF13	1.591875
KIF3A	0.482666666666667
PDIA6	-0.714
DCXR	0.70025
CASKIN2	0.873583333333333
EHD1	0.324833333333333
MARCKSL1	0.358666666666667
ZNF496	-0.313166666666667
SCAF1	-0.0446666666666667
KCTD8	-1.526
TRAF3IP3	0.086
LSR	1.58775
CXorf1	-0.6752
C14orf112	0.111666666666667
EIF2B1	-0.043
OMP	0.3445
GSTZ1	-0.83175
LOC92017	0.33275
ISLR2	1.7475
C12orf36	0.2765
GATA2	-0.591
GABRA5	-3.5625
CELSR2	-0.500214285714286
STAM2	0.1007
TNAP	0.6245
PTPMT1	-0.252166666666667
GRP	6.5
SV2A	-1.24716666666667
MAGEA12	-4.02475
CACNG1	3.7845
C18orf19	-0.957
GSG1	-0.385
PTPRJ	-0.451
FRMPD1	1.605
ZNF668	0.24325
PLEKHJ1	-0.16725
ADAT1	-1.1451
TMEM50A	0.896
UCN3	-0.5085
HOOK1	0.8395
IL17B	2.0175
MLKL	-1.415
TTC14	-0.620166666666667
KLHL5	-0.313
CRYL1	0.7155
FOXH1	-0.241
NFYB	0.228125
PPM1G	-0.27925
GOLGA2LY1	-1.09075
NMT1	-0.2665
HADHA	-0.4289
CHSY-2	2.1445
PLEKHF1	0.787285714285714
SAGE1	-2.7865
MUSTN1	0.145
SUHW4	1.3145
TFEB	1.11983333333333
ZFYVE27	0.316
ATG12	-0.325666666666667
BMI1	0.463642857142857
ZIM3	-0.935333333333333
MYH4	0.699666666666667
MASP1	-1.48175
KIAA0984	0.6885
RPAP2	-0.82625
ASB5	-1.227
BOLA3	-1.07066666666667
MIA3	0.0103333333333333
KRT35	1.5955
KIR3DL3	-1.2065
MRPL51	-0.72525
SEMA3F	1.461
NDUFB2	0.244
LOC253012	-0.11325
FAM46C	-0.6733
G6PC	-3.536
CSAG3A	-4.59233333333333
PREX1	1.542
SLC25A45	-0.14175
MAPKBP1	0.3617
CPE	1.889
GNB1	-0.545125
CXCR6	2.124
TRIM46	0.93675
C16orf3	0.866
HPSE	0.712625
TIGD3	0.4365
SPG3A	2.2185
LCAT	-0.828
ST6GAL1	-1.43416666666667
POMC	0.526
FLJ36031	-0.822
NSMAF	-0.687833333333333
SKIL	1.879
ADSS	-0.539
HMGCS1	-1.2064
POLR3F	0.124166666666667
RAB10	-0.12275
ZNF277P	-0.133125
ZBTB7B	0.703875
DHRS1	0.499875
ABCC13	-2.1795
CNOT3	0.09225
NFKBIA	2.2595
GAK	0.544166666666667
SFT2D2	1.20016666666667
HOXA6	-3.0495
CRTC1	0.24475
LY6D	0.922666666666667
C20orf72	-1.7665
CPT1A	-0.48575
LMO1	-0.7455
EIF3I	-0.2205
PRB4	-2.157
MCM3APAS	-1.867375
C20orf132	-0.3326
FOXF2	-1.55475
S100A12	1.49275
MLH1	-0.305833333333333
ACTN1	0.6598
MRPL36	-0.786333333333333
C20orf106	-1.2115
FBXO6	0.862666666666667
MKS1	-0.497
CX3CR1	-2.916625
PDE1B	1.59
PLP1	-2.34425
KISS1	0.198
C14orf2	-0.773666666666667
TBC1D3P2	-0.87375
COMMD6	1.1707
ANKRD7	-1.236
PTCHD1	-1.03775
NARS2	-0.18625
DOCK7	-0.448875
FAM127B	-0.138625
LOC390243	-0.0856666666666666
N6AMT2	1.0975
ZNF391	-2.404
DNAJB14	-0.3045
WRB	0.94925
BPI	1.24975
TTC4	-0.723833333333333
FAM10A5	-0.657
GOT1L1	-1.212625
MAGED1	-0.18525
RESP18	-0.647666666666667
WFDC6	-1.5225
MT2A	0.8485
C11orf56	0.8095
KIAA1432	-0.9005
ROR1	-1.140125
HSD17B14	2.39733333333333
ZFAND2B	0.64525
SAMD4B	0.57375
HEXA	0.215625
HNRNPU	0.00754545454545453
USP39	-0.3715
NRD1	-0.78575
R3HDML	-0.552666666666667
FLT4	0.577833333333333
OMG	-0.469666666666667
OR52N4	0.2905
LOC399818	0.661
ELA2	-1.881
VENTXP1	0.2135
RFC5	-1.6835
OR52L1	1.301
PAX5	-0.0305
FBXO2	1.56875
GMEB1	-0.2045
AKT3	-0.650666666666667
CRB1	-0.361166666666667
CTTN	1.667
UTP15	-1.201
HSBP1	1.33458333333333
PHF11	2.10175
NDEL1	0.200833333333333
USP8	-0.134
BAIAP2	0.482
SI	0.9986
ARSJ	-0.700666666666667
BAAT	-3.8725
KCNS3	2.763
LOC126147	0.197
TMEM37	0.9245
C1orf162	2.904
MBD1	-0.2157
ITGAL	-0.5555
WDR73	-0.638666666666667
GKN2	-0.438
ARFGAP1	-1.13
SLC5A8	2.59516666666667
ZBTB40	-0.2147
CYP4B1	3.83366666666667
LYPLAL1	-0.40575
CHST3	0.419
MAP3K9	-0.118
BTAF1	-0.531333333333333
TFAP2E	-1.1075
RBM35B	-0.1
LOC441251	-1.0255
ANKRD25	-0.557444444444445
UQCRC2	-0.2465
MAEA	0.1315
HYAL1	-1.7422
RNPEPL1	0.591166666666667
CPSF2	-1.319625
PSD3	-1.7136
ABCA13	-0.96925
AGR2	2.637125
GBX1	-1.515
HDLBP	0.602
ACY3	-0.697
HECW1	-0.128666666666667
ZNF519	-0.622
HOPX	4.04425
ZNF304	0.58125
OR12D3	0.686
FKSG43	0.28875
METTL1	-0.31075
MFSD3	1.4573
PSPH	-1.8
CLCA3	-2.4135
DARS2	-1.57766666666667
CDC25A	-2.65183333333333
BAIAP2L1	-0.1325
B3GNT5	0.254125
USP29	0.32725
ARHGEF10L	0.9862
ATOX1	-0.055375
ADAM30	0.58375
DNASE1	0.74775
STT3A	-0.00824999999999995
RAB6IP1	0.018
PTN	2.6205
C1orf106	-0.305076923076923
HECA	1.1665
RNF122	0.51825
SLC22A18AS	-0.195166666666667
GNG8	-0.152
ELP4	-0.0745
FAM65A	0.238666666666667
RPL10A	-0.421166666666667
IRS4	null
MACF1	0.2081
SEC24D	0.69675
LOC374395	0.24675
TGFB2	-0.66175
MDFIC	0.405625
CHRNE	0.202666666666667
PCMTD2	-0.318166666666667
ATP6V0D1	0.339333333333333
MTA2	-0.16675
LZTR1	-0.302666666666667
RAP1A	0.483333333333333
AXIN1	-0.698
POLR1C	0.07675
TRIO	-0.92175
PLXNA4A	0.46475
C5orf33	-0.2795
DEPDC1B	-3.370625
ZNF473	-0.929333333333333
MTM1	0.72275
GPR107	0.1885
CSNK1A1L	0.00850000000000002
FLJ14154	0.21
NLRC4	4.059
ENPP4	1.59383333333333
PADI3	1.417
RNF170	-0.270625
CG018	1.547
C16orf7	0.3115
KCNE1	2.0375
NRM	-0.6165
SLC37A3	-0.377285714285714
TPD52L2	-0.239833333333333
UNC5B	0.9545
C12orf12	-2.63266666666667
SDHB	0.30475
