Hybridization REF	TCGA-A7-A13E-01A-11R-A12P-07
EGR2	3.4385
MED11	0.57925
WWC1	0.238
SH3GL3	-3.197
RIF1	-0.434428571428571
PRLH	-0.292
VLDLR	0.555
DBT	0.0624375
C21orf63	2.06475
CGGBP1	-0.283
KRTAP12-2	-0.858
TADA3L	-0.431125
ZBTB16	0.1675
PDGFB	0.1745
RFX1	0.903625
UQCRB	0.2649
LOC133874	-0.5955
HPS3	-1.97775
LGALS3BP	-0.8228
DKFZP564O0823	0.848571428571429
MRFAP1L1	-0.1695
HOXA10	-2.315
NGB	0.5825
KIF21A	-4.98846153846154
IFLTD1	0.6555
LZTS1	-0.971125
ARHGEF3	0.4585
RHBDL3	-2.427
CSNK1G2	-0.3645
ChGn	-2.4885
KIAA1244	2.299
GABRB2	0.382
MGC72080	-0.2175
CD27	2.342
EGLN1	0.0271
PEX13	1.6605
RWDD3	0.20175
RNF12	-0.908
GRIN2B	-0.585
ADAMTS14	-0.66475
DYDC2	-1.463
ATP6AP1	-0.2723
NR1H2	0.0598333333333333
PDK2	0.41975
C3orf17	-0.117833333333333
SLC38A2	-0.936357142857143
SLC25A29	0.167833333333333
C15orf29	0.2105
ADAM9	0.55925
TMUB2	0.681125
GPR176	-0.66
AGK	-0.316875
MCCD1	0.626
NDUFA4	0.43175
TMEM146	0.4895
DUSP1	-0.077375
UNQ6975	0.1695
EMX2OS	3.45975
INSM2	-0.65475
LUZP4	-0.1895
SETD6	-0.058
P2RY2	1.03775
SLC45A2	-1.5525
RABGAP1	0.183333333333333
UBXD5	0.75475
GPRC5A	0.4824
PAK3	-1.43833333333333
LOC63920	-0.798
TGFBR1	1.4372
KRTAP6-3	1.663
SFMBT2	-1.041
CDC42	-0.123875
C11orf35	0.0035
TTLL2	0.02225
UACA	-0.036
CD97	0.4502
SETD5	-0.432875
NINJ2	0.20625
PTER	0.783333333333333
POMGNT1	0.0235
KRTAP4-2	-0.0705
ECGF1	2.620125
HRB	-0.686818181818182
ATP1B2	-0.4056
LOC400506	0.089
COL4A3BP	-0.484
C6orf97	-3.097
GRHPR	0.883875
TAS2R1	0.34
SEMA7A	-0.247
EDF1	0.967
ODF2L	0.8253
PCID2	-0.6895
GTF2H4	-0.1295
ZCCHC3	-0.551125
CGB2	0.214833333333333
NEUROD1	-0.892
C20orf75	0.2655
RP5-1054A22.3	3.0595
IFNA5	0.428
ZNF134	-0.568833333333333
MGC119295	-0.7346
ZSWIM6	-0.209375
SMEK1	0.139666666666667
PCGF2	0.1415
C1orf102	1.91425
CYP2A13	0.458
KCNH6	-0.9114
MDM1	-0.0177
ALDH7A1	0.0981666666666667
C9orf75	0.80975
VDAC3	-0.04825
OR51T1	0.0385
EIF3F	-0.4935
KCNJ10	-0.839375
LENG8	0.0625
EDEM2	0.258916666666667
CCNJL	-0.876666666666667
DHX37	-1.111
CRYGN	0.0125
AATF	-0.39925
ZNF630	1.522875
E2F5	1.5865
WFDC13	-1.56175
FTSJ3	-0.5335
C4orf33	0.98375
LHFPL4	-3.05475
C19orf56	1.98375
SMAD4	1.683
AFM	-0.092
G0S2	0.012
FCHSD2	-0.0865
RRP1B	0.1005
EEF1B2	-0.9195
STAT6	0.7975
ZNF195	-1.33225
GNL1	-0.331166666666667
ZNRF2	0.684333333333333
PER3	0.3605
ASB16	-0.05025
C10orf10	2.94385714285714
ADCY8	-3.04733333333333
C9orf58	2.01083333333333
ARMC10	1.42116666666667
PSG1	-2.357
DHX34	-0.1225
VARS2	-0.419875
NFIC	0.03
ITPR2	0.3615
AGXT2	0.309833333333333
OR6K3	0.1975
H2AFZ	-0.103166666666667
MLLT3	1.49125
COX4I2	1.573
CCNT2	-0.758625
PLK4	-0.950625
NUMBL	0.102166666666667
MED16	-0.2575
PLEKHQ1	0.2975
GOSR1	0.2055
BTG4	0.10275
RPL30	0.745416666666667
IGSF5	0.4355
IGFL2	2.02533333333333
ELMOD2	0.996
SHC3	-0.753
HAVCR1	-0.2035
DYNC2H1	-0.45125
RNF5	-0.456833333333333
C2orf7	0.1545
NLF1	0.5965
KLHL25	0.22525
LRP10	0.4201
KRI1	1.06275
PUS7L	-0.0468333333333333
MGMT	0.65175
HOXD1	-1.17766666666667
CSH1	0.2642
ATG16L2	-1.2095
FLJ44635	-0.4875
CHODL	5.06375
EXOSC8	-1.3985
SLC28A1	-0.1305
MYO7B	-1.2495
SEH1L	1.0515
MTNR1A	0.264166666666667
TSPAN5	-0.1895
CDC45L	-2.5105
AMIGO1	-0.054
ATAD3A	-0.091875
OSGIN2	2.14783333333333
PDIK1L	0.664
DARC	0.8025
PIPSL	0.7455
SHMT1	-0.4675
CRISP3	0.6815
POPDC2	1.6795
ZRANB2	-0.917
FBXL8	0.46475
TRIP13	-1.06745454545455
EIF5AL1	-0.9365
POU5F1P3	-4.26683333333333
IL6	-1.43383333333333
CXorf38	-0.9
IFNA16	-0.1375
FBXL2	1.55933333333333
BRD1	0.103
STATH	0.06025
FBXO44	0.566333333333333
MCCC2	-0.55925
CDC2	-0.2062
C5orf23	4.54925
IVD	-1.21683333333333
C10orf122	-1.27325
MSL3L1	0.4119
MVP	-0.90275
EPOR	-1.0014
ZMYM1	-0.47
BCL7C	0.0865
PSTPIP2	1.4074
LYPD1	-1.98075
OR8G5	0.385
ZP3	1.2395
BCAS4	-0.313833333333333
EDG6	0.99325
ISY1	-0.353
PRAMEF2	-1.04075
CUL1	-0.018625
RNF213	-0.2273
CCRK	1.75225
DHX9	-0.246
C13orf29	2.046
NCKAP1	0.461333333333333
MRPL43	0.547
XPR1	0.66025
PKN2	0.211
PODNL1	1.53
ZNF333	0.67675
DALRD3	0.91275
OPN1SW	0.246
BTBD6	0.695
C11orf82	-0.1305
OR5P3	-1.9515
DUSP11	0.94475
L1CAM	-1.2741
NEK11	1.72933333333333
OR7E91P	1.762
CNTN3	1.5499
CREB3L2	1.7165
ZBTB37	0.5975
KIAA1324L	-2.3325
NDUFB10	-0.139333333333333
NUDT2	0.60575
GTPBP8	-0.23675
CACNA1D	1.629875
PRKAA2	-2.03716666666667
PRDM8	-0.2345
MGC16075	-0.463166666666667
KRT14	3.43464285714286
PP8961	0.63875
MRPL18	0.24875
ABCG2	-3.487
PACRG	2.29775
BBS2	0.454
KREMEN2	-1.2475
FBXO21	0.0025
HNRPUL1	-0.195666666666667
GRB10	-1.46225
CLSTN1	1.1285
LMAN2	-0.903
C17orf61	0.3415
NIPSNAP3A	1.113
INSIG2	-0.879333333333333
PCDHB7	0.752666666666667
STXBP2	0.290125
CMAH	0.18725
SEMA5B	-0.89175
ZNF155	-0.0643333333333333
COQ6	-0.5255
PRPF4	-0.94275
TSPAN15	-0.9531
VN1R5	-0.127
LATS2	-0.17225
SELK	0.71175
PGK2	0.47925
MS4A1	-1.584
TYW3	-0.9636
KRTAP5-1	0.72725
RCCD1	-0.805166666666667
BTN1A1	0.346
DDX28	0.42325
TMEM65	1.349875
LOC92345	0.3245
TTC31	0.11
WDR46	-0.233166666666667
CHP2	-1.379
LSP1	0.163375
ZNF542	-0.21675
EXOSC1	-0.28075
ARHGAP18	-0.873666666666667
LRRTM4	-0.262875
MAOB	-1.05125
CACNB4	-1.59325
MGC33846	0.122375
RANBP3L	0.969125
ATP5L	-0.814125
ONECUT1	-3.7245
NUDT9	0.43425
TMEM149	1.5575
STX17	0.8165
IGSF10	-4.83525
TMPRSS9	0.256
BMPR2	0.451416666666667
ALLC	-0.32025
KLF7	0.442
GCC1	1.105
TIMM9	-0.689
CDO1	-0.239
MGC10701	0.316
IFI6	2.6665
FRMD8	0.43775
MGAT2	-0.36625
WBP5	-0.535
CNIH2	0.3095
KIAA0907	-0.6394
KCNH8	1.555
CTSG	-3.39025
GRIK1	-0.5462
CUL5	1.100625
FRMD1	0.549
OR9A4	0.9745
SYT6	-2.155
FOXD4L2	-1.27225
ANAPC2	0.957
OPN5	0.9215
TAF13	0.48925
LYG2	-0.14125
GGNBP1	0.824
C11orf40	0.442
OTX2	-1.2705
REG4	-0.295833333333333
EIF5	-0.76525
PALB2	-0.22575
SEPSECS	-0.189
RNASE3	-0.5845
TRIM49	-0.238
POLR2K	0.4956
GPR42	0.1805
C8B	-2.63475
SASS6	-0.45475
PREB	0.3425
OR3A3	0.302
TUBA8	0.7335
IGLV2-14	-0.97
STIL	-0.99325
ANKFN1	-1.45833333333333
NME7	0.534
HOXC12	-0.6585
UBE2C	-0.428875
FHOD1	-1.76025
CDK2AP1	1.10783333333333
OR6K2	0.163
DHPS	1.9815
RPL5	-0.650916666666667
TRGV5	0.6255
LOC541472	0.35025
HCCS	-0.2365
DENND1B	1.3765
LHX3	0.219
OR5D16	0.3815
CXorf57	-3.63766666666667
IRF2BP1	0.6
NDST2	-0.0836666666666667
LCE3D	0.1455
BOLL	0.389125
SYT3	-0.8905
PIH1D2	0.78875
C20orf7	0.4365
IL1R2	2.602
SLAMF9	0.084
PPME1	-0.847875
PIK3CA	0.4385
TRAPPC1	0.536625
COLEC10	-0.6
SLC9A6	-0.170333333333333
PDDC1	-0.171416666666667
CCDC53	-0.02525
GK3P	-1.102
DAZL	-1.63166666666667
BRI3	0.4925
SDK1	-1.283125
CYP2C18	-0.082
IFI44L	3.564625
RPL3L	0.2505
FUT9	0.100666666666667
KIFC2	0.520833333333333
PMP2	-0.9075
SLC4A9	0.2375
PLAG1	-1.42316666666667
MYCBP2	-0.207333333333333
OR4E2	0.098
CCDC65	0.18075
C16orf82	0.062125
ENTPD4	-0.70425
BRP44L	0.569125
PMP22CD	0.3235
TMCO4	0.899666666666667
KCNN1	-1.11033333333333
WDR35	1.591
CCDC80	0.741125
C3orf31	-0.4175
SLC7A9	0.1185
TMEM190	-1.20725
DBC1	-3.1326
FADS3	-1.12533333333333
PDZD8	-0.605
GRM5	0.55775
AZGP1	3.734
PEX3	0.587
MED1	-0.278
ATG4C	-0.308166666666667
HNRPH3	0.150375
FAM109B	2.09975
C4orf17	-0.6075
CA10	0.28375
OPRD1	0.0595
CCL16	-1.845
SACM1L	-0.4045
CST6	4.355
CD63	-0.0793125
LGI1	-2.53475
ZNF784	0.6235
CRYBB1	-1.419
CX3CL1	1.36295
TOP2A	-2.215625
GYPB	-3.32783333333333
GADD45GIP1	1.74125
FEN1	-2.10125
IGF1R	-0.7033125
WDR72	-2.32133333333333
PURG	-3.1775
DEFB126	-0.26875
PKD1L1	0.59075
CAV1	-2.6557
GNPDA2	0.1912
DGAT2	1.559875
NLGN1	-0.50675
STRBP	0.034625
HPRT1	-1.03816666666667
FANCI	-2.096125
PSMA7	0.4145
DBF4B	-0.795
TTF1	-1.16575
RAD54L	-1.22075
ELOF1	1.64225
PLAGL2	0.22825
ZNF256	0.36325
HMGCL	0.5315
MSI2	0.135166666666667
RPESP	-3.12166666666667
C11orf60	-0.5065
ABCD1	-0.3825
ACAA1	-0.4767
SPARCL1	3.75028571428571
IL6ST	-2.2236
ZNF319	0.36775
TMEM109	-0.2581
FAM90A1	1.80983333333333
IL22RA1	-0.479
ATP4B	0.1105
TEC	-0.743333333333333
C7orf30	0.0145
TXNDC2	-0.741833333333333
ABCB4	-1.28066666666667
KIAA1191	0.26675
C9orf38	-0.0155
SFTPB	0.497
CNTNAP2	-2.25175
FRK	2.5235
TBX19	2.2495
CHD4	-0.165
C6orf26	-2.28116666666667
MOSC2	-1.89175
IKBKE	0.52225
HIF1A	-1.46283333333333
LOC595101	0.1895
RELA	0.0843333333333333
TMEM16B	-1.99066666666667
ABHD12B	-2.66125
TSEN34	-0.0715
KIF18A	-2.068
TXNDC9	-0.363666666666667
SPATA2L	0.4325
SEMA4G	-0.852
C21orf91	1.559125
MATN1	0.245
KCNIP4	-0.1505
TUSC1	0.785
OR4C15	0.09975
ARMCX6	0.216416666666667
WBSCR27	1.25816666666667
OR52I2	-0.874
KIAA1604	-0.56275
DYNC1I1	3.72625
PPP4C	-0.097
SLC47A2	-2.128
TREH	0.201875
CD48	-0.0131666666666667
ST14	1.49283333333333
PKN1	1.564
SPON2	3.14
XBP1	-1.34416666666667
SFRS12	-0.694833333333333
EFCAB6	-0.2135
SELT	-0.40675
SLC39A2	1.922
ERF	-0.405666666666667
ARL3	-0.203625
SURF6	0.9646
MLLT10	1.07133333333333
FLJ11171	0.458666666666667
TDGF1	-3.797
ERCC6	2.19975
EIF2AK4	-1.3065
BAZ1A	0.279833333333333
LRRN3	-0.9215
TMC3	0.2755
EFTUD1	-0.34925
PTPRO	0.498166666666667
CLEC12A	-0.15
ACBD4	0.125125
ZDHHC14	0.652625
OTUD7B	0.669875
ACTB	0.080625
MSRA	-0.272625
LCE5A	0.8085
IFI35	-0.2805
BSCL2	0.399333333333333
ANKRD12	0.7985
CFHR2	0.40475
RGAG1	-0.534333333333333
HSFY1	0.394
SLC30A5	0.005
IMPG1	0.119
GPR109A	0.804
ZNF185	0.09525
IYD	0.2435
NPCDR1	1.135
SERPINA13	0.62
HMGCLL1	1.9875
NEUROG1	0.6915
UBQLN1	0.4645
LIN37	2.08575
SOCS2	-2.643375
DSCR4	-1.65325
XKR6	-2.976
GPR142	0.313
KRTAP13-3	-0.997
CCDC15	-1.59
MOS	0.1615
CD1E	-1.8235
OFCC1	-0.126166666666667
FAM83D	-0.634
SRFBP1	-0.55325
C9orf96	0
DHDH	1.8855
CCDC90A	0.6915
RABL3	0.30205
CD320	-1.08683333333333
ANGEL2	0.363416666666667
MRPL21	-0.18925
SMG6	0.1295
INSR	1.034625
FLJ14816	-0.54
GLRB	-1.25616666666667
C9orf89	1.357
CIZ1	-0.702375
URG4	0.168166666666667
LRDD	-0.989166666666667
CBY1	0.258333333333333
NFX1	0.256625
MTERFD2	-0.394571428571428
C19orf23	0.8715
PGC	-2.47875
IER3IP1	1.5982
RASAL2	2.55591666666667
C1orf89	0.20675
SYNJ1	-0.80075
NFKBIE	-0.043
FLJ40125	-0.394333333333333
TCEB2	-0.4621
NOG	-1.6045
POLR2J2	0.0456666666666667
HLA-B	2.26975
PCDHA1	1.577
PPP2R2B	-2.01375
ARHGEF17	0.617
TCF7L2	0.858285714285714
CHD5	-0.572833333333333
ZNF431	-0.161
TBC1D25	-0.8385
ZNF800	-0.79675
SCUBE2	-2.231
MYCBP	-0.438166666666667
GPX5	0.466
C6orf129	0.573
QSER1	0.374333333333333
ULK2	1.94275
PIGO	1.6955
NRCAM	-2.98014285714286
SLC35E3	0.090625
CSRP2	1.17
HYPE	-0.861
MAPK15	0.769166666666667
MGC14327	0.96475
TIMM13	0.0028333333333333
ZNF462	1.905
GBA3	-0.453
TEX13A	0.263
MCM6	-1.44311111111111
MTRF1	-0.050625
ABCA7	-0.336
EIF4A2	-1.3195
ZC3H10	0.669
RPGR	-0.644833333333333
C20orf94	-0.72575
RP1L1	0.13875
GPR125	0.561714285714286
USP22	-0.0145714285714286
OR1L4	0.1815
MLZE	1.52275
FLJ32065	-0.10725
PTCD1	0.0885
CRTAC1	1.21933333333333
BXDC2	-0.5025
C18orf1	1.4585
FAM107A	2.31807142857143
EFNA3	1.831
P18SRP	-0.6698
CAMKK2	1.07216666666667
KIAA0649	0.85775
NES	-1.548
HS6ST3	-2.319625
PON2	0.221
TCP11L2	0.12175
CLEC4A	1.2775
PRR12	-0.0865
MLXIPL	-1.2588
C2orf50	0.117
ZNF28	-0.1425
ENC1	0.619
MAP2K1	-0.698875
FKSG2	0.2685
KIAA0430	0.455
PTP4A1	-0.910722222222222
GPR156	0.9725
GTF3C6	-0.233
UBR2	-0.5011
LOC388272	-0.3575
MAK	-0.166
ACOT4	0.12275
STC2	-1.82408333333333
PIGW	-0.165125
SAE1	-1.03225
COL6A1	0.0452727272727273
OAZ1	-0.324666666666667
STMN4	0.159666666666667
EDG3	-0.611333333333333
SGCE	0.489166666666667
IL11	-2.11816666666667
PRSS8	2.45375
YIPF5	-0.0235833333333333
WNT4	0.084625
CSN2	-0.7825
TCF7	-3.26675
TDO2	1.8525
SAMD9	-0.5079375
S100A7A	-0.2585
MMRN1	0.3305
GKAP1	1.1765
AKR1C3	-1.639875
RNF19A	0.559
GMDS	-0.3105
YKT6	-0.124
SPARC	1.0623
C12orf31	-0.86225
UBE2V2	0.0393333333333333
FBXL18	0.1485
KIAA0460	0.704
ADAM22	-1.83725
SERPINC1	-3.554
KCTD21	0.95075
MYOHD1	-0.52575
ZNF37A	0.776
GTF3C1	-0.219333333333333
CTSZ	2.11125
PRNPIP	-0.240375
DRD1IP	0.2855
NR1I2	-4.3045
ZNF266	2.0026
SPAG4L	0.1085
COX4NB	-0.12425
SAPS1	0.184
APOA1	-3.390875
TATDN1	0.821166666666667
C10orf82	-3.01325
KPNB1	-1.74375
FOXO3	0.45375
CRYBB2	-0.9595
ZBTB5	1.30366666666667
SLC25A38	-0.83
DCTN2	-0.306333333333333
IFT20	0.5935
CTHRC1	2.8765
C1orf31	-0.025875
UHRF1	0.9363125
GPC6	-0.982
C10orf54	0.8555
MCF2L2	0.2655
WNT9B	0.299375
OLA1	-1.75825
FAM120B	0.03175
TTLL10	0.337
CYorf15A	-4.42625
RELN	-2.7446
SCN2B	0.21425
MFHAS1	-1.65125
NKX3-2	-1.41283333333333
RASGRF2	-0.3765
SSBP1	-0.242
KPNA6	0.237714285714286
LOC389118	0.2525
HS3ST4	-1.9699
SUPT7L	0.023625
FLJ32658	-2.22775
IGFBPL1	-0.78025
KIAA1641	-1.5219
SHKBP1	-0.2975
CSF1R	4.22475
NAGK	1.274
MYL2	0.6495
HIST1H4C	-1.33283333333333
TOMM7	0.711625
ADAMTSL3	0.0618
TNFSF14	-1.14825
PRRT2	-0.8735
VTA1	0.2485
AOAH	2.30033333333333
CRISPLD2	1.08714285714286
PNN	-1.2665
TA-NFKBH	1.40625
ESPN	-0.85925
RBM43	-1.692
KIAA1267	0.63875
DDX3X	0.0605
KIAA1576	-5.05175
PLXDC1	3.70983333333333
FLJ25801	-3.58525
HNRNPL	0.43875
RUNDC3A	-0.0393333333333333
CASP12	0.6355
SH2D5	-1.210375
RPL26L1	-0.455
OR51A7	0.4645
HDC	-0.1525
C2orf16	0.205833333333333
SYTL3	2.611125
GOLGA4	0.765625
NOTCH1	2.4545
ATPAF2	0.115
ECD	-0.0125
SSX5	-1.20216666666667
SNAP91	0.03625
OCA2	2.44775
PNPO	-0.413166666666667
DAPK1	1.3445
PINX1	-1.53066666666667
SELENBP1	1.148875
NEK3	0.19125
TMED4	0.289214285714286
SSTR4	0.3825
FOSL1	-2.2462
CD40LG	0.749
CES1	-1.3355
DCI	-0.469833333333333
B3GAT3	-0.272
STK17B	0.19625
CNTN6	0.348
CYP3A4	-1.52066666666667
MBOAT2	2.24228571428571
PISD	-0.798375
USP1	-0.08875
PYDC1	-0.0565
CENPM	-0.883125
SAR1B	-0.28825
TTC7B	-0.62525
DP58	-0.2285
GPC1	-0.45675
RBL1	1.2715
TMEM137	-2.59283333333333
TOB1	1.52475
TCEAL1	-0.655833333333333
CENPF	-0.459181818181818
C6	2.67683333333333
PRSS1	-3.67275
PPIL6	1.8575
C6orf124	-0.155
ODZ4	0.273666666666667
SNCB	-0.003
NDUFB9	0.513
CNOT6L	0.000333333333333333
S100A9	0.264666666666667
TRIM50	-0.2125
KCTD1	2.8219
WDR63	0.10175
SPEF2	0.71875
RNGTT	-0.217333333333333
CXorf22	-0.0915
KCNK16	-0.1355
CEP250	-1.001125
ATPBD1B	-0.22275
KCNJ2	3.03975
MT1B	-0.649
ZNF684	-0.7465
SLC4A1	0.198
PDHA1	-0.7655
ZNF492	0.745875
TKT	-1.422
BYSL	-0.031125
RNF38	1.550625
AHDC1	-0.0725
KLHL2	0.418125
CMTM8	1.84425
DMP1	-0.331
HERPUD2	0.693875
CRTAM	1.94933333333333
ZNF572	1.254
TMEM16J	-0.852
HSD17B2	-2.5175
UBE2G1	0.24575
AHSA2	-0.62275
PELI2	-1.965
TPX2	-1.25575
ATP9B	2.46566666666667
DAZAP1	-0.18425
HMGCS2	0.333833333333333
C17orf38	0.1845
B9D1	0.341
NKX2-5	0.537
KIAA1276	0.41075
LILRB2	3.374
CSTF1	-0.0706666666666667
BTN2A1	-0.359
C15orf48	3.5495
IGF2BP3	-4.25975
FAM113B	0.198833333333333
HRG	0.234857142857143
ZNF131	0.3935
USP47	-1.09792857142857
CCDC88B	-0.7565
HCN1	-0.7899
HTN1	0.736333333333333
SYCP3	-0.29175
C13orf23	0.4121
PAPOLA	-0.6259375
AATK	-0.03
MSH3	-1.59216666666667
NDUFAB1	-0.61275
ITLN2	-1.03916666666667
BAK1	-0.0506666666666667
MRPL45	-0.205666666666667
MTNR1B	0.488166666666667
LOC645843	0.217
SPECC1L	0.114875
PGCP	1.5035
SPN	-1.470125
GPR143	-1.76466666666667
ZNF576	0.0663333333333334
TMEM39A	0.7485
ATP5D	-0.289
MAGEB3	-4.715
RPS5	-1.12266666666667
ANP32E	-0.131
MTMR1	-0.49675
YEATS4	-1.1595
SYNGAP1	0.80175
PCOLCE	-1.117
MNS1	-0.263
PCYT2	-0.417333333333333
ZNF182	-1.19325
LAX1	0.030625
SPPL2B	0.6897
ELOVL5	-1.1546
PCDHAC1	0.1195
B4GALNT1	-1.03583333333333
BLOC1S2	-0.3215
ZNF673	-1.5173
ARHGAP21	1.521
IRX5	2.427875
LRFN5	-1.8696
FAM7A1	-0.565
RAB19	0.0725
GINS1	-1.1205
ITM2B	0.1775
PAPSS2	0.00158333333333333
OR5BF1	0.266
ACSL3	-0.975375
KIAA1919	-0.850416666666667
GLT8D2	1.400125
UTRN	0.678357142857143
CNN1	1.221
HISPPD2A	-0.176
SDAD1	0.060875
SIGLEC9	0.838166666666667
RPL35	-0.8395
C22orf26	0.111
IMPDH2	-0.71275
WDR69	-0.60475
SEC14L5	0.504833333333333
CLTA	0.44875
RP11-529I10.4	-0.31275
GPR37L1	0.324833333333333
OGDH	0.38775
ASB13	1.3395
ZFP14	0.50525
ZCRB1	-0.101833333333333
KPNA3	0.229
HSPA1L	1.27825
RHOC	0.137625
LOC554175	0.01325
PPP3CA	1.629
SLC1A7	-0.5276
ZNF529	1.8055
RBED1	0.67325
DDB2	-1.7635
FLJ11286	0.537833333333333
SPATA1	0.1345
MKNK1	-0.726666666666667
DYSF	2.07533333333333
ALKBH2	-0.06775
NKD1	-3.50633333333333
C1orf174	0.0025
PLEKHO1	0.632166666666667
ASB10	0.2385
RING1	-0.150666666666667
NPC2	0.459625
AVPR1B	0.0225
YTHDF1	0.15
LMAN1L	0.554
GSG2	-0.8255
CEP170	0.3361
RPS4Y2	-5.2165
MSH6	-0.173
HECTD2	-0.5215
ZNF556	0.950333333333333
PLEKHC1	0.4677
AIRE	0.3295
BCL2L10	1.8405
LMOD3	0.094
ZBTB8	0.4796
FOXA2	-3.3503
SLCO2A1	0.34575
C3orf46	0.494
PRDM16	-1.10833333333333
TMEM98	-2.0515
FRMD5	-4.1035
PDE6C	-1.6965
C1orf216	-0.298833333333333
EP400	-0.678714285714286
PTK2	0.767416666666667
RNF217	-0.3595
NDUFA8	-0.3265
ZFAT1	1.23525
LAMP3	2.97066666666667
GLTSCR2	-0.366125
NPW	0.5775
LLGL2	0.2315
PPM1K	0.109833333333333
C20orf177	0.0385
KIR2DL4	0.4774
NFKB2	0.146
C21orf122	1.77083333333333
HESX1	0.87325
GPR114	2.53166666666667
SLC25A35	0.2175
GNAT1	0.04225
ORAI3	-0.31625
FAM76B	-0.423375
TMEM99	1.2312
TRIM29	2.4087
CDS1	2.0245
RHEB	0.5
C4orf27	-0.556833333333333
RAB3A	0.21225
OTUD6B	0.07675
GPD1	0.715875
CDH15	-0.103333333333333
NPM1	-1.23307142857143
TMEM117	0.853
PRPS2	0.0419166666666667
GCK	-0.308
ADRA2A	1.91216666666667
TSPYL4	0.2525
TASP1	0.6435
WDR19	-0.0684166666666667
C10orf38	1.86025
PDE4C	-0.584333333333333
FYB	-1.01558333333333
C1orf55	0.923833333333333
PPFIA3	-0.65975
RAD18	-0.3405
C12orf44	0.393
CRYBA4	-0.108
HVCN1	0.2605
TAF10	-0.505
C16orf48	-0.5005
DEPDC5	0.82
LTBP1	0.109
MAPRE1	0.50275
FGF8	-0.0215
C3orf52	0.121875
SENP7	0.0348333333333333
LRRK2	-1.0265
RUNDC2A	0.261333333333333
KIAA0355	1.836
CPEB1	-3.0915
PPEF2	0.4735
ABI2	-0.217
KIAA0317	0.355375
ATF1	-0.00850000000000001
DYNC1H1	0.552125
DIP	0.74875
TMEM33	-0.412055555555556
POLDIP3	0.297
C7orf24	-0.3025
GPR171	1.67075
CDC6	-2.22783333333333
PLD1	2.1269
ITFG2	0.3903
NDUFC1	0.643
AKNA	-1.374
NBR1	0.338
PKHD1	-0.06525
HPS4	-1.1538
MAFA	0.745
ULBP3	0.2295
DIRC1	-0.8265
IMMT	-0.132375
C22orf13	-0.525416666666667
CEL	0.16775
MARK3	-0.82425
ADAMTS2	0.69175
ARPC3	-0.469
TMEM10	0.0865
NPHS1	0.30875
BRD8	-0.736
WDR12	-0.77075
IDI2	0.695125
HOXD13	-1.223
OR8G2	-1.48275
SLAIN1	-4.27425
GABRQ	-1.30975
NR2C2	-0.0125
NKTR	-1.0341
TLE2	1.9025
KIAA0892	-0.286333333333333
AURKA	-1.86063636363636
GPRC5C	-2.86933333333333
TBC1D9B	-0.594
PNPLA6	0.654666666666667
AP3B1	-0.31225
NAG	1.153375
C11orf68	-0.44725
AKR7A3	-0.00425
AHCYL1	-0.618083333333333
COP1	-0.31
RPP14	0.0709166666666667
PCDHB18	-0.28
CDH24	0.96275
KRT17	2.6943
LACTB2	0.138
DDX24	-0.5761
PHACTR1	-2.19716666666667
SLC35E2	-0.0265
LOXL1	-0.7985
IQSEC2	0.206375
RGSL1	0.36
PCDHGC5	0.2455
MEGF10	-0.552375
PRRX1	0.327
ASTE1	-0.158333333333333
C6orf159	-1.35333333333333
MYOD1	0.84575
GAA	1.211
ZNF747	0.34575
KLRC1	-1.861625
IL1RL2	0.863
GDF9	1.99375
GPR119	0.3515
TRAF2	0.807
HCK	2.70433333333333
BMP6	0.7625
IL8RA	0.48
FLJ35848	-2.16
EFHA1	-0.18375
CDSN	-0.176166666666667
C14orf54	-0.6632
LSM3	-0.569625
ZFP41	1.342
C9orf126	-0.161166666666667
VIT	-1.565
SPCS3	0.09725
DEF8	-0.855
CHAF1A	0.653333333333333
C1orf165	-2.09183333333333
ZFPM2	-0.143166666666667
FTH1	-0.67675
SLC35F1	-1.9065
YWHAH	0.30975
C17orf66	0.019
ADRB1	-1.18816666666667
FOXL1	1.921
RG9MTD3	0.6085
UMPS	0.310125
MGC13008	0.737
KIAA1161	1.1275
CCDC77	0.56875
C12orf65	-1.1824
COG4	-0.101333333333333
RCP9	-0.505166666666667
RP4-692D3.1	2.7645
CDC2L5	0.18875
MGC7036	-0.386666666666667
DNAJC11	0.14775
GDF2	-0.162
TIMM17A	0.65425
HNRNPA0	-1.2017
OR2H1	0.254
PCBP1	0.335125
COL23A1	-1.8165
LRRC2	-1.18307692307692
NSD1	-0.0625714285714286
FLJ37078	-2.069125
WDR91	-0.388833333333333
TMEM179	-0.47
DSCR10	0.983
CNDP2	0.5746
FYN	-1.763
BEX2	-0.8535
KCND3	-0.634
YPEL5	1.08
LRRC42	0.0228333333333333
C17orf45	0.094375
ZNF649	0.9091
LOC150763	0.82875
COL5A2	1.84
CNGA2	1.3895
ELA2B	-0.940666666666667
RAB9B	-2.28825
FAM100A	0.1835
NAIP	-0.968571428571429
MYOZ2	-0.706875
SPATA12	0.043
XRCC4	-0.379
CYB561	0.7969
CHST10	-1.8835
BAI1	-1.627
BRSK1	0.1225
C17orf89	0.186875
PDE6H	-0.7175
FLJ20309	0.0293
MAP7	1.5295
SCN4B	-0.40475
SPAG9	-0.2796875
