Hybridization REF	TCGA-BH-A18J-11A-31R-A12D-07
SAMD10	-0.1555
EP400NL	-1.96125
TCF21	-1.25766666666667
AMELX	-0.03275
JPH2	1.6398
SLA	1.228
DLST	-2.2245
SEPT12	0.95225
RGS20	-2.76975
LXN	1.12433333333333
ZNF419	-0.19375
UPK3B	0.131666666666667
RELL1	1.8625
ESPNL	0.8545
KLHL21	0.30475
PI15	0.9435
C2orf61	-2.5805
LOC407835	-1.46516666666667
RER1	-0.1595
ELAVL2	-0.068
MGC26718	0.22575
KLF2	2.70675
TNFAIP8L3	0.640416666666667
TFE3	-0.03025
C11orf17	-0.263
15E1.2	-2.0735
SNRPC	-1.033
DLGAP1	0.089
PGLYRP1	0.369
OVCH2	-0.052
IRF7	0.3624
SET	-1.5091
NAB2	-0.9185
LRP5L	0.298
FAM120A	-0.219875
ASCL2	-0.0576666666666666
SHH	-0.669
ATP5H	-0.1615
THPO	-0.939666666666667
TYRP1	-4.18933333333333
HIST1H3E	-0.0228333333333333
EIF2S1	-0.320555555555556
TNFRSF17	-0.2715
TARSL2	1.1235
NKX2-8	0.58875
C1orf115	2.34175
LOC56964	0.598
KIAA0841	-1.3315
ISCU	1.61
TTMA	-0.0725
ZNF414	-1.1715
LOC441150	0.4685
RAB15	1.059
HBP1	1.8135
TNNT2	-1.6105
CECR5	-1.2715
PHGDH	-1.845375
JRK	-0.1822
XPO4	-0.828375
FAM131C	0.254
ARHGAP25	1.55233333333333
CA9	-3.59044444444444
GPR62	0.821166666666667
TLX1	-0.0232
GPS1	-1.2655
OR2M2	0.063
BDP1	-0.0247857142857143
FAM70B	0.40825
RPS29	0.672916666666667
MKLN1	-0.2738
TSPAN19	-2.54
SLC29A3	0.0469
LGALS4	0.953833333333333
USH2A	-0.0262
NF1	-0.4195
APOBEC3A	-1.51
IMPAD1	-0.527166666666667
OLR1	1.243
NRAP	0.336
HCFC1R1	-0.103166666666667
TAOK2	0.00533333333333333
MCM10	-4.03416666666667
MAP4K3	0.191583333333333
CBS	-3.106875
CLK3	-0.9741
PCDHGA5	0.503
ELF4	-0.158875
FAM71A	1.17025
C11orf49	-1.06975
CLIP2	-1.675
BTBD9	-0.1851
ZNF524	1.243
KDELR1	-1.33616666666667
ZNF509	1.364
NCSTN	1.2265
ZNF533	0.986461538461539
PARP4	0.150125
GALNT9	-0.4918
NPY	-2.265
BEGAIN	-1.04133333333333
TMEM77	1.29683333333333
FOXRED1	-2.521
SLC16A2	1.482
SLC35B1	-0.8285
GK5	0.29325
SDCCAG10	-0.27525
C4orf20	0.73425
SLC9A2	0.695
ADD1	-0.269857142857143
TAL2	-1.777
ACLY	-0.971
DNAJC1	0.075
SOST	-2.4765
USP43	0.2325
CYP4F12	-2.30375
FKBP5	0.992375
CHCHD5	0.0798
NUDT22	-0.77025
CCDC85B	-0.86725
OR51G2	0.1545
STRN3	0.0533571428571429
TMOD2	0.60875
FLI1	0.9865
MAB21L2	0.129666666666667
DGKQ	0.38825
VPRBP	-1.36133333333333
SCNN1B	0.4027
ECHDC3	3.526
TMEM106C	-0.359
CSNK2A2	-0.2085
RPL39	0.14
HERC3	0.707333333333333
ZBTB47	0.919166666666667
ZNF681	-0.293
PAGE2	-2.6855
CLIC5	4.39964285714286
RABAC1	0.63075
ZFHX2	1.38625
YPEL1	0.262666666666667
KIAA0776	1.309
NR1D2	0.347
DNAJC4	-0.15325
NPNT	2.2111
ZNF677	1.017
ZNF536	-2.32966666666667
MEF2B	0.441333333333333
PTPN4	-0.650125
CTCFL	-6.011
STX5	-0.197666666666667
CD72	-0.0115
VEGFA	-1.55489473684211
XRCC1	-0.5347
MAS1L	-0.3025
ELL	0.0786
SETBP1	2.33575
CDH11	1.03866666666667
NDC80	-3.80969230769231
DMBX1	-3.27025
NRSN1	0.0146666666666667
BAT2D1	-0.21875
CDS2	0.484166666666667
C1orf212	-0.039
SENP3	-1.32675
IL1F9	-0.085
EEF2K	0.379
COG8	-0.59275
CEP72	-1.92525
OR1L8	-1.929
MUS81	-0.853416666666667
PHYH	0.95975
GGT6	1.88216666666667
C22orf23	-0.567
C13orf33	4.396375
MAPK8IP2	-0.52075
NELL2	-0.0155
POU3F2	-2.97483333333333
ALPK1	1.86425
MRPS18C	0.282
RPLP2	1.020875
FGF22	0.294
SPNS1	-0.889333333333333
ZFP1	-0.556
IL1RAPL1	-0.763
PCSK9	-3.842
NKX2-1	-0.140538461538462
C6orf189	3.54875
SP4	-1.1135
SLC11A1	1.0272
C21orf25	2.123
ICAM2	1.674625
SH3GL1	-1.23066666666667
GSK3B	-1.28066666666667
RALB	0.455
PDXP	-1.95366666666667
GNGT1	-3.32642857142857
KIR2DL1	0.07
TNFAIP3	0.0851666666666666
C6orf32	0.7375
CBLN2	-1.02775
PANK3	-0.36925
TAAR9	0.229
WDR82	0.0272857142857143
APOM	-3.412625
TRIP10	-0.571
SPATA16	0.523
C1orf135	-3.77525
USP51	0.6365
TESK1	0.6915
C11orf64	0.56975
ZNF611	-0.726
PDE6G	0.256
HLA-DQA1	4.007125
GCLC	0.64325
SEC61A1	-0.202285714285714
TWSG1	0.2075
ZMYND10	0.16575
CTDP1	-0.9265
ADAMTS6	-1.408
SLIT1	-2.58125
KRT86	-1.0175
KIAA0574	-0.96475
GTPBP2	-0.9097
PQLC3	1.50375
PRRX2	-0.274333333333333
C15orf44	0.0945
MKKS	-0.347875
C11orf10	-0.5665
GPR110	1.226875
CD109	-1.08358333333333
ADCY1	-0.326166666666667
RHBG	-3.34475
TP53I3	0.062
SLC22A3	0.5922
UCP2	-1.56825
FOXG1	-2.96466666666667
OR2AG1	0.169
TRIM24	-0.5855
PROC	-3.754625
TAAR6	0.44675
AMTN	-1.959
C10orf47	0.093
DEPDC1	-3.5145
FLJ45557	5.0475
ZDHHC17	0.662
KIAA1429	0.24
KCNH1	0.09525
VNN3	0.58
PSMAL	3.04425
PPARD	-0.550375
HFM1	0.1245
YBX1	-1.3105
ZNF695	-2.469
SCTR	0.461
DCDC1	-0.4255
VPS26B	-0.7106
MTF2	-1.32183333333333
ATP6V1F	-0.3675
CCDC94	-0.44075
PERF15	1.743
CCL11	0.470333333333333
LMO7	-0.8485
DCST1	-1.243
ADRBK1	-0.462875
CDRT4	-0.298625
ZNF84	-0.40225
HOXD8	1.825
STARD8	0.0658333333333333
FOXP2	-0.498875
CCDC103	1.692
POLR3A	-1.1986
GSC	0.490333333333333
ZNF114	-2.76233333333333
HTR7P	0.4895
LALBA	3.7375
RMND5A	-0.328
PSCD2	-0.31025
ZNF409	0.465
KRTAP1-3	-0.244833333333333
MAF1	-1.35025
LOC201725	-1.4505
NRN1	-0.0335
SPAG5	-3.9465
DNAH7	1.93266666666667
FLJ43860	-0.378
BRCA2	-2.66625
ACADM	0.4195
CXXC6	-2.761375
RAGE	-0.457
CHMP2A	0.278
FAM8A1	-0.2219
GPR21	-0.1705
SLC12A3	-3.2095
FVT1	1.049
ZDHHC7	-0.245875
FLJ44048	1.3805
SLC44A3	1.69466666666667
SDSL	-0.266666666666667
MMP8	-1.80625
PLA2G12B	-3.41733333333333
ACY1	-1.3945
MT1E	1.05783333333333
OR4K15	-0.625
TECTB	0.547
GPR20	0.10075
IRAK2	-0.7635
RFPL3	-0.19425
MYO9A	0.958
NARG1L	-0.152181818181818
BLMH	-1.06525
CCDC3	4.927
C9orf21	0.596666666666667
KIAA0513	-0.383833333333333
MIER2	0.74925
PNMA2	-1.28608333333333
SH3BP2	0.1181
ANXA10	-2.71825
RTN2	-0.175666666666667
TFB1M	-1.173
PRPH2	3.0415
C14orf133	-0.62
GOLGB1	0.43975
IRX4	1.6885
NFKBIL1	-0.700333333333333
C10orf62	2.27933333333333
APBB3	-0.4155
RPS10	0.9483
LOC728378	-0.5235
TLE3	0.153944444444444
PSMB7	-0.5555
MESDC1	0.2735
SLC6A1	0.352
OCLN	0.579666666666667
PTTG3	-3.68516666666667
NAGLU	-0.601
SERTAD4	1.795875
SPRY1	2.43675
FLJ10781	0.330166666666667
MYSM1	0.55725
TRIM4	0.451428571428571
SH3YL1	1.1425
TREM2	4.31766666666667
SERPINI1	1.44775
HDHD3	-0.548125
TMEM38A	0.418875
EID2B	0.04875
TDRD3	-0.00966666666666666
SEDLP	0.82275
THSD7A	2.23466666666667
NDST3	-3.18975
KLHL15	-0.189833333333333
DHRS12	2.171
FBXO9	0.117142857142857
TNPO1	-0.54675
MRPL13	-0.113666666666667
SNX5	-1.89816666666667
METTL6	-0.619
SOD1	0.367
CHML	-1.56383333333333
PACS1	-0.02475
SIRT5	-0.2926
CAPN2	0.930166666666667
FXYD5	-0.799333333333333
TWISTNB	0.08925
LRFN1	-0.476
UBE1L	1.3135
UBE1C	0.726
OR51B2	-0.652
OR4D11	0.845
C15orf2	1.427
NR4A1	2.5625
LOC339047	-2.487
TRIM17	1.036375
ATP5G3	-0.347142857142857
RPL15	0.1205
ADAMTS8	0.64375
HOXC4	0.5975
C14orf37	0.9265
CEACAM5	-2.879125
MYT1L	-0.265333333333333
RASA2	-0.185375
OSBPL7	-1.3735
STAG1	-0.3795
GIMAP4	5.61333333333333
FUT3	-0.00783333333333334
PIF1	-3.287625
LPIN2	-0.2636
SH3PX3	0.00725000000000001
PDP2	0.10875
PAPD1	-0.54175
ERP27	3.336
APOOL	-0.1846
DIABLO	-0.70475
TRHR	0.110875
ARMC9	-1.265875
RNF152	3.08775
SLITRK3	0.2335
ZNF211	0.3037
PFDN1	-0.228875
RGS11	-0.2425
HS6ST1	0.2511
AKR1D1	-0.899
TNP2	-0.0586
STK31	1.345
EML4	-0.7155
SGTA	-1.53133333333333
HIST1H2BI	-1.4365
PSMD6	-1.44616666666667
KIAA1257	0.457
C18orf55	-0.105
FLJ20273	2.152125
RPL28	-0.945333333333333
EPYC	1.35042857142857
NOX3	0.086
ELAC1	1.17683333333333
METT11D1	-1.02825
BIN2	-1.06383333333333
NACA2	0.95075
CCDC17	-0.22425
HM13	-1.2917
UBOX5	-0.859285714285714
UBE2O	-0.823
UBL5	-0.00775
APOLD1	2.123625
C9orf31	0.50125
TNFSF8	1.096
ARHGAP29	1.1245
PROKR2	0.1065
PDE5A	0.2195
C6orf12	-0.2855
TOM1L1	-1.026
WHDC1	0.879875
FOXI1	1.6025
RAB4A	1.0467
TMEM39B	-0.93425
ATPBD1C	0.0005
FARSA	-1.12
PLEKHG5	1.102
CMAS	-0.574666666666667
OR7E24	-0.506
SLC30A1	-0.81325
CDC42EP5	0.443666666666667
PLAC1	-2.47725
KLHL18	-0.529166666666667
LBA1	0.0442
TAZ	-1.40775
CRIP2	0.329875
BTBD11	0.0773333333333334
C16orf72	0.69875
DIO2	0.6677
LRRCC1	0.7365
CCDC136	-1.916
PRX	0.865142857142857
RBM5	0.0227
TMEM85	0.375875
TUBGCP4	-1.14666666666667
APLN	2.039625
CDK7	0.186833333333333
SSR2	0.431083333333333
CRELD1	-0.3515
C19orf46	1.91475
GAL3ST4	-0.590166666666667
KBTBD10	0.97175
IL28A	0.80175
WDR27	-0.4055
MCM2	-2.61316666666667
SOX14	-1.2425
FLJ39743	-0.4345
KIAA0922	-0.979857142857143
HIPK4	-0.2175
FLJ25758	0.128
C16orf57	-0.861166666666667
PDZD2	3.735625
MCC	1.039125
HHLA3	-1.3176
ID2	0.5305
C20orf23	1.5525
ZNF688	0.86025
APOC2	-1.9395
LOC440093	0.646
FAM50B	2.07
PWP1	-0.0595
DNAH10	0.36025
HIST1H2BA	1.10533333333333
GPR56	0.677666666666667
METAP2	0.143375
PAN3	1.63666666666667
STXBP4	-0.149875
PDHX	0.045
MTA1	-0.707083333333333
ZBED4	-0.050125
ZNF720	0.19625
CDK2	-2.3335
RHOJ	1.636125
CDC37	-1.04533333333333
ZER1	-0.29475
GRK4	0.19425
PRPH	-0.39375
POLR2A	0.79125
OGFOD1	-1.716
NOL5A	-1.824
PHEX	0.751
FLJ16478	0.437
C20orf117	-0.651625
CAMTA2	-1.30675
C11orf74	0.6865
DDX17	0.273083333333333
C5orf27	1.192375
PLEKHA2	-1.95622222222222
PDE4DIP	-0.426
SCN7A	0.7225
ZNF559	0.738166666666667
CXCL10	2.4405
ZMYM4	0.0238333333333333
STK32B	-0.0381333333333334
KIAA0888	-2.1505
TACR3	1.1335
CKAP2L	-4.0915
KIF1A	-1.0505
RSPRY1	0.11775
VCAN	-0.75
CYP27C1	-0.8055
SYDE1	-1.95416666666667
MED12L	-1.208
ZDHHC21	1.036
NHS	1.689
TM9SF3	0.948
DDHD1	-1.457625
MAFG	-0.13225
BICD2	-0.9491
C14orf119	-0.470166666666667
C14orf43	0.535428571428571
CDH7	-2.60325
ALKBH5	-0.638
JUP	-0.351
TMEM41A	-0.931
MAMDC4	-1.2625
CBX3	-0.017125
LRRC18	-0.53375
RBMXL2	-0.624
PLA2G4D	0.3685
FGF13	1.96725
KIF3A	0.432833333333333
PDIA6	-1.08225
DCXR	-0.37925
CASKIN2	0.791583333333333
EHD1	1.12666666666667
MARCKSL1	-1.40933333333333
ZNF496	-0.996666666666667
SCAF1	-0.833666666666667
KCTD8	-0.81725
TRAF3IP3	0.577214285714286
LSR	-0.4495
CXorf1	0.0955
C14orf112	0.325166666666667
EIF2B1	-0.098
OMP	-0.0005
GSTZ1	-0.17575
LOC92017	1.313
ISLR2	1.3315
C12orf36	0.673
GATA2	-2.35066666666667
GABRA5	-2.9265
CELSR2	-1.30764285714286
STAM2	0.595
TNAP	2.376
PTPMT1	-0.327833333333333
GRP	3.693
SV2A	-2.056
MAGEA12	-4.1485
CACNG1	-0.123
C18orf19	-0.6625
GSG1	0.213166666666667
PTPRJ	-1.01585714285714
FRMPD1	0.3
ZNF668	-0.934
PLEKHJ1	-1.362875
ADAT1	-1.6898
TMEM50A	0.547
UCN3	1.098
HOOK1	0.692125
IL17B	3.1475
MLKL	-0.630166666666667
TTC14	-0.266
KLHL5	-0.44375
CRYL1	0.715833333333333
FOXH1	-0.427
NFYB	0.72175
PPM1G	-1.248
GOLGA2LY1	-0.33225
NMT1	-0.041125
HADHA	-0.5715
CHSY-2	1.3135
PLEKHF1	1.0485
SAGE1	-2.9195
MUSTN1	0.67525
SUHW4	2.012
TFEB	1.6075
ZFYVE27	0.40475
ATG12	-0.3654
BMI1	0.598714285714286
ZIM3	-0.0846666666666667
MYH4	0.114666666666667
MASP1	-1.40025
KIAA0984	-0.17325
RPAP2	-0.30825
ASB5	-0.0346666666666667
BOLA3	-1.05516666666667
MIA3	0.633666666666667
KRT35	-0.5725
KIR3DL3	-0.3935
MRPL51	-0.73
SEMA3F	-0.408833333333333
NDUFB2	0.094
LOC253012	2.8605
FAM46C	-0.4578
G6PC	-3.109125
CSAG3A	-4.24433333333333
PREX1	0.1105
SLC25A45	-0.238375
MAPKBP1	1.1531
CPE	1.422
GNB1	-1.328625
CXCR6	1.6525
TRIM46	-0.10875
C16orf3	0.892166666666667
HPSE	0.581625
TIGD3	-1.471
SPG3A	3.07375
LCAT	-1.17033333333333
ST6GAL1	-0.897666666666667
POMC	0.66575
FLJ36031	-0.219333333333333
NSMAF	-0.0821666666666667
SKIL	0.3295
ADSS	0.188833333333333
HMGCS1	-1.8318
POLR3F	-0.2205
RAB10	-0.461875
ZNF277P	0.0985
ZBTB7B	0.420125
DHRS1	0.202875
ABCC13	-0.29075
CNOT3	-1.36725
NFKBIA	0.894
GAK	-0.594833333333333
SFT2D2	1.34033333333333
HOXA6	-0.5545
CRTC1	-0.55225
LY6D	3.6945
C20orf72	-1.33566666666667
CPT1A	-0.076
LMO1	-2.0305
EIF3I	-0.673
PRB4	0.898
MCM3APAS	-2.38975
C20orf132	-0.4096
FOXF2	-2.148
S100A12	0.92375
MLH1	0.0825
ACTN1	1.4836
MRPL36	-0.582666666666667
C20orf106	0.09825
FBXO6	-0.101333333333333
MKS1	-0.739833333333333
CX3CR1	0.541625
PDE1B	1.209
PLP1	-2.62225
KISS1	-0.406833333333333
C14orf2	-0.196333333333333
TBC1D3P2	-1.17225
COMMD6	2.3626
ANKRD7	-2.08175
PTCHD1	3.771
NARS2	-0.9525
DOCK7	-0.514375
FAM127B	-0.368375
LOC390243	0.0123333333333333
N6AMT2	0.797
ZNF391	-0.534
DNAJB14	0.251333333333333
WRB	0.912875
BPI	-0.0319166666666667
TTC4	-0.944333333333333
FAM10A5	0.14625
GOT1L1	0.0602
MAGED1	-1.30275
RESP18	0.28025
WFDC6	0.23725
MT2A	-0.609
C11orf56	0.692
KIAA1432	-0.8605
ROR1	-0.7205
HSD17B14	-0.0396666666666667
ZFAND2B	-0.01325
SAMD4B	-0.85625
HEXA	-0.3125
HNRNPU	-0.182454545454545
USP39	-0.69875
NRD1	-1.185
R3HDML	0.533666666666667
FLT4	0.582666666666667
OMG	-0.0092
OR52N4	-0.595
LOC399818	0.20325
ELA2	-2.052
VENTXP1	1.819
RFC5	-1.766
OR52L1	-0.3755
PAX5	-0.7755
FBXO2	1.4035
GMEB1	-0.058
AKT3	-0.180166666666667
CRB1	-0.283166666666667
CTTN	-0.0943333333333333
UTP15	-0.275833333333333
HSBP1	-0.1035
PHF11	2.124
NDEL1	0.116166666666667
USP8	0.30925
BAIAP2	-0.4496875
SI	1.49466666666667
ARSJ	0.125333333333333
BAAT	-2.516
KCNS3	2.3075
LOC126147	-0.204666666666667
TMEM37	1.80425
C1orf162	3.635
MBD1	-0.1868
ITGAL	-1.153
WDR73	-0.2105
GKN2	-0.0743333333333333
ARFGAP1	-1.949
SLC5A8	-0.348833333333333
ZBTB40	-0.4238
CYP4B1	5.671
LYPLAL1	-0.06225
CHST3	0.15925
MAP3K9	-0.1745
BTAF1	-0.357
TFAP2E	0.167
RBM35B	-0.2265
LOC441251	-0.222
ANKRD25	0.221722222222222
UQCRC2	0.8705
MAEA	-0.0538333333333333
HYAL1	-1.9165
RNPEPL1	-0.0645
CPSF2	-0.598625
PSD3	-0.7781
ABCA13	1.610375
AGR2	1.325375
GBX1	-0.914
HDLBP	0.888142857142857
ACY3	-0.179
HECW1	-0.174
ZNF519	0.17325
HOPX	2.929625
ZNF304	1.28025
OR12D3	0.2445
FKSG43	0.47425
METTL1	-0.0595
MFSD3	-0.917
PSPH	0.265
CLCA3	-0.3485
DARS2	-2.3585
CDC25A	-3.38033333333333
BAIAP2L1	-0.8495
B3GNT5	2.0795
USP29	0.4715
ARHGEF10L	1.5224
ATOX1	-0.409
ADAM30	0.00175
DNASE1	-1.79075
STT3A	0.155583333333333
RAB6IP1	0.21425
PTN	4.929
C1orf106	-0.733846153846154
HECA	2.447
RNF122	1.966
SLC22A18AS	-0.399
GNG8	-0.364833333333333
ELP4	-0.05325
FAM65A	0.141833333333333
RPL10A	0.799
IRS4	-2.203
MACF1	0.7669
SEC24D	-0.6395
LOC374395	-0.063
TGFB2	0.921
MDFIC	1.06825
CHRNE	0.246166666666667
PCMTD2	0.52
ATP6V0D1	-1.0275
MTA2	0.2165
LZTR1	-0.782666666666667
RAP1A	0.868833333333333
AXIN1	-1.20175
POLR1C	0.37925
TRIO	-0.587416666666667
PLXNA4A	1.32925
C5orf33	0.19625
DEPDC1B	-4.30375
ZNF473	-0.539666666666667
MTM1	0.958625
GPR107	0.0503333333333333
CSNK1A1L	-0.0506666666666667
FLJ14154	-1.36275
NLRC4	4.57925
ENPP4	2.61416666666667
PADI3	-0.7545
RNF170	0.32175
CG018	3.3755
C16orf7	-0.4405
KCNE1	3.59575
NRM	-1.79766666666667
SLC37A3	0.299
TPD52L2	-1.36216666666667
UNC5B	-0.0455
C12orf12	-0.9055
SDHB	-0.21725
CLRN1	-0.0298571428571428
NUDT10	0.225833333333333
UGT3A1	-0.128375
FBXW8	-0.616875
RHOF	-1.65475
PTPLAD1	-0.253375
MYO3B	-0.0977499999999999
DERA	-0.01725
TPP2	-0.89275
C19orf53	-0.626666666666667
GINS3	-1.3135
ST6GALNAC5	2.283
CHSY1	1.0405
MGC15705	0.155
GPR83	0.4095
EXT2	0.5495
DOLK	-0.1175
TUBAL3	-0.96175
ACVRL1	2.8169
ABL2	0.0565833333333333
C14orf156	-0.747666666666667
PTPRZ1	-0.876
DIP2C	0.403375
LAMP1	0.523625
RXRA	0.4637
MAP3K5	2.281
ALKBH1	-0.607833333333333
PDLIM7	-1.123375
ARL14	-2.1615
SNIP1	0.5245
TIMP3	3.09975
RGS3	0.1865
SPAG16	0.677
ABHD4	-0.809
ARHGEF12	0.599
GLUD2	-0.324
RAC2	-1.768
UAP1L1	-1.182
SLC18A3	-0.3365
YOD1	-1.48891666666667
RALY	-1.397
HMOX2	-0.395
DGKH	-1.379
DBNDD2	1.81216666666667
YIPF4	0.9935
THAP10	0.153
ZNF513	-0.37425
HAGHL	-2.0555
ITGB4	1.0155
CCDC141	-0.8855
YTHDF3	0.5445
C5orf28	1.0125
RPL7L1	-0.527
TMEM30B	1.15942857142857
ANKRD35	4
DUOXA2	-0.615
TBC1D5	-0.432875
DFNB59	1.0025
HRH4	0.8935
MYO6	1.8774
DNAJA4	2.08425
RBM24	0.990375
CEACAM20	-1.9745
RBM23	-0.838928571428571
NGFB	1.564
C1orf63	-0.7933
KRTAP7-1	-1.728
PERLD1	1.3795
NPB	-0.076
C17orf59	0.3797
HSPBAP1	0.60275
SLC15A4	0.1745
PRTFDC1	0.317
OSMR	-0.643642857142857
CYSLTR2	-1.388
C19orf25	-0.5053
KIAA1797	-1.4625
NLRP6	0.648
FAM105B	-0.407
SCRN2	0.173666666666667
LRRC58	-1.0157
RNF17	0.5625
NEIL3	-4.1875
FAM137A	-0.97775
SKP2	-3.09825
PARVA	1.53166666666667
PKLR	-1.204
RNF34	-0.5645
A3GALT2	0.382333333333333
C12orf50	-0.5342
SUNC1	-2.7085
FAM102B	-0.952833333333333
CCT2	-0.91925
LRRC37A2	-0.7285
ARF4	0.3685
SIKE	-0.886625
C8orf48	1.35883333333333
MBTPS1	0.00628571428571427
GPSN2	-1.5495
NCF2	3.63475
SLC12A6	0.0133333333333333
MRPL48	-0.4635
HMGN3	0.493333333333333
LRRC62	-0.85025
PAX9	-0.019875
FAM55A	-1.5025
C20orf42	-1.12716666666667
SCML2	-4.09233333333333
BCL9	-0.033
FAM40A	-0.576
C9orf41	-0.672
ZNF774	0.056
LETM1	-1.06175
PLXNB1	-0.417
NIPSNAP1	-1.78725
USP10	-1.70625
F9	1.8535
LIPE	5.56075
CNGB3	null
C12orf52	-0.655625
PI4K2A	-0.744625
MED8	0.03675
STAT4	1.9368
FGD4	1.40366666666667
RNF145	-0.0383333333333333
WDR32	-0.564
CLDN2	0.623833333333333
TCEAL8	1.0095
ZMYND8	-1.6089
PDXK	-0.437375
GATAD2A	-1.26025
PTGES3	-0.529
CCM2	-0.67475
TAP1	-0.102875
ZNF670	0.372
ETS2	1.79071428571429
C6orf166	-0.0425
PRMT2	0.138571428571429
OR4B1	-0.512
INTS8	-0.271
CCDC102A	-0.01325
CCDC83	-3.0792
ITGA1	0.8227
EPHA5	-2.7243
FAM24B	-0.394
TSGA10	2.73025
HAL	-3.54583333333333
MYOT	2.36725
SPACA3	0.986
BCL2L2	0.272666666666667
CUGBP2	2.119
CCNB3	0.984
RNF113B	-0.59025
MERTK	1.89075
BAG1	0.6695
VPS36	0.50075
ORMDL3	0.9208
C1orf190	1.9755
ZNF625	-0.7745
CORO2B	-0.68
ALOX15	-0.0605
CST1	-0.227
NUPR1	2.4365
CCL7	0.3
SMCR5	-1.504
DSC2	2.0145
RBMS2	0.06125
GRIK4	0.4105
TRIM65	-0.349
TMPRSS6	-0.958214285714286
TP53INP2	-0.86475
GLB1L	0.0803333333333334
LOC388284	0.480666666666667
PUS1	-0.881
BCL9L	-1.3995
OLFM1	0.11
RET	0.762375
MASTL	-2.75483333333333
ALX3	-0.15125
IL1RL1	0.5235
ZNF765	-0.4385
C14orf138	0.33325
SNX10	-0.0131666666666667
TAC4	-0.0015
C1orf64	3.202125
POGK	-0.3815
MAPK9	-0.6625
ZNF366	3.74
C8orf79	2.853
CLDN7	1.032125
OR5AT1	0.4095
TRIM37	-2.87425
LRRC25	2.33525
GRHL2	2.3208
TEKT3	1.20875
LASS5	-0.511
ABCC4	-3.256
DLG3	-0.401375
VGLL1	3.4725
ZFP36L2	2.64883333333333
MFRP	0.970333333333333
KIAA1799	0.83075
FLJ44379	-0.6965
PCNX	0.2075
ANXA9	-0.433
CYP4V2	1.4626
PIK3C2A	-0.87375
SRR	0.308
NOL3	-0.6995
IFITM2	0.8635
ARNTL2	-2.08925
ZNF595	0.84175
NLRP13	0.531
ASPH	0.2815
CPA2	0.144
PVRIG	-1.56516666666667
LEPR	2.27633333333333
C16orf42	-0.535
SH3BGRL	1.734
FAM77D	0.7124
FNDC7	0.0315
C9orf6	0.342333333333333
NOTCH2NL	0.394
PGBD1	-0.0378333333333334
SYNGR2	-0.402333333333333
PITPNA	-0.553375
PRPF4B	-0.4155
SLC43A3	-1.46014285714286
NRBP1	-1.3395
SLC25A22	-0.12275
ILK	-0.656
SLC22A8	-0.0548333333333333
MRPS7	-0.52775
PITX2	-0.74
FABP3	0.887875
OR1L1	0.5205
LOC728215	0.146375
BLID	-3.858
KIAA1217	3.90588235294118
TFPT	-0.86825
AP4B1	-0.4805
VBP1	-1.08875
OR1K1	0.0825
MORC3	1.12575
BHMT2	2.5665
C3orf10	0.99125
FZD7	2.99633333333333
WFDC10A	0.4795
PMS2CL	-0.774875
CCDC32	0.515833333333333
FA2H	-0.5885
ALG13	0.3765
TTLL7	-0.535
SPOCK3	1.585
SLC13A2	0.0355
AIM1	1.85925
GPRC6A	0.6395
EGR2	8.093
MED11	0.5075
WWC1	1.5105
SH3GL3	-3.50775
RIF1	-0.527571428571429
PRLH	0.0135
VLDLR	-0.6595
DBT	0.160666666666667
C21orf63	1.18325
CGGBP1	-0.146
KRTAP12-2	-1.503
TADA3L	-1.5725
ZBTB16	4.71225
PDGFB	0.650625
RFX1	-0.254125
UQCRB	0.3768
LOC133874	2.648
HPS3	-1.277
LGALS3BP	0.0376
DKFZP564O0823	2.95228571428571
MRFAP1L1	0.5035
HOXA10	-0.957166666666667
NGB	-0.8295
KIF21A	-0.656307692307692
IFLTD1	1.07
LZTS1	0.268875
ARHGEF3	1.0765
RHBDL3	0.1615
CSNK1G2	-0.8145
ChGn	-0.098875
KIAA1244	1.25216666666667
GABRB2	-0.2425
MGC72080	-1.2925
CD27	3.8665
EGLN1	-1.4968
PEX13	0.482
RWDD3	0.4525
RNF12	-0.3245
GRIN2B	0.1905
ADAMTS14	-0.826333333333333
DYDC2	0.489333333333333
ATP6AP1	-0.5759
NR1H2	-0.754666666666667
PDK2	-0.026
C3orf17	-0.0416666666666667
SLC38A2	-0.252142857142857
SLC25A29	-0.435833333333333
C15orf29	1.059
ADAM9	-0.213416666666667
TMUB2	-0.184125
GPR176	-1.37375
AGK	-1.397
MCCD1	0.79
NDUFA4	-0.07975
TMEM146	0.112
DUSP1	3.551375
UNQ6975	1.087
EMX2OS	5.75125
INSM2	-0.32225
LUZP4	-1.91575
SETD6	-0.30125
P2RY2	2.36525
SLC45A2	-1.416
RABGAP1	0.4245
UBXD5	-0.912
GPRC5A	-1.671
PAK3	3.7265
LOC63920	-0.53625
TGFBR1	1.0142
KRTAP6-3	1.8315
SFMBT2	-0.2255
CDC42	-0.0575625
C11orf35	0.159
TTLL2	0.8495
UACA	1.40516666666667
CD97	-0.9948
SETD5	-0.611375
NINJ2	-0.9245
PTER	0.1445
POMGNT1	-0.793
KRTAP4-2	-0.3695
ECGF1	1.34575
HRB	-0.00145454545454544
ATP1B2	-0.2222
LOC400506	-0.2055
COL4A3BP	1.2795
C6orf97	0.04
GRHPR	0.03
TAS2R1	0.464
SEMA7A	-2.3485
EDF1	0.13975
ODF2L	1.1384
