Hybridization REF	TCGA-E2-A14S-01A-11R-A12D-07
RAD23B	0.083125
LRRC33	-1.003
CHRAC1	0.6565
C21orf89	0.3805
C19orf43	0.0695
KLK8	-3.52033333333333
CCNE1	-2.27325
PKDREJ	-0.0928333333333333
SSU72	-0.293
C17orf73	0.453
GPR78	1.172
WHSC1L1	-0.0155
GSTA2	-3.24475
SMUG1	0.271333333333333
UFM1	0.7975
AP3M2	1.52491666666667
USP14	-0.159125
FBXL14	0.667333333333333
DSTN	0.4545
SFRS14	-0.31075
FBXO31	-1.0915
C12orf40	-0.426
FRS2	0.326
NR2E3	2.04675
TUBB2C	-0.07175
GMPR	-0.294833333333333
C9orf139	0.3155
ING5	0.138857142857143
LOC730092	-0.348666666666667
ORM1	-5.30725
RP11-11C5.2	-0.683
HSPD1	-0.9049
PIWIL3	-0.3735
C5orf13	-0.538
OR5R1	0.349
LCOR	0.7155
PLEKHA9	-0.7645
CCDC43	-0.15475
ZNF232	-0.81875
SLC6A7	0.2805
ADH5	-0.31075
SHBG	-1.63083333333333
CROCCL2	1.046
PANX3	0.0995
CDIPT	-0.191
SLC16A5	-1.4025
TUBB	-0.514375
TOR3A	0.0532
PREP	-0.7505
ENTPD8	0.174214285714286
CHMP1B	0.0395
SYT12	1.1498
MYH6	-2.3808
MAP3K13	0.8335
KLHL30	-0.1125
LCMT1	0.682
EIF1AX	0.238333333333333
FOXD4L1	0.7785
SLC24A5	0.5325
RNF166	-0.6024
TJAP1	0.02125
TMEM156	-0.0766666666666666
ZNF239	2.82675
SNX19	2.1683
GKN1	-0.0515
FCN1	0.6005
C1QL1	-1.84025
ATP11C	-0.91875
ZNF35	1.05925
CARD8	-0.053375
LIMD1	-0.746166666666667
KIAA0286	-1.2755
XRN2	-0.654166666666667
CD6	0.074
TOX3	3.23825
ZSCAN4	-1.0955
RSRC1	-0.44125
COG1	0.33975
PTRF	-0.894
C16orf35	-0.4145
FBXO24	0.17275
CHST11	-0.88775
THRB	1.7579
MYBPC1	1.005
RNF39	-0.310166666666667
PSMD11	-0.73675
ALAD	0.718833333333333
EN1	-0.40425
SLC9A9	0.27725
GSTM4	-0.1487
CDC42BPA	-0.174578947368421
RCSD1	-0.1195
LUC7L2	0.0293
SPTBN1	0.0109
LOC146167	-0.102
BAT5	0.9005
ZNF452	-1.90314285714286
LSM4	-0.53975
SRP72	0.5024
SGK269	-0.0158333333333333
MTX1	-0.0315
CENTA1	-0.335
UNQ9433	1.123
ATR	-0.256916666666667
DDX49	0.388666666666667
PAQR8	-0.424166666666667
C14orf174	0.58975
GBGT1	0.8725
THAP1	0.80525
OR10K1	-1.0415
RASIP1	-1.34883333333333
DPYD	0.1169
DOHH	0.35725
C18orf45	1.9015
POF1B	-1.6834
ZNF552	3.32175
USP32	-0.61875
MED27	-0.6665
C14orf149	-2.49533333333333
PRDX4	-1.09233333333333
ABHD12	0.0375
AGT	-3.5525
SLC22A14	-0.21925
C1orf58	-0.277
PILRA	0.249
ABCF2	-0.850375
C17orf85	-0.8002
TKTL1	-1.16875
FGF1	0.5398
IL6R	-0.0948333333333333
VPS25	-0.02375
CHRNB2	-0.0725
COL7A1	-3.2811
LRRC48	3.16633333333333
SPG20	1.29825
COX10	-0.8575
GCA	0.86525
ECEL1	-0.154833333333333
GLG1	-1.04816666666667
SRD5A2L2	0.409
MUTYH	-0.874625
ZNF70	0.4795
L2HGDH	-0.83825
GPATCH2	1.04775
ZNF655	-1.017875
ZNF227	0.182166666666667
MCOLN2	0.678666666666667
NQO2	-0.988
KCNQ5	-0.535
NEU1	0.534
QRICH1	-0.001
ZBTB20	0.547666666666667
RPUSD3	-1.01375
EPGN	-1.13716666666667
TSN	0.15925
SPRY2	-2.65433333333333
LZTFL1	0.880375
GMFB	-0.00687499999999999
PBEF1	-1.6267
HBG2	-4.49025
TMEM8	-0.75125
PALM2-AKAP2	0.297
NFYA	-0.04725
FAM108A1	0.512
PBLD	0.706625
NRG4	-1.94725
PIGF	-0.45975
PTGER1	-0.62725
NOS2A	0.616833333333333
C21orf34	-1.0075
C21orf51	0.163083333333333
IL17C	0.2065
TRMT6	-0.623166666666667
ETV2	0.440333333333333
CCDC109A	-0.0535
MYLK2	-1.715
ATP10A	1.5882
DPH4	-0.03875
C5orf5	0.706166666666667
KCNA4	-0.1145
NMNAT2	-0.887166666666667
GLYATL2	0.11
LSMD1	0.799375
IL23R	-1.8115
NRF1	-0.26225
MUC15	-2.024
PRDM12	-1.555
PAQR4	-0.167642857142857
RBBP6	-0.962875
IFI27	2.501
SKAP2	-0.0608333333333333
TAGAP	2.354125
TJP3	2.4005
C9orf61	-0.19225
IDS	-0.272785714285714
PARG	-0.3455
LOC131149	0.5385
DYRK4	-1.66283333333333
MICALL1	-0.075
GALR2	-0.356
GPBP1L1	0.5365
TBX21	2.57975
KCNJ6	-0.344166666666667
GGN	0.60575
CASP5	0.028
RNF182	-5.96375
BRD4	0.1585
DOK4	-0.95875
SLC46A2	0.4735
SOX9	0.916416666666667
ZNRD1	-0.458166666666667
PRR6	-3.80825
FAU	0.007875
DTNB	1.73216666666667
CARD9	0.94625
STS-1	-1.03483333333333
SLC4A5	0.234375
NSBP1	-0.00575
UGCGL2	-0.329583333333333
POTE15	3.9445
NOXA1	1.09325
RP13-347D8.3	0.32375
SAMD10	0.00983333333333334
EP400NL	-1.29375
TCF21	0.44625
AMELX	-0.00875000000000001
JPH2	-0.0736
SLA	1.82325
DLST	-1.4685
SEPT12	0.395
RGS20	-4.32925
LXN	-0.862166666666667
ZNF419	0.513375
UPK3B	-0.396666666666667
RELL1	1.07475
ESPNL	-1.9305
KLHL21	-0.0955
PI15	0.269
C2orf61	0.1125
LOC407835	-0.194166666666667
RER1	0.37
ELAVL2	-0.058
MGC26718	1.416
KLF2	1.608
TNFAIP8L3	0.742083333333333
TFE3	0.28825
C11orf17	-0.3345
15E1.2	-1.28375
SNRPC	-0.9565
DLGAP1	1.4205
PGLYRP1	0.6095
OVCH2	0.43
IRF7	1.5598
SET	-0.4232
NAB2	-0.789166666666667
LRP5L	0.79075
FAM120A	0.9433125
ASCL2	0.269833333333333
SHH	-0.1115
ATP5H	0.136666666666667
THPO	-0.0216666666666667
TYRP1	-4.77566666666667
HIST1H3E	-0.803
EIF2S1	-0.1875
TNFRSF17	-1.90683333333333
TARSL2	0.6165
NKX2-8	0.479875
C1orf115	0.62675
LOC56964	0.71
KIAA0841	-0.67325
ISCU	0.1155
TTMA	-0.055
ZNF414	0.449
LOC441150	0.4395
RAB15	1.7675
HBP1	0.662333333333333
TNNT2	-1.45733333333333
CECR5	0.079
PHGDH	-3.139
JRK	0.1826
XPO4	-0.72725
FAM131C	0.632
ARHGAP25	1.572
CA9	-4.345
GPR62	-0.161
TLX1	0.0476666666666667
GPS1	0.01225
OR2M2	0.2615
BDP1	0.641785714285714
FAM70B	0.64775
RPS29	-0.991583333333333
MKLN1	-0.5912
TSPAN19	-0.00875000000000002
SLC29A3	2.1291
LGALS4	0.348166666666667
USH2A	0.3942
NF1	0.443833333333333
APOBEC3A	0.736833333333333
IMPAD1	0.905166666666667
OLR1	2.64433333333333
NRAP	0.087
HCFC1R1	0.146833333333333
TAOK2	0.181833333333333
MCM10	-2.18766666666667
MAP4K3	0.2045
CBS	-1.257125
CLK3	-0.7317
PCDHGA5	1.386
ELF4	-0.3795
FAM71A	-0.44
C11orf49	0.53725
CLIP2	-0.675
BTBD9	1.2728
ZNF524	1.21175
KDELR1	0.381333333333333
ZNF509	0.618
NCSTN	0.567
ZNF533	-0.9495
PARP4	-0.77325
GALNT9	-0.036
NPY	-3.2185
BEGAIN	-2.82433333333333
TMEM77	0.533333333333333
FOXRED1	0.483166666666667
SLC16A2	0.559666666666667
SLC35B1	-0.42625
GK5	-0.436916666666667
SDCCAG10	0.075
C4orf20	0.42025
SLC9A2	1.45175
ADD1	0.898285714285714
TAL2	-0.426666666666667
ACLY	-0.699
DNAJC1	1.649
SOST	-1.975
USP43	-0.319333333333333
CYP4F12	-0.1915
FKBP5	-2.579375
CHCHD5	0.8215
NUDT22	-0.184
CCDC85B	-0.5995
OR51G2	0.3895
STRN3	0.572928571428571
TMOD2	0.37425
FLI1	0.37275
MAB21L2	0.0978333333333333
DGKQ	0.321
VPRBP	0.280833333333333
SCNN1B	0.3481
ECHDC3	1.5846
TMEM106C	0.05675
CSNK2A2	-0.7955
RPL39	-0.7362
HERC3	0.388222222222222
ZBTB47	0.894666666666667
ZNF681	-0.46225
PAGE2	-1.40975
CLIC5	2.55357142857143
RABAC1	1.27575
ZFHX2	1.04125
YPEL1	0.9725
KIAA0776	0.04525
NR1D2	0.774
DNAJC4	0.79325
NPNT	4.6394
ZNF677	2.576
ZNF536	0.18075
MEF2B	0.294416666666667
PTPN4	-0.358375
CTCFL	-4.758
STX5	0.4855
CD72	1.28325
VEGFA	-0.828736842105263
XRCC1	0.1304
MAS1L	0.186333333333333
ELL	0.2246
SETBP1	1.9615
CDH11	1.32883333333333
NDC80	-1.16107692307692
DMBX1	-3.002
NRSN1	-0.155
BAT2D1	-0.271125
CDS2	0.665833333333333
C1orf212	-0.595
SENP3	-0.69825
IL1F9	0.8775
EEF2K	-0.3115
COG8	-0.3915
CEP72	-0.8385
OR1L8	-0.093
MUS81	-0.277166666666667
PHYH	0.746625
GGT6	-0.232666666666667
C22orf23	0.1495
C13orf33	1.678375
MAPK8IP2	1.69525
NELL2	4.6605
POU3F2	-3.64183333333333
ALPK1	1.387375
MRPS18C	-0.095
RPLP2	-0.2025
FGF22	-1.0195
SPNS1	-0.401666666666667
ZFP1	-0.58575
IL1RAPL1	2.55275
PCSK9	-3.725
NKX2-1	-0.109428571428571
C6orf189	0.8325
SP4	-0.0115
SLC11A1	2.1478
C21orf25	-0.124333333333333
ICAM2	0.37075
SH3GL1	-0.415
GSK3B	-0.419333333333333
RALB	0.262125
PDXP	-1.22433333333333
GNGT1	-2.22525
KIR2DL1	0.3985
TNFAIP3	-0.395
C6orf32	-0.5635
CBLN2	6.02025
PANK3	1.776125
TAAR9	1.0315
WDR82	0.159142857142857
APOM	-3.6835
TRIP10	-0.28225
SPATA16	0.3364
C1orf135	-1.697
USP51	0.53775
TESK1	1.1995
C11orf64	-0.201625
ZNF611	0.1115
PDE6G	-0.054
HLA-DQA1	1.510625
GCLC	-0.229375
SEC61A1	0.113142857142857
TWSG1	-0.68125
ZMYND10	3.23
CTDP1	-0.12825
ADAMTS6	-0.4275
SLIT1	-1.86875
KRT86	-0.792
KIAA0574	-1.4105
GTPBP2	-0.4199
PQLC3	0.98975
PRRX2	-1.82883333333333
C15orf44	0.249666666666667
MKKS	-0.542
C11orf10	-0.05425
GPR110	-0.363125
CD109	-1.81216666666667
ADCY1	0.286333333333333
RHBG	-3.17175
TP53I3	-1.328125
SLC22A3	-2.12
UCP2	-0.3465
FOXG1	-1.96533333333333
OR2AG1	-0.1755
TRIM24	-1.18725
PROC	-2.1715
TAAR6	0.43875
AMTN	-1.121
C10orf47	0.139333333333333
DEPDC1	-2.51025
FLJ45557	2.4735
ZDHHC17	0.3074375
KIAA1429	1.70683333333333
KCNH1	0.4145
VNN3	0.67675
PSMAL	2.75375
PPARD	0.07775
HFM1	-1.098
YBX1	-1.65933333333333
ZNF695	-2.19775
SCTR	-0.242333333333333
DCDC1	-0.19
VPS26B	0.8996
MTF2	-0.861666666666667
ATP6V1F	0.23625
CCDC94	0.14625
PERF15	0.425
CCL11	2.12675
LMO7	-1.150125
DCST1	0.228
ADRBK1	-0.042625
CDRT4	-0.076875
ZNF84	-0.68925
HOXD8	0.31475
STARD8	-0.351833333333333
FOXP2	-0.7915
CCDC103	0.059
POLR3A	-0.5736
GSC	-1.03583333333333
ZNF114	-1.93183333333333
HTR7P	0.806
LALBA	-0.3685
RMND5A	-0.380333333333333
PSCD2	0.60475
ZNF409	0.0135
KRTAP1-3	0.0521666666666667
MAF1	0.865
LOC201725	-0.311
NRN1	-2.774875
SPAG5	-1.58716666666667
DNAH7	2.00783333333333
FLJ43860	-0.2365
BRCA2	-0.67125
ACADM	-0.379875
CXXC6	-2.934625
RAGE	-0.7815
CHMP2A	0.893
FAM8A1	0.425
GPR21	0.4225
SLC12A3	-3.035
FVT1	0.603285714285714
ZDHHC7	-0.464875
FLJ44048	0.505
SLC44A3	0.545166666666667
SDSL	0.826833333333333
MMP8	-1.0315
PLA2G12B	-3.30916666666667
ACY1	-0.4935
MT1E	-0.903
OR4K15	0.496
TECTB	0.0715
GPR20	0.56925
IRAK2	-0.23175
RFPL3	-0.309875
MYO9A	-0.15125
NARG1L	-0.214583333333333
BLMH	-0.034875
CCDC3	2.327
C9orf21	-0.846
KIAA0513	0.0773333333333334
MIER2	-0.28475
PNMA2	-1.86433333333333
SH3BP2	1.1614
ANXA10	-1.4675
RTN2	-0.413333333333333
TFB1M	-1.524
PRPH2	0.658
C14orf133	0.26625
GOLGB1	0.944916666666667
IRX4	-0.79825
NFKBIL1	0.637
C10orf62	0.14225
APBB3	0.77475
RPS10	-0.2156
LOC728378	1.86275
TLE3	1.45133333333333
PSMB7	-0.62175
MESDC1	-0.039
SLC6A1	1.05966666666667
OCLN	1.0385
PTTG3	-1.3725
NAGLU	-0.4795
SERTAD4	2.08025
SPRY1	-0.461
FLJ10781	-0.9755
MYSM1	0.631
TRIM4	0.4645
SH3YL1	1.18425
TREM2	4.49566666666667
SERPINI1	2.79575
HDHD3	0.004375
TMEM38A	0.4955
EID2B	-0.9405
TDRD3	0.2525
SEDLP	0.577
THSD7A	2.33033333333333
NDST3	-1.4065
KLHL15	-0.603083333333333
DHRS12	2.2995
FBXO9	0.408357142857143
TNPO1	-0.692333333333333
MRPL13	0.823333333333333
SNX5	-2.55933333333333
METTL6	-0.35975
SOD1	0.244625
CHML	-0.8005
PACS1	0.461
SIRT5	-0.7101
CAPN2	-0.911166666666667
FXYD5	-1.03116666666667
TWISTNB	-0.459
LRFN1	0.942833333333333
UBE1L	0.57125
UBE1C	0.15125
OR51B2	-0.49575
OR4D11	-0.1555
C15orf2	0.339
NR4A1	-0.601666666666667
LOC339047	-0.972
TRIM17	0.614375
ATP5G3	-0.318928571428571
RPL15	0.00825000000000005
ADAMTS8	-0.97125
HOXC4	0.238
C14orf37	0.456
CEACAM5	-3.121375
MYT1L	0.039
RASA2	-0.52925
OSBPL7	-0.883
STAG1	-0.2265
GIMAP4	4.44033333333333
FUT3	-1.62716666666667
PIF1	-2.597375
LPIN2	0.3927
SH3PX3	1.149
PDP2	-0.69025
PAPD1	-0.1705
ERP27	2.78175
APOOL	-0.1412
DIABLO	-0.2105
TRHR	0.559375
ARMC9	0.1645
RNF152	2.716
SLITRK3	0.0235
ZNF211	0.0884
PFDN1	0.735375
RGS11	0.930875
HS6ST1	0.5184
AKR1D1	-1.342
TNP2	0.2705
STK31	3.6725
EML4	-1.17616666666667
SGTA	-0.1545
HIST1H2BI	-0.793166666666667
PSMD6	-1.61166666666667
KIAA1257	-1.29525
C18orf55	-0.343666666666667
FLJ20273	3.039
RPL28	-0.5415
EPYC	0.29075
NOX3	0.1905
ELAC1	-1.30533333333333
METT11D1	-0.52975
BIN2	0.597
NACA2	0.2525
CCDC17	-0.459
HM13	0.2517
UBOX5	-0.276875
UBE2O	-0.443375
UBL5	-0.135
APOLD1	1.253875
C9orf31	0.468
TNFSF8	0.1835
ARHGAP29	0.299125
PROKR2	-0.2015
PDE5A	0.397166666666667
C6orf12	-0.4345
TOM1L1	0.0355
WHDC1	0.106875
FOXI1	0.29
RAB4A	0.1246
TMEM39B	-0.53275
ATPBD1C	-0.75075
FARSA	-0.554166666666667
PLEKHG5	0.4405
CMAS	-0.611
OR7E24	0.0045
SLC30A1	-1.13475
CDC42EP5	0.9465
PLAC1	1.026
KLHL18	-0.1545
LBA1	0.1594
TAZ	-0.18575
CRIP2	3.005125
BTBD11	0.421166666666667
C16orf72	0.11625
DIO2	0.7228
LRRCC1	1.42216666666667
CCDC136	-1.1235
PRX	0.424875
RBM5	0.3644
TMEM85	0.268625
TUBGCP4	-1.09
APLN	0.78175
CDK7	0.224166666666667
SSR2	0.700166666666667
CRELD1	0.349
C19orf46	2.2795
GAL3ST4	0.7975
KBTBD10	1.39275
IL28A	0.388
WDR27	1.0315
MCM2	-1.267
SOX14	0.2935
FLJ39743	-0.39
KIAA0922	-0.647875
HIPK4	0.7685
FLJ25758	-0.019
C16orf57	-1.186
PDZD2	-0.114625
MCC	1.823125
HHLA3	-0.4722
ID2	0.44025
C20orf23	2.04133333333333
ZNF688	0.7045
APOC2	-0.231166666666667
LOC440093	-0.59525
FAM50B	1.61433333333333
PWP1	-0.732
DNAH10	-0.08525
HIST1H2BA	0.637
GPR56	0.389166666666667
METAP2	-0.758625
PAN3	0.930666666666667
STXBP4	0.160125
PDHX	-0.047
MTA1	0.596416666666667
ZBED4	0.34275
ZNF720	-0.65075
CDK2	-1.890125
RHOJ	0.321
CDC37	-0.0673333333333333
ZER1	0.382875
GRK4	1.55425
PRPH	-0.9065
POLR2A	-0.036
OGFOD1	-1.743
NOL5A	-1.242
PHEX	-1.297
FLJ16478	0.161
C20orf117	-0.206125
CAMTA2	0.1955
C11orf74	0.467666666666667
DDX17	0.687333333333333
C5orf27	-0.338
PLEKHA2	-0.9249
PDE4DIP	-0.6899
SCN7A	1.11975
ZNF559	-0.0275
CXCL10	3.92875
ZMYM4	0.422333333333333
STK32B	1.30646666666667
KIAA0888	-1.6823
TACR3	0.645
CKAP2L	-0.43975
KIF1A	-1.35383333333333
RSPRY1	-0.08
VCAN	-0.2155
CYP27C1	-0.5375
SYDE1	-1.95966666666667
MED12L	-0.0205
ZDHHC21	0.883375
NHS	0.9885
TM9SF3	1.1275
DDHD1	-0.326875
MAFG	-0.865333333333333
BICD2	-0.6099
C14orf119	-0.577666666666667
C14orf43	0.765285714285714
CDH7	-0.383
ALKBH5	-0.199142857142857
JUP	1.60875
TMEM41A	0.037
MAMDC4	-1.066
CBX3	-0.33425
LRRC18	-0.033
RBMXL2	0.384666666666667
PLA2G4D	0.400666666666667
FGF13	1.124625
KIF3A	1.2425
PDIA6	-0.5155
DCXR	0.265
CASKIN2	0.698166666666667
EHD1	0.166166666666667
MARCKSL1	1.343
ZNF496	-0.2225
SCAF1	0.224666666666667
KCTD8	-0.4935
TRAF3IP3	0.767142857142857
LSR	1.59875
CXorf1	0.854833333333333
C14orf112	0.431
EIF2B1	-0.41425
OMP	0.0875
GSTZ1	-0.00975
LOC92017	0.5695
ISLR2	1.228
C12orf36	0.296
GATA2	1.19683333333333
GABRA5	-1.817
CELSR2	-0.473785714285714
STAM2	0.6182
TNAP	0.1095
PTPMT1	-0.651333333333333
GRP	3.91625
SV2A	-1.42
MAGEA12	-5.2915
CACNG1	2.805
C18orf19	-1.069
GSG1	-0.4835
PTPRJ	0.353214285714286
FRMPD1	0.3655
ZNF668	0.18025
PLEKHJ1	-0.182375
ADAT1	-1.6937
TMEM50A	0.8012
UCN3	0.095
HOOK1	2.037
IL17B	-0.659
MLKL	-0.844
TTC14	0.221666666666667
KLHL5	-0.015625
CRYL1	0.610833333333333
FOXH1	-0.3325
NFYB	-0.15675
PPM1G	-0.5215
GOLGA2LY1	-1.235
NMT1	-0.3025
HADHA	0.1481
CHSY-2	0.85875
PLEKHF1	0.103142857142857
SAGE1	-1.6875
MUSTN1	0.7015
SUHW4	1.194
TFEB	1.41866666666667
ZFYVE27	-0.0075
ATG12	-0.363333333333333
BMI1	0.671357142857143
ZIM3	-0.4595
MYH4	-0.031
MASP1	-1.04383333333333
KIAA0984	0.5635
RPAP2	-0.02925
ASB5	0.1925
BOLA3	-1.0445
MIA3	0.827333333333333
KRT35	0.39
KIR3DL3	-0.308
MRPL51	-0.5005
SEMA3F	2.5935
NDUFB2	0.228
LOC253012	0.18225
FAM46C	-0.8084
G6PC	-2.01
CSAG3A	-5.356
PREX1	3.0165
SLC25A45	0.197875
MAPKBP1	0.4963
CPE	-0.1833
GNB1	-0.758625
CXCR6	0.445
TRIM46	-0.245
C16orf3	0.3985
HPSE	1.39875
TIGD3	0.62
SPG3A	0.28075
LCAT	-1.7675
ST6GAL1	-0.818055555555556
POMC	0.34725
FLJ36031	-1.60166666666667
NSMAF	0.7525
SKIL	0.2345
ADSS	-0.2335
HMGCS1	-1.7494
POLR3F	-0.415
RAB10	0.17825
ZNF277P	-1.487375
ZBTB7B	1.567
DHRS1	0.733375
ABCC13	0.471428571428572
CNOT3	0.157
NFKBIA	0.5485
GAK	0.818166666666667
SFT2D2	0.412833333333333
HOXA6	-0.2455
CRTC1	0.565625
LY6D	-1.04616666666667
C20orf72	-1.31733333333333
CPT1A	1.151
LMO1	-2.2125
EIF3I	0.04575
PRB4	0.386
MCM3APAS	-1.15275
C20orf132	-0.0614
FOXF2	-3.405
S100A12	0.2055
MLH1	-0.3785
ACTN1	-0.2155
MRPL36	-0.0173333333333333
C20orf106	0.1955
FBXO6	1.734
MKS1	0.2185
CX3CR1	0.77625
PDE1B	0.719
PLP1	-4.5755
KISS1	-0.0868333333333333
C14orf2	-0.462166666666667
TBC1D3P2	-0.6715
COMMD6	0.6424
ANKRD7	-0.627
PTCHD1	-1.49375
NARS2	0.472
DOCK7	-0.85075
FAM127B	-1.209875
LOC390243	-0.169833333333333
N6AMT2	1.09975
ZNF391	-1.7525
DNAJB14	0.413166666666667
WRB	0.661875
BPI	-0.137666666666667
TTC4	-0.299166666666667
FAM10A5	0.0595
GOT1L1	0.2631
MAGED1	-0.207
RESP18	0.29925
WFDC6	2.907
MT2A	-1.3805
C11orf56	0.2075
KIAA1432	-0.3875
ROR1	-1.882
HSD17B14	1.02583333333333
ZFAND2B	0.574625
SAMD4B	0.1645
HEXA	0.274
HNRNPU	-0.266318181818182
USP39	-0.331875
NRD1	-0.5645
R3HDML	0.135
FLT4	0.627166666666667
OMG	0.2895
OR52N4	0.0945
LOC399818	-0.78025
ELA2	-1.846
VENTXP1	0.4105
RFC5	-0.893
OR52L1	0.328
PAX5	0.3495
FBXO2	1.81075
GMEB1	0.1575
AKT3	-1.28083333333333
CRB1	-0.405166666666667
CTTN	0.756166666666667
UTP15	-0.0946666666666667
HSBP1	-0.267833333333333
PHF11	1.232
NDEL1	-0.66
USP8	-0.09875
BAIAP2	0.65025
SI	0.042
ARSJ	-2.958
BAAT	-2.38025
KCNS3	3.4605
LOC126147	0.0476666666666667
TMEM37	-0.58475
C1orf162	3.7525
MBD1	-0.1115
ITGAL	0.3445
WDR73	-0.161166666666667
GKN2	0.4485
ARFGAP1	-0.611
SLC5A8	-0.878333333333333
ZBTB40	0.0839
CYP4B1	0.641833333333333
LYPLAL1	-0.445
CHST3	-1.6875
MAP3K9	0.615
BTAF1	-0.510666666666667
TFAP2E	0.0945
RBM35B	-0.107
LOC441251	-0.325333333333333
ANKRD25	-0.513111111111111
UQCRC2	-0.4985
MAEA	0.514333333333333
HYAL1	-2.618
RNPEPL1	0.5795
CPSF2	-0.35375
PSD3	-2.6833
ABCA13	-0.090875
AGR2	1.547875
GBX1	-0.1775
HDLBP	0.463428571428571
ACY3	-1.33325
HECW1	-0.23075
ZNF519	-0.53375
HOPX	2.24175
ZNF304	1.40725
OR12D3	0.0545
FKSG43	-0.0425
METTL1	0.19675
MFSD3	2.2147
PSPH	-0.58525
CLCA3	-0.1995
DARS2	-1.77633333333333
CDC25A	-1.70816666666667
BAIAP2L1	0.79975
B3GNT5	-0.112375
USP29	0.04375
ARHGEF10L	1.9222
ATOX1	0.614625
ADAM30	-0.13475
DNASE1	-0.46775
STT3A	2.21858333333333
RAB6IP1	0.57875
PTN	-0.5001
C1orf106	-2.32407692307692
HECA	1.302
RNF122	-0.79
SLC22A18AS	-1.12316666666667
GNG8	0.044
ELP4	-0.457
FAM65A	0.226
RPL10A	-0.625
IRS4	1.913
MACF1	0.9858
SEC24D	0.3715
LOC374395	0.563
TGFB2	-0.30425
MDFIC	-0.272125
CHRNE	0.337166666666667
PCMTD2	0.0965
ATP6V0D1	-0.0695
MTA2	0.06675
LZTR1	0.000666666666666667
RAP1A	-0.0293333333333333
AXIN1	-0.14175
POLR1C	-0.00125
TRIO	0.113916666666667
PLXNA4A	-0.798333333333333
C5orf33	-0.31475
DEPDC1B	-1.48925
ZNF473	-0.237166666666667
MTM1	0.256375
GPR107	0.538666666666667
CSNK1A1L	0.875666666666667
FLJ14154	-0.11725
NLRC4	3.823
ENPP4	2.68816666666667
PADI3	-0.003
RNF170	1.105375
CG018	1.09966666666667
C16orf7	-0.5035
KCNE1	-0.30475
NRM	-0.767666666666667
SLC37A3	-0.134714285714286
TPD52L2	-0.869833333333333
UNC5B	2.59875
C12orf12	0.14
SDHB	-0.5185
CLRN1	0.054125
NUDT10	-1.04416666666667
UGT3A1	0.343
FBXW8	0.213
RHOF	-1.01175
PTPLAD1	0.30525
MYO3B	-0.99425
DERA	-1.01725
TPP2	-0.95475
C19orf53	-0.276
GINS3	-1.655875
ST6GALNAC5	4.7555
CHSY1	0.4515
MGC15705	0.4195
GPR83	0.396333333333333
EXT2	-0.313
DOLK	0.2915
TUBAL3	-0.5075
ACVRL1	1.4788
ABL2	-0.311916666666667
C14orf156	-0.820166666666667
PTPRZ1	-4.396375
DIP2C	0.26275
LAMP1	1.354875
RXRA	0.8075
MAP3K5	-0.1115
ALKBH1	-0.0763333333333333
PDLIM7	-0.648875
ARL14	-1.52
SNIP1	-0.488833333333333
TIMP3	1.33816666666667
RGS3	0.344
SPAG16	-1.7119
ABHD4	0.03475
ARHGEF12	0.60475
GLUD2	-0.3265
RAC2	-0.2177
UAP1L1	-0.3525
SLC18A3	-0.016
YOD1	-2.40358333333333
RALY	-0.366
HMOX2	0.284125
DGKH	-0.94675
DBNDD2	3.62716666666667
YIPF4	0.401375
THAP10	-0.2545
ZNF513	1.13425
HAGHL	-0.0228333333333333
ITGB4	-0.7205
CCDC141	-0.776
YTHDF3	0.8955
C5orf28	0.5455
RPL7L1	-0.4445
TMEM30B	1.36471428571429
ANKRD35	0.1135
DUOXA2	-0.069
TBC1D5	-0.059625
DFNB59	0.1935
HRH4	0.29625
MYO6	1.7716
DNAJA4	1.567
RBM24	2.649
CEACAM20	-1.25675
RBM23	-0.148428571428571
NGFB	0.529
C1orf63	0.2623
KRTAP7-1	0.0845
PERLD1	2.00625
NPB	0.268
C17orf59	0.1013
HSPBAP1	-0.119
SLC15A4	-0.215
PRTFDC1	-1.9655
OSMR	-1.27714285714286
CYSLTR2	-0.034
C19orf25	0.6483
KIAA1797	-0.394
NLRP6	-0.0585
FAM105B	0.277
SCRN2	0.282166666666667
LRRC58	-0.5233
RNF17	0.621
NEIL3	-1.6575
FAM137A	-0.3765
SKP2	-3.05775
PARVA	0.69225
PKLR	-1.8535
RNF34	0.075125
A3GALT2	-0.097
C12orf50	-0.439166666666667
SUNC1	-1.14675
FAM102B	0.0145
CCT2	-0.84125
LRRC37A2	-0.4445
ARF4	0.224
SIKE	-0.352375
C8orf48	1.4465
MBTPS1	0.0112857142857143
GPSN2	0.8245
NCF2	2.939
SLC12A6	-0.301166666666667
MRPL48	0.48825
HMGN3	-1.47266666666667
LRRC62	0.52075
PAX9	1.002125
FAM55A	0.4505
C20orf42	-3.63266666666667
SCML2	-2.04883333333333
BCL9	0.54675
FAM40A	-0.20625
C9orf41	-0.850333333333333
ZNF774	-0.333
LETM1	0.36425
PLXNB1	1.3885
NIPSNAP1	-0.686375
USP10	-1.38025
F9	-0.374666666666667
LIPE	1.31025
CNGB3	0.301
C12orf52	0.067
PI4K2A	0.159125
MED8	-0.429125
STAT4	0.6938
FGD4	-0.24
RNF145	-2.85283333333333
WDR32	0.0695
CLDN2	0.0233333333333333
TCEAL8	0.37625
ZMYND8	0.7798
PDXK	-0.4648125
