Hybridization REF	TCGA-BH-A0DV-11A-22R-A12P-07
PTPN4	0.223375
CTCFL	-5.825
STX5	0.333666666666667
CD72	1.13
VEGFA	-1.80257894736842
XRCC1	-0.1687
MAS1L	0.255666666666667
ELL	-0.1419
SETBP1	2.15225
CDH11	1.16583333333333
NDC80	-4.00484615384615
DMBX1	-3.64025
NRSN1	-0.246
BAT2D1	-0.00112499999999998
CDS2	-0.308833333333333
C1orf212	-0.437166666666667
SENP3	0.14375
IL1F9	-0.628
EEF2K	0.09925
COG8	1.01525
CEP72	-1.1615
OR1L8	0.6875
MUS81	-0.046
PHYH	0.00112499999999998
GGT6	1.75016666666667
C22orf23	-0.17075
C13orf33	0.665125
MAPK8IP2	0.593
NELL2	0.6695
POU3F2	-3.2125
ALPK1	1.762
MRPS18C	-0.5845
RPLP2	1.093375
FGF22	0.4155
SPNS1	-0.00600000000000001
ZFP1	-0.63475
IL1RAPL1	-0.022
PCSK9	-3.35466666666667
NKX2-1	-0.0742857142857144
C6orf189	1.775
SP4	-0.0285
SLC11A1	0.2111
C21orf25	0.0783333333333333
ICAM2	0.949375
SH3GL1	-0.6525
GSK3B	-0.803
RALB	-0.143625
PDXP	-1.05966666666667
GNGT1	-3.139625
KIR2DL1	-0.2515
TNFAIP3	0.507916666666667
C6orf32	0.6263
CBLN2	-2.40575
PANK3	-0.801
TAAR9	-0.2035
WDR82	0.954428571428572
APOM	-3.049625
TRIP10	-0.00774999999999999
SPATA16	-0.119166666666667
C1orf135	-3.84225
USP51	0.37075
TESK1	0.94225
C11orf64	-0.022125
ZNF611	0.0665
PDE6G	0.0485
HLA-DQA1	3.25625
GCLC	-0.426875
SEC61A1	-0.0885
TWSG1	-0.845916666666667
ZMYND10	-0.1835
CTDP1	0.703125
ADAMTS6	-1.88683333333333
SLIT1	-2.549
KRT86	-0.238
KIAA0574	-1.78175
GTPBP2	-0.622
PQLC3	0.34825
PRRX2	-0.677
C15orf44	-0.0345
MKKS	-0.582125
C11orf10	-0.3745
GPR110	2.328
CD109	-2.49533333333333
ADCY1	0.278333333333333
RHBG	-3.847
TP53I3	0.119625
SLC22A3	-0.6146
UCP2	-0.9855
FOXG1	-2.43883333333333
OR2AG1	-0.0255
TRIM24	-1.06025
PROC	-4.12875
TAAR6	-0.273
AMTN	-0.834
C10orf47	-0.369833333333333
DEPDC1	-3.9305
FLJ45557	-0.02425
ZDHHC17	0.477
KIAA1429	-0.152166666666667
KCNH1	-0.17675
VNN3	-0.212
PSMAL	4.491
PPARD	0.002125
HFM1	-0.63125
YBX1	-1.70266666666667
ZNF695	-2.5115
SCTR	-0.2706
DCDC1	-0.159
VPS26B	0.8031
MTF2	-0.726166666666667
ATP6V1F	-0.57925
CCDC94	0.76525
PERF15	0.1765
CCL11	0.43575
LMO7	-0.709875
DCST1	-0.5095
ADRBK1	-0.23025
CDRT4	0.357125
ZNF84	-0.29125
HOXD8	1.02425
STARD8	-0.233333333333333
FOXP2	-0.389875
CCDC103	0.3315
POLR3A	-0.5863
GSC	0.733333333333333
ZNF114	-1.22233333333333
HTR7P	0.899
LALBA	4.4595
RMND5A	-0.99
PSCD2	1.43075
ZNF409	-0.0105
KRTAP1-3	0.760666666666667
MAF1	0.6845
LOC201725	-1.71066666666667
NRN1	-1.64675
SPAG5	-4.03533333333333
DNAH7	1.67783333333333
FLJ43860	0.2565
BRCA2	-2.1645
ACADM	-0.181375
CXXC6	-1.845
RAGE	-0.955875
CHMP2A	-0.13775
FAM8A1	0.164
GPR21	0.311
SLC12A3	-3.19166666666667
FVT1	0.464571428571429
ZDHHC7	-0.274625
FLJ44048	1.13525
SLC44A3	1.523
SDSL	-0.375666666666667
MMP8	-0.394
PLA2G12B	-4.02233333333333
ACY1	-0.3365
MT1E	2.06633333333333
OR4K15	-0.039
TECTB	-0.1985
GPR20	0.058375
IRAK2	-0.436
RFPL3	-0.40175
MYO9A	0.502
NARG1L	0.424083333333333
BLMH	-1.1875
CCDC3	2.68633333333333
C9orf21	-0.412666666666667
KIAA0513	-0.877333333333333
MIER2	-0.2455
PNMA2	-1.19983333333333
SH3BP2	0.4533
ANXA10	-2.1105
RTN2	0.400833333333333
TFB1M	-1.2355
PRPH2	3.27175
C14orf133	-0.014
GOLGB1	1.35666666666667
IRX4	2.781125
NFKBIL1	1.24566666666667
C10orf62	0.21975
APBB3	0.92425
RPS10	0.5047
LOC728378	1.24875
TLE3	0.288722222222222
PSMB7	-0.337625
MESDC1	-1.182
SLC6A1	0.572833333333333
OCLN	-0.0820833333333333
PTTG3	-3.37266666666667
NAGLU	-0.3425
SERTAD4	1.288625
SPRY1	2.12425
FLJ10781	1.29208333333333
MYSM1	0.19075
TRIM4	0.796785714285714
SH3YL1	2.363625
TREM2	3.357
SERPINI1	3.12475
HDHD3	1.17375
TMEM38A	0.379875
EID2B	-0.648
TDRD3	-0.366666666666667
SEDLP	1.27625
THSD7A	1.6965
NDST3	-2.4655
KLHL15	-0.350916666666667
DHRS12	2.3405
FBXO9	-0.0174285714285714
TNPO1	-0.546666666666667
MRPL13	-1.38866666666667
SNX5	-2.33783333333333
METTL6	-0.6935
SOD1	-0.163875
CHML	-1.80183333333333
PACS1	0.655375
SIRT5	-0.5556
CAPN2	-0.457666666666667
FXYD5	-0.5735
TWISTNB	-0.259
LRFN1	0.362833333333333
UBE1L	1.925375
UBE1C	0.01175
OR51B2	-0.543
OR4D11	0.355
C15orf2	-0.07
NR4A1	0.2535
LOC339047	-0.6615
TRIM17	1.09925
ATP5G3	-1.12092857142857
RPL15	0.687333333333333
ADAMTS8	1.353
HOXC4	-0.2815
C14orf37	1.943
CEACAM5	-2.571125
MYT1L	-0.0736666666666667
RASA2	0.802625
OSBPL7	0.1385
STAG1	-0.7535
GIMAP4	4.77933333333333
FUT3	1.02333333333333
PIF1	-3.029875
LPIN2	-0.4611
SH3PX3	1.06125
PDP2	-0.78625
PAPD1	-0.36375
ERP27	0.92575
APOOL	-0.8424
DIABLO	0.06025
TRHR	0.13625
ARMC9	-0.97675
RNF152	2.3415
SLITRK3	0.284333333333333
ZNF211	0.8167
PFDN1	-0.079875
RGS11	-0.608
HS6ST1	0.7193
AKR1D1	-1.807
TNP2	-0.0391666666666667
STK31	1.52983333333333
EML4	-0.631
SGTA	-0.219666666666667
HIST1H2BI	-1.1795
PSMD6	-1.90533333333333
KIAA1257	0.54525
C18orf55	-0.523833333333333
FLJ20273	1.899375
RPL28	0.242833333333333
EPYC	-0.016
NOX3	-1.0305
ELAC1	0.6325
METT11D1	0.0175
BIN2	0.00366666666666667
NACA2	1.23325
CCDC17	-0.74625
HM13	-0.3589
UBOX5	0.455
UBE2O	-0.265625
UBL5	-1.02325
APOLD1	1.7215
C9orf31	0.1125
TNFSF8	0.2265
ARHGAP29	0.367
PROKR2	0.199
PDE5A	0.7325
C6orf12	0.157
TOM1L1	0.4045
WHDC1	0.52825
FOXI1	1.50683333333333
RAB4A	0.779
TMEM39B	-0.58825
ATPBD1C	-0.4935
FARSA	-0.636
PLEKHG5	0.6975
CMAS	-0.255166666666667
OR7E24	-0.669
SLC30A1	-1.697
CDC42EP5	2.45383333333333
PLAC1	-3.34125
KLHL18	-0.52225
LBA1	0.0434
TAZ	0.18725
CRIP2	1.249
BTBD11	0.7765
C16orf72	-0.09175
DIO2	-0.839
LRRCC1	-0.601666666666667
CCDC136	-0.8805
PRX	1.17725
RBM5	0.6692
TMEM85	0.414
TUBGCP4	-1.21633333333333
APLN	1.34475
CDK7	-0.0618333333333333
SSR2	0.645916666666667
CRELD1	-0.00825000000000001
C19orf46	2.03275
GAL3ST4	0.822166666666667
KBTBD10	0.4465
IL28A	-0.2525
WDR27	0.881
MCM2	-1.81333333333333
SOX14	1.606
FLJ39743	-0.1345
KIAA0922	-0.30625
HIPK4	0.1535
FLJ25758	0.465
C16orf57	-1.1995
PDZD2	2.799625
MCC	1.71075
HHLA3	0.0988
ID2	-0.132
C20orf23	0.848166666666667
ZNF688	0.366
APOC2	-2.87733333333333
LOC440093	0.53825
FAM50B	2.0225
PWP1	-0.383
DNAH10	-0.10775
HIST1H2BA	1.29125
GPR56	0.7995
METAP2	0.0473750000000001
PAN3	1.415
STXBP4	-0.429
PDHX	0.235
MTA1	0.14
ZBED4	-0.327875
ZNF720	-0.10925
CDK2	-2.532125
RHOJ	1.725
CDC37	0.658166666666667
ZER1	0.8475
GRK4	0.477
PRPH	-0.15975
POLR2A	0.049875
OGFOD1	-1.682
NOL5A	-1.17875
PHEX	-1.159
FLJ16478	2.203
C20orf117	-0.252375
CAMTA2	0.4375
C11orf74	-0.000166666666666667
DDX17	0.914666666666667
C5orf27	2.003125
PLEKHA2	-0.3988
PDE4DIP	-2.226
SCN7A	0.138
ZNF559	1.14666666666667
CXCL10	2.07325
ZMYM4	-0.115833333333333
STK32B	-0.5032
KIAA0888	-1.8714
TACR3	0.8215
CKAP2L	-3.913
KIF1A	-1.04516666666667
RSPRY1	0.29225
VCAN	-2.19875
CYP27C1	-0.1065
SYDE1	-1.35633333333333
MED12L	-1.36375
ZDHHC21	1.132375
NHS	1.1995
TM9SF3	0.255333333333333
DDHD1	-1.222875
MAFG	-0.77525
BICD2	0.0943
C14orf119	-0.0108333333333333
C14orf43	0.434857142857143
CDH7	-1.8885
ALKBH5	-0.512
JUP	0.951125
TMEM41A	0.0175
MAMDC4	-1.21516666666667
CBX3	-0.85375
LRRC18	0.194
RBMXL2	-0.151
PLA2G4D	0.122
FGF13	0.118375
KIF3A	0.587
PDIA6	-0.67025
DCXR	0.44875
CASKIN2	0.27975
EHD1	-0.384166666666667
MARCKSL1	0.0131666666666667
ZNF496	0.344
SCAF1	-0.139
KCTD8	-0.41125
TRAF3IP3	1.06214285714286
LSR	1.22475
CXorf1	-0.2355
C14orf112	0.2595
EIF2B1	0.60175
OMP	1.2045
GSTZ1	0.72725
LOC92017	-0.03625
ISLR2	0.6825
C12orf36	0.4015
GATA2	-1.4
GABRA5	-3.432
CELSR2	-0.713071428571429
STAM2	-0.113
TNAP	1.299
PTPMT1	-1.003
GRP	6.05725
SV2A	-0.480166666666667
MAGEA12	-4.633
CACNG1	-1.1415
C18orf19	-1.30075
GSG1	-0.946166666666667
PTPRJ	-1.24271428571429
FRMPD1	0.013
ZNF668	-0.20525
PLEKHJ1	-0.254375
ADAT1	-1.0478
TMEM50A	0.3497
UCN3	0.2715
HOOK1	1.020125
IL17B	3.194
MLKL	-0.5885
TTC14	-0.302666666666667
KLHL5	-1.312
CRYL1	0.2575
FOXH1	-0.2895
NFYB	0.10375
PPM1G	-0.2995
GOLGA2LY1	0.3445
NMT1	-0.211
HADHA	0.5948
CHSY-2	0.26825
PLEKHF1	1.60028571428571
SAGE1	-2.6715
MUSTN1	0.51875
SUHW4	1.652
TFEB	1.147
ZFYVE27	0.3055
ATG12	-0.856
BMI1	0.343214285714286
ZIM3	0.148
MYH4	-0.46375
MASP1	-1.15341666666667
KIAA0984	0.29325
RPAP2	-0.0935
ASB5	1.32825
BOLA3	-1.80033333333333
MIA3	-0.0623333333333333
KRT35	0.23
KIR3DL3	-0.7695
MRPL51	-1.2505
SEMA3F	0.840666666666667
NDUFB2	-0.740166666666667
LOC253012	3.2835
FAM46C	-0.3848
G6PC	-3.028625
CSAG3A	-4.8075
PREX1	-0.436
SLC25A45	-0.081125
MAPKBP1	1.1487
CPE	0.6422
GNB1	-1.137125
CXCR6	3.0855
TRIM46	0.2945
C16orf3	0.577333333333333
HPSE	-0.576375
TIGD3	-1.1385
SPG3A	2.512
LCAT	0.106833333333333
ST6GAL1	-0.837888888888889
POMC	0.46575
FLJ36031	-0.266166666666667
NSMAF	-0.532333333333333
SKIL	-1.125
ADSS	-0.0935
HMGCS1	-1.8897
POLR3F	0.0193333333333333
RAB10	-0.5585
ZNF277P	0.387375
ZBTB7B	0.324
DHRS1	1.245375
ABCC13	-0.294
CNOT3	0.03025
NFKBIA	2.1755
GAK	0.587166666666667
SFT2D2	0.469833333333333
HOXA6	0.6425
CRTC1	0.432
LY6D	3.46716666666667
C20orf72	-0.150666666666667
CPT1A	-0.5105
LMO1	-1.8335
EIF3I	-0.0355
PRB4	0.27325
MCM3APAS	-1.778
C20orf132	-0.1312
FOXF2	-4.283
S100A12	-0.561
MLH1	-0.419
ACTN1	1.435
MRPL36	-1.03416666666667
C20orf106	0.08925
FBXO6	0.4335
MKS1	-0.0815
CX3CR1	-0.23325
PDE1B	0.2355
PLP1	-2.906
KISS1	-0.0421666666666667
C14orf2	-0.311
TBC1D3P2	-0.32475
COMMD6	1.209
ANKRD7	-1.012
PTCHD1	3.6625
NARS2	-0.8845
DOCK7	-0.361875
FAM127B	-0.480125
LOC390243	-0.443333333333333
N6AMT2	0.8835
ZNF391	0.16
DNAJB14	-0.375333333333333
WRB	0.11975
BPI	0.671833333333333
TTC4	-0.0745
FAM10A5	0.167
GOT1L1	0.0128888888888889
MAGED1	-0.81925
RESP18	0.38225
WFDC6	0.173
MT2A	0.842
C11orf56	0.747
KIAA1432	-1.6005
ROR1	-0.311125
HSD17B14	1.31533333333333
ZFAND2B	0.395
SAMD4B	0.03175
HEXA	0.088125
HNRNPU	-0.316636363636364
USP39	-0.755
NRD1	-0.774
R3HDML	-0.188
FLT4	0.6035
OMG	-0.269166666666667
OR52N4	0.0945
LOC399818	0.2415
ELA2	-1.88675
VENTXP1	-0.304
RFC5	-1.4645
OR52L1	-0.1845
PAX5	-0.1815
FBXO2	1.12475
GMEB1	0.1555
AKT3	-0.455833333333333
CRB1	-0.339
CTTN	-0.120166666666667
UTP15	-0.904166666666667
HSBP1	-0.707333333333333
PHF11	1.3955
NDEL1	0.952666666666667
USP8	-0.23
BAIAP2	0.3171875
SI	0.1615
ARSJ	0.193166666666667
BAAT	-2.7105
KCNS3	1.15216666666667
LOC126147	0.148833333333333
TMEM37	-0.90075
C1orf162	2.03066666666667
MBD1	0.1807
ITGAL	0.833
WDR73	-0.157666666666667
GKN2	-0.326333333333333
ARFGAP1	-0.56975
SLC5A8	-0.976666666666667
ZBTB40	-0.2675
CYP4B1	0.821833333333333
LYPLAL1	-0.40825
CHST3	1.82025
MAP3K9	0.381
BTAF1	-0.196
TFAP2E	0.5995
RBM35B	-0.271
LOC441251	-0.254
ANKRD25	-0.268777777777778
UQCRC2	0.2785
MAEA	0.37375
HYAL1	-1.4858
RNPEPL1	-0.372666666666667
CPSF2	-1.4335
PSD3	-0.2623
ABCA13	0.476125
AGR2	1.196125
GBX1	-1.3105
HDLBP	0.2375
ACY3	0.554
HECW1	-0.55225
ZNF519	0.668
HOPX	2.721875
ZNF304	0.989
OR12D3	0.644
FKSG43	0.62025
METTL1	-0.153
MFSD3	0.3257
PSPH	-2.08925
CLCA3	-0.3785
DARS2	-2.6885
CDC25A	-2.079
BAIAP2L1	-0.557
B3GNT5	0.854625
USP29	-0.14
ARHGEF10L	1.4618
ATOX1	-1.1215
ADAM30	-0.62525
DNASE1	-1.04375
STT3A	-0.7045
RAB6IP1	0.00475
PTN	2.8878
C1orf106	-0.239384615384615
HECA	1.896
RNF122	-0.11225
SLC22A18AS	-1.06333333333333
GNG8	0.0893333333333333
ELP4	-0.8405
FAM65A	-0.2345
RPL10A	1.15033333333333
IRS4	0.00750000000000001
MACF1	0.2898
SEC24D	-0.92
LOC374395	0.7705
TGFB2	-0.371125
MDFIC	-0.14475
CHRNE	0.569833333333333
PCMTD2	0.590666666666667
ATP6V0D1	-0.189666666666667
MTA2	-0.7155
LZTR1	-0.0956666666666667
RAP1A	0.483333333333333
AXIN1	0.0755
POLR1C	1.50675
TRIO	-0.983833333333333
PLXNA4A	-0.549333333333333
C5orf33	-0.784
DEPDC1B	-4.749125
ZNF473	0.197333333333333
MTM1	0.448
GPR107	0.0685
CSNK1A1L	0.188666666666667
FLJ14154	0.41975
NLRC4	1.852
ENPP4	1.56083333333333
PADI3	-0.648
RNF170	-0.296875
CG018	3.05116666666667
C16orf7	0.3175
KCNE1	2.92
NRM	-1.26933333333333
SLC37A3	0.344071428571429
TPD52L2	-0.8425
UNC5B	-0.57475
C12orf12	0.136666666666667
SDHB	0.25
CLRN1	0.044375
NUDT10	0.454333333333333
UGT3A1	0.120375
FBXW8	0.35275
RHOF	-1.059125
PTPLAD1	-1.0725
MYO3B	-0.5525
DERA	-1.2035
TPP2	-0.9275
C19orf53	0.403166666666667
GINS3	-1.311625
ST6GALNAC5	0.807
CHSY1	1.03475
MGC15705	0.2065
GPR83	0.023
EXT2	-0.0355
DOLK	-0.655
TUBAL3	0.5395
ACVRL1	1.6083
ABL2	-1.00941666666667
C14orf156	-1.3125
PTPRZ1	0.041
DIP2C	0.544125
LAMP1	0.830875
RXRA	-0.7997
MAP3K5	1.06125
ALKBH1	0.242833333333333
PDLIM7	0.262375
ARL14	-1.9
SNIP1	0.122666666666667
TIMP3	2.35466666666667
RGS3	-0.363333333333333
SPAG16	0.3916
ABHD4	0.31625
ARHGEF12	0.376583333333333
GLUD2	-0.522
RAC2	-1.1908
UAP1L1	0.2535
SLC18A3	-0.0015
YOD1	-1.53958333333333
RALY	0.401
HMOX2	0.141625
DGKH	-0.88025
DBNDD2	1.32
YIPF4	-0.121
THAP10	-0.92525
ZNF513	1.27325
HAGHL	-1.3265
ITGB4	1.91383333333333
CCDC141	-0.53
YTHDF3	-0.23175
C5orf28	1.01075
RPL7L1	0.3045
TMEM30B	1.09335714285714
ANKRD35	3.421
DUOXA2	-0.591
TBC1D5	-0.266
DFNB59	0.661
HRH4	0.1135
MYO6	0.5696
DNAJA4	0.303875
RBM24	-0.761375
CEACAM20	-0.95825
RBM23	1.17835714285714
NGFB	1.027
C1orf63	-0.2457
KRTAP7-1	-0.5705
PERLD1	1.08075
NPB	0.512
C17orf59	0.9264
HSPBAP1	-0.263
SLC15A4	0.000624999999999997
PRTFDC1	-0.0495
OSMR	-1.0285
CYSLTR2	-0.739
C19orf25	0.4813
KIAA1797	-0.6025
NLRP6	-0.0125
FAM105B	-0.9829
SCRN2	1.6165
LRRC58	-0.1896
RNF17	-0.290625
NEIL3	-4.978
FAM137A	-2.4425
SKP2	-2.21575
PARVA	1.00233333333333
PKLR	-1.986
RNF34	0.00387499999999999
A3GALT2	0.16675
C12orf50	0.192333333333333
SUNC1	-1.60875
FAM102B	-0.601
CCT2	-1.302
LRRC37A2	-0.4385
ARF4	-0.1555
SIKE	-0.457375
C8orf48	0.516833333333333
MBTPS1	0.239285714285714
GPSN2	-0.1605
NCF2	0.55325
SLC12A6	-0.172833333333333
MRPL48	-0.2005
HMGN3	0.811333333333333
LRRC62	-1.56825
PAX9	-0.93875
FAM55A	0.079
C20orf42	-0.236333333333333
SCML2	-1.49066666666667
BCL9	-0.45675
FAM40A	-0.3845
C9orf41	-0.955333333333333
ZNF774	0.874
LETM1	-2.1205
PLXNB1	1.7475
NIPSNAP1	0.225625
USP10	-1.021
F9	0.02775
LIPE	2.023
CNGB3	-1.379
C12orf52	-0.318625
PI4K2A	-0.14325
MED8	-0.4555
STAT4	1.824
FGD4	0.4005
RNF145	-0.0501666666666667
WDR32	-0.2827
CLDN2	-0.4025
TCEAL8	0.716
ZMYND8	-0.5069
PDXK	-0.6885
GATAD2A	-1.04875
PTGES3	-1.136
CCM2	0.3035
TAP1	0.458625
ZNF670	-0.24825
ETS2	0.454428571428571
C6orf166	-0.0388333333333333
PRMT2	0.984785714285714
OR4B1	0.1855
INTS8	-1.2635
CCDC102A	1.5965
CCDC83	-1.76366666666667
ITGA1	-0.3956
EPHA5	-2.56277777777778
FAM24B	0.0881666666666667
TSGA10	1.9735
HAL	-2.95966666666667
MYOT	2.049
SPACA3	0.6515
BCL2L2	-0.266833333333333
CUGBP2	-0.492333333333333
CCNB3	0.49825
RNF113B	-0.07875
MERTK	1.14675
BAG1	0.525
VPS36	-0.3745
ORMDL3	0.9187
C1orf190	1.358
ZNF625	-0.3695
CORO2B	-1.2605
ALOX15	0.042
CST1	-0.729
NUPR1	1.96183333333333
CCL7	-1.42175
SMCR5	-2.999
DSC2	2.735
RBMS2	-0.4525
GRIK4	-0.113
TRIM65	-0.1105
TMPRSS6	-0.504142857142857
TP53INP2	-0.5685
GLB1L	1.30966666666667
LOC388284	0.653
PUS1	-0.398142857142857
BCL9L	0.2695
OLFM1	-1.21833333333333
RET	-1.292125
MASTL	-2.50016666666667
ALX3	0.2935
IL1RL1	-0.402
ZNF765	-0.3687
C14orf138	-0.0485
SNX10	-2.18233333333333
TAC4	-0.184
C1orf64	1.228
POGK	-0.22275
MAPK9	-0.0705
ZNF366	3.42025
C8orf79	2.417
CLDN7	1.67825
OR5AT1	-0.0315
TRIM37	-2.4975
LRRC25	0.74625
GRHL2	2.1674
TEKT3	1.4285
LASS5	0.468
ABCC4	-2.65975
DLG3	-0.036125
VGLL1	2.989125
ZFP36L2	1.9045
MFRP	0.268166666666667
KIAA1799	1.10225
FLJ44379	-0.6465
PCNX	0.12275
ANXA9	-0.2
CYP4V2	0.3761
PIK3C2A	-0.40875
SRR	0.678
NOL3	-0.81525
IFITM2	-0.173
ARNTL2	-2.44375
ZNF595	1.4465
NLRP13	0.153
ASPH	-0.439875
CPA2	0.072
PVRIG	-0.5735
LEPR	0.405833333333333
C16orf42	0.8855
SH3BGRL	1.1865
FAM77D	0.652333333333333
FNDC7	-0.2845
C9orf6	0.0511666666666667
NOTCH2NL	1.08216666666667
PGBD1	-0.772833333333333
SYNGR2	1.33383333333333
PITPNA	-0.001125
PRPF4B	-0.3364
SLC43A3	-0.150785714285714
NRBP1	0.23675
SLC25A22	-0.5825
ILK	0.3525
SLC22A8	0.0143333333333333
MRPS7	-0.636375
PITX2	-1.3825
FABP3	1.09875
OR1L1	0.4175
LOC728215	-1.447125
BLID	-0.78
KIAA1217	3.27935294117647
TFPT	-0.32875
AP4B1	-0.67975
VBP1	-1.2645
OR1K1	0.2595
MORC3	1.074
BHMT2	-1.408
C3orf10	0.334875
FZD7	3.4425
WFDC10A	-0.498
PMS2CL	0.025375
CCDC32	0.313333333333333
FA2H	0.228
ALG13	-0.1765
TTLL7	-1.128
SPOCK3	-0.494
SLC13A2	0.68
AIM1	1.00475
GPRC6A	0.1635
EGR2	5.7585
MED11	1.02975
WWC1	2.7275
SH3GL3	-2.73
RIF1	0.128142857142857
PRLH	-0.2685
VLDLR	-1.064
DBT	0.0445
C21orf63	2.325
CGGBP1	-0.355125
KRTAP12-2	-0.038
TADA3L	-0.913625
ZBTB16	3.7915
PDGFB	1.20225
RFX1	0.11975
UQCRB	-0.0577
LOC133874	-0.691
HPS3	-2.449
LGALS3BP	0.0853
DKFZP564O0823	1.26814285714286
MRFAP1L1	0.764375
HOXA10	-0.546166666666667
NGB	-0.641
KIF21A	-0.921153846153846
IFLTD1	0.784
LZTS1	1.357875
ARHGEF3	1.36775
RHBDL3	-0.954
CSNK1G2	-0.402833333333333
ChGn	-0.967125
KIAA1244	0.5725
GABRB2	-0.0165
MGC72080	-1.23
CD27	3.16425
EGLN1	-2.3786
PEX13	-0.279
RWDD3	0.68625
RNF12	-0.778
GRIN2B	0.276
ADAMTS14	-1.02925
DYDC2	-1.16216666666667
ATP6AP1	0.3398
NR1H2	0.253166666666667
PDK2	0.8305
C3orf17	0.0901666666666667
SLC38A2	-0.932071428571429
SLC25A29	0.653333333333333
C15orf29	0.595
ADAM9	-1.831
TMUB2	0.943125
GPR176	-1.1555
AGK	-0.567875
MCCD1	0.2865
NDUFA4	-0.50875
TMEM146	0.25275
DUSP1	2.5525
UNQ6975	1.5455
EMX2OS	3.81125
INSM2	-0.241
LUZP4	-1.35
SETD6	0.7915
P2RY2	0.668
SLC45A2	-1.9275
RABGAP1	0.6805
UBXD5	0.11675
GPRC5A	-2.6319
PAK3	2.91883333333333
LOC63920	-0.573
TGFBR1	-0.0366
KRTAP6-3	2.84625
SFMBT2	-0.13625
CDC42	-0.4619375
C11orf35	0.529
TTLL2	-0.10975
UACA	1.458
CD97	-0.58
SETD5	-0.079
NINJ2	-1.6455
PTER	0.481666666666667
POMGNT1	-0.2085
KRTAP4-2	-0.6355
ECGF1	1.069875
HRB	-1.03590909090909
ATP1B2	0.2161
LOC400506	-0.80175
COL4A3BP	0.389
C6orf97	-0.40425
GRHPR	1.066625
TAS2R1	-0.315
SEMA7A	-2.1545
EDF1	0.59675
ODF2L	1.3096
PCID2	0.109333333333333
GTF2H4	-0.0518333333333333
ZCCHC3	-0.2595
CGB2	0.0303333333333333
NEUROD1	-0.35875
C20orf75	-0.023
RP5-1054A22.3	2.63366666666667
IFNA5	-0.439
ZNF134	0.6025
MGC119295	-0.4635
ZSWIM6	-0.399375
SMEK1	0.011
PCGF2	0.454125
C1orf102	2.02925
CYP2A13	0.6515
KCNH6	-1.0238
MDM1	0.2898
ALDH7A1	1.83866666666667
C9orf75	-0.35725
VDAC3	-0.53725
OR51T1	0.0615
EIF3F	0.626166666666667
KCNJ10	-1.02725
LENG8	0.417
EDEM2	-0.99425
CCNJL	0.233333333333333
DHX37	-1.083
CRYGN	1.323
AATF	-0.83375
ZNF630	0.875625
E2F5	-0.5485
WFDC13	-0.44325
FTSJ3	-0.6525
C4orf33	0.69025
LHFPL4	-2.75725
C19orf56	-0.264916666666667
SMAD4	0.24775
AFM	-0.321833333333333
G0S2	-0.7225
FCHSD2	-0.4433
RRP1B	-1.2138
EEF1B2	0.325666666666667
STAT6	0.738666666666667
ZNF195	0.128
GNL1	0.359
ZNRF2	-0.729
PER3	0.34075
ASB16	-0.1435
C10orf10	1.91971428571429
ADCY8	-3.66116666666667
C9orf58	1.57583333333333
ARMC10	-0.495
PSG1	-2.025
DHX34	0.05475
VARS2	-1.009625
NFIC	0.82225
ITPR2	1.66975
AGXT2	0.2995
OR6K3	0.0635
H2AFZ	-1.84091666666667
MLLT3	0.0848333333333334
COX4I2	1.01425
CCNT2	0.069125
PLK4	-2.869
NUMBL	-0.0358333333333333
MED16	0.75125
PLEKHQ1	-0.09075
GOSR1	0.642666666666667
BTG4	0.65525
RPL30	0.545083333333333
IGSF5	1.8995
IGFL2	-1.14416666666667
ELMOD2	-0.606833333333333
SHC3	-1.198
HAVCR1	-0.2305
DYNC2H1	0.332
RNF5	-0.541
C2orf7	-0.991
NLF1	0.557
KLHL25	1.17
LRP10	0.6178
KRI1	0.23125
PUS7L	-0.765833333333333
MGMT	1.65425
HOXD1	-1.63533333333333
CSH1	0.1777
ATG16L2	-0.26275
FLJ44635	1.743
CHODL	1.70625
EXOSC8	-0.7345
SLC28A1	-0.1755
MYO7B	-0.590833333333333
SEH1L	-1.1019
MTNR1A	-0.394166666666667
TSPAN5	0.651333333333333
CDC45L	-4.02466666666667
AMIGO1	0.9055
ATAD3A	-1.438
OSGIN2	-0.758166666666667
PDIK1L	0.142333333333333
DARC	3.632875
PIPSL	-0.448
SHMT1	-0.36675
CRISP3	-0.4515
POPDC2	3.42383333333333
ZRANB2	-0.125166666666667
FBXL8	1.322
TRIP13	-3.06990909090909
EIF5AL1	-0.959
POU5F1P3	-4.36833333333333
IL6	-2.30566666666667
CXorf38	-0.753833333333333
IFNA16	-0.1665
FBXL2	1.10266666666667
BRD1	0.2555
STATH	-0.88125
FBXO44	1.02133333333333
MCCC2	-1.23225
CDC2	-3.9277
C5orf23	-1.91875
IVD	0.907166666666667
C10orf122	-1.57375
MSL3L1	-0.2776
MVP	-0.7795
EPOR	-0.5678
ZMYM1	-0.1985
BCL7C	0.489
PSTPIP2	1.1734
LYPD1	-3.45575
OR8G5	1.385
ZP3	0.8085
BCAS4	-0.822
EDG6	1.354
ISY1	0.2245
PRAMEF2	-1.381
CUL1	-0.153125
RNF213	-0.5132
CCRK	1.39275
DHX9	-0.453625
C13orf29	-1.34175
NCKAP1	0.721666666666667
MRPL43	0.853357142857143
