Hybridization REF	TCGA-E2-A14Q-01A-11R-A12D-07
MTA1	0.230166666666667
ZBED4	-0.3325
ZNF720	0.724
CDK2	-1.17925
RHOJ	0.76475
CDC37	0
ZER1	0.54475
GRK4	0.99625
PRPH	-0.11425
POLR2A	0.326125
OGFOD1	-1.20775
NOL5A	-1.64375
PHEX	-0.2285
FLJ16478	0.29075
C20orf117	-0.7195
CAMTA2	0.5825
C11orf74	0.0443333333333333
DDX17	-0.00483333333333331
C5orf27	0.30875
PLEKHA2	-1.1645
PDE4DIP	-0.5325
SCN7A	0.692
ZNF559	0.211333333333333
CXCL10	3.434
ZMYM4	0.38
STK32B	-0.173066666666667
KIAA0888	-1.4576
TACR3	0.1645
CKAP2L	-1.33225
KIF1A	-1.07833333333333
RSPRY1	0.61575
VCAN	0.902
CYP27C1	0.1185
SYDE1	-1.287
MED12L	0.384
ZDHHC21	1.209375
NHS	0.119
TM9SF3	0.948333333333333
DDHD1	-0.7175
MAFG	-0.919083333333333
BICD2	-0.6429
C14orf119	0.0605
C14orf43	0.831
CDH7	0.831
ALKBH5	-0.5455
JUP	0.98125
TMEM41A	0.0805
MAMDC4	-0.967666666666667
CBX3	-0.596375
LRRC18	0.22875
RBMXL2	0.1135
PLA2G4D	0.218666666666667
FGF13	1.619875
KIF3A	1.46633333333333
PDIA6	-0.8805
DCXR	1.03425
CASKIN2	0.73775
EHD1	0.446166666666667
MARCKSL1	1.19383333333333
ZNF496	-0.329666666666667
SCAF1	1.476
KCTD8	-0.24775
TRAF3IP3	0.326
LSR	2.099
CXorf1	0.261
C14orf112	1.35733333333333
EIF2B1	-0.42225
OMP	-0.0325
GSTZ1	0.6885
LOC92017	0.6095
ISLR2	0.3365
C12orf36	0.294
GATA2	-0.878333333333333
GABRA5	-0.509
CELSR2	-0.395785714285714
STAM2	0.7332
TNAP	0.1715
PTPMT1	-0.9035
GRP	5.52425
SV2A	-1.14683333333333
MAGEA12	-4.33975
CACNG1	1.3755
C18orf19	-1.4115
GSG1	-0.0363333333333333
PTPRJ	0.226928571428571
FRMPD1	0.0555
ZNF668	0.89425
PLEKHJ1	-0.139
ADAT1	-1.15
TMEM50A	1.2671
UCN3	0.1805
HOOK1	2.267125
IL17B	1.1535
MLKL	-1.61816666666667
TTC14	0.177666666666667
KLHL5	0.995625
CRYL1	0.222833333333333
FOXH1	-0.0975
NFYB	0.032375
PPM1G	-0.323
GOLGA2LY1	-0.6785
NMT1	-0.793625
HADHA	-0.0902
CHSY-2	1.46075
PLEKHF1	0.297428571428571
SAGE1	-1.6995
MUSTN1	0.24025
SUHW4	1.03575
TFEB	1.23083333333333
ZFYVE27	0.02
ATG12	-0.100166666666667
BMI1	0.855357142857143
ZIM3	0.053
MYH4	0.17625
MASP1	-0.682166666666667
KIAA0984	0.5525
RPAP2	-0.79775
ASB5	-0.09
BOLA3	-0.681333333333333
MIA3	0.700666666666667
KRT35	0.561
KIR3DL3	-0.571
MRPL51	-1.1325
SEMA3F	1.47883333333333
NDUFB2	1.00983333333333
LOC253012	1.55025
FAM46C	0.5056
G6PC	-1.652875
CSAG3A	-4.868
PREX1	1.752
SLC25A45	-0.164125
MAPKBP1	0.5142
CPE	0.8006
GNB1	0.017125
CXCR6	1.043
TRIM46	0.351
C16orf3	0.0881666666666667
HPSE	-0.571625
TIGD3	0.9105
SPG3A	3.043
LCAT	-1.32533333333333
ST6GAL1	-1.27694444444444
POMC	0.13075
FLJ36031	-0.668666666666667
NSMAF	-1.05783333333333
SKIL	1.315
ADSS	0.797833333333333
HMGCS1	-1.8397
POLR3F	-0.55
RAB10	0.85425
ZNF277P	-0.657
ZBTB7B	0.862625
DHRS1	0.894125
ABCC13	-0.0545
CNOT3	0.9185
NFKBIA	1.626
GAK	0.570666666666667
SFT2D2	1.08766666666667
HOXA6	0.091
CRTC1	0.23575
LY6D	-0.236
C20orf72	-1.01583333333333
CPT1A	0.433
LMO1	-1.121
EIF3I	0.22125
PRB4	0.37175
MCM3APAS	-1.661875
C20orf132	-0.1782
FOXF2	-2.7045
S100A12	0.00200000000000001
MLH1	-0.447833333333333
ACTN1	1.4189
MRPL36	-0.471666666666667
C20orf106	-0.595
FBXO6	1.543
MKS1	0.105833333333333
CX3CR1	-2.404625
PDE1B	0.658
PLP1	-3.4645
KISS1	0.0211666666666667
C14orf2	-0.327833333333333
TBC1D3P2	-1.21525
COMMD6	0.8587
ANKRD7	-1.305
PTCHD1	-0.3615
NARS2	-0.46775
DOCK7	-0.140875
FAM127B	0.227625
LOC390243	-0.326666666666667
N6AMT2	0.74075
ZNF391	-0.793
DNAJB14	-0.0263333333333333
WRB	0.174625
BPI	0.438333333333333
TTC4	-0.443833333333333
FAM10A5	-0.164
GOT1L1	0.1041
MAGED1	0.70425
RESP18	0.11075
WFDC6	-0.1865
MT2A	-0.1425
C11orf56	0.633
KIAA1432	0.732
ROR1	-1.196125
HSD17B14	0.665666666666667
ZFAND2B	0.315
SAMD4B	0.40525
HEXA	-0.089125
HNRNPU	0.423409090909091
USP39	-0.06
NRD1	-0.405
R3HDML	0.328
FLT4	0.4575
OMG	-0.0205
OR52N4	0.199
LOC399818	-0.56375
ELA2	-1.965
VENTXP1	-0.137
RFC5	-1.612
OR52L1	0.471
PAX5	0.2285
FBXO2	0.081
GMEB1	0.6825
AKT3	-0.3055
CRB1	-0.7045
CTTN	0.0775
UTP15	-0.405833333333333
HSBP1	-0.436583333333333
PHF11	2.19075
NDEL1	-0.0425
USP8	0.18175
BAIAP2	0.76175
SI	0.273666666666667
ARSJ	-1.19583333333333
BAAT	-1.8985
KCNS3	2.74516666666667
LOC126147	-0.00150000000000001
TMEM37	-1.1825
C1orf162	2.49933333333333
MBD1	-0.2794
ITGAL	0.5915
WDR73	-0.161166666666667
GKN2	1.76416666666667
ARFGAP1	-1.103375
SLC5A8	0.117166666666667
ZBTB40	0.4681
CYP4B1	2.98766666666667
LYPLAL1	-0.25675
CHST3	-0.11
MAP3K9	0.095
BTAF1	-1.25133333333333
TFAP2E	-0.019
RBM35B	0.1495
LOC441251	-0.191
ANKRD25	-0.4715
UQCRC2	0.0405
MAEA	0.738083333333333
HYAL1	-2.2527
RNPEPL1	0.721
CPSF2	-0.304375
PSD3	2.1597
ABCA13	-0.126571428571429
AGR2	4.38875
GBX1	-0.4765
HDLBP	0.485428571428571
ACY3	-0.5865
HECW1	-0.12825
ZNF519	-0.9155
HOPX	2.30725
ZNF304	2.83475
OR12D3	-0.1455
FKSG43	0.30525
METTL1	-1.04675
MFSD3	0.3501
PSPH	-1.35225
CLCA3	-0.242
DARS2	-1.4305
CDC25A	-1.94416666666667
BAIAP2L1	-0.872
B3GNT5	-0.998625
USP29	0.49825
ARHGEF10L	1.4707
ATOX1	-0.01
ADAM30	0.1045
DNASE1	0.08575
STT3A	0.721416666666667
RAB6IP1	0.419
PTN	3.6531
C1orf106	-1.43092307692308
HECA	1.363
RNF122	0.06125
SLC22A18AS	0.981833333333333
GNG8	0.187166666666667
ELP4	-0.14425
FAM65A	0.160666666666667
RPL10A	-0.222666666666667
IRS4	0.1045
MACF1	1.024
SEC24D	-0.1815
LOC374395	0.8535
TGFB2	0.225375
MDFIC	-0.28425
CHRNE	0.260166666666667
PCMTD2	-0.336
ATP6V0D1	-0.3645
MTA2	0.855
LZTR1	-1.01066666666667
RAP1A	-0.296166666666667
AXIN1	0.383875
POLR1C	-0.3365
TRIO	0.0354166666666667
PLXNA4A	-0.16575
C5orf33	-1.02575
DEPDC1B	-3.5225
ZNF473	1.04416666666667
MTM1	0.841125
GPR107	0.256833333333333
CSNK1A1L	0.767
FLJ14154	0.44275
NLRC4	2.0835
ENPP4	0.7085
PADI3	-0.1015
RNF170	0.00875
CG018	0.773
C16orf7	-0.18475
KCNE1	1.23675
NRM	-0.886333333333333
SLC37A3	0.120857142857143
TPD52L2	-1.19
UNC5B	0.70525
C12orf12	0.00133333333333333
SDHB	0.00775
CLRN1	0.288375
NUDT10	-0.727666666666667
UGT3A1	0.228125
FBXW8	-0.183375
RHOF	-0.43125
PTPLAD1	0.10675
MYO3B	3.43725
DERA	-1.3555
TPP2	-0.453
C19orf53	0.402333333333333
GINS3	-1.240875
ST6GALNAC5	0.406
CHSY1	0.66825
MGC15705	0.473
GPR83	0.307
EXT2	-0.22125
DOLK	0.66075
TUBAL3	1.59575
ACVRL1	1.3914
ABL2	-0.175416666666667
C14orf156	-0.4615
PTPRZ1	-1.901
DIP2C	0.492
LAMP1	1.60175
RXRA	0.2237
MAP3K5	0.48675
ALKBH1	0.7285
PDLIM7	-0.33
ARL14	-0.3685
SNIP1	-0.119
TIMP3	0.937
RGS3	-0.1645
SPAG16	-1.0569
ABHD4	0.29725
ARHGEF12	0.945166666666667
GLUD2	-0.0725
RAC2	-0.9545
UAP1L1	-0.545
SLC18A3	-0.069
YOD1	-1.06491666666667
RALY	-0.05725
HMOX2	0.958875
DGKH	0.1745
DBNDD2	1.816
YIPF4	0.225625
THAP10	-0.16825
ZNF513	1.01575
HAGHL	1.46933333333333
ITGB4	1.81766666666667
CCDC141	-0.652
YTHDF3	-0.16125
C5orf28	0.064
RPL7L1	-0.6645
TMEM30B	1.20742857142857
ANKRD35	2.421
DUOXA2	-0.3705
TBC1D5	-0.048125
DFNB59	-0.6575
HRH4	0.30475
MYO6	2.0333
DNAJA4	2.51225
RBM24	2.17275
CEACAM20	-1.89225
RBM23	-0.183785714285714
NGFB	0.261
C1orf63	-0.7447
KRTAP7-1	0.3765
PERLD1	1.28575
NPB	0.1425
C17orf59	0.442
HSPBAP1	-0.577
SLC15A4	-0.18775
PRTFDC1	-1.1755
OSMR	-1.00221428571429
CYSLTR2	-0.5315
C19orf25	0.4119
KIAA1797	-0.493
NLRP6	0.196
FAM105B	-0.2067
SCRN2	-0.619666666666667
LRRC58	-0.6557
RNF17	0.364625
NEIL3	-3.18
FAM137A	-0.64075
SKP2	-3.2865
PARVA	0.96425
PKLR	-1.158
RNF34	0.27475
A3GALT2	-0.06475
C12orf50	0.0893333333333333
SUNC1	-0.2955
FAM102B	-0.239333333333333
CCT2	-0.8945
LRRC37A2	-0.3545
ARF4	0.7945
SIKE	0.1195
C8orf48	2.54333333333333
MBTPS1	0.340142857142857
GPSN2	0.4925
NCF2	1.7955
SLC12A6	-0.0606666666666667
MRPL48	-0.55375
HMGN3	-0.483166666666667
LRRC62	-1.0385
PAX9	0.182875
FAM55A	0.5025
C20orf42	-2.021
SCML2	-1.0915
BCL9	1.03475
FAM40A	-0.78525
C9orf41	-0.694666666666667
ZNF774	-0.7515
LETM1	-1.04475
PLXNB1	0.609833333333333
NIPSNAP1	-0.33075
USP10	-1.10825
F9	-0.1915
LIPE	1.39825
CNGB3	0.576
C12orf52	-0.219125
PI4K2A	0.243
MED8	0.148375
STAT4	0.9182
FGD4	0.6815
RNF145	-2.56883333333333
WDR32	2.3927
CLDN2	-0.0626666666666667
TCEAL8	0.6075
ZMYND8	0.0593
PDXK	-0.417375
GATAD2A	-0.269
PTGES3	-0.4895
CCM2	-0.202
TAP1	1.702375
ZNF670	0.1555
ETS2	-0.0653571428571429
C6orf166	-0.000499999999999998
PRMT2	0.844357142857143
OR4B1	-0.001
INTS8	0.172
CCDC102A	0.05025
CCDC83	-0.5515
ITGA1	-0.4854
EPHA5	-0.9246
FAM24B	-1.32233333333333
TSGA10	2.0695
HAL	-1.245
MYOT	0.49575
SPACA3	0.19075
BCL2L2	-0.231
CUGBP2	-0.4115
CCNB3	0.75025
RNF113B	0.48125
MERTK	-0.3765
BAG1	0.83475
VPS36	0.04425
ORMDL3	0.0681
C1orf190	0.353
ZNF625	-0.06475
CORO2B	-1.283
ALOX15	-0.321
CST1	1.9155
NUPR1	1.5485
CCL7	-0.02075
SMCR5	-2.412
DSC2	2.659
RBMS2	0.17
GRIK4	0.5225
TRIM65	-0.1109
TMPRSS6	0.2535
TP53INP2	1.28125
GLB1L	0.204833333333333
LOC388284	-0.0228333333333333
PUS1	-1.00171428571429
BCL9L	0.149
OLFM1	0.711666666666667
RET	2.798625
MASTL	-1.57883333333333
ALX3	0.13925
IL1RL1	0.0795
ZNF765	-0.242
C14orf138	-0.92225
SNX10	-1.50333333333333
TAC4	0.1035
C1orf64	1.3395
POGK	0.48925
MAPK9	0.21225
ZNF366	2.92625
C8orf79	1.4703
CLDN7	2.5495
OR5AT1	0.5175
TRIM37	-1.65925
LRRC25	1.1355
GRHL2	2.9252
TEKT3	1.8285
LASS5	-0.1945
ABCC4	-1.47741666666667
DLG3	0.90475
VGLL1	0.694375
ZFP36L2	2.09966666666667
MFRP	-0.0803333333333333
KIAA1799	0.0015
FLJ44379	0.1425
PCNX	0.2055
ANXA9	1.386
CYP4V2	1.0854
PIK3C2A	0.73
SRR	0.1875
NOL3	-0.38075
IFITM2	1.0225
ARNTL2	-2.26575
ZNF595	1.0975
NLRP13	0.2425
ASPH	0.897875
CPA2	0.1855
PVRIG	-1.40083333333333
LEPR	-0.1755
C16orf42	0.447166666666667
SH3BGRL	3.02075
FAM77D	0.944833333333333
FNDC7	0.068
C9orf6	0.4825
NOTCH2NL	1.316
PGBD1	-0.3765
SYNGR2	0.4825
PITPNA	-0.194125
PRPF4B	-0.7924
SLC43A3	-1.82571428571429
NRBP1	0.2275
SLC25A22	0.22125
ILK	0.431
SLC22A8	0.2705
MRPS7	-0.481375
PITX2	-1.917
FABP3	-1.21925
OR1L1	-0.4745
LOC728215	-0.507875
BLID	-1.011
KIAA1217	2.73941176470588
TFPT	1.44
AP4B1	-0.77575
VBP1	-1.15275
OR1K1	0.136
MORC3	0.214
BHMT2	-0.300166666666667
C3orf10	0.932375
FZD7	1.08016666666667
WFDC10A	0.8665
PMS2CL	-0.465625
CCDC32	0.530333333333333
FA2H	-0.88975
ALG13	0.931
TTLL7	-0.8651
SPOCK3	0.27625
SLC13A2	0.3245
AIM1	0.46925
GPRC6A	0.2285
EGR2	4.72675
MED11	0.249
WWC1	2.01
SH3GL3	-3.1615
RIF1	-0.656071428571429
PRLH	-0.0205
VLDLR	-1.8905
DBT	0.024
C21orf63	1.41025
CGGBP1	-0.2345
KRTAP12-2	-0.068
TADA3L	0.3265
ZBTB16	4.3335
PDGFB	0.967875
RFX1	0.565875
UQCRB	-0.5148
LOC133874	-0.5305
HPS3	-1.87325
LGALS3BP	1.0488
DKFZP564O0823	1.48
MRFAP1L1	0.941375
HOXA10	-1.455
NGB	-0.016
KIF21A	0.0538461538461539
IFLTD1	0.2115
LZTS1	-0.618875
ARHGEF3	2.065
RHBDL3	-1.2335
CSNK1G2	-0.04575
ChGn	-1.10375
KIAA1244	2.36516666666667
GABRB2	-0.1025
MGC72080	-1.6785
CD27	3.306
EGLN1	-2.5353
PEX13	0.92
RWDD3	-1.0815
RNF12	-0.501666666666667
GRIN2B	0.2435
ADAMTS14	-0.480375
DYDC2	1.18583333333333
ATP6AP1	0.9156
NR1H2	1.1675
PDK2	0.12275
C3orf17	-0.5475
SLC38A2	-0.351928571428571
SLC25A29	0.403166666666667
C15orf29	0.113125
ADAM9	-1.41883333333333
TMUB2	-0.274875
GPR176	-0.0975
AGK	-0.53375
MCCD1	0.252
NDUFA4	-0.01725
TMEM146	0.295
DUSP1	1.214
UNQ6975	-0.366
EMX2OS	2.975
INSM2	-0.10075
LUZP4	-0.421
SETD6	-1.1415
P2RY2	1.09775
SLC45A2	-1.382
RABGAP1	0.7535
UBXD5	0.32125
GPRC5A	0.4264
PAK3	0.799166666666667
LOC63920	-1.04025
TGFBR1	-0.3435
KRTAP6-3	0.09425
SFMBT2	0.102
CDC42	0.278875
C11orf35	1.944
TTLL2	0.21575
UACA	0.654166666666667
CD97	-1.4414
SETD5	-0.17
NINJ2	-0.4525
PTER	-0.0346666666666667
POMGNT1	0.09375
KRTAP4-2	-0.013
ECGF1	2.347375
HRB	0.185545454545454
ATP1B2	0.000899999999999984
LOC400506	0.255
COL4A3BP	1.48575
C6orf97	1.90725
GRHPR	0.714625
TAS2R1	0.3425
SEMA7A	-1.6205
EDF1	0.87625
ODF2L	0.066
PCID2	-0.459
GTF2H4	-1.03916666666667
ZCCHC3	-0.496
CGB2	-0.0215
NEUROD1	-0.4825
C20orf75	0.1005
RP5-1054A22.3	1.75616666666667
IFNA5	0.547
ZNF134	2.24575
MGC119295	-1.0699
ZSWIM6	-0.066625
SMEK1	0.456166666666667
PCGF2	0.013125
C1orf102	2.72175
CYP2A13	0.779
KCNH6	-0.378
MDM1	0.3546
ALDH7A1	-0.210166666666667
C9orf75	1.29725
VDAC3	-0.214375
OR51T1	-0.22
EIF3F	-0.51
KCNJ10	-0.1525
LENG8	0.07575
EDEM2	0.41525
CCNJL	-0.488
DHX37	-1.08
CRYGN	0.445
AATF	-1.09825
ZNF630	1.399375
E2F5	-0.823
WFDC13	-0.55875
FTSJ3	-0.492333333333333
C4orf33	0.528
LHFPL4	-1.9345
C19orf56	-0.0414166666666667
SMAD4	-0.252625
AFM	-0.405833333333333
G0S2	-1.598
FCHSD2	0.3435
RRP1B	-1.2154
EEF1B2	-0.776833333333333
STAT6	0.206833333333333
ZNF195	-0.182
GNL1	-0.753166666666667
ZNRF2	1.219
PER3	-0.387125
ASB16	0.093
C10orf10	1.89464285714286
ADCY8	-2.69566666666667
C9orf58	-1.23283333333333
ARMC10	-0.123
PSG1	-0.2795
DHX34	0.1175
VARS2	-0.4445
NFIC	1.2625
ITPR2	0.71225
AGXT2	0.008
OR6K3	-0.086
H2AFZ	-1.52116666666667
MLLT3	1.23783333333333
COX4I2	1.11
CCNT2	-0.015
PLK4	-2.3615
NUMBL	-0.222666666666667
MED16	0.21925
PLEKHQ1	0.47125
GOSR1	0.140666666666667
BTG4	1.961
RPL30	-0.167083333333333
IGSF5	-0.1855
IGFL2	0.0758333333333333
ELMOD2	0.3335
SHC3	-1.27016666666667
HAVCR1	0.1895
DYNC2H1	1.291125
RNF5	0.0978333333333333
C2orf7	0.43125
NLF1	0.4435
KLHL25	0.813
LRP10	0.8859
KRI1	-0.3705
PUS7L	-0.3515
MGMT	1.478
HOXD1	-0.994166666666667
CSH1	0.1867
ATG16L2	-1.3415
FLJ44635	0.377
CHODL	0.28
EXOSC8	-1.11525
SLC28A1	0.025
MYO7B	-0.477666666666667
SEH1L	-1.2162
MTNR1A	0.0273333333333333
TSPAN5	0.0315
CDC45L	-4.25566666666667
AMIGO1	0.462
ATAD3A	-1.503375
OSGIN2	0.184
PDIK1L	-0.017
DARC	2.821625
PIPSL	0.5765
SHMT1	-1.1095
CRISP3	-0.0875
POPDC2	2.1135
ZRANB2	-0.972166666666667
FBXL8	0.08925
TRIP13	-2.09845454545455
EIF5AL1	-1.554
POU5F1P3	-5.29283333333333
IL6	-0.342
CXorf38	-0.352
IFNA16	-0.397
FBXL2	1.46316666666667
BRD1	0.183
STATH	-0.04025
FBXO44	-0.0385
MCCC2	0.46325
CDC2	-1.9593
C5orf23	-0.59125
IVD	0.348166666666667
C10orf122	-0.232
MSL3L1	-0.1483
MVP	1.60725
EPOR	-0.5998
ZMYM1	-0.5815
BCL7C	0.721333333333333
PSTPIP2	0.2241
LYPD1	-2.68475
OR8G5	-0.2005
ZP3	-0.578166666666667
BCAS4	1.34466666666667
EDG6	1.68375
ISY1	-0.38725
PRAMEF2	-0.2975
CUL1	-0.429
RNF213	0.7473
CCRK	0.8875
DHX9	-0.0025
C13orf29	0.3555
NCKAP1	0.0261666666666667
MRPL43	0.906571428571429
XPR1	-0.09375
PKN2	0.214
PODNL1	0.831
ZNF333	0.379
DALRD3	1.43575
OPN1SW	0.314
BTBD6	0.94325
C11orf82	-1.4465
OR5P3	-0.0755
DUSP11	0.09
L1CAM	-0.7239
NEK11	2.584
OR7E91P	0.926
CNTN3	1.0919
CREB3L2	-0.21625
ZBTB37	0.5375
KIAA1324L	1.22275
NDUFB10	0.728
NUDT2	0.50825
GTPBP8	-0.74925
CACNA1D	1.2495
PRKAA2	0.394
PRDM8	0.0505
MGC16075	-0.36
KRT14	1.69621428571429
PP8961	0.305
MRPL18	0.419
ABCG2	-2.26675
PACRG	1.92975
BBS2	-0.20025
KREMEN2	1.562
FBXO21	1.0165
HNRPUL1	0.439416666666667
GRB10	-0.48625
CLSTN1	1.095375
LMAN2	0.1601
C17orf61	-0.47475
NIPSNAP3A	0.91275
INSIG2	-0.942333333333333
PCDHB7	1.74266666666667
STXBP2	1.074
CMAH	0.0653636363636364
SEMA5B	-0.5405
ZNF155	0.5935
COQ6	0.532666666666667
PRPF4	-0.4825
TSPAN15	2.8945
VN1R5	-0.06675
LATS2	0.50925
SELK	0.54375
PGK2	0.2175
MS4A1	-0.216375
TYW3	-0.8921
KRTAP5-1	0.1685
RCCD1	-1.76033333333333
BTN1A1	0.2635
DDX28	-0.6745
TMEM65	0.13575
LOC92345	0.03675
TTC31	0.2515
WDR46	-1.11633333333333
CHP2	-0.528
LSP1	-0.0365
ZNF542	1.595
EXOSC1	0.13975
ARHGAP18	0.876
LRRTM4	-0.35075
MAOB	2.49066666666667
CACNB4	-0.0125
MGC33846	0.255125
RANBP3L	0.427625
ATP5L	0.40675
ONECUT1	-2.5215
NUDT9	-0.107
TMEM149	-0.3035
STX17	0.2975
IGSF10	-3.166
TMPRSS9	0.467
BMPR2	1.36308333333333
ALLC	0.41225
KLF7	1.25925
GCC1	0.6466
TIMM9	-0.8985
CDO1	0.683666666666667
MGC10701	-0.845833333333333
IFI6	1.4905
FRMD8	0.673
MGAT2	0.04375
WBP5	0.153333333333333
CNIH2	0.1305
KIAA0907	-1.3294
KCNH8	0.677
CTSG	-0.658
GRIK1	0.2875
CUL5	0.557
FRMD1	0.1165
OR9A4	0.1685
SYT6	-1.5595
FOXD4L2	0.367
ANAPC2	0.370666666666667
OPN5	0.3535
TAF13	-0.00525
LYG2	-0.483
GGNBP1	0.199
C11orf40	0.2725
OTX2	-0.757
REG4	-0.126
EIF5	-0.8710625
PALB2	-0.937
SEPSECS	-0.2844
RNASE3	0.02125
TRIM49	1.3075
POLR2K	0.1471
GPR42	0.139
C8B	-1.554
SASS6	-0.9905
PREB	-0.457333333333333
OR3A3	0.2675
TUBA8	0.409125
IGLV2-14	-1.406
STIL	-2.1205
ANKFN1	-0.809166666666667
NME7	-0.101
HOXC12	0.05875
UBE2C	-1.133
FHOD1	-1.59575
CDK2AP1	0.697416666666667
OR6K2	-0.05925
DHPS	0.1775
RPL5	-0.96075
TRGV5	0.229
LOC541472	0.00300000000000001
HCCS	-0.2925
DENND1B	1.906
LHX3	-0.537
OR5D16	0.1995
CXorf57	-1.7865
IRF2BP1	1.03075
NDST2	0.734
LCE3D	0.296
BOLL	0.224875
SYT3	0.56375
PIH1D2	1.00225
C20orf7	-1.27333333333333
IL1R2	-0.137666666666667
SLAMF9	0.743
PPME1	0.327125
PIK3CA	0.544
TRAPPC1	0.080125
COLEC10	-0.55325
SLC9A6	-1.21083333333333
PDDC1	-0.257916666666667
CCDC53	0.07875
GK3P	-0.75675
DAZL	-0.4865
BRI3	-0.33725
SDK1	-0.09475
CYP2C18	0.00025
IFI44L	2.786875
RPL3L	0.1025
FUT9	-0.137166666666667
KIFC2	-0.0381666666666667
PMP2	0.115375
SLC4A9	-0.1365
PLAG1	-1.15583333333333
MYCBP2	0.647166666666667
OR4E2	-0.0905
CCDC65	1.42875
C16orf82	0.00837500000000002
ENTPD4	0.248125
BRP44L	0.61625
PMP22CD	-0.05575
TMCO4	1.3195
KCNN1	-0.325666666666667
WDR35	0.088
CCDC80	2.15025
C3orf31	-0.768
SLC7A9	0.1405
TMEM190	-0.04525
DBC1	0.672166666666667
FADS3	-0.680333333333333
PDZD8	0.615333333333333
GRM5	-0.091375
AZGP1	4.465
PEX3	-0.322
MED1	-0.627928571428572
ATG4C	-1.25266666666667
HNRPH3	-1.193625
FAM109B	0.921
C4orf17	0.1885
CA10	0.0355
OPRD1	-0.072
CCL16	-0.69175
SACM1L	-0.9215
CST6	4.7935
CD63	1.2838125
LGI1	0.01775
ZNF784	0.52025
CRYBB1	-1.0335
CX3CL1	1.9116
TOP2A	-3.125625
GYPB	-2.94933333333333
GADD45GIP1	-0.45775
FEN1	-1.8875
IGF1R	1.267375
WDR72	0.299
PURG	-0.227166666666667
DEFB126	0.01075
PKD1L1	0.2695
CAV1	-1.6991
GNPDA2	0.7235
DGAT2	-0.9365
NLGN1	-2.89075
STRBP	0.823125
HPRT1	-1.14033333333333
FANCI	-2.065375
PSMA7	0.183875
DBF4B	-0.901
TTF1	-0.5285
RAD54L	-2.7465
ELOF1	0.09
PLAGL2	-0.33
ZNF256	2.393
HMGCL	0.346
MSI2	-0.824166666666667
RPESP	0.7605
C11orf60	1.00675
ABCD1	0.1345
ACAA1	0.657
SPARCL1	4.72457142857143
IL6ST	2.7037
ZNF319	0.389
TMEM109	0.1625
FAM90A1	-0.970833333333334
IL22RA1	-0.311
ATP4B	-0.1765
TEC	-1.29766666666667
C7orf30	-1.3605
TXNDC2	0.0631666666666667
ABCB4	-0.318
KIAA1191	0.726125
C9orf38	0.137
SFTPB	0.33225
CNTNAP2	1.61208333333333
FRK	2.566
TBX19	0.055
CHD4	-0.12925
C6orf26	-2.98733333333333
MOSC2	1.023
IKBKE	0.32475
HIF1A	-2.84916666666667
LOC595101	-0.145
RELA	0.452833333333333
TMEM16B	-0.861333333333334
ABHD12B	2.24675
TSEN34	1.4635
KIF18A	-2.24975
TXNDC9	-0.386666666666667
SPATA2L	0.279
SEMA4G	-1.3945
C21orf91	-0.44825
MATN1	0.055
KCNIP4	0.0948333333333333
TUSC1	1.551625
OR4C15	0.43775
ARMCX6	0.579583333333333
WBSCR27	-0.785333333333333
OR52I2	0.0835
KIAA1604	0.2825
DYNC1I1	-0.98125
PPP4C	1.4695
SLC47A2	-0.945333333333333
TREH	0.09825
CD48	1.38966666666667
ST14	2.334
PKN1	-0.48875
SPON2	2.1175
XBP1	1.86533333333333
SFRS12	-0.189666666666667
EFCAB6	2.13775
SELT	0.66775
SLC39A2	0.1875
ERF	-0.3835
ARL3	1.426875
SURF6	-1.0404
MLLT10	-0.425571428571429
FLJ11171	-0.353666666666667
TDGF1	-3.47816666666667
ERCC6	-0.4525
EIF2AK4	0.699375
BAZ1A	0.131
LRRN3	-0.132666666666667
TMC3	0.3545
EFTUD1	0.365
PTPRO	0.173833333333333
CLEC12A	0.087125
ACBD4	0.0415
ZDHHC14	0.216625
OTUD7B	1.24225
ACTB	0.8106875
MSRA	-0.069875
LCE5A	0.2895
IFI35	0.215
BSCL2	1.0885
ANKRD12	0.4585
CFHR2	0.29
RGAG1	0.776166666666667
HSFY1	0.356
SLC30A5	0.0745833333333333
IMPG1	0.5815
GPR109A	0.236
ZNF185	2.788
IYD	0.6995
NPCDR1	0.1805
SERPINA13	-0.0545
HMGCLL1	-0.2395
NEUROG1	0.379666666666667
UBQLN1	-0.030625
LIN37	0.5575
SOCS2	-1.16275
DSCR4	-0.634
XKR6	0.7935
GPR142	0.332
KRTAP13-3	-0.4695
CCDC15	0.480333333333333
MOS	0.0825
CD1E	-0.5145
OFCC1	0.4225
FAM83D	-3.15825
SRFBP1	-0.54175
C9orf96	-0.3815
DHDH	-0.0385
CCDC90A	-0.597
RABL3	0.2958
CD320	-2.0045
ANGEL2	0.318833333333333
MRPL21	-0.03575
SMG6	0.112166666666667
INSR	1.3865625
FLJ14816	-0.618
GLRB	0.335
C9orf89	1.84725
CIZ1	-0.1975
URG4	-0.216166666666667
LRDD	-0.856833333333333
CBY1	0.942333333333333
NFX1	0.0885
MTERFD2	0.140642857142857
C19orf23	0.2325
PGC	-2.5305
IER3IP1	-0.4664
RASAL2	0.374083333333333
C1orf89	-0.52475
SYNJ1	-0.469875
NFKBIE	0.84975
FLJ40125	-0.858833333333333
