Hybridization REF	TCGA-BH-A0H3-01A-11R-A12P-07
C4orf20	-0.2435
SLC9A2	-0.14275
ADD1	0.732071428571429
TAL2	-0.537333333333333
ACLY	0.04775
DNAJC1	2.1495
SOST	-2.10025
USP43	1.20383333333333
CYP4F12	-0.57075
FKBP5	0.65625
CHCHD5	1.031
NUDT22	0.682
CCDC85B	-0.2785
OR51G2	0.7415
STRN3	0.219
TMOD2	-0.22525
FLI1	0.701
MAB21L2	0.328166666666667
DGKQ	0.6345
VPRBP	-0.346666666666667
SCNN1B	1.3304
ECHDC3	1.2116
TMEM106C	0.334
CSNK2A2	-0.244
RPL39	-0.1049
HERC3	0.4003
ZBTB47	0.615333333333333
ZNF681	0.095
PAGE2	-2.2195
CLIC5	2.61321428571429
RABAC1	1.82275
ZFHX2	1.97775
YPEL1	-0.259166666666667
KIAA0776	-0.2225
NR1D2	-0.0525
DNAJC4	1.046375
NPNT	5.0948
ZNF677	0.266
ZNF536	-1.057
MEF2B	0.691083333333333
PTPN4	-0.76825
CTCFL	-5.8725
STX5	0.950833333333333
CD72	2.4075
VEGFA	-0.799105263157895
XRCC1	0.2943
MAS1L	0.6765
ELL	1.1345
SETBP1	2.51875
CDH11	4.196
NDC80	-2.23284615384615
DMBX1	-1.42325
NRSN1	0.593333333333333
BAT2D1	0.046375
CDS2	1.43166666666667
C1orf212	-0.3435
SENP3	-1.316875
IL1F9	-0.229
EEF2K	0.35775
COG8	0.118
CEP72	-1.52075
OR1L8	-0.168
MUS81	-0.958
PHYH	0.0975
GGT6	1.29033333333333
C22orf23	-0.710916666666667
C13orf33	2.72325
MAPK8IP2	2.225
NELL2	1.828
POU3F2	-2.18383333333333
ALPK1	1.428375
MRPS18C	-0.32975
RPLP2	0.2
FGF22	0.3955
SPNS1	-0.167166666666667
ZFP1	-0.13175
IL1RAPL1	-0.25025
PCSK9	-2.92983333333333
NKX2-1	0.0433571428571429
C6orf189	2.1815
SP4	0.185
SLC11A1	0.7467
C21orf25	-0.5855
ICAM2	1.017125
SH3GL1	0.0926666666666667
GSK3B	0.125
RALB	1.569875
PDXP	-1.32783333333333
GNGT1	-3.473375
KIR2DL1	0.579
TNFAIP3	0.424666666666667
C6orf32	0.584
CBLN2	-0.2305
PANK3	0.187
TAAR9	-0.609
WDR82	-0.0914285714285714
APOM	-2.444
TRIP10	0.08075
SPATA16	-1.01833333333333
C1orf135	-2.25975
USP51	-0.11875
TESK1	1.48075
C11orf64	-0.09775
ZNF611	-0.327
PDE6G	0.218
HLA-DQA1	4.206375
GCLC	-1.073625
SEC61A1	0.749
TWSG1	-0.432166666666667
ZMYND10	2.17225
CTDP1	0.36025
ADAMTS6	0.587333333333333
SLIT1	-1.92275
KRT86	-0.4425
KIAA0574	2.26775
GTPBP2	-0.2253
PQLC3	1.00675
PRRX2	1.07433333333333
C15orf44	0.102333333333333
MKKS	-1.028125
C11orf10	-0.1325
GPR110	-0.594875
CD109	-1.29908333333333
ADCY1	0.890833333333333
RHBG	-3.01375
TP53I3	0.662375
SLC22A3	-1.7684
UCP2	2.34275
FOXG1	-2.36183333333333
OR2AG1	0.347
TRIM24	0.17575
PROC	-2.897625
TAAR6	-0.00775
AMTN	-0.5425
C10orf47	1.143
DEPDC1	-3.74125
FLJ45557	4.08175
ZDHHC17	0.00887499999999998
KIAA1429	-0.381666666666667
KCNH1	0.77575
VNN3	0.147625
PSMAL	0.7775
PPARD	0.54275
HFM1	-1.874
YBX1	-1.893
ZNF695	-2.52175
SCTR	0.00449999999999999
DCDC1	-2.586
VPS26B	0.3723
MTF2	-0.323833333333333
ATP6V1F	0.791
CCDC94	0.874
PERF15	0.4975
CCL11	3.84825
LMO7	-0.916625
DCST1	0.569
ADRBK1	0.70775
CDRT4	-0.683125
ZNF84	-0.367
HOXD8	2.89725
STARD8	0.226333333333333
FOXP2	-1.01225
CCDC103	0.43575
POLR3A	-0.7065
GSC	1.746
ZNF114	-2.15133333333333
HTR7P	0.6695
LALBA	0.38
RMND5A	-0.085
PSCD2	0.221
ZNF409	0.564
KRTAP1-3	0.5425
MAF1	-0.1975
LOC201725	-1.80466666666667
NRN1	-1.8005
SPAG5	-2.30433333333333
DNAH7	0.878666666666667
FLJ43860	0.7375
BRCA2	-0.8905
ACADM	-1.666125
CXXC6	-3.55025
RAGE	-1.008125
CHMP2A	1.2695
FAM8A1	0.0468
GPR21	0.651
SLC12A3	-2.34
FVT1	0.768714285714286
ZDHHC7	-0.061625
FLJ44048	-0.13075
SLC44A3	0.901666666666667
SDSL	0.75
MMP8	-0.47025
PLA2G12B	-3.08116666666667
ACY1	-0.45775
MT1E	0.218333333333333
OR4K15	0.887
TECTB	0.0755
GPR20	0.54225
IRAK2	-0.2705
RFPL3	-0.0205
MYO9A	0.2705
NARG1L	-0.968666666666667
BLMH	-1.427625
CCDC3	2.60466666666667
C9orf21	-0.3835
KIAA0513	1.03683333333333
MIER2	0.5605
PNMA2	-1.40575
SH3BP2	0.8246
ANXA10	-0.47175
RTN2	-0.368333333333333
TFB1M	-2.3915
PRPH2	3.78875
C14orf133	-0.0125
GOLGB1	0.782666666666667
IRX4	1.973625
NFKBIL1	0.826
C10orf62	-0.02
APBB3	-0.25725
RPS10	0.1475
LOC728378	1.325
TLE3	1.79911111111111
PSMB7	-0.777875
MESDC1	1.246
SLC6A1	1.44
OCLN	0.546166666666667
PTTG3	-2.2685
NAGLU	0.33275
SERTAD4	1.638
SPRY1	1.64775
FLJ10781	0.705166666666667
MYSM1	-0.20275
TRIM4	0.194214285714286
SH3YL1	0.92875
TREM2	3.89466666666667
SERPINI1	1.3735
HDHD3	0.66175
TMEM38A	0.705875
EID2B	-0.8515
TDRD3	0.0861666666666667
SEDLP	0.73725
THSD7A	1.97116666666667
NDST3	-2.74325
KLHL15	-0.712583333333333
DHRS12	1.5505
FBXO9	-0.2965
TNPO1	-0.8495
MRPL13	-1.19916666666667
SNX5	-2.233
METTL6	-1.30025
SOD1	0.391875
CHML	-2.48983333333333
PACS1	0.691375
SIRT5	-1.0951
CAPN2	-0.2175
FXYD5	0.4265
TWISTNB	-0.252875
LRFN1	1.4655
UBE1L	1.845375
UBE1C	-1.306
OR51B2	0.08175
OR4D11	-1.2
C15orf2	0.052
NR4A1	0.347666666666667
LOC339047	-1.93
TRIM17	1.496625
ATP5G3	-0.952928571428571
RPL15	-1.28425
ADAMTS8	-0.2525
HOXC4	0.1265
C14orf37	2.2735
CEACAM5	-1.522125
MYT1L	-0.805166666666667
RASA2	-0.135
OSBPL7	-0.378
STAG1	-0.4675
GIMAP4	4.6045
FUT3	-0.74
PIF1	-2.774875
LPIN2	0.1122
SH3PX3	1.76725
PDP2	0.52875
PAPD1	-0.46875
ERP27	1.98675
APOOL	0.6591
DIABLO	0.44075
TRHR	0.132
ARMC9	-0.206375
RNF152	1.9705
SLITRK3	1.2275
ZNF211	0.2937
PFDN1	0.895875
RGS11	0.47125
HS6ST1	1.4144
AKR1D1	-3.218
TNP2	0.183333333333333
STK31	1.40683333333333
EML4	-1.29158333333333
SGTA	0.0693333333333334
HIST1H2BI	1.18166666666667
PSMD6	-2.52766666666667
KIAA1257	1.7235
C18orf55	-1.04316666666667
FLJ20273	2.11525
RPL28	-0.403333333333333
EPYC	3.491625
NOX3	0.003
ELAC1	-0.630166666666667
METT11D1	-0.86225
BIN2	0.0361666666666667
NACA2	-0.2105
CCDC17	-0.308
HM13	-0.31
UBOX5	-0.195125
UBE2O	-0.04375
UBL5	0.3695
APOLD1	1.869
C9orf31	0.3125
TNFSF8	0.743
ARHGAP29	0.537625
PROKR2	0.3295
PDE5A	-0.546166666666667
C6orf12	-0.4155
TOM1L1	-0.9375
WHDC1	0.387125
FOXI1	0.291166666666667
RAB4A	-0.7024
TMEM39B	-0.122
ATPBD1C	-1.60975
FARSA	-0.1735
PLEKHG5	2.2035
CMAS	-0.717
OR7E24	0.4625
SLC30A1	-0.658
CDC42EP5	2.34316666666667
PLAC1	0.9925
KLHL18	-0.642583333333333
LBA1	1.4248
TAZ	-0.50775
CRIP2	1.934125
BTBD11	-0.3785
C16orf72	0.055
DIO2	1.8214
LRRCC1	-0.482166666666667
CCDC136	-1.1675
PRX	0.437375
RBM5	-1.0664
TMEM85	-0.008
TUBGCP4	-1.32816666666667
APLN	1.203125
CDK7	-0.446833333333333
SSR2	0.615916666666667
CRELD1	0.08825
C19orf46	2.7365
GAL3ST4	0.421666666666667
KBTBD10	0.319
IL28A	2.35
WDR27	-1.4505
MCM2	-1.77
SOX14	-0.393
FLJ39743	0.188
KIAA0922	-0.895
HIPK4	0.7905
FLJ25758	0.488
C16orf57	-0.0346666666666667
PDZD2	0.877125
MCC	0.448125
HHLA3	1.0504
ID2	0.281
C20orf23	2.2135
ZNF688	1.69275
APOC2	-1.231
LOC440093	-0.07775
FAM50B	1.01283333333333
PWP1	-0.883
DNAH10	0.17425
HIST1H2BA	0.56325
GPR56	1.49216666666667
METAP2	-1.182875
PAN3	0.9585
STXBP4	-0.113125
PDHX	-0.4435
MTA1	0.552
ZBED4	0.32125
ZNF720	-0.63875
CDK2	-1.4925
RHOJ	0.948125
CDC37	-0.580666666666667
ZER1	0.99475
GRK4	-0.255
PRPH	0.2245
POLR2A	0.75275
OGFOD1	-0.51275
NOL5A	-1.8065
PHEX	-0.4685
FLJ16478	-0.01275
C20orf117	-1.508875
CAMTA2	0.36175
C11orf74	0.334166666666667
DDX17	-0.7495
C5orf27	0.553
PLEKHA2	-1.4782
PDE4DIP	-1.7129
SCN7A	0.645
ZNF559	-0.507166666666667
CXCL10	4.35875
ZMYM4	0.293333333333333
STK32B	0.180133333333333
KIAA0888	-4.1299
TACR3	0.5095
CKAP2L	-3.2215
KIF1A	1.54483333333333
RSPRY1	1.4205
VCAN	2.44175
CYP27C1	0.534
SYDE1	-0.674333333333333
MED12L	-0.26375
ZDHHC21	1.062875
NHS	0.1525
TM9SF3	0.940166666666667
DDHD1	-0.578125
MAFG	-0.8095
BICD2	-1.0173
C14orf119	-0.368833333333333
C14orf43	0.926714285714286
CDH7	0.845
ALKBH5	-0.00214285714285716
JUP	2.05775
TMEM41A	0.1695
MAMDC4	-1.05983333333333
CBX3	-1.352375
LRRC18	0.25575
RBMXL2	-0.134666666666667
PLA2G4D	0.550666666666667
FGF13	1.253625
KIF3A	0.249166666666667
PDIA6	-1.139
DCXR	1.7925
CASKIN2	1.38275
EHD1	1.78533333333333
MARCKSL1	1.69483333333333
ZNF496	0.259
SCAF1	1.46966666666667
KCTD8	-1.1445
TRAF3IP3	1.02907142857143
LSR	2.292
CXorf1	0.0886666666666667
C14orf112	0.290333333333333
EIF2B1	-0.674
OMP	0.107
GSTZ1	0.646
LOC92017	0.83025
ISLR2	1.3875
C12orf36	0.528
GATA2	-0.597166666666667
GABRA5	-2.0475
CELSR2	0.686857142857143
STAM2	0.7249
TNAP	-0.662
PTPMT1	-0.0181666666666667
GRP	7.078
SV2A	-0.951166666666667
MAGEA12	-3.88
CACNG1	2.6015
C18orf19	-1.20575
GSG1	-0.219666666666667
PTPRJ	-0.108785714285714
FRMPD1	-0.0205
ZNF668	1.42475
PLEKHJ1	-0.293625
ADAT1	-0.8794
TMEM50A	0.5773
UCN3	0.21
HOOK1	1.8515
IL17B	1.986
MLKL	-0.541
TTC14	-0.108833333333333
KLHL5	0.117375
CRYL1	0.503166666666667
FOXH1	0.3035
NFYB	-0.61875
PPM1G	0.09575
GOLGA2LY1	-0.89375
NMT1	0.06775
HADHA	-0.4727
CHSY-2	2.89875
PLEKHF1	0.960785714285714
SAGE1	-1.605
MUSTN1	1.021
SUHW4	0.97375
TFEB	2.04066666666667
ZFYVE27	0.5275
ATG12	-0.556833333333333
BMI1	-0.0055
ZIM3	-1.239
MYH4	-0.32475
MASP1	-1.2115
KIAA0984	-0.3805
RPAP2	-0.5135
ASB5	-0.235
BOLA3	-0.971833333333333
MIA3	0.211166666666667
KRT35	1.804
KIR3DL3	-1.408
MRPL51	-0.57775
SEMA3F	1.00633333333333
NDUFB2	0.539166666666667
LOC253012	-0.79
FAM46C	-0.9521
G6PC	-2.592
CSAG3A	-1.16133333333333
PREX1	2.2515
SLC25A45	0.784375
MAPKBP1	0.8988
CPE	0.8905
GNB1	-0.572
CXCR6	2.1095
TRIM46	-0.064
C16orf3	0.7465
HPSE	0.418
TIGD3	0.275
SPG3A	2.1135
LCAT	-0.897166666666667
ST6GAL1	-1.03772222222222
POMC	0.8645
FLJ36031	-0.680333333333333
NSMAF	-0.737833333333333
SKIL	0.8985
ADSS	-0.659666666666667
HMGCS1	-1.5196
POLR3F	-0.846166666666667
RAB10	0.15125
ZNF277P	-1.003125
ZBTB7B	1.207875
DHRS1	0.987375
ABCC13	0.565875
CNOT3	0.9065
NFKBIA	1.42325
GAK	0.626333333333333
SFT2D2	0.195666666666667
HOXA6	0.3245
CRTC1	1.18275
LY6D	-0.409166666666667
C20orf72	-1.18416666666667
CPT1A	-0.82475
LMO1	-1.0535
EIF3I	0.28675
PRB4	0.53075
MCM3APAS	-1.5095
C20orf132	-0.1656
FOXF2	-1.7795
S100A12	0.4435
MLH1	-1.69533333333333
ACTN1	1.5202
MRPL36	-0.580333333333333
C20orf106	-0.37325
FBXO6	1.54416666666667
MKS1	-0.234333333333333
CX3CR1	-0.76625
PDE1B	1.291
PLP1	-3.39275
KISS1	0.201666666666667
C14orf2	-0.108666666666667
TBC1D3P2	-0.38275
COMMD6	0.9999
ANKRD7	-1.3635
PTCHD1	-1.46914285714286
NARS2	-1.3765
DOCK7	-0.573625
FAM127B	0.616875
LOC390243	-0.0491666666666667
N6AMT2	1.13425
ZNF391	-0.9215
DNAJB14	-0.115166666666667
WRB	-0.656625
BPI	0.343166666666667
TTC4	-0.9475
FAM10A5	-1.02
GOT1L1	0.1324
MAGED1	0.752375
RESP18	-0.179
WFDC6	-0.11575
MT2A	-0.8635
C11orf56	0.663
KIAA1432	-0.824
ROR1	-0.593375
HSD17B14	1.29933333333333
ZFAND2B	0.422875
SAMD4B	0.68225
HEXA	0.565125
HNRNPU	0.218181818181818
USP39	-0.513875
NRD1	-0.22825
R3HDML	0.2785
FLT4	0.8515
OMG	0.0558333333333334
OR52N4	0.635
LOC399818	-1.26575
ELA2	-1.7475
VENTXP1	-0.1155
RFC5	-1.6985
OR52L1	0.115
PAX5	0.031
FBXO2	0.62275
GMEB1	0.5975
AKT3	-0.483
CRB1	-0.337333333333333
CTTN	0.352
UTP15	-0.555
HSBP1	-0.111
PHF11	1.8375
NDEL1	-0.274666666666667
USP8	-0.453
BAIAP2	1.0040625
SI	0.3475
ARSJ	-1.56566666666667
BAAT	-2.58675
KCNS3	2.57866666666667
LOC126147	0.405666666666667
TMEM37	-0.33475
C1orf162	3.08633333333333
MBD1	-0.4034
ITGAL	0.611666666666667
WDR73	-0.0913333333333334
GKN2	1.835
ARFGAP1	-0.338125
SLC5A8	-0.0158333333333333
ZBTB40	0.7994
CYP4B1	3.5525
LYPLAL1	0.12975
CHST3	-0.94925
MAP3K9	0.4025
BTAF1	-2.09266666666667
TFAP2E	0.134
RBM35B	1.40075
LOC441251	-0.2825
ANKRD25	0.137888888888889
UQCRC2	-0.8875
MAEA	0.0661666666666667
HYAL1	-2.1156
RNPEPL1	1.2605
CPSF2	-0.91475
PSD3	0.8322
ABCA13	-0.039
AGR2	0.890625
GBX1	-1.467
HDLBP	1.37092857142857
ACY3	0.02125
HECW1	-0.18375
ZNF519	-1.5575
HOPX	3.233625
ZNF304	1.30725
OR12D3	0.315
FKSG43	0.162
METTL1	0.18425
MFSD3	0.7769
PSPH	-1.8685
CLCA3	0.007
DARS2	-1.801
CDC25A	-2.44866666666667
BAIAP2L1	-0.8075
B3GNT5	-0.80375
USP29	0.08675
ARHGEF10L	1.7356
ATOX1	0.626
ADAM30	0.0855
DNASE1	-0.073
STT3A	1.11725
RAB6IP1	0.4185
PTN	2.1525
C1orf106	-1.51784615384615
HECA	0.755
RNF122	1.1695
SLC22A18AS	0.028
GNG8	1.58133333333333
ELP4	-0.586
FAM65A	0.658833333333333
RPL10A	-0.741333333333333
IRS4	0.3685
MACF1	1.4177
SEC24D	0.5145
LOC374395	0.7445
TGFB2	-0.57875
MDFIC	0.115375
CHRNE	0.737333333333333
PCMTD2	-0.582
ATP6V0D1	0.850833333333333
MTA2	1.507
LZTR1	-0.566833333333333
RAP1A	-0.430333333333333
AXIN1	-0.073375
POLR1C	-1.05175
TRIO	0.323583333333333
PLXNA4A	-0.0196666666666667
C5orf33	-1.16775
DEPDC1B	-3.580125
ZNF473	-0.498
MTM1	-0.333125
GPR107	0.2305
CSNK1A1L	0.152166666666667
FLJ14154	0.42625
NLRC4	2.681
ENPP4	1.70983333333333
PADI3	-0.058
RNF170	-0.09975
CG018	0.0325
C16orf7	0.60775
KCNE1	1.2715
NRM	-0.624
SLC37A3	-0.974285714285714
TPD52L2	-1.00033333333333
UNC5B	2.08975
C12orf12	-0.6318
SDHB	-0.94825
CLRN1	0.432625
NUDT10	-0.2195
UGT3A1	0.01375
FBXW8	0.294625
RHOF	-0.444375
PTPLAD1	-0.143
MYO3B	-0.94975
DERA	-1.274
TPP2	-1.00875
C19orf53	0.683333333333333
GINS3	-1.025
ST6GALNAC5	1.3645
CHSY1	0.0695
MGC15705	0.1535
GPR83	0.263
EXT2	0.26575
DOLK	0.6555
TUBAL3	-0.42525
ACVRL1	2.0385
ABL2	-0.952666666666667
C14orf156	0.254833333333333
PTPRZ1	-3.779625
DIP2C	0.645375
LAMP1	1.110875
RXRA	1.0774
MAP3K5	-0.4615
ALKBH1	0.326833333333333
PDLIM7	1.030125
ARL14	-1.6565
SNIP1	-0.464
TIMP3	2.55916666666667
RGS3	0.750666666666667
SPAG16	1.0793
ABHD4	0.6035
ARHGEF12	1.0995
GLUD2	-0.9945
RAC2	0.1448
UAP1L1	-0.303
SLC18A3	0.014
YOD1	-2.21283333333333
RALY	-0.0705
HMOX2	0.913625
DGKH	-0.1445
DBNDD2	2.665
YIPF4	-0.329125
THAP10	-1.061
ZNF513	0.837
HAGHL	0.228333333333333
ITGB4	1.10333333333333
CCDC141	-0.845
YTHDF3	-0.67375
C5orf28	0.62825
RPL7L1	-0.817625
TMEM30B	1.05
ANKRD35	2.0365
DUOXA2	0.11625
TBC1D5	-0.363
DFNB59	-1.201
HRH4	0.38675
MYO6	1.3558
DNAJA4	2.276125
RBM24	2.410625
CEACAM20	-0.77775
RBM23	-0.633714285714286
NGFB	0.191
C1orf63	-1.6945
KRTAP7-1	-0.416
PERLD1	2.923
NPB	0.476
C17orf59	0.6371
HSPBAP1	-0.19825
SLC15A4	-0.58675
PRTFDC1	-0.5935
OSMR	-0.840428571428571
CYSLTR2	0.48
C19orf25	1.1615
KIAA1797	-0.3645
NLRP6	0.474
FAM105B	-0.3941
SCRN2	0.3675
LRRC58	-1.2149
RNF17	-0.176
NEIL3	-3.434
FAM137A	0.81375
SKP2	-3.46325
PARVA	1.42983333333333
PKLR	-0.9585
RNF34	-0.44475
A3GALT2	-0.0785
C12orf50	0.055
SUNC1	-0.88925
FAM102B	-0.658166666666667
CCT2	-1.446
LRRC37A2	-1.2095
ARF4	0.0515
SIKE	-0.197
C8orf48	3.21833333333333
MBTPS1	0.411785714285714
GPSN2	0.866
NCF2	2.574
SLC12A6	0.137833333333333
MRPL48	-0.7905
HMGN3	-0.659166666666667
LRRC62	-0.56225
PAX9	0.4065
FAM55A	0.5625
C20orf42	-2.508
SCML2	-2.67916666666667
BCL9	0.83125
FAM40A	0.01375
C9orf41	-1.468
ZNF774	-0.4895
LETM1	-0.179
PLXNB1	-0.546833333333333
NIPSNAP1	-1.145625
USP10	-0.8125
F9	0.354
LIPE	1.40525
CNGB3	0.51
C12orf52	0.15675
PI4K2A	0.173375
MED8	0.086125
STAT4	1.5872
FGD4	0.1815
RNF145	-1.84633333333333
WDR32	1.5867
CLDN2	0.4465
TCEAL8	0.544
ZMYND8	-0.3011
PDXK	-0.431
GATAD2A	0.8615
PTGES3	-1.114
CCM2	0.08375
TAP1	1.580875
ZNF670	-0.2915
ETS2	-0.0390714285714285
C6orf166	-0.179666666666667
PRMT2	0.312285714285714
OR4B1	0.608
INTS8	-1.5065
CCDC102A	0.478
CCDC83	-1.1545
ITGA1	0.4402
EPHA5	-2.0207
FAM24B	-0.7625
TSGA10	-0.04225
HAL	-2.05866666666667
MYOT	-0.162
SPACA3	-0.00700000000000002
BCL2L2	-0.413333333333333
CUGBP2	0.258333333333333
CCNB3	0.626
RNF113B	-0.04275
MERTK	-0.08225
BAG1	0.703
VPS36	-0.39075
ORMDL3	0.9948
C1orf190	0.338
ZNF625	-0.26275
CORO2B	-0.8195
ALOX15	-0.636
CST1	1.4895
NUPR1	3.05383333333333
CCL7	0.23125
SMCR5	-1.964
DSC2	0.937
RBMS2	1.01925
GRIK4	1.8975
TRIM65	-0.244
TMPRSS6	1.46114285714286
TP53INP2	0.0675
GLB1L	1.47733333333333
LOC388284	-0.282
PUS1	-1.15642857142857
BCL9L	0.7775
OLFM1	1.1915
RET	1.651125
MASTL	-2.2725
ALX3	0.82125
IL1RL1	0.077
ZNF765	-0.7742
C14orf138	-1.68625
SNX10	0.329166666666667
TAC4	0.1655
C1orf64	2.51525
POGK	0.39725
MAPK9	-0.70375
ZNF366	2.43275
C8orf79	0.8785
CLDN7	1.298125
OR5AT1	0.4795
TRIM37	-2.59
LRRC25	2.19625
GRHL2	3.4744
TEKT3	0.99925
LASS5	-1.0915
ABCC4	-2.32341666666667
DLG3	1.248
VGLL1	0.42225
ZFP36L2	1.90366666666667
MFRP	0.160833333333333
KIAA1799	-0.48525
FLJ44379	-0.0625
PCNX	-0.20975
ANXA9	2.0585
CYP4V2	0.7988
PIK3C2A	-0.77825
SRR	0.5335
NOL3	0.57375
IFITM2	2.6725
ARNTL2	-2.354
ZNF595	-0.1105
NLRP13	0.4935
ASPH	-1.202625
CPA2	0.502
PVRIG	-0.0515
LEPR	-0.9025
C16orf42	0.268333333333333
SH3BGRL	1.95725
FAM77D	-0.8675
FNDC7	-0.391
C9orf6	-0.455666666666667
NOTCH2NL	1.14
PGBD1	-0.538166666666667
SYNGR2	0.39
PITPNA	-0.7125625
PRPF4B	-1.4572
SLC43A3	-1.73557142857143
NRBP1	0.45075
SLC25A22	0.758
ILK	0.56525
SLC22A8	0.812833333333333
MRPS7	-0.66275
PITX2	-0.0405
FABP3	-0.840875
OR1L1	-0.1105
LOC728215	1.4915
BLID	-0.1535
KIAA1217	3.29011764705882
TFPT	1.3065
AP4B1	-0.59725
VBP1	-2.068
OR1K1	0.351
MORC3	-0.207
BHMT2	0.628833333333333
C3orf10	-0.150375
FZD7	0.832166666666667
WFDC10A	-0.1825
PMS2CL	-0.399625
CCDC32	1.0005
FA2H	0.49375
ALG13	-0.4015
TTLL7	-1.0831
SPOCK3	0.0355
SLC13A2	1.338
AIM1	0.40925
GPRC6A	0.922
EGR2	3.453
MED11	0.29275
WWC1	2.04125
SH3GL3	-3.2025
RIF1	-0.8815
PRLH	0.5935
VLDLR	-2.459
DBT	-0.2851875
C21orf63	0.36975
CGGBP1	-1.042625
KRTAP12-2	-0.2985
TADA3L	0.341375
ZBTB16	3.4315
PDGFB	1.77325
RFX1	0.793875
UQCRB	-0.0511
LOC133874	0.18
HPS3	-2.7775
LGALS3BP	2.1701
DKFZP564O0823	1.74264285714286
MRFAP1L1	0.447875
HOXA10	-0.864
NGB	0.0755
KIF21A	-0.649461538461538
IFLTD1	0.067
LZTS1	0.280625
ARHGEF3	0.605
RHBDL3	1.7375
CSNK1G2	0.704916666666667
ChGn	-0.82825
KIAA1244	0.9195
GABRB2	0.3885
MGC72080	-0.322
CD27	4.079
EGLN1	-2.0704
PEX13	0.38075
RWDD3	-0.1045
RNF12	-0.810666666666667
GRIN2B	-0.127
ADAMTS14	-0.024375
DYDC2	0.402333333333333
ATP6AP1	1.0627
NR1H2	0.699
PDK2	0.9005
C3orf17	-0.355833333333333
SLC38A2	-0.859357142857143
SLC25A29	0.358
C15orf29	-0.45975
ADAM9	-1.73641666666667
TMUB2	0.591
GPR176	-0.49125
AGK	-0.44175
MCCD1	1.17025
NDUFA4	0.053
TMEM146	0.08925
DUSP1	1.68275
UNQ6975	0.218
EMX2OS	3.53075
INSM2	-0.261333333333333
LUZP4	-0.422
SETD6	-0.826
P2RY2	2.6265
SLC45A2	-1.003
RABGAP1	0.552333333333333
UBXD5	0.72225
GPRC5A	-0.1949
PAK3	0.321666666666667
LOC63920	-0.683
TGFBR1	0.0343
KRTAP6-3	0.33525
SFMBT2	-0.18875
CDC42	0.336625
C11orf35	1.339
TTLL2	-0.067
UACA	0.451666666666667
CD97	-1.3549
SETD5	-0.56
NINJ2	0.5495
PTER	0.2335
POMGNT1	1.24375
KRTAP4-2	0.0855
ECGF1	3.527875
HRB	-0.678181818181818
ATP1B2	0.3544
LOC400506	-1.05525
COL4A3BP	0.6915
C6orf97	0.9965
GRHPR	0.018125
TAS2R1	0.152
SEMA7A	-1.1455
EDF1	0.6715
ODF2L	-0.0295
PCID2	-1.23933333333333
GTF2H4	-1.01833333333333
ZCCHC3	-0.262125
CGB2	0.589833333333333
NEUROD1	0.191
C20orf75	-0.0625
RP5-1054A22.3	1.90566666666667
IFNA5	0.374
ZNF134	0.450666666666667
MGC119295	-0.9743
ZSWIM6	0.37075
SMEK1	0.273666666666667
PCGF2	0.967125
C1orf102	3.0945
CYP2A13	1.0045
KCNH6	-1.0537
MDM1	-0.3906
ALDH7A1	-0.225666666666667
C9orf75	1.356
VDAC3	-0.983625
OR51T1	0.403
EIF3F	-0.911333333333333
KCNJ10	-0.351375
LENG8	0.446
EDEM2	0.20875
CCNJL	-0.414333333333333
DHX37	0.188
CRYGN	0.257
AATF	-0.442875
ZNF630	1.036125
E2F5	-1.8885
WFDC13	-0.52125
FTSJ3	-0.0225
C4orf33	1.23425
LHFPL4	-2.42425
C19orf56	-0.012
SMAD4	-0.569375
AFM	-0.604833333333333
G0S2	-0.456
FCHSD2	-0.1642
RRP1B	-0.5808
EEF1B2	-1.153
STAT6	1.5525
ZNF195	0.098
GNL1	-0.511333333333333
ZNRF2	0.292
PER3	0.384125
ASB16	0.00275
C10orf10	1.34407142857143
ADCY8	-3.16183333333333
C9orf58	0.514
ARMC10	-0.686166666666667
PSG1	0.0355
DHX34	-0.11825
VARS2	0.611875
NFIC	1.4795
ITPR2	0.8845
AGXT2	0.340833333333333
OR6K3	0.169
H2AFZ	-1.37458333333333
MLLT3	0.0978333333333333
COX4I2	2.52475
CCNT2	-0.81575
PLK4	-2.47975
NUMBL	-0.0445
MED16	1.05075
PLEKHQ1	1.759
GOSR1	0.310888888888889
BTG4	-0.367
RPL30	0.054
IGSF5	-0.53925
IGFL2	4.96116666666667
ELMOD2	0.409166666666667
SHC3	-1.2475
HAVCR1	0.3535
DYNC2H1	-0.788
RNF5	0.248666666666667
C2orf7	0.12625
NLF1	1.3275
KLHL25	0.60775
LRP10	1.1527
KRI1	0.09925
PUS7L	-0.471666666666667
MGMT	1.69425
HOXD1	-0.042
CSH1	0.136
ATG16L2	-0.67025
FLJ44635	0.422
CHODL	-0.126
EXOSC8	-1.59525
SLC28A1	0.305
MYO7B	-0.271666666666667
SEH1L	-0.8387
MTNR1A	0.0275
TSPAN5	0.165
CDC45L	-4.1465
AMIGO1	0.458
ATAD3A	-0.524625
OSGIN2	0.256333333333333
PDIK1L	-0.1125
DARC	3.37275
PIPSL	0.2765
SHMT1	-1.3715
CRISP3	0.6635
POPDC2	2.8285
ZRANB2	-0.6055
FBXL8	2.226
TRIP13	-2.75681818181818
EIF5AL1	-0.382
POU5F1P3	-4.57866666666667
IL6	-1.49
CXorf38	0.407
IFNA16	0.4965
