Hybridization REF	TCGA-BH-A0HA-01A-11R-A12P-07
HIATL1	0.245875
ADAMTS10	1.35766666666667
WDR55	-0.23175
MFSD5	0.596166666666667
OR4N2	0.0155
DUSP16	1.67455555555556
NLGN4Y	-2.0834
INHBC	-0.171916666666667
NUMA1	1.07225
DEFB123	-0.1385
GIPC1	0.28675
MGC27348	-0.452
FLJ33590	0.1795
FZD1	1.5675
MKL1	0.675
SAA2	2.6135
C1orf94	-2.6825
C7orf28B	-0.364
TMEM185A	0.28375
ZZZ3	0.3745
C16orf5	-0.12
GALNAC4S-6ST	1.2725
C1orf186	2.16825
IGFBP4	1.50683333333333
NDUFA10	0.567
CLIC2	0.5165
RNF13	0.0085
GPR103	-2.0495
CD69	-1.2655
MYOZ1	1.78275
IFNB1	-0.3725
CLNS1A	-0.50775
CXorf45	-1.27375
ZXDB	0.9275
FUNDC2	0.23925
GPA33	-0.284
C9orf70	0.1245
SLC2A9	0.444125
LOC126520	-0.6425
MAGEB1	-0.79825
LCE2A	0.2365
C18orf34	3.35
FMNL2	-1.206875
KRT85	0.34275
CRYGA	-0.3885
GEM	2.47875
THAP6	-0.0629
ALKBH3	-0.453166666666667
TM6SF2	0.09375
C20orf82	3.64625
RANBP2	-0.152166666666667
LIG3	0.4511
RETSAT	0.48025
OR8S1	0.302
CAST	-0.1585
TGFBI	-0.3051
C15orf37	-0.4575
PGM3	-0.703
SLC4A11	-1.287875
FAM123C	-0.251
TAOK1	1.299
CISH	1.67925
OGDHL	-3.67575
SPINT2	1.986
ZNF33A	0.068
CLDN18	0.306
RNF128	-1.21575
CCDC71	-0.15275
RASSF6	1.91033333333333
HSPG2	1.2235
ATP6V0E1	1.434875
ABHD6	0.17975
CD274	0.374
GCNT1	-0.35525
NT5C1A	0.414666666666667
TM4SF5	-3.9045
C21orf58	-2.04583333333333
SUCLA2	-0.24975
RFTN2	3.40275
SCNM1	0.18675
SLC9A10	-0.009
FUNDC1	-0.269
SLC35F4	-3.05125
AMD1	-1.1005
COL6A6	4.8815
OR4K2	0.8125
TRIB2	-0.351166666666667
LOC91461	-0.80975
GHSR	0.4105
ATP8B1	1.689
C1orf78	2.01733333333333
RNF183	0.296166666666667
STX4	0.596
TPPP2	-0.902875
MYBPHL	-2.514
TXNDC6	-0.00420000000000003
C9orf47	1.8325
FAM137B	0.0315
FANCB	-2.7855
C11orf9	-2.39975
DPY19L1	-1.1105
VDAC2	-0.834166666666667
VHL	-1.38475
LMBR1	0.0685
C8orf44	-0.9025
ZPBP	0.32225
FGF23	-2.232
C21orf67	0.31425
PCNT	-1.373375
BCKDHB	-0.0986
GALNTL5	-0.75625
BET1	-0.561875
ARL13A	0.617
HDAC6	-0.714375
N4BP3	1.2435
OTOP1	-0.054
TTC30A	1.229875
CRISP1	-0.3495
KRT32	0.6855
VSTM1	0.342
ZNF622	-0.34
POLR3B	-0.3686
DNAJC10	0.462375
C12orf54	2.3315
ADIPOQ	3.36116666666667
RIT2	0.054
CD44	0.0857
ABCA3	1.366
RPS17	-0.48375
FEZF1	0.032
PCDHB15	-0.26125
KCNMA1	-1.0145
CCDC116	-3.2215
C15orf27	-1.9855
NARG2	-0.3815625
ITGA5	-0.389
MEFV	0.631
TUT1	-0.55575
LOC541473	-0.081
NMBR	1.003
GLT1D1	-2.73566666666667
ABCB7	-0.71125
PFKP	-2.08272727272727
C9orf91	0.541
LRRC41	0.618166666666667
C1orf85	0.887666666666667
ATP5F1	-0.3045
STOX1	-1.132625
GFOD2	0.44325
SLC25A3	-0.1305
ZNF646	0.3631
ZAR1	-1.152
OSTbeta	-1.8385
GALNT3	1.57475
IFT122	0.516166666666667
LDB3	1.1019
GARNL1	0.531428571428571
HOMEZ	0.480333333333333
LRRC6	3.482
ANGPTL5	-0.19925
UBAC1	-0.75125
DLEU7	-0.0496666666666667
RPL19	0.253375
TOP1MT	-0.593166666666667
LOC643641	0.099625
MBD3L2	-0.747
NTSR1	-0.321833333333333
WISP2	1.7305
GPSM2	-1.491
RDH10	0.4455
PRKCG	-0.2525
HIST1H4J	-0.3275
MON1B	-0.1936
MLF1IP	-2.65283333333333
ZNF446	0.8375
COL4A5	0.2621
SLC26A1	0.331214285714286
RGN	-1.772
CCNB1	-3.4685
C9orf165	-0.03575
CCDC28B	-0.24725
CCDC97	0.5665
FGR	2.067
MSRB3	0.9668
EPN2	0.271
COX15	-0.531833333333333
KCNK6	-0.3905
XK	-4.87675
GDA	-4.971375
HEPH	-0.069
THRAP3	0.314625
MET	-1.49264285714286
PHYHIP	1.21675
LYAR	-1.30883333333333
ING3	0.166
AK7	-1.00775
CCT8L2	-0.339125
COPS7A	-0.111666666666667
WSCD1	-0.6225
RNF185	1.521875
TNS3	0.858
KNDC1	-1.03183333333333
RWDD4A	0.4465
MED13L	0.7384
ZFYVE1	0.59125
C7orf44	-1.22233333333333
MRPL1	-0.4885
STGC3	-1.4325
TEAD1	-0.931666666666667
RPL7A	0.208
ARL6IP1	-0.2028
C1orf178	-0.935
CTAGE5	0.391583333333333
TMEM184A	-0.212666666666667
SLC25A14	-0.23475
CACNG5	0.19925
ATXN10	0.4774
ECH1	0.6085
CCL22	1.0025
CYP2F1	-1.94166666666667
GADL1	0.4165
TMEM19	-0.6083
RUNX3	0.109
EFNB1	0.318666666666667
LIPN	-0.00750000000000001
ACSM3	-3.8035
SIGLEC8	1.52716666666667
ASCC3L1	-0.25275
NOL8	-0.110625
RELT	-1.24116666666667
Magmas	-0.43375
PPP1R15B	0.5479
C11orf2	1.29
VKORC1	-0.0695
MGC26647	1.26766666666667
TRPM6	0.704833333333333
UGT2B7	-5.00516666666667
FEV	-0.14075
FOXK2	-0.0788
PDCD5	-1.10683333333333
SLC8A1	1.5206
DGUOK	-0.709
CLDN16	0.4455
GAGE1	-1.801
RBM17	-0.2154
C1QTNF3	1.5965
VGLL3	0.144166666666667
UNQ5830	-0.4015
CD1A	-2.50266666666667
SCGB1C1	-0.0975
SUPT4H1	-0.417375
TRAF5	0.27175
ASAHL	0.392875
FAM73A	0.464833333333333
OR6B1	0.6655
WHSC1	-1.96215
GFPT2	0.52525
LOC339809	0.908
STARD5	1.29141666666667
SIP1	-1.08775
DNAJC15	0.04175
STAU2	0.073125
FAM98A	-0.633
RAD23B	0.0428125
LRRC33	-0.39325
CHRAC1	-0.66425
C21orf89	0.1815
C19orf43	0.788833333333333
KLK8	0.542833333333333
CCNE1	-2.724
PKDREJ	1.12366666666667
SSU72	-0.05275
C17orf73	0.239
GPR78	0.965
WHSC1L1	0.4142
GSTA2	-2.1365
SMUG1	-0.0025
UFM1	0.3535
AP3M2	-0.742166666666667
USP14	-0.6
FBXL14	1.21766666666667
DSTN	0.7535
SFRS14	-0.74675
FBXO31	-0.166166666666667
C12orf40	-0.68725
FRS2	0.80075
NR2E3	0.354
TUBB2C	-0.448
GMPR	-0.6795
C9orf139	-0.187
ING5	-0.0667142857142857
LOC730092	0.0763333333333333
ORM1	-4.42975
RP11-11C5.2	-1.6525
HSPD1	-1.4081
PIWIL3	-0.451666666666667
C5orf13	0.0627
OR5R1	-0.0955
LCOR	0.577875
PLEKHA9	-0.498
CCDC43	-0.6395
ZNF232	0.03675
SLC6A7	0.0755
ADH5	-0.444333333333333
SHBG	-0.692
CROCCL2	-1.16025
PANX3	-0.1605
CDIPT	0.7415
SLC16A5	1.08675
TUBB	-0.516875
TOR3A	0.2905
PREP	-0.275666666666667
ENTPD8	-0.0697142857142857
CHMP1B	-0.25475
SYT12	-0.0167
MYH6	-2.0374
MAP3K13	1.09916666666667
KLHL30	-0.0935
LCMT1	0.502125
EIF1AX	-0.496333333333333
FOXD4L1	0.2795
SLC24A5	-0.906
RNF166	-0.2743
TJAP1	0.118
TMEM156	-0.4815
ZNF239	0.61975
SNX19	0.9144
GKN1	0.169
FCN1	1.8917
C1QL1	-1.557
ATP11C	-0.341
ZNF35	1.31325
CARD8	-0.13375
LIMD1	-0.811833333333333
KIAA0286	-1.633125
XRN2	-0.701666666666667
CD6	0.461666666666667
TOX3	0.681625
ZSCAN4	-0.655333333333333
RSRC1	-1.33825
COG1	0.32225
PTRF	0.5947
C16orf35	-0.165
FBXO24	-0.43025
CHST11	-1.0385
THRB	0.5214
MYBPC1	5.0825
RNF39	1.39866666666667
PSMD11	-0.8345
ALAD	0.429666666666667
EN1	1.594
SLC9A9	1.19775
GSTM4	0.8045
CDC42BPA	-0.368210526315789
RCSD1	-0.28075
LUC7L2	-0.4616
SPTBN1	0.2863
LOC146167	0.2065
BAT5	0.8006
ZNF452	0.8585
LSM4	-0.915625
SRP72	-0.5699
SGK269	0.423083333333333
MTX1	0.70875
CENTA1	0.3405
UNQ9433	-0.86
ATR	-0.0944166666666667
DDX49	0.0508333333333333
PAQR8	-1.0655
C14orf174	0.9815
GBGT1	0.6095
THAP1	0.663
OR10K1	0.446
RASIP1	0.00166666666666663
DPYD	0.5709
DOHH	-0.3135
C18orf45	1.21425
POF1B	-1.1223
ZNF552	2.50175
USP32	-1.15375
MED27	-0.6175
C14orf149	-0.787166666666667
PRDX4	-1.26683333333333
ABHD12	-0.274
AGT	-1.963
SLC22A14	-0.41575
C1orf58	0.81925
PILRA	-0.942
ABCF2	-0.572
C17orf85	-0.3148
TKTL1	-1.05625
FGF1	2.3524
IL6R	0.203166666666667
VPS25	0.25025
CHRNB2	1.1495
COL7A1	-1.7849
LRRC48	3.32066666666667
SPG20	0.776
COX10	0.33075
GCA	0.30275
ECEL1	0.4295
GLG1	0.00733333333333333
SRD5A2L2	-1.29225
MUTYH	-1.117
ZNF70	-0.09275
L2HGDH	-1.28075
GPATCH2	0.76125
ZNF655	-0.593875
ZNF227	0.243666666666667
MCOLN2	0.354
NQO2	-0.8965
KCNQ5	-0.2265
NEU1	0.548
QRICH1	0.14975
ZBTB20	1.36316666666667
RPUSD3	-0.517
EPGN	-0.50425
TSN	0.0319166666666667
SPRY2	-0.786
LZTFL1	0.700875
GMFB	-0.150375
PBEF1	-0.8016
HBG2	-2.112
TMEM8	0.28425
PALM2-AKAP2	0.032
NFYA	0.347
FAM108A1	0.644875
PBLD	0.828125
NRG4	-2.52625
PIGF	-0.50025
PTGER1	0.4495
NOS2A	0.674166666666667
C21orf34	0.653333333333333
C21orf51	-0.254916666666667
IL17C	0.5865
TRMT6	-0.721
ETV2	0.413166666666667
CCDC109A	-0.092
MYLK2	-2.0695
ATP10A	1.4351
DPH4	-0.63975
C5orf5	-0.329666666666667
KCNA4	0.313
NMNAT2	-0.087
GLYATL2	5.102
LSMD1	1.080625
IL23R	-1.823
NRF1	0.1965
MUC15	-0.803
PRDM12	-2.649
PAQR4	-0.847357142857143
RBBP6	-1.1711875
IFI27	2.61925
SKAP2	0.00183333333333335
TAGAP	1.76725
TJP3	1.998
C9orf61	1.46675
IDS	-0.148142857142857
PARG	-0.4275
LOC131149	0.0105
DYRK4	0.237666666666667
MICALL1	0.237
GALR2	-0.304
GPBP1L1	0.88625
TBX21	3.68
KCNJ6	1.646
GGN	0.774
CASP5	0.645
RNF182	-5.6895
BRD4	0.059
DOK4	-0.616875
SLC46A2	0.847833333333333
SOX9	2.64316666666667
ZNRD1	-0.635833333333333
PRR6	-3.56
FAU	0.173625
DTNB	1.27716666666667
CARD9	0.773
STS-1	-1.412
SLC4A5	0.293875
NSBP1	-1.638
UGCGL2	-0.954166666666667
POTE15	-0.1775
NOXA1	0.6075
RP13-347D8.3	2.1515
SAMD10	-0.170333333333333
EP400NL	-1.72825
TCF21	0.81175
AMELX	0.9525
JPH2	0.4546
SLA	1.334
DLST	-1.46766666666667
SEPT12	1.44925
RGS20	-4.3835
LXN	0.632166666666667
ZNF419	-0.569875
UPK3B	-0.584
RELL1	0.64625
ESPNL	-0.26
KLHL21	0.236375
PI15	0.2485
C2orf61	-1.6965
LOC407835	-0.2215
RER1	0.558333333333333
ELAVL2	1.7805
MGC26718	-2.26275
KLF2	2.6445
TNFAIP8L3	1.14641666666667
TFE3	0.4585
C11orf17	-0.54425
15E1.2	-2.11
SNRPC	-1.12425
DLGAP1	-0.76075
PGLYRP1	-0.05325
OVCH2	-0.3355
IRF7	1.2173
SET	-1.3275
NAB2	-0.3715
LRP5L	-0.398
FAM120A	0.3658125
ASCL2	0.163666666666667
SHH	-0.194
ATP5H	-0.511333333333333
THPO	-0.347333333333333
TYRP1	-4.93166666666667
HIST1H3E	0.271833333333333
EIF2S1	-0.393777777777778
TNFRSF17	-0.779166666666667
TARSL2	0.22025
NKX2-8	0.84125
C1orf115	2.142375
LOC56964	0.351
KIAA0841	-0.665
ISCU	0.2445
TTMA	-0.264
ZNF414	0.776
LOC441150	0.64025
RAB15	0.18325
HBP1	1.18016666666667
TNNT2	-1.43366666666667
CECR5	-0.2895
PHGDH	-2.91075
JRK	-0.1328
XPO4	-0.724125
FAM131C	0.5515
ARHGAP25	1.1696
CA9	-3.266
GPR62	0.663833333333333
TLX1	0.0763333333333333
GPS1	-0.224
OR2M2	0.561
BDP1	-0.596428571428571
FAM70B	0.97375
RPS29	0.054
MKLN1	-0.072
TSPAN19	-2.61933333333333
SLC29A3	0.6357
LGALS4	-0.7875
USH2A	0.661666666666667
NF1	0.215
APOBEC3A	0.475166666666667
IMPAD1	0.295833333333333
OLR1	1.89616666666667
NRAP	1.4175
HCFC1R1	0.921666666666667
TAOK2	0.5645
MCM10	-3.5705
MAP4K3	0.397
CBS	-2.697125
CLK3	-0.3726
PCDHGA5	-0.543
ELF4	0.227625
FAM71A	-0.387
C11orf49	0.514
CLIP2	0.3775
BTBD9	0.7679
ZNF524	1.339
KDELR1	0.267833333333333
ZNF509	0.2935
NCSTN	1.473
ZNF533	1.34657142857143
PARP4	0.15025
GALNT9	-0.375666666666667
NPY	-3.62525
BEGAIN	-1.9165
TMEM77	-0.0238333333333333
FOXRED1	-0.675833333333333
SLC16A2	0.707666666666667
SLC35B1	-0.3845
GK5	-0.5275
SDCCAG10	-0.7315
C4orf20	0.25525
SLC9A2	-1.95625
ADD1	0.510357142857143
TAL2	-1.4895
ACLY	-0.426875
DNAJC1	1.397
SOST	-1.8315
USP43	1.4525
CYP4F12	0.30725
FKBP5	0.09725
CHCHD5	0.8373
NUDT22	0.12575
CCDC85B	-0.132
OR51G2	0.313
STRN3	0.692642857142857
TMOD2	0.652
FLI1	0.97325
MAB21L2	-0.804333333333333
DGKQ	0.31575
VPRBP	0.210333333333333
SCNN1B	-0.4586
ECHDC3	1.9599
TMEM106C	-0.52925
CSNK2A2	-0.6635
RPL39	0.2437
HERC3	-0.2532
ZBTB47	1.19766666666667
ZNF681	-0.52
PAGE2	-3.1335
CLIC5	2.94257142857143
RABAC1	0.697
ZFHX2	1.15525
YPEL1	0.4855
KIAA0776	0.434
NR1D2	1.0705
DNAJC4	0.684
NPNT	3.2284
ZNF677	1.193
ZNF536	-1.6825
MEF2B	-0.209
PTPN4	-0.537625
CTCFL	-6.523
STX5	0.799
CD72	1.4895
VEGFA	-0.830473684210526
XRCC1	-0.0717
MAS1L	0.402666666666667
ELL	-0.1272
SETBP1	1.7825
CDH11	3.6105
NDC80	-3.52338461538462
DMBX1	-3.15475
NRSN1	-0.285833333333333
BAT2D1	0.350375
CDS2	0.0226666666666667
C1orf212	0.247
SENP3	-0.100875
IL1F9	0.2665
EEF2K	-0.02625
COG8	0.29325
CEP72	-1.66975
OR1L8	2.561
MUS81	-0.504916666666667
PHYH	0.398625
GGT6	1.19283333333333
C22orf23	-0.491416666666667
C13orf33	3.997
MAPK8IP2	1.33625
NELL2	2.2765
POU3F2	-3.42933333333333
ALPK1	1.478625
MRPS18C	-0.62625
RPLP2	0.247125
FGF22	0.387
SPNS1	-0.0341666666666667
ZFP1	-0.41275
IL1RAPL1	-0.91825
PCSK9	-3.29766666666667
NKX2-1	3.37757142857143
C6orf189	2.3585
SP4	-0.1485
SLC11A1	0.8609
C21orf25	0.388666666666667
ICAM2	0.8245
SH3GL1	-0.0376666666666667
GSK3B	0.0236666666666667
RALB	0.781
PDXP	-1.25516666666667
GNGT1	-3.85014285714286
KIR2DL1	0.0965
TNFAIP3	0.74775
C6orf32	0.1681
CBLN2	1.95175
PANK3	0.931875
TAAR9	0.172
WDR82	0.462142857142857
APOM	-3.412
TRIP10	0.33675
SPATA16	-0.3822
C1orf135	-3.11675
USP51	-0.4155
TESK1	1.0215
C11orf64	-0.601857142857143
ZNF611	0.125
PDE6G	0.855
HLA-DQA1	3.66075
GCLC	-0.623875
SEC61A1	0.326714285714286
TWSG1	-0.262666666666667
ZMYND10	2.75175
CTDP1	0.7555
ADAMTS6	0.284
SLIT1	-2.38725
KRT86	-0.787
KIAA0574	-0.7045
GTPBP2	-0.43
PQLC3	1.10025
PRRX2	0.319166666666667
C15orf44	0.434833333333333
MKKS	-0.758125
C11orf10	-0.087
GPR110	2.38471428571429
CD109	-0.986416666666667
ADCY1	0.297
RHBG	-3.3285
TP53I3	0.786375
SLC22A3	-0.7401
UCP2	0.89275
FOXG1	-2.8136
OR2AG1	0.1445
TRIM24	-1.6955
PROC	-2.937875
TAAR6	-0.688666666666667
AMTN	-1.554
C10orf47	-0.715833333333333
DEPDC1	-3.989
FLJ45557	1.1045
ZDHHC17	-0.259125
KIAA1429	1.66733333333333
KCNH1	0.119
VNN3	0.251375
PSMAL	2.95
PPARD	-0.173625
HFM1	-1.28825
YBX1	-1.54083333333333
ZNF695	-2.79125
SCTR	-0.1454
DCDC1	1.205
VPS26B	0.4324
MTF2	-1.01866666666667
ATP6V1F	0.03925
CCDC94	0.5455
PERF15	-0.9535
CCL11	3.724
LMO7	-1.044875
DCST1	-0.8835
ADRBK1	-0.104375
CDRT4	-0.034875
ZNF84	-0.13275
HOXD8	2.34625
STARD8	0.1175
FOXP2	-0.558875
CCDC103	1.4145
POLR3A	-0.511
GSC	2.699
ZNF114	-2.46433333333333
HTR7P	1.2275
LALBA	0.8785
RMND5A	-0.350666666666667
PSCD2	1.2925
ZNF409	-0.0735
KRTAP1-3	0.192333333333333
MAF1	0.372
LOC201725	-1.20033333333333
NRN1	-1.470375
SPAG5	-3.35916666666667
DNAH7	2.31333333333333
FLJ43860	0.582
BRCA2	-2.31675
ACADM	0.048
CXXC6	-3.355625
RAGE	-1.345125
CHMP2A	0.47225
FAM8A1	0.3483
GPR21	-0.136
SLC12A3	-3.22766666666667
FVT1	0.600928571428571
ZDHHC7	-0.177125
FLJ44048	3.273
SLC44A3	1.62116666666667
SDSL	0.5155
MMP8	-2.04975
PLA2G12B	-4.09616666666667
ACY1	0.08325
MT1E	1.07366666666667
OR4K15	-0.4475
TECTB	-0.472
GPR20	0.378375
IRAK2	-0.83075
RFPL3	-0.162
MYO9A	0.2325
NARG1L	-0.412666666666667
BLMH	-0.537
CCDC3	2.66766666666667
C9orf21	-0.185666666666667
KIAA0513	-0.0196666666666666
MIER2	0.57475
PNMA2	-1.25691666666667
SH3BP2	0.5551
ANXA10	-1.81675
RTN2	1.01733333333333
TFB1M	-1.3945
PRPH2	4.0465
C14orf133	0.53925
GOLGB1	1.77475
IRX4	0.655875
NFKBIL1	0.365666666666667
C10orf62	-0.313
APBB3	0.19
RPS10	0.1532
LOC728378	0.35775
TLE3	1.47183333333333
PSMB7	-0.732125
MESDC1	0.375
SLC6A1	1.33233333333333
OCLN	1.89466666666667
PTTG3	-3.476
NAGLU	0.293
SERTAD4	2.11575
SPRY1	2.51925
FLJ10781	-0.26425
MYSM1	0.04825
TRIM4	0.498785714285714
SH3YL1	0.731375
TREM2	3.25033333333333
SERPINI1	2.03275
HDHD3	1.0745
TMEM38A	-0.663125
EID2B	-1.29875
TDRD3	0.209333333333333
SEDLP	0.292
THSD7A	2.74433333333333
NDST3	-2.85
KLHL15	-0.622666666666667
DHRS12	2.312
FBXO9	-0.372857142857143
TNPO1	-0.232833333333333
MRPL13	-1.2465
SNX5	-2.20233333333333
METTL6	-0.779
SOD1	-0.49175
CHML	-1.2995
PACS1	0.99675
SIRT5	-0.8142
CAPN2	-0.110166666666667
FXYD5	-0.0521666666666667
TWISTNB	-0.41675
LRFN1	0.641333333333333
UBE1L	1.874625
UBE1C	0.23
OR51B2	-0.79575
OR4D11	0.1205
C15orf2	0.589
NR4A1	0.402166666666667
LOC339047	-2.115
TRIM17	0.040625
ATP5G3	-0.707714285714286
RPL15	0.195083333333333
ADAMTS8	0.236
HOXC4	-0.118
C14orf37	2.272
CEACAM5	-1.10125
MYT1L	-0.559833333333333
RASA2	-0.142125
OSBPL7	-0.1395
STAG1	0.202
GIMAP4	4.52
FUT3	0.883833333333333
PIF1	-3.44025
LPIN2	-0.0421
SH3PX3	1.02025
PDP2	-0.895
PAPD1	0.017375
ERP27	2.93325
APOOL	-0.8527
DIABLO	0.16225
TRHR	0.26875
ARMC9	0.108125
RNF152	2.519
SLITRK3	0.694666666666667
ZNF211	0.4976
PFDN1	-0.384875
RGS11	1.333125
HS6ST1	0.7455
AKR1D1	-2.71925
TNP2	-0.153333333333333
STK31	0.533
EML4	-1.45366666666667
SGTA	-0.2695
HIST1H2BI	-0.3775
PSMD6	-1.85233333333333
KIAA1257	1.84275
C18orf55	-0.4695
FLJ20273	3.056375
RPL28	-0.211833333333333
EPYC	2.905625
NOX3	-0.196
ELAC1	-0.0956666666666667
METT11D1	-0.5225
BIN2	0.2255
NACA2	0.1765
CCDC17	-1.0545
HM13	-0.4435
UBOX5	-0.108125
UBE2O	-0.7365
UBL5	-0.41675
APOLD1	1.62175
C9orf31	0.43625
TNFSF8	0.2925
ARHGAP29	1.38275
PROKR2	0.3625
PDE5A	0.409
C6orf12	-0.36
TOM1L1	0.4065
WHDC1	-0.04425
FOXI1	1.77966666666667
RAB4A	1.2168
TMEM39B	-0.1095
ATPBD1C	-0.96775
FARSA	-0.532333333333333
PLEKHG5	1.08
CMAS	-0.9175
OR7E24	-0.9585
SLC30A1	-0.5015
CDC42EP5	1.752
PLAC1	-0.216
KLHL18	-0.293583333333333
LBA1	1.366
TAZ	-0.75075
CRIP2	1.866375
BTBD11	-0.0566666666666667
C16orf72	0.1815
DIO2	2.5409
LRRCC1	0.00316666666666666
CCDC136	-2.5805
PRX	0.1275
RBM5	0.2905
TMEM85	0.107625
TUBGCP4	-1.43933333333333
APLN	0.8225
CDK7	-0.3805
SSR2	1.47
CRELD1	0.25725
C19orf46	1.72525
GAL3ST4	1.1425
KBTBD10	0.7795
IL28A	-0.00175
WDR27	-0.379
MCM2	-2.0795
SOX14	0.1565
FLJ39743	0.804
KIAA0922	-0.18075
HIPK4	0.642
FLJ25758	-1.3925
C16orf57	-0.765416666666667
PDZD2	0.727125
MCC	1.217625
HHLA3	0.6063
ID2	0.5275
C20orf23	0.612166666666667
ZNF688	1.06925
APOC2	-1.62333333333333
LOC440093	-0.0665
FAM50B	2.0795
PWP1	-0.445
DNAH10	0.8165
HIST1H2BA	0.37125
GPR56	-0.1695
METAP2	-0.370375
PAN3	0.901166666666667
STXBP4	0.24
PDHX	0.015
MTA1	0.0593333333333333
ZBED4	0.33775
ZNF720	-0.38875
CDK2	-1.74975
RHOJ	1.6045
CDC37	-0.00666666666666667
ZER1	0.824875
GRK4	0.17225
PRPH	-0.16325
POLR2A	0.488625
OGFOD1	-1.1735
NOL5A	-1.3105
PHEX	0.4745
FLJ16478	0.21875
C20orf117	-1.02575
CAMTA2	1.03525
C11orf74	-0.139666666666667
DDX17	0.27625
C5orf27	0.124375
PLEKHA2	-1.689
PDE4DIP	-0.5987
SCN7A	2.61275
ZNF559	0.297333333333333
CXCL10	3.202
ZMYM4	0.0216666666666667
STK32B	1.35613333333333
KIAA0888	-3.0786
TACR3	0.97
CKAP2L	-3.651
KIF1A	-1.15866666666667
RSPRY1	0.61025
VCAN	2.48225
CYP27C1	0.1805
SYDE1	-0.48
MED12L	-1.8755
ZDHHC21	0.83225
NHS	0.334
TM9SF3	0.957833333333333
DDHD1	-0.4475
MAFG	-0.87225
BICD2	-0.3106
C14orf119	-0.183833333333333
C14orf43	0.682785714285714
CDH7	-1.42425
ALKBH5	0.00257142857142858
JUP	1.604875
TMEM41A	-0.209333333333333
MAMDC4	-1.64716666666667
CBX3	-0.483
LRRC18	0.39
RBMXL2	-0.49575
PLA2G4D	0.3225
FGF13	1.543875
KIF3A	-0.446666666666667
PDIA6	-0.59825
DCXR	0.9425
CASKIN2	0.778166666666667
EHD1	0.198
MARCKSL1	1.87816666666667
ZNF496	0.535166666666667
SCAF1	0.810833333333333
KCTD8	-0.541
TRAF3IP3	0.597357142857143
LSR	0.85475
CXorf1	-0.1276
C14orf112	-0.0878333333333333
EIF2B1	0.1605
OMP	0.253
GSTZ1	-0.0985
LOC92017	0.81075
ISLR2	2.4235
C12orf36	0.533
GATA2	-1.34033333333333
GABRA5	-2.866
CELSR2	-0.138857142857143
STAM2	0.6883
TNAP	-0.3
PTPMT1	-0.804333333333333
GRP	6.42575
SV2A	-1.3385
MAGEA12	-4.12425
CACNG1	-0.3925
C18orf19	-1.407
GSG1	-1.32283333333333
PTPRJ	-0.249071428571429
FRMPD1	0.0595
ZNF668	0.78675
PLEKHJ1	-0.71775
ADAT1	-0.4753
TMEM50A	0.6405
UCN3	0.248
HOOK1	0.95625
IL17B	1.824
MLKL	-0.172666666666667
TTC14	-0.789333333333333
KLHL5	0.297875
CRYL1	0.496
FOXH1	-0.14
NFYB	-0.149875
PPM1G	-0.2285
GOLGA2LY1	-1.5485
NMT1	-0.285
HADHA	-0.0736
CHSY-2	3.04125
PLEKHF1	0.934785714285714
SAGE1	-2.9565
MUSTN1	1.4925
SUHW4	1.53625
TFEB	1.68866666666667
ZFYVE27	-0.3225
ATG12	-1.062
BMI1	1.41064285714286
ZIM3	-0.33575
MYH4	0.378
MASP1	-1.48266666666667
KIAA0984	1.4415
RPAP2	-0.334
ASB5	-1.30325
BOLA3	-1.49116666666667
MIA3	1.27916666666667
KRT35	0.365
KIR3DL3	-1.511
MRPL51	-0.78725
SEMA3F	1.7815
NDUFB2	0.00883333333333333
LOC253012	4.974
FAM46C	-1.6511
G6PC	-3.05128571428571
CSAG3A	-3.70433333333333
PREX1	-0.2655
SLC25A45	0.472375
MAPKBP1	0.434
CPE	0.8855
GNB1	-0.265125
CXCR6	3.6465
TRIM46	0.121
C16orf3	0.1795
HPSE	-0.427625
TIGD3	-0.3585
SPG3A	1.39475
LCAT	-1.07633333333333
ST6GAL1	0.00511111111111111
POMC	1.09175
FLJ36031	-0.786833333333333
NSMAF	-0.773166666666667
SKIL	0.8625
ADSS	0.591166666666667
HMGCS1	-1.9863
POLR3F	-0.177
RAB10	0.096875
ZNF277P	-0.549
ZBTB7B	1.16575
DHRS1	0.759875
ABCC13	0.148
CNOT3	0.81925
NFKBIA	1.54625
GAK	0.695
SFT2D2	1.342
HOXA6	-0.257
CRTC1	0.5985
LY6D	0.038
C20orf72	-1.86
CPT1A	0.03975
LMO1	-1.8785
EIF3I	0.01825
PRB4	0.225
MCM3APAS	-2.1075
C20orf132	-0.4986
FOXF2	-2.00575
S100A12	0.173
MLH1	-0.704333333333333
ACTN1	0.9743
MRPL36	-0.77
C20orf106	-1.587
FBXO6	1.0335
MKS1	-0.2495
CX3CR1	-0.6785
PDE1B	1.0975
PLP1	-2.93875
KISS1	-0.4085
C14orf2	-0.510333333333333
TBC1D3P2	-0.737
COMMD6	1.4697
ANKRD7	-1.81475
PTCHD1	-0.755375
NARS2	-0.477
DOCK7	-0.785875
FAM127B	0.307625
LOC390243	-0.392
N6AMT2	0.76425
ZNF391	-0.212
DNAJB14	-0.493
WRB	0.219
BPI	0.863666666666667
TTC4	-0.286166666666667
FAM10A5	-0.043
GOT1L1	-0.765125
MAGED1	0.21725
RESP18	-0.7315
WFDC6	1.58925
MT2A	-0.2985
C11orf56	0.31075
KIAA1432	-0.4095
