Hybridization REF	TCGA-BH-A1EW-01A-11R-A137-07
CDC42BPA	-0.252105263157895
RCSD1	-1.1555
LUC7L2	-0.4284
SPTBN1	-0.1715
LOC146167	0.563
BAT5	0.3399
ZNF452	0.141
LSM4	-0.542
SRP72	-0.0204
SGK269	-0.1195
MTX1	1.09725
CENTA1	0.07125
UNQ9433	-0.228
ATR	-0.537833333333333
DDX49	-0.00483333333333333
PAQR8	-1.30216666666667
C14orf174	-0.09625
GBGT1	-0.42175
THAP1	1.06125
OR10K1	0.821
RASIP1	-0.778833333333333
DPYD	0.0518
DOHH	-0.01925
C18orf45	1.1475
POF1B	-1.527
ZNF552	3.37625
USP32	-0.754625
MED27	0.00449999999999998
C14orf149	-0.5865
PRDX4	-0.492166666666667
ABHD12	0.6617
AGT	-3.1665
SLC22A14	-0.4
C1orf58	1.261
PILRA	-0.8615
ABCF2	-0.73075
C17orf85	0.3192
TKTL1	0.0245
FGF1	1.04235
IL6R	0.204833333333333
VPS25	0.74525
CHRNB2	0.543
COL7A1	-2.61
LRRC48	2.99666666666667
SPG20	1.22258333333333
COX10	0.044
GCA	1.1815
ECEL1	0.815833333333333
GLG1	-0.916166666666667
SRD5A2L2	-0.37525
MUTYH	-0.763125
ZNF70	-0.02
L2HGDH	-1.7795
GPATCH2	1.14725
ZNF655	-0.29375
ZNF227	-0.274666666666667
MCOLN2	0.663666666666667
NQO2	-0.0755
KCNQ5	0.129
NEU1	0.915333333333333
QRICH1	-0.274
ZBTB20	0.0956666666666667
RPUSD3	0.208
EPGN	-0.890166666666667
TSN	0.0613333333333333
SPRY2	-1.76083333333333
LZTFL1	0.509625
GMFB	0.118625
PBEF1	0.9764
HBG2	-2.072
TMEM8	-0.28525
PALM2-AKAP2	0.236
NFYA	1.05975
FAM108A1	0.06975
PBLD	0.428125
NRG4	-2.10975
PIGF	0.26325
PTGER1	0.7615
NOS2A	-0.276
C21orf34	-0.0985
C21orf51	0.0506666666666667
IL17C	0.079
TRMT6	-0.102333333333333
ETV2	0.662
CCDC109A	-0.85525
MYLK2	-0.7445
ATP10A	1.712
DPH4	0.12
C5orf5	-0.100833333333333
KCNA4	0.3826
NMNAT2	-0.639666666666667
GLYATL2	0.383
LSMD1	0.779375
IL23R	-1.43175
NRF1	-0.00675
MUC15	-2.574
PRDM12	-2.1095
PAQR4	-0.488214285714286
RBBP6	-1.2670625
IFI27	4.58
SKAP2	-0.716
TAGAP	2.07975
TJP3	1.4655
C9orf61	0.58925
IDS	0.581928571428571
PARG	0.3095
LOC131149	-0.1085
DYRK4	0.455
MICALL1	-0.59125
GALR2	0.105
GPBP1L1	0.23775
TBX21	4.224
KCNJ6	-0.59
GGN	0.4045
CASP5	0.914166666666667
RNF182	-4.91475
BRD4	-0.10775
DOK4	-1.513125
SLC46A2	0.894166666666667
SOX9	2.45416666666667
ZNRD1	-0.633833333333333
PRR6	-2.13925
FAU	-0.151125
DTNB	0.395666666666667
CARD9	0.56875
STS-1	-0.464166666666667
SLC4A5	0.122625
NSBP1	-0.27525
UGCGL2	-0.95725
POTE15	-0.8175
NOXA1	-0.5245
RP13-347D8.3	0.887
SAMD10	-0.254
EP400NL	-1.1635
TCF21	-0.31975
AMELX	-0.344
JPH2	0.1801
SLA	1.901
DLST	-1.96183333333333
SEPT12	0.78675
RGS20	-3.22375
LXN	1.70733333333333
ZNF419	-0.25375
UPK3B	-0.249
RELL1	1.38375
ESPNL	-0.657
KLHL21	0.231875
PI15	0.53
C2orf61	-0.561
LOC407835	-0.970833333333333
RER1	0.644416666666667
ELAVL2	0.1205
MGC26718	-0.786
KLF2	1.86825
TNFAIP8L3	0.77175
TFE3	0.457
C11orf17	-0.087625
15E1.2	-1.1945
SNRPC	-0.539
DLGAP1	-0.00275
PGLYRP1	0.163125
OVCH2	0.472
IRF7	1.8723
SET	-1.5688
NAB2	0.271833333333333
LRP5L	0.2675
FAM120A	0.3399375
ASCL2	-0.457833333333333
SHH	-0.057
ATP5H	0.433833333333333
THPO	1.99383333333333
TYRP1	-2.47116666666667
HIST1H3E	0.634
EIF2S1	-0.270166666666667
TNFRSF17	-1.38133333333333
TARSL2	0.80775
NKX2-8	0.34925
C1orf115	0.60275
LOC56964	0.4055
KIAA0841	-0.302
ISCU	0.1575
TTMA	-0.9205
ZNF414	-0.436
LOC441150	0.30075
RAB15	0.15975
HBP1	0.934833333333333
TNNT2	-1.05833333333333
CECR5	-0.81525
PHGDH	-2.93875
JRK	-0.645
XPO4	-0.744125
FAM131C	0.088
ARHGAP25	1.1125
CA9	-3.24711111111111
GPR62	0.184
TLX1	-0.261333333333333
GPS1	0.16325
OR2M2	0.221
BDP1	-0.767071428571429
FAM70B	0.6095
RPS29	-0.126333333333333
MKLN1	-0.4992
TSPAN19	-1.9515
SLC29A3	1.0842
LGALS4	0.552166666666667
USH2A	0.0516666666666667
NF1	0.232833333333333
APOBEC3A	4.76366666666667
IMPAD1	1.0735
OLR1	1.5265
NRAP	-0.453
HCFC1R1	0.844166666666667
TAOK2	0.371333333333333
MCM10	-1.80933333333333
MAP4K3	0.480666666666667
CBS	-2.601625
CLK3	-0.7686
PCDHGA5	-0.1075
ELF4	0.427625
FAM71A	0.12175
C11orf49	-0.01125
CLIP2	-0.8195
BTBD9	0.5159
ZNF524	0.767
KDELR1	-0.0368333333333333
ZNF509	0.9755
NCSTN	1.685
ZNF533	0.063
PARP4	-0.205375
GALNT9	-0.0558333333333333
NPY	-1.95225
BEGAIN	-1.5485
TMEM77	0.7995
FOXRED1	-1.655
SLC16A2	0.623833333333333
SLC35B1	1.048
GK5	-0.366333333333333
SDCCAG10	-0.4995
C4orf20	0.95475
SLC9A2	-0.958
ADD1	0.146
TAL2	-0.796666666666667
ACLY	-0.167375
DNAJC1	0.269
SOST	-1.43525
USP43	0.667333333333333
CYP4F12	-1.54175
FKBP5	-0.534625
CHCHD5	0.9085
NUDT22	-0.338
CCDC85B	-0.831
OR51G2	0.4125
STRN3	0.117857142857143
TMOD2	0.40275
FLI1	0.791
MAB21L2	-0.0395
DGKQ	0.22575
VPRBP	-0.723666666666667
SCNN1B	-0.196
ECHDC3	2.1759
TMEM106C	0.3105
CSNK2A2	-0.6925
RPL39	-0.1664
HERC3	0.2957
ZBTB47	0.307333333333333
ZNF681	-0.95625
PAGE2	-1.798
CLIC5	2.42842857142857
RABAC1	1.08475
ZFHX2	0.512
YPEL1	0.684833333333333
KIAA0776	-0.1475
NR1D2	-0.3745
DNAJC4	0.170875
NPNT	4.5921
ZNF677	-0.2565
ZNF536	-0.8475
MEF2B	-0.428583333333333
PTPN4	-0.7885
CTCFL	-4.4695
STX5	0.270333333333333
CD72	2.30125
VEGFA	-1.69636842105263
XRCC1	-0.5688
MAS1L	0.389833333333333
ELL	0.3195
SETBP1	1.45975
CDH11	1.71566666666667
NDC80	-2.09776923076923
DMBX1	-1.528
NRSN1	0.396
BAT2D1	0.411875
CDS2	0.701166666666667
C1orf212	0.0426666666666667
SENP3	-0.6065
IL1F9	0.2595
EEF2K	-0.71425
COG8	-0.02275
CEP72	-1.3975
OR1L8	0.017
MUS81	-1.02458333333333
PHYH	1.05825
GGT6	1.1995
C22orf23	-0.349
C13orf33	4.77425
MAPK8IP2	1.3295
NELL2	1.73525
POU3F2	-2.80166666666667
ALPK1	1.43725
MRPS18C	0.37825
RPLP2	0.06625
FGF22	0.3285
SPNS1	0.1365
ZFP1	-0.246
IL1RAPL1	-0.51175
PCSK9	-3.42433333333333
NKX2-1	-0.221857142857143
C6orf189	1.71325
SP4	-0.4725
SLC11A1	0.9523
C21orf25	-0.299833333333333
ICAM2	1.258375
SH3GL1	-0.8545
GSK3B	-0.984833333333333
RALB	-0.011875
PDXP	-1.51216666666667
GNGT1	1.82425
KIR2DL1	0.341
TNFAIP3	0.1325
C6orf32	0.7501
CBLN2	-2.08225
PANK3	0.78575
TAAR9	0.44
WDR82	-0.173928571428571
APOM	-3.937375
TRIP10	-0.04525
SPATA16	0.124333333333333
C1orf135	-1.40225
USP51	-0.9225
TESK1	0.6585
C11orf64	0.082125
ZNF611	-0.3555
PDE6G	0.4195
HLA-DQA1	3.8045
GCLC	-0.225375
SEC61A1	-0.525928571428571
TWSG1	0.0923333333333333
ZMYND10	2.58
CTDP1	0.504625
ADAMTS6	-0.7285
SLIT1	-2.1355
KRT86	0.0525
KIAA0574	-1.4835
GTPBP2	-0.5161
PQLC3	1.4665
PRRX2	0.727333333333333
C15orf44	0.422666666666667
MKKS	0.0043750000000001
C11orf10	-0.26175
GPR110	-0.136125
CD109	-1.24325
ADCY1	0.0306666666666667
RHBG	-2.637
TP53I3	-0.45275
SLC22A3	-0.7562
UCP2	0.2155
FOXG1	-1.83883333333333
OR2AG1	0.2005
TRIM24	-1.23475
PROC	-3.035375
TAAR6	0.000750000000000001
AMTN	-0.417
C10orf47	0.124166666666667
DEPDC1	-2.6145
FLJ45557	4.0045
ZDHHC17	-0.5661875
KIAA1429	0.146666666666667
KCNH1	0.59275
VNN3	0.796875
PSMAL	0.73525
PPARD	0.11075
HFM1	-1.5635
YBX1	-1.72366666666667
ZNF695	-1.94675
SCTR	-0.389
DCDC1	-0.22
VPS26B	-0.3742
MTF2	-1.73733333333333
ATP6V1F	-0.05475
CCDC94	-0.4795
PERF15	0.9405
CCL11	2.5185
LMO7	-1.400625
DCST1	0.4765
ADRBK1	-0.06775
CDRT4	-0.178375
ZNF84	-0.97425
HOXD8	0.797
STARD8	0.027
FOXP2	-0.999375
CCDC103	1.51975
POLR3A	-0.7069
GSC	0.765833333333333
ZNF114	-3.722
HTR7P	0.158
LALBA	0.2945
RMND5A	-0.291333333333333
PSCD2	0.6955
ZNF409	-0.1405
KRTAP1-3	0.149166666666667
MAF1	-0.0675
LOC201725	-0.977166666666667
NRN1	-1.40025
SPAG5	-1.6605
DNAH7	1.918
FLJ43860	0.199
BRCA2	-0.86775
ACADM	-0.38975
CXXC6	-3.5745
RAGE	-0.6145
CHMP2A	0.88075
FAM8A1	0.0593
GPR21	0.2065
SLC12A3	-2.29316666666667
FVT1	0.717357142857143
ZDHHC7	-0.539375
FLJ44048	0.37425
SLC44A3	1.71466666666667
SDSL	0.665666666666667
MMP8	-0.269
PLA2G12B	-3.154
ACY1	-1.15275
MT1E	0.160333333333333
OR4K15	0.328
TECTB	-0.9215
GPR20	-0.139625
IRAK2	-0.2775
RFPL3	-0.133375
MYO9A	-0.346
NARG1L	-1.01266666666667
BLMH	0.20025
CCDC3	3.05183333333333
C9orf21	0.345333333333333
KIAA0513	0.412166666666667
MIER2	0.1955
PNMA2	-1.54358333333333
SH3BP2	0.5701
ANXA10	-0.8325
RTN2	0.0573333333333333
TFB1M	-1.8655
PRPH2	1.3765
C14orf133	-0.44775
GOLGB1	0.315333333333333
IRX4	0.670625
NFKBIL1	-0.218
C10orf62	-0.19225
APBB3	-0.03325
RPS10	0.0396
LOC728378	0.0952500000000001
TLE3	0.851166666666667
PSMB7	-0.545375
MESDC1	0.87
SLC6A1	0.822166666666667
OCLN	1.65066666666667
PTTG3	-1.55583333333333
NAGLU	-0.25075
SERTAD4	2.380375
SPRY1	1.34325
FLJ10781	0.76825
MYSM1	-0.474
TRIM4	0.201142857142857
SH3YL1	0.962625
TREM2	3.03833333333333
SERPINI1	2.24875
HDHD3	0.563125
TMEM38A	0.178375
EID2B	-1.446
TDRD3	-0.512166666666667
SEDLP	0.8625
THSD7A	1.79333333333333
NDST3	-3.09525
KLHL15	-0.4415
DHRS12	1.0905
FBXO9	0.00335714285714286
TNPO1	-0.0491666666666667
MRPL13	0.446333333333333
SNX5	-1.94833333333333
METTL6	1.12225
SOD1	0.650125
CHML	-0.5135
PACS1	-0.114
SIRT5	-0.6999
CAPN2	0.905
FXYD5	-0.249
TWISTNB	-0.067875
LRFN1	0.354666666666667
UBE1L	1.4275
UBE1C	0.0465
OR51B2	-0.2415
OR4D11	-1.0115
C15orf2	0.3055
NR4A1	0.408833333333333
LOC339047	-2.04275
TRIM17	1.87125
ATP5G3	-0.1715
RPL15	-1.01883333333333
ADAMTS8	1.08525
HOXC4	0.2965
C14orf37	0.357
CEACAM5	-1.430875
MYT1L	-0.2125
RASA2	-0.715125
OSBPL7	-0.735
STAG1	-0.837
GIMAP4	4.15666666666667
FUT3	2.249
PIF1	-2.671
LPIN2	-0.3056
SH3PX3	0.43
PDP2	-0.6875
PAPD1	0.111375
ERP27	1.87375
APOOL	-2.2927
DIABLO	-0.254
TRHR	0.3465
ARMC9	-0.731875
RNF152	3.5025
SLITRK3	0.503
ZNF211	-0.276
PFDN1	-0.45275
RGS11	0.973125
HS6ST1	0.2257
AKR1D1	-2.89
TNP2	0.213666666666667
STK31	2.59516666666667
EML4	-1.27416666666667
SGTA	-0.53
HIST1H2BI	-1.11766666666667
PSMD6	-0.7525
KIAA1257	-0.02425
C18orf55	0.120333333333333
FLJ20273	2.834375
RPL28	-0.646333333333333
EPYC	0.5225
NOX3	0.1385
ELAC1	0.6925
METT11D1	-1.17875
BIN2	0.1865
NACA2	0.53075
CCDC17	-0.8965
HM13	-0.3297
UBOX5	0.11
UBE2O	-0.1415
UBL5	0.35875
APOLD1	0.864625
C9orf31	0.14825
TNFSF8	0.4225
ARHGAP29	0.429625
PROKR2	0.2545
PDE5A	-0.718166666666667
C6orf12	-0.945
TOM1L1	0.8605
WHDC1	0.302125
FOXI1	0.0985
RAB4A	1.0041
TMEM39B	-0.6135
ATPBD1C	-0.69475
FARSA	-0.347
PLEKHG5	0.3735
CMAS	-0.701
OR7E24	-0.546
SLC30A1	1.67625
CDC42EP5	0.8665
PLAC1	1.45825
KLHL18	-0.273916666666667
LBA1	0.5167
TAZ	-0.4265
CRIP2	1.189875
BTBD11	-0.3465
C16orf72	1.12075
DIO2	1.9753
LRRCC1	0.945833333333333
CCDC136	-2.38
PRX	-0.15125
RBM5	-0.6502
TMEM85	0.452625
TUBGCP4	-1.3955
APLN	1.13675
CDK7	0.521333333333333
SSR2	1.39975
CRELD1	0.422
C19orf46	2.91675
GAL3ST4	0.003
KBTBD10	0.99825
IL28A	0.755
WDR27	-0.783
MCM2	-2.54516666666667
SOX14	-0.374
FLJ39743	0.3685
KIAA0922	-1.153
HIPK4	-0.3385
FLJ25758	0.999
C16orf57	-0.760916666666667
PDZD2	0.853
MCC	0.876125
HHLA3	-0.5742
ID2	-0.3685
C20orf23	2.39975
ZNF688	0.401
APOC2	-1.63933333333333
LOC440093	1.3425
FAM50B	1.11916666666667
PWP1	-0.6925
DNAH10	0.26175
HIST1H2BA	-0.23875
GPR56	1.56816666666667
METAP2	-0.452375
PAN3	0.637666666666667
STXBP4	0.506
PDHX	0.5445
MTA1	-0.535416666666667
ZBED4	0.353375
ZNF720	-0.8045
CDK2	-1.181625
RHOJ	0.96925
CDC37	-0.37
ZER1	0.31975
GRK4	0.045
PRPH	0.44525
POLR2A	1.105375
OGFOD1	-1.0845
NOL5A	-1.07275
PHEX	0.521
FLJ16478	-0.0485
C20orf117	-1.000125
CAMTA2	0.02625
C11orf74	0.388166666666667
DDX17	-0.212666666666667
C5orf27	0.23175
PLEKHA2	-1.3993
PDE4DIP	-0.3791
SCN7A	-0.00575000000000001
ZNF559	-1.178
CXCL10	4.042
ZMYM4	-0.288166666666667
STK32B	-0.3988
KIAA0888	0.1925
TACR3	0.576
CKAP2L	-1.74725
KIF1A	-0.506166666666667
RSPRY1	0.32225
VCAN	0.82325
CYP27C1	0.062
SYDE1	-1.26166666666667
MED12L	-1.44475
ZDHHC21	0.852625
NHS	0.2255
TM9SF3	0.787833333333333
DDHD1	-0.643875
MAFG	-0.338916666666667
BICD2	-0.8335
C14orf119	-0.303333333333333
C14orf43	0.0295714285714286
CDH7	-1.5115
ALKBH5	0.0529285714285714
JUP	1.408625
TMEM41A	1.31466666666667
MAMDC4	-1.31133333333333
CBX3	-0.17725
LRRC18	0.15175
RBMXL2	-0.42425
PLA2G4D	0.486
FGF13	0.681875
KIF3A	1.25216666666667
PDIA6	-0.49425
DCXR	0.97175
CASKIN2	0.866166666666667
EHD1	0.7755
MARCKSL1	0.425333333333333
ZNF496	-0.357
SCAF1	0.253333333333333
KCTD8	-1.25925
TRAF3IP3	0.7315
LSR	1.17275
CXorf1	0.0911666666666667
C14orf112	0.209166666666667
EIF2B1	-0.581
OMP	0.2505
GSTZ1	-0.69825
LOC92017	0.306
ISLR2	0.847
C12orf36	0.461
GATA2	-0.645666666666667
GABRA5	-2.8505
CELSR2	-0.310357142857143
STAM2	0.5087
TNAP	-0.5465
PTPMT1	-0.0715
GRP	4.34875
SV2A	-1.2055
MAGEA12	-3.8575
CACNG1	1.149
C18orf19	-0.42925
GSG1	-0.272333333333333
PTPRJ	-0.711857142857143
FRMPD1	-0.1015
ZNF668	0.4295
PLEKHJ1	-0.938625
ADAT1	-0.5695
TMEM50A	0.9119
UCN3	0.0395
HOOK1	0.16375
IL17B	0.65
MLKL	-0.608833333333333
TTC14	-0.773666666666667
KLHL5	0.488625
CRYL1	0.287166666666667
FOXH1	0.0035
NFYB	0.032875
PPM1G	-0.65225
GOLGA2LY1	-1.607
NMT1	0.230875
HADHA	-0.8421
CHSY-2	1.048
PLEKHF1	0.260214285714286
SAGE1	-1.7445
MUSTN1	0.935
SUHW4	1.04675
TFEB	1.15266666666667
ZFYVE27	-0.222
ATG12	0.172666666666667
BMI1	0.3
ZIM3	-0.6035
MYH4	0.407
MASP1	-0.597416666666667
KIAA0984	0.83125
RPAP2	-0.65925
ASB5	-0.19775
BOLA3	-0.3415
MIA3	1.21283333333333
KRT35	0.7035
KIR3DL3	-1.1805
MRPL51	0.33375
SEMA3F	0.775833333333333
NDUFB2	0.402
LOC253012	1.0405
FAM46C	-0.7107
G6PC	-2.576
CSAG3A	-2.76683333333333
PREX1	1.952
SLC25A45	-0.0595
MAPKBP1	0.173
CPE	0.5436
GNB1	-0.55825
CXCR6	2.797
TRIM46	0.24575
C16orf3	0.167333333333333
HPSE	1.013375
TIGD3	0.204
SPG3A	0.98575
LCAT	-1.21566666666667
ST6GAL1	0.982166666666667
POMC	-0.05275
FLJ36031	0.293333333333333
NSMAF	-0.763333333333333
SKIL	2.2385
ADSS	0.780166666666667
HMGCS1	0.0442
POLR3F	0.658666666666667
RAB10	0.000375000000000014
ZNF277P	-1.049875
ZBTB7B	0.610875
DHRS1	-0.875625
ABCC13	2.347875
CNOT3	0.28475
NFKBIA	0.871
GAK	0.422
SFT2D2	1.69066666666667
HOXA6	0.17
CRTC1	0.108
LY6D	-0.916333333333333
C20orf72	-0.752333333333333
CPT1A	-0.57725
LMO1	-1.64
EIF3I	-0.4185
PRB4	0.0475
MCM3APAS	-1.775625
C20orf132	-0.6159
FOXF2	-2.699
S100A12	2.17
MLH1	-0.674
ACTN1	0.4281
MRPL36	0.6645
C20orf106	0.0225
FBXO6	1.745
MKS1	-0.0751666666666667
CX3CR1	-1.98
PDE1B	0.773
PLP1	-3.18425
KISS1	0.485666666666667
C14orf2	-0.217333333333333
TBC1D3P2	-0.619
COMMD6	0.9554
ANKRD7	-1.00075
PTCHD1	-1.499875
NARS2	-0.9765
DOCK7	-0.98775
FAM127B	-0.24475
LOC390243	-0.0698333333333333
N6AMT2	1.19875
ZNF391	-0.628
DNAJB14	-0.0753333333333333
WRB	0.840625
BPI	0.617666666666667
TTC4	-0.35
FAM10A5	-0.0585
GOT1L1	-0.0566
MAGED1	-0.215375
RESP18	-0.00574999999999999
WFDC6	1.40525
MT2A	-0.1715
C11orf56	0.36225
KIAA1432	0.3635
ROR1	-1.297625
HSD17B14	0.537
ZFAND2B	0.435875
SAMD4B	0.55625
HEXA	0.1845
HNRNPU	0.0216363636363637
USP39	-0.34225
NRD1	-0.40025
R3HDML	0.14375
FLT4	0.272166666666667
OMG	0.234
OR52N4	0.4305
LOC399818	0.19975
ELA2	-1.168
VENTXP1	-0.1835
RFC5	-1.7675
OR52L1	0.2705
PAX5	0.34
FBXO2	0.96575
GMEB1	0.0575
AKT3	-0.7495
CRB1	-0.133833333333333
CTTN	-0.194666666666667
UTP15	0.0861666666666666
HSBP1	0.565083333333333
PHF11	1.322
NDEL1	0.288833333333333
USP8	-0.2125
BAIAP2	0.6023125
SI	0.306
ARSJ	-1.17833333333333
BAAT	-2.45775
KCNS3	3.00483333333333
LOC126147	-0.1655
TMEM37	-0.573
C1orf162	3.47683333333333
MBD1	-0.2603
ITGAL	1.15066666666667
WDR73	-0.355
GKN2	0.348666666666667
ARFGAP1	-0.58075
SLC5A8	2.21683333333333
ZBTB40	-0.0779
CYP4B1	1.97816666666667
LYPLAL1	0.41225
CHST3	-0.926
MAP3K9	0.156
BTAF1	0.0405
TFAP2E	0.2015
RBM35B	0.25675
LOC441251	-0.1995
ANKRD25	-0.866277777777778
UQCRC2	-0.1245
MAEA	0.506666666666667
HYAL1	-1.8888
RNPEPL1	-0.0386666666666667
CPSF2	-0.564875
PSD3	-1.9643
ABCA13	-0.4435
AGR2	3.492375
GBX1	-1.071
HDLBP	0.306857142857143
ACY3	-0.332
HECW1	-0.662
ZNF519	-1.75825
HOPX	3.4075
ZNF304	1.140625
OR12D3	0.325
FKSG43	0.19525
METTL1	0.720375
MFSD3	-0.1306
PSPH	-1.73225
CLCA3	-0.01
DARS2	-0.518
CDC25A	-1.83033333333333
BAIAP2L1	-0.15725
B3GNT5	-0.2325
USP29	0.24225
ARHGEF10L	0.8809
ATOX1	0.576875
ADAM30	0.391
DNASE1	-0.418
STT3A	0.3385
RAB6IP1	0.197
PTN	1.0934
C1orf106	-0.018
HECA	1.55325
RNF122	1.58075
SLC22A18AS	0.310166666666667
GNG8	0.503833333333333
ELP4	-0.61
FAM65A	0.1905
RPL10A	0.105333333333333
IRS4	-0.035
MACF1	0.1381
SEC24D	1.16875
LOC374395	0.83175
TGFB2	0.14825
MDFIC	0.147125
CHRNE	0.458
PCMTD2	-0.296666666666667
ATP6V0D1	-0.223666666666667
MTA2	0.31725
LZTR1	-0.266333333333333
RAP1A	-0.0343333333333333
AXIN1	0.41625
POLR1C	0.27325
TRIO	-0.0864166666666667
PLXNA4A	-0.240833333333333
C5orf33	0.642
DEPDC1B	-1.52975
ZNF473	-0.0191666666666667
MTM1	1.1455
GPR107	0.499166666666667
CSNK1A1L	0.230833333333333
FLJ14154	0.0095
NLRC4	4.1105
ENPP4	2.55166666666667
PADI3	0.244
RNF170	0.362375
CG018	1.389
C16orf7	-0.08525
KCNE1	0.7515
NRM	-0.835833333333333
SLC37A3	0.0174285714285714
TPD52L2	-0.6885
UNC5B	-0.15525
C12orf12	0.2695
SDHB	0.02675
CLRN1	0.41525
NUDT10	-1.64066666666667
UGT3A1	-0.17775
FBXW8	-0.57325
RHOF	-0.566375
PTPLAD1	0.126
MYO3B	-0.889
DERA	-0.63525
TPP2	-0.42675
C19orf53	0.898833333333333
GINS3	-1.309
ST6GALNAC5	2.668
CHSY1	1.0635
MGC15705	-0.081
GPR83	-0.00433333333333333
EXT2	0.215875
DOLK	0.8375
TUBAL3	1.1655
ACVRL1	2.0162
ABL2	0.196083333333333
C14orf156	-0.503
PTPRZ1	-3.16625
DIP2C	-0.51475
LAMP1	0.793875
RXRA	0.0082
MAP3K5	1.3665
ALKBH1	0.0541666666666667
PDLIM7	-0.554125
ARL14	-1.8165
SNIP1	-0.228
TIMP3	1.74316666666667
RGS3	0.144166666666667
SPAG16	1.1117
ABHD4	-0.34525
ARHGEF12	0.313
GLUD2	-0.476
RAC2	-0.6647
UAP1L1	-0.8605
SLC18A3	-0.026
YOD1	-0.815583333333333
RALY	-0.0745
HMOX2	0.76225
DGKH	-0.438
DBNDD2	2.29216666666667
YIPF4	0.712
THAP10	-0.4915
ZNF513	0.53275
HAGHL	-0.183666666666667
ITGB4	0.000333333333333338
CCDC141	-0.9555
YTHDF3	0.6705
C5orf28	1.06325
RPL7L1	-0.419375
TMEM30B	0.819428571428572
ANKRD35	1.706
DUOXA2	-0.00699999999999998
TBC1D5	0.058625
DFNB59	-0.247
HRH4	0.713
MYO6	2.0261
DNAJA4	2.603125
RBM24	0.3885
CEACAM20	-0.67325
RBM23	-0.136785714285714
NGFB	0.3275
C1orf63	-1.1456
KRTAP7-1	0.091
PERLD1	1.992
NPB	0.109
C17orf59	1.1925
HSPBAP1	-0.97575
SLC15A4	-0.06625
PRTFDC1	-0.79575
OSMR	0.392142857142857
CYSLTR2	-0.551
C19orf25	0.019
KIAA1797	-0.1395
NLRP6	-0.012
FAM105B	0.8662
SCRN2	-0.502166666666667
LRRC58	-1.6336
RNF17	-0.180375
NEIL3	-2.3015
FAM137A	-1.6495
SKP2	-1.65575
PARVA	0.647083333333333
PKLR	-1.1105
RNF34	0.019375
A3GALT2	0.16975
C12orf50	0.330833333333333
SUNC1	-1.4645
FAM102B	-0.377833333333333
CCT2	1.6705
LRRC37A2	-1.46
ARF4	0.6265
SIKE	-1.290875
C8orf48	1.92566666666667
MBTPS1	-0.279357142857143
GPSN2	-0.162
NCF2	3.12625
SLC12A6	-0.395
MRPL48	-0.45575
HMGN3	0.253333333333333
LRRC62	-0.57325
PAX9	-0.042
FAM55A	0.245
C20orf42	-3.41516666666667
SCML2	-2.23583333333333
BCL9	0.7695
FAM40A	-0.81575
C9orf41	-0.661
ZNF774	-0.0195
LETM1	-0.2325
PLXNB1	-0.150333333333333
NIPSNAP1	-0.0405
USP10	-1.1775
F9	0.72725
LIPE	1.5855
CNGB3	-0.2025
C12orf52	-0.588875
PI4K2A	-0.041625
MED8	0.408
STAT4	2.9049
FGD4	0.2345
RNF145	-1.7865
WDR32	0.9676
CLDN2	0.240833333333333
TCEAL8	1.0685
ZMYND8	-0.9041
PDXK	-0.786875
GATAD2A	-0.328
PTGES3	-0.1345
CCM2	-0.000500000000000001
TAP1	1.651375
ZNF670	0.4355
ETS2	0.786714285714286
C6orf166	0.116833333333333
PRMT2	0.124071428571429
OR4B1	0.424
INTS8	-0.535
CCDC102A	-0.22075
CCDC83	-1.6675
ITGA1	-0.4063
EPHA5	-2.1078
FAM24B	-0.43
TSGA10	1.26825
HAL	-2.00866666666667
MYOT	0.29875
SPACA3	-0.05775
BCL2L2	-0.154333333333333
CUGBP2	0.3435
CCNB3	1.44175
RNF113B	0.02525
MERTK	-0.3655
BAG1	0.12025
VPS36	-0.673
ORMDL3	1.0688
C1orf190	0.07125
ZNF625	-0.5475
CORO2B	-1.07325
ALOX15	-0.314
CST1	1.087
NUPR1	2.18383333333333
CCL7	4.4765
SMCR5	-1.5315
DSC2	1.1505
RBMS2	0.27375
GRIK4	-0.0515
TRIM65	-0.1889
TMPRSS6	1.11014285714286
TP53INP2	0.201
GLB1L	0.247
LOC388284	-0.322666666666667
PUS1	-0.760857142857143
BCL9L	0.0035
OLFM1	0.743583333333333
RET	1.882625
MASTL	-0.742
ALX3	0.30725
IL1RL1	1.56933333333333
ZNF765	-1.4753
C14orf138	0.3485
SNX10	-1.61933333333333
TAC4	0.218
C1orf64	2.4715
POGK	1.391625
MAPK9	0.32075
ZNF366	2.693
C8orf79	1.2274
CLDN7	3.078
OR5AT1	0.416
TRIM37	-1.2655
LRRC25	2.4
GRHL2	3.2844
TEKT3	4.99525
LASS5	0.512166666666667
ABCC4	-2.27733333333333
DLG3	0.86625
VGLL1	0.228
ZFP36L2	0.95
MFRP	0.0288333333333333
KIAA1799	-0.18675
FLJ44379	0.916
PCNX	-0.0355
ANXA9	2.228
CYP4V2	1.4522
PIK3C2A	-0.82225
SRR	1.0205
NOL3	-0.55075
IFITM2	2.158
ARNTL2	-1.887
ZNF595	0.59625
NLRP13	0.522
ASPH	0.517125
CPA2	0.5075
PVRIG	-0.0498333333333333
LEPR	1.25266666666667
C16orf42	0.444666666666667
SH3BGRL	4.06675
FAM77D	-0.986666666666667
