Hybridization REF	TCGA-AR-A1AY-01A-21R-A12P-07
DHX37	-1.4225
CRYGN	-0.7565
AATF	-0.445
ZNF630	1.44925
E2F5	2.379
WFDC13	0.629
FTSJ3	-1.31283333333333
C4orf33	0.32975
LHFPL4	-3.05375
C19orf56	-0.839083333333333
SMAD4	0.465625
AFM	-0.246
G0S2	-0.3965
FCHSD2	0.4068
RRP1B	0.2
EEF1B2	-1.97516666666667
STAT6	0.975333333333333
ZNF195	-0.40425
GNL1	-0.7915
ZNRF2	0.975166666666667
PER3	-0.547625
ASB16	0.02525
C10orf10	1.20764285714286
ADCY8	-3.5018
C9orf58	0.553
ARMC10	0.253833333333333
PSG1	-2.077
DHX34	-0.08925
VARS2	-1.965375
NFIC	0.2265
ITPR2	0.28175
AGXT2	0.253
OR6K3	0.0725
H2AFZ	0.111666666666667
MLLT3	0.929583333333333
COX4I2	0.42025
CCNT2	-0.893125
PLK4	-1.319625
NUMBL	1.38216666666667
MED16	-0.2195
PLEKHQ1	-0.5125
GOSR1	0.293055555555556
BTG4	-0.23575
RPL30	0.172666666666667
IGSF5	1.20766666666667
IGFL2	1.92083333333333
ELMOD2	0.784166666666667
SHC3	1.3565
HAVCR1	-0.4015
DYNC2H1	-0.495
RNF5	-0.6055
C2orf7	-0.88425
NLF1	0.02
KLHL25	0.3415
LRP10	-0.8469
KRI1	-0.7855
PUS7L	1.27183333333333
MGMT	0.85375
HOXD1	-1.39533333333333
CSH1	0.0032
ATG16L2	-1.755
FLJ44635	-0.4695
CHODL	4.938
EXOSC8	-0.667
SLC28A1	-0.2085
MYO7B	-0.776
SEH1L	0.3806
MTNR1A	0.502666666666667
TSPAN5	-0.305333333333333
CDC45L	-0.806666666666667
AMIGO1	-1.773
ATAD3A	-1.288125
OSGIN2	1.56
PDIK1L	1.09066666666667
DARC	1.283125
PIPSL	0.7105
SHMT1	-0.9945
CRISP3	-0.3585
POPDC2	1.2868
ZRANB2	0.142833333333333
FBXL8	-1.303
TRIP13	0.510454545454546
EIF5AL1	-0.717
POU5F1P3	-3.3665
IL6	-0.850333333333333
CXorf38	-0.786
IFNA16	-1.41
FBXL2	0.950166666666667
BRD1	0.94775
STATH	0.668666666666667
FBXO44	-0.24
MCCC2	-0.74325
CDC2	0.3281
C5orf23	1.82875
IVD	-1.76983333333333
C10orf122	-0.853333333333333
MSL3L1	0.9262
MVP	-0.74825
EPOR	-1.6368
ZMYM1	0.105666666666667
BCL7C	0.873333333333333
PSTPIP2	1.9895
LYPD1	-1.690625
OR8G5	4.0025
ZP3	-0.4465
BCAS4	0.1285
EDG6	-0.43475
ISY1	0.833
PRAMEF2	-1.5795
CUL1	0.177375
RNF213	-0.9924
CCRK	-0.13325
DHX9	0.651125
C13orf29	0.18
NCKAP1	1.15666666666667
MRPL43	-0.811571428571429
XPR1	0.54375
PKN2	-0.0275
PODNL1	0.1875
ZNF333	-0.186125
DALRD3	-0.39225
OPN1SW	-0.152
BTBD6	-0.39075
C11orf82	0.5495
OR5P3	0.069
DUSP11	0.37675
L1CAM	-1.4563
NEK11	0.583833333333333
OR7E91P	2.6525
CNTN3	3.50744444444444
CREB3L2	-1.24766666666667
ZBTB37	-0.2265
KIAA1324L	-1.2025
NDUFB10	-0.349166666666667
NUDT2	-0.2875
GTPBP8	0.58975
CACNA1D	0.570875
PRKAA2	-1.0326
PRDM8	0.048
MGC16075	-0.943
KRT14	1.23871428571429
PP8961	-0.891625
MRPL18	-0.10125
ABCG2	-4.48925
PACRG	1.82975
BBS2	-1.97175
KREMEN2	-1.111
FBXO21	1.32175
HNRPUL1	0.948166666666667
GRB10	1.1795
CLSTN1	0.277875
LMAN2	0.5931
C17orf61	-1.728
NIPSNAP3A	1.51125
INSIG2	-0.785833333333333
PCDHB7	-0.993666666666667
STXBP2	0.06225
CMAH	0.564833333333333
SEMA5B	-2.33275
ZNF155	0.207666666666667
COQ6	-1.00333333333333
PRPF4	-1.1425
TSPAN15	0.626
VN1R5	0.271
LATS2	-0.34025
SELK	0.8005
PGK2	-0.504
MS4A1	-1.746875
TYW3	-0.5432
KRTAP5-1	0.485
RCCD1	-0.367666666666667
BTN1A1	-0.317666666666667
DDX28	-0.084
TMEM65	1.495125
LOC92345	0.15725
TTC31	-0.19575
WDR46	-0.569833333333333
CHP2	-1.08083333333333
LSP1	-0.620875
ZNF542	-1.85075
EXOSC1	-0.073
ARHGAP18	-0.6335
LRRTM4	-0.766
MAOB	2.61208333333333
CACNB4	-0.92
MGC33846	0.428
RANBP3L	1.003625
ATP5L	-0.631375
ONECUT1	-2.8855
NUDT9	-0.52175
TMEM149	0.069
STX17	0.2075
IGSF10	-2.3175
TMPRSS9	-0.0705
BMPR2	0.44275
ALLC	0.16475
KLF7	0.391125
GCC1	0.1089
TIMM9	-0.755
CDO1	1.17716666666667
MGC10701	-0.737833333333333
IFI6	0.845
FRMD8	1.43125
MGAT2	-0.12975
WBP5	1.409
CNIH2	0.333
KIAA0907	0.019
KCNH8	1.652
CTSG	-2.08675
GRIK1	-0.3782
CUL5	0.711125
FRMD1	0.183
OR9A4	-0.374
SYT6	-3.643
FOXD4L2	-0.96775
ANAPC2	-0.571666666666667
OPN5	0.781
TAF13	-0.31425
LYG2	-0.63175
GGNBP1	-1
C11orf40	-0.339
OTX2	0.2005
REG4	-0.349
EIF5	-0.84425
PALB2	-0.06325
SEPSECS	-0.3454
RNASE3	-0.292
TRIM49	-0.6045
POLR2K	1.823
GPR42	-1.4735
C8B	-2.399
SASS6	-0.01
PREB	-0.886
OR3A3	0.119
TUBA8	1.635625
IGLV2-14	-1.595
STIL	0.624
ANKFN1	-1.40233333333333
NME7	0.89775
HOXC12	-0.94425
UBE2C	0.659875
FHOD1	-2.182875
CDK2AP1	3.5545
OR6K2	0.35625
DHPS	-0.894
RPL5	0.6005
TRGV5	1.6785
LOC541472	-0.141571428571429
HCCS	0.3327
DENND1B	1.172
LHX3	1.119
OR5D16	1.1675
CXorf57	1.2725
IRF2BP1	-0.16025
NDST2	-0.590833333333333
LCE3D	0.9365
BOLL	-0.242625
SYT3	0.53825
PIH1D2	0.1915
C20orf7	-0.0733333333333333
IL1R2	1.93083333333333
SLAMF9	0.3695
PPME1	-0.27925
PIK3CA	-0.12975
TRAPPC1	-0.921125
COLEC10	-0.8845
SLC9A6	0.134666666666667
PDDC1	-0.789666666666667
CCDC53	0.22275
GK3P	0.264
DAZL	-1.308
BRI3	-0.46
SDK1	1.10225
CYP2C18	0.0675
IFI44L	2.7245
RPL3L	-0.231
FUT9	0.9025
KIFC2	-0.247833333333333
PMP2	0.102285714285714
SLC4A9	-0.728
PLAG1	0.645833333333333
MYCBP2	-0.827833333333333
OR4E2	0.719
CCDC65	0.181
C16orf82	-0.385571428571429
ENTPD4	0.84075
BRP44L	1.091875
PMP22CD	-0.31925
TMCO4	-0.941333333333333
KCNN1	-0.216
WDR35	0.29275
CCDC80	1.521875
C3orf31	0.03175
SLC7A9	-2.27825
TMEM190	-1.69375
DBC1	-0.0823333333333334
FADS3	0.5185
PDZD8	-0.0671666666666667
GRM5	0.291285714285714
AZGP1	4.2491
PEX3	1.2105
MED1	-0.696
ATG4C	-0.3545
HNRPH3	-0.49225
FAM109B	2.17475
C4orf17	-0.3145
CA10	0.02825
OPRD1	-0.066
CCL16	-1.4875
SACM1L	-0.2265
CST6	3.2225
CD63	1.384
LGI1	-1.827
ZNF784	-0.70325
CRYBB1	-1.549
CX3CL1	1.1984
TOP2A	-0.681625
GYPB	-3.1432
GADD45GIP1	-1.55875
FEN1	-0.167875
IGF1R	-1.2214375
WDR72	-2.11066666666667
PURG	0.3818
DEFB126	0.9285
PKD1L1	0.480333333333333
CAV1	-2.7597
GNPDA2	0.6219
DGAT2	1.73925
NLGN1	-4.9665
STRBP	-0.272625
HPRT1	0.274833333333333
FANCI	-1.2955
PSMA7	-0.052125
DBF4B	-0.648333333333333
TTF1	-0.2415
RAD54L	-0.95925
ELOF1	0.46675
PLAGL2	-1.801375
ZNF256	1.2195
HMGCL	-0.193
MSI2	-1.28733333333333
RPESP	-1.3935
C11orf60	0.315
ABCD1	-0.41
ACAA1	0.1949
SPARCL1	4.80757142857143
IL6ST	-1.4123
ZNF319	0.194
TMEM109	1.4685
FAM90A1	-0.104333333333333
IL22RA1	-3.797
ATP4B	0.1855
TEC	-1.1155
C7orf30	-0.464
TXNDC2	-1.48166666666667
ABCB4	0.1115
KIAA1191	1.07375
C9orf38	0.593
SFTPB	0.633625
CNTNAP2	0.0838181818181818
FRK	2.295
TBX19	0.8105
CHD4	0.24275
C6orf26	-2.99566666666667
MOSC2	-0.86275
IKBKE	2.746
HIF1A	0.338666666666667
LOC595101	0.5655
RELA	0.231333333333333
TMEM16B	-0.142166666666667
ABHD12B	-2.089
TSEN34	0.71325
KIF18A	0.07725
TXNDC9	0.56
SPATA2L	-0.5655
SEMA4G	-1.7935
C21orf91	1.49675
MATN1	-0.134
KCNIP4	0.0826666666666666
TUSC1	1.3465
OR4C15	0.44525
ARMCX6	0.0690833333333333
WBSCR27	-2.28016666666667
OR52I2	0.9555
KIAA1604	-1.06475
DYNC1I1	-0.09425
PPP4C	0.35625
SLC47A2	-3.13383333333333
TREH	-0.038
CD48	1.523
ST14	2.2895
PKN1	0.29125
SPON2	2.71675
XBP1	-1.51383333333333
SFRS12	-0.444166666666667
EFCAB6	-0.7775
SELT	0.2265
SLC39A2	0.013
ERF	0.597166666666667
ARL3	0.50075
SURF6	-0.2281
MLLT10	0.77152380952381
FLJ11171	0.326
TDGF1	-4.32433333333333
ERCC6	-0.2375
EIF2AK4	-0.08125
BAZ1A	0.552
LRRN3	0.8145
TMC3	-1.253
EFTUD1	-0.9455
PTPRO	0.529166666666667
CLEC12A	0.672125
ACBD4	-0.595625
ZDHHC14	-0.79175
OTUD7B	0.858
ACTB	1.1670625
MSRA	0.267625
LCE5A	-2.3335
IFI35	-0.64775
BSCL2	1.6735
ANKRD12	0.6895
CFHR2	0.752
RGAG1	-1.1505
HSFY1	1.002
SLC30A5	0.182181818181818
IMPG1	0.86
GPR109A	0.8845
ZNF185	-1.187
IYD	-0.092
NPCDR1	0.2715
SERPINA13	1.633
HMGCLL1	-0.84025
NEUROG1	-0.0115
UBQLN1	0.6045625
LIN37	-0.341
SOCS2	-2.8745
DSCR4	-1.435
XKR6	-1.72375
GPR142	-0.0845
KRTAP13-3	-0.21
CCDC15	-0.192833333333333
MOS	0.011
CD1E	-1.8025
OFCC1	-0.2525
FAM83D	0.664
SRFBP1	0.32725
C9orf96	-0.447
DHDH	-1.07
CCDC90A	0.453
RABL3	0.43015
CD320	-1.3655
ANGEL2	1.52116666666667
MRPL21	-0.59775
SMG6	-1.3405
INSR	1.27525
FLJ14816	0.2295
GLRB	-1.4906
C9orf89	0.0285
CIZ1	-0.3955
URG4	0.520166666666667
LRDD	-2.41416666666667
CBY1	1.00516666666667
NFX1	0.06475
MTERFD2	-1.1635
C19orf23	1.347
PGC	-2.964375
IER3IP1	0.9135
RASAL2	1.64208333333333
C1orf89	-2.53625
SYNJ1	-0.28425
NFKBIE	0.233
FLJ40125	-0.645333333333333
TCEB2	-0.2807
NOG	-1.0055
POLR2J2	0.0366666666666667
HLA-B	1.857
PCDHA1	-0.388
PPP2R2B	-1.408
ARHGEF17	0.340333333333333
TCF7L2	0.0494285714285714
CHD5	-0.434
ZNF431	-0.102
TBC1D25	0.0340000000000001
ZNF800	-0.5565
SCUBE2	-0.746272727272727
MYCBP	1.02033333333333
GPX5	0.222
C6orf129	0.614166666666667
QSER1	0.778333333333333
ULK2	1.85725
PIGO	-0.0551666666666667
NRCAM	-2.17421428571429
SLC35E3	0.54775
CSRP2	3.5085
HYPE	-1.50875
MAPK15	-0.653
MGC14327	-0.92975
TIMM13	-0.409166666666667
ZNF462	1.09725
GBA3	0.4495
TEX13A	1.624
MCM6	-0.294777777777778
MTRF1	-0.258375
ABCA7	-1.56975
EIF4A2	-1.00325
ZC3H10	0.1126
RPGR	1.0775
C20orf94	-0.6985
RP1L1	0.447
GPR125	0.211875
USP22	-0.168615384615385
OR1L4	-0.713
MLZE	1.95275
FLJ32065	0.0185
PTCD1	-0.003
CRTAC1	0.557666666666667
BXDC2	1.402
C18orf1	1.12333333333333
FAM107A	-0.479214285714286
EFNA3	0.4535
P18SRP	-0.8988
CAMKK2	0.752666666666667
KIAA0649	-2.01975
NES	0.0333333333333333
HS6ST3	-1.83442857142857
PON2	0.40875
TCP11L2	-0.91575
CLEC4A	2.077
PRR12	-1.2695
MLXIPL	-1.512
C2orf50	1.418
ZNF28	1.57025
ENC1	0.470333333333333
MAP2K1	-0.793375
FKSG2	0.2625
KIAA0430	0.83225
PTP4A1	-0.391888888888889
GPR156	0.5085
GTF3C6	0.83875
UBR2	-0.587
LOC388272	0.1075
MAK	0.135
ACOT4	0.528
STC2	-0.81775
PIGW	-0.554875
SAE1	0.19875
COL6A1	1.09745454545455
OAZ1	-0.0828333333333333
STMN4	0.184
EDG3	-0.6465
SGCE	1.0115
IL11	-1.003
PRSS8	1.090875
YIPF5	0.0316666666666667
WNT4	2.88025
CSN2	0.539
TCF7	-2.634875
TDO2	3.708
SAMD9	-0.3665625
S100A7A	0.436
MMRN1	0.996
GKAP1	-0.53125
AKR1C3	-0.944375
RNF19A	1.840625
GMDS	0.91525
YKT6	0.376
SPARC	1.6056
C12orf31	0.868
UBE2V2	1.54216666666667
FBXL18	-0.6475
KIAA0460	1.007
ADAM22	1.471125
SERPINC1	-4.91675
KCTD21	0.3735
MYOHD1	-0.786
ZNF37A	0.319333333333333
GTF3C1	-0.0135
CTSZ	1.75675
PRNPIP	-0.59925
DRD1IP	-0.0083333333333333
NR1I2	-1.40883333333333
ZNF266	-0.0369
SPAG4L	0.001
COX4NB	0.732
SAPS1	-0.1055
APOA1	-4.546125
TATDN1	1.73966666666667
C10orf82	-2.31975
KPNB1	-1.3195
FOXO3	1.41083333333333
CRYBB2	-0.8575
ZBTB5	-0.6275
SLC25A38	-0.92625
DCTN2	0.571666666666667
IFT20	0.39275
CTHRC1	3.34975
C1orf31	-0.238875
UHRF1	0.7321875
GPC6	-0.50325
C10orf54	-0.0255
MCF2L2	0.31825
WNT9B	0.178875
OLA1	-0.475375
FAM120B	-0.8855
TTLL10	1.045
CYorf15A	-4.415
RELN	-2.0255
SCN2B	0.229166666666667
MFHAS1	-0.60475
NKX3-2	-1.61633333333333
RASGRF2	-1.0325
SSBP1	0.205
KPNA6	0.101857142857143
LOC389118	-0.8455
HS3ST4	0.4569
SUPT7L	-1.27725
FLJ32658	-1.29625
IGFBPL1	0.0515
KIAA1641	-1.3186
SHKBP1	-0.5095
CSF1R	5.02175
NAGK	2.6475
MYL2	0.752
HIST1H4C	0.0816666666666667
TOMM7	-1.324
ADAMTSL3	0.5815
TNFSF14	-1.41275
PRRT2	-1.168
VTA1	0.756
AOAH	2.9245
CRISPLD2	1.69585714285714
PNN	-0.3219
TA-NFKBH	-1.29025
ESPN	-1.984
RBM43	-1.0975
KIAA1267	-1.0285
DDX3X	1.31144444444444
KIAA1576	-3.779
PLXDC1	2.1365
FLJ25801	-2.96175
HNRNPL	-0.226
RUNDC3A	-0.1175
CASP12	-0.345
SH2D5	-1.9985
RPL26L1	0.345
OR51A7	1.028
HDC	2.2815
C2orf16	-0.414
SYTL3	2.110125
GOLGA4	1.280125
NOTCH1	-0.0158333333333333
ATPAF2	-0.99725
ECD	-0.042
SSX5	0.4155
SNAP91	0.044
OCA2	2.681
PNPO	-0.791333333333333
DAPK1	0.134333333333333
PINX1	0.232833333333333
SELENBP1	0.98325
NEK3	-0.407083333333333
TMED4	0.475642857142857
SSTR4	0.2735
FOSL1	-1.9546
CD40LG	0.647
CES1	-1.03833333333333
DCI	-1.69033333333333
B3GAT3	-0.417666666666667
STK17B	-0.105
CNTN6	0.372333333333333
CYP3A4	-0.8582
MBOAT2	0.689071428571429
PISD	-0.848375
USP1	1.5325
PYDC1	1.32766666666667
CENPM	-1.058375
SAR1B	-0.35825
TTC7B	-0.685
DP58	-0.103
GPC1	-1.00825
RBL1	0.690375
TMEM137	-2.16683333333333
TOB1	0.660916666666667
TCEAL1	-0.803
CENPF	1.30845454545455
C6	2.36016666666667
PRSS1	-2.9165
PPIL6	2.9444
C6orf124	-0.339
ODZ4	-0.666166666666667
SNCB	0.09025
NDUFB9	0.10675
CNOT6L	-0.784166666666667
S100A9	2.67166666666667
TRIM50	0.095
KCTD1	2.7051
WDR63	-0.35525
SPEF2	2.4495
RNGTT	-0.242666666666667
CXorf22	0.3365
KCNK16	-0.769
CEP250	-0.75975
ATPBD1B	-0.91925
KCNJ2	4.14075
MT1B	-3.13
ZNF684	0.9115
SLC4A1	0.4965
PDHA1	0.50025
ZNF492	0.57525
TKT	-0.95375
BYSL	-0.337375
RNF38	0.8575
AHDC1	-0.0145
KLHL2	-0.239625
CMTM8	-0.31375
DMP1	-2.4075
HERPUD2	0.15275
CRTAM	1.13583333333333
ZNF572	-0.39825
TMEM16J	1.053
HSD17B2	-2.3415
UBE2G1	-0.82625
AHSA2	-2.38775
PELI2	-1.887
TPX2	-0.412
ATP9B	1.27816666666667
DAZAP1	0.351625
HMGCS2	-0.0198333333333333
C17orf38	-0.29275
B9D1	-1.567875
NKX2-5	2.85316666666667
KIAA1276	0.167333333333333
LILRB2	3.526
CSTF1	-0.952833333333333
BTN2A1	0.764
C15orf48	4.478
IGF2BP3	-1.24025
FAM113B	-1.3984
HRG	0.134142857142857
ZNF131	1.16575
USP47	-0.134285714285714
CCDC88B	-2.2235
HCN1	-0.7163
HTN1	-0.0996
SYCP3	-1.05075
C13orf23	0.3651
PAPOLA	-0.01475
AATK	-0.2811
MSH3	-0.571333333333333
NDUFAB1	-0.35925
ITLN2	-0.955
BAK1	0.229333333333333
MRPL45	-0.803666666666667
MTNR1B	-0.223833333333333
LOC645843	0.235
SPECC1L	-0.835
PGCP	1.1525
SPN	-1.612
GPR143	0.716166666666667
ZNF576	0.522333333333333
TMEM39A	1.4131
ATP5D	-3.30766666666667
MAGEB3	-1.062
RPS5	-0.201666666666667
ANP32E	2.44642857142857
MTMR1	-0.117
YEATS4	0.2905
SYNGAP1	0.297
PCOLCE	-2.4655
MNS1	1.86825
PCYT2	-0.00566666666666667
ZNF182	-0.2415
LAX1	-0.29625
SPPL2B	-0.5749
ELOVL5	-0.3707
PCDHAC1	-1.767
B4GALNT1	0.299166666666667
BLOC1S2	0.5555
ZNF673	-0.5268
ARHGAP21	1.48533333333333
IRX5	1.787875
LRFN5	-0.625333333333333
FAM7A1	-1.97775
RAB19	0.831
GINS1	0.1555
ITM2B	1.0452
PAPSS2	3.33466666666667
OR5BF1	0.5945
ACSL3	-0.933625
KIAA1919	-2.23291666666667
GLT8D2	1.8495
UTRN	0.371357142857143
CNN1	0.29625
HISPPD2A	-0.8725
SDAD1	0.03775
SIGLEC9	0.346166666666667
RPL35	-0.880357142857143
C22orf26	-0.7135
IMPDH2	-0.971125
WDR69	0.17425
SEC14L5	0.133166666666667
CLTA	0.66025
RP11-529I10.4	0.661
GPR37L1	0.275
OGDH	-0.44675
ASB13	0.564833333333333
ZFP14	0.856
ZCRB1	0.236
KPNA3	0.156
HSPA1L	0.40925
RHOC	-0.583
LOC554175	-0.8005
PPP3CA	1.1861
SLC1A7	-1.1887
ZNF529	-0.343333333333333
RBED1	-0.1385
DDB2	-1.74725
FLJ11286	0.433833333333333
SPATA1	0.7575
MKNK1	-0.0183333333333333
DYSF	1.66166666666667
ALKBH2	0.8285
NKD1	-2.99266666666667
C1orf174	-0.78125
PLEKHO1	1.30216666666667
ASB10	-0.16
RING1	-1.19566666666667
NPC2	-0.07425
AVPR1B	0.212
YTHDF1	0.156833333333333
LMAN1L	0.364
GSG2	-1.0215
CEP170	0.0757
RPS4Y2	-6.1735
MSH6	0.431
HECTD2	-0.1275
ZNF556	-4.24733333333333
PLEKHC1	-0.2664
AIRE	-0.512333333333333
BCL2L10	0.7065
LMOD3	0.2825
ZBTB8	1.4202
FOXA2	-3.2041
SLCO2A1	0.944875
C3orf46	1.755
PRDM16	-1.28066666666667
TMEM98	0.15525
FRMD5	-1.445
PDE6C	0.0195
C1orf216	-0.875333333333333
EP400	-0.505285714285714
PTK2	0.130333333333333
RNF217	0.052
NDUFA8	-0.775
ZFAT1	0.823
LAMP3	1.6235
GLTSCR2	-1.127875
NPW	-1.114
LLGL2	-0.8217
PPM1K	-0.483
C20orf177	-0.8925
KIR2DL4	0.086125
NFKB2	0.80575
C21orf122	-0.4375
HESX1	0.0695
GPR114	-0.818666666666667
SLC25A35	-1.44083333333333
GNAT1	0.25175
ORAI3	-0.84475
FAM76B	1.08675
TMEM99	-0.7111
TRIM29	-0.0337
CDS1	2.12275
RHEB	1.942
C4orf27	0.1025
RAB3A	-0.255
OTUD6B	1.478
GPD1	1.25
CDH15	-1.26183333333333
NPM1	0.741285714285714
TMEM117	0.88
PRPS2	1.7225
GCK	-0.013
ADRA2A	3.62933333333333
TSPYL4	0.0173333333333333
TASP1	-0.1465
WDR19	0.188416666666667
C10orf38	1.72325
PDE4C	-0.653833333333333
FYB	0.290166666666667
C1orf55	1.375
PPFIA3	-0.936
RAD18	1.0075
C12orf44	0.379666666666667
CRYBA4	-1.0545
HVCN1	0.21075
TAF10	-1.343
C16orf48	-2.37433333333333
DEPDC5	0.142833333333333
LTBP1	0.1905
MAPRE1	0.501125
FGF8	-1.572
C3orf52	1.05975
SENP7	0.014
LRRK2	0.0355
RUNDC2A	0.127333333333333
KIAA0355	-0.273333333333333
CPEB1	-2.63
PPEF2	1.459
ABI2	-0.438666666666667
KIAA0317	-0.76575
ATF1	0.190166666666667
DYNC1H1	0.86125
DIP	0.1835
TMEM33	-0.488411764705882
POLDIP3	0.22425
C7orf24	1.35325
GPR171	0.82275
CDC6	-1.19383333333333
PLD1	-0.5286
ITFG2	-0.2943
NDUFC1	-1.516
AKNA	-0.95075
NBR1	-0.78675
PKHD1	0.414166666666667
HPS4	-1.8721
MAFA	-0.79725
ULBP3	-0.08925
DIRC1	0.17
IMMT	-0.051375
C22orf13	-0.245916666666667
CEL	0.322
MARK3	-0.08575
ADAMTS2	0.449833333333333
ARPC3	0.819
TMEM10	0.264
NPHS1	0.8295
BRD8	-0.818
WDR12	-0.40775
IDI2	1.72371428571429
HOXD13	-2.635
OR8G2	-1.0575
SLAIN1	-2.01375
GABRQ	-0.239
NR2C2	0.0125
NKTR	-0.8342
TLE2	1.556
KIAA0892	-0.926833333333334
AURKA	-1.60918181818182
GPRC5C	-2.70983333333333
TBC1D9B	0.763375
PNPLA6	0.140333333333333
AP3B1	-0.06575
NAG	-0.95675
C11orf68	-1.67525
AKR7A3	-1.2015
AHCYL1	-0.669833333333333
COP1	-0.370333333333333
RPP14	0.33
PCDHB18	-0.7175
CDH24	-2.22575
KRT17	0.5924
LACTB2	0.66525
DDX24	0.0526
PHACTR1	-2.66016666666667
SLC35E2	-0.683666666666667
LOXL1	-1.0395
IQSEC2	0.021875
RGSL1	-1.499
PCDHGC5	-1.139
MEGF10	1.797
PRRX1	1.6065
ASTE1	0.511166666666667
C6orf159	-1.48233333333333
MYOD1	-0.86825
GAA	-0.59625
ZNF747	-0.01
KLRC1	-2.221375
IL1RL2	-1.013
GDF9	-0.237
GPR119	0.22
TRAF2	0.1005
HCK	4.15783333333333
BMP6	-1.71775
IL8RA	0.285333333333333
FLJ35848	-0.77825
EFHA1	0.77675
CDSN	-1.52266666666667
C14orf54	-1.1792
LSM3	0.101125
ZFP41	1.1
C9orf126	-0.969833333333333
VIT	-0.068
SPCS3	-1.0685
DEF8	-0.6136
CHAF1A	-0.5855
C1orf165	0.164166666666667
ZFPM2	0.480666666666667
FTH1	1.091
SLC35F1	-1.05375
YWHAH	0.91325
C17orf66	-0.3078
ADRB1	-0.083
FOXL1	1.2905
RG9MTD3	-0.3665
UMPS	1.278375
MGC13008	1.016
KIAA1161	2.216
CCDC77	-0.44725
C12orf65	0.2593
COG4	-1.09233333333333
RCP9	1.35475
RP4-692D3.1	1.87966666666667
CDC2L5	-0.33875
MGC7036	0.9515
DNAJC11	0.084
GDF2	0.298
TIMM17A	1.7285
HNRNPA0	0.4071
OR2H1	0.7265
PCBP1	-0.67025
COL23A1	-1.1555
LRRC2	-0.608142857142857
NSD1	-0.0458571428571429
FLJ37078	-1.5295
WDR91	0.0825
TMEM179	-0.339
DSCR10	0.6295
CNDP2	1.0759
FYN	-1.6235
BEX2	0.8905
KCND3	0.632
YPEL5	1.9805
LRRC42	0.151166666666667
C17orf45	-0.465375
ZNF649	2.3649
LOC150763	-0.337571428571429
COL5A2	1.30908333333333
CNGA2	0.0205
ELA2B	-1.3108
RAB9B	0.9585
FAM100A	-1.5165
NAIP	-1.12828571428571
MYOZ2	0.403333333333333
SPATA12	-1.526
XRCC4	0.03125
CYB561	0.854
CHST10	-0.63875
BAI1	-1.56916666666667
BRSK1	0.502166666666667
C17orf89	-1.004625
PDE6H	-0.087
FLJ20309	-0.4842
MAP7	0.523
SCN4B	0.77425
SPAG9	-0.442375
SERTAD1	0.1905
FLJ21963	-1.805
ANTXR1	1.5604
TMPRSS13	2.0355
ETV7	3.90983333333333
DGAT1	-0.0633333333333333
NKIRAS1	0.961333333333333
TAC3	-3.7855
CORO1C	0.150833333333333
RAD54B	1.57025
HRASLS3	-0.609166666666667
C21orf42	-0.0115
BARD1	-0.922333333333333
ZNF177	0.1305
MIP	0.12
ZNF442	-0.576
F2	-4.11544444444444
GRIA1	0.117375
GALNTL2	0.6544
WNT5A	-0.486
LENG9	-0.6215
hCG_25371	0.417
FOXR1	-0.367
TRA@	0.3579
PWWP2	-0.50225
C1QTNF7	0.0245
SLC7A4	0.44375
C4orf7	4.7275
C17orf80	-0.399666666666667
KLK4	0.1276
IL31	0.888
TMEM176A	4.70575
CTNNB1	2.015375
BHLHB2	-1.5725
TMEM185B	-0.769
ARD1B	-0.0625
C1orf93	-0.889
BRUNOL4	0.3495
LOC541469	-1.45336363636364
UPK2	-1.67975
GAS8	0.800666666666667
PATE	0.437
IMPACT	0.16275
WNK4	-3.03033333333333
HNRPLL	0.518125
GAD2	0.10125
ITGA6	1.2485
BMP15	0.259
CYP2A7	0.330875
RIC8A	0.57375
CCND1	-0.72325
USP35	-1.4755
DSCR2	0.76875
CCL4	4.9015
ZCCHC10	-0.694
NOL11	-0.12075
TRPM2	1.13525
PSMD2	0.507090909090909
CHTF18	-0.9465
USP18	1.267625
RRAS	-0.636375
LAMC3	-1.403
TOX	-3.1045
PCDH15	1.0215
GABRG3	1.30575
NUDCD2	-0.062625
SGCZ	-0.508
KCTD17	-0.0616
SPSB2	0.205
TPPP3	0.387833333333333
CILP2	0.5855
CALB2	4.669625
CEBPZ	0.676666666666667
ZNF479	0.48425
FMOD	3.99616666666667
C21orf66	-0.155785714285714
CLN6	-1.096
ANAPC1	-0.14525
SH2D3C	0.647
PTPN14	0.8658
TRIM42	-0.427
APTX	0.44075
SNRPG	0.133
BMS1	-0.42925
MAGEA3	-5.2245
NFATC3	0.363916666666667
LRRC45	-0.5265
ARS2	-0.194
LRIG1	0.955166666666667
EPSTI1	0.569333333333333
PRSS27	-0.333
ERC2	-0.4315
PRKACB	-0.164285714285714
PRDM13	2.639
HCG27	-1.017
KLK12	-2.693
HSD17B7	0.0361666666666667
ZNF354A	2.23775
PCDH11X	2.1075
DMGDH	-1.62733333333333
PCBD2	-0.577333333333333
TMC6	-1.888375
RIMS1	-0.315571428571429
SF3B2	-0.213666666666667
RCN1	-0.0165
CPB1	1.45475
BCAR3	-1.265
FCRLB	-0.727375
PAK1IP1	1.23775
OR10H1	-0.2035
KIF9	-0.0981
PITPNM2	-0.6135
L3MBTL4	1.227
