Hybridization REF	TCGA-E2-A15C-01A-31R-A12D-07
FUNDC2	0.93675
GPA33	-0.171125
C9orf70	0.192
SLC2A9	-0.289375
LOC126520	0.4885
MAGEB1	-0.771
LCE2A	-0.0135
C18orf34	1.553
FMNL2	-1.916375
KRT85	0.43925
CRYGA	0.1205
GEM	-0.10575
THAP6	0.0499
ALKBH3	0.460333333333333
TM6SF2	0.21275
C20orf82	2.35075
RANBP2	0.0718333333333333
LIG3	0.2434
RETSAT	0.8
OR8S1	0.243
CAST	-0.06
TGFBI	0.0199
C15orf37	-0.408375
PGM3	-0.4405
SLC4A11	-1.485
FAM123C	-0.249333333333333
TAOK1	0.684
CISH	2.166875
OGDHL	-3.74325
SPINT2	2.476
ZNF33A	0.429
CLDN18	0.277333333333333
RNF128	-1.9095
CCDC71	-0.67725
RASSF6	1.79383333333333
HSPG2	0.4945
ATP6V0E1	1.859625
ABHD6	-0.3905
CD274	1.093
GCNT1	0.7655
NT5C1A	0.485333333333333
TM4SF5	-3.74325
C21orf58	-1.36083333333333
SUCLA2	0.11425
RFTN2	1.69925
SCNM1	-0.268625
SLC9A10	0.4025
FUNDC1	0.3755
SLC35F4	-3.10525
AMD1	-1.3625
COL6A6	2.28375
OR4K2	-0.1675
TRIB2	-0.845416666666667
LOC91461	-2.422
GHSR	0.9775
ATP8B1	1.356875
C1orf78	3.16716666666667
RNF183	3.1695
STX4	1.0856
TPPP2	-0.68125
MYBPHL	-2.515
TXNDC6	0.0753
C9orf47	1.2285
FAM137B	-0.1045
FANCB	-2.59225
C11orf9	-1.88525
DPY19L1	-1.21575
VDAC2	-0.411
VHL	-1.40425
LMBR1	-0.117875
C8orf44	0.856
ZPBP	0.19325
FGF23	-2.35225
C21orf67	1.309
PCNT	-1.324625
BCKDHB	1.4001
GALNTL5	0.29825
BET1	-0.457875
ARL13A	-0.279
HDAC6	-0.320625
N4BP3	1.364
OTOP1	-0.140166666666667
TTC30A	2.73375
CRISP1	0.6955
KRT32	2.919
VSTM1	0.366
ZNF622	-0.54
POLR3B	-0.2928
DNAJC10	-0.078
C12orf54	3.3575
ADIPOQ	1.6455
RIT2	1.536
CD44	1.18805
ABCA3	2.093625
RPS17	-0.568
FEZF1	0
PCDHB15	-0.92125
KCNMA1	-1.76345454545455
CCDC116	-2.1235
C15orf27	-2.8535
NARG2	-0.513125
ITGA5	-1.2605
MEFV	0.663
TUT1	0.329125
LOC541473	0.0445
NMBR	0.632
GLT1D1	-2.712
ABCB7	-0.59075
PFKP	-2.64354545454546
C9orf91	1.2397
LRRC41	-0.311833333333333
C1orf85	-0.107666666666667
ATP5F1	0.058125
STOX1	1.204875
GFOD2	0.29675
SLC25A3	0.201
ZNF646	1.0568
ZAR1	-1.3605
OSTbeta	-2.67225
GALNT3	-0.228
IFT122	0.421666666666667
LDB3	0.2671
GARNL1	0.504615384615385
HOMEZ	0.757166666666667
LRRC6	4.5845
ANGPTL5	-1.54325
UBAC1	-0.46125
DLEU7	-1.34275
RPL19	0.386625
TOP1MT	-0.382166666666667
LOC643641	0.7785
MBD3L2	0.745
NTSR1	0.027
WISP2	0.928
GPSM2	-2.032875
RDH10	0.3056
PRKCG	-0.0195
HIST1H4J	1.062
MON1B	-0.1848
MLF1IP	-2.15733333333333
ZNF446	0.96275
COL4A5	-0.3378
SLC26A1	0.662357142857143
RGN	-2.0265
CCNB1	-3.00125
C9orf165	0.021
CCDC28B	-1.08425
CCDC97	1.356
FGR	1.270875
MSRB3	0.9738
EPN2	0.92425
COX15	-0.149333333333333
KCNK6	0.5823
XK	-3.60675
GDA	-4.7905
HEPH	-0.465125
THRAP3	0.141
MET	-2.20178571428571
PHYHIP	-0.0155
LYAR	-1.58083333333333
ING3	-0.01125
AK7	-0.57275
CCT8L2	-0.393625
COPS7A	-0.119833333333333
WSCD1	-0.98125
RNF185	0.5995
TNS3	0.6295
KNDC1	-0.658
RWDD4A	0.806833333333333
MED13L	1.0786
ZFYVE1	0.863875
C7orf44	-1.22933333333333
MRPL1	-0.043
STGC3	-1.4005
TEAD1	-0.908833333333333
RPL7A	-0.146714285714286
ARL6IP1	1.1894
C1orf178	-0.0115
CTAGE5	-0.347666666666667
TMEM184A	0.679166666666667
SLC25A14	0.3215
CACNG5	-0.0325
ATXN10	0.4354
ECH1	0.8964
CCL22	0.622
CYP2F1	-1.88166666666667
GADL1	0.8455
TMEM19	-0.5004
RUNX3	0.00249999999999999
EFNB1	0.0135
LIPN	-0.1065
ACSM3	-3.8
SIGLEC8	1.02283333333333
ASCC3L1	-0.0705
NOL8	0.226625
RELT	-1.41616666666667
Magmas	-0.4085
PPP1R15B	0.2381
C11orf2	-0.115
VKORC1	0.106666666666667
MGC26647	0.686333333333333
TRPM6	0.187
UGT2B7	-4.72633333333333
FEV	-0.043
FOXK2	0.00360000000000001
PDCD5	-1.50116666666667
SLC8A1	1.9336
DGUOK	-0.2205
CLDN16	-0.272
GAGE1	-0.909
RBM17	0.3723
C1QTNF3	2.07925
VGLL3	0.151666666666667
UNQ5830	1.1525
CD1A	-2.5905
SCGB1C1	-0.5735
SUPT4H1	0.174125
TRAF5	0.181
ASAHL	0.19925
FAM73A	1.678
OR6B1	0.6705
WHSC1	-1.9805
GFPT2	0.3025
LOC339809	1.05675
STARD5	0.0378333333333334
SIP1	-0.92275
DNAJC15	0.184
STAU2	0.82675
FAM98A	-0.636875
RAD23B	0.5950625
LRRC33	-1.48025
CHRAC1	-1.1085
C21orf89	0.35975
C19orf43	-0.375
KLK8	0.344833333333333
CCNE1	-2.434
PKDREJ	0.441833333333333
SSU72	-0.1065
C17orf73	0.038
GPR78	1.637
WHSC1L1	1.1094
GSTA2	-1.99575
SMUG1	0.477
UFM1	0.8149
AP3M2	0.522916666666667
USP14	-0.26675
FBXL14	0.576333333333333
DSTN	1.208
SFRS14	-1.14775
FBXO31	-0.905166666666667
C12orf40	-0.152
FRS2	0.61175
NR2E3	1.00175
TUBB2C	-0.75875
GMPR	-1.45783333333333
C9orf139	0.158
ING5	-0.0745714285714286
LOC730092	0.218166666666667
ORM1	-4.404
RP11-11C5.2	-1.00825
HSPD1	-1.211
PIWIL3	-0.33625
C5orf13	-0.5825
OR5R1	0.91
LCOR	1.05975
PLEKHA9	-0.371
CCDC43	-0.6345
ZNF232	-0.1565
SLC6A7	1.191
ADH5	-0.409
SHBG	-0.7405
CROCCL2	-1.022
PANX3	-0.288
CDIPT	0.758
SLC16A5	1.72875
TUBB	-1.3740625
TOR3A	-0.1059
PREP	-0.144833333333333
ENTPD8	0.913
CHMP1B	1.05825
SYT12	0.1146
MYH6	-1.6942
MAP3K13	0.376666666666667
KLHL30	0.103666666666667
LCMT1	1.751125
EIF1AX	0.53
FOXD4L1	0.178
SLC24A5	-3.3335
RNF166	-1.159
TJAP1	-0.54425
TMEM156	-0.347833333333333
ZNF239	1.97725
SNX19	0.2324
GKN1	0.58625
FCN1	1.018
C1QL1	-2.6125
ATP11C	-0.308375
ZNF35	0.424
CARD8	0.075125
LIMD1	-1.02866666666667
KIAA0286	-1.308625
XRN2	-0.593166666666667
CD6	0.204333333333333
TOX3	1.6535
ZSCAN4	-1.4518
RSRC1	-0.88975
COG1	0.58075
PTRF	0.2724
C16orf35	0.3835
FBXO24	1.17925
CHST11	-0.691
THRB	1.311
MYBPC1	0.7525
RNF39	0.351833333333333
PSMD11	-1.281
ALAD	0.697166666666667
EN1	0.2695
SLC9A9	0.60625
GSTM4	0.0566
CDC42BPA	-0.752421052631579
RCSD1	-0.75125
LUC7L2	0.0297
SPTBN1	-0.8916
LOC146167	0.353
BAT5	0.7489
ZNF452	-2.362
LSM4	-0.39625
SRP72	-0.4841
SGK269	0.01575
MTX1	-0.079
CENTA1	0.23325
UNQ9433	-1.209
ATR	-0.521416666666667
DDX49	-0.320833333333333
PAQR8	-1.1445
C14orf174	1.1275
GBGT1	0.01975
THAP1	1.18925
OR10K1	0.1675
RASIP1	-0.926833333333333
DPYD	0.3757
DOHH	0.17125
C18orf45	2.389
POF1B	1.2351
ZNF552	3.10875
USP32	-1.515125
MED27	-0.583666666666667
C14orf149	-0.8375
PRDX4	-1.16833333333333
ABHD12	-0.5351
AGT	-4.84675
SLC22A14	-0.3355
C1orf58	0.65325
PILRA	-0.74325
ABCF2	-1.106625
C17orf85	0.1393
TKTL1	-0.759
FGF1	2.96415
IL6R	-0.8655
VPS25	0.03375
CHRNB2	-0.130375
COL7A1	-1.6478
LRRC48	3.79816666666667
SPG20	-0.507083333333333
COX10	-0.24425
GCA	1.43375
ECEL1	-0.8605
GLG1	-0.183166666666667
SRD5A2L2	0.00374999999999998
MUTYH	-0.411875
ZNF70	0.269
L2HGDH	-1.32725
GPATCH2	0.17675
ZNF655	-0.845625
ZNF227	-0.0558333333333333
MCOLN2	0.2675
NQO2	-0.84875
KCNQ5	-0.1775
NEU1	0.654666666666667
QRICH1	0.2065
ZBTB20	1.01616666666667
RPUSD3	-0.90025
EPGN	-1.9644
TSN	0.635333333333333
SPRY2	-2.2855
LZTFL1	1.1085
GMFB	0.385375
PBEF1	-1.4006
HBG2	-3.128
TMEM8	0.11525
PALM2-AKAP2	-0.374
NFYA	0.117
FAM108A1	0.489625
PBLD	0.672125
NRG4	-2.45575
PIGF	0.3915
PTGER1	-0.0045
NOS2A	0.7265
C21orf34	0.123833333333333
C21orf51	0.504916666666667
IL17C	0.0985
TRMT6	-0.3985
ETV2	0.4485
CCDC109A	-0.43825
MYLK2	-1.0975
ATP10A	1.075
DPH4	-0.81475
C5orf5	-0.7055
KCNA4	0.0905
NMNAT2	-1.45783333333333
GLYATL2	0.2065
LSMD1	0.566625
IL23R	-2.2055
NRF1	-0.791
MUC15	-1.31166666666667
PRDM12	-1.798
PAQR4	-0.325142857142857
RBBP6	-0.95625
IFI27	2.894
SKAP2	-0.0640000000000001
TAGAP	1.96525
TJP3	2.4375
C9orf61	-0.54225
IDS	0.270857142857143
PARG	0.518
LOC131149	-0.212
DYRK4	0.158833333333333
MICALL1	-1.38675
GALR2	-0.132
GPBP1L1	0.36625
TBX21	4.005
KCNJ6	0.963166666666667
GGN	0.7945
CASP5	0.6885
RNF182	-4.356
BRD4	0.39375
DOK4	-0.93625
SLC46A2	0.853666666666667
SOX9	1.89416666666667
ZNRD1	-0.215
PRR6	-3.134
FAU	-0.053
DTNB	1.292
CARD9	0.649
STS-1	-1.8175
SLC4A5	0.098625
NSBP1	-3.544
UGCGL2	-0.512083333333333
POTE15	-0.8435
NOXA1	1.3815
RP13-347D8.3	1.2015
SAMD10	-0.257333333333333
EP400NL	-1.69675
TCF21	-0.41425
AMELX	-0.34325
JPH2	0.7721
SLA	1.368875
DLST	-2.125
SEPT12	1.67625
RGS20	-3.86175
LXN	0.478
ZNF419	0.11725
UPK3B	-0.430166666666667
RELL1	1.08475
ESPNL	-1.815
KLHL21	0.361875
PI15	0.6635
C2orf61	-1.5045
LOC407835	-0.739666666666667
RER1	0.554583333333333
ELAVL2	-0.227
MGC26718	-1.725
KLF2	2.07475
TNFAIP8L3	0.126666666666667
TFE3	-0.2055
C11orf17	0.0155
15E1.2	-1.76175
SNRPC	-0.699
DLGAP1	-0.796
PGLYRP1	-0.01375
OVCH2	0.1625
IRF7	1.4512
SET	-1.1132
NAB2	-0.4975
LRP5L	-0.164
FAM120A	0.3479375
ASCL2	2.91716666666667
SHH	-0.392
ATP5H	0.121833333333333
THPO	-1.29783333333333
TYRP1	-2.75083333333333
HIST1H3E	1.16183333333333
EIF2S1	-0.241333333333333
TNFRSF17	0.5085
TARSL2	0.18175
NKX2-8	0.2985
C1orf115	0.49625
LOC56964	0.5995
KIAA0841	-1.40225
ISCU	0.7645
TTMA	-0.381
ZNF414	-0.2625
LOC441150	0.92725
RAB15	0.559
HBP1	1.65366666666667
TNNT2	-2.18816666666667
CECR5	-1.32325
PHGDH	-3.301625
JRK	0.043
XPO4	-0.743625
FAM131C	0.3065
ARHGAP25	0.941
CA9	-2.46244444444444
GPR62	0.536333333333333
TLX1	-0.226333333333333
GPS1	-0.298
OR2M2	0.4555
BDP1	-0.721214285714286
FAM70B	0.865
RPS29	-0.4485
MKLN1	-0.6136
TSPAN19	-2.67875
SLC29A3	1.2622
LGALS4	0.432
USH2A	-0.210833333333333
NF1	0.00633333333333336
APOBEC3A	0.700833333333333
IMPAD1	0.275
OLR1	2.30966666666667
NRAP	0.2395
HCFC1R1	1.19566666666667
TAOK2	0.677833333333333
MCM10	-3.56116666666667
MAP4K3	0.0536666666666667
CBS	-3.02225
CLK3	-0.6588
PCDHGA5	1.3095
ELF4	-0.14225
FAM71A	-0.39875
C11orf49	0.00499999999999999
CLIP2	-1.298
BTBD9	0.8815
ZNF524	1.3715
KDELR1	-0.585
ZNF509	0.6225
NCSTN	1.442
ZNF533	-0.3275
PARP4	-1.48425
GALNT9	-0.196333333333333
NPY	-2.2945
BEGAIN	-2.34733333333333
TMEM77	1.123
FOXRED1	-1.2155
SLC16A2	-0.234
SLC35B1	-0.504
GK5	-0.15
SDCCAG10	-0.5945
C4orf20	0.3455
SLC9A2	-2.23975
ADD1	0.0477142857142857
TAL2	-1.36183333333333
ACLY	-0.741125
DNAJC1	0.7145
SOST	-1.844
USP43	1.13633333333333
CYP4F12	-0.66775
FKBP5	-2.432875
CHCHD5	1.212
NUDT22	0.30625
CCDC85B	-0.52625
OR51G2	0.802
STRN3	0.320142857142857
TMOD2	-0.23525
FLI1	-0.3035
MAB21L2	-0.00116666666666667
DGKQ	0.33075
VPRBP	0.171666666666667
SCNN1B	0.0767
ECHDC3	1.9736
TMEM106C	-0.06425
CSNK2A2	-0.995
RPL39	-0.4226
HERC3	0.2772
ZBTB47	0.8585
ZNF681	-0.209
PAGE2	-2.38525
CLIC5	2.49528571428571
RABAC1	1.0985
ZFHX2	1.32825
YPEL1	0.891166666666667
KIAA0776	1.33075
NR1D2	0.73375
DNAJC4	0.44425
NPNT	3.9372
ZNF677	-0.6355
ZNF536	-1.08775
MEF2B	0.3625
PTPN4	-0.357875
CTCFL	-6.1535
STX5	0.307
CD72	1.93025
VEGFA	-1.243
XRCC1	0.088
MAS1L	0.476666666666667
ELL	0.1926
SETBP1	1.888
CDH11	3.36233333333333
NDC80	-2.72415384615385
DMBX1	-3.3915
NRSN1	0.0273333333333333
BAT2D1	-0.446125
CDS2	1.04866666666667
C1orf212	-0.066
SENP3	-0.79975
IL1F9	-0.9285
EEF2K	0.245625
COG8	-0.41825
CEP72	-1.50775
OR1L8	0.1585
MUS81	-0.620833333333333
PHYH	0.39525
GGT6	1.93816666666667
C22orf23	0.0145833333333333
C13orf33	2.69025
MAPK8IP2	0.4625
NELL2	1.75575
POU3F2	-3.7655
ALPK1	1.949625
MRPS18C	-0.424
RPLP2	0.518375
FGF22	0.058
SPNS1	0.277
ZFP1	-0.63175
IL1RAPL1	-1.41525
PCSK9	-2.8145
NKX2-1	-0.182615384615385
C6orf189	1.78275
SP4	-0.4135
SLC11A1	0.956
C21orf25	1.277
ICAM2	0.31775
SH3GL1	-0.987
GSK3B	-0.283166666666667
RALB	0.8245
PDXP	-1.9385
GNGT1	-3.38428571428571
KIR2DL1	0.6175
TNFAIP3	-0.247166666666667
C6orf32	0.42
CBLN2	5.71175
PANK3	-0.234
TAAR9	null
WDR82	-0.108428571428571
APOM	-2.934
TRIP10	-0.45025
SPATA16	0.137666666666667
C1orf135	-3.03225
USP51	-0.82625
TESK1	0.9605
C11orf64	-0.01175
ZNF611	-0.5815
PDE6G	-0.2355
HLA-DQA1	1.825
GCLC	-0.407125
SEC61A1	0.1665
TWSG1	0.865916666666667
ZMYND10	3.11425
CTDP1	0.6305
ADAMTS6	-0.244666666666667
SLIT1	-2.0425
KRT86	-1.2335
KIAA0574	1.69725
GTPBP2	-0.5675
PQLC3	3.41225
PRRX2	0.110166666666667
C15orf44	0.584666666666667
MKKS	-0.3175
C11orf10	-0.0485
GPR110	1.88225
CD109	-1.49616666666667
ADCY1	1.1765
RHBG	-3.27225
TP53I3	-0.436625
SLC22A3	-0.5233
UCP2	0.11225
FOXG1	-2.622
OR2AG1	-0.097
TRIM24	-0.15525
PROC	-2.6125
TAAR6	0.64725
AMTN	-0.9885
C10orf47	0.648166666666667
DEPDC1	-4.26975
FLJ45557	5.13775
ZDHHC17	-0.0304375
KIAA1429	1.43116666666667
KCNH1	0.469
VNN3	0.538875
PSMAL	0.9745
PPARD	0.2345
HFM1	-2.62366666666667
YBX1	-2.01416666666667
ZNF695	-3.1015
SCTR	0.0225
DCDC1	0.0125
VPS26B	-0.0468
MTF2	-0.928666666666667
ATP6V1F	-0.27675
CCDC94	0.27
PERF15	0.433
CCL11	3.57775
LMO7	-0.307875
DCST1	0.514
ADRBK1	-0.171875
CDRT4	-0.16625
ZNF84	-0.60375
HOXD8	0.8125
STARD8	-0.354333333333333
FOXP2	-1.065125
CCDC103	0.32125
POLR3A	-0.9934
GSC	0.4795
ZNF114	-3.4545
HTR7P	0.1755
LALBA	-0.068
RMND5A	-0.289
PSCD2	0.32975
ZNF409	0.8205
KRTAP1-3	0.231166666666667
MAF1	0.11075
LOC201725	-1.14633333333333
NRN1	-2.04175
SPAG5	-3.2695
DNAH7	2.8525
FLJ43860	-0.052
BRCA2	-1.59925
ACADM	-0.081625
CXXC6	-2.748125
RAGE	0.11675
CHMP2A	0.77975
FAM8A1	-0.1244
GPR21	0.283
SLC12A3	-2.75466666666667
FVT1	1.02471428571429
ZDHHC7	-0.02
FLJ44048	0.328
SLC44A3	2.36083333333333
SDSL	0.290166666666667
MMP8	-1.706
PLA2G12B	-3.41866666666667
ACY1	-0.6765
MT1E	0.949166666666667
OR4K15	0.3755
TECTB	0.8885
GPR20	0.1825
IRAK2	-0.56725
RFPL3	-0.78
MYO9A	0.767
NARG1L	-0.0951666666666667
BLMH	-0.448125
CCDC3	2.77466666666667
C9orf21	-1.11
KIAA0513	0.603666666666667
MIER2	0.178
PNMA2	-1.2685
SH3BP2	0.4688
ANXA10	-2.22866666666667
RTN2	0.480333333333333
TFB1M	-1.1975
PRPH2	3.2325
C14orf133	0.29575
GOLGB1	1.28241666666667
IRX4	0.67675
NFKBIL1	0.109166666666667
C10orf62	-0.25625
APBB3	-0.1045
RPS10	0.4415
LOC728378	-0.0459999999999999
TLE3	1.34916666666667
PSMB7	-0.426125
MESDC1	-0.0565
SLC6A1	1.24533333333333
OCLN	1.80125
PTTG3	-2.88216666666667
NAGLU	0.38
SERTAD4	2.212125
SPRY1	1.13925
FLJ10781	-0.58975
MYSM1	0.04175
TRIM4	0.615642857142857
SH3YL1	1.026
TREM2	3.64683333333333
SERPINI1	0.84575
HDHD3	0.749125
TMEM38A	0.142625
EID2B	-0.54375
TDRD3	-0.213666666666667
SEDLP	0.3825
THSD7A	1.5325
NDST3	-4.31025
KLHL15	-1.1665
DHRS12	1.9245
FBXO9	-0.251571428571429
TNPO1	-0.451666666666667
MRPL13	0.115
SNX5	-1.95033333333333
METTL6	-0.83725
SOD1	0.200125
CHML	-1.1065
PACS1	0.427875
SIRT5	-0.6069
CAPN2	0.215
FXYD5	-0.880333333333333
TWISTNB	-0.575125
LRFN1	0.140833333333333
UBE1L	2.036875
UBE1C	0.416
OR51B2	-0.66575
OR4D11	-0.105
C15orf2	-0.075
NR4A1	0.4715
LOC339047	-1.57175
TRIM17	0.385625
ATP5G3	-0.581214285714286
RPL15	-0.32175
ADAMTS8	-0.55575
HOXC4	0.705
C14orf37	2.0505
CEACAM5	-1.180375
MYT1L	-0.288666666666667
RASA2	-0.24
OSBPL7	-0.463
STAG1	-0.7895
GIMAP4	4.61933333333333
FUT3	1.60566666666667
PIF1	-3.030375
LPIN2	0.0698
SH3PX3	0.797
PDP2	-0.31675
PAPD1	-0.357875
ERP27	3.49325
APOOL	0.1291
DIABLO	-0.005
TRHR	0.334375
ARMC9	0.145375
RNF152	3.88075
SLITRK3	0.0345
ZNF211	0.0671
PFDN1	-0.46025
RGS11	0.026875
HS6ST1	0.143
AKR1D1	-2.23775
TNP2	0.782166666666667
STK31	0.517666666666667
EML4	-1.46791666666667
SGTA	-0.66
HIST1H2BI	0.567666666666667
PSMD6	-2.04383333333333
KIAA1257	-1.41925
C18orf55	-0.149666666666667
FLJ20273	3.197625
RPL28	-0.832833333333333
EPYC	2.86175
NOX3	-0.786
ELAC1	-0.107333333333333
METT11D1	-0.8605
BIN2	-0.422
NACA2	-0.182
CCDC17	-0.5545
HM13	-0.1286
UBOX5	-0.063375
UBE2O	-0.537375
UBL5	0.0615
APOLD1	1.132875
C9orf31	0.524
TNFSF8	0.492
ARHGAP29	0.966625
PROKR2	0.3925
PDE5A	1.35316666666667
C6orf12	-0.5305
TOM1L1	0.3375
WHDC1	0.55175
FOXI1	0.0746666666666667
RAB4A	0.7147
TMEM39B	-0.76275
ATPBD1C	-0.33375
FARSA	-0.325666666666667
PLEKHG5	1.04475
CMAS	-1.0395
OR7E24	-0.115
SLC30A1	-0.4845
CDC42EP5	1.3295
PLAC1	-1.71125
KLHL18	-0.183583333333333
LBA1	0.1115
TAZ	-0.52175
CRIP2	2.428375
BTBD11	-0.954666666666667
C16orf72	1.07025
DIO2	1.2477
LRRCC1	1.89633333333333
CCDC136	-2.7515
PRX	0.834875
RBM5	0.1591
TMEM85	0.258625
TUBGCP4	-1.49166666666667
APLN	1.92975
CDK7	0.390166666666667
SSR2	0.530916666666667
CRELD1	0.071
C19orf46	2.36275
GAL3ST4	0.0236666666666667
KBTBD10	1.5505
IL28A	0.30025
WDR27	0.084
MCM2	-1.49933333333333
SOX14	0.7495
FLJ39743	0.1045
KIAA0922	-0.56175
HIPK4	0.771
FLJ25758	0.382
C16orf57	-0.879666666666667
PDZD2	0.82425
MCC	0.956375
HHLA3	-0.2356
ID2	1.12725
C20orf23	2.85458333333333
ZNF688	1.94175
APOC2	-2.38966666666667
LOC440093	0.2425
FAM50B	2.21583333333333
PWP1	-0.5155
DNAH10	0.0955
HIST1H2BA	0.39375
GPR56	0.310833333333333
METAP2	-0.567875
PAN3	1.3955
STXBP4	-0.029875
PDHX	-0.0805
MTA1	0.216666666666667
ZBED4	-0.65575
ZNF720	0.47675
CDK2	-2.038
RHOJ	0.530125
CDC37	-0.439
ZER1	0.18075
GRK4	-0.14025
PRPH	-0.594
POLR2A	0.6795
OGFOD1	-1.529
NOL5A	-1.226
PHEX	-0.05
FLJ16478	-0.05675
C20orf117	-0.528125
CAMTA2	-0.3545
C11orf74	-0.407666666666667
DDX17	-0.0841666666666666
C5orf27	0.224375
PLEKHA2	-1.7357
PDE4DIP	-1.1184
SCN7A	0.747
ZNF559	-0.0781666666666667
CXCL10	3.66725
ZMYM4	0.309666666666667
STK32B	0.535333333333333
KIAA0888	-2.127
TACR3	1.118
CKAP2L	-3.285
KIF1A	-1.07616666666667
RSPRY1	-0.1205
VCAN	2.011
CYP27C1	-0.4745
SYDE1	-1.58683333333333
MED12L	-1.001
ZDHHC21	1.381875
NHS	1.407
TM9SF3	1.47766666666667
DDHD1	-1.329125
MAFG	-0.418583333333333
BICD2	-1.0274
C14orf119	-0.278666666666667
C14orf43	0.616571428571429
CDH7	-2.0285
ALKBH5	0.334142857142857
JUP	0.9955
TMEM41A	-0.0776666666666667
MAMDC4	-1.01933333333333
CBX3	0.06225
LRRC18	0.03825
RBMXL2	-0.54825
PLA2G4D	0.718166666666667
FGF13	-1.194
KIF3A	0.659333333333333
PDIA6	-0.60375
DCXR	0.13325
CASKIN2	0.428583333333333
EHD1	1.31616666666667
MARCKSL1	-0.121
ZNF496	-0.239333333333333
SCAF1	-0.04
KCTD8	-1.419
TRAF3IP3	0.893714285714286
LSR	0.67975
CXorf1	0.334666666666667
C14orf112	0.264333333333333
EIF2B1	-0.03225
OMP	0.323
GSTZ1	0.1755
LOC92017	1.2745
ISLR2	2.034
C12orf36	0.0945
GATA2	-1.99083333333333
GABRA5	-2.372
CELSR2	-0.1815
STAM2	0.7409
TNAP	-0.1665
PTPMT1	-0.785166666666667
GRP	6.7135
SV2A	-1.70066666666667
MAGEA12	-3.79075
CACNG1	3.3345
C18orf19	-0.301
GSG1	-0.589833333333333
PTPRJ	-0.0327142857142857
FRMPD1	0.4125
ZNF668	0.84975
PLEKHJ1	-0.775875
ADAT1	-1.517
TMEM50A	0.8886
UCN3	-0.6575
HOOK1	1.93575
IL17B	0.3225
MLKL	-1.7285
TTC14	-0.498833333333333
KLHL5	-1.7035
CRYL1	0.6785
FOXH1	-0.1495
NFYB	0.165875
PPM1G	-0.60325
GOLGA2LY1	-0.799
NMT1	0.057375
HADHA	-0.8692
CHSY-2	2.40275
PLEKHF1	0.733071428571429
SAGE1	-2.572
MUSTN1	0.19125
SUHW4	0.904
TFEB	1.45266666666667
ZFYVE27	0.40775
ATG12	-0.521333333333333
BMI1	0.719
ZIM3	-0.54425
MYH4	0.35575
MASP1	-1.59383333333333
KIAA0984	0.305
RPAP2	-0.50725
ASB5	-0.242
BOLA3	-1.37366666666667
MIA3	1.05683333333333
KRT35	3.012
KIR3DL3	-0.646
MRPL51	-0.26275
SEMA3F	1.4055
NDUFB2	-0.0133333333333333
LOC253012	0.16425
FAM46C	0.6925
G6PC	-2.63775
CSAG3A	-4.07483333333333
PREX1	1.6765
SLC25A45	0.347375
MAPKBP1	0.5887
CPE	0.4346
GNB1	-0.69275
CXCR6	1.4685
TRIM46	-0.1915
C16orf3	0.400666666666667
HPSE	-0.18725
TIGD3	0.3975
SPG3A	1.57075
LCAT	-1.58183333333333
ST6GAL1	-0.3535
POMC	0.80375
FLJ36031	-1.02666666666667
NSMAF	-0.559166666666667
SKIL	0.6205
ADSS	0.362166666666667
HMGCS1	-2.0378
POLR3F	0.116166666666667
RAB10	-0.398125
ZNF277P	-0.497
ZBTB7B	1.021125
DHRS1	1.421
ABCC13	1.0575
CNOT3	-0.6715
NFKBIA	1.2565
GAK	0.599166666666667
SFT2D2	0.792833333333333
HOXA6	0.331
CRTC1	0.145625
LY6D	0.254333333333333
C20orf72	-0.6895
CPT1A	-0.69025
LMO1	-2.4005
EIF3I	-0.5485
PRB4	0.465666666666667
MCM3APAS	-2.49775
C20orf132	0.3522
FOXF2	-2.6155
S100A12	0.2205
MLH1	0.114666666666667
ACTN1	1.1635
MRPL36	-0.957666666666667
C20orf106	-0.19725
FBXO6	1.31916666666667
MKS1	-0.0381666666666667
CX3CR1	-0.061875
PDE1B	0.501
PLP1	-3.58
KISS1	-0.2885
C14orf2	-0.543166666666667
TBC1D3P2	-0.93775
COMMD6	1.9541
ANKRD7	-0.33475
PTCHD1	-1.701125
NARS2	-0.755
DOCK7	-0.76575
FAM127B	0.030875
LOC390243	0.0945
N6AMT2	0.64225
ZNF391	-1.116
DNAJB14	-0.0588333333333333
WRB	0.902625
BPI	0.114416666666667
TTC4	-0.379
FAM10A5	-0.95725
GOT1L1	0.151625
MAGED1	-0.77475
RESP18	-0.09025
WFDC6	0.479
MT2A	-0.4495
C11orf56	0.559
KIAA1432	-0.37
ROR1	-0.986625
HSD17B14	0.748166666666667
ZFAND2B	0.1635
SAMD4B	-0.0255
HEXA	0.25575
HNRNPU	-0.0811363636363636
USP39	-0.136125
NRD1	-0.93875
R3HDML	0.54175
FLT4	0.224333333333333
OMG	-0.0693333333333333
OR52N4	0.262
LOC399818	-0.226
ELA2	-1.854
VENTXP1	0.4085
RFC5	-1.311
OR52L1	0.3675
PAX5	-0.1405
FBXO2	1.4535
GMEB1	-0.017
AKT3	1.21516666666667
CRB1	-0.485666666666667
CTTN	0.646833333333333
UTP15	-0.161833333333333
HSBP1	-0.365583333333333
PHF11	1.777
NDEL1	0.00283333333333334
USP8	0.203
BAIAP2	0.2414375
SI	0.2632
ARSJ	-1.377
BAAT	-2.83066666666667
KCNS3	1.52366666666667
