Hybridization REF	TCGA-AR-A1AK-01A-21R-A12P-07
MCTS1	-0.9605
C6orf156	-1.45525
TGM1	0.521
SLC37A4	-1.33825
FAM92B	2.4705
SLC25A25	0.2786
ZC3H13	-0.409166666666667
GPX6	-0.0015
WDR81	0.99575
THOC3	-0.193333333333333
PHACTR4	-0.432333333333333
ACYP1	-0.78975
ARPC2	0.722333333333333
ENG	0.325
P2RY13	2.922375
GAPVD1	-0.16435
CCNO	-1.1946
C9orf64	0.27625
RXRG	-0.964
C7orf45	-0.6765
ZNF140	-0.23525
SULT1E1	0.0395
RGPD4	-1.04675
CGB7	0.332
C9orf142	-0.4175
BRD9	-0.7005
tcag7.350	-1.0035
OR2M5	0.8415
OGT	-0.5477
SYT1	-2.26
ACRV1	-1.06733333333333
CMPK	0.31325
BHLHB5	3.60816666666667
MARCH2	1.81935714285714
ASXL3	-2.076375
RPIA	-0.0375
RFXDC1	3.07275
HIST1H1B	-1.96975
ZNF701	0.8575
KCNT2	-0.0345
CCDC36	-0.92275
SLC11A2	0.51625
NBEAL2	0.00666666666666668
RP4-691N24.1	-1.14325
TYROBP	4.625
PLA2G2F	0.075125
TCP11	0.2945
OR4K13	1.225
C15orf21	0.34325
OR4F15	0.764
FAM108C1	-0.0221
ASAM	-3.821125
NPHP4	-0.852666666666667
SFRP5	-0.1635
OR56A3	0.385
EBAG9	1.00433333333333
LOC100101267	-1.233
UROD	-0.452666666666667
ARL9	0.544
PDE2A	-0.3245
TUBB2A	-1.66083333333333
RPL36	-0.311833333333333
ASPM	-2.15442857142857
RBCK1	0.1085
AFF2	-2.111
STARD6	0.0788333333333334
ZDHHC8	0.0555
EXOD1	-1.3786
PLXNA2	1.22616666666667
ACTL6B	-0.0841666666666667
ANKRD41	-1.5805
IL2RA	3.68425
PNRC2	0.7165
DENND2C	0.4765
STXBP5L	-2.768
TBCC	0.143125
NSF	0.4305
KCNJ1	0.904
KIF2B	-0.647
KRT73	0.3455
C7orf47	-0.1155
NFASC	1.41666666666667
SFRS15	-0.3855
CLCA4	1.10683333333333
ZNF597	0.598333333333333
SCGB1D1	5.805
LONRF3	-1.446
OR2J3	0.183
SMURF1	-0.0995
C14orf102	-0.248
HNRPDL	0.1236
ANKRD39	-0.20125
BTNL8	-0.61975
CSTF2	-1.08825
CABP4	0.379
TMEM95	0.05325
HTR1F	-0.1195
SCPEP1	1.857
PRSS12	-1.458875
SLC28A2	-0.482
INHBA	1.18683333333333
RP11-298P3.3	-0.06375
UGDH	-1.02016666666667
SLC36A1	0.17
PLCB1	-1.7365
SEPP1	1.4755
SRXN1	-0.57325
LOXL2	-1.67825
SERPINA7	-5.972
LOC201229	3.0605
CHRNA1	0.7195
DENR	-1.04166666666667
RARRES2	0.78
SENP2	0.140625
XPNPEP1	0.02175
PCGF5	0.34965
HIST1H1T	-0.661
CDK5RAP1	-0.04825
PRKG1	0.585857142857143
RASGRP1	0.9069
CFI	-0.884333333333333
KIR2DL3	0.7805
FOXRED2	-0.772714285714286
FABP1	-5.53775
TRIM7	-1.75375
CYP20A1	-0.137090909090909
CYTL1	-1.742
SORBS1	1.72475
PEA15	1.23264285714286
GUCY1A2	1.2125
ZSWIM2	0.9125
PH-4	0.969125
PACSIN1	0.576125
LOC152586	0.8305
UMODL1	-0.57
KREMEN1	-0.104875
FLJ35773	4.71725
RFPL4B	0.63425
SNAP23	-0.4445
STXBP6	-2.46425
C6orf115	0.5665
ZBTB33	0.17325
CHST9	0.0803333333333333
MGA	-0.7009375
FAM128B	-0.0821
GPR4	4.09833333333333
KIAA1957	-1.5675
GSTK1	1.05983333333333
CLCN5	-0.84425
FBXW5	0.2645
FUSIP1	-0.882857142857143
MAG	0.6385
FLT3	3.73566666666667
STRA8	0.0965
SERPINB4	-3.681
JMY	-0.274833333333333
DLK2	-0.104666666666667
ZNF451	-0.6799
HES6	-0.19325
FGF9	-1.711
VNN1	-0.387
SRPK2	-0.5857
ALDH3A1	-0.955833333333333
CDX4	-0.231
SPG21	-0.1285
ZNF302	0.1726
DOK3	1.58325
GRIN1	0.315
OR1A1	0.489666666666667
CALU	-0.834333333333333
ANKFY1	-0.278333333333333
C9orf84	-1.806
CLEC2L	-0.474
LIMCH1	-0.598416666666667
RWDD1	0.417333333333333
VHLL	-0.554
SLC18A2	0.638
UPK3A	0.4795
FIP1L1	-0.98025
LENEP	-0.4415
RHOB	2.22233333333333
RIBC2	1.11125
GNPNAT1	-0.7599375
TBC1D10C	1.238
MMAA	1.34025
INTS9	0.035
HOOK2	1.03875
CCNG1	-1.42883333333333
CCDC144B	-1.1535
MTMR7	-0.662
NEU4	-3.13333333333333
HADH	-0.424
CCKAR	0.3485
TMEM173	2.13
AFAR3	0.27675
PTH2R	2.05125
IFI30	2.38
GLUL	1.9357
TMEM71	1.0895
C20orf165	0.037
BFAR	-0.622375
ZNF14	1.01925
KLHL8	-0.0152857142857143
PPIL2	-0.555333333333333
CTA-126B4.3	0.05
C5orf37	-0.02675
SLC27A4	0.4915
KLHL22	-0.00125
GJB2	1.4868
HSPBP1	0.291
PRKD1	-0.3725
SOX8	-0.320875
KIAA0195	0.528
MICALCL	1.29466666666667
ICAM1	-0.2565
C10orf126	0.9
SIX4	-0.395375
BCL2L1	0.2292
CD19	-1.0135
RAPGEF3	2.3765
KIAA0974	-0.854666666666667
MAPK3	0.1245
OR10A3	0.3705
MAP2K1IP1	0.324
STK4	0.0680555555555556
CHIC2	1.2257
DLX5	-0.715333333333333
ZNF367	-1.35475
FBXO41	0.194
ADK	-0.868625
hCG_1995786	0.694
GTPBP10	-0.60575
TGOLN2	0.14475
CTBS	0.718333333333333
FGD1	-0.0405
ETS1	-0.279333333333333
EDC4	-0.70425
GSTA3	0.8115
HOXB6	-0.678
C9orf131	-0.08675
BCAS1	-0.483
U2AF1L4	0.37
PDHA2	0.213666666666667
SORD	1.339125
SLC25A33	-1.0025
WDHD1	-2.50825
OR8K5	0.651
RNASE11	-0.147
STAP2	-0.2885
TRIM44	-0.6607
CHCHD8	-1.202
SIDT2	0.395166666666667
OR2B3	0.1215
TRRAP	-0.69325
TRAF1	0.5205
RYR2	-2.19025
FAM71B	-0.0506666666666666
SLC45A4	1.64375
TRIM32	0.12975
ATP6V1G1	0.13925
TRA16	0.853875
SERHL2	1.795
PRKY	-0.706
NPR2	-0.465
TAS2R40	-0.24675
OR5I1	0.464166666666667
ZFYVE26	0.226666666666667
WFDC11	0.091
CSH2	0.10025
OR2T8	-0.0985
TBX20	-0.3005
LYPD5	3.26916666666667
STOML2	-0.378333333333333
ALPI	0.229625
FAT3	-0.9155
ZNF273	-0.228
NPSR1	0.7355
FLAD1	0.297
RAB5C	0.55325
TTLL3	-0.874625
KIAA1618	0.792666666666667
NPPC	-0.8945
ZEB2	1.2154
MRP63	-0.32725
WSCD2	-0.472
NEUROD4	1.04325
SNAPAP	1.03425
MTMR2	-1.62305882352941
STK35	-0.937375
USP48	-1.073625
NR1H4	-3.93975
RASL10A	1.11375
SSTR1	-2.525
C1orf35	0.693
APOBEC3C	-0.3795
RUSC2	1.4085
SALL4	-3.623
ZCCHC8	-0.215
RAD17	0.01975
ZNF708	-0.598666666666667
LILRB5	2.2005
TEX12	1.406
C9orf79	0.2145
ARHGEF1	0.453666666666667
ABCA4	1.48316666666667
RNF214	-1.1915
PPAPDC2	0.1565
ARID4A	0.4165
SYCP2	1.29525
OPRM1	0.4425
RP13-102H20.1	-2.57875
CYP26B1	-0.6065
APCDD1	1.08766666666667
PCCA	-1.312
ALS2CR7	0.4895
AQP5	2.00516666666667
YLPM1	-0.35275
PRKAR1B	-1.0568
IL16	0.9826
TCF3	-2.037125
ZSWIM7	0.5285
SERPINE1	-1.6672
BAI2	1.99725
SMC5	-0.960071428571429
SMN1	-0.426666666666667
SLC13A5	-3.338625
POU2F3	1.79475
BACH1	-0.385666666666667
GMCL1L	-0.447
PPP2R2D	-0.19925
LRRC51	0.121416666666667
EDARADD	0.1195
LRRC3	-0.317
FAM124B	0.97325
C20orf70	0.052
LOC285735	-0.551
CTBP2	0.7726
ZMYND11	1.0555
CDH23	1.7825
OR1N1	-0.2685
LOC400590	0.22825
PDK1	-2.402375
LMTK3	0.103
USHBP1	1.3285625
ZFYVE21	0.717
hCG_21078	0.47075
OAF	-0.60025
WDR41	-0.528
SPINK6	-1.547
GDEP	-0.6265
MEG3	-1.2725
OXSR1	-0.709857142857143
RAD51	-1.95583333333333
RPL13A	0.3405
DYRK1A	0.1684
FLJ25791	2.76475
SARDH	0.2897
RBBP5	-0.385666666666667
ORC2L	-1.299
NCAPH2	-0.506666666666667
RNASET2	0.1115
WDR79	-0.6355
FLJ39779	0.298
C3orf1	0.20075
DDX23	-0.141
MGC40574	0.53325
MORC4	0.523
MYRIP	3.29681818181818
LY6E	2.407625
SLC39A11	2.356
ATP12A	-0.6915
AUP1	0.047
PIP	5.735
CORO7	-0.0645
PITPNM3	0.436
ENPP1	1.02933333333333
PPP1R1C	1.09116666666667
NRBP2	-0.017
KCNE2	0.3745
P2RX4	1.415
CCND2	-2.07564285714286
OR5T3	0.327
CUL4A	-0.3465
CFB	2.5635
PCP4	-2.33633333333333
HEMGN	-5.37233333333333
UBIAD1	0.334
CDC42BPB	-0.7232
CYB561D1	0.355
RIMS2	-1.037875
ZNF488	-0.15075
RNMTL1	0.1085
SART3	-0.332666666666667
CAPN10	-0.571285714285714
CCR5	4.8365
APOA1BP	1.1795
NDUFS5	-0.518
PDLIM3	2.29
VPS24	0.5628
SCN8A	-1.046125
C1orf67	-1.58866666666667
MRCL3	1.482
TMEM145	-0.7935
KCTD16	0.0488333333333333
RNF149	1.17025
FDXR	0.60825
CDCP1	1.37083333333333
PAX3	-2.2758
LASS4	1.5055
HSD17B8	0.5445
YAP1	-0.792375
NNT	-0.75875
SC5DL	-0.889625
DKFZp566H0824	-0.976
KSR2	0.181
RAD21	0.2596
ST8SIA2	0.15475
L3MBTL3	0.8795
SNRPB	-1.6775
MGC14425	0.13575
MIF	0.476875
TAPT1	0.672875
IRF8	3.001
PRO0132	0.7565
HERV-FRD	0.191
ACD	-0.708166666666667
BCL3	1.4325
SPATA13	-0.4595
MRLC2	0.885125
F2RL3	0.235375
CFHR3	2.9315
DUSP15	0.714833333333333
TMEM46	0.353
SF3B4	-0.1365
MAP7D3	-1.70625
STELLAR	0.249
SEMA5A	-0.3419
H2BFS	-1.24225
LRRC28	-0.665666666666667
MORN2	1.834
XYLB	-1.29825
WDR21C	0.18325
HIATL1	0.46825
ADAMTS10	0.839
WDR55	-0.26425
MFSD5	1.17533333333333
OR4N2	0.684
DUSP16	0.773166666666667
NLGN4Y	-2.4045
INHBC	0.00649999999999999
NUMA1	0.1985
DEFB123	-0.27225
GIPC1	1.085
MGC27348	-0.96
FLJ33590	0.2955
FZD1	0.8486
MKL1	0.577666666666667
SAA2	3.811
C1orf94	-2.2835
C7orf28B	-0.115
TMEM185A	0.52005
ZZZ3	-0.596
C16orf5	-0.3895
GALNAC4S-6ST	1.089
C1orf186	3.38225
IGFBP4	1.33983333333333
NDUFA10	-0.088
CLIC2	1.10175
RNF13	0.4505
GPR103	-0.6795
CD69	0.576
MYOZ1	2.482
IFNB1	0.4895
CLNS1A	-1.1135
CXorf45	-0.95825
ZXDB	0.068
FUNDC2	0.50925
GPA33	-0.102375
C9orf70	0.567
SLC2A9	0.151875
LOC126520	-0.753
MAGEB1	-1.52375
LCE2A	-0.006
C18orf34	2.4575
FMNL2	-0.811
KRT85	0.461
CRYGA	0.043
GEM	2.409
THAP6	-0.1022
ALKBH3	0.453833333333333
TM6SF2	-0.01025
C20orf82	3.80475
RANBP2	-0.4645
LIG3	0.3457
RETSAT	0.54125
OR8S1	0.232
CAST	-0.024
TGFBI	-0.0891
C15orf37	-0.455375
PGM3	-0.779
SLC4A11	-1.791875
FAM123C	0.337
TAOK1	1.0985
CISH	1.173375
OGDHL	-4.0575
SPINT2	1.87683333333333
ZNF33A	0.9935
CLDN18	0.135666666666667
RNF128	-2.006
CCDC71	-0.6835
RASSF6	1.5875
HSPG2	0.471
ATP6V0E1	1.951625
ABHD6	0.5245
CD274	1.8505
GCNT1	-0.25
NT5C1A	0.277666666666667
TM4SF5	-3.83325
C21orf58	-1.43316666666667
SUCLA2	-0.6825
RFTN2	2.59525
SCNM1	0.582125
SLC9A10	0.4705
FUNDC1	-0.0355
SLC35F4	-3.48666666666667
AMD1	-0.97825
COL6A6	2.43975
OR4K2	-0.174
TRIB2	-0.55725
LOC91461	-1.5945
GHSR	0.555
ATP8B1	0.919125
C1orf78	2.96333333333333
RNF183	0.4425
STX4	0.4051
TPPP2	-0.598625
MYBPHL	-1.685
TXNDC6	-0.00629999999999998
C9orf47	4.2725
FAM137B	-0.2795
FANCB	-2.59825
C11orf9	-2.47975
DPY19L1	-1.340375
VDAC2	-0.806833333333333
VHL	-1.2555
LMBR1	-0.358875
C8orf44	0.27125
ZPBP	0.1605
FGF23	-1.6895
C21orf67	1.2945
PCNT	-1.727875
BCKDHB	0.5867
GALNTL5	-0.406666666666667
BET1	-0.23925
ARL13A	0.3575
HDAC6	-0.511
N4BP3	1.98833333333333
OTOP1	-0.0355
TTC30A	1.75475
CRISP1	0.4175
KRT32	3.9255
VSTM1	-0.7
ZNF622	0.1675
POLR3B	-0.404
DNAJC10	0.52425
C12orf54	3.2255
ADIPOQ	2.73566666666667
RIT2	-0.16475
CD44	-0.42775
ABCA3	1.566375
RPS17	-0.888
FEZF1	-1.2755
PCDHB15	-1.0515
KCNMA1	-1.02372727272727
CCDC116	-2.9665
C15orf27	-2.211
NARG2	-0.80725
ITGA5	-0.871625
MEFV	0.594
TUT1	-0.14625
LOC541473	0.32375
NMBR	-0.1835
GLT1D1	-1.96533333333333
ABCB7	-0.7635
PFKP	-1.85490909090909
C9orf91	0.4276
LRRC41	0.0666666666666667
C1orf85	0.588833333333333
ATP5F1	-0.243625
STOX1	-0.33875
GFOD2	0.08175
SLC25A3	0.2555
ZNF646	0.1396
ZAR1	-1.2645
OSTbeta	-0.0935
GALNT3	0.78875
IFT122	0.981166666666667
LDB3	1.0338
GARNL1	-0.0706428571428572
HOMEZ	0.345333333333333
LRRC6	3.17125
ANGPTL5	-0.8485
UBAC1	-0.7135
DLEU7	-1.1055
RPL19	0.74175
TOP1MT	-0.7905
LOC643641	0.289375
MBD3L2	0.692
NTSR1	0.0678333333333333
WISP2	-1.66125
GPSM2	-1.496125
RDH10	-0.403
PRKCG	0.0045
HIST1H4J	1.486
MON1B	-0.335
MLF1IP	-0.451
ZNF446	0.546875
COL4A5	-0.6205
SLC26A1	0.354428571428571
RGN	-1.811
CCNB1	-2.035
C9orf165	0.6
CCDC28B	-0.11125
CCDC97	0.85025
FGR	2.35775
MSRB3	0.5914
EPN2	0.54525
COX15	-0.3335
KCNK6	-0.6535
XK	-2.2035
GDA	-4.797375
HEPH	-0.98825
THRAP3	-0.085
MET	-1.64228571428571
PHYHIP	1.87825
LYAR	-1.0735
ING3	0.13125
AK7	-0.59075
CCT8L2	-0.4665
COPS7A	0.163166666666667
WSCD1	-0.102
RNF185	0.96575
TNS3	0.1445
KNDC1	-0.583833333333333
RWDD4A	0.6255
MED13L	1.3358
ZFYVE1	0.444125
C7orf44	-0.606666666666667
MRPL1	0.1435
STGC3	-1.42625
TEAD1	-1.44766666666667
RPL7A	-0.380571428571429
ARL6IP1	0.582
C1orf178	-0.582
CTAGE5	-0.104
TMEM184A	0.088
SLC25A14	0.46525
CACNG5	0.14525
ATXN10	0.3003
ECH1	0.7663
CCL22	0.7015
CYP2F1	-1.757
GADL1	-0.263
TMEM19	-0.369
RUNX3	1.3125
EFNB1	0.22
LIPN	0.299
ACSM3	-4.817
SIGLEC8	2.66833333333333
ASCC3L1	-0.31375
NOL8	-0.666
RELT	-0.771666666666667
Magmas	-0.33525
PPP1R15B	0.2574
C11orf2	-0.024
VKORC1	-0.356333333333333
MGC26647	-0.116333333333333
TRPM6	0.542833333333333
UGT2B7	-3.93366666666667
FEV	0.23525
FOXK2	0.0167
PDCD5	-0.539833333333333
SLC8A1	2.8404
DGUOK	-0.407666666666667
CLDN16	-0.9275
GAGE1	-2.8755
RBM17	0.9357
C1QTNF3	-0.976125
VGLL3	0.114833333333333
UNQ5830	-0.697
CD1A	-2.8665
SCGB1C1	1.5745
SUPT4H1	0.729
TRAF5	0.934
ASAHL	0.795625
FAM73A	0.110666666666667
OR6B1	0.151
WHSC1	-1.75685
GFPT2	-0.332
LOC339809	0.575
STARD5	0.0444166666666667
SIP1	-0.2825
DNAJC15	-0.11375
STAU2	-0.269375
FAM98A	-0.951625
RAD23B	0.5224375
LRRC33	-0.30525
CHRAC1	-0.82675
C21orf89	0.44425
C19orf43	0.5005
KLK8	1.5965
CCNE1	-2.67225
PKDREJ	0.9015
SSU72	0.07425
C17orf73	0.107
GPR78	0.89
WHSC1L1	-0.4546
GSTA2	-0.312
SMUG1	0.728
UFM1	0.3959
AP3M2	-0.653833333333333
USP14	-0.105875
FBXL14	0.628
DSTN	0.41825
SFRS14	-0.6385
FBXO31	-0.326833333333333
C12orf40	-0.5125
FRS2	1.07375
NR2E3	0.372
TUBB2C	-0.63075
GMPR	1.11666666666667
C9orf139	0.1415
ING5	-0.641571428571429
LOC730092	-0.246833333333333
ORM1	-3.2865
RP11-11C5.2	-1.22725
HSPD1	-1.6598
PIWIL3	0.0405
C5orf13	-0.6049
OR5R1	-0.3445
LCOR	0.4105
PLEKHA9	-1.094
CCDC43	0.25725
ZNF232	0.1545
SLC6A7	0.7345
ADH5	-0.309333333333333
SHBG	-0.959
CROCCL2	-0.79825
PANX3	-0.606
CDIPT	0.4915
SLC16A5	1.8345
TUBB	-0.8055625
TOR3A	0.5305
PREP	-0.4865
ENTPD8	-0.0263571428571428
CHMP1B	-0.1925
SYT12	2.1543
MYH6	-2.2458
MAP3K13	-0.0743333333333333
KLHL30	-0.0158333333333333
LCMT1	0.84375
EIF1AX	-0.137083333333333
FOXD4L1	-0.094
SLC24A5	-0.4155
RNF166	-0.00390000000000001
TJAP1	0.016
TMEM156	0.00533333333333335
ZNF239	1.19775
SNX19	0.0839
GKN1	-0.00850000000000001
FCN1	2.1553
C1QL1	-1.02025
ATP11C	-0.29375
ZNF35	0.557
CARD8	0.629125
LIMD1	-1.2225
KIAA0286	-0.798375
XRN2	-1.41766666666667
CD6	1.20783333333333
TOX3	2.3885
ZSCAN4	-1.40466666666667
RSRC1	-1.240375
COG1	0.7735
PTRF	-0.0541
C16orf35	-0.15475
FBXO24	0.1225
CHST11	-0.2645
THRB	-0.2463
MYBPC1	2.1875
RNF39	1.96883333333333
PSMD11	0.035
ALAD	0.0315
EN1	0.21575
SLC9A9	0.8625
GSTM4	0.9804
CDC42BPA	-0.278473684210526
RCSD1	0.6295
LUC7L2	-0.3988
SPTBN1	-0.2435
LOC146167	0.399
BAT5	0.5483
ZNF452	-0.68775
LSM4	0.353625
SRP72	-0.9711
SGK269	-0.0180833333333333
MTX1	0.93475
CENTA1	0.4385
UNQ9433	-0.6895
ATR	-0.380583333333333
DDX49	0.465
PAQR8	-0.277333333333333
C14orf174	-0.00875000000000003
GBGT1	1.1665
THAP1	0.21275
OR10K1	-0.267
RASIP1	-0.5485
DPYD	0.6656
DOHH	-0.3245
C18orf45	1.2095
POF1B	0.9363
ZNF552	3.104
USP32	-0.673125
MED27	-0.3685
C14orf149	-0.8035
PRDX4	-1.30283333333333
ABHD12	0.3333
AGT	-0.6585
SLC22A14	-0.409
C1orf58	0.511
PILRA	0.0335
ABCF2	-0.9395
C17orf85	-0.369
TKTL1	-0.41
FGF1	1.74455
IL6R	0.807666666666667
VPS25	1.1905
CHRNB2	0.2515
COL7A1	-1.5985
LRRC48	3.67183333333333
SPG20	0.629333333333333
COX10	-0.01075
GCA	0.87075
ECEL1	0.222
GLG1	-0.627333333333333
SRD5A2L2	-0.49825
MUTYH	-1.015
ZNF70	-0.04475
L2HGDH	-1.903
GPATCH2	0.63825
ZNF655	-0.00150000000000002
ZNF227	-0.0178333333333333
MCOLN2	1.53516666666667
NQO2	-0.22375
KCNQ5	-0.2685
NEU1	0.221166666666667
QRICH1	0.092
ZBTB20	0.952
RPUSD3	-0.25875
EPGN	-2.0044
TSN	0.0944166666666667
SPRY2	-0.394333333333333
LZTFL1	0.557875
GMFB	0.388125
PBEF1	-0.9308
HBG2	-2.839
TMEM8	0.32675
PALM2-AKAP2	0.111666666666667
NFYA	-0.2035
FAM108A1	0.04125
PBLD	0.5805
NRG4	-1.83175
PIGF	-0.33175
PTGER1	0.03
NOS2A	1.21083333333333
C21orf34	0.9315
C21orf51	0.48775
IL17C	0.075
TRMT6	-0.722333333333333
ETV2	-0.0911666666666667
CCDC109A	-0.83275
MYLK2	-1.4345
ATP10A	0.6335
DPH4	-0.34175
C5orf5	0.0631666666666667
KCNA4	0.144833333333333
NMNAT2	-0.726
GLYATL2	2.2785
LSMD1	1.53275
IL23R	-2.13425
NRF1	-0.2365
MUC15	0.4505
PRDM12	-2.9275
PAQR4	-0.574714285714286
RBBP6	-1.2900625
IFI27	3.895
SKAP2	0.0948333333333333
TAGAP	3.17175
TJP3	1.502
C9orf61	1.1715
IDS	0.0193571428571429
PARG	-0.6715
LOC131149	0.459
DYRK4	0.543666666666667
MICALL1	-0.5465
GALR2	-0.354
GPBP1L1	-0.11725
TBX21	5.22225
KCNJ6	-0.444
GGN	0.2865
CASP5	1.30316666666667
RNF182	-4.8905
BRD4	0.76075
DOK4	-0.87925
SLC46A2	0.58
SOX9	1.521
ZNRD1	-0.5685
PRR6	-0.629
FAU	-0.26575
DTNB	0.5875
CARD9	1.02825
STS-1	-0.7545
SLC4A5	0.013
NSBP1	-0.17075
UGCGL2	-1.19825
POTE15	1.252
NOXA1	0.8195
RP13-347D8.3	1.198
SAMD10	-0.333
EP400NL	-0.0235
TCF21	-0.8015
AMELX	0.07325
JPH2	1.065
SLA	2.160625
DLST	-2.12233333333333
SEPT12	1.285
RGS20	-4.2435
LXN	0.906666666666667
ZNF419	-0.007875
UPK3B	-0.227666666666667
RELL1	1.10075
ESPNL	3.623
KLHL21	-0.044125
PI15	1.044
C2orf61	-0.7805
LOC407835	-0.8195
RER1	0.440916666666667
ELAVL2	-0.5675
MGC26718	-1.195
KLF2	3.28325
TNFAIP8L3	1.2135
TFE3	0.51325
C11orf17	0.04675
15E1.2	-1.57625
SNRPC	-0.5825
DLGAP1	0.347
PGLYRP1	0.09025
OVCH2	0.4295
IRF7	1.7674
SET	-1.4433
NAB2	0.313333333333333
LRP5L	0.2355
FAM120A	0.175375
ASCL2	0.629833333333333
SHH	-0.164
ATP5H	0.7885
THPO	-0.1435
TYRP1	-4.661
HIST1H3E	0.253
EIF2S1	-0.185555555555556
TNFRSF17	-1.3154
TARSL2	0.909
NKX2-8	1.548875
C1orf115	0.77875
LOC56964	0.3
KIAA0841	-0.885
ISCU	0.92
TTMA	-0.0115
ZNF414	-0.0945
LOC441150	1.716
RAB15	-0.196
HBP1	0.917166666666667
TNNT2	-1.3635
CECR5	-0.5205
PHGDH	-3.152125
JRK	-0.3034
XPO4	-1.132375
FAM131C	0.686
ARHGAP25	1.531
CA9	-3.545
GPR62	0.880833333333333
TLX1	1.67183333333333
GPS1	0.5445
OR2M2	-0.2315
BDP1	-0.0711428571428571
FAM70B	0.723
RPS29	0.47325
MKLN1	-0.6132
TSPAN19	-1.58875
SLC29A3	2.2164
LGALS4	0.330666666666667
USH2A	0.728333333333333
NF1	0.364666666666667
APOBEC3A	3.90066666666667
IMPAD1	0.5435
OLR1	2.43183333333333
NRAP	0.0795
HCFC1R1	1.0305
TAOK2	0.453666666666667
MCM10	-1.79633333333333
MAP4K3	0.342916666666667
CBS	-2.80575
CLK3	-0.69
PCDHGA5	0.8995
ELF4	0.214375
FAM71A	0.16625
C11orf49	0.0255
CLIP2	-0.7425
BTBD9	0.6116
ZNF524	0.99675
KDELR1	-0.268333333333333
ZNF509	1.1105
NCSTN	1.0985
ZNF533	0.358714285714286
PARP4	-0.73925
GALNT9	-0.249166666666667
NPY	-3.11225
BEGAIN	-1.42516666666667
TMEM77	0.583833333333333
FOXRED1	-1.547
SLC16A2	1.1495
SLC35B1	0.72225
GK5	-0.161083333333333
SDCCAG10	-0.35725
C4orf20	-0.0335
SLC9A2	-2.8575
ADD1	0.265642857142857
TAL2	-1.273
ACLY	-0.4785
DNAJC1	0.6475
SOST	-2.03875
USP43	0.224166666666667
CYP4F12	1.153
FKBP5	-0.069625
CHCHD5	1.3161
NUDT22	-0.3585
CCDC85B	0.21775
OR51G2	0.568
STRN3	0.1795
TMOD2	0.65575
FLI1	1.19475
MAB21L2	-0.0766666666666667
DGKQ	0.04675
VPRBP	0.212
SCNN1B	0.5928
ECHDC3	2.5817
TMEM106C	0.10375
CSNK2A2	-0.695
RPL39	-0.1712
HERC3	0.2337
ZBTB47	0.627
ZNF681	-0.86275
PAGE2	-1.999
CLIC5	3.59478571428571
RABAC1	1.28025
ZFHX2	0.498
YPEL1	0.72
KIAA0776	0.95225
NR1D2	-0.17125
DNAJC4	0.014875
NPNT	3.7807
ZNF677	0.5095
ZNF536	-0.50325
MEF2B	0.340333333333333
PTPN4	-0.64725
CTCFL	-5.6195
STX5	0.485
CD72	3.724
VEGFA	-1.76942105263158
XRCC1	-0.3826
MAS1L	0.503666666666667
ELL	0.3019
SETBP1	1.288
CDH11	2.44016666666667
NDC80	-1.94930769230769
DMBX1	-3.6855
NRSN1	0.694333333333333
BAT2D1	0.377625
CDS2	0.522166666666667
C1orf212	-0.0891666666666667
SENP3	-0.556125
IL1F9	0.1345
EEF2K	0.020375
COG8	-0.41
CEP72	-0.96525
OR1L8	0.1605
MUS81	-0.0255
PHYH	1.007125
GGT6	1.21066666666667
C22orf23	0.152333333333333
C13orf33	2.127875
MAPK8IP2	1.6395
NELL2	4.0335
POU3F2	-2.67283333333333
ALPK1	1.54425
MRPS18C	0.331
RPLP2	0.480875
FGF22	0.143
SPNS1	0.165833333333333
ZFP1	-0.89025
IL1RAPL1	-0.24
PCSK9	-3.695
NKX2-1	-0.719230769230769
C6orf189	2.773
SP4	0.182
SLC11A1	1.5497
C21orf25	0.140666666666667
ICAM2	1.404375
SH3GL1	-1.121
GSK3B	-0.620833333333333
RALB	0.218625
PDXP	-1.283
GNGT1	-3.60125
KIR2DL1	0.5595
TNFAIP3	0.495916666666667
C6orf32	0.924
CBLN2	2.256
PANK3	0.412625
TAAR9	null
WDR82	0.0101428571428571
APOM	-3.0055
TRIP10	0.06575
SPATA16	0.2425
C1orf135	-1.474
USP51	0.1805
TESK1	0.94625
C11orf64	-0.033
ZNF611	-0.4825
PDE6G	0.6235
HLA-DQA1	4.1935
GCLC	-0.186625
SEC61A1	0.208071428571429
TWSG1	-0.0620833333333333
ZMYND10	3.4305
CTDP1	0.260875
ADAMTS6	-0.899333333333333
SLIT1	-2.67825
KRT86	-0.883
KIAA0574	-1.67225
GTPBP2	-0.6493
PQLC3	1.4265
PRRX2	0.5425
C15orf44	0.2935
MKKS	-0.43875
C11orf10	0.161
GPR110	1.43471428571429
CD109	-0.12825
ADCY1	0.183666666666667
RHBG	-2.61025
TP53I3	-0.058375
SLC22A3	-0.69
UCP2	0.75525
FOXG1	-2.72183333333333
OR2AG1	0.152
TRIM24	-1.01175
PROC	-3.153375
TAAR6	0.389
AMTN	-1.8485
C10orf47	0.225
DEPDC1	-2.99775
FLJ45557	6.8585
ZDHHC17	0.2199375
KIAA1429	-0.0895
KCNH1	0.91
VNN3	0.550625
PSMAL	1.117
PPARD	-0.225625
HFM1	-1.24375
YBX1	-1.64583333333333
ZNF695	-1.76925
SCTR	-0.146
DCDC1	-0.522
VPS26B	-0.3557
