Hybridization REF	TCGA-E2-A14N-01A-31R-A137-07
CD274	2.0675
GCNT1	2.8965
NT5C1A	0.375
TM4SF5	-3.77725
C21orf58	-0.983333333333333
SUCLA2	-1.21425
RFTN2	-0.0985
SCNM1	0.520125
SLC9A10	0.5275
FUNDC1	-0.79975
SLC35F4	-2.86425
AMD1	0.649
COL6A6	2.52625
OR4K2	0.6255
TRIB2	-0.605416666666667
LOC91461	-2.465
GHSR	0.8795
ATP8B1	1.017125
C1orf78	1.11183333333333
RNF183	-0.797666666666667
STX4	-0.2804
TPPP2	0.037125
MYBPHL	-2.6095
TXNDC6	-0.2605
C9orf47	3.368
FAM137B	0.8225
FANCB	-0.445
C11orf9	-2.10025
DPY19L1	-0.7205
VDAC2	-0.7455
VHL	0.73675
LMBR1	-0.4245
C8orf44	0.733
ZPBP	2.7975
FGF23	-0.91775
C21orf67	-0.03975
PCNT	-0.37975
BCKDHB	-0.2342
GALNTL5	-0.45625
BET1	-0.601125
ARL13A	-0.659
HDAC6	-1.143
N4BP3	0.836333333333333
OTOP1	0.2234
TTC30A	1.32875
CRISP1	2.0215
KRT32	0.4075
VSTM1	-0.0605
ZNF622	-0.984
POLR3B	0.4831
DNAJC10	0.688125
C12orf54	1.8515
ADIPOQ	2.52883333333333
RIT2	-0.44225
CD44	0.4802
ABCA3	1.633
RPS17	-0.43
FEZF1	0.3225
PCDHB15	-0.10225
KCNMA1	-2.66986363636364
CCDC116	-3.0435
C15orf27	-2.7125
NARG2	-0.8630625
ITGA5	-1.03225
MEFV	-0.129
TUT1	-0.429875
LOC541473	-0.443
NMBR	0.871
GLT1D1	-1.5725
ABCB7	-0.5105
PFKP	1.03790909090909
C9orf91	0.0351
LRRC41	0.909166666666667
C1orf85	0.401
ATP5F1	0.27975
STOX1	-0.305
GFOD2	1.32525
SLC25A3	0.023375
ZNF646	-0.2467
ZAR1	-1.138
OSTbeta	-2.33825
GALNT3	3.70625
IFT122	0.644833333333333
LDB3	-0.109333333333333
GARNL1	-1.04907142857143
HOMEZ	0.512
LRRC6	2.3765
ANGPTL5	-0.66925
UBAC1	-0.59325
DLEU7	-0.54275
RPL19	0.153375
TOP1MT	1.0405
LOC643641	0.71325
MBD3L2	0.45
NTSR1	0.119166666666667
WISP2	-2.0585
GPSM2	0.852625
RDH10	3.8258
PRKCG	0.271
HIST1H4J	0.537
MON1B	0.2912
MLF1IP	0.1915
ZNF446	-0.4565
COL4A5	-0.2281
SLC26A1	0.295
RGN	-2.364125
CCNB1	-1.21825
C9orf165	1.5935
CCDC28B	0.52375
CCDC97	0.21175
FGR	1.60628571428571
MSRB3	-0.528111111111111
EPN2	0.17825
COX15	-0.364833333333333
KCNK6	-0.4719
XK	-3.9295
GDA	-5.26671428571429
HEPH	-0.243125
THRAP3	1.0275
MET	-1.57685714285714
PHYHIP	-0.48775
LYAR	-0.0108333333333333
ING3	0.57575
AK7	-2.827
CCT8L2	-0.501714285714286
COPS7A	-0.209833333333333
WSCD1	-1.68125
RNF185	-0.028625
TNS3	1.0805
KNDC1	-1.44166666666667
RWDD4A	-0.028
MED13L	0.8841
ZFYVE1	0.262125
C7orf44	-0.782
MRPL1	1.8415
STGC3	-1.96725
TEAD1	-0.518833333333333
RPL7A	-0.315071428571429
ARL6IP1	-0.2629
C1orf178	0.023
CTAGE5	0.393583333333333
TMEM184A	2.00266666666667
SLC25A14	-0.275
CACNG5	0.30925
ATXN10	0.5346
ECH1	-0.0158000000000001
CCL22	0.3315
CYP2F1	-1.96066666666667
GADL1	-0.396
TMEM19	-0.2436
RUNX3	-0.2045
EFNB1	0.532833333333333
LIPN	-0.561
ACSM3	-4.6645
SIGLEC8	-0.1995
ASCC3L1	-0.308
NOL8	1.385375
RELT	0.300166666666667
Magmas	-0.606
PPP1R15B	0.307
C11orf2	0.02775
VKORC1	-0.579166666666667
MGC26647	-0.139333333333333
TRPM6	2.20291666666667
UGT2B7	-0.556833333333333
FEV	0.024
FOXK2	0.5341
PDCD5	1.30166666666667
SLC8A1	2.2851
DGUOK	0.0256666666666667
CLDN16	1.094
GAGE1	-3.102
RBM17	1.2202
C1QTNF3	-1.616875
VGLL3	0.0885
UNQ5830	0.0125
CD1A	-2.424
SCGB1C1	0.438
SUPT4H1	-0.867875
TRAF5	-0.686
ASAHL	0.8335
FAM73A	0.7735
OR6B1	-0.1495
WHSC1	-1.80125
GFPT2	-0.35025
LOC339809	0.848
STARD5	-0.702916666666667
SIP1	-0.516
DNAJC15	0.25775
STAU2	-0.01025
FAM98A	1.843625
RAD23B	0.3771875
LRRC33	-0.65575
CHRAC1	0.395
C21orf89	0.7115
C19orf43	0.427333333333333
KLK8	-1.58116666666667
CCNE1	0.788375
PKDREJ	1.90333333333333
SSU72	1.94225
C17orf73	0.513
GPR78	1.3745
WHSC1L1	0.5124
GSTA2	-1.94725
SMUG1	-0.372666666666667
UFM1	0.6764
AP3M2	-0.451416666666667
USP14	-0.057125
FBXL14	-0.609833333333333
DSTN	-0.4005
SFRS14	-0.6715
FBXO31	-0.120333333333333
C12orf40	0.407666666666667
FRS2	0.835
NR2E3	-0.8705
TUBB2C	-0.6505
GMPR	0.848333333333333
C9orf139	0.2245
ING5	0.383928571428571
LOC730092	0.208333333333333
ORM1	-4.72925
RP11-11C5.2	-0.44575
HSPD1	0.5991
PIWIL3	-0.3065
C5orf13	-0.3611
OR5R1	-0.537
LCOR	0.071875
PLEKHA9	0.575
CCDC43	0.15075
ZNF232	0.93725
SLC6A7	0.1955
ADH5	-0.912583333333333
SHBG	-1.52816666666667
CROCCL2	-0.67775
PANX3	-1.326
CDIPT	-0.9245
SLC16A5	-2.44975
TUBB	-0.5451875
TOR3A	-0.1659
PREP	0.383
ENTPD8	-0.0795714285714286
CHMP1B	-0.53525
SYT12	-0.4964
MYH6	-1.8806
MAP3K13	0.899
KLHL30	0.7715
LCMT1	-0.66325
EIF1AX	-0.52625
FOXD4L1	0.112
SLC24A5	-0.5975
RNF166	-0.8842
TJAP1	-0.146
TMEM156	-0.497166666666667
ZNF239	2.05325
SNX19	0.8966
GKN1	0.0055
FCN1	2.3161
C1QL1	-2.14525
ATP11C	0.941875
ZNF35	1.461
CARD8	-0.081875
LIMD1	0.0755
KIAA0286	-0.9025
XRN2	-0.984833333333333
CD6	0.644
TOX3	-3.391875
ZSCAN4	-1.1258
RSRC1	1.03675
COG1	0.35575
PTRF	-0.619
C16orf35	-0.557625
FBXO24	0.6345
CHST11	0.388
THRB	1.7709
MYBPC1	0.75875
RNF39	-0.723166666666667
PSMD11	0.47375
ALAD	-0.352833333333333
EN1	4.17875
SLC9A9	-0.17825
GSTM4	-1.4915
CDC42BPA	0.290315789473684
RCSD1	1.19175
LUC7L2	-0.195
SPTBN1	0.263
LOC146167	0.1585
BAT5	-0.1004
ZNF452	0.166
LSM4	-0.011875
SRP72	0.5271
SGK269	-0.1165
MTX1	0.10325
CENTA1	-1.624
UNQ9433	-0.145
ATR	1.04966666666667
DDX49	0.8305
PAQR8	-0.6445
C14orf174	-0.6265
GBGT1	-0.186
THAP1	0.34825
OR10K1	3.6535
RASIP1	-0.825666666666667
DPYD	-0.0165
DOHH	0.66225
C18orf45	1.84775
POF1B	-1.61066666666667
ZNF552	0.6425
USP32	-1.0405
MED27	-0.875333333333333
C14orf149	0.033
PRDX4	-0.928333333333333
ABHD12	0.4163
AGT	-5.845
SLC22A14	0.2195
C1orf58	0.4225
PILRA	-0.3195
ABCF2	-0.54675
C17orf85	0.511
TKTL1	-1.41
FGF1	1.4453
IL6R	0.111833333333333
VPS25	-0.67675
CHRNB2	-0.05275
COL7A1	-2.6328
LRRC48	-0.283
SPG20	1.27841666666667
COX10	0.471
GCA	1.4215
ECEL1	0.366166666666667
GLG1	-0.6765
SRD5A2L2	0.02275
MUTYH	0.111375
ZNF70	-0.2915
L2HGDH	-0.188
GPATCH2	1.39925
ZNF655	-1.010875
ZNF227	-0.223333333333333
MCOLN2	1.068
NQO2	-0.12875
KCNQ5	-0.0325
NEU1	-0.292
QRICH1	-0.4655
ZBTB20	-0.6625
RPUSD3	0.10025
EPGN	-0.783333333333333
TSN	0.12925
SPRY2	-1.44816666666667
LZTFL1	-0.97825
GMFB	0.32
PBEF1	0.2394
HBG2	-2.9045
TMEM8	-1.0335
PALM2-AKAP2	0.652333333333333
NFYA	0.257
FAM108A1	-0.020125
PBLD	0.233875
NRG4	-1.32375
PIGF	-0.632
PTGER1	-0.128
NOS2A	-0.0868333333333334
C21orf34	1.21066666666667
C21orf51	-0.396083333333333
IL17C	-0.091
TRMT6	-0.00233333333333333
ETV2	0.284833333333333
CCDC109A	-0.296
MYLK2	-0.404
ATP10A	2.3422
DPH4	0.519
C5orf5	-1.52533333333333
KCNA4	-0.198
NMNAT2	-1.57416666666667
GLYATL2	2.7725
LSMD1	-0.654
IL23R	-2.36466666666667
NRF1	0.18675
MUC15	0.396333333333333
PRDM12	-0.675
PAQR4	0.0385714285714286
RBBP6	-1.0165625
IFI27	4.40975
SKAP2	0.727833333333333
TAGAP	1.80475
TJP3	1.694
C9orf61	0.49825
IDS	-0.368714285714286
PARG	-1.4145
LOC131149	-0.28
DYRK4	0.852833333333333
MICALL1	-1.207
GALR2	-0.511
GPBP1L1	1.186125
TBX21	5.02525
KCNJ6	-0.605
GGN	-0.35325
CASP5	0.543833333333334
RNF182	-4.92575
BRD4	1.65075
DOK4	-0.733375
SLC46A2	0.2862
SOX9	3.16483333333333
ZNRD1	-0.942
PRR6	-2.014
FAU	-0.379125
DTNB	2.14366666666667
CARD9	1.289
STS-1	0.812666666666667
SLC4A5	-0.036125
NSBP1	-0.31575
UGCGL2	-0.743416666666667
POTE15	-3.2885
NOXA1	-1.06675
RP13-347D8.3	0.9835
SAMD10	-0.0481666666666667
EP400NL	0.4595
TCF21	-0.371
AMELX	-0.1765
JPH2	0.5226
SLA	2.058375
DLST	-1.5255
SEPT12	0.577666666666667
RGS20	-2.83875
LXN	0.242833333333333
ZNF419	-0.550125
UPK3B	-0.224666666666667
RELL1	-0.21925
ESPNL	-0.101
KLHL21	-0.289
PI15	0.5885
C2orf61	-2.0635
LOC407835	0.279
RER1	0.97975
ELAVL2	2.375
MGC26718	-0.79275
KLF2	1.2915
TNFAIP8L3	0.000499999999999987
TFE3	0.77
C11orf17	-0.666375
15E1.2	-0.054
SNRPC	-0.81775
DLGAP1	2.6615
PGLYRP1	0.080625
OVCH2	0.975
IRF7	0.6377
SET	-0.0211
NAB2	-0.770833333333333
LRP5L	1.1485
FAM120A	0.8715625
ASCL2	-0.490666666666667
SHH	-0.4985
ATP5H	0.273333333333333
THPO	-2.03083333333333
TYRP1	-5.04066666666667
HIST1H3E	0.436
EIF2S1	-0.207388888888889
TNFRSF17	-1.80983333333333
TARSL2	-0.4845
NKX2-8	0.6115
C1orf115	0.40625
LOC56964	0.9005
KIAA0841	-1.1235
ISCU	-0.5255
TTMA	0.2545
ZNF414	-0.149
LOC441150	-0.17125
RAB15	1.6295
HBP1	-0.111166666666667
TNNT2	0.185333333333333
CECR5	-0.3525
PHGDH	-0.211375
JRK	0.5621
XPO4	0.96475
FAM131C	0.6035
ARHGAP25	1.6704
CA9	-0.533888888888889
GPR62	-0.0186666666666667
TLX1	2.789
GPS1	-0.36175
OR2M2	-1.2065
BDP1	-0.351357142857143
FAM70B	0.18975
RPS29	0.817833333333333
MKLN1	-0.0136
TSPAN19	-3.808
SLC29A3	0.2627
LGALS4	-0.937166666666667
USH2A	0.0118333333333333
NF1	-0.213833333333333
APOBEC3A	4.84683333333333
IMPAD1	1.00516666666667
OLR1	2.65083333333333
NRAP	-0.4715
HCFC1R1	-1.001
TAOK2	0.619333333333333
MCM10	0.408
MAP4K3	-0.563916666666667
CBS	-0.09525
CLK3	-0.472
PCDHGA5	1.621
ELF4	-0.3125
FAM71A	-0.28825
C11orf49	-0.06025
CLIP2	-1.247
BTBD9	-0.1294
ZNF524	1.26725
KDELR1	0.0795
ZNF509	0.508
NCSTN	0.527
ZNF533	-1.1595
PARP4	0.479
GALNT9	-0.558666666666667
NPY	1.08675
BEGAIN	-3.18083333333333
TMEM77	-0.231166666666667
FOXRED1	-1.0355
SLC16A2	0.219833333333333
SLC35B1	-0.18675
GK5	0.141666666666667
SDCCAG10	-0.50575
C4orf20	-0.4435
SLC9A2	-0.7235
ADD1	-0.496785714285714
TAL2	-1.03183333333333
ACLY	0.1885
DNAJC1	1.2795
SOST	-2.3245
USP43	2.2035
CYP4F12	-3.2345
FKBP5	0.90875
CHCHD5	-0.7352
NUDT22	-0.8655
CCDC85B	-0.1025
OR51G2	0.8785
STRN3	-0.648785714285714
TMOD2	1.5585
FLI1	-0.8065
MAB21L2	0.102666666666667
DGKQ	0.19175
VPRBP	0.2735
SCNN1B	1.6319
ECHDC3	1.8251
TMEM106C	-0.57725
CSNK2A2	-0.0395
RPL39	0.4493
HERC3	-1.28477777777778
ZBTB47	0.372333333333333
ZNF681	-0.80925
PAGE2	-2.5495
CLIC5	2.09457142857143
RABAC1	0.4465
ZFHX2	0.95575
YPEL1	0.211333333333333
KIAA0776	-0.26375
NR1D2	0.24075
DNAJC4	-0.172625
NPNT	0.8255
ZNF677	-0.1505
ZNF536	-0.3695
MEF2B	0.16175
PTPN4	-0.0215
CTCFL	-5.129
STX5	-0.234666666666667
CD72	1.87025
VEGFA	-1.02021052631579
XRCC1	-0.9316
MAS1L	0.438166666666667
ELL	0.6469
SETBP1	-0.65825
CDH11	0.756666666666667
NDC80	-0.100307692307692
DMBX1	-3.13825
NRSN1	0.290666666666667
BAT2D1	0.535875
CDS2	0.0356666666666667
C1orf212	0.542166666666667
SENP3	0.349875
IL1F9	0.53
EEF2K	0.320625
COG8	0.07625
CEP72	-0.4475
OR1L8	-0.8395
MUS81	-1.05666666666667
PHYH	0.666625
GGT6	1.23833333333333
C22orf23	-1.47841666666667
C13orf33	1.508125
MAPK8IP2	-0.8525
NELL2	0.526
POU3F2	-2.93883333333333
ALPK1	2.864375
MRPS18C	0.7755
RPLP2	0.74025
FGF22	-0.3585
SPNS1	-0.593166666666667
ZFP1	-0.2755
IL1RAPL1	-1.68975
PCSK9	-2.96433333333333
NKX2-1	-0.508461538461539
C6orf189	0.2385
SP4	0.304
SLC11A1	2.3702
C21orf25	-0.021
ICAM2	-0.2385
SH3GL1	-0.2865
GSK3B	-0.0085
RALB	-0.99725
PDXP	-1.3735
GNGT1	-3.589
KIR2DL1	0.479
TNFAIP3	1.38325
C6orf32	0.3293
CBLN2	-2.4285
PANK3	0.882375
TAAR9	-1.5895
WDR82	0.300357142857143
APOM	-4.12075
TRIP10	0.524
SPATA16	0.368
C1orf135	-0.42675
USP51	-1.02075
TESK1	1.007
C11orf64	0.23975
ZNF611	-0.7535
PDE6G	0.160833333333333
HLA-DQA1	2.19325
GCLC	-0.708125
SEC61A1	1.17114285714286
TWSG1	-2.10558333333333
ZMYND10	-1.215
CTDP1	-0.040125
ADAMTS6	-1.59116666666667
SLIT1	-2.1935
KRT86	-1.406
KIAA0574	-2.3335
GTPBP2	-1.0524
PQLC3	-0.395
PRRX2	-0.940666666666667
C15orf44	-0.235666666666667
MKKS	-0.264625
C11orf10	-0.80425
GPR110	1.004
CD109	-1.11308333333333
ADCY1	-0.00333333333333332
RHBG	-3.03125
TP53I3	0.6265
SLC22A3	-1.3277
UCP2	0.11125
FOXG1	3.112
OR2AG1	-0.1095
TRIM24	-0.5225
PROC	-3.976375
TAAR6	-0.10275
AMTN	-0.099
C10orf47	0.4855
DEPDC1	0.5785
FLJ45557	0.35075
ZDHHC17	-0.709625
KIAA1429	0.278833333333333
KCNH1	0.223
VNN3	0.183285714285714
PSMAL	3.3985
PPARD	0.372125
HFM1	-3.08125
YBX1	0.9315
ZNF695	0.921
SCTR	-0.8025
DCDC1	-0.749
VPS26B	-0.6412
MTF2	0.247
ATP6V1F	0.1355
CCDC94	-0.113
PERF15	0.929
CCL11	4.358
LMO7	-1.508375
DCST1	-0.7705
ADRBK1	-0.13325
CDRT4	-0.432375
ZNF84	-0.05075
HOXD8	-0.118
STARD8	-0.9375
FOXP2	-0.938285714285714
CCDC103	-0.136
POLR3A	0.0103
GSC	-1.9705
ZNF114	-4.36116666666667
HTR7P	0.6075
LALBA	1.066
RMND5A	0.408166666666667
PSCD2	-0.5625
ZNF409	0.262
KRTAP1-3	0.564
MAF1	-0.1695
LOC201725	-0.182666666666667
NRN1	-3.522
SPAG5	-0.984166666666667
DNAH7	1.07016666666667
FLJ43860	0.2245
BRCA2	0.632
ACADM	-0.471875
CXXC6	-2.0245
RAGE	-1.36475
CHMP2A	-0.91425
FAM8A1	-1.2183
GPR21	0.342
SLC12A3	-2.819
FVT1	0.101928571428571
ZDHHC7	-0.800625
FLJ44048	-0.38325
SLC44A3	2.34416666666667
SDSL	-0.102833333333333
MMP8	-2.05425
PLA2G12B	-3.92
ACY1	-0.6635
MT1E	2.98766666666667
OR4K15	0.637
TECTB	-0.2775
GPR20	0.0275
IRAK2	-0.12525
RFPL3	-0.5295
MYO9A	-0.12125
NARG1L	-0.512
BLMH	0.15475
CCDC3	2.80183333333333
C9orf21	-0.215833333333333
KIAA0513	-0.216833333333333
MIER2	-0.20475
PNMA2	-2.52058333333333
SH3BP2	0.9801
ANXA10	-2.289
RTN2	-1.65833333333333
TFB1M	-1.0545
PRPH2	2.17575
C14orf133	0.4045
GOLGB1	-0.60875
IRX4	1.322625
NFKBIL1	0.3145
C10orf62	-0.708
APBB3	-0.08775
RPS10	0.0038
LOC728378	-1.8275
TLE3	-0.300222222222222
PSMB7	0.4405
MESDC1	0.4765
SLC6A1	0.765
OCLN	-0.250083333333333
PTTG3	-0.179833333333333
NAGLU	-0.641
SERTAD4	1.847
SPRY1	-0.01125
FLJ10781	0.00725000000000003
MYSM1	0.268
TRIM4	-0.284928571428571
SH3YL1	0.752875
TREM2	2.91983333333333
SERPINI1	-0.19025
HDHD3	0.565
TMEM38A	1.354875
EID2B	-1.52475
TDRD3	0.0111666666666667
SEDLP	-0.18525
THSD7A	1.937
NDST3	-2.6465
KLHL15	-0.217666666666667
DHRS12	0.294
FBXO9	-0.712785714285714
TNPO1	-1.2255
MRPL13	0.800666666666667
SNX5	-1.24016666666667
METTL6	-0.082
SOD1	0.04
CHML	1.32166666666667
PACS1	0.84775
SIRT5	0.2063
CAPN2	-0.916333333333333
FXYD5	1.061
TWISTNB	0.939125
LRFN1	1.21866666666667
UBE1L	0.833375
UBE1C	-0.03175
OR51B2	-1.04533333333333
OR4D11	0.8575
C15orf2	0.4195
NR4A1	-0.731
LOC339047	-2.213
TRIM17	0.245125
ATP5G3	-0.000214285714285732
RPL15	-1.18433333333333
ADAMTS8	-0.812
HOXC4	-0.68
C14orf37	1.2145
CEACAM5	-3.248375
MYT1L	-0.4336
RASA2	0.61925
OSBPL7	-1.686
STAG1	1.366
GIMAP4	4.8705
FUT3	3.17
PIF1	-1.47575
LPIN2	-0.258
SH3PX3	0.20325
PDP2	0.55
PAPD1	0.9035
ERP27	4.8435
APOOL	-0.7063
DIABLO	-0.04625
TRHR	0.448714285714286
ARMC9	-1.1375
RNF152	1.93225
SLITRK3	-0.418666666666667
ZNF211	-0.7931
PFDN1	1.035125
RGS11	-1.3085
HS6ST1	0.652
AKR1D1	-1.5055
TNP2	0.296666666666667
STK31	0.684833333333333
EML4	-0.256416666666667
SGTA	-0.535333333333333
HIST1H2BI	-0.881166666666667
PSMD6	-1.92183333333333
KIAA1257	0.23525
C18orf55	0.073
FLJ20273	1.534125
RPL28	-0.32
EPYC	1.68675
NOX3	-0.4405
ELAC1	0.0811666666666667
METT11D1	-0.97525
BIN2	-0.1375
NACA2	-0.07275
CCDC17	0.075
HM13	-0.6157
UBOX5	-0.51975
UBE2O	0.7285
UBL5	0.035
APOLD1	1.09525
C9orf31	-0.55675
TNFSF8	0.5485
ARHGAP29	-0.626875
PROKR2	-1.005
PDE5A	-0.826833333333333
C6orf12	0.135
TOM1L1	-0.25
WHDC1	0.296
FOXI1	2.09816666666667
RAB4A	-0.00280000000000001
TMEM39B	0.639
ATPBD1C	-0.80625
FARSA	-0.0553333333333333
PLEKHG5	0.564
CMAS	0.869
OR7E24	1.518
SLC30A1	-0.268
CDC42EP5	1.34116666666667
PLAC1	-2.19675
KLHL18	-0.05975
LBA1	0.543
TAZ	-1.07825
CRIP2	0.019125
BTBD11	-1.60733333333333
C16orf72	-0.894
DIO2	-0.2864
LRRCC1	1.6795
CCDC136	-2.545
PRX	-0.168125
RBM5	-0.8863
TMEM85	-0.578125
TUBGCP4	-1.03116666666667
APLN	-0.147
CDK7	-0.819166666666667
SSR2	0.807833333333333
CRELD1	-0.2505
C19orf46	3.15325
GAL3ST4	0.211833333333333
KBTBD10	-0.15475
IL28A	1.774
WDR27	-0.519
MCM2	-0.148666666666667
SOX14	1.367
FLJ39743	0.1605
KIAA0922	0.98275
HIPK4	0.385
FLJ25758	0.4205
C16orf57	0.189666666666667
PDZD2	0.6725
MCC	1.2615
HHLA3	-0.0618
ID2	1.32425
C20orf23	0.94875
ZNF688	-0.8385
APOC2	-2.62733333333333
LOC440093	0.64825
FAM50B	-1.68483333333333
PWP1	0.1
DNAH10	-1.5475
HIST1H2BA	1.0885
GPR56	0.700666666666667
METAP2	-0.367875
PAN3	1.17866666666667
STXBP4	-0.17225
PDHX	0.8855
MTA1	0.0628333333333333
ZBED4	1.093
ZNF720	-0.377
CDK2	-1.77425
RHOJ	-0.664
CDC37	-0.207
ZER1	-0.06075
GRK4	0.09375
PRPH	-1.255
POLR2A	0.38125
OGFOD1	-0.1455
NOL5A	-0.91425
PHEX	1.3185
FLJ16478	0.61675
C20orf117	-1.13325
CAMTA2	-0.42525
C11orf74	0.572333333333333
DDX17	-0.1145
C5orf27	0.57975
PLEKHA2	-1.2572
PDE4DIP	-0.8205
SCN7A	-0.15025
ZNF559	-1.10966666666667
CXCL10	4.96425
ZMYM4	0.448
STK32B	-1.32053333333333
KIAA0888	-3.141
TACR3	0.415
CKAP2L	-1.47925
KIF1A	-0.596
RSPRY1	-0.0885
VCAN	0.95875
CYP27C1	-0.2135
SYDE1	-1.86466666666667
MED12L	-1.99175
ZDHHC21	2.177
NHS	0.2015
TM9SF3	0.285333333333333
DDHD1	0.072375
MAFG	-0.52525
BICD2	0.5124
C14orf119	-0.755833333333333
C14orf43	0.417785714285714
CDH7	-0.9385
ALKBH5	0.152571428571429
JUP	0.37825
TMEM41A	0.534666666666667
MAMDC4	-1.91033333333333
CBX3	0.7315
LRRC18	0.35075
RBMXL2	-0.820333333333333
PLA2G4D	0.450166666666667
FGF13	1.5185
KIF3A	-0.522833333333333
PDIA6	0.08225
DCXR	-0.635
CASKIN2	0.514166666666667
EHD1	1.082
MARCKSL1	1.64283333333333
ZNF496	0.664
SCAF1	0.0278333333333333
KCTD8	-0.0555
TRAF3IP3	0.743
LSR	2.50925
CXorf1	1.34075
C14orf112	0.946333333333333
EIF2B1	-0.263
OMP	0.3085
GSTZ1	-0.0235
LOC92017	-0.20275
ISLR2	0.3055
C12orf36	0.3595
GATA2	-2.0955
GABRA5	3.4585
CELSR2	-1.52557142857143
STAM2	0.2702
TNAP	0.2885
PTPMT1	-0.374666666666667
GRP	4.03775
SV2A	-1.605
MAGEA12	-4.10025
CACNG1	-2.0215
C18orf19	-0.944
GSG1	-1.019
PTPRJ	-0.121071428571429
FRMPD1	0.189
ZNF668	0.4125
PLEKHJ1	-0.7875
ADAT1	-1.3717
TMEM50A	-0.4833
UCN3	-0.242
HOOK1	1.626125
IL17B	-1.385
MLKL	0.196833333333333
TTC14	-0.097
KLHL5	0.520375
CRYL1	-0.982666666666667
FOXH1	0.627
NFYB	-0.237375
PPM1G	0.8865
GOLGA2LY1	0.478
NMT1	-0.22725
HADHA	0.8811
CHSY-2	0.745
PLEKHF1	1.62171428571429
SAGE1	-2.727
MUSTN1	0.70275
SUHW4	0.41125
TFEB	0.890166666666667
ZFYVE27	-0.49975
ATG12	-1.04516666666667
BMI1	0.104214285714286
ZIM3	0.533333333333333
MYH4	0.7325
MASP1	-1.64641666666667
KIAA0984	0.45475
RPAP2	0.00600000000000001
ASB5	0.3275
BOLA3	0.114833333333333
MIA3	-0.0645
KRT35	0.071
KIR3DL3	0.388
MRPL51	0.21
SEMA3F	0.104666666666667
NDUFB2	0.4405
LOC253012	-1.59325
FAM46C	-2.8783
G6PC	-2.549
CSAG3A	-1.51866666666667
PREX1	-1.5645
SLC25A45	-0.171625
MAPKBP1	-0.1052
CPE	-1.4027
GNB1	0.357875
CXCR6	1.3655
TRIM46	0.56175
C16orf3	0.0446666666666667
HPSE	2.613875
TIGD3	-1.7525
SPG3A	2.48775
LCAT	-1.35183333333333
ST6GAL1	-0.161277777777778
POMC	0.05525
FLJ36031	1.28666666666667
NSMAF	0.128833333333333
SKIL	1.5095
ADSS	0.509
HMGCS1	-1.9411
POLR3F	-0.364666666666667
RAB10	1.047125
ZNF277P	-1.331375
ZBTB7B	0.7105
DHRS1	0.3965
ABCC13	1.33525
CNOT3	0.138
NFKBIA	1.099
GAK	-0.269833333333333
SFT2D2	3.13266666666667
HOXA6	-0.262
CRTC1	-0.231
LY6D	2.70333333333333
C20orf72	-1.159
CPT1A	-0.38025
LMO1	-2.0145
EIF3I	0.2545
PRB4	0.54675
MCM3APAS	-0.266125
C20orf132	-1.3573
FOXF2	-4.2705
S100A12	0.31675
MLH1	-1.19583333333333
ACTN1	1.4031
MRPL36	0.0911666666666667
C20orf106	-0.556
FBXO6	0.86
MKS1	-0.849333333333333
CX3CR1	-4.16985714285714
PDE1B	0.789
PLP1	-3.2815
KISS1	-0.212833333333333
C14orf2	1.496
TBC1D3P2	-0.331
COMMD6	1.3043
ANKRD7	0.8695
PTCHD1	4.278375
NARS2	0.44175
DOCK7	0.978875
FAM127B	-0.097375
LOC390243	0.338
N6AMT2	2.443
ZNF391	0.061
DNAJB14	-0.260666666666667
WRB	-0.91125
BPI	1.05991666666667
TTC4	-0.2005
FAM10A5	0.07325
GOT1L1	0.480555555555556
MAGED1	0.0395
RESP18	0.5345
WFDC6	0.1525
MT2A	-0.2625
C11orf56	0.0955
KIAA1432	1.018
ROR1	0.63175
HSD17B14	0.899666666666667
ZFAND2B	-0.34525
SAMD4B	1.123
HEXA	-0.990625
HNRNPU	0.531636363636364
USP39	-0.475625
NRD1	0.34675
R3HDML	0.0635
FLT4	0.311333333333333
OMG	-0.515166666666667
OR52N4	-1.2465
LOC399818	0.51025
ELA2	-2.594
VENTXP1	0.025
RFC5	-1.771
OR52L1	-0.0255
PAX5	2.8015
FBXO2	-1.57825
GMEB1	1.4515
AKT3	-1.6012
CRB1	-2.02766666666667
CTTN	0.736666666666667
UTP15	-0.972
HSBP1	-0.186833333333333
PHF11	1.67725
NDEL1	0.0485
USP8	-0.75775
BAIAP2	0.1605625
SI	0.380833333333333
ARSJ	0.594666666666667
BAAT	-2.1755
KCNS3	1.307
LOC126147	-0.9935
TMEM37	-0.79125
C1orf162	3.2885
MBD1	-0.6722
ITGAL	0.4705
WDR73	0.0436666666666667
GKN2	0.364166666666667
ARFGAP1	-0.912375
SLC5A8	-1.57783333333333
ZBTB40	-0.0357
CYP4B1	-0.7545
LYPLAL1	0.622
CHST3	-0.843
MAP3K9	0.561
BTAF1	-1.343
TFAP2E	-0.171
RBM35B	0.614
LOC441251	-0.561666666666667
ANKRD25	-1.90705555555556
UQCRC2	-0.974
MAEA	-0.345416666666667
HYAL1	-3.0387
RNPEPL1	-0.0856666666666667
CPSF2	-0.817
PSD3	-1.0356
ABCA13	-0.323875
AGR2	-2.434375
GBX1	-1.2525
HDLBP	0.954785714285714
ACY3	-0.3385
HECW1	-0.45575
ZNF519	-0.4705
