Hybridization REF	TCGA-E2-A1AZ-01A-11R-A12P-07
ANKFY1	-0.261
C9orf84	-0.9345
CLEC2L	-0.05125
LIMCH1	-0.993166666666667
RWDD1	-0.281333333333333
VHLL	0.44025
SLC18A2	0.556
UPK3A	-0.717
FIP1L1	-0.33075
LENEP	0.5475
RHOB	0.442333333333333
RIBC2	-0.00225
GNPNAT1	-0.09725
TBC1D10C	1.15175
MMAA	1.042
INTS9	1.23625
HOOK2	0.410625
CCNG1	-0.7625
CCDC144B	0.715
MTMR7	0.5315
NEU4	-3.25766666666667
HADH	-0.115875
CCKAR	-0.051
TMEM173	1.288
AFAR3	-0.0135
PTH2R	5.256625
IFI30	2.34325
GLUL	0.7126
TMEM71	0.410166666666667
C20orf165	-0.2215
BFAR	-0.8345
ZNF14	0.687
KLHL8	0.507857142857143
PPIL2	-0.982
CTA-126B4.3	-0.601
C5orf37	-0.41525
SLC27A4	0.158666666666667
KLHL22	-0.763875
GJB2	4.2121
HSPBP1	0.612
PRKD1	0.197166666666667
SOX8	-0.96325
KIAA0195	-0.0508333333333333
MICALCL	1.14066666666667
ICAM1	0.384875
C10orf126	0.954
SIX4	0.779375
BCL2L1	-0.6581
CD19	0.780333333333333
RAPGEF3	0.861333333333333
KIAA0974	0.96175
MAPK3	-0.182
OR10A3	1.126
MAP2K1IP1	0.5725
STK4	-0.00299999999999998
CHIC2	1.2216
DLX5	-0.123666666666667
ZNF367	-1.56175
FBXO41	-0.75425
ADK	0.056375
hCG_1995786	-0.128
GTPBP10	0.03975
TGOLN2	-0.028375
CTBS	0.858666666666667
FGD1	0.84175
ETS1	0.608333333333333
EDC4	-0.443875
GSTA3	-0.4035
HOXB6	-1.22333333333333
C9orf131	-0.30425
BCAS1	-3.514
U2AF1L4	0.1465
PDHA2	-0.0709999999999999
SORD	-0.640375
SLC25A33	0.2305
WDHD1	-0.69275
OR8K5	0.3105
RNASE11	0.785
STAP2	1.46025
TRIM44	-0.1091
CHCHD8	-0.30175
SIDT2	0.163166666666667
OR2B3	0.4015
TRRAP	0.7115
TRAF1	0.934333333333333
RYR2	-2.48075
FAM71B	-0.547833333333333
SLC45A4	1.779
TRIM32	0.113625
ATP6V1G1	-0.25575
TRA16	-0.293875
SERHL2	-0.22525
PRKY	0.816333333333333
NPR2	0.22875
TAS2R40	0.66625
OR5I1	0.0948333333333333
ZFYVE26	0.0193333333333333
WFDC11	0.1885
CSH2	0.6415
OR2T8	-0.403
TBX20	-1.9405
LYPD5	3.35183333333333
STOML2	0.989
ALPI	0.276625
FAT3	-1.4405
ZNF273	0.9925625
NPSR1	0.4325
FLAD1	1.0405
RAB5C	-0.708875
TTLL3	-0.960625
KIAA1618	0.242166666666667
NPPC	0.2265
ZEB2	1.3813
MRP63	0.22425
WSCD2	-0.1355
NEUROD4	0.480666666666667
SNAPAP	0.37375
MTMR2	0.00970588235294117
STK35	0.248125
USP48	-0.5215
NR1H4	-4.56825
RASL10A	-0.18275
SSTR1	-3.7235
C1orf35	0.6125
APOBEC3C	-0.66825
RUSC2	0.7405
SALL4	-2.374
ZCCHC8	-0.3765
RAD17	-0.350875
ZNF708	-0.078
LILRB5	2.5075
TEX12	1.0915
C9orf79	-0.47725
ARHGEF1	0.4275
ABCA4	2.224
RNF214	0.18725
PPAPDC2	0.51475
ARID4A	0.537666666666667
SYCP2	1.195125
OPRM1	0.3165
RP13-102H20.1	-4.37025
CYP26B1	-0.179166666666667
APCDD1	2.056
PCCA	-0.53475
ALS2CR7	0.7925
AQP5	1.38683333333333
YLPM1	-0.2795
PRKAR1B	-0.2514
IL16	1.0825
TCF3	-0.72875
ZSWIM7	0.79775
SERPINE1	-1.8578
BAI2	0.0555
SMC5	0.321142857142857
SMN1	-1.015
SLC13A5	-3.400875
POU2F3	1.597
BACH1	0.310833333333333
GMCL1L	-0.209833333333333
PPP2R2D	1.1255
LRRC51	-0.06475
EDARADD	-0.2115
LRRC3	0.3145
FAM124B	0.23625
C20orf70	-0.0415
LOC285735	-1.15025
CTBP2	1.3387
ZMYND11	0.937125
CDH23	1.03383333333333
OR1N1	-0.139
LOC400590	-0.67575
PDK1	-0.716625
LMTK3	1.5285
USHBP1	1.406375
ZFYVE21	-0.15525
hCG_21078	0.365125
OAF	-0.2195
WDR41	-0.311
SPINK6	-1.49925
GDEP	-0.221
MEG3	-1.0179
OXSR1	0.393357142857143
RAD51	-0.851166666666667
RPL13A	0.846
DYRK1A	0.8518
FLJ25791	0.7815
SARDH	0.2635
RBBP5	-0.0111666666666666
ORC2L	-1.222
NCAPH2	-0.901
RNASET2	0.558333333333333
WDR79	-0.175333333333333
FLJ39779	-0.50725
C3orf1	0.3125
DDX23	-0.216
MGC40574	-0.0165
MORC4	1.515
MYRIP	0.241818181818182
LY6E	2.133125
SLC39A11	0.59075
ATP12A	-0.6605
AUP1	-0.20575
PIP	4.129
CORO7	-0.606
PITPNM3	-1.1095
ENPP1	-2.25833333333333
PPP1R1C	-2.50816666666667
NRBP2	0.4755
KCNE2	0.8545
P2RX4	0.68525
CCND2	-1.75828571428571
OR5T3	0.4805
CUL4A	-0.0616666666666667
CFB	0.14225
PCP4	-3.509
HEMGN	-5.79733333333333
UBIAD1	-0.2115
CDC42BPB	-0.4049
CYB561D1	-0.1175
RIMS2	0.777
ZNF488	0.774
RNMTL1	0.313
SART3	-0.288
CAPN10	-0.898285714285714
CCR5	4.86983333333333
APOA1BP	0.5595
NDUFS5	0.6725
PDLIM3	2.1917
VPS24	0.3548
SCN8A	-1.1365
C1orf67	-0.2515
MRCL3	0.441833333333333
TMEM145	-2.896
KCTD16	0.2075
RNF149	1.07575
FDXR	-0.99275
CDCP1	1.49866666666667
PAX3	-4.2413
LASS4	0.68275
HSD17B8	-2.25825
YAP1	0.719125
NNT	-0.5035
SC5DL	-0.2995
DKFZp566H0824	-1.049
KSR2	-0.724
RAD21	-0.00219999999999999
ST8SIA2	-0.00574999999999999
L3MBTL3	0.965125
SNRPB	-0.1205
MGC14425	2.114
MIF	-0.43325
TAPT1	-0.374
IRF8	2.6008
PRO0132	-1.5245
HERV-FRD	0.002
ACD	-0.138666666666667
BCL3	0.4755
SPATA13	-0.042
MRLC2	-0.048625
F2RL3	0.4745
CFHR3	1.45
DUSP15	0.0285
TMEM46	-1.2395
SF3B4	1.2065
MAP7D3	-0.4795
STELLAR	-0.6765
SEMA5A	-0.7921
H2BFS	-1.26875
LRRC28	-0.763166666666667
MORN2	1.174
XYLB	-0.22675
WDR21C	0.112
HIATL1	0.41775
ADAMTS10	0.655333333333333
WDR55	0.154
MFSD5	0.268166666666667
OR4N2	-0.0345
DUSP16	0.969833333333334
NLGN4Y	-2.3278
INHBC	-0.07
NUMA1	-0.21375
DEFB123	-1.0075
GIPC1	0.218
MGC27348	-0.283
FLJ33590	0.494
FZD1	0.7309
MKL1	0.287333333333333
SAA2	2.66775
C1orf94	-1.8095
C7orf28B	-0.1045
TMEM185A	0.7359
ZZZ3	0.477
C16orf5	0.111333333333333
GALNAC4S-6ST	-0.0315
C1orf186	0.88075
IGFBP4	0.464666666666667
NDUFA10	-0.873333333333333
CLIC2	0.59025
RNF13	-0.383
GPR103	0.12075
CD69	-0.43075
MYOZ1	1.49775
IFNB1	0.7615
CLNS1A	0.1595
CXorf45	-1.061
ZXDB	1.077
FUNDC2	0.6035
GPA33	-0.365571428571429
C9orf70	0.36
SLC2A9	-0.615125
LOC126520	-0.5715
MAGEB1	-1.533
LCE2A	0.0895
C18orf34	3.09
FMNL2	0.7905
KRT85	0.39475
CRYGA	-0.1685
GEM	1.44675
THAP6	-0.6528
ALKBH3	0.575833333333333
TM6SF2	0.2425
C20orf82	3.58625
RANBP2	-0.0821666666666667
LIG3	0.0439
RETSAT	-0.448125
OR8S1	0.831
CAST	0.011
TGFBI	-0.37
C15orf37	-0.646
PGM3	-0.3495
SLC4A11	-1.277625
FAM123C	-0.179666666666667
TAOK1	0.447
CISH	-0.14475
OGDHL	-1.9755
SPINT2	1.81183333333333
ZNF33A	-0.1355
CLDN18	0.264666666666667
RNF128	-1.722125
CCDC71	-1.55125
RASSF6	1.94816666666667
HSPG2	0.5085
ATP6V0E1	1.57225
ABHD6	-0.7695
CD274	2.655
GCNT1	0.84575
NT5C1A	-0.0383333333333333
TM4SF5	-4.07575
C21orf58	-0.632
SUCLA2	-0.19675
RFTN2	3.232
SCNM1	1.006375
SLC9A10	0.415
FUNDC1	-0.2085
SLC35F4	-3.0845
AMD1	-0.25075
COL6A6	4.82075
OR4K2	-0.7035
TRIB2	-0.990416666666667
LOC91461	-0.66
GHSR	0.6135
ATP8B1	0.97325
C1orf78	1.36683333333333
RNF183	2.93583333333333
STX4	0.5977
TPPP2	-0.94225
MYBPHL	-2.4685
TXNDC6	-0.1505
C9orf47	2.561
FAM137B	-0.2715
FANCB	-0.0515
C11orf9	-1.88975
DPY19L1	-1.04
VDAC2	0.0706666666666667
VHL	0.25125
LMBR1	0.71025
C8orf44	-0.13825
ZPBP	1.48775
FGF23	-3.34525
C21orf67	0.55675
PCNT	-0.79525
BCKDHB	0.1161
GALNTL5	2.08125
BET1	0.20425
ARL13A	-0.6575
HDAC6	0.22125
N4BP3	0.305666666666667
OTOP1	-0.361666666666667
TTC30A	1.568375
CRISP1	-0.646
KRT32	-0.7835
VSTM1	0.687
ZNF622	-0.266
POLR3B	-0.1263
DNAJC10	0.418375
C12orf54	1.839
ADIPOQ	1.8455
RIT2	-0.51925
CD44	-0.31895
ABCA3	-0.715625
RPS17	-1.38925
FEZF1	-1.178
PCDHB15	0.64
KCNMA1	-2.18
CCDC116	-3.5915
C15orf27	-1.565
NARG2	-1.493625
ITGA5	-0.517125
MEFV	0.9395
TUT1	-0.188125
LOC541473	-1.09075
NMBR	0.464
GLT1D1	-1.41083333333333
ABCB7	0.18375
PFKP	-1.12790909090909
C9orf91	0.0731
LRRC41	0.935666666666667
C1orf85	1.4805
ATP5F1	-0.286625
STOX1	0.844375
GFOD2	0.9335
SLC25A3	-0.248125
ZNF646	-0.0577
ZAR1	-1.2005
OSTbeta	-3.286
GALNT3	3.0885
IFT122	1.19583333333333
LDB3	-0.0675
GARNL1	-0.202785714285714
HOMEZ	-0.117166666666667
LRRC6	2.5345
ANGPTL5	-2.99875
UBAC1	-0.53275
DLEU7	1.53075
RPL19	0.038375
TOP1MT	0.502333333333333
LOC643641	0.442125
MBD3L2	-0.404
NTSR1	-0.4315
WISP2	-3.7555
GPSM2	0.416
RDH10	0.8268
PRKCG	0.4435
HIST1H4J	-0.5325
MON1B	0.1275
MLF1IP	-0.367833333333333
ZNF446	-0.15075
COL4A5	0.489
SLC26A1	0.154642857142857
RGN	-0.172625
CCNB1	-0.658
C9orf165	0.56025
CCDC28B	1.15375
CCDC97	-0.00975
FGR	2.227625
MSRB3	0.149
EPN2	0.205
COX15	0.420666666666667
KCNK6	-1.5221
XK	-1.43175
GDA	-5.499125
HEPH	0.060375
THRAP3	0.17125
MET	-0.432285714285714
PHYHIP	1.06325
LYAR	-0.200833333333333
ING3	0.00325
AK7	-3.00875
CCT8L2	-0.076
COPS7A	0.458
WSCD1	-1.01775
RNF185	0.103
TNS3	-0.64225
KNDC1	-0.998666666666667
RWDD4A	0.462833333333333
MED13L	-0.0232
ZFYVE1	0.379
C7orf44	-1.07533333333333
MRPL1	0.6875
STGC3	-1.72225
TEAD1	-0.7415
RPL7A	0.143714285714286
ARL6IP1	0.7992
C1orf178	-0.4
CTAGE5	0.00666666666666665
TMEM184A	0.770333333333333
SLC25A14	0.57175
CACNG5	0.1705
ATXN10	-0.6549
ECH1	0.6273
CCL22	1.1245
CYP2F1	-1.91866666666667
GADL1	0.215
TMEM19	-0.9486
RUNX3	0.58525
EFNB1	1.874
LIPN	0.1165
ACSM3	-4.841
SIGLEC8	1.87033333333333
ASCC3L1	-0.381
NOL8	-0.46425
RELT	0.0196666666666667
Magmas	-0.25575
PPP1R15B	0.4313
C11orf2	0.61825
VKORC1	-0.420333333333333
MGC26647	-0.91025
TRPM6	1.17909090909091
UGT2B7	-3.17383333333333
FEV	-0.123
FOXK2	-0.0667
PDCD5	0.5105
SLC8A1	2.0447
DGUOK	0.222833333333333
CLDN16	0.029
GAGE1	-0.317
RBM17	0.4812
C1QTNF3	1.324375
VGLL3	-0.292833333333333
UNQ5830	1.195
CD1A	-2.58366666666667
SCGB1C1	-0.6335
SUPT4H1	-0.516
TRAF5	0.052
ASAHL	0.604375
FAM73A	-0.3505
OR6B1	0.2475
WHSC1	-0.8627
GFPT2	0.51025
LOC339809	0.40375
STARD5	-0.113
SIP1	-0.01025
DNAJC15	0.7975
STAU2	-0.0149375
FAM98A	0.146875
RAD23B	0.2205625
LRRC33	-0.33125
CHRAC1	-0.441
C21orf89	0.307
C19orf43	0.640666666666667
KLK8	3.63633333333333
CCNE1	2.05525
PKDREJ	0.00316666666666665
SSU72	0.949
C17orf73	0.06
GPR78	0.718
WHSC1L1	0.3658
GSTA2	0.046
SMUG1	-0.420833333333333
UFM1	0.5063
AP3M2	0.89325
USP14	-0.96375
FBXL14	2.52883333333333
DSTN	0.565
SFRS14	-1.114
FBXO31	0.357166666666667
C12orf40	-0.59
FRS2	0.65175
NR2E3	-1.58425
TUBB2C	-0.40975
GMPR	-0.902833333333333
C9orf139	0.26
ING5	-0.891071428571428
LOC730092	0.397333333333333
ORM1	-2.3975
RP11-11C5.2	-0.7865
HSPD1	-1.2824
PIWIL3	-0.259
C5orf13	0.9064
OR5R1	-0.4195
LCOR	0.621875
PLEKHA9	0.034
CCDC43	-0.6325
ZNF232	0.782
SLC6A7	-0.27
ADH5	-0.0579166666666667
SHBG	-0.553
CROCCL2	-0.1245
PANX3	-0.28
CDIPT	-0.3925
SLC16A5	-0.572
TUBB	-0.482
TOR3A	-0.5947
PREP	0.0215
ENTPD8	-0.127857142857143
CHMP1B	-0.59675
SYT12	1.649
MYH6	-1.9318
MAP3K13	0.421
KLHL30	-0.00733333333333333
LCMT1	0.40325
EIF1AX	0.256416666666667
FOXD4L1	-0.0195
SLC24A5	-1.229
RNF166	-0.0031
TJAP1	-0.201
TMEM156	-0.00866666666666666
ZNF239	1.3645
SNX19	0.7115
GKN1	0.43175
FCN1	3.7288
C1QL1	-1.3905
ATP11C	1.295875
ZNF35	1.1905
CARD8	0.71625
LIMD1	-0.848333333333333
KIAA0286	-0.603
XRN2	-0.298
CD6	1.07633333333333
TOX3	-3.154125
ZSCAN4	-1.10466666666667
RSRC1	-0.655875
COG1	0.4235
PTRF	-0.0164000000000001
C16orf35	-0.943875
FBXO24	-1.00325
CHST11	0.2785
THRB	0.428
MYBPC1	0.7245
RNF39	0.603
PSMD11	-0.206
ALAD	-0.127166666666667
EN1	5.044
SLC9A9	0.93575
GSTM4	0.1301
CDC42BPA	-0.525526315789474
RCSD1	0.29825
LUC7L2	-0.6382
SPTBN1	-0.1337
LOC146167	0.2645
BAT5	0.7905
ZNF452	-0.9475
LSM4	-0.679375
SRP72	-0.5565
SGK269	0.246
MTX1	0.31325
CENTA1	-0.27575
UNQ9433	0.178
ATR	0.0915
DDX49	0.1595
PAQR8	-0.4325
C14orf174	-0.74425
GBGT1	0.1185
THAP1	0.65325
OR10K1	2.24
RASIP1	-0.173333333333333
DPYD	0.5288
DOHH	-0.828
C18orf45	1.1615
POF1B	0.7137
ZNF552	0.3855
USP32	-0.74925
MED27	-0.233666666666667
C14orf149	-0.0413333333333333
PRDX4	0.850333333333333
ABHD12	0.934
AGT	-4.33125
SLC22A14	-0.416
C1orf58	0.33125
PILRA	0.09875
ABCF2	0.164875
C17orf85	0.0849
TKTL1	-1.21875
FGF1	2.21315
IL6R	0.520166666666667
VPS25	-0.1175
CHRNB2	-0.555
COL7A1	-1.68
LRRC48	1.0305
SPG20	0.4305
COX10	0.3795
GCA	1.266
ECEL1	0.342666666666667
GLG1	0.804166666666667
SRD5A2L2	-0.248
MUTYH	-0.39
ZNF70	-0.2605
L2HGDH	-0.705
GPATCH2	0.39525
ZNF655	0.1745
ZNF227	-0.0231666666666667
MCOLN2	1.63983333333333
NQO2	-1.39275
KCNQ5	-0.263
NEU1	0.536666666666667
QRICH1	-0.547
ZBTB20	0.563666666666667
RPUSD3	0.5715
EPGN	-0.7704
TSN	0.238166666666667
SPRY2	-1.27366666666667
LZTFL1	-0.201875
GMFB	-0.193625
PBEF1	-0.2679
HBG2	-3.43133333333333
TMEM8	-0.5625
PALM2-AKAP2	0.434
NFYA	0.83625
FAM108A1	-0.101
PBLD	0.84675
NRG4	-2.32475
PIGF	-1.03275
PTGER1	0.026
NOS2A	1.23433333333333
C21orf34	1.79566666666667
C21orf51	-0.03275
IL17C	-0.3745
TRMT6	0.168333333333333
ETV2	-0.228
CCDC109A	1.0545
MYLK2	0.423
ATP10A	0.9011
DPH4	-0.90325
C5orf5	-0.406666666666667
KCNA4	0.382
NMNAT2	-0.816833333333333
GLYATL2	0.201
LSMD1	-0.30925
IL23R	-1.82225
NRF1	0.1065
MUC15	1.45066666666667
PRDM12	-3.232
PAQR4	-0.385785714285714
RBBP6	-0.8923125
IFI27	3.70925
SKAP2	0.0918333333333333
TAGAP	3.03325
TJP3	-0.766
C9orf61	0.52175
IDS	0.162428571428571
PARG	0.59825
LOC131149	0.469
DYRK4	2.29816666666667
MICALL1	-0.744
GALR2	-0.0135
GPBP1L1	0.152875
TBX21	4.99225
KCNJ6	-0.5615
GGN	0.48125
CASP5	1.26383333333333
RNF182	-5.21225
BRD4	0.48025
DOK4	0.111625
SLC46A2	0.9995
SOX9	2.61183333333333
ZNRD1	-0.264
PRR6	-3.321
FAU	0.362375
DTNB	1.56783333333333
CARD9	1.7205
STS-1	0.254833333333333
SLC4A5	0.430875
NSBP1	-0.48675
UGCGL2	-0.556416666666667
POTE15	-1.9015
NOXA1	-1.46025
RP13-347D8.3	1.0025
SAMD10	-0.4085
EP400NL	0.54275
TCF21	-0.819666666666667
AMELX	0.148
JPH2	0.3868
SLA	2.32125
DLST	-1.70016666666667
SEPT12	-0.2955
RGS20	-2.64475
LXN	1.35666666666667
ZNF419	0.720125
UPK3B	-0.4045
RELL1	-0.74125
ESPNL	-1.1595
KLHL21	0.048125
PI15	1.109
C2orf61	-1.593
LOC407835	-1.17166666666667
RER1	0.545
ELAVL2	2.246
MGC26718	-1.3975
KLF2	1.5865
TNFAIP8L3	1.36825
TFE3	0.71025
C11orf17	-0.608
15E1.2	-0.234
SNRPC	-0.3855
DLGAP1	0.619
PGLYRP1	-0.02875
OVCH2	0.075
IRF7	1.0422
SET	-1.2015
NAB2	-0.242833333333333
LRP5L	-0.494
FAM120A	0.0783125
ASCL2	1.33983333333333
SHH	-0.4645
ATP5H	-0.182
THPO	-1.1735
TYRP1	-5.181
HIST1H3E	-0.255166666666667
EIF2S1	-0.415777777777778
TNFRSF17	-0.313833333333333
TARSL2	0.01725
NKX2-8	0.333428571428571
C1orf115	0.643375
LOC56964	0.095
KIAA0841	-0.22225
ISCU	0.373
TTMA	0.2395
ZNF414	0.451
LOC441150	-0.16125
RAB15	0.29575
HBP1	0.696333333333333
TNNT2	-0.822333333333333
CECR5	-1.35825
PHGDH	-1.1025
JRK	-0.0899
XPO4	-0.1495
FAM131C	0.298
ARHGAP25	1.4685
CA9	-1.11422222222222
GPR62	0.218333333333333
TLX1	0.397666666666667
GPS1	0.04825
OR2M2	0.556
BDP1	-0.588071428571428
FAM70B	-0.161
RPS29	0.151083333333333
MKLN1	0.3155
TSPAN19	-3.44875
SLC29A3	0.6499
LGALS4	3.15883333333333
USH2A	-0.0148333333333333
NF1	0.638666666666667
APOBEC3A	4.09483333333333
IMPAD1	1.50533333333333
OLR1	2.48116666666667
NRAP	1.006
HCFC1R1	-0.0366666666666667
TAOK2	0.092
MCM10	0.283666666666667
MAP4K3	0.59025
CBS	-3.33875
CLK3	-0.8268
PCDHGA5	-0.234
ELF4	1.37475
FAM71A	-0.361
C11orf49	0.621
CLIP2	-0.0465
BTBD9	0.6789
ZNF524	1.31975
KDELR1	0.996833333333333
ZNF509	0.8885
NCSTN	0.8545
ZNF533	1.14664285714286
PARP4	0.077
GALNT9	-0.827833333333333
NPY	-3.76325
BEGAIN	-2.42083333333333
TMEM77	0.1305
FOXRED1	-0.666666666666667
SLC16A2	0.9075
SLC35B1	-0.07025
GK5	-0.0124166666666667
SDCCAG10	-0.63325
C4orf20	-0.4095
SLC9A2	-1.216
ADD1	0.244785714285714
TAL2	-1.35166666666667
ACLY	-0.1515
DNAJC1	0.1425
SOST	-2.22025
USP43	1.106
CYP4F12	-1.7695
FKBP5	0.843375
CHCHD5	-0.1068
NUDT22	-0.68975
CCDC85B	0.1335
OR51G2	0.2695
STRN3	-0.3025
TMOD2	1.1515
FLI1	0.6675
MAB21L2	-1.1225
DGKQ	-0.033
VPRBP	0.0258333333333333
SCNN1B	1.4454
ECHDC3	2.3848
TMEM106C	-0.277
CSNK2A2	0.313
RPL39	1.0832
HERC3	0.0941
ZBTB47	-0.0621666666666667
ZNF681	0.38925
PAGE2	-2.09225
CLIC5	2.91607142857143
RABAC1	0.61775
ZFHX2	0.48125
YPEL1	-0.194
KIAA0776	-0.004
NR1D2	0.286
DNAJC4	0.5415
NPNT	1.2269
ZNF677	0.796
ZNF536	-0.89675
MEF2B	0.238833333333333
PTPN4	0.546625
CTCFL	-8.1975
STX5	0.624833333333333
CD72	3.6575
VEGFA	-0.528631578947369
XRCC1	-0.2474
MAS1L	0.536166666666667
ELL	0.1544
SETBP1	-0.12625
CDH11	2.95133333333333
NDC80	-1.62284615384615
DMBX1	-2.78575
NRSN1	0.4295
BAT2D1	0.285875
CDS2	0.205166666666667
C1orf212	-0.0358333333333333
SENP3	0.08625
IL1F9	0.4055
EEF2K	-0.224125
COG8	-0.0025
CEP72	0.08875
OR1L8	-0.0215
MUS81	-0.246916666666667
PHYH	0.37025
GGT6	0.833333333333333
C22orf23	-0.804833333333333
C13orf33	3.890125
MAPK8IP2	-0.73675
NELL2	1.974
POU3F2	-3.79316666666667
ALPK1	1.61025
MRPS18C	0.014
RPLP2	-0.32175
FGF22	0.002
SPNS1	-0.157166666666667
ZFP1	0.67875
IL1RAPL1	-2.011
PCSK9	-2.6585
NKX2-1	-0.599363636363636
C6orf189	1.5015
SP4	0.207
SLC11A1	2.0389
C21orf25	1.10116666666667
ICAM2	0.31075
SH3GL1	-1.0535
GSK3B	-0.0185
RALB	0.465125
PDXP	-1.83383333333333
GNGT1	0.15225
KIR2DL1	0.8745
TNFAIP3	1.06225
C6orf32	1.7234
CBLN2	-2.544
PANK3	0.23975
TAAR9	-0.6535
WDR82	-0.218857142857143
APOM	-3.903
TRIP10	0.70025
SPATA16	-0.126833333333333
C1orf135	-0.25575
USP51	1.1445
TESK1	1.3585
C11orf64	-0.72
ZNF611	0.525
PDE6G	1.34333333333333
HLA-DQA1	4.295
GCLC	-1.037
SEC61A1	0.6615
TWSG1	0.209166666666667
ZMYND10	-1.33875
CTDP1	0.188625
ADAMTS6	-0.348333333333333
SLIT1	-1.8975
KRT86	-1.165
KIAA0574	-1.372
GTPBP2	-0.6058
PQLC3	1.2195
PRRX2	-0.496166666666667
C15orf44	-0.290833333333333
MKKS	-0.272125
C11orf10	0.4805
GPR110	-0.548625
CD109	-1.00275
ADCY1	-0.208
RHBG	-2.1475
TP53I3	0.837375
SLC22A3	-1.2435
UCP2	0.68575
FOXG1	1.5605
OR2AG1	-0.025
TRIM24	-0.18775
PROC	-3.476875
TAAR6	0.22175
AMTN	-0.366
C10orf47	-1.52183333333333
DEPDC1	-0.1535
FLJ45557	3.05025
ZDHHC17	-0.2199375
KIAA1429	0.649833333333333
KCNH1	-0.03225
VNN3	0.743285714285714
PSMAL	2.8465
PPARD	0.6455
HFM1	-0.2175
YBX1	-0.546
ZNF695	0.1625
SCTR	-0.286
DCDC1	0.5585
VPS26B	0.8194
MTF2	-0.567833333333333
ATP6V1F	0.771
CCDC94	-0.78675
PERF15	-0.3315
CCL11	4.732
LMO7	0.079375
DCST1	0.0175
ADRBK1	-0.047875
CDRT4	0.08675
ZNF84	-0.03675
HOXD8	0.9595
STARD8	-0.0665
FOXP2	-1.151125
CCDC103	0.693
POLR3A	0.2159
GSC	-0.7745
ZNF114	0.707666666666667
HTR7P	0.5885
LALBA	-0.5035
RMND5A	0.425833333333333
PSCD2	0.39475
ZNF409	-0.1545
KRTAP1-3	-0.158833333333333
MAF1	0.62825
LOC201725	0.153166666666667
NRN1	-1.381875
SPAG5	-0.9115
DNAH7	-0.143333333333333
FLJ43860	-0.5925
BRCA2	-0.06475
ACADM	-0.741125
CXXC6	-1.202375
RAGE	-0.97675
CHMP2A	0.29925
FAM8A1	-0.1433
GPR21	-0.0695
SLC12A3	-3.12733333333333
FVT1	0.495285714285714
ZDHHC7	-0.217625
FLJ44048	0.28
SLC44A3	0.3555
SDSL	0.3035
MMP8	-1.322
PLA2G12B	-4.09133333333333
ACY1	-1.28525
MT1E	1.54316666666667
OR4K15	0.1545
TECTB	-0.929
GPR20	-0.17125
IRAK2	-0.698
RFPL3	-0.295
MYO9A	-0.61875
NARG1L	-0.555916666666667
BLMH	-1.173125
CCDC3	2.15683333333333
C9orf21	0.162
KIAA0513	0.0333333333333333
MIER2	-0.26175
PNMA2	-1.92590909090909
SH3BP2	0.7746
ANXA10	-3.273
RTN2	-0.761166666666667
TFB1M	-1.6595
PRPH2	3.304
C14orf133	0.5125
GOLGB1	0.893166666666667
IRX4	0.93725
NFKBIL1	-0.8465
C10orf62	-0.23425
APBB3	-0.64575
RPS10	0.5627
LOC728378	-0.286
TLE3	0.425277777777778
PSMB7	-0.275625
MESDC1	-0.2015
SLC6A1	2.16633333333333
OCLN	1.16
PTTG3	-0.335166666666667
NAGLU	-0.32925
SERTAD4	1.345625
SPRY1	1.70725
FLJ10781	1.2805
MYSM1	0.04075
TRIM4	0.0482142857142857
SH3YL1	0.966125
TREM2	3.53
SERPINI1	0.735
HDHD3	0.746375
TMEM38A	-0.605625
EID2B	-1.772
TDRD3	-0.1845
SEDLP	0.50975
THSD7A	1.76666666666667
NDST3	-3.614
KLHL15	0.209583333333333
DHRS12	1.0475
FBXO9	-0.990785714285714
TNPO1	0.243583333333333
MRPL13	0.316833333333333
SNX5	-1.10266666666667
METTL6	-0.2435
SOD1	-0.13
CHML	0.358166666666667
PACS1	0.221
SIRT5	-0.4162
CAPN2	-0.127
FXYD5	0.301666666666667
TWISTNB	-0.812625
LRFN1	0.287666666666667
UBE1L	1.51075
UBE1C	0.9575
OR51B2	-1.36125
OR4D11	1.086
C15orf2	0.304
NR4A1	-0.0925
LOC339047	-0.5655
TRIM17	2.298625
ATP5G3	0.266
RPL15	-0.0365
ADAMTS8	-0.0265
HOXC4	1.323
C14orf37	2.3845
CEACAM5	-3.677125
MYT1L	-0.1885
RASA2	0.3485
OSBPL7	-0.891
STAG1	0.149
GIMAP4	4.9595
FUT3	-0.326833333333333
PIF1	-1.673875
LPIN2	-0.257
SH3PX3	-0.179
PDP2	0.45575
PAPD1	0.770125
ERP27	4.20125
APOOL	0.2515
DIABLO	0.04125
TRHR	-0.142
ARMC9	-0.069625
RNF152	2.22225
SLITRK3	-0.844333333333333
ZNF211	0.1248
PFDN1	0.30325
RGS11	-0.776625
HS6ST1	0.6934
AKR1D1	-2.597
TNP2	-0.0836666666666667
STK31	0.883833333333333
EML4	0.0650833333333333
SGTA	-1.143
HIST1H2BI	-0.925166666666667
PSMD6	-1.4525
KIAA1257	-0.128
C18orf55	0.0676666666666666
FLJ20273	0.55075
RPL28	0.212666666666667
EPYC	1.369375
NOX3	0.008
ELAC1	0.924333333333333
METT11D1	-0.37675
BIN2	0.861666666666667
NACA2	-0.17725
CCDC17	-0.8195
HM13	-0.4144
