Hybridization REF	TCGA-BH-A18P-11A-43R-A12D-07
GRP	5.2445
SV2A	-1.246
MAGEA12	-5.35125
CACNG1	0.2955
C18orf19	-0.9755
GSG1	-0.2694
PTPRJ	-1.19607142857143
FRMPD1	0.2165
ZNF668	-1.03775
PLEKHJ1	-0.127125
ADAT1	-1.1726
TMEM50A	0.2554
UCN3	-0.0375
HOOK1	0.4275
IL17B	2.1045
MLKL	-1.07983333333333
TTC14	-0.1795
KLHL5	0.702
CRYL1	0.838333333333333
FOXH1	-0.805
NFYB	0.13175
PPM1G	-1.16325
GOLGA2LY1	-0.49125
NMT1	0.245125
HADHA	0.6137
CHSY-2	1.1635
PLEKHF1	1.03735714285714
SAGE1	-1.8535
MUSTN1	1.7765
SUHW4	2.112
TFEB	1.817
ZFYVE27	-0.2515
ATG12	-0.272666666666667
BMI1	0.623285714285714
ZIM3	0.80125
MYH4	2.45633333333333
MASP1	-0.905583333333333
KIAA0984	0.24125
RPAP2	-0.38925
ASB5	-0.560666666666667
BOLA3	-1.003
MIA3	1.23866666666667
KRT35	-0.0215
KIR3DL3	-0.6835
MRPL51	-0.23225
SEMA3F	0.733333333333333
NDUFB2	0.183
LOC253012	2.155
FAM46C	-0.77
G6PC	-2.056875
CSAG3A	-5.601
PREX1	-0.441
SLC25A45	-0.245875
MAPKBP1	0.7767
CPE	1.6544
GNB1	-0.89725
CXCR6	1.266
TRIM46	-0.2925
C16orf3	0.398666666666667
HPSE	-0.901625
TIGD3	-1.6805
SPG3A	2.27075
LCAT	-0.5145
ST6GAL1	-1.07761111111111
POMC	2.04025
FLJ36031	0.0768333333333334
NSMAF	-0.26
SKIL	-0.474
ADSS	-0.563833333333333
HMGCS1	-1.9458
POLR3F	-0.0546666666666667
RAB10	-0.434
ZNF277P	-0.194625
ZBTB7B	0.94825
DHRS1	0.542375
ABCC13	0.15175
CNOT3	-0.1375
NFKBIA	0.68075
GAK	-0.312666666666667
SFT2D2	0.0606666666666667
HOXA6	-0.016
CRTC1	0.017875
LY6D	0.616166666666667
C20orf72	-1.2895
CPT1A	-0.74675
LMO1	-1.5845
EIF3I	-0.46975
PRB4	-0.213
MCM3APAS	-1.554375
C20orf132	1.161
FOXF2	-3.11275
S100A12	0.27775
MLH1	-0.643833333333333
ACTN1	0.622
MRPL36	-0.329833333333333
C20orf106	-0.0025
FBXO6	0.624666666666667
MKS1	-0.326
CX3CR1	-0.38725
PDE1B	3.045
PLP1	-3.02275
KISS1	-0.2635
C14orf2	-0.3265
TBC1D3P2	-1.299
COMMD6	1.4205
ANKRD7	-0.97675
PTCHD1	1.612375
NARS2	-0.93725
DOCK7	0.073
FAM127B	0.4065
LOC390243	-0.264166666666667
N6AMT2	1.049
ZNF391	0.734
DNAJB14	0.565166666666667
WRB	0.05175
BPI	0.701583333333333
TTC4	-0.688666666666667
FAM10A5	0.647
GOT1L1	0.0313
MAGED1	-0.597375
RESP18	0.6895
WFDC6	-0.0035
MT2A	-0.764
C11orf56	0.41175
KIAA1432	-0.6755
ROR1	-0.693
HSD17B14	1.42466666666667
ZFAND2B	0.373125
SAMD4B	-0.09525
HEXA	-0.179875
HNRNPU	-0.433818181818182
USP39	-0.629
NRD1	-0.404
R3HDML	-0.3675
FLT4	0.897833333333333
OMG	0.5935
OR52N4	0.209
LOC399818	-0.0395
ELA2	-1.77325
VENTXP1	0.011
RFC5	-2.1005
OR52L1	0.2765
PAX5	0.339
FBXO2	1.59275
GMEB1	0.025
AKT3	0.456
CRB1	0.418333333333333
CTTN	-0.228
UTP15	-0.895
HSBP1	-1.014
PHF11	1.88375
NDEL1	0.470333333333333
USP8	0.00425
BAIAP2	-0.495
SI	0.749
ARSJ	-0.6235
BAAT	-2.42775
KCNS3	1.7965
LOC126147	-0.0265
TMEM37	3.4905
C1orf162	2.47566666666667
MBD1	-0.14
ITGAL	-0.633166666666667
WDR73	-0.558833333333333
GKN2	-0.0901666666666667
ARFGAP1	-1.5655
SLC5A8	-0.639166666666667
ZBTB40	-0.2492
CYP4B1	5.02783333333333
LYPLAL1	0.061
CHST3	0.065
MAP3K9	-0.0515
BTAF1	-0.8965
TFAP2E	0.227
RBM35B	-0.6955
LOC441251	-0.448166666666667
ANKRD25	0.697277777777778
UQCRC2	0.8595
MAEA	-0.0335
HYAL1	-1.4996
RNPEPL1	0.944166666666667
CPSF2	-0.912
PSD3	-0.957
ABCA13	-0.0928571428571429
AGR2	0.83175
GBX1	0.4095
HDLBP	0.100857142857143
ACY3	-0.2195
HECW1	-0.516
ZNF519	-0.04925
HOPX	1.92914285714286
ZNF304	0.66475
OR12D3	0.914
FKSG43	0.025
METTL1	-1.252625
MFSD3	-0.82
PSPH	-0.44
CLCA3	-0.504
DARS2	-1.77983333333333
CDC25A	-2.965
BAIAP2L1	-1.46325
B3GNT5	1.55375
USP29	-0.16875
ARHGEF10L	0.9598
ATOX1	-0.374125
ADAM30	0.27775
DNASE1	-0.85575
STT3A	-0.333083333333333
RAB6IP1	0.52375
PTN	4.5433
C1orf106	-1.00446153846154
HECA	1.90775
RNF122	-0.11975
SLC22A18AS	-0.173166666666667
GNG8	-0.104833333333333
ELP4	-0.29425
FAM65A	0.2085
RPL10A	0.253
IRS4	0.666
MACF1	0.9429
SEC24D	-1.512
LOC374395	0.30275
TGFB2	-0.326625
MDFIC	1.718875
CHRNE	0.252833333333333
PCMTD2	0.0658333333333333
ATP6V0D1	-0.300666666666667
MTA2	0.09925
LZTR1	-0.387
RAP1A	1.12483333333333
AXIN1	-0.6935
POLR1C	-0.4535
TRIO	-0.309
PLXNA4A	1.61383333333333
C5orf33	-0.481
DEPDC1B	-5.811875
ZNF473	-0.533666666666667
MTM1	0.857
GPR107	0.493333333333333
CSNK1A1L	-0.105833333333333
FLJ14154	0.0285
NLRC4	2.42075
ENPP4	2.64383333333333
PADI3	-0.1135
RNF170	0.209
CG018	2.14333333333333
C16orf7	0.19125
KCNE1	2.697
NRM	-1.49116666666667
SLC37A3	-0.176714285714286
TPD52L2	-0.882
UNC5B	-0.65725
C12orf12	0.1704
SDHB	0.4575
CLRN1	-0.185375
NUDT10	0.0188333333333333
UGT3A1	0.077375
FBXW8	-0.209125
RHOF	-1.099
PTPLAD1	-0.96275
MYO3B	-1.21766666666667
DERA	-0.62075
TPP2	-0.63875
C19orf53	0.074
GINS3	-0.943875
ST6GALNAC5	1.7205
CHSY1	-0.67725
MGC15705	0.2165
GPR83	0.508
EXT2	-0.143
DOLK	0.18175
TUBAL3	-0.312
ACVRL1	2.4617
ABL2	-0.919333333333333
C14orf156	-0.5645
PTPRZ1	-0.992
DIP2C	1.455125
LAMP1	0.70425
RXRA	1.5185
MAP3K5	2.62975
ALKBH1	-0.129166666666667
PDLIM7	-0.411375
ARL14	-0.886
SNIP1	-0.317333333333333
TIMP3	2.68308333333333
RGS3	1.56033333333333
SPAG16	1.3193
ABHD4	0.4775
ARHGEF12	0.653909090909091
GLUD2	-0.0015
RAC2	-1.7992
UAP1L1	-1.2545
SLC18A3	-0.255
YOD1	-0.975166666666667
RALY	-0.68225
HMOX2	0.184
DGKH	-0.02725
DBNDD2	0.816166666666667
YIPF4	0.92
THAP10	-0.47
ZNF513	0.4095
HAGHL	-3.30366666666667
ITGB4	1.1185
CCDC141	-0.492
YTHDF3	-0.24825
C5orf28	-0.26875
RPL7L1	-0.44975
TMEM30B	0.681428571428571
ANKRD35	3.897
DUOXA2	-0.22875
TBC1D5	0.220375
DFNB59	1.3855
HRH4	-0.08725
MYO6	0.653
DNAJA4	1.297875
RBM24	0.458125
CEACAM20	-2.37025
RBM23	-0.2145
NGFB	-0.0555
C1orf63	-1.3889
KRTAP7-1	-0.2735
PERLD1	1.23925
NPB	-0.087
C17orf59	1.0463
HSPBAP1	-0.0455
SLC15A4	-0.051375
PRTFDC1	-0.54275
OSMR	-1.37485714285714
CYSLTR2	-0.1915
C19orf25	-0.334
KIAA1797	-0.817
NLRP6	-0.583
FAM105B	-0.4825
SCRN2	2.3115
LRRC58	-0.4827
RNF17	0.13625
NEIL3	-5.2585
FAM137A	-0.93125
SKP2	-2.97325
PARVA	2.05758333333333
PKLR	-1.3765
RNF34	-0.464875
A3GALT2	0.222
C12orf50	0.0946
SUNC1	-1.02233333333333
FAM102B	-0.883333333333333
CCT2	-1.66925
LRRC37A2	-0.2755
ARF4	-0.168
SIKE	0.16
C8orf48	1.78633333333333
MBTPS1	0.327928571428571
GPSN2	0.37
NCF2	1.582
SLC12A6	0.259166666666667
MRPL48	-0.58225
HMGN3	0.538666666666667
LRRC62	-0.9905
PAX9	-0.501
FAM55A	0.303
C20orf42	-1.38283333333333
SCML2	-1.174
BCL9	0.2215
FAM40A	-0.47675
C9orf41	-0.875333333333333
ZNF774	0.5015
LETM1	-0.696
PLXNB1	0.0306666666666667
NIPSNAP1	-1.34425
USP10	-1.29175
F9	0.477666666666667
LIPE	5.93875
CNGB3	0.726
C12orf52	-0.4975
PI4K2A	-0.358
MED8	0.040875
STAT4	2.3019
FGD4	1.0715
RNF145	-0.670333333333333
WDR32	0.0791
CLDN2	0.415166666666667
TCEAL8	0.6535
ZMYND8	-0.8441
PDXK	0.648
GATAD2A	-1.23975
PTGES3	-0.9615
CCM2	0.20625
TAP1	0.232375
ZNF670	-0.33775
ETS2	0.558785714285714
C6orf166	0.4415
PRMT2	0.830428571428572
OR4B1	0.253
INTS8	-0.6975
CCDC102A	0.50625
CCDC83	-0.9675
ITGA1	1.004
EPHA5	-1.1699
FAM24B	-1.08733333333333
TSGA10	2.44875
HAL	-1.4594
MYOT	0.79175
SPACA3	0.6765
BCL2L2	0.865333333333333
CUGBP2	2.47633333333333
CCNB3	1.43775
RNF113B	-0.26225
MERTK	-0.29375
BAG1	1.022
VPS36	0.64875
ORMDL3	2.5075
C1orf190	1.7535
ZNF625	-0.1465
CORO2B	0.57725
ALOX15	-0.164
CST1	-0.5265
NUPR1	2.54416666666667
CCL7	0.303
SMCR5	-2.6395
DSC2	1.6255
RBMS2	0.63
GRIK4	-0.237
TRIM65	-0.2073
TMPRSS6	-0.202428571428571
TP53INP2	-0.10275
GLB1L	1.01166666666667
LOC388284	1.28383333333333
PUS1	-1.84764285714286
BCL9L	0.538
OLFM1	-0.0431666666666667
RET	-0.85225
MASTL	-2.567
ALX3	0.456
IL1RL1	0.0366666666666666
ZNF765	0.1327
C14orf138	-0.75775
SNX10	0.557666666666667
TAC4	-0.227
C1orf64	2.572625
POGK	-0.429625
MAPK9	0.003
ZNF366	3.8095
C8orf79	2.193
CLDN7	0.809375
OR5AT1	-0.058
TRIM37	-2.4895
LRRC25	1.03625
GRHL2	1.2842
TEKT3	0.896
LASS5	-0.3035
ABCC4	-1.51075
DLG3	-0.47425
VGLL1	2.617375
ZFP36L2	1.71116666666667
MFRP	0.670166666666667
KIAA1799	0.29875
FLJ44379	0.123
PCNX	0.8535
ANXA9	-0.742
CYP4V2	1.799
PIK3C2A	0.40125
SRR	0.195
NOL3	0.1515
IFITM2	0.7025
ARNTL2	-0.49675
ZNF595	1.4125
NLRP13	0.154
ASPH	1.94875
CPA2	0.4395
PVRIG	-1.9245
LEPR	1.18266666666667
C16orf42	0.373166666666667
SH3BGRL	1.428
FAM77D	-0.218166666666667
FNDC7	0.2075
C9orf6	0.254333333333333
NOTCH2NL	1.516
PGBD1	-0.633333333333333
SYNGR2	-0.0413333333333333
PITPNA	-0.5316875
PRPF4B	-0.8918
SLC43A3	-1.05664285714286
NRBP1	-0.152
SLC25A22	-0.338
ILK	0.521875
SLC22A8	-0.21
MRPS7	0.320125
PITX2	-0.23325
FABP3	-1.2425
OR1L1	0.558
LOC728215	-0.641
BLID	-1.075
KIAA1217	3.10870588235294
TFPT	-0.57925
AP4B1	-1.20375
VBP1	-1.02175
OR1K1	-0.0935
MORC3	0.2745
BHMT2	2.94083333333333
C3orf10	0.832125
FZD7	2.0505
WFDC10A	0.8165
PMS2CL	-0.798875
CCDC32	0.749
FA2H	-2.37175
ALG13	-0.5645
TTLL7	0.1259
SPOCK3	0.892
SLC13A2	0.252
AIM1	2.12875
GPRC6A	-0.148
EGR2	6.712
MED11	1.13175
WWC1	1.09825
SH3GL3	-2.626
RIF1	-0.617642857142857
PRLH	-0.37
VLDLR	0.7495
DBT	0.896625
C21orf63	1.30225
CGGBP1	-0.266375
KRTAP12-2	0.1665
TADA3L	-0.253125
ZBTB16	4.3395
PDGFB	1.9265
RFX1	0.138875
UQCRB	0.7798
LOC133874	0.8285
HPS3	-1.99375
LGALS3BP	0.4085
DKFZP564O0823	2.83242857142857
MRFAP1L1	0.564
HOXA10	1.3285
NGB	-0.248
KIF21A	-0.170230769230769
IFLTD1	0.912
LZTS1	-0.199
ARHGEF3	1.11025
RHBDL3	-0.968
CSNK1G2	-0.702
ChGn	-0.10175
KIAA1244	0.795
GABRB2	-0.0405
MGC72080	-0.4465
CD27	2.23875
EGLN1	-1.4228
PEX13	0.452
RWDD3	0.16975
RNF12	-1.2225
GRIN2B	1.312
ADAMTS14	-0.762
DYDC2	-0.779333333333333
ATP6AP1	-0.3799
NR1H2	0.0495
PDK2	2.5405
C3orf17	0.0595
SLC38A2	-0.928571428571429
SLC25A29	-0.511166666666667
C15orf29	0.52925
ADAM9	-0.981666666666667
TMUB2	0.291375
GPR176	-0.18725
AGK	-0.77275
MCCD1	0.4805
NDUFA4	0.3515
TMEM146	-0.24925
DUSP1	3.07225
UNQ6975	0.277
EMX2OS	3.82025
INSM2	-0.37975
LUZP4	-0.2035
SETD6	-0.60475
P2RY2	1.6015
SLC45A2	-1.6165
RABGAP1	0.472666666666667
UBXD5	-0.34075
GPRC5A	-2.3468
PAK3	2.37583333333333
LOC63920	-0.2995
TGFBR1	0.5553
KRTAP6-3	0.2165
SFMBT2	0.083
CDC42	-0.1610625
C11orf35	0.0355
TTLL2	-0.585333333333333
UACA	1.65258333333333
CD97	-1.0672
SETD5	-0.529375
NINJ2	-0.7055
PTER	0.785
POMGNT1	-0.1685
KRTAP4-2	-0.237
ECGF1	1.152
HRB	-0.496090909090909
ATP1B2	0.6756
LOC400506	-1.46375
COL4A3BP	1.906
C6orf97	0.8655
GRHPR	1.008
TAS2R1	-0.2045
SEMA7A	-1.59625
EDF1	0.37925
ODF2L	0.329111111111111
PCID2	-0.573
GTF2H4	-0.864166666666667
ZCCHC3	-0.464875
CGB2	0.184333333333333
NEUROD1	0.02925
C20orf75	0.306
RP5-1054A22.3	1.49333333333333
IFNA5	-0.4915
ZNF134	0.00516666666666666
MGC119295	-1.253
ZSWIM6	-0.541375
SMEK1	-0.349333333333333
PCGF2	-0.02725
C1orf102	2.751
CYP2A13	1.289
KCNH6	-0.7691
MDM1	0.1327
ALDH7A1	0.63
C9orf75	-1.02575
VDAC3	-0.443875
OR51T1	-0.033
EIF3F	-0.1225
KCNJ10	-0.725625
LENG8	-0.0825
EDEM2	-0.439083333333333
CCNJL	-0.553333333333333
DHX37	-1.5535
CRYGN	1.386
AATF	-1.0185
ZNF630	1.077
E2F5	-1.6025
WFDC13	0.10575
FTSJ3	-0.818333333333333
C4orf33	0.58625
LHFPL4	-2.2085
C19orf56	-0.0821666666666667
SMAD4	0.352875
AFM	0.405
G0S2	7.16025
FCHSD2	0.1089
RRP1B	-0.9148
EEF1B2	-0.425333333333333
STAT6	1.77233333333333
ZNF195	-0.2105
GNL1	-0.573833333333333
ZNRF2	0.107
PER3	1.421125
ASB16	-0.2575
C10orf10	3.26371428571429
ADCY8	-2.6564
C9orf58	1.3185
ARMC10	-0.405333333333333
PSG1	-0.536
DHX34	-0.48425
VARS2	-0.4695
NFIC	1.12675
ITPR2	0.7145
AGXT2	0.424666666666667
OR6K3	0.333
H2AFZ	-1.851
MLLT3	0.5395
COX4I2	2.6755
CCNT2	-0.23975
PLK4	-3.0775
NUMBL	-0.337166666666667
MED16	-0.30625
PLEKHQ1	1.31425
GOSR1	0.299388888888889
BTG4	-0.66025
RPL30	0.514666666666667
IGSF5	-0.1675
IGFL2	-0.5135
ELMOD2	0.0788333333333333
SHC3	-1.0475
HAVCR1	0.134
DYNC2H1	0.730125
RNF5	-0.429666666666667
C2orf7	0.365
NLF1	0.0335
KLHL25	0.283
LRP10	0.9883
KRI1	-1.0265
PUS7L	-0.664833333333333
MGMT	0.9885
HOXD1	0.00766666666666666
CSH1	0.0506
ATG16L2	-1.1765
FLJ44635	1.847
CHODL	4.0055
EXOSC8	-0.794
SLC28A1	0.01175
MYO7B	-0.623333333333333
SEH1L	-0.7195
MTNR1A	0.3905
TSPAN5	0.0516666666666667
CDC45L	-5.87933333333333
AMIGO1	0.0435
ATAD3A	-1.685375
OSGIN2	0.956666666666667
PDIK1L	0.0538333333333333
DARC	3.634625
PIPSL	0.327
SHMT1	1.545
CRISP3	-0.0345
POPDC2	2.0655
ZRANB2	-0.685333333333333
FBXL8	-0.3115
TRIP13	-4.28645454545455
EIF5AL1	-1.296
POU5F1P3	-5.883
IL6	1.0085
CXorf38	-0.1135
IFNA16	-0.155
FBXL2	0.729833333333333
BRD1	0.2685
STATH	0.14475
FBXO44	0.734333333333333
MCCC2	-0.89625
CDC2	-4.329
C5orf23	2.9925
IVD	0.519333333333333
C10orf122	-0.113
MSL3L1	-0.3444
MVP	-0.347
EPOR	-0.5147
ZMYM1	-0.625
BCL7C	0.1925
PSTPIP2	0.0134
LYPD1	-2.673
OR8G5	0.883
ZP3	-0.831166666666667
BCAS4	-0.781916666666667
EDG6	1.739
ISY1	0.089
PRAMEF2	-0.81025
CUL1	-0.360375
RNF213	0.0346
CCRK	0.3605
DHX9	-0.85175
C13orf29	0.0505
NCKAP1	0.347333333333333
MRPL43	0.880214285714286
XPR1	-0.5835
PKN2	0.567
PODNL1	0.5005
ZNF333	0.467625
DALRD3	0.37625
OPN1SW	0.6635
BTBD6	1.93075
C11orf82	-4.1675
OR5P3	1.0645
DUSP11	-0.11475
L1CAM	-1.3268
NEK11	1.683
OR7E91P	1.0385
CNTN3	1.6348
CREB3L2	-0.0765
ZBTB37	-0.1005
KIAA1324L	0.55025
NDUFB10	0.295833333333333
NUDT2	0.563
GTPBP8	-0.0165
CACNA1D	0.392125
PRKAA2	-0.765666666666667
PRDM8	0.1195
MGC16075	-0.907
KRT14	2.84592857142857
PP8961	0.044125
MRPL18	-0.17425
ABCG2	-1.23775
PACRG	2.522
BBS2	0.41625
KREMEN2	-4.214
FBXO21	0.234
HNRPUL1	0.277833333333333
GRB10	0.33175
CLSTN1	-0.0445
LMAN2	-0.5365
C17orf61	1.1505
NIPSNAP3A	1.31625
INSIG2	-0.818666666666667
PCDHB7	0.945666666666667
STXBP2	-0.712625
CMAH	1.13741666666667
SEMA5B	-0.3175
ZNF155	0.356333333333333
COQ6	0.334333333333333
PRPF4	-1.26925
TSPAN15	2.6978
VN1R5	-0.1415
LATS2	1.184
SELK	0.45425
PGK2	-0.068
MS4A1	-1.383875
TYW3	0.1889
KRTAP5-1	-0.2285
RCCD1	-1.96916666666667
BTN1A1	-0.3275
DDX28	-0.2465
TMEM65	0.326375
LOC92345	0.092
TTC31	-0.4685
WDR46	-1.44483333333333
CHP2	-1.01133333333333
LSP1	-0.136625
ZNF542	-0.05975
EXOSC1	-0.26325
ARHGAP18	0.0193333333333333
LRRTM4	-0.292428571428571
MAOB	4.1915
CACNB4	0.16825
MGC33846	0.8195
RANBP3L	1.562625
ATP5L	0.827
ONECUT1	-3.072
NUDT9	0.37375
TMEM149	0.411
STX17	0.3865
IGSF10	0.08025
TMPRSS9	-0.6065
BMPR2	1.087
ALLC	0.512
KLF7	0.46025
GCC1	0.2777
TIMM9	-0.0335
CDO1	5.41433333333333
MGC10701	-0.1835
IFI6	-0.5115
FRMD8	0.10525
MGAT2	-1.354
WBP5	0.303666666666667
CNIH2	-0.405
KIAA0907	-1.8781
KCNH8	2.262
CTSG	1.2995
GRIK1	3.637
CUL5	1.163
FRMD1	0.448
OR9A4	0.772
SYT6	-1.69075
FOXD4L2	-0.6545
ANAPC2	-0.220333333333333
OPN5	0.4645
TAF13	-0.5235
LYG2	-0.37825
GGNBP1	0.8155
C11orf40	-0.283
OTX2	-1.116
REG4	0.348666666666667
EIF5	0.3779375
PALB2	-1.2095
SEPSECS	-0.1106
RNASE3	-0.53075
TRIM49	-1.5745
POLR2K	-0.1929
GPR42	0.1995
C8B	-2.11225
SASS6	-0.923
PREB	-0.309833333333333
OR3A3	0.1555
TUBA8	0.36075
IGLV2-14	-2.36925
STIL	-4.123
ANKFN1	-0.835666666666667
NME7	-0.098
HOXC12	-0.59125
UBE2C	-4.4855
FHOD1	0.081875
CDK2AP1	0.0603333333333333
OR6K2	-0.21725
DHPS	-0.24975
RPL5	0.316583333333333
TRGV5	-0.3685
LOC541472	-0.00224999999999999
HCCS	-0.0795
DENND1B	0.6475
LHX3	0.5215
OR5D16	0.201
CXorf57	-0.603666666666667
IRF2BP1	0.615
NDST2	0.351
LCE3D	0.284
BOLL	0.6075
SYT3	-0.74025
PIH1D2	0.04275
C20orf7	0.307833333333333
IL1R2	-0.261333333333333
SLAMF9	-0.57
PPME1	-0.945
PIK3CA	1.04725
TRAPPC1	-0.13425
COLEC10	-0.811
SLC9A6	-0.1565
PDDC1	-0.398416666666667
CCDC53	1.20925
GK3P	-0.99875
DAZL	-1.12025
BRI3	0.70375
SDK1	0.544375
CYP2C18	0.99625
IFI44L	2.369
RPL3L	0.1195
FUT9	-0.102666666666667
KIFC2	-1.2605
PMP2	0.2605
SLC4A9	-0.5015
PLAG1	-1.104
MYCBP2	1.469
OR4E2	0.2355
CCDC65	0.62825
C16orf82	0.042875
ENTPD4	-0.99675
BRP44L	1.86675
PMP22CD	-0.363
TMCO4	1.427
KCNN1	-0.507833333333333
WDR35	-0.73975
CCDC80	2.666125
C3orf31	-0.57325
SLC7A9	-0.955
TMEM190	-1.15525
DBC1	1.105
FADS3	1.28316666666667
PDZD8	0.0573333333333333
GRM5	-0.392125
AZGP1	3.9452
PEX3	0.5905
MED1	-0.298214285714286
ATG4C	-0.362166666666667
HNRPH3	-0.446125
FAM109B	0.94675
C4orf17	-0.4755
CA10	0.0956666666666666
OPRD1	-0.4885
CCL16	-1.2495
SACM1L	-0.11125
CST6	3.47575
CD63	1.08475
LGI1	-0.5035
ZNF784	0.105
CRYBB1	-1.1275
CX3CL1	2.6866
TOP2A	-6.112125
GYPB	-3.16883333333333
GADD45GIP1	-0.59525
FEN1	-3.16975
IGF1R	-0.3135
WDR72	-1.5262
PURG	-0.297666666666667
DEFB126	1.09275
PKD1L1	0.804
CAV1	1.3474
GNPDA2	0.9271
DGAT2	4.689625
NLGN1	-0.8525
STRBP	-1.33
HPRT1	-2.14316666666667
FANCI	-4.344875
PSMA7	0.14
DBF4B	-1.02066666666667
TTF1	-0.02725
RAD54L	-4.6035
ELOF1	-0.23725
PLAGL2	-1.219375
ZNF256	0.14025
HMGCL	0.892
MSI2	-1.404
RPESP	1.0385
C11orf60	0.60275
ABCD1	0.801
ACAA1	1.3608
SPARCL1	5.18514285714286
IL6ST	0.626
ZNF319	0.66875
TMEM109	0.45
FAM90A1	-1.32366666666667
IL22RA1	-0.2245
ATP4B	0.2275
TEC	-0.513333333333333
C7orf30	-0.051
TXNDC2	-0.6345
ABCB4	-0.538
KIAA1191	0.817125
C9orf38	0.0095
SFTPB	-0.013875
CNTNAP2	-1.16309090909091
FRK	0.347
TBX19	-0.13
CHD4	-0.42125
C6orf26	-2.649
MOSC2	2.86
IKBKE	-1.1315
HIF1A	-2.15416666666667
LOC595101	-0.7855
RELA	-0.329333333333333
TMEM16B	1.111
ABHD12B	-1.32875
TSEN34	0.09775
KIF18A	-4.77975
TXNDC9	-0.568333333333333
SPATA2L	-0.072
SEMA4G	-0.841
C21orf91	-0.15225
MATN1	-1.156
KCNIP4	0.4196
TUSC1	2.384375
OR4C15	0.31125
ARMCX6	0.317
WBSCR27	-2.179
OR52I2	0.857
KIAA1604	0.62475
DYNC1I1	-0.312125
PPP4C	-0.86675
SLC47A2	-0.0941666666666666
TREH	-0.207875
CD48	0.614833333333333
ST14	0.414666666666667
PKN1	-0.528
SPON2	2.167
XBP1	0.620833333333333
SFRS12	-0.587666666666667
EFCAB6	1.6575
SELT	-0.37575
SLC39A2	0.821
ERF	-0.545833333333333
ARL3	0.435625
SURF6	-0.6929
MLLT10	-0.305857142857143
FLJ11171	-0.265166666666667
TDGF1	-4.4365
ERCC6	0.1765
EIF2AK4	0.951625
BAZ1A	-0.858
LRRN3	2.61416666666667
TMC3	-0.188
EFTUD1	-0.3715
PTPRO	-0.152
CLEC12A	-0.229
ACBD4	0.568875
ZDHHC14	-0.28475
OTUD7B	0.514125
ACTB	-0.26725
MSRA	0.7295
LCE5A	-0.2235
IFI35	0.17375
BSCL2	-0.202166666666667
ANKRD12	0.835416666666667
CFHR2	-0.10825
RGAG1	0.229333333333333
HSFY1	0.246
SLC30A5	-0.162333333333333
IMPG1	-0.4505
GPR109A	1.869
ZNF185	0.38875
IYD	0.33825
NPCDR1	-0.085
SERPINA13	-0.3905
HMGCLL1	1.6
NEUROG1	0.208833333333333
UBQLN1	-0.47925
LIN37	0.50625
SOCS2	0.589
DSCR4	-1.148625
XKR6	0.43475
GPR142	0.588
KRTAP13-3	-0.47
CCDC15	-1.132
MOS	-0.0305
CD1E	-1.87
OFCC1	0.1205
FAM83D	-6.06525
SRFBP1	-0.37425
C9orf96	-0.024
DHDH	-0.54425
CCDC90A	0.5485
RABL3	0.99785
CD320	-1.20816666666667
ANGEL2	0.0286666666666667
MRPL21	0.16675
SMG6	0.766166666666667
INSR	1.6186875
FLJ14816	-0.382
GLRB	0.382
C9orf89	0.24825
CIZ1	-0.355375
URG4	-0.468833333333333
LRDD	-1.58733333333333
CBY1	1.1205
NFX1	0.034375
MTERFD2	0.656357142857143
C19orf23	0.055
PGC	-3.133
IER3IP1	-0.0509
RASAL2	0.687583333333333
C1orf89	-0.15125
SYNJ1	-0.679142857142857
NFKBIE	-0.60975
FLJ40125	-0.715666666666667
TCEB2	-0.2102
NOG	-2.6345
POLR2J2	-0.561333333333333
HLA-B	1.57575
PCDHA1	0.5885
PPP2R2B	0.615
ARHGEF17	1.1535
TCF7L2	1.93607142857143
CHD5	-0.102833333333333
ZNF431	-0.127125
TBC1D25	0.76125
ZNF800	0.18725
SCUBE2	2.46272727272727
MYCBP	-0.595666666666667
GPX5	0.1705
C6orf129	-1.77833333333333
QSER1	-1.0805
ULK2	2.31375
PIGO	0.063
NRCAM	-2.16435714285714
SLC35E3	-0.2945
CSRP2	1.1935
HYPE	-0.2595
MAPK15	-0.244833333333333
MGC14327	-0.16225
TIMM13	-0.914
ZNF462	0.93125
GBA3	0.48475
TEX13A	-0.062
MCM6	-2.29888888888889
MTRF1	-0.787125
ABCA7	-0.50575
EIF4A2	0.84525
ZC3H10	1.0355
RPGR	-0.068
C20orf94	-0.4315
RP1L1	0.32225
GPR125	0.21925
USP22	-0.272785714285714
OR1L4	0.217
MLZE	0.29925
FLJ32065	0.754
PTCD1	-0.6285
CRTAC1	2.8665
BXDC2	-1.2165
C18orf1	1.3185
FAM107A	3.26814285714286
EFNA3	-0.814
P18SRP	0.0328
CAMKK2	0.303416666666667
KIAA0649	-0.4285
NES	-0.0336666666666667
HS6ST3	-1.101
PON2	-0.4495
TCP11L2	-0.033
CLEC4A	0.5995
PRR12	0.598
MLXIPL	1.3106
C2orf50	0.4195
ZNF28	0.06275
ENC1	0.0855
MAP2K1	-0.064125
FKSG2	2.028
KIAA0430	1.19
PTP4A1	-0.744
GPR156	-0.209
GTF3C6	-0.628
UBR2	0.2404
LOC388272	-0.62875
MAK	0.241833333333333
ACOT4	2.571
STC2	0.237416666666667
PIGW	-1.9055
SAE1	-1.084125
