Hybridization REF	TCGA-BH-A0DI-01A-21R-A12P-07
TSPAN5	0.448
CDC45L	-3.82883333333333
AMIGO1	0.268
ATAD3A	-0.85525
OSGIN2	0.230666666666667
PDIK1L	0.2735
DARC	2.749875
PIPSL	0.0285
SHMT1	-1.28275
CRISP3	2.476
POPDC2	1.87283333333333
ZRANB2	-1.06816666666667
FBXL8	1.93875
TRIP13	-2.98772727272727
EIF5AL1	-0.9285
POU5F1P3	-4.32216666666667
IL6	-0.1925
CXorf38	-0.699833333333333
IFNA16	-0.047
FBXL2	1.01083333333333
BRD1	0.47575
STATH	0.764
FBXO44	0.925
MCCC2	-1.05275
CDC2	-2.5327
C5orf23	1.85475
IVD	0.578
C10orf122	-0.95575
MSL3L1	0.1234
MVP	1.3425
EPOR	-0.7459
ZMYM1	-0.6035
BCL7C	1.001
PSTPIP2	-0.1737
LYPD1	-0.76575
OR8G5	1.518
ZP3	0.0136666666666667
BCAS4	0.253083333333333
EDG6	2.40425
ISY1	-0.23175
PRAMEF2	-1.4395
CUL1	0.829375
RNF213	0.9275
CCRK	0.80275
DHX9	-0.55875
C13orf29	0.2305
NCKAP1	0.496333333333333
MRPL43	0.636571428571429
XPR1	0.00624999999999999
PKN2	1.1338
PODNL1	1.724
ZNF333	0.301875
DALRD3	0.375
OPN1SW	0.7895
BTBD6	0.46075
C11orf82	-2.1905
OR5P3	1.7775
DUSP11	-0.17875
L1CAM	-0.9367
NEK11	1.59983333333333
OR7E91P	1.117
CNTN3	2.574
CREB3L2	0.16425
ZBTB37	-0.0955
KIAA1324L	0.1355
NDUFB10	-0.386
NUDT2	-0.8125
GTPBP8	-0.31725
CACNA1D	0.052375
PRKAA2	-2.0155
PRDM8	0.1345
MGC16075	-0.252333333333333
KRT14	2.19028571428571
PP8961	0.881
MRPL18	-0.72625
ABCG2	-1.6045
PACRG	2.207
BBS2	0.69775
KREMEN2	-2.6515
FBXO21	0.64375
HNRPUL1	-0.0405
GRB10	-0.09475
CLSTN1	1.471875
LMAN2	1.0859
C17orf61	-1.0365
NIPSNAP3A	0.7025
INSIG2	0.0635
PCDHB7	0.959166666666667
STXBP2	-0.0825
CMAH	1.85333333333333
SEMA5B	0.859
ZNF155	0.091
COQ6	-0.346166666666667
PRPF4	-0.4755
TSPAN15	3.5357
VN1R5	0.2245
LATS2	0.57325
SELK	0.3225
PGK2	0.05475
MS4A1	0.54
TYW3	-0.7221
KRTAP5-1	1.2275
RCCD1	-2.03983333333333
BTN1A1	1.57975
DDX28	-0.06725
TMEM65	-0.533875
LOC92345	-0.18125
TTC31	-0.2335
WDR46	-0.619333333333333
CHP2	0.404666666666667
LSP1	1.160375
ZNF542	0.1435
EXOSC1	-0.19075
ARHGAP18	0.228
LRRTM4	-0.57625
MAOB	2.65683333333333
CACNB4	-0.45775
MGC33846	1.534
RANBP3L	4.271125
ATP5L	-0.30175
ONECUT1	-2.9905
NUDT9	0.67275
TMEM149	0.734
STX17	0.069
IGSF10	-2.2835
TMPRSS9	0.1705
BMPR2	1.17936363636364
ALLC	-0.1595
KLF7	1.5405
GCC1	0.8371
TIMM9	-0.36425
CDO1	1.41766666666667
MGC10701	-0.858666666666667
IFI6	2.18916666666667
FRMD8	0.675
MGAT2	-0.2085
WBP5	0.873
CNIH2	0.4735
KIAA0907	-1.6199
KCNH8	0.58
CTSG	0.6795
GRIK1	-0.00533333333333334
CUL5	0.238
FRMD1	0.2605
OR9A4	-0.313
SYT6	-1.102375
FOXD4L2	0.8935
ANAPC2	0.107666666666667
OPN5	0.192
TAF13	-0.228
LYG2	-0.414
GGNBP1	-0.347
C11orf40	0.3475
OTX2	-1.301
REG4	1.94116666666667
EIF5	-0.6718125
PALB2	-0.97125
SEPSECS	-0.6729
RNASE3	-0.0205
TRIM49	-0.7955
POLR2K	0.0819
GPR42	0.209
C8B	-2.574
SASS6	-1.2835
PREB	0.0928333333333333
OR3A3	0.36
TUBA8	0.337
IGLV2-14	0.98425
STIL	-2.928
ANKFN1	0.7
NME7	-0.33975
HOXC12	2.13975
UBE2C	-2.466375
FHOD1	0.11225
CDK2AP1	0.64
OR6K2	0.44875
DHPS	-0.30225
RPL5	-0.306583333333333
TRGV5	0.394
LOC541472	0.446375
HCCS	-0.3712
DENND1B	0.9705
LHX3	0.0425
OR5D16	0.454
CXorf57	-2.16316666666667
IRF2BP1	0.10075
NDST2	0.831
LCE3D	0.266
BOLL	0.607625
SYT3	0.1895
PIH1D2	-0.5235
C20orf7	-0.7555
IL1R2	0.346166666666667
SLAMF9	1.842
PPME1	0.47725
PIK3CA	1.885
TRAPPC1	-0.004
COLEC10	-0.645
SLC9A6	-1.39716666666667
PDDC1	-0.5785
CCDC53	0.34625
GK3P	-1.6035
DAZL	-0.208
BRI3	0.65225
SDK1	0.314125
CYP2C18	0.2705
IFI44L	2.542375
RPL3L	0.4105
FUT9	3.1265
KIFC2	0.0983333333333333
PMP2	-0.869625
SLC4A9	0.1295
PLAG1	-1.147
MYCBP2	0.503833333333333
OR4E2	0.664
CCDC65	1.029
C16orf82	0.00274999999999999
ENTPD4	-0.272875
BRP44L	-0.205125
PMP22CD	0.0845
TMCO4	1.07616666666667
KCNN1	-0.377833333333333
WDR35	-0.372
CCDC80	3.6315
C3orf31	-1.1735
SLC7A9	-0.76925
TMEM190	-1.1975
DBC1	-0.1605
FADS3	-0.174166666666667
PDZD8	-0.0458333333333333
GRM5	0.085125
AZGP1	2.6379
PEX3	-0.444
MED1	0.0821428571428571
ATG4C	-0.922666666666667
HNRPH3	-0.842625
FAM109B	2.33225
C4orf17	0.457
CA10	-0.183
OPRD1	-0.166
CCL16	-1.26425
SACM1L	-1.675
CST6	3.61725
CD63	1.1944375
LGI1	-0.24
ZNF784	1.36675
CRYBB1	-0.8255
CX3CL1	2.4057
TOP2A	-3.203875
GYPB	-1.9795
GADD45GIP1	-0.74325
FEN1	-1.786125
IGF1R	-0.57125
WDR72	-2.917
PURG	0.024
DEFB126	1.27625
PKD1L1	0.39275
CAV1	-1.0275
GNPDA2	0.4832
DGAT2	0.31475
NLGN1	-2.43725
STRBP	-0.586875
HPRT1	-1.00766666666667
FANCI	-2.761625
PSMA7	0.01275
DBF4B	-0.644166666666667
TTF1	-0.305
RAD54L	-2.943
ELOF1	0.308
PLAGL2	-1.331875
ZNF256	0.13575
HMGCL	0.8795
MSI2	-1.00616666666667
RPESP	0.941333333333333
C11orf60	0.8185
ABCD1	0.1065
ACAA1	0.2426
SPARCL1	5.03442857142857
IL6ST	0.7238
ZNF319	0.735
TMEM109	0.5501
FAM90A1	-1.4115
IL22RA1	-0.798
ATP4B	-0.2205
TEC	-1.0295
C7orf30	-0.76775
TXNDC2	-0.626
ABCB4	-0.2385
KIAA1191	0.5435
C9orf38	0.1275
SFTPB	0.348
CNTNAP2	-0.164
FRK	1.5885
TBX19	-0.09625
CHD4	0.3145
C6orf26	-3.05066666666667
MOSC2	1.61
IKBKE	0.80625
HIF1A	-1.29266666666667
LOC595101	-1.101
RELA	0.431666666666667
TMEM16B	0.0608333333333333
ABHD12B	-3.2305
TSEN34	0.5535
KIF18A	-3.70725
TXNDC9	-0.130333333333333
SPATA2L	0.887
SEMA4G	-1.128
C21orf91	-0.7415
MATN1	-0.3255
KCNIP4	-1.219
TUSC1	1.714875
OR4C15	0.07475
ARMCX6	0.868333333333333
WBSCR27	-0.704833333333333
OR52I2	-1.838
KIAA1604	-0.538
DYNC1I1	0.00799999999999999
PPP4C	-0.35325
SLC47A2	-1.37466666666667
TREH	0.08025
CD48	2.049
ST14	1.80883333333333
PKN1	0.13575
SPON2	3.9825
XBP1	1.82066666666667
SFRS12	-0.876333333333333
EFCAB6	2.3465
SELT	-0.0635
SLC39A2	1.585
ERF	-0.702
ARL3	0.211875
SURF6	-0.3765
MLLT10	-1.16171428571429
FLJ11171	0.159666666666667
TDGF1	-3.3585
ERCC6	-0.0695
EIF2AK4	0.005875
BAZ1A	-0.6815
LRRN3	1.3785
TMC3	-0.293
EFTUD1	-0.259
PTPRO	1.18716666666667
CLEC12A	0.769142857142857
ACBD4	0.41825
ZDHHC14	-0.92825
OTUD7B	0.178875
ACTB	1.3225625
MSRA	0.401375
LCE5A	2.7425
IFI35	1.071
BSCL2	0.7645
ANKRD12	0.0930833333333333
CFHR2	0.869
RGAG1	-0.254166666666667
HSFY1	0.082
SLC30A5	0.0784166666666666
IMPG1	0.4565
GPR109A	0.4285
ZNF185	-0.13325
IYD	0.981
NPCDR1	-0.035
SERPINA13	-0.7535
HMGCLL1	-0.49025
NEUROG1	0.985333333333334
UBQLN1	-0.425125
LIN37	-0.15375
SOCS2	-0.05775
DSCR4	-1.535625
XKR6	0.14725
GPR142	0.417
KRTAP13-3	0.3315
CCDC15	-1.40233333333333
MOS	0.41
CD1E	-0.467
OFCC1	-0.8035
FAM83D	-3.719
SRFBP1	0.19775
C9orf96	-0.0775
DHDH	-0.31325
CCDC90A	-0.441
RABL3	0.67455
CD320	-1.132
ANGEL2	-0.167
MRPL21	-0.0015
SMG6	0.676333333333333
INSR	1.6750625
FLJ14816	-0.7855
GLRB	-0.6875
C9orf89	0.48725
CIZ1	0.177125
URG4	0.599666666666667
LRDD	-1.517
CBY1	1.16766666666667
NFX1	-0.379
MTERFD2	-0.149928571428571
C19orf23	0.376
PGC	-2.466875
IER3IP1	0.3065
RASAL2	0.909416666666667
C1orf89	0.47625
SYNJ1	-0.455375
NFKBIE	0.34675
FLJ40125	-0.5195
TCEB2	-0.4819
NOG	0.523
POLR2J2	-0.564333333333333
HLA-B	2.86275
PCDHA1	2.256
PPP2R2B	-0.28825
ARHGEF17	1.16233333333333
TCF7L2	1.31942857142857
CHD5	-0.478166666666667
ZNF431	-1.0335
TBC1D25	0.63725
ZNF800	-0.76175
SCUBE2	1.46818181818182
MYCBP	-0.435166666666667
GPX5	-0.177
C6orf129	0.198
QSER1	-1.5545
ULK2	1.00225
PIGO	-0.0255
NRCAM	-2.29561538461539
SLC35E3	-0.32775
CSRP2	-0.195
HYPE	0.19575
MAPK15	0.169666666666667
MGC14327	0.30875
TIMM13	-0.3845
ZNF462	0.49
GBA3	0.716
TEX13A	0.143
MCM6	-1.43688888888889
MTRF1	-0.99375
ABCA7	-0.15925
EIF4A2	0.7735
ZC3H10	0.6835
RPGR	-0.766333333333333
C20orf94	-0.51175
RP1L1	0.211
GPR125	-0.978375
USP22	-0.0452142857142857
OR1L4	0.1475
MLZE	0.9255
FLJ32065	0.417
PTCD1	-0.41875
CRTAC1	0.808333333333333
BXDC2	-1.3695
C18orf1	1.58116666666667
FAM107A	1.37471428571429
EFNA3	0.52275
P18SRP	-0.0685
CAMKK2	0.570916666666667
KIAA0649	-0.20275
NES	-0.353333333333333
HS6ST3	1.939625
PON2	-0.371
TCP11L2	-0.3835
CLEC4A	2.383
PRR12	-0.241
MLXIPL	-1.2663
C2orf50	0.6955
ZNF28	0.5515
ENC1	1.67083333333333
MAP2K1	-0.344875
FKSG2	0.809
KIAA0430	0.63275
PTP4A1	-1.70077777777778
GPR156	1.204
GTF3C6	0.4605
UBR2	-0.2471
LOC388272	-1.07625
MAK	-0.0545
ACOT4	1.69525
STC2	-2.103
PIGW	-1.278375
SAE1	-0.44175
COL6A1	2.24559090909091
OAZ1	0.270166666666667
STMN4	0.308166666666667
EDG3	0.797
SGCE	0.00583333333333334
IL11	-1.62433333333333
PRSS8	2.3005
YIPF5	1.04641666666667
WNT4	2.841125
CSN2	0.213333333333333
TCF7	-1.943125
TDO2	1.96725
SAMD9	0.56825
S100A7A	0.3315
MMRN1	1.4615
GKAP1	-0.4
AKR1C3	-1.269875
RNF19A	0.171625
GMDS	0.00199999999999999
YKT6	-0.32375
SPARC	3.2824
C12orf31	-0.57525
UBE2V2	-0.7435
FBXL18	-0.595
KIAA0460	0.49225
ADAM22	-0.2875
SERPINC1	-4.53125
KCTD21	0.62025
MYOHD1	-2.10875
ZNF37A	-0.1025
GTF3C1	0.397666666666667
CTSZ	2.02525
PRNPIP	-0.480875
DRD1IP	0.5695
NR1I2	-2.68983333333333
ZNF266	0.0519
SPAG4L	0.2665
COX4NB	-0.10575
SAPS1	1.36683333333333
APOA1	-3.372125
TATDN1	-0.384333333333333
C10orf82	-1.28875
KPNB1	-1.09025
FOXO3	0.79675
CRYBB2	-1.0485
ZBTB5	-0.7345
SLC25A38	-0.74225
DCTN2	0.482333333333333
IFT20	0.5115
CTHRC1	3.7975
C1orf31	-0.8185
UHRF1	-1.81025
GPC6	0.713
C10orf54	1.945
MCF2L2	-0.710166666666667
WNT9B	-0.21875
OLA1	-0.42925
FAM120B	0.53675
TTLL10	-0.47
CYorf15A	-4.4135
RELN	-2.2022
SCN2B	1.85291666666667
MFHAS1	-1.11775
NKX3-2	-0.1045
RASGRF2	0.596
SSBP1	-0.728
KPNA6	-0.0176428571428572
LOC389118	0.0895
HS3ST4	-0.473222222222222
SUPT7L	-0.438875
FLJ32658	-2.01275
IGFBPL1	-0.45425
KIAA1641	-1.9043
SHKBP1	-0.551666666666667
CSF1R	4.69775
NAGK	1.595
MYL2	0.558
HIST1H4C	-2.24416666666667
TOMM7	-0.132625
ADAMTSL3	2.7585
TNFSF14	-0.10175
PRRT2	-2.5965
VTA1	-0.926625
AOAH	3.20816666666667
CRISPLD2	2.87421428571429
PNN	-1.1345
TA-NFKBH	0.109
ESPN	-0.071
RBM43	-0.456
KIAA1267	0.527875
DDX3X	0.151833333333333
KIAA1576	-3.00225
PLXDC1	4.491
FLJ25801	-4.191
HNRNPL	-0.0185
RUNDC3A	0.704166666666667
CASP12	1.292
SH2D5	-0.87825
RPL26L1	0.391
OR51A7	0.72925
HDC	3.587
C2orf16	0.187833333333333
SYTL3	1.71375
GOLGA4	-0.1774375
NOTCH1	0.105
ATPAF2	0.24125
ECD	0.4615
SSX5	-1.58583333333333
SNAP91	0.495
OCA2	-3.77425
PNPO	0.444333333333333
DAPK1	-0.0651666666666667
PINX1	-0.760666666666667
SELENBP1	1.539875
NEK3	-0.70175
TMED4	0.300142857142857
SSTR4	-0.22
FOSL1	-1.9667
CD40LG	0.6295
CES1	-0.6365
DCI	-1.21883333333333
B3GAT3	0.554666666666667
STK17B	0.674
CNTN6	0.49775
CYP3A4	-0.7465
MBOAT2	0.517857142857143
PISD	0.556125
USP1	-1.06
PYDC1	0.4865
CENPM	-1.759625
SAR1B	0.85275
TTC7B	-0.457125
DP58	-0.2805
GPC1	1.495
RBL1	-1.9505
TMEM137	-2.9745
TOB1	1.92233333333333
TCEAL1	3.24783333333333
CENPF	-2.81990909090909
C6	2.49766666666667
PRSS1	-3.45525
PPIL6	0.962333333333333
C6orf124	-0.373
ODZ4	2.24533333333333
SNCB	0.23175
NDUFB9	0.34375
CNOT6L	0.125166666666667
S100A9	0.557166666666667
TRIM50	0.122
KCTD1	1.5635
WDR63	0.793
SPEF2	2.227625
RNGTT	-0.7015
CXorf22	3.268
KCNK16	0.175
CEP250	-1.677
ATPBD1B	-0.4475
KCNJ2	3.803
MT1B	-0.349
ZNF684	-1.131
SLC4A1	0.543
PDHA1	-0.7545
ZNF492	-0.96725
TKT	-1.82875
BYSL	-0.622625
RNF38	-0.482625
AHDC1	0.7805
KLHL2	0.70275
CMTM8	0.5705
DMP1	-0.9065
HERPUD2	-0.002875
CRTAM	3.31233333333333
ZNF572	0.03575
TMEM16J	-0.4805
HSD17B2	-2.13225
UBE2G1	-0.84375
AHSA2	-2.487
PELI2	0.1225
TPX2	-3.036
ATP9B	1.25016666666667
DAZAP1	-0.758375
HMGCS2	1.944
C17orf38	0.69075
B9D1	-0.47225
NKX2-5	-0.659666666666667
KIAA1276	0.13625
LILRB2	3.4135
CSTF1	-0.679666666666667
BTN2A1	-0.189833333333333
C15orf48	3.54275
IGF2BP3	-3.95475
FAM113B	0.8285
HRG	-0.488428571428571
ZNF131	-0.47725
USP47	0.320785714285714
CCDC88B	-0.078625
HCN1	-0.4125
HTN1	-0.24525
SYCP3	-0.61675
C13orf23	-0.6943
PAPOLA	-0.2770625
AATK	0.1064
MSH3	-0.2305
NDUFAB1	-1.14725
ITLN2	-0.740166666666667
BAK1	-0.0541666666666667
MRPL45	-0.553166666666667
MTNR1B	0.071
LOC645843	-1.1525
SPECC1L	0.897
PGCP	1.48225
SPN	-0.537
GPR143	0.766166666666667
ZNF576	-0.249666666666667
TMEM39A	0.5594
ATP5D	-0.303166666666667
MAGEB3	-2.6305
RPS5	-1.00866666666667
ANP32E	-1.88242857142857
MTMR1	0.24
YEATS4	-1.324
SYNGAP1	-0.54325
PCOLCE	1.15783333333333
MNS1	0.09125
PCYT2	-0.185
ZNF182	-0.4225
LAX1	1.205625
SPPL2B	1.7911
ELOVL5	0.954
PCDHAC1	-0.3935
B4GALNT1	-0.775
BLOC1S2	0.94175
ZNF673	-0.7334
ARHGAP21	0.126666666666667
IRX5	2.72025
LRFN5	1.16883333333333
FAM7A1	-1.483
RAB19	-0.114
GINS1	-3.43425
ITM2B	1.5048
PAPSS2	1.02533333333333
OR5BF1	0.2405
ACSL3	-0.219125
KIAA1919	-0.221
GLT8D2	3.6835
UTRN	0.338071428571429
CNN1	2.7885
HISPPD2A	0.7635
SDAD1	-0.06825
SIGLEC9	0.862666666666667
RPL35	-0.303928571428571
C22orf26	0.84
IMPDH2	-1.303125
WDR69	-0.23825
SEC14L5	0.0963333333333334
CLTA	0.293
RP11-529I10.4	0.56725
GPR37L1	0.352333333333333
OGDH	-0.169333333333333
ASB13	0.098
ZFP14	0.13075
ZCRB1	0.023
KPNA3	-0.142
HSPA1L	0.7615
RHOC	1.158375
LOC554175	0.50675
PPP3CA	1.6376
SLC1A7	-0.3668
ZNF529	-0.278166666666667
RBED1	0.71575
DDB2	-1.21475
FLJ11286	0.746
SPATA1	-0.105
MKNK1	0.640166666666667
DYSF	1.37633333333333
ALKBH2	-0.3655
NKD1	-1.8055
C1orf174	-0.56375
PLEKHO1	1.30783333333333
ASB10	0
RING1	0.0663333333333333
NPC2	2.093375
AVPR1B	0.446
YTHDF1	0.0821666666666667
LMAN1L	0.3565
GSG2	-2.7795
CEP170	-0.5343
RPS4Y2	-5.12575
MSH6	-1.234
HECTD2	1.00233333333333
ZNF556	-1.48
PLEKHC1	-0.3756
AIRE	0.276333333333333
BCL2L10	0.59275
LMOD3	0.0074
ZBTB8	0.1171
FOXA2	-2.8419
SLCO2A1	2.74725
C3orf46	0.0965
PRDM16	-0.015
TMEM98	0.95675
FRMD5	-0.84
PDE6C	-0.086
C1orf216	0.711
EP400	-0.416214285714286
PTK2	0.03275
RNF217	0.43825
NDUFA8	0.3175
ZFAT1	0.4515
LAMP3	2.308
GLTSCR2	0.907125
NPW	-0.931
LLGL2	0.5036
PPM1K	-0.949
C20orf177	-1.189
KIR2DL4	0.5614
NFKB2	0.316
C21orf122	-0.1615
HESX1	-1.6065
GPR114	0.584666666666667
SLC25A35	-0.5625
GNAT1	0.75825
ORAI3	0.42425
FAM76B	-1.3015
TMEM99	1.21
TRIM29	1.7263
CDS1	2.24575
RHEB	-0.0456
C4orf27	-0.471666666666667
RAB3A	-0.51075
OTUD6B	-1.79825
GPD1	1.564125
CDH15	0.186666666666667
NPM1	-0.553357142857143
TMEM117	0.6565
PRPS2	-0.662166666666667
GCK	0.498
ADRA2A	4.9805
TSPYL4	0.49
TASP1	-0.261
WDR19	-0.05725
C10orf38	-0.471
PDE4C	-0.597166666666667
FYB	1.00758333333333
C1orf55	-0.457333333333333
PPFIA3	0.38575
RAD18	-1.796
C12orf44	0.283333333333333
CRYBA4	-0.376
HVCN1	1.38775
TAF10	-0.178166666666667
C16orf48	-1.16916666666667
DEPDC5	0.984833333333333
LTBP1	-0.2375
MAPRE1	-0.464875
FGF8	-0.408
C3orf52	-0.234875
SENP7	-0.133166666666667
LRRK2	1.48025
RUNDC2A	0.2735
KIAA0355	0.481666666666667
CPEB1	-0.8515
PPEF2	0.274
ABI2	-0.178166666666667
KIAA0317	0.279625
ATF1	-0.960166666666667
DYNC1H1	0.7715
DIP	0.38725
TMEM33	-0.243777777777778
POLDIP3	0.36875
C7orf24	0.912
GPR171	2.7865
CDC6	-2.783
PLD1	0.5824
ITFG2	-0.0441
NDUFC1	1.76225
AKNA	-0.84525
NBR1	0.55175
PKHD1	1.03928571428571
HPS4	-0.1039
MAFA	1.53175
ULBP3	-0.15775
DIRC1	0.201
IMMT	-0.63825
C22orf13	0.230583333333333
CEL	0.611
MARK3	0.06175
ADAMTS2	1.33941666666667
ARPC3	0.311166666666667
TMEM10	-0.24725
NPHS1	0.01975
BRD8	-0.292333333333333
WDR12	-1.501
IDI2	0.01675
HOXD13	-0.9495
OR8G2	-0.451333333333333
SLAIN1	-2.5865
GABRQ	-0.18525
NR2C2	-1.74075
NKTR	-1.4983
TLE2	1.706
KIAA0892	-0.599333333333333
AURKA	-2.87327272727273
GPRC5C	1.8805
TBC1D9B	0.863
PNPLA6	0.2715
AP3B1	0.382
NAG	0.635875
C11orf68	0.3535
AKR7A3	0.8365
AHCYL1	0.130416666666667
COP1	0.524833333333333
RPP14	-0.6265
PCDHB18	0.51875
CDH24	2.66925
KRT17	1.2556
LACTB2	-1.33475
DDX24	0.186
PHACTR1	-2.229
SLC35E2	-0.10375
LOXL1	1.6875
IQSEC2	0.45725
RGSL1	0.809
PCDHGC5	0.3495
MEGF10	-0.05425
PRRX1	2.06633333333333
ASTE1	0.406333333333333
C6orf159	-1.44375
MYOD1	2.0315
GAA	1.78225
ZNF747	0.56325
KLRC1	-1.7225
IL1RL2	0.15
GDF9	0.123
GPR119	0.145
TRAF2	-0.0978333333333333
HCK	3.49416666666667
BMP6	-1.76375
IL8RA	0.203833333333333
FLJ35848	-1.42775
EFHA1	0.4005
CDSN	1.11733333333333
C14orf54	-0.1555
LSM3	-0.894625
ZFP41	0.1585
C9orf126	-1.6515
VIT	0.371
SPCS3	-1.11825
DEF8	-0.5882
CHAF1A	-1.778
C1orf165	-0.5245
ZFPM2	2.08633333333333
FTH1	1.00525
SLC35F1	-0.798
YWHAH	0.4645
C17orf66	0.496833333333333
ADRB1	0.2286
FOXL1	0.1685
RG9MTD3	-0.815166666666667
UMPS	-0.18775
MGC13008	-0.589
KIAA1161	-0.3215
CCDC77	-1.91925
C12orf65	-0.6647
COG4	-0.259666666666667
RCP9	-0.85375
RP4-692D3.1	2.77333333333333
CDC2L5	-0.1725
MGC7036	0.760333333333333
DNAJC11	-0.27925
GDF2	0.1835
TIMM17A	0.39
HNRNPA0	-0.2597
OR2H1	0.3165
PCBP1	0.032625
COL23A1	-1.29325
LRRC2	0.982928571428571
NSD1	0.262
FLJ37078	-0.366875
WDR91	0.0288333333333333
TMEM179	-0.0685
DSCR10	-0.1045
CNDP2	0.9094
FYN	-0.0485
BEX2	-0.654666666666667
KCND3	0.73025
YPEL5	1.867375
LRRC42	-0.680833333333333
C17orf45	-0.61325
ZNF649	0.4404
LOC150763	0.69375
COL5A2	3.93725
CNGA2	0.459
ELA2B	-0.5072
RAB9B	-0.64625
FAM100A	-0.27975
NAIP	-0.345285714285714
MYOZ2	-0.04725
SPATA12	-0.39
XRCC4	-0.96825
CYB561	1.6122
CHST10	0.6415
BAI1	-0.308833333333333
BRSK1	-0.231166666666667
C17orf89	0.5615
PDE6H	-0.5615
FLJ20309	0.2137
MAP7	-0.4185
SCN4B	2.32525
SPAG9	-0.8608125
SERTAD1	0.999666666666667
FLJ21963	-1.17425
ANTXR1	1.1659
TMPRSS13	1.7485
ETV7	2.95766666666667
DGAT1	0.774166666666667
NKIRAS1	-0.152666666666667
TAC3	-3.09075
CORO1C	-0.4555
RAD54B	-1.504
HRASLS3	2.40033333333333
C21orf42	0.126
BARD1	-0.446
ZNF177	-1.16633333333333
MIP	0.1145
ZNF442	-0.066
F2	-3.3256
GRIA1	-0.086875
GALNTL2	1.85183333333333
WNT5A	-0.4098
LENG9	0.2725
hCG_25371	-1.178
FOXR1	0.63
TRA@	1.1102
PWWP2	0.847
C1QTNF7	2.478
SLC7A4	0.26175
C4orf7	3.10125
C17orf80	0.0353333333333333
KLK4	1.695
IL31	6.087
TMEM176A	3.32275
CTNNB1	1.463875
BHLHB2	0.61275
TMEM185B	0.288833333333333
ARD1B	-0.1725
C1orf93	0.847
BRUNOL4	-0.503666666666667
LOC541469	0.905166666666667
UPK2	0.28875
GAS8	0.401833333333333
PATE	0.476
IMPACT	0.83925
WNK4	0.009
HNRPLL	-1.024125
GAD2	0.3215
ITGA6	0.574
BMP15	-0.374833333333333
CYP2A7	0.496875
RIC8A	0.156875
CCND1	0.0344166666666667
USP35	0.0815
DSCR2	-1.53475
CCL4	4.4
ZCCHC10	0.3025
NOL11	-0.722
TRPM2	0.6035
PSMD2	0.748272727272727
CHTF18	-1.989
USP18	0.536125
RRAS	0.66925
LAMC3	0.778
TOX	-1.99666666666667
PCDH15	0.0845
GABRG3	-2.7825
NUDCD2	-0.17325
SGCZ	-0.276
KCTD17	0.8318
SPSB2	-0.5725
TPPP3	3.41733333333333
CILP2	2.02283333333333
CALB2	2.311125
CEBPZ	-0.950333333333333
ZNF479	-0.545
FMOD	5.55266666666667
C21orf66	-1.87085714285714
CLN6	0.0905
ANAPC1	-0.790125
SH2D3C	2.20725
PTPN14	-0.5214
TRIM42	-0.0190000000000001
APTX	-0.44775
SNRPG	-0.823333333333333
BMS1	-0.227
MAGEA3	-3.973
NFATC3	-0.268666666666667
LRRC45	0.330333333333333
ARS2	-0.493142857142857
LRIG1	1.16916666666667
EPSTI1	1.25616666666667
PRSS27	-0.12
ERC2	-0.884
PRKACB	-0.4055
PRDM13	-3.441
HCG27	-1.5905
KLK12	-3.6685
HSD17B7	-1.00416666666667
ZNF354A	0.5845
PCDH11X	-0.9165
DMGDH	0.33475
PCBD2	-0.135833333333333
TMC6	-0.65025
RIMS1	0.056125
SF3B2	0.0133333333333333
RCN1	0.079
CPB1	2.06275
BCAR3	0.37675
FCRLB	0.77075
PAK1IP1	-0.82525
OR10H1	0.1455
KIF9	0.1494
PITPNM2	-1.138375
L3MBTL4	-0.73275
TGFB1	-0.0305
ZXDC	0.03175
SLC6A16	-0.00699999999999999
SRrp35	-1.144375
LRRC8E	1.4325
PPIAL4	-0.939416666666667
EOMES	1.67016666666667
PAX2	-0.3945
SCARF2	1.756125
PSEN2	1.29991666666667
PCDHB13	0.077
C10orf28	-0.013875
DHRS7B	0.358214285714286
C1orf131	-0.4745
ASB1	-0.6164
ZNF223	0.0986666666666667
LCMT2	0.4475
MEP1A	-0.75
TMEM53	0.666
RSPH3	0.54
C10orf33	0.0315
LOC644285	-0.93775
PTPN9	0.7155
ABCA12	1.84275
CCDC37	-0.64675
RUNDC1	1.0868
YES1	-0.7335
FAM120AOS	0.46025
OR5M3	-0.624
PPP1R3F	0.308166666666667
IL13	-0.7008
MDFI	-0.06275
PRNT	0.44025
ZDBF2	0.4825
OR10C1	0.133666666666667
CLIC1	-0.0611666666666667
LILRA5	0.949333333333333
CSAG1	-3.5425
TREML2	0.011
FAM125A	0.377166666666667
ZNF74	-0.06375
FAM104A	-0.062875
LRRC39	-1.0605
SAMD5	1.1965
HYAL2	0.8425
HIST2H2AC	-0.482875
IGFBP5	2.71430434782609
NRTN	-0.766166666666667
KIAA0556	0.2428
FAM29A	-2.16422222222222
JMJD2A	-0.48275
EPHB1	1.69875
POLD4	0.674125
ANAPC10	0.53925
LRRC36	0.5325
MEGF6	1.09225
LPHN3	1.1825
BMP10	-0.124666666666667
C21orf55	0.1845
CREM	-0.57525
PTGER4	0.847166666666667
METAP1	-0.8965
KCNQ1	1.38816666666667
NR2F2	0.463125
SSFA2	-0.719416666666667
CTTNBP2	-1.08975
BCL2A1	-0.29225
ZBTB24	-0.344625
SLCO6A1	-0.74075
