Hybridization REF	TCGA-E2-A15H-01A-11R-A12D-07
ALKBH3	0.334
TM6SF2	0.328
C20orf82	1.64025
RANBP2	-0.572
LIG3	-0.3135
RETSAT	1.21425
OR8S1	-0.0865
CAST	-0.0315
TGFBI	0.0157
C15orf37	0.153
PGM3	-1.3705
SLC4A11	-1.348625
FAM123C	-0.191166666666667
TAOK1	1.58425
CISH	2.254
OGDHL	-4.38425
SPINT2	2.0565
ZNF33A	0.743
CLDN18	0.0413333333333333
RNF128	-2.209
CCDC71	-1.14575
RASSF6	0.401
HSPG2	0.585
ATP6V0E1	1.965375
ABHD6	-0.48175
CD274	-0.3405
GCNT1	-0.89725
NT5C1A	0.221666666666667
TM4SF5	-4.48225
C21orf58	-1.5435
SUCLA2	-0.222
RFTN2	1.11875
SCNM1	0.350375
SLC9A10	0.5595
FUNDC1	0.9965
SLC35F4	-2.67225
AMD1	-0.90775
COL6A6	1.8665
OR4K2	0.395
TRIB2	-1.50233333333333
LOC91461	-2.57675
GHSR	0.4255
ATP8B1	2.673
C1orf78	3.90866666666667
RNF183	1.02716666666667
STX4	0.6962
TPPP2	-0.9935
MYBPHL	-2.9055
TXNDC6	-0.1451
C9orf47	2.7845
FAM137B	0.1815
FANCB	-2.022
C11orf9	-2.4085
DPY19L1	-1.634125
VDAC2	-0.52
VHL	-0.86275
LMBR1	-1.075125
C8orf44	-0.8295
ZPBP	0.23725
FGF23	-1.2235
C21orf67	1.00725
PCNT	-0.510125
BCKDHB	-0.8982
GALNTL5	0.0346666666666667
BET1	-0.525625
ARL13A	-0.368
HDAC6	-0.798125
N4BP3	2.11833333333333
OTOP1	0.2508
TTC30A	1.783625
CRISP1	0.9705
KRT32	1.76
VSTM1	-0.031
ZNF622	0.3975
POLR3B	-0.0402
DNAJC10	-0.00325
C12orf54	2.3695
ADIPOQ	0.3144
RIT2	-0.6355
CD44	-1.34155
ABCA3	2.7055
RPS17	-1.22675
FEZF1	0.12
PCDHB15	0.25425
KCNMA1	-1.89681818181818
CCDC116	-4.149
C15orf27	-3.6845
NARG2	-0.7289375
ITGA5	-0.795125
MEFV	0.2975
TUT1	0.707875
LOC541473	-0.4255
NMBR	-0.283
GLT1D1	-3.57383333333333
ABCB7	-0.735
PFKP	-1.42363636363636
C9orf91	1.5003
LRRC41	0.964166666666667
C1orf85	0.181333333333333
ATP5F1	-0.135875
STOX1	-1.779375
GFOD2	0.99475
SLC25A3	-0.177125
ZNF646	0.3313
ZAR1	-0.631
OSTbeta	-2.4795
GALNT3	3.5295
IFT122	1.20416666666667
LDB3	-0.0954
GARNL1	0.339857142857143
HOMEZ	0.7975
LRRC6	2.50775
ANGPTL5	-1.1415
UBAC1	-0.36425
DLEU7	-0.3005
RPL19	2.25225
TOP1MT	0.0711666666666667
LOC643641	-0.037
MBD3L2	0.3235
NTSR1	0.2325
WISP2	-1.02525
GPSM2	-1.059875
RDH10	-0.1483
PRKCG	-0.253
HIST1H4J	1.144
MON1B	0.2089
MLF1IP	-1.6175
ZNF446	0.49225
COL4A5	0.1957
SLC26A1	0.4875
RGN	-2.602375
CCNB1	-1.696
C9orf165	-0.1635
CCDC28B	-1.71075
CCDC97	0.24075
FGR	0.8
MSRB3	0.9212
EPN2	0.449
COX15	0.45
KCNK6	1.134
XK	-5.05575
GDA	-4.715625
HEPH	-0.487625
THRAP3	0.69325
MET	-2.65807142857143
PHYHIP	0.61325
LYAR	-1.51483333333333
ING3	-0.416
AK7	-2.00275
CCT8L2	-0.191
COPS7A	0.764333333333333
WSCD1	-0.72575
RNF185	0.9695
TNS3	-0.000749999999999973
KNDC1	0.9625
RWDD4A	-0.373666666666667
MED13L	1.3128
ZFYVE1	0.677375
C7orf44	-0.721833333333333
MRPL1	-0.1715
STGC3	-1.09025
TEAD1	-1.72316666666667
RPL7A	-0.114642857142857
ARL6IP1	0.7747
C1orf178	0.145
CTAGE5	1.15441666666667
TMEM184A	0.967666666666667
SLC25A14	0.06625
CACNG5	-0.0635
ATXN10	-0.6101
ECH1	0.1325
CCL22	0.0405
CYP2F1	-2.0685
GADL1	0.442
TMEM19	-0.1118
RUNX3	-1.3545
EFNB1	-0.0448333333333333
LIPN	-0.098
ACSM3	-4.9875
SIGLEC8	1.0045
ASCC3L1	-0.0855
NOL8	0.372
RELT	-0.930833333333333
Magmas	-1.1795
PPP1R15B	0.5708
C11orf2	0.235
VKORC1	-0.2375
MGC26647	-0.1
TRPM6	0.364416666666667
UGT2B7	-3.9215
FEV	0.03125
FOXK2	-0.2006
PDCD5	-1.18233333333333
SLC8A1	1.498
DGUOK	-0.604833333333333
CLDN16	-0.746
GAGE1	-1.1985
RBM17	-0.0123
C1QTNF3	0.945
VGLL3	-0.440166666666667
UNQ5830	0.2745
CD1A	-3.7705
SCGB1C1	0.27
SUPT4H1	0.3365
TRAF5	1.859
ASAHL	1.069625
FAM73A	0.7335
OR6B1	0.631
WHSC1	-1.3772
GFPT2	0.05125
LOC339809	0.7665
STARD5	-0.0550833333333333
SIP1	-0.7785
DNAJC15	0.76725
STAU2	-0.317
FAM98A	0.55625
RAD23B	0.1890625
LRRC33	-2.02375
CHRAC1	-0.08
C21orf89	0.05525
C19orf43	-0.242166666666667
KLK8	-0.436166666666667
CCNE1	-1.993375
PKDREJ	0.569833333333333
SSU72	0.015
C17orf73	-0.0945
GPR78	1.2875
WHSC1L1	-0.3818
GSTA2	-2.00775
SMUG1	0.7855
UFM1	0.8414
AP3M2	-0.76425
USP14	-0.17575
FBXL14	-0.783
DSTN	0.8735
SFRS14	-0.919
FBXO31	-0.205333333333333
C12orf40	0.0293333333333334
FRS2	0.6685
NR2E3	-0.38
TUBB2C	1.019
GMPR	-1.27866666666667
C9orf139	0.078
ING5	-0.538285714285714
LOC730092	-0.5485
ORM1	-5.145
RP11-11C5.2	-1.0035
HSPD1	-0.2759
PIWIL3	-0.3345
C5orf13	0.2022
OR5R1	0.9025
LCOR	0.5885
PLEKHA9	0.3075
CCDC43	-0.73275
ZNF232	-0.6495
SLC6A7	-0.33
ADH5	-0.968333333333333
SHBG	-1.19233333333333
CROCCL2	-0.4135
PANX3	-0.235
CDIPT	1.5675
SLC16A5	2.64
TUBB	-0.1666875
TOR3A	0.4278
PREP	-1.02966666666667
ENTPD8	0.616928571428571
CHMP1B	0.04925
SYT12	1.4296
MYH6	-2.1945
MAP3K13	0.324333333333333
KLHL30	0.301166666666667
LCMT1	0.540125
EIF1AX	-0.582833333333333
FOXD4L1	0.1725
SLC24A5	-0.6995
RNF166	-0.7092
TJAP1	0.182
TMEM156	-0.956
ZNF239	1.5205
SNX19	0.2769
GKN1	0.20425
FCN1	0.8149
C1QL1	-1.38875
ATP11C	-0.379
ZNF35	0.68925
CARD8	-1.181
LIMD1	0.192333333333333
KIAA0286	-1.316125
XRN2	-0.293166666666667
CD6	-0.434833333333333
TOX3	1.27625
ZSCAN4	-1.6518
RSRC1	-0.561
COG1	1.928
PTRF	0.4922
C16orf35	0.418
FBXO24	0.94775
CHST11	-1.0055
THRB	0.1426
MYBPC1	6.14575
RNF39	0.2725
PSMD11	-1.18375
ALAD	1.59366666666667
EN1	0.77725
SLC9A9	-0.4535
GSTM4	-0.3138
CDC42BPA	0.988315789473684
RCSD1	-1.851
LUC7L2	-0.8407
SPTBN1	-0.5342
LOC146167	-0.2395
BAT5	0.6193
ZNF452	-0.095625
LSM4	-0.472
SRP72	0.0321
SGK269	-0.234166666666667
MTX1	1.5695
CENTA1	1.114
UNQ9433	-0.908
ATR	-0.290416666666667
DDX49	0.449166666666667
PAQR8	-2.2295
C14orf174	0.1455
GBGT1	0.167
THAP1	-0.722
OR10K1	-0.444
RASIP1	-1.74633333333333
DPYD	-0.8261
DOHH	0.9305
C18orf45	2.1245
POF1B	-1.6568
ZNF552	3.25775
USP32	0.6945
MED27	-0.336333333333333
C14orf149	-1.12633333333333
PRDX4	-0.818833333333333
ABHD12	1.0425
AGT	-2.33225
SLC22A14	-0.30525
C1orf58	0.624
PILRA	0.4515
ABCF2	-0.385625
C17orf85	-0.0376
TKTL1	-1.99875
FGF1	2.76435
IL6R	-0.5915
VPS25	0.31125
CHRNB2	-0.748
COL7A1	-0.0952
LRRC48	2.08383333333333
SPG20	0.210833333333333
COX10	-0.295
GCA	0.15825
ECEL1	-0.1745
GLG1	-0.465833333333333
SRD5A2L2	0.61125
MUTYH	-0.403125
ZNF70	-0.205
L2HGDH	-0.434
GPATCH2	0.83575
ZNF655	-0.384875
ZNF227	-0.7925
MCOLN2	0.7935
NQO2	-1.4185
KCNQ5	-0.259
NEU1	-0.0123333333333333
QRICH1	-0.176
ZBTB20	0.501
RPUSD3	0.353
EPGN	-1.465
TSN	-0.4185
SPRY2	-2.72
LZTFL1	-0.010875
GMFB	0.459
PBEF1	-0.9309
HBG2	-4.85275
TMEM8	1.40925
PALM2-AKAP2	-1.297
NFYA	-0.06775
FAM108A1	0.95075
PBLD	1.395375
NRG4	-1.67725
PIGF	0.02925
PTGER1	-0.2345
NOS2A	-0.444333333333333
C21orf34	-0.489166666666667
C21orf51	-0.0510833333333333
IL17C	0.142
TRMT6	-0.9605
ETV2	0.0488333333333333
CCDC109A	-0.31375
MYLK2	-2.4925
ATP10A	1.894
DPH4	-0.4565
C5orf5	-0.767
KCNA4	-0.358666666666667
NMNAT2	-1.85283333333333
GLYATL2	0.03
LSMD1	0.13075
IL23R	-2.6595
NRF1	-0.54025
MUC15	-1.8726
PRDM12	-1.676
PAQR4	0.4175
RBBP6	-1.578375
IFI27	3.04
SKAP2	-0.0628333333333334
TAGAP	0.481625
TJP3	2.9675
C9orf61	3.24875
IDS	-0.451785714285714
PARG	-0.10625
LOC131149	0.6945
DYRK4	0.322666666666667
MICALL1	0.036
GALR2	0.1435
GPBP1L1	0.227625
TBX21	2.0535
KCNJ6	-0.411166666666667
GGN	-0.43225
CASP5	0.115
RNF182	-6.03525
BRD4	0.23025
DOK4	-1.21725
SLC46A2	0.7156
SOX9	1.21891666666667
ZNRD1	-0.448833333333333
PRR6	-3.88225
FAU	-0.105875
DTNB	1.31166666666667
CARD9	-0.394
STS-1	-2.219
SLC4A5	0.2305
NSBP1	-1.16875
UGCGL2	-0.208333333333333
POTE15	1.7765
NOXA1	2.19925
RP13-347D8.3	0.793
SAMD10	-0.056
EP400NL	-0.71475
TCF21	0.93325
AMELX	0.2365
JPH2	0.5709
SLA	1.197375
DLST	-1.00016666666667
SEPT12	0.0715
RGS20	-4.99875
LXN	-0.368166666666667
ZNF419	-0.366375
UPK3B	-0.3775
RELL1	0.74875
ESPNL	-2.4475
KLHL21	-0.238875
PI15	0.1665
C2orf61	-0.7945
LOC407835	0.25
RER1	0.11875
ELAVL2	0.184
MGC26718	-0.56325
KLF2	2.07775
TNFAIP8L3	0.30125
TFE3	0.32025
C11orf17	-0.781375
15E1.2	-0.90725
SNRPC	-0.818
DLGAP1	-0.33275
PGLYRP1	0.26425
OVCH2	1.439
IRF7	1.6784
SET	-0.2427
NAB2	0.1805
LRP5L	-0.25825
FAM120A	1.278875
ASCL2	2.01016666666667
SHH	-0.0565
ATP5H	1.78433333333333
THPO	-0.855666666666667
TYRP1	-4.331
HIST1H3E	1.38983333333333
EIF2S1	-0.134444444444444
TNFRSF17	-0.692166666666667
TARSL2	-0.38025
NKX2-8	0.584
C1orf115	1.372125
LOC56964	0.341
KIAA0841	-1.6855
ISCU	-0.6225
TTMA	-0.474
ZNF414	-0.0015
LOC441150	0.34625
RAB15	0.808
HBP1	0.9545
TNNT2	0.711166666666667
CECR5	-0.79375
PHGDH	-2.976
JRK	0.2187
XPO4	-0.7455
FAM131C	0.62
ARHGAP25	0.8644
CA9	-3.72144444444444
GPR62	1.392
TLX1	-0.111833333333333
GPS1	0.37
OR2M2	0.027
BDP1	1.20507142857143
FAM70B	1.463
RPS29	-0.0678333333333333
MKLN1	-0.4743
TSPAN19	-3.587
SLC29A3	0.7789
LGALS4	-0.151333333333333
USH2A	0.331166666666667
NF1	-0.373666666666667
APOBEC3A	-1.40666666666667
IMPAD1	-0.806666666666667
OLR1	1.57383333333333
NRAP	-0.23
HCFC1R1	0.295333333333333
TAOK2	0.270333333333333
MCM10	-1.92833333333333
MAP4K3	-0.275583333333333
CBS	-3.41775
CLK3	0.7012
PCDHGA5	1.6925
ELF4	0.527375
FAM71A	-0.67175
C11orf49	0.3175
CLIP2	-0.59825
BTBD9	0.6927
ZNF524	0.81125
KDELR1	0.0838333333333334
ZNF509	-0.0255
NCSTN	0.9155
ZNF533	-1.22957142857143
PARP4	0.468
GALNT9	0.350333333333333
NPY	-3.236
BEGAIN	-1.735
TMEM77	0.360333333333333
FOXRED1	0.356333333333333
SLC16A2	-0.883333333333333
SLC35B1	-0.523
GK5	-0.2965
SDCCAG10	-1.05825
C4orf20	-0.514
SLC9A2	1.778
ADD1	0.787
TAL2	-0.19
ACLY	-0.6965
DNAJC1	1.353
SOST	-2.774
USP43	1.7365
CYP4F12	-0.952
FKBP5	1.2295
CHCHD5	1.1762
NUDT22	0.165
CCDC85B	-0.34225
OR51G2	0.4585
STRN3	0.1965
TMOD2	0.50975
FLI1	-1.396
MAB21L2	-0.0643333333333333
DGKQ	0.5045
VPRBP	1.04
SCNN1B	0.8501
ECHDC3	2.0429
TMEM106C	-0.509
CSNK2A2	-0.76
RPL39	-0.5497
HERC3	-0.541555555555556
ZBTB47	0.265666666666667
ZNF681	-1.0315
PAGE2	-2.682
CLIC5	1.6175
RABAC1	0.1355
ZFHX2	0.732
YPEL1	-0.739333333333333
KIAA0776	-0.49925
NR1D2	-0.3775
DNAJC4	0.457125
NPNT	5.0976
ZNF677	-0.6715
ZNF536	-0.08275
MEF2B	-0.434833333333333
PTPN4	0.07975
CTCFL	-8.413
STX5	0.438666666666667
CD72	1.0275
VEGFA	-1.53173684210526
XRCC1	-0.2216
MAS1L	0.365666666666667
ELL	-0.4242
SETBP1	-0.79775
CDH11	3.04666666666667
NDC80	-1.18038461538462
DMBX1	-3.135
NRSN1	0.0898
BAT2D1	0.7015
CDS2	1.15266666666667
C1orf212	-0.516666666666667
SENP3	-0.649
IL1F9	-0.5485
EEF2K	0.0475
COG8	0.70475
CEP72	-1.559
OR1L8	0.268
MUS81	-0.434583333333333
PHYH	0.352375
GGT6	1.92833333333333
C22orf23	-1.34883333333333
C13orf33	2.080625
MAPK8IP2	0.7645
NELL2	0.72625
POU3F2	-3.092
ALPK1	1.23675
MRPS18C	-0.7995
RPLP2	0.496125
FGF22	-0.1435
SPNS1	0.675
ZFP1	-0.892
IL1RAPL1	-1.94125
PCSK9	-3.48383333333333
NKX2-1	0.122923076923077
C6orf189	-0.0515
SP4	-0.581
SLC11A1	1.08
C21orf25	0.0618333333333333
ICAM2	-0.788875
SH3GL1	-0.336833333333333
GSK3B	0.334666666666667
RALB	0.826125
PDXP	-1.07566666666667
GNGT1	-3.488
KIR2DL1	0.3105
TNFAIP3	-0.562333333333333
C6orf32	-1.0202
CBLN2	-1.975
PANK3	0.8975
TAAR9	0.1
WDR82	1.39721428571429
APOM	-4.13325
TRIP10	-0.30275
SPATA16	0.1165
C1orf135	-3.24575
USP51	-0.2255
TESK1	1.40675
C11orf64	-0.151625
ZNF611	-0.3685
PDE6G	-0.121
HLA-DQA1	1.384375
GCLC	-0.24375
SEC61A1	0.483714285714286
TWSG1	-0.366166666666667
ZMYND10	2.43575
CTDP1	1.44525
ADAMTS6	0.118833333333333
SLIT1	-3.0185
KRT86	-0.2905
KIAA0574	0.2565
GTPBP2	-0.374
PQLC3	0.06825
PRRX2	0.304333333333333
C15orf44	0.103333333333333
MKKS	-0.38425
C11orf10	0.34175
GPR110	0.040875
CD109	-2.14933333333333
ADCY1	0.503833333333333
RHBG	-3.20575
TP53I3	0.00512499999999998
SLC22A3	-1.5102
UCP2	0.416
FOXG1	-2.2918
OR2AG1	-0.088
TRIM24	-0.969
PROC	-2.84825
TAAR6	-0.41575
AMTN	0.1415
C10orf47	0.391666666666667
DEPDC1	-1.73325
FLJ45557	0.66675
ZDHHC17	0.0115
KIAA1429	1.04266666666667
KCNH1	0.79625
VNN3	0.082125
PSMAL	0.641
PPARD	-0.00112499999999999
HFM1	-2.7845
YBX1	-1.93183333333333
ZNF695	-2.8485
SCTR	0.194333333333333
DCDC1	-0.012
VPS26B	1.1093
MTF2	-0.280666666666667
ATP6V1F	-0.13525
CCDC94	0.3465
PERF15	-0.6445
CCL11	1.3165
LMO7	-0.8445
DCST1	0.8635
ADRBK1	0.047
CDRT4	-0.504375
ZNF84	-0.6975
HOXD8	3.5275
STARD8	-0.691333333333333
FOXP2	-0.559875
CCDC103	0.5785
POLR3A	-0.2735
GSC	1.787
ZNF114	-3.54283333333333
HTR7P	0.843
LALBA	-0.291
RMND5A	0.140666666666667
PSCD2	1.14475
ZNF409	0.603
KRTAP1-3	0.2865
MAF1	1.50025
LOC201725	-2.069
NRN1	-2.766375
SPAG5	-2.77516666666667
DNAH7	0.901666666666667
FLJ43860	0.236
BRCA2	-0.94775
ACADM	-0.044875
CXXC6	-3.741375
RAGE	-0.6705
CHMP2A	0.125
FAM8A1	-0.3106
GPR21	0.056
SLC12A3	-2.97066666666667
FVT1	0.531571428571429
ZDHHC7	0.299375
FLJ44048	1.30975
SLC44A3	2.27633333333333
SDSL	0.9722
MMP8	-0.447
PLA2G12B	-4.18183333333333
ACY1	0.408
MT1E	-0.9005
OR4K15	-0.0885
TECTB	-1.071
GPR20	0.00425000000000003
IRAK2	-0.0955
RFPL3	-0.332
MYO9A	-0.38125
NARG1L	-0.800166666666667
BLMH	-2.49825
CCDC3	1.34566666666667
C9orf21	-0.894833333333333
KIAA0513	-0.201833333333333
MIER2	-0.217666666666667
PNMA2	-1.91958333333333
SH3BP2	0.9028
ANXA10	-1.644
RTN2	-1.03483333333333
TFB1M	-1.6695
PRPH2	2.97525
C14orf133	0.389
GOLGB1	1.215
IRX4	0.774125
NFKBIL1	0.589333333333333
C10orf62	0.07875
APBB3	0.425
RPS10	-0.2608
LOC728378	1.50575
TLE3	1.24538888888889
PSMB7	-0.0535
MESDC1	0.518
SLC6A1	0.814166666666667
OCLN	1.9755
PTTG3	-2.26233333333333
NAGLU	-0.37675
SERTAD4	2.838375
SPRY1	0.32475
FLJ10781	0.328166666666667
MYSM1	-0.6875
TRIM4	0.383428571428571
SH3YL1	1.034625
TREM2	3.59633333333333
SERPINI1	0.32125
HDHD3	0.939625
TMEM38A	-0.3865
EID2B	-2.1615
TDRD3	-0.120666666666667
SEDLP	0.37325
THSD7A	0.780333333333333
NDST3	-2.33775
KLHL15	-1.16675
DHRS12	2.517
FBXO9	-0.401928571428571
TNPO1	-0.4015
MRPL13	-0.486
SNX5	-1.28616666666667
METTL6	-0.35175
SOD1	0.3195
CHML	-0.229166666666667
PACS1	1.629375
SIRT5	-0.9067
CAPN2	-0.514
FXYD5	0.0133333333333333
TWISTNB	-0.5955
LRFN1	0.625166666666667
UBE1L	2.08275
UBE1C	0.05325
OR51B2	-0.649
OR4D11	-0.0575
C15orf2	-0.2225
NR4A1	0.111666666666667
LOC339047	-0.84525
TRIM17	2.816
ATP5G3	-0.863214285714286
RPL15	-0.43425
ADAMTS8	0.444
HOXC4	0.2845
C14orf37	2.6185
CEACAM5	-1.342375
MYT1L	-0.248
RASA2	-0.00149999999999997
OSBPL7	-0.254
STAG1	-0.692
GIMAP4	3.49666666666667
FUT3	0.389666666666667
PIF1	-2.833875
LPIN2	0.354
SH3PX3	0.76775
PDP2	-0.71125
PAPD1	-0.073625
ERP27	2.8955
APOOL	-0.1479
DIABLO	0.31
TRHR	0.487625
ARMC9	-0.15425
RNF152	1.946
SLITRK3	0.0758
ZNF211	-0.5369
PFDN1	0.646875
RGS11	-0.091625
HS6ST1	0.2429
AKR1D1	-1.3775
TNP2	0.166166666666667
STK31	3.86583333333333
EML4	-1.65891666666667
SGTA	-0.56
HIST1H2BI	1.98183333333333
PSMD6	-1.80216666666667
KIAA1257	2.3455
C18orf55	-0.404
FLJ20273	2.50575
RPL28	-0.506666666666667
EPYC	0.974875
NOX3	0.135
ELAC1	-1.84116666666667
METT11D1	-0.14825
BIN2	-1.1265
NACA2	-0.056
CCDC17	-0.77575
HM13	0.5184
UBOX5	-0.4725
UBE2O	0.240625
UBL5	-0.51525
APOLD1	0.91425
C9orf31	0.6315
TNFSF8	0.292
ARHGAP29	1.760375
PROKR2	-0.00950000000000001
PDE5A	-0.00166666666666667
C6orf12	-0.044
TOM1L1	-0.2315
WHDC1	-0.088125
FOXI1	0.079
RAB4A	0.6461
TMEM39B	-1.107
ATPBD1C	-0.7345
FARSA	-0.480833333333333
PLEKHG5	-0.43075
CMAS	-0.407833333333333
OR7E24	-0.599
SLC30A1	-1.13175
CDC42EP5	1.84683333333333
PLAC1	0.23775
KLHL18	-0.160416666666667
LBA1	0.9301
TAZ	0.71975
CRIP2	3.493375
BTBD11	-1.37266666666667
C16orf72	0.61325
DIO2	2.0894
LRRCC1	-0.0753333333333333
CCDC136	-2.4465
PRX	-0.495
RBM5	0.4071
TMEM85	0.04075
TUBGCP4	-1.96333333333333
APLN	0.794
CDK7	-0.00183333333333333
SSR2	1.06966666666667
CRELD1	-0.10875
C19orf46	2.3955
GAL3ST4	0.772333333333333
KBTBD10	-0.00100000000000001
IL28A	-0.15775
WDR27	-0.6235
MCM2	-0.957333333333333
SOX14	0.83
FLJ39743	0.411
KIAA0922	-0.305375
HIPK4	-0.464
FLJ25758	-0.4285
C16orf57	-0.763166666666667
PDZD2	0.119875
MCC	0.481875
HHLA3	-0.0622
ID2	-0.39475
C20orf23	2.58783333333333
ZNF688	0.9815
APOC2	-2.1075
LOC440093	-0.08125
FAM50B	1.34016666666667
PWP1	-0.4005
DNAH10	0.147
HIST1H2BA	0.252
GPR56	0.913833333333333
METAP2	-0.886125
PAN3	1.47266666666667
STXBP4	-0.644
PDHX	0.192
MTA1	1.048
ZBED4	-0.404375
ZNF720	0.3935
CDK2	-2.1295
RHOJ	0.346375
CDC37	0.378833333333333
ZER1	0.983625
GRK4	0.1065
PRPH	-1.03925
POLR2A	0.227625
OGFOD1	-1.104
NOL5A	-0.09825
PHEX	1.8735
FLJ16478	-0.19375
C20orf117	-0.285375
CAMTA2	0.72825
C11orf74	0.169
DDX17	0.304916666666667
C5orf27	0.636125
PLEKHA2	-1.4387
PDE4DIP	-1.0275
SCN7A	0.051
ZNF559	-0.958333333333333
CXCL10	3.0475
ZMYM4	-0.647666666666667
STK32B	0.730533333333333
KIAA0888	-4.1069
TACR3	0.3835
CKAP2L	-2.811
KIF1A	-1.44483333333333
RSPRY1	0.6335
VCAN	1.679
CYP27C1	0.735
SYDE1	-1.7035
MED12L	-1.01066666666667
ZDHHC21	1.127
NHS	-0.0005
TM9SF3	1.25833333333333
DDHD1	-1.157
MAFG	-1.10591666666667
BICD2	-0.4343
C14orf119	-0.0425
C14orf43	0.467571428571429
CDH7	-0.9295
ALKBH5	-0.371214285714286
JUP	0.737625
TMEM41A	0.767166666666667
MAMDC4	-1.55583333333333
CBX3	-0.111625
LRRC18	-0.208
RBMXL2	-0.398
PLA2G4D	0.3595
FGF13	0.687375
KIF3A	0.279166666666667
PDIA6	-0.61775
DCXR	0.82925
CASKIN2	0.501083333333333
EHD1	0.8235
MARCKSL1	0.734833333333333
ZNF496	-0.023
SCAF1	0.0675
KCTD8	-1.539
TRAF3IP3	-0.0797142857142857
LSR	2.446
CXorf1	0.183166666666667
C14orf112	0.752166666666667
EIF2B1	0.1875
OMP	0.307
GSTZ1	0.55625
LOC92017	-0.07875
ISLR2	1.552
C12orf36	0.6885
GATA2	-0.961666666666667
GABRA5	-2.845
CELSR2	0.437785714285714
STAM2	0.3896
TNAP	-0.3895
PTPMT1	-0.889
GRP	6.85275
SV2A	-0.875
MAGEA12	-4.84925
CACNG1	0.814
C18orf19	-1.28933333333333
GSG1	-0.537833333333333
PTPRJ	-0.145785714285714
FRMPD1	-1.172
ZNF668	1.221
PLEKHJ1	-0.052125
ADAT1	-0.2846
TMEM50A	0.2879
UCN3	0.1965
HOOK1	2.253
IL17B	1.5715
MLKL	-0.922833333333333
TTC14	0.233333333333333
KLHL5	-0.43575
CRYL1	0.595833333333333
FOXH1	0.2005
NFYB	-0.389875
PPM1G	0.19
GOLGA2LY1	-0.48975
NMT1	-0.910375
HADHA	0.6834
CHSY-2	1.39575
PLEKHF1	1.10835714285714
SAGE1	-2.6255
MUSTN1	-0.26475
SUHW4	0.18575
TFEB	0.744666666666667
ZFYVE27	0.34925
ATG12	-0.137333333333333
BMI1	-0.242571428571429
ZIM3	0.1325
MYH4	-0.414666666666667
MASP1	-1.37
KIAA0984	0.3465
RPAP2	-0.69175
ASB5	-0.06425
BOLA3	-1.81433333333333
MIA3	0.464
KRT35	1.2695
KIR3DL3	-0.7395
MRPL51	-0.7065
SEMA3F	2.36983333333333
NDUFB2	-0.0513333333333333
LOC253012	-0.6105
FAM46C	-0.2541
G6PC	-3.460125
CSAG3A	-4.74366666666667
PREX1	2.9055
SLC25A45	-0.014375
MAPKBP1	0.4703
CPE	0.4255
GNB1	-0.3185
CXCR6	0.287
TRIM46	0.7065
C16orf3	0.395166666666667
HPSE	0.157375
TIGD3	-0.325
SPG3A	2.26275
LCAT	-0.966666666666667
ST6GAL1	-1.62566666666667
POMC	0.23375
FLJ36031	-1.10233333333333
NSMAF	-0.436666666666667
SKIL	2.5535
ADSS	0.5365
HMGCS1	-1.2598
POLR3F	-0.135833333333333
RAB10	-0.14775
ZNF277P	-0.65675
ZBTB7B	0.71525
DHRS1	0.569
ABCC13	4.28375
CNOT3	-0.2555
NFKBIA	1.51325
GAK	1.3355
SFT2D2	1.1425
HOXA6	0.8455
CRTC1	0.518875
LY6D	0.649
C20orf72	-0.632833333333333
CPT1A	0.72925
LMO1	-1.885
EIF3I	-0.536
PRB4	0.30725
MCM3APAS	-1.676
C20orf132	-0.183
FOXF2	-2.4715
S100A12	-0.1555
MLH1	-0.448
ACTN1	1.8928
MRPL36	-0.540166666666667
C20orf106	-0.57775
FBXO6	0.488
MKS1	0.523666666666667
CX3CR1	-2.166375
PDE1B	0.303
PLP1	-4.19375
KISS1	-0.0953333333333333
C14orf2	0.143
TBC1D3P2	-0.97425
COMMD6	1.1687
ANKRD7	-1.38875
PTCHD1	-1.91975
NARS2	-1.443
DOCK7	-0.921125
FAM127B	0.308125
LOC390243	-0.0585
N6AMT2	0.21875
ZNF391	-0.672
DNAJB14	-0.0178333333333333
WRB	-0.00762499999999998
BPI	-0.30225
TTC4	-0.301166666666667
FAM10A5	-0.967
GOT1L1	0.494333333333333
MAGED1	-0.1615
RESP18	-0.31125
WFDC6	-0.053
MT2A	-1.658
C11orf56	0.62825
KIAA1432	-1.0325
ROR1	-1.858625
HSD17B14	1.24666666666667
ZFAND2B	0.138625
SAMD4B	0.558
HEXA	-0.307
HNRNPU	0.303363636363636
USP39	-0.361
NRD1	0.083
R3HDML	0.25475
FLT4	0.378
OMG	0.196666666666667
OR52N4	0.1765
LOC399818	-0.94825
ELA2	-2.388
VENTXP1	0.649
RFC5	-1.668
OR52L1	-1.0875
PAX5	-0.2455
FBXO2	-0.98375
GMEB1	0.0225
AKT3	-0.407333333333333
CRB1	-2.4445
CTTN	0.709166666666667
UTP15	-0.770833333333333
HSBP1	-0.15625
PHF11	1.551
NDEL1	0.0816666666666667
USP8	-0.45125
BAIAP2	-0.00606250000000001
SI	0.1505
ARSJ	-1.23666666666667
BAAT	-3.316
KCNS3	1.18083333333333
LOC126147	-0.803
TMEM37	0.1
C1orf162	2.23516666666667
MBD1	0.2788
ITGAL	1.12116666666667
WDR73	0.0618333333333333
GKN2	0.1275
ARFGAP1	0.28625
SLC5A8	-0.7725
ZBTB40	0.1183
