Hybridization REF	TCGA-E2-A15A-06A-11R-A12D-07
ORM1	-5.21
RP11-11C5.2	-0.1415
HSPD1	-0.2119
PIWIL3	-0.26625
C5orf13	-0.6425
OR5R1	0.055
LCOR	0.39325
PLEKHA9	-0.0105
CCDC43	0.11725
ZNF232	0.33925
SLC6A7	-0.025
ADH5	-0.442166666666667
SHBG	-0.904
CROCCL2	0.08925
PANX3	-0.09
CDIPT	0.3465
SLC16A5	0.8125
TUBB	0.00349999999999999
TOR3A	0.2782
PREP	0.501
ENTPD8	0.260428571428571
CHMP1B	0.08825
SYT12	1.9558
MYH6	-1.707
MAP3K13	0.431833333333333
KLHL30	-0.0531666666666667
LCMT1	0.841
EIF1AX	0.641833333333333
FOXD4L1	0.1805
SLC24A5	0.226
RNF166	-0.0466
TJAP1	-0.10825
TMEM156	1.32233333333333
ZNF239	1.26575
SNX19	0.3071
GKN1	0.1545
FCN1	2.6122
C1QL1	-1.41825
ATP11C	-0.379
ZNF35	0.40125
CARD8	0.333375
LIMD1	-0.726166666666667
KIAA0286	-0.5005
XRN2	0.469
CD6	1.249
TOX3	1.426375
ZSCAN4	-0.535
RSRC1	-0.82
COG1	0.2975
PTRF	-0.5773
C16orf35	-0.553125
FBXO24	0.01575
CHST11	-0.4285
THRB	0.9298
MYBPC1	0.1015
RNF39	0.930833333333333
PSMD11	0.0335
ALAD	0.5355
EN1	1.71325
SLC9A9	0.94675
GSTM4	-0.4705
CDC42BPA	-1.09678947368421
RCSD1	0.5945
LUC7L2	0.0914
SPTBN1	0.0342
LOC146167	0.3685
BAT5	1.5515
ZNF452	-1.575625
LSM4	-0.169375
SRP72	0.3181
SGK269	0.00141666666666667
MTX1	0.1565
CENTA1	0.89675
UNQ9433	0.058
ATR	-0.508166666666667
DDX49	0.744833333333333
PAQR8	-0.4825
C14orf174	0.04375
GBGT1	0.23125
THAP1	0.1005
OR10K1	-0.146
RASIP1	-0.2075
DPYD	-0.0604
DOHH	-0.14875
C18orf45	1.0945
POF1B	2.307
ZNF552	2.12175
USP32	-1.21775
MED27	-0.771333333333333
C14orf149	-0.97
PRDX4	-0.5425
ABHD12	0.6294
AGT	-4.482
SLC22A14	-0.402
C1orf58	-0.007
PILRA	-0.461
ABCF2	-0.65325
C17orf85	0.1809
TKTL1	-0.46975
FGF1	0.4122
IL6R	1.297
VPS25	0.53175
CHRNB2	-0.352625
COL7A1	-3.1057
LRRC48	1.54516666666667
SPG20	-0.525166666666667
COX10	0.11075
GCA	0.965
ECEL1	-0.441666666666667
GLG1	-0.265333333333333
SRD5A2L2	0.163
MUTYH	-0.560625
ZNF70	-0.00649999999999998
L2HGDH	-0.86025
GPATCH2	0.73925
ZNF655	-0.381875
ZNF227	-0.142666666666667
MCOLN2	1.24216666666667
NQO2	-0.58975
KCNQ5	0.052
NEU1	1.44266666666667
QRICH1	-0.3235
ZBTB20	-0.168833333333333
RPUSD3	-0.5795
EPGN	-0.443333333333333
TSN	0.244083333333333
SPRY2	-3.0235
LZTFL1	0.04525
GMFB	-0.1825
PBEF1	-1.0315
HBG2	-4.37325
TMEM8	-0.033
PALM2-AKAP2	-0.420666666666667
NFYA	0.09425
FAM108A1	0.265875
PBLD	0.616875
NRG4	-2.014
PIGF	0.23
PTGER1	0.582
NOS2A	0.345666666666667
C21orf34	-1.8295
C21orf51	0.07075
IL17C	-0.4265
TRMT6	-0.7625
ETV2	-0.0795
CCDC109A	-0.29275
MYLK2	-1.246
ATP10A	0.7673
DPH4	-0.626
C5orf5	0.178166666666667
KCNA4	0.0453333333333333
NMNAT2	-1.01116666666667
GLYATL2	0.4545
LSMD1	0.021875
IL23R	-0.46225
NRF1	0.211
MUC15	2.0875
PRDM12	-1.661
PAQR4	-0.418714285714286
RBBP6	-1.2900625
IFI27	1.73425
SKAP2	0.00616666666666666
TAGAP	2.713
TJP3	1.752
C9orf61	-1.819
IDS	0.500857142857143
PARG	-0.74275
LOC131149	0.073
DYRK4	-1.31483333333333
MICALL1	-0.32775
GALR2	-0.066
GPBP1L1	0.167875
TBX21	3.88175
KCNJ6	-0.326666666666667
GGN	0.509
CASP5	0.726833333333333
RNF182	-5.3955
BRD4	-0.40975
DOK4	0.097125
SLC46A2	0.3405
SOX9	-1.84391666666667
ZNRD1	0.795
PRR6	-4.0925
FAU	0.459625
DTNB	0.858833333333333
CARD9	1.37725
STS-1	-0.707333333333333
SLC4A5	0.17125
NSBP1	-0.7655
UGCGL2	-0.0065
POTE15	1.6855
NOXA1	-0.279
RP13-347D8.3	0.20975
SAMD10	-0.2785
EP400NL	-0.89
TCF21	0.05625
AMELX	-0.4985
JPH2	-0.1837
SLA	1.95525
DLST	-0.684166666666667
SEPT12	0.128
RGS20	-4.02425
LXN	0.821166666666667
ZNF419	0.389
UPK3B	-0.477666666666667
RELL1	0.32275
ESPNL	0.1855
KLHL21	-0.32125
PI15	0.4865
C2orf61	0
LOC407835	-0.387666666666667
RER1	0.21075
ELAVL2	0.073
MGC26718	-0.17725
KLF2	1.606
TNFAIP8L3	1.18141666666667
TFE3	0.4435
C11orf17	-0.140375
15E1.2	-0.67375
SNRPC	-0.67875
DLGAP1	-0.1775
PGLYRP1	0.159625
OVCH2	0.0805
IRF7	1.3209
SET	-0.8037
NAB2	0.455666666666667
LRP5L	-0.21675
FAM120A	0.3245
ASCL2	3.03833333333333
SHH	-0.393
ATP5H	-0.0383333333333333
THPO	-0.198166666666667
TYRP1	-4.1365
HIST1H3E	0.9555
EIF2S1	-0.547055555555556
TNFRSF17	-0.590333333333333
TARSL2	0.50175
NKX2-8	-0.019
C1orf115	1.254125
LOC56964	0.1855
KIAA0841	0.12425
ISCU	0.907
TTMA	-0.004
ZNF414	0.742
LOC441150	0.40575
RAB15	1.27825
HBP1	0.660333333333333
TNNT2	-1.25183333333333
CECR5	-0.16025
PHGDH	-1.544875
JRK	0.5852
XPO4	-0.801625
FAM131C	0.268
ARHGAP25	2.00966666666667
CA9	-4.50144444444445
GPR62	-0.1705
TLX1	-0.0406666666666667
GPS1	0.28575
OR2M2	0.1295
BDP1	-0.172785714285714
FAM70B	-0.042
RPS29	-0.574833333333333
MKLN1	-0.5113
TSPAN19	-1.558
SLC29A3	1.2453
LGALS4	0.1955
USH2A	-0.0463333333333333
NF1	0.1475
APOBEC3A	1.409
IMPAD1	0.5135
OLR1	2.06616666666667
NRAP	-0.0275
HCFC1R1	0.2305
TAOK2	-0.0978333333333333
MCM10	-1.16466666666667
MAP4K3	0.178333333333333
CBS	-2.130625
CLK3	-0.6417
PCDHGA5	0.47
ELF4	0.076625
FAM71A	0.16175
C11orf49	0.4455
CLIP2	-0.4635
BTBD9	0.5991
ZNF524	1.12125
KDELR1	-0.468333333333333
ZNF509	0.138
NCSTN	0.4705
ZNF533	0.3895
PARP4	0.05125
GALNT9	-0.3385
NPY	-2.2755
BEGAIN	-2.53066666666667
TMEM77	0.1855
FOXRED1	-0.722333333333333
SLC16A2	2.74516666666667
SLC35B1	-0.02775
GK5	-0.735583333333333
SDCCAG10	-0.83975
C4orf20	0.17875
SLC9A2	-1.83325
ADD1	0.208642857142857
TAL2	-0.395166666666667
ACLY	-0.491875
DNAJC1	0.3895
SOST	-0.7315
USP43	0.461666666666667
CYP4F12	-0.69575
FKBP5	0.3685
CHCHD5	0.4481
NUDT22	0.33025
CCDC85B	-0.35125
OR51G2	0.2545
STRN3	0.579142857142857
TMOD2	0.8515
FLI1	1.05725
MAB21L2	-0.146
DGKQ	0.12875
VPRBP	-0.092
SCNN1B	1.0673
ECHDC3	2.4088
TMEM106C	0.3925
CSNK2A2	-0.487
RPL39	-0.4068
HERC3	-0.2179
ZBTB47	0.0025
ZNF681	-0.0965
PAGE2	-2.239
CLIC5	2.04871428571429
RABAC1	0.266
ZFHX2	0.16525
YPEL1	0.665666666666667
KIAA0776	-0.1185
NR1D2	-0.35825
DNAJC4	0.512125
NPNT	0.6153
ZNF677	0.0975
ZNF536	-0.45025
MEF2B	0.720666666666667
PTPN4	-0.158625
CTCFL	-3.65
STX5	0.604833333333333
CD72	2.57775
VEGFA	-1.439
XRCC1	-0.1621
MAS1L	0.112
ELL	0.6927
SETBP1	0.4455
CDH11	2.41283333333333
NDC80	-1.57223076923077
DMBX1	-1.10425
NRSN1	-0.0356666666666667
BAT2D1	0.171875
CDS2	0.0123333333333333
C1orf212	-0.151166666666667
SENP3	-0.42825
IL1F9	0.3285
EEF2K	-0.61475
COG8	0.82875
CEP72	-0.59275
OR1L8	-0.242
MUS81	0.301916666666667
PHYH	0.66375
GGT6	1.12016666666667
C22orf23	-0.847
C13orf33	2.134625
MAPK8IP2	1.59125
NELL2	1.4475
POU3F2	-2.8185
ALPK1	1.278625
MRPS18C	-0.482
RPLP2	0.093375
FGF22	0.2015
SPNS1	-0.0556666666666667
ZFP1	-0.229
IL1RAPL1	-0.589
PCSK9	-4.034
NKX2-1	-0.102642857142857
C6orf189	1.156
SP4	0.2455
SLC11A1	0.7341
C21orf25	0.448
ICAM2	0.295875
SH3GL1	-0.283833333333333
GSK3B	-0.737333333333333
RALB	0.58725
PDXP	-1.31433333333333
GNGT1	1.915375
KIR2DL1	0.6425
TNFAIP3	0.484916666666667
C6orf32	2.6606
CBLN2	-0.79425
PANK3	0.96175
TAAR9	0.188
WDR82	0.206428571428571
APOM	-4.29425
TRIP10	-1.02675
SPATA16	-0.0741666666666667
C1orf135	-1.10575
USP51	0.11325
TESK1	0.7465
C11orf64	0.15125
ZNF611	-0.0925
PDE6G	0.759833333333333
HLA-DQA1	1.960875
GCLC	-0.053125
SEC61A1	-0.283928571428571
TWSG1	-0.667833333333333
ZMYND10	1.98775
CTDP1	0.3265
ADAMTS6	-0.668666666666667
SLIT1	-1.39975
KRT86	-0.057
KIAA0574	-0.26775
GTPBP2	-0.3155
PQLC3	1.5775
PRRX2	-0.495166666666667
C15orf44	0.6345
MKKS	-0.82
C11orf10	0.17475
GPR110	-0.164875
CD109	-2.94591666666667
ADCY1	0.160666666666667
RHBG	-1.77175
TP53I3	-0.182375
SLC22A3	0.7492
UCP2	1.9435
FOXG1	-0.1815
OR2AG1	-0.036
TRIM24	-0.85425
PROC	-3.704125
TAAR6	0.21225
AMTN	-0.9385
C10orf47	1.57566666666667
DEPDC1	-1.808
FLJ45557	-0.10175
ZDHHC17	-0.079125
KIAA1429	0.941333333333333
KCNH1	0.626
VNN3	0.628875
PSMAL	0.0925
PPARD	0.503875
HFM1	-0.57875
YBX1	-1.4975
ZNF695	-0.64775
SCTR	-0.211333333333333
DCDC1	0.004
VPS26B	0.439
MTF2	-1.08266666666667
ATP6V1F	0.4695
CCDC94	-0.232
PERF15	-0.2295
CCL11	1.713
LMO7	-0.88825
DCST1	-0.121
ADRBK1	0.56525
CDRT4	-0.25625
ZNF84	-0.27425
HOXD8	0.277
STARD8	-0.550833333333333
FOXP2	-0.629375
CCDC103	0.423
POLR3A	-0.8446
GSC	-1.22116666666667
ZNF114	-2.34866666666667
HTR7P	0.0275
LALBA	-0.0155
RMND5A	-0.271333333333333
PSCD2	0.71825
ZNF409	0.1555
KRTAP1-3	0.201666666666667
MAF1	0.35175
LOC201725	-0.986333333333333
NRN1	-2.88775
SPAG5	-1.09183333333333
DNAH7	0.3815
FLJ43860	-0.0385
BRCA2	-1.17175
ACADM	-0.319125
CXXC6	-2.85425
RAGE	-1.385125
CHMP2A	0.806
FAM8A1	-0.0275
GPR21	0.705
SLC12A3	-2.53883333333333
FVT1	0.198928571428571
ZDHHC7	0.113125
FLJ44048	0.7625
SLC44A3	0.504
SDSL	0.0443333333333333
MMP8	-0.83775
PLA2G12B	-2.93633333333333
ACY1	-0.99825
MT1E	1.5675
OR4K15	0.1755
TECTB	0.422
GPR20	-0.416375
IRAK2	-0.1495
RFPL3	-0.156625
MYO9A	-0.53175
NARG1L	-0.221166666666667
BLMH	-0.219
CCDC3	1.7365
C9orf21	-0.772833333333333
KIAA0513	0.9755
MIER2	-0.017
PNMA2	-2.33433333333333
SH3BP2	0.5835
ANXA10	-0.70775
RTN2	-0.041
TFB1M	-1.346
PRPH2	1.81825
C14orf133	0.2935
GOLGB1	0.527166666666667
IRX4	-1.837875
NFKBIL1	0.638833333333333
C10orf62	0.19825
APBB3	-0.5615
RPS10	-0.2245
LOC728378	1.28375
TLE3	0.6995
PSMB7	-0.754625
MESDC1	-0.695
SLC6A1	0.3935
OCLN	0.455916666666667
PTTG3	-1.90016666666667
NAGLU	-0.714
SERTAD4	2.57125
SPRY1	-0.76625
FLJ10781	1.03141666666667
MYSM1	-0.685
TRIM4	0.446857142857143
SH3YL1	1.11125
TREM2	3.612
SERPINI1	1.258
HDHD3	0.1775
TMEM38A	-0.48825
EID2B	-0.446
TDRD3	0.537
SEDLP	0.172
THSD7A	0.645166666666667
NDST3	-1.7275
KLHL15	-0.8955
DHRS12	2.1715
FBXO9	-0.112928571428571
TNPO1	-0.601666666666667
MRPL13	0.500333333333333
SNX5	-2.78433333333333
METTL6	-0.658
SOD1	0.86975
CHML	-1.552
PACS1	1.06575
SIRT5	-0.5589
CAPN2	0.204833333333333
FXYD5	0.1565
TWISTNB	-0.432125
LRFN1	0.139666666666667
UBE1L	1.003125
UBE1C	-0.35175
OR51B2	-0.0405
OR4D11	-0.359
C15orf2	-0.1685
NR4A1	-0.372833333333333
LOC339047	-1.2435
TRIM17	1.796
ATP5G3	-0.0454285714285714
RPL15	-0.675
ADAMTS8	-0.27425
HOXC4	0.5175
C14orf37	0.7675
CEACAM5	-0.4035
MYT1L	-0.0468333333333333
RASA2	-0.240625
OSBPL7	-0.4085
STAG1	-0.398
GIMAP4	4.40166666666667
FUT3	0.522833333333333
PIF1	-1.7305
LPIN2	0.0048
SH3PX3	0.22475
PDP2	-0.3
PAPD1	-0.68425
ERP27	0.575
APOOL	0.303
DIABLO	0.32825
TRHR	0.080875
ARMC9	0.499375
RNF152	2.235
SLITRK3	0.342833333333333
ZNF211	0.1131
PFDN1	0.337375
RGS11	0.019125
HS6ST1	0.3778
AKR1D1	-0.85225
TNP2	0.138666666666667
STK31	2.74966666666667
EML4	-0.6675
SGTA	-0.4535
HIST1H2BI	0.107
PSMD6	-1.52033333333333
KIAA1257	2.299
C18orf55	-0.560166666666667
FLJ20273	2.27475
RPL28	-0.555666666666667
EPYC	0.5925
NOX3	0.3385
ELAC1	-0.2945
METT11D1	-0.9665
BIN2	1.01516666666667
NACA2	0.2355
CCDC17	-1.083
HM13	0.3719
UBOX5	-0.2875
UBE2O	-0.241375
UBL5	0.092
APOLD1	-0.213
C9orf31	0.10375
TNFSF8	0.1015
ARHGAP29	-0.479875
PROKR2	-0.0855
PDE5A	0.754333333333333
C6orf12	0.1875
TOM1L1	0.653
WHDC1	-0.127625
FOXI1	-0.082
RAB4A	-0.0686
TMEM39B	-0.86325
ATPBD1C	-0.25325
FARSA	-0.804333333333333
PLEKHG5	0.0095
CMAS	-0.292166666666667
OR7E24	0.9155
SLC30A1	0.00525
CDC42EP5	0.677666666666667
PLAC1	0.46175
KLHL18	-0.250916666666667
LBA1	0.8568
TAZ	-0.475
CRIP2	1.379875
BTBD11	-0.655
C16orf72	-0.0765
DIO2	-0.4828
LRRCC1	1.336
CCDC136	-1.796
PRX	0.43
RBM5	-0.2145
TMEM85	1.00975
TUBGCP4	-1.00116666666667
APLN	-0.124875
CDK7	-0.1865
SSR2	0.455666666666667
CRELD1	-0.7585
C19orf46	1.96875
GAL3ST4	0.604833333333333
KBTBD10	0.756
IL28A	0.26025
WDR27	0.13
MCM2	-1.02883333333333
SOX14	0.3665
FLJ39743	-0.9385
KIAA0922	0.169875
HIPK4	0.456
FLJ25758	-0.4205
C16orf57	-0.31225
PDZD2	-0.812625
MCC	-0.53975
HHLA3	-0.6628
ID2	0.7025
C20orf23	0.952583333333333
ZNF688	0.7855
APOC2	-2.43766666666667
LOC440093	0.55
FAM50B	1.80783333333333
PWP1	-0.039
DNAH10	-0.0425
HIST1H2BA	0.14175
GPR56	2.3705
METAP2	-0.334375
PAN3	0.336166666666667
STXBP4	-0.22875
PDHX	0.069
MTA1	-0.412166666666667
ZBED4	0.518875
ZNF720	0.451
CDK2	-1.31675
RHOJ	0.26725
CDC37	-0.618666666666667
ZER1	-0.10525
GRK4	0.41925
PRPH	-0.44125
POLR2A	-0.0565
OGFOD1	-0.71675
NOL5A	-1.2905
PHEX	0.326
FLJ16478	-0.095
C20orf117	-0.016
CAMTA2	0.41425
C11orf74	-0.827666666666667
DDX17	-0.185666666666667
C5orf27	0.094875
PLEKHA2	-0.564
PDE4DIP	0.2325
SCN7A	-0.31325
ZNF559	-0.848833333333333
CXCL10	3.903
ZMYM4	-0.171
STK32B	0.5172
KIAA0888	-3.2042
TACR3	0.2905
CKAP2L	-0.3295
KIF1A	-1.5535
RSPRY1	0.29875
VCAN	0.9525
CYP27C1	0.154
SYDE1	-1.41416666666667
MED12L	-0.19425
ZDHHC21	1.481
NHS	1.172
TM9SF3	1.1125
DDHD1	-0.033375
MAFG	-0.478416666666667
BICD2	-0.4451
C14orf119	-0.400666666666667
C14orf43	0.0457857142857143
CDH7	-1.42125
ALKBH5	-0.437214285714286
JUP	1.603125
TMEM41A	0.401666666666667
MAMDC4	-1.331
CBX3	0.024375
LRRC18	0.09425
RBMXL2	0.172
PLA2G4D	0.300166666666667
FGF13	1.242125
KIF3A	0.5375
PDIA6	-0.1935
DCXR	0.72425
CASKIN2	0.335
EHD1	0.764166666666667
MARCKSL1	1.24816666666667
ZNF496	0.2125
SCAF1	0.2315
KCTD8	-0.45725
TRAF3IP3	2.19314285714286
LSR	1.13
CXorf1	0.324333333333333
C14orf112	0.458833333333333
EIF2B1	0.307
OMP	-0.2345
GSTZ1	-1.03175
LOC92017	0.452
ISLR2	1.3215
C12orf36	0.3875
GATA2	-0.329333333333333
GABRA5	-1.684
CELSR2	-0.720285714285714
STAM2	0.6566
TNAP	0.058
PTPMT1	-0.291166666666667
GRP	1.38475
SV2A	-1.37633333333333
MAGEA12	-4.9395
CACNG1	3.6655
C18orf19	-0.8215
GSG1	-0.283
PTPRJ	0.00892857142857143
FRMPD1	0.507
ZNF668	0.2585
PLEKHJ1	-0.3845
ADAT1	-0.9417
TMEM50A	0.2745
UCN3	-0.298
HOOK1	1.56825
IL17B	-0.8825
MLKL	-0.717833333333333
TTC14	-0.0085
KLHL5	-0.465875
CRYL1	-0.546833333333333
FOXH1	-0.422
NFYB	0.323625
PPM1G	-0.2335
GOLGA2LY1	-1.2735
NMT1	0.32025
HADHA	-0.1722
CHSY-2	0.781
PLEKHF1	0.763357142857143
SAGE1	-2.241
MUSTN1	-0.3395
SUHW4	1.42625
TFEB	1.245
ZFYVE27	0.3985
ATG12	-0.481833333333333
BMI1	0.138285714285714
ZIM3	0.24475
MYH4	-0.80375
MASP1	-0.67275
KIAA0984	0.359
RPAP2	-0.5255
ASB5	0.3945
BOLA3	-0.445833333333333
MIA3	0.305833333333333
KRT35	0.648
KIR3DL3	-0.5245
MRPL51	-0.2865
SEMA3F	1.3125
NDUFB2	0.375166666666667
LOC253012	-0.706
FAM46C	0.0632
G6PC	-2.10628571428571
CSAG3A	-4.68066666666667
PREX1	2.22
SLC25A45	0.238625
MAPKBP1	0.5254
CPE	1.3278
GNB1	-0.63525
CXCR6	1.487
TRIM46	-0.24125
C16orf3	0.156666666666667
HPSE	0.538875
TIGD3	1.0995
SPG3A	0.1715
LCAT	-1.09083333333333
ST6GAL1	-0.748611111111111
POMC	0.0375
FLJ36031	-0.1025
NSMAF	0.300166666666667
SKIL	0.7995
ADSS	0.472833333333333
HMGCS1	-1.1234
POLR3F	0.861
RAB10	0.336
ZNF277P	-0.527625
ZBTB7B	1.0295
DHRS1	1.284
ABCC13	1.212375
CNOT3	-0.1915
NFKBIA	0.73825
GAK	0.218333333333333
SFT2D2	1.53116666666667
HOXA6	0.104
CRTC1	0.247875
LY6D	0.495
C20orf72	-1.12483333333333
CPT1A	1.95875
LMO1	-1.0845
EIF3I	-0.7725
PRB4	0.0825
MCM3APAS	-1.37675
C20orf132	-0.9691
FOXF2	-4.05325
S100A12	0.60675
MLH1	-0.751333333333333
ACTN1	-0.3933
MRPL36	0.429333333333333
C20orf106	0.22625
FBXO6	1.247
MKS1	0.2205
CX3CR1	-1.066625
PDE1B	-0.031
PLP1	-4.14725
KISS1	0.0676666666666667
C14orf2	-0.753666666666667
TBC1D3P2	-0.98275
COMMD6	0.6797
ANKRD7	-0.69825
PTCHD1	-1.46142857142857
NARS2	1.71675
DOCK7	-0.75325
FAM127B	0.999875
LOC390243	-0.363
N6AMT2	0.75875
ZNF391	-0.403
DNAJB14	-0.0123333333333333
WRB	-0.071625
BPI	0.193916666666667
TTC4	-0.562833333333333
FAM10A5	0.12975
GOT1L1	0.0292
MAGED1	-0.151
RESP18	0.47
WFDC6	-0.1825
MT2A	0.085
C11orf56	0.4145
KIAA1432	-0.0415
ROR1	-1.450125
HSD17B14	0.776
ZFAND2B	0.49725
SAMD4B	0.3655
HEXA	-0.275875
HNRNPU	-0.0400476190476191
USP39	0.08775
NRD1	-0.57725
R3HDML	0.06575
FLT4	0.255666666666667
OMG	0.0763333333333333
OR52N4	0.313
LOC399818	0.87925
ELA2	-2.36975
VENTXP1	0.5775
RFC5	-0.7375
OR52L1	-0.008
PAX5	0.2395
FBXO2	0.658
GMEB1	0.357
AKT3	-0.454166666666667
CRB1	-0.632333333333333
CTTN	3.00733333333333
UTP15	-0.600833333333333
HSBP1	0.20825
PHF11	1.94
NDEL1	0.0105
USP8	0.344
BAIAP2	0.4114375
SI	0.605333333333333
ARSJ	-1.02083333333333
BAAT	-2.341
KCNS3	2.46683333333333
LOC126147	-0.271
TMEM37	-0.4975
C1orf162	3.73016666666667
MBD1	-0.3159
ITGAL	1.976
WDR73	-0.585166666666667
GKN2	0.214
ARFGAP1	-0.22975
SLC5A8	-0.419166666666667
ZBTB40	-0.0307
CYP4B1	-0.611
LYPLAL1	-0.307
CHST3	-1.4
MAP3K9	0.0245
BTAF1	-0.267833333333333
TFAP2E	0.161
RBM35B	1.181
LOC441251	-0.339666666666667
ANKRD25	-0.579722222222222
UQCRC2	-0.05
MAEA	-0.00433333333333333
HYAL1	-2.4398
RNPEPL1	0.786833333333333
CPSF2	-0.98075
PSD3	-2.5262
ABCA13	2.41975
AGR2	2.95375
GBX1	-0.1465
HDLBP	0.144071428571429
ACY3	-0.33125
HECW1	-0.368666666666667
ZNF519	-0.9465
HOPX	3.235125
ZNF304	0.657875
OR12D3	-0.065
FKSG43	-0.011
METTL1	0.102875
MFSD3	1.0797
PSPH	-1.31075
CLCA3	-0.2105
DARS2	-0.536166666666667
CDC25A	-1.877
BAIAP2L1	0.05475
B3GNT5	-1.315375
USP29	-0.01375
ARHGEF10L	0.7141
ATOX1	-0.44675
ADAM30	0.077
DNASE1	1.1205
STT3A	-0.636666666666667
RAB6IP1	-0.57925
PTN	-0.8232
C1orf106	1.45130769230769
HECA	1.28
RNF122	-0.168
SLC22A18AS	-0.301833333333333
GNG8	0.285666666666667
ELP4	-0.152
FAM65A	0.471166666666667
RPL10A	-0.0363333333333333
IRS4	0.234
MACF1	0.0867
SEC24D	0.13375
LOC374395	0.63525
TGFB2	-0.826875
MDFIC	0.505125
CHRNE	0.3465
PCMTD2	0.358833333333333
ATP6V0D1	0.480166666666667
MTA2	0.365
LZTR1	-0.5915
RAP1A	0.5895
AXIN1	0.1545
POLR1C	0.08025
TRIO	-0.261666666666667
PLXNA4A	-0.48525
C5orf33	-0.972
DEPDC1B	-1.576375
ZNF473	-0.444333333333333
MTM1	1.363875
GPR107	-0.0283333333333333
CSNK1A1L	0.215833333333333
FLJ14154	0.38825
NLRC4	3.66
ENPP4	-0.2295
PADI3	0.207
RNF170	-0.65525
CG018	1.0005
C16orf7	-0.47525
KCNE1	-0.031
NRM	0.4205
SLC37A3	-0.3055
TPD52L2	-0.217166666666667
UNC5B	1.8495
C12orf12	0.3705
SDHB	-0.6905
CLRN1	0.119625
NUDT10	-2.29883333333333
UGT3A1	0.05675
FBXW8	0.478
RHOF	0.20675
PTPLAD1	0.65575
MYO3B	-0.6405
DERA	-0.99275
TPP2	-0.144
C19orf53	-0.2515
GINS3	-0.648125
ST6GALNAC5	0.7835
CHSY1	-0.65925
MGC15705	0.148
GPR83	0.114166666666667
EXT2	0.0695
DOLK	0.3625
TUBAL3	2.145
ACVRL1	1.9878
ABL2	-0.714583333333333
C14orf156	-0.734166666666667
PTPRZ1	-4.130375
DIP2C	0.303125
LAMP1	1.469125
RXRA	-0.2049
MAP3K5	0.607
ALKBH1	0.183333333333333
PDLIM7	-0.381125
ARL14	-0.845
SNIP1	-0.247333333333333
TIMP3	2.13608333333333
RGS3	0.194666666666667
SPAG16	1.4111
ABHD4	-0.3595
ARHGEF12	0.214166666666667
GLUD2	-0.852
RAC2	0.6374
UAP1L1	-0.539
SLC18A3	0.081
YOD1	-0.78475
RALY	0.7165
HMOX2	0.535875
DGKH	-0.441
DBNDD2	1.48266666666667
YIPF4	0.20775
THAP10	0.2315
ZNF513	0.61275
HAGHL	0.0411666666666667
ITGB4	-0.649333333333333
CCDC141	-0.056
YTHDF3	0.63725
C5orf28	0.21225
RPL7L1	-0.378625
TMEM30B	0.666642857142857
ANKRD35	0.894
DUOXA2	-0.14475
TBC1D5	-0.219
DFNB59	-0.6255
HRH4	0.202
MYO6	1.4355
DNAJA4	2.03125
RBM24	-0.966125
CEACAM20	-1.4355
RBM23	0.0234285714285714
NGFB	0.627
C1orf63	-0.3864
KRTAP7-1	0.0555
PERLD1	1.60125
NPB	-0.1575
C17orf59	0.8256
HSPBAP1	-0.174
SLC15A4	0.20175
PRTFDC1	-1.72625
OSMR	-1.98921428571429
CYSLTR2	0.315
C19orf25	0.1122
KIAA1797	-0.2715
NLRP6	-0.022
FAM105B	0.6197
SCRN2	-0.236
LRRC58	-0.561
RNF17	-0.720375
NEIL3	-1.909
FAM137A	-1.43975
SKP2	-2.4955
PARVA	0.868333333333333
PKLR	-1.3555
RNF34	0.233625
A3GALT2	0.261
C12orf50	0.282666666666667
SUNC1	-0.9795
FAM102B	1.25416666666667
CCT2	-0.07925
LRRC37A2	-0.447
ARF4	-0.256
SIKE	-0.3655
C8orf48	2.35716666666667
MBTPS1	0.165857142857143
GPSN2	-0.008
NCF2	3.1465
SLC12A6	-0.152333333333333
MRPL48	2.05625
HMGN3	0.471
LRRC62	0.70975
PAX9	0.142875
FAM55A	-0.4015
C20orf42	-3.89233333333333
SCML2	-0.940333333333333
BCL9	0.40125
FAM40A	-0.35225
C9orf41	-0.5265
ZNF774	0.1295
LETM1	-0.74
PLXNB1	-0.1705
NIPSNAP1	-0.49975
USP10	-0.7825
F9	-0.20525
LIPE	0.8405
CNGB3	-0.1465
C12orf52	0.25475
PI4K2A	0.370875
MED8	-0.18775
STAT4	2.073
FGD4	0.143
RNF145	-0.8785
WDR32	-0.1019
CLDN2	-0.126
TCEAL8	0.3205
ZMYND8	-0.204
PDXK	-0.28815625
GATAD2A	0.5115
PTGES3	-0.229
CCM2	0.29425
TAP1	2.38775
ZNF670	0.24725
ETS2	-0.768785714285714
C6orf166	0.469333333333333
PRMT2	0.493785714285714
OR4B1	0.279
INTS8	0.2975
CCDC102A	-0.2215
CCDC83	-0.799166666666667
ITGA1	0.8863
EPHA5	-1.3254
FAM24B	0.176333333333333
TSGA10	1.12
HAL	-1.0955
MYOT	0.1765
SPACA3	-0.15725
BCL2L2	-0.344166666666667
CUGBP2	-0.388
CCNB3	-0.2165
RNF113B	0.484
MERTK	-0.27025
BAG1	0.5105
VPS36	0.5445
ORMDL3	0.5459
C1orf190	-0.18075
ZNF625	-0.20125
CORO2B	-1.746
ALOX15	1.664
CST1	0.4395
