Hybridization REF	TCGA-BH-A0BT-01A-11R-A12P-07
PRLH	0.355
VLDLR	-0.4655
DBT	-0.04375
C21orf63	1.815
CGGBP1	-0.129875
KRTAP12-2	-0.1215
TADA3L	0.112375
ZBTB16	1.58
PDGFB	1.34525
RFX1	0.72725
UQCRB	0.0341
LOC133874	0.0225
HPS3	-2.28525
LGALS3BP	2.2711
DKFZP564O0823	1.46771428571429
MRFAP1L1	0.5535
HOXA10	-1.87433333333333
NGB	0.44
KIF21A	-0.431230769230769
IFLTD1	0.5025
LZTS1	-0.2475
ARHGEF3	1.46175
RHBDL3	-0.0395
CSNK1G2	-0.0746666666666667
ChGn	-2.000625
KIAA1244	2.30283333333333
GABRB2	0.4565
MGC72080	-0.478
CD27	1.34825
EGLN1	-1.7289
PEX13	1.4545
RWDD3	-0.06675
RNF12	-0.677333333333333
GRIN2B	-0.4855
ADAMTS14	-0.41775
DYDC2	0.274833333333333
ATP6AP1	1.3677
NR1H2	0.754166666666667
PDK2	0.708
C3orf17	-0.3195
SLC38A2	-1.29721428571429
SLC25A29	0.281333333333333
C15orf29	0.815
ADAM9	-2.48733333333333
TMUB2	0.56875
GPR176	-0.44875
AGK	-0.555125
MCCD1	0.23225
NDUFA4	0.32075
TMEM146	0.74575
DUSP1	1.1705
UNQ6975	0.6245
EMX2OS	2.83875
INSM2	0.21075
LUZP4	-0.39775
SETD6	-2.19
P2RY2	2.9455
SLC45A2	-1.0435
RABGAP1	0.261833333333333
UBXD5	0.66925
GPRC5A	0.6855
PAK3	0.0465
LOC63920	-0.28325
TGFBR1	0.511
KRTAP6-3	0.27525
SFMBT2	-1.21
CDC42	0.8581875
C11orf35	1.1835
TTLL2	0.26575
UACA	0.498
CD97	-0.4029
SETD5	-0.765375
NINJ2	-1.7005
PTER	0.9715
POMGNT1	1.03575
KRTAP4-2	0.137
ECGF1	3.96875
HRB	-0.444727272727273
ATP1B2	0.2198
LOC400506	-0.5625
COL4A3BP	0.10325
C6orf97	2.91275
GRHPR	1.01525
TAS2R1	2.0425
SEMA7A	-1.679
EDF1	0.42725
ODF2L	0.267777777777778
PCID2	-0.844333333333333
GTF2H4	-1.0825
ZCCHC3	-0.850375
CGB2	0.458166666666667
NEUROD1	0.49025
C20orf75	-0.8735
RP5-1054A22.3	0.6685
IFNA5	0.09
ZNF134	0.690666666666667
MGC119295	-0.749
ZSWIM6	0.026875
SMEK1	-0.230166666666667
PCGF2	0.567625
C1orf102	3.03925
CYP2A13	0.718
KCNH6	-1.4928
MDM1	-0.1408
ALDH7A1	0.484833333333333
C9orf75	1.93825
VDAC3	0.063
OR51T1	0.278
EIF3F	-0.379333333333333
KCNJ10	-0.4335
LENG8	0.0385
EDEM2	0.74225
CCNJL	-1.301
DHX37	-1.0155
CRYGN	0.529
AATF	-0.595125
ZNF630	1.603875
E2F5	-1.0835
WFDC13	-0.06075
FTSJ3	-1.016
C4orf33	0.6245
LHFPL4	-2.37725
C19orf56	0.218416666666667
SMAD4	0.53825
AFM	-0.3135
G0S2	-0.1325
FCHSD2	-0.5311
RRP1B	-1.3996
EEF1B2	-0.392333333333333
STAT6	0.731833333333333
ZNF195	-1.11575
GNL1	-0.365166666666667
ZNRF2	1.40716666666667
PER3	0.332875
ASB16	0.15925
C10orf10	1.50257142857143
ADCY8	-3.52266666666667
C9orf58	-0.994333333333333
ARMC10	0.496666666666667
PSG1	-0.042
DHX34	0.192
VARS2	-0.244125
NFIC	0.73625
ITPR2	0.377
AGXT2	0.14
OR6K3	0.2675
H2AFZ	-0.66175
MLLT3	0.688166666666667
COX4I2	2.4615
CCNT2	0.227625
PLK4	-2.329
NUMBL	-0.157333333333333
MED16	1.65225
PLEKHQ1	0.91
GOSR1	0.0571666666666667
BTG4	0.0325
RPL30	0.108083333333333
IGSF5	-0.26425
IGFL2	-0.774666666666667
ELMOD2	1.82333333333333
SHC3	-1.79333333333333
HAVCR1	-0.651
DYNC2H1	1.346125
RNF5	0.0488333333333333
C2orf7	0.76775
NLF1	1.355
KLHL25	0.83875
LRP10	1.7324
KRI1	-1.01825
PUS7L	0.298833333333333
MGMT	1.731
HOXD1	-1.41483333333333
CSH1	0.3637
ATG16L2	-1.4245
FLJ44635	0.806
CHODL	-0.201
EXOSC8	-1.05375
SLC28A1	0.387
MYO7B	-0.426666666666667
SEH1L	-0.2511
MTNR1A	0.349666666666667
TSPAN5	0.0163333333333334
CDC45L	-3.4895
AMIGO1	0.1975
ATAD3A	-1.291125
OSGIN2	1.31716666666667
PDIK1L	0.824
DARC	1.94775
PIPSL	0.375
SHMT1	0.3565
CRISP3	0.349
POPDC2	2.25083333333333
ZRANB2	-1.07216666666667
FBXL8	1.92125
TRIP13	-2.67018181818182
EIF5AL1	-0.6755
POU5F1P3	-4.59183333333333
IL6	-2.48633333333333
CXorf38	0.324833333333333
IFNA16	0.3205
FBXL2	2.73583333333333
BRD1	0.25225
STATH	0.971
FBXO44	0.779166666666666
MCCC2	1.78875
CDC2	-1.4185
C5orf23	-0.96125
IVD	1.17783333333333
C10orf122	-0.27325
MSL3L1	-0.2325
MVP	1.70975
EPOR	-1.1334
ZMYM1	-0.2775
BCL7C	1.29216666666667
PSTPIP2	1.3017
LYPD1	-1.740875
OR8G5	0.244
ZP3	-0.413
BCAS4	1.05058333333333
EDG6	0.98325
ISY1	-0.33575
PRAMEF2	-1.6085
CUL1	-0.88175
RNF213	0.5098
CCRK	0.42175
DHX9	-0.52175
C13orf29	-0.21425
NCKAP1	1.17333333333333
MRPL43	0.758357142857143
XPR1	-0.508
PKN2	0.7923
PODNL1	-0.365
ZNF333	0.23775
DALRD3	2.1885
OPN1SW	0.6855
BTBD6	0.8025
C11orf82	-2.036
OR5P3	-0.7595
DUSP11	0.49125
L1CAM	-1.1246
NEK11	2.7385
OR7E91P	1.173
CNTN3	0.6687
CREB3L2	0.5615
ZBTB37	0.2275
KIAA1324L	0.95175
NDUFB10	0.453166666666667
NUDT2	0.677
GTPBP8	-0.63425
CACNA1D	1.1845
PRKAA2	-0.0318333333333333
PRDM8	0.607
MGC16075	-0.4394
KRT14	1.03164285714286
PP8961	1.13625
MRPL18	-0.32175
ABCG2	-2.7925
PACRG	0.94825
BBS2	-0.43
KREMEN2	-0.1815
FBXO21	0.46375
HNRPUL1	-0.15075
GRB10	-0.90975
CLSTN1	1.879375
LMAN2	1.401
C17orf61	0.3575
NIPSNAP3A	1.8985
INSIG2	-1.44416666666667
PCDHB7	0.390666666666667
STXBP2	1.6855
CMAH	-1.32991666666667
SEMA5B	-0.57425
ZNF155	0.212666666666667
COQ6	0.678833333333333
PRPF4	-0.519
TSPAN15	3.8185
VN1R5	0.171
LATS2	-1.223
SELK	0.49375
PGK2	-0.041
MS4A1	-1.8785
TYW3	-0.8797
KRTAP5-1	1.296
RCCD1	-1.5675
BTN1A1	0.2485
DDX28	-0.891
TMEM65	-0.221
LOC92345	-0.3185
TTC31	-0.24975
WDR46	-1.14533333333333
CHP2	-1.522
LSP1	0.0686250000000001
ZNF542	0.31
EXOSC1	0.15925
ARHGAP18	-0.4065
LRRTM4	-0.147375
MAOB	0.939416666666666
CACNB4	-1.44225
MGC33846	1.279125
RANBP3L	2.46625
ATP5L	0.4815
ONECUT1	-3.0905
NUDT9	0.08325
TMEM149	-0.1065
STX17	0.92575
IGSF10	-3.876
TMPRSS9	0.632
BMPR2	0.852666666666667
ALLC	-0.29775
KLF7	2.996375
GCC1	0.6859
TIMM9	-0.77425
CDO1	-0.2955
MGC10701	-1.67683333333333
IFI6	2.38216666666667
FRMD8	0.26925
MGAT2	0.4775
WBP5	-2.122
CNIH2	0.61125
KIAA0907	-2.0888
KCNH8	-0.4345
CTSG	-1.98925
GRIK1	1.134
CUL5	0.54375
FRMD1	0.52
OR9A4	2.91
SYT6	-1.172125
FOXD4L2	0.1885
ANAPC2	0.348333333333333
OPN5	-0.959
TAF13	0.2775
LYG2	-0.83375
GGNBP1	-0.094
C11orf40	1.0735
OTX2	-1.686
REG4	-0.0155
EIF5	-0.4078125
PALB2	-1.39525
SEPSECS	0.3022
RNASE3	0.29425
TRIM49	-0.9455
POLR2K	0.7009
GPR42	0.491
C8B	-2.62225
SASS6	-1.3
PREB	0.126666666666667
OR3A3	0.698
TUBA8	0.27275
IGLV2-14	-1.5355
STIL	-2.5195
ANKFN1	-0.434833333333333
NME7	0.026
HOXC12	-2.43575
UBE2C	-1.543375
FHOD1	-0.908
CDK2AP1	0.225666666666667
OR6K2	0.39275
DHPS	0.0005
RPL5	-0.75525
TRGV5	0.9365
LOC541472	0.331125
HCCS	-0.0801000000000001
DENND1B	3.255
LHX3	1.3895
OR5D16	0.46
CXorf57	-2.71166666666667
IRF2BP1	1.02975
NDST2	0.979
LCE3D	0.3995
BOLL	0.35525
SYT3	-0.30925
PIH1D2	1.72375
C20orf7	-0.8865
IL1R2	-1.26833333333333
SLAMF9	0.0925
PPME1	-0.21975
PIK3CA	-0.1695
TRAPPC1	1.039625
COLEC10	-0.67225
SLC9A6	-2.2095
PDDC1	-0.354416666666667
CCDC53	0.77175
GK3P	-0.16275
DAZL	-0.7705
BRI3	-0.65825
SDK1	-1.19025
CYP2C18	0.645
IFI44L	1.3155
RPL3L	0.526
FUT9	-1.79033333333333
KIFC2	0.143666666666667
PMP2	-0.602375
SLC4A9	-0.0885
PLAG1	-2.61583333333333
MYCBP2	-0.553333333333333
OR4E2	0.2165
CCDC65	3.02125
C16orf82	0.149375
ENTPD4	0.55175
BRP44L	0.490625
PMP22CD	0.218
TMCO4	1.1055
KCNN1	-0.466
WDR35	0.29175
CCDC80	0.496375
C3orf31	-0.96475
SLC7A9	-1.2845
TMEM190	-1.47625
DBC1	-1.14966666666667
FADS3	0.168166666666667
PDZD8	-0.281333333333333
GRM5	0.64725
AZGP1	4.1645
PEX3	0.656
MED1	-1.00614285714286
ATG4C	-2.586
HNRPH3	-1.549375
FAM109B	2.2545
C4orf17	0.145
CA10	-0.45275
OPRD1	0.0945
CCL16	-1.0625
SACM1L	-0.41475
CST6	5.22125
CD63	1.588
LGI1	-1.75025
ZNF784	1.2725
CRYBB1	-1.2905
CX3CL1	0.94455
TOP2A	-3.022875
GYPB	-2.02233333333333
GADD45GIP1	-0.10725
FEN1	-1.896875
IGF1R	0.74375
WDR72	-2.66066666666667
PURG	-0.624166666666667
DEFB126	-0.19625
PKD1L1	0.149
CAV1	-2.0248
GNPDA2	0.8697
DGAT2	-0.28075
NLGN1	-3.86525
STRBP	0.353375
HPRT1	-0.782333333333333
FANCI	-2.36325
PSMA7	0.291125
DBF4B	-0.7845
TTF1	-0.748
RAD54L	-2.805
ELOF1	0.30375
PLAGL2	-0.667875
ZNF256	0.281
HMGCL	1.298
MSI2	0.374333333333333
RPESP	5.04866666666667
C11orf60	1.9425
ABCD1	0.5125
ACAA1	1.1965
SPARCL1	4.37057142857143
IL6ST	1.9081
ZNF319	-0.41775
TMEM109	0.4505
FAM90A1	-1.1025
IL22RA1	-1.0605
ATP4B	0.821
TEC	-1.09816666666667
C7orf30	-1.09625
TXNDC2	-0.0863333333333333
ABCB4	-0.7455
KIAA1191	0.27225
C9orf38	0.472
SFTPB	0.721
CNTNAP2	1.5515
FRK	2.822
TBX19	-0.1445
CHD4	-0.164
C6orf26	-3.07216666666667
MOSC2	2.39875
IKBKE	1.2395
HIF1A	0.08
LOC595101	-0.588
RELA	0.586166666666667
TMEM16B	-1.235
ABHD12B	-1.92475
TSEN34	0.47725
KIF18A	-2.86675
TXNDC9	0.773833333333333
SPATA2L	1.069
SEMA4G	-1.069
C21orf91	-0.292
MATN1	0.047
KCNIP4	0.583833333333333
TUSC1	1.733375
OR4C15	0.37425
ARMCX6	0.731166666666667
WBSCR27	0.130666666666667
OR52I2	1.018
KIAA1604	-1.2635
DYNC1I1	-1.196125
PPP4C	0.61125
SLC47A2	-1.92216666666667
TREH	-0.099
CD48	0.3205
ST14	2.28416666666667
PKN1	0.94825
SPON2	0.41625
XBP1	3.44258333333333
SFRS12	-0.621333333333333
EFCAB6	2.19875
SELT	1.03175
SLC39A2	1.039
ERF	-0.940333333333333
ARL3	0.765
SURF6	-1.4015
MLLT10	-0.861380952380952
FLJ11171	0.623166666666667
TDGF1	-3.9545
ERCC6	-0.3195
EIF2AK4	0.5905
BAZ1A	-0.651833333333333
LRRN3	-0.649
TMC3	-1.5695
EFTUD1	0.08925
PTPRO	0.8455
CLEC12A	-0.1195
ACBD4	1.046125
ZDHHC14	-0.573625
OTUD7B	0.880875
ACTB	0.695125
MSRA	0.509125
LCE5A	2.432
IFI35	1.28775
BSCL2	1.49983333333333
ANKRD12	-0.17225
CFHR2	-1.14725
RGAG1	-0.329833333333333
HSFY1	0.6675
SLC30A5	0.162583333333333
IMPG1	0.903
GPR109A	0.778
ZNF185	0.86675
IYD	0.45325
NPCDR1	0.733
SERPINA13	1.6545
HMGCLL1	-2.05825
NEUROG1	1.299
UBQLN1	0.0825
LIN37	0.43175
SOCS2	-2.486375
DSCR4	-1.304625
XKR6	-1.67975
GPR142	0.428
KRTAP13-3	0.402
CCDC15	-0.6705
MOS	0.507
CD1E	-1.797
OFCC1	-0.2915
FAM83D	-3.058
SRFBP1	-0.408
C9orf96	0.338
DHDH	-1.1355
CCDC90A	-0.208
RABL3	1.5122
CD320	-1.26116666666667
ANGEL2	0.63125
MRPL21	0.1335
SMG6	0.399833333333333
INSR	1.758375
FLJ14816	-0.379
GLRB	1.99133333333333
C9orf89	2.1685
CIZ1	-0.413
URG4	0.510166666666667
LRDD	-1.3685
CBY1	1.87133333333333
NFX1	-0.137625
MTERFD2	-0.0137142857142857
C19orf23	0.722
PGC	-2.557125
IER3IP1	1.1157
RASAL2	0.26575
C1orf89	0.816
SYNJ1	-0.532
NFKBIE	0.09525
FLJ40125	-1.11683333333333
TCEB2	-0.2801
NOG	-1.309
POLR2J2	-0.746
HLA-B	2.50325
PCDHA1	-1.0365
PPP2R2B	-1.03925
ARHGEF17	0.764666666666667
TCF7L2	0.145071428571429
CHD5	-0.6155
ZNF431	-0.84725
TBC1D25	1.0705
ZNF800	-0.74125
SCUBE2	4.93863636363636
MYCBP	0.656
GPX5	0.1645
C6orf129	0.933333333333333
QSER1	-0.626666666666667
ULK2	1.73075
PIGO	1.012
NRCAM	-2.03285714285714
SLC35E3	0.99175
CSRP2	-2.0435
HYPE	0.06675
MAPK15	0.300166666666667
MGC14327	0.32325
TIMM13	0.104666666666667
ZNF462	-1.91075
GBA3	0.39375
TEX13A	0.442
MCM6	-1.91288888888889
MTRF1	-1.0705
ABCA7	1.42275
EIF4A2	-0.7365
ZC3H10	0.9416
RPGR	-0.3165
C20orf94	-0.03
RP1L1	0.3425
GPR125	-0.939125
USP22	0.223071428571429
OR1L4	0.41475
MLZE	0.847
FLJ32065	-0.08075
PTCD1	-1.02975
CRTAC1	1.59983333333333
BXDC2	-1.945
C18orf1	2.04516666666667
FAM107A	0.656785714285714
EFNA3	0.54725
P18SRP	-0.072
CAMKK2	1.13608333333333
KIAA0649	-0.41975
NES	-0.451833333333333
HS6ST3	1.4955
PON2	1.0665
TCP11L2	-0.19775
CLEC4A	1.03675
PRR12	0.09
MLXIPL	-1.3559
C2orf50	0.3115
ZNF28	1.095
ENC1	-0.354666666666667
MAP2K1	-0.907
FKSG2	1.2835
KIAA0430	0.2605
PTP4A1	-1.17216666666667
GPR156	1.6135
GTF3C6	-0.29325
UBR2	0.3648
LOC388272	-2.42925
MAK	-0.0921666666666667
ACOT4	3.80575
STC2	-2.13825
PIGW	-0.948
SAE1	-0.181
COL6A1	0.072
OAZ1	0.119666666666667
STMN4	0.317166666666667
EDG3	-0.238833333333333
SGCE	1.6025
IL11	-2.4575
PRSS8	3.177
YIPF5	0.855166666666667
WNT4	2.659875
CSN2	0.640833333333333
TCF7	-3.549625
TDO2	3.83525
SAMD9	-0.116875
S100A7A	-0.922
MMRN1	2.4925
GKAP1	0.23875
AKR1C3	-1.168625
RNF19A	1.18925
GMDS	0.28875
YKT6	-0.11225
SPARC	0.6193
C12orf31	-0.84325
UBE2V2	-1.115
FBXL18	-0.335166666666667
KIAA0460	0.464
ADAM22	-1.059875
SERPINC1	-2.568
KCTD21	1.38525
MYOHD1	-2.17725
ZNF37A	-0.854833333333333
GTF3C1	0.0193333333333333
CTSZ	2.404
PRNPIP	0.00125
DRD1IP	0.6395
NR1I2	-2.75583333333333
ZNF266	-0.6951
SPAG4L	0.3535
COX4NB	-1.04175
SAPS1	-0.136666666666667
APOA1	-3.7635
TATDN1	-0.335666666666667
C10orf82	-1.575
KPNB1	-2.106
FOXO3	0.127916666666667
CRYBB2	0.218
ZBTB5	-0.517333333333333
SLC25A38	-0.09425
DCTN2	0.372166666666667
IFT20	0.39575
CTHRC1	-0.1095
C1orf31	-0.49375
UHRF1	-1.2590625
GPC6	-1.8915
C10orf54	0.8945
MCF2L2	0.0863333333333333
WNT9B	0.153375
OLA1	-0.068
FAM120B	0.78325
TTLL10	-0.4625
CYorf15A	-5.305
RELN	-2.1735
SCN2B	0.694083333333333
MFHAS1	-1.85975
NKX3-2	-2.38733333333333
RASGRF2	-1.2735
SSBP1	-0.655
KPNA6	-0.0518571428571428
LOC389118	-0.042
HS3ST4	-1.2562
SUPT7L	-0.603125
FLJ32658	-2.05725
IGFBPL1	-0.48775
KIAA1641	-2.6853
SHKBP1	0.784833333333333
CSF1R	4.599
NAGK	2.061
MYL2	0.8045
HIST1H4C	-1.701
TOMM7	0.037875
ADAMTSL3	2.3773
TNFSF14	-2.01225
PRRT2	-2.42525
VTA1	0.15425
AOAH	2.1425
CRISPLD2	0.516285714285714
PNN	-1.3977
TA-NFKBH	0.22525
ESPN	1.40275
RBM43	-0.8395
KIAA1267	0.34475
DDX3X	0.3195
KIAA1576	-5.302
PLXDC1	3.833
FLJ25801	-4.259
HNRNPL	0.0295
RUNDC3A	0.402666666666667
CASP12	1.012
SH2D5	-1.225875
RPL26L1	-0.096
OR51A7	0.80825
HDC	0.09
C2orf16	-0.0953333333333333
SYTL3	2.971125
GOLGA4	-0.061375
NOTCH1	-1.08133333333333
ATPAF2	0.59325
ECD	0.8185
SSX5	-1.88483333333333
SNAP91	0.944
OCA2	-4.8175
PNPO	0.631166666666667
DAPK1	-0.434166666666667
PINX1	-1.16383333333333
SELENBP1	2.296125
NEK3	-1.21825
TMED4	0.8895
SSTR4	-0.0525
FOSL1	-2.2834
CD40LG	0.2985
CES1	-1.5525
DCI	0.524833333333333
B3GAT3	0.7935
STK17B	1.15625
CNTN6	-0.23475
CYP3A4	-0.7918
MBOAT2	2.50285714285714
PISD	0.5425
USP1	-1.17375
PYDC1	3.96966666666667
CENPM	-0.879375
SAR1B	1.594
TTC7B	-1.641
DP58	0.499
GPC1	1.21225
RBL1	-1.75725
TMEM137	-4.09583333333333
TOB1	0.64175
TCEAL1	0.990166666666667
CENPF	-2.43909090909091
C6	2.00783333333333
PRSS1	-3.49875
PPIL6	1.63983333333333
C6orf124	-1.6665
ODZ4	0.6615
SNCB	0.35725
NDUFB9	0.409875
CNOT6L	0.0313333333333333
S100A9	0.0146666666666667
TRIM50	0.4085
KCTD1	1.8501
WDR63	0.406
SPEF2	2.3815
RNGTT	-0.4075
CXorf22	0.2985
KCNK16	0.28325
CEP250	-1.51675
ATPBD1B	-0.26
KCNJ2	2.96575
MT1B	-0.8865
ZNF684	-0.463
SLC4A1	0.815
PDHA1	-1.22375
ZNF492	-0.676875
TKT	-1.52625
BYSL	-0.88975
RNF38	1.03175
AHDC1	-0.106
KLHL2	0.507875
CMTM8	1.40125
DMP1	3.1935
HERPUD2	0.238125
CRTAM	1.76516666666667
ZNF572	0.48775
TMEM16J	1.4195
HSD17B2	-2.6055
UBE2G1	0.434125
AHSA2	-2.52725
PELI2	-1.3085
TPX2	-2.904625
ATP9B	1.59983333333333
DAZAP1	-0.276875
HMGCS2	1.79733333333333
C17orf38	0.311
B9D1	1.2005
NKX2-5	-0.897
KIAA1276	0.231
LILRB2	3.007
CSTF1	-0.637666666666667
BTN2A1	-1.34066666666667
C15orf48	5.1765
IGF2BP3	-4.2075
FAM113B	-0.0645
HRG	0.203875
ZNF131	-1.136
USP47	0.318285714285714
CCDC88B	-0.155125
HCN1	-0.4475
HTN1	-0.588166666666667
SYCP3	-1.00975
C13orf23	-0.4604
PAPOLA	-0.3281875
AATK	-0.2337
MSH3	-0.673333333333333
NDUFAB1	-0.72725
ITLN2	-0.844833333333333
BAK1	-0.2495
MRPL45	-0.524
MTNR1B	0.5885
LOC645843	-0.081
SPECC1L	0.524125
PGCP	1.26975
SPN	-0.950125
GPR143	1.61133333333333
ZNF576	0.348
TMEM39A	0.2517
ATP5D	0.741333333333333
MAGEB3	-1.422
RPS5	-0.283
ANP32E	-2.1555
MTMR1	0.23825
YEATS4	-0.894
SYNGAP1	-0.126
PCOLCE	-1.56133333333333
MNS1	-0.78
PCYT2	0.224
ZNF182	-2.14875
LAX1	-1.016125
SPPL2B	1.6829
ELOVL5	2.71
PCDHAC1	0.0625
B4GALNT1	-1.22116666666667
BLOC1S2	0.747625
ZNF673	-1.2223
ARHGAP21	-0.946166666666667
IRX5	1.67275
LRFN5	-0.956333333333333
FAM7A1	-1.97925
RAB19	1.1625
GINS1	-3.1035
ITM2B	1.7755
PAPSS2	-0.337
OR5BF1	0.5355
ACSL3	-0.057375
KIAA1919	-1.07958333333333
GLT8D2	0.180375
UTRN	1.98864285714286
CNN1	1.30275
HISPPD2A	-0.460666666666667
SDAD1	-0.47725
SIGLEC9	0.729166666666667
RPL35	-0.194642857142857
C22orf26	0.31
IMPDH2	-0.416875
WDR69	-0.6915
SEC14L5	-0.28
CLTA	0.13775
RP11-529I10.4	1.45875
GPR37L1	0.612
OGDH	0.26225
ASB13	0.308
ZFP14	-0.334
ZCRB1	0.348166666666667
KPNA3	-0.198
HSPA1L	1.0875
RHOC	2.10725
LOC554175	-0.443
PPP3CA	-0.1199
SLC1A7	-0.2902
ZNF529	-0.622666666666667
RBED1	0.6135
DDB2	-0.894
FLJ11286	-0.105
SPATA1	0.415
MKNK1	-0.0876666666666667
DYSF	1.29333333333333
ALKBH2	-0.9155
NKD1	-2.94933333333333
C1orf174	-0.455
PLEKHO1	-0.641666666666667
ASB10	0.37525
RING1	-0.2925
NPC2	-0.294125
AVPR1B	0.2565
YTHDF1	-0.424916666666667
LMAN1L	0.4165
GSG2	-2.171
CEP170	-0.7455
RPS4Y2	-5.113
MSH6	-1.09
HECTD2	0.158333333333333
ZNF556	-3.8425
PLEKHC1	-1.3375
AIRE	0.644166666666667
BCL2L10	0.79925
LMOD3	0.673333333333333
ZBTB8	0.3102
FOXA2	-2.7673
SLCO2A1	3.0075
C3orf46	1.058
PRDM16	-1.33016666666667
TMEM98	1.5345
FRMD5	-3.4935
PDE6C	-0.852
C1orf216	0.498833333333333
EP400	-0.475214285714286
PTK2	-0.157083333333333
RNF217	-1.01875
NDUFA8	0.5665
ZFAT1	0.01875
LAMP3	-0.934
GLTSCR2	0.30775
NPW	-1.0865
LLGL2	0.7338
PPM1K	-2.31866666666667
C20orf177	-1.051
KIR2DL4	0.4972
NFKB2	0.73875
C21orf122	-0.442333333333333
HESX1	-0.93425
GPR114	0.215
SLC25A35	0.0658333333333333
GNAT1	0.30975
ORAI3	0.526
FAM76B	-0.76675
TMEM99	1.3825
TRIM29	-0.4512
CDS1	2.51525
RHEB	-0.1576
C4orf27	-0.428
RAB3A	0.1445
OTUD6B	-1.84675
GPD1	1.24975
CDH15	-0.738666666666667
NPM1	-1.13035714285714
TMEM117	-0.57425
PRPS2	-0.0929166666666667
GCK	0.4645
ADRA2A	3.0115
TSPYL4	-0.5485
TASP1	-0.36025
WDR19	0.668916666666667
C10orf38	-1.98275
PDE4C	-0.773666666666667
FYB	-0.734083333333333
C1orf55	0.250333333333333
PPFIA3	0.14625
RAD18	-0.84225
C12orf44	0.483833333333333
CRYBA4	0.12
HVCN1	0.78175
TAF10	0.479333333333333
C16orf48	-1.1245
DEPDC5	0.825333333333333
LTBP1	-2.0655
MAPRE1	-0.179625
FGF8	0.14
C3orf52	1.66375
SENP7	-0.3555
LRRK2	0.9425
RUNDC2A	-0.480833333333333
KIAA0355	0.367333333333333
CPEB1	-1.89675
PPEF2	0.04
ABI2	-0.595833333333333
KIAA0317	-0.0225
ATF1	-0.686166666666667
DYNC1H1	0.8155
DIP	0.5565
TMEM33	0.255055555555556
POLDIP3	0.2315
C7orf24	0.84575
GPR171	0.4965
CDC6	-2.42766666666667
PLD1	-0.9835
ITFG2	-0.1759
NDUFC1	0.82325
AKNA	-1.2665
NBR1	0.3525
PKHD1	0.4715
HPS4	-0.6573
MAFA	1.76325
ULBP3	-0.5915
DIRC1	-0.5265
IMMT	-0.05625
C22orf13	0.747833333333333
CEL	0.23625
MARK3	-0.66025
ADAMTS2	0.138666666666667
ARPC3	0.342833333333333
TMEM10	0.501875
NPHS1	0.12125
BRD8	-0.734166666666667
WDR12	-1.8585
IDI2	-0.18675
HOXD13	-0.9095
OR8G2	-1.64925
SLAIN1	-4.171
GABRQ	-0.24225
NR2C2	-1.03725
NKTR	-1.9224
TLE2	1.3725
KIAA0892	-0.692166666666667
AURKA	-2.98545454545454
GPRC5C	1.62416666666667
TBC1D9B	0.42125
PNPLA6	0.717166666666667
AP3B1	0.00725
NAG	0.463375
C11orf68	0.053
AKR7A3	2.4925
AHCYL1	0.967833333333333
COP1	0.739666666666667
RPP14	-0.548083333333333
PCDHB18	0.13975
CDH24	2.20125
KRT17	-0.3248
LACTB2	-1.5545
DDX24	-0.6759
PHACTR1	-3.0565
SLC35E2	0.0915
LOXL1	-0.67
IQSEC2	0.7045
RGSL1	-0.0175
PCDHGC5	0.32
MEGF10	0.389875
PRRX1	-0.445833333333333
ASTE1	0.414
C6orf159	-1.89375
MYOD1	2.1325
GAA	1.6645
ZNF747	0.721
KLRC1	-2.4075
IL1RL2	0.503
GDF9	0.3635
GPR119	0.2075
TRAF2	0.128166666666667
HCK	2.3815
BMP6	-2.84775
IL8RA	0.716166666666667
FLJ35848	-1.2785
EFHA1	0.30625
CDSN	-0.346166666666667
C14orf54	-0.701
LSM3	-0.36125
ZFP41	0.2705
C9orf126	-1.17416666666667
VIT	-0.3485
SPCS3	0.00875
DEF8	-1.3885
CHAF1A	-1.81316666666667
C1orf165	-0.488333333333333
ZFPM2	-0.0578333333333333
FTH1	1.06675
SLC35F1	-0.5995
YWHAH	1.18775
C17orf66	0.523
ADRB1	-1.1404
FOXL1	-0.001
RG9MTD3	-0.773666666666667
UMPS	0.327125
MGC13008	-0.37
KIAA1161	0.022
CCDC77	-2.613
C12orf65	-1.7075
COG4	-0.657166666666667
RCP9	-0.817916666666667
RP4-692D3.1	3.96116666666667
CDC2L5	-0.03225
MGC7036	0.367333333333333
DNAJC11	-0.3825
GDF2	0.0661666666666667
TIMM17A	0.086
HNRNPA0	-0.6883
OR2H1	0.03
PCBP1	0.046125
COL23A1	-1.539
LRRC2	-1.09107142857143
NSD1	-0.0252142857142857
FLJ37078	-0.985375
WDR91	-0.998333333333334
TMEM179	-0.491
DSCR10	null
CNDP2	1.406
FYN	-1.774
BEX2	-2.98533333333333
KCND3	1.89725
YPEL5	2.308375
LRRC42	0.1565
C17orf45	0.073625
ZNF649	0.683
LOC150763	1.0905
COL5A2	0.585416666666667
CNGA2	0.3885
ELA2B	-0.2868
RAB9B	-1.57875
FAM100A	-0.22475
NAIP	0.396857142857143
MYOZ2	0.12
SPATA12	-0.061
XRCC4	-0.82425
CYB561	2.1987
CHST10	-0.2875
BAI1	-0.1195
BRSK1	-0.322
C17orf89	-0.003
PDE6H	-1.057
FLJ20309	0.7355
MAP7	2.174625
SCN4B	1.01725
SPAG9	-1.2701875
