Hybridization REF	TCGA-AR-A1AS-01A-11R-A12P-07
DLEU7	-0.883
RPL19	-0.08375
TOP1MT	-0.5335
LOC643641	0.242
MBD3L2	0.4745
NTSR1	0.469333333333333
WISP2	-1.546
GPSM2	-1.272375
RDH10	-1.06788888888889
PRKCG	-1.384
HIST1H4J	-0.2795
MON1B	0.7309
MLF1IP	-0.711
ZNF446	0.831125
COL4A5	1.6257
SLC26A1	0.515928571428572
RGN	-3.340375
CCNB1	-2.5875
C9orf165	0.53275
CCDC28B	-1.41275
CCDC97	0.17
FGR	2.15214285714286
MSRB3	0.4572
EPN2	-0.2605
COX15	-0.196166666666667
KCNK6	1.1316
XK	-6.6115
GDA	-5.260625
HEPH	-0.922375
THRAP3	1.325375
MET	-3.22842857142857
PHYHIP	0.827
LYAR	-1.62316666666667
ING3	-0.91675
AK7	-2.89725
CCT8L2	-0.326
COPS7A	0.923833333333333
WSCD1	-1.39975
RNF185	1.61075
TNS3	0.939
KNDC1	0.00899999999999999
RWDD4A	-0.121333333333333
MED13L	1.0319
ZFYVE1	0.47275
C7orf44	-0.853
MRPL1	-0.2495
STGC3	-1.34075
TEAD1	-0.889
RPL7A	-0.611071428571429
ARL6IP1	1.38
C1orf178	-0.424
CTAGE5	0.544166666666667
TMEM184A	-0.222166666666667
SLC25A14	-0.2775
CACNG5	-0.2465
ATXN10	-0.6927
ECH1	0.3614
CCL22	0.4285
CYP2F1	-1.88766666666667
GADL1	0.472
TMEM19	-0.1573
RUNX3	-1.57525
EFNB1	-0.668333333333333
LIPN	0.951
ACSM3	-5.255
SIGLEC8	1.60316666666667
ASCC3L1	-0.27825
NOL8	0.011875
RELT	-0.152666666666667
Magmas	-0.7485
PPP1R15B	0.5883
C11orf2	0.05825
VKORC1	0.344
MGC26647	1.3545
TRPM6	-0.3034
UGT2B7	-5.019
FEV	-0.33325
FOXK2	-0.021
PDCD5	-1.31983333333333
SLC8A1	1.34711111111111
DGUOK	-0.740666666666667
CLDN16	-0.0845
GAGE1	-0.435
RBM17	0.0562
C1QTNF3	0.6255
VGLL3	-0.180833333333333
UNQ5830	-0.683
CD1A	-3.90033333333333
SCGB1C1	-0.031
SUPT4H1	-0.675125
TRAF5	0.5935
ASAHL	0.464875
FAM73A	1.56683333333333
OR6B1	0.453
WHSC1	-1.88605
GFPT2	-0.02425
LOC339809	1.4655
STARD5	0.774666666666667
SIP1	-0.59825
DNAJC15	0.181
STAU2	-0.2045
FAM98A	0.593375
RAD23B	0.168875
LRRC33	-1.828
CHRAC1	-0.91025
C21orf89	0.19375
C19orf43	-0.109833333333333
KLK8	-1.06433333333333
CCNE1	-1.89075
PKDREJ	-0.411166666666667
SSU72	0.35675
C17orf73	-0.3865
GPR78	1.9485
WHSC1L1	-0.5288
GSTA2	-3.02825
SMUG1	-0.105
UFM1	0.642
AP3M2	-0.36425
USP14	-0.720625
FBXL14	-0.6715
DSTN	0.604
SFRS14	-0.59175
FBXO31	-0.354333333333333
C12orf40	0.867
FRS2	1.3765
NR2E3	-0.50925
TUBB2C	0.98025
GMPR	-1.42066666666667
C9orf139	0.4675
ING5	-0.224214285714286
LOC730092	0.196166666666667
ORM1	-3.26875
RP11-11C5.2	-0.93325
HSPD1	-1.2638
PIWIL3	-1.3755
C5orf13	-0.9463
OR5R1	0.6435
LCOR	0.37075
PLEKHA9	-0.052
CCDC43	-0.0765
ZNF232	-1.249
SLC6A7	0.9775
ADH5	-0.98975
SHBG	-1.474
CROCCL2	-0.58775
PANX3	-1.339
CDIPT	2.0985
SLC16A5	1.4925
TUBB	0.2345625
TOR3A	0.4694
PREP	-0.687166666666667
ENTPD8	0.405428571428571
CHMP1B	0.462
SYT12	2.9256
MYH6	-1.984
MAP3K13	-0.284833333333333
KLHL30	0.598333333333333
LCMT1	1.72075
EIF1AX	-0.0559166666666666
FOXD4L1	1.0385
SLC24A5	-1.7745
RNF166	0.256
TJAP1	0.1315
TMEM156	0.534666666666667
ZNF239	0.7575
SNX19	0.8575
GKN1	0.11175
FCN1	0.1259
C1QL1	-1.415
ATP11C	-0.51025
ZNF35	1.16375
CARD8	-0.989375
LIMD1	0.926333333333333
KIAA0286	-1.740875
XRN2	-0.434166666666667
CD6	-1.05083333333333
TOX3	-1.655
ZSCAN4	-1.44683333333333
RSRC1	0.0428750000000001
COG1	-0.1235
PTRF	0.283
C16orf35	0.71025
FBXO24	0.45425
CHST11	-0.45275
THRB	1.3745
MYBPC1	5.646
RNF39	-0.0245
PSMD11	-0.568
ALAD	1.08916666666667
EN1	1.01
SLC9A9	-1.101
GSTM4	1.4771
CDC42BPA	-0.156210526315789
RCSD1	-2.18475
LUC7L2	-0.7072
SPTBN1	-0.1132
LOC146167	0.6405
BAT5	0.6378
ZNF452	-3.16814285714286
LSM4	0.27625
SRP72	0.126
SGK269	-0.161083333333333
MTX1	1.5335
CENTA1	0.79875
UNQ9433	-0.822
ATR	-0.246666666666667
DDX49	0.528833333333333
PAQR8	-1.619
C14orf174	1.696
GBGT1	1.26025
THAP1	0.182
OR10K1	2.319
RASIP1	-2.20816666666667
DPYD	0.1219
DOHH	1.702
C18orf45	2.007
POF1B	-1.5111
ZNF552	3.487
USP32	-1.118125
MED27	-0.394666666666667
C14orf149	-1.3275
PRDX4	-1.34883333333333
ABHD12	0.9216
AGT	-2.64625
SLC22A14	-0.6245
C1orf58	1.18675
PILRA	0.36
ABCF2	-0.160625
C17orf85	-0.5772
TKTL1	-2.53225
FGF1	2.74085
IL6R	-0.0556666666666667
VPS25	0.073
CHRNB2	-0.317625
COL7A1	-0.5194
LRRC48	2.73116666666667
SPG20	-0.79
COX10	-0.04525
GCA	0.629
ECEL1	-0.417833333333333
GLG1	-0.169833333333333
SRD5A2L2	0.257333333333333
MUTYH	-0.926
ZNF70	0.06525
L2HGDH	-0.59925
GPATCH2	1.2245
ZNF655	-0.5465
ZNF227	-0.658333333333333
MCOLN2	-1.35383333333333
NQO2	0.50575
KCNQ5	0.2225
NEU1	-0.131333333333333
QRICH1	-0.08875
ZBTB20	-0.107833333333333
RPUSD3	0.3635
EPGN	0.310166666666667
TSN	0.0369166666666667
SPRY2	-2.99716666666667
LZTFL1	1.153375
GMFB	0.857125
PBEF1	-1.4817
HBG2	-4.15875
TMEM8	1.7165
PALM2-AKAP2	-2.09033333333333
NFYA	0.3285
FAM108A1	0.563875
PBLD	2.100625
NRG4	-2.05175
PIGF	0.08
PTGER1	-0.24875
NOS2A	-0.907833333333333
C21orf34	-1.55366666666667
C21orf51	0.06175
IL17C	-0.394
TRMT6	-0.638833333333333
ETV2	-0.167666666666667
CCDC109A	0.04325
MYLK2	-2.5695
ATP10A	2.323
DPH4	-0.67825
C5orf5	-0.520833333333333
KCNA4	0.8806
NMNAT2	-2.633
GLYATL2	-2.5745
LSMD1	-0.461
IL23R	-3.80825
NRF1	0.1745
MUC15	-2.8405
PRDM12	-1.8355
PAQR4	1.285
RBBP6	-0.6315625
IFI27	1.743
SKAP2	-1.12833333333333
TAGAP	0.260625
TJP3	2.9295
C9orf61	0.417
IDS	0.376428571428572
PARG	-0.32525
LOC131149	0.258
DYRK4	-0.5525
MICALL1	0.83425
GALR2	0.303
GPBP1L1	0.27675
TBX21	0.84975
KCNJ6	1.04466666666667
GGN	1.26225
CASP5	0.0618333333333334
RNF182	-5.9595
BRD4	0.33575
DOK4	-0.560875
SLC46A2	1.84666666666667
SOX9	1.65691666666667
ZNRD1	-1.04016666666667
PRR6	-2.567
FAU	-0.5035
DTNB	2.11383333333333
CARD9	-0.2325
STS-1	-0.764666666666666
SLC4A5	-0.096125
NSBP1	0.20075
UGCGL2	-0.601
POTE15	-0.9555
NOXA1	1.22775
RP13-347D8.3	3.06725
SAMD10	0.139833333333333
EP400NL	-1.96425
TCF21	0.5015
AMELX	0.485
JPH2	0.552
SLA	1.9195
DLST	-0.474833333333333
SEPT12	0.0276666666666667
RGS20	-4.5035
LXN	0.5575
ZNF419	-1.877375
UPK3B	-0.238166666666667
RELL1	-0.21475
ESPNL	-0.137
KLHL21	-0.3265
PI15	-1.416
C2orf61	-0.1565
LOC407835	1.125
RER1	0.576083333333333
ELAVL2	0.7195
MGC26718	0.225
KLF2	2.8075
TNFAIP8L3	0.961666666666667
TFE3	0.395
C11orf17	-0.527
15E1.2	-1.94525
SNRPC	-0.992
DLGAP1	-1.94175
PGLYRP1	-0.221875
OVCH2	0.811
IRF7	1.6675
SET	-0.2476
NAB2	0.9905
LRP5L	-0.322
FAM120A	1.2128125
ASCL2	1.0065
SHH	0.11
ATP5H	-0.0726666666666667
THPO	-1.10833333333333
TYRP1	0.740666666666667
HIST1H3E	1.44266666666667
EIF2S1	-0.0217777777777776
TNFRSF17	-3.7235
TARSL2	-0.40975
NKX2-8	1.355875
C1orf115	0.423375
LOC56964	0.9525
KIAA0841	-1.8705
ISCU	-0.264
TTMA	-0.4115
ZNF414	1.603
LOC441150	0.266
RAB15	-0.604
HBP1	0.960666666666667
TNNT2	-1.581
CECR5	-0.40825
PHGDH	-1.066125
JRK	-0.1739
XPO4	-0.8635
FAM131C	0.6535
ARHGAP25	0.7888
CA9	-0.620888888888889
GPR62	0.3895
TLX1	0.544
GPS1	0.9585
OR2M2	-1.069
BDP1	0.190714285714286
FAM70B	2.05525
RPS29	-0.812
MKLN1	-0.4343
TSPAN19	-3.50725
SLC29A3	0.7274
LGALS4	-0.457
USH2A	1.00883333333333
NF1	0.0541666666666666
APOBEC3A	-0.661833333333333
IMPAD1	-0.257166666666667
OLR1	3.29833333333333
NRAP	-0.772
HCFC1R1	0.534666666666667
TAOK2	1.179
MCM10	-2.41033333333333
MAP4K3	-0.0713333333333333
CBS	-2.44025
CLK3	0.2313
PCDHGA5	1.061
ELF4	0.456625
FAM71A	-0.83
C11orf49	0.27925
CLIP2	-0.5395
BTBD9	0.8131
ZNF524	1.218
KDELR1	0.515
ZNF509	-0.2135
NCSTN	0.583
ZNF533	0.191642857142857
PARP4	-0.074875
GALNT9	0.112166666666667
NPY	-4.2115
BEGAIN	-2.86266666666667
TMEM77	1.42916666666667
FOXRED1	-0.130166666666667
SLC16A2	1.226
SLC35B1	-0.4975
GK5	-0.7355
SDCCAG10	-0.912
C4orf20	-0.4535
SLC9A2	-1.52075
ADD1	0.685928571428571
TAL2	-0.9165
ACLY	-0.129875
DNAJC1	1.5055
SOST	1.1085
USP43	0.5505
CYP4F12	-0.93775
FKBP5	1.0315
CHCHD5	0.4467
NUDT22	-0.18125
CCDC85B	-0.33925
OR51G2	0.192
STRN3	0.528
TMOD2	-0.466
FLI1	-1.4075
MAB21L2	-0.644333333333333
DGKQ	1.0185
VPRBP	1.55516666666667
SCNN1B	0.4998
ECHDC3	1.5016
TMEM106C	-1.3705
CSNK2A2	-0.8565
RPL39	-1.4951
HERC3	0.024
ZBTB47	0.931333333333333
ZNF681	-0.34075
PAGE2	-3.288
CLIC5	0.547142857142857
RABAC1	-0.0675
ZFHX2	0.82925
YPEL1	1.32216666666667
KIAA0776	-0.77775
NR1D2	0.568
DNAJC4	0.68525
NPNT	1.7005
ZNF677	-0.778
ZNF536	-0.47
MEF2B	-0.124583333333333
PTPN4	-0.755875
CTCFL	-5.9005
STX5	0.3175
CD72	2.06225
VEGFA	0.520421052631579
XRCC1	-0.3749
MAS1L	0.1375
ELL	0.1413
SETBP1	1.3165
CDH11	2.114
NDC80	-2.16123076923077
DMBX1	-2.72425
NRSN1	0.572833333333333
BAT2D1	0.62275
CDS2	0.388
C1orf212	0.022
SENP3	-0.547125
IL1F9	-0.5345
EEF2K	0.91275
COG8	1.03875
CEP72	-2.09075
OR1L8	-0.157
MUS81	-0.241083333333333
PHYH	0.329375
GGT6	1.5915
C22orf23	-0.90925
C13orf33	1.80925
MAPK8IP2	1.86475
NELL2	-0.86475
POU3F2	-3.521
ALPK1	1.68125
MRPS18C	-0.8605
RPLP2	-0.107875
FGF22	-0.8225
SPNS1	1.17266666666667
ZFP1	-0.72675
IL1RAPL1	-2.591
PCSK9	-3.8535
NKX2-1	0.571615384615385
C6orf189	-0.2985
SP4	-0.364
SLC11A1	2.4286
C21orf25	-1.0925
ICAM2	-1.056375
SH3GL1	-0.071
GSK3B	0.2535
RALB	1.057375
PDXP	-0.3525
GNGT1	-3.175
KIR2DL1	0.3645
TNFAIP3	-1.029
C6orf32	0.1455
CBLN2	-2.57375
PANK3	0.4335
TAAR9	1.273
WDR82	1.42971428571429
APOM	-3.743125
TRIP10	0.205
SPATA16	0.927
C1orf135	-2.5505
USP51	-0.87975
TESK1	1.2275
C11orf64	-0.316
ZNF611	0.098
PDE6G	-0.443166666666667
HLA-DQA1	1.252875
GCLC	-0.13025
SEC61A1	0.453571428571429
TWSG1	-0.14875
ZMYND10	3.22275
CTDP1	1.630375
ADAMTS6	-1.02016666666667
SLIT1	-2.29975
KRT86	-0.203
KIAA0574	-0.92525
GTPBP2	-0.4904
PQLC3	0.882
PRRX2	-0.0245
C15orf44	-0.0898333333333333
MKKS	-0.686125
C11orf10	-0.0825
GPR110	-0.945875
CD109	1.10183333333333
ADCY1	0.826166666666667
RHBG	-3.61925
TP53I3	-0.29075
SLC22A3	-1.4729
UCP2	1.2845
FOXG1	-3.42916666666667
OR2AG1	0.5
TRIM24	-1.2085
PROC	-3.275875
TAAR6	0.023
AMTN	-0.5915
C10orf47	-0.131
DEPDC1	-2.0875
FLJ45557	0.5095
ZDHHC17	-0.75775
KIAA1429	-0.0825
KCNH1	1.153
VNN3	0.193875
PSMAL	1.475
PPARD	-0.054375
HFM1	-1.76533333333333
YBX1	-2.18133333333333
ZNF695	-2.34175
SCTR	-0.584333333333333
DCDC1	0.002
VPS26B	1.2793
MTF2	-0.690666666666667
ATP6V1F	-0.52425
CCDC94	0.452
PERF15	-0.949
CCL11	1.9935
LMO7	-0.514375
DCST1	0.3915
ADRBK1	-0.06425
CDRT4	-0.861125
ZNF84	-0.65875
HOXD8	0.20475
STARD8	-0.240333333333333
FOXP2	-1.507375
CCDC103	0.545
POLR3A	-0.2365
GSC	-1.36566666666667
ZNF114	-1.252
HTR7P	0.4735
LALBA	-0.0745
RMND5A	-0.0106666666666667
PSCD2	1.92025
ZNF409	0.5765
KRTAP1-3	0.4415
MAF1	1.006
LOC201725	-1.2975
NRN1	-1.48675
SPAG5	-2.71833333333333
DNAH7	2.4135
FLJ43860	0.5115
BRCA2	-0.581
ACADM	-0.403125
CXXC6	-3.664
RAGE	-0.469
CHMP2A	0.66775
FAM8A1	0.8096
GPR21	-0.683
SLC12A3	-3.28116666666667
FVT1	-0.113
ZDHHC7	0.019875
FLJ44048	-0.0263333333333333
SLC44A3	1.74666666666667
SDSL	0.800166666666667
MMP8	-0.65925
PLA2G12B	-4.17983333333333
ACY1	0.025
MT1E	-1.628
OR4K15	1.4195
TECTB	-0.4355
GPR20	-0.470375
IRAK2	-0.62675
RFPL3	-1.45885714285714
MYO9A	-0.62
NARG1L	-0.561916666666667
BLMH	-2.992875
CCDC3	0.9495
C9orf21	-0.884833333333333
KIAA0513	0.122666666666667
MIER2	-0.56375
PNMA2	-1.67136363636364
SH3BP2	1.2264
ANXA10	-2.07166666666667
RTN2	1.77066666666667
TFB1M	-1.255
PRPH2	3.218
C14orf133	0.418
GOLGB1	1.38725
IRX4	-0.801875
NFKBIL1	1.12416666666667
C10orf62	-0.19425
APBB3	0.105
RPS10	-0.4314
LOC728378	-1.10525
TLE3	1.35827777777778
PSMB7	-0.206375
MESDC1	-0.302
SLC6A1	1.30833333333333
OCLN	1.15283333333333
PTTG3	-2.288
NAGLU	-0.372
SERTAD4	2.516875
SPRY1	-0.28675
FLJ10781	-1.20958333333333
MYSM1	-0.53775
TRIM4	0.664571428571429
SH3YL1	1.11675
TREM2	3.57166666666667
SERPINI1	0.82975
HDHD3	0.76525
TMEM38A	0.339625
EID2B	-1.472
TDRD3	-0.595833333333333
SEDLP	0.453
THSD7A	0.293166666666667
NDST3	-2.84525
KLHL15	-0.971363636363636
DHRS12	2.3595
FBXO9	-0.4065
TNPO1	-0.303416666666667
MRPL13	-0.35
SNX5	-2.238
METTL6	0.47825
SOD1	0.479
CHML	0.312833333333333
PACS1	1.48825
SIRT5	-0.7412
CAPN2	0.49
FXYD5	0.600666666666667
TWISTNB	-0.683375
LRFN1	1.14716666666667
UBE1L	0.56575
UBE1C	0.6485
OR51B2	0.01375
OR4D11	-0.2245
C15orf2	-0.2265
NR4A1	-0.943
LOC339047	-1.7815
TRIM17	2.224625
ATP5G3	-1.038
RPL15	-0.0271666666666667
ADAMTS8	-0.043
HOXC4	0.4855
C14orf37	2.396
CEACAM5	1.401
MYT1L	-0.96
RASA2	0.70875
OSBPL7	0.3125
STAG1	-0.639
GIMAP4	3.66866666666667
FUT3	3.061
PIF1	-2.914
LPIN2	0.5038
SH3PX3	1.03225
PDP2	-0.161
PAPD1	-0.258625
ERP27	2.71925
APOOL	-0.267
DIABLO	0.073
TRHR	0.156625
ARMC9	-0.182625
RNF152	2.548
SLITRK3	-0.3488
ZNF211	-0.571
PFDN1	0.498125
RGS11	1.527375
HS6ST1	1.0279
AKR1D1	-1.632
TNP2	0.439666666666667
STK31	-1.0375
EML4	-1.68866666666667
SGTA	0.561833333333333
HIST1H2BI	1.04466666666667
PSMD6	-1.45
KIAA1257	3.44125
C18orf55	-0.814
FLJ20273	3.1495
RPL28	-0.4375
EPYC	0.751
NOX3	0.053
ELAC1	-0.821166666666667
METT11D1	-0.514
BIN2	-0.348833333333333
NACA2	0.185
CCDC17	-1.8325
HM13	-0.00160000000000001
UBOX5	-0.894375
UBE2O	-0.172375
UBL5	0.056
APOLD1	0.9655
C9orf31	0.37475
TNFSF8	0.7455
ARHGAP29	0.01575
PROKR2	-0.125
PDE5A	-1.1845
C6orf12	-0.6465
TOM1L1	1.1035
WHDC1	-0.320375
FOXI1	0.992666666666667
RAB4A	0.8529
TMEM39B	-0.701
ATPBD1C	-0.6345
FARSA	-0.385833333333333
PLEKHG5	0.3055
CMAS	-0.610666666666667
OR7E24	-0.8205
SLC30A1	1.4705
CDC42EP5	2.30233333333333
PLAC1	-2.331
KLHL18	0.529
LBA1	0.4879
TAZ	0.6395
CRIP2	2.700375
BTBD11	-2.074
C16orf72	1.6425
DIO2	0.9846
LRRCC1	0.0763333333333333
CCDC136	-2.5155
PRX	-0.035375
RBM5	0.2929
TMEM85	0.012125
TUBGCP4	-1.69116666666667
APLN	1.334375
CDK7	-0.139833333333333
SSR2	1.26283333333333
CRELD1	-0.2665
C19orf46	1.84
GAL3ST4	1.22016666666667
KBTBD10	0.50925
IL28A	-0.00125000000000001
WDR27	-0.3055
MCM2	-0.8415
SOX14	0.1135
FLJ39743	0.298
KIAA0922	-0.14625
HIPK4	-0.075
FLJ25758	-0.492
C16orf57	0.158666666666667
PDZD2	-0.371875
MCC	1.780875
HHLA3	1.297
ID2	-0.084
C20orf23	2.7775
ZNF688	1.269
APOC2	-2.32866666666667
LOC440093	0.0045
FAM50B	1.84783333333333
PWP1	-0.873
DNAH10	-0.6155
HIST1H2BA	0.081
GPR56	0.887
METAP2	-0.729375
PAN3	0.661666666666667
STXBP4	-0.417
PDHX	-0.4225
MTA1	1.15025
ZBED4	0.162
ZNF720	1.733
CDK2	-1.452875
RHOJ	-0.474375
CDC37	1.45133333333333
ZER1	0.7995
GRK4	-1.0075
PRPH	-0.656
POLR2A	0.227625
OGFOD1	-1.11575
NOL5A	-0.95425
PHEX	1.867
FLJ16478	-0.6795
C20orf117	-0.983875
CAMTA2	0.5615
C11orf74	-0.1715
DDX17	0.410916666666667
C5orf27	0.378125
PLEKHA2	-1.3247
PDE4DIP	0.1258
SCN7A	0.2465
ZNF559	-0.683833333333333
CXCL10	1.67875
ZMYM4	-0.0731666666666667
STK32B	-0.625
KIAA0888	-3.8768
TACR3	-0.00800000000000001
CKAP2L	-2.44425
KIF1A	-1.116
RSPRY1	1.6575
VCAN	0.9195
CYP27C1	0.468
SYDE1	-1.3915
MED12L	0.06425
ZDHHC21	1.7445
NHS	0.8
TM9SF3	0.936
DDHD1	-0.74975
MAFG	-0.863083333333333
BICD2	0.8101
C14orf119	-0.267166666666667
C14orf43	0.536857142857143
CDH7	-1.13325
ALKBH5	-0.418428571428571
JUP	1.548875
TMEM41A	0.901
MAMDC4	-1.54166666666667
CBX3	0.000999999999999994
LRRC18	-0.24
RBMXL2	-0.393666666666667
PLA2G4D	0.597833333333333
FGF13	0.531375
KIF3A	0.753166666666667
PDIA6	-0.4915
DCXR	0.69425
CASKIN2	0.1695
EHD1	0.0326666666666667
MARCKSL1	0.640166666666667
ZNF496	0.792666666666667
SCAF1	0.331166666666667
KCTD8	-3.5345
TRAF3IP3	-0.625
LSR	2.2895
CXorf1	0.650333333333333
C14orf112	0.501666666666667
EIF2B1	0.41025
OMP	0.144
GSTZ1	0.7485
LOC92017	0.641
ISLR2	0.9735
C12orf36	0.914
GATA2	0.437166666666667
GABRA5	-2.406
CELSR2	0.195285714285714
STAM2	0.309
TNAP	-1.6615
PTPMT1	-1.71033333333333
GRP	5.78925
SV2A	-1.5378
MAGEA12	-4.19425
CACNG1	1.1465
C18orf19	-1.2755
GSG1	0.218
PTPRJ	-0.458642857142857
FRMPD1	0.9765
ZNF668	1.646
PLEKHJ1	-0.15075
ADAT1	0.0711
TMEM50A	0.7051
UCN3	-0.162
HOOK1	2.073625
IL17B	-1.467
MLKL	-2.55766666666667
TTC14	-0.146
KLHL5	1.006875
CRYL1	0.308833333333333
FOXH1	0.3855
NFYB	-0.1585
PPM1G	0.2365
GOLGA2LY1	-1.21325
NMT1	-0.351625
HADHA	0.2249
CHSY-2	1.434
PLEKHF1	0.174642857142857
SAGE1	-2.446
MUSTN1	-0.6365
SUHW4	0.60525
TFEB	0.8055
ZFYVE27	-0.51875
ATG12	-0.5365
BMI1	1.70257142857143
ZIM3	-0.0083333333333333
MYH4	-1.46775
MASP1	-1.26991666666667
KIAA0984	0.86675
RPAP2	-0.46
ASB5	-0.6945
BOLA3	-1.44883333333333
MIA3	0.535
KRT35	0.9555
KIR3DL3	-2.008
MRPL51	-0.83425
SEMA3F	2.46916666666667
NDUFB2	-0.0226666666666667
LOC253012	-2.4095
FAM46C	-1.0341
G6PC	-3.345125
CSAG3A	-5.02633333333333
PREX1	2.674
SLC25A45	0.095625
MAPKBP1	0.1832
CPE	0.2581
GNB1	0.42075
CXCR6	0.8135
TRIM46	2.74625
C16orf3	0.799666666666667
HPSE	0.84475
TIGD3	0.259
SPG3A	0.1755
LCAT	-1.56766666666667
ST6GAL1	0.223111111111111
POMC	-1.325
FLJ36031	-0.0696666666666667
NSMAF	-1.06966666666667
SKIL	2.2085
ADSS	0.988666666666667
HMGCS1	-1.1208
POLR3F	-0.326166666666667
RAB10	0.2815
ZNF277P	-0.859625
ZBTB7B	1.65725
DHRS1	0.9945
ABCC13	3.21
CNOT3	0.155
NFKBIA	0.63975
GAK	1.448
SFT2D2	1.30966666666667
HOXA6	1.5565
CRTC1	1.25975
LY6D	-1.2045
C20orf72	-0.314666666666667
CPT1A	-0.71025
LMO1	-1.1515
EIF3I	-0.034
PRB4	-1.15025
MCM3APAS	-2.40975
C20orf132	-1.7095
FOXF2	-3.561
S100A12	-0.15925
MLH1	0.053
ACTN1	1.328
MRPL36	-0.970166666666667
C20orf106	-1.44225
FBXO6	0.7555
MKS1	0.650666666666667
CX3CR1	-2.206125
PDE1B	1.275
PLP1	-4.419
KISS1	0.6565
C14orf2	-0.848
TBC1D3P2	-0.44625
COMMD6	0.6933
ANKRD7	-1.80075
PTCHD1	-2.033625
NARS2	-0.72575
DOCK7	-1.0445
FAM127B	-0.319
LOC390243	-0.168666666666667
N6AMT2	1.113
ZNF391	-1.879
DNAJB14	-0.280666666666667
WRB	-0.1815
BPI	-0.411
TTC4	0.225
FAM10A5	-0.0345
GOT1L1	0.106222222222222
MAGED1	-0.106875
RESP18	0.49525
WFDC6	0.34175
MT2A	-1.256
C11orf56	-0.00025
KIAA1432	0.053
ROR1	-2.214625
HSD17B14	1.72366666666667
ZFAND2B	0.60775
SAMD4B	1.295
HEXA	0.099625
HNRNPU	0.476045454545455
USP39	-0.48775
NRD1	-0.20525
R3HDML	-0.034
FLT4	1.00283333333333
OMG	-0.1552
OR52N4	-0.4405
LOC399818	-0.64875
ELA2	-2.64925
VENTXP1	-0.9895
RFC5	-1.542
OR52L1	-0.388
PAX5	0.391
FBXO2	-0.69925
GMEB1	0.2075
AKT3	-0.810833333333333
CRB1	-1.69216666666667
CTTN	1.27283333333333
UTP15	-0.376
HSBP1	-0.00816666666666668
PHF11	1.7085
NDEL1	0.222166666666667
USP8	-0.29575
BAIAP2	0.5240625
SI	-0.48475
ARSJ	-0.442166666666667
BAAT	-2.993
KCNS3	2.9615
LOC126147	-0.888333333333333
TMEM37	-0.1165
C1orf162	2.86933333333333
MBD1	0.6257
ITGAL	2.24616666666667
WDR73	0.0673333333333333
GKN2	0.4675
ARFGAP1	0.191
SLC5A8	-1.44516666666667
ZBTB40	0.0984
CYP4B1	7.01166666666667
LYPLAL1	0.61525
CHST3	-0.06875
MAP3K9	0.744
BTAF1	0.165166666666667
TFAP2E	0.19
RBM35B	1.6345
LOC441251	-0.489333333333333
ANKRD25	-0.477777777777778
UQCRC2	1.0605
MAEA	0.609083333333333
HYAL1	-2.909
RNPEPL1	0.554833333333333
CPSF2	-0.9465
PSD3	-1.8824
ABCA13	-0.566857142857143
AGR2	2.6255
GBX1	-0.127
HDLBP	0.295357142857143
ACY3	-0.67575
HECW1	-1.75866666666667
ZNF519	-0.60725
HOPX	2.914125
ZNF304	0.503875
OR12D3	-2.339
FKSG43	0.73625
METTL1	0.351625
MFSD3	0.669
PSPH	-0.895
CLCA3	0.9615
DARS2	-1.04966666666667
CDC25A	-0.909333333333333
BAIAP2L1	0.61525
B3GNT5	-1.646625
USP29	0.691
ARHGEF10L	0.3836
ATOX1	-0.196
ADAM30	-0.257666666666667
DNASE1	1.41675
STT3A	-0.737083333333333
RAB6IP1	-0.55025
PTN	-1.2342
C1orf106	-1.87738461538462
HECA	1.037
RNF122	-1.58975
SLC22A18AS	1.952
GNG8	0.293333333333333
ELP4	-0.65975
FAM65A	0.0411666666666667
RPL10A	0.146666666666667
IRS4	0.6075
MACF1	0.6525
SEC24D	-0.40525
LOC374395	1.2225
TGFB2	0.281375
MDFIC	-0.691375
CHRNE	0.425833333333333
PCMTD2	-0.917333333333333
ATP6V0D1	1.01116666666667
MTA2	-0.61525
LZTR1	0.491166666666667
RAP1A	1.17383333333333
AXIN1	1.4715
POLR1C	0.66025
TRIO	0.147916666666667
PLXNA4A	-0.283090909090909
C5orf33	-0.852
DEPDC1B	-3.358375
ZNF473	0.211833333333333
MTM1	0.639375
GPR107	0.766833333333333
CSNK1A1L	1.0455
FLJ14154	2.7295
NLRC4	3.833
ENPP4	-1.97633333333333
PADI3	-0.738
RNF170	0.068625
CG018	-1.8465
C16orf7	0.736
KCNE1	-1.23875
NRM	-1.19333333333333
SLC37A3	0.377714285714286
TPD52L2	-0.288
UNC5B	1.5255
C12orf12	2.355
SDHB	0.13525
CLRN1	0.604625
NUDT10	-1.938
UGT3A1	-0.689857142857143
FBXW8	0.8455
RHOF	-0.616125
PTPLAD1	-0.227375
MYO3B	-0.29925
DERA	-0.8505
TPP2	0.2155
C19orf53	0.565166666666667
GINS3	0.215625
ST6GALNAC5	-0.6135
CHSY1	0.38275
MGC15705	-0.06
GPR83	0.5248
EXT2	-0.534875
DOLK	0.26025
TUBAL3	-1.77475
ACVRL1	1.7768
ABL2	-0.437583333333333
C14orf156	-1.08666666666667
PTPRZ1	-5.39625
DIP2C	0.087375
LAMP1	1.39825
RXRA	-0.2654
MAP3K5	2.13175
ALKBH1	0.0448333333333333
