Hybridization REF	TCGA-BH-A18M-11A-33R-A12D-07
C9orf165	0.024
CCDC28B	-1.19725
CCDC97	0.6525
FGR	1.519125
MSRB3	1.7981
EPN2	0.50625
COX15	-1.01483333333333
KCNK6	-0.717
XK	-3.306
GDA	-5.424
HEPH	-0.047375
THRAP3	-0.436625
MET	-0.534928571428571
PHYHIP	2.7015
LYAR	-0.873833333333333
ING3	1.107
AK7	-1.246
CCT8L2	-0.1205
COPS7A	0.309666666666667
WSCD1	0.16325
RNF185	1.356125
TNS3	0.123
KNDC1	-0.331333333333333
RWDD4A	0.331
MED13L	0.5796
ZFYVE1	0.444125
C7orf44	-0.924333333333333
MRPL1	-0.062
STGC3	0.30625
TEAD1	-0.245333333333333
RPL7A	-0.269428571428571
ARL6IP1	-0.0411
C1orf178	0.2045
CTAGE5	-0.00675000000000001
TMEM184A	-1.00033333333333
SLC25A14	0.063
CACNG5	-0.04525
ATXN10	-0.1903
ECH1	1.1289
CCL22	0.07225
CYP2F1	-1.7775
GADL1	0.169
TMEM19	-0.5631
RUNX3	0.846
EFNB1	1.0315
LIPN	0.1825
ACSM3	-3.611
SIGLEC8	0.325333333333333
ASCC3L1	-0.25025
NOL8	0.037875
RELT	-1.11983333333333
Magmas	-2.01025
PPP1R15B	-0.2528
C11orf2	0.5315
VKORC1	-0.8345
MGC26647	-0.755666666666667
TRPM6	1.31908333333333
UGT2B7	-3.93466666666667
FEV	-0.53425
FOXK2	-0.446
PDCD5	-0.664333333333333
SLC8A1	1.85788888888889
DGUOK	-0.958833333333333
CLDN16	0.537
GAGE1	-0.5515
RBM17	0.8018
C1QTNF3	0.20625
VGLL3	0.6225
UNQ5830	1.076
CD1A	-3.0295
SCGB1C1	1.1105
SUPT4H1	-1.062125
TRAF5	0.4985
ASAHL	0.857125
FAM73A	0.421333333333333
OR6B1	0.326
WHSC1	-2.20405
GFPT2	0.26525
LOC339809	0.679
STARD5	0.00575000000000002
SIP1	-0.58
DNAJC15	0.32825
STAU2	0.00606666666666666
FAM98A	0.107
RAD23B	-0.1945625
LRRC33	-1.15825
CHRAC1	-1.0785
C21orf89	0.31525
C19orf43	-0.137166666666667
KLK8	2.52533333333333
CCNE1	-2.653375
PKDREJ	0.782
SSU72	-0.04
C17orf73	0.2505
GPR78	-0.323
WHSC1L1	-0.0325999999999999
GSTA2	2.3105
SMUG1	-0.0461666666666667
UFM1	0.7716
AP3M2	-0.267416666666667
USP14	-0.667625
FBXL14	0.707166666666667
DSTN	1.1605
SFRS14	-1.62575
FBXO31	0.458166666666667
C12orf40	-0.57925
FRS2	0.103
NR2E3	-0.67825
TUBB2C	-0.64725
GMPR	-0.295666666666667
C9orf139	0.1545
ING5	-0.603230769230769
LOC730092	0.143166666666667
ORM1	-5.78275
RP11-11C5.2	-1.5185
HSPD1	-1.3848
PIWIL3	-0.033
C5orf13	-0.8726
OR5R1	0.16
LCOR	0.25875
PLEKHA9	0.0685
CCDC43	-0.60675
ZNF232	0.00675
SLC6A7	-1.077
ADH5	0.605416666666667
SHBG	-0.878333333333333
CROCCL2	0.51425
PANX3	-0.533
CDIPT	1.2065
SLC16A5	0.258
TUBB	-1.042625
TOR3A	-0.6216
PREP	-0.202333333333333
ENTPD8	0.129571428571429
CHMP1B	0.28375
SYT12	0.6066
MYH6	-1.976
MAP3K13	0.809166666666666
KLHL30	0.538
LCMT1	0.374875
EIF1AX	0.1735
FOXD4L1	0.596
SLC24A5	-1.465
RNF166	-0.4413
TJAP1	-0.307
TMEM156	-0.220666666666667
ZNF239	0.04125
SNX19	0.383
GKN1	1.30675
FCN1	2.6811
C1QL1	-0.76475
ATP11C	0.032625
ZNF35	-0.09275
CARD8	0.287375
LIMD1	-1.36616666666667
KIAA0286	-1.116125
XRN2	-0.693833333333333
CD6	-0.532166666666667
TOX3	0.668
ZSCAN4	0.217
RSRC1	-0.71175
COG1	0.05325
PTRF	1.6549
C16orf35	-0.691625
FBXO24	-0.44
CHST11	-1.38525
THRB	0.7548
MYBPC1	4.6295
RNF39	1.915
PSMD11	-0.7985
ALAD	0.766166666666667
EN1	1.279
SLC9A9	1.098
GSTM4	0.5818
CDC42BPA	0.0129473684210526
RCSD1	0.27925
LUC7L2	-0.4494
SPTBN1	2.0333
LOC146167	0.458
BAT5	0.0073
ZNF452	-0.47225
LSM4	-1.074625
SRP72	-0.3107
SGK269	0.431416666666667
MTX1	-0.14875
CENTA1	-0.2275
UNQ9433	0.2185
ATR	-0.376833333333333
DDX49	-0.529166666666667
PAQR8	-0.579666666666667
C14orf174	-0.29325
GBGT1	-0.19075
THAP1	0.288
OR10K1	1.386
RASIP1	-0.71
DPYD	0.5101
DOHH	-0.15725
C18orf45	0.10575
POF1B	0.0387999999999999
ZNF552	1.405
USP32	-1.178875
MED27	-0.1655
C14orf149	-0.0603333333333333
PRDX4	-1.30266666666667
ABHD12	0.1856
AGT	-2.78175
SLC22A14	-0.04925
C1orf58	-0.35675
PILRA	-0.325
ABCF2	-1.096875
C17orf85	-0.0175
TKTL1	-0.44325
FGF1	1.79365
IL6R	0.681666666666667
VPS25	-0.63675
CHRNB2	0.3775
COL7A1	-1.5891
LRRC48	2.142
SPG20	1.5955
COX10	-0.464
GCA	0.8585
ECEL1	0.0786666666666667
GLG1	0.233833333333333
SRD5A2L2	1.3025
MUTYH	-1.24075
ZNF70	-0.22575
L2HGDH	-1.40275
GPATCH2	0.471
ZNF655	-0.2
ZNF227	0.0425
MCOLN2	0.1315
NQO2	0.95175
KCNQ5	-0.799
NEU1	0.085
QRICH1	-0.526
ZBTB20	1.598
RPUSD3	-0.9885
EPGN	0.1055
TSN	0.02
SPRY2	0.595666666666667
LZTFL1	0.14425
GMFB	0.262875
PBEF1	0.154
HBG2	-4.76725
TMEM8	-0.93525
PALM2-AKAP2	1.52433333333333
NFYA	-0.3735
FAM108A1	0.06025
PBLD	1.2205
NRG4	-1.17675
PIGF	0.1885
PTGER1	0.1765
NOS2A	0.374333333333333
C21orf34	1.85433333333333
C21orf51	0.671083333333333
IL17C	-0.2315
TRMT6	-1.02233333333333
ETV2	-0.0936666666666667
CCDC109A	-0.65725
MYLK2	-2.483
ATP10A	0.7964
DPH4	-0.2305
C5orf5	-0.637333333333333
KCNA4	0.686333333333333
NMNAT2	1.6695
GLYATL2	2.5645
LSMD1	-0.119625
IL23R	-0.994
NRF1	-0.517
MUC15	1.199
PRDM12	-2.783
PAQR4	-1.881
RBBP6	-1.085125
IFI27	3.7045
SKAP2	0.890166666666667
TAGAP	1.500375
TJP3	0.846
C9orf61	2.5295
IDS	-0.226714285714286
PARG	-0.2735
LOC131149	-0.0895
DYRK4	-0.235333333333333
MICALL1	-0.4675
GALR2	0.797
GPBP1L1	0.598125
TBX21	3.016
KCNJ6	-0.2855
GGN	-0.045
CASP5	0.387666666666667
RNF182	-3.67
BRD4	-0.76175
DOK4	-0.44775
SLC46A2	0.7698
SOX9	0.714333333333333
ZNRD1	-0.554
PRR6	-2.4745
FAU	0.498625
DTNB	0.228833333333333
CARD9	-0.39825
STS-1	-1.71566666666667
SLC4A5	-0.32
NSBP1	-0.736
UGCGL2	-0.59375
POTE15	-0.8245
NOXA1	-0.21075
RP13-347D8.3	2.6265
SAMD10	-0.132166666666667
EP400NL	-1.91725
TCF21	0.449
AMELX	-0.4085
JPH2	1.0127
SLA	1.463125
DLST	-1.01416666666667
SEPT12	0.266666666666667
RGS20	-3.14875
LXN	1.08266666666667
ZNF419	0.18725
UPK3B	-0.116
RELL1	2.02025
ESPNL	1.754
KLHL21	0.650875
PI15	2.1665
C2orf61	-0.1505
LOC407835	-0.519833333333333
RER1	-0.0266666666666666
ELAVL2	1.1635
MGC26718	0.68375
KLF2	3.003
TNFAIP8L3	1.08783333333333
TFE3	0.69525
C11orf17	-0.195875
15E1.2	-2.23675
SNRPC	-1.366
DLGAP1	0.048
PGLYRP1	0.441142857142857
OVCH2	0.526
IRF7	0.588
SET	-1.4835
NAB2	-0.0363333333333333
LRP5L	-0.90225
FAM120A	-0.412625
ASCL2	-0.459833333333333
SHH	-0.25
ATP5H	-0.269666666666667
THPO	-0.376166666666667
TYRP1	-4.1165
HIST1H3E	0.0226666666666667
EIF2S1	-0.369555555555556
TNFRSF17	-0.623166666666667
TARSL2	0.65225
NKX2-8	0.055875
C1orf115	2.509375
LOC56964	0.0025
KIAA0841	-1.12625
ISCU	1.034
TTMA	-0.2245
ZNF414	-0.055
LOC441150	0.337
RAB15	0.222
HBP1	1.87316666666667
TNNT2	-0.838
CECR5	-1.76075
PHGDH	-1.59225
JRK	-0.5374
XPO4	-1.475125
FAM131C	0.0075
ARHGAP25	1.36033333333333
CA9	-4.66322222222222
GPR62	0.772166666666667
TLX1	-0.0611666666666666
GPS1	-0.17225
OR2M2	0.209
BDP1	-0.163571428571429
FAM70B	1.18725
RPS29	-0.12
MKLN1	-0.3231
TSPAN19	-2.07333333333333
SLC29A3	0.1976
LGALS4	0.259
USH2A	-0.00520000000000003
NF1	-0.487833333333333
APOBEC3A	2.0805
IMPAD1	-0.1895
OLR1	0.202
NRAP	-0.033
HCFC1R1	-0.0671666666666667
TAOK2	0.347333333333333
MCM10	-4.3205
MAP4K3	-0.0489166666666667
CBS	-3.410625
CLK3	0.2228
PCDHGA5	0.688
ELF4	-0.121
FAM71A	0.46425
C11orf49	-0.50075
CLIP2	-0.2085
BTBD9	0.5636
ZNF524	0.622
KDELR1	-0.483833333333333
ZNF509	0.7645
NCSTN	0.203
ZNF533	1.46521428571429
PARP4	-0.140625
GALNT9	-0.638
NPY	-3.1805
BEGAIN	-1.42933333333333
TMEM77	0.530666666666667
FOXRED1	-1.45516666666667
SLC16A2	1.085
SLC35B1	-0.5665
GK5	-0.508083333333333
SDCCAG10	-0.6005
C4orf20	1.011
SLC9A2	-0.236
ADD1	0.4775
TAL2	-1.45783333333333
ACLY	-0.69975
DNAJC1	-0.2265
SOST	-1.73233333333333
USP43	-0.101833333333333
CYP4F12	0.312
FKBP5	0.65575
CHCHD5	0.0343
NUDT22	-0.79525
CCDC85B	-0.981
OR51G2	-0.289
STRN3	0.143285714285714
TMOD2	0.542
FLI1	1.20575
MAB21L2	-0.385833333333333
DGKQ	0.32875
VPRBP	-0.616833333333333
SCNN1B	0.5011
ECHDC3	2.8069
TMEM106C	-0.67875
CSNK2A2	-0.1005
RPL39	-1.2057
HERC3	0.155
ZBTB47	1.2415
ZNF681	-0.328
PAGE2	-3.00575
CLIC5	2.88535714285714
RABAC1	0.3565
ZFHX2	0.4005
YPEL1	-0.00183333333333334
KIAA0776	0.40375
NR1D2	0.573
DNAJC4	-0.225125
NPNT	2.9076
ZNF677	0.2305
ZNF536	-0.188
MEF2B	0.0155
PTPN4	-0.248
CTCFL	-6.8765
STX5	0.0356666666666667
CD72	0.76375
VEGFA	-1.89815789473684
XRCC1	-0.5694
MAS1L	0.07
ELL	-0.0444
SETBP1	1.80725
CDH11	1.81833333333333
NDC80	-3.23192307692308
DMBX1	-2.534
NRSN1	-0.0638333333333333
BAT2D1	-0.082
CDS2	0.394
C1orf212	-0.206833333333333
SENP3	-0.529125
IL1F9	-0.6555
EEF2K	0.233625
COG8	0.13975
CEP72	-2.05375
OR1L8	-0.295
MUS81	-0.672916666666667
PHYH	0.606875
GGT6	0.9465
C22orf23	-0.500416666666667
C13orf33	3.907625
MAPK8IP2	0.58525
NELL2	0.83825
POU3F2	-2.74566666666667
ALPK1	1.171375
MRPS18C	0.12175
RPLP2	0.3
FGF22	-0.1375
SPNS1	-0.0868333333333334
ZFP1	-0.54275
IL1RAPL1	-0.2285
PCSK9	-3.3945
NKX2-1	0.457071428571429
C6orf189	3.35925
SP4	-0.2575
SLC11A1	0.3172
C21orf25	1.14266666666667
ICAM2	1.2935
SH3GL1	-0.6125
GSK3B	-0.811
RALB	0.842
PDXP	-0.941333333333333
GNGT1	-3.36716666666667
KIR2DL1	-0.118
TNFAIP3	0.96325
C6orf32	0.8835
CBLN2	-0.381
PANK3	0.0615
TAAR9	0.6825
WDR82	0.862142857142857
APOM	-3.77375
TRIP10	0.53775
SPATA16	1.1012
C1orf135	-4.0845
USP51	0.137
TESK1	0.766
C11orf64	0.547625
ZNF611	-0.454
PDE6G	0.894666666666667
HLA-DQA1	2.992125
GCLC	-0.34175
SEC61A1	-0.224214285714286
TWSG1	0.399916666666667
ZMYND10	0.451
CTDP1	0.065625
ADAMTS6	-0.9385
SLIT1	-2.014
KRT86	0.559
KIAA0574	-0.65375
GTPBP2	-0.6066
PQLC3	0.83825
PRRX2	-0.0175
C15orf44	-0.1735
MKKS	-0.4355
C11orf10	-0.42
GPR110	0.52625
CD109	-0.57375
ADCY1	-0.510333333333333
RHBG	-3.92775
TP53I3	0.294
SLC22A3	0.6291
UCP2	0.103
FOXG1	-2.35266666666667
OR2AG1	-0.4685
TRIM24	-1.64125
PROC	-4.56525
TAAR6	-0.127
AMTN	-0.4535
C10orf47	-0.7535
DEPDC1	-3.44425
FLJ45557	0.3595
ZDHHC17	0.7389375
KIAA1429	0.0438333333333333
KCNH1	0.02825
VNN3	1.238875
PSMAL	1.15025
PPARD	-0.545
HFM1	-1.8365
YBX1	-1.23233333333333
ZNF695	-2.8615
SCTR	0.427166666666667
DCDC1	-0.0875
VPS26B	0.1305
MTF2	-1.29216666666667
ATP6V1F	-0.3035
CCDC94	-0.0635
PERF15	0.8775
CCL11	0.76825
LMO7	-0.827
DCST1	0.118
ADRBK1	-0.3795
CDRT4	0.028
ZNF84	-1.018
HOXD8	2.26375
STARD8	0.394166666666667
FOXP2	-0.50125
CCDC103	0.6015
POLR3A	-0.7202
GSC	0.804
ZNF114	-1.94883333333333
HTR7P	-0.1375
LALBA	0.262
RMND5A	-0.384666666666667
PSCD2	0.85225
ZNF409	-0.0315
KRTAP1-3	0.0726666666666667
MAF1	0.41625
LOC201725	-1.52733333333333
NRN1	0.69125
SPAG5	-4.24666666666667
DNAH7	1.52433333333333
FLJ43860	0.242
BRCA2	-2.3495
ACADM	0.368125
CXXC6	-2.792
RAGE	-0.806125
CHMP2A	0.509
FAM8A1	0.178
GPR21	1.0065
SLC12A3	-3.403
FVT1	0.8245
ZDHHC7	-0.0735
FLJ44048	0.71825
SLC44A3	1.38716666666667
SDSL	-0.437166666666667
MMP8	-0.728
PLA2G12B	-3.52483333333333
ACY1	-1.109
MT1E	0.955666666666667
OR4K15	0.197
TECTB	0.175
GPR20	0.029625
IRAK2	0.15675
RFPL3	-0.280857142857143
MYO9A	0.5845
NARG1L	-0.407
BLMH	-1.205875
CCDC3	4.58116666666667
C9orf21	0.414
KIAA0513	0.210166666666667
MIER2	-0.20825
PNMA2	-0.710272727272727
SH3BP2	0.1345
ANXA10	-1.61566666666667
RTN2	-0.0265
TFB1M	-1.7775
PRPH2	2.51675
C14orf133	0.177
GOLGB1	0.941583333333333
IRX4	1.658
NFKBIL1	-0.0758333333333333
C10orf62	0.7715
APBB3	-0.196
RPS10	-0.2966
LOC728378	1.0785
TLE3	0.3555
PSMB7	-0.529625
MESDC1	-0.2365
SLC6A1	0.4095
OCLN	0.181416666666667
PTTG3	-3.74183333333333
NAGLU	-0.25475
SERTAD4	1.201625
SPRY1	3.158
FLJ10781	0.178916666666667
MYSM1	-0.3615
TRIM4	0.268214285714286
SH3YL1	1.3325
TREM2	2.65383333333333
SERPINI1	2.20825
HDHD3	-0.309875
TMEM38A	0.484375
EID2B	-0.4365
TDRD3	-0.0953333333333333
SEDLP	1.52125
THSD7A	2.405
NDST3	-3.053
KLHL15	0.192833333333333
DHRS12	2.162
FBXO9	-0.00392857142857144
TNPO1	-0.72875
MRPL13	-0.8455
SNX5	-2.18433333333333
METTL6	-0.41075
SOD1	0.629125
CHML	-1.81216666666667
PACS1	0.75325
SIRT5	-0.6677
CAPN2	0.630666666666667
FXYD5	-0.3615
TWISTNB	-0.505125
LRFN1	-0.0726666666666667
UBE1L	1.390375
UBE1C	0.3225
OR51B2	0.089
OR4D11	1.564
C15orf2	1.2555
NR4A1	2.515
LOC339047	-1.47625
TRIM17	0.934875
ATP5G3	-0.689571428571429
RPL15	0.176083333333333
ADAMTS8	0.35375
HOXC4	-0.4005
C14orf37	1.3725
CEACAM5	-2.12175
MYT1L	-0.113166666666667
RASA2	0.255
OSBPL7	-0.1285
STAG1	-0.3915
GIMAP4	5.1745
FUT3	-0.730833333333333
PIF1	-3.831375
LPIN2	-0.2225
SH3PX3	1.18975
PDP2	-0.3215
PAPD1	-0.944875
ERP27	0.69075
APOOL	-0.9238
DIABLO	-0.49975
TRHR	-0.290625
ARMC9	-0.727625
RNF152	2.04525
SLITRK3	0.968833333333333
ZNF211	0.6378
PFDN1	-0.318875
RGS11	0.423625
HS6ST1	0.2006
AKR1D1	-1.494
TNP2	-0.4695
STK31	1.235
EML4	-1.51991666666667
SGTA	-0.761666666666667
HIST1H2BI	-1.66666666666667
PSMD6	-1.13716666666667
KIAA1257	-0.112
C18orf55	-0.1035
FLJ20273	1.6095
RPL28	-0.521666666666667
EPYC	-0.177428571428571
NOX3	0.216
ELAC1	0.686833333333333
METT11D1	-0.205
BIN2	-0.2245
NACA2	0.943
CCDC17	-0.29075
HM13	-1.0125
UBOX5	-0.165
UBE2O	-0.66375
UBL5	-0.232
APOLD1	2.5335
C9orf31	0.12225
TNFSF8	-0.342
ARHGAP29	1.080625
PROKR2	0.266
PDE5A	0.435333333333333
C6orf12	-1.487
TOM1L1	-0.154
WHDC1	0.199
FOXI1	0.317333333333333
RAB4A	0.8485
TMEM39B	-0.99075
ATPBD1C	-0.177
FARSA	-1.1635
PLEKHG5	1.48775
CMAS	-0.6095
OR7E24	-0.857
SLC30A1	-1.1955
CDC42EP5	0.558
PLAC1	-1.9685
KLHL18	-0.38125
LBA1	0.6304
TAZ	-0.638
CRIP2	1.523625
BTBD11	0.252666666666667
C16orf72	0.61225
DIO2	1.0887
LRRCC1	-0.167833333333333
CCDC136	-1.805
PRX	0.857
RBM5	0.3668
TMEM85	0.61475
TUBGCP4	-1.57683333333333
APLN	0.29525
CDK7	-0.365166666666667
SSR2	0.468166666666667
CRELD1	-0.53925
C19orf46	1.3035
GAL3ST4	0.0826666666666667
KBTBD10	1.0465
IL28A	0.657
WDR27	-0.4685
MCM2	-2.83583333333333
SOX14	0.9695
FLJ39743	0.6155
KIAA0922	-0.149571428571429
HIPK4	-0.233
FLJ25758	-0.1335
C16orf57	-0.823
PDZD2	3.14925
MCC	1.008
HHLA3	-0.2777
ID2	0.5415
C20orf23	0.926083333333333
ZNF688	0.28175
APOC2	-2.68566666666667
LOC440093	0.5815
FAM50B	1.86316666666667
PWP1	-0.2105
DNAH10	0.029
HIST1H2BA	0.818333333333333
GPR56	0.697166666666667
METAP2	-0.14
PAN3	0.785833333333333
STXBP4	-0.11075
PDHX	0.2405
MTA1	-0.299833333333333
ZBED4	-0.7685
ZNF720	0.686
CDK2	-2.282625
RHOJ	2.08525
CDC37	0.2545
ZER1	0.43225
GRK4	0.1945
PRPH	0.42875
POLR2A	0.869125
OGFOD1	-1.714
NOL5A	-1.402
PHEX	0.247
FLJ16478	-0.34375
C20orf117	0.135625
CAMTA2	0.635
C11orf74	0.625833333333333
DDX17	0.311166666666667
C5orf27	-0.112375
PLEKHA2	-0.7158
PDE4DIP	-0.4854
SCN7A	5.294
ZNF559	0.758166666666667
CXCL10	3.237
ZMYM4	0.00866666666666667
STK32B	0.239
KIAA0888	-1.7115
TACR3	1.6335
CKAP2L	-4.01025
KIF1A	-1.03433333333333
RSPRY1	0.4945
VCAN	1.03475
CYP27C1	0.2115
SYDE1	-1.5615
MED12L	0.125
ZDHHC21	0.53125
NHS	0.945
TM9SF3	0.4905
DDHD1	-1.02475
MAFG	-0.202833333333333
BICD2	-0.1492
C14orf119	0.072
C14orf43	0.282357142857143
CDH7	-1.90825
ALKBH5	-0.377285714285714
JUP	0.0815
TMEM41A	-0.315333333333333
MAMDC4	-1.23233333333333
CBX3	-0.8135
LRRC18	0.3775
RBMXL2	-0.0325
PLA2G4D	0.011
FGF13	1.393375
KIF3A	0.416333333333333
PDIA6	-0.79125
DCXR	-0.25475
CASKIN2	0.669083333333333
EHD1	0.271
MARCKSL1	-0.742333333333333
ZNF496	-0.325666666666667
SCAF1	-0.537666666666667
KCTD8	-0.78775
TRAF3IP3	0.326428571428571
LSR	0.25375
CXorf1	0.411666666666667
C14orf112	0.1795
EIF2B1	0.18425
OMP	0.0955
GSTZ1	0.312
LOC92017	0.9635
ISLR2	1.088
C12orf36	-0.6155
GATA2	-0.772666666666667
GABRA5	-1.685
CELSR2	-0.912714285714286
STAM2	0.1608
TNAP	1.553
PTPMT1	-0.6875
GRP	5.98875
SV2A	-0.7776
MAGEA12	-4.861
CACNG1	-0.1925
C18orf19	-1.13375
GSG1	-0.128
PTPRJ	-0.840428571428571
FRMPD1	0.567
ZNF668	-0.36725
PLEKHJ1	-0.705125
ADAT1	-1.4071
TMEM50A	0.785
UCN3	0.746
HOOK1	0.537625
IL17B	1.372
MLKL	-0.4725
TTC14	-0.243666666666667
KLHL5	0.638375
CRYL1	0.774166666666667
FOXH1	-0.7605
NFYB	0.384625
PPM1G	-0.99625
GOLGA2LY1	-0.36225
NMT1	-0.1915
HADHA	0.0607
CHSY-2	1.261
PLEKHF1	1.39242857142857
SAGE1	-2.1415
MUSTN1	1.47875
SUHW4	1.58425
TFEB	1.191
ZFYVE27	-0.11625
ATG12	-0.153666666666667
BMI1	0.512142857142857
ZIM3	0.139333333333333
MYH4	1.53366666666667
MASP1	-1.04745454545455
KIAA0984	0.34525
RPAP2	-0.6725
ASB5	1.02125
BOLA3	-1.30116666666667
MIA3	0.2735
KRT35	0.686
KIR3DL3	-0.9995
MRPL51	-0.529
SEMA3F	0.806333333333333
NDUFB2	-0.0133333333333333
LOC253012	1.8005
FAM46C	-0.5182
G6PC	-2.3008
CSAG3A	-5.325
PREX1	0.168
SLC25A45	0.036375
MAPKBP1	0.5317
CPE	1.8484
GNB1	-0.592125
CXCR6	0.1585
TRIM46	0.47425
C16orf3	1.08466666666667
HPSE	0.37225
TIGD3	-0.492
SPG3A	2.97025
LCAT	-0.490333333333333
ST6GAL1	-1.07311764705882
POMC	2.369
FLJ36031	0.105
NSMAF	-0.567333333333333
SKIL	0.1865
ADSS	-0.399333333333333
HMGCS1	-1.4487
POLR3F	-0.209833333333333
RAB10	-0.532375
ZNF277P	-0.173
ZBTB7B	0.140875
DHRS1	0.5795
ABCC13	0.138625
CNOT3	-0.51375
NFKBIA	1.34775
GAK	-0.00833333333333334
SFT2D2	0.662666666666667
HOXA6	0.2055
CRTC1	-0.2025
LY6D	1.15183333333333
C20orf72	-1.0515
CPT1A	-0.8275
LMO1	-1.2735
EIF3I	-0.49225
PRB4	1.15975
MCM3APAS	-1.84057142857143
C20orf132	-0.136
FOXF2	-2.58125
S100A12	2.831
MLH1	-0.444166666666667
ACTN1	1.1119
MRPL36	-0.748333333333333
C20orf106	-0.589
FBXO6	0.262
MKS1	0.0515
CX3CR1	-0.71975
PDE1B	1.039
PLP1	-1.432
KISS1	-0.845833333333333
C14orf2	-0.7865
TBC1D3P2	-0.853
COMMD6	0.7743
ANKRD7	-1.7975
PTCHD1	0.329375
NARS2	-0.8165
DOCK7	-0.827625
FAM127B	-0.429
LOC390243	-0.284833333333333
N6AMT2	1.164
ZNF391	-0.109
DNAJB14	0.313833333333333
WRB	0.41975
BPI	0.219
TTC4	-0.1705
FAM10A5	-0.134
GOT1L1	0.382111111111111
MAGED1	-0.926375
RESP18	0.954333333333333
WFDC6	0.63975
MT2A	-0.3465
C11orf56	0.088
KIAA1432	-0.6485
ROR1	-0.346
HSD17B14	1.59516666666667
ZFAND2B	0.3175
SAMD4B	-0.149
HEXA	0.39775
HNRNPU	-0.464045454545455
USP39	-0.778125
NRD1	-0.48525
R3HDML	0.23375
FLT4	1.199
OMG	0.4418
OR52N4	0.2155
LOC399818	0.18975
ELA2	-1.44525
VENTXP1	1.352
RFC5	-2.168
OR52L1	-0.2415
PAX5	-0.078
FBXO2	0.90875
GMEB1	0.082
AKT3	0.097
CRB1	-0.104166666666667
CTTN	-0.0271666666666667
UTP15	-0.895166666666667
HSBP1	-0.574916666666667
PHF11	1.9515
NDEL1	0.928833333333333
USP8	-0.08975
BAIAP2	-0.3614375
SI	-0.0668
ARSJ	-0.4675
BAAT	-2.98266666666667
KCNS3	1.369
LOC126147	0.0993333333333333
TMEM37	2.37475
C1orf162	3.06183333333333
MBD1	-0.0638
ITGAL	-0.323
WDR73	-0.548166666666667
GKN2	-0.0298333333333333
ARFGAP1	-1.060125
SLC5A8	-0.105333333333333
ZBTB40	-0.0625
CYP4B1	3.49066666666667
LYPLAL1	0.05975
CHST3	1.264
MAP3K9	-0.0635
BTAF1	-0.344166666666667
TFAP2E	0.25
RBM35B	-0.80225
LOC441251	-0.5125
ANKRD25	1.03505555555556
UQCRC2	0.4375
MAEA	0.0894166666666667
HYAL1	-0.563
RNPEPL1	0.0723333333333333
CPSF2	-0.987375
PSD3	-0.6785
ABCA13	-0.1295
AGR2	1.764875
GBX1	0.0835
HDLBP	0.349428571428571
ACY3	-0.23825
HECW1	-0.144
ZNF519	-0.78275
HOPX	2.254375
ZNF304	1.102875
OR12D3	-0.0365
FKSG43	0.417
METTL1	-0.970625
MFSD3	-0.8994
PSPH	-1.54875
CLCA3	-0.6535
DARS2	-2.432
CDC25A	-1.86816666666667
BAIAP2L1	-1.12075
B3GNT5	1.594875
USP29	0.520666666666667
ARHGEF10L	0.7576
ATOX1	-0.833625
ADAM30	0.395
DNASE1	-1.01075
STT3A	-0.4905
RAB6IP1	0.607
PTN	3.8225
C1orf106	-1.19369230769231
HECA	2.0795
RNF122	1.45
SLC22A18AS	-0.369166666666667
GNG8	-0.0321666666666667
ELP4	-0.82475
FAM65A	0.314333333333333
RPL10A	0.766
IRS4	0.307
MACF1	0.5746
SEC24D	-0.65975
LOC374395	0.60125
TGFB2	0.366875
MDFIC	1.335875
CHRNE	0.1445
PCMTD2	-0.1135
ATP6V0D1	-0.176833333333333
MTA2	-0.23925
LZTR1	-0.525833333333333
RAP1A	1.17883333333333
AXIN1	-0.440125
POLR1C	0.7455
TRIO	-0.576666666666667
PLXNA4A	1.26175
C5orf33	-0.42825
DEPDC1B	-4.901625
ZNF473	-0.2715
MTM1	0.866
GPR107	-0.116333333333333
CSNK1A1L	-0.134
FLJ14154	0.17525
NLRC4	3.35275
ENPP4	1.73616666666667
PADI3	0.517
RNF170	0.000875000000000029
CG018	2.49433333333333
C16orf7	-0.1545
KCNE1	2.78275
NRM	-1.393
SLC37A3	0.602571428571429
TPD52L2	-0.769166666666667
UNC5B	0.0405
C12orf12	0.8555
SDHB	0.544
CLRN1	0.143
NUDT10	-0.0493333333333333
UGT3A1	0.561
FBXW8	-0.534
RHOF	-0.9665
PTPLAD1	-0.815125
MYO3B	-0.5155
DERA	-0.65675
TPP2	-1.2315
C19orf53	0.299333333333333
GINS3	-1.237625
ST6GALNAC5	0.0865
CHSY1	0.497
MGC15705	1.784
GPR83	1.199
EXT2	0.184125
DOLK	-0.19325
TUBAL3	0.19
ACVRL1	2.11933333333333
ABL2	-0.00558333333333335
C14orf156	-1.11116666666667
PTPRZ1	-1.12242857142857
DIP2C	0.71325
LAMP1	1.1175
RXRA	0.0736
MAP3K5	1.4005
ALKBH1	-0.0643333333333333
PDLIM7	-0.309625
ARL14	-1.454
SNIP1	0.4795
TIMP3	2.66116666666667
RGS3	0.771833333333333
SPAG16	0.6987
ABHD4	0.61825
ARHGEF12	1.17009090909091
GLUD2	-0.0505
RAC2	-1.6207
UAP1L1	-1.037
SLC18A3	0.0155
YOD1	-0.76275
RALY	-0.4125
HMOX2	0.090125
DGKH	-1.219
