Hybridization REF	TCGA-BH-A0DO-11A-22R-A12D-07
CKAP2L	-3.59775
KIF1A	-0.263
RSPRY1	0.30575
VCAN	-0.97575
CYP27C1	-0.239
SYDE1	-1.22016666666667
MED12L	-1.45225
ZDHHC21	1.1565
NHS	1.07
TM9SF3	0.472666666666667
DDHD1	-0.739
MAFG	-0.4415
BICD2	-0.6433
C14orf119	-0.411333333333333
C14orf43	0.525928571428571
CDH7	-0.9815
ALKBH5	-0.409428571428571
JUP	1.081125
TMEM41A	-0.4795
MAMDC4	-1.32833333333333
CBX3	-0.90525
LRRC18	0.33675
RBMXL2	0.41925
PLA2G4D	0.0296666666666667
FGF13	1.206
KIF3A	0.490166666666667
PDIA6	-1.026
DCXR	0.33925
CASKIN2	0.517166666666667
EHD1	0.3035
MARCKSL1	0.589333333333333
ZNF496	-0.320666666666667
SCAF1	0.359166666666667
KCTD8	-1.09675
TRAF3IP3	0.817357142857143
LSR	0.11425
CXorf1	-0.149
C14orf112	0.111166666666667
EIF2B1	0.1655
OMP	0.4055
GSTZ1	0.38825
LOC92017	1.20975
ISLR2	1.2465
C12orf36	0.439
GATA2	-2.053
GABRA5	-1.914
CELSR2	-0.703571428571429
STAM2	0.1602
TNAP	1.52
PTPMT1	-0.496833333333333
GRP	4.956
SV2A	-1.14766666666667
MAGEA12	-3.97825
CACNG1	0.057
C18orf19	-1.1725
GSG1	-0.0978333333333333
PTPRJ	-0.7765
FRMPD1	0.3415
ZNF668	-0.46675
PLEKHJ1	-0.891625
ADAT1	-1.1806
TMEM50A	0.6861
UCN3	0.0385
HOOK1	0.9435
IL17B	2.8315
MLKL	-0.709833333333333
TTC14	-0.187666666666667
KLHL5	-0.006
CRYL1	0.3485
FOXH1	-0.507
NFYB	-0.037
PPM1G	-1.0405
GOLGA2LY1	0.32125
NMT1	-0.309
HADHA	-0.00159999999999999
CHSY-2	1.20375
PLEKHF1	1.34414285714286
SAGE1	-3.075
MUSTN1	1.68275
SUHW4	1.415
TFEB	1.71233333333333
ZFYVE27	-0.07775
ATG12	-0.526666666666667
BMI1	0.783
ZIM3	-0.44575
MYH4	0.03775
MASP1	-1.21733333333333
KIAA0984	0.077
RPAP2	-0.4795
ASB5	0.448333333333333
BOLA3	-1.32516666666667
MIA3	0.695333333333333
KRT35	0.3375
KIR3DL3	-0.904
MRPL51	-0.96575
SEMA3F	0.0191666666666667
NDUFB2	-0.522666666666667
LOC253012	3.07525
FAM46C	-0.1581
G6PC	-3.01025
CSAG3A	-4.082
PREX1	-0.2185
SLC25A45	-0.1145
MAPKBP1	0.9726
CPE	1.4154
GNB1	-0.997
CXCR6	2.964
TRIM46	-0.27775
C16orf3	0.257833333333333
HPSE	-0.5095
TIGD3	-1.0445
SPG3A	2.77275
LCAT	-0.600666666666667
ST6GAL1	-1.37183333333333
POMC	0.822
FLJ36031	-0.4215
NSMAF	-0.5745
SKIL	-0.6785
ADSS	0.298666666666667
HMGCS1	-1.3809
POLR3F	0.0676666666666667
RAB10	-0.588625
ZNF277P	0.13725
ZBTB7B	0.60525
DHRS1	1.15825
ABCC13	-0.165428571428571
CNOT3	-0.203
NFKBIA	1.36725
GAK	-0.414833333333333
SFT2D2	0.379
HOXA6	-0.031
CRTC1	0.11425
LY6D	1.85033333333333
C20orf72	-1.1985
CPT1A	-0.47425
LMO1	-1.5625
EIF3I	-0.186
PRB4	-0.42225
MCM3APAS	-1.035125
C20orf132	0.2894
FOXF2	-1.874
S100A12	0.2915
MLH1	-0.772833333333333
ACTN1	0.7887
MRPL36	-0.953333333333333
C20orf106	-0.0435
FBXO6	0.260833333333333
MKS1	-0.612833333333333
CX3CR1	0.191125
PDE1B	1.349
PLP1	-2.682
KISS1	-0.0186666666666667
C14orf2	-0.372
TBC1D3P2	-0.9585
COMMD6	1.6965
ANKRD7	-0.91625
PTCHD1	3.948375
NARS2	-1.2525
DOCK7	-0.203625
FAM127B	0.096625
LOC390243	-0.223666666666667
N6AMT2	0.396
ZNF391	-0.1015
DNAJB14	0.378666666666667
WRB	0.247
BPI	0.234333333333333
TTC4	-0.629666666666667
FAM10A5	0.72575
GOT1L1	0.085
MAGED1	-0.2115
RESP18	-0.5885
WFDC6	0.4495
MT2A	-0.3195
C11orf56	0.36475
KIAA1432	-1.26
ROR1	-0.2955
HSD17B14	1.02766666666667
ZFAND2B	0.22675
SAMD4B	-0.312
HEXA	-0.046
HNRNPU	-0.282727272727273
USP39	-0.86825
NRD1	-0.876
R3HDML	0.076
FLT4	0.561833333333333
OMG	-0.405833333333333
OR52N4	0.288
LOC399818	0.20625
ELA2	-1.0495
VENTXP1	0.6695
RFC5	-1.326
OR52L1	0.3695
PAX5	-0.005
FBXO2	1.8495
GMEB1	0.0285
AKT3	0.21
CRB1	0.162833333333333
CTTN	-0.363833333333333
UTP15	-0.695
HSBP1	-0.439
PHF11	1.86875
NDEL1	0.238333333333333
USP8	-0.0015
BAIAP2	-0.040625
SI	-0.1105
ARSJ	0.212666666666667
BAAT	-2.6355
KCNS3	2.911
LOC126147	0.398666666666667
TMEM37	0.922
C1orf162	2.79733333333333
MBD1	-0.2326
ITGAL	-0.0746666666666667
WDR73	-0.184333333333333
GKN2	-0.522166666666667
ARFGAP1	-1.544625
SLC5A8	0.166333333333333
ZBTB40	-0.2062
CYP4B1	2.32483333333333
LYPLAL1	-0.69175
CHST3	0.01325
MAP3K9	-0.312
BTAF1	-0.299666666666667
TFAP2E	-0.0275
RBM35B	-0.42975
LOC441251	-0.4195
ANKRD25	0.0777777777777778
UQCRC2	0.047
MAEA	-0.0505
HYAL1	-1.5741
RNPEPL1	-0.0988333333333333
CPSF2	-1.22275
PSD3	-0.097
ABCA13	0.86475
AGR2	0.889875
GBX1	-1.2415
HDLBP	0.463428571428572
ACY3	0.184
HECW1	-0.39525
ZNF519	0.064
HOPX	2.69225
ZNF304	1.158375
OR12D3	0.5785
FKSG43	-0.36725
METTL1	-0.375875
MFSD3	-0.2056
PSPH	-1.64175
CLCA3	-0.3595
DARS2	-2.17616666666667
CDC25A	-2.77783333333333
BAIAP2L1	-0.72
B3GNT5	1.732375
USP29	0.04375
ARHGEF10L	1.4238
ATOX1	-0.5145
ADAM30	0.033
DNASE1	-1.39175
STT3A	-0.18125
RAB6IP1	0.39175
PTN	3.5338
C1orf106	0.0203846153846154
HECA	1.83425
RNF122	0.19825
SLC22A18AS	-0.828333333333333
GNG8	-0.154833333333333
ELP4	-0.60025
FAM65A	0.065
RPL10A	0.921833333333333
IRS4	0.3535
MACF1	0.7334
SEC24D	-0.24275
LOC374395	0.261
TGFB2	0.33025
MDFIC	0.86
CHRNE	0.529166666666667
PCMTD2	0.525833333333333
ATP6V0D1	0.0318333333333333
MTA2	0.178
LZTR1	-0.5895
RAP1A	0.453833333333333
AXIN1	-0.668625
POLR1C	0.26625
TRIO	-0.952833333333333
PLXNA4A	0.0399166666666667
C5orf33	-0.5725
DEPDC1B	-5.34325
ZNF473	-0.399166666666667
MTM1	0.926125
GPR107	0.151833333333333
CSNK1A1L	0.33
FLJ14154	-0.978
NLRC4	3.296
ENPP4	1.7605
PADI3	-0.0755
RNF170	-0.03075
CG018	3.05683333333333
C16orf7	0.0665
KCNE1	2.32025
NRM	-0.955
SLC37A3	0.0762857142857143
TPD52L2	-1.26433333333333
UNC5B	0.0915
C12orf12	0.0681666666666667
SDHB	-0.53925
CLRN1	0.026
NUDT10	0.417
UGT3A1	-0.032625
FBXW8	-0.64375
RHOF	-1.0585
PTPLAD1	-0.69
MYO3B	-1.51575
DERA	-0.69375
TPP2	-1.58275
C19orf53	-0.205666666666667
GINS3	-1.12075
ST6GALNAC5	1.8
CHSY1	0.1925
MGC15705	-0.152
GPR83	0.424333333333333
EXT2	-0.188125
DOLK	-0.1415
TUBAL3	0.13775
ACVRL1	2.077
ABL2	-0.888666666666667
C14orf156	-1.16183333333333
PTPRZ1	0.310125
DIP2C	1.02925
LAMP1	0.6065
RXRA	-0.0649
MAP3K5	1.1045
ALKBH1	0.227833333333333
PDLIM7	0.17125
ARL14	-1.9895
SNIP1	0.106833333333333
TIMP3	1.83083333333333
RGS3	-0.342333333333333
SPAG16	0.839
ABHD4	-0.2175
ARHGEF12	1.12516666666667
GLUD2	0.28
RAC2	-0.959
UAP1L1	-1.2935
SLC18A3	-0.041
YOD1	-0.682916666666667
RALY	-0.567
HMOX2	-0.262625
DGKH	-0.852
DBNDD2	1.16883333333333
YIPF4	0.32075
THAP10	-0.3225
ZNF513	-0.039
HAGHL	-2.07216666666667
ITGB4	1.64833333333333
CCDC141	-0.343
YTHDF3	0.48925
C5orf28	0.6485
RPL7L1	-0.602375
TMEM30B	1.35285714285714
ANKRD35	4.0495
DUOXA2	-0.031
TBC1D5	0.12375
DFNB59	1.028
HRH4	0.10625
MYO6	1.5648
DNAJA4	0.678
RBM24	0.31125
CEACAM20	-0.9105
RBM23	0.155214285714286
NGFB	0.1725
C1orf63	-0.9402
KRTAP7-1	0.2085
PERLD1	1.591
NPB	0.2415
C17orf59	0.5634
HSPBAP1	-0.107
SLC15A4	0.233
PRTFDC1	-0.15975
OSMR	-0.749428571428571
CYSLTR2	-0.8445
C19orf25	-0.129
KIAA1797	-0.18
NLRP6	0.334
FAM105B	-0.6516
SCRN2	0.683666666666667
LRRC58	-0.149
RNF17	0.608125
NEIL3	-5.2515
FAM137A	-1.786
SKP2	-2.67725
PARVA	1.31058333333333
PKLR	-1.163
RNF34	-0.422375
A3GALT2	0.04525
C12orf50	-0.39
SUNC1	-1.5135
FAM102B	-0.507666666666667
CCT2	-1.49925
LRRC37A2	0.0055
ARF4	0.015
SIKE	0.173
C8orf48	1.34683333333333
MBTPS1	0.202928571428571
GPSN2	-0.163
NCF2	1.733
SLC12A6	0.126166666666667
MRPL48	-0.4855
HMGN3	0.340666666666667
LRRC62	-1.174
PAX9	-0.341125
FAM55A	0.4545
C20orf42	-0.5655
SCML2	-1.72166666666667
BCL9	-0.44175
FAM40A	-0.307
C9orf41	-0.882333333333333
ZNF774	0.929
LETM1	-2.151
PLXNB1	-0.174166666666667
NIPSNAP1	-0.6375
USP10	-0.68275
F9	0.157
LIPE	3.9765
CNGB3	0.0255
C12orf52	-0.4865
PI4K2A	-0.4955
MED8	-0.29575
STAT4	1.994
FGD4	0.7625
RNF145	-0.0955
WDR32	-0.00770000000000001
CLDN2	0.105166666666667
TCEAL8	1.0725
ZMYND8	-1.1994
PDXK	-0.44771875
GATAD2A	-1.009
PTGES3	-0.8875
CCM2	-0.15675
TAP1	-0.022375
ZNF670	0.7135
ETS2	0.491714285714286
C6orf166	-0.00750000000000001
PRMT2	0.696142857142857
OR4B1	0.13
INTS8	-1.155
CCDC102A	0.64025
CCDC83	-1.97233333333333
ITGA1	-0.1216
EPHA5	-2.5467
FAM24B	-0.408833333333333
TSGA10	2.4245
HAL	-1.89066666666667
MYOT	1.37525
SPACA3	0.43175
BCL2L2	-0.0958333333333333
CUGBP2	1.31233333333333
CCNB3	0.79575
RNF113B	-0.00899999999999999
MERTK	1.2195
BAG1	0.2575
VPS36	-0.08675
ORMDL3	0.6049
C1orf190	1.795
ZNF625	-0.03825
CORO2B	-0.1205
ALOX15	-0.659
CST1	-0.1715
NUPR1	2.2855
CCL7	0.1605
SMCR5	-1.9715
DSC2	2.591
RBMS2	0.15625
GRIK4	0.021
TRIM65	-0.2749
TMPRSS6	0.261357142857143
TP53INP2	-0.98075
GLB1L	0.585833333333333
LOC388284	0.832166666666667
PUS1	-1.29535714285714
BCL9L	-0.0405
OLFM1	-0.0428333333333333
RET	-0.6925
MASTL	-2.79433333333333
ALX3	0.25375
IL1RL1	0.00933333333333332
ZNF765	0.0184
C14orf138	-0.0945
SNX10	-1.06416666666667
TAC4	0.29
C1orf64	2.213625
POGK	-0.195625
MAPK9	-0.14525
ZNF366	3.036
C8orf79	3.6517
CLDN7	1.25125
OR5AT1	0.576
TRIM37	-2.20025
LRRC25	1.59
GRHL2	2.3201
TEKT3	1.49025
LASS5	-0.331333333333333
ABCC4	-2.43858333333333
DLG3	-0.09225
VGLL1	3.043
ZFP36L2	2.28716666666667
MFRP	0.2335
KIAA1799	0.354
FLJ44379	0.3695
PCNX	-0.1535
ANXA9	-0.426
CYP4V2	1.0136
PIK3C2A	0.6705
SRR	-0.0775
NOL3	-0.7745
IFITM2	0.719
ARNTL2	-2.361
ZNF595	1.5485
NLRP13	2.0945
ASPH	0.11275
CPA2	-1.308
PVRIG	-0.786333333333333
LEPR	1.48216666666667
C16orf42	0.0371666666666667
SH3BGRL	1.80025
FAM77D	0.6324
FNDC7	-1.1895
C9orf6	0.3395
NOTCH2NL	0.982
PGBD1	-0.637833333333333
SYNGR2	-0.359333333333333
PITPNA	-0.445375
PRPF4B	-0.1045
SLC43A3	-1.27528571428571
NRBP1	-0.56625
SLC25A22	-0.3805
ILK	0.113
SLC22A8	0.292
MRPS7	-0.707625
PITX2	-0.88875
FABP3	0.299625
OR1L1	0.193
LOC728215	-0.535875
BLID	-1.19
KIAA1217	3.23529411764706
TFPT	-0.21025
AP4B1	-0.598
VBP1	-1.341
OR1K1	0.1575
MORC3	0.68975
BHMT2	1.2395
C3orf10	0.4715
FZD7	3.637
WFDC10A	-0.4195
PMS2CL	-0.707875
CCDC32	0.529833333333333
FA2H	-0.33325
ALG13	-0.376
TTLL7	-0.876
SPOCK3	1.08875
SLC13A2	0.489
AIM1	1.6795
GPRC6A	0.1675
EGR2	6.47125
MED11	0.69575
WWC1	2.003
SH3GL3	-2.3985
RIF1	-0.0804285714285714
PRLH	-0.58
VLDLR	0.27
DBT	-0.0239375
C21orf63	1.94375
CGGBP1	-0.518125
KRTAP12-2	-0.1875
TADA3L	-0.236
ZBTB16	4.081
PDGFB	0.882375
RFX1	-0.1195
UQCRB	-0.1544
LOC133874	-0.646
HPS3	-1.75625
LGALS3BP	-0.0194
DKFZP564O0823	1.87264285714286
MRFAP1L1	0.501
HOXA10	-0.3505
NGB	-0.4405
KIF21A	-0.960538461538462
IFLTD1	0.159
LZTS1	0.891125
ARHGEF3	1.426
RHBDL3	-0.5935
CSNK1G2	-0.534166666666667
ChGn	-0.07625
KIAA1244	0.956833333333333
GABRB2	0.3325
MGC72080	-1.6385
CD27	3.8055
EGLN1	-1.7222
PEX13	-0.06675
RWDD3	0.38225
RNF12	-0.856333333333333
GRIN2B	1.068
ADAMTS14	-1.1185
DYDC2	-0.5075
ATP6AP1	-0.2765
NR1H2	-0.0851666666666667
PDK2	0.737
C3orf17	0.196666666666667
SLC38A2	-0.475928571428571
SLC25A29	-0.027
C15orf29	0.384
ADAM9	-0.662
TMUB2	0.132875
GPR176	-0.593
AGK	-0.431375
MCCD1	1.28475
NDUFA4	-0.39125
TMEM146	0.1285
DUSP1	3.296875
UNQ6975	0.7335
EMX2OS	4.8025
INSM2	-0.504
LUZP4	-0.201
SETD6	-0.17025
P2RY2	1.4415
SLC45A2	-2.2635
RABGAP1	0.6225
UBXD5	0.2785
GPRC5A	-2.2966
PAK3	3.33633333333333
LOC63920	-0.211
TGFBR1	0.268
KRTAP6-3	0.99075
SFMBT2	-0.34475
CDC42	-0.46675
C11orf35	-0.379
TTLL2	-0.05625
UACA	1.26208333333333
CD97	-0.8915
SETD5	-0.442
NINJ2	-1.013
PTER	-0.00166666666666666
POMGNT1	-0.2975
KRTAP4-2	0.464
ECGF1	1.2625
HRB	-0.597636363636364
ATP1B2	0.6409
LOC400506	-0.98075
COL4A3BP	0.1355
C6orf97	0.57525
GRHPR	0.373375
TAS2R1	0.4675
SEMA7A	-2.26175
EDF1	0.366
ODF2L	0.9446
PCID2	-0.526166666666667
GTF2H4	-1.42483333333333
ZCCHC3	-0.633875
CGB2	-0.0745
NEUROD1	-0.00375
C20orf75	-0.1805
RP5-1054A22.3	1.738
IFNA5	0.044
ZNF134	0.353083333333333
MGC119295	-1.0321
ZSWIM6	-0.249375
SMEK1	0.12
PCGF2	-0.207625
C1orf102	1.97275
CYP2A13	1.202
KCNH6	-0.7755
MDM1	0.5831
ALDH7A1	0.723
C9orf75	-0.819
VDAC3	-0.786125
OR51T1	-0.141
EIF3F	0.212166666666667
KCNJ10	-0.93775
LENG8	0.07875
EDEM2	-0.434583333333333
CCNJL	-0.168333333333333
DHX37	-0.863
CRYGN	0.869
AATF	-0.9355
ZNF630	0.99375
E2F5	-0.847
WFDC13	-0.75825
FTSJ3	-1.13016666666667
C4orf33	0.58975
LHFPL4	-2.00475
C19orf56	0.21225
SMAD4	0.798625
AFM	-0.117
G0S2	3.511
FCHSD2	-0.17
RRP1B	-0.9897
EEF1B2	0.421
STAT6	1.78116666666667
ZNF195	0.2145
GNL1	-0.625166666666667
ZNRF2	0.132333333333333
PER3	0.93425
ASB16	0.05525
C10orf10	2.65171428571429
ADCY8	-3.00933333333333
C9orf58	1.51333333333333
ARMC10	-0.822666666666667
PSG1	-0.643
DHX34	-0.625
VARS2	-0.790875
NFIC	0.47225
ITPR2	1.5855
AGXT2	0.1434
OR6K3	-0.3105
H2AFZ	-1.84133333333333
MLLT3	0.664083333333333
COX4I2	1.64675
CCNT2	0.45675
PLK4	-2.818875
NUMBL	-0.619833333333333
MED16	0.08675
PLEKHQ1	0.7435
GOSR1	0.421666666666667
BTG4	-0.03
RPL30	1.11808333333333
IGSF5	0.80075
IGFL2	-0.924
ELMOD2	-0.391
SHC3	0.0038333333333333
HAVCR1	0.047
DYNC2H1	0.944875
RNF5	-0.361166666666667
C2orf7	-0.5975
NLF1	0.579
KLHL25	0.1735
LRP10	0.6511
KRI1	-0.59675
PUS7L	-0.631333333333333
MGMT	1.07975
HOXD1	-0.0293333333333333
CSH1	0.1628
ATG16L2	-1.029
FLJ44635	1.174
CHODL	2.155
EXOSC8	-1.07625
SLC28A1	-0.40575
MYO7B	-0.9155
SEH1L	-0.9295
MTNR1A	0.179666666666667
TSPAN5	0.375166666666667
CDC45L	-4.34666666666667
AMIGO1	0.6235
ATAD3A	-1.4165
OSGIN2	-0.0618333333333333
PDIK1L	0.591
DARC	4.2625
PIPSL	-0.3155
SHMT1	-0.055
CRISP3	-0.1235
POPDC2	2.83483333333333
ZRANB2	-0.329
FBXL8	0.4605
TRIP13	-3.37863636363636
EIF5AL1	-1.037
POU5F1P3	-4.32616666666667
IL6	0.873333333333333
CXorf38	-0.521333333333333
IFNA16	0.0585
FBXL2	0.824
BRD1	0.65125
STATH	0.46875
FBXO44	1.0145
MCCC2	-0.8755
CDC2	-3.5034
C5orf23	1.66725
IVD	-0.338833333333333
C10orf122	-1.50225
MSL3L1	0.0147
MVP	0.135
EPOR	-0.6743
ZMYM1	-0.4265
BCL7C	0.5245
PSTPIP2	1.1875
LYPD1	-3.148
OR8G5	0.0315
ZP3	-0.517
BCAS4	-0.788416666666667
EDG6	2.18625
ISY1	-0.3335
PRAMEF2	-1.17375
CUL1	-0.383375
RNF213	-0.1455
CCRK	0.6485
DHX9	-0.6005
C13orf29	-0.10475
NCKAP1	0.969166666666667
MRPL43	0.523714285714286
XPR1	-0.3075
PKN2	0.4644
PODNL1	0.7295
ZNF333	0.908125
DALRD3	0.388
OPN1SW	0.083
BTBD6	0.27375
C11orf82	-3.1175
OR5P3	-0.0935
DUSP11	0.49525
L1CAM	-1.2779
NEK11	1.70916666666667
OR7E91P	1.4325
CNTN3	3.3802
CREB3L2	0.16825
ZBTB37	-0.0475
KIAA1324L	0.385
NDUFB10	-0.347833333333333
NUDT2	-0.0545
GTPBP8	-0.368
CACNA1D	0.1115
PRKAA2	-0.930666666666667
PRDM8	0.39
MGC16075	0.189
KRT14	2.99071428571429
PP8961	0.4585
MRPL18	-0.47325
ABCG2	0.08575
PACRG	3.532
BBS2	0.77425
KREMEN2	-3.6705
FBXO21	0.874
HNRPUL1	0.1715
GRB10	0.05425
CLSTN1	0.705375
LMAN2	-0.7709
C17orf61	0.047
NIPSNAP3A	0.778
INSIG2	-0.714666666666667
PCDHB7	1.3025
STXBP2	0.149
CMAH	1.00925
SEMA5B	-1.24975
ZNF155	0.5885
COQ6	-0.115333333333333
PRPF4	-0.8685
TSPAN15	1.5958
VN1R5	-0.05625
LATS2	1.03425
SELK	0.23375
PGK2	-0.4955
MS4A1	-0.62625
TYW3	-0.0294
KRTAP5-1	0.4105
RCCD1	-1.75766666666667
BTN1A1	0.6375
DDX28	0.17725
TMEM65	-0.00474999999999998
LOC92345	-0.092
TTC31	-0.60025
WDR46	-0.999666666666667
CHP2	-0.836666666666667
LSP1	1.011625
ZNF542	0.2165
EXOSC1	-0.6375
ARHGAP18	-0.42
LRRTM4	-0.738
MAOB	3.685
CACNB4	0.9945
MGC33846	1.524
RANBP3L	2.12625
ATP5L	0.494625
ONECUT1	-2.8885
NUDT9	-0.187
TMEM149	-0.5935
STX17	0.48
IGSF10	0.18625
TMPRSS9	0.0925
BMPR2	0.990916666666667
ALLC	-0.2055
KLF7	0.418
GCC1	0.6513
TIMM9	-0.1335
CDO1	2.995
MGC10701	-0.361833333333333
IFI6	-0.637666666666667
FRMD8	0.29425
MGAT2	-0.369
WBP5	0.345333333333333
CNIH2	-0.186
KIAA0907	-1.467
KCNH8	2.876
CTSG	-0.13825
GRIK1	4.0155
CUL5	1.258
FRMD1	0.174
OR9A4	2.0265
SYT6	-1.286625
FOXD4L2	-1.1055
ANAPC2	-0.399833333333333
OPN5	0.5905
TAF13	-0.197
LYG2	-0.56
GGNBP1	0.061
C11orf40	0.322
OTX2	-1.1035
REG4	-0.3425
EIF5	0.1345
PALB2	-0.7495
SEPSECS	-0.2861
RNASE3	-0.90475
TRIM49	-1.2715
POLR2K	-0.4386
GPR42	0.073
C8B	-2.8565
SASS6	-0.79025
PREB	-0.901333333333333
OR3A3	0.3225
TUBA8	0.867125
IGLV2-14	1.4485
STIL	-3.352
ANKFN1	-0.471333333333333
NME7	-0.6455
HOXC12	-1.9775
UBE2C	-3.4005
FHOD1	-1.4165
CDK2AP1	0.2085
OR6K2	-0.09
DHPS	-0.4235
RPL5	0.7295
TRGV5	0.1195
LOC541472	0.669875
HCCS	-0.0991
DENND1B	1.236
LHX3	-0.557
OR5D16	-0.0295
CXorf57	-0.314166666666667
IRF2BP1	1.1455
NDST2	0.388166666666667
LCE3D	-0.0405
BOLL	0.240125
SYT3	-0.58575
PIH1D2	0.1965
C20orf7	-0.609666666666667
IL1R2	0.605
SLAMF9	-0.6055
PPME1	-1.229875
PIK3CA	0.7905
TRAPPC1	0.32025
COLEC10	-0.6275
SLC9A6	0.0906666666666667
PDDC1	-0.40275
CCDC53	0.34375
GK3P	-1.41
DAZL	-0.98275
BRI3	-0.14325
SDK1	0.216625
CYP2C18	0.245
IFI44L	1.7425
RPL3L	0.8885
FUT9	2.2005
KIFC2	-1.09633333333333
PMP2	-0.162125
SLC4A9	0.3435
PLAG1	-1.095
MYCBP2	0.754333333333333
OR4E2	0.3795
CCDC65	1.94125
C16orf82	0.105625
ENTPD4	-0.46
BRP44L	0.468125
PMP22CD	-0.206
TMCO4	1.8755
KCNN1	-0.398166666666667
WDR35	-0.37475
CCDC80	2.379625
C3orf31	-0.89825
SLC7A9	-1.162
TMEM190	-1.3385
DBC1	0.811833333333333
FADS3	-0.646333333333333
PDZD8	-0.274166666666667
GRM5	0.15575
AZGP1	3.5799
PEX3	0.8785
MED1	-0.282714285714286
ATG4C	-0.735333333333333
HNRPH3	-0.44325
FAM109B	1.302
C4orf17	-0.196
CA10	0.34875
OPRD1	0.0065
CCL16	-1.3925
SACM1L	-0.31725
CST6	4.2155
CD63	0.395875
LGI1	-1.304
ZNF784	0.24425
CRYBB1	-1.592
CX3CL1	2.80105
TOP2A	-4.42475
GYPB	-2.816
GADD45GIP1	-0.7315
FEN1	-2.6275
IGF1R	0.2833125
WDR72	-1.17383333333333
PURG	-0.143
DEFB126	-0.0985
PKD1L1	0.980333333333333
CAV1	0.307
GNPDA2	0.8979
DGAT2	1.688625
NLGN1	-1.835
STRBP	-0.635125
HPRT1	-1.551
FANCI	-3.406625
PSMA7	-0.983875
DBF4B	-0.982333333333333
TTF1	-0.48125
RAD54L	-3.2585
ELOF1	-0.29475
PLAGL2	-0.59175
ZNF256	0.4695
HMGCL	0.00949999999999999
MSI2	-1.11766666666667
RPESP	0.368333333333333
C11orf60	0.35775
ABCD1	-0.6165
ACAA1	0.3303
SPARCL1	5.26278571428571
IL6ST	0.7093
ZNF319	0.9305
TMEM109	-0.0917
FAM90A1	0.5125
IL22RA1	0.246
ATP4B	0.5535
TEC	-0.967833333333333
C7orf30	-0.77775
TXNDC2	-0.9175
ABCB4	-1.45325
KIAA1191	0.99875
C9orf38	0.0515
SFTPB	-0.13375
CNTNAP2	-2.22166666666667
FRK	1.214
TBX19	1.07275
CHD4	-0.71
C6orf26	-2.32633333333333
MOSC2	1.62825
IKBKE	-0.79125
HIF1A	-1.31266666666667
LOC595101	-0.195
RELA	0.192833333333333
TMEM16B	-0.368166666666667
ABHD12B	-2.6585
TSEN34	0.1355
KIF18A	-3.8425
TXNDC9	-0.289833333333333
SPATA2L	0.0605
SEMA4G	-0.6285
C21orf91	-0.1995
MATN1	-0.3565
KCNIP4	0.0278333333333333
TUSC1	1.865375
OR4C15	0.00624999999999999
ARMCX6	0.618333333333333
WBSCR27	-0.3985
OR52I2	0.029
KIAA1604	0.4365
DYNC1I1	1.361125
PPP4C	-0.6615
SLC47A2	-0.413333333333333
TREH	0.104875
CD48	1.91183333333333
ST14	1.01383333333333
PKN1	-0.514
SPON2	1.83225
XBP1	1.05658333333333
SFRS12	-0.333666666666667
EFCAB6	3.1215
SELT	-0.23075
SLC39A2	1.3515
ERF	-0.793333333333333
ARL3	0.450875
SURF6	-0.628
MLLT10	-0.457142857142857
FLJ11171	0.908833333333333
TDGF1	-3.7855
ERCC6	-0.32175
EIF2AK4	0.964
BAZ1A	-0.452166666666667
LRRN3	1.3205
TMC3	2.0455
EFTUD1	-0.40025
PTPRO	-0.273833333333333
CLEC12A	-0.28225
ACBD4	0.328125
ZDHHC14	-0.71075
OTUD7B	0.12675
ACTB	-0.027625
MSRA	0.51575
LCE5A	0.4875
IFI35	-0.2485
BSCL2	-0.16
ANKRD12	0.89225
CFHR2	0.42225
RGAG1	-0.102
HSFY1	-0.5165
SLC30A5	-0.0346666666666667
IMPG1	0.3905
GPR109A	0.4585
ZNF185	1.26475
IYD	0.65475
NPCDR1	0.69
SERPINA13	-0.504
HMGCLL1	1.3
NEUROG1	0.438833333333333
UBQLN1	-0.924125
LIN37	0.30725
SOCS2	-0.285125
DSCR4	-1.73675
XKR6	0.6815
GPR142	0.6365
KRTAP13-3	0.392
CCDC15	-0.462166666666667
MOS	0.359
CD1E	-1.815
OFCC1	0.0498
FAM83D	-4.87925
SRFBP1	0.13825
C9orf96	0.4965
DHDH	-0.6515
CCDC90A	-0.9625
RABL3	0.2664
CD320	-1.17033333333333
ANGEL2	0.222583333333333
MRPL21	-0.347
SMG6	0.583166666666667
INSR	1.9401875
FLJ14816	-1.101
GLRB	1.484
C9orf89	0.638
CIZ1	-0.3935
URG4	-0.584
LRDD	-1.19466666666667
CBY1	1.011
NFX1	0.042875
MTERFD2	0.454642857142857
C19orf23	-0.29
PGC	-2.517375
IER3IP1	-0.1747
RASAL2	0.36625
C1orf89	-0.85225
SYNJ1	-0.52075
NFKBIE	0.2395
FLJ40125	-0.310333333333333
TCEB2	-0.5938
NOG	-1.4095
POLR2J2	-0.367666666666667
HLA-B	2.3155
PCDHA1	0.5875
PPP2R2B	1.83075
ARHGEF17	0.899333333333333
TCF7L2	2.12814285714286
CHD5	-0.374833333333333
ZNF431	-0.016
TBC1D25	0.382
ZNF800	0.07825
SCUBE2	2.49245454545455
MYCBP	0.0935
GPX5	0.1555
C6orf129	-0.947666666666667
QSER1	-0.614666666666667
