Hybridization REF	TCGA-A7-A13F-11A-42R-A12P-07
CORO2B	0.19875
ALOX15	-0.726
CST1	-0.355
NUPR1	2.31216666666667
CCL7	-1.60366666666667
SMCR5	-2.6305
DSC2	2.163
RBMS2	0.668
GRIK4	0.526
TRIM65	0.0334
TMPRSS6	-0.395214285714286
TP53INP2	-0.299
GLB1L	0.683166666666667
LOC388284	1.1585
PUS1	-1.29285714285714
BCL9L	-0.1125
OLFM1	0.15125
RET	1.4435
MASTL	-2.601
ALX3	0.245
IL1RL1	0.0554
ZNF765	-0.1622
C14orf138	-0.389
SNX10	-0.321666666666667
TAC4	-0.1875
C1orf64	-0.0905
POGK	-0.646
MAPK9	-0.029
ZNF366	4.782
C8orf79	2.88
CLDN7	0.630125
OR5AT1	0.567
TRIM37	-2.5675
LRRC25	2.943
GRHL2	1.9924
TEKT3	1.41625
LASS5	-0.429166666666667
ABCC4	-2.30675
DLG3	-0.49925
VGLL1	3.306875
ZFP36L2	3.33866666666667
MFRP	-0.131333333333333
KIAA1799	0.22825
FLJ44379	-0.5495
PCNX	0.117
ANXA9	-0.981
CYP4V2	1.4364
PIK3C2A	-0.156
SRR	-0.2065
NOL3	-0.4125
IFITM2	1.358
ARNTL2	-2.39
ZNF595	0.348
NLRP13	-0.1745
ASPH	1.8265
CPA2	-0.1785
PVRIG	-1.624
LEPR	2.671
C16orf42	0.415833333333333
SH3BGRL	0.922
FAM77D	-0.664666666666667
FNDC7	0.557
C9orf6	-0.0266666666666667
NOTCH2NL	0.5905
PGBD1	-0.236833333333333
SYNGR2	-0.175833333333333
PITPNA	-0.449
PRPF4B	-0.783
SLC43A3	-0.697928571428571
NRBP1	-0.478
SLC25A22	-0.42325
ILK	0.543375
SLC22A8	0.483
MRPS7	-0.7465
PITX2	-0.78575
FABP3	-0.54625
OR1L1	-0.249
LOC728215	-0.0205
BLID	-1.651
KIAA1217	3.31023529411765
TFPT	-0.23425
AP4B1	-0.38125
VBP1	-1.77725
OR1K1	0.2825
MORC3	0.54425
BHMT2	3.12483333333333
C3orf10	0.559
FZD7	2.57983333333333
WFDC10A	-0.9905
PMS2CL	-0.7945
CCDC32	0.758666666666667
FA2H	-1.76075
ALG13	-0.6335
TTLL7	-0.3935
SPOCK3	-0.337
SLC13A2	0.292
AIM1	1.5455
GPRC6A	0.0835
EGR2	5.876
MED11	0.825
WWC1	1.30925
SH3GL3	-2.734
RIF1	-0.572857142857143
PRLH	-0.1695
VLDLR	1.3805
DBT	0.1609375
C21orf63	2.1465
CGGBP1	-0.13925
KRTAP12-2	0.3315
TADA3L	-0.55525
ZBTB16	4.5845
PDGFB	1.57475
RFX1	0.0705
UQCRB	0.2865
LOC133874	0.78
HPS3	-1.9985
LGALS3BP	0.7555
DKFZP564O0823	2.86942857142857
MRFAP1L1	0.360125
HOXA10	0.953333333333333
NGB	-0.192
KIF21A	-1.23438461538462
IFLTD1	0.0915
LZTS1	-0.06925
ARHGEF3	1.203
RHBDL3	-1.185
CSNK1G2	-0.225166666666667
ChGn	0.280875
KIAA1244	0.0306666666666667
GABRB2	0.1855
MGC72080	-0.6495
CD27	3.7705
EGLN1	-1.4992
PEX13	0.06425
RWDD3	0.427
RNF12	-1.21466666666667
GRIN2B	1.936
ADAMTS14	-1.202875
DYDC2	-0.0961666666666667
ATP6AP1	-0.5847
NR1H2	0.115
PDK2	0.8125
C3orf17	-0.0311666666666667
SLC38A2	-0.218285714285714
SLC25A29	-0.295666666666667
C15orf29	0.5055
ADAM9	-0.565833333333333
TMUB2	0.333
GPR176	-0.85925
AGK	-0.6475
MCCD1	0.59675
NDUFA4	0.12275
TMEM146	0.42875
DUSP1	4.253625
UNQ6975	1.1185
EMX2OS	5.11425
INSM2	-1.0285
LUZP4	-0.65825
SETD6	-1.0095
P2RY2	1.19325
SLC45A2	-1.703
RABGAP1	0.748
UBXD5	-0.35075
GPRC5A	-2.3716
PAK3	2.91216666666667
LOC63920	-0.2655
TGFBR1	0.9439
KRTAP6-3	0.67575
SFMBT2	-0.6935
CDC42	-0.0970625
C11orf35	-0.23
TTLL2	0.686333333333333
UACA	1.4905
CD97	-0.3797
SETD5	-0.376
NINJ2	-0.38175
PTER	0.551833333333333
POMGNT1	-0.19975
KRTAP4-2	0.417
ECGF1	1.72975
HRB	0.0393636363636364
ATP1B2	0.8327
LOC400506	-1.05875
COL4A3BP	1.24075
C6orf97	0.15325
GRHPR	0.954875
TAS2R1	1.015
SEMA7A	-1.93525
EDF1	0.04475
ODF2L	1.0163
PCID2	-0.754666666666667
GTF2H4	-0.8485
ZCCHC3	-0.971875
CGB2	0.366333333333333
NEUROD1	-0.0453333333333334
C20orf75	-0.2605
RP5-1054A22.3	2.04166666666667
IFNA5	-0.54
ZNF134	0.0848333333333333
MGC119295	-1.059
ZSWIM6	0.88275
SMEK1	0.037
PCGF2	0.252125
C1orf102	2.15725
CYP2A13	0.979
KCNH6	-0.8824
MDM1	0.0435
ALDH7A1	0.247666666666667
C9orf75	-0.898
VDAC3	-0.69675
OR51T1	0.4315
EIF3F	-0.108833333333333
KCNJ10	-1.144125
LENG8	0.225
EDEM2	-0.36625
CCNJL	-0.241833333333333
DHX37	-1.2165
CRYGN	0.5165
AATF	-1.268125
ZNF630	0.7535
E2F5	-1.7595
WFDC13	-0.39075
FTSJ3	-1.0085
C4orf33	0.013
LHFPL4	-2.889
C19orf56	-0.480583333333333
SMAD4	0.55475
AFM	-0.4455
G0S2	6.47625
FCHSD2	0.127
RRP1B	-1.0274
EEF1B2	0.0383333333333333
STAT6	1.17616666666667
ZNF195	-0.4615
GNL1	-0.6545
ZNRF2	-0.0761666666666667
PER3	1.00425
ASB16	-0.112
C10orf10	4.98764285714286
ADCY8	-3.24233333333333
C9orf58	2.04516666666667
ARMC10	-0.798166666666667
PSG1	-2.5465
DHX34	-0.3545
VARS2	-0.98275
NFIC	0.18625
ITPR2	1.6085
AGXT2	-0.00966666666666667
OR6K3	-0.0795
H2AFZ	-1.91041666666667
MLLT3	0.787166666666667
COX4I2	2.56825
CCNT2	-0.088875
PLK4	-3.397375
NUMBL	-0.373666666666667
MED16	-0.15175
PLEKHQ1	2.24975
GOSR1	0.304666666666667
BTG4	-0.104666666666667
RPL30	0.553083333333333
IGSF5	0.12425
IGFL2	1.52216666666667
ELMOD2	0.113333333333333
SHC3	-0.766833333333333
HAVCR1	-0.351
DYNC2H1	0.399625
RNF5	-0.8215
C2orf7	0.22775
NLF1	0.5955
KLHL25	0.70675
LRP10	0.8181
KRI1	-0.80225
PUS7L	-0.675166666666667
MGMT	1.39875
HOXD1	-0.399
CSH1	0.133
ATG16L2	-0.61525
FLJ44635	1.24
CHODL	1.311
EXOSC8	-1.11075
SLC28A1	0.0545
MYO7B	-0.5905
SEH1L	-0.8119
MTNR1A	0.0991666666666667
TSPAN5	-0.104833333333333
CDC45L	-4.86566666666667
AMIGO1	0.7285
ATAD3A	-1.3825
OSGIN2	0.038
PDIK1L	-0.536333333333333
DARC	4.4585
PIPSL	0.2475
SHMT1	0.38975
CRISP3	0.204
POPDC2	2.51733333333333
ZRANB2	-0.477333333333333
FBXL8	0.2615
TRIP13	-4.16263636363636
EIF5AL1	-1.188
POU5F1P3	-4.60766666666667
IL6	2.898
CXorf38	-0.3545
IFNA16	0.1345
FBXL2	1.125
BRD1	0.3955
STATH	0.6345
FBXO44	0.418
MCCC2	-1.1055
CDC2	-3.8725
C5orf23	2.19275
IVD	-0.385
C10orf122	-0.9455
MSL3L1	0.1524
MVP	0.515
EPOR	-0.5024
ZMYM1	-0.19
BCL7C	0.0268333333333333
PSTPIP2	0.918
LYPD1	-3.09775
OR8G5	0.0895
ZP3	-0.609666666666667
BCAS4	-1.396
EDG6	2.60225
ISY1	-0.2505
PRAMEF2	-1.38775
CUL1	-0.658875
RNF213	0.000900000000000004
CCRK	0.563
DHX9	-0.922375
C13orf29	-0.132
NCKAP1	0.673833333333333
MRPL43	0.7045
XPR1	-0.65725
PKN2	0.3413
PODNL1	0.4615
ZNF333	0.55075
DALRD3	0.1615
OPN1SW	0.8765
BTBD6	1.49525
C11orf82	-3.5445
OR5P3	-0.2785
DUSP11	0.10475
L1CAM	-1.561
NEK11	1.48316666666667
OR7E91P	1.213
CNTN3	3.9253
CREB3L2	1.186
ZBTB37	0.3385
KIAA1324L	0.563
NDUFB10	-0.201333333333333
NUDT2	-0.0175
GTPBP8	-0.1965
CACNA1D	-0.38475
PRKAA2	-1.46583333333333
PRDM8	0.023
MGC16075	0.295666666666667
KRT14	3.4335
PP8961	0.3215
MRPL18	-0.5495
ABCG2	-1.52
PACRG	2.9885
BBS2	0.80975
KREMEN2	-4.0375
FBXO21	0.275
HNRPUL1	-0.190083333333333
GRB10	0.34025
CLSTN1	0.349875
LMAN2	-0.832
C17orf61	0.49325
NIPSNAP3A	1.417
INSIG2	-1.00016666666667
PCDHB7	0.904166666666667
STXBP2	-0.923375
CMAH	1.51825
SEMA5B	-0.526
ZNF155	0.241666666666667
COQ6	-0.0213333333333333
PRPF4	-0.96575
TSPAN15	1.9669
VN1R5	0.46325
LATS2	1.45325
SELK	0.818
PGK2	0.02125
MS4A1	-1.428875
TYW3	-0.1923
KRTAP5-1	0.04025
RCCD1	-1.689
BTN1A1	0.62
DDX28	-0.308
TMEM65	-0.36475
LOC92345	-0.42675
TTC31	-0.4745
WDR46	-1.31916666666667
CHP2	-1.31733333333333
LSP1	0.9685
ZNF542	-0.21225
EXOSC1	-0.8085
ARHGAP18	0.510666666666667
LRRTM4	-0.601875
MAOB	3.92175
CACNB4	0.32075
MGC33846	1.176625
RANBP3L	0.39475
ATP5L	0.508
ONECUT1	-4.501
NUDT9	0.40725
TMEM149	0.216
STX17	0.1705
IGSF10	0.37675
TMPRSS9	-0.443
BMPR2	1.22008333333333
ALLC	-0.15675
KLF7	1.46625
GCC1	0.3881
TIMM9	-0.05875
CDO1	5.39816666666667
MGC10701	-0.263666666666667
IFI6	-0.2465
FRMD8	0.7315
MGAT2	-0.21525
WBP5	0.606166666666667
CNIH2	-0.23925
KIAA0907	-1.6094
KCNH8	2.943
CTSG	1.14275
GRIK1	1.8075
CUL5	1.086
FRMD1	0.3965
OR9A4	0.5005
SYT6	-1.260125
FOXD4L2	-2.05825
ANAPC2	-0.895
OPN5	0.8895
TAF13	0.26375
LYG2	-0.6795
GGNBP1	-0.259
C11orf40	0.034
OTX2	-1.737
REG4	-0.0928333333333333
EIF5	0.45425
PALB2	-1.06175
SEPSECS	-0.000200000000000011
RNASE3	-0.61
TRIM49	-2.202
POLR2K	-0.1813
GPR42	0.2895
C8B	-2.3945
SASS6	-1.081
PREB	0.1465
OR3A3	0.128
TUBA8	1.126375
IGLV2-14	0.8115
STIL	-3.767
ANKFN1	-1.01183333333333
NME7	-1.16825
HOXC12	-2.519
UBE2C	-3.759375
FHOD1	-0.274125
CDK2AP1	0.220916666666667
OR6K2	0.227
DHPS	-0.52125
RPL5	0.0424166666666666
TRGV5	0.3585
LOC541472	1.3855
HCCS	-0.555
DENND1B	0.009
LHX3	-0.069
OR5D16	0.469
CXorf57	-1.0755
IRF2BP1	0.3115
NDST2	0.456
LCE3D	0.0455
BOLL	-0.0665
SYT3	-1.22375
PIH1D2	-0.06225
C20orf7	0.0736666666666667
IL1R2	0.7475
SLAMF9	-0.9635
PPME1	-1.3145
PIK3CA	1.0885
TRAPPC1	-0.212125
COLEC10	-1.3875
SLC9A6	0.150166666666667
PDDC1	-0.212583333333333
CCDC53	0.81125
GK3P	-2.29575
DAZL	-1.23675
BRI3	0.648
SDK1	0.206625
CYP2C18	1.0805
IFI44L	2.03175
RPL3L	0.586
FUT9	1.68816666666667
KIFC2	-0.823
PMP2	-0.342
SLC4A9	-0.056
PLAG1	-1.74166666666667
MYCBP2	1.5805
OR4E2	-0.3875
CCDC65	0.8035
C16orf82	-0.032
ENTPD4	-0.733125
BRP44L	1.600625
PMP22CD	-0.51825
TMCO4	1.7225
KCNN1	-0.669333333333333
WDR35	-0.85
CCDC80	3.1425
C3orf31	-0.7975
SLC7A9	-1.29775
TMEM190	-1.43025
DBC1	0.9225
FADS3	1.97533333333333
PDZD8	-0.381666666666667
GRM5	0.012625
AZGP1	3.4782
PEX3	0.536
MED1	-0.243571428571429
ATG4C	-0.384
HNRPH3	-0.473375
FAM109B	1.4185
C4orf17	-0.079
CA10	-0.242
OPRD1	-0.0425
CCL16	-1.1325
SACM1L	-0.41425
CST6	4.2225
CD63	1.2271875
LGI1	-1.34525
ZNF784	-0.0235
CRYBB1	-0.9555
CX3CL1	3.383
TOP2A	-4.814375
GYPB	-3.20166666666667
GADD45GIP1	-0.724
FEN1	-2.73925
IGF1R	-0.12325
WDR72	-1.98
PURG	-0.340166666666667
DEFB126	0.11075
PKD1L1	0.8715
CAV1	2.0596
GNPDA2	0.7653
DGAT2	4.1325
NLGN1	-0.14125
STRBP	-1.24125
HPRT1	-1.62783333333333
FANCI	-3.731875
PSMA7	-0.187875
DBF4B	-1.0885
TTF1	-0.2965
RAD54L	-3.55475
ELOF1	-0.38575
PLAGL2	-0.148
ZNF256	0.43025
HMGCL	0.421
MSI2	-1.24483333333333
RPESP	0.4695
C11orf60	0.289
ABCD1	0.2625
ACAA1	0.6987
SPARCL1	6.0115
IL6ST	0.7919
ZNF319	0.95925
TMEM109	0.1471
FAM90A1	-0.0518333333333333
IL22RA1	0.0675
ATP4B	-0.2085
TEC	-0.610333333333333
C7orf30	-0.65525
TXNDC2	-0.891166666666667
ABCB4	-1.0825
KIAA1191	0.339
C9orf38	-0.1905
SFTPB	0.1915
CNTNAP2	-2.66008333333333
FRK	0.989
TBX19	0.77525
CHD4	-0.68675
C6orf26	-2.866
MOSC2	1.8825
IKBKE	-0.3265
HIF1A	-1.4605
LOC595101	-0.2445
RELA	0.3335
TMEM16B	0.796166666666667
ABHD12B	-2.48
TSEN34	-0.03175
KIF18A	-5.01625
TXNDC9	-0.438833333333333
SPATA2L	0.099
SEMA4G	-1.077
C21orf91	-0.2885
MATN1	-0.2785
KCNIP4	0.2015
TUSC1	1.710625
OR4C15	0.593
ARMCX6	0.608666666666667
WBSCR27	-1.4285
OR52I2	0.0265
KIAA1604	-0.03
DYNC1I1	0.5635
PPP4C	-0.999
SLC47A2	-0.538666666666667
TREH	0.087
CD48	0.947333333333333
ST14	0.962166666666667
PKN1	-0.5885
SPON2	2.94475
XBP1	-0.0705
SFRS12	-0.66
EFCAB6	2.629
SELT	-0.19375
SLC39A2	1.0165
ERF	-0.540166666666667
ARL3	0.448375
SURF6	-0.7699
MLLT10	-0.486190476190476
FLJ11171	0.338
TDGF1	-3.70316666666667
ERCC6	-0.07425
EIF2AK4	0.899875
BAZ1A	-0.576833333333333
LRRN3	2.86816666666667
TMC3	-0.062
EFTUD1	-0.3595
PTPRO	0.954333333333333
CLEC12A	0.823875
ACBD4	0.490125
ZDHHC14	-0.198625
OTUD7B	0.416
ACTB	0.208125
MSRA	0.620125
LCE5A	0.1375
IFI35	-0.18625
BSCL2	-0.445166666666667
ANKRD12	0.866666666666667
CFHR2	1.324
RGAG1	0.712833333333333
HSFY1	-0.1525
SLC30A5	-0.13375
IMPG1	0.5905
GPR109A	1.446
ZNF185	0.10425
IYD	0.16275
NPCDR1	0.6945
SERPINA13	0.208
HMGCLL1	0.371
NEUROG1	0.360166666666667
UBQLN1	-0.78575
LIN37	0.2645
SOCS2	0.37
DSCR4	-1.948125
XKR6	1.33425
GPR142	0.3375
KRTAP13-3	0.274
CCDC15	-0.847833333333333
MOS	0.2805
CD1E	-2.0665
OFCC1	0.00799999999999999
FAM83D	-5.50425
SRFBP1	-0.03875
C9orf96	-0.1015
DHDH	-1.68725
CCDC90A	-0.281
RABL3	0.75605
CD320	-1.194
ANGEL2	0.0380833333333333
MRPL21	0.15975
SMG6	0.833166666666667
INSR	1.8545
FLJ14816	-0.5795
GLRB	1.2725
C9orf89	0.6085
CIZ1	-0.504625
URG4	-0.052
LRDD	-1.237
CBY1	1.14716666666667
NFX1	-0.216375
MTERFD2	0.470285714285714
C19orf23	-0.06
PGC	-2.97675
IER3IP1	0.1228
RASAL2	0.641916666666667
C1orf89	-0.11025
SYNJ1	-0.49725
NFKBIE	-0.6
FLJ40125	-0.332166666666667
TCEB2	-0.4018
NOG	-1.639
POLR2J2	-0.522
HLA-B	1.9545
PCDHA1	0.4505
PPP2R2B	1.01025
ARHGEF17	0.888666666666667
TCF7L2	2.17914285714286
CHD5	-0.170166666666667
ZNF431	-0.665625
TBC1D25	0.44125
ZNF800	-0.6085
SCUBE2	1.587
MYCBP	-0.461166666666667
GPX5	0.304
C6orf129	-1.07316666666667
QSER1	-0.9085
ULK2	2.65775
PIGO	-0.0795
NRCAM	-3.29884615384615
SLC35E3	-0.405
CSRP2	-0.13525
HYPE	-0.189
MAPK15	0.173
MGC14327	-0.29175
TIMM13	-0.6915
ZNF462	1.3705
GBA3	0.45775
TEX13A	-0.1875
MCM6	-2.21622222222222
MTRF1	-0.83925
ABCA7	-0.4385
EIF4A2	0.41025
ZC3H10	0.7224
RPGR	0.514833333333333
C20orf94	-0.77375
RP1L1	0.1185
GPR125	0.15425
USP22	-0.0619285714285714
OR1L4	0.26525
MLZE	0.45175
FLJ32065	0.19125
PTCD1	-0.41675
CRTAC1	2.0815
BXDC2	-1.63075
C18orf1	1.51266666666667
FAM107A	4.06371428571429
EFNA3	-1.39425
P18SRP	0.1859
CAMKK2	0.74125
KIAA0649	-0.74025
NES	0.127833333333333
HS6ST3	-1.9825
PON2	-0.55
TCP11L2	0.5645
CLEC4A	2.05275
PRR12	-0.088
MLXIPL	0.4979
C2orf50	-0.099
ZNF28	-0.1325
ENC1	0.159333333333333
MAP2K1	0.459125
FKSG2	1.40375
KIAA0430	1.11125
PTP4A1	-1.13738888888889
GPR156	0.642
GTF3C6	-0.5105
UBR2	0.1479
LOC388272	-0.9145
MAK	-0.211666666666667
ACOT4	2.18875
STC2	-0.856333333333333
PIGW	-1.9145
SAE1	-1.1535
COL6A1	1.16522727272727
OAZ1	0.33
STMN4	1.126
EDG3	-0.459666666666667
SGCE	1.19533333333333
IL11	-3.13166666666667
PRSS8	1.66075
YIPF5	0.701666666666667
WNT4	2.89725
CSN2	0.337666666666667
TCF7	-2.28425
TDO2	-1.924
SAMD9	-0.283375
S100A7A	0.869
MMRN1	4.72316666666667
GKAP1	0.56675
AKR1C3	2.460875
RNF19A	0.768875
GMDS	-0.8775
YKT6	-0.923625
SPARC	2.196
C12orf31	-0.83475
UBE2V2	-0.824833333333333
FBXL18	-0.905
KIAA0460	0.44725
ADAM22	-0.1805
SERPINC1	-4.7305
KCTD21	-0.06325
MYOHD1	-2.33175
ZNF37A	0.1555
GTF3C1	-0.751166666666667
CTSZ	1.6685
PRNPIP	-1.31975
DRD1IP	0.069
NR1I2	-2.08633333333333
ZNF266	0.2852
SPAG4L	0.0465
COX4NB	-0.308
SAPS1	1.56833333333333
APOA1	-3.639125
TATDN1	-0.359
C10orf82	0.43175
KPNB1	-1.85225
FOXO3	1.19866666666667
CRYBB2	-1.0285
ZBTB5	-0.485333333333333
SLC25A38	-0.6285
DCTN2	0.0223333333333333
IFT20	0.26625
CTHRC1	0.845
C1orf31	-0.955625
UHRF1	-3.3515
GPC6	0.4335
C10orf54	3.128
MCF2L2	0.424833333333333
WNT9B	-0.149625
OLA1	-0.57575
FAM120B	0.3065
TTLL10	0.098
CYorf15A	-5.0185
RELN	-0.7958
SCN2B	2.70966666666667
MFHAS1	-1.58375
NKX3-2	-2.08383333333333
RASGRF2	1.934
SSBP1	-1.017
KPNA6	-0.0873571428571429
LOC389118	0.1845
HS3ST4	1.5518
SUPT7L	-0.213125
FLJ32658	-2.04275
IGFBPL1	-0.9535
KIAA1641	-0.4181
SHKBP1	-0.881333333333333
CSF1R	5.23325
NAGK	0.11
MYL2	1.08125
HIST1H4C	-1.61466666666667
TOMM7	1.120625
ADAMTSL3	3.362
TNFSF14	-0.53025
PRRT2	-0.756
VTA1	-0.4455
AOAH	2.97516666666667
CRISPLD2	1.7915
PNN	-0.738
TA-NFKBH	0.2215
ESPN	-1.20675
RBM43	-0.276
KIAA1267	1.1635
DDX3X	0.438555555555556
KIAA1576	-3.52275
PLXDC1	4.17433333333333
FLJ25801	-4.61975
HNRNPL	-1.023
RUNDC3A	0.1105
CASP12	2.7465
SH2D5	-1.579125
RPL26L1	-0.7345
OR51A7	0.228
HDC	3.7575
C2orf16	0.141333333333333
SYTL3	3.508875
GOLGA4	0.6436875
NOTCH1	0.148166666666667
ATPAF2	-0.2955
ECD	-0.12275
SSX5	-2.08916666666667
SNAP91	0.45775
OCA2	-2.42225
PNPO	0.224166666666667
DAPK1	-0.192166666666667
PINX1	-0.663833333333333
SELENBP1	1.899125
NEK3	-0.423
TMED4	0.122785714285714
SSTR4	0.0355
FOSL1	-2.5803
CD40LG	1.067
CES1	2.65608333333333
DCI	-0.482666666666667
B3GAT3	-0.4695
STK17B	0.94675
CNTN6	1.58925
CYP3A4	-0.487
MBOAT2	-0.601928571428571
PISD	1.132625
USP1	-1.20275
PYDC1	0.0671666666666667
CENPM	-2.804375
SAR1B	0.067
TTC7B	0.381
DP58	-0.124
GPC1	0.5865
RBL1	-2.3715
TMEM137	-1.97716666666667
TOB1	1.04725
TCEAL1	0.711666666666667
CENPF	-5.08954545454545
C6	3.87016666666667
PRSS1	-3.936
PPIL6	0.917166666666667
C6orf124	0.539
ODZ4	2.23216666666667
SNCB	-0.26825
NDUFB9	0.072875
CNOT6L	0.519333333333333
S100A9	2.06216666666667
TRIM50	0.3695
KCTD1	1.504
WDR63	0.37525
SPEF2	1.3565
RNGTT	-0.680166666666667
CXorf22	-0.1565
KCNK16	0.12325
CEP250	-1.965125
ATPBD1B	-0.39575
KCNJ2	4.74175
MT1B	0.4015
ZNF684	-0.368
SLC4A1	0.1205
PDHA1	-0.0115
ZNF492	-0.735
TKT	-0.36125
BYSL	-1.214625
RNF38	0.325375
AHDC1	0.3145
KLHL2	1.546625
CMTM8	1.948
DMP1	-0.9755
HERPUD2	0.309375
CRTAM	2.442
ZNF572	0.07125
TMEM16J	-1.6965
HSD17B2	0.85625
UBE2G1	-0.277125
AHSA2	-1.346
PELI2	1.375
TPX2	-4.819375
ATP9B	0.762666666666667
DAZAP1	-0.3055
HMGCS2	1.25416666666667
C17orf38	-0.02375
B9D1	-0.643875
NKX2-5	-1.58566666666667
KIAA1276	0.486
LILRB2	3.5905
CSTF1	-1.04866666666667
BTN2A1	-0.0665
C15orf48	3.28775
IGF2BP3	-4.37225
FAM113B	0.942166666666667
HRG	-0.129125
ZNF131	-0.9335
USP47	1.27528571428571
CCDC88B	-0.654375
HCN1	1.5991
HTN1	-0.4218
SYCP3	0.48175
C13orf23	-0.7839
PAPOLA	-0.4738125
AATK	-0.1176
MSH3	-0.495333333333333
NDUFAB1	-0.889
ITLN2	-1.43583333333333
BAK1	-0.385333333333333
MRPL45	-0.150166666666667
MTNR1B	-0.315666666666667
LOC645843	0.528
SPECC1L	0.575125
PGCP	1.5705
SPN	-1.216875
GPR143	-0.147333333333333
ZNF576	0.0441666666666667
TMEM39A	0.1893
ATP5D	0.0978333333333333
MAGEB3	-2.0215
RPS5	-0.406833333333333
ANP32E	-1.75921428571429
MTMR1	0.2015
YEATS4	-1.38125
SYNGAP1	-0.4575
PCOLCE	-0.358666666666667
MNS1	0.27125
PCYT2	-0.407166666666667
ZNF182	-0.375
LAX1	0.91825
SPPL2B	0.1847
ELOVL5	1.5905
PCDHAC1	0.5235
B4GALNT1	-1.73316666666667
BLOC1S2	0.133875
ZNF673	0.3758
ARHGAP21	1.033
IRX5	2.08875
LRFN5	1.66583333333333
FAM7A1	0.62775
RAB19	0.8765
GINS1	-3.87475
ITM2B	2.1179
PAPSS2	1.56775
OR5BF1	0.2965
ACSL3	-0.40375
KIAA1919	-0.57275
GLT8D2	2.866875
UTRN	1.75228571428571
CNN1	3.93325
HISPPD2A	0.554666666666667
SDAD1	0.125375
SIGLEC9	0.4965
RPL35	-0.09
C22orf26	0.548
IMPDH2	-0.539625
WDR69	-0.2505
SEC14L5	1.03
CLTA	0.2745
RP11-529I10.4	-0.28625
GPR37L1	0.133666666666667
OGDH	-0.53925
ASB13	0.263166666666667
ZFP14	0.141
ZCRB1	0.0631666666666667
KPNA3	-0.103
HSPA1L	1.13675
RHOC	0.408375
LOC554175	0.394
PPP3CA	1.685
SLC1A7	0.4447
ZNF529	-0.323
RBED1	3.451
DDB2	-0.64925
FLJ11286	0.212666666666667
SPATA1	0.217
MKNK1	0.626333333333333
DYSF	1.68616666666667
ALKBH2	-0.2765
NKD1	-3.65233333333333
C1orf174	-0.5165
PLEKHO1	0.0275
ASB10	-0.06575
RING1	-0.0516666666666667
NPC2	1.050125
AVPR1B	-0.103
YTHDF1	-0.223083333333333
LMAN1L	0.2455
GSG2	-3.811
CEP170	-0.1904
RPS4Y2	-5.2865
MSH6	-1.327
HECTD2	0.737166666666667
ZNF556	-1.556
PLEKHC1	1.4302
AIRE	-0.29
BCL2L10	1.82
LMOD3	0.5518
ZBTB8	0.0979
FOXA2	-3.6314
SLCO2A1	2.801
C3orf46	0.3675
PRDM16	1.20583333333333
TMEM98	0.941
FRMD5	-2.288
PDE6C	0.165
C1orf216	-0.08
EP400	-0.441214285714286
PTK2	-0.2185
RNF217	0.97325
NDUFA8	0.047
ZFAT1	0.422
LAMP3	0.381166666666667
GLTSCR2	1.410875
NPW	-1.631
LLGL2	-1.7191
PPM1K	-0.6702
C20orf177	-0.887
KIR2DL4	0.4677
NFKB2	-0.2285
C21orf122	0.247833333333333
HESX1	-0.623
GPR114	1.04466666666667
SLC25A35	-0.185166666666667
GNAT1	0.20075
ORAI3	0.091
FAM76B	-0.41775
TMEM99	-0.0835
TRIM29	2.209
CDS1	0.9555
RHEB	-0.4079
C4orf27	-0.1445
RAB3A	-0.32525
OTUD6B	-1.0565
GPD1	4.565125
CDH15	-1.1575
NPM1	-1.0115
TMEM117	0.62675
PRPS2	-0.509083333333333
GCK	-0.6475
ADRA2A	5.731
TSPYL4	0.2995
TASP1	0.0745
WDR19	0.408
C10orf38	0.47225
PDE4C	-0.447833333333333
FYB	0.19975
C1orf55	-0.652166666666667
PPFIA3	-1.608
RAD18	-1.226
C12orf44	-0.388333333333333
CRYBA4	0.199
HVCN1	1.5775
TAF10	0.0226666666666667
C16orf48	-0.295833333333333
DEPDC5	1.063
LTBP1	-1.265
MAPRE1	-0.062125
FGF8	-0.5535
C3orf52	-1.2605
SENP7	0.530166666666667
LRRK2	2.38275
RUNDC2A	0.203166666666667
KIAA0355	1.19033333333333
CPEB1	0.0395
PPEF2	0.014
ABI2	-0.79
KIAA0317	-0.231625
ATF1	-0.700833333333333
DYNC1H1	1.05275
DIP	0.662
TMEM33	-0.222222222222222
POLDIP3	0.14525
C7orf24	-1.18025
GPR171	2.93975
CDC6	-4.69033333333333
PLD1	0.5925
ITFG2	-0.0481
NDUFC1	0.60375
AKNA	-0.70975
NBR1	0.6785
PKHD1	0.568625
HPS4	-0.3674
MAFA	0.34225
ULBP3	-0.3035
DIRC1	0.723
IMMT	-0.646375
C22orf13	-0.11125
CEL	-0.06775
MARK3	-0.79825
ADAMTS2	2.25466666666667
ARPC3	-0.437666666666667
TMEM10	0.00525
NPHS1	-0.6555
BRD8	-0.352
WDR12	-1.878
IDI2	0.216
HOXD13	-1.601
OR8G2	-1.369
SLAIN1	-0.662
GABRQ	-0.4435
NR2C2	-1.47125
NKTR	-0.4057
TLE2	2.237
KIAA0892	-0.184166666666667
AURKA	-3.93009090909091
GPRC5C	-0.357
TBC1D9B	0.694875
PNPLA6	-0.1255
AP3B1	-0.31925
NAG	-0.044
C11orf68	-0.0625
