Hybridization REF	TCGA-A7-A13F-01A-11R-A12P-07
CLCN5	0.42025
FBXW5	0.5135
FUSIP1	-0.993714285714286
MAG	-0.7195
FLT3	0.466333333333333
STRA8	3.6755
SERPINB4	-4.18
JMY	-1.2825
DLK2	-0.735833333333333
ZNF451	-0.7795
HES6	0.378
FGF9	-2.97125
VNN1	-0.721666666666667
SRPK2	0.7028
ALDH3A1	1.00883333333333
CDX4	-1.713
SPG21	0.24175
ZNF302	-0.2689
DOK3	0.334375
GRIN1	0.232357142857143
OR1A1	0.727333333333333
CALU	-0.436833333333333
ANKFY1	-1.54016666666667
C9orf84	0.6515
CLEC2L	1.0085
LIMCH1	-1.84091666666667
RWDD1	-0.661666666666667
VHLL	0.46775
SLC18A2	-0.1145
UPK3A	0.498
FIP1L1	0.51675
LENEP	-0.3162
RHOB	3.42383333333333
RIBC2	0.505
GNPNAT1	-1.25125
TBC1D10C	-2.429
MMAA	1.39825
INTS9	1.034
HOOK2	1.09825
CCNG1	-1.807
CCDC144B	-0.0705
MTMR7	3.3115
NEU4	-3.50133333333333
HADH	1.592875
CCKAR	0.018
TMEM173	0.393
AFAR3	0.04625
PTH2R	0.265875
IFI30	0.8915
GLUL	3.1958
TMEM71	-1.004
C20orf165	0.11
BFAR	-0.08625
ZNF14	-0.47775
KLHL8	0.00757142857142856
PPIL2	0.899833333333333
CTA-126B4.3	1.18983333333333
C5orf37	-0.854875
SLC27A4	2.0845
KLHL22	1.981375
GJB2	0.982
HSPBP1	1.0265
PRKD1	-1.86016666666667
SOX8	-1.3675
KIAA0195	0.992166666666667
MICALCL	2.7835
ICAM1	-0.913625
C10orf126	0.558
SIX4	-1.3065
BCL2L1	0.9892
CD19	-2.29633333333333
RAPGEF3	1.0715
KIAA0974	0.16275
MAPK3	1.44483333333333
OR10A3	1.0735
MAP2K1IP1	0.871
STK4	-0.391111111111111
CHIC2	-0.7013
DLX5	-1.0725
ZNF367	0.01525
FBXO41	-1.149
ADK	-0.3125
hCG_1995786	-0.268
GTPBP10	-0.78775
TGOLN2	0.065625
CTBS	0.153
FGD1	1.30125
ETS1	-0.484833333333333
EDC4	0.038625
GSTA3	1.33375
HOXB6	-0.846833333333333
C9orf131	-0.09525
BCAS1	3.41675
U2AF1L4	0.301
PDHA2	-0.234
SORD	1.52575
SLC25A33	-1.8165
WDHD1	-1.54
OR8K5	-0.1975
RNASE11	1.308
STAP2	1.483
TRIM44	0.0446
CHCHD8	-1.10375
SIDT2	0.778666666666667
OR2B3	0.5845
TRRAP	0.00600000000000001
TRAF1	-1.19141666666667
RYR2	-2.3035
FAM71B	0.1418
SLC45A4	0.405
TRIM32	0.031
ATP6V1G1	-0.12525
TRA16	0.97775
SERHL2	2.15275
PRKY	-0.0826666666666667
NPR2	-0.394
TAS2R40	0.52575
OR5I1	0.5265
ZFYVE26	-1.12366666666667
WFDC11	-1.2215
CSH2	-0.603
OR2T8	0.357
TBX20	0.7905
LYPD5	3.54366666666667
STOML2	-0.0438333333333333
ALPI	-0.21175
FAT3	0.286
ZNF273	-0.618875
NPSR1	-0.3695
FLAD1	1.63816666666667
RAB5C	0.864125
TTLL3	-1.720375
KIAA1618	-1.44983333333333
NPPC	0.2445
ZEB2	-0.0713
MRP63	-0.705
WSCD2	-0.5115
NEUROD4	0.598666666666667
SNAPAP	0.8505
MTMR2	-1.552
STK35	-0.0015
USP48	-1.47
NR1H4	-4.3755
RASL10A	-0.7995
SSTR1	-4.49525
C1orf35	0.09875
APOBEC3C	0.327
RUSC2	0.168166666666667
SALL4	-0.9315
ZCCHC8	-1.5175
RAD17	-0.449125
ZNF708	-0.266333333333333
LILRB5	0.735125
TEX12	-0.551
C9orf79	0.29625
ARHGEF1	1.48733333333333
ABCA4	3.1955
RNF214	-0.718
PPAPDC2	0.3165
ARID4A	-0.384333333333333
SYCP2	0.0395
OPRM1	-0.428
RP13-102H20.1	-2.727
CYP26B1	-1.10066666666667
APCDD1	0.0615
PCCA	-0.53125
ALS2CR7	1.5095
AQP5	-0.290666666666667
YLPM1	-0.282375
PRKAR1B	0.7203
IL16	0.40875
TCF3	-0.884875
ZSWIM7	0.0885
SERPINE1	-0.2822
BAI2	1.8085
SMC5	-0.2875
SMN1	0.4845
SLC13A5	-3.77671428571429
POU2F3	0.9745
BACH1	-1.82216666666667
GMCL1L	-0.0516666666666667
PPP2R2D	0.17
LRRC51	1.26291666666667
EDARADD	-1.6425
LRRC3	0.1355
FAM124B	0.131
C20orf70	1.2985
LOC285735	0.22475
CTBP2	-0.1522
ZMYND11	0.7775
CDH23	2.01683333333333
OR1N1	-0.337
LOC400590	-2.5165
PDK1	-2.921125
LMTK3	2.034
USHBP1	1.56985714285714
ZFYVE21	0.072
hCG_21078	-0.800375
OAF	-0.06825
WDR41	-2.18225
SPINK6	-1.0775
GDEP	0.164
MEG3	-2.4185
OXSR1	-0.486214285714286
RAD51	0.176833333333333
RPL13A	-0.62325
DYRK1A	-0.0596
FLJ25791	0.44775
SARDH	1.1489
RBBP5	0.745833333333333
ORC2L	-0.87025
NCAPH2	1.45783333333333
RNASET2	1.13966666666667
WDR79	0.250333333333333
FLJ39779	-0.93675
C3orf1	0.448
DDX23	-0.089
MGC40574	-0.46075
MORC4	1.7405
MYRIP	-0.687727272727273
LY6E	1.870625
SLC39A11	3.519125
ATP12A	-0.285
AUP1	1.244
PIP	5.5855
CORO7	0.259
PITPNM3	0.0255
ENPP1	-0.00666666666666669
PPP1R1C	-2.497
NRBP2	0.208875
KCNE2	-0.548
P2RX4	2.40775
CCND2	-2.68657142857143
OR5T3	2.247
CUL4A	-0.735166666666667
CFB	2.074625
PCP4	-3.76916666666667
HEMGN	-6.03383333333333
UBIAD1	-0.631
CDC42BPB	-0.8815
CYB561D1	0.019
RIMS2	2.240625
ZNF488	1.466
RNMTL1	0.16525
SART3	0.6065
CAPN10	-1.13814285714286
CCR5	2.1715
APOA1BP	1.64016666666667
NDUFS5	-0.28475
PDLIM3	-0.595
VPS24	0.9828
SCN8A	-0.38925
C1orf67	-1.333
MRCL3	0.738166666666667
TMEM145	-1.301
KCTD16	-0.0928333333333334
RNF149	-0.32925
FDXR	0.5625
CDCP1	2.11266666666667
PAX3	-2.34522222222222
LASS4	2.6055
HSD17B8	0.88425
YAP1	-0.42
NNT	0.16825
SC5DL	-0.78825
DKFZp566H0824	-2.4285
KSR2	-0.874666666666667
RAD21	0.121933333333333
ST8SIA2	0.132333333333333
L3MBTL3	-0.38825
SNRPB	0.2815
MGC14425	-0.94625
MIF	-0.523625
TAPT1	0.347
IRF8	1.4856
PRO0132	2.303
HERV-FRD	-1.614
ACD	-0.3715
BCL3	1.324
SPATA13	-0.28025
MRLC2	0.945375
F2RL3	0.928125
CFHR3	0.21
DUSP15	0.189833333333333
TMEM46	-1.8125
SF3B4	2.03883333333333
MAP7D3	-1.81975
STELLAR	-0.111
SEMA5A	-0.3496
H2BFS	0.7705
LRRC28	-1.72166666666667
MORN2	1.4805
XYLB	-0.31675
WDR21C	0.18
HIATL1	-1.14475
ADAMTS10	-0.00566666666666663
WDR55	1.539
MFSD5	0.911833333333333
OR4N2	0.206
DUSP16	1.82794444444444
NLGN4Y	-1.9416
INHBC	-0.0211666666666667
NUMA1	1.8555
DEFB123	0.147
GIPC1	1.639
MGC27348	-1.1935
FLJ33590	-0.184
FZD1	-0.0686
MKL1	1.2075
SAA2	-0.38975
C1orf94	-1.608
C7orf28B	-0.789
TMEM185A	0.52515
ZZZ3	-0.858
C16orf5	-1.76216666666667
GALNAC4S-6ST	0.579
C1orf186	0.815
IGFBP4	2.95533333333333
NDUFA10	1.92583333333333
CLIC2	-1.35725
RNF13	0.4395
GPR103	-1.77666666666667
CD69	-3.8525
MYOZ1	0.33425
IFNB1	-0.016
CLNS1A	-1.24575
CXorf45	-2.578
ZXDB	0.706
FUNDC2	0.82425
GPA33	-0.323375
C9orf70	0.52425
SLC2A9	0.6865
LOC126520	-0.0845
MAGEB1	-0.6115
LCE2A	0.0565
C18orf34	1.791
FMNL2	-1.23225
KRT85	0.62775
CRYGA	-0.525
GEM	1.38125
THAP6	-0.3098
ALKBH3	0.0966666666666667
TM6SF2	-0.2285
C20orf82	1.97
RANBP2	-0.903
LIG3	0.9933
RETSAT	1.44375
OR8S1	0.1395
CAST	0.2415
TGFBI	-0.2875
C15orf37	-0.189
PGM3	-0.9835
SLC4A11	0.607125
FAM123C	0.427
TAOK1	0.5285
CISH	1.610875
OGDHL	-4.20225
SPINT2	3.02216666666667
ZNF33A	-0.036
CLDN18	-0.1125
RNF128	1.079875
CCDC71	-1.13025
RASSF6	0.1332
HSPG2	1.4315
ATP6V0E1	1.278
ABHD6	-1.7525
CD274	0.038
GCNT1	0.718
NT5C1A	-0.148166666666667
TM4SF5	-4.3975
C21orf58	-2.07183333333333
SUCLA2	-0.82
RFTN2	1.79875
SCNM1	-0.044125
SLC9A10	0.2315
FUNDC1	0.8
SLC35F4	-2.223
AMD1	-1.857
COL6A6	0.57925
OR4K2	0.7455
TRIB2	-0.400916666666667
LOC91461	-2.19625
GHSR	0.266
ATP8B1	2.213875
C1orf78	3.3195
RNF183	-2.206
STX4	0.5878
TPPP2	-0.856
MYBPHL	-2.0595
TXNDC6	-0.113875
C9orf47	-0.0665
FAM137B	-1.4725
FANCB	-0.74075
C11orf9	-2.8065
DPY19L1	-1.5535
VDAC2	-0.985
VHL	-0.13825
LMBR1	-0.30175
C8orf44	-1.32375
ZPBP	0.02425
FGF23	-2.3815
C21orf67	0.03325
PCNT	-0.951125
BCKDHB	0.0458
GALNTL5	0.539
BET1	-0.736125
ARL13A	0.2005
HDAC6	0.024
N4BP3	1.339
OTOP1	0.156
TTC30A	0.827625
CRISP1	2.18
KRT32	2.325
VSTM1	0.2095
ZNF622	0.05825
POLR3B	-0.2858
DNAJC10	-0.01525
C12orf54	-0.602
ADIPOQ	0.667166666666667
RIT2	0.458
CD44	0.45375
ABCA3	2.3865
RPS17	-0.6475
FEZF1	0.842
PCDHB15	-0.92925
KCNMA1	-2.15568181818182
CCDC116	-2.283
C15orf27	-3.5065
NARG2	-0.39675
ITGA5	-0.055875
MEFV	0.731
TUT1	-0.07675
LOC541473	-0.946
NMBR	0.9865
GLT1D1	-3.55883333333333
ABCB7	-0.68025
PFKP	-2.16172727272727
C9orf91	0.6964
LRRC41	1.68416666666667
C1orf85	1.53433333333333
ATP5F1	-0.283
STOX1	-0.122125
GFOD2	0.29525
SLC25A3	-0.819
ZNF646	-0.8664
ZAR1	-1.164
OSTbeta	-3.3
GALNT3	-1.59833333333333
IFT122	0.777833333333333
LDB3	0.5797
GARNL1	-0.585857142857143
HOMEZ	-0.441666666666667
LRRC6	2.653
ANGPTL5	-1.05
UBAC1	-0.77975
DLEU7	0.396333333333333
RPL19	0.101
TOP1MT	-0.0251666666666666
LOC643641	-0.262
MBD3L2	-1.4455
NTSR1	0.2635
WISP2	-0.432
GPSM2	0.596125
RDH10	0.334
PRKCG	-1.1715
HIST1H4J	0.4365
MON1B	0.0142
MLF1IP	-0.808166666666667
ZNF446	0.790875
COL4A5	0.4928
SLC26A1	-0.3985
RGN	-3.250125
CCNB1	-1.27175
C9orf165	0.51225
CCDC28B	-1.63375
CCDC97	0.6655
FGR	1.253
MSRB3	0.6096
EPN2	0.1385
COX15	-0.325
KCNK6	0.9533
XK	-3.09275
GDA	-4.899625
HEPH	-1.049875
THRAP3	0.3525
MET	-2.19907692307692
PHYHIP	0.8735
LYAR	-1.78883333333333
ING3	-0.24175
AK7	-2.639
CCT8L2	-0.295857142857143
COPS7A	1.4465
WSCD1	-0.236
RNF185	1.827125
TNS3	0.636
KNDC1	-0.558166666666667
RWDD4A	-0.195666666666667
MED13L	0.8233
ZFYVE1	0.00675
C7orf44	-0.2395
MRPL1	-1.315
STGC3	-1.05475
TEAD1	-0.960333333333333
RPL7A	-0.845071428571428
ARL6IP1	0.3111
C1orf178	-0.164
CTAGE5	-0.023
TMEM184A	0.0208333333333333
SLC25A14	-0.3405
CACNG5	-0.12125
ATXN10	0.6385
ECH1	0.9337
CCL22	-0.0476666666666667
CYP2F1	-1.9442
GADL1	-0.0035
TMEM19	0.3235
RUNX3	-1.414
EFNB1	0.311
LIPN	-0.084
ACSM3	-4.773
SIGLEC8	1.04933333333333
ASCC3L1	0.12725
NOL8	-0.31925
RELT	0.185833333333333
Magmas	-0.43175
PPP1R15B	0.1893
C11orf2	0.42725
VKORC1	0.0420000000000001
MGC26647	-0.04725
TRPM6	0.237727272727273
UGT2B7	-6.45666666666667
FEV	-0.52275
FOXK2	0.3831
PDCD5	-0.568
SLC8A1	1.4129
DGUOK	-2.0615
CLDN16	0.8235
GAGE1	-0.835
RBM17	-0.6858
C1QTNF3	-1.54625
VGLL3	-1.34083333333333
UNQ5830	0.315
CD1A	-3.48533333333333
SCGB1C1	0.3465
SUPT4H1	-0.7155
TRAF5	-0.8295
ASAHL	1.286875
FAM73A	1.02483333333333
OR6B1	-0.3335
WHSC1	-1.50995
GFPT2	-0.86575
LOC339809	0.118
STARD5	0.84975
SIP1	-1.898
DNAJC15	0.1495
STAU2	-0.053875
FAM98A	-0.124
RAD23B	-0.723625
LRRC33	-0.88025
CHRAC1	0.51875
C21orf89	-0.27025
C19orf43	1.333
KLK8	-2.07433333333333
CCNE1	-0.436125
PKDREJ	0.1026
SSU72	0.3095
C17orf73	0.204
GPR78	0.6795
WHSC1L1	0.8023
GSTA2	-1.29325
SMUG1	0.367166666666667
UFM1	-0.3482
AP3M2	0.339416666666667
USP14	-0.74675
FBXL14	-0.846333333333333
DSTN	-0.329
SFRS14	0.587
FBXO31	-0.7095
C12orf40	0.312
FRS2	0.86775
NR2E3	0.73275
TUBB2C	1.30225
GMPR	1.47416666666667
C9orf139	-0.2475
ING5	-0.585714285714286
LOC730092	0.0256666666666667
ORM1	-2.195
RP11-11C5.2	-1.654
HSPD1	-1.3939
PIWIL3	-0.82075
C5orf13	-1.2129
OR5R1	0.6515
LCOR	-0.402625
PLEKHA9	-1.186
CCDC43	0.7965
ZNF232	-0.53775
SLC6A7	-0.19
ADH5	-1.12758333333333
SHBG	-0.6906
CROCCL2	-1.56175
PANX3	-0.2405
CDIPT	2.1245
SLC16A5	0.6855
TUBB	1.1738125
TOR3A	1.4459
PREP	-0.830833333333333
ENTPD8	0.329923076923077
CHMP1B	0.41425
SYT12	1.4902
MYH6	-2.0466
MAP3K13	-0.267833333333333
KLHL30	0.141166666666667
LCMT1	0.02825
EIF1AX	-0.354916666666667
FOXD4L1	0.1955
SLC24A5	-0.1025
RNF166	0.1377
TJAP1	0.688
TMEM156	-0.584666666666667
ZNF239	0.27725
SNX19	1.1256
GKN1	-0.03575
FCN1	0.9805
C1QL1	1.03
ATP11C	-0.951125
ZNF35	0.90325
CARD8	-0.061875
LIMD1	0.946833333333333
KIAA0286	-0.271875
XRN2	-0.665833333333333
CD6	-0.7345
TOX3	3.416875
ZSCAN4	-1.867
RSRC1	-0.4405
COG1	0.641
PTRF	0.703
C16orf35	-0.384125
FBXO24	-0.14775
CHST11	-0.7705
THRB	1.1287
MYBPC1	-0.43725
RNF39	1.0705
PSMD11	0.75825
ALAD	0.581166666666667
EN1	1.00075
SLC9A9	-0.03725
GSTM4	2.9562
CDC42BPA	0.255052631578947
RCSD1	-0.892
LUC7L2	-0.4667
SPTBN1	0.3069
LOC146167	0.525
BAT5	1.2951
ZNF452	-2.2925
LSM4	1.0615
SRP72	0.0587777777777778
SGK269	-0.834166666666667
MTX1	1.669
CENTA1	2.3285
UNQ9433	-2.161
ATR	-0.390916666666667
DDX49	1.0475
PAQR8	-1.45933333333333
C14orf174	0.72
GBGT1	1.32175
THAP1	-0.20075
OR10K1	0.383
RASIP1	-1.77633333333333
DPYD	-0.7213
DOHH	1.21
C18orf45	1.13875
POF1B	-0.8624
ZNF552	3.1695
USP32	-0.659
MED27	-0.634666666666667
C14orf149	-1.64883333333333
PRDX4	-0.7035
ABHD12	1.3969
AGT	-3.706
SLC22A14	0.204
C1orf58	1.40525
PILRA	-0.0605
ABCF2	0.305375
C17orf85	-0.5233
TKTL1	-1.9355
FGF1	1.95625
IL6R	-0.00949999999999999
VPS25	1.36
CHRNB2	0.205375
COL7A1	-0.1435
LRRC48	3.11783333333333
SPG20	-0.307916666666667
COX10	0.77925
GCA	-0.26525
ECEL1	3.59566666666667
GLG1	-0.495333333333333
SRD5A2L2	1.508
MUTYH	-0.499375
ZNF70	-0.816
L2HGDH	-0.87475
GPATCH2	1.69325
ZNF655	-0.789125
ZNF227	-0.464333333333333
MCOLN2	0.530166666666667
NQO2	0.08425
KCNQ5	0.09
NEU1	0.9965
QRICH1	-0.08725
ZBTB20	-0.535666666666667
RPUSD3	0.64075
EPGN	-0.847166666666667
TSN	-0.529833333333333
SPRY2	-3.3115
LZTFL1	0.240125
GMFB	-0.936875
PBEF1	-1.5799
HBG2	-4.477
TMEM8	-0.1195
PALM2-AKAP2	-0.912333333333333
NFYA	0.6235
FAM108A1	1.12875
PBLD	1.26225
NRG4	-1.333
PIGF	-0.221
PTGER1	-0.73825
NOS2A	0.937333333333333
C21orf34	-1.5715
C21orf51	0.767666666666667
IL17C	0.739
TRMT6	-1.06716666666667
ETV2	0.541166666666667
CCDC109A	-0.16
MYLK2	-2.3455
ATP10A	1.40377777777778
DPH4	-0.71
C5orf5	-1.316
KCNA4	0.24675
NMNAT2	-1.11916666666667
GLYATL2	3.145
LSMD1	0.52925
IL23R	-1.06666666666667
NRF1	0.902
MUC15	-2.32816666666667
PRDM12	-1.708
PAQR4	0.277928571428571
RBBP6	-2.4170625
IFI27	1.425
SKAP2	-0.554
TAGAP	0.659375
TJP3	2.607
C9orf61	2.925
IDS	-0.503285714285714
PARG	-0.5455
LOC131149	0.945
DYRK4	-0.0531666666666667
MICALL1	1.89925
GALR2	0.3805
GPBP1L1	0.57825
TBX21	1.05625
KCNJ6	-0.339333333333333
GGN	-0.03925
CASP5	-0.269166666666667
RNF182	-5.65875
BRD4	0.182
DOK4	0.307375
SLC46A2	1.04033333333333
SOX9	-2.49041666666667
ZNRD1	-1.21533333333333
PRR6	-0.2135
FAU	-0.6685
DTNB	1.0795
CARD9	-0.35875
STS-1	-1.56383333333333
SLC4A5	0.172
NSBP1	-0.6335
UGCGL2	-1.11116666666667
POTE15	-0.5475
NOXA1	0.7675
RP13-347D8.3	2.116
SAMD10	0.619333333333333
EP400NL	0.099
TCF21	0.078
AMELX	-0.168
JPH2	0.4325
SLA	2.016875
DLST	-0.94
SEPT12	1.59025
RGS20	-4.22625
LXN	0.4865
ZNF419	-0.004625
UPK3B	0.171666666666667
RELL1	0.80325
ESPNL	3.2085
KLHL21	-0.66575
PI15	1.886
C2orf61	-0.346
LOC407835	0.953666666666667
RER1	0.884083333333333
ELAVL2	1.199
MGC26718	-1.5345
KLF2	2.77925
TNFAIP8L3	2.06416666666667
TFE3	1.09225
C11orf17	-0.171125
15E1.2	-0.25625
SNRPC	-1.1015
DLGAP1	-0.64575
PGLYRP1	-0.02325
OVCH2	0.976
IRF7	0.8158
SET	-0.8301
NAB2	0.987833333333333
LRP5L	-0.9825
FAM120A	1.0340625
ASCL2	-1.12516666666667
SHH	0.1845
ATP5H	-0.0218333333333333
THPO	0.159
TYRP1	-5.25133333333333
HIST1H3E	0.0631666666666666
EIF2S1	-0.967444444444445
TNFRSF17	-3.396
TARSL2	0.49975
NKX2-8	-0.0422499999999999
C1orf115	0.475
LOC56964	0.4265
KIAA0841	0.7025
ISCU	0.557
TTMA	-0.553
ZNF414	1.8815
LOC441150	0.89175
RAB15	-0.0025
HBP1	0.9995
TNNT2	-1.0065
CECR5	-0.36175
PHGDH	-2.444875
JRK	-0.4053
XPO4	-1.518125
FAM131C	-0.122
ARHGAP25	1.262
CA9	-3.42022222222222
GPR62	-0.356166666666667
TLX1	-0.659833333333333
GPS1	1.8845
OR2M2	0.672
BDP1	-0.660357142857143
FAM70B	0.70125
RPS29	-1.28
MKLN1	-0.9298
TSPAN19	-2.361
SLC29A3	2.0048
LGALS4	-0.9175
USH2A	0.0495
NF1	0.1625
APOBEC3A	-0.693833333333333
IMPAD1	0.2595
OLR1	2.2345
NRAP	0.4575
HCFC1R1	0.0698333333333333
TAOK2	0.896833333333333
MCM10	-1.07216666666667
MAP4K3	0.39325
CBS	-3.4285
CLK3	0.8266
PCDHGA5	1.119
ELF4	0.00999999999999988
FAM71A	-0.643
C11orf49	0.66875
CLIP2	0.72025
BTBD9	0.5182
ZNF524	1.5085
KDELR1	1.3855
ZNF509	-1.273
NCSTN	1.108
ZNF533	-1.21738461538462
PARP4	-0.776375
GALNT9	-0.312
NPY	-3.37
BEGAIN	-2.87333333333333
TMEM77	0.723333333333333
FOXRED1	0.722166666666667
SLC16A2	2.6235
SLC35B1	1.017
GK5	-0.457416666666667
SDCCAG10	-0.714
C4orf20	-0.288
SLC9A2	-2.559
ADD1	0.772357142857143
TAL2	-0.992666666666666
ACLY	0.278625
DNAJC1	1.9525
SOST	-1.63425
USP43	0.198
CYP4F12	-0.4135
FKBP5	-1.184375
CHCHD5	0.731
NUDT22	-0.30075
CCDC85B	-0.358
OR51G2	0.1305
STRN3	0.199071428571429
TMOD2	0.026
FLI1	-0.00799999999999998
MAB21L2	0.824
DGKQ	0.66125
VPRBP	1.38783333333333
SCNN1B	0.5963
ECHDC3	1.1677
TMEM106C	0.248
CSNK2A2	-0.5435
RPL39	-1.1973
HERC3	-1.26988888888889
ZBTB47	1.02616666666667
ZNF681	0.44225
PAGE2	-3.77733333333333
CLIC5	1.92157142857143
RABAC1	1.10125
ZFHX2	-0.42975
YPEL1	0.234666666666667
KIAA0776	-0.87725
NR1D2	0.92575
DNAJC4	0.33725
NPNT	4.0447
ZNF677	-0.296
ZNF536	0.332
MEF2B	0.0491666666666667
PTPN4	-1.37725
CTCFL	-6.4265
STX5	0.462166666666667
CD72	2.17225
VEGFA	-0.258
XRCC1	0.5285
MAS1L	0.204166666666667
ELL	0.0474
SETBP1	0.44375
CDH11	1.94916666666667
NDC80	-1.35561538461538
DMBX1	-2.50475
NRSN1	0.252333333333333
BAT2D1	-0.229
CDS2	1.30183333333333
C1orf212	0.855333333333333
SENP3	0.56
IL1F9	-0.131
EEF2K	-0.0475
COG8	1.3525
CEP72	-1.0625
OR1L8	-0.847
MUS81	-1.69925
PHYH	0.8435
GGT6	1.11433333333333
C22orf23	-0.52375
C13orf33	2.112625
MAPK8IP2	2.67125
NELL2	-1.90525
POU3F2	-3.519
ALPK1	0.585
MRPS18C	-1.03075
RPLP2	-0.256125
FGF22	0.3075
SPNS1	0.854333333333333
ZFP1	-1.31225
IL1RAPL1	-2.59875
PCSK9	-3.8488
NKX2-1	-0.178
C6orf189	0.36975
SP4	-0.585
SLC11A1	1.4011
C21orf25	-1.14
ICAM2	-0.359875
SH3GL1	0.8065
GSK3B	-0.170333333333333
RALB	0.747375
PDXP	0.427833333333333
GNGT1	-3.59571428571429
KIR2DL1	0.284
TNFAIP3	-0.436583333333333
C6orf32	-0.571111111111111
CBLN2	-3.5475
PANK3	1.39675
TAAR9	1.739
WDR82	0.950785714285714
APOM	-3.307125
TRIP10	1.08225
SPATA16	-0.1242
C1orf135	-0.91875
USP51	-1.2435
TESK1	1.28425
C11orf64	-0.089375
ZNF611	0.317
PDE6G	0.193333333333333
HLA-DQA1	2.55785714285714
GCLC	-0.36425
SEC61A1	0.641285714285714
TWSG1	0.7775
ZMYND10	3.24575
CTDP1	1.406
ADAMTS6	-1.1966
SLIT1	-2.24225
KRT86	0.84
KIAA0574	-2.17533333333333
GTPBP2	-0.0966
PQLC3	1.307
PRRX2	0.677166666666667
C15orf44	0.659833333333333
MKKS	-0.98925
C11orf10	-1.2265
GPR110	-0.64625
CD109	0.0664166666666667
ADCY1	0.0235
RHBG	-0.84275
TP53I3	0.11425
SLC22A3	-1.49155555555556
UCP2	1.3815
FOXG1	-2.3608
OR2AG1	0.611
TRIM24	-1.59225
PROC	-2.925375
TAAR6	0.571333333333333
AMTN	-0.175
C10orf47	-1.965
DEPDC1	-0.903
FLJ45557	6.37975
ZDHHC17	-0.6081875
KIAA1429	0.638166666666667
KCNH1	1.12875
VNN3	0.270375
PSMAL	1.23275
PPARD	-0.493857142857143
HFM1	-1.785
YBX1	-1.527
ZNF695	1.5005
SCTR	0.389
DCDC1	-0.225
VPS26B	1.3701
MTF2	-1.58583333333333
ATP6V1F	0.1445
CCDC94	1.05925
PERF15	-0.037
CCL11	-0.07125
LMO7	-1.2375
DCST1	0.821
ADRBK1	0.449625
CDRT4	0.21275
ZNF84	-1.37875
HOXD8	0.08175
STARD8	0.012
FOXP2	-1.43666666666667
CCDC103	0.7805
POLR3A	0.0293
GSC	-0.9555
ZNF114	-2.61683333333333
HTR7P	0.6895
LALBA	-0.033
RMND5A	-0.916833333333333
PSCD2	2.28625
ZNF409	-0.114
KRTAP1-3	0.2374
MAF1	2.094
LOC201725	-0.812
NRN1	-2.422375
SPAG5	-0.607833333333333
DNAH7	0.788666666666667
FLJ43860	-0.768
BRCA2	-0.08175
ACADM	-1.391125
CXXC6	-3.725875
RAGE	-1.935375
CHMP2A	1.42875
FAM8A1	0.8032
GPR21	-0.561
SLC12A3	-3.23116666666667
FVT1	0.211357142857143
ZDHHC7	-0.382125
FLJ44048	-0.10025
SLC44A3	2.15883333333333
SDSL	1.76533333333333
MMP8	-0.82775
PLA2G12B	-3.8224
ACY1	0.72125
MT1E	-1.165
OR4K15	-0.2995
TECTB	0.546
GPR20	-0.324375
IRAK2	-0.3035
RFPL3	-0.171285714285714
MYO9A	-1.297
NARG1L	-0.756416666666667
BLMH	-2.4505
CCDC3	1.72516666666667
C9orf21	-1.13433333333333
KIAA0513	-0.434166666666667
MIER2	0.4885
PNMA2	-2.07854545454545
SH3BP2	1.0097
ANXA10	-1.322
RTN2	2.29866666666667
TFB1M	-2.1995
PRPH2	1.03675
C14orf133	-0.00649999999999999
GOLGB1	2.12691666666667
IRX4	0.916375
NFKBIL1	1.51216666666667
C10orf62	-0.2245
APBB3	-0.08725
RPS10	-0.9113
LOC728378	0.88125
TLE3	1.9945
PSMB7	-0.475
MESDC1	0.194
SLC6A1	0.430833333333333
OCLN	0.582583333333333
PTTG3	-1.51683333333333
NAGLU	1.36925
SERTAD4	-0.462125
SPRY1	1.40725
FLJ10781	-1.14475
MYSM1	-1.00175
TRIM4	0.648928571428572
SH3YL1	-1.78575
TREM2	3.71383333333333
SERPINI1	3.2035
HDHD3	1.305125
TMEM38A	0.687125
EID2B	-1.49325
TDRD3	-0.5475
SEDLP	1.18675
THSD7A	1.30966666666667
NDST3	-1.62975
KLHL15	-0.776181818181818
DHRS12	1.7355
FBXO9	-0.485714285714286
TNPO1	-1.03716666666667
MRPL13	-0.411
SNX5	-1.82883333333333
METTL6	0.28925
SOD1	1.244625
CHML	0.706
PACS1	1.68675
SIRT5	-1.0553
CAPN2	-1.68133333333333
FXYD5	0.654166666666667
TWISTNB	-0.687375
LRFN1	0.811833333333333
UBE1L	0.995125
UBE1C	0.52925
OR51B2	0.15075
OR4D11	null
C15orf2	0.9805
NR4A1	1.6695
LOC339047	-2.38
TRIM17	2.331125
ATP5G3	-0.952714285714286
RPL15	-0.378
ADAMTS8	-0.372
HOXC4	0.0005
C14orf37	1.5375
CEACAM5	1.956
MYT1L	0.618
RASA2	-0.082
OSBPL7	0.3425
STAG1	0.221
GIMAP4	4.134
FUT3	-1.05616666666667
PIF1	-2.22775
LPIN2	-0.4648
SH3PX3	1.94625
PDP2	-0.1615
PAPD1	0.191125
ERP27	0.70325
APOOL	-0.1329
DIABLO	0.4675
TRHR	0.162571428571429
ARMC9	0.583375
RNF152	2.496
SLITRK3	-0.472166666666667
