Hybridization REF	TCGA-BH-A18H-01A-11R-A12D-07
C1orf94	-3.302
C7orf28B	-0.8235
TMEM185A	0.66385
ZZZ3	-0.9545
C16orf5	-0.350166666666667
GALNAC4S-6ST	1.129
C1orf186	1.85875
IGFBP4	1.67583333333333
NDUFA10	0.0465
CLIC2	0.57975
RNF13	0.5035
GPR103	-1.839
CD69	-0.9
MYOZ1	0.70775
IFNB1	-0.208
CLNS1A	-0.283
CXorf45	-0.508
ZXDB	0.4345
FUNDC2	1.39625
GPA33	-0.681428571428571
C9orf70	0.0975
SLC2A9	-0.59075
LOC126520	-0.8635
MAGEB1	-0.728
LCE2A	0.0725
C18orf34	0.6915
FMNL2	-1.762375
KRT85	0.61425
CRYGA	0.143
GEM	0.9815
THAP6	0.089
ALKBH3	-0.267666666666667
TM6SF2	-0.5465
C20orf82	0.84125
RANBP2	0.239333333333333
LIG3	-0.2941
RETSAT	1.344
OR8S1	0.3515
CAST	0.35
TGFBI	-0.3389
C15orf37	-0.18375
PGM3	-0.329
SLC4A11	-2.10875
FAM123C	0.0851666666666667
TAOK1	1.58175
CISH	2.27875
OGDHL	-4.50175
SPINT2	3.09133333333333
ZNF33A	0.981
CLDN18	-0.190833333333333
RNF128	-4.516625
CCDC71	-1.1
RASSF6	1.32116666666667
HSPG2	0.483
ATP6V0E1	2.1365
ABHD6	-1.03125
CD274	3.034
GCNT1	0.94375
NT5C1A	0.4785
TM4SF5	-4.18675
C21orf58	-0.888666666666667
SUCLA2	-1.318
RFTN2	0.18825
SCNM1	-0.08475
SLC9A10	2.581
FUNDC1	0.85375
SLC35F4	-2.8905
AMD1	0.15725
COL6A6	3.38575
OR4K2	-0.147
TRIB2	-0.485833333333333
LOC91461	-1.782
GHSR	0.658
ATP8B1	0.475625
C1orf78	2.177
RNF183	0.145666666666667
STX4	1.0517
TPPP2	-1.414875
MYBPHL	-2.2875
TXNDC6	0.1973
C9orf47	5.2185
FAM137B	-0.976
FANCB	-2.8225
C11orf9	-2.27325
DPY19L1	-1.20175
VDAC2	-0.3635
VHL	-1.338
LMBR1	-1.08525
C8orf44	-0.58075
ZPBP	0.80575
FGF23	-1.99525
C21orf67	-0.24375
PCNT	0.26
BCKDHB	-1.0853
GALNTL5	0.269
BET1	-1.13325
ARL13A	-0.5485
HDAC6	-0.230625
N4BP3	1.20433333333333
OTOP1	0.628333333333333
TTC30A	0.05425
CRISP1	1.062
KRT32	-0.1465
VSTM1	0.3675
ZNF622	0.52375
POLR3B	-0.0051
DNAJC10	0.0455
C12orf54	0.922
ADIPOQ	0.671833333333333
RIT2	0.39975
CD44	0.44305
ABCA3	2.6205
RPS17	-1.0405
FEZF1	0.151
PCDHB15	-0.2615
KCNMA1	-0.198954545454545
CCDC116	-2.5045
C15orf27	-3.1975
NARG2	-0.4981875
ITGA5	-0.518625
MEFV	0.687
TUT1	0.534
LOC541473	0.0665
NMBR	0.1225
GLT1D1	-1.90933333333333
ABCB7	-0.89025
PFKP	-2.26536363636364
C9orf91	0.529
LRRC41	0.7345
C1orf85	-0.648
ATP5F1	-0.480375
STOX1	1.541875
GFOD2	0.9365
SLC25A3	-0.53025
ZNF646	0.2352
ZAR1	-0.5965
OSTbeta	-0.792
GALNT3	2.21075
IFT122	0.384
LDB3	0.0272
GARNL1	0.564571428571429
HOMEZ	0.182166666666667
LRRC6	4.6205
ANGPTL5	-1.655
UBAC1	-0.074
DLEU7	-0.6275
RPL19	-0.335
TOP1MT	-0.517666666666667
LOC643641	0.222625
MBD3L2	0.3795
NTSR1	-0.099
WISP2	-1.03125
GPSM2	-2.43875
RDH10	0.5169
PRKCG	0.367
HIST1H4J	2.1295
MON1B	0.0393000000000001
MLF1IP	-1.837
ZNF446	1.7635
COL4A5	0.1069
SLC26A1	0.385142857142857
RGN	-2.530875
CCNB1	-2.90525
C9orf165	-0.00449999999999999
CCDC28B	-1.15175
CCDC97	0.59175
FGR	2.082625
MSRB3	0.2815
EPN2	0.27975
COX15	-1.044
KCNK6	2.0533
XK	-3.35425
GDA	-4.71375
HEPH	-1.73625
THRAP3	1.059875
MET	-2.15776923076923
PHYHIP	0.1535
LYAR	-0.7005
ING3	-0.2885
AK7	-2.58825
CCT8L2	0.24925
COPS7A	0.387833333333333
WSCD1	-0.831
RNF185	0.933
TNS3	0.0492499999999999
KNDC1	-0.549166666666667
RWDD4A	0.309
MED13L	1.1348
ZFYVE1	-0.0155
C7orf44	-1.35433333333333
MRPL1	-0.558
STGC3	-2.2125
TEAD1	-1.16183333333333
RPL7A	-0.114428571428571
ARL6IP1	1.1323
C1orf178	0.6555
CTAGE5	0.824916666666667
TMEM184A	0.1875
SLC25A14	0.02675
CACNG5	0.10125
ATXN10	-0.6038
ECH1	0.622
CCL22	0.5135
CYP2F1	-2.01283333333333
GADL1	-0.5725
TMEM19	-0.5446
RUNX3	1.70325
EFNB1	-0.482
LIPN	0.756
ACSM3	-5.06
SIGLEC8	0.845
ASCC3L1	-0.0975
NOL8	0.755125
RELT	-0.0376666666666667
Magmas	-1.515
PPP1R15B	0.6615
C11orf2	0.127
VKORC1	-0.845
MGC26647	0.462
TRPM6	1.16445454545455
UGT2B7	-3.31183333333333
FEV	-0.34175
FOXK2	1.7254
PDCD5	-0.874166666666667
SLC8A1	2.8314
DGUOK	-0.5485
CLDN16	2.4655
GAGE1	-1.057
RBM17	0.0866
C1QTNF3	-0.165
VGLL3	0.00233333333333334
UNQ5830	0.498
CD1A	-2.37816666666667
SCGB1C1	0.585
SUPT4H1	-0.23875
TRAF5	1.3065
ASAHL	1.271375
FAM73A	1.21166666666667
OR6B1	0.5005
WHSC1	-1.43985
GFPT2	0.50575
LOC339809	1.52725
STARD5	-0.490083333333333
SIP1	-1.0165
DNAJC15	-2.322
STAU2	0.082
FAM98A	0.591875
RAD23B	0.713
LRRC33	-1.70825
CHRAC1	-0.77425
C21orf89	0.64325
C19orf43	-0.0203333333333333
KLK8	-2.683
CCNE1	-2.904125
PKDREJ	-0.5166
SSU72	-0.0685
C17orf73	-0.03
GPR78	2.5895
WHSC1L1	-0.6545
GSTA2	-2.24575
SMUG1	0.4435
UFM1	0.8418
AP3M2	-0.812666666666667
USP14	0.365125
FBXL14	-0.426833333333333
DSTN	0.15625
SFRS14	-0.49925
FBXO31	-0.224833333333333
C12orf40	-0.0927500000000001
FRS2	1.41225
NR2E3	-0.5005
TUBB2C	1.61025
GMPR	-0.929
C9orf139	0.016
ING5	-0.538357142857143
LOC730092	-0.143833333333333
ORM1	-4.9785
RP11-11C5.2	-1.72775
HSPD1	-0.4762
PIWIL3	0.075
C5orf13	-0.9728
OR5R1	0.1715
LCOR	0.5345
PLEKHA9	-0.696
CCDC43	-1.05775
ZNF232	-0.801
SLC6A7	1.0915
ADH5	-0.9595
SHBG	-0.873333333333333
CROCCL2	-0.68175
PANX3	-0.499
CDIPT	0.9665
SLC16A5	0.7915
TUBB	0.0739375
TOR3A	0.9208
PREP	-0.6605
ENTPD8	0.5765
CHMP1B	-0.351
SYT12	1.4036
MYH6	-1.9754
MAP3K13	-0.462166666666667
KLHL30	0.1955
LCMT1	0.25725
EIF1AX	0.4155
FOXD4L1	0.741
SLC24A5	-1.4045
RNF166	0.4535
TJAP1	0.0225
TMEM156	0.859833333333333
ZNF239	0.56225
SNX19	0.6411
GKN1	-0.0355
FCN1	3.121
C1QL1	-1.71575
ATP11C	0.255625
ZNF35	0.91625
CARD8	-0.446375
LIMD1	0.711166666666667
KIAA0286	-1.22525
XRN2	-1.40983333333333
CD6	1.91783333333333
TOX3	2.276625
ZSCAN4	-0.9355
RSRC1	-0.26875
COG1	0.89575
PTRF	0.3759
C16orf35	-0.0557500000000001
FBXO24	-0.81675
CHST11	0.679
THRB	0.7082
MYBPC1	1.8145
RNF39	0.605333333333333
PSMD11	-0.962
ALAD	1.84616666666667
EN1	0.102
SLC9A9	0.2945
GSTM4	-0.4271
CDC42BPA	-1.13011111111111
RCSD1	-0.84125
LUC7L2	-0.6019
SPTBN1	-0.1187
LOC146167	0.3005
BAT5	0.76
ZNF452	-0.655875
LSM4	0.116625
SRP72	0.1061
SGK269	-0.0694166666666667
MTX1	0.877
CENTA1	0.25325
UNQ9433	-0.1685
ATR	-0.435333333333333
DDX49	0.4485
PAQR8	-1.53083333333333
C14orf174	-1.22425
GBGT1	0.086
THAP1	-0.523
OR10K1	-0.3125
RASIP1	-1.02216666666667
DPYD	-0.148
DOHH	1.3825
C18orf45	1.972
POF1B	1.5761
ZNF552	5.51425
USP32	-1.178
MED27	-0.422833333333333
C14orf149	-1.62133333333333
PRDX4	-0.9845
ABHD12	1.5057
AGT	-5.32325
SLC22A14	-0.175
C1orf58	0.05675
PILRA	0.7755
ABCF2	-0.18675
C17orf85	0.0114
TKTL1	-0.318
FGF1	1.34455
IL6R	1.45116666666667
VPS25	-0.302
CHRNB2	-0.442125
COL7A1	-1.8892
LRRC48	4.1185
SPG20	-0.72775
COX10	-0.3795
GCA	0.45075
ECEL1	-0.6665
GLG1	0.205
SRD5A2L2	-0.111
MUTYH	-1.100875
ZNF70	-0.48825
L2HGDH	-2.0265
GPATCH2	0.86625
ZNF655	-0.659625
ZNF227	-0.396166666666667
MCOLN2	1.956
NQO2	-0.0075
KCNQ5	-0.4805
NEU1	0.150333333333333
QRICH1	-0.162
ZBTB20	0.487666666666667
RPUSD3	-0.348
EPGN	-0.6488
TSN	-0.0218333333333333
SPRY2	-1.9085
LZTFL1	0.6015
GMFB	-0.200375
PBEF1	-0.1826
HBG2	-3.99466666666667
TMEM8	1.1215
PALM2-AKAP2	0.860333333333333
NFYA	0.713
FAM108A1	1.583375
PBLD	0.857
NRG4	-0.5945
PIGF	-0.342
PTGER1	-1.36
NOS2A	-0.886666666666667
C21orf34	-1.09433333333333
C21orf51	0.19075
IL17C	-0.266
TRMT6	-1.1125
ETV2	0.119166666666667
CCDC109A	-0.923
MYLK2	-2.531
ATP10A	1.5009
DPH4	-0.42375
C5orf5	-0.175
KCNA4	0.076
NMNAT2	-1.26466666666667
GLYATL2	-0.9565
LSMD1	0.0695
IL23R	-2.52066666666667
NRF1	-0.5255
MUC15	-3.49416666666667
PRDM12	-2.1335
PAQR4	-0.112857142857143
RBBP6	-1.200125
IFI27	4.449
SKAP2	0.0979999999999999
TAGAP	2.5465
TJP3	2.735
C9orf61	-1.31175
IDS	0.0405
PARG	-0.60625
LOC131149	0.469
DYRK4	-0.884833333333333
MICALL1	-0.24475
GALR2	0.6105
GPBP1L1	0.0415
TBX21	5.495
KCNJ6	-0.543333333333333
GGN	-0.11275
CASP5	1.11266666666667
RNF182	-6.7405
BRD4	1.0395
DOK4	-1.304
SLC46A2	0.276
SOX9	0.147333333333333
ZNRD1	-0.371333333333333
PRR6	-1.66975
FAU	0.387625
DTNB	0.0386666666666667
CARD9	-0.02525
STS-1	-0.467833333333333
SLC4A5	0.19
NSBP1	-0.21375
UGCGL2	-0.645083333333333
POTE15	3.83
NOXA1	1.3875
RP13-347D8.3	0.3975
SAMD10	0.1125
EP400NL	-1.5035
TCF21	-0.20375
AMELX	0.05575
JPH2	0.2367
SLA	2.630875
DLST	-1.6672
SEPT12	0.4235
RGS20	-4.484
LXN	0.183833333333333
ZNF419	1.888625
UPK3B	-0.227833333333333
RELL1	1.7695
ESPNL	-1.685
KLHL21	-0.400875
PI15	0.2515
C2orf61	-0.0535
LOC407835	0.564333333333333
RER1	0.361083333333333
ELAVL2	0.2635
MGC26718	2.49275
KLF2	2.059
TNFAIP8L3	0.8755
TFE3	0.64425
C11orf17	-0.6905
15E1.2	-2.63825
SNRPC	-0.91025
DLGAP1	0.18175
PGLYRP1	0.170625
OVCH2	-0.365
IRF7	2.4849
SET	0.3531
NAB2	0.0191666666666667
LRP5L	-0.0175
FAM120A	1.660625
ASCL2	0.758166666666667
SHH	0.631
ATP5H	0.457333333333333
THPO	-0.661666666666667
TYRP1	-3.57033333333333
HIST1H3E	1.22866666666667
EIF2S1	-0.429166666666667
TNFRSF17	0.6625
TARSL2	0.46875
NKX2-8	0.687625
C1orf115	-0.172125
LOC56964	0.771
KIAA0841	-1.9965
ISCU	0.2925
TTMA	-0.14
ZNF414	-0.2485
LOC441150	0.85175
RAB15	0.44625
HBP1	-0.221
TNNT2	-1.56683333333333
CECR5	-1.32175
PHGDH	-3.700625
JRK	-0.5906
XPO4	-1.561625
FAM131C	0.8485
ARHGAP25	2.86016666666667
CA9	-3.587
GPR62	0.114333333333333
TLX1	0.0994999999999999
GPS1	1.13475
OR2M2	0.4705
BDP1	1.41021428571429
FAM70B	1.76125
RPS29	-0.8555
MKLN1	-0.603
TSPAN19	-3.706
SLC29A3	1.9919
LGALS4	0.3295
USH2A	0.4344
NF1	-1.14983333333333
APOBEC3A	3.42083333333333
IMPAD1	0.0915
OLR1	3.4255
NRAP	0.538
HCFC1R1	-0.2995
TAOK2	0.6305
MCM10	-3.54383333333333
MAP4K3	-0.390083333333333
CBS	-3.11875
CLK3	-0.1734
PCDHGA5	-0.533
ELF4	0.699875
FAM71A	0.23075
C11orf49	-0.016
CLIP2	-0.68825
BTBD9	0.3933
ZNF524	2.508
KDELR1	0.2885
ZNF509	0.3535
NCSTN	0.2115
ZNF533	2.84471428571429
PARP4	-0.77525
GALNT9	-0.161666666666667
NPY	-3.8865
BEGAIN	-2.8725
TMEM77	-0.0935
FOXRED1	-1.014
SLC16A2	-1.652
SLC35B1	0.3315
GK5	-0.436083333333333
SDCCAG10	-1.2515
C4orf20	-0.1485
SLC9A2	-0.37
ADD1	0.875857142857143
TAL2	0.345
ACLY	-0.6185
DNAJC1	2.234
SOST	-2.183
USP43	1.35416666666667
CYP4F12	0.13575
FKBP5	0.22375
CHCHD5	0.2447
NUDT22	-0.3735
CCDC85B	-0.43975
OR51G2	1.0645
STRN3	0.466428571428571
TMOD2	-0.56375
FLI1	0.10425
MAB21L2	-0.353333333333333
DGKQ	0.899
VPRBP	1.08316666666667
SCNN1B	-0.5318
ECHDC3	1.0313
TMEM106C	-1.78725
CSNK2A2	-1.172
RPL39	-0.7551
HERC3	0.440222222222222
ZBTB47	0.567333333333333
ZNF681	-0.89825
PAGE2	-1.26325
CLIC5	3.069
RABAC1	0.63325
ZFHX2	-1.02725
YPEL1	-0.5245
KIAA0776	0.006
NR1D2	0.224
DNAJC4	0.50625
NPNT	4.0579
ZNF677	-0.77
ZNF536	-0.586333333333333
MEF2B	0.439166666666667
PTPN4	-0.3555
CTCFL	-6.925
STX5	0.539333333333333
CD72	2.1645
VEGFA	-0.157368421052632
XRCC1	-0.1165
MAS1L	0.542666666666667
ELL	0.5693
SETBP1	0.45325
CDH11	1.731
NDC80	-2.802
DMBX1	-3.17125
NRSN1	0.422666666666667
BAT2D1	0.64225
CDS2	0.0123333333333333
C1orf212	0.1025
SENP3	-0.731625
IL1F9	-0.853
EEF2K	-0.0505
COG8	0.45675
CEP72	-1.94175
OR1L8	0.666
MUS81	-0.30825
PHYH	-0.037
GGT6	1.50566666666667
C22orf23	-1.30833333333333
C13orf33	3.883375
MAPK8IP2	1.40675
NELL2	2.94125
POU3F2	-2.881
ALPK1	0.885
MRPS18C	-0.207
RPLP2	0.205
FGF22	-0.021
SPNS1	0.331666666666667
ZFP1	-1.2675
IL1RAPL1	-0.9435
PCSK9	-3.8665
NKX2-1	-0.352666666666667
C6orf189	1.2965
SP4	-0.259
SLC11A1	1.6422
C21orf25	-0.146333333333333
ICAM2	0.449125
SH3GL1	-0.083
GSK3B	0.503833333333333
RALB	0.918
PDXP	-0.9105
GNGT1	0.465
KIR2DL1	0.9825
TNFAIP3	1.605
C6orf32	1.3014
CBLN2	2.78375
PANK3	1.1435
TAAR9	0.4565
WDR82	1.3135
APOM	-3.48375
TRIP10	0.70225
SPATA16	0.0346666666666667
C1orf135	-2.71125
USP51	-0.67925
TESK1	1.169
C11orf64	0.0464285714285714
ZNF611	1.3395
PDE6G	0.192166666666667
HLA-DQA1	4.187125
GCLC	-0.42075
SEC61A1	0.0462857142857143
TWSG1	-0.565666666666667
ZMYND10	3.32875
CTDP1	1.055375
ADAMTS6	-0.7175
SLIT1	-2.60875
KRT86	-0.527
KIAA0574	-1.344
GTPBP2	-0.9121
PQLC3	0.3685
PRRX2	-0.2815
C15orf44	-0.3265
MKKS	-1.0735
C11orf10	-0.12575
GPR110	-0.458625
CD109	-1.54875
ADCY1	0.6195
RHBG	-2.8645
TP53I3	-1.239125
SLC22A3	-1.671
UCP2	0.61225
FOXG1	-2.07916666666667
OR2AG1	-0.141
TRIM24	-1.00225
PROC	-3.865375
TAAR6	0.32375
AMTN	-0.376
C10orf47	-1.6235
DEPDC1	-2.93775
FLJ45557	6.43125
ZDHHC17	-0.141125
KIAA1429	0.920166666666667
KCNH1	0.6045
VNN3	1.06442857142857
PSMAL	0.27075
PPARD	0.692875
HFM1	-2.307
YBX1	-1.7085
ZNF695	-3.75275
SCTR	-0.341166666666667
DCDC1	-0.7075
VPS26B	0.3952
MTF2	-0.587666666666667
ATP6V1F	-0.31575
CCDC94	0.09825
PERF15	0.314
CCL11	4.99875
LMO7	-1.81228571428571
DCST1	0.2695
ADRBK1	0.156625
CDRT4	-0.856875
ZNF84	-0.785
HOXD8	2.7505
STARD8	-0.231333333333333
FOXP2	-1.13025
CCDC103	0.25975
POLR3A	-0.4671
GSC	2.15083333333333
ZNF114	-3.31633333333333
HTR7P	-0.0005
LALBA	0.167
RMND5A	-0.774
PSCD2	1.18925
ZNF409	-0.297
KRTAP1-3	0.7895
MAF1	0.7695
LOC201725	-1.72633333333333
NRN1	-2.583875
SPAG5	-3.3055
DNAH7	2.008
FLJ43860	0.2435
BRCA2	-1.9635
ACADM	-0.953375
CXXC6	-4.724625
RAGE	-0.595125
CHMP2A	2.21175
FAM8A1	-0.0518
GPR21	-2.2295
SLC12A3	-2.94233333333333
FVT1	0.354642857142857
ZDHHC7	-0.16675
FLJ44048	0.0686666666666667
SLC44A3	1.07833333333333
SDSL	-0.151833333333333
MMP8	-0.3875
PLA2G12B	-3.90516666666667
ACY1	-0.32025
MT1E	-0.208666666666667
OR4K15	-0.487
TECTB	-0.2675
GPR20	0.37375
IRAK2	-0.7365
RFPL3	-0.581
MYO9A	-0.513
NARG1L	-0.505416666666667
BLMH	-2.489125
CCDC3	2.75133333333333
C9orf21	0.0776666666666667
KIAA0513	0.414833333333333
MIER2	0.1095
PNMA2	-1.63636363636364
SH3BP2	1.1465
ANXA10	1.04225
RTN2	-0.197666666666667
TFB1M	-0.983
PRPH2	1.565
C14orf133	-0.779
GOLGB1	1.7565
IRX4	-0.383125
NFKBIL1	0.672666666666667
C10orf62	-0.784666666666667
APBB3	0.33325
RPS10	-0.2895
LOC728378	3.08
TLE3	1.37527777777778
PSMB7	0.037
MESDC1	0.429
SLC6A1	0.533333333333333
OCLN	1.72533333333333
PTTG3	-2.02383333333333
NAGLU	-0.6545
SERTAD4	1.924875
SPRY1	0.79725
FLJ10781	-0.771166666666667
MYSM1	-0.1505
TRIM4	0.157714285714286
SH3YL1	0.44775
TREM2	3.53033333333333
SERPINI1	1.719
HDHD3	0.931625
TMEM38A	-0.08025
EID2B	-1.68275
TDRD3	-1.3375
SEDLP	2.9855
THSD7A	1.29566666666667
NDST3	-2.35925
KLHL15	-0.658833333333333
DHRS12	1.2105
FBXO9	-0.79
TNPO1	-0.394916666666667
MRPL13	0.207666666666667
SNX5	-3.0315
METTL6	-0.55025
SOD1	0.64925
CHML	-1.997
PACS1	1.413125
SIRT5	-1.5602
CAPN2	-0.4805
FXYD5	0.0575
TWISTNB	-0.0935
LRFN1	1.17466666666667
UBE1L	2.54925
UBE1C	-0.30275
OR51B2	0.3915
OR4D11	0.3345
C15orf2	0.3375
NR4A1	0.295333333333333
LOC339047	-0.68975
TRIM17	-1.80325
ATP5G3	-0.888142857142857
RPL15	-0.429916666666667
ADAMTS8	1.38775
HOXC4	0.1405
C14orf37	0.77
CEACAM5	3.289625
MYT1L	-0.842166666666667
RASA2	1.346
OSBPL7	-0.212
STAG1	-1.0925
GIMAP4	5.1915
FUT3	-0.3805
PIF1	-2.738625
LPIN2	-0.6781
SH3PX3	0.81325
PDP2	-0.6165
PAPD1	-0.28225
ERP27	2.56275
APOOL	-0.1832
DIABLO	-0.085
TRHR	0.123625
ARMC9	-1.42225
RNF152	1.767
SLITRK3	-0.3536
ZNF211	2.1567
PFDN1	0.493125
RGS11	0.024875
HS6ST1	0.8447
AKR1D1	-1.2125
TNP2	-0.0206666666666667
STK31	1.625
EML4	-0.195166666666667
SGTA	-0.117
HIST1H2BI	0.680333333333333
PSMD6	-1.54833333333333
KIAA1257	2.849
C18orf55	-1.20833333333333
FLJ20273	3.202125
RPL28	0.762333333333333
EPYC	1.909
NOX3	-0.3505
ELAC1	-1.55383333333333
METT11D1	-1.28425
BIN2	0.881
NACA2	0.266
CCDC17	-1.40075
HM13	0.4264
UBOX5	-0.453
UBE2O	0.407375
UBL5	0.03675
APOLD1	1.615875
C9orf31	0.17075
TNFSF8	0.79
ARHGAP29	0.66025
PROKR2	0.4855
PDE5A	-0.3165
C6orf12	0.444
TOM1L1	-0.039
WHDC1	0.56425
FOXI1	-0.1085
RAB4A	0.818
TMEM39B	-1.1495
ATPBD1C	-0.49325
FARSA	-0.354333333333333
PLEKHG5	0.34275
CMAS	-1.528
OR7E24	-1.159
SLC30A1	-0.5195
CDC42EP5	2.4465
PLAC1	-1.17475
KLHL18	0.422583333333333
LBA1	0.61
TAZ	0.09875
CRIP2	0.327375
BTBD11	-1.02033333333333
C16orf72	0.6135
DIO2	1.4516
LRRCC1	0.127833333333333
CCDC136	-2.7545
PRX	-0.205375
RBM5	0.4393
TMEM85	0.0815
TUBGCP4	-2.13933333333333
APLN	-0.18475
CDK7	0.0123333333333333
SSR2	0.586
CRELD1	-0.5005
C19orf46	2.48275
GAL3ST4	0.413666666666667
KBTBD10	1.05525
IL28A	0.97625
WDR27	-0.442
MCM2	-2.167
SOX14	-0.4215
FLJ39743	1.0865
KIAA0922	-0.46225
HIPK4	0.104
FLJ25758	-0.255
C16orf57	-0.842583333333333
PDZD2	0.199
MCC	0.7975
HHLA3	-0.2324
ID2	0.16375
C20orf23	1.12416666666667
ZNF688	0.45325
APOC2	-2.345
LOC440093	0.35925
FAM50B	1.258
PWP1	-0.485
DNAH10	-0.035
HIST1H2BA	1.6885
GPR56	-0.0436666666666667
METAP2	-0.53125
PAN3	0.583833333333333
STXBP4	0.430625
PDHX	-0.2765
MTA1	-0.238416666666667
ZBED4	-0.42875
ZNF720	1.05625
CDK2	-1.910125
RHOJ	1.299125
CDC37	0.787
ZER1	0.861
GRK4	0.66625
PRPH	-1.19
POLR2A	0.369875
OGFOD1	-1.219
NOL5A	-1.04625
PHEX	-0.068
FLJ16478	-0.08925
C20orf117	-0.508875
CAMTA2	0.45575
C11orf74	-1.13666666666667
DDX17	0.468
C5orf27	0.20375
PLEKHA2	-0.7047
PDE4DIP	-0.8048
SCN7A	1.04
ZNF559	-0.446
CXCL10	4.612
ZMYM4	-0.229333333333333
STK32B	-0.234933333333333
KIAA0888	-2.363
TACR3	0.4555
CKAP2L	-3.234
KIF1A	-1.35666666666667
RSPRY1	0.52125
VCAN	0.82975
CYP27C1	0.1265
SYDE1	-1.85166666666667
MED12L	0.087
ZDHHC21	1.301125
NHS	-0.0305
TM9SF3	1.43033333333333
DDHD1	-0.487
MAFG	-0.703333333333333
BICD2	0.1411
C14orf119	-0.562333333333333
C14orf43	0.818428571428572
CDH7	-0.24925
ALKBH5	-0.185428571428571
JUP	0.48625
TMEM41A	0.36
MAMDC4	-1.09933333333333
CBX3	-0.785
LRRC18	0.5305
RBMXL2	-0.045
PLA2G4D	0.582166666666667
FGF13	1.30675
KIF3A	0.5195
PDIA6	-0.90875
DCXR	0.941
CASKIN2	0.664916666666667
EHD1	1.71233333333333
MARCKSL1	0.705666666666667
ZNF496	0.522
SCAF1	1.68216666666667
KCTD8	-0.72175
TRAF3IP3	0.771357142857143
LSR	2.93825
CXorf1	1.23466666666667
C14orf112	0.4695
EIF2B1	-0.66975
OMP	0.5235
GSTZ1	-0.626
LOC92017	-0.36275
ISLR2	0.902
C12orf36	-0.7455
GATA2	0.0846666666666667
GABRA5	-0.9435
CELSR2	-0.340214285714286
STAM2	-0.0588
TNAP	-0.562
PTPMT1	-1.32683333333333
GRP	4.16525
SV2A	-1.2115
MAGEA12	-4.0885
CACNG1	3.476
C18orf19	-1.47275
GSG1	-0.933333333333333
PTPRJ	0.133785714285714
FRMPD1	-0.988
ZNF668	1.27425
PLEKHJ1	-0.14225
ADAT1	-1.154
TMEM50A	1.0235
UCN3	-0.2845
HOOK1	1.697
IL17B	0.2435
MLKL	-0.398166666666667
TTC14	-0.3735
KLHL5	-0.528625
CRYL1	-0.229666666666667
FOXH1	0.136
NFYB	-0.0135
PPM1G	-0.0055
GOLGA2LY1	-0.8445
NMT1	-0.714625
HADHA	-0.0728
CHSY-2	0.78775
PLEKHF1	0.622142857142857
SAGE1	-3.2905
MUSTN1	0.364
SUHW4	-0.1005
TFEB	2.02966666666667
ZFYVE27	0.062
ATG12	0.0243333333333333
BMI1	1.76542857142857
ZIM3	0.229666666666667
MYH4	-0.42
MASP1	-1.02454545454545
KIAA0984	0.0605
RPAP2	-0.91575
ASB5	-0.58475
BOLA3	-1.35333333333333
MIA3	0.594333333333333
KRT35	-0.182
KIR3DL3	-0.6665
MRPL51	-1.345
SEMA3F	1.45416666666667
NDUFB2	0.526333333333333
LOC253012	-1.24275
FAM46C	1.5228
G6PC	-3.039625
CSAG3A	-4.06916666666667
PREX1	1.188
SLC25A45	0.233375
MAPKBP1	0.0734
CPE	-0.3811
GNB1	-0.055375
CXCR6	3.2755
TRIM46	0.2535
C16orf3	0.662333333333333
HPSE	-0.17
TIGD3	-0.228
SPG3A	0.21
LCAT	-1.05716666666667
ST6GAL1	-0.244888888888889
POMC	0.18475
FLJ36031	0.513666666666667
NSMAF	-1.50866666666667
SKIL	1.086
ADSS	0.594833333333333
HMGCS1	-1.2884
POLR3F	-0.9145
RAB10	0.204125
ZNF277P	-1.987625
ZBTB7B	0.59125
DHRS1	0.202875
ABCC13	1.382
CNOT3	1.45125
NFKBIA	1.76525
GAK	1.81983333333333
SFT2D2	0.940833333333333
HOXA6	0.0775
CRTC1	0.998625
LY6D	-1.49233333333333
C20orf72	-1.241
CPT1A	0.81275
LMO1	-1.527
EIF3I	0.16675
PRB4	0.452
MCM3APAS	-1.406125
C20orf132	-0.1059
FOXF2	-3.69825
S100A12	3.06725
MLH1	-0.324333333333333
ACTN1	1.944
MRPL36	-0.113
C20orf106	0.1535
FBXO6	2.112
MKS1	-0.250333333333333
CX3CR1	-2.656125
PDE1B	0.599
PLP1	-3.99
KISS1	-0.1058
C14orf2	-0.452166666666667
TBC1D3P2	-1.59625
COMMD6	0.1935
ANKRD7	-1.517
PTCHD1	-2.83675
NARS2	-1.65275
DOCK7	-1.19975
FAM127B	-0.291375
LOC390243	-0.0883333333333334
N6AMT2	0.045
ZNF391	-1.532
DNAJB14	0.4735
WRB	-0.276375
BPI	0.0538333333333333
TTC4	-0.269333333333333
FAM10A5	-0.641
GOT1L1	0.376375
MAGED1	-0.607125
RESP18	-0.22625
WFDC6	0.8955
MT2A	-1.025
C11orf56	0.2875
KIAA1432	-1.0955
ROR1	-1.7865
HSD17B14	0.992833333333333
ZFAND2B	0.725625
SAMD4B	1.0195
HEXA	0.087125
HNRNPU	0.440136363636363
USP39	-0.681125
NRD1	-0.18725
R3HDML	0.2165
FLT4	0.6015
OMG	-0.651166666666667
OR52N4	0.526
LOC399818	-0.1605
ELA2	-1.7875
VENTXP1	1.445
RFC5	-2.6605
OR52L1	0.273
PAX5	-0.231
FBXO2	1.28325
