Hybridization REF	TCGA-BH-A1ET-11B-23R-A137-07
DKFZP564O0823	3.02357142857143
MRFAP1L1	0.649
HOXA10	0.0128333333333333
NGB	0.024
KIF21A	-1.89392307692308
IFLTD1	0.0525
LZTS1	0.11075
ARHGEF3	1.4595
RHBDL3	-1.3325
CSNK1G2	-0.541916666666667
ChGn	-0.109
KIAA1244	0.8065
GABRB2	0.1855
MGC72080	-1.743
CD27	3.77425
EGLN1	-1.6528
PEX13	0.16025
RWDD3	0.56875
RNF12	-1.28416666666667
GRIN2B	0.5575
ADAMTS14	-1.294375
DYDC2	0.5285
ATP6AP1	-0.1929
NR1H2	-0.0968333333333334
PDK2	0.472
C3orf17	0.0246666666666667
SLC38A2	-0.187785714285714
SLC25A29	-0.0435
C15orf29	0.830625
ADAM9	-0.690583333333333
TMUB2	0.50725
GPR176	-1.031
AGK	-0.977375
MCCD1	1.11475
NDUFA4	-0.0705
TMEM146	0.6295
DUSP1	4.335
UNQ6975	1.2785
EMX2OS	5.27975
INSM2	-0.75425
LUZP4	-0.37325
SETD6	-0.439
P2RY2	1.5855
SLC45A2	-1.8195
RABGAP1	0.4115
UBXD5	-0.068875
GPRC5A	-1.7614
PAK3	3.313
LOC63920	0.189
TGFBR1	0.5428
KRTAP6-3	1.87725
SFMBT2	-0.73825
CDC42	-0.411625
C11orf35	0.396
TTLL2	0.38975
UACA	1.61766666666667
CD97	-1.0101
SETD5	-0.572
NINJ2	-0.74775
PTER	0.974166666666667
POMGNT1	-0.50275
KRTAP4-2	-0.076
ECGF1	1.527625
HRB	-0.363727272727273
ATP1B2	0.4663
LOC400506	-1.0485
COL4A3BP	0.72425
C6orf97	0.30525
GRHPR	0.544125
TAS2R1	-1.053
SEMA7A	-2.41825
EDF1	0.254
ODF2L	0.9528
PCID2	-0.735666666666667
GTF2H4	-0.607666666666667
ZCCHC3	-0.635
CGB2	-0.0206666666666667
NEUROD1	-0.1545
C20orf75	-0.6075
RP5-1054A22.3	2.37183333333333
IFNA5	0.003
ZNF134	0.259666666666667
MGC119295	-1.066
ZSWIM6	0.460375
SMEK1	0.00399999999999999
PCGF2	0.395125
C1orf102	2.19575
CYP2A13	0.8315
KCNH6	-0.9285
MDM1	0.4834
ALDH7A1	0.0888333333333333
C9orf75	-0.9955
VDAC3	-0.44625
OR51T1	-0.704
EIF3F	-0.0215
KCNJ10	-1.253625
LENG8	0.4335
EDEM2	-0.659666666666667
CCNJL	-0.457333333333333
DHX37	-1.14
CRYGN	1.266
AATF	-0.869875
ZNF630	1.1885
E2F5	-1.1725
WFDC13	-0.8775
FTSJ3	-1.62833333333333
C4orf33	0.73
LHFPL4	-2.67475
C19orf56	0.0035
SMAD4	0.58325
AFM	-0.654833333333333
G0S2	4.42175
FCHSD2	0.2286
RRP1B	-1.1727
EEF1B2	0.043
STAT6	1.80133333333333
ZNF195	-0.67025
GNL1	-0.423
ZNRF2	0.272666666666667
PER3	0.78725
ASB16	0.1325
C10orf10	3.904
ADCY8	-2.809
C9orf58	1.64166666666667
ARMC10	-0.643166666666667
PSG1	-1.1115
DHX34	-0.4555
VARS2	-1.0885
NFIC	-0.37175
ITPR2	0.85675
AGXT2	0.4355
OR6K3	0.1155
H2AFZ	-1.35083333333333
MLLT3	0.624083333333333
COX4I2	2.66475
CCNT2	0.053125
PLK4	-3.585375
NUMBL	-0.148
MED16	-0.2175
PLEKHQ1	1.85125
GOSR1	0.340055555555556
BTG4	-0.9655
RPL30	0.648833333333333
IGSF5	-0.46
IGFL2	-2.1615
ELMOD2	0.313166666666667
SHC3	-0.833166666666667
HAVCR1	-1.193
DYNC2H1	0.4075
RNF5	-0.783
C2orf7	-0.2555
NLF1	0.5325
KLHL25	0.42825
LRP10	0.8915
KRI1	-0.90275
PUS7L	-0.6425
MGMT	1.402
HOXD1	1.43516666666667
CSH1	0.2777
ATG16L2	-0.4735
FLJ44635	1.276
CHODL	2.497
EXOSC8	-0.7835
SLC28A1	0.2535
MYO7B	-2.07266666666667
SEH1L	-1.0364
MTNR1A	0.263666666666667
TSPAN5	0.634166666666667
CDC45L	-5.45133333333333
AMIGO1	0.9285
ATAD3A	-1.676
OSGIN2	-0.175
PDIK1L	0.237833333333333
DARC	5.050625
PIPSL	-0.1875
SHMT1	-0.318
CRISP3	-1.3745
POPDC2	2.83933333333333
ZRANB2	-0.678333333333333
FBXL8	0.48625
TRIP13	-4.13409090909091
EIF5AL1	-1.575
POU5F1P3	-4.85433333333333
IL6	2.95783333333333
CXorf38	-0.937833333333333
IFNA16	0.4155
FBXL2	1.11516666666667
BRD1	0.8305
STATH	0.751
FBXO44	0.529333333333333
MCCC2	-1.644
CDC2	-3.7058
C5orf23	3.3605
IVD	-0.969666666666667
C10orf122	-1.501
MSL3L1	0.0399000000000001
MVP	0.4845
EPOR	-0.1865
ZMYM1	-0.197666666666667
BCL7C	0.191666666666667
PSTPIP2	0.6502
LYPD1	-2.703
OR8G5	0.105
ZP3	-0.234833333333333
BCAS4	-0.973
EDG6	2.9925
ISY1	-0.7345
PRAMEF2	-1.9305
CUL1	-0.52475
RNF213	-0.3214
CCRK	0.863
DHX9	-0.805125
C13orf29	-0.545
NCKAP1	1.00583333333333
MRPL43	0.725285714285714
XPR1	-0.7265
PKN2	0.4095
PODNL1	0.362
ZNF333	1.103875
DALRD3	0.46475
OPN1SW	0.3495
BTBD6	0.62175
C11orf82	-3.374
OR5P3	1.742
DUSP11	0.34975
L1CAM	-1.9052
NEK11	1.283
OR7E91P	1.265
CNTN3	3.077
CREB3L2	-0.116
ZBTB37	-0.082
KIAA1324L	1.45075
NDUFB10	-0.117666666666667
NUDT2	0.14975
GTPBP8	-0.7585
CACNA1D	0.424875
PRKAA2	-1.30016666666667
PRDM8	-0.0495
MGC16075	-0.228333333333333
KRT14	3.11278571428571
PP8961	0.53025
MRPL18	-0.185
ABCG2	-1.041
PACRG	3.45525
BBS2	1.06
KREMEN2	-4.2565
FBXO21	0.69975
HNRPUL1	-0.31525
GRB10	0.66425
CLSTN1	0.54675
LMAN2	-0.616
C17orf61	-0.2095
NIPSNAP3A	1.29025
INSIG2	-0.543666666666667
PCDHB7	1.2485
STXBP2	-0.9115
CMAH	1.93991666666667
SEMA5B	-0.97475
ZNF155	0.504333333333333
COQ6	0.294166666666667
PRPF4	-1.17175
TSPAN15	1.3398
VN1R5	0.02
LATS2	0.86425
SELK	0.87975
PGK2	0.556666666666667
MS4A1	-0.27475
TYW3	-0.1126
KRTAP5-1	1.2115
RCCD1	-2.095
BTN1A1	0.624
DDX28	-0.16275
TMEM65	-0.19575
LOC92345	-0.4905
TTC31	-0.53725
WDR46	-1.109
CHP2	-1.05733333333333
LSP1	1.00275
ZNF542	-0.18975
EXOSC1	-0.018
ARHGAP18	-0.218333333333333
LRRTM4	-1.50225
MAOB	3.71683333333333
CACNB4	-0.223
MGC33846	1.626625
RANBP3L	3.330875
ATP5L	0.39125
ONECUT1	-4.1315
NUDT9	0.3855
TMEM149	-0.0385
STX17	0.22725
IGSF10	0.3385
TMPRSS9	-0.651
BMPR2	0.891166666666667
ALLC	0.1615
KLF7	0.509375
GCC1	0.3327
TIMM9	0.15225
CDO1	4.63566666666667
MGC10701	-0.421833333333333
IFI6	0.398166666666667
FRMD8	0.638
MGAT2	-0.11375
WBP5	0.899833333333333
CNIH2	-0.13375
KIAA0907	-1.1609
KCNH8	2.865
CTSG	1.0825
GRIK1	3.677
CUL5	1.0575
FRMD1	0.763
OR9A4	0.539
SYT6	-1.68425
FOXD4L2	-0.59475
ANAPC2	-0.597166666666667
OPN5	-0.031
TAF13	-0.38425
LYG2	-0.48125
GGNBP1	0.098
C11orf40	-0.204
OTX2	-2.025
REG4	-0.262833333333333
EIF5	0.124125
PALB2	-1.17525
SEPSECS	-0.2384
RNASE3	-0.5345
TRIM49	-1.705
POLR2K	0.2264
GPR42	0.2675
C8B	-3.24675
SASS6	-0.97
PREB	-0.341666666666667
OR3A3	0.1845
TUBA8	0.65625
IGLV2-14	0.90875
STIL	-3.7515
ANKFN1	-0.554333333333333
NME7	-0.54625
HOXC12	-3.0635
UBE2C	-4.2085
FHOD1	-0.62475
CDK2AP1	0.0816666666666666
OR6K2	-0.124333333333333
DHPS	-0.43225
RPL5	0.628583333333333
TRGV5	0.5535
LOC541472	1.610125
HCCS	-0.5556
DENND1B	0.144
LHX3	0.26
OR5D16	0.5795
CXorf57	-0.544833333333333
IRF2BP1	0.346
NDST2	0.352333333333333
LCE3D	-0.1835
BOLL	0.0291428571428571
SYT3	-1.0645
PIH1D2	0.30175
C20orf7	-0.545333333333333
IL1R2	0.525666666666667
SLAMF9	-0.8675
PPME1	-1.894
PIK3CA	0.398
TRAPPC1	-0.298875
COLEC10	-1.89175
SLC9A6	-0.218833333333333
PDDC1	-0.00324999999999997
CCDC53	1.14725
GK3P	-2.17525
DAZL	-1.033
BRI3	0.70175
SDK1	0.55175
CYP2C18	0.3385
IFI44L	3.238125
RPL3L	0.4645
FUT9	1.32966666666667
KIFC2	-0.405333333333333
PMP2	-0.609
SLC4A9	-0.243
PLAG1	-0.302
MYCBP2	0.802666666666667
OR4E2	-0.5545
CCDC65	1.50725
C16orf82	-0.314714285714286
ENTPD4	-0.764
BRP44L	0.684125
PMP22CD	-0.38375
TMCO4	1.2985
KCNN1	-0.761166666666667
WDR35	-0.73825
CCDC80	2.629125
C3orf31	-0.572
SLC7A9	-0.83275
TMEM190	-1.74775
DBC1	0.862
FADS3	0.976666666666667
PDZD8	-0.736166666666667
GRM5	-0.041125
AZGP1	4.2226
PEX3	1.0155
MED1	-0.0918571428571428
ATG4C	-0.409333333333333
HNRPH3	-0.157375
FAM109B	1.3945
C4orf17	0.3535
CA10	0.28925
OPRD1	-0.139
CCL16	-1.09725
SACM1L	-0.80725
CST6	3.43525
CD63	1.020125
LGI1	-0.99675
ZNF784	0.366
CRYBB1	-1.627
CX3CL1	2.7545
TOP2A	-5.23825
GYPB	-3.4995
GADD45GIP1	-0.955
FEN1	-3.02725
IGF1R	0.0366875
WDR72	-3.35266666666667
PURG	-0.451166666666667
DEFB126	1.31033333333333
PKD1L1	1.02633333333333
CAV1	1.3695
GNPDA2	1.4079
DGAT2	2.035875
NLGN1	-0.441
STRBP	-1.420125
HPRT1	-1.6715
FANCI	-3.678875
PSMA7	-0.401125
DBF4B	-1.0725
TTF1	-0.22575
RAD54L	-3.8935
ELOF1	-0.41825
PLAGL2	-0.809625
ZNF256	0.4305
HMGCL	0.42375
MSI2	-1.58166666666667
RPESP	1.31233333333333
C11orf60	0.826
ABCD1	-0.6875
ACAA1	0.3757
SPARCL1	6.48707142857143
IL6ST	0.2965
ZNF319	0.91775
TMEM109	0.2852
FAM90A1	-0.852833333333333
IL22RA1	-0.7565
ATP4B	0.1955
TEC	-0.660666666666667
C7orf30	-0.47775
TXNDC2	-0.869333333333333
ABCB4	-1.36075
KIAA1191	0.476
C9orf38	0.12
SFTPB	0.11725
CNTNAP2	-2.53966666666667
FRK	0.548
TBX19	0.488
CHD4	-0.7855
C6orf26	-2.42566666666667
MOSC2	1.91025
IKBKE	-1.42875
HIF1A	-1.36833333333333
LOC595101	-0.46
RELA	0.189
TMEM16B	1.96683333333333
ABHD12B	-1.84725
TSEN34	-0.0175
KIF18A	-4.646
TXNDC9	-0.0605
SPATA2L	0.012
SEMA4G	-1.469
C21orf91	0.12375
MATN1	-0.7675
KCNIP4	-0.226666666666667
TUSC1	1.811625
OR4C15	0.22
ARMCX6	0.758416666666667
WBSCR27	-1.58233333333333
OR52I2	0.783
KIAA1604	-0.129
DYNC1I1	1.089375
PPP4C	-1.5495
SLC47A2	-1.246
TREH	0.237
CD48	1.83783333333333
ST14	0.910166666666667
PKN1	-0.72725
SPON2	2.8515
XBP1	0.93425
SFRS12	-0.668333333333333
EFCAB6	3.29425
SELT	0.34125
SLC39A2	0.835
ERF	-0.275
ARL3	0.706125
SURF6	-0.8681
MLLT10	-0.335047619047619
FLJ11171	0.208333333333333
TDGF1	-4.27583333333333
ERCC6	-0.0145
EIF2AK4	-0.093625
BAZ1A	-0.638333333333333
LRRN3	2.108
TMC3	0.636
EFTUD1	-0.521
PTPRO	0.420833333333333
CLEC12A	0.771125
ACBD4	0.303
ZDHHC14	-0.739125
OTUD7B	0.773
ACTB	0.2195625
MSRA	0.6775
LCE5A	0.9755
IFI35	0.18275
BSCL2	-0.368666666666667
ANKRD12	0.8395
CFHR2	0.783
RGAG1	-0.3065
HSFY1	2.229
SLC30A5	-0.234166666666667
IMPG1	0.0365
GPR109A	0.9075
ZNF185	0.61725
IYD	-0.2005
NPCDR1	0.161
SERPINA13	-0.0365
HMGCLL1	1.48475
NEUROG1	0.804833333333333
UBQLN1	-0.798375
LIN37	0.36275
SOCS2	0.653125
DSCR4	-2.07775
XKR6	0.79475
GPR142	0.3895
KRTAP13-3	-0.3525
CCDC15	-1.39633333333333
MOS	0.3165
CD1E	-2.532
OFCC1	0.142
FAM83D	-5.347
SRFBP1	0.183
C9orf96	-0.00600000000000001
DHDH	-1.43975
CCDC90A	-0.4535
RABL3	0.16055
CD320	-0.977333333333333
ANGEL2	0.16475
MRPL21	-0.2495
SMG6	0.780833333333333
INSR	1.9101875
FLJ14816	-0.4465
GLRB	1.024
C9orf89	0.79025
CIZ1	-0.46625
URG4	0.270833333333333
LRDD	-1.24816666666667
CBY1	1.19733333333333
NFX1	-0.114625
MTERFD2	0.721642857142857
C19orf23	0.0795
PGC	-3.032125
IER3IP1	0.7091
RASAL2	0.465
C1orf89	-0.04125
SYNJ1	-0.46825
NFKBIE	-0.6
FLJ40125	-0.316333333333333
TCEB2	-0.557
NOG	-2.2725
POLR2J2	-0.164666666666667
HLA-B	2.57525
PCDHA1	0.0385
PPP2R2B	1.403
ARHGEF17	1.05233333333333
TCF7L2	1.76414285714286
CHD5	-0.212333333333333
ZNF431	-0.35425
TBC1D25	0.60975
ZNF800	-1.3285
SCUBE2	2.04972727272727
MYCBP	-0.248333333333333
GPX5	0.2415
C6orf129	-1.38933333333333
QSER1	-1.33283333333333
ULK2	2.70275
PIGO	0.123333333333333
NRCAM	-2.66671428571429
SLC35E3	-0.921125
CSRP2	0.48225
HYPE	-0.95925
MAPK15	0.282833333333333
MGC14327	-0.1425
TIMM13	-0.869666666666667
ZNF462	1.08875
GBA3	1.95775
TEX13A	0.438
MCM6	-2.12088888888889
MTRF1	-0.477125
ABCA7	-0.99425
EIF4A2	0.39925
ZC3H10	0.8451
RPGR	1.58183333333333
C20orf94	-1.286
RP1L1	-0.0985
GPR125	-0.16
USP22	-0.185142857142857
OR1L4	0.22125
MLZE	0.528
FLJ32065	0.31275
PTCD1	-0.71975
CRTAC1	3.04866666666667
BXDC2	-1.24975
C18orf1	1.47133333333333
FAM107A	4.56821428571429
EFNA3	-1.24725
P18SRP	0.012
CAMKK2	0.222583333333333
KIAA0649	-0.56425
NES	0.257166666666667
HS6ST3	-1.7365
PON2	-0.233
TCP11L2	0.31775
CLEC4A	2.52125
PRR12	-0.0485
MLXIPL	0.2909
C2orf50	0.0925
ZNF28	-0.13575
ENC1	-0.439666666666667
MAP2K1	-0.207875
FKSG2	1.645
KIAA0430	1.237
PTP4A1	-1.348
GPR156	1.099
GTF3C6	-0.37675
UBR2	-0.0399
LOC388272	-0.8745
MAK	0.7735
ACOT4	1.62625
STC2	0.78375
PIGW	-1.664625
SAE1	-0.9425
COL6A1	0.656681818181818
OAZ1	-0.2425
STMN4	1.09516666666667
EDG3	0.574
SGCE	1.334
IL11	-2.91133333333333
PRSS8	1.176375
YIPF5	0.637416666666667
WNT4	2.368
CSN2	1.45166666666667
TCF7	-2.45025
TDO2	-1.1995
SAMD9	-0.3609375
S100A7A	0.121
MMRN1	7.03733333333333
GKAP1	0.885
AKR1C3	1.998125
RNF19A	0.042625
GMDS	-1.03725
YKT6	-1.320875
SPARC	1.3743
C12orf31	-0.621
UBE2V2	-0.8335
FBXL18	-1.07683333333333
KIAA0460	0.345
ADAM22	-0.929166666666667
SERPINC1	-5.457
KCTD21	0.42825
MYOHD1	-2.30825
ZNF37A	-0.0406666666666666
GTF3C1	-1.16816666666667
CTSZ	1.07725
PRNPIP	-1.650375
DRD1IP	-0.0175
NR1I2	-2.507
ZNF266	0.2007
SPAG4L	0.25
COX4NB	-0.39125
SAPS1	1.03983333333333
APOA1	-3.7405
TATDN1	-0.0405
C10orf82	0.08075
KPNB1	-1.9795
FOXO3	0.585333333333333
CRYBB2	-0.4255
ZBTB5	-0.215
SLC25A38	-0.7
DCTN2	0.0411666666666667
IFT20	0.63775
CTHRC1	0.95125
C1orf31	-1.07925
UHRF1	-3.8911875
GPC6	-1.37025
C10orf54	3.5005
MCF2L2	-1.23583333333333
WNT9B	-0.190375
OLA1	-0.233375
FAM120B	0.44875
TTLL10	0.4935
CYorf15A	-5.519
RELN	-0.2902
SCN2B	2.449
MFHAS1	-1.1565
NKX3-2	-2.45866666666667
RASGRF2	0.4235
SSBP1	-0.739666666666667
KPNA6	-0.408285714285714
LOC389118	0.142
HS3ST4	1.068
SUPT7L	0.075
FLJ32658	-1.20225
IGFBPL1	-1.51625
KIAA1641	-0.9584
SHKBP1	-1.09666666666667
CSF1R	5.44075
NAGK	0.53325
MYL2	1.127
HIST1H4C	-2.7775
TOMM7	0.616
ADAMTSL3	2.7596
TNFSF14	-0.1785
PRRT2	-1.337
VTA1	-0.27825
AOAH	3.531
CRISPLD2	2.13178571428571
PNN	-0.773
TA-NFKBH	0.18
ESPN	-1.271
RBM43	-1.058
KIAA1267	0.831625
DDX3X	0.719555555555556
KIAA1576	-3.7225
PLXDC1	4.56366666666667
FLJ25801	-4.85975
HNRNPL	-0.694
RUNDC3A	0.332
CASP12	3.7825
SH2D5	-1.840125
RPL26L1	-0.909
OR51A7	-0.691
HDC	4.458
C2orf16	-0.111
SYTL3	1.987375
GOLGA4	0.5045
NOTCH1	0.174166666666667
ATPAF2	0.077
ECD	-0.11725
SSX5	-0.604166666666667
SNAP91	0.27475
OCA2	-2.0445
PNPO	-0.830333333333333
DAPK1	-0.533166666666667
PINX1	-0.727333333333333
SELENBP1	0.88775
NEK3	0.25725
TMED4	-0.0288571428571429
SSTR4	-0.178
FOSL1	-2.9349
CD40LG	1.001
CES1	2.153
DCI	-0.768833333333333
B3GAT3	-0.322833333333333
STK17B	0.721
CNTN6	1.28725
CYP3A4	-0.976666666666667
MBOAT2	-0.334
PISD	0.54375
USP1	-0.6045
PYDC1	0.524166666666667
CENPM	-3.238875
SAR1B	0.0035
TTC7B	-0.13675
DP58	-0.2715
GPC1	-0.02875
RBL1	-2.581625
TMEM137	-1.53866666666667
TOB1	0.933166666666667
TCEAL1	1.66016666666667
CENPF	-5.45836363636364
C6	4.7145
PRSS1	-4.1255
PPIL6	1.22316666666667
C6orf124	-0.2165
ODZ4	0.363666666666667
SNCB	-0.56625
NDUFB9	-0.158625
CNOT6L	0.197166666666667
S100A9	1.20683333333333
TRIM50	-0.17
KCTD1	1.5192
WDR63	0.1485
SPEF2	2.05775
RNGTT	-1.108
CXorf22	-0.21
KCNK16	0.0025
CEP250	-2.296125
ATPBD1B	-0.52425
KCNJ2	5.0625
MT1B	-0.0575
ZNF684	0.3675
SLC4A1	0.0995
PDHA1	-0.63575
ZNF492	-0.236125
TKT	-1.5275
BYSL	-1.44625
RNF38	0.348375
AHDC1	-0.2785
KLHL2	1.472125
CMTM8	1.65425
DMP1	-1.694
HERPUD2	0.31425
CRTAM	3.1955
ZNF572	0.26375
TMEM16J	-0.9335
HSD17B2	-0.24175
UBE2G1	-0.473375
AHSA2	-0.98075
PELI2	1.078
TPX2	-5.15525
ATP9B	1.20316666666667
DAZAP1	-0.709625
HMGCS2	3.07816666666667
C17orf38	0.71125
B9D1	-0.409625
NKX2-5	-1.53116666666667
KIAA1276	0.32525
LILRB2	3.9235
CSTF1	-0.684166666666667
BTN2A1	0.0726666666666666
C15orf48	5.1215
IGF2BP3	-4.5495
FAM113B	0.794666666666667
HRG	-0.124
ZNF131	-0.437
USP47	1.10828571428571
CCDC88B	-0.537375
HCN1	0.3284
HTN1	-0.770333333333333
SYCP3	-0.445
C13orf23	-0.5838
PAPOLA	-0.6274375
AATK	-0.0811
MSH3	-0.805
NDUFAB1	-0.77875
ITLN2	-0.799833333333333
BAK1	-0.751333333333333
MRPL45	-0.0685
MTNR1B	-0.152333333333333
LOC645843	-0.0615
SPECC1L	0.76375
PGCP	1.3405
SPN	-1.3145
GPR143	0.507333333333333
ZNF576	-0.221666666666667
TMEM39A	0.4738
ATP5D	-0.390333333333333
MAGEB3	-2.185
RPS5	-0.309833333333333
ANP32E	-1.73021428571429
MTMR1	-0.353
YEATS4	-0.73575
SYNGAP1	-0.1885
PCOLCE	-0.668666666666667
MNS1	0.40475
PCYT2	-0.6895
ZNF182	0.2575
LAX1	0.276625
SPPL2B	0.5757
ELOVL5	0.4933
PCDHAC1	-1.551
B4GALNT1	-1.8915
BLOC1S2	0.84975
ZNF673	0.4233
ARHGAP21	0.494666666666667
IRX5	2.258625
LRFN5	1.99766666666667
FAM7A1	-0.035
RAB19	0.3975
GINS1	-3.8295
ITM2B	2.2016
PAPSS2	1.189
OR5BF1	0.421
ACSL3	-0.481625
KIAA1919	-0.246
GLT8D2	2.9985
UTRN	1.59757142857143
CNN1	3.51875
HISPPD2A	0.116666666666667
SDAD1	-0.0295
SIGLEC9	0.0561666666666667
RPL35	-0.0285714285714286
C22orf26	0.038
IMPDH2	-0.69525
WDR69	-0.16225
SEC14L5	0.554833333333333
CLTA	0.2905
RP11-529I10.4	0.233
GPR37L1	0.3555
OGDH	-0.8735
ASB13	0.0541666666666667
ZFP14	0.95475
ZCRB1	-0.0436666666666667
KPNA3	-0.7185
HSPA1L	0.609
RHOC	0.211375
LOC554175	-0.06525
PPP3CA	1.7631
SLC1A7	-0.1697
ZNF529	0.128666666666667
RBED1	2.106
DDB2	-0.761
FLJ11286	0.292333333333333
SPATA1	-0.0255
MKNK1	0.729833333333333
DYSF	1.74383333333333
ALKBH2	-0.27525
NKD1	-3.47566666666667
C1orf174	-0.3865
PLEKHO1	0.182166666666667
ASB10	0.1505
RING1	-0.399333333333333
NPC2	1.4955
AVPR1B	-0.059
YTHDF1	-0.17625
LMAN1L	-0.114
GSG2	-4.429
CEP170	-1.1296
RPS4Y2	-5.443
MSH6	-1.328
HECTD2	0.921333333333333
ZNF556	-1.80766666666667
PLEKHC1	0.4325
AIRE	0.172166666666667
BCL2L10	1.838
LMOD3	0.685666666666667
ZBTB8	-0.0291
FOXA2	-4.0846
SLCO2A1	2.996375
C3orf46	0.5525
PRDM16	1.46516666666667
TMEM98	1.28
FRMD5	-2.334
PDE6C	-0.2195
C1orf216	-0.1925
EP400	-0.506928571428572
PTK2	-0.177416666666667
RNF217	0.42925
NDUFA8	0.1045
ZFAT1	0.432
LAMP3	0.0421666666666667
GLTSCR2	1.428125
NPW	-2.163
LLGL2	-1.158
PPM1K	-1.0775
C20orf177	-1.4485
KIR2DL4	0.4148
NFKB2	-0.48875
C21orf122	-0.0726666666666667
HESX1	-0.36875
GPR114	1.1465
SLC25A35	-0.0125
GNAT1	0.90425
ORAI3	0.148
FAM76B	0.019875
TMEM99	0.0986
TRIM29	2.0584
CDS1	0.8165
RHEB	-0.0881
C4orf27	-0.00950000000000003
RAB3A	-0.5035
OTUD6B	-0.98675
GPD1	4.498625
CDH15	-1.54116666666667
NPM1	-0.754071428571429
TMEM117	0.45175
PRPS2	-0.46075
GCK	-0.383
ADRA2A	5.97716666666667
TSPYL4	0.648333333333333
TASP1	0.25
WDR19	0.491
C10orf38	-0.1435
PDE4C	-0.784666666666667
FYB	-0.10175
C1orf55	-0.421166666666667
PPFIA3	-1.60375
RAD18	-1.11375
C12orf44	-0.454166666666667
CRYBA4	-0.076
HVCN1	1.6825
TAF10	-0.419833333333333
C16orf48	0.0826666666666667
DEPDC5	0.972333333333333
LTBP1	-0.9095
MAPRE1	-0.149
FGF8	-0.064
C3orf52	-0.20225
SENP7	0.811833333333333
LRRK2	1.688
RUNDC2A	-0.0218333333333333
KIAA0355	1.62066666666667
CPEB1	-0.491
PPEF2	0.3775
ABI2	-1.0355
KIAA0317	-0.31125
ATF1	-0.4095
DYNC1H1	0.901625
DIP	-0.0995
TMEM33	-0.458111111111111
POLDIP3	0.41175
C7orf24	-0.803
GPR171	3.32675
CDC6	-4.74833333333333
PLD1	0.7125
ITFG2	0.0945
NDUFC1	0.10275
AKNA	-0.4755
NBR1	0.73925
PKHD1	0.713625
HPS4	-0.5409
MAFA	0.8755
ULBP3	-1.01075
DIRC1	0.4585
IMMT	-0.93825
C22orf13	-0.31
CEL	-0.3535
MARK3	-0.72575
ADAMTS2	1.23575
ARPC3	-0.167666666666667
TMEM10	0.56825
NPHS1	-0.399
BRD8	0.237666666666667
WDR12	-1.808
IDI2	0.15
HOXD13	-3.2885
OR8G2	-1.37275
SLAIN1	-0.18275
GABRQ	-1.14575
NR2C2	-1.00275
NKTR	-0.5141
TLE2	2.0275
KIAA0892	-0.327833333333333
AURKA	-3.94854545454545
GPRC5C	-0.199
TBC1D9B	0.502375
PNPLA6	-0.226666666666667
AP3B1	-0.33575
NAG	0.244125
C11orf68	-0.40125
AKR7A3	0.733
AHCYL1	0.283583333333333
COP1	1.03466666666667
RPP14	-0.155916666666667
PCDHB18	1.1405
CDH24	0.9115
KRT17	1.7079
LACTB2	-0.421
DDX24	-0.2867
PHACTR1	-2.55016666666667
SLC35E2	-0.78375
LOXL1	-1.29475
IQSEC2	0.450375
RGSL1	-0.5735
PCDHGC5	-0.238
MEGF10	0.374375
PRRX1	0.677166666666667
ASTE1	0.672166666666667
C6orf159	-0.28725
MYOD1	1.0025
GAA	0.08275
ZNF747	0.00375
KLRC1	0.394375
IL1RL2	0.4465
GDF9	0.26025
GPR119	-0.0395
TRAF2	-0.6215
HCK	3.44683333333333
BMP6	0.955
IL8RA	0.8325
FLJ35848	-2.18875
EFHA1	0.81625
CDSN	-0.808333333333333
C14orf54	0.0196666666666667
LSM3	-0.395125
ZFP41	0.26
C9orf126	-1.6725
VIT	2.3105
SPCS3	-1.682
DEF8	-0.856
CHAF1A	-2.51916666666667
C1orf165	0.737833333333333
ZFPM2	2.3015
FTH1	0.4245
SLC35F1	-0.80175
YWHAH	-0.03
C17orf66	0.353666666666667
ADRB1	0.151666666666667
FOXL1	0.104
RG9MTD3	0.0945
UMPS	-0.053625
MGC13008	-0.771
KIAA1161	-0.215
CCDC77	-1.60175
C12orf65	-0.2882
COG4	-0.862666666666667
RCP9	-1.1725
RP4-692D3.1	3.23116666666667
CDC2L5	-0.51525
MGC7036	1.15033333333333
DNAJC11	-1.49675
GDF2	-0.0313333333333333
TIMM17A	-0.7215
HNRNPA0	-0.4701
OR2H1	0.59875
PCBP1	0.025125
COL23A1	-0.1515
LRRC2	1.88271428571429
NSD1	-0.176428571428571
FLJ37078	-0.202625
WDR91	0.0686666666666667
TMEM179	0.33625
DSCR10	4.088
CNDP2	0.1618
FYN	0.5625
BEX2	1.13916666666667
KCND3	0.29975
YPEL5	2.395875
LRRC42	-1.15283333333333
C17orf45	-0.181875
ZNF649	0.4867
LOC150763	2.566
COL5A2	0.278833333333333
CNGA2	0.4635
ELA2B	-0.727666666666667
RAB9B	-0.6815
FAM100A	-0.80575
NAIP	-0.166857142857143
MYOZ2	0.39
SPATA12	-0.0255
XRCC4	-0.88
CYB561	0.0117
CHST10	-0.62525
BAI1	-1.31583333333333
BRSK1	-0.775833333333333
C17orf89	-0.128625
PDE6H	-0.8235
FLJ20309	0.5785
MAP7	-0.254875
SCN4B	3.5205
SPAG9	-1.2471875
SERTAD1	1.281
FLJ21963	-0.58
ANTXR1	0.1398
