Hybridization REF	TCGA-AR-A1AW-01A-21R-A12P-07
MET	-2.58528571428571
PHYHIP	-0.64525
LYAR	-1.859
ING3	-0.7675
AK7	-2.23475
CCT8L2	0.169375
COPS7A	0.279833333333333
WSCD1	-0.62
RNF185	0.81675
TNS3	0.128
KNDC1	-0.799333333333333
RWDD4A	0.378
MED13L	1.271
ZFYVE1	0.6985
C7orf44	-0.715666666666667
MRPL1	-0.341
STGC3	-1.33825
TEAD1	-1.6905
RPL7A	-0.241142857142857
ARL6IP1	0.7529
C1orf178	0.4435
CTAGE5	0.789416666666667
TMEM184A	-0.676333333333333
SLC25A14	0.1715
CACNG5	0.124
ATXN10	0.0208
ECH1	0.8396
CCL22	0.41
CYP2F1	-1.53983333333333
GADL1	0.317
TMEM19	0.1517
RUNX3	-1.28825
EFNB1	-0.5755
LIPN	0.6335
ACSM3	-4.16
SIGLEC8	1.42333333333333
ASCC3L1	-0.40775
NOL8	-0.899875
RELT	-0.851833333333333
Magmas	0.10675
PPP1R15B	1.0973
C11orf2	-0.47825
VKORC1	0.0685
MGC26647	0.03875
TRPM6	-0.150916666666667
UGT2B7	-2.49966666666667
FEV	0.188
FOXK2	-0.2615
PDCD5	-0.8295
SLC8A1	0.8679
DGUOK	-0.500333333333333
CLDN16	0.322
GAGE1	-0.7145
RBM17	-0.1663
C1QTNF3	1.11725
VGLL3	-0.663166666666667
UNQ5830	-1.644
CD1A	-3.1625
SCGB1C1	0.5625
SUPT4H1	0.161875
TRAF5	1.56775
ASAHL	1.46475
FAM73A	0.818666666666667
OR6B1	0.682
WHSC1	-1.63235
GFPT2	-0.3785
LOC339809	1.07975
STARD5	-0.0163333333333333
SIP1	-1.0625
DNAJC15	0.0705
STAU2	-0.5313125
FAM98A	-0.40325
RAD23B	0.0909375
LRRC33	-0.7445
CHRAC1	-1.9055
C21orf89	0.22175
C19orf43	0.489333333333333
KLK8	-3.57816666666667
CCNE1	-1.6415
PKDREJ	0.175
SSU72	0.39575
C17orf73	0.2865
GPR78	1.209
WHSC1L1	-0.3319
GSTA2	-2.27975
SMUG1	0.079
UFM1	0.6376
AP3M2	-0.347583333333333
USP14	-0.276625
FBXL14	1.442
DSTN	1.7675
SFRS14	-0.57025
FBXO31	-0.0856666666666667
C12orf40	-1.05775
FRS2	1.2125
NR2E3	0.578
TUBB2C	-0.38875
GMPR	-1.414
C9orf139	-0.107
ING5	-0.864214285714286
LOC730092	0.189833333333333
ORM1	-4.494
RP11-11C5.2	-0.63825
HSPD1	-0.6721
PIWIL3	-0.7285
C5orf13	-0.0579
OR5R1	0.0125
LCOR	0.3655
PLEKHA9	-0.1165
CCDC43	-0.30025
ZNF232	-0.547
SLC6A7	-1.02
ADH5	-0.86625
SHBG	-0.557833333333333
CROCCL2	-0.76575
PANX3	0.3095
CDIPT	1.352
SLC16A5	1.00775
TUBB	-0.7263125
TOR3A	1.0384
PREP	0.0973333333333333
ENTPD8	0.232571428571429
CHMP1B	-0.25875
SYT12	1.5281
MYH6	-1.7624
MAP3K13	0.1535
KLHL30	0.269666666666667
LCMT1	0.78575
EIF1AX	-0.548583333333333
FOXD4L1	0.453
SLC24A5	-0.978
RNF166	-0.1402
TJAP1	0.24425
TMEM156	-0.4795
ZNF239	0.98675
SNX19	0.2777
GKN1	-0.08675
FCN1	1.6284
C1QL1	-1.87475
ATP11C	-0.039375
ZNF35	0.547
CARD8	-0.628625
LIMD1	-0.1265
KIAA0286	-1.091625
XRN2	-0.252
CD6	-0.154833333333333
TOX3	3.338875
ZSCAN4	-1.8185
RSRC1	-0.92925
COG1	1.03775
PTRF	-0.2865
C16orf35	-0.160125
FBXO24	0.4135
CHST11	-0.8805
THRB	-0.4386
MYBPC1	3.64975
RNF39	1.93316666666667
PSMD11	-0.96025
ALAD	0.298333333333333
EN1	0.374
SLC9A9	-0.06475
GSTM4	0.8372
CDC42BPA	-0.598052631578947
RCSD1	-1.47275
LUC7L2	-0.224
SPTBN1	-0.5724
LOC146167	0.435
BAT5	1.0768
ZNF452	1.486625
LSM4	-0.461875
SRP72	-0.5974
SGK269	-0.247833333333333
MTX1	1.056
CENTA1	0.5065
UNQ9433	-0.0955
ATR	-0.47175
DDX49	0.5095
PAQR8	-0.816
C14orf174	0.01925
GBGT1	0.29525
THAP1	0.12
OR10K1	-0.2275
RASIP1	-0.714333333333333
DPYD	0.1558
DOHH	0.5205
C18orf45	0.43825
POF1B	0.8583
ZNF552	3.9185
USP32	-0.77625
MED27	-0.539333333333333
C14orf149	-1.06183333333333
PRDX4	-0.9835
ABHD12	2.4748
AGT	-3.085
SLC22A14	-0.163
C1orf58	1.40125
PILRA	0.3555
ABCF2	-0.3385
C17orf85	-0.0947
TKTL1	-1.052
FGF1	2.27325
IL6R	-0.523333333333333
VPS25	0.73425
CHRNB2	-0.1315
COL7A1	-2.28
LRRC48	2.955
SPG20	1.08058333333333
COX10	0.218
GCA	0.83375
ECEL1	-0.761666666666667
GLG1	-0.162
SRD5A2L2	-0.05075
MUTYH	-1.0415
ZNF70	-0.83975
L2HGDH	-0.96525
GPATCH2	1.3465
ZNF655	-0.00575000000000001
ZNF227	0.191833333333333
MCOLN2	-1.23533333333333
NQO2	0.19675
KCNQ5	0.175
NEU1	0.925166666666667
QRICH1	-0.02675
ZBTB20	0.487833333333333
RPUSD3	-0.2375
EPGN	-1.369
TSN	-0.02575
SPRY2	-2.741
LZTFL1	0.476
GMFB	0.345
PBEF1	-1.2722
HBG2	-3.03725
TMEM8	1.038
PALM2-AKAP2	-2.17566666666667
NFYA	0.4385
FAM108A1	0.96425
PBLD	1.50175
NRG4	-2.37475
PIGF	-0.3905
PTGER1	-0.5095
NOS2A	1.19383333333333
C21orf34	-0.8895
C21orf51	0.0998333333333333
IL17C	0.2785
TRMT6	-0.247
ETV2	0.0998333333333333
CCDC109A	-0.68825
MYLK2	-1.3395
ATP10A	2.0188
DPH4	-0.35375
C5orf5	-0.994833333333333
KCNA4	0.0685
NMNAT2	-1.8615
GLYATL2	-0.313
LSMD1	0.370125
IL23R	-2.01775
NRF1	-0.089
MUC15	-3.1626
PRDM12	-1.7375
PAQR4	0.495571428571429
RBBP6	-1.24125
IFI27	1.604
SKAP2	0.192333333333333
TAGAP	1.134125
TJP3	2.207
C9orf61	1.91025
IDS	0.0219285714285714
PARG	0.01225
LOC131149	-0.5505
DYRK4	-0.344333333333333
MICALL1	-1.02425
GALR2	0.112
GPBP1L1	-0.03925
TBX21	1.56425
KCNJ6	-0.0148333333333333
GGN	0.34825
CASP5	0.504333333333333
RNF182	-4.87925
BRD4	-0.26325
DOK4	-0.66775
SLC46A2	1.41683333333333
SOX9	2.27483333333333
ZNRD1	-0.0411666666666667
PRR6	-4.18425
FAU	-0.976625
DTNB	1.06933333333333
CARD9	-0.17125
STS-1	-1.18066666666667
SLC4A5	0.262375
NSBP1	-0.7955
UGCGL2	-0.608
POTE15	1.45
NOXA1	0.959
RP13-347D8.3	1.3305
SAMD10	-0.154666666666667
EP400NL	-0.78225
TCF21	-1.16625
AMELX	-0.20775
JPH2	0.5158
SLA	1.112
DLST	-1.17083333333333
SEPT12	1.22425
RGS20	-4.1115
LXN	0.951333333333333
ZNF419	0.231375
UPK3B	-0.304166666666667
RELL1	1.51425
ESPNL	-1.944
KLHL21	-0.08875
PI15	0.864
C2orf61	-0.998
LOC407835	0.0383333333333333
RER1	1.06233333333333
ELAVL2	0.811
MGC26718	-0.30625
KLF2	3.0335
TNFAIP8L3	0.3695
TFE3	0.10225
C11orf17	-0.242625
15E1.2	-1.864
SNRPC	-0.445
DLGAP1	0.12475
PGLYRP1	0.34225
OVCH2	0.295
IRF7	1.5774
SET	-1.7917
NAB2	0.0743333333333333
LRP5L	-0.42
FAM120A	0.411625
ASCL2	-1.0415
SHH	-0.242
ATP5H	0.1215
THPO	1.0135
TYRP1	-0.38
HIST1H3E	1.16916666666667
EIF2S1	-0.348166666666667
TNFRSF17	-4.00366666666667
TARSL2	0.096
NKX2-8	0.404125
C1orf115	2.39175
LOC56964	0.3455
KIAA0841	-0.23325
ISCU	0.751
TTMA	-0.6765
ZNF414	0.783
LOC441150	0.09225
RAB15	-0.934
HBP1	1.2715
TNNT2	-1.72116666666667
CECR5	-0.79475
PHGDH	-3.921375
JRK	-0.3807
XPO4	-0.59925
FAM131C	0.4625
ARHGAP25	0.527833333333333
CA9	-3.41933333333333
GPR62	0.065
TLX1	1.09816666666667
GPS1	0.5755
OR2M2	0.7945
BDP1	0.158571428571429
FAM70B	1.47575
RPS29	-0.847916666666667
MKLN1	-0.3775
TSPAN19	-2.2225
SLC29A3	1.0397
LGALS4	0.138166666666667
USH2A	0.347333333333333
NF1	0.182333333333333
APOBEC3A	-0.281166666666667
IMPAD1	0.346
OLR1	2.46083333333333
NRAP	-0.061
HCFC1R1	0.486833333333333
TAOK2	0.346
MCM10	-2.673
MAP4K3	0.600166666666667
CBS	-3.222625
CLK3	0.0212
PCDHGA5	0.594
ELF4	0.4245
FAM71A	0.1515
C11orf49	0.80575
CLIP2	-0.71725
BTBD9	1.1869
ZNF524	1.40025
KDELR1	0.370833333333333
ZNF509	0.5235
NCSTN	1.8535
ZNF533	2.29635714285714
PARP4	1.245625
GALNT9	0.0425
NPY	-2.717
BEGAIN	-2.34083333333333
TMEM77	0.410833333333333
FOXRED1	-1.04383333333333
SLC16A2	1.6475
SLC35B1	-0.10175
GK5	-0.106
SDCCAG10	-0.63825
C4orf20	-0.046
SLC9A2	-1.46925
ADD1	0.142642857142857
TAL2	-0.1185
ACLY	0.3525
DNAJC1	2.0785
SOST	-2.3395
USP43	1.381
CYP4F12	-1.05475
FKBP5	0.8855
CHCHD5	0.8633
NUDT22	-0.2535
CCDC85B	-1.102
OR51G2	0.7185
STRN3	0.0591428571428571
TMOD2	0.3495
FLI1	-0.5135
MAB21L2	-0.252333333333333
DGKQ	0.65725
VPRBP	0.0666666666666667
SCNN1B	0.7442
ECHDC3	1.4114
TMEM106C	-1.0895
CSNK2A2	-0.5615
RPL39	-0.2484
HERC3	1.5204
ZBTB47	0.573
ZNF681	0.3715
PAGE2	-2.5145
CLIC5	2.19707142857143
RABAC1	1.24
ZFHX2	0.4935
YPEL1	-0.351333333333333
KIAA0776	1.20975
NR1D2	0.02125
DNAJC4	0.201875
NPNT	4.8783
ZNF677	-0.4945
ZNF536	-1.12175
MEF2B	-0.133
PTPN4	-0.90925
CTCFL	-5.7825
STX5	0.163333333333333
CD72	2.44725
VEGFA	-1.44384210526316
XRCC1	0.7725
MAS1L	0.550166666666667
ELL	0.1539
SETBP1	0.062
CDH11	2.92583333333333
NDC80	-3.09430769230769
DMBX1	-2.32
NRSN1	0.260333333333333
BAT2D1	0.570875
CDS2	0.209666666666667
C1orf212	-0.326333333333333
SENP3	-0.42225
IL1F9	0.1455
EEF2K	0.44175
COG8	0.74775
CEP72	-0.97375
OR1L8	-0.514
MUS81	-1.02491666666667
PHYH	0.72225
GGT6	0.995
C22orf23	-1.36108333333333
C13orf33	2.44125
MAPK8IP2	1.45375
NELL2	0.626
POU3F2	-3.31616666666667
ALPK1	0.847
MRPS18C	-0.83375
RPLP2	0.00262500000000001
FGF22	0.31
SPNS1	0.548833333333333
ZFP1	-0.327
IL1RAPL1	-1.4925
PCSK9	-3.70583333333333
NKX2-1	-0.240076923076923
C6orf189	0.9745
SP4	-0.5095
SLC11A1	1.4243
C21orf25	0.509166666666667
ICAM2	-0.3575
SH3GL1	-0.0851666666666667
GSK3B	-0.795166666666667
RALB	0.697375
PDXP	-1.373
GNGT1	1.051375
KIR2DL1	0.5255
TNFAIP3	-0.89225
C6orf32	-0.9851
CBLN2	-2.062
PANK3	1.043125
TAAR9	-1.8665
WDR82	0.124071428571429
APOM	-3.8425
TRIP10	-0.34825
SPATA16	0.3482
C1orf135	-2.2915
USP51	-1.91575
TESK1	1.04075
C11orf64	0.315375
ZNF611	0.6005
PDE6G	0.00866666666666666
HLA-DQA1	3.310625
GCLC	0.48475
SEC61A1	0.00507142857142858
TWSG1	-0.0235833333333333
ZMYND10	2.7165
CTDP1	0.553375
ADAMTS6	0.1645
SLIT1	-2.1295
KRT86	-0.036
KIAA0574	-0.72975
GTPBP2	-0.3514
PQLC3	0.9455
PRRX2	-0.692333333333333
C15orf44	0.694166666666667
MKKS	-0.550125
C11orf10	0.52375
GPR110	-0.78
CD109	-0.0458333333333333
ADCY1	0.5655
RHBG	-2.34525
TP53I3	-0.1615
SLC22A3	-2.595
UCP2	-0.0645
FOXG1	-2.49383333333333
OR2AG1	0.312
TRIM24	-0.7515
PROC	-2.812375
TAAR6	1.19933333333333
AMTN	-0.635
C10orf47	0.358166666666667
DEPDC1	-3.1815
FLJ45557	4.566
ZDHHC17	-0.10225
KIAA1429	-0.077
KCNH1	1.11075
VNN3	0.084125
PSMAL	1.3225
PPARD	-0.096375
HFM1	-1.8515
YBX1	-1.92083333333333
ZNF695	-1.94125
SCTR	-0.111666666666667
DCDC1	2.6755
VPS26B	0.285
MTF2	-1.2275
ATP6V1F	0.33275
CCDC94	0.5815
PERF15	0.9185
CCL11	2.17125
LMO7	-0.930625
DCST1	0.299
ADRBK1	0.530375
CDRT4	-0.99
ZNF84	0.0815
HOXD8	0.4365
STARD8	-0.272166666666667
FOXP2	-0.77325
CCDC103	1.08175
POLR3A	-0.8033
GSC	0.460166666666667
ZNF114	-2.70966666666667
HTR7P	-0.0605
LALBA	0.0435
RMND5A	-0.597666666666667
PSCD2	1.3025
ZNF409	0.0435
KRTAP1-3	0.587333333333333
MAF1	0.20625
LOC201725	-0.975166666666667
NRN1	-2.4265
SPAG5	-2.2715
DNAH7	0.944833333333333
FLJ43860	0.426
BRCA2	-1.1055
ACADM	-0.11025
CXXC6	-3.317875
RAGE	-1.140625
CHMP2A	1.49675
FAM8A1	0.3391
GPR21	0.35
SLC12A3	-2.508
FVT1	0.0410714285714286
ZDHHC7	0.234875
FLJ44048	0.122
SLC44A3	2.9815
SDSL	1.45183333333333
MMP8	-0.3875
PLA2G12B	-3.38566666666667
ACY1	-0.2285
MT1E	0.112166666666667
OR4K15	1.4505
TECTB	-0.271
GPR20	-0.0415
IRAK2	-0.535
RFPL3	-0.75275
MYO9A	-0.492
NARG1L	-0.112333333333333
BLMH	-2.496875
CCDC3	1.77616666666667
C9orf21	-0.539
KIAA0513	0.245833333333333
MIER2	0.516
PNMA2	-2.37625
SH3BP2	0.6635
ANXA10	-2.054
RTN2	1.9125
TFB1M	-0.854
PRPH2	1.87075
C14orf133	0.2545
GOLGB1	1.51908333333333
IRX4	0.248375
NFKBIL1	0.2015
C10orf62	0.00350000000000001
APBB3	0.89525
RPS10	0.12
LOC728378	1.374
TLE3	1.52822222222222
PSMB7	-0.353
MESDC1	0.9185
SLC6A1	1.61283333333333
OCLN	1.92383333333333
PTTG3	-2.62716666666667
NAGLU	0.23075
SERTAD4	2.422375
SPRY1	0.0285
FLJ10781	-1.22341666666667
MYSM1	-0.41675
TRIM4	0.787714285714286
SH3YL1	0.900875
TREM2	3.68183333333333
SERPINI1	3.31425
HDHD3	0.7205
TMEM38A	0.07625
EID2B	-1.391
TDRD3	0.256333333333333
SEDLP	0.4055
THSD7A	1.14483333333333
NDST3	-3.58475
KLHL15	-0.51975
DHRS12	2.042
FBXO9	0.0525
TNPO1	0.210166666666667
MRPL13	-0.498333333333333
SNX5	-1.81433333333333
METTL6	-0.46675
SOD1	0.44575
CHML	-1.07716666666667
PACS1	0.114625
SIRT5	-0.7906
CAPN2	0.978666666666667
FXYD5	-0.28
TWISTNB	-0.348875
LRFN1	0.545666666666667
UBE1L	1.809
UBE1C	0.262
OR51B2	-0.126
OR4D11	-0.5835
C15orf2	0.66
NR4A1	1.18516666666667
LOC339047	-0.93
TRIM17	1.14275
ATP5G3	-0.416357142857143
RPL15	-0.6425
ADAMTS8	-0.558
HOXC4	1.2275
C14orf37	1.5895
CEACAM5	3.258125
MYT1L	-0.1016
RASA2	-0.906875
OSBPL7	-0.056
STAG1	-0.635
GIMAP4	3.54033333333333
FUT3	1.35316666666667
PIF1	-2.884875
LPIN2	-0.9342
SH3PX3	0.7365
PDP2	-0.16375
PAPD1	-0.5875
ERP27	3.293
APOOL	-0.6059
DIABLO	0.499
TRHR	0.42
ARMC9	-0.056625
RNF152	1.983
SLITRK3	-0.107
ZNF211	-0.0132
PFDN1	0.084875
RGS11	0.5605
HS6ST1	0.8668
AKR1D1	-2.15525
TNP2	-0.1315
STK31	0.7385
EML4	-2.04358333333333
SGTA	-0.13
HIST1H2BI	-0.226333333333333
PSMD6	-1.83083333333333
KIAA1257	1.35975
C18orf55	-1.3615
FLJ20273	2.94075
RPL28	-0.309166666666667
EPYC	2.5865
NOX3	-0.975
ELAC1	-0.826
METT11D1	-0.5165
BIN2	-0.25
NACA2	0.04325
CCDC17	-1.1685
HM13	-0.3614
UBOX5	0.40575
UBE2O	-0.501875
UBL5	0.7035
APOLD1	1.90775
C9orf31	0.11925
TNFSF8	0.666
ARHGAP29	1.362375
PROKR2	0.365
PDE5A	-0.490833333333333
C6orf12	-1.9335
TOM1L1	0.9775
WHDC1	0.25425
FOXI1	0.261833333333333
RAB4A	0.7581
TMEM39B	-0.95975
ATPBD1C	-0.06875
FARSA	-0.057
PLEKHG5	-0.10925
CMAS	0.204666666666667
OR7E24	-0.485
SLC30A1	-0.04425
CDC42EP5	1.94966666666667
PLAC1	1.877
KLHL18	-0.17525
LBA1	1.1314
TAZ	-0.2455
CRIP2	1.590125
BTBD11	-1.18533333333333
C16orf72	1.376
DIO2	1.0479
LRRCC1	0.242166666666667
CCDC136	-2.433
PRX	0.085875
RBM5	-0.0431
TMEM85	0.349625
TUBGCP4	-1.3245
APLN	0.437125
CDK7	0.386833333333333
SSR2	0.991833333333333
CRELD1	0.5235
C19orf46	2.40775
GAL3ST4	0.742166666666667
KBTBD10	0.45375
IL28A	0.3775
WDR27	0.108
MCM2	-1.3745
SOX14	-0.632
FLJ39743	0.5075
KIAA0922	-0.832625
HIPK4	0.149
FLJ25758	0.613
C16orf57	-0.403916666666667
PDZD2	0.345375
MCC	-0.6195
HHLA3	0.4341
ID2	-0.32575
C20orf23	1.8765
ZNF688	0.943
APOC2	-1.48116666666667
LOC440093	0.68325
FAM50B	2.11366666666667
PWP1	-0.064
DNAH10	-0.1995
HIST1H2BA	0.036
GPR56	1.66266666666667
METAP2	-0.231375
PAN3	1.52966666666667
STXBP4	-0.50725
PDHX	0.00950000000000001
MTA1	-0.67775
ZBED4	-0.281125
ZNF720	0.65925
CDK2	-1.17325
RHOJ	0.232625
CDC37	0.398833333333333
ZER1	0.529
GRK4	0.51575
PRPH	-0.28775
POLR2A	0.56175
OGFOD1	-0.15175
NOL5A	-1.42375
PHEX	0.5605
FLJ16478	-0.23825
C20orf117	-1.201875
CAMTA2	0.97075
C11orf74	0.175
DDX17	-0.558
C5orf27	0.755375
PLEKHA2	-1.4797
PDE4DIP	0.343
SCN7A	0.925
ZNF559	-2.15883333333333
CXCL10	3.12475
ZMYM4	-0.263166666666667
STK32B	0.2022
KIAA0888	-5.1082
TACR3	0.655
CKAP2L	-3.1495
KIF1A	-1.42866666666667
RSPRY1	1.201
VCAN	1.7075
CYP27C1	0.1825
SYDE1	-0.908
MED12L	-0.89175
ZDHHC21	0.9435
NHS	0.1695
TM9SF3	1.117
DDHD1	-0.562
MAFG	-1.046
BICD2	-0.6106
C14orf119	-0.448333333333333
C14orf43	0.195
CDH7	-1.469
ALKBH5	0.00792857142857141
JUP	1.678875
TMEM41A	0.332
MAMDC4	-0.707833333333333
CBX3	0.40875
LRRC18	0.27825
RBMXL2	-1.32475
PLA2G4D	0.4575
FGF13	1.35825
KIF3A	0.0411666666666667
PDIA6	-1.2065
DCXR	1.467
CASKIN2	0.875333333333333
EHD1	-0.328666666666667
MARCKSL1	0.957833333333333
ZNF496	0.253
SCAF1	0.7575
KCTD8	-3.655
TRAF3IP3	-0.0748571428571428
LSR	1.5235
CXorf1	0.0105
C14orf112	0.182833333333333
EIF2B1	0.75725
OMP	-0.23
GSTZ1	0.13875
LOC92017	1.18775
ISLR2	0.5
C12orf36	0.7505
GATA2	-1.70833333333333
GABRA5	-3.3315
CELSR2	0.284857142857143
STAM2	0.8643
TNAP	-1.4055
PTPMT1	-0.913
GRP	6.1905
SV2A	-1.602
MAGEA12	-4.072
CACNG1	1.2095
C18orf19	-1.604
GSG1	-0.227333333333333
PTPRJ	-0.367785714285714
FRMPD1	0.044
ZNF668	0.9825
PLEKHJ1	-0.05625
ADAT1	0.4908
TMEM50A	0.4683
UCN3	0.101
HOOK1	1.22675
IL17B	-1.1295
MLKL	-0.0905
TTC14	-0.967833333333333
KLHL5	0.455875
CRYL1	1.011
FOXH1	-0.232
NFYB	-0.149
PPM1G	-0.4145
GOLGA2LY1	-0.47075
NMT1	-0.4075
HADHA	-0.6645
CHSY-2	2.62375
PLEKHF1	0.0182142857142857
SAGE1	-1.9525
MUSTN1	0.493
SUHW4	1.5575
TFEB	0.825666666666667
ZFYVE27	0.049
ATG12	-0.0958333333333333
BMI1	1.96085714285714
ZIM3	-0.16975
MYH4	-0.711333333333333
MASP1	-1.29166666666667
KIAA0984	2.27525
RPAP2	-0.59025
ASB5	0.632
BOLA3	-1.498
MIA3	2.04066666666667
KRT35	0.809
KIR3DL3	-1.225
MRPL51	-0.891
SEMA3F	1.62583333333333
NDUFB2	0.579166666666667
LOC253012	2.22475
FAM46C	-0.1305
G6PC	-2.64475
CSAG3A	-4.4385
PREX1	2.437
SLC25A45	-0.010375
MAPKBP1	0.3229
CPE	1.3175
GNB1	-0.34275
CXCR6	0.5775
TRIM46	0.02975
C16orf3	0.2855
HPSE	0.708
TIGD3	-0.563
SPG3A	0.728
LCAT	-1.05316666666667
ST6GAL1	-2.31444444444445
POMC	0.22
FLJ36031	-0.743666666666667
NSMAF	-1.08716666666667
SKIL	1.45
ADSS	0.618333333333333
HMGCS1	-0.9937
POLR3F	0.265666666666667
RAB10	0.124875
ZNF277P	-0.48475
ZBTB7B	1.253875
DHRS1	1.36075
ABCC13	1.1445
CNOT3	0.43675
NFKBIA	0.1815
GAK	1.0945
SFT2D2	0.8045
HOXA6	0.5245
CRTC1	0.857125
LY6D	-1.22166666666667
C20orf72	-1.52283333333333
CPT1A	-0.03925
LMO1	-0.9695
EIF3I	-0.46275
PRB4	0.138
MCM3APAS	-2.968125
C20orf132	-0.9234
FOXF2	-2.8495
S100A12	0.155
MLH1	-0.179166666666667
ACTN1	0.6356
MRPL36	-0.4885
C20orf106	-0.754
FBXO6	1.1085
MKS1	0.0438333333333333
CX3CR1	-1.78025
PDE1B	0.705
PLP1	-4.08825
KISS1	0.263166666666667
C14orf2	-0.164
TBC1D3P2	-0.2495
COMMD6	1.4094
ANKRD7	-2.03925
PTCHD1	-2.402125
NARS2	-1.356
DOCK7	-0.91525
FAM127B	0.12125
LOC390243	-0.237166666666667
N6AMT2	1.5535
ZNF391	-1.1835
DNAJB14	-0.247
WRB	-0.0635
BPI	-0.118833333333333
TTC4	-0.571
FAM10A5	-0.4845
GOT1L1	0.0293
MAGED1	1.138125
RESP18	-0.3715
WFDC6	2.1885
MT2A	-1.1605
C11orf56	0.475
KIAA1432	0.8105
ROR1	-1.3665
HSD17B14	1.54416666666667
ZFAND2B	0.0655
SAMD4B	0.84925
HEXA	0.64125
HNRNPU	0.575363636363636
USP39	-0.54225
NRD1	-0.1715
R3HDML	0.55775
FLT4	0.418833333333333
OMG	0.17
OR52N4	0.625
LOC399818	-0.16875
ELA2	-1.9745
VENTXP1	-1.0815
RFC5	-0.8285
OR52L1	0.272
PAX5	-0.0195
FBXO2	-2.283
GMEB1	-0.2635
AKT3	-1.3645
CRB1	0.790833333333333
CTTN	1.76383333333333
UTP15	0.219666666666667
HSBP1	0.989416666666667
PHF11	2.09925
NDEL1	0.516166666666667
USP8	0.36525
BAIAP2	0.470625
SI	0.120166666666667
ARSJ	-1.1745
BAAT	-2.67375
KCNS3	2.78816666666667
LOC126147	-0.0171666666666667
TMEM37	-0.27325
C1orf162	2.78883333333333
MBD1	-0.3941
ITGAL	1.34333333333333
WDR73	0.181833333333333
GKN2	0.00683333333333332
ARFGAP1	-0.307125
SLC5A8	-0.9975
ZBTB40	-0.00189999999999998
CYP4B1	2.70416666666667
LYPLAL1	0.58
CHST3	-1.2785
MAP3K9	0.253
BTAF1	-1.24866666666667
TFAP2E	-0.0425
RBM35B	1.119
LOC441251	-0.280666666666667
ANKRD25	-0.519111111111111
UQCRC2	0.1845
MAEA	0.161
HYAL1	-2.3765
RNPEPL1	0.506833333333333
CPSF2	-0.568625
PSD3	1.4779
ABCA13	-0.134625
AGR2	3.2795
GBX1	-1.811
HDLBP	0.500142857142857
ACY3	-0.269
HECW1	-1.2715
ZNF519	-1.682
HOPX	3.005375
ZNF304	0.9235
OR12D3	0.4275
FKSG43	0.237
METTL1	0.499875
MFSD3	0.4402
PSPH	-1.98475
CLCA3	1.017
DARS2	-0.623
CDC25A	-2.34566666666667
BAIAP2L1	-1.148
B3GNT5	-1.37625
USP29	-0.00025
ARHGEF10L	0.4449
ATOX1	0.183
ADAM30	0.7115
DNASE1	0.007
STT3A	-0.418916666666667
RAB6IP1	-0.52175
PTN	-0.8438
C1orf106	-2.74361538461538
HECA	1.47825
RNF122	-0.246
SLC22A18AS	0.163333333333333
GNG8	0.333833333333333
ELP4	-0.21025
FAM65A	0.581333333333333
RPL10A	-0.055
IRS4	-0.3755
MACF1	-0.0762
SEC24D	1.24575
LOC374395	0.1835
TGFB2	-1.358625
MDFIC	0.00425
CHRNE	0.447
PCMTD2	0.096
ATP6V0D1	1.24516666666667
MTA2	-0.45725
LZTR1	-0.368833333333333
RAP1A	0.138333333333333
AXIN1	0.594625
POLR1C	0.08225
TRIO	0.0715
PLXNA4A	-0.2925
C5orf33	0.178
DEPDC1B	-3.390875
ZNF473	-0.209666666666667
MTM1	0.896625
GPR107	0.39
CSNK1A1L	0.647333333333333
FLJ14154	1.10225
NLRC4	3.72625
ENPP4	3.34766666666667
PADI3	-0.117
RNF170	-0.150375
CG018	1.19316666666667
C16orf7	0.51625
KCNE1	-0.3205
NRM	-1.26583333333333
SLC37A3	-0.0710714285714286
TPD52L2	-0.604333333333333
UNC5B	1.616
C12orf12	-0.032
SDHB	-0.116
CLRN1	0.1745
NUDT10	3.18416666666667
UGT3A1	-0.363428571428571
FBXW8	0.50775
RHOF	-0.859625
PTPLAD1	0.05075
MYO3B	-0.97425
DERA	-0.636
TPP2	-0.14475
C19orf53	0.354333333333333
GINS3	-0.42875
ST6GALNAC5	0.9855
CHSY1	-0.56
MGC15705	0.6925
GPR83	0.0561666666666667
EXT2	-0.097875
DOLK	0.50075
TUBAL3	0.74275
ACVRL1	1.8617
ABL2	-0.235666666666667
C14orf156	-0.511833333333333
PTPRZ1	-4.155625
DIP2C	0.078625
LAMP1	1.306375
RXRA	-0.8935
MAP3K5	-0.47675
ALKBH1	0.436
PDLIM7	0.276875
ARL14	-2.5455
SNIP1	-0.2785
TIMP3	2.17975
RGS3	0.424
SPAG16	1.7409
ABHD4	0.529
ARHGEF12	0.670333333333333
GLUD2	-0.247
RAC2	-0.9664
UAP1L1	-0.871
SLC18A3	0.175
YOD1	-1.43283333333333
RALY	0.21575
HMOX2	1.42575
DGKH	-0.21925
DBNDD2	2.46333333333333
YIPF4	0.429625
THAP10	0.01625
ZNF513	1.17525
HAGHL	0.934833333333333
ITGB4	0.820166666666667
CCDC141	-1.4365
YTHDF3	0.43475
C5orf28	0.6345
RPL7L1	-0.15875
TMEM30B	1.4355
ANKRD35	0.684
DUOXA2	-0.00974999999999999
TBC1D5	-0.0015
DFNB59	-1.1685
HRH4	0.4745
MYO6	3.3783
