Hybridization REF	TCGA-AR-A1AH-01A-11R-A12D-07
BTF3L4	1.5135
KRT2	0.293
GOLGA7	1.362125
MAGEC2	-5.7035
BLOC1S1	-0.99375
STX3	1.09233333333333
FLJ35220	2.129625
NXPH4	0.47525
MCTS1	0.51825
C6orf156	-1.93175
TGM1	2.0335
SLC37A4	-0.947
FAM92B	0.59675
SLC25A25	-0.8542
ZC3H13	-0.0696666666666667
GPX6	-0.1595
WDR81	-0.9955
THOC3	-1.18616666666667
PHACTR4	-0.85025
ACYP1	-1.8245
ARPC2	0.635166666666667
ENG	-0.9915
P2RY13	0.42375
GAPVD1	-0.11845
CCNO	-0.9746
C9orf64	-1.23
RXRG	-0.8015
C7orf45	-0.79075
ZNF140	2.17525
SULT1E1	0.162666666666667
RGPD4	1.1125
CGB7	0.166
C9orf142	0.4335
BRD9	-0.4695
tcag7.350	-0.28575
OR2M5	0.0925
OGT	0.0367
SYT1	-1.89375
ACRV1	-0.863833333333333
CMPK	1.77425
BHLHB5	1.46833333333333
MARCH2	1.30671428571429
ASXL3	-0.486875
RPIA	0.71725
RFXDC1	-0.55075
HIST1H1B	0.5035
ZNF701	0.812
KCNT2	-0.1845
CCDC36	-1.095625
SLC11A2	1.12475
NBEAL2	-0.525166666666667
RP4-691N24.1	-1.093
TYROBP	4.376
PLA2G2F	-0.00962499999999999
TCP11	-0.237
OR4K13	-0.31
C15orf21	-1.46
OR4F15	0.7145
FAM108C1	-0.3134
ASAM	-2.3655
NPHP4	-1.42633333333333
SFRP5	0.275333333333333
OR56A3	0.4325
EBAG9	-0.6505
LOC100101267	0.405
UROD	-0.149666666666667
ARL9	3.6105
PDE2A	-2.134
TUBB2A	-0.242166666666667
RPL36	0.402833333333333
ASPM	0.0352142857142857
RBCK1	-0.7175
AFF2	1.4415
STARD6	0.392333333333333
ZDHHC8	0.0705
EXOD1	-1.078
PLXNA2	1.36416666666667
ACTL6B	-0.125
ANKRD41	-1.004
IL2RA	1.362
PNRC2	-0.5245
DENND2C	0.66325
STXBP5L	-1.24725
TBCC	0.954625
NSF	-0.5855
KCNJ1	0.654333333333333
KIF2B	-0.53725
KRT73	0.5405
C7orf47	0.16375
NFASC	0.666166666666667
SFRS15	0.991
CLCA4	3.4625
ZNF597	-1.988
SCGB1D1	0.7915
LONRF3	-2.4435
OR2J3	-0.8945
SMURF1	0.086
C14orf102	-0.70875
HNRPDL	-0.7117
ANKRD39	0.06775
BTNL8	-0.8085
CSTF2	-0.259
CABP4	0.084
TMEM95	0.2625
HTR1F	0.7045
SCPEP1	0.65225
PRSS12	-2.0325
SLC28A2	0.2505
INHBA	2.18516666666667
RP11-298P3.3	-0.0625
UGDH	-1.6825
SLC36A1	-0.1475
PLCB1	-0.7555
SEPP1	-0.5695
SRXN1	0.090875
LOXL2	-0.814
SERPINA7	-5.892
LOC201229	0.626
CHRNA1	-0.27
DENR	0.25
RARRES2	-0.15825
SENP2	-0.21175
XPNPEP1	-0.432875
PCGF5	-1.06245
HIST1H1T	0.146
CDK5RAP1	-0.2075
PRKG1	0.506857142857143
RASGRP1	-0.8851
CFI	-3.50733333333333
KIR2DL3	0.283
FOXRED2	-1.20035714285714
FABP1	-7.72475
TRIM7	-2.804125
CYP20A1	0.0845454545454546
CYTL1	-2.8455
SORBS1	-0.251666666666667
PEA15	1.17085714285714
GUCY1A2	0.716666666666667
ZSWIM2	-0.946
PH-4	-1.847125
PACSIN1	-0.909125
LOC152586	0.2945
UMODL1	-1.72
KREMEN1	-0.463375
FLJ35773	3.9735
RFPL4B	-0.274
SNAP23	-0.892
STXBP6	-2.7365
C6orf115	2.049
ZBTB33	0.528
CHST9	0.1235
MGA	0.185875
FAM128B	-0.3438
GPR4	3.70483333333333
KIAA1957	-1.6695
GSTK1	0.0586666666666667
CLCN5	1.58375
FBXW5	-0.661
FUSIP1	-0.478785714285714
MAG	-1.4
FLT3	0.313833333333333
STRA8	1.4965
SERPINB4	-4.0565
JMY	-0.299833333333333
DLK2	-1.02966666666667
ZNF451	0.1666
HES6	-2.78775
FGF9	0.1565
VNN1	0.730833333333333
SRPK2	0.06
ALDH3A1	-3.8895
CDX4	0.6245
SPG21	0.6925
ZNF302	0.4687
DOK3	-0.242
GRIN1	0.565
OR1A1	0.100166666666667
CALU	0.657666666666667
ANKFY1	-0.928333333333333
C9orf84	-0.074
CLEC2L	-0.68775
LIMCH1	-1.52833333333333
RWDD1	0.408666666666667
VHLL	0.081
SLC18A2	0.458
UPK3A	-0.331333333333333
FIP1L1	-0.68025
LENEP	0.2845
RHOB	0.548
RIBC2	-0.44025
GNPNAT1	-0.79975
TBC1D10C	-2.1255
MMAA	0.50425
INTS9	1.03725
HOOK2	-0.473875
CCNG1	-1.753
CCDC144B	-0.6785
MTMR7	0.775
NEU4	-3.3995
HADH	0.139
CCKAR	0.476
TMEM173	0.241
AFAR3	-1.21475
PTH2R	5.5485
IFI30	-0.2455
GLUL	0.2245
TMEM71	1.44966666666667
C20orf165	-0.06275
BFAR	-0.592375
ZNF14	2.049
KLHL8	-0.577571428571429
PPIL2	-0.801333333333333
CTA-126B4.3	-0.139
C5orf37	-0.656625
SLC27A4	-0.457
KLHL22	-0.6085
GJB2	3.5681
HSPBP1	0.081
PRKD1	-1.22266666666667
SOX8	-0.475875
KIAA0195	-0.55
MICALCL	1.4095
ICAM1	0.116
C10orf126	-0.0365
SIX4	0.61925
BCL2L1	-0.5215
CD19	-1.94
RAPGEF3	0.0288333333333333
KIAA0974	0.4125
MAPK3	-1.162
OR10A3	-0.277
MAP2K1IP1	0.0305
STK4	-0.377611111111111
CHIC2	0.4902
DLX5	-0.536333333333333
ZNF367	-0.85725
FBXO41	-0.28975
ADK	-0.8105
hCG_1995786	-0.578166666666667
GTPBP10	0.22275
TGOLN2	0.736
CTBS	1.0615
FGD1	0.85375
ETS1	0.207
EDC4	-0.684625
GSTA3	0.94225
HOXB6	-1.74066666666667
C9orf131	0.51325
BCAS1	-3.8765
U2AF1L4	0.0285
PDHA2	0.051
SORD	-0.552125
SLC25A33	0.172
WDHD1	-1.11275
OR8K5	-0.292
RNASE11	0.535
STAP2	1.9355
TRIM44	-0.069
CHCHD8	-0.12625
SIDT2	-0.187833333333333
OR2B3	0.261
TRRAP	0.82075
TRAF1	-0.0104166666666667
RYR2	-2.53
FAM71B	-0.237166666666667
SLC45A4	-0.0715
TRIM32	0.15425
ATP6V1G1	-0.13
TRA16	0.0495
SERHL2	-0.18975
PRKY	1.90416666666667
NPR2	-1.1685
TAS2R40	0.248
OR5I1	0.676333333333333
ZFYVE26	-0.653166666666667
WFDC11	0.273
CSH2	0.3145
OR2T8	-0.3
TBX20	-0.453
LYPD5	2.82883333333333
STOML2	-0.563333333333333
ALPI	0.046375
FAT3	-0.12075
ZNF273	0.9763125
NPSR1	0.3515
FLAD1	1.78516666666667
RAB5C	-1.1805
TTLL3	-1.643625
KIAA1618	-1.43383333333333
NPPC	3.2385
ZEB2	-0.284
MRP63	-0.1685
WSCD2	-0.1815
NEUROD4	0.9455
SNAPAP	0.00625
MTMR2	0.415117647058823
STK35	0.404375
USP48	-0.76175
NR1H4	-3.7235
RASL10A	-0.59475
SSTR1	-1.97225
C1orf35	0.7695
APOBEC3C	-2.94725
RUSC2	0.0585
SALL4	-3.42925
ZCCHC8	-0.46325
RAD17	-0.727375
ZNF708	1.07116666666667
LILRB5	1.46925
TEX12	-0.416
C9orf79	0.52625
ARHGEF1	0.0955
ABCA4	5.606
RNF214	-0.2695
PPAPDC2	0.20375
ARID4A	-0.291166666666667
SYCP2	-2.29525
OPRM1	0.40275
RP13-102H20.1	-3.61175
CYP26B1	0.342166666666667
APCDD1	2.54016666666667
PCCA	-1.761
ALS2CR7	0.4825
AQP5	1.01983333333333
YLPM1	-0.257625
PRKAR1B	-0.1445
IL16	-0.6934
TCF3	0.136125
ZSWIM7	-0.49
SERPINE1	-2.3122
BAI2	-0.1455
SMC5	-0.1035
SMN1	-0.411666666666667
SLC13A5	-2.744
POU2F3	1.86225
BACH1	0.2645
GMCL1L	0.9255
PPP2R2D	0.265
LRRC51	0.40925
EDARADD	-0.6105
LRRC3	0.2485
FAM124B	-0.87525
C20orf70	0.598
LOC285735	-0.66575
CTBP2	0.6086
ZMYND11	2.012625
CDH23	-0.250333333333333
OR1N1	0.2225
LOC400590	-0.76675
PDK1	-0.7785
LMTK3	-0.2395
USHBP1	0.6296875
ZFYVE21	-0.55275
hCG_21078	1.253875
OAF	-0.80625
WDR41	-0.33625
SPINK6	-0.503
GDEP	-0.0495
MEG3	-1.7604
OXSR1	-0.299714285714286
RAD51	-0.509166666666667
RPL13A	0.85625
DYRK1A	0.8439
FLJ25791	1.46125
SARDH	-0.7378
RBBP5	0.453333333333333
ORC2L	0.01075
NCAPH2	-0.620666666666667
RNASET2	1.39916666666667
WDR79	-0.967833333333333
FLJ39779	-0.4745
C3orf1	-0.26875
DDX23	-0.554
MGC40574	0.7195
MORC4	2.5005
MYRIP	-0.00572727272727273
LY6E	0.191125
SLC39A11	1.319
ATP12A	0.2675
AUP1	0.25575
PIP	6.4225
CORO7	-0.625
PITPNM3	0.247
ENPP1	-0.2705
PPP1R1C	-2.78783333333333
NRBP2	-0.3385
KCNE2	0.8905
P2RX4	0.106
CCND2	-4.00671428571429
OR5T3	0.5455
CUL4A	-0.2655
CFB	0.736375
PCP4	-3.61316666666667
HEMGN	-5.55116666666667
UBIAD1	-0.8385
CDC42BPB	-0.751
CYB561D1	0.6195
RIMS2	-1.045
ZNF488	3.37075
RNMTL1	0.2205
SART3	0.287333333333333
CAPN10	-1.07330769230769
CCR5	2.5095
APOA1BP	1.11316666666667
NDUFS5	0.20775
PDLIM3	-0.2982
VPS24	0.745
SCN8A	-0.29425
C1orf67	-0.275333333333333
MRCL3	1.14883333333333
TMEM145	-2.07
KCTD16	-0.493833333333333
RNF149	1.35825
FDXR	-0.85
CDCP1	0.917333333333333
PAX3	-2.6058
LASS4	0.3505
HSD17B8	-1.19425
YAP1	1.141875
NNT	-1.916
SC5DL	-0.476125
DKFZp566H0824	-1.7075
KSR2	-0.260666666666667
RAD21	-0.0561333333333333
ST8SIA2	0.67425
L3MBTL3	2.016
SNRPB	-0.72775
MGC14425	1.4165
MIF	-0.055875
TAPT1	-0.238
IRF8	0.5573
PRO0132	0.413
HERV-FRD	-0.383
ACD	-0.857
BCL3	0.797
SPATA13	-0.45525
MRLC2	1.098
F2RL3	0.758
CFHR3	-0.3825
DUSP15	0.715
TMEM46	-2.27816666666667
SF3B4	0.650666666666667
MAP7D3	-1.1125
STELLAR	0.0555
SEMA5A	-2.0812
H2BFS	-0.75
LRRC28	-0.970833333333333
MORN2	1.876
XYLB	0.264375
WDR21C	1.114
HIATL1	-0.534625
ADAMTS10	0.5085
WDR55	-0.20075
MFSD5	0.891
OR4N2	0.4025
DUSP16	0.514833333333333
NLGN4Y	-1.23788888888889
INHBC	-0.200666666666667
NUMA1	0.156
DEFB123	0.23425
GIPC1	-0.028
MGC27348	-0.432
FLJ33590	-0.2175
FZD1	1.8146
MKL1	0.2595
SAA2	2.4535
C1orf94	-2.315
C7orf28B	0.6915
TMEM185A	0.30655
ZZZ3	1.8135
C16orf5	-0.933166666666667
GALNAC4S-6ST	-1.8385
C1orf186	-0.2105
IGFBP4	-1.57683333333333
NDUFA10	0.850666666666667
CLIC2	-0.96125
RNF13	-1.008
GPR103	-0.504333333333333
CD69	-3.22775
MYOZ1	2.7665
IFNB1	-0.137
CLNS1A	-0.0525
CXorf45	-0.26925
ZXDB	0.817
FUNDC2	0.16525
GPA33	-1.02125
C9orf70	0.46425
SLC2A9	-0.54725
LOC126520	-0.2675
MAGEB1	-0.378
LCE2A	-0.036
C18orf34	0.408
FMNL2	0.686125
KRT85	0.48275
CRYGA	-0.0675
GEM	-1.27225
THAP6	-0.9582
ALKBH3	0.745333333333333
TM6SF2	-0.219
C20orf82	4.14975
RANBP2	0.889
LIG3	1.0084
RETSAT	-0.632625
OR8S1	1.6245
CAST	-0.16825
TGFBI	-0.7014
C15orf37	-0.4405
PGM3	0.736
SLC4A11	-0.667625
FAM123C	-0.324666666666667
TAOK1	0.7635
CISH	0.129625
OGDHL	-3.32
SPINT2	2.44933333333333
ZNF33A	-0.191
CLDN18	0.221833333333333
RNF128	-1.710125
CCDC71	-0.9425
RASSF6	1.19516666666667
HSPG2	0.3415
ATP6V0E1	0.6
ABHD6	-1.98025
CD274	0.318
GCNT1	0.2955
NT5C1A	0.3755
TM4SF5	-4.65825
C21orf58	-0.748333333333333
SUCLA2	-0.988
RFTN2	1.24575
SCNM1	1.13525
SLC9A10	1.25
FUNDC1	-0.3315
SLC35F4	-2.7805
AMD1	0.727
COL6A6	1.34925
OR4K2	0.5015
TRIB2	3.58433333333333
LOC91461	-3.2505
GHSR	0.0295
ATP8B1	0.72575
C1orf78	0.6455
RNF183	2.74816666666667
STX4	1.0152
TPPP2	-0.0385
MYBPHL	-1.91
TXNDC6	0.0369999999999999
C9orf47	0.754
FAM137B	0.323
FANCB	-0.249
C11orf9	-1.53575
DPY19L1	-1.494125
VDAC2	-0.2825
VHL	-0.17875
LMBR1	0.73575
C8orf44	-0.60525
ZPBP	0.34
FGF23	-0.78375
C21orf67	0.52675
PCNT	0.21175
BCKDHB	1.0495
GALNTL5	-0.3495
BET1	0.464625
ARL13A	0.2035
HDAC6	-0.580375
N4BP3	-1.005
OTOP1	-0.0341666666666667
TTC30A	1.668
CRISP1	-0.351
KRT32	0.93
VSTM1	0.1635
ZNF622	-0.166
POLR3B	0.7493
DNAJC10	1.136875
C12orf54	0.455
ADIPOQ	0.970833333333333
RIT2	-0.7605
CD44	-0.34725
ABCA3	0.289625
RPS17	-1.00075
FEZF1	0.4255
PCDHB15	-0.14675
KCNMA1	-1.61140909090909
CCDC116	-2.3605
C15orf27	-2.892
NARG2	-1.183
ITGA5	-1.550125
MEFV	0.906
TUT1	-0.073125
LOC541473	-0.34025
NMBR	0.4965
GLT1D1	-2.65
ABCB7	-0.25325
PFKP	-3.78309090909091
C9orf91	-1.0306
LRRC41	2.25533333333333
C1orf85	0.7805
ATP5F1	0.074625
STOX1	1.1105
GFOD2	1.41025
SLC25A3	0.541
ZNF646	0.5208
ZAR1	0.1625
OSTbeta	-2.4845
GALNT3	3.14175
IFT122	0.5935
LDB3	0.2755
GARNL1	-0.304857142857143
HOMEZ	-0.304
LRRC6	1.5415
ANGPTL5	-1.902
UBAC1	-0.79625
DLEU7	-0.2975
RPL19	-0.40975
TOP1MT	-0.561166666666667
LOC643641	1.255375
MBD3L2	0.6135
NTSR1	0.247666666666667
WISP2	-1.70425
GPSM2	0.628125
RDH10	0.3189
PRKCG	-0.0295
HIST1H4J	0.0055
MON1B	0.1389
MLF1IP	-0.215166666666667
ZNF446	-0.065375
COL4A5	1.1303
SLC26A1	0.1775
RGN	0.521375
CCNB1	-1.3545
C9orf165	0.2325
CCDC28B	-2.22175
CCDC97	0.81825
FGR	1.38575
MSRB3	-0.0699
EPN2	-0.5845
COX15	-0.861
KCNK6	-1.6665
XK	-2.69275
GDA	-4.958875
HEPH	0.632
THRAP3	0.376125
MET	-1.86035714285714
PHYHIP	-0.89325
LYAR	-0.282166666666667
ING3	0.192
AK7	-3.23475
CCT8L2	0.104375
COPS7A	0.0386666666666667
WSCD1	-1.33875
RNF185	0.478
TNS3	-0.9335
KNDC1	-0.758
RWDD4A	-0.300333333333333
MED13L	0.2701
ZFYVE1	-0.178
C7orf44	-1.32333333333333
MRPL1	0.687
STGC3	-1.558
TEAD1	-0.487166666666667
RPL7A	-0.378928571428571
ARL6IP1	0.6782
C1orf178	-1.2925
CTAGE5	-0.425333333333333
TMEM184A	0.6825
SLC25A14	0.6135
CACNG5	0.13575
ATXN10	0.1003
ECH1	0.0638
CCL22	0.402
CYP2F1	0.497166666666667
GADL1	0.299
TMEM19	-0.4482
RUNX3	-0.8625
EFNB1	0.978333333333333
LIPN	0.436
ACSM3	-3.95
SIGLEC8	0.077
ASCC3L1	0.30425
NOL8	-0.154125
RELT	-0.401666666666667
Magmas	-0.01625
PPP1R15B	0.3923
C11orf2	0.1795
VKORC1	-0.542833333333333
MGC26647	0.326
TRPM6	-0.0724166666666667
UGT2B7	-5.5308
FEV	0.19125
FOXK2	0.6777
PDCD5	0.624166666666667
SLC8A1	0.455
DGUOK	0.276666666666667
CLDN16	0.877
GAGE1	-1.7515
RBM17	0.3257
C1QTNF3	-0.06925
VGLL3	0.217833333333333
UNQ5830	0.29
CD1A	-2.51783333333333
SCGB1C1	0.603
SUPT4H1	-0.67225
TRAF5	-0.93525
ASAHL	0.0865
FAM73A	0.978833333333333
OR6B1	0.3195
WHSC1	-1.11895
GFPT2	-0.277
LOC339809	0.6785
STARD5	-0.851833333333333
SIP1	-0.937
DNAJC15	0.04
STAU2	-0.3740625
FAM98A	1.048875
RAD23B	-0.34375
LRRC33	-1.54475
CHRAC1	-1.4205
C21orf89	0.11675
C19orf43	-0.139833333333333
KLK8	1.71683333333333
CCNE1	0.865125
PKDREJ	0.0153333333333333
SSU72	2.374
C17orf73	0.229
GPR78	1.778
WHSC1L1	0.7898
GSTA2	1.311
SMUG1	0.0111666666666667
UFM1	0.5489
AP3M2	1.42966666666667
USP14	-0.05925
FBXL14	0.817
DSTN	0.1555
SFRS14	-0.837
FBXO31	-0.393833333333333
C12orf40	-0.1845
FRS2	1.06175
NR2E3	-1.215
TUBB2C	-0.90275
GMPR	-2.08866666666667
C9orf139	0.0595
ING5	0.476785714285714
LOC730092	-0.182
ORM1	-4.97275
RP11-11C5.2	-1.19975
HSPD1	-0.3281
PIWIL3	-0.21925
C5orf13	-0.0766
OR5R1	0.592
LCOR	-0.266
PLEKHA9	-0.526
CCDC43	-0.996
ZNF232	0.378
SLC6A7	0.0675
ADH5	-0.806583333333333
SHBG	-0.871833333333333
CROCCL2	-0.66425
PANX3	-0.094
CDIPT	-0.228
SLC16A5	-1.8405
TUBB	0.2955625
TOR3A	0.4251
PREP	0.436333333333333
ENTPD8	0.0067142857142857
CHMP1B	0.238
SYT12	2.7988
MYH6	-1.8553
MAP3K13	-0.904
KLHL30	0.149
LCMT1	0.531125
EIF1AX	0.991083333333333
FOXD4L1	0.574
SLC24A5	-1.07
RNF166	0.394
TJAP1	0.68775
TMEM156	-1.1725
ZNF239	2.544
SNX19	0.8962
GKN1	-0.34675
FCN1	1.6032
C1QL1	-2.47325
ATP11C	0.6945
ZNF35	2.12925
CARD8	-0.099
LIMD1	-1.248
KIAA0286	-1.006875
XRN2	0.0201666666666667
CD6	-1.3305
TOX3	-2.929875
ZSCAN4	-1.1492
RSRC1	-0.45775
COG1	0.00925
PTRF	-0.8317
C16orf35	0.377125
FBXO24	-0.08825
CHST11	-1.877
THRB	-0.2512
MYBPC1	4.5475
RNF39	1.82233333333333
PSMD11	-0.64525
ALAD	-0.770666666666667
EN1	3.4345
SLC9A9	-1.075
GSTM4	0.0052
CDC42BPA	0.160947368421053
RCSD1	-1.87625
LUC7L2	0.0313
SPTBN1	-0.0274
LOC146167	0.081
BAT5	1.0451
ZNF452	-1.95625
LSM4	0.03425
SRP72	-0.2125
SGK269	-0.223
MTX1	0.16725
CENTA1	-0.4715
UNQ9433	0.5945
ATR	-0.3825
DDX49	0.898166666666667
PAQR8	-2.33533333333333
C14orf174	-0.5535
GBGT1	0.4425
THAP1	1.00425
OR10K1	0.9255
RASIP1	-1.61966666666667
DPYD	-1.4577
DOHH	-0.29025
C18orf45	1.20625
POF1B	2.2326
ZNF552	1.99825
USP32	-0.926125
MED27	-0.661333333333333
C14orf149	-0.501333333333333
PRDX4	-0.3725
ABHD12	0.8733
AGT	-5.631
SLC22A14	-0.50025
C1orf58	0.69825
PILRA	-0.49925
ABCF2	0.0875
C17orf85	-0.0512
TKTL1	-1.529
FGF1	0.8632
IL6R	0.117833333333333
VPS25	-0.83
CHRNB2	-0.045625
COL7A1	-1.646
LRRC48	1.105
SPG20	0.332
COX10	0.1045
GCA	1.815
ECEL1	0.6935
GLG1	-0.726666666666667
SRD5A2L2	0.547
MUTYH	0.59
ZNF70	0.188
L2HGDH	-1.399
GPATCH2	1.44
ZNF655	-3.23625
ZNF227	1.55283333333333
MCOLN2	2.64783333333333
NQO2	-0.71125
KCNQ5	0.1105
NEU1	-0.204333333333333
QRICH1	-0.1125
ZBTB20	-0.641333333333333
RPUSD3	0.03375
EPGN	-1.53133333333333
TSN	-0.231166666666667
SPRY2	-1.74083333333333
LZTFL1	-0.42975
GMFB	-0.983
PBEF1	-1.0128
HBG2	-3.8295
TMEM8	-0.293
PALM2-AKAP2	-1.82433333333333
NFYA	1.8495
FAM108A1	0.176625
PBLD	0.35575
NRG4	-1.40475
PIGF	-0.942
PTGER1	-0.1935
NOS2A	0.519166666666667
C21orf34	-0.590333333333333
C21orf51	-0.309
IL17C	0.522
TRMT6	0.833333333333333
ETV2	-0.162833333333333
CCDC109A	-0.1705
MYLK2	-0.7125
ATP10A	0.2479
DPH4	0.19075
C5orf5	-0.929166666666667
KCNA4	0.6086
NMNAT2	-1.63833333333333
GLYATL2	3.384
LSMD1	0.126375
IL23R	-2.221
NRF1	0.13325
MUC15	-1.92433333333333
PRDM12	-2.754
PAQR4	-0.308714285714286
RBBP6	-0.4295
IFI27	1.68725
SKAP2	0.1745
TAGAP	0.745375
TJP3	0.3905
C9orf61	0.43725
IDS	-0.764928571428571
PARG	0.8925
LOC131149	-1.063
DYRK4	1.63433333333333
MICALL1	-0.48675
GALR2	-0.5425
GPBP1L1	2.22175
TBX21	0.62375
KCNJ6	0.0401666666666667
GGN	0.36225
CASP5	0.0895
RNF182	-3.93275
BRD4	1.077
DOK4	-0.7885
SLC46A2	0.553333333333333
SOX9	3.33333333333333
ZNRD1	0.9905
PRR6	-4.91375
FAU	0.531125
DTNB	2.10883333333333
CARD9	2.30825
STS-1	-0.234833333333333
SLC4A5	0.50975
NSBP1	0.0595
UGCGL2	-0.85075
POTE15	0.8115
NOXA1	-0.214
RP13-347D8.3	2.54725
SAMD10	-0.0983333333333333
EP400NL	1.06575
TCF21	-0.0995
AMELX	-0.1985
JPH2	-0.0508
SLA	0.885375
DLST	-1.39933333333333
SEPT12	0.40425
RGS20	-4.021
LXN	0.955666666666667
ZNF419	1.6625
UPK3B	-0.260666666666667
RELL1	-0.50175
ESPNL	-0.02
KLHL21	-0.649625
PI15	3.6455
C2orf61	-0.756
LOC407835	-0.752666666666666
RER1	1.24658333333333
ELAVL2	-0.3665
MGC26718	-1.33075
KLF2	1.4585
TNFAIP8L3	1.365
TFE3	0.44525
C11orf17	-1.509875
15E1.2	-0.31275
SNRPC	-0.12525
DLGAP1	1.54625
PGLYRP1	0.10725
OVCH2	0.045
IRF7	0.5657
SET	-0.5713
NAB2	0.120166666666667
LRP5L	-0.90875
FAM120A	0.0521875
ASCL2	-1.08133333333333
SHH	0.149
ATP5H	-0.462333333333333
THPO	-0.3185
TYRP1	-2.67733333333333
HIST1H3E	0.960833333333333
EIF2S1	-0.823777777777778
TNFRSF17	-2.66466666666667
TARSL2	0.81825
NKX2-8	0.614125
C1orf115	0.345625
LOC56964	0.351
KIAA0841	0.12525
ISCU	0.3625
TTMA	0.3915
ZNF414	0.5645
LOC441150	0.13375
RAB15	0.96175
HBP1	0.6555
TNNT2	0.319333333333333
CECR5	-1.08025
PHGDH	1.67525
JRK	-0.393111111111111
XPO4	-0.184875
FAM131C	0.8975
ARHGAP25	1.23333333333333
CA9	-2.89555555555556
GPR62	0.261166666666667
TLX1	3.12133333333333
GPS1	0.341
OR2M2	-0.789
BDP1	-0.3385
FAM70B	0.62875
RPS29	0.795
MKLN1	0.3268
TSPAN19	-0.6945
SLC29A3	0.24
LGALS4	0.773666666666667
USH2A	0.532333333333333
NF1	-0.1495
APOBEC3A	-0.00533333333333334
IMPAD1	0.960666666666667
OLR1	1.38233333333333
NRAP	0.0975
HCFC1R1	-1.07566666666667
TAOK2	0.0981666666666667
MCM10	0.789833333333333
MAP4K3	0.21875
CBS	-3.295375
CLK3	-0.8254
PCDHGA5	0.5455
ELF4	-1.371375
FAM71A	-0.4375
C11orf49	0.425
CLIP2	-0.848
BTBD9	1.0465
ZNF524	1.6645
KDELR1	1.01666666666667
ZNF509	1.1395
NCSTN	0.9705
ZNF533	-0.745615384615385
PARP4	0.294625
GALNT9	-0.0815
NPY	-2.80125
BEGAIN	-1.29616666666667
TMEM77	0.547166666666667
FOXRED1	-0.613333333333333
SLC16A2	0.0731666666666666
SLC35B1	-0.55225
GK5	0.565333333333333
SDCCAG10	-0.437
C4orf20	-0.779
SLC9A2	0.4085
ADD1	-0.0177857142857142
TAL2	-1.0125
ACLY	-1.133125
DNAJC1	-0.603
SOST	-1.4955
USP43	0.799
CYP4F12	-2.1015
FKBP5	1.955125
CHCHD5	-0.3105
NUDT22	-0.2295
CCDC85B	0.54675
OR51G2	0.42
STRN3	-0.275428571428571
TMOD2	0.36225
FLI1	-0.7995
MAB21L2	0.0588333333333333
DGKQ	0.59875
VPRBP	-0.306333333333333
SCNN1B	-0.1902
ECHDC3	2.7386
TMEM106C	-1.466
CSNK2A2	-0.017
RPL39	0.4068
HERC3	-0.1386
ZBTB47	0.0176666666666667
ZNF681	0.88975
PAGE2	-1.81025
CLIC5	1.81314285714286
RABAC1	1.2345
ZFHX2	1.0105
YPEL1	0.326166666666667
KIAA0776	0.78875
NR1D2	0.056
DNAJC4	0.955125
NPNT	0.8059
ZNF677	0.201
ZNF536	-1.6285
MEF2B	0.520583333333333
PTPN4	-0.230375
CTCFL	-4.943
STX5	0.7555
CD72	1.50775
VEGFA	0.347736842105263
XRCC1	0.1953
MAS1L	0.543666666666667
ELL	0.4377
SETBP1	0.07025
CDH11	1.60033333333333
NDC80	-0.439615384615385
DMBX1	-2.73975
NRSN1	0.711666666666667
BAT2D1	0.696
CDS2	0.5275
C1orf212	-0.750833333333333
SENP3	-0.09
IL1F9	-0.013
EEF2K	-0.944
COG8	-0.031
CEP72	-0.19175
OR1L8	0.1915
MUS81	-0.225
PHYH	1.53775
GGT6	0.641666666666667
C22orf23	-0.228083333333333
C13orf33	2.87275
MAPK8IP2	-0.8965
NELL2	3.70825
POU3F2	-3.128
ALPK1	1.612
MRPS18C	-0.22475
RPLP2	1.059125
FGF22	0.1335
SPNS1	-0.0621666666666667
ZFP1	-0.271
IL1RAPL1	-2.8725
PCSK9	-3.38466666666667
NKX2-1	0.144333333333333
C6orf189	1.522
SP4	0.063
SLC11A1	1.4823
C21orf25	-0.470833333333333
ICAM2	-0.858875
SH3GL1	-0.0258333333333333
GSK3B	-0.464166666666667
RALB	-0.53825
PDXP	-1.8465
GNGT1	0.30675
KIR2DL1	0.4855
TNFAIP3	1.57091666666667
C6orf32	-0.7425
CBLN2	-1.66066666666667
PANK3	-0.28225
TAAR9	0.4345
WDR82	0.181928571428571
APOM	-3.399
TRIP10	0.67125
SPATA16	1.81183333333333
C1orf135	0.0625
USP51	0.994
TESK1	1.01925
C11orf64	0.0815
ZNF611	0.7215
PDE6G	-0.041
HLA-DQA1	3.151875
GCLC	-0.163375
SEC61A1	-0.0892142857142857
TWSG1	0.501833333333333
ZMYND10	-0.14425
CTDP1	0.4245
ADAMTS6	-0.610833333333333
SLIT1	-2.543
KRT86	-1.724
KIAA0574	-1.32925
GTPBP2	-0.5426
PQLC3	1.91275
PRRX2	-1.385
C15orf44	0.234833333333333
MKKS	-0.292375
C11orf10	0.38025
GPR110	0.104
CD109	0.333333333333333
ADCY1	0.0155
RHBG	-2.491
TP53I3	-0.212875
SLC22A3	-2.3039
UCP2	-2.54125
FOXG1	-1.3925
OR2AG1	0.347
TRIM24	0.208
PROC	-3.976375
TAAR6	0.5505
AMTN	-0.316
