Hybridization REF	TCGA-BH-A1F0-01A-11R-A137-07
WFDC13	-1.00966666666667
FTSJ3	-1.52983333333333
C4orf33	1.04375
LHFPL4	-3.24125
C19orf56	-0.244
SMAD4	0.136875
AFM	-0.377333333333333
G0S2	2.0745
FCHSD2	0.7336
RRP1B	-0.813
EEF1B2	0.154166666666667
STAT6	1.32866666666667
ZNF195	-0.979
GNL1	-0.508333333333333
ZNRF2	1.27333333333333
PER3	-0.646625
ASB16	0.38975
C10orf10	2.73585714285714
ADCY8	-2.52133333333333
C9orf58	2.358
ARMC10	0.1535
PSG1	-0.5405
DHX34	-0.1785
VARS2	-0.66325
NFIC	-0.31975
ITPR2	0.75825
AGXT2	0.434666666666667
OR6K3	0.107
H2AFZ	0.7305
MLLT3	0.491666666666667
COX4I2	2.54
CCNT2	-0.925
PLK4	-1.19475
NUMBL	-0.0705
MED16	-0.21675
PLEKHQ1	2.3415
GOSR1	0.673333333333333
BTG4	-0.14425
RPL30	0.800833333333333
IGSF5	-0.77125
IGFL2	2.99666666666667
ELMOD2	1.01666666666667
SHC3	-0.9905
HAVCR1	-0.15
DYNC2H1	-1.506
RNF5	-0.512
C2orf7	-0.03
NLF1	0.8075
KLHL25	0.0995
LRP10	0.6247
KRI1	-0.729
PUS7L	-0.105
MGMT	0.8645
HOXD1	-0.0636666666666667
CSH1	0.3201
ATG16L2	-0.6975
FLJ44635	0.7025
CHODL	2.898
EXOSC8	-0.84275
SLC28A1	0.56325
MYO7B	-0.724666666666667
SEH1L	-0.1146
MTNR1A	0.3015
TSPAN5	0.331666666666667
CDC45L	-2.379
AMIGO1	0.5285
ATAD3A	-0.651375
OSGIN2	1.18333333333333
PDIK1L	-0.321
DARC	4.483375
PIPSL	0.246
SHMT1	0.105
CRISP3	0.303
POPDC2	2.30416666666667
ZRANB2	-0.743
FBXL8	0.5715
TRIP13	-0.196545454545455
EIF5AL1	-0.1635
POU5F1P3	-4.805
IL6	3.08616666666667
CXorf38	0.717
IFNA16	-0.195
FBXL2	0.838833333333333
BRD1	0.1635
STATH	0.33925
FBXO44	0.475333333333333
MCCC2	-1.1115
CDC2	-1.3444
C5orf23	1.09925
IVD	-1.673
C10orf122	-1.5455
MSL3L1	1.5308
MVP	1.259
EPOR	-0.6076
ZMYM1	0.159333333333333
BCL7C	0.565
PSTPIP2	1.3598
LYPD1	-2.232625
OR8G5	-0.2595
ZP3	-0.0245
BCAS4	-0.00108333333333334
EDG6	4.02075
ISY1	-0.6345
PRAMEF2	-1.76525
CUL1	0.093
RNF213	1.6538
CCRK	-0.15725
DHX9	-0.710875
C13orf29	-0.174
NCKAP1	1.53633333333333
MRPL43	0.569
XPR1	0.306
PKN2	0.2153
PODNL1	0.258
ZNF333	0.203625
DALRD3	0.6895
OPN1SW	-0.0195
BTBD6	0.1885
C11orf82	-0.4205
OR5P3	0.178
DUSP11	0.8015
L1CAM	-0.5077
NEK11	0.427166666666667
OR7E91P	2.8625
CNTN3	2.0228
CREB3L2	1.70825
ZBTB37	0.019
KIAA1324L	1.42325
NDUFB10	-0.089
NUDT2	0.044
GTPBP8	-0.06525
CACNA1D	-0.945625
PRKAA2	-1.051
PRDM8	0.056
MGC16075	1.50083333333333
KRT14	1.87871428571429
PP8961	0.77075
MRPL18	-0.23
ABCG2	-1.9145
PACRG	1.42575
BBS2	-0.25
KREMEN2	-2.9115
FBXO21	0.064
HNRPUL1	0.0195
GRB10	0.3165
CLSTN1	0.588375
LMAN2	0.0325
C17orf61	0.06
NIPSNAP3A	1.30475
INSIG2	-0.321666666666667
PCDHB7	2.35416666666667
STXBP2	0.316125
CMAH	1.18891666666667
SEMA5B	-0.24825
ZNF155	0.118166666666667
COQ6	-0.4515
PRPF4	-0.78725
TSPAN15	1.8845
VN1R5	0.6
LATS2	0.71575
SELK	0.71725
PGK2	0.39925
MS4A1	3.512125
TYW3	-0.1379
KRTAP5-1	0.26275
RCCD1	-1.17033333333333
BTN1A1	0.6415
DDX28	0.138
TMEM65	1.486625
LOC92345	-0.495
TTC31	-0.46475
WDR46	-0.472166666666667
CHP2	-1.768
LSP1	1.780125
ZNF542	-0.34675
EXOSC1	0.50925
ARHGAP18	0.752666666666667
LRRTM4	-1.38725
MAOB	0.749416666666667
CACNB4	-0.28
MGC33846	1.518125
RANBP3L	-0.5325
ATP5L	0.214125
ONECUT1	-3.784
NUDT9	0.616
TMEM149	2.4375
STX17	0.873
IGSF10	-1.365
TMPRSS9	-0.1585
BMPR2	0.95475
ALLC	0.2695
KLF7	0.95575
GCC1	0.4546
TIMM9	-0.2885
CDO1	1.53033333333333
MGC10701	-1.41883333333333
IFI6	4.09316666666667
FRMD8	0.85225
MGAT2	0.1635
WBP5	0.162833333333333
CNIH2	0.03875
KIAA0907	-1.3305
KCNH8	0.8545
CTSG	1.394
GRIK1	0.297166666666667
CUL5	0.558
FRMD1	0.547
OR9A4	0.078
SYT6	-1.623125
FOXD4L2	0.47425
ANAPC2	-0.287833333333333
OPN5	-0.289
TAF13	0.71175
LYG2	-0.90075
GGNBP1	0.382
C11orf40	0.345
OTX2	-1.6715
REG4	-0.431166666666667
EIF5	-0.7731875
PALB2	-1
SEPSECS	-0.5599
RNASE3	0.82425
TRIM49	-1.89
POLR2K	1.0238
GPR42	0.4345
C8B	-2.98675
SASS6	-0.1175
PREB	-0.006
OR3A3	0.602
TUBA8	0.952
IGLV2-14	3.33425
STIL	-0.6595
ANKFN1	-1.13533333333333
NME7	-0.8915
HOXC12	1.791
UBE2C	-0.449625
FHOD1	-0.694875
CDK2AP1	0.667833333333333
OR6K2	0.571
DHPS	-0.7935
RPL5	0.114916666666667
TRGV5	0.6095
LOC541472	0.981375
HCCS	0.3191
DENND1B	0.1905
LHX3	-0.6415
OR5D16	0.436
CXorf57	-1.75133333333333
IRF2BP1	0.19675
NDST2	0.907666666666667
LCE3D	0.158
BOLL	0.506142857142857
SYT3	-1.20575
PIH1D2	-0.995
C20orf7	-0.863333333333333
IL1R2	2.3295
SLAMF9	0.144
PPME1	-1.065625
PIK3CA	0.74825
TRAPPC1	0.277375
COLEC10	-1.53475
SLC9A6	0.208333333333333
PDDC1	-0.161833333333333
CCDC53	0.30325
GK3P	-0.2185
DAZL	-0.33875
BRI3	1.37775
SDK1	-0.1645
CYP2C18	-0.133
IFI44L	5.447125
RPL3L	0.5815
FUT9	3.67683333333333
KIFC2	-0.228666666666667
PMP2	-0.587625
SLC4A9	-0.3965
PLAG1	-0.860333333333333
MYCBP2	0.5635
OR4E2	0.976
CCDC65	1.2465
C16orf82	0.21425
ENTPD4	-0.567625
BRP44L	1.254125
PMP22CD	0.344
TMCO4	1.259
KCNN1	-1.493
WDR35	-0.044
CCDC80	2.4595
C3orf31	-1.31825
SLC7A9	-1.4395
TMEM190	-1.53425
DBC1	0.335166666666667
FADS3	0.225333333333333
PDZD8	-0.025
GRM5	0.1755
AZGP1	3.192
PEX3	0.498
MED1	0.198142857142857
ATG4C	-0.176666666666667
HNRPH3	-1.1715
FAM109B	2.344
C4orf17	-0.055
CA10	-0.87025
OPRD1	-0.074
CCL16	-1.13
SACM1L	-1.751
CST6	5.36325
CD63	1.1153125
LGI1	-1.348
ZNF784	0.33025
CRYBB1	-0.2785
CX3CL1	2.71735
TOP2A	-1.098125
GYPB	-3.54716666666667
GADD45GIP1	-0.69725
FEN1	-1.529125
IGF1R	-1.2911875
WDR72	0.835333333333333
PURG	-1.383
DEFB126	0.4855
PKD1L1	-0.15575
CAV1	-0.2847
GNPDA2	-0.2388
DGAT2	2.360875
NLGN1	-2.69425
STRBP	-0.74575
HPRT1	-1.06216666666667
FANCI	-1.6875
PSMA7	0.56975
DBF4B	-1.157
TTF1	-0.47275
RAD54L	-1.3445
ELOF1	-0.67075
PLAGL2	-0.28125
ZNF256	0.24
HMGCL	0.1905
MSI2	-1.86116666666667
RPESP	0.8985
C11orf60	-0.807
ABCD1	0.685
ACAA1	-0.0089
SPARCL1	5.65757142857143
IL6ST	-0.102
ZNF319	0.5655
TMEM109	0.5243
FAM90A1	0.2905
IL22RA1	-0.846
ATP4B	0.539
TEC	-0.263666666666667
C7orf30	-0.3925
TXNDC2	0.3365
ABCB4	-0.63125
KIAA1191	0.2625
C9orf38	0.054
SFTPB	0.407625
CNTNAP2	-2.72727272727273
FRK	-0.0345
TBX19	0.72625
CHD4	-0.572
C6orf26	-2.23483333333333
MOSC2	1.068
IKBKE	1.59725
HIF1A	-0.349666666666667
LOC595101	0.813
RELA	0.665
TMEM16B	-0.309
ABHD12B	-2.90775
TSEN34	0.1145
KIF18A	-2.01925
TXNDC9	0.488666666666667
SPATA2L	0.3845
SEMA4G	-1.038
C21orf91	1.663125
MATN1	-0.0615
KCNIP4	0.334
TUSC1	2.353375
OR4C15	0.552333333333333
ARMCX6	0.568083333333333
WBSCR27	0.999333333333333
OR52I2	-1.554
KIAA1604	0.13025
DYNC1I1	0.823625
PPP4C	0.0425
SLC47A2	-2.2105
TREH	-0.155125
CD48	4.12216666666667
ST14	2.37133333333333
PKN1	-0.10475
SPON2	2.25075
XBP1	-0.0560833333333333
SFRS12	-1.18816666666667
EFCAB6	0.57775
SELT	0.65175
SLC39A2	-0.0415
ERF	-0.445166666666667
ARL3	-0.33725
SURF6	-0.4469
MLLT10	-0.0804285714285714
FLJ11171	0.203833333333333
TDGF1	-3.68066666666667
ERCC6	0.31375
EIF2AK4	-0.440625
BAZ1A	0.250833333333333
LRRN3	0.285666666666667
TMC3	0.0295
EFTUD1	-0.36975
PTPRO	2.15616666666667
CLEC12A	1.9725
ACBD4	0.0785
ZDHHC14	-0.845
OTUD7B	0.4565
ACTB	1.0273125
MSRA	0.0305
LCE5A	0.5815
IFI35	1.98225
BSCL2	0.639833333333333
ANKRD12	0.370333333333333
CFHR2	0.70525
RGAG1	-0.857833333333333
HSFY1	-0.797
SLC30A5	-0.578666666666667
IMPG1	0.1645
GPR109A	0.5365
ZNF185	0.09925
IYD	0.51775
NPCDR1	0.4905
SERPINA13	-0.4845
HMGCLL1	0.04325
NEUROG1	0.588166666666667
UBQLN1	-0.0121875
LIN37	0.44725
SOCS2	-1.269375
DSCR4	-0.23375
XKR6	-1.00375
GPR142	1.015
KRTAP13-3	0.7935
CCDC15	-1.59066666666667
MOS	0.5455
CD1E	-0.719
OFCC1	0.418166666666667
FAM83D	-0.79575
SRFBP1	-0.339
C9orf96	0.0995
DHDH	1.3035
CCDC90A	-0.397
RABL3	0.11675
CD320	-1.836
ANGEL2	-0.289666666666667
MRPL21	0.01825
SMG6	0.803666666666667
INSR	1.45975
FLJ14816	-0.7365
GLRB	-0.565666666666667
C9orf89	0.981
CIZ1	-0.3215
URG4	-0.1105
LRDD	-1.10566666666667
CBY1	0.845333333333333
NFX1	0.38775
MTERFD2	0.193714285714286
C19orf23	0.434
PGC	-2.82875
IER3IP1	0.3068
RASAL2	1.935
C1orf89	-0.17325
SYNJ1	-0.60625
NFKBIE	1.61525
FLJ40125	0.122666666666667
TCEB2	0.3519
NOG	-2.3345
POLR2J2	-0.447333333333333
HLA-B	3.827
PCDHA1	-0.9985
PPP2R2B	0.445
ARHGEF17	0.572
TCF7L2	1.132
CHD5	-0.472166666666667
ZNF431	-1.251
TBC1D25	0.44275
ZNF800	-0.84725
SCUBE2	-1.609
MYCBP	-0.2635
GPX5	0.42
C6orf129	0.3515
QSER1	0.1
ULK2	1.086
PIGO	1.01633333333333
NRCAM	-2.45664285714286
SLC35E3	-0.223375
CSRP2	0.016
HYPE	-0.30675
MAPK15	0.267166666666667
MGC14327	0.00625
TIMM13	-0.717833333333333
ZNF462	1.496
GBA3	1.47025
TEX13A	0.137
MCM6	-1.19255555555556
MTRF1	-0.470125
ABCA7	-0.4155
EIF4A2	-0.92725
ZC3H10	0.3149
RPGR	0.6475
C20orf94	-1.2645
RP1L1	0.366
GPR125	-0.552
USP22	0.308714285714286
OR1L4	0.19
MLZE	2.97425
FLJ32065	-0.40875
PTCD1	-0.1805
CRTAC1	1.3775
BXDC2	0.35575
C18orf1	2.04016666666667
FAM107A	3.12757142857143
EFNA3	-0.44875
P18SRP	-0.833
CAMKK2	0.462666666666667
KIAA0649	-1.0745
NES	-0.456
HS6ST3	-2.0945
PON2	-0.34175
TCP11L2	-0.444
CLEC4A	3.91275
PRR12	0.093
MLXIPL	-0.7886
C2orf50	0.7155
ZNF28	0.72975
ENC1	-0.217166666666667
MAP2K1	-0.298875
FKSG2	1.27
KIAA0430	0.61875
PTP4A1	-0.466222222222222
GPR156	0.7075
GTF3C6	0.9825
UBR2	-0.113
LOC388272	-1.095
MAK	0.643333333333333
ACOT4	1.25325
STC2	-3.046
PIGW	-0.5205
SAE1	0.068125
COL6A1	1.10918181818182
OAZ1	0.2525
STMN4	0.110666666666667
EDG3	0.624333333333333
SGCE	0.576166666666667
IL11	-3.12666666666667
PRSS8	2.451875
YIPF5	0.0839166666666667
WNT4	3.747
CSN2	0.563
TCF7	-1.739625
TDO2	4.53225
SAMD9	2.10125
S100A7A	1.529
MMRN1	5.39483333333333
GKAP1	-0.8495
AKR1C3	0.20925
RNF19A	0.35925
GMDS	-0.679
YKT6	-0.462625
SPARC	1.2383
C12orf31	-0.2485
UBE2V2	0.0423333333333333
FBXL18	-0.552666666666667
KIAA0460	0.3735
ADAM22	-1.05142857142857
SERPINC1	-3.5055
KCTD21	0.48525
MYOHD1	-1.07475
ZNF37A	-0.2085
GTF3C1	-0.3885
CTSZ	3.58025
PRNPIP	-0.651
DRD1IP	0.36475
NR1I2	-2.711
ZNF266	-0.329
SPAG4L	-0.386
COX4NB	-0.1875
SAPS1	0.6785
APOA1	-3.46275
TATDN1	-0.760166666666667
C10orf82	-2.4515
KPNB1	-1.59725
FOXO3	0.67875
CRYBB2	-0.9755
ZBTB5	0.543166666666667
SLC25A38	-0.9765
DCTN2	-0.358833333333333
IFT20	0.886
CTHRC1	2.27175
C1orf31	-0.27025
UHRF1	-1.946625
GPC6	-1.0875
C10orf54	3.39425
MCF2L2	0.0703333333333333
WNT9B	-0.0105
OLA1	-1.392
FAM120B	0.272
TTLL10	-0.232
CYorf15A	-4.8025
RELN	-1.9327
SCN2B	1.68945454545455
MFHAS1	-0.8735
NKX3-2	-1.52566666666667
RASGRF2	-0.1595
SSBP1	-0.117666666666667
KPNA6	-0.0287857142857143
LOC389118	0.336
HS3ST4	-0.1067
SUPT7L	-0.382375
FLJ32658	-0.2775
IGFBPL1	-0.9565
KIAA1641	-1.2928
SHKBP1	0.0748333333333333
CSF1R	5.2655
NAGK	1.8885
MYL2	0.5325
HIST1H4C	-2.2015
TOMM7	-0.145125
ADAMTSL3	3.2496
TNFSF14	0.0347500000000001
PRRT2	-3.1
VTA1	0.094875
AOAH	4.34383333333333
CRISPLD2	2.00257142857143
PNN	-1.1229
TA-NFKBH	0.428
ESPN	-0.894
RBM43	-0.7925
KIAA1267	0.2315
DDX3X	0.45
KIAA1576	-3.3175
PLXDC1	4.51616666666667
FLJ25801	-4.46275
HNRNPL	0.36925
RUNDC3A	0.2105
CASP12	1.674
SH2D5	-1.182125
RPL26L1	-0.1695
OR51A7	0.20125
HDC	3.9195
C2orf16	-0.454166666666667
SYTL3	3.2915
GOLGA4	0.2023125
NOTCH1	0.931333333333333
ATPAF2	0.97375
ECD	-0.09875
SSX5	0.351166666666667
SNAP91	0.871
OCA2	-0.01175
PNPO	-0.244
DAPK1	1.22016666666667
PINX1	-0.488833333333333
SELENBP1	0.297
NEK3	0.3375
TMED4	0.119428571428571
SSTR4	0.303
FOSL1	-2.1155
CD40LG	1.652
CES1	0.14725
DCI	-0.0858333333333333
B3GAT3	0.1045
STK17B	1.78175
CNTN6	0.17925
CYP3A4	-1.75083333333333
MBOAT2	0.213714285714286
PISD	0.1055
USP1	-0.123
PYDC1	2.38633333333333
CENPM	-0.7645
SAR1B	0.6
TTC7B	0.00750000000000001
DP58	-0.5515
GPC1	-0.088
RBL1	-0.977125
TMEM137	-2.52533333333333
TOB1	0.032
TCEAL1	-0.0718333333333333
CENPF	-1.15263636363636
C6	5.02416666666667
PRSS1	-3.31275
PPIL6	1.046
C6orf124	-0.11
ODZ4	0.445333333333333
SNCB	0.0345
NDUFB9	-0.108875
CNOT6L	0.887166666666667
S100A9	4.132
TRIM50	-0.564
KCTD1	0.4396
WDR63	0.708
SPEF2	1.40425
RNGTT	0.0243333333333333
CXorf22	0.9355
KCNK16	-0.03975
CEP250	-1.62675
ATPBD1B	-0.0555
KCNJ2	4.76325
MT1B	-0.14
ZNF684	-0.2065
SLC4A1	0.77775
PDHA1	-0.00225
ZNF492	-1.026375
TKT	-1.45425
BYSL	0.0025
RNF38	1.091625
AHDC1	0.3755
KLHL2	0.428125
CMTM8	1.694
DMP1	-0.34
HERPUD2	0.474375
CRTAM	4.90383333333333
ZNF572	0.03275
TMEM16J	-0.5325
HSD17B2	-1.641
UBE2G1	-0.14225
AHSA2	-1.72375
PELI2	-0.299
TPX2	-1.504375
ATP9B	0.852833333333333
DAZAP1	0.03675
HMGCS2	0.0963333333333333
C17orf38	1.02475
B9D1	0.607125
NKX2-5	-1.286
KIAA1276	-0.96875
LILRB2	3.9925
CSTF1	-0.404166666666667
BTN2A1	0.141833333333333
C15orf48	5.42225
IGF2BP3	-2.363
FAM113B	2.0315
HRG	-0.0888750000000001
ZNF131	0.2555
USP47	-0.426785714285714
CCDC88B	0.86625
HCN1	-0.334
HTN1	1.20133333333333
SYCP3	-0.504
C13orf23	-0.0528
PAPOLA	-0.6798125
AATK	-0.3748
MSH3	-1.2185
NDUFAB1	-0.38275
ITLN2	-1.16883333333333
BAK1	0.9
MRPL45	0.884166666666667
MTNR1B	-0.171166666666667
LOC645843	0.0455
SPECC1L	0.466375
PGCP	1.29475
SPN	-0.27025
GPR143	0.22
ZNF576	-0.0105
TMEM39A	0.6084
ATP5D	-0.017
MAGEB3	-2.341
RPS5	-0.717
ANP32E	0.0946428571428571
MTMR1	0.0815
YEATS4	-1.00725
SYNGAP1	-0.242
PCOLCE	-0.264
MNS1	-1.333
PCYT2	-0.129833333333333
ZNF182	-0.65525
LAX1	3.607
SPPL2B	0.3687
ELOVL5	-0.6865
PCDHAC1	0.245
B4GALNT1	-1.37266666666667
BLOC1S2	0.839875
ZNF673	-0.0485
ARHGAP21	0.161166666666667
IRX5	0.780375
LRFN5	0.811333333333333
FAM7A1	0.4305
RAB19	0.614
GINS1	-2.25875
ITM2B	2.1646
PAPSS2	1.99308333333333
OR5BF1	0.645
ACSL3	0.339375
KIAA1919	-1.08183333333333
GLT8D2	2.19725
UTRN	1.56021428571429
CNN1	1.9735
HISPPD2A	-0.579
SDAD1	0.66775
SIGLEC9	2.56
RPL35	-0.145785714285714
C22orf26	0.449
IMPDH2	-1.330375
WDR69	-0.67575
SEC14L5	-0.114833333333333
CLTA	1.16925
RP11-529I10.4	-0.52425
GPR37L1	0.4005
OGDH	0.014
ASB13	0.5845
ZFP14	-0.3895
ZCRB1	-0.116666666666667
KPNA3	0.2495
HSPA1L	0.51575
RHOC	0.3095
LOC554175	-0.1045
PPP3CA	1.2908
SLC1A7	-0.2356
ZNF529	-0.4975
RBED1	0.5455
DDB2	-0.874
FLJ11286	1.20116666666667
SPATA1	0.835
MKNK1	0.9515
DYSF	2.17016666666667
ALKBH2	-0.18875
NKD1	-3.18716666666667
C1orf174	-0.11725
PLEKHO1	1.61766666666667
ASB10	0.49175
RING1	-0.465166666666667
NPC2	1.9775
AVPR1B	0.802
YTHDF1	0.256333333333333
LMAN1L	0.552
GSG2	-0.7025
CEP170	-0.2377
RPS4Y2	-5.5515
MSH6	-0.93
HECTD2	-0.0675
ZNF556	-0.118
PLEKHC1	-1.1484
AIRE	0.194
BCL2L10	1.62525
LMOD3	0.0106666666666667
ZBTB8	0.0772
FOXA2	-3.6014
SLCO2A1	3.58825
C3orf46	1.048
PRDM16	0.368333333333333
TMEM98	1.11475
FRMD5	-0.947
PDE6C	-0.602
C1orf216	0.2895
EP400	-0.412785714285714
PTK2	-0.0471666666666667
RNF217	1.3
NDUFA8	-0.0185
ZFAT1	0.45075
LAMP3	5.73783333333333
GLTSCR2	0.330625
NPW	-1.7675
LLGL2	0.4054
PPM1K	0.970666666666667
C20orf177	-0.8205
KIR2DL4	1.7218
NFKB2	1.001
C21orf122	0.424
HESX1	2.4045
GPR114	2.52
SLC25A35	-0.458
GNAT1	0.895666666666667
ORAI3	-0.0165
FAM76B	-0.207
TMEM99	-0.0493
TRIM29	0.9175
CDS1	2.21375
RHEB	0.5425
C4orf27	-0.664333333333333
RAB3A	-0.42875
OTUD6B	-1.0815
GPD1	2.16325
CDH15	-0.897833333333333
NPM1	-0.400642857142857
TMEM117	0.079
PRPS2	0.729583333333333
GCK	-0.481
ADRA2A	4.52283333333333
TSPYL4	-0.8
TASP1	-0.616
WDR19	-0.3985
C10orf38	-0.095
PDE4C	-0.859333333333333
FYB	2.207
C1orf55	0.588666666666667
PPFIA3	-0.1285
RAD18	-1.02075
C12orf44	0.262
CRYBA4	0.1455
HVCN1	2.73925
TAF10	0.323
C16orf48	-1.03133333333333
DEPDC5	0.893666666666667
LTBP1	0.2275
MAPRE1	0.387125
FGF8	-0.575
C3orf52	0.043375
SENP7	-0.154833333333333
LRRK2	2.195
RUNDC2A	0.464833333333333
KIAA0355	1.0335
CPEB1	-1.68075
PPEF2	0.6085
ABI2	-0.694833333333333
KIAA0317	0.12925
ATF1	-0.609666666666667
DYNC1H1	0.647625
DIP	0.308
TMEM33	-0.253444444444444
POLDIP3	0.1955
C7orf24	-0.235
GPR171	4.9125
CDC6	-1.7205
PLD1	0.1822
ITFG2	-0.4761
NDUFC1	0.08475
AKNA	-0.1065
NBR1	0.60125
PKHD1	0.390285714285714
HPS4	-0.8696
MAFA	0.60575
ULBP3	0.21175
DIRC1	0.663
IMMT	-0.147375
C22orf13	-0.0965
CEL	0.2165
MARK3	-0.6665
ADAMTS2	0.9635
ARPC3	0.574
TMEM10	0.246625
NPHS1	0.607
BRD8	-0.932666666666667
WDR12	-0.683
IDI2	0.2765
HOXD13	-1.4405
OR8G2	0.88475
SLAIN1	-1.543
GABRQ	0.457
NR2C2	-0.3185
NKTR	-1.4231
TLE2	1.345
KIAA0892	-0.642833333333333
AURKA	-1.33427272727273
GPRC5C	-1.425
TBC1D9B	0.448875
PNPLA6	0.3675
AP3B1	-0.17075
NAG	0.00412499999999999
C11orf68	-0.056
AKR7A3	0.32625
AHCYL1	-0.094
COP1	1.42133333333333
RPP14	-0.540333333333333
PCDHB18	0.333
CDH24	0.25025
KRT17	1.1919
LACTB2	-0.53825
DDX24	-0.4795
PHACTR1	-1.67533333333333
SLC35E2	-0.72925
LOXL1	-0.96925
IQSEC2	0.602125
RGSL1	-0.135
PCDHGC5	0.7485
MEGF10	-0.125875
PRRX1	0.419833333333333
ASTE1	0.137666666666667
C6orf159	-1.97875
MYOD1	0.39475
GAA	0.5575
ZNF747	-0.013
KLRC1	-0.0820000000000001
IL1RL2	0.119
GDF9	-0.96175
GPR119	0.905
TRAF2	0.387333333333333
HCK	4.69733333333333
BMP6	-0.257
IL8RA	1.08533333333333
FLJ35848	-0.949
EFHA1	0.1635
CDSN	-0.8795
C14orf54	-0.551
LSM3	-0.46325
ZFP41	-0.215
C9orf126	-0.976166666666667
VIT	-0.248
SPCS3	0.158
DEF8	-0.5375
CHAF1A	-1.34066666666667
C1orf165	-1.06683333333333
ZFPM2	0.846833333333333
FTH1	0.62825
SLC35F1	-0.80125
YWHAH	0.9735
C17orf66	0.518666666666667
ADRB1	-0.5915
FOXL1	0.0495
RG9MTD3	0.101333333333333
UMPS	0.071875
MGC13008	-0.7185
KIAA1161	0.0815
CCDC77	-1.2435
C12orf65	-0.5441
COG4	-0.765666666666667
RCP9	-0.860416666666667
RP4-692D3.1	1.33383333333333
CDC2L5	-0.21075
MGC7036	1.105
DNAJC11	-0.63025
GDF2	-0.084
TIMM17A	0.182
HNRNPA0	-0.5391
OR2H1	0.231
PCBP1	0.3015
COL23A1	-1.43275
LRRC2	1.497
NSD1	0.196642857142857
FLJ37078	-1.40725
WDR91	0.1855
TMEM179	0.56925
DSCR10	0.662
CNDP2	0.5663
FYN	0.5255
BEX2	-1.89016666666667
KCND3	0.791666666666667
YPEL5	1.93
LRRC42	-0.369833333333333
C17orf45	0.0065
ZNF649	0.6312
LOC150763	3.48725
COL5A2	1.15175
CNGA2	0.544
ELA2B	-0.2352
RAB9B	-1.41925
FAM100A	-0.0805
NAIP	0.629
MYOZ2	-0.43525
SPATA12	0.658
XRCC4	-0.50575
CYB561	-0.2326
CHST10	-0.51925
BAI1	-1.589
BRSK1	-0.287833333333333
C17orf89	0.40125
PDE6H	-0.5565
FLJ20309	0.4349
MAP7	-0.661625
SCN4B	1.83925
SPAG9	-1.081
SERTAD1	0.748333333333333
FLJ21963	-1.95475
ANTXR1	-0.2249
TMPRSS13	2.82283333333333
ETV7	4.83616666666667
DGAT1	1.0455
NKIRAS1	0.0528333333333333
TAC3	-3.85375
CORO1C	0.178416666666667
RAD54B	-0.72325
HRASLS3	1.72083333333333
C21orf42	2.1325
BARD1	-0.336666666666667
ZNF177	-1.663
MIP	0.5845
ZNF442	-1.0025
F2	-3.6747
GRIA1	0.39725
GALNTL2	2.3975
WNT5A	-0.4552
LENG9	0.264
hCG_25371	-0.6155
FOXR1	0.018
TRA@	1.9299
PWWP2	0.95225
C1QTNF7	2.602
SLC7A4	0.57575
C4orf7	4.2855
C17orf80	-0.120166666666667
KLK4	0.567333333333333
IL31	0.1265
TMEM176A	4.67275
CTNNB1	0.9948125
BHLHB2	-0.13975
TMEM185B	0.916666666666667
ARD1B	-0.05975
C1orf93	0.5075
BRUNOL4	0.1365
LOC541469	-0.53675
UPK2	-0.3485
GAS8	-0.0635
PATE	1.1
IMPACT	0.581875
WNK4	-1.07116666666667
HNRPLL	-0.52275
GAD2	0.000249999999999986
ITGA6	3.5235
BMP15	0.6955
CYP2A7	0.44475
RIC8A	-0.0675
CCND1	-1.50608333333333
USP35	0.357
DSCR2	-1.20275
CCL4	5.462
ZCCHC10	-0.2385
NOL11	-1.3195
TRPM2	2.318
PSMD2	-0.534727272727273
CHTF18	-1.29525
USP18	3.04825
RRAS	0.6655
LAMC3	0.95125
TOX	-1.07116666666667
PCDH15	0.1265
GABRG3	-0.8705
NUDCD2	0.601
SGCZ	1.388
KCTD17	0.1219
SPSB2	0.2405
TPPP3	2.54233333333333
CILP2	0.386
CALB2	4.69175
CEBPZ	-0.467166666666667
ZNF479	-1.046
FMOD	5.17933333333333
C21orf66	-1.52578571428571
CLN6	0.261666666666667
ANAPC1	-0.086125
SH2D3C	2.707
PTPN14	0.5457
TRIM42	0.1575
APTX	0.84125
SNRPG	-0.193
BMS1	-0.132
MAGEA3	-0.7425
NFATC3	-0.642833333333333
LRRC45	0.591166666666667
ARS2	-0.236142857142857
LRIG1	0.5115
EPSTI1	2.93983333333333
PRSS27	2.5745
ERC2	-0.829625
PRKACB	0.858
PRDM13	-3.658
HCG27	-0.6525
KLK12	-4.115
HSD17B7	-0.7755
ZNF354A	0.1205
PCDH11X	-0.1155
DMGDH	0.2035
PCBD2	-0.535
TMC6	-0.000625000000000028
RIMS1	-0.00537500000000002
SF3B2	-0.5405
RCN1	0.456833333333333
CPB1	1.21425
BCAR3	-0.48175
FCRLB	0.686125
PAK1IP1	-0.3465
OR10H1	0.5325
KIF9	0.123
PITPNM2	-0.034375
L3MBTL4	0.91925
TGFB1	0.1305
ZXDC	0.2035
SLC6A16	1.7095
SRrp35	0.8295
LRRC8E	0.78675
PPIAL4	-0.167416666666667
EOMES	2.88766666666667
PAX2	-0.788
SCARF2	0.6795
PSEN2	1.52366666666667
PCDHB13	0.9965
C10orf28	-0.50575
