Hybridization REF	TCGA-BH-A18G-01A-11R-A12D-07
C9orf21	0.547166666666667
KIAA0513	-0.0693333333333333
MIER2	0.6815
PNMA2	-1.29891666666667
SH3BP2	1.1528
ANXA10	-1.0755
RTN2	-1.252
TFB1M	-1.0605
PRPH2	1.41575
C14orf133	-0.164
GOLGB1	0.198666666666667
IRX4	-0.356125
NFKBIL1	0.867166666666667
C10orf62	0.3445
APBB3	-0.0715
RPS10	0.9105
LOC728378	-1.1805
TLE3	-0.0146666666666666
PSMB7	0.099375
MESDC1	1.114
SLC6A1	-0.0426
OCLN	2.19183333333333
PTTG3	-1.31483333333333
NAGLU	-0.44675
SERTAD4	3.04225
SPRY1	0.6295
FLJ10781	0.0350833333333334
MYSM1	-0.23525
TRIM4	0.329214285714286
SH3YL1	1.928875
TREM2	4.23266666666667
SERPINI1	-2.0095
HDHD3	1.0145
TMEM38A	0.644125
EID2B	-0.86525
TDRD3	0.1265
SEDLP	0.63475
THSD7A	0.270333333333333
NDST3	-1.01025
KLHL15	-0.0886666666666667
DHRS12	0.8505
FBXO9	-0.365714285714286
TNPO1	-0.411333333333333
MRPL13	-1.06583333333333
SNX5	-1.5405
METTL6	-0.61225
SOD1	-0.069125
CHML	-0.397166666666667
PACS1	2.0395
SIRT5	-0.8431
CAPN2	1.02716666666667
FXYD5	1.00116666666667
TWISTNB	0.2685
LRFN1	2.66816666666667
UBE1L	0.203875
UBE1C	-0.66125
OR51B2	0.06325
OR4D11	0.8245
C15orf2	0.298
NR4A1	-0.246833333333333
LOC339047	-2.2835
TRIM17	0.338375
ATP5G3	-0.699928571428572
RPL15	-0.75075
ADAMTS8	-1.43175
HOXC4	0.044
C14orf37	1.842
CEACAM5	-2.172125
MYT1L	-0.6258
RASA2	1.1945
OSBPL7	-1.3205
STAG1	-0.29
GIMAP4	4.42516666666667
FUT3	4.54216666666667
PIF1	-1.486875
LPIN2	0.2887
SH3PX3	0.79225
PDP2	0.491
PAPD1	-0.565625
ERP27	4.87575
APOOL	0.6293
DIABLO	-0.39775
TRHR	0.471875
ARMC9	-0.208
RNF152	3.6325
SLITRK3	-0.1505
ZNF211	-0.754
PFDN1	1.561875
RGS11	-0.212375
HS6ST1	1.3729
AKR1D1	-2.37725
TNP2	0.567
STK31	-0.221166666666667
EML4	0.165833333333333
SGTA	-0.2225
HIST1H2BI	0.0155
PSMD6	-2.56083333333333
KIAA1257	0.624
C18orf55	-0.868166666666667
FLJ20273	1.923625
RPL28	-0.2275
EPYC	4.06
NOX3	-1.5005
ELAC1	-0.0955
METT11D1	-1.43925
BIN2	-0.889666666666667
NACA2	-0.36675
CCDC17	-1.40925
HM13	-0.444
UBOX5	-1.058875
UBE2O	1.173875
UBL5	-0.23
APOLD1	1.75925
C9orf31	0.5855
TNFSF8	0.42
ARHGAP29	0.775125
PROKR2	-0.1075
PDE5A	0.943333333333333
C6orf12	-0.9085
TOM1L1	0.5675
WHDC1	0.80275
FOXI1	0.303
RAB4A	1.4291
TMEM39B	-0.32325
ATPBD1C	-1.1775
FARSA	-0.706666666666667
PLEKHG5	0.00625000000000001
CMAS	-0.822166666666667
OR7E24	-0.099
SLC30A1	-0.0545
CDC42EP5	3.764
PLAC1	-2.316
KLHL18	-0.699166666666667
LBA1	0.2551
TAZ	-0.943
CRIP2	0.305375
BTBD11	-1.4115
C16orf72	0.044
DIO2	2.6562
LRRCC1	-0.153666666666667
CCDC136	-1.785
PRX	-0.083625
RBM5	-1.2122
TMEM85	-0.30175
TUBGCP4	-1.03716666666667
APLN	1.1955
CDK7	-0.425166666666667
SSR2	2.47283333333333
CRELD1	-0.282
C19orf46	2.4805
GAL3ST4	0.450666666666667
KBTBD10	-0.99325
IL28A	0.30825
WDR27	-1.2745
MCM2	-1.77333333333333
SOX14	0.4065
FLJ39743	0.3795
KIAA0922	-0.24125
HIPK4	0.2415
FLJ25758	1.6175
C16orf57	0.123916666666667
PDZD2	2.234375
MCC	1.8455
HHLA3	-0.2594
ID2	0.7085
C20orf23	1.07975
ZNF688	0.8045
APOC2	-1.615
LOC440093	0.79325
FAM50B	1.19883333333333
PWP1	-0.557
DNAH10	-0.35225
HIST1H2BA	1.21425
GPR56	1.8535
METAP2	-0.916375
PAN3	0.824
STXBP4	0.29425
PDHX	-0.481
MTA1	0.926583333333333
ZBED4	0.500875
ZNF720	0.26425
CDK2	-1.690875
RHOJ	-1.2025
CDC37	-0.353
ZER1	0.290125
GRK4	-0.4315
PRPH	-0.9645
POLR2A	1.2735
OGFOD1	-0.5585
NOL5A	-1.39975
PHEX	1.638
FLJ16478	-0.22125
C20orf117	-0.775125
CAMTA2	0.65925
C11orf74	-0.155
DDX17	0.265166666666667
C5orf27	3.96575
PLEKHA2	-0.9423
PDE4DIP	-1.4907
SCN7A	0.295
ZNF559	-1.09116666666667
CXCL10	3.47825
ZMYM4	0.259166666666667
STK32B	-0.969733333333333
KIAA0888	-1.4218
TACR3	0.7555
CKAP2L	-2.2015
KIF1A	0.301
RSPRY1	0.30775
VCAN	1.098
CYP27C1	1.096
SYDE1	-1.07116666666667
MED12L	-0.8025
ZDHHC21	1.15
NHS	-0.672
TM9SF3	0.958166666666667
DDHD1	-0.745
MAFG	0.48675
BICD2	-0.2559
C14orf119	-0.9236
C14orf43	0.4235
CDH7	-0.37875
ALKBH5	-0.122142857142857
JUP	0.538375
TMEM41A	-0.380166666666667
MAMDC4	-1.067
CBX3	-0.0615
LRRC18	0.36525
RBMXL2	-0.774
PLA2G4D	0.5635
FGF13	2.605125
KIF3A	0.2765
PDIA6	-0.73175
DCXR	1.11925
CASKIN2	1.08258333333333
EHD1	1.40033333333333
MARCKSL1	0.870833333333333
ZNF496	1.25316666666667
SCAF1	0.778166666666667
KCTD8	0.14325
TRAF3IP3	-0.0567142857142857
LSR	3.27325
CXorf1	0.41675
C14orf112	0.4365
EIF2B1	-0.68575
OMP	0.8635
GSTZ1	0.51225
LOC92017	0.76125
ISLR2	1.23
C12orf36	0.1975
GATA2	-1.17466666666667
GABRA5	-1.9765
CELSR2	-0.649928571428571
STAM2	0.4895
TNAP	-1.3995
PTPMT1	-0.925833333333333
GRP	6.5055
SV2A	-0.824
MAGEA12	-3.14025
CACNG1	-0.429
C18orf19	-1.37225
GSG1	-0.737
PTPRJ	-0.0132857142857143
FRMPD1	-0.989
ZNF668	0.9345
PLEKHJ1	-0.440625
ADAT1	-1.8833
TMEM50A	-0.1032
UCN3	0.848
HOOK1	1.537375
IL17B	-2.292
MLKL	-0.0015
TTC14	-0.7515
KLHL5	-1.409
CRYL1	0.5545
FOXH1	1.3685
NFYB	0.232875
PPM1G	-0.052
GOLGA2LY1	0.1165
NMT1	-0.834375
HADHA	-0.1964
CHSY-2	0.7105
PLEKHF1	1.67728571428571
SAGE1	-3.5085
MUSTN1	-0.52225
SUHW4	0.7565
TFEB	2.34966666666667
ZFYVE27	0.2385
ATG12	-0.0315
BMI1	-0.313
ZIM3	0.74475
MYH4	-0.51725
MASP1	-0.724583333333333
KIAA0984	-0.3765
RPAP2	-0.46675
ASB5	0.43975
BOLA3	-0.454333333333333
MIA3	0.634666666666667
KRT35	0.862
KIR3DL3	-0.5295
MRPL51	-1.553
SEMA3F	-0.818166666666667
NDUFB2	0.393333333333333
LOC253012	-1.691
FAM46C	-2.8861
G6PC	-2.1845
CSAG3A	-3.62166666666667
PREX1	-0.945
SLC25A45	0.03075
MAPKBP1	1.0385
CPE	-0.7473
GNB1	-0.245625
CXCR6	1.027
TRIM46	0.4795
C16orf3	1.624
HPSE	-0.662625
TIGD3	-0.1565
SPG3A	3.03275
LCAT	-0.8215
ST6GAL1	-0.789722222222222
POMC	0.49625
FLJ36031	0.255
NSMAF	-0.3085
SKIL	0.658
ADSS	1.60633333333333
HMGCS1	-2.1819
POLR3F	-1.13133333333333
RAB10	0.29675
ZNF277P	-1.326375
ZBTB7B	1.17425
DHRS1	-0.251625
ABCC13	0.216625
CNOT3	0.25025
NFKBIA	0.47375
GAK	0.135666666666667
SFT2D2	3.01883333333333
HOXA6	0.104
CRTC1	1.716125
LY6D	4.00083333333333
C20orf72	-0.313833333333333
CPT1A	-0.15325
LMO1	-2.2445
EIF3I	-0.0255
PRB4	0.70425
MCM3APAS	-1.470625
C20orf132	-1.1143
FOXF2	-3.391
S100A12	0.84125
MLH1	-3.4165
ACTN1	2.8773
MRPL36	-0.297
C20orf106	-2.183
FBXO6	1.66583333333333
MKS1	0.243333333333333
CX3CR1	-1.014
PDE1B	0.697
PLP1	-3.75325
KISS1	0.4915
C14orf2	0.513333333333333
TBC1D3P2	-1.33375
COMMD6	1.0901
ANKRD7	-1.34975
PTCHD1	3.2665
NARS2	-1.16725
DOCK7	-0.63975
FAM127B	0.2615
LOC390243	0.227166666666667
N6AMT2	1.094
ZNF391	-1.427
DNAJB14	0.358833333333333
WRB	-0.548125
BPI	0.41625
TTC4	-1.77666666666667
FAM10A5	-0.44225
GOT1L1	0.6607
MAGED1	-0.150375
RESP18	0.207
WFDC6	0.31875
MT2A	-1.5925
C11orf56	0.37675
KIAA1432	0.0525
ROR1	-0.331375
HSD17B14	1.08383333333333
ZFAND2B	0.405375
SAMD4B	0.62925
HEXA	0.22475
HNRNPU	1.13845454545455
USP39	-0.868875
NRD1	-0.5035
R3HDML	0.0055
FLT4	0.627333333333333
OMG	0.315833333333333
OR52N4	0.6
LOC399818	-1.351
ELA2	-1.698
VENTXP1	0.0565
RFC5	-1.527
OR52L1	-0.767
PAX5	0.457
FBXO2	0.0865
GMEB1	0.659
AKT3	-0.965166666666667
CRB1	-0.708333333333333
CTTN	0.937
UTP15	-0.847833333333333
HSBP1	0.372833333333333
PHF11	1.81425
NDEL1	0.182
USP8	-0.00124999999999997
BAIAP2	1.3475625
SI	-0.116666666666667
ARSJ	0.464333333333333
BAAT	-2.74875
KCNS3	3.20583333333333
LOC126147	-0.525666666666667
TMEM37	-0.6645
C1orf162	2.60233333333333
MBD1	-0.435
ITGAL	-0.4565
WDR73	-0.7235
GKN2	0.4195
ARFGAP1	-0.591125
SLC5A8	-0.9525
ZBTB40	-0.6656
CYP4B1	-2.3605
LYPLAL1	0.7855
CHST3	-0.1045
MAP3K9	1.25
BTAF1	-1.46666666666667
TFAP2E	0.113
RBM35B	1.15425
LOC441251	-0.408833333333333
ANKRD25	-0.701555555555555
UQCRC2	-0.481
MAEA	-0.22675
HYAL1	-2.5858
RNPEPL1	1.19616666666667
CPSF2	-1.134125
PSD3	-0.8754
ABCA13	4.121875
AGR2	-2.990375
GBX1	-1.7785
HDLBP	2.06914285714286
ACY3	-0.051
HECW1	-0.35
ZNF519	-2.23925
HOPX	1.911625
ZNF304	0.389625
OR12D3	0.503
FKSG43	0.6725
METTL1	0.478125
MFSD3	0.3377
PSPH	-0.83925
CLCA3	0.582
DARS2	-0.751833333333333
CDC25A	-1.6235
BAIAP2L1	1.22975
B3GNT5	2.822375
USP29	0.10775
ARHGEF10L	1.9875
ATOX1	-0.159625
ADAM30	0.16525
DNASE1	-0.747
STT3A	0.89375
RAB6IP1	0.1875
PTN	0.5171
C1orf106	-2.586
HECA	2.085
RNF122	0.55075
SLC22A18AS	1.4325
GNG8	1.084
ELP4	-0.026
FAM65A	0.492166666666667
RPL10A	-0.668833333333333
IRS4	0.9725
MACF1	0.8247
SEC24D	0.433
LOC374395	0.06425
TGFB2	-0.112
MDFIC	0.751375
CHRNE	1.71166666666667
PCMTD2	-0.609
ATP6V0D1	-0.508
MTA2	0.75575
LZTR1	-0.178333333333333
RAP1A	-0.267
AXIN1	-0.13275
POLR1C	-0.6315
TRIO	-0.142416666666667
PLXNA4A	-0.3935
C5orf33	-1.8595
DEPDC1B	-1.820625
ZNF473	-0.5965
MTM1	-0.31875
GPR107	-0.117833333333333
CSNK1A1L	0.4585
FLJ14154	0.05825
NLRC4	2.8085
ENPP4	2.73133333333333
PADI3	0.3175
RNF170	-0.450125
CG018	-0.0593333333333333
C16orf7	0.7375
KCNE1	0.0145
NRM	-0.7955
SLC37A3	-0.510928571428571
TPD52L2	-1.47816666666667
UNC5B	0.8545
C12orf12	0.019
SDHB	-1.059
CLRN1	0.7325
NUDT10	-1.11966666666667
UGT3A1	0.196375
FBXW8	-0.475125
RHOF	-0.563125
PTPLAD1	-0.207375
MYO3B	0.4735
DERA	-1.20925
TPP2	-0.458
C19orf53	0.443666666666667
GINS3	-0.353
ST6GALNAC5	1.9455
CHSY1	2.42925
MGC15705	-0.279
GPR83	0.6425
EXT2	0.10575
DOLK	0.1375
TUBAL3	-0.1305
ACVRL1	1.3861
ABL2	-0.210666666666667
C14orf156	-0.136833333333333
PTPRZ1	2.475625
DIP2C	0.22325
LAMP1	0.62825
RXRA	-0.0406
MAP3K5	1.8475
ALKBH1	-0.779166666666667
PDLIM7	-0.612625
ARL14	-1.373
SNIP1	-0.776666666666667
TIMP3	2.16325
RGS3	0.113666666666667
SPAG16	-0.284555555555556
ABHD4	0.074
ARHGEF12	0.582166666666667
GLUD2	-1.784
RAC2	-0.774
UAP1L1	0.1755
SLC18A3	-0.552
YOD1	-0.685333333333333
RALY	-0.254
HMOX2	0.75375
DGKH	0.689
DBNDD2	2.28983333333333
YIPF4	-0.5515
THAP10	-1.35125
ZNF513	0.70325
HAGHL	-0.648333333333333
ITGB4	3.35783333333333
CCDC141	-1.8705
YTHDF3	-0.7585
C5orf28	0.234
RPL7L1	-0.847125
TMEM30B	1.43228571428571
ANKRD35	0.9395
DUOXA2	0.9015
TBC1D5	-0.196125
DFNB59	-0.335
HRH4	0.57475
MYO6	2.0641
DNAJA4	0.957125
RBM24	-1.803625
CEACAM20	1.52325
RBM23	-1.40814285714286
NGFB	-2.589
C1orf63	-1.1957
KRTAP7-1	-0.3525
PERLD1	0.93175
NPB	0.9715
C17orf59	0.5912
HSPBAP1	-0.64175
SLC15A4	-0.719125
PRTFDC1	-1.411
OSMR	1.49892857142857
CYSLTR2	-0.308
C19orf25	0.8578
KIAA1797	-0.684
NLRP6	-0.145
FAM105B	-0.4902
SCRN2	0.036
LRRC58	-0.2839
RNF17	0.299
NEIL3	-2.8705
FAM137A	-1.5615
SKP2	-2.7845
PARVA	1.42541666666667
PKLR	-0.747
RNF34	-0.637625
A3GALT2	0.40125
C12orf50	-0.331666666666667
SUNC1	-1.57175
FAM102B	0.476333333333333
CCT2	-1.55625
LRRC37A2	-0.3695
ARF4	-0.5845
SIKE	-0.437125
C8orf48	1.06216666666667
MBTPS1	0.125
GPSN2	-0.549
NCF2	2.5255
SLC12A6	0.9745
MRPL48	-0.41
HMGN3	-0.3995
LRRC62	-0.47825
PAX9	-0.481
FAM55A	0.8325
C20orf42	-0.382166666666667
SCML2	-2.5494
BCL9	0.587
FAM40A	-0.612
C9orf41	-1.0685
ZNF774	0.4645
LETM1	-0.64675
PLXNB1	-0.602166666666667
NIPSNAP1	-0.464
USP10	-0.803
F9	0.323333333333333
LIPE	0.49625
CNGB3	0.6015
C12orf52	-0.00175000000000001
PI4K2A	-0.073375
MED8	-0.37075
STAT4	-0.2843
FGD4	1.46166666666667
RNF145	-0.249333333333333
WDR32	-0.5871
CLDN2	0.648
TCEAL8	0.2215
ZMYND8	-0.7347
PDXK	-0.32359375
GATAD2A	0.35325
PTGES3	-0.6115
CCM2	0.2575
TAP1	0.167875
ZNF670	-0.3765
ETS2	0.578928571428571
C6orf166	0.2375
PRMT2	1.04292857142857
OR4B1	0.271
INTS8	-0.9005
CCDC102A	0.65075
CCDC83	-1.72983333333333
ITGA1	0.0598
EPHA5	-1.6504
FAM24B	-2.50016666666667
TSGA10	0.11775
HAL	-3.40466666666667
MYOT	-0.51325
SPACA3	-0.4015
BCL2L2	-0.436666666666667
CUGBP2	-0.953
CCNB3	-0.173
RNF113B	-0.67
MERTK	-0.15225
BAG1	-0.44725
VPS36	0.9005
ORMDL3	-0.2148
C1orf190	0.11375
ZNF625	-1.171
CORO2B	-1.32825
ALOX15	-1.0915
CST1	-0.4375
NUPR1	2.12033333333333
CCL7	0.448
SMCR5	-2.2615
DSC2	6.0725
RBMS2	0.7715
GRIK4	0.3765
TRIM65	1.547
TMPRSS6	-0.141357142857143
TP53INP2	-0.18425
GLB1L	0.4645
LOC388284	0.103333333333333
PUS1	0.0258571428571429
BCL9L	-0.126
OLFM1	-2.18191666666667
RET	-1.368625
MASTL	-1.55716666666667
ALX3	0.6335
IL1RL1	0.232166666666667
ZNF765	-1.2465
C14orf138	-1.11625
SNX10	-0.228
TAC4	1.0465
C1orf64	-1.83375
POGK	0.61125
MAPK9	-0.565
ZNF366	2.76275
C8orf79	1.3034
CLDN7	3.24875
OR5AT1	0.671
TRIM37	-1.78625
LRRC25	2.24275
GRHL2	1.9385
TEKT3	0.8105
LASS5	-0.954166666666667
ABCC4	-2.56016666666667
DLG3	1.659
VGLL1	4.4575
ZFP36L2	3.43466666666667
MFRP	-0.269166666666667
KIAA1799	-0.5485
FLJ44379	0.4745
PCNX	-0.0315
ANXA9	-1.3035
CYP4V2	0.6217
PIK3C2A	-1.16225
SRR	0.307
NOL3	0.303
IFITM2	3.0225
ARNTL2	-1.5715
ZNF595	-0.55225
NLRP13	1.0125
ASPH	0.34425
CPA2	0.256
PVRIG	-1.272
LEPR	-0.791666666666667
C16orf42	0.387666666666667
SH3BGRL	0.109
FAM77D	-0.802
FNDC7	-0.043
C9orf6	-0.384333333333333
NOTCH2NL	1.12933333333333
PGBD1	-1.856
SYNGR2	1.35983333333333
PITPNA	0.2973125
PRPF4B	-1.4829
SLC43A3	-0.921642857142857
NRBP1	-0.508
SLC25A22	0.70175
ILK	-0.630625
SLC22A8	0.782
MRPS7	-0.184125
PITX2	-0.18475
FABP3	-1.032625
OR1L1	0.6955
LOC728215	0.51025
BLID	-3.1095
KIAA1217	1.82547058823529
TFPT	0.23925
AP4B1	-0.856
VBP1	-2.7485
OR1K1	0.5215
MORC3	0.09575
BHMT2	-2.81583333333333
C3orf10	0.205625
FZD7	1.98766666666667
WFDC10A	0.334
PMS2CL	-0.62175
CCDC32	0.162666666666667
FA2H	-2.50975
ALG13	0.14
TTLL7	0.6671
SPOCK3	-0.1275
SLC13A2	1.625
AIM1	2.17075
GPRC6A	0.023
EGR2	1.98975
MED11	0.767
WWC1	3.22525
SH3GL3	-2.1355
RIF1	0.3665
PRLH	0.119
VLDLR	-0.938
DBT	-0.289533333333333
C21orf63	-0.2085
CGGBP1	0.00575
KRTAP12-2	-0.1685
TADA3L	-0.116
ZBTB16	0.53975
PDGFB	1.268625
RFX1	0.930625
UQCRB	0.1201
LOC133874	0.8955
HPS3	0.127
LGALS3BP	2.7904
DKFZP564O0823	1.0455
MRFAP1L1	-0.573
HOXA10	-1.639
NGB	0.13
KIF21A	0.720538461538461
IFLTD1	-1.64
LZTS1	0.0275
ARHGEF3	-0.08125
RHBDL3	-1.686
CSNK1G2	0.94475
ChGn	0.05825
KIAA1244	-0.1875
GABRB2	0.675
MGC72080	-0.5945
CD27	2.7165
EGLN1	-0.035
PEX13	0.95225
RWDD3	0.209
RNF12	-0.0631666666666667
GRIN2B	1.8665
ADAMTS14	-0.050375
DYDC2	-1.59533333333333
ATP6AP1	-0.4038
NR1H2	0.432666666666667
PDK2	-0.9905
C3orf17	-0.224333333333333
SLC38A2	0.4305
SLC25A29	0.4055
C15orf29	-0.19325
ADAM9	-0.56225
TMUB2	-0.4025
GPR176	-0.114
AGK	-0.607571428571429
MCCD1	0.40775
NDUFA4	0.516
TMEM146	0.1295
DUSP1	0.4305
UNQ6975	-0.05
EMX2OS	3.09825
INSM2	-1.11225
LUZP4	0.039
SETD6	0.59025
P2RY2	1.58575
SLC45A2	-1.359
RABGAP1	0.4865
UBXD5	-0.161
GPRC5A	0.9932
PAK3	4.0105
LOC63920	-0.548
TGFBR1	-0.0137
KRTAP6-3	1.95775
SFMBT2	-0.1005
CDC42	0.5350625
C11orf35	0.659
TTLL2	-1.14966666666667
UACA	0.514083333333333
CD97	-0.4617
SETD5	-0.380625
NINJ2	-1.32125
PTER	-0.618333333333333
POMGNT1	0.08225
KRTAP4-2	-0.0775
ECGF1	2.696375
HRB	-0.263363636363636
ATP1B2	0.4179
LOC400506	-0.73075
COL4A3BP	1.00575
C6orf97	-1.93675
GRHPR	0.431125
TAS2R1	1.002
SEMA7A	-0.9905
EDF1	0.064
ODF2L	0.560777777777778
PCID2	-1.1295
GTF2H4	-1.16266666666667
ZCCHC3	-0.70475
CGB2	0.0571666666666667
NEUROD1	-0.121
C20orf75	0.159
RP5-1054A22.3	1.23383333333333
IFNA5	0.786
ZNF134	0.12025
MGC119295	-0.2849
ZSWIM6	-0.302875
SMEK1	0.6115
PCGF2	0.464875
C1orf102	1.314
CYP2A13	1.02
KCNH6	-1.0712
MDM1	-0.5959
ALDH7A1	0.368
C9orf75	0.29025
VDAC3	-0.846
OR51T1	0.0325
EIF3F	-0.721833333333333
KCNJ10	-0.723375
LENG8	0.86075
EDEM2	0.207666666666667
CCNJL	1.194
DHX37	-0.5445
CRYGN	-0.2985
AATF	-1.489875
ZNF630	0.8315
E2F5	-0.662
WFDC13	-0.1465
FTSJ3	0.601833333333333
C4orf33	0.1035
LHFPL4	-2.4025
C19orf56	-0.98375
SMAD4	-0.30325
AFM	-0.9658
G0S2	-1.01525
FCHSD2	-0.1793
RRP1B	-0.6774
EEF1B2	0.208833333333333
STAT6	0.5835
ZNF195	0.00775
GNL1	-0.812166666666667
ZNRF2	0.877
PER3	0.47875
ASB16	1.074
C10orf10	3.09335714285714
ADCY8	-1.93866666666667
C9orf58	3.18983333333333
ARMC10	0.229166666666667
PSG1	-0.083
DHX34	-0.1585
VARS2	-0.27775
NFIC	1.578
ITPR2	1.1935
AGXT2	0.571166666666667
OR6K3	0.302
H2AFZ	-0.61225
MLLT3	-1.51983333333333
COX4I2	1.32575
CCNT2	-0.8905
PLK4	-2.351875
NUMBL	-0.144833333333333
MED16	0.67375
PLEKHQ1	1.169
GOSR1	0.347944444444444
BTG4	0.18075
RPL30	0.7295
IGSF5	-0.5385
IGFL2	-0.438333333333333
ELMOD2	0.667166666666667
SHC3	0.191333333333333
HAVCR1	-0.217
DYNC2H1	-0.450375
RNF5	-0.2935
C2orf7	0.12525
NLF1	3.687
KLHL25	1.0175
LRP10	1.0266
KRI1	0.6195
PUS7L	-1.05833333333333
MGMT	1.13375
HOXD1	-1.50116666666667
CSH1	0.3477
ATG16L2	-2.08125
FLJ44635	0.787
CHODL	0.409
EXOSC8	-1.79175
SLC28A1	0.4095
MYO7B	-0.7485
SEH1L	-0.1992
MTNR1A	0.120666666666667
TSPAN5	0.165333333333333
CDC45L	-2.49133333333333
AMIGO1	0.5105
ATAD3A	-0.0205
OSGIN2	0.218666666666667
PDIK1L	-0.4565
DARC	-0.15425
PIPSL	0.7655
SHMT1	-0.3645
CRISP3	0.4295
POPDC2	0.657
ZRANB2	-0.041
FBXL8	2.50925
TRIP13	-2.41563636363636
EIF5AL1	0
POU5F1P3	-3.53266666666667
IL6	-2.9095
CXorf38	0.669666666666667
IFNA16	0.5925
FBXL2	1.06583333333333
BRD1	-0.11
STATH	0.51375
FBXO44	0.543833333333333
MCCC2	-0.86
CDC2	-0.9697
C5orf23	-2.3255
IVD	-0.577833333333333
C10orf122	-1.49
MSL3L1	0.3307
MVP	0.1265
EPOR	-1.0522
ZMYM1	-0.736666666666667
BCL7C	1.20283333333333
PSTPIP2	0.4996
LYPD1	-0.291125
OR8G5	0.9135
ZP3	0.222666666666667
BCAS4	-0.716916666666667
EDG6	0.96925
ISY1	-0.26975
PRAMEF2	-0.36275
CUL1	-0.842125
RNF213	0.7
CCRK	0.65325
DHX9	-0.47975
C13orf29	0.157
NCKAP1	2.0005
MRPL43	0.622714285714286
XPR1	-0.404
PKN2	2.1539
PODNL1	0.863
ZNF333	-0.392375
DALRD3	-0.88625
OPN1SW	1.567
BTBD6	1.03425
C11orf82	-2.6695
OR5P3	-0.071
DUSP11	-0.48625
L1CAM	-0.9792
NEK11	0.6115
OR7E91P	1.074
CNTN3	1.3151
CREB3L2	1.65275
ZBTB37	1.5505
KIAA1324L	-3.17625
NDUFB10	-0.107
NUDT2	-0.6995
GTPBP8	0.284
CACNA1D	-0.36325
PRKAA2	0.0711666666666667
PRDM8	0.5735
MGC16075	-0.7856
KRT14	-0.154928571428571
PP8961	2.165
MRPL18	-0.46375
ABCG2	-3.30225
PACRG	1.66125
BBS2	0.39625
KREMEN2	-2.451
FBXO21	0.5315
HNRPUL1	-0.18
GRB10	-0.90875
CLSTN1	2.29975
LMAN2	-0.2772
C17orf61	0.03775
NIPSNAP3A	1.266
INSIG2	-1.06266666666667
PCDHB7	0.158333333333333
STXBP2	-0.047625
CMAH	-0.384166666666667
SEMA5B	-1.1855
ZNF155	0.0811666666666667
COQ6	-0.221166666666667
PRPF4	0.29075
TSPAN15	1.5405
VN1R5	0.25
LATS2	1.21775
SELK	0.05925
PGK2	0.02575
MS4A1	-1.4675
TYW3	0.0489
KRTAP5-1	2.63175
RCCD1	-1.36083333333333
BTN1A1	1.3045
DDX28	-0.118
TMEM65	0.35675
LOC92345	0.3745
TTC31	-0.84125
WDR46	-1.143
CHP2	-0.4725
LSP1	0.579625
ZNF542	-1.23825
EXOSC1	-0.65725
ARHGAP18	1.90516666666667
LRRTM4	-0.34975
MAOB	5.21891666666667
CACNB4	-1.44075
MGC33846	2.68425
RANBP3L	1.269375
ATP5L	-0.327
ONECUT1	-1.6165
NUDT9	-0.181
TMEM149	0.1225
STX17	1.414
IGSF10	-4.49525
TMPRSS9	1.1435
BMPR2	1.01583333333333
ALLC	-0.971
KLF7	0.534875
GCC1	-0.0029
TIMM9	-0.00600000000000001
CDO1	-1.23966666666667
MGC10701	-0.76
IFI6	0.972
FRMD8	1.00675
MGAT2	0.13225
WBP5	0.2215
CNIH2	1.2865
KIAA0907	-0.5089
KCNH8	0.9185
CTSG	-2.875
GRIK1	-0.7548
CUL5	1.239
FRMD1	0.9445
OR9A4	1.429
SYT6	-0.6385
FOXD4L2	0.0935
ANAPC2	-0.569166666666667
OPN5	1.1935
TAF13	0.4935
LYG2	-0.589
GGNBP1	-0.9075
C11orf40	1.1125
OTX2	-1.2845
REG4	0.3945
EIF5	-0.822375
PALB2	-0.67025
SEPSECS	-1.3783
RNASE3	0.18525
TRIM49	-2.444
POLR2K	0.2689
GPR42	0.6555
C8B	-2.51975
SASS6	-1.14125
PREB	-0.377333333333333
OR3A3	0.235
TUBA8	0.374375
IGLV2-14	-1.991
STIL	-1.61325
ANKFN1	-1.15933333333333
NME7	-0.45675
HOXC12	6.586
UBE2C	-0.238125
FHOD1	0.283125
CDK2AP1	2.58916666666667
OR6K2	0.214
DHPS	-0.39175
RPL5	-0.415833333333333
TRGV5	0.8705
LOC541472	0.793375
HCCS	-1.205
DENND1B	2.0465
LHX3	0.351
OR5D16	0.9
CXorf57	-2.294
IRF2BP1	0.27875
NDST2	0.954666666666667
LCE3D	0.743
BOLL	0.647625
SYT3	-0.124
PIH1D2	-0.461
C20orf7	-0.752166666666667
IL1R2	-0.458666666666667
SLAMF9	1.587
PPME1	0.3285
PIK3CA	0.1355
TRAPPC1	-0.016375
COLEC10	-1.405
SLC9A6	-0.560166666666667
PDDC1	-0.135583333333333
CCDC53	0.37675
GK3P	-1.7265
DAZL	-2.031
BRI3	0.91625
SDK1	0.347125
CYP2C18	0.1245
IFI44L	2.578875
RPL3L	1.139
FUT9	2.11416666666667
KIFC2	-0.0273333333333334
PMP2	-0.00285714285714283
SLC4A9	0.491
PLAG1	-2.415
MYCBP2	0.560333333333333
OR4E2	1.0825
CCDC65	0.0125
C16orf82	-0.381625
ENTPD4	0.00237500000000001
BRP44L	0.90275
PMP22CD	-0.058
TMCO4	2.38533333333333
