Hybridization REF	TCGA-BH-A1ES-01A-11R-A137-07
LOC374395	0.6035
TGFB2	-0.246625
MDFIC	-0.476875
CHRNE	0.377333333333333
PCMTD2	0.348666666666667
ATP6V0D1	0.7625
MTA2	0.6795
LZTR1	-0.5315
RAP1A	0.401
AXIN1	-0.2235
POLR1C	-0.44775
TRIO	-0.355166666666667
PLXNA4A	1.07158333333333
C5orf33	-0.862
DEPDC1B	-3.24775
ZNF473	1.231
MTM1	0.807875
GPR107	0.0349999999999999
CSNK1A1L	-0.0798333333333333
FLJ14154	0.558
NLRC4	2.924
ENPP4	-0.236
PADI3	-0.408
RNF170	-1.234125
CG018	1.4365
C16orf7	0.5425
KCNE1	0.4265
NRM	-0.749
SLC37A3	-0.466714285714286
TPD52L2	-0.561833333333333
UNC5B	2.29875
C12orf12	0.0891666666666666
SDHB	-0.33425
CLRN1	0.22925
NUDT10	0.4755
UGT3A1	0.235625
FBXW8	-0.03475
RHOF	-1.0315
PTPLAD1	-0.526625
MYO3B	-1.2805
DERA	-0.8715
TPP2	0.4705
C19orf53	0.418333333333333
GINS3	-0.57225
ST6GALNAC5	0.3135
CHSY1	0.11175
MGC15705	-0.173
GPR83	0.0178
EXT2	0.261625
DOLK	0.0535
TUBAL3	-0.3675
ACVRL1	1.5577
ABL2	-0.696333333333333
C14orf156	0.291666666666667
PTPRZ1	-2.930375
DIP2C	0.77875
LAMP1	1.942125
RXRA	-0.5993
MAP3K5	1.91775
ALKBH1	1.11533333333333
PDLIM7	0.26425
ARL14	-1.4125
SNIP1	0.2015
TIMP3	2.93791666666667
RGS3	0.426833333333333
SPAG16	0.8792
ABHD4	0.72625
ARHGEF12	0.0323333333333333
GLUD2	0.0885
RAC2	-1.39
UAP1L1	-0.6475
SLC18A3	0.0495
YOD1	-2.11833333333333
RALY	0.0985
HMOX2	0.539
DGKH	-0.234
DBNDD2	1.62033333333333
YIPF4	0.13925
THAP10	0.09875
ZNF513	1.0355
HAGHL	0.477833333333333
ITGB4	2.34816666666667
CCDC141	-2.8
YTHDF3	0.411
C5orf28	0.0625
RPL7L1	-0.613125
TMEM30B	1.13792857142857
ANKRD35	2.4325
DUOXA2	0.107
TBC1D5	-0.28375
DFNB59	0.2565
HRH4	0.531
MYO6	2.1484
DNAJA4	2.843625
RBM24	1.32225
CEACAM20	-0.75775
RBM23	0.484214285714286
NGFB	0.6005
C1orf63	-0.3538
KRTAP7-1	0.5915
PERLD1	2.19825
NPB	1.7915
C17orf59	0.5794
HSPBAP1	0.0815
SLC15A4	0.221125
PRTFDC1	-0.8285
OSMR	-1.16221428571429
CYSLTR2	-0.322
C19orf25	0.7199
KIAA1797	-0.603
NLRP6	0.1215
FAM105B	0.0601
SCRN2	-0.735166666666667
LRRC58	-1.3995
RNF17	0.06675
NEIL3	-2.548
FAM137A	-2.61625
SKP2	-2.41175
PARVA	1.10416666666667
PKLR	-1.822
RNF34	0.269
A3GALT2	0.05375
C12orf50	0.0373333333333333
SUNC1	-2.7845
FAM102B	-0.968833333333333
CCT2	-0.68525
LRRC37A2	-0.8995
ARF4	0.552
SIKE	-1.008125
C8orf48	1.77266666666667
MBTPS1	0.675214285714286
GPSN2	-0.0175
NCF2	1.6955
SLC12A6	0.0395
MRPL48	-1.0445
HMGN3	-0.840833333333333
LRRC62	-0.80975
PAX9	0.37375
FAM55A	0.8725
C20orf42	-1.9555
SCML2	-2.688
BCL9	-0.05625
FAM40A	0.50625
C9orf41	-2.11383333333333
ZNF774	0.5895
LETM1	-0.4525
PLXNB1	1.6125
NIPSNAP1	-0.56375
USP10	-1.15525
F9	0.08925
LIPE	1.7365
CNGB3	-1.2315
C12orf52	0.20825
PI4K2A	0.379375
MED8	0.00775
STAT4	1.5944
FGD4	-0.573833333333333
RNF145	-2.12866666666667
WDR32	1.1371
CLDN2	0.081
TCEAL8	1.3385
ZMYND8	-0.109
PDXK	-0.293
GATAD2A	-0.07175
PTGES3	-0.1175
CCM2	-0.30875
TAP1	-0.131125
ZNF670	0.04075
ETS2	-0.943357142857143
C6orf166	-0.308
PRMT2	0.776357142857143
OR4B1	0.297
INTS8	0.076
CCDC102A	0.52175
CCDC83	-0.912
ITGA1	0.0896
EPHA5	-2.7375
FAM24B	-1.73016666666667
TSGA10	3.47025
HAL	-2.424
MYOT	0.2595
SPACA3	0.1615
BCL2L2	0.0135
CUGBP2	-0.557
CCNB3	1.57925
RNF113B	0.39325
MERTK	-0.722
BAG1	0.24625
VPS36	-0.0105
ORMDL3	0.1413
C1orf190	0.51025
ZNF625	0.357
CORO2B	-1.57825
ALOX15	0.8855
CST1	3.113
NUPR1	2.3815
CCL7	-0.37775
SMCR5	-2.462
DSC2	2.0845
RBMS2	0.57325
GRIK4	1.2185
TRIM65	0.093
TMPRSS6	0.358714285714286
TP53INP2	-0.7635
GLB1L	0.1985
LOC388284	0.152333333333333
PUS1	-0.3465
BCL9L	-0.0355
OLFM1	1.14866666666667
RET	0.945
MASTL	-1.97
ALX3	0.17325
IL1RL1	-0.421666666666667
ZNF765	1.0124
C14orf138	0.2435
SNX10	-0.971333333333333
TAC4	-0.091
C1orf64	1.587125
POGK	0.9615
MAPK9	0.93525
ZNF366	2.38025
C8orf79	2.3287
CLDN7	2.194
OR5AT1	0.312
TRIM37	-2.20675
LRRC25	1.7345
GRHL2	2.9606
TEKT3	2.10775
LASS5	0.1205
ABCC4	-2.73383333333333
DLG3	1.141875
VGLL1	0.623
ZFP36L2	0.914
MFRP	0.2495
KIAA1799	1.117
FLJ44379	1.113
PCNX	-0.25925
ANXA9	1.3305
CYP4V2	1.4043
PIK3C2A	-0.738
SRR	0.2915
NOL3	-0.95475
IFITM2	1.137
ARNTL2	-2.4715
ZNF595	1.1225
NLRP13	-0.6085
ASPH	1.05875
CPA2	0.64
PVRIG	-2.032
LEPR	-0.087
C16orf42	0.220166666666667
SH3BGRL	2.9625
FAM77D	1.00283333333333
FNDC7	-1.0955
C9orf6	-0.5155
NOTCH2NL	-0.629333333333333
PGBD1	-0.145333333333333
SYNGR2	1.572
PITPNA	-0.7558125
PRPF4B	-0.6441
SLC43A3	-1.89342857142857
NRBP1	0.22775
SLC25A22	0.449
ILK	0.50225
SLC22A8	0.321333333333333
MRPS7	0.919125
PITX2	-1.36025
FABP3	-1.106875
OR1L1	0.0195
LOC728215	0.77925
BLID	-2.2765
KIAA1217	3.42070588235294
TFPT	1.92575
AP4B1	-0.76475
VBP1	-0.922
OR1K1	0.486
MORC3	0.56375
BHMT2	-0.144
C3orf10	0.74725
FZD7	1.88433333333333
WFDC10A	-2.672
PMS2CL	-0.11175
CCDC32	0.6105
FA2H	0.84575
ALG13	-0.6075
TTLL7	-0.9473
SPOCK3	1.34275
SLC13A2	0.656
AIM1	1.60375
GPRC6A	-0.2055
EGR2	3.9295
MED11	0.2925
WWC1	1.0935
SH3GL3	-2.853
RIF1	-1.59571428571429
PRLH	0.653
VLDLR	-3.145
DBT	0.0924375
C21orf63	-0.53
CGGBP1	0.04275
KRTAP12-2	-1.17
TADA3L	-0.034625
ZBTB16	3.0615
PDGFB	1.88075
RFX1	0.668625
UQCRB	0.3968
LOC133874	-0.555
HPS3	-1.9155
LGALS3BP	1.3849
DKFZP564O0823	3.02328571428571
MRFAP1L1	1.071625
HOXA10	-1.34983333333333
NGB	1.9975
KIF21A	-2.34376923076923
IFLTD1	-0.297
LZTS1	-0.25775
ARHGEF3	1.099
RHBDL3	-2.012
CSNK1G2	0.4235
ChGn	0.03575
KIAA1244	1.83066666666667
GABRB2	0.6395
MGC72080	-1.8755
CD27	2.274
EGLN1	-2.1262
PEX13	-0.05475
RWDD3	-0.0065
RNF12	-0.882666666666667
GRIN2B	-0.655
ADAMTS14	0.080375
DYDC2	0.998
ATP6AP1	1.1899
NR1H2	1.106
PDK2	-0.16525
C3orf17	0.239
SLC38A2	-0.478285714285714
SLC25A29	0.1835
C15orf29	0.677
ADAM9	1.91041666666667
TMUB2	0.089
GPR176	-0.77075
AGK	-0.564
MCCD1	0.31025
NDUFA4	-0.14825
TMEM146	0.21
DUSP1	0.64725
UNQ6975	1.413
EMX2OS	3.722
INSM2	-0.5575
LUZP4	-0.442
SETD6	-0.6075
P2RY2	2.0875
SLC45A2	-1.5545
RABGAP1	0.097
UBXD5	0.401375
GPRC5A	0.368
PAK3	3.2485
LOC63920	-0.52125
TGFBR1	0.0131
KRTAP6-3	0.431
SFMBT2	0.000250000000000028
CDC42	0.5046875
C11orf35	1.2585
TTLL2	0.38425
UACA	0.1565
CD97	-2.1479
SETD5	-0.094125
NINJ2	-0.1705
PTER	0.744666666666667
POMGNT1	0.8635
KRTAP4-2	0.0715
ECGF1	1.68675
HRB	-0.234909090909091
ATP1B2	-0.3745
LOC400506	0.1765
COL4A3BP	-0.4785
C6orf97	0.882
GRHPR	0.03225
TAS2R1	1.2755
SEMA7A	-0.0755
EDF1	0.24925
ODF2L	0.9256
PCID2	-0.838833333333333
GTF2H4	-0.570166666666667
ZCCHC3	-0.509375
CGB2	0.173666666666667
NEUROD1	-1.017
C20orf75	-0.412
RP5-1054A22.3	1.97583333333333
IFNA5	0.9685
ZNF134	0.820833333333333
MGC119295	-0.8169
ZSWIM6	0.298875
SMEK1	0.103666666666667
PCGF2	0.86625
C1orf102	1.93525
CYP2A13	0.551
KCNH6	-0.8072
MDM1	0.1216
ALDH7A1	0.126166666666667
C9orf75	0.322
VDAC3	-1.203625
OR51T1	0.238
EIF3F	-0.366833333333333
KCNJ10	-0.7665
LENG8	0.88625
EDEM2	-0.3635
CCNJL	-0.2745
DHX37	-0.2335
CRYGN	1.186
AATF	-0.27775
ZNF630	2.19475
E2F5	0.0255
WFDC13	-0.4445
FTSJ3	-1.2115
C4orf33	-0.43925
LHFPL4	-2.9205
C19orf56	0.3275
SMAD4	0.54575
AFM	-0.8905
G0S2	-3.677
FCHSD2	0.1448
RRP1B	-0.7216
EEF1B2	-1.16
STAT6	-0.062
ZNF195	-0.13775
GNL1	-0.542833333333333
ZNRF2	-0.029
PER3	-0.37925
ASB16	0.2575
C10orf10	1.19421428571429
ADCY8	-3.11566666666667
C9orf58	-0.534666666666667
ARMC10	-0.3945
PSG1	0.347
DHX34	-0.36275
VARS2	-0.490125
NFIC	0.19875
ITPR2	-0.53425
AGXT2	0.241
OR6K3	0.3495
H2AFZ	-0.408666666666667
MLLT3	-0.422666666666667
COX4I2	1.46375
CCNT2	-0.031125
PLK4	-1.690875
NUMBL	-0.254333333333333
MED16	-0.2105
PLEKHQ1	0.303
GOSR1	-0.138388888888889
BTG4	0.0245
RPL30	0.519
IGSF5	1.0135
IGFL2	2.48966666666667
ELMOD2	0.904333333333333
SHC3	0.3295
HAVCR1	-0.475
DYNC2H1	-0.531875
RNF5	-0.8095
C2orf7	-0.589
NLF1	0.4015
KLHL25	1.04675
LRP10	1.1653
KRI1	-0.37425
PUS7L	-0.0813333333333333
MGMT	1.21625
HOXD1	-1.343
CSH1	0.4844
ATG16L2	-0.5315
FLJ44635	0.8095
CHODL	1.07975
EXOSC8	-1.09375
SLC28A1	-0.387
MYO7B	-0.7305
SEH1L	-0.9532
MTNR1A	0.0585
TSPAN5	0.751666666666667
CDC45L	-2.9905
AMIGO1	0.7685
ATAD3A	-0.59425
OSGIN2	-0.0075
PDIK1L	1.3625
DARC	0.599875
PIPSL	0.098
SHMT1	-1.576
CRISP3	-0.1975
POPDC2	2.641
ZRANB2	-0.845166666666667
FBXL8	0.36525
TRIP13	-1.68827272727273
EIF5AL1	-0.796
POU5F1P3	-4.23666666666667
IL6	-3.04266666666667
CXorf38	-0.922333333333333
IFNA16	0.478
FBXL2	2.00733333333333
BRD1	0.691
STATH	0.4775
FBXO44	0.822333333333333
MCCC2	-0.52525
CDC2	-1.4271
C5orf23	-0.77975
IVD	-0.137833333333333
C10orf122	-1.968
MSL3L1	0.2462
MVP	1.1005
EPOR	-1.4909
ZMYM1	-0.1315
BCL7C	0.646833333333333
PSTPIP2	-0.1705
LYPD1	-1.626
OR8G5	-0.0665
ZP3	0.285333333333333
BCAS4	0.997583333333333
EDG6	0.23
ISY1	-0.49325
PRAMEF2	-0.581
CUL1	-0.332625
RNF213	0.6475
CCRK	0.87175
DHX9	-0.175875
C13orf29	-0.569
NCKAP1	0.563
MRPL43	0.713642857142857
XPR1	0.90075
PKN2	-0.351
PODNL1	1.7705
ZNF333	0.882875
DALRD3	0.98925
OPN1SW	-0.1665
BTBD6	0.6835
C11orf82	-2.6765
OR5P3	1.0945
DUSP11	0.151
L1CAM	-0.6849
NEK11	2.008
OR7E91P	1.4555
CNTN3	5.1014
CREB3L2	-1.077
ZBTB37	-0.5505
KIAA1324L	0.58125
NDUFB10	0.0566666666666667
NUDT2	-0.16175
GTPBP8	-0.965
CACNA1D	1.664375
PRKAA2	-0.151833333333333
PRDM8	0.425
MGC16075	0.909
KRT14	1.7395
PP8961	0.502428571428571
MRPL18	-0.21375
ABCG2	-2.54025
PACRG	3.5405
BBS2	0.69125
KREMEN2	-0.301
FBXO21	0.93575
HNRPUL1	0.4155
GRB10	0.64775
CLSTN1	1.190875
LMAN2	0.2232
C17orf61	-0.88375
NIPSNAP3A	0.463
INSIG2	-0.282666666666667
PCDHB7	2.25766666666667
STXBP2	0.685125
CMAH	0.95375
SEMA5B	-1.066
ZNF155	1.30766666666667
COQ6	0.2935
PRPF4	-1.27775
TSPAN15	2.3015
VN1R5	0.41825
LATS2	-0.3655
SELK	0.23825
PGK2	-0.27
MS4A1	-2.379375
TYW3	-0.7534
KRTAP5-1	0.63375
RCCD1	-2.0255
BTN1A1	1.341
DDX28	0.08825
TMEM65	0.415125
LOC92345	0.12175
TTC31	-0.02125
WDR46	-0.9955
CHP2	-0.557
LSP1	0.024125
ZNF542	0.5385
EXOSC1	0.208
ARHGAP18	-1.30966666666667
LRRTM4	-1.83975
MAOB	3.714
CACNB4	-1.63025
MGC33846	-0.302875
RANBP3L	0.549375
ATP5L	-0.522375
ONECUT1	-3.846
NUDT9	1.19025
TMEM149	0.132
STX17	-0.176
IGSF10	-3.74075
TMPRSS9	0.1785
BMPR2	0.81725
ALLC	-0.1135
KLF7	0.958125
GCC1	0.17
TIMM9	-0.3005
CDO1	-0.0035
MGC10701	-0.980833333333333
IFI6	2.25083333333333
FRMD8	0.86025
MGAT2	-0.58875
WBP5	0.760166666666667
CNIH2	0.49375
KIAA0907	-0.8973
KCNH8	1.883
CTSG	-3.316
GRIK1	-0.5722
CUL5	0.4405
FRMD1	0.516
OR9A4	-0.973
SYT6	-1.581625
FOXD4L2	1.09225
ANAPC2	-0.0725
OPN5	-0.0695
TAF13	-0.18325
LYG2	-0.4185
GGNBP1	0.5475
C11orf40	0.5495
OTX2	-1.4325
REG4	0.1775
EIF5	-0.066375
PALB2	-0.34675
SEPSECS	0.1974
RNASE3	-0.00175000000000001
TRIM49	-1.677
POLR2K	0.7758
GPR42	0.2995
C8B	-3.5955
SASS6	-0.67725
PREB	-0.263666666666667
OR3A3	0.664
TUBA8	0.330875
IGLV2-14	-1.802
STIL	-1.5375
ANKFN1	-1.21533333333333
NME7	-0.5165
HOXC12	-2.645
UBE2C	-1.415875
FHOD1	-0.516875
CDK2AP1	0.513666666666667
OR6K2	0.35
DHPS	0.232
RPL5	-0.2325
TRGV5	0.613
LOC541472	-0.551125
HCCS	-0.5924
DENND1B	0.302
LHX3	0.5655
OR5D16	0.645
CXorf57	-1.64566666666667
IRF2BP1	1.63825
NDST2	0.713166666666667
LCE3D	0.3255
BOLL	0.561625
SYT3	1.31775
PIH1D2	-0.58875
C20orf7	-0.2145
IL1R2	0.094
SLAMF9	0.5975
PPME1	-1.672
PIK3CA	0.18025
TRAPPC1	-0.07775
COLEC10	-0.631
SLC9A6	-1.57416666666667
PDDC1	0.328583333333333
CCDC53	0.81175
GK3P	-1.46
DAZL	-1.84875
BRI3	-0.32475
SDK1	0.997375
CYP2C18	0.20125
IFI44L	3.050375
RPL3L	0.792
FUT9	-1.75666666666667
KIFC2	1.06066666666667
PMP2	-1.869
SLC4A9	0.6065
PLAG1	-1.6695
MYCBP2	-0.271833333333333
OR4E2	0.829
CCDC65	1.4575
C16orf82	0.2025
ENTPD4	-0.6545
BRP44L	-0.59
PMP22CD	-0.54725
TMCO4	1.36866666666667
KCNN1	-0.7466
WDR35	-0.00425
CCDC80	1.682875
C3orf31	-0.293
SLC7A9	-0.3685
TMEM190	1.0235
DBC1	-0.157666666666667
FADS3	-0.531
PDZD8	-0.367666666666667
GRM5	0.3905
AZGP1	3.1569
PEX3	-0.279
MED1	-0.3515
ATG4C	-1.325
HNRPH3	-0.8585
FAM109B	1.70275
C4orf17	-0.4475
CA10	-0.776
OPRD1	0.444
CCL16	-2.07575
SACM1L	-0.1175
CST6	4.7085
CD63	1.0805625
LGI1	-2.45775
ZNF784	0.754
CRYBB1	-1.549
CX3CL1	1.45775
TOP2A	-2.447875
GYPB	-3.38533333333333
GADD45GIP1	-0.38675
FEN1	-2.4195
IGF1R	0.1246875
WDR72	-3.033
PURG	-1.1515
DEFB126	0.53825
PKD1L1	0.3425
CAV1	-2.2753
GNPDA2	0.5978
DGAT2	-1.6365
NLGN1	-2.043
STRBP	-0.429875
HPRT1	-1.00783333333333
FANCI	-1.906125
PSMA7	-0.63275
DBF4B	-1.10483333333333
TTF1	-0.833
RAD54L	-1.38875
ELOF1	0.19575
PLAGL2	-0.712375
ZNF256	0.56175
HMGCL	0.88675
MSI2	-1.6245
RPESP	1.04316666666667
C11orf60	0.30225
ABCD1	0.116
ACAA1	0.2856
SPARCL1	4.81457142857143
IL6ST	0.5458
ZNF319	0.7705
TMEM109	-0.334
FAM90A1	-1.77516666666667
IL22RA1	-1.7365
ATP4B	0.386
TEC	-1.32266666666667
C7orf30	-1.11125
TXNDC2	-0.0631666666666667
ABCB4	-0.39225
KIAA1191	0.787125
C9orf38	0.184
SFTPB	-0.3105
CNTNAP2	1.31625
FRK	3.9905
TBX19	0.51075
CHD4	0.095
C6orf26	-2.96266666666667
MOSC2	-0.7745
IKBKE	0.214
HIF1A	-2.5645
LOC595101	-0.6765
RELA	0.091
TMEM16B	1.5495
ABHD12B	2.5525
TSEN34	1.99475
KIF18A	-1.08575
TXNDC9	-0.273333333333333
SPATA2L	0.2315
SEMA4G	-0.6065
C21orf91	-0.170625
MATN1	-0.4545
KCNIP4	0.0161666666666667
TUSC1	1.150125
OR4C15	0.34275
ARMCX6	1.722
WBSCR27	-1.28533333333333
OR52I2	null
KIAA1604	-0.5795
DYNC1I1	-1.0145
PPP4C	-0.1195
SLC47A2	-0.601666666666667
TREH	0.152625
CD48	-0.695833333333333
ST14	1.26833333333333
PKN1	0.0915
SPON2	2.95725
XBP1	1.88983333333333
SFRS12	-0.724333333333333
EFCAB6	2.41775
SELT	-0.094
SLC39A2	2.879
ERF	0.832666666666667
ARL3	2.10025
SURF6	-0.8501
MLLT10	-0.742761904761905
FLJ11171	1.015
TDGF1	-4.15
ERCC6	-0.037
EIF2AK4	-0.444375
BAZ1A	-0.0278333333333333
LRRN3	-0.661333333333333
TMC3	-0.361
EFTUD1	-0.04125
PTPRO	0.670166666666667
CLEC12A	-0.51025
ACBD4	0.040375
ZDHHC14	-1.6165
OTUD7B	1.222375
ACTB	0.486875
MSRA	0.163375
LCE5A	0.296
IFI35	-0.00225
BSCL2	0.330333333333333
ANKRD12	0.183416666666667
CFHR2	0.00599999999999995
RGAG1	0.595166666666667
HSFY1	0.0305
SLC30A5	0.2265
IMPG1	0.1425
GPR109A	0.8675
ZNF185	1.818
IYD	1.1915
NPCDR1	0.3735
SERPINA13	-0.469
HMGCLL1	0.953
NEUROG1	0.525833333333333
UBQLN1	-0.12575
LIN37	0.8215
SOCS2	-3.072625
DSCR4	-2.09825
XKR6	0.247
GPR142	0.5775
KRTAP13-3	0.9595
CCDC15	-1.50416666666667
MOS	0.2925
CD1E	-2.1375
OFCC1	-0.621666666666667
FAM83D	-1.95325
SRFBP1	0.18275
C9orf96	0.3155
DHDH	-1.9175
CCDC90A	-0.2435
RABL3	0.718
CD320	-0.753333333333333
ANGEL2	-0.0991666666666667
MRPL21	0.101
SMG6	0.310833333333333
INSR	1.7463125
FLJ14816	-1.129
GLRB	-0.122833333333333
C9orf89	1.266
CIZ1	-0.298875
URG4	-0.000833333333333334
LRDD	0.325833333333333
CBY1	0.500666666666667
NFX1	-0.3075
MTERFD2	0.3775
C19orf23	0.5025
PGC	-2.691875
IER3IP1	0.4749
RASAL2	0.810416666666667
C1orf89	0.4565
SYNJ1	-0.365375
NFKBIE	-0.47775
FLJ40125	-0.534
TCEB2	0.5742
NOG	-1.2535
POLR2J2	0.182
HLA-B	0.74975
PCDHA1	1.726
PPP2R2B	-0.44
ARHGEF17	0.639333333333333
TCF7L2	0.525285714285714
CHD5	-0.516833333333333
ZNF431	0.521875
TBC1D25	0.398
ZNF800	-1.63025
SCUBE2	3.66590909090909
MYCBP	-0.0271666666666667
GPX5	0.4655
C6orf129	-0.7165
QSER1	-0.847333333333333
ULK2	1.78625
PIGO	0.273333333333333
NRCAM	0.505214285714286
SLC35E3	-0.632875
CSRP2	-1.154
HYPE	-1.184
MAPK15	0.1665
MGC14327	-0.30775
TIMM13	0.572
ZNF462	-1.139
GBA3	0.13125
TEX13A	-0.7515
MCM6	-0.848777777777778
MTRF1	-0.824375
ABCA7	-0.3155
EIF4A2	0.83625
ZC3H10	0.8461
RPGR	0.323666666666667
C20orf94	-0.51775
RP1L1	0.415
GPR125	-0.53125
USP22	0.226928571428571
OR1L4	0.46025
MLZE	0.21725
FLJ32065	-0.0255
PTCD1	-0.5205
CRTAC1	0.348666666666667
BXDC2	-0.92575
C18orf1	3.41333333333333
FAM107A	0.0652142857142857
EFNA3	-0.2595
P18SRP	-1.0148
CAMKK2	0.883
KIAA0649	0.22925
NES	-0.47
HS6ST3	1.06
PON2	-0.497
TCP11L2	-0.8765
CLEC4A	1.41825
PRR12	1.3675
MLXIPL	-1.0318
C2orf50	1.366
ZNF28	1.718
ENC1	-0.3345
MAP2K1	-0.63325
FKSG2	1.2245
KIAA0430	0.8395
PTP4A1	-1.39433333333333
GPR156	0.4625
GTF3C6	-0.34275
UBR2	-0.3248
LOC388272	-0.86
MAK	0.26
ACOT4	1.9405
STC2	1.55566666666667
PIGW	-1.3285
SAE1	-0.890375
COL6A1	1.07736363636364
OAZ1	0.663333333333333
STMN4	1.38083333333333
EDG3	1.08066666666667
SGCE	-1.218
IL11	-0.623166666666667
PRSS8	1.8925
YIPF5	0.0825
WNT4	4.114625
CSN2	0.235833333333333
TCF7	-2.13675
TDO2	1.9675
SAMD9	-1.07875
S100A7A	-0.138
MMRN1	0.660333333333333
GKAP1	0.06625
AKR1C3	-2.623
RNF19A	0.3675
GMDS	-0.598
YKT6	-0.384875
SPARC	2.1738
C12orf31	-0.6815
UBE2V2	-0.120666666666667
FBXL18	-0.951
KIAA0460	0.352
ADAM22	-0.382285714285714
SERPINC1	-4.3445
KCTD21	0.815
MYOHD1	-1.10675
ZNF37A	-0.497
GTF3C1	0.0323333333333333
CTSZ	1.52
PRNPIP	-0.349375
DRD1IP	1.19775
NR1I2	-2.74933333333333
ZNF266	-0.2092
SPAG4L	-0.4555
COX4NB	0.216
SAPS1	1.62316666666667
APOA1	-3.2375
TATDN1	0.423
C10orf82	1.513
KPNB1	-1.9975
FOXO3	-0.0568333333333333
CRYBB2	-0.9995
ZBTB5	-0.515833333333333
SLC25A38	0.5655
DCTN2	0.206666666666667
IFT20	0.254
CTHRC1	3.19675
C1orf31	-0.806875
UHRF1	-0.185
GPC6	0.06125
C10orf54	0.9625
MCF2L2	-0.0568333333333333
WNT9B	-0.112625
OLA1	-0.540375
FAM120B	0.21375
TTLL10	-0.4115
CYorf15A	-5.182
RELN	-3.4376
SCN2B	2.03666666666667
MFHAS1	-1.79625
NKX3-2	0.658833333333333
RASGRF2	0.5245
SSBP1	-0.5645
KPNA6	0.1555
LOC389118	-0.2055
HS3ST4	-2.537
SUPT7L	0.1545
FLJ32658	-3.01325
IGFBPL1	-1.08675
KIAA1641	-2.4228
SHKBP1	0.499666666666667
CSF1R	4.064
NAGK	0.7735
MYL2	0.76875
HIST1H4C	-3.3605
TOMM7	-0.9445
ADAMTSL3	2.4969
TNFSF14	-1.31525
PRRT2	0.21575
VTA1	-0.203125
AOAH	1.9645
CRISPLD2	1.53521428571429
PNN	-0.9551
TA-NFKBH	0.2305
ESPN	-0.10125
RBM43	-1.4685
KIAA1267	0.162
DDX3X	0.239277777777778
KIAA1576	-3.10425
PLXDC1	4.12766666666667
FLJ25801	-4.33925
HNRNPL	-0.3145
RUNDC3A	1.0305
CASP12	0.2125
SH2D5	-1.24675
RPL26L1	-0.319
OR51A7	0.59575
HDC	1.09
C2orf16	-0.149
SYTL3	1.800875
GOLGA4	-0.1438125
NOTCH1	-0.370333333333333
ATPAF2	-0.23025
ECD	0.51825
SSX5	-1.713
SNAP91	0.06575
OCA2	-4.44025
PNPO	-0.9515
DAPK1	-0.298333333333333
PINX1	-1.167
SELENBP1	1.047
NEK3	0.0164166666666667
TMED4	-0.0313571428571428
SSTR4	0.2525
FOSL1	-2.3947
CD40LG	-0.243
CES1	-0.243416666666667
DCI	-0.344333333333333
B3GAT3	0.200833333333333
STK17B	-0.33125
CNTN6	1.45475
CYP3A4	-1.84066666666667
MBOAT2	0.1725
PISD	-0.634375
USP1	-0.62625
PYDC1	0.294833333333333
CENPM	-1.737375
SAR1B	-0.04275
TTC7B	-0.30425
DP58	1.0145
GPC1	1.73575
RBL1	-1.61825
TMEM137	-2.5305
TOB1	-0.147416666666667
TCEAL1	0.762
CENPF	-1.94363636363636
C6	-0.785333333333333
PRSS1	1.9305
PPIL6	1.07066666666667
C6orf124	-0.1415
ODZ4	2.26833333333333
SNCB	-0.237
NDUFB9	0.164625
CNOT6L	0.313666666666667
S100A9	-0.972166666666667
TRIM50	0.3855
KCTD1	2.1691
WDR63	0.33525
SPEF2	2.14275
RNGTT	-0.691833333333333
CXorf22	2.084
KCNK16	0.0745
CEP250	-1.414375
ATPBD1B	-0.21
KCNJ2	3.286
MT1B	-0.148
ZNF684	-0.1455
SLC4A1	0.35875
PDHA1	-1.7295
ZNF492	-0.34975
TKT	-0.88425
BYSL	-0.886
RNF38	-0.56075
AHDC1	0.012
KLHL2	1.465875
CMTM8	2.3445
DMP1	0.513
HERPUD2	0.338875
CRTAM	3.32416666666667
ZNF572	-0.054
TMEM16J	0.809
HSD17B2	-3.57025
UBE2G1	-0.5995
AHSA2	-1.14925
PELI2	-1.2055
TPX2	-1.813
ATP9B	1.72816666666667
DAZAP1	-0.25125
HMGCS2	0.452
C17orf38	0.1095
B9D1	-0.795375
NKX2-5	-1.303
KIAA1276	0.3465
LILRB2	2.639
CSTF1	-0.370833333333333
BTN2A1	-0.516666666666667
C15orf48	3.82525
IGF2BP3	-4.35125
FAM113B	0.63
HRG	-0.7075
ZNF131	-0.48
USP47	1.093
CCDC88B	-1.699375
HCN1	0.9144
HTN1	-1.0395
SYCP3	-0.98325
C13orf23	0.0475
PAPOLA	-0.214125
AATK	-0.5693
MSH3	-0.449166666666667
NDUFAB1	-0.64825
ITLN2	-0.970333333333333
BAK1	-0.128833333333333
MRPL45	0.378166666666667
MTNR1B	0.324333333333333
LOC645843	-0.306
SPECC1L	-0.077125
PGCP	0.168
SPN	-1.478
GPR143	2.02533333333333
ZNF576	1.04216666666667
TMEM39A	0.2802
ATP5D	-0.116166666666667
MAGEB3	-7.381
RPS5	0.0686666666666667
ANP32E	-1.34185714285714
MTMR1	0.20325
YEATS4	-0.41375
SYNGAP1	-0.11875
PCOLCE	-0.039
MNS1	0.69625
PCYT2	0.909333333333333
ZNF182	0.45225
LAX1	-0.87625
