Hybridization REF	TCGA-BH-A1EU-01A-11R-A137-07
ZNF720	-0.126
CDK2	-2.079875
RHOJ	0.824125
CDC37	-0.632833333333333
ZER1	0.66625
GRK4	0.386
PRPH	-0.05375
POLR2A	0.19675
OGFOD1	-1.44875
NOL5A	-1.71625
PHEX	-0.109
FLJ16478	0.17725
C20orf117	-0.1615
CAMTA2	0.1375
C11orf74	0.293166666666667
DDX17	0.168083333333333
C5orf27	0.347125
PLEKHA2	-0.8893
PDE4DIP	0.3266
SCN7A	1.1105
ZNF559	0.247166666666667
CXCL10	3.53425
ZMYM4	-0.0755
STK32B	0.370666666666667
KIAA0888	-0.5582
TACR3	0.231
CKAP2L	-2.91625
KIF1A	-1.0245
RSPRY1	0.4415
VCAN	1.42725
CYP27C1	-0.101
SYDE1	-1.21283333333333
MED12L	-1.057
ZDHHC21	1.16075
NHS	0.8975
TM9SF3	0.604833333333333
DDHD1	-0.6035
MAFG	-0.713833333333333
BICD2	-1.0761
C14orf119	-0.5385
C14orf43	0.216428571428571
CDH7	-1.17425
ALKBH5	-0.317642857142857
JUP	0.41675
TMEM41A	0.750333333333333
MAMDC4	-1.19316666666667
CBX3	-0.858625
LRRC18	0.11525
RBMXL2	-0.81475
PLA2G4D	0.2745
FGF13	1.72425
KIF3A	0.920166666666667
PDIA6	-1.31325
DCXR	0.134
CASKIN2	0.255166666666667
EHD1	0.537333333333333
MARCKSL1	-0.557
ZNF496	-0.458333333333333
SCAF1	0.004
KCTD8	-2.3045
TRAF3IP3	1.80928571428571
LSR	-0.03325
CXorf1	0.366
C14orf112	0.269833333333333
EIF2B1	0.1195
OMP	0.1645
GSTZ1	0.106
LOC92017	1.32575
ISLR2	1.053
C12orf36	0.365
GATA2	-1.247
GABRA5	-3.0115
CELSR2	0.0530714285714286
STAM2	0.7172
TNAP	0.3935
PTPMT1	-0.278166666666667
GRP	5.4165
SV2A	-1.3995
MAGEA12	-3.749
CACNG1	-0.005
C18orf19	-1.255
GSG1	-0.2565
PTPRJ	0.0122142857142857
FRMPD1	0.641
ZNF668	0.061
PLEKHJ1	-0.877625
ADAT1	-0.8948
TMEM50A	0.3375
UCN3	0
HOOK1	0.544375
IL17B	0.042
MLKL	-0.0128333333333333
TTC14	0.172666666666667
KLHL5	0.702625
CRYL1	0.818666666666667
FOXH1	-0.3405
NFYB	-0.184375
PPM1G	-1.17775
GOLGA2LY1	-1.1735
NMT1	-0.389125
HADHA	-0.5136
CHSY-2	2.07925
PLEKHF1	0.938071428571429
SAGE1	-1.9035
MUSTN1	0.7975
SUHW4	1.77425
TFEB	1.35583333333333
ZFYVE27	-0.201
ATG12	-0.42
BMI1	0.455785714285714
ZIM3	-0.618333333333333
MYH4	-0.1455
MASP1	-0.95975
KIAA0984	0.535
RPAP2	-0.4675
ASB5	0.0075
BOLA3	-1.09683333333333
MIA3	1.46866666666667
KRT35	0.404
KIR3DL3	-0.8015
MRPL51	-0.2365
SEMA3F	0.135166666666667
NDUFB2	0.466333333333333
LOC253012	1.20475
FAM46C	1.0863
G6PC	-2.71125
CSAG3A	-3.978
PREX1	1.2365
SLC25A45	0.204625
MAPKBP1	0.3814
CPE	0.5365
GNB1	-0.893
CXCR6	3.254
TRIM46	0.0795
C16orf3	-0.147333333333333
HPSE	1.091125
TIGD3	-0.472
SPG3A	1.86475
LCAT	-0.782833333333333
ST6GAL1	0.0635555555555555
POMC	0.45375
FLJ36031	-0.245833333333333
NSMAF	-0.146666666666667
SKIL	1.043
ADSS	0.0266666666666667
HMGCS1	-1.2606
POLR3F	-0.0455
RAB10	-0.347625
ZNF277P	-0.26275
ZBTB7B	0.80375
DHRS1	0.590375
ABCC13	0.697
CNOT3	-0.1015
NFKBIA	1.324
GAK	-0.138333333333333
SFT2D2	1.017
HOXA6	0.2245
CRTC1	0.104625
LY6D	-0.560666666666667
C20orf72	-1.88483333333333
CPT1A	-0.45475
LMO1	-1.7565
EIF3I	-0.8085
PRB4	0.02
MCM3APAS	-1.774125
C20orf132	0.3578
FOXF2	-2.27925
S100A12	0.80225
MLH1	0.223333333333333
ACTN1	-0.1611
MRPL36	-0.473333333333333
C20orf106	-0.06525
FBXO6	0.693833333333333
MKS1	-0.921833333333333
CX3CR1	0.243125
PDE1B	1.0795
PLP1	-2.602
KISS1	0.132666666666667
C14orf2	-0.43
TBC1D3P2	-0.57025
COMMD6	1.0249
ANKRD7	-0.1875
PTCHD1	-0.79875
NARS2	-0.84075
DOCK7	-0.70675
FAM127B	0.1625
LOC390243	-0.126333333333333
N6AMT2	0.925
ZNF391	-0.4185
DNAJB14	0.115
WRB	-0.041
BPI	0.97975
TTC4	-0.790166666666667
FAM10A5	-0.34175
GOT1L1	0.0395
MAGED1	0.90425
RESP18	0.3655
WFDC6	1.3595
MT2A	-1.161
C11orf56	0.53325
KIAA1432	0.2455
ROR1	-0.65825
HSD17B14	1.27716666666667
ZFAND2B	0.206375
SAMD4B	0.021
HEXA	0.208
HNRNPU	-0.394863636363636
USP39	-0.58425
NRD1	-0.918
R3HDML	-0.23625
FLT4	0.150166666666667
OMG	0.0901666666666667
OR52N4	0.3565
LOC399818	0.0845
ELA2	-0.687
VENTXP1	-0.429
RFC5	-1.07
OR52L1	0.695
PAX5	0.1755
FBXO2	-0.25525
GMEB1	-0.4075
AKT3	-0.577666666666667
CRB1	-0.660666666666667
CTTN	-0.107
UTP15	-0.0116666666666667
HSBP1	-0.300666666666667
PHF11	1.6155
NDEL1	0.091
USP8	0.05075
BAIAP2	0.02375
SI	0.159833333333333
ARSJ	-1.1885
BAAT	-2.582
KCNS3	2.74733333333333
LOC126147	0.309666666666667
TMEM37	1.35925
C1orf162	3.59683333333333
MBD1	0.2628
ITGAL	1.3015
WDR73	-0.278166666666667
GKN2	0.126333333333333
ARFGAP1	-0.866875
SLC5A8	-1.42116666666667
ZBTB40	0.079
CYP4B1	1.08966666666667
LYPLAL1	0.48525
CHST3	-0.42925
MAP3K9	0.1255
BTAF1	-0.118666666666667
TFAP2E	0.196
RBM35B	0.18275
LOC441251	-0.289166666666667
ANKRD25	-0.187833333333333
UQCRC2	-0.0795
MAEA	-0.0988333333333333
HYAL1	-2.0536
RNPEPL1	0.309833333333333
CPSF2	-0.323125
PSD3	2.5031
ABCA13	-0.50175
AGR2	3.8535
GBX1	-2.0925
HDLBP	0.00521428571428572
ACY3	-0.282
HECW1	-0.803
ZNF519	-0.23975
HOPX	2.46475
ZNF304	1.21475
OR12D3	0.331
FKSG43	0.1035
METTL1	-0.256375
MFSD3	-0.7064
PSPH	-1.66125
CLCA3	-0.5155
DARS2	-1.70616666666667
CDC25A	-2.34483333333333
BAIAP2L1	-0.80975
B3GNT5	0.607125
USP29	-0.293
ARHGEF10L	1.9015
ATOX1	0.12825
ADAM30	0.2765
DNASE1	-0.78
STT3A	-0.472333333333333
RAB6IP1	0.308
PTN	2.3002
C1orf106	-2.10530769230769
HECA	1.7875
RNF122	0.287
SLC22A18AS	0.201833333333333
GNG8	0.417333333333333
ELP4	-0.26025
FAM65A	0.210833333333333
RPL10A	0.3725
IRS4	-0.163
MACF1	0.442
SEC24D	0.1975
LOC374395	0.77625
TGFB2	-0.431625
MDFIC	1.071875
CHRNE	0.126666666666667
PCMTD2	-0.0593333333333333
ATP6V0D1	0.292
MTA2	-0.02875
LZTR1	-0.445166666666667
RAP1A	0.989333333333333
AXIN1	-0.359375
POLR1C	-0.12525
TRIO	-0.466333333333333
PLXNA4A	0.27025
C5orf33	0.0995
DEPDC1B	-3.372125
ZNF473	-0.513333333333333
MTM1	1.09875
GPR107	0.43
CSNK1A1L	-0.164
FLJ14154	-0.229
NLRC4	4.7555
ENPP4	2.74916666666667
PADI3	-0.3215
RNF170	0.67025
CG018	1.9705
C16orf7	0.0025
KCNE1	1.13775
NRM	-1.34133333333333
SLC37A3	0.341285714285714
TPD52L2	-0.5255
UNC5B	1.17275
C12orf12	-0.2665
SDHB	-0.38775
CLRN1	0.34225
NUDT10	-0.464666666666667
UGT3A1	-0.13725
FBXW8	0.391375
RHOF	-0.134
PTPLAD1	-0.3195
MYO3B	-1.6085
DERA	-0.2215
TPP2	-0.82625
C19orf53	0.122166666666667
GINS3	-1.312
ST6GALNAC5	3.585
CHSY1	0.5995
MGC15705	0.4745
GPR83	0.136833333333333
EXT2	-0.11025
DOLK	0.45
TUBAL3	0.914
ACVRL1	2.0836
ABL2	-0.3735
C14orf156	-0.334333333333333
PTPRZ1	-2.83925
DIP2C	0.21
LAMP1	0.570625
RXRA	0.2785
MAP3K5	1.1515
ALKBH1	-0.00783333333333334
PDLIM7	-0.20475
ARL14	-1.9245
SNIP1	-0.275666666666667
TIMP3	1.48275
RGS3	0.300333333333333
SPAG16	2.4781
ABHD4	0.129
ARHGEF12	0.33175
GLUD2	-0.521
RAC2	0.3963
UAP1L1	-0.805
SLC18A3	0.2
YOD1	-1.06558333333333
RALY	-0.35575
HMOX2	0.28975
DGKH	-0.51275
DBNDD2	1.6895
YIPF4	0.421125
THAP10	-0.17125
ZNF513	0.25625
HAGHL	-1.78116666666667
ITGB4	0.200833333333333
CCDC141	-0.5375
YTHDF3	0.48275
C5orf28	1.088
RPL7L1	-0.49075
TMEM30B	0.6835
ANKRD35	2.8435
DUOXA2	-0.22775
TBC1D5	0.133625
DFNB59	0.465
HRH4	0.49825
MYO6	2.1923
DNAJA4	2.1235
RBM24	1.263625
CEACAM20	-1.488
RBM23	0.0437857142857143
NGFB	0.37
C1orf63	-0.6371
KRTAP7-1	0.0665
PERLD1	1.01925
NPB	-0.3155
C17orf59	0.9088
HSPBAP1	0.3125
SLC15A4	0.076
PRTFDC1	0.3075
OSMR	-0.750357142857143
CYSLTR2	-0.3785
C19orf25	0.1064
KIAA1797	0.3475
NLRP6	0.147
FAM105B	-0.1288
SCRN2	-0.0905
LRRC58	-0.9945
RNF17	-0.0664285714285714
NEIL3	-3.889
FAM137A	0.47
SKP2	-2.65775
PARVA	1.08275
PKLR	-1.4095
RNF34	0.326125
A3GALT2	0.15525
C12orf50	-0.0701666666666667
SUNC1	-1.08075
FAM102B	0.246166666666667
CCT2	-0.682
LRRC37A2	-0.933
ARF4	0.8945
SIKE	-0.200375
C8orf48	3.20033333333333
MBTPS1	-0.0455
GPSN2	0.076
NCF2	3.5565
SLC12A6	0.02
MRPL48	-0.5975
HMGN3	-0.0318333333333333
LRRC62	-0.906
PAX9	1.501
FAM55A	0.182
C20orf42	-3.00933333333333
SCML2	-1.8185
BCL9	0.44525
FAM40A	0.02425
C9orf41	-0.623666666666667
ZNF774	0.1625
LETM1	-1.4435
PLXNB1	0.147
NIPSNAP1	-0.913375
USP10	-1.3165
F9	0.32975
LIPE	3.526
CNGB3	-0.3665
C12orf52	-0.093625
PI4K2A	-0.0835
MED8	0.101
STAT4	2.3953
FGD4	0.584333333333333
RNF145	-1.20083333333333
WDR32	2.7479
CLDN2	0.229
TCEAL8	1.46625
ZMYND8	-0.4947
PDXK	-0.2235625
GATAD2A	-1.08075
PTGES3	-0.4145
CCM2	-0.1545
TAP1	1.0025
ZNF670	0.3405
ETS2	0.0796428571428571
C6orf166	-0.125333333333333
PRMT2	0.0347142857142857
OR4B1	0.3705
INTS8	-0.3475
CCDC102A	0.13125
CCDC83	-1.046
ITGA1	0.0395
EPHA5	-1.9343
FAM24B	-0.717333333333333
TSGA10	1.7365
HAL	-1.96533333333333
MYOT	0.915
SPACA3	0.3425
BCL2L2	0.0316666666666666
CUGBP2	1.42766666666667
CCNB3	0.829
RNF113B	0.17025
MERTK	1.017
BAG1	0.66575
VPS36	0.0175
ORMDL3	0.4737
C1orf190	1.0345
ZNF625	0.44425
CORO2B	-0.70525
ALOX15	-0.391
CST1	0.573
NUPR1	1.76666666666667
CCL7	2.5295
SMCR5	-1.8295
DSC2	0.731
RBMS2	0.38125
GRIK4	1.1025
TRIM65	-0.3167
TMPRSS6	1.17535714285714
TP53INP2	-0.9
GLB1L	0.860833333333333
LOC388284	0.375833333333333
PUS1	-1.01364285714286
BCL9L	-0.022
OLFM1	0.591
RET	0.083
MASTL	-2.41716666666667
ALX3	0.204
IL1RL1	0.687333333333333
ZNF765	-0.1629
C14orf138	0.325
SNX10	-0.4685
TAC4	-0.0165
C1orf64	1.961875
POGK	0.822875
MAPK9	0.37675
ZNF366	3.94125
C8orf79	2.3586
CLDN7	1.153375
OR5AT1	0.3235
TRIM37	-2.34675
LRRC25	2.848
GRHL2	2.1044
TEKT3	1.99075
LASS5	0.105
ABCC4	-2.02925
DLG3	0.71425
VGLL1	0.812625
ZFP36L2	1.67933333333333
MFRP	0.029
KIAA1799	0.24775
FLJ44379	0.2455
PCNX	0.19525
ANXA9	1.4575
CYP4V2	1.5535
PIK3C2A	-0.43625
SRR	0.194
NOL3	-1.04
IFITM2	1.373
ARNTL2	-1.71925
ZNF595	0.84825
NLRP13	0.102
ASPH	-0.098625
CPA2	0.088
PVRIG	0.656166666666667
LEPR	1.33316666666667
C16orf42	-0.203666666666667
SH3BGRL	3.993
FAM77D	-0.372833333333333
FNDC7	-0.676
C9orf6	0.841666666666667
NOTCH2NL	0.8895
PGBD1	-0.277833333333333
SYNGR2	0.617166666666667
PITPNA	-0.1899375
PRPF4B	-0.6731
SLC43A3	-0.828785714285714
NRBP1	-0.02975
SLC25A22	-0.20725
ILK	0.36525
SLC22A8	0.301666666666667
MRPS7	-0.7085
PITX2	-0.1435
FABP3	0.2955
OR1L1	0.2295
LOC728215	0.96525
BLID	-1.8
KIAA1217	2.23570588235294
TFPT	0.56825
AP4B1	0.015
VBP1	-0.34375
OR1K1	0.091
MORC3	0.814
BHMT2	1.127
C3orf10	0.74725
FZD7	1.2735
WFDC10A	0.6365
PMS2CL	-0.490125
CCDC32	0.7755
FA2H	-1.08825
ALG13	-0.0035
TTLL7	-0.7466
SPOCK3	0.33925
SLC13A2	0.5645
AIM1	1.097
GPRC6A	0.249
EGR2	5.444
MED11	0.549
WWC1	-0.00375
SH3GL3	-2.811
RIF1	-1.08057142857143
PRLH	-0.006
VLDLR	-1.3045
DBT	-0.2470625
C21orf63	1.13225
CGGBP1	-0.051875
KRTAP12-2	-0.621
TADA3L	-0.322375
ZBTB16	2.9855
PDGFB	0.96125
RFX1	0.270125
UQCRB	0.0468
LOC133874	0.1405
HPS3	-1.09175
LGALS3BP	0.4552
DKFZP564O0823	1.85985714285714
MRFAP1L1	0.510375
HOXA10	-0.9425
NGB	-0.0975
KIF21A	-0.932461538461539
IFLTD1	-0.791
LZTS1	-0.56975
ARHGEF3	1.565
RHBDL3	-1.777
CSNK1G2	-0.23875
ChGn	-0.454125
KIAA1244	1.58333333333333
GABRB2	0.263
MGC72080	-1.362
CD27	3.5215
EGLN1	-1.6302
PEX13	-0.0615
RWDD3	0.61125
RNF12	-0.643333333333333
GRIN2B	-0.1445
ADAMTS14	-0.511
DYDC2	1.36216666666667
ATP6AP1	0.733
NR1H2	-0.188833333333333
PDK2	0.4345
C3orf17	0.364666666666667
SLC38A2	-1.18435714285714
SLC25A29	0.232166666666667
C15orf29	0.50125
ADAM9	0.228166666666667
TMUB2	-0.024875
GPR176	-0.45775
AGK	-0.2005
MCCD1	-0.0155
NDUFA4	0.03975
TMEM146	-0.1735
DUSP1	3.027875
UNQ6975	1.703
EMX2OS	3.982
INSM2	-0.07225
LUZP4	-0.22675
SETD6	-1.077
P2RY2	2.43425
SLC45A2	-0.84
RABGAP1	0.1245
UBXD5	0.335125
GPRC5A	0.5738
PAK3	1.29433333333333
LOC63920	-0.20925
TGFBR1	0.3046
KRTAP6-3	0.06875
SFMBT2	-0.56425
CDC42	0.1789375
C11orf35	0.5685
TTLL2	-0.05675
UACA	0.650833333333333
CD97	-0.5932
SETD5	-0.252125
NINJ2	-0.21375
PTER	0.755
POMGNT1	-0.3585
KRTAP4-2	0.3015
ECGF1	2.04725
HRB	0.257727272727273
ATP1B2	-0.0108
LOC400506	-0.46925
COL4A3BP	0.81375
C6orf97	1.20775
GRHPR	0.528
TAS2R1	0.682
SEMA7A	-1.492
EDF1	0.273
ODF2L	0.3807
PCID2	-0.905333333333333
GTF2H4	-1.15716666666667
ZCCHC3	-0.35925
CGB2	0.127666666666667
NEUROD1	0.13975
C20orf75	-0.493
RP5-1054A22.3	1.67833333333333
IFNA5	0.5095
ZNF134	0.54975
MGC119295	-0.8432
ZSWIM6	0.587
SMEK1	-0.017
PCGF2	-0.059125
C1orf102	1.9215
CYP2A13	3.258
KCNH6	-0.3088
MDM1	0.945
ALDH7A1	-0.193166666666667
C9orf75	0.49775
VDAC3	-0.008125
OR51T1	0.2635
EIF3F	-0.145833333333333
KCNJ10	-0.432
LENG8	0.26375
EDEM2	-0.153416666666667
CCNJL	-1.55766666666667
DHX37	-0.638
CRYGN	0.3025
AATF	-0.82825
ZNF630	1.577
E2F5	-0.745
WFDC13	-0.26575
FTSJ3	-1.32933333333333
C4orf33	0.7655
LHFPL4	-2.145
C19orf56	0.351166666666667
SMAD4	0.778375
AFM	-0.913333333333333
G0S2	3.04925
FCHSD2	0.0609
RRP1B	-1.0134
EEF1B2	-0.19
STAT6	0.325666666666667
ZNF195	-0.6715
GNL1	-0.828
ZNRF2	0.8045
PER3	0.491625
ASB16	0.10275
C10orf10	1.91285714285714
ADCY8	-3.10516666666667
C9orf58	-0.547833333333333
ARMC10	-0.360666666666667
PSG1	-0.6415
DHX34	-0.17375
VARS2	-0.864875
NFIC	0.093
ITPR2	1.112
AGXT2	0.0603333333333333
OR6K3	0.1455
H2AFZ	-1.401
MLLT3	0.691166666666667
COX4I2	1.8365
CCNT2	0.354875
PLK4	-2.609
NUMBL	-0.2965
MED16	-0.1025
PLEKHQ1	1.9145
GOSR1	0.122888888888889
BTG4	0.09575
RPL30	0.3335
IGSF5	-0.51475
IGFL2	2.5375
ELMOD2	0.479833333333333
SHC3	-0.091
HAVCR1	0.0885
DYNC2H1	0.58725
RNF5	-0.9585
C2orf7	-0.26725
NLF1	-0.037
KLHL25	0.64275
LRP10	0.7532
KRI1	-0.949
PUS7L	0.321
MGMT	0.8045
HOXD1	0.980833333333333
CSH1	0.0129
ATG16L2	-0.58025
FLJ44635	1.1915
CHODL	0.2855
EXOSC8	-1.034
SLC28A1	-0.3185
MYO7B	-0.454
SEH1L	-1.0838
MTNR1A	0.272666666666667
TSPAN5	-0.460166666666667
CDC45L	-3.715
AMIGO1	0.882
ATAD3A	-1.890125
OSGIN2	0.755333333333333
PDIK1L	0.600833333333333
DARC	3.457375
PIPSL	0.0085
SHMT1	-0.8795
CRISP3	0.772
POPDC2	2.55283333333333
ZRANB2	-0.6525
FBXL8	0.0405
TRIP13	-2.90372727272727
EIF5AL1	-1.085
POU5F1P3	-4.26883333333333
IL6	0.867666666666667
CXorf38	0.140666666666667
IFNA16	0.0265
FBXL2	1.46533333333333
BRD1	0.31425
STATH	0.28925
FBXO44	-0.141
MCCC2	0.33375
CDC2	-2.457
C5orf23	1.4245
IVD	0.0075
C10orf122	-1.55675
MSL3L1	0.5305
MVP	0.628
EPOR	-0.6445
ZMYM1	-0.603666666666667
BCL7C	0.0645
PSTPIP2	0.6187
LYPD1	-2.1865
OR8G5	0.022
ZP3	-0.365166666666667
BCAS4	0.921333333333333
EDG6	3.301
ISY1	-0.46275
PRAMEF2	-1.24025
CUL1	-0.6645
RNF213	0.5914
CCRK	1.15525
DHX9	-0.510125
C13orf29	-0.7045
NCKAP1	0.429
MRPL43	0.321214285714286
XPR1	-0.94425
PKN2	-0.2554
PODNL1	0.2345
ZNF333	0.476875
DALRD3	0.3225
OPN1SW	0.271
BTBD6	0.5055
C11orf82	-1.7445
OR5P3	-0.3195
DUSP11	0.52675
L1CAM	-1.3265
NEK11	1.4895
OR7E91P	0.899
CNTN3	2.1124
CREB3L2	-0.22975
ZBTB37	-0.108
KIAA1324L	1.67525
NDUFB10	-0.0525
NUDT2	0.482
GTPBP8	-0.7035
CACNA1D	1.564625
PRKAA2	-0.53
PRDM8	0.25
MGC16075	0.556833333333333
KRT14	1.00985714285714
PP8961	0.041125
MRPL18	-0.5225
ABCG2	-1.231
PACRG	1.83375
BBS2	0.40225
KREMEN2	-3.271
FBXO21	1.10675
HNRPUL1	0.012
GRB10	0.523
CLSTN1	0.402
LMAN2	0.0757
C17orf61	-0.4355
NIPSNAP3A	1.01675
INSIG2	-1.39566666666667
PCDHB7	1.7525
STXBP2	0.5435
CMAH	1.791
SEMA5B	-0.66375
ZNF155	0.583666666666667
COQ6	0.2035
PRPF4	-0.8725
TSPAN15	2.351
VN1R5	0.0355
LATS2	0.14675
SELK	0.60125
PGK2	-0.2
MS4A1	3.44925
TYW3	-0.8189
KRTAP5-1	0.08125
RCCD1	-2.13133333333333
BTN1A1	0.173
DDX28	-0.38325
TMEM65	-0.637375
LOC92345	-0.301
TTC31	-0.3075
WDR46	-1.1565
CHP2	-1.26333333333333
LSP1	1.363625
ZNF542	0.4665
EXOSC1	-0.1115
ARHGAP18	0.477
LRRTM4	-1.21875
MAOB	3.29816666666667
CACNB4	0.86825
MGC33846	2.004
RANBP3L	2.677875
ATP5L	0.162625
ONECUT1	-3.3365
NUDT9	0.3715
TMEM149	0.842
STX17	0.80175
IGSF10	-0.88375
TMPRSS9	0.011
BMPR2	1.04225
ALLC	1.042
KLF7	-0.052375
GCC1	0.1891
TIMM9	-0.29325
CDO1	2.868
MGC10701	-0.569166666666667
IFI6	2.10216666666667
FRMD8	0.337
MGAT2	0.31425
WBP5	1.10016666666667
CNIH2	-0.10375
KIAA0907	-1.0112
KCNH8	1.415
CTSG	2.27225
GRIK1	0.254333333333333
CUL5	0.180875
FRMD1	0.073
OR9A4	0.861
SYT6	-1.093375
FOXD4L2	1.04325
ANAPC2	-0.022
OPN5	0.0665
TAF13	0.0085
LYG2	-0.39225
GGNBP1	-0.011
C11orf40	-0.0605
OTX2	-1.075
REG4	-0.0535
EIF5	-0.1993125
PALB2	-0.75475
SEPSECS	-0.0599
RNASE3	0.14525
TRIM49	-1.004
POLR2K	0.2514
GPR42	0.339
C8B	-2.8595
SASS6	-1.41775
PREB	-0.402333333333333
OR3A3	0.3195
TUBA8	0.569375
IGLV2-14	-0.559
STIL	-2.92875
ANKFN1	-0.603
NME7	0.1775
HOXC12	-0.924
UBE2C	-2.474125
FHOD1	-0.9215
CDK2AP1	0.0646666666666667
OR6K2	0.02825
DHPS	-0.3065
RPL5	0.105
TRGV5	0.501
LOC541472	0.383625
HCCS	-0.2323
DENND1B	1.8885
LHX3	0.228
OR5D16	0.208
CXorf57	-0.258333333333333
IRF2BP1	0.65675
NDST2	0.607166666666667
LCE3D	0.1595
BOLL	0.338
SYT3	-0.53525
PIH1D2	0.6745
C20orf7	-0.335833333333333
IL1R2	1.75416666666667
SLAMF9	0.498
PPME1	-1.1345
PIK3CA	0.272
TRAPPC1	0.329875
COLEC10	-0.611
SLC9A6	-0.579
PDDC1	-0.173666666666667
CCDC53	0.91875
GK3P	-0.192
DAZL	-0.39175
BRI3	0.37
SDK1	-0.266875
CYP2C18	0.29475
IFI44L	3.422
RPL3L	0.3995
FUT9	-1.14933333333333
KIFC2	-0.4475
PMP2	1.394
SLC4A9	0.1865
PLAG1	-0.878166666666667
MYCBP2	0.767833333333333
OR4E2	0.0505
CCDC65	1.88025
C16orf82	0.057
ENTPD4	0.38725
BRP44L	0.54
PMP22CD	-0.23775
TMCO4	1.26666666666667
KCNN1	-0.691166666666667
WDR35	-0.08125
CCDC80	2.888
C3orf31	-0.223
SLC7A9	-0.711
TMEM190	-1.49925
DBC1	-0.438666666666667
FADS3	-0.0713333333333333
PDZD8	-0.913833333333333
GRM5	0.016875
AZGP1	3.2758
PEX3	0.4815
MED1	-0.330571428571429
ATG4C	-0.283
HNRPH3	-1.06925
FAM109B	1.36575
C4orf17	-0.0665
CA10	-0.3955
OPRD1	-0.0075
CCL16	-1.4475
SACM1L	0.279
CST6	3.18325
CD63	0.996875
LGI1	1.808
ZNF784	0.03
CRYBB1	-0.4985
CX3CL1	0.834
TOP2A	-3.32775
GYPB	-2.4655
GADD45GIP1	-1.16975
FEN1	-2.3345
IGF1R	0.3279375
WDR72	-1.842
PURG	-0.651
DEFB126	0.28225
PKD1L1	0.58175
CAV1	-0.5321
GNPDA2	1.1513
DGAT2	1.8305
NLGN1	-2.199
STRBP	0.477875
HPRT1	-0.523833333333333
FANCI	-2.4445
PSMA7	-0.461375
DBF4B	-0.877833333333333
TTF1	-0.292
RAD54L	-3.05325
ELOF1	0.37675
PLAGL2	-0.383375
ZNF256	0.62325
HMGCL	0.44925
MSI2	-0.6235
RPESP	-0.506
C11orf60	0.65825
ABCD1	-0.327
ACAA1	0.8228
SPARCL1	4.28564285714286
IL6ST	0.5794
ZNF319	0.5635
TMEM109	0.1993
FAM90A1	-0.774666666666667
IL22RA1	-1.541
ATP4B	0.098
TEC	-0.119666666666667
C7orf30	-0.65025
TXNDC2	-0.436666666666667
ABCB4	-0.33125
KIAA1191	0.714125
C9orf38	-0.038
SFTPB	0.25525
CNTNAP2	-1.91458333333333
FRK	1.1655
TBX19	-0.08625
CHD4	-0.61725
C6orf26	-2.49966666666667
MOSC2	1.661
IKBKE	0.257
HIF1A	-1.27533333333333
LOC595101	-0.292
RELA	-0.0381666666666667
TMEM16B	0.256833333333333
ABHD12B	1.196
TSEN34	-0.0435
KIF18A	-2.9635
TXNDC9	0.266666666666667
SPATA2L	0.1755
SEMA4G	-0.925
C21orf91	0.184875
MATN1	-0.237
KCNIP4	-0.376833333333333
TUSC1	2.210625
OR4C15	0.249
ARMCX6	1.40158333333333
WBSCR27	-1.33766666666667
OR52I2	-0.00399999999999998
KIAA1604	-0.4355
DYNC1I1	-0.567375
PPP4C	-0.3875
SLC47A2	-1.57316666666667
TREH	0.13625
CD48	3.73733333333333
ST14	0.782166666666667
PKN1	-0.456
SPON2	2.6405
XBP1	2.33766666666667
SFRS12	-0.3945
EFCAB6	2.596
SELT	0.56775
SLC39A2	0.716
ERF	-0.8745
ARL3	0.424
SURF6	-0.9834
MLLT10	-0.583666666666667
FLJ11171	0.438833333333333
TDGF1	-3.26433333333333
ERCC6	-0.2605
EIF2AK4	-0.26175
BAZ1A	-0.248
LRRN3	2.22683333333333
TMC3	2.014
EFTUD1	-0.43975
PTPRO	1.7325
CLEC12A	2.345375
ACBD4	0.116
ZDHHC14	-1.09025
OTUD7B	0.84425
ACTB	0.0593125
MSRA	0.5065
LCE5A	0.3545
IFI35	1.0345
BSCL2	0.5625
ANKRD12	0.5945
CFHR2	0.53025
RGAG1	0.00483333333333335
HSFY1	0.3975
SLC30A5	-0.213583333333333
IMPG1	0.267
GPR109A	0.38
ZNF185	0.851
IYD	1.378
NPCDR1	0.2195
SERPINA13	0.061
HMGCLL1	-0.474
NEUROG1	0.175833333333333
UBQLN1	0.0663125
LIN37	0.33725
SOCS2	-0.26075
DSCR4	-1.40275
XKR6	-0.147
GPR142	0.2845
KRTAP13-3	0.5245
CCDC15	-0.64
MOS	0.059
CD1E	0.7055
OFCC1	-0.197166666666667
FAM83D	-3.31675
SRFBP1	0.35325
C9orf96	0.0285
DHDH	-0.54625
CCDC90A	-0.473
RABL3	0.4399
CD320	-2.06733333333333
ANGEL2	0.423666666666667
MRPL21	-0.187
SMG6	0.424166666666667
INSR	1.1253125
FLJ14816	-0.505
GLRB	0.0291666666666667
C9orf89	1.1515
CIZ1	-0.51575
URG4	0.0276666666666667
LRDD	-1.03966666666667
CBY1	0.4975
NFX1	0.229375
MTERFD2	0.393428571428571
C19orf23	0.2445
PGC	-2.60775
IER3IP1	0.8439
RASAL2	1.14225
C1orf89	-0.542
SYNJ1	0.045375
NFKBIE	0.519
FLJ40125	-1.05683333333333
TCEB2	-0.1627
NOG	-1.469
POLR2J2	-0.5135
