Hybridization REF	TCGA-BH-A0C3-01A-21R-A12P-07
CD44	-1.2302
ABCA3	1.149125
RPS17	-0.45175
FEZF1	1.364
PCDHB15	-0.48925
KCNMA1	-1.49968181818182
CCDC116	-2.9135
C15orf27	-2.8225
NARG2	-0.7330625
ITGA5	-0.952
MEFV	0.138
TUT1	-0.358125
LOC541473	0.102
NMBR	-0.0265
GLT1D1	-2.25966666666667
ABCB7	-0.3275
PFKP	-2.378
C9orf91	-0.0603
LRRC41	0.565
C1orf85	0.931166666666667
ATP5F1	-0.27925
STOX1	2.601125
GFOD2	-0.18325
SLC25A3	-0.512125
ZNF646	0.1106
ZAR1	-0.76
OSTbeta	-1.773
GALNT3	2.79475
IFT122	-0.174166666666667
LDB3	1.1035
GARNL1	-0.258538461538461
HOMEZ	-0.477166666666667
LRRC6	2.97225
ANGPTL5	0.692
UBAC1	-0.27875
DLEU7	-0.34975
RPL19	0.189375
TOP1MT	-0.895
LOC643641	-0.298625
MBD3L2	-0.396
NTSR1	-0.387166666666667
WISP2	1.85125
GPSM2	-0.26475
RDH10	0.9484
PRKCG	0.1825
HIST1H4J	0.327
MON1B	-0.0828
MLF1IP	-0.540166666666667
ZNF446	0.351875
COL4A5	0.2151
SLC26A1	-0.0919285714285714
RGN	-1.10175
CCNB1	-1.91475
C9orf165	0.023
CCDC28B	-0.70625
CCDC97	0.49425
FGR	1.94725
MSRB3	1.1323
EPN2	0.62425
COX15	-0.132
KCNK6	1.066
XK	-4.73125
GDA	-5.13
HEPH	-0.825875
THRAP3	0.986625
MET	0.1385
PHYHIP	1.065
LYAR	-1.20116666666667
ING3	0.63225
AK7	-2.27125
CCT8L2	0.206375
COPS7A	0.601833333333333
WSCD1	-0.46875
RNF185	0.862125
TNS3	0.38425
KNDC1	-0.8445
RWDD4A	-0.1615
MED13L	1.602
ZFYVE1	0.523125
C7orf44	-0.373
MRPL1	-0.1995
STGC3	0.06375
TEAD1	-0.5375
RPL7A	-0.791285714285714
ARL6IP1	1.4421
C1orf178	-1.0015
CTAGE5	0.16625
TMEM184A	0.0895
SLC25A14	-0.10075
CACNG5	-0.41725
ATXN10	-0.00369999999999999
ECH1	0.54
CCL22	0.059
CYP2F1	-1.3335
GADL1	0.3725
TMEM19	-0.0274
RUNX3	0.3965
EFNB1	0.349
LIPN	-0.3495
ACSM3	-4.0125
SIGLEC8	1.152
ASCC3L1	-0.2165
NOL8	-0.44725
RELT	-0.196
Magmas	0.0575
PPP1R15B	-0.2294
C11orf2	-0.137
VKORC1	-0.153
MGC26647	0.88
TRPM6	1.29991666666667
UGT2B7	-5.44716666666667
FEV	0.489
FOXK2	0.3346
PDCD5	-0.432833333333333
SLC8A1	1.377
DGUOK	-0.928333333333333
CLDN16	-0.0825
GAGE1	-2.437
RBM17	-0.1453
C1QTNF3	1.881
VGLL3	0.336666666666667
UNQ5830	0.884
CD1A	-2.6695
SCGB1C1	-0.193
SUPT4H1	-0.242125
TRAF5	0.426
ASAHL	0.771
FAM73A	1.09883333333333
OR6B1	0.763
WHSC1	-1.60735
GFPT2	0.628
LOC339809	0.049
STARD5	0.48525
SIP1	-0.70675
DNAJC15	0.23825
STAU2	-0.3708125
FAM98A	-0.057125
RAD23B	-0.9100625
LRRC33	-1.0195
CHRAC1	-1.0985
C21orf89	0.5225
C19orf43	-0.0116666666666667
KLK8	-1.845
CCNE1	-0.96925
PKDREJ	0.598166666666667
SSU72	0.16825
C17orf73	0.0455
GPR78	0.192
WHSC1L1	0.2579
GSTA2	-2.4325
SMUG1	0.524166666666667
UFM1	1.0291
AP3M2	-0.23625
USP14	0.442375
FBXL14	0.549333333333333
DSTN	0.227
SFRS14	-1.12425
FBXO31	-0.217166666666667
C12orf40	-0.39825
FRS2	1.54325
NR2E3	-1.273
TUBB2C	-0.42975
GMPR	-0.9745
C9orf139	0.6165
ING5	-0.359571428571429
LOC730092	0.692666666666667
ORM1	-4.62975
RP11-11C5.2	-0.6355
HSPD1	-1.0828
PIWIL3	-0.8445
C5orf13	0.3439
OR5R1	1.065
LCOR	0.12
PLEKHA9	-0.5025
CCDC43	0.55675
ZNF232	-0.8305
SLC6A7	0.9465
ADH5	-0.140666666666667
SHBG	-1.00916666666667
CROCCL2	0.2125
PANX3	-0.339
CDIPT	1.0865
SLC16A5	0.23675
TUBB	-0.479875
TOR3A	0.9057
PREP	-0.970166666666667
ENTPD8	-0.106642857142857
CHMP1B	0.24775
SYT12	-0.8781
MYH6	-2.0836
MAP3K13	0.284
KLHL30	-0.295833333333333
LCMT1	0.213625
EIF1AX	-0.233916666666667
FOXD4L1	0.1855
SLC24A5	-2.2725
RNF166	-0.2498
TJAP1	-0.2025
TMEM156	-0.483333333333333
ZNF239	0.7595
SNX19	0.5745
GKN1	-0.117
FCN1	3.2021
C1QL1	-1.08775
ATP11C	-0.398375
ZNF35	0.53275
CARD8	0.6495
LIMD1	-0.530833333333333
KIAA0286	-0.04
XRN2	-0.558
CD6	0.657166666666667
TOX3	1.018875
ZSCAN4	-0.185666666666667
RSRC1	0.168375
COG1	0.25975
PTRF	1.1725
C16orf35	0.334125
FBXO24	-0.363
CHST11	-0.6795
THRB	0.1875
MYBPC1	-0.66575
RNF39	1.164
PSMD11	0.255
ALAD	0.49
EN1	1.984
SLC9A9	1.9475
GSTM4	1.5421
CDC42BPA	-0.355
RCSD1	0.15725
LUC7L2	-0.674
SPTBN1	1.3268
LOC146167	0.4495
BAT5	0.6559
ZNF452	0.2925
LSM4	-0.162625
SRP72	-0.2702
SGK269	0.22
MTX1	1.3085
CENTA1	0.14075
UNQ9433	-0.498
ATR	-0.865833333333333
DDX49	0.00883333333333334
PAQR8	-0.82
C14orf174	0.0675
GBGT1	0.6635
THAP1	0.33825
OR10K1	1.653
RASIP1	-0.646333333333333
DPYD	0.6718
DOHH	0.46825
C18orf45	0.414
POF1B	1.5904
ZNF552	2.59975
USP32	0.0385
MED27	-0.993666666666667
C14orf149	0.763333333333333
PRDX4	-0.936166666666667
ABHD12	0.8861
AGT	-1.268
SLC22A14	-0.5895
C1orf58	1.313
PILRA	-0.5995
ABCF2	-0.74425
C17orf85	-0.6644
TKTL1	-0.94025
FGF1	1.39685
IL6R	0.0346666666666667
VPS25	0.05525
CHRNB2	0.473375
COL7A1	-2.3319
LRRC48	0.348333333333333
SPG20	1.08783333333333
COX10	-0.251
GCA	0.15125
ECEL1	-0.816833333333333
GLG1	-0.143666666666667
SRD5A2L2	-0.2205
MUTYH	-0.982875
ZNF70	-0.71975
L2HGDH	-0.3325
GPATCH2	0.56025
ZNF655	0.171375
ZNF227	-0.105666666666667
MCOLN2	1.37933333333333
NQO2	0.01625
KCNQ5	0.1115
NEU1	1.18216666666667
QRICH1	-0.1945
ZBTB20	0.644666666666667
RPUSD3	-0.2795
EPGN	-1.22083333333333
TSN	0.177916666666667
SPRY2	-0.975666666666667
LZTFL1	0.036875
GMFB	0.40375
PBEF1	-0.563
HBG2	-3.4335
TMEM8	0.57925
PALM2-AKAP2	1.04033333333333
NFYA	0.791
FAM108A1	0.3095
PBLD	0.877625
NRG4	-1.878
PIGF	0.7965
PTGER1	-0.35675
NOS2A	0.328833333333333
C21orf34	1.03366666666667
C21orf51	-0.0485833333333333
IL17C	-0.5435
TRMT6	-0.386666666666667
ETV2	0.0943333333333333
CCDC109A	-0.7525
MYLK2	-1.9055
ATP10A	1.3683
DPH4	-0.4115
C5orf5	-0.7395
KCNA4	1.40466666666667
NMNAT2	1.04
GLYATL2	-1.45
LSMD1	1.5285
IL23R	-1.5835
NRF1	0.049
MUC15	-2.25416666666667
PRDM12	-2.858
PAQR4	0.222071428571429
RBBP6	-1.2591875
IFI27	3.39325
SKAP2	0.528166666666667
TAGAP	2.21075
TJP3	1.2645
C9orf61	-0.14525
IDS	0.128857142857143
PARG	-0.039
LOC131149	0.325
DYRK4	-0.139333333333333
MICALL1	-0.13725
GALR2	-0.219
GPBP1L1	0.36075
TBX21	4.61175
KCNJ6	-0.819
GGN	-0.71975
CASP5	0.386333333333333
RNF182	-4.62325
BRD4	-0.39175
DOK4	-0.29225
SLC46A2	0.8175
SOX9	-2.27158333333333
ZNRD1	-0.473666666666667
PRR6	-2.97675
FAU	-0.070375
DTNB	0.056
CARD9	0.18125
STS-1	-1.36433333333333
SLC4A5	-0.115375
NSBP1	-1.292
UGCGL2	-0.33
POTE15	1.2425
NOXA1	-0.41625
RP13-347D8.3	0.41675
SAMD10	0.0691666666666667
EP400NL	-1.25125
TCF21	0.0995
AMELX	0.27825
JPH2	0.1756
SLA	2.0135
DLST	-0.998166666666667
SEPT12	3.17925
RGS20	-3.99725
LXN	0.7
ZNF419	0.44975
UPK3B	-0.526666666666667
RELL1	1.3265
ESPNL	0.431
KLHL21	0.15775
PI15	-0.654
C2orf61	-0.219
LOC407835	-0.0943333333333333
RER1	0.400666666666667
ELAVL2	0.1245
MGC26718	-0.47975
KLF2	2.7555
TNFAIP8L3	1.01241666666667
TFE3	0.60825
C11orf17	-0.390125
15E1.2	-1.5535
SNRPC	-1.058
DLGAP1	-0.10325
PGLYRP1	0.433625
OVCH2	0.059
IRF7	1.2201
SET	-1.5057
NAB2	-0.324833333333333
LRP5L	-0.83775
FAM120A	0.151375
ASCL2	-0.535666666666667
SHH	-0.171
ATP5H	0.3435
THPO	-0.814666666666667
TYRP1	-2.63916666666667
HIST1H3E	1.6505
EIF2S1	-0.399611111111111
TNFRSF17	-0.721166666666667
TARSL2	0.718
NKX2-8	0.251
C1orf115	2.1695
LOC56964	0.187
KIAA0841	-1.4315
ISCU	0.9255
TTMA	-0.7825
ZNF414	0.21
LOC441150	0.741
RAB15	-0.713
HBP1	1.32066666666667
TNNT2	-1.5395
CECR5	-1.10825
PHGDH	-1.705875
JRK	0.4172
XPO4	-0.78375
FAM131C	-0.111
ARHGAP25	1.60766666666667
CA9	-3.77688888888889
GPR62	0.367333333333333
TLX1	-0.1158
GPS1	0.82225
OR2M2	-0.022
BDP1	0.573142857142857
FAM70B	1.00875
RPS29	-0.395416666666667
MKLN1	-0.6362
TSPAN19	-3.9935
SLC29A3	1.2987
LGALS4	-0.335666666666667
USH2A	0.9985
NF1	-0.237333333333333
APOBEC3A	2.43933333333333
IMPAD1	1.03283333333333
OLR1	1.87533333333333
NRAP	0.6075
HCFC1R1	0.684
TAOK2	0.5115
MCM10	-1.889
MAP4K3	0.961916666666667
CBS	-3.00525
CLK3	0.0735
PCDHGA5	0.3075
ELF4	0.92325
FAM71A	-0.68
C11orf49	-0.5985
CLIP2	-0.3285
BTBD9	0.8057
ZNF524	1.01325
KDELR1	0.148833333333333
ZNF509	0.2345
NCSTN	0.7495
ZNF533	0.00707142857142859
PARP4	0.279625
GALNT9	-0.038
NPY	-2.6845
BEGAIN	-2.15666666666667
TMEM77	0.591333333333333
FOXRED1	-1.59283333333333
SLC16A2	1.35483333333333
SLC35B1	0.74025
GK5	-0.19425
SDCCAG10	-0.471
C4orf20	0.474
SLC9A2	-0.2695
ADD1	0.430142857142857
TAL2	-1.23433333333333
ACLY	0.457875
DNAJC1	0.815
SOST	-3.4485
USP43	-0.302333333333333
CYP4F12	0.648
FKBP5	0.58825
CHCHD5	0.7953
NUDT22	-0.642
CCDC85B	-0.266
OR51G2	0.5115
STRN3	0.634071428571429
TMOD2	0.517
FLI1	1.1335
MAB21L2	0.579166666666667
DGKQ	0.3325
VPRBP	0.6795
SCNN1B	0.7313
ECHDC3	3.1005
TMEM106C	-0.49625
CSNK2A2	-0.875
RPL39	-1.4367
HERC3	0.3819
ZBTB47	0.968833333333333
ZNF681	0.08325
PAGE2	-2.5175
CLIC5	3.99485714285714
RABAC1	0.9355
ZFHX2	0.306
YPEL1	0.419833333333333
KIAA0776	0.08625
NR1D2	0.36825
DNAJC4	0.239125
NPNT	3.1645
ZNF677	0.175
ZNF536	-1.2745
MEF2B	0.22
PTPN4	-0.29975
CTCFL	-5.602
STX5	-0.3655
CD72	1.63125
VEGFA	-0.679631578947368
XRCC1	-0.2097
MAS1L	0.293166666666667
ELL	0.1831
SETBP1	1.3075
CDH11	2.93433333333333
NDC80	-1.85923076923077
DMBX1	-2.75325
NRSN1	-0.188
BAT2D1	-0.081125
CDS2	1.71316666666667
C1orf212	0.0871666666666667
SENP3	-0.769875
IL1F9	-2.2035
EEF2K	0.367
COG8	0.22925
CEP72	-1.7095
OR1L8	1.052
MUS81	-0.908833333333333
PHYH	0.604125
GGT6	0.996333333333333
C22orf23	-0.828833333333333
C13orf33	3.74075
MAPK8IP2	1.7085
NELL2	0.228
POU3F2	-2.949
ALPK1	1.27175
MRPS18C	-0.365
RPLP2	0.102375
FGF22	0.3965
SPNS1	0.568166666666667
ZFP1	-0.72125
IL1RAPL1	-1.071
PCSK9	-3.901
NKX2-1	0.152
C6orf189	3.254
SP4	-2.009
SLC11A1	0.5558
C21orf25	0.571666666666667
ICAM2	0.937625
SH3GL1	-0.751333333333333
GSK3B	0.0383333333333333
RALB	1.632875
PDXP	-1.35816666666667
GNGT1	-2.70825
KIR2DL1	0.214
TNFAIP3	0.748083333333333
C6orf32	1.1251
CBLN2	-2.73375
PANK3	0.63975
TAAR9	0.098
WDR82	0.546428571428571
APOM	-3.919
TRIP10	0.14275
SPATA16	0.685166666666667
C1orf135	-2.189
USP51	-0.4935
TESK1	0.70775
C11orf64	-0.61125
ZNF611	-0.5085
PDE6G	0.795833333333333
HLA-DQA1	2.579375
GCLC	-0.00375
SEC61A1	-0.0935
TWSG1	0.823
ZMYND10	2.1
CTDP1	0.6675
ADAMTS6	-0.435666666666667
SLIT1	-2.39325
KRT86	-0.9435
KIAA0574	-0.47875
GTPBP2	-0.8731
PQLC3	1.17625
PRRX2	0.283833333333333
C15orf44	0.0266666666666667
MKKS	-0.351
C11orf10	-1.15575
GPR110	-0.43675
CD109	-0.415666666666667
ADCY1	0.138166666666667
RHBG	-2.569
TP53I3	0.67125
SLC22A3	0.3786
UCP2	0.2475
FOXG1	-3.18016666666667
OR2AG1	-0.2015
TRIM24	-1.0155
PROC	-3.739875
TAAR6	1.23933333333333
AMTN	-0.6555
C10orf47	0.0548333333333333
DEPDC1	-1.17525
FLJ45557	2.75775
ZDHHC17	0.2905
KIAA1429	-0.1595
KCNH1	1.28675
VNN3	0.270625
PSMAL	1.17375
PPARD	-0.215
HFM1	-1.2805
YBX1	-1.16366666666667
ZNF695	-0.86175
SCTR	0.1345
DCDC1	-0.228
VPS26B	0.4158
MTF2	-1.3035
ATP6V1F	-0.0445
CCDC94	0.3225
PERF15	1.372
CCL11	3.2535
LMO7	-1.481
DCST1	0.492
ADRBK1	0.106125
CDRT4	-0.616125
ZNF84	-0.6615
HOXD8	2.14825
STARD8	0.380166666666667
FOXP2	-0.15725
CCDC103	1.63175
POLR3A	-0.2878
GSC	0.712
ZNF114	-2.99316666666667
HTR7P	-0.1725
LALBA	0.1955
RMND5A	0.5935
PSCD2	1.706
ZNF409	-0.192
KRTAP1-3	1.10366666666667
MAF1	0.6875
LOC201725	-1.21316666666667
NRN1	-0.282125
SPAG5	-2.048
DNAH7	0.501833333333333
FLJ43860	-0.4515
BRCA2	-1.6065
ACADM	0.677125
CXXC6	-3.458
RAGE	-1.408375
CHMP2A	1.0155
FAM8A1	1.6394
GPR21	0.0355
SLC12A3	-3.13733333333333
FVT1	0.383
ZDHHC7	-0.22175
FLJ44048	2.41825
SLC44A3	1.5635
SDSL	0.484333333333333
MMP8	-0.14475
PLA2G12B	-3.5675
ACY1	-0.32725
MT1E	-0.775166666666667
OR4K15	-0.6255
TECTB	0.79
GPR20	0.0235
IRAK2	-0.0455
RFPL3	-0.147375
MYO9A	-0.32325
NARG1L	-0.300916666666667
BLMH	-1.451125
CCDC3	3.01466666666667
C9orf21	-0.260666666666667
KIAA0513	0.690333333333333
MIER2	0.338
PNMA2	-1.65016666666667
SH3BP2	0.8224
ANXA10	-0.72575
RTN2	1.1995
TFB1M	-1.8155
PRPH2	2.84025
C14orf133	0.02075
GOLGB1	0.667
IRX4	-0.7585
NFKBIL1	0.277
C10orf62	0.21775
APBB3	-0.76175
RPS10	-0.4326
LOC728378	1.23325
TLE3	1.14711111111111
PSMB7	-0.958875
MESDC1	0.541
SLC6A1	1.07233333333333
OCLN	2.81733333333333
PTTG3	-1.91666666666667
NAGLU	-0.23375
SERTAD4	1.50975
SPRY1	1.70475
FLJ10781	-0.461
MYSM1	-0.76625
TRIM4	0.413571428571429
SH3YL1	1.105625
TREM2	3.4985
SERPINI1	6.477
HDHD3	-0.410875
TMEM38A	-0.33125
EID2B	-0.76325
TDRD3	-0.206333333333333
SEDLP	0.907
THSD7A	2.12483333333333
NDST3	-2.8755
KLHL15	-0.375666666666667
DHRS12	1.845
FBXO9	-0.257928571428571
TNPO1	-0.39
MRPL13	-0.593333333333333
SNX5	-0.214833333333333
METTL6	0.25675
SOD1	0.867875
CHML	-0.971333333333333
PACS1	0.6445
SIRT5	-1.1392
CAPN2	0.897
FXYD5	-0.235
TWISTNB	-1.06275
LRFN1	0.316833333333333
UBE1L	1.162375
UBE1C	0.707
OR51B2	-0.34125
OR4D11	0.6405
C15orf2	-0.584
NR4A1	-0.0266666666666667
LOC339047	-1.3615
TRIM17	-1.207375
ATP5G3	-0.569857142857143
RPL15	-0.5135
ADAMTS8	0.91525
HOXC4	0.17
C14orf37	2.436
CEACAM5	2.914
MYT1L	-1.2004
RASA2	-0.3475
OSBPL7	-0.4635
STAG1	-0.0815
GIMAP4	5.15866666666667
FUT3	-0.0798333333333333
PIF1	-2.6065
LPIN2	0.2374
SH3PX3	0.85975
PDP2	-0.19175
PAPD1	-0.32125
ERP27	1.33425
APOOL	-0.1416
DIABLO	-0.28225
TRHR	-0.102375
ARMC9	0.05625
RNF152	2.401
SLITRK3	0.195
ZNF211	0.2738
PFDN1	-0.429875
RGS11	1.182625
HS6ST1	0.7493
AKR1D1	-3.12166666666667
TNP2	0.9545
STK31	1.10433333333333
EML4	-1.1705
SGTA	-0.0483333333333333
HIST1H2BI	0.636
PSMD6	-0.938
KIAA1257	-0.3765
C18orf55	-0.297833333333333
FLJ20273	2.509375
RPL28	-0.630166666666667
EPYC	0.573714285714286
NOX3	-0.171
ELAC1	0.122166666666667
METT11D1	-0.482
BIN2	0.630166666666667
NACA2	0.23825
CCDC17	-0.57075
HM13	-0.212
UBOX5	-0.457285714285714
UBE2O	-0.204625
UBL5	0.572
APOLD1	1.427375
C9orf31	0.059
TNFSF8	0.312
ARHGAP29	2.2585
PROKR2	0.184
PDE5A	0.0758333333333333
C6orf12	-1.38
TOM1L1	1.182
WHDC1	-0.02
FOXI1	0.0916666666666667
RAB4A	0.7247
TMEM39B	-1.15875
ATPBD1C	-0.26
FARSA	-0.476333333333333
PLEKHG5	0.619
CMAS	0.0771666666666667
OR7E24	-0.621
SLC30A1	1.5965
CDC42EP5	0.884333333333333
PLAC1	-0.748
KLHL18	-0.25275
LBA1	1.2697
TAZ	-0.44925
CRIP2	1.102375
BTBD11	-0.585666666666667
C16orf72	0.49975
DIO2	1.6088
LRRCC1	0.775166666666667
CCDC136	-1.6225
PRX	0.329875
RBM5	-0.1534
TMEM85	0.03375
TUBGCP4	-0.353166666666667
APLN	0.927375
CDK7	-0.467666666666667
SSR2	1.14066666666667
CRELD1	-1.3355
C19orf46	2.3005
GAL3ST4	0.798166666666667
KBTBD10	0.305
IL28A	0.2625
WDR27	-1.633
MCM2	-1.65666666666667
SOX14	0.181
FLJ39743	0.2695
KIAA0922	0.359625
HIPK4	-0.5515
FLJ25758	-0.2165
C16orf57	-0.0951666666666667
PDZD2	2.371125
MCC	0.3335
HHLA3	-0.8435
ID2	-0.26025
C20orf23	2.74616666666667
ZNF688	1.0925
APOC2	-2.3515
LOC440093	0.7545
FAM50B	1.96066666666667
PWP1	-0.2625
DNAH10	0.13025
HIST1H2BA	-0.99275
GPR56	-0.110333333333333
METAP2	-0.3805
PAN3	0.9325
STXBP4	0.480375
PDHX	-0.1805
MTA1	-0.644083333333333
ZBED4	-0.8725
ZNF720	1.189
CDK2	-0.93425
RHOJ	1.657125
CDC37	0.467333333333333
ZER1	0.2805
GRK4	-0.42225
PRPH	0.109
POLR2A	-0.20175
OGFOD1	-1.3435
NOL5A	-0.95775
PHEX	2.1285
FLJ16478	-0.1645
C20orf117	-0.76
CAMTA2	-0.11175
C11orf74	0.317
DDX17	-0.277833333333333
C5orf27	0.592
PLEKHA2	-1.0737
PDE4DIP	0.488
SCN7A	1.15175
ZNF559	0.2295
CXCL10	3.9575
ZMYM4	-0.474666666666667
STK32B	-0.1942
KIAA0888	-3.4324
TACR3	0.872
CKAP2L	-2.27925
KIF1A	-1.50983333333333
RSPRY1	0.8205
VCAN	1.57125
CYP27C1	0.1475
SYDE1	-1.27266666666667
MED12L	-1.101
ZDHHC21	0.774375
NHS	0.3105
TM9SF3	1.1455
DDHD1	0.113375
MAFG	-0.05325
BICD2	-0.1847
C14orf119	-0.57
C14orf43	-0.271928571428571
CDH7	-1.6345
ALKBH5	-0.597428571428572
JUP	0.832625
TMEM41A	0.0523333333333333
MAMDC4	-2.034
CBX3	-0.5235
LRRC18	0.439
RBMXL2	-0.807333333333333
PLA2G4D	0.433166666666667
FGF13	0.868375
KIF3A	0.555166666666667
PDIA6	-0.11325
DCXR	1.61325
CASKIN2	0.854416666666667
EHD1	-0.172
MARCKSL1	-0.137666666666667
ZNF496	-0.217166666666667
SCAF1	0.0885
KCTD8	-1.49125
TRAF3IP3	1.29835714285714
LSR	1.09425
CXorf1	-0.3452
C14orf112	0.194833333333333
EIF2B1	0.25425
OMP	0.017
GSTZ1	0.26425
LOC92017	1.3825
ISLR2	1.577
C12orf36	0.2935
GATA2	0.4575
GABRA5	-2.7695
CELSR2	-0.358714285714286
STAM2	0.8172
TNAP	0.655
PTPMT1	-1.18066666666667
GRP	4.57725
SV2A	-1.34966666666667
MAGEA12	-4.20425
CACNG1	1.245
C18orf19	-1.01125
GSG1	-0.6205
PTPRJ	-0.735428571428572
FRMPD1	-0.412
ZNF668	0.82075
PLEKHJ1	-0.11525
ADAT1	-1.0067
TMEM50A	1.1028
UCN3	-0.3295
HOOK1	0.958
IL17B	-0.614
MLKL	-0.955
TTC14	-0.0471666666666667
KLHL5	-0.1925
CRYL1	1.08766666666667
FOXH1	-0.1085
NFYB	0.03575
PPM1G	-0.091
GOLGA2LY1	-1.43575
NMT1	0.250875
HADHA	0.0924
CHSY-2	2.04925
PLEKHF1	1.10721428571429
SAGE1	-2.0235
MUSTN1	1.0995
SUHW4	0.96575
TFEB	1.696
ZFYVE27	0.12875
ATG12	-0.0921666666666667
BMI1	0.749928571428571
ZIM3	0.325333333333333
MYH4	0.83825
MASP1	-1.37408333333333
KIAA0984	0.6375
RPAP2	-0.55375
ASB5	-0.455
BOLA3	-1.25433333333333
MIA3	0.594666666666667
KRT35	0.1375
KIR3DL3	-1.071
MRPL51	0.0715
SEMA3F	2.19266666666667
NDUFB2	0.0991666666666667
LOC253012	-1.01075
FAM46C	1.1634
G6PC	-2.953
CSAG3A	-4.51416666666667
PREX1	1.772
SLC25A45	-0.031375
MAPKBP1	0.1969
CPE	1.2799
GNB1	0.375
CXCR6	4.604
TRIM46	1.34075
C16orf3	0.102333333333333
HPSE	0.961125
TIGD3	-0.0305
SPG3A	2.125
LCAT	-1.23916666666667
ST6GAL1	-1.33
POMC	0.235
FLJ36031	-0.1765
NSMAF	-0.737333333333333
SKIL	1.2015
ADSS	0.168166666666667
HMGCS1	-0.4859
POLR3F	-0.594333333333333
RAB10	0.337
ZNF277P	-0.06125
ZBTB7B	1.10625
DHRS1	-0.273125
ABCC13	0.304714285714286
CNOT3	-0.188
NFKBIA	1.69825
GAK	0.551666666666667
SFT2D2	1.9415
HOXA6	0.035
CRTC1	0.149375
LY6D	-1.0395
C20orf72	-0.857333333333333
CPT1A	1.89525
LMO1	-1.2155
EIF3I	-0.32225
PRB4	-0.0243333333333333
MCM3APAS	-2.733375
C20orf132	-0.0363
FOXF2	-2.1995
S100A12	0.38925
MLH1	-0.124833333333333
ACTN1	0.1462
MRPL36	-0.1475
C20orf106	0.48125
FBXO6	1.88833333333333
MKS1	0.926833333333333
CX3CR1	-2.10075
PDE1B	2.0305
PLP1	-2.06425
KISS1	0.236166666666667
C14orf2	-0.755333333333333
TBC1D3P2	-0.8975
COMMD6	0.1573
ANKRD7	-0.98925
PTCHD1	-2.248375
NARS2	-0.79175
DOCK7	-0.761
FAM127B	-0.38625
LOC390243	-0.349166666666667
N6AMT2	0.763
ZNF391	-0.953
DNAJB14	0.506333333333333
WRB	0.533125
BPI	-0.0804166666666666
TTC4	0.212666666666667
FAM10A5	-0.20775
GOT1L1	-0.110375
MAGED1	0.03975
RESP18	0.0836666666666667
WFDC6	-0.186666666666667
MT2A	-1.7005
C11orf56	-0.60225
KIAA1432	0.2595
ROR1	-1.051
HSD17B14	2.962
ZFAND2B	0.286125
SAMD4B	0.1485
HEXA	-0.086125
HNRNPU	-0.393090909090909
USP39	-0.239625
NRD1	-0.00375
R3HDML	0.438
FLT4	1.00666666666667
OMG	-0.0233333333333333
OR52N4	0.068
LOC399818	0.0925
ELA2	-1.199
VENTXP1	0.296
RFC5	-1.815
OR52L1	0.465
PAX5	-0.4085
FBXO2	0.095
GMEB1	-0.219
AKT3	0.04
CRB1	-1.0285
CTTN	1.901
UTP15	-0.696166666666667
HSBP1	-0.65575
PHF11	1.6725
NDEL1	0.198
USP8	-0.13975
BAIAP2	0.3018125
SI	0.78375
ARSJ	-1.42816666666667
BAAT	-3.13125
KCNS3	2.32583333333333
LOC126147	-0.445666666666667
TMEM37	2.40325
C1orf162	3.0195
MBD1	0.2751
ITGAL	1.2725
WDR73	-0.227666666666667
GKN2	0.0348333333333333
ARFGAP1	-0.806
SLC5A8	-0.782666666666667
ZBTB40	-0.2215
CYP4B1	2.99183333333333
LYPLAL1	0.33725
CHST3	-0.71575
MAP3K9	0.2345
BTAF1	-0.7425
TFAP2E	-0.172
RBM35B	-0.1525
LOC441251	-0.565333333333333
ANKRD25	0.647833333333333
UQCRC2	0.585
MAEA	0.209166666666667
HYAL1	-1.7006
RNPEPL1	0.62
CPSF2	-0.464875
PSD3	-0.0514
ABCA13	-0.536857142857143
AGR2	1.18125
GBX1	-1.281
HDLBP	0.076
ACY3	-0.7285
HECW1	0.3165
ZNF519	-0.691
HOPX	3.436
ZNF304	0.71225
OR12D3	0.0985
FKSG43	0.3495
METTL1	-0.397125
MFSD3	0.5287
PSPH	-1.788
CLCA3	1.814
DARS2	-0.576
CDC25A	-1.50683333333333
BAIAP2L1	0.22525
B3GNT5	-0.164375
USP29	0.305333333333333
ARHGEF10L	0.5134
ATOX1	-0.154875
ADAM30	-0.00999999999999999
DNASE1	0.5075
STT3A	-0.484916666666667
RAB6IP1	-0.26825
PTN	-0.0102
C1orf106	-1.83361538461538
HECA	1.68875
RNF122	0.4645
SLC22A18AS	-0.224166666666667
GNG8	0.209833333333333
ELP4	-1.149
FAM65A	0.135666666666667
RPL10A	-0.373666666666667
IRS4	1.262
MACF1	0.6025
SEC24D	0.70175
LOC374395	0.50225
TGFB2	-0.738875
MDFIC	1.24825
CHRNE	0.273166666666667
PCMTD2	-0.392666666666667
ATP6V0D1	0.0991666666666667
MTA2	-0.1775
LZTR1	-0.685666666666667
RAP1A	1.18566666666667
AXIN1	0.739125
POLR1C	0.21875
TRIO	-0.0811666666666667
PLXNA4A	0.329833333333333
C5orf33	0.39525
DEPDC1B	-2.469375
ZNF473	-0.5795
MTM1	0.8885
GPR107	-0.0201666666666667
CSNK1A1L	0.2255
FLJ14154	1.19875
NLRC4	4.11575
ENPP4	1.536
PADI3	-0.804
RNF170	0.369125
CG018	1.31983333333333
C16orf7	-0.086
