Hybridization REF	TCGA-BH-A18U-01A-21R-A12D-07
CCDC3	3.06333333333333
C9orf21	-0.442166666666667
KIAA0513	-0.763166666666667
MIER2	0.07475
PNMA2	-1.97183333333333
SH3BP2	0.0544
ANXA10	-2.08725
RTN2	0.929666666666667
TFB1M	-1.0435
PRPH2	3.30375
C14orf133	-0.3685
GOLGB1	0.89025
IRX4	-1.969125
NFKBIL1	0.12
C10orf62	-0.355
APBB3	0.15675
RPS10	0.435
LOC728378	0.98925
TLE3	0.811555555555555
PSMB7	-0.355375
MESDC1	0.213
SLC6A1	0.912166666666667
OCLN	1.76116666666667
PTTG3	-0.0631666666666667
NAGLU	-0.263
SERTAD4	2.492875
SPRY1	0.79175
FLJ10781	0.881916666666667
MYSM1	-1.1205
TRIM4	0.575285714285714
SH3YL1	1.561
TREM2	3.60483333333333
SERPINI1	1.78975
HDHD3	0.5945
TMEM38A	0.87025
EID2B	-0.8325
TDRD3	-0.626166666666667
SEDLP	1.38175
THSD7A	-0.573333333333333
NDST3	-2.8695
KLHL15	-1.30108333333333
DHRS12	1.184
FBXO9	-0.544428571428571
TNPO1	-1.24341666666667
MRPL13	0.793833333333333
SNX5	-0.866833333333333
METTL6	0.41575
SOD1	0.123375
CHML	-0.45
PACS1	-0.12075
SIRT5	-0.1991
CAPN2	0.1725
FXYD5	-1.149
TWISTNB	-0.571625
LRFN1	-0.2645
UBE1L	0.719625
UBE1C	1.76425
OR51B2	-0.549666666666667
OR4D11	0.0165
C15orf2	0.268
NR4A1	-0.146
LOC339047	-2.9945
TRIM17	-1.111625
ATP5G3	-0.141785714285714
RPL15	0.66525
ADAMTS8	-1.23225
HOXC4	2.0925
C14orf37	1.1625
CEACAM5	3.982
MYT1L	-1.266
RASA2	-1.00275
OSBPL7	-0.9995
STAG1	0.5495
GIMAP4	4.32516666666667
FUT3	2.057
PIF1	-2.195125
LPIN2	-0.6181
SH3PX3	-0.13625
PDP2	-0.6665
PAPD1	-0.44675
ERP27	1.9095
APOOL	-0.7908
DIABLO	0.403
TRHR	0.3935
ARMC9	0.196625
RNF152	3.54325
SLITRK3	-0.471833333333333
ZNF211	0.7554
PFDN1	-0.353375
RGS11	0.5135
HS6ST1	0.952
AKR1D1	-3.60425
TNP2	0.0886666666666667
STK31	1.84683333333333
EML4	-1.76025
SGTA	-0.0591666666666667
HIST1H2BI	0.310166666666667
PSMD6	-0.323166666666667
KIAA1257	0.709
C18orf55	-0.936833333333333
FLJ20273	1.93225
RPL28	-0.288
EPYC	4.05075
NOX3	-0.061
ELAC1	-0.532166666666667
METT11D1	-0.91175
BIN2	0.158
NACA2	0.4625
CCDC17	-1.54725
HM13	-0.48
UBOX5	-0.664
UBE2O	-0.84325
UBL5	0.00475
APOLD1	0.317
C9orf31	0.18
TNFSF8	0.8935
ARHGAP29	0.7145
PROKR2	0.3605
PDE5A	-0.979833333333333
C6orf12	-0.1805
TOM1L1	1.6095
WHDC1	-0.38725
FOXI1	1.7955
RAB4A	0.5158
TMEM39B	-1.0025
ATPBD1C	0.44325
FARSA	-0.514166666666667
PLEKHG5	-0.058
CMAS	-0.437166666666667
OR7E24	1.093
SLC30A1	0.20075
CDC42EP5	-0.548
PLAC1	0.6255
KLHL18	0.213083333333333
LBA1	0.8421
TAZ	-0.61875
CRIP2	1.09875
BTBD11	0.00549999999999999
C16orf72	0.36475
DIO2	1.4198
LRRCC1	0.302833333333333
CCDC136	-2.8185
PRX	-0.560666666666667
RBM5	-0.5262
TMEM85	0.1675
TUBGCP4	-1.20516666666667
APLN	1.975625
CDK7	0.144333333333333
SSR2	0.755416666666667
CRELD1	-0.7745
C19orf46	2.8945
GAL3ST4	0.5585
KBTBD10	0.121
IL28A	0.70075
WDR27	-1.2685
MCM2	-0.469333333333333
SOX14	0.1065
FLJ39743	0.00800000000000001
KIAA0922	-0.310375
HIPK4	-0.3215
FLJ25758	1.343
C16orf57	-0.94075
PDZD2	1.361125
MCC	1.942375
HHLA3	-0.8043
ID2	0.59825
C20orf23	1.97891666666667
ZNF688	0.7375
APOC2	-2.11533333333333
LOC440093	1.15325
FAM50B	0.884
PWP1	-0.1325
DNAH10	-0.75975
HIST1H2BA	-0.571666666666667
GPR56	0.862166666666667
METAP2	-0.1275
PAN3	0.186833333333333
STXBP4	-0.0405
PDHX	0.655
MTA1	-0.396583333333333
ZBED4	0.76
ZNF720	0.09825
CDK2	-0.6425
RHOJ	-0.080625
CDC37	-0.313
ZER1	0.826625
GRK4	-0.152
PRPH	0.5305
POLR2A	0.082
OGFOD1	-1.58
NOL5A	-0.63325
PHEX	2.1985
FLJ16478	-0.41375
C20orf117	-1.00357142857143
CAMTA2	-0.19825
C11orf74	0.35
DDX17	-0.525
C5orf27	0.56
PLEKHA2	-1.57825
PDE4DIP	0.0627
SCN7A	0.57475
ZNF559	0.00966666666666668
CXCL10	4.197
ZMYM4	-0.2855
STK32B	1.0872
KIAA0888	-3.6262
TACR3	0.668
CKAP2L	1.00525
KIF1A	-1.6305
RSPRY1	0.845
VCAN	1.34
CYP27C1	0.2575
SYDE1	-1.24933333333333
MED12L	-1.358
ZDHHC21	-0.3825
NHS	1.03
TM9SF3	0.772833333333333
DDHD1	-0.417375
MAFG	-1.19666666666667
BICD2	-0.3685
C14orf119	-0.3915
C14orf43	-0.702857142857143
CDH7	-1.3495
ALKBH5	0.00528571428571427
JUP	1.5365
TMEM41A	-0.0573333333333333
MAMDC4	-1.8225
CBX3	0.361125
LRRC18	0.31875
RBMXL2	0.15875
PLA2G4D	0.724833333333333
FGF13	-0.435625
KIF3A	1.1445
PDIA6	-0.6855
DCXR	0.2175
CASKIN2	0.41775
EHD1	0.538666666666667
MARCKSL1	0.479166666666667
ZNF496	-0.2795
SCAF1	0.303833333333333
KCTD8	-1.9905
TRAF3IP3	0.761214285714286
LSR	0.7875
CXorf1	0.733166666666667
C14orf112	0.107166666666667
EIF2B1	0.49425
OMP	0.361
GSTZ1	-0.31475
LOC92017	0.9885
ISLR2	0.603
C12orf36	0.789
GATA2	-0.1255
GABRA5	-2.8045
CELSR2	-1.18178571428571
STAM2	1.1287
TNAP	-1.662
PTPMT1	-0.756333333333333
GRP	6.083
SV2A	-1.4142
MAGEA12	-0.341
CACNG1	3.6095
C18orf19	-0.3825
GSG1	-0.1175
PTPRJ	0.252428571428571
FRMPD1	0.489
ZNF668	0.54075
PLEKHJ1	-0.839625
ADAT1	-1.0304
TMEM50A	0.4831
UCN3	0.4045
HOOK1	0.364875
IL17B	-1.578
MLKL	-0.848166666666667
TTC14	0.2325
KLHL5	-1.024
CRYL1	-0.0163333333333333
FOXH1	-0.096
NFYB	0.698875
PPM1G	-0.69225
GOLGA2LY1	-2.592
NMT1	0.085
HADHA	-0.6482
CHSY-2	2.83575
PLEKHF1	-0.0916428571428571
SAGE1	-2.6565
MUSTN1	-0.06675
SUHW4	0.402
TFEB	0.506
ZFYVE27	-0.347
ATG12	0.403833333333333
BMI1	1.44092857142857
ZIM3	0.354333333333333
MYH4	0.484
MASP1	-1.69941666666667
KIAA0984	1.31525
RPAP2	-0.3885
ASB5	0.424
BOLA3	-0.791833333333333
MIA3	1.03883333333333
KRT35	0.801
KIR3DL3	-1.7115
MRPL51	-0.177
SEMA3F	1.82483333333333
NDUFB2	-0.611333333333333
LOC253012	0.17275
FAM46C	-0.1278
G6PC	-3.063875
CSAG3A	-0.278166666666667
PREX1	-0.218
SLC25A45	0.325375
MAPKBP1	-0.2735
CPE	-0.3604
GNB1	-0.52075
CXCR6	3.2675
TRIM46	-0.24975
C16orf3	-0.122666666666667
HPSE	1.407625
TIGD3	1.679
SPG3A	0.79925
LCAT	-1.90666666666667
ST6GAL1	-1.51305555555556
POMC	-0.105
FLJ36031	-0.250666666666667
NSMAF	-1.36583333333333
SKIL	1.8215
ADSS	1.73016666666667
HMGCS1	0.3214
POLR3F	0.925
RAB10	0.313625
ZNF277P	-0.394625
ZBTB7B	0.042125
DHRS1	0.459375
ABCC13	4.582875
CNOT3	0.229
NFKBIA	1.066
GAK	-0.795833333333333
SFT2D2	1.41733333333333
HOXA6	0.198
CRTC1	-0.319875
LY6D	-0.985166666666667
C20orf72	0.0805
CPT1A	1.11925
LMO1	-2.3645
EIF3I	-0.54975
PRB4	-0.0386666666666667
MCM3APAS	-1.567125
C20orf132	-1.1327
FOXF2	-2.85075
S100A12	0.3585
MLH1	0.2135
ACTN1	1.0042
MRPL36	0.326
C20orf106	0.68725
FBXO6	1.48566666666667
MKS1	0.645666666666667
CX3CR1	-2.94025
PDE1B	0.437
PLP1	4.47125
KISS1	0.517333333333333
C14orf2	-0.7295
TBC1D3P2	-1.5115
COMMD6	0.1741
ANKRD7	-1.938
PTCHD1	-1.664875
NARS2	0.43675
DOCK7	-1.66075
FAM127B	-0.698375
LOC390243	-0.0848333333333334
N6AMT2	0.162
ZNF391	-1.144
DNAJB14	-0.5975
WRB	1.40975
BPI	-0.620083333333333
TTC4	-0.116333333333333
FAM10A5	0.972
GOT1L1	0.101444444444444
MAGED1	-1.29675
RESP18	0.83825
WFDC6	-0.7035
MT2A	-1.8035
C11orf56	-0.76675
KIAA1432	-1.11
ROR1	-2.160125
HSD17B14	1.148
ZFAND2B	-0.06775
SAMD4B	0.057
HEXA	-0.5685
HNRNPU	0.151318181818182
USP39	-0.276875
NRD1	-0.00125
R3HDML	0.41975
FLT4	0.3195
OMG	-0.149
OR52N4	0.4035
LOC399818	0.2945
ELA2	-2.44625
VENTXP1	-0.412
RFC5	-0.865
OR52L1	1.121
PAX5	0.404
FBXO2	-1.1255
GMEB1	-0.3835
AKT3	-0.9145
CRB1	-0.928333333333333
CTTN	0.488666666666667
UTP15	0.0451666666666667
HSBP1	0.41025
PHF11	1.15225
NDEL1	-0.4015
USP8	-0.20175
BAIAP2	0.3125625
SI	0.772
ARSJ	-0.258166666666667
BAAT	-3.31625
KCNS3	2.5475
LOC126147	-0.22
TMEM37	-0.28275
C1orf162	3.2165
MBD1	-0.6588
ITGAL	-0.459833333333333
WDR73	-0.142666666666667
GKN2	0.719166666666667
ARFGAP1	-0.72025
SLC5A8	-0.733
ZBTB40	-0.4322
CYP4B1	5.24
LYPLAL1	0.09625
CHST3	-2.008
MAP3K9	-0.1215
BTAF1	-0.436166666666667
TFAP2E	-0.4875
RBM35B	0.217
LOC441251	-0.712333333333333
ANKRD25	-0.966333333333333
UQCRC2	0.3265
MAEA	-0.533
HYAL1	-3.0334
RNPEPL1	-0.177
CPSF2	-0.08825
PSD3	3.9438
ABCA13	-0.34
AGR2	3.740625
GBX1	-0.8565
HDLBP	0.180857142857143
ACY3	-0.56225
HECW1	-0.64525
ZNF519	0.3325
HOPX	4.32875
ZNF304	1.814375
OR12D3	1.213
FKSG43	0.385
METTL1	0.702875
MFSD3	0.9585
PSPH	-0.72975
CLCA3	-0.2495
DARS2	0.211
CDC25A	-0.432
BAIAP2L1	0.84225
B3GNT5	-0.99275
USP29	0.37825
ARHGEF10L	0.3768
ATOX1	0.62875
ADAM30	0.46575
DNASE1	0.553
STT3A	0.694083333333333
RAB6IP1	-0.15575
PTN	-0.9369
C1orf106	-1.09053846153846
HECA	1.24575
RNF122	0.55425
SLC22A18AS	0.103166666666667
GNG8	0.282833333333333
ELP4	0.57525
FAM65A	0.0145
RPL10A	0.446333333333333
IRS4	2.0755
MACF1	-0.6649
SEC24D	0.69825
LOC374395	1.19975
TGFB2	0.67325
MDFIC	-0.463125
CHRNE	0.1705
PCMTD2	-0.346666666666667
ATP6V0D1	-0.0275
MTA2	1.006
LZTR1	-0.694666666666667
RAP1A	0.0988333333333333
AXIN1	-0.61325
POLR1C	0.45925
TRIO	-0.191333333333333
PLXNA4A	-0.818166666666667
C5orf33	0.39025
DEPDC1B	-0.657375
ZNF473	1.06833333333333
MTM1	0.676375
GPR107	0.4045
CSNK1A1L	0.852166666666667
FLJ14154	0.067
NLRC4	4.834
ENPP4	0.841166666666667
PADI3	-0.104
RNF170	-0.249625
CG018	-0.0628333333333333
C16orf7	-0.4065
KCNE1	0.28025
NRM	-0.361
SLC37A3	0.0240714285714286
TPD52L2	-0.781333333333333
UNC5B	-0.146
C12orf12	0.5236
SDHB	-0.518
CLRN1	0.68075
NUDT10	-0.8825
UGT3A1	0.02075
FBXW8	0.217
RHOF	-0.98525
PTPLAD1	-0.306625
MYO3B	-0.743333333333333
DERA	-1.1525
TPP2	-0.49325
C19orf53	-0.0411666666666667
GINS3	-0.2005
ST6GALNAC5	2.527
CHSY1	-0.2455
MGC15705	0.59
GPR83	0.0115
EXT2	-0.342875
DOLK	1.02575
TUBAL3	-1.43125
ACVRL1	1.5588
ABL2	-0.852833333333333
C14orf156	-1.4605
PTPRZ1	-4.149875
DIP2C	-0.477
LAMP1	0.43325
RXRA	0.2576
MAP3K5	-0.0145
ALKBH1	0.487666666666667
PDLIM7	-0.25325
ARL14	-2.606
SNIP1	0.317166666666667
TIMP3	1.72625
RGS3	0.775333333333333
SPAG16	1.169
ABHD4	-0.3725
ARHGEF12	0.725
GLUD2	-0.18
RAC2	-1.6977
UAP1L1	-0.377
SLC18A3	-0.558
YOD1	-0.8565
RALY	0.21575
HMOX2	0.438375
DGKH	-0.42425
DBNDD2	0.467666666666667
YIPF4	0.828
THAP10	-0.74075
ZNF513	0.3065
HAGHL	-0.182333333333333
ITGB4	-1.51733333333333
CCDC141	-2.132
YTHDF3	1.51375
C5orf28	1.063
RPL7L1	-0.239625
TMEM30B	1.10907142857143
ANKRD35	0.6695
DUOXA2	0.02125
TBC1D5	-0.2695
DFNB59	-0.2265
HRH4	-0.10525
MYO6	2.1732
DNAJA4	2.101125
RBM24	-0.841875
CEACAM20	0.26
RBM23	0.0673571428571429
NGFB	0.2335
C1orf63	-0.3979
KRTAP7-1	-0.298
PERLD1	4.143
NPB	0.377
C17orf59	0.5208
HSPBAP1	0.1485
SLC15A4	0.0355
PRTFDC1	-1.1115
OSMR	-0.887214285714286
CYSLTR2	0.1075
C19orf25	-0.2921
KIAA1797	-0.1055
NLRP6	0.356
FAM105B	0.5068
SCRN2	0.744833333333333
LRRC58	-0.3415
RNF17	0.180875
NEIL3	-0.7585
FAM137A	-1.444
SKP2	-1.35475
PARVA	0.408333333333333
PKLR	-1.607
RNF34	-0.139125
A3GALT2	0.42925
C12orf50	-0.179166666666667
SUNC1	-2.595
FAM102B	-0.903
CCT2	-0.5865
LRRC37A2	-0.687
ARF4	0.9625
SIKE	-0.272125
C8orf48	2.167
MBTPS1	-0.222142857142857
GPSN2	-0.2155
NCF2	3.7915
SLC12A6	-1.06933333333333
MRPL48	0.6975
HMGN3	-0.284
LRRC62	-0.92425
PAX9	1.59175
FAM55A	-0.135
C20orf42	-4.36116666666667
SCML2	-0.661833333333333
BCL9	-0.45925
FAM40A	-1.58175
C9orf41	0.187833333333333
ZNF774	0.1905
LETM1	-1.67775
PLXNB1	0.341166666666667
NIPSNAP1	0.216625
USP10	-0.97625
F9	1.2555
LIPE	1.48225
CNGB3	-0.913
C12orf52	-0.31125
PI4K2A	0.0695
MED8	0.214
STAT4	0.4498
FGD4	-0.986333333333334
RNF145	-1.90566666666667
WDR32	0.1564
CLDN2	0.33
TCEAL8	0.85375
ZMYND8	-0.1404
PDXK	-1.06709375
GATAD2A	-0.21025
PTGES3	-0.5555
CCM2	-0.53425
TAP1	1.656875
ZNF670	0.6375
ETS2	-0.139285714285714
C6orf166	-0.188333333333333
PRMT2	0.177714285714286
OR4B1	0.576
INTS8	0.547
CCDC102A	-1.1405
CCDC83	-2.3536
ITGA1	-0.0425
EPHA5	-2.81044444444444
FAM24B	0.636666666666667
TSGA10	1.52175
HAL	1.91766666666667
MYOT	-0.400333333333333
SPACA3	-0.138
BCL2L2	-0.427666666666667
CUGBP2	-0.195166666666667
CCNB3	1.52225
RNF113B	-0.232
MERTK	0.348
BAG1	-0.146
VPS36	0.178
ORMDL3	2.7733
C1orf190	-0.70625
ZNF625	-1.041
CORO2B	-1.808
ALOX15	-0.0145
CST1	2.1
NUPR1	2.48133333333333
CCL7	4.706
SMCR5	-2.012
DSC2	0.9095
RBMS2	0.50025
GRIK4	2.4355
TRIM65	-0.3594
TMPRSS6	0.640285714285714
TP53INP2	0.113
GLB1L	1.28816666666667
LOC388284	0.0901666666666667
PUS1	-0.666642857142857
BCL9L	0.424
OLFM1	0.0334166666666666
RET	3.098625
MASTL	-0.00133333333333333
ALX3	-0.3915
IL1RL1	0.245333333333333
ZNF765	0.1841
C14orf138	-0.84375
SNX10	-0.4135
TAC4	-0.0865
C1orf64	0.076875
POGK	0.76125
MAPK9	1.05375
ZNF366	2.5155
C8orf79	4.6056
CLDN7	2.320125
OR5AT1	0.339
TRIM37	-1.38575
LRRC25	2.81325
GRHL2	3.5709
TEKT3	4.10075
LASS5	-0.1645
ABCC4	-1.83454545454545
DLG3	2.407
VGLL1	1.126875
ZFP36L2	-0.540666666666667
MFRP	0.304166666666667
KIAA1799	0.752
FLJ44379	0.101
PCNX	-1.08225
ANXA9	3.011
CYP4V2	1.4111
PIK3C2A	0.74025
SRR	1.66
NOL3	-0.1145
IFITM2	-0.3035
ARNTL2	-1.104
ZNF595	0.56525
NLRP13	-0.226
ASPH	0.822625
CPA2	-0.5805
PVRIG	-1.87466666666667
LEPR	-0.464333333333333
C16orf42	0.231166666666667
SH3BGRL	3.46975
FAM77D	-1.57833333333333
FNDC7	1.1975
C9orf6	1.03783333333333
NOTCH2NL	0.0651666666666667
PGBD1	-0.643833333333333
SYNGR2	-0.0921666666666667
PITPNA	-0.258875
PRPF4B	-0.7715
SLC43A3	-1.08428571428571
NRBP1	-0.294
SLC25A22	-0.04575
ILK	-0.363
SLC22A8	0.603
MRPS7	0.673125
PITX2	-1.31875
FABP3	0.92375
OR1L1	-0.028
LOC728215	0.63
BLID	-1.5065
KIAA1217	2.47811764705882
TFPT	-0.465
AP4B1	-1.4695
VBP1	-0.79625
OR1K1	0.791
MORC3	1.017
BHMT2	-1.51916666666667
C3orf10	1.226
FZD7	1.39366666666667
WFDC10A	-0.449
PMS2CL	-0.646375
CCDC32	0.8095
FA2H	-0.97175
ALG13	0.8435
TTLL7	0.0539
SPOCK3	0.432333333333333
SLC13A2	0.834
AIM1	2.2935
GPRC6A	0.064
EGR2	3.2425
MED11	0.5645
WWC1	1.7285
SH3GL3	-3.3435
RIF1	-0.565142857142857
PRLH	-0.029
VLDLR	-1.055
DBT	-0.0928125
C21orf63	-0.393
CGGBP1	-0.256375
KRTAP12-2	0.3535
TADA3L	-0.623125
ZBTB16	-0.5675
PDGFB	1.418375
RFX1	0.045
UQCRB	0.4876
LOC133874	5.259
HPS3	-0.67025
LGALS3BP	-0.3512
DKFZP564O0823	1.27928571428571
MRFAP1L1	0.573375
HOXA10	0.290166666666667
NGB	0.7405
KIF21A	-0.569230769230769
IFLTD1	0.923
LZTS1	-1.0215
ARHGEF3	1.04525
RHBDL3	0.398
CSNK1G2	-1.13008333333333
ChGn	-1.851125
KIAA1244	2.296
GABRB2	0.3785
MGC72080	1.1015
CD27	3.46475
EGLN1	-1.3582
PEX13	0.75475
RWDD3	-0.714
RNF12	-1.12333333333333
GRIN2B	-1.4245
ADAMTS14	-0.839125
DYDC2	-0.577833333333333
ATP6AP1	0.1605
NR1H2	0.1195
PDK2	0.92975
C3orf17	0.362166666666667
SLC38A2	-0.735857142857143
SLC25A29	-0.336
C15orf29	0.047875
ADAM9	2.377
TMUB2	0.4935
GPR176	0.0965
AGK	0.061625
MCCD1	0.023
NDUFA4	-1.04275
TMEM146	0.93525
DUSP1	1.237125
UNQ6975	0.082
EMX2OS	2.35475
INSM2	0.0335
LUZP4	-0.22525
SETD6	-0.75775
P2RY2	2.9715
SLC45A2	-1.5015
RABGAP1	0.747333333333333
UBXD5	0.53975
GPRC5A	0.4219
PAK3	-0.737833333333333
LOC63920	0.2245
TGFBR1	-0.3441
KRTAP6-3	0.4195
SFMBT2	-0.214
CDC42	-0.08
C11orf35	-0.1715
TTLL2	0.336666666666667
UACA	-0.0664545454545455
CD97	-1.3985
SETD5	-0.2265
NINJ2	-0.46775
PTER	0.666333333333333
POMGNT1	0.23375
KRTAP4-2	0.574
ECGF1	2.3765
HRB	-0.278909090909091
ATP1B2	-0.7445
LOC400506	0.807
COL4A3BP	-0.2045
C6orf97	0.5365
GRHPR	0.309625
TAS2R1	0.87
SEMA7A	-1.848
EDF1	1.21575
ODF2L	-0.8452
PCID2	-0.968166666666667
GTF2H4	-0.000166666666666663
ZCCHC3	0.146875
CGB2	0.433333333333333
NEUROD1	0.94625
C20orf75	-0.275
RP5-1054A22.3	1.07183333333333
IFNA5	0.605
ZNF134	-0.175416666666667
MGC119295	-1.2487
ZSWIM6	-0.548375
SMEK1	-0.337166666666667
PCGF2	0.197125
C1orf102	1.875
CYP2A13	1.139
KCNH6	-1.1918
MDM1	0.7193
ALDH7A1	-0.235166666666667
C9orf75	1.34325
VDAC3	-0.597375
OR51T1	0.3415
EIF3F	-1.10491666666667
KCNJ10	-0.272625
LENG8	0.52225
EDEM2	1.17766666666667
CCNJL	-1.758
DHX37	-1.0175
CRYGN	0.8685
AATF	0.5365
ZNF630	0.978625
E2F5	0.0045
WFDC13	-0.914
FTSJ3	-0.734166666666667
C4orf33	0.06
LHFPL4	-2.8115
C19orf56	-0.299916666666667
SMAD4	-0.455375
AFM	-0.575333333333333
G0S2	-0.73225
FCHSD2	0.736
RRP1B	-0.7725
EEF1B2	-0.426333333333333
STAT6	-2.031
ZNF195	-1.3575
GNL1	-0.575
ZNRF2	1.16166666666667
PER3	0.299125
ASB16	0.0305
C10orf10	1.3305
ADCY8	-3.38666666666667
C9orf58	-1.58333333333333
ARMC10	-0.0586666666666667
PSG1	-0.2055
DHX34	0.1875
VARS2	-0.68
NFIC	0.8495
ITPR2	0.15875
AGXT2	0.907
OR6K3	0.0905
H2AFZ	0.11575
MLLT3	0.0659166666666667
COX4I2	1.196
CCNT2	0.029375
PLK4	-0.624625
NUMBL	-0.0655
MED16	-0.267
PLEKHQ1	0.896
GOSR1	0.00955555555555556
BTG4	-0.67775
RPL30	0.364416666666667
IGSF5	2.442
IGFL2	3.58716666666667
ELMOD2	1.21583333333333
SHC3	-1.99
HAVCR1	-1.344
DYNC2H1	0.562125
RNF5	0.1785
C2orf7	-0.28225
NLF1	-0.0885
KLHL25	0.2295
LRP10	0.0365
KRI1	-0.31075
PUS7L	-0.0633333333333333
MGMT	1.70725
HOXD1	1.47916666666667
CSH1	0.3873
ATG16L2	-0.39
FLJ44635	0.0635
CHODL	-1.365
EXOSC8	-1.35525
SLC28A1	-0.08
MYO7B	-0.233833333333333
SEH1L	-0.384
MTNR1A	0.651
TSPAN5	-0.0373333333333334
CDC45L	-1.35733333333333
AMIGO1	0.6325
ATAD3A	-1.5985
OSGIN2	1.41983333333333
PDIK1L	0.777166666666667
DARC	1.107
PIPSL	0.3215
SHMT1	0.49175
CRISP3	-0.5955
POPDC2	1.283
ZRANB2	-1.114
FBXL8	-0.43975
TRIP13	-0.265909090909091
EIF5AL1	-1.268
POU5F1P3	-5.19566666666667
IL6	-0.270166666666667
CXorf38	0.686
IFNA16	0.388
FBXL2	1.39583333333333
BRD1	1.32625
STATH	-0.11275
FBXO44	0.251833333333333
MCCC2	1.76275
CDC2	-0.3615
C5orf23	0.86225
IVD	0.5805
C10orf122	-0.89425
MSL3L1	0.3518
MVP	0.29
EPOR	-0.2679
ZMYM1	-0.4225
BCL7C	-0.058
PSTPIP2	1.6161
LYPD1	-1.24525
OR8G5	-0.532
ZP3	-0.328
BCAS4	2.23608333333333
EDG6	1.81325
ISY1	0.076
PRAMEF2	-1.82575
CUL1	-0.461625
RNF213	0.3613
CCRK	1.2415
DHX9	0.38425
C13orf29	0.2635
NCKAP1	1.87466666666667
MRPL43	1.05485714285714
XPR1	0.69525
PKN2	-0.8852
PODNL1	0.764
ZNF333	0.679875
DALRD3	1.507
OPN1SW	0.255
BTBD6	-0.5475
C11orf82	0.8355
OR5P3	0.5605
DUSP11	0.117
L1CAM	-1.3603
NEK11	2.358
OR7E91P	2.713
CNTN3	2.3916
CREB3L2	-0.33625
ZBTB37	-0.711
KIAA1324L	0.22875
NDUFB10	0.5505
NUDT2	0.42325
GTPBP8	-0.56775
CACNA1D	2.606
PRKAA2	0.132666666666667
PRDM8	0.1785
MGC16075	0.480833333333333
KRT14	-1.71357142857143
PP8961	-0.314
MRPL18	0.2635
ABCG2	-2.91
PACRG	0.3975
BBS2	-0.01725
KREMEN2	0.3765
FBXO21	0.872
HNRPUL1	0.575
GRB10	-0.23925
CLSTN1	0.690375
LMAN2	-0.0229
C17orf61	0.69775
NIPSNAP3A	1.034
INSIG2	-0.7885
PCDHB7	-0.00850000000000002
STXBP2	0.30025
CMAH	2.81883333333333
SEMA5B	-1.012
ZNF155	0.7685
COQ6	-0.317666666666667
PRPF4	-0.22575
TSPAN15	2.1887
VN1R5	0.744
LATS2	-0.291
SELK	1.19975
PGK2	0.283
MS4A1	-2.00357142857143
TYW3	-1.4874
KRTAP5-1	-0.41125
RCCD1	-0.390166666666667
BTN1A1	0.408
DDX28	-0.47675
TMEM65	0.628125
LOC92345	0.2935
TTC31	-0.1135
WDR46	-0.3905
CHP2	-1.63833333333333
LSP1	0.27
ZNF542	1.03175
EXOSC1	0.34475
ARHGAP18	-0.291333333333333
LRRTM4	-1.39
MAOB	5.73958333333333
CACNB4	1.88375
MGC33846	-0.914875
RANBP3L	1.25425
ATP5L	0.64325
ONECUT1	-3.3705
NUDT9	-0.4075
TMEM149	-0.1485
STX17	0.8315
IGSF10	-4.6665
TMPRSS9	0.2105
BMPR2	0.137
ALLC	0.765
KLF7	0.5555
GCC1	0.5188
TIMM9	-1.25725
CDO1	-0.503166666666667
MGC10701	-1.45533333333333
IFI6	3.329
FRMD8	0.443
MGAT2	-0.1385
WBP5	-0.986833333333333
CNIH2	-0.3765
KIAA0907	-0.5146
KCNH8	-1.982
CTSG	-2.27925
GRIK1	3.35766666666667
CUL5	0.2655
FRMD1	0.483
OR9A4	1.2335
SYT6	-2.208125
FOXD4L2	0.0155
ANAPC2	0.474333333333333
OPN5	-0.013
TAF13	-0.90125
LYG2	-0.641
GGNBP1	-0.099
C11orf40	0.373
OTX2	-1.0575
REG4	-0.655833333333333
EIF5	-1.3611875
PALB2	0.3145
SEPSECS	0.00520000000000002
RNASE3	-0.33325
TRIM49	-1.2525
POLR2K	1.8172
GPR42	0.3575
C8B	-4.266
SASS6	-0.07525
PREB	-0.367166666666667
OR3A3	0.666
TUBA8	0.667375
IGLV2-14	0.55725
STIL	-0.81525
ANKFN1	-1.27666666666667
NME7	0.1745
HOXC12	-1.4035
UBE2C	0.257625
FHOD1	-0.7845
CDK2AP1	0.226583333333333
OR6K2	1.0365
DHPS	0.12325
RPL5	-0.403666666666667
TRGV5	0.774
LOC541472	0.227375
HCCS	0.4986
DENND1B	1.943
LHX3	0.5605
OR5D16	0.9165
CXorf57	-2.9155
IRF2BP1	0.76775
NDST2	0.670166666666667
LCE3D	0.2965
BOLL	1.43083333333333
SYT3	-0.68325
PIH1D2	2.3485
C20orf7	-0.219
IL1R2	0.2285
SLAMF9	0.523
PPME1	-0.00850000000000002
PIK3CA	-0.026
TRAPPC1	0.25275
COLEC10	-0.8985
SLC9A6	-1.64216666666667
PDDC1	-0.613416666666667
CCDC53	0.58125
GK3P	-0.44375
DAZL	-1.548
BRI3	-0.3145
SDK1	-0.700125
CYP2C18	1.09075
IFI44L	3.8265
RPL3L	0.466
FUT9	-0.642
KIFC2	-0.0118333333333333
PMP2	-0.882571428571429
SLC4A9	-0.0355
PLAG1	-2.1775
MYCBP2	-0.816333333333333
OR4E2	0.3715
CCDC65	1.3575
C16orf82	-0.12575
