Hybridization REF	TCGA-AR-A1AI-01A-11R-A12P-07
ADK	-0.231375
hCG_1995786	-0.1145
GTPBP10	0.06125
TGOLN2	0.825125
CTBS	0.186833333333333
FGD1	0.8725
ETS1	0.523
EDC4	-0.065125
GSTA3	2.67025
HOXB6	-1.95216666666667
C9orf131	-0.116
BCAS1	-1.97425
U2AF1L4	1.5415
PDHA2	0.333166666666667
SORD	0.00962500000000001
SLC25A33	1.4775
WDHD1	-0.76075
OR8K5	0.7845
RNASE11	0.4295
STAP2	1.9055
TRIM44	0.7098
CHCHD8	-0.3995
SIDT2	0.280166666666667
OR2B3	0.6075
TRRAP	0.53875
TRAF1	0.512363636363636
RYR2	-3.10475
FAM71B	-0.4562
SLC45A4	2.076
TRIM32	-0.39125
ATP6V1G1	-0.778
TRA16	-0.61725
SERHL2	0.09275
PRKY	1.47766666666667
NPR2	-1.167
TAS2R40	0.159666666666667
OR5I1	0.612333333333333
ZFYVE26	-0.553333333333333
WFDC11	0.046
CSH2	0.5275
OR2T8	-0.55
TBX20	0.742
LYPD5	3.5545
STOML2	-0.547833333333333
ALPI	0.40775
FAT3	-1.293125
ZNF273	0.2834375
NPSR1	-2.5555
FLAD1	1.38633333333333
RAB5C	-0.163625
TTLL3	-0.71325
KIAA1618	-0.1135
NPPC	0.1605
ZEB2	1.3263
MRP63	0.350375
WSCD2	0.454
NEUROD4	1.3185
SNAPAP	0.672
MTMR2	-0.269529411764706
STK35	0.63675
USP48	0.349875
NR1H4	-4.029
RASL10A	-0.449
SSTR1	-4.14125
C1orf35	-0.29125
APOBEC3C	0.10475
RUSC2	-0.758333333333333
SALL4	-3.00975
ZCCHC8	-0.71575
RAD17	-0.915125
ZNF708	-0.0383333333333334
LILRB5	2.551875
TEX12	0.1895
C9orf79	-0.24275
ARHGEF1	0.823
ABCA4	1.9525
RNF214	-0.5755
PPAPDC2	-1.13725
ARID4A	0.0481666666666667
SYCP2	-0.47275
OPRM1	-0.474333333333333
RP13-102H20.1	-4.917
CYP26B1	-0.436166666666667
APCDD1	0.453666666666667
PCCA	-1.564
ALS2CR7	0.5685
AQP5	2.28333333333333
YLPM1	-0.288875
PRKAR1B	-0.371
IL16	0.8446
TCF3	0.03375
ZSWIM7	0.7285
SERPINE1	-3.1482
BAI2	-0.09075
SMC5	0.335142857142857
SMN1	-1.81033333333333
SLC13A5	-3.3345
POU2F3	2.4525
BACH1	0.536666666666667
GMCL1L	-0.3328
PPP2R2D	0.993375
LRRC51	-1.38766666666667
EDARADD	-0.271
LRRC3	0.747
FAM124B	-1.3195
C20orf70	0.2635
LOC285735	0.93975
CTBP2	0.9799
ZMYND11	1.300125
CDH23	0.624666666666667
OR1N1	1.0015
LOC400590	-1.18025
PDK1	0.11525
LMTK3	-0.3775
USHBP1	0.2709375
ZFYVE21	-0.1045
hCG_21078	0.376875
OAF	-1.1535
WDR41	-0.53125
SPINK6	0.32175
GDEP	0.338
MEG3	-2.2244
OXSR1	-0.228142857142857
RAD51	-1.20116666666667
RPL13A	0.01725
DYRK1A	1.7031
FLJ25791	-0.01325
SARDH	-0.3988
RBBP5	0.833833333333333
ORC2L	-0.23625
NCAPH2	-0.624833333333333
RNASET2	0.469333333333333
WDR79	-0.410166666666667
FLJ39779	0.084
C3orf1	0.8085
DDX23	-0.251
MGC40574	0.6675
MORC4	1.3285
MYRIP	-1.557
LY6E	1.89375
SLC39A11	0.70325
ATP12A	2.85
AUP1	-0.20475
PIP	5.32175
CORO7	-0.2355
PITPNM3	0.075
ENPP1	-0.858166666666667
PPP1R1C	-3.61216666666667
NRBP2	1.1795
KCNE2	-0.012
P2RX4	1.70725
CCND2	-1.81107142857143
OR5T3	-0.039
CUL4A	-0.428
CFB	2.109125
PCP4	-1.13166666666667
HEMGN	-5.67483333333333
UBIAD1	0.453
CDC42BPB	-0.6556
CYB561D1	0.2795
RIMS2	-2.061125
ZNF488	-1.21775
RNMTL1	-0.1675
SART3	0.629666666666667
CAPN10	0.0957142857142857
CCR5	5.217
APOA1BP	0.699833333333333
NDUFS5	0.814
PDLIM3	3.4303
VPS24	0.8409
SCN8A	-0.588125
C1orf67	-0.704166666666667
MRCL3	1.27983333333333
TMEM145	-3.1335
KCTD16	-1.10233333333333
RNF149	0.923
FDXR	-1.674
CDCP1	2.3805
PAX3	-3.94988888888889
LASS4	1.04175
HSD17B8	-0.67025
YAP1	-0.092375
NNT	-0.092
SC5DL	-1.1285
DKFZp566H0824	-1.4705
KSR2	-0.986833333333333
RAD21	0.328266666666667
ST8SIA2	0.60775
L3MBTL3	0.789
SNRPB	0.3335
MGC14425	0.097
MIF	0.89
TAPT1	-1.29675
IRF8	2.4188
PRO0132	-0.4405
HERV-FRD	-1.399
ACD	-0.920833333333333
BCL3	1.4305
SPATA13	1.302
MRLC2	0.429
F2RL3	-0.503375
CFHR3	0.3175
DUSP15	1.10983333333333
TMEM46	-2.39566666666667
SF3B4	1.266
MAP7D3	-1.47725
STELLAR	null
SEMA5A	-2.6963
H2BFS	-0.77725
LRRC28	0.330833333333333
MORN2	1.0105
XYLB	0.38525
WDR21C	0.919
HIATL1	0.3845
ADAMTS10	0.4525
WDR55	-0.375
MFSD5	0.169666666666667
OR4N2	-0.0315
DUSP16	0.400222222222222
NLGN4Y	-3.48966666666667
INHBC	-0.0723333333333333
NUMA1	-0.50175
DEFB123	0.16875
GIPC1	0.82175
MGC27348	-0.0635
FLJ33590	0.182
FZD1	1.7962
MKL1	0.7075
SAA2	3.556
C1orf94	-2.7855
C7orf28B	0.501
TMEM185A	0.608894736842105
ZZZ3	1.054
C16orf5	-0.524166666666667
GALNAC4S-6ST	-0.181
C1orf186	5.4155
IGFBP4	-1.74133333333333
NDUFA10	1.271
CLIC2	0.1045
RNF13	0.3595
GPR103	-2.04725
CD69	-1.648
MYOZ1	1.4505
IFNB1	0.43
CLNS1A	-1.1485
CXorf45	-1.9445
ZXDB	1.3175
FUNDC2	0.286
GPA33	-0.673625
C9orf70	-0.311
SLC2A9	0.241875
LOC126520	0.1105
MAGEB1	-1.95766666666667
LCE2A	0.105
C18orf34	2.14
FMNL2	0.187625
KRT85	0.5055
CRYGA	0.291
GEM	-0.03025
THAP6	-0.1517
ALKBH3	-1.46383333333333
TM6SF2	-0.27975
C20orf82	0.5515
RANBP2	0.35
LIG3	0.7216
RETSAT	-0.75675
OR8S1	1.5495
CAST	-0.93125
TGFBI	-0.0772
C15orf37	-0.921625
PGM3	0.3225
SLC4A11	0.348625
FAM123C	0.342833333333333
TAOK1	1.445
CISH	-0.227625
OGDHL	-3.491
SPINT2	2.11016666666667
ZNF33A	1.38
CLDN18	-0.130333333333333
RNF128	-2.65225
CCDC71	-0.5335
RASSF6	2.83283333333333
HSPG2	0.1985
ATP6V0E1	1.2645
ABHD6	-1.53275
CD274	3.093
GCNT1	-1.15475
NT5C1A	-0.498333333333333
TM4SF5	-3.86725
C21orf58	-0.034
SUCLA2	-1.18775
RFTN2	2.623
SCNM1	0.94625
SLC9A10	2.0195
FUNDC1	-0.1665
SLC35F4	-2.68933333333333
AMD1	0.98675
COL6A6	5.06225
OR4K2	0.8705
TRIB2	-1.79758333333333
LOC91461	-1.22825
GHSR	0.677
ATP8B1	1.573625
C1orf78	1.0715
RNF183	1.42133333333333
STX4	0.6182
TPPP2	-0.27475
MYBPHL	-2.727
TXNDC6	0.0223000000000001
C9orf47	0.7705
FAM137B	0.711
FANCB	0.15
C11orf9	-1.41225
DPY19L1	-1.59075
VDAC2	-0.145166666666667
VHL	-0.555
LMBR1	-0.1505
C8orf44	-1.2975
ZPBP	-0.3995
FGF23	-2.562
C21orf67	1.6235
PCNT	0.275625
BCKDHB	0.6363
GALNTL5	1.33825
BET1	0.184
ARL13A	0.2345
HDAC6	0.16525
N4BP3	-0.537
OTOP1	0.474833333333333
TTC30A	1.88675
CRISP1	0.858
KRT32	-1.017
VSTM1	-0.1065
ZNF622	0.4255
POLR3B	-0.0321
DNAJC10	0.186
C12orf54	1.059
ADIPOQ	0.2174
RIT2	0.16575
CD44	0.99875
ABCA3	-0.2335
RPS17	-1.096
FEZF1	-0.3415
PCDHB15	-0.50375
KCNMA1	-2.027
CCDC116	-2.6615
C15orf27	-3.0585
NARG2	-1.2825
ITGA5	-1.411875
MEFV	0.934
TUT1	-0.281875
LOC541473	-0.53
NMBR	-2.872
GLT1D1	-2.28883333333333
ABCB7	-0.17375
PFKP	-0.915
C9orf91	0.0729
LRRC41	0.724333333333333
C1orf85	1.332
ATP5F1	0.40025
STOX1	1.395625
GFOD2	1.24975
SLC25A3	0.269625
ZNF646	0.1555
ZAR1	-2.1275
OSTbeta	-3.22575
GALNT3	3.499
IFT122	0.3125
LDB3	-0.0951111111111111
GARNL1	-1.00564285714286
HOMEZ	-0.1975
LRRC6	2.0085
ANGPTL5	-2.066
UBAC1	-1.43375
DLEU7	0.330666666666667
RPL19	0.11775
TOP1MT	-0.2305
LOC643641	-0.16975
MBD3L2	0.3135
NTSR1	-0.2315
WISP2	-3.20425
GPSM2	0.590625
RDH10	2.5967
PRKCG	0.045
HIST1H4J	1.2805
MON1B	0.0807
MLF1IP	0.280666666666667
ZNF446	-0.06525
COL4A5	0.6178
SLC26A1	0.107071428571429
RGN	-1.507625
CCNB1	-1.90125
C9orf165	0.2535
CCDC28B	0.62
CCDC97	0.13675
FGR	2.84425
MSRB3	-1.0772
EPN2	-0.11325
COX15	0.354833333333333
KCNK6	-0.6901
XK	-5.467
GDA	-5.084
HEPH	0.7555
THRAP3	0.481125
MET	-3.12385714285714
PHYHIP	-1.7965
LYAR	-1.2315
ING3	-0.42975
AK7	-3.3255
CCT8L2	-0.653285714285714
COPS7A	-1.04083333333333
WSCD1	-1.391
RNF185	1.1025
TNS3	0.236
KNDC1	-0.7532
RWDD4A	0.572833333333333
MED13L	0.5083
ZFYVE1	0.310875
C7orf44	-1.54533333333333
MRPL1	1.16
STGC3	-2.14525
TEAD1	-0.608666666666667
RPL7A	-0.399428571428571
ARL6IP1	0.8377
C1orf178	0.3245
CTAGE5	-0.2225
TMEM184A	-1.24016666666667
SLC25A14	-0.31725
CACNG5	-0.234
ATXN10	0.3927
ECH1	0.7926
CCL22	1.535
CYP2F1	-1.667
GADL1	0.722
TMEM19	-0.74
RUNX3	1.318
EFNB1	-0.031
LIPN	0.4465
ACSM3	-3.396
SIGLEC8	1.41233333333333
ASCC3L1	-0.05325
NOL8	-0.80425
RELT	-0.183333333333333
Magmas	0.066
PPP1R15B	1.0423
C11orf2	0.41325
VKORC1	-0.714666666666667
MGC26647	0.4575
TRPM6	-0.607666666666667
UGT2B7	-0.632333333333333
FEV	0.46825
FOXK2	0.3704
PDCD5	1.25533333333333
SLC8A1	2.1886
DGUOK	0.145166666666667
CLDN16	0.697
GAGE1	-0.952
RBM17	0.572
C1QTNF3	-0.146125
VGLL3	-0.660333333333333
UNQ5830	-0.246
CD1A	-1.11483333333333
SCGB1C1	-1.313
SUPT4H1	-0.218375
TRAF5	-0.9415
ASAHL	1.03475
FAM73A	0.795
OR6B1	0.5575
WHSC1	-2.34405
GFPT2	-1.35
LOC339809	1.69825
STARD5	0.100583333333333
SIP1	-0.514
DNAJC15	-0.0145
STAU2	0.0856875
FAM98A	0.553
RAD23B	-0.0318125
LRRC33	0.47575
CHRAC1	0.1915
C21orf89	0.3575
C19orf43	0.7995
KLK8	-1.67883333333333
CCNE1	1.389
PKDREJ	0.920833333333333
SSU72	1.42175
C17orf73	0.386
GPR78	2.1565
WHSC1L1	0.9581
GSTA2	2.42175
SMUG1	-0.682
UFM1	-0.4446
AP3M2	-0.186
USP14	-0.515375
FBXL14	0.234833333333333
DSTN	1.25625
SFRS14	-1.1015
FBXO31	-0.504833333333333
C12orf40	-0.386333333333333
FRS2	0.9565
NR2E3	-1.778
TUBB2C	-0.96325
GMPR	-0.471333333333333
C9orf139	0.2715
ING5	1.14778571428571
LOC730092	0.165166666666667
ORM1	-4.6765
RP11-11C5.2	-1.576
HSPD1	-0.409
PIWIL3	-1.47825
C5orf13	-0.5817
OR5R1	0.322
LCOR	1.05375
PLEKHA9	-0.6675
CCDC43	-0.323
ZNF232	0.35775
SLC6A7	0.045
ADH5	0.218
SHBG	-0.84
CROCCL2	-0.29325
PANX3	-0.0825
CDIPT	-0.581
SLC16A5	-1.09775
TUBB	0.1614375
TOR3A	-0.2004
PREP	0.207666666666667
ENTPD8	0.592928571428571
CHMP1B	-0.05475
SYT12	0.3848
MYH6	-1.5813
MAP3K13	1.88333333333333
KLHL30	0.408
LCMT1	0.6575
EIF1AX	-0.269083333333333
FOXD4L1	1.0075
SLC24A5	-2.8945
RNF166	-0.1179
TJAP1	0.4515
TMEM156	0.5225
ZNF239	1.05175
SNX19	0.3426
GKN1	0.20375
FCN1	4.0584
C1QL1	-1.40625
ATP11C	1.301
ZNF35	1.243
CARD8	-0.083375
LIMD1	-0.464833333333333
KIAA0286	-0.997625
XRN2	0.348166666666667
CD6	1.44066666666667
TOX3	0.702125
ZSCAN4	-2.8268
RSRC1	0.073625
COG1	0.138
PTRF	-1.5533
C16orf35	0.00724999999999996
FBXO24	-0.13725
CHST11	0.37975
THRB	-0.1972
MYBPC1	1.2395
RNF39	-0.0276666666666667
PSMD11	-0.20325
ALAD	-0.433
EN1	-0.765
SLC9A9	-0.0735
GSTM4	0.6937
CDC42BPA	-0.461157894736842
RCSD1	-0.141
LUC7L2	0.2767
SPTBN1	0.8855
LOC146167	0.3565
BAT5	0.3829
ZNF452	-2.36383333333333
LSM4	-0.066375
SRP72	0.062375
SGK269	-0.17175
MTX1	0.84
CENTA1	0.03
UNQ9433	-0.2665
ATR	0.36375
DDX49	0.457666666666667
PAQR8	-0.052
C14orf174	-0.44675
GBGT1	0.74175
THAP1	0.441
OR10K1	1.001
RASIP1	0.186
DPYD	0.1712
DOHH	-0.0765
C18orf45	1.32475
POF1B	-0.924666666666667
ZNF552	0.69325
USP32	-0.826
MED27	-0.652166666666667
C14orf149	-1.26066666666667
PRDX4	-0.573
ABHD12	1.4247
AGT	-6.1955
SLC22A14	-0.17825
C1orf58	0.394
PILRA	-0.11925
ABCF2	0.024125
C17orf85	-0.9024
TKTL1	-2.1005
FGF1	0.98965
IL6R	0.4305
VPS25	-0.156
CHRNB2	-0.352
COL7A1	-2.8713
LRRC48	0.675666666666667
SPG20	-0.917416666666667
COX10	0.6845
GCA	1.50475
ECEL1	1.17033333333333
GLG1	0.476
SRD5A2L2	0.288
MUTYH	-0.271625
ZNF70	-0.25325
L2HGDH	-1.0225
GPATCH2	0.33875
ZNF655	-0.577625
ZNF227	-0.407833333333333
MCOLN2	2.6195
NQO2	-1.84925
KCNQ5	-1.2525
NEU1	-0.0816666666666667
QRICH1	-0.11125
ZBTB20	0.513333333333333
RPUSD3	-0.53525
EPGN	-1.76283333333333
TSN	0.133333333333333
SPRY2	-4.07616666666667
LZTFL1	-0.985375
GMFB	0.511625
PBEF1	0.3829
HBG2	-1.82575
TMEM8	0.0225
PALM2-AKAP2	-0.39
NFYA	1.8005
FAM108A1	0.7025
PBLD	0.2475
NRG4	-2.757
PIGF	-0.259
PTGER1	-0.62875
NOS2A	-0.752166666666667
C21orf34	0.991666666666667
C21orf51	-1.00166666666667
IL17C	0.1955
TRMT6	0.986833333333333
ETV2	-0.514666666666667
CCDC109A	1.26825
MYLK2	-1.2945
ATP10A	0.4437
DPH4	0.53075
C5orf5	-0.424166666666667
KCNA4	0.4208
NMNAT2	-1.4945
GLYATL2	4.986
LSMD1	-0.353875
IL23R	-1.24025
NRF1	0.81625
MUC15	4.42666666666667
PRDM12	-2.3805
PAQR4	0.245071428571429
RBBP6	-0.4788125
IFI27	3.414
SKAP2	-0.4655
TAGAP	3.645875
TJP3	2.2405
C9orf61	-1.3845
IDS	-0.0314285714285714
PARG	0.3435
LOC131149	0.6045
DYRK4	0.147166666666667
MICALL1	1.12975
GALR2	-0.01
GPBP1L1	0.61275
TBX21	5.276
KCNJ6	4.01333333333333
GGN	-0.85
CASP5	0.877333333333333
RNF182	-0.095
BRD4	0.692
DOK4	-1.0995
SLC46A2	0.28
SOX9	2.80241666666667
ZNRD1	-0.386
PRR6	-1.8635
FAU	-0.182375
DTNB	2.31933333333333
CARD9	1.37375
STS-1	0.263
SLC4A5	0.477875
NSBP1	-2.901
UGCGL2	-1.97058333333333
POTE15	-1.84
NOXA1	-1.51475
RP13-347D8.3	2.39925
SAMD10	-0.0675
EP400NL	0.0565
TCF21	-0.715
AMELX	1.016
JPH2	0.1711
SLA	2.593625
DLST	-1.9555
SEPT12	0.24925
RGS20	-3.0015
LXN	2.25183333333333
ZNF419	-0.724125
UPK3B	-0.253333333333333
RELL1	-1.5375
ESPNL	-1.0325
KLHL21	-0.08125
PI15	-0.554
C2orf61	-1.276
LOC407835	-0.139166666666667
RER1	0.369083333333333
ELAVL2	-1.468
MGC26718	-2.8485
KLF2	0.6575
TNFAIP8L3	1.63175
TFE3	0.4975
C11orf17	-1.073375
15E1.2	-0.76575
SNRPC	-0.07975
DLGAP1	-1.3775
PGLYRP1	0.895142857142857
OVCH2	-0.213
IRF7	1.6859
SET	-0.6544
NAB2	-0.688166666666667
LRP5L	-0.6635
FAM120A	0.7290625
ASCL2	0.378166666666667
SHH	-0.2915
ATP5H	-0.0856666666666667
THPO	-2.1285
TYRP1	-5.14633333333333
HIST1H3E	0.701833333333333
EIF2S1	-0.470777777777778
TNFRSF17	2.055
TARSL2	-0.5215
NKX2-8	0.536
C1orf115	-0.669625
LOC56964	0.4695
KIAA0841	0.9845
ISCU	-0.393
TTMA	0.273
ZNF414	0.687
LOC441150	0.5895
RAB15	0.60175
HBP1	1.059
TNNT2	-0.0696666666666667
CECR5	-0.388
PHGDH	-0.28975
JRK	0.4498
XPO4	0.994375
FAM131C	0.6015
ARHGAP25	1.51066666666667
CA9	-1.46122222222222
GPR62	0.077
TLX1	0.7445
GPS1	0.29
OR2M2	0.314
BDP1	-1.75107142857143
FAM70B	0.808
RPS29	-0.0846666666666667
MKLN1	0.5592
TSPAN19	-3.693
SLC29A3	0.6979
LGALS4	-0.830333333333333
USH2A	2.09
NF1	1.26516666666667
APOBEC3A	3.16433333333333
IMPAD1	1.4515
OLR1	4.11483333333333
NRAP	-5.039
HCFC1R1	-0.198833333333333
TAOK2	0.126
MCM10	0.462
MAP4K3	0.764083333333333
CBS	-0.748125
CLK3	-0.5305
PCDHGA5	4.464
ELF4	0.232125
FAM71A	-0.279
C11orf49	0.43725
CLIP2	-0.36075
BTBD9	0.9343
ZNF524	1.2815
KDELR1	0.308833333333333
ZNF509	-0.7575
NCSTN	0.9185
ZNF533	-1.228
PARP4	0.7455
GALNT9	-0.577333333333333
NPY	-2.294
BEGAIN	-3.612
TMEM77	0.799333333333333
FOXRED1	-1.28466666666667
SLC16A2	-0.43
SLC35B1	-0.06975
GK5	0.15225
SDCCAG10	-1.19125
C4orf20	0.3015
SLC9A2	-0.679
ADD1	-0.479142857142857
TAL2	-0.740166666666667
ACLY	-0.19
DNAJC1	0.2415
SOST	-1.1675
USP43	1.13116666666667
CYP4F12	-3.58025
FKBP5	1.8105
CHCHD5	-0.4287
NUDT22	-0.6525
CCDC85B	-1.39475
OR51G2	1.503
STRN3	-0.4295
TMOD2	1.316
FLI1	0.266
MAB21L2	-0.772
DGKQ	0.56025
VPRBP	0.9255
SCNN1B	2.0398
ECHDC3	2.3204
TMEM106C	-0.85975
CSNK2A2	0.7185
RPL39	0.931
HERC3	0.346888888888889
ZBTB47	-0.592666666666667
ZNF681	-0.4905
PAGE2	-2.743
CLIC5	2.99721428571429
RABAC1	0.618
ZFHX2	0.817
YPEL1	1.238
KIAA0776	0.06775
NR1D2	0.61325
DNAJC4	0.399125
NPNT	2.7255
ZNF677	-0.4095
ZNF536	-1.63166666666667
MEF2B	0.229583333333333
PTPN4	0.288125
CTCFL	-6.382
STX5	1.0535
CD72	2.39925
VEGFA	0.509684210526316
XRCC1	-0.4963
MAS1L	0.502833333333333
ELL	0.2536
SETBP1	-0.758
CDH11	0.769166666666667
NDC80	-1.092
DMBX1	-3.031
NRSN1	1.20883333333333
BAT2D1	0.7235
CDS2	0.851666666666667
C1orf212	0.191
SENP3	-0.042875
IL1F9	-0.0625
EEF2K	0.668625
COG8	0.0985
CEP72	0.3895
OR1L8	-0.286
MUS81	-0.3135
PHYH	0.347375
GGT6	1.32516666666667
C22orf23	0.0465833333333333
C13orf33	1.1375
MAPK8IP2	2.1015
NELL2	0.25075
POU3F2	-4.42933333333333
ALPK1	2.684875
MRPS18C	0.09575
RPLP2	0.14125
FGF22	1.2075
SPNS1	0.210166666666667
ZFP1	0.0135
IL1RAPL1	-3.53425
PCSK9	-3.81466666666667
NKX2-1	-0.330230769230769
C6orf189	0.9955
SP4	0.725
SLC11A1	2.5725
C21orf25	2.24733333333333
ICAM2	0.966625
SH3GL1	0.0398333333333333
GSK3B	0.499833333333333
RALB	0.01725
PDXP	-1.1865
GNGT1	-3.649
KIR2DL1	2.203
TNFAIP3	1.11083333333333
C6orf32	1.0405
CBLN2	-3.71575
PANK3	0.329375
TAAR9	0.611
WDR82	-0.257642857142857
APOM	-3.45
TRIP10	0.137
SPATA16	-0.4672
C1orf135	0.3245
USP51	-1.031
TESK1	0.066
C11orf64	0.145
ZNF611	-0.124
PDE6G	1.33733333333333
HLA-DQA1	4.283875
GCLC	0.3085
SEC61A1	0.997928571428572
TWSG1	-0.67675
ZMYND10	-0.66925
CTDP1	0.667625
ADAMTS6	-0.977666666666667
SLIT1	-2.0085
KRT86	0.7025
KIAA0574	1.542
GTPBP2	-0.5559
PQLC3	1.43875
PRRX2	0.2415
C15orf44	0.344833333333333
MKKS	-0.2855
C11orf10	0.31225
GPR110	2.89575
CD109	-1.27066666666667
ADCY1	-0.3455
RHBG	-2.279
TP53I3	0.51425
SLC22A3	-3.63525
UCP2	1.32725
FOXG1	-2.451
OR2AG1	0.121
TRIM24	0.198
PROC	-3.9435
TAAR6	1.38575
AMTN	3.697
C10orf47	0.943
DEPDC1	-0.095
FLJ45557	0.702
ZDHHC17	-0.8195625
KIAA1429	0.760166666666667
KCNH1	-0.729
VNN3	1.295375
PSMAL	5.0095
PPARD	0.778875
HFM1	-1.1005
YBX1	0.292666666666667
ZNF695	-0.2185
SCTR	0.303
DCDC1	-0.001
VPS26B	0.1465
MTF2	0.194833333333333
ATP6V1F	0.6495
CCDC94	0.08025
PERF15	-0.353
CCL11	4.19875
LMO7	-2.1695
DCST1	0.202
ADRBK1	0.399375
CDRT4	-0.296125
ZNF84	-1.383
HOXD8	-0.76225
STARD8	-0.438333333333333
FOXP2	-1.56957142857143
CCDC103	0.424
POLR3A	0.4361
GSC	-2.3325
ZNF114	-4.55183333333333
HTR7P	0.771
LALBA	-2.629
RMND5A	1.04
PSCD2	0.57475
ZNF409	-0.3505
KRTAP1-3	0.268
MAF1	0.53
LOC201725	0.3255
NRN1	-2.93575
SPAG5	-0.606166666666667
DNAH7	0.456833333333333
FLJ43860	0.159
BRCA2	-0.48625
ACADM	-0.703125
CXXC6	-1.219625
RAGE	0.655
CHMP2A	0.08575
FAM8A1	0.3404
GPR21	-0.3365
SLC12A3	-3.096
FVT1	-0.433714285714286
ZDHHC7	-0.314875
FLJ44048	0.466
SLC44A3	2.409
SDSL	-0.3195
MMP8	-1.78975
PLA2G12B	-4.18166666666667
ACY1	-1.01225
MT1E	1.75466666666667
OR4K15	1.303
TECTB	0.784
GPR20	-0.069875
IRAK2	-0.525
RFPL3	-0.8695
MYO9A	-0.27475
NARG1L	-1.33033333333333
BLMH	0.07775
CCDC3	2.3775
C9orf21	-0.486166666666667
KIAA0513	0.142833333333333
MIER2	0.66775
PNMA2	-3.369
SH3BP2	0.9313
ANXA10	-3.50325
RTN2	-1.6155
TFB1M	-0.9925
PRPH2	2.211
C14orf133	0.1415
GOLGB1	1.058
IRX4	-1.628875
NFKBIL1	0.0163333333333333
C10orf62	0.32225
APBB3	-1.22625
RPS10	0.6652
LOC728378	-0.71525
TLE3	0.391055555555556
PSMB7	-0.098875
MESDC1	-0.6865
SLC6A1	1.233
OCLN	0.403666666666667
PTTG3	-1.034
NAGLU	-0.91225
SERTAD4	-1.353875
SPRY1	0.6005
FLJ10781	0.0123333333333333
MYSM1	-0.08825
TRIM4	-0.0857142857142857
SH3YL1	1.2065
TREM2	3.67466666666667
SERPINI1	0.62975
HDHD3	0.77925
TMEM38A	2.11925
EID2B	-2.871
TDRD3	-1.438
SEDLP	-0.933
THSD7A	-0.1515
NDST3	-4.72275
KLHL15	0.04675
DHRS12	0.25
FBXO9	-0.873928571428571
TNPO1	-0.458083333333333
MRPL13	0.3575
SNX5	-0.167
METTL6	-0.726
SOD1	-0.311125
CHML	-0.326
PACS1	0.607125
SIRT5	-1.0427
CAPN2	-0.181666666666667
FXYD5	0.808
TWISTNB	-0.7155
LRFN1	1.3195
UBE1L	1.972625
UBE1C	0.62675
OR51B2	-1.17333333333333
OR4D11	-0.76
C15orf2	0.4005
NR4A1	-0.557333333333333
LOC339047	-1.657
TRIM17	0.554625
ATP5G3	-0.194
RPL15	-0.91875
ADAMTS8	-1.39125
HOXC4	0.9975
C14orf37	-1.249
CEACAM5	-3.454375
MYT1L	0.524833333333333
RASA2	0.925375
OSBPL7	-0.402
STAG1	0.896
GIMAP4	4.69416666666667
FUT3	3.05666666666667
PIF1	-1.9555
LPIN2	0.1841
SH3PX3	-0.1235
PDP2	0.14675
PAPD1	1.243625
ERP27	2.6205
APOOL	-0.0806
DIABLO	-0.24275
TRHR	0.28075
ARMC9	-1.05325
RNF152	3.49625
SLITRK3	-0.583
ZNF211	-0.1274
PFDN1	0.24325
RGS11	-0.91725
HS6ST1	1.3168
AKR1D1	-2.023
TNP2	0.715
STK31	4.2375
EML4	0.50075
SGTA	-0.6345
HIST1H2BI	-0.211833333333333
PSMD6	-2.00866666666667
KIAA1257	-1.14225
C18orf55	-0.213166666666667
FLJ20273	1.344875
RPL28	-0.518
EPYC	2.886375
NOX3	0.349
ELAC1	0.1665
METT11D1	-0.51475
BIN2	0.916666666666667
NACA2	-0.735
CCDC17	-1.35025
HM13	0.0974
UBOX5	0.12825
UBE2O	-0.124125
UBL5	0.189
APOLD1	0.367375
C9orf31	-0.20675
TNFSF8	1.346
ARHGAP29	0.602875
PROKR2	-0.1775
PDE5A	-0.484
C6orf12	-0.1195
TOM1L1	0.0725
WHDC1	-0.285125
FOXI1	1.25766666666667
RAB4A	0.5008
TMEM39B	-0.002
ATPBD1C	-0.97275
FARSA	-0.291833333333333
PLEKHG5	1.0455
CMAS	-0.274
OR7E24	1.3835
SLC30A1	-0.031
CDC42EP5	1.96
PLAC1	1.81725
KLHL18	0.00874999999999997
LBA1	0.4552
TAZ	-0.74475
CRIP2	-1.4675
BTBD11	-1.71783333333333
C16orf72	-0.51775
DIO2	1.4348
LRRCC1	0.865
CCDC136	-3.1165
PRX	-0.043
RBM5	-0.7907
TMEM85	-0.112625
TUBGCP4	-0.926166666666667
APLN	-0.67075
CDK7	-0.861166666666667
SSR2	1.35625
CRELD1	-0.23225
C19orf46	2.03525
GAL3ST4	0.365
KBTBD10	0.011
IL28A	1.2315
WDR27	0.186
MCM2	-0.254833333333333
SOX14	0.9905
FLJ39743	-0.17
KIAA0922	1.0375
HIPK4	0.466
FLJ25758	0.36
C16orf57	0.80425
PDZD2	2.525375
MCC	1.715875
HHLA3	1.7019
ID2	1.0345
C20orf23	0.578583333333333
ZNF688	-0.4935
APOC2	-0.949166666666667
LOC440093	0.76225
FAM50B	0.990833333333333
PWP1	-0.6635
DNAH10	-1.264
HIST1H2BA	0.96525
GPR56	1.58483333333333
METAP2	-0.7545
PAN3	0.522333333333333
STXBP4	-1.146625
PDHX	1.0245
