Hybridization REF	TCGA-AR-A1AT-01A-11R-A12P-07
FLJ45557	-0.18325
ZDHHC17	-0.6225625
KIAA1429	0.00616666666666665
KCNH1	0.55525
VNN3	1.58125
PSMAL	3.68675
PPARD	0.5485
HFM1	-2.093
YBX1	-0.415333333333333
ZNF695	-0.37475
SCTR	-0.0655
DCDC1	-0.217
VPS26B	0.6742
MTF2	-1.054
ATP6V1F	-0.26475
CCDC94	0.26675
PERF15	-0.0455
CCL11	2.37475
LMO7	-1.381625
DCST1	0.264
ADRBK1	0.3155
CDRT4	-0.284375
ZNF84	-1.103
HOXD8	0.1735
STARD8	0.380666666666667
FOXP2	-0.993625
CCDC103	-0.00825
POLR3A	-0.6702
GSC	0.460833333333333
ZNF114	-3.0055
HTR7P	0.3095
LALBA	0.1125
RMND5A	-0.311666666666667
PSCD2	1.30325
ZNF409	-0.0805
KRTAP1-3	0.529833333333333
MAF1	0.67225
LOC201725	-0.849666666666667
NRN1	-2.630625
SPAG5	-0.378666666666667
DNAH7	1.188
FLJ43860	0.204
BRCA2	-1.5975
ACADM	-1.018375
CXXC6	-3.6115
RAGE	-1.44175
CHMP2A	0.49575
FAM8A1	0.111
GPR21	0.6665
SLC12A3	-2.00916666666667
FVT1	-0.106642857142857
ZDHHC7	-0.582375
FLJ44048	0.421
SLC44A3	1.70166666666667
SDSL	1.11733333333333
MMP8	-0.24325
PLA2G12B	-3.02283333333333
ACY1	0.0165
MT1E	0.0553333333333333
OR4K15	0.2265
TECTB	-0.7295
GPR20	0.24975
IRAK2	-0.13275
RFPL3	-1.025875
MYO9A	0.017
NARG1L	-0.719083333333333
BLMH	-0.37575
CCDC3	1.97516666666667
C9orf21	-0.666333333333333
KIAA0513	-0.0536666666666667
MIER2	0.132
PNMA2	-1.63558333333333
SH3BP2	0.9604
ANXA10	0.41825
RTN2	1.10633333333333
TFB1M	-0.8015
PRPH2	1.71025
C14orf133	0.5995
GOLGB1	1.30916666666667
IRX4	-1.179
NFKBIL1	0.394166666666667
C10orf62	0.24975
APBB3	-0.34775
RPS10	0.2642
LOC728378	-0.391
TLE3	0.8265
PSMB7	-0.585125
MESDC1	0.1835
SLC6A1	0.952833333333333
OCLN	2.09866666666667
PTTG3	-1.70133333333333
NAGLU	0.12725
SERTAD4	1.4385
SPRY1	1.82175
FLJ10781	-1.3155
MYSM1	-0.78625
TRIM4	0.193071428571429
SH3YL1	1.0195
TREM2	3.5985
SERPINI1	0.774
HDHD3	0.108625
TMEM38A	0.49375
EID2B	-0.942
TDRD3	-0.133333333333333
SEDLP	0.444
THSD7A	1.12216666666667
NDST3	-2.61875
KLHL15	-1.06816666666667
DHRS12	1.3005
FBXO9	0.3625
TNPO1	-0.62825
MRPL13	-0.0441666666666667
SNX5	-1.4275
METTL6	-0.069
SOD1	-0.110375
CHML	-1.555
PACS1	0.47325
SIRT5	-0.5162
CAPN2	-0.2335
FXYD5	-0.182833333333333
TWISTNB	-0.399
LRFN1	1.32316666666667
UBE1L	2.138
UBE1C	0.52975
OR51B2	0.34975
OR4D11	0.4965
C15orf2	0.1575
NR4A1	0.149333333333333
LOC339047	-2.2185
TRIM17	0.519875
ATP5G3	-0.463142857142857
RPL15	-0.231833333333333
ADAMTS8	-0.828
HOXC4	0.154
C14orf37	0.825
CEACAM5	-1.752
MYT1L	0.00283333333333334
RASA2	-0.635125
OSBPL7	-0.547
STAG1	-0.0935
GIMAP4	4.24533333333333
FUT3	3.48483333333333
PIF1	-2.26
LPIN2	-0.1375
SH3PX3	0.6175
PDP2	-1.28825
PAPD1	-0.34425
ERP27	3.144
APOOL	-0.292
DIABLO	-0.15475
TRHR	0.413875
ARMC9	0.1275
RNF152	3.95625
SLITRK3	0.000399999999999989
ZNF211	-0.0589
PFDN1	-0.303125
RGS11	0.275
HS6ST1	1.3166
AKR1D1	-2.3725
TNP2	0.181166666666667
STK31	0.847
EML4	-0.923666666666667
SGTA	0.304833333333333
HIST1H2BI	-1.5855
PSMD6	-1.64716666666667
KIAA1257	-0.98625
C18orf55	-0.068
FLJ20273	2.5755
RPL28	-0.171333333333333
EPYC	3.26075
NOX3	0.2405
ELAC1	-0.748833333333333
METT11D1	-0.699
BIN2	0.955333333333333
NACA2	0.31625
CCDC17	-0.75525
HM13	-0.537
UBOX5	-0.460625
UBE2O	-0.336
UBL5	0.031
APOLD1	2.132875
C9orf31	0.26375
TNFSF8	0.52
ARHGAP29	-0.0715
PROKR2	0.35
PDE5A	-0.991333333333333
C6orf12	-0.4615
TOM1L1	2.1765
WHDC1	0.414375
FOXI1	0.422333333333333
RAB4A	0.3044
TMEM39B	0.025
ATPBD1C	-0.5805
FARSA	-0.21
PLEKHG5	0.026
CMAS	0.246
OR7E24	-0.0705
SLC30A1	-0.02075
CDC42EP5	2.00483333333333
PLAC1	-0.6865
KLHL18	-0.07775
LBA1	0.9154
TAZ	-0.24
CRIP2	2.555875
BTBD11	-0.774666666666667
C16orf72	0.372
DIO2	0.8241
LRRCC1	-0.0585
CCDC136	-2.609
PRX	-0.1485
RBM5	-0.3335
TMEM85	0.113625
TUBGCP4	-1.0435
APLN	1.40475
CDK7	0.009
SSR2	2.06441666666667
CRELD1	0.46375
C19orf46	2.392
GAL3ST4	0.707666666666667
KBTBD10	0.8465
IL28A	0.6585
WDR27	-0.6
MCM2	-1.0125
SOX14	0.431
FLJ39743	0.7835
KIAA0922	0.101875
HIPK4	0.005
FLJ25758	1.7835
C16orf57	-0.189333333333333
PDZD2	1.245875
MCC	0.805625
HHLA3	-0.1476
ID2	0.64175
C20orf23	1.38625
ZNF688	0.40175
APOC2	-0.478666666666667
LOC440093	-0.4265
FAM50B	1.58333333333333
PWP1	-0.3065
DNAH10	-0.3585
HIST1H2BA	0.36975
GPR56	0.610666666666667
METAP2	-0.342875
PAN3	1.1965
STXBP4	-0.27525
PDHX	-0.299
MTA1	0.454416666666667
ZBED4	0.2185
ZNF720	0.345
CDK2	-1.435625
RHOJ	-0.042
CDC37	0.511666666666667
ZER1	0.585875
GRK4	-0.56375
PRPH	-0.224
POLR2A	0.099125
OGFOD1	-1.4375
NOL5A	-0.99675
PHEX	2.1655
FLJ16478	-0.163
C20orf117	-1.18475
CAMTA2	0.22125
C11orf74	0.8855
DDX17	-0.564833333333333
C5orf27	0.433375
PLEKHA2	-0.6837
PDE4DIP	-0.2277
SCN7A	-0.02975
ZNF559	-0.692666666666667
CXCL10	4.18475
ZMYM4	0.504333333333333
STK32B	-0.565466666666667
KIAA0888	-1.8036
TACR3	0.7065
CKAP2L	-1.73625
KIF1A	-0.454166666666667
RSPRY1	-0.20425
VCAN	0.85725
CYP27C1	0.425
SYDE1	-0.729833333333333
MED12L	-1.3455
ZDHHC21	0.80875
NHS	-0.5225
TM9SF3	1.48616666666667
DDHD1	-0.5725
MAFG	-1.02191666666667
BICD2	-0.7494
C14orf119	-0.237666666666667
C14orf43	0.445071428571429
CDH7	-0.4525
ALKBH5	-0.2705
JUP	1.453625
TMEM41A	0.376833333333333
MAMDC4	-1.19333333333333
CBX3	-0.1075
LRRC18	0.00125
RBMXL2	-1.07625
PLA2G4D	0.654666666666667
FGF13	1.067625
KIF3A	0.563666666666667
PDIA6	-0.1405
DCXR	0.5735
CASKIN2	1.165
EHD1	0.639666666666667
MARCKSL1	2.03866666666667
ZNF496	0.0288333333333333
SCAF1	0.6705
KCTD8	-1.608
TRAF3IP3	1.33885714285714
LSR	2.05925
CXorf1	0.0753333333333333
C14orf112	0.414666666666667
EIF2B1	-0.06175
OMP	0.266
GSTZ1	0.1655
LOC92017	0.23425
ISLR2	0.508
C12orf36	0.1615
GATA2	-1.32266666666667
GABRA5	-3.3365
CELSR2	-0.442
STAM2	0.738
TNAP	-0.997
PTPMT1	-0.923833333333333
GRP	4.881
SV2A	-1.1175
MAGEA12	-3.77525
CACNG1	-0.755
C18orf19	-1.1645
GSG1	-0.382666666666667
PTPRJ	0.186571428571429
FRMPD1	0.165
ZNF668	0.7335
PLEKHJ1	-0.013125
ADAT1	-0.809
TMEM50A	0.1092
UCN3	0.268
HOOK1	0.16875
IL17B	0.093
MLKL	-0.483333333333333
TTC14	-0.990833333333333
KLHL5	-0.0235
CRYL1	1.10433333333333
FOXH1	0.112
NFYB	-0.336375
PPM1G	-0.1275
GOLGA2LY1	-1.709
NMT1	-0.29075
HADHA	-0.2989
CHSY-2	1.098
PLEKHF1	0.467071428571429
SAGE1	-1.062
MUSTN1	0.3155
SUHW4	0.90825
TFEB	1.06433333333333
ZFYVE27	-0.36275
ATG12	-0.4655
BMI1	0.992714285714286
ZIM3	-0.69675
MYH4	-0.0585
MASP1	-0.86675
KIAA0984	1.60275
RPAP2	-0.16
ASB5	0.2865
BOLA3	-0.824666666666667
MIA3	0.7355
KRT35	0.698
KIR3DL3	-1.6945
MRPL51	-0.63475
SEMA3F	1.628
NDUFB2	0.193
LOC253012	-0.4105
FAM46C	-0.2029
G6PC	-2.439875
CSAG3A	-3.91166666666667
PREX1	0.0275
SLC25A45	0.2695
MAPKBP1	0.5251
CPE	-0.8065
GNB1	-1.057
CXCR6	3.8515
TRIM46	1.0305
C16orf3	0.534333333333333
HPSE	1.037375
TIGD3	-0.1535
SPG3A	0.2005
LCAT	-1.2315
ST6GAL1	1.94744444444444
POMC	0.3765
FLJ36031	0.1165
NSMAF	-0.932
SKIL	0.421
ADSS	-0.553833333333333
HMGCS1	-1.5034
POLR3F	-0.6295
RAB10	0.16325
ZNF277P	-0.2805
ZBTB7B	1.243375
DHRS1	0.0085
ABCC13	1.495
CNOT3	0.65075
NFKBIA	1.56975
GAK	0.862666666666667
SFT2D2	2.0115
HOXA6	0.035
CRTC1	1.052
LY6D	0.018
C20orf72	-1.37466666666667
CPT1A	0.91675
LMO1	-1.516
EIF3I	0.8425
PRB4	0.222
MCM3APAS	-2.68375
C20orf132	-0.7721
FOXF2	-3.639
S100A12	0.5475
MLH1	-0.1435
ACTN1	0.7974
MRPL36	-0.721
C20orf106	-0.7575
FBXO6	1.71266666666667
MKS1	0.238833333333333
CX3CR1	-2.073125
PDE1B	0.652
PLP1	-3.7865
KISS1	-0.0358333333333333
C14orf2	-0.0331666666666667
TBC1D3P2	0.65475
COMMD6	1.5482
ANKRD7	-1.23725
PTCHD1	3.44175
NARS2	-0.5755
DOCK7	-0.891125
FAM127B	-0.2475
LOC390243	-0.124833333333333
N6AMT2	0.64025
ZNF391	-1.6055
DNAJB14	-0.429333333333333
WRB	-0.234625
BPI	0.0335
TTC4	-0.236333333333333
FAM10A5	-0.20725
GOT1L1	-0.2992
MAGED1	0.536625
RESP18	0.26325
WFDC6	0.16425
MT2A	-1.073
C11orf56	0.178
KIAA1432	0.6295
ROR1	-0.979625
HSD17B14	1.1395
ZFAND2B	0.1845
SAMD4B	0.61075
HEXA	0.422375
HNRNPU	-0.461181818181818
USP39	-0.33775
NRD1	-0.0725
R3HDML	0.275
FLT4	0.603666666666667
OMG	0.361
OR52N4	0.4885
LOC399818	-0.36625
ELA2	-1.16125
VENTXP1	0.847
RFC5	-1.687
OR52L1	0.3395
PAX5	0.3315
FBXO2	-1.224
GMEB1	0.6455
AKT3	-0.165333333333333
CRB1	-0.202333333333333
CTTN	1.01083333333333
UTP15	-0.622166666666667
HSBP1	-0.541083333333333
PHF11	1.827
NDEL1	-0.195
USP8	-0.29975
BAIAP2	0.9186875
SI	0.539166666666667
ARSJ	-1.15866666666667
BAAT	-2.11925
KCNS3	2.853
LOC126147	-0.1995
TMEM37	0.44175
C1orf162	3.2785
MBD1	0.0351
ITGAL	1.39216666666667
WDR73	-0.143333333333333
GKN2	0.5105
ARFGAP1	-0.355625
SLC5A8	-1.3375
ZBTB40	-0.3552
CYP4B1	5.512
LYPLAL1	0.321
CHST3	-0.9765
MAP3K9	0.508
BTAF1	-0.978833333333333
TFAP2E	0.286
RBM35B	0.74375
LOC441251	-0.189
ANKRD25	-0.896666666666667
UQCRC2	-0.306
MAEA	0.277333333333333
HYAL1	-1.9886
RNPEPL1	0.761
CPSF2	-0.123625
PSD3	-2.8153
ABCA13	-0.60175
AGR2	1.842625
GBX1	-1.73
HDLBP	0.856357142857143
ACY3	0.565
HECW1	-0.461
ZNF519	-1.968
HOPX	2.825375
ZNF304	0.926
OR12D3	0.1205
FKSG43	0.581
METTL1	0.2275
MFSD3	0.9202
PSPH	-0.5325
CLCA3	0.7055
DARS2	-0.906
CDC25A	-1.21283333333333
BAIAP2L1	0.50625
B3GNT5	-0.373125
USP29	-0.09425
ARHGEF10L	-0.0296
ATOX1	0.258625
ADAM30	-0.223
DNASE1	-0.2825
STT3A	0.651666666666667
RAB6IP1	-0.1065
PTN	0.2392
C1orf106	2.00384615384615
HECA	1.414
RNF122	-0.16925
SLC22A18AS	-0.064
GNG8	0.784333333333333
ELP4	-0.24075
FAM65A	0.101166666666667
RPL10A	-0.0791666666666667
IRS4	-0.206
MACF1	0.2005
SEC24D	0.556
LOC374395	0.91975
TGFB2	-1.009125
MDFIC	0.471875
CHRNE	0.3955
PCMTD2	-0.637166666666667
ATP6V0D1	0.207666666666667
MTA2	0.568
LZTR1	0.283333333333333
RAP1A	0.525833333333333
AXIN1	0.312875
POLR1C	-0.000249999999999999
TRIO	-0.643833333333333
PLXNA4A	-0.29875
C5orf33	-0.36425
DEPDC1B	-1.7725
ZNF473	-0.028
MTM1	0.742
GPR107	0.728166666666667
CSNK1A1L	0.0805
FLJ14154	0.213
NLRC4	3.9305
ENPP4	1.6715
PADI3	0.718
RNF170	0.4295
CG018	0.304333333333333
C16orf7	-0.019
KCNE1	0.15225
NRM	-1.094
SLC37A3	0.391214285714286
TPD52L2	-0.5655
UNC5B	1.74625
C12orf12	-0.165
SDHB	-1.07925
CLRN1	0.620375
NUDT10	-1.10733333333333
UGT3A1	-0.485375
FBXW8	0.354625
RHOF	0.2275
PTPLAD1	-0.03475
MYO3B	-1.2355
DERA	-1.34825
TPP2	-0.7815
C19orf53	0.198166666666667
GINS3	-1.85675
ST6GALNAC5	0.212
CHSY1	0.13125
MGC15705	0.4805
GPR83	-0.311833333333333
EXT2	-0.365375
DOLK	0.75925
TUBAL3	-0.68375
ACVRL1	1.9644
ABL2	-0.330416666666667
C14orf156	-0.405666666666667
PTPRZ1	-3.68025
DIP2C	-0.432
LAMP1	0.959125
RXRA	-0.015
MAP3K5	1.086
ALKBH1	-0.114
PDLIM7	-0.206875
ARL14	-1.6695
SNIP1	0.148666666666667
TIMP3	0.97525
RGS3	0.9085
SPAG16	-1.3821
ABHD4	-0.402
ARHGEF12	0.661666666666667
GLUD2	-0.703
RAC2	-0.1646
UAP1L1	-1.03
SLC18A3	0.0285
YOD1	-0.00783333333333333
RALY	0.3105
HMOX2	0.627875
DGKH	0.298
DBNDD2	0.179666666666667
YIPF4	0.02325
THAP10	-0.39025
ZNF513	1.194
HAGHL	0.8005
ITGB4	-0.417
CCDC141	-1.237
YTHDF3	0.39575
C5orf28	0.03275
RPL7L1	-0.578375
TMEM30B	1.19478571428571
ANKRD35	1.2535
DUOXA2	0.4585
TBC1D5	-0.40075
DFNB59	-0.7315
HRH4	0.49025
MYO6	2.0383
DNAJA4	2.625875
RBM24	-1.2655
CEACAM20	0.43725
RBM23	-0.0985
NGFB	0.7765
C1orf63	-2.1502
KRTAP7-1	0.157
PERLD1	2.89625
NPB	0.6405
C17orf59	0.454
HSPBAP1	-0.571
SLC15A4	-0.158625
PRTFDC1	-1.144
OSMR	-0.134571428571429
CYSLTR2	-0.083
C19orf25	0.816
KIAA1797	-0.023
NLRP6	-0.0495
FAM105B	-0.1796
SCRN2	0.6345
LRRC58	-1.2808
RNF17	0.2075
NEIL3	-2.3685
FAM137A	-1.7005
SKP2	-2.37975
PARVA	0.751
PKLR	-0.9435
RNF34	0.02975
A3GALT2	0.52525
C12orf50	0.284
SUNC1	-1.14
FAM102B	-1.14183333333333
CCT2	-1.142
LRRC37A2	-0.74
ARF4	0.7445
SIKE	-0.797625
C8orf48	-0.365333333333333
MBTPS1	-0.6725
GPSN2	-0.309
NCF2	3.41225
SLC12A6	-0.465
MRPL48	-0.853
HMGN3	-0.1585
LRRC62	-0.39375
PAX9	2.053875
FAM55A	-0.132
C20orf42	-3.6225
SCML2	-1.70266666666667
BCL9	0.4285
FAM40A	-0.13175
C9orf41	-0.145833333333333
ZNF774	-0.334
LETM1	-0.93875
PLXNB1	1.4035
NIPSNAP1	0.3315
USP10	-1.1995
F9	-0.00275
LIPE	1.31525
CNGB3	0.0545
C12orf52	-0.160375
PI4K2A	0.1835
MED8	0.4005
STAT4	1.5889
FGD4	-0.3685
RNF145	-2.05083333333333
WDR32	0.3005
CLDN2	0.3595
TCEAL8	1.09025
ZMYND8	-0.6181
PDXK	-0.1975
GATAD2A	-0.57175
PTGES3	-0.423
CCM2	0.1595
TAP1	3.012125
ZNF670	-0.528
ETS2	0.149214285714286
C6orf166	0.254666666666667
PRMT2	0.471785714285714
OR4B1	0.36
INTS8	-0.0775
CCDC102A	0.41225
CCDC83	-0.785666666666667
ITGA1	-0.4822
EPHA5	-1.9086
FAM24B	-0.698
TSGA10	1.15875
HAL	-1.84833333333333
MYOT	-0.03575
SPACA3	-0.15575
BCL2L2	-0.782
CUGBP2	-0.541333333333333
CCNB3	0.7875
RNF113B	-0.1125
MERTK	0.53375
BAG1	-0.2065
VPS36	0.525
ORMDL3	2.6283
C1orf190	-0.264
ZNF625	-0.64525
CORO2B	-1.56975
ALOX15	0.0805
CST1	1.3655
NUPR1	1.9075
CCL7	1.77475
SMCR5	-1.573
DSC2	1.9185
RBMS2	0.477
GRIK4	0.6325
TRIM65	0.0188
TMPRSS6	0.0528571428571429
TP53INP2	0.4695
GLB1L	0.616166666666667
LOC388284	-0.0106666666666667
PUS1	-0.108071428571429
BCL9L	0.683
OLFM1	-1.09308333333333
RET	0.945875
MASTL	-1.13833333333333
ALX3	0.396
IL1RL1	0.395333333333333
ZNF765	-0.9715
C14orf138	-0.70125
SNX10	-0.482166666666667
TAC4	0.267
C1orf64	3.1815
POGK	1.53
MAPK9	0.02675
ZNF366	2.58375
C8orf79	0.5406
CLDN7	2.210625
OR5AT1	0.5675
TRIM37	-1.5045
LRRC25	2.10875
GRHL2	2.4083
TEKT3	-0.33525
LASS5	-0.0121666666666667
ABCC4	-0.29375
DLG3	1.162
VGLL1	0.678875
ZFP36L2	1.92316666666667
MFRP	0.163166666666667
KIAA1799	-0.0745
FLJ44379	1.248
PCNX	-0.13675
ANXA9	0.8645
CYP4V2	0.9686
PIK3C2A	-1.14125
SRR	0.1525
NOL3	-1.15925
IFITM2	1.676
ARNTL2	-2.2545
ZNF595	0.42225
NLRP13	-1.105
ASPH	1.243125
CPA2	0.139
PVRIG	0.615166666666667
LEPR	-0.6505
C16orf42	0.877333333333333
SH3BGRL	1.082
FAM77D	-0.986
FNDC7	-0.523
C9orf6	-0.0883333333333333
NOTCH2NL	0.897
PGBD1	-2.28733333333333
SYNGR2	2.4
PITPNA	-0.2105625
PRPF4B	-0.7987
SLC43A3	-1.04464285714286
NRBP1	0.29425
SLC25A22	0.60975
ILK	0.206
SLC22A8	0.8345
MRPS7	0.110125
PITX2	-3.4255
FABP3	-0.846625
OR1L1	-0.2775
LOC728215	0.648125
BLID	-1.5135
KIAA1217	1.94005882352941
TFPT	0.67425
AP4B1	-0.79475
VBP1	-1.6745
OR1K1	0.285
MORC3	0.04475
BHMT2	-0.936166666666667
C3orf10	0.807125
FZD7	0.2065
WFDC10A	-0.771
PMS2CL	-0.658875
CCDC32	0.463166666666667
FA2H	-0.10525
ALG13	-1.3005
TTLL7	-0.1847
SPOCK3	-0.37025
SLC13A2	1.523
AIM1	2.1875
GPRC6A	0.669
EGR2	2.97525
MED11	0.03475
WWC1	1.50275
SH3GL3	-2.12275
RIF1	-0.980285714285714
PRLH	0.118
VLDLR	-1.808
DBT	-0.2025
C21orf63	2.151
CGGBP1	-0.51425
KRTAP12-2	0.1095
TADA3L	0.013
ZBTB16	0.675
PDGFB	1.418125
RFX1	0.41975
UQCRB	0.5115
LOC133874	-0.2485
HPS3	0.9535
LGALS3BP	2.0445
DKFZP564O0823	1.7035
MRFAP1L1	0.202625
HOXA10	-1.61366666666667
NGB	0.1945
KIF21A	-0.735769230769231
IFLTD1	0.8145
LZTS1	-0.200125
ARHGEF3	0.96125
RHBDL3	-1.567
CSNK1G2	0.274916666666667
ChGn	-0.773125
KIAA1244	2.42083333333333
GABRB2	0.352
MGC72080	-0.2515
CD27	3.809
EGLN1	-2.0872
PEX13	1.439
RWDD3	-0.21925
RNF12	-0.379333333333333
GRIN2B	0.593
ADAMTS14	-0.231375
DYDC2	-1.092
ATP6AP1	0.7864
NR1H2	0.573166666666667
PDK2	0.11025
C3orf17	-0.019
SLC38A2	-1.104
SLC25A29	0.803666666666667
C15orf29	0.1
ADAM9	0.306416666666667
TMUB2	0.46825
GPR176	-0.30375
AGK	-0.31275
MCCD1	0.11325
NDUFA4	-0.32125
TMEM146	0.05475
DUSP1	0.92225
UNQ6975	1.084
EMX2OS	4.01075
INSM2	0.014
LUZP4	0.04375
SETD6	-1.32125
P2RY2	3.468
SLC45A2	-1.0585
RABGAP1	0.330333333333333
UBXD5	0.16525
GPRC5A	0.0546
PAK3	-0.0378333333333333
LOC63920	-0.98225
TGFBR1	0.9843
KRTAP6-3	0.39675
SFMBT2	-0.36425
CDC42	0.5704375
C11orf35	0.2035
TTLL2	0.32975
UACA	0.446166666666667
CD97	-0.3388
SETD5	-0.509
NINJ2	-1.06375
PTER	1.01433333333333
POMGNT1	0.80075
KRTAP4-2	0.1025
ECGF1	3.50925
HRB	-0.113181818181818
ATP1B2	0.1144
LOC400506	0.09025
COL4A3BP	0.12
C6orf97	-1.3675
GRHPR	0.63375
TAS2R1	-0.2745
SEMA7A	-0.8625
EDF1	0.1385
ODF2L	0.2277
PCID2	-0.924333333333333
GTF2H4	0.204666666666667
ZCCHC3	-0.825125
CGB2	0.31
NEUROD1	0.0735
C20orf75	-0.0985
RP5-1054A22.3	0.676333333333333
IFNA5	0.187
ZNF134	0.0159166666666667
MGC119295	-0.8812
ZSWIM6	-0.12025
SMEK1	-0.388166666666667
PCGF2	2.55975
C1orf102	1.3775
CYP2A13	0.7255
KCNH6	-1.3362
MDM1	-0.1143
ALDH7A1	-0.455333333333333
C9orf75	1.4065
VDAC3	0.639125
OR51T1	0.12
EIF3F	0.0906666666666667
KCNJ10	0.1555
LENG8	0.25475
EDEM2	0.0870833333333333
CCNJL	-0.566166666666667
DHX37	-0.092
CRYGN	0.041
AATF	-0.156875
ZNF630	0.306
E2F5	0.5045
WFDC13	-0.40425
FTSJ3	-0.426666666666667
C4orf33	0.24675
LHFPL4	-2.091
C19orf56	-0.36925
SMAD4	-0.204125
AFM	-0.227333333333333
G0S2	-1.283
FCHSD2	0.3677
RRP1B	-1.1303
EEF1B2	0.3275
STAT6	0.804833333333333
ZNF195	-0.763
GNL1	-0.141666666666667
ZNRF2	1.53416666666667
PER3	-1.10375
ASB16	0.23475
C10orf10	1.59078571428571
ADCY8	-2.75366666666667
C9orf58	-0.1945
ARMC10	-0.122166666666667
PSG1	-0.3025
DHX34	0.09975
VARS2	-0.743625
NFIC	0.806
ITPR2	-0.058
AGXT2	0.522666666666667
OR6K3	0.4705
H2AFZ	-0.317166666666667
MLLT3	-0.0429166666666667
COX4I2	1.29225
CCNT2	-0.456375
PLK4	-1.609625
NUMBL	-0.0405
MED16	0.4985
PLEKHQ1	1.43475
GOSR1	0.761833333333333
BTG4	-0.18475
RPL30	0.81625
IGSF5	0.19675
IGFL2	1.22216666666667
ELMOD2	0.7775
SHC3	-1.54533333333333
HAVCR1	0.4535
DYNC2H1	-1.059
RNF5	-0.651
C2orf7	-0.0705
NLF1	0.798
KLHL25	0.838
LRP10	1.3948
KRI1	-0.09925
PUS7L	-0.330833333333333
MGMT	1.18475
HOXD1	-1.08116666666667
CSH1	0.3178
ATG16L2	-1.0105
FLJ44635	1.07
CHODL	-0.24
EXOSC8	-1.16825
SLC28A1	0.3165
MYO7B	-0.394833333333333
SEH1L	-0.4823
MTNR1A	0.6475
TSPAN5	0.141666666666667
CDC45L	-2.36066666666667
AMIGO1	1.1915
ATAD3A	-1.24625
OSGIN2	0.879166666666667
PDIK1L	0.0343333333333333
DARC	2.085125
PIPSL	0.302
SHMT1	0.24125
CRISP3	-0.1925
POPDC2	1.63233333333333
ZRANB2	-0.693666666666667
FBXL8	1.6055
TRIP13	-1.54727272727273
EIF5AL1	-0.5585
POU5F1P3	-4.0375
IL6	-1.09966666666667
CXorf38	-0.0453333333333333
IFNA16	-0.087
FBXL2	1.723
BRD1	0.475
STATH	1.75175
FBXO44	0.1415
MCCC2	-0.75475
CDC2	-1.0247
C5orf23	-2.585
IVD	-0.0433333333333333
C10orf122	-0.77
MSL3L1	0.1501
MVP	0.442
EPOR	-0.6906
ZMYM1	0.286666666666667
BCL7C	0.637666666666667
PSTPIP2	1.0125
LYPD1	-1.145125
OR8G5	0.3405
ZP3	0.454
BCAS4	0.47325
EDG6	3.05875
ISY1	-0.42025
PRAMEF2	-0.8225
CUL1	-0.459875
RNF213	1.9558
CCRK	0.82125
DHX9	-0.27
C13orf29	-0.541
NCKAP1	0.551666666666667
MRPL43	0.932642857142857
XPR1	0.33025
PKN2	0.6533
PODNL1	0.8175
ZNF333	0.063625
DALRD3	1.5985
OPN1SW	0.6715
BTBD6	0.695
C11orf82	-1.448
OR5P3	-0.2125
DUSP11	-0.17025
L1CAM	-1.0221
NEK11	1.51183333333333
OR7E91P	0.742
CNTN3	2.8942
CREB3L2	0.0205
ZBTB37	-0.0605
KIAA1324L	-0.60975
NDUFB10	-0.0711666666666667
NUDT2	0.2865
GTPBP8	-0.5685
CACNA1D	1.808375
PRKAA2	0.319333333333333
PRDM8	0.392
MGC16075	-0.0101666666666667
KRT14	-1.07985714285714
PP8961	1.212875
MRPL18	-0.4485
ABCG2	-2.69375
PACRG	0.3755
BBS2	-0.586
KREMEN2	-1.309
FBXO21	0.50425
HNRPUL1	0.131
GRB10	-0.4475
CLSTN1	0.63725
LMAN2	1.0192
C17orf61	-0.536
NIPSNAP3A	0.6895
INSIG2	0.1135
PCDHB7	-0.228166666666667
STXBP2	0.74475
CMAH	1.33775
SEMA5B	0.2535
ZNF155	0.1875
COQ6	-0.1635
PRPF4	-0.11425
TSPAN15	3.2789
VN1R5	0.38425
LATS2	-0.076
SELK	0.66675
PGK2	-0.71625
MS4A1	0.821
TYW3	-1.1702
KRTAP5-1	1.4265
RCCD1	-1.35483333333333
BTN1A1	0.4765
DDX28	-0.3735
TMEM65	-0.461
LOC92345	-0.03775
TTC31	0.00775
WDR46	-0.777166666666667
CHP2	-1.20666666666667
LSP1	0.722875
ZNF542	0.45025
EXOSC1	-0.19625
ARHGAP18	0.122166666666667
LRRTM4	-0.31325
MAOB	1.46133333333333
CACNB4	-1.2795
MGC33846	0.886625
RANBP3L	0.45475
ATP5L	0.036375
ONECUT1	-2.7855
NUDT9	0.9615
TMEM149	1.5275
STX17	0.81525
IGSF10	-3.9715
TMPRSS9	0.6565
BMPR2	0.664916666666667
ALLC	0.16625
KLF7	1.139
GCC1	0.533
TIMM9	-0.362
CDO1	-0.2515
MGC10701	-1.62133333333333
IFI6	3.26966666666667
FRMD8	1.325
MGAT2	-0.16725
WBP5	0.679166666666667
CNIH2	0.7305
KIAA0907	-1.312
KCNH8	0.1585
CTSG	-1.934
GRIK1	-0.0955
CUL5	0.094125
FRMD1	0.3315
OR9A4	0.516
SYT6	-1.235625
FOXD4L2	1.93325
ANAPC2	-0.000666666666666667
OPN5	0.099
TAF13	0.01625
LYG2	-0.21475
GGNBP1	0.388
C11orf40	0.132
OTX2	-0.539
REG4	-0.524166666666667
