Hybridization REF	TCGA-BH-A18F-01A-11R-A12D-07
TBCC	0.421125
NSF	-0.4515
KCNJ1	0.126666666666667
KIF2B	-0.43575
KRT73	0.236
C7orf47	-0.145
NFASC	0.179666666666667
SFRS15	-0.24225
CLCA4	0.917166666666667
ZNF597	1.34166666666667
SCGB1D1	4.2005
LONRF3	-1.4005
OR2J3	0.2375
SMURF1	-0.6795
C14orf102	-0.09
HNRPDL	-0.0501
ANKRD39	0.002
BTNL8	0.245
CSTF2	-0.311
CABP4	0.2865
TMEM95	0.25525
HTR1F	-1.0555
SCPEP1	1.07275
PRSS12	-1.950375
SLC28A2	-0.1865
INHBA	2.18633333333333
RP11-298P3.3	0.573
UGDH	0.1635
SLC36A1	0.31975
PLCB1	-1.711
SEPP1	1.23033333333333
SRXN1	-0.31325
LOXL2	-0.29425
SERPINA7	-5.13733333333333
LOC201229	0.7925
CHRNA1	0.12175
DENR	-0.628166666666667
RARRES2	1.5335
SENP2	-0.453
XPNPEP1	-0.400625
PCGF5	-0.17225
HIST1H1T	1.199
CDK5RAP1	-0.02175
PRKG1	0.659142857142857
RASGRP1	-0.533
CFI	-0.561833333333333
KIR2DL3	0.76
FOXRED2	-1.3715
FABP1	-4.97025
TRIM7	-1.92325
CYP20A1	0.264272727272727
CYTL1	-1.878
SORBS1	3.32691666666667
PEA15	1.75378571428571
GUCY1A2	1.7295
ZSWIM2	0.0905
PH-4	0.309
PACSIN1	-0.32225
LOC152586	0.1475
UMODL1	-1.449
KREMEN1	0.153125
FLJ35773	3.60025
RFPL4B	-0.181
SNAP23	0.48275
STXBP6	-1.24925
C6orf115	-0.1075
ZBTB33	0.25925
CHST9	-0.280333333333333
MGA	-0.280875
FAM128B	0.2312
GPR4	3.21616666666667
KIAA1957	0.02175
GSTK1	0.526166666666667
CLCN5	-0.57425
FBXW5	0.3085
FUSIP1	-0.294642857142857
MAG	1.5925
FLT3	3.152
STRA8	-0.445
SERPINB4	-3.893
JMY	-0.229166666666667
DLK2	-0.449166666666667
ZNF451	-0.2755
HES6	-0.44225
FGF9	-0.8575
VNN1	-1.005
SRPK2	0.3514
ALDH3A1	-2.04083333333333
CDX4	0.0275
SPG21	-0.1305
ZNF302	-0.0872
DOK3	0.492875
GRIN1	0.043
OR1A1	0.250333333333333
CALU	-0.918
ANKFY1	-1.26933333333333
C9orf84	0.1705
CLEC2L	0.18875
LIMCH1	1.96908333333333
RWDD1	-0.0375
VHLL	0.06275
SLC18A2	1.449
UPK3A	-0.0423333333333333
FIP1L1	-0.74875
LENEP	-0.128
RHOB	2.07383333333333
RIBC2	1.29475
GNPNAT1	-0.3904375
TBC1D10C	0.34575
MMAA	1.68325
INTS9	0.10625
HOOK2	0.665125
CCNG1	-0.994
CCDC144B	-1.083
MTMR7	0.416
NEU4	-2.86983333333333
HADH	0.346
CCKAR	0.3005
TMEM173	1.5605
AFAR3	0.483
PTH2R	2.56875
IFI30	0.981
GLUL	1.118
TMEM71	0.681666666666667
C20orf165	-0.19925
BFAR	-0.078
ZNF14	0.98075
KLHL8	-0.258571428571429
PPIL2	-0.168333333333333
CTA-126B4.3	-0.504
C5orf37	0.536
SLC27A4	0.498666666666667
KLHL22	0.116375
GJB2	3.8871
HSPBP1	-0.724125
PRKD1	0.127833333333333
SOX8	-0.479
KIAA0195	-1.1365
MICALCL	2.91583333333333
ICAM1	-0.38625
C10orf126	-0.5895
SIX4	0.676375
BCL2L1	-0.2592
CD19	0.6985
RAPGEF3	1.62216666666667
KIAA0974	0.21875
MAPK3	-0.0996666666666667
OR10A3	-0.2265
MAP2K1IP1	1.0965
STK4	-0.125944444444444
CHIC2	0.3998
DLX5	-0.103
ZNF367	-0.145
FBXO41	-0.63625
ADK	-0.650125
hCG_1995786	-0.0273333333333333
GTPBP10	-0.17925
TGOLN2	1.131875
CTBS	0.148333333333333
FGD1	-0.50775
ETS1	-0.2615
EDC4	-0.405875
GSTA3	-1.6965
HOXB6	-0.5155
C9orf131	-0.23625
BCAS1	-0.03375
U2AF1L4	0.0565
PDHA2	0.000333333333333324
SORD	0.165625
SLC25A33	-0.319
WDHD1	-2.16775
OR8K5	0.106
RNASE11	0.164
STAP2	0.8295
TRIM44	-0.2657
CHCHD8	0.0255
SIDT2	1.055
OR2B3	0.406
TRRAP	-0.80775
TRAF1	0.416166666666667
RYR2	-1.8965
FAM71B	0.150666666666667
SLC45A4	0.48
TRIM32	0.503375
ATP6V1G1	1.432
TRA16	0.07175
SERHL2	0.13625
PRKY	-0.583
NPR2	-0.31875
TAS2R40	0.21575
OR5I1	-0.0703333333333333
ZFYVE26	0.179
WFDC11	-0.048
CSH2	-0.261
OR2T8	0.68475
TBX20	0.1075
LYPD5	2.87783333333333
STOML2	0.0351666666666667
ALPI	-0.025
FAT3	-0.12475
ZNF273	-0.2495
NPSR1	0.379
FLAD1	0.763333333333333
RAB5C	-0.670875
TTLL3	-1.4405
KIAA1618	-0.94
NPPC	0.469
ZEB2	1.1991
MRP63	0.306625
WSCD2	-0.55625
NEUROD4	0.10325
SNAPAP	1.30975
MTMR2	-0.480647058823529
STK35	-0.366875
USP48	-0.312125
NR1H4	-2.74525
RASL10A	0.731
SSTR1	-2.93525
C1orf35	0.457
APOBEC3C	-1.31775
RUSC2	-0.0425
SALL4	-2.7095
ZCCHC8	-0.03475
RAD17	-0.22475
ZNF708	0.128333333333333
LILRB5	1.786625
TEX12	0.296
C9orf79	0.17425
ARHGEF1	-0.582833333333333
ABCA4	-0.311333333333333
RNF214	-0.55825
PPAPDC2	0.99125
ARID4A	0.327166666666667
SYCP2	1.518125
OPRM1	-0.15175
RP13-102H20.1	0.786
CYP26B1	0.901333333333333
APCDD1	1.87183333333333
PCCA	0.201
ALS2CR7	0.4875
AQP5	2.08466666666667
YLPM1	-0.19225
PRKAR1B	-0.959
IL16	1.1051
TCF3	-0.564375
ZSWIM7	-0.21475
SERPINE1	-0.3792
BAI2	1.643
SMC5	0.472142857142857
SMN1	-0.852
SLC13A5	-2.6775
POU2F3	1.377
BACH1	-0.13
GMCL1L	0.122
PPP2R2D	0.456875
LRRC51	1.40566666666667
EDARADD	1.378
LRRC3	-0.3605
FAM124B	1.18475
C20orf70	0.0915
LOC285735	-1.0475
CTBP2	1.6596
ZMYND11	1.527125
CDH23	0.999083333333333
OR1N1	0.053
LOC400590	-0.6935
PDK1	-1.70275
LMTK3	0.3695
USHBP1	1.53325
ZFYVE21	0.947
hCG_21078	0.106625
OAF	-0.390625
WDR41	-0.22175
SPINK6	-0.1545
GDEP	-0.023
MEG3	-1.532
OXSR1	-0.616357142857143
RAD51	-0.729833333333333
RPL13A	0.34375
DYRK1A	0.4198
FLJ25791	1.4715
SARDH	-0.3763
RBBP5	-0.11
ORC2L	-1.3135
NCAPH2	-0.850666666666667
RNASET2	-1.23883333333333
WDR79	-1.00616666666667
FLJ39779	-0.6315
C3orf1	-0.10125
DDX23	-0.021
MGC40574	0.07
MORC4	1.7185
MYRIP	2.49854545454545
LY6E	0.57125
SLC39A11	1.673375
ATP12A	-0.2635
AUP1	-0.405
PIP	5.179
CORO7	-0.7175
PITPNM3	-0.1305
ENPP1	0.017
PPP1R1C	-3.30716666666667
NRBP2	0.061375
KCNE2	0.6705
P2RX4	1.41075
CCND2	-1.73164285714286
OR5T3	0.193
CUL4A	0.467833333333333
CFB	3.37275
PCP4	-1.8205
HEMGN	-4.8645
UBIAD1	-0.121
CDC42BPB	-0.8036
CYB561D1	0.003
RIMS2	-1.47625
ZNF488	-0.648
RNMTL1	-0.4075
SART3	0.057
CAPN10	-0.548214285714286
CCR5	3.87316666666667
APOA1BP	0.641666666666667
NDUFS5	-0.02925
PDLIM3	2.3608
VPS24	1.5026
SCN8A	-1.133125
C1orf67	-0.688666666666667
MRCL3	1.43533333333333
TMEM145	-2.184
KCTD16	0.2535
RNF149	1.1975
FDXR	-1.38
CDCP1	1.52033333333333
PAX3	-2.8061
LASS4	0.961
HSD17B8	0.29375
YAP1	0.16025
NNT	-1.2445
SC5DL	0.391625
DKFZp566H0824	-1.4725
KSR2	-0.144333333333333
RAD21	-0.212533333333333
ST8SIA2	0.23625
L3MBTL3	0.646625
SNRPB	-0.88425
MGC14425	-0.42175
MIF	-0.397
TAPT1	1.317875
IRF8	2.1495
PRO0132	-0.3175
HERV-FRD	-0.321
ACD	-1.1695
BCL3	1.919
SPATA13	-0.0415
MRLC2	0.893
F2RL3	0.5195
CFHR3	2.569
DUSP15	0.155
TMEM46	3.30083333333333
SF3B4	-0.394166666666667
MAP7D3	-0.871
STELLAR	-1.015
SEMA5A	-0.4455
H2BFS	1.1915
LRRC28	-0.2115
MORN2	-0.1035
XYLB	-0.956625
WDR21C	-0.037
HIATL1	0.766875
ADAMTS10	0.422666666666667
WDR55	0.2775
MFSD5	0.68
OR4N2	0.456
DUSP16	0.693166666666667
NLGN4Y	-1.5166
INHBC	0.111
NUMA1	0.5225
DEFB123	-0.02475
GIPC1	-0.2715
MGC27348	0.0215
FLJ33590	0.2425
FZD1	1.005
MKL1	0.231833333333333
SAA2	3.7565
C1orf94	-1.2965
C7orf28B	-0.531
TMEM185A	0.5731
ZZZ3	-0.681
C16orf5	-0.252166666666667
GALNAC4S-6ST	1.705
C1orf186	2.23525
IGFBP4	0.440833333333333
NDUFA10	1.23416666666667
CLIC2	0.6435
RNF13	0.3015
GPR103	-1.58425
CD69	0.05975
MYOZ1	0.60475
IFNB1	-0.0525
CLNS1A	-0.25525
CXorf45	-0.5405
ZXDB	0.7425
FUNDC2	0.2615
GPA33	-0.250375
C9orf70	0.09725
SLC2A9	-0.29975
LOC126520	-0.1265
MAGEB1	-1.157
LCE2A	-0.0465
C18orf34	3.459
FMNL2	-1.11275
KRT85	0.4435
CRYGA	-0.0055
GEM	1.30675
THAP6	0.3257
ALKBH3	0.738666666666667
TM6SF2	-0.37825
C20orf82	3.44775
RANBP2	0.571333333333333
LIG3	-0.2659
RETSAT	1.12625
OR8S1	0.303
CAST	0.58175
TGFBI	-0.8033
C15orf37	-0.46
PGM3	-0.8145
SLC4A11	-0.47075
FAM123C	-0.0778333333333333
TAOK1	0.21975
CISH	1.898625
OGDHL	-3.0725
SPINT2	2.16066666666667
ZNF33A	0.419
CLDN18	0.075
RNF128	-1.676125
CCDC71	-0.89775
RASSF6	2.49783333333333
HSPG2	0.8205
ATP6V0E1	1.51925
ABHD6	-0.22
CD274	0.7495
GCNT1	2.308
NT5C1A	-0.117
TM4SF5	-3.55525
C21orf58	-1.32166666666667
SUCLA2	0.6805
RFTN2	2.557
SCNM1	0.63875
SLC9A10	0.176
FUNDC1	0.47625
SLC35F4	-2.6995
AMD1	-1.17175
COL6A6	4.9675
OR4K2	-0.1655
TRIB2	-0.230916666666667
LOC91461	-0.98925
GHSR	0.468
ATP8B1	1.239375
C1orf78	1.88066666666667
RNF183	2.548
STX4	0.768
TPPP2	-0.417875
MYBPHL	-1.6715
TXNDC6	-0.113
C9orf47	2.2345
FAM137B	-0.502
FANCB	-1.4045
C11orf9	-1.931
DPY19L1	-1.3185
VDAC2	-0.105666666666667
VHL	-0.779
LMBR1	0.2615
C8orf44	-0.3085
ZPBP	-0.159
FGF23	-1.4875
C21orf67	0.556
PCNT	-0.837
BCKDHB	0.1897
GALNTL5	0.076
BET1	-0.109125
ARL13A	-0.104
HDAC6	0.143625
N4BP3	0.855166666666667
OTOP1	0.0885
TTC30A	2.10275
CRISP1	0.5155
KRT32	0.8955
VSTM1	0.0375
ZNF622	-0.31325
POLR3B	0.0821
DNAJC10	1.046625
C12orf54	2.2025
ADIPOQ	4.0665
RIT2	-0.08375
CD44	-0.6128
ABCA3	2.048375
RPS17	-0.674
FEZF1	-0.8815
PCDHB15	0.37625
KCNMA1	0.800272727272727
CCDC116	-2.006
C15orf27	-1.87
NARG2	-0.8245
ITGA5	-1.031625
MEFV	0.573
TUT1	-0.219875
LOC541473	-0.1695
NMBR	0.3725
GLT1D1	-2.145
ABCB7	-0.22
PFKP	-1.906
C9orf91	1.7737
LRRC41	-0.133166666666667
C1orf85	0.441166666666667
ATP5F1	-0.11475
STOX1	-1.356875
GFOD2	0.0875
SLC25A3	0.167875
ZNF646	0.4918
ZAR1	-0.7035
OSTbeta	-1.92775
GALNT3	0.05325
IFT122	0.565666666666667
LDB3	-0.0067
GARNL1	0.241785714285714
HOMEZ	0.432333333333333
LRRC6	2.06075
ANGPTL5	0.04325
UBAC1	-0.15025
DLEU7	-0.63725
RPL19	-0.056
TOP1MT	-0.952666666666667
LOC643641	0.2845
MBD3L2	-0.224
NTSR1	-0.102333333333333
WISP2	0.89875
GPSM2	-0.581625
RDH10	-0.0854
PRKCG	0.14
HIST1H4J	0.6455
MON1B	-0.1055
MLF1IP	0.0706666666666667
ZNF446	0.28075
COL4A5	0.7143
SLC26A1	0.303571428571429
RGN	-1.069375
CCNB1	-1.2055
C9orf165	0.01075
CCDC28B	0.133
CCDC97	0.894
FGR	1.67175
MSRB3	1.1727
EPN2	-0.02975
COX15	-0.0921666666666667
KCNK6	0.1442
XK	-3.882
GDA	-4.028
HEPH	-0.658125
THRAP3	0.615125
MET	-1.66621428571429
PHYHIP	0.6855
LYAR	-1.27683333333333
ING3	0.06175
AK7	-2.12
CCT8L2	-0.110375
COPS7A	-0.170666666666667
WSCD1	-0.50825
RNF185	0.621125
TNS3	0.2245
KNDC1	-0.188
RWDD4A	0.293333333333333
MED13L	0.3683
ZFYVE1	0.4525
C7orf44	-1.045
MRPL1	0.0275
STGC3	-0.514
TEAD1	-0.0385
RPL7A	0.509642857142857
ARL6IP1	1.4523
C1orf178	-0.1235
CTAGE5	0.278166666666667
TMEM184A	0.280833333333333
SLC25A14	-0.04825
CACNG5	0.2075
ATXN10	0.5389
ECH1	0.3614
CCL22	0.46325
CYP2F1	-1.76783333333333
GADL1	0.2255
TMEM19	-0.2777
RUNX3	0.80825
EFNB1	0.3425
LIPN	0.13
ACSM3	-4.1685
SIGLEC8	0.742666666666667
ASCC3L1	-0.2925
NOL8	0.732125
RELT	-0.599666666666667
Magmas	-0.41225
PPP1R15B	0.6901
C11orf2	-0.16825
VKORC1	-0.1155
MGC26647	-0.220333333333333
TRPM6	0.597333333333333
UGT2B7	-4.00816666666667
FEV	-0.01875
FOXK2	-0.3623
PDCD5	-1.00483333333333
SLC8A1	1.9187
DGUOK	-0.256
CLDN16	0.562
GAGE1	-0.864
RBM17	0.2649
C1QTNF3	1.896875
VGLL3	0.4225
UNQ5830	-0.0995
CD1A	-2.1735
SCGB1C1	-0.0645
SUPT4H1	-0.563375
TRAF5	1.3385
ASAHL	0.94175
FAM73A	0.949166666666667
OR6B1	0.41
WHSC1	-1.51725
GFPT2	1.093
LOC339809	0.3275
STARD5	0.0443333333333333
SIP1	-0.937
DNAJC15	-0.0975
STAU2	0.358625
FAM98A	0.040875
RAD23B	0.721
LRRC33	-1.08125
CHRAC1	-1.25275
C21orf89	0.15725
C19orf43	-0.168333333333333
KLK8	0.9705
CCNE1	-1.556875
PKDREJ	1.97416666666667
SSU72	0.2615
C17orf73	0.0545
GPR78	0.856
WHSC1L1	-0.1467
GSTA2	-1.8545
SMUG1	0.158333333333333
UFM1	0.8874
AP3M2	-0.584916666666667
USP14	-0.40825
FBXL14	0.579666666666667
DSTN	0.98925
SFRS14	-1.12675
FBXO31	-0.4645
C12orf40	-0.17675
FRS2	0.729
NR2E3	-0.792
TUBB2C	0.0265
GMPR	-0.227
C9orf139	0.1125
ING5	0.0547857142857143
LOC730092	0.599
ORM1	-4.15625
RP11-11C5.2	-0.71525
HSPD1	-0.9425
PIWIL3	-0.30125
C5orf13	0.6521
OR5R1	0.101
LCOR	0.63075
PLEKHA9	0.5645
CCDC43	-0.9195
ZNF232	-0.49675
SLC6A7	-0.6405
ADH5	-0.0980833333333333
SHBG	-0.709333333333333
CROCCL2	-1.0445
PANX3	-0.1925
CDIPT	0.137
SLC16A5	-0.05475
TUBB	-0.608875
TOR3A	0.7991
PREP	-0.535833333333333
ENTPD8	0.349785714285714
CHMP1B	0.185
SYT12	0.5619
MYH6	-1.6034
MAP3K13	1.05
KLHL30	0.350333333333333
LCMT1	0.830125
EIF1AX	0.4355
FOXD4L1	0.2065
SLC24A5	-1.1785
RNF166	-0.8367
TJAP1	-0.53275
TMEM156	-0.05
ZNF239	3.32675
SNX19	0.9595
GKN1	0.00925
FCN1	2.1735
C1QL1	-2.007
ATP11C	-0.150125
ZNF35	0.73
CARD8	0.366375
LIMD1	-0.8905
KIAA0286	-0.756125
XRN2	0.0213333333333334
CD6	0.605166666666667
TOX3	0.67175
ZSCAN4	-1.0155
RSRC1	-0.56325
COG1	-0.0825
PTRF	0.8218
C16orf35	0.036375
FBXO24	-0.3475
CHST11	-0.62525
THRB	0.5218
MYBPC1	1.29475
RNF39	0.8555
PSMD11	-1.13225
ALAD	1.2875
EN1	0.74525
SLC9A9	1.0915
GSTM4	-0.0625
CDC42BPA	0.356105263157895
RCSD1	-0.31275
LUC7L2	-0.0114
SPTBN1	0.6969
LOC146167	0.3065
BAT5	0.9367
ZNF452	-0.634125
LSM4	-0.51825
SRP72	-0.3591
SGK269	-0.141333333333333
MTX1	0.514
CENTA1	0.11375
UNQ9433	-0.41
ATR	-0.3845
DDX49	-0.355833333333333
PAQR8	-1.10566666666667
C14orf174	0.50075
GBGT1	0.48725
THAP1	0.338
OR10K1	0.6
RASIP1	-0.149333333333333
DPYD	0.3076
DOHH	-0.41125
C18orf45	1.60675
POF1B	-0.6454
ZNF552	3.03775
USP32	-1.35925
MED27	0.236666666666667
C14orf149	-0.582
PRDX4	-0.793333333333333
ABHD12	-0.6081
AGT	-3.28375
SLC22A14	-0.58475
C1orf58	1.38825
PILRA	-1.12575
ABCF2	-0.84525
C17orf85	-0.3933
TKTL1	-0.58775
FGF1	2.395
IL6R	0.171666666666667
VPS25	-0.75275
CHRNB2	-0.119125
COL7A1	-2.3572
LRRC48	0.9215
SPG20	1.538
COX10	-0.5625
GCA	1.29825
ECEL1	-1.07483333333333
GLG1	-0.0586666666666667
SRD5A2L2	-0.171
MUTYH	-0.68025
ZNF70	0.0925
L2HGDH	-1.0005
GPATCH2	1.513
ZNF655	-0.751875
ZNF227	-0.0553333333333334
MCOLN2	0.138833333333333
NQO2	-0.04975
KCNQ5	-0.2535
NEU1	-0.113833333333333
QRICH1	0.1255
ZBTB20	0.956333333333333
RPUSD3	-1.213
EPGN	-0.831166666666667
TSN	0.575666666666667
SPRY2	-1.06366666666667
LZTFL1	0.164375
GMFB	0.96925
PBEF1	-0.947
HBG2	-2.4565
TMEM8	-0.59675
PALM2-AKAP2	0.875
NFYA	0.95875
FAM108A1	0.18825
PBLD	1.173625
NRG4	-2.3485
PIGF	-0.3615
PTGER1	0.7655
NOS2A	0.333
C21orf34	0.583833333333333
C21orf51	0.309916666666667
IL17C	-0.1605
TRMT6	0.0528333333333333
ETV2	0.165166666666667
CCDC109A	-0.242
MYLK2	-2.0275
ATP10A	0.9545
DPH4	-0.54075
C5orf5	-0.499166666666667
KCNA4	0.962166666666667
NMNAT2	0.383666666666667
GLYATL2	3.61
LSMD1	-0.62025
IL23R	-1.71075
NRF1	-0.26425
MUC15	-0.100666666666667
PRDM12	-1.8385
PAQR4	0.4165
RBBP6	-1.1285625
IFI27	2.68775
SKAP2	0.135833333333333
TAGAP	2.27375
TJP3	1.9345
C9orf61	2.679
IDS	-0.121714285714286
PARG	0.76475
LOC131149	-0.0945
DYRK4	0.2325
MICALL1	-0.175
GALR2	-0.408
GPBP1L1	0.076875
TBX21	3.8975
KCNJ6	-0.178166666666667
GGN	0.36275
CASP5	0.480666666666667
RNF182	-3.8815
BRD4	0.05525
DOK4	-1.012125
SLC46A2	1.30333333333333
SOX9	1.48558333333333
ZNRD1	-0.332333333333333
PRR6	-3.48725
FAU	0.103375
DTNB	1.335
CARD9	0.402
STS-1	-0.776
SLC4A5	0.054
NSBP1	-0.36875
UGCGL2	-0.31275
POTE15	-0.5445
NOXA1	1.179
RP13-347D8.3	2.9965
SAMD10	-0.507166666666667
EP400NL	-1.2175
TCF21	-0.33025
AMELX	-0.000999999999999994
JPH2	0.3468
SLA	2.040125
DLST	-1.64383333333333
SEPT12	0.75275
RGS20	-2.58275
LXN	0.623
ZNF419	-0.233875
UPK3B	-0.453
RELL1	1.36325
ESPNL	-0.0715
KLHL21	-0.264625
PI15	0.2205
C2orf61	-0.836
LOC407835	-0.781333333333333
RER1	0.261333333333333
ELAVL2	1.9185
MGC26718	-0.10575
KLF2	2.78975
TNFAIP8L3	0.36525
TFE3	0.6275
C11orf17	0.000250000000000004
15E1.2	-1.1485
SNRPC	-0.09425
DLGAP1	-0.37775
PGLYRP1	0.202
OVCH2	0.4605
IRF7	1.4862
SET	-0.64
NAB2	-0.311
LRP5L	-0.2705
FAM120A	0.70025
ASCL2	0.956833333333333
SHH	-0.2475
ATP5H	-0.443666666666667
THPO	0.522833333333333
TYRP1	-3.51883333333333
HIST1H3E	1.17333333333333
EIF2S1	-0.307444444444444
TNFRSF17	-0.062
TARSL2	-0.171
NKX2-8	0.015875
C1orf115	1.35025
LOC56964	0.2955
KIAA0841	-1.38525
ISCU	1.05
TTMA	-1.3095
ZNF414	-0.0995
LOC441150	0.19
RAB15	1.03775
HBP1	1.3745
TNNT2	-1.1505
CECR5	-1.183
PHGDH	-2.10975
JRK	-0.0321
XPO4	-0.261875
FAM131C	0.1525
ARHGAP25	0.943
CA9	-2.90977777777778
GPR62	0.815166666666667
TLX1	-0.2735
GPS1	-0.89075
OR2M2	0.114
BDP1	-0.214357142857143
FAM70B	0.335
RPS29	-0.589
MKLN1	-0.2553
TSPAN19	-2.88
SLC29A3	1.0671
LGALS4	-0.121166666666667
USH2A	0.135666666666667
NF1	-0.783166666666667
APOBEC3A	1.58616666666667
IMPAD1	0.419666666666667
OLR1	1.98533333333333
NRAP	0.052
HCFC1R1	0.736166666666667
TAOK2	0.186833333333333
MCM10	-1.0385
MAP4K3	0.300916666666667
CBS	-2.5925
CLK3	-1.1279
PCDHGA5	0.3715
ELF4	0.340875
FAM71A	-0.20325
C11orf49	-0.026
CLIP2	-1.134
BTBD9	1.1154
ZNF524	1.02625
KDELR1	-0.6745
ZNF509	0.39
NCSTN	1.632
ZNF533	0.480285714285714
PARP4	-0.72
GALNT9	-0.139166666666667
NPY	-1.8465
BEGAIN	-1.85816666666667
TMEM77	0.3535
FOXRED1	-0.623333333333333
SLC16A2	0.831833333333333
SLC35B1	-0.8445
GK5	-0.459666666666667
SDCCAG10	-0.42975
C4orf20	0.4815
SLC9A2	0.221
ADD1	0.0432142857142858
TAL2	-1.02783333333333
ACLY	-0.77125
DNAJC1	1.532
SOST	-2.09775
USP43	1.3125
CYP4F12	0.23275
FKBP5	0.991125
CHCHD5	0.7399
NUDT22	0.26275
CCDC85B	-0.512
OR51G2	0.3935
STRN3	0.0475714285714286
TMOD2	0.16875
FLI1	0.578
MAB21L2	-0.417166666666667
DGKQ	0.02325
VPRBP	0.118
SCNN1B	-0.1786
ECHDC3	2.0963
TMEM106C	0.51875
CSNK2A2	-1.0815
RPL39	-0.1575
HERC3	0.2446
ZBTB47	0.745166666666667
ZNF681	0.12825
PAGE2	-2.188
CLIC5	3.22364285714286
RABAC1	0.963
ZFHX2	0.90725
YPEL1	0.4945
KIAA0776	0.18325
NR1D2	0.33275
DNAJC4	0.215375
NPNT	2.8423
ZNF677	0.7075
ZNF536	-0.4225
MEF2B	0.0905
PTPN4	-0.074625
CTCFL	-5.345
STX5	-0.018
CD72	1.64825
VEGFA	-1.16331578947368
XRCC1	0.2664
MAS1L	0.333666666666667
ELL	0.1152
SETBP1	1.53225
CDH11	3.47916666666667
NDC80	-0.986461538461538
DMBX1	-2.4165
NRSN1	0.324333333333333
BAT2D1	-0.010625
CDS2	0.562333333333333
C1orf212	0.159166666666667
SENP3	-1.102375
IL1F9	-0.3385
EEF2K	0.39225
COG8	-0.19775
CEP72	-1.16775
OR1L8	0.19
MUS81	-0.555916666666667
PHYH	0.458625
GGT6	1.19016666666667
C22orf23	-0.960083333333333
C13orf33	3.382625
MAPK8IP2	-0.397
NELL2	0.40525
POU3F2	-3.145
ALPK1	1.35
MRPS18C	-0.461
RPLP2	0.22875
FGF22	0.102
SPNS1	-0.269833333333333
ZFP1	-0.0525
IL1RAPL1	-0.72425
PCSK9	-3.08683333333333
NKX2-1	0.134928571428571
C6orf189	1.976
SP4	-0.633
SLC11A1	0.5748
C21orf25	1.33933333333333
ICAM2	0.790125
SH3GL1	-0.748833333333333
GSK3B	-0.488333333333333
RALB	1.488125
PDXP	-1.63983333333333
GNGT1	-3.01375
KIR2DL1	0.078
TNFAIP3	1.04766666666667
C6orf32	0.8971
CBLN2	-1.7755
PANK3	0.99775
TAAR9	0.386
WDR82	0.370142857142857
APOM	-3.01775
TRIP10	-0.6695
SPATA16	0.0143333333333333
C1orf135	-1.43125
USP51	0.38175
TESK1	1.24725
C11orf64	0.0135
ZNF611	-0.465
PDE6G	0.271166666666667
HLA-DQA1	3.428125
GCLC	-0.087625
SEC61A1	-0.1695
TWSG1	0.707
ZMYND10	1.80375
CTDP1	0.04575
ADAMTS6	0.0246666666666667
SLIT1	-2.094
KRT86	-0.5025
KIAA0574	1.3755
GTPBP2	-0.1296
PQLC3	1.63425
PRRX2	0.0851666666666667
C15orf44	-0.077
MKKS	-0.230625
C11orf10	-0.097
GPR110	0.6525
CD109	-1.05025
ADCY1	0.0921666666666667
RHBG	-2.85125
TP53I3	-0.20925
SLC22A3	-0.2299
UCP2	0.7395
FOXG1	-2.25133333333333
OR2AG1	0.0835
TRIM24	-0.3425
PROC	-2.945875
TAAR6	0.19275
AMTN	-0.832
C10orf47	0.1145
DEPDC1	-1.27525
FLJ45557	1.208
ZDHHC17	0.281875
KIAA1429	1.3495
KCNH1	0.87
VNN3	0.2675
PSMAL	0.99725
PPARD	0.673875
HFM1	-0.98225
YBX1	-2.11233333333333
ZNF695	-0.719
SCTR	0.0428333333333333
DCDC1	0.439
VPS26B	0.2775
MTF2	-0.8915
ATP6V1F	-0.2445
CCDC94	-0.28725
PERF15	0.984
CCL11	2.889
LMO7	-0.863375
DCST1	0.4845
ADRBK1	-0.01075
CDRT4	-0.49275
ZNF84	-0.035
HOXD8	1.908
STARD8	0.155166666666667
FOXP2	-0.711
CCDC103	0.87825
POLR3A	-0.5625
GSC	1.01733333333333
ZNF114	-2.34083333333333
HTR7P	0.4735
LALBA	0.1995
RMND5A	-0.288666666666667
PSCD2	0.54125
ZNF409	0.314
KRTAP1-3	0.47
MAF1	-0.22975
LOC201725	-0.518833333333333
NRN1	-1.288875
SPAG5	-2.25166666666667
DNAH7	1.0795
FLJ43860	0.045
BRCA2	0.12675
ACADM	0.347125
CXXC6	-2.494875
RAGE	-1.218125
CHMP2A	0.4825
FAM8A1	-0.1684
GPR21	0.2665
SLC12A3	-2.63266666666667
FVT1	0.0360714285714285
ZDHHC7	-0.075
FLJ44048	0.1625
SLC44A3	2.25583333333333
SDSL	0.551166666666667
MMP8	-0.54125
PLA2G12B	-3.139
ACY1	-0.56
MT1E	1.08533333333333
OR4K15	0.4515
TECTB	-0.7075
GPR20	-0.210375
IRAK2	-0.44975
RFPL3	-0.4525
MYO9A	0.32075
NARG1L	-0.558916666666667
BLMH	-1.09875
CCDC3	3.49766666666667
C9orf21	0.159333333333333
KIAA0513	0.0631666666666667
MIER2	-0.07175
PNMA2	-1.41058333333333
SH3BP2	0.6015
ANXA10	-2.065
RTN2	0.0405
TFB1M	-1.6285
PRPH2	2.82075
C14orf133	-0.02475
GOLGB1	0.612916666666667
IRX4	0.640375
NFKBIL1	0.027
C10orf62	-0.67375
APBB3	-0.375
RPS10	0.5117
LOC728378	0.12075
