Hybridization REF	TCGA-BH-A1EO-11A-31R-A137-07
ZNF720	0.1295
CDK2	-2.817875
RHOJ	2.359375
CDC37	-0.554666666666667
ZER1	0.345125
GRK4	0.28725
PRPH	0.1945
POLR2A	0.065375
OGFOD1	-1.295
NOL5A	-2.3405
PHEX	-0.6605
FLJ16478	-0.022
C20orf117	-1.06725
CAMTA2	-0.8345
C11orf74	1.51016666666667
DDX17	0.0504166666666666
C5orf27	0.60375
PLEKHA2	-1.23855555555556
PDE4DIP	0.7274
SCN7A	0.279
ZNF559	0.240666666666667
CXCL10	1.58825
ZMYM4	-0.493333333333333
STK32B	1.0234
KIAA0888	-3.7428
TACR3	0.2785
CKAP2L	-3.343
KIF1A	-1.25883333333333
RSPRY1	-0.12375
VCAN	1.43625
CYP27C1	0.057
SYDE1	-1.0855
MED12L	-2.05325
ZDHHC21	0.497125
NHS	0.903
TM9SF3	0.1525
DDHD1	-0.0656250000000001
MAFG	-0.20275
BICD2	-0.2522
C14orf119	0.2936
C14orf43	0.515928571428572
CDH7	-1.6115
ALKBH5	-0.1685
JUP	-1.107125
TMEM41A	-0.528666666666667
MAMDC4	-2.04583333333333
CBX3	-0.505375
LRRC18	0.456
RBMXL2	-0.256333333333333
PLA2G4D	0.539333333333333
FGF13	2.149375
KIF3A	-0.302
PDIA6	-1.5295
DCXR	0.2495
CASKIN2	1.35275
EHD1	1.81033333333333
MARCKSL1	-1.72
ZNF496	-0.488166666666667
SCAF1	-0.395166666666667
KCTD8	-1.04275
TRAF3IP3	0.586642857142857
LSR	-1.286
CXorf1	0.5096
C14orf112	0.885166666666667
EIF2B1	0.00925000000000001
OMP	0.972
GSTZ1	-0.18425
LOC92017	1.73975
ISLR2	2.7255
C12orf36	-0.364
GATA2	-1.3445
GABRA5	-2.546
CELSR2	-1.95671428571429
STAM2	0.7004
TNAP	1.3495
PTPMT1	-0.0968333333333333
GRP	0.12275
SV2A	-1.0965
MAGEA12	-3.81125
CACNG1	-1.284
C18orf19	-0.65075
GSG1	1.034
PTPRJ	-0.716071428571429
FRMPD1	0.403
ZNF668	0.09175
PLEKHJ1	-0.762125
ADAT1	-1.6176
TMEM50A	0.3736
UCN3	0.2455
HOOK1	-4.30975
IL17B	0.133
MLKL	0.203166666666667
TTC14	-0.863833333333333
KLHL5	0.70575
CRYL1	1.80633333333333
FOXH1	0.152
NFYB	0.3775
PPM1G	-1.104
GOLGA2LY1	-0.91525
NMT1	0.067125
HADHA	0.0368
CHSY-2	2.4605
PLEKHF1	1.604
SAGE1	-2.163
MUSTN1	3.3275
SUHW4	1.3965
TFEB	2.57516666666667
ZFYVE27	-0.96125
ATG12	0.245333333333333
BMI1	0.193928571428571
ZIM3	0.74825
MYH4	2.145
MASP1	-0.259583333333333
KIAA0984	-0.7135
RPAP2	-0.28325
ASB5	0.293333333333333
BOLA3	-0.683333333333333
MIA3	0.669666666666667
KRT35	0.396
KIR3DL3	-0.582
MRPL51	-0.579
SEMA3F	-0.1065
NDUFB2	0.961833333333333
LOC253012	-1.24675
FAM46C	-2.0905
G6PC	-2.194
CSAG3A	-4.26616666666667
PREX1	-0.9325
SLC25A45	0.081875
MAPKBP1	0.5625
CPE	2.3422
GNB1	-1.081
CXCR6	1.017
TRIM46	0.343
C16orf3	-0.0171666666666667
HPSE	1.51325
TIGD3	-0.087
SPG3A	2.802
LCAT	-0.8915
ST6GAL1	-0.9405
POMC	2.92125
FLJ36031	0.645166666666667
NSMAF	0.0325
SKIL	0.3215
ADSS	-0.868833333333333
HMGCS1	-2.4261
POLR3F	-0.0191666666666667
RAB10	-0.229125
ZNF277P	-0.63725
ZBTB7B	0.5175
DHRS1	0.1765
ABCC13	0.82975
CNOT3	-0.63475
NFKBIA	1.23325
GAK	-0.291666666666667
SFT2D2	1.86466666666667
HOXA6	0.3475
CRTC1	-0.467875
LY6D	-0.634333333333333
C20orf72	-2.1245
CPT1A	0.21225
LMO1	-0.5535
EIF3I	-0.3325
PRB4	0.242333333333333
MCM3APAS	-3.20775
C20orf132	0.571
FOXF2	-1.26275
S100A12	5.377
MLH1	-0.478166666666667
ACTN1	0.9339
MRPL36	-0.2975
C20orf106	-0.27125
FBXO6	0.8585
MKS1	-0.963333333333333
CX3CR1	-1.34275
PDE1B	3.401
PLP1	-0.17075
KISS1	0.311833333333333
C14orf2	1.07283333333333
TBC1D3P2	-1.63225
COMMD6	2.8396
ANKRD7	-0.92
PTCHD1	-1.4575
NARS2	-1.205
DOCK7	-0.2305
FAM127B	-0.0695
LOC390243	0.209333333333333
N6AMT2	1.90575
ZNF391	0.1155
DNAJB14	0.073
WRB	0.802625
BPI	1.00566666666667
TTC4	-1.0285
FAM10A5	-0.131
GOT1L1	0.3778
MAGED1	-1.207625
RESP18	0.01475
WFDC6	0.223
MT2A	-0.6525
C11orf56	0.09925
KIAA1432	-0.1205
ROR1	-0.17625
HSD17B14	1.51566666666667
ZFAND2B	0.5845
SAMD4B	-0.66325
HEXA	0.680375
HNRNPU	-0.416272727272727
USP39	-0.828875
NRD1	-0.52275
R3HDML	-0.16225
FLT4	0.4925
OMG	0.413833333333333
OR52N4	0.685
LOC399818	-0.307
ELA2	0.17975
VENTXP1	-0.3205
RFC5	-2.046
OR52L1	-0.4175
PAX5	0.458
FBXO2	-2.24
GMEB1	0.194
AKT3	0.701833333333333
CRB1	-0.522333333333333
CTTN	-0.1375
UTP15	-0.929666666666667
HSBP1	0.192583333333333
PHF11	2.31175
NDEL1	0.415333333333333
USP8	0.055
BAIAP2	-0.2429375
SI	0.27
ARSJ	-0.669833333333333
BAAT	-2.137
KCNS3	0.9605
LOC126147	-0.327333333333333
TMEM37	4.1125
C1orf162	4.951
MBD1	-0.7807
ITGAL	-0.127333333333333
WDR73	-0.949666666666667
GKN2	0.476666666666667
ARFGAP1	-1.442
SLC5A8	-0.498333333333333
ZBTB40	-0.4056
CYP4B1	5.0455
LYPLAL1	0.62
CHST3	0.28675
MAP3K9	0.356
BTAF1	-0.9915
TFAP2E	0.759
RBM35B	-3.25575
LOC441251	-0.795166666666667
ANKRD25	0.999222222222222
UQCRC2	0.4085
MAEA	-0.298166666666667
HYAL1	-0.2506
RNPEPL1	0.847833333333333
CPSF2	-0.57625
PSD3	-0.3282
ABCA13	-0.2825
AGR2	-4.366
GBX1	-0.728
HDLBP	1.50378571428571
ACY3	-0.66125
HECW1	-1.059
ZNF519	-0.48425
HOPX	3.370125
ZNF304	0.846375
OR12D3	0.203
FKSG43	0.1625
METTL1	-0.1755
MFSD3	-0.5948
PSPH	-1.69775
CLCA3	-0.831
DARS2	-1.85816666666667
CDC25A	-2.62583333333333
BAIAP2L1	-1.685
B3GNT5	1.780375
USP29	0.37175
ARHGEF10L	1.0797
ATOX1	0.47475
ADAM30	0.00733333333333333
DNASE1	-1.4075
STT3A	0.0689166666666667
RAB6IP1	1.615
PTN	1.219
C1orf106	-2.79553846153846
HECA	2.13675
RNF122	1.4705
SLC22A18AS	0.101666666666667
GNG8	0.113
ELP4	0.19675
FAM65A	0.7965
RPL10A	-0.173166666666667
IRS4	1.2675
MACF1	0.4693
SEC24D	0.4215
LOC374395	0.77875
TGFB2	-0.742875
MDFIC	2.003375
CHRNE	0.945833333333333
PCMTD2	-0.403
ATP6V0D1	0.124833333333333
MTA2	0.562
LZTR1	-0.1145
RAP1A	0.967166666666667
AXIN1	-1.0755
POLR1C	-0.82875
TRIO	-0.0595
PLXNA4A	1.465
C5orf33	-0.39125
DEPDC1B	-4.905
ZNF473	-0.1315
MTM1	0.866125
GPR107	0.187833333333333
CSNK1A1L	-0.195833333333333
FLJ14154	-0.80575
NLRC4	6.0135
ENPP4	3.13716666666667
PADI3	0.4915
RNF170	0.420375
CG018	2.34766666666667
C16orf7	0.29
KCNE1	0.16475
NRM	-0.9
SLC37A3	-0.443214285714286
TPD52L2	-0.4295
UNC5B	-0.732
C12orf12	0.5294
SDHB	0.2405
CLRN1	0.163428571428571
NUDT10	-1.28
UGT3A1	0.5775
FBXW8	-0.60975
RHOF	-0.712875
PTPLAD1	-1.225125
MYO3B	-0.12625
DERA	-0.133
TPP2	-0.6385
C19orf53	0.549333333333333
GINS3	-1.388625
ST6GALNAC5	-1.4225
CHSY1	-0.035
MGC15705	0.4215
GPR83	-0.1845
EXT2	0.60675
DOLK	0.87025
TUBAL3	-1.526
ACVRL1	3.9652
ABL2	0.501833333333333
C14orf156	0.237666666666667
PTPRZ1	-2.832
DIP2C	1.329
LAMP1	0.761625
RXRA	1.1346
MAP3K5	1.79825
ALKBH1	-0.436166666666667
PDLIM7	-0.584
ARL14	-1.4525
SNIP1	-0.461333333333333
TIMP3	3.26525
RGS3	0.803666666666667
SPAG16	1.0473
ABHD4	-0.08325
ARHGEF12	0.857
GLUD2	0.061
RAC2	-0.2941
UAP1L1	-0.125
SLC18A3	-0.2655
YOD1	-1.28183333333333
RALY	-0.717
HMOX2	0.73175
DGKH	-0.41175
DBNDD2	2.475
YIPF4	1.026375
THAP10	-0.8875
ZNF513	-0.17875
HAGHL	-2.1195
ITGB4	0.0413333333333333
CCDC141	0.9925
YTHDF3	-0.3165
C5orf28	-0.1785
RPL7L1	-0.683125
TMEM30B	-0.5105
ANKRD35	4.368
DUOXA2	0.18525
TBC1D5	-0.411625
DFNB59	1.0815
HRH4	0.285
MYO6	-0.3862
DNAJA4	0.963375
RBM24	-0.311
CEACAM20	-1.13125
RBM23	-0.910071428571429
NGFB	0.2945
C1orf63	-2.0626
KRTAP7-1	0.0235
PERLD1	0.966
NPB	0.462
C17orf59	0.9639
HSPBAP1	0.80425
SLC15A4	0.331
PRTFDC1	0.93175
OSMR	-0.636571428571428
CYSLTR2	0.3435
C19orf25	-0.1875
KIAA1797	-0.9205
NLRP6	null
FAM105B	0.1494
SCRN2	1.25733333333333
LRRC58	-0.8231
RNF17	0.254625
NEIL3	-4.2415
FAM137A	-3.22975
SKP2	-3.171
PARVA	2.51091666666667
PKLR	-1.864
RNF34	-0.720625
A3GALT2	0.144
C12orf50	0.162
SUNC1	-1.045
FAM102B	-0.130166666666667
CCT2	-1.6215
LRRC37A2	-1.037
ARF4	0.486
SIKE	-0.38425
C8orf48	2.7915
MBTPS1	-0.108642857142857
GPSN2	-0.928
NCF2	4.94075
SLC12A6	1.24183333333333
MRPL48	-0.3425
HMGN3	0.585
LRRC62	-1.1235
PAX9	-2.431875
FAM55A	1.322
C20orf42	-2.90666666666667
SCML2	-2.595
BCL9	-0.4935
FAM40A	-0.4925
C9orf41	-0.9715
ZNF774	-0.318
LETM1	-1.181
PLXNB1	-1.40533333333333
NIPSNAP1	-2.026125
USP10	-1.64225
F9	0.57075
LIPE	6.04625
CNGB3	-0.9205
C12orf52	-0.633125
PI4K2A	0.322625
MED8	0.225625
STAT4	1.7084
FGD4	1.95216666666667
RNF145	0.108
WDR32	-0.1609
CLDN2	1.20083333333333
TCEAL8	1.017
ZMYND8	-1.4906
PDXK	0.16790625
GATAD2A	-0.67025
PTGES3	-0.7775
CCM2	0.79325
TAP1	0.46225
ZNF670	-0.84925
ETS2	1.54935714285714
C6orf166	0.854166666666667
PRMT2	0.291857142857143
OR4B1	1.473
INTS8	-0.8165
CCDC102A	0.9
CCDC83	-1.37675
ITGA1	1.4619
EPHA5	-1.94444444444444
FAM24B	-0.747333333333333
TSGA10	2.37225
HAL	-2.19083333333333
MYOT	2.2045
SPACA3	0.12725
BCL2L2	0.763666666666667
CUGBP2	2.35516666666667
CCNB3	1.22275
RNF113B	0.1205
MERTK	1.14475
BAG1	0.87975
VPS36	0.65425
ORMDL3	0.9707
C1orf190	3.00625
ZNF625	-0.9985
CORO2B	0.7495
ALOX15	-0.4155
CST1	0.1115
NUPR1	2.8085
CCL7	3.225
SMCR5	-2.611
DSC2	0.096
RBMS2	0.95575
GRIK4	0.684
TRIM65	0.1094
TMPRSS6	-0.494
TP53INP2	-0.166
GLB1L	1.78366666666667
LOC388284	0.9835
PUS1	-1.39392857142857
BCL9L	-0.5995
OLFM1	0.745583333333333
RET	-1.328
MASTL	-2.6155
ALX3	0.5385
IL1RL1	1.4385
ZNF765	-0.6422
C14orf138	-0.806
SNX10	1.03166666666667
TAC4	0.118
C1orf64	-2.743125
POGK	-0.78325
MAPK9	-0.22075
ZNF366	4.70125
C8orf79	1.2671
CLDN7	-2.010875
OR5AT1	0.857
TRIM37	-2.85125
LRRC25	4.7535
GRHL2	-3.2923
TEKT3	2.37
LASS5	-0.712333333333333
ABCC4	-2.37208333333333
DLG3	-1.710125
VGLL1	-0.3355
ZFP36L2	2.28783333333333
MFRP	-0.4595
KIAA1799	0.45675
FLJ44379	-1.051
PCNX	0.7175
ANXA9	-1.916
CYP4V2	1.3755
PIK3C2A	-0.8085
SRR	0.3765
NOL3	-0.55625
IFITM2	2.064
ARNTL2	-1.465
ZNF595	0.477
NLRP13	-0.103
ASPH	1.22875
CPA2	0.8115
PVRIG	-1.13766666666667
LEPR	2.866
C16orf42	0.277333333333333
SH3BGRL	1.543
FAM77D	-0.277333333333333
FNDC7	-0.03
C9orf6	-0.253166666666667
NOTCH2NL	0.259166666666667
PGBD1	0.248166666666667
SYNGR2	-0.665833333333333
PITPNA	-0.3469375
PRPF4B	-1.5657
SLC43A3	-0.369714285714286
NRBP1	-0.62025
SLC25A22	-0.35525
ILK	0.651125
SLC22A8	0.466
MRPS7	-0.520875
PITX2	0.192
FABP3	1.895625
OR1L1	0.346
LOC728215	-0.216875
BLID	-1.6185
KIAA1217	2.57464705882353
TFPT	0.182
AP4B1	-0.3735
VBP1	-1.47775
OR1K1	0.9105
MORC3	0.36125
BHMT2	3.64316666666667
C3orf10	1.217375
FZD7	0.9265
WFDC10A	0.569
PMS2CL	-1.44
CCDC32	0.966333333333333
FA2H	-6.31575
ALG13	0.5
TTLL7	-0.4221
SPOCK3	-0.57825
SLC13A2	0.116
AIM1	1.2765
GPRC6A	0.237
EGR2	6.82125
MED11	1.28025
WWC1	-2.87475
SH3GL3	-2.845
RIF1	-1.01721428571429
PRLH	0.2915
VLDLR	0.8075
DBT	-0.0190625
C21orf63	1.4865
CGGBP1	-0.094
KRTAP12-2	-1.0015
TADA3L	-1.20225
ZBTB16	4.9705
PDGFB	1.65175
RFX1	0.06575
UQCRB	1.0474
LOC133874	3.554
HPS3	-2.159
LGALS3BP	0.7101
DKFZP564O0823	3.60607142857143
MRFAP1L1	-0.164375
HOXA10	0.595
NGB	-0.166
KIF21A	-1.06723076923077
IFLTD1	0.8355
LZTS1	-0.718375
ARHGEF3	1.70125
RHBDL3	-0.5695
CSNK1G2	-0.180333333333333
ChGn	0.30925
KIAA1244	-1.12683333333333
GABRB2	0.469
MGC72080	-0.179
CD27	3.81875
EGLN1	-1.2294
PEX13	0.0585
RWDD3	0.2435
RNF12	-0.408
GRIN2B	0.3455
ADAMTS14	-0.57625
DYDC2	-0.102333333333333
ATP6AP1	-0.2912
NR1H2	-0.256666666666667
PDK2	0.5565
C3orf17	0.0808333333333334
SLC38A2	-0.492357142857143
SLC25A29	-1.2375
C15orf29	0.896875
ADAM9	-0.388833333333333
TMUB2	0.367
GPR176	0.03875
AGK	-1.02566666666667
MCCD1	0.25475
NDUFA4	0.764
TMEM146	0.32875
DUSP1	4.3845
UNQ6975	4.3525
EMX2OS	6.69225
INSM2	0.258
LUZP4	-0.413
SETD6	-1.759
P2RY2	0.296
SLC45A2	-1.4445
RABGAP1	0.441166666666667
UBXD5	-0.022625
GPRC5A	-1.0793
PAK3	1.07933333333333
LOC63920	-0.02975
TGFBR1	1.0167
KRTAP6-3	0.136
SFMBT2	-0.95225
CDC42	0.499625
C11orf35	-0.1595
TTLL2	-0.52175
UACA	1.59025
CD97	0.00590000000000002
SETD5	-0.9585
NINJ2	1.08925
PTER	-0.03
POMGNT1	-0.57625
KRTAP4-2	-0.486
ECGF1	2.425625
HRB	0.193090909090909
ATP1B2	0.8447
LOC400506	-1.43675
COL4A3BP	1.531
C6orf97	0.83325
GRHPR	1.004375
TAS2R1	0.935
SEMA7A	-1.176
EDF1	0.28875
ODF2L	0.8313
PCID2	-0.731
GTF2H4	-1.04866666666667
ZCCHC3	-0.755125
CGB2	0.1345
NEUROD1	-0.7235
C20orf75	0.028
RP5-1054A22.3	2.69866666666667
IFNA5	0.2275
ZNF134	0.0231666666666667
MGC119295	-1.5512
ZSWIM6	0.99625
SMEK1	-0.2845
PCGF2	0.136125
C1orf102	2.4325
CYP2A13	1.2805
KCNH6	-0.9159
MDM1	-0.0682
ALDH7A1	-0.59
C9orf75	-1.30225
VDAC3	-0.218625
OR51T1	0.127
EIF3F	0.101083333333333
KCNJ10	-0.347875
LENG8	-0.2215
EDEM2	-0.23875
CCNJL	-0.5555
DHX37	-0.919
CRYGN	1.125
AATF	-0.916375
ZNF630	0.755625
E2F5	-2.322
WFDC13	-0.398333333333333
FTSJ3	-1.60333333333333
C4orf33	0.31475
LHFPL4	-2.71
C19orf56	0.204583333333333
SMAD4	0.28975
AFM	0.236
G0S2	5.8275
FCHSD2	0.7343
RRP1B	-1.2167
EEF1B2	0.385833333333333
STAT6	0.197666666666667
ZNF195	-1.06575
GNL1	-0.699833333333333
ZNRF2	0.359
PER3	-0.04475
ASB16	0.53775
C10orf10	4.32714285714286
ADCY8	-1.779
C9orf58	1.94216666666667
ARMC10	-0.251
PSG1	-1.333
DHX34	-0.668
VARS2	-1.201125
NFIC	-0.34475
ITPR2	-0.07425
AGXT2	0.589833333333333
OR6K3	0.6065
H2AFZ	-0.457333333333333
MLLT3	0.5065
COX4I2	4.619
CCNT2	-0.81675
PLK4	-3.048875
NUMBL	-0.123833333333333
MED16	-0.64525
PLEKHQ1	2.94425
GOSR1	0.184555555555556
BTG4	0.1525
RPL30	1.30275
IGSF5	-0.3325
IGFL2	-1.115
ELMOD2	1.06766666666667
SHC3	1.14916666666667
HAVCR1	0.443
DYNC2H1	-0.195
RNF5	-0.933333333333333
C2orf7	0.75475
NLF1	1.1765
KLHL25	0.09225
LRP10	0.3627
KRI1	-1.2625
PUS7L	-0.793666666666667
MGMT	2.09875
HOXD1	2.14283333333333
CSH1	0.6652
ATG16L2	-1.40275
FLJ44635	1.786
CHODL	1.7645
EXOSC8	-0.9105
SLC28A1	-1.18025
MYO7B	-0.6475
SEH1L	-0.6899
MTNR1A	0.339166666666667
TSPAN5	-0.4
CDC45L	-4.629
AMIGO1	-0.145
ATAD3A	-1.6465
OSGIN2	1.03116666666667
PDIK1L	-0.739166666666667
DARC	5.82875
PIPSL	0.11
SHMT1	0.368
CRISP3	1.102
POPDC2	2.3805
ZRANB2	-0.544
FBXL8	0.2485
TRIP13	-3.85190909090909
EIF5AL1	-1.5745
POU5F1P3	-4.60533333333333
IL6	3.84783333333333
CXorf38	0.150333333333333
IFNA16	-0.736
FBXL2	1.12
BRD1	-0.2225
STATH	0.04625
FBXO44	-0.0456666666666667
MCCC2	-1.5315
CDC2	-3.25266666666667
C5orf23	4.19875
IVD	-0.988
C10orf122	-0.7085
MSL3L1	0.5533
MVP	0.91575
EPOR	0.00310000000000001
ZMYM1	-0.733666666666667
BCL7C	0.3755
PSTPIP2	-0.0661
LYPD1	-2.942375
OR8G5	0.7755
ZP3	-1.182
BCAS4	-2.38075
EDG6	4.24225
ISY1	-0.49625
PRAMEF2	-1.31366666666667
CUL1	-0.728
RNF213	0.4993
CCRK	0.1225
DHX9	-1.227625
C13orf29	1.2105
NCKAP1	1.698
MRPL43	0.7195
XPR1	-1.03375
PKN2	0.2954
PODNL1	-0.2955
ZNF333	0.608375
DALRD3	0.32
OPN1SW	0.6355
BTBD6	1.16875
C11orf82	-2.595
OR5P3	0.547
DUSP11	0.2415
L1CAM	-1.1316
NEK11	1.43083333333333
OR7E91P	0.8835
CNTN3	3.3134
CREB3L2	0.475
ZBTB37	0.3915
KIAA1324L	1.266
NDUFB10	0.165333333333333
NUDT2	0.58475
GTPBP8	-0.072
CACNA1D	-0.852
PRKAA2	-2.39766666666667
PRDM8	0.301
MGC16075	-1.87916666666667
KRT14	-1.67757142857143
PP8961	0.739
MRPL18	-0.2075
ABCG2	-0.6655
PACRG	2.36025
BBS2	0.74275
KREMEN2	-4.199
FBXO21	0.23925
HNRPUL1	-0.429166666666667
GRB10	0.49975
CLSTN1	-0.2095
LMAN2	-0.7534
C17orf61	0.97875
NIPSNAP3A	1.72075
INSIG2	-1.19583333333333
PCDHB7	0.997333333333333
STXBP2	-1.376
CMAH	1.1555
SEMA5B	1.16975
ZNF155	0.0333333333333333
COQ6	0.263166666666667
PRPF4	-0.6865
TSPAN15	2.2343
VN1R5	0.10075
LATS2	1.9425
SELK	1.363
PGK2	0.90225
MS4A1	-1.532625
TYW3	0.1735
KRTAP5-1	-0.125
RCCD1	-2.12116666666667
BTN1A1	-0.00250000000000006
DDX28	-0.08575
TMEM65	0.294875
LOC92345	-0.5795
TTC31	-0.62425
WDR46	-1.28433333333333
CHP2	-0.942833333333333
LSP1	2.297375
ZNF542	0.192
EXOSC1	0.06225
ARHGAP18	0.768333333333333
LRRTM4	-0.7345
MAOB	3.87766666666667
CACNB4	-0.4095
MGC33846	0.9135
RANBP3L	1.3455
ATP5L	0.757
ONECUT1	-3.204
NUDT9	0.45975
TMEM149	1.593
STX17	0.41075
IGSF10	-0.3145
TMPRSS9	-0.271
BMPR2	0.842833333333333
ALLC	0.649
KLF7	0.839375
GCC1	0.4098
TIMM9	0.66675
CDO1	6.07933333333333
MGC10701	-0.937166666666667
IFI6	1.39466666666667
FRMD8	0.12175
MGAT2	0.36475
WBP5	1.07833333333333
CNIH2	-0.3395
KIAA0907	-2.0839
KCNH8	-1.436
CTSG	3.5405
GRIK1	-0.2212
CUL5	1.267125
FRMD1	0.881
OR9A4	1.422
SYT6	-2.01775
FOXD4L2	-0.57375
ANAPC2	-0.9525
OPN5	0.366
TAF13	1.7205
LYG2	-0.433
GGNBP1	0.2295
C11orf40	0.0495
OTX2	-1.0025
REG4	-0.174
EIF5	0.1105625
PALB2	-1.457
SEPSECS	-0.0737
RNASE3	-0.0385
TRIM49	-2.1185
POLR2K	1.0463
GPR42	1.9335
C8B	-2.31775
SASS6	-0.90825
PREB	0.0215
OR3A3	1.016
TUBA8	1.845375
IGLV2-14	-1.333
STIL	-3.8365
ANKFN1	-1.3706
NME7	-0.44525
HOXC12	-1.65775
UBE2C	-3.171625
FHOD1	-0.08825
CDK2AP1	0.698833333333334
OR6K2	0.90325
DHPS	-1.001
RPL5	0.48475
TRGV5	0.833
LOC541472	3.041
HCCS	-0.369
DENND1B	-0.474
LHX3	-0.67
OR5D16	0.8275
CXorf57	-1.99266666666667
IRF2BP1	-0.21675
NDST2	0.999
LCE3D	0.0575
BOLL	0.510375
SYT3	-1.401
PIH1D2	1.03925
C20orf7	-0.0641666666666667
IL1R2	2.67683333333333
SLAMF9	1.1715
PPME1	-0.7895
PIK3CA	0.857
TRAPPC1	-0.012
COLEC10	-1.72125
SLC9A6	-0.000166666666666658
PDDC1	0.0275
CCDC53	1.77975
GK3P	-1.40625
DAZL	-1.01575
BRI3	1.539
SDK1	0.82825
CYP2C18	0.45475
IFI44L	3.552
RPL3L	1.4085
FUT9	-2.4875
KIFC2	-1.079
PMP2	0.76225
SLC4A9	0.218
PLAG1	-1.051
MYCBP2	1.3835
OR4E2	0.0795
CCDC65	0.0945
C16orf82	0.075375
ENTPD4	-0.77725
BRP44L	1.31275
PMP22CD	-0.41675
TMCO4	0.860833333333333
KCNN1	-0.989166666666667
WDR35	-0.6295
CCDC80	4.074375
C3orf31	-0.69375
SLC7A9	-1.72425
TMEM190	-1.91425
DBC1	-2.13816666666667
FADS3	1.31883333333333
PDZD8	0.411333333333333
GRM5	0.328571428571429
AZGP1	0.9545
PEX3	0.664
MED1	-0.500857142857143
ATG4C	-0.00316666666666666
HNRPH3	-0.582
FAM109B	2.06175
C4orf17	0.459
CA10	0.3855
OPRD1	0.6055
CCL16	-0.765
SACM1L	-1.73225
CST6	3.35575
CD63	2.2660625
LGI1	1.212
ZNF784	0.2285
CRYBB1	0.164
CX3CL1	1.3927
TOP2A	-4.657375
GYPB	-3.129
GADD45GIP1	-0.41475
FEN1	-2.97525
IGF1R	-1.788625
WDR72	-2.50833333333333
PURG	-0.729333333333333
DEFB126	0.0895
PKD1L1	0.94
CAV1	2.4737
GNPDA2	1.3868
DGAT2	3.62575
NLGN1	0.1105
STRBP	-2.173875
HPRT1	-1.4125
FANCI	-3.47375
PSMA7	1.03625
DBF4B	-1.31716666666667
TTF1	-0.242
RAD54L	-3.3135
ELOF1	-1.10875
PLAGL2	-0.8275
ZNF256	0.36525
HMGCL	0.67975
MSI2	-1.786
RPESP	-0.76
C11orf60	0.4545
ABCD1	0.0235
ACAA1	0.5844
SPARCL1	6.911
IL6ST	0.5261
ZNF319	0.34025
TMEM109	-0.1897
FAM90A1	0.0156666666666667
IL22RA1	-1.455
ATP4B	0.694
TEC	-0.804666666666667
C7orf30	-0.14075
TXNDC2	-0.865
ABCB4	-0.92225
KIAA1191	0.401
C9orf38	0.011
SFTPB	-0.0805714285714286
CNTNAP2	-2.55754545454545
FRK	0.281
TBX19	-0.90325
CHD4	-1.04175
C6orf26	-3.4105
MOSC2	2.562
IKBKE	-2.04775
HIF1A	-1.15583333333333
LOC595101	-0.1425
RELA	0.2924
TMEM16B	1.45216666666667
ABHD12B	-2.63925
TSEN34	-0.59275
KIF18A	-4.334
TXNDC9	0.132166666666667
SPATA2L	0.2795
SEMA4G	-1.411
C21orf91	0.843125
MATN1	-1.2905
KCNIP4	0.455333333333333
TUSC1	1.768875
OR4C15	0.84075
ARMCX6	0.70875
WBSCR27	-0.954
OR52I2	0.566
KIAA1604	0.33825
DYNC1I1	0.602125
PPP4C	-1.95925
SLC47A2	-2.02866666666667
TREH	-0.00450000000000005
CD48	3.02816666666667
ST14	0.145833333333333
PKN1	-0.72325
SPON2	3.434
XBP1	-2.26125
SFRS12	-0.9695
EFCAB6	0.62425
SELT	0.12375
SLC39A2	0.078
ERF	-0.0483333333333333
ARL3	0.653625
SURF6	-1.3548
MLLT10	-0.397952380952381
FLJ11171	-0.0088333333333333
TDGF1	-2.69683333333333
ERCC6	0.072
EIF2AK4	0.373125
BAZ1A	-0.3025
LRRN3	3.438
TMC3	0.9735
EFTUD1	-0.37625
PTPRO	2.46533333333333
CLEC12A	2.18725
ACBD4	0.357375
ZDHHC14	-0.703625
OTUD7B	0.361625
ACTB	0.3080625
MSRA	1.20875
LCE5A	-0.498
IFI35	0.61475
BSCL2	-0.4575
ANKRD12	0.4865
CFHR2	1.807
RGAG1	0.486833333333333
HSFY1	0.1785
SLC30A5	-0.103416666666667
IMPG1	0.7975
GPR109A	1.068
ZNF185	-0.37725
IYD	0.12225
NPCDR1	-0.6
SERPINA13	-0.129
HMGCLL1	0.76875
NEUROG1	0.589
UBQLN1	-0.3735
LIN37	0.649
SOCS2	-0.183625
DSCR4	-1.374625
XKR6	-0.584
GPR142	0.642
KRTAP13-3	0.069
CCDC15	-1.42466666666667
MOS	1.1345
CD1E	-1.098
OFCC1	-0.339
FAM83D	-5.38125
SRFBP1	-0.1275
C9orf96	0.62
DHDH	-0.55875
CCDC90A	0.474
RABL3	1.01675
CD320	-0.124166666666667
ANGEL2	-0.1975
MRPL21	0.04825
SMG6	0.895666666666667
INSR	1.050625
FLJ14816	-0.231
GLRB	0.3725
C9orf89	0.87575
CIZ1	-0.772375
URG4	-0.0595
LRDD	-1.90433333333333
CBY1	1.08633333333333
NFX1	-0.20575
MTERFD2	0.542571428571429
C19orf23	0.449
PGC	-2.483125
IER3IP1	0.8217
RASAL2	0.442416666666667
C1orf89	0.055
SYNJ1	-0.026125
NFKBIE	-0.8445
FLJ40125	-0.426666666666667
TCEB2	-0.0293
NOG	-1.4595
