Hybridization REF	TCGA-BH-A1EU-11A-23R-A137-07
ATP6V0D1	-0.0681666666666667
MTA2	0.14925
LZTR1	0.0535
RAP1A	0.599833333333333
AXIN1	-0.487
POLR1C	0.31775
TRIO	-0.913333333333333
PLXNA4A	0.994083333333333
C5orf33	-0.592
DEPDC1B	-5.944
ZNF473	-0.639333333333333
MTM1	0.395875
GPR107	0.196666666666667
CSNK1A1L	-0.903666666666667
FLJ14154	-0.75375
NLRC4	3.4005
ENPP4	1.929
PADI3	1.494
RNF170	-0.000625000000000001
CG018	2.35216666666667
C16orf7	0.506
KCNE1	3.225
NRM	-1.36283333333333
SLC37A3	0.0785
TPD52L2	-0.7525
UNC5B	-0.5185
C12orf12	1.1194
SDHB	-0.1005
CLRN1	1.245
NUDT10	0.041
UGT3A1	1.98475
FBXW8	-0.179875
RHOF	-1.1355
PTPLAD1	-1.247125
MYO3B	-1.5345
DERA	-0.62925
TPP2	-1.131
C19orf53	-0.0035
GINS3	-1.89925
ST6GALNAC5	2.83
CHSY1	-0.06175
MGC15705	0.2325
GPR83	1.2568
EXT2	-0.16
DOLK	0.11175
TUBAL3	-1.26275
ACVRL1	2.864
ABL2	-0.78725
C14orf156	-0.374166666666667
PTPRZ1	0.16525
DIP2C	0.025
LAMP1	0.6115
RXRA	-0.5417
MAP3K5	1.94025
ALKBH1	-0.671833333333333
PDLIM7	-0.189125
ARL14	-2.6635
SNIP1	-0.380166666666667
TIMP3	2.87533333333333
RGS3	-0.3605
SPAG16	1.4722
ABHD4	0.50675
ARHGEF12	0.867083333333334
GLUD2	-0.699
RAC2	-1.4581
UAP1L1	-1.05
SLC18A3	0.706
YOD1	-1.15966666666667
RALY	-0.16425
HMOX2	-0.0855
DGKH	-0.81425
DBNDD2	1.924
YIPF4	0.37775
THAP10	-0.6145
ZNF513	0.51125
HAGHL	-2.14166666666667
ITGB4	1.80633333333333
CCDC141	-1.4765
YTHDF3	-0.63775
C5orf28	0.7235
RPL7L1	-0.199625
TMEM30B	1.55635714285714
ANKRD35	4.2485
DUOXA2	0.445
TBC1D5	-0.46675
DFNB59	0.725
HRH4	0.648
MYO6	1.7238
DNAJA4	0.8955
RBM24	-0.76675
CEACAM20	-1.29625
RBM23	-0.0688571428571429
NGFB	3.3235
C1orf63	-0.5943
KRTAP7-1	0.7625
PERLD1	1.24275
NPB	1.789
C17orf59	0.9888
HSPBAP1	0.13275
SLC15A4	0.0675
PRTFDC1	0.22625
OSMR	-0.852857142857143
CYSLTR2	0.384
C19orf25	0.2813
KIAA1797	-0.6865
NLRP6	2.2085
FAM105B	-0.7752
SCRN2	1.01166666666667
LRRC58	-1.5536
RNF17	1.14914285714286
NEIL3	-5.974
FAM137A	-1.22525
SKP2	-3.817
PARVA	1.39025
PKLR	0.7705
RNF34	-0.52275
A3GALT2	0.88875
C12orf50	0.734333333333333
SUNC1	-1.23075
FAM102B	-1.2865
CCT2	-1.2965
LRRC37A2	-0.976
ARF4	0.3275
SIKE	-1.51375
C8orf48	1.775
MBTPS1	-0.0311428571428571
GPSN2	-0.3955
NCF2	2.9605
SLC12A6	-0.6045
MRPL48	-0.6305
HMGN3	0.734833333333333
LRRC62	0.34175
PAX9	-0.836875
FAM55A	-0.2785
C20orf42	-1.2105
SCML2	-2.78633333333333
BCL9	1.46925
FAM40A	-0.50175
C9orf41	-1.4855
ZNF774	-0.183
LETM1	-2.1245
PLXNB1	0.878666666666667
NIPSNAP1	-1.308
USP10	-1.77975
F9	0.743333333333333
LIPE	4.88325
CNGB3	0.211
C12orf52	0.89875
PI4K2A	-0.48075
MED8	-0.33675
STAT4	1.1947
FGD4	-0.047
RNF145	0.193666666666667
WDR32	-0.6466
CLDN2	0.802333333333333
TCEAL8	0.99175
ZMYND8	-1.1436
PDXK	-0.2371875
GATAD2A	-1.048
PTGES3	-0.6855
CCM2	-0.166
TAP1	-0.221625
ZNF670	-0.4905
ETS2	0.290428571428571
C6orf166	-0.2405
PRMT2	0.697571428571429
OR4B1	-0.109
INTS8	-0.9975
CCDC102A	0.95125
CCDC83	-2.37583333333333
ITGA1	-0.8528
EPHA5	-1.5982
FAM24B	-0.623833333333333
TSGA10	2.5075
HAL	-2.04283333333333
MYOT	2.02225
SPACA3	2.73225
BCL2L2	0.199166666666667
CUGBP2	1.65466666666667
CCNB3	0.27775
RNF113B	-0.734
MERTK	0.8245
BAG1	0.57475
VPS36	0.031
ORMDL3	1.119
C1orf190	1.401
ZNF625	-0.594
CORO2B	-0.52975
ALOX15	-1.211
CST1	0.076
NUPR1	2.461
CCL7	-0.236
SMCR5	1.6965
DSC2	1.0155
RBMS2	-0.47875
GRIK4	0.145
TRIM65	-0.6016
TMPRSS6	-0.137214285714286
TP53INP2	-1.22325
GLB1L	0.7355
LOC388284	0.648
PUS1	-1.08685714285714
BCL9L	-0.2865
OLFM1	-0.18925
RET	-1.920875
MASTL	-3.77966666666667
ALX3	0.24525
IL1RL1	0.872833333333333
ZNF765	-0.387
C14orf138	-0.367
SNX10	-1.547
TAC4	0.539
C1orf64	2.533375
POGK	-0.258375
MAPK9	-0.78275
ZNF366	3.20025
C8orf79	2.4564
CLDN7	1.389125
OR5AT1	0.667
TRIM37	-2.74425
LRRC25	2.16
GRHL2	2.7225
TEKT3	1.0115
LASS5	-0.0275
ABCC4	-2.96475
DLG3	-0.52575
VGLL1	4.493875
ZFP36L2	2.22933333333333
MFRP	3.015
KIAA1799	0.527
FLJ44379	-0.0685
PCNX	-0.23825
ANXA9	-0.4585
CYP4V2	0.8021
PIK3C2A	-1.73425
SRR	-0.0055
NOL3	-0.794
IFITM2	1.363
ARNTL2	-3.391
ZNF595	0.76825
NLRP13	1.2275
ASPH	-0.233
CPA2	-0.3305
PVRIG	-1.745
LEPR	3.4215
C16orf42	0.164
SH3BGRL	2.09675
FAM77D	-0.2436
FNDC7	0.402
C9orf6	-0.055
NOTCH2NL	0.236
PGBD1	-0.5395
SYNGR2	0.569166666666667
PITPNA	-0.345625
PRPF4B	-1.0483
SLC43A3	-0.495785714285714
NRBP1	-0.10025
SLC25A22	0.40075
ILK	0.70625
SLC22A8	1.08966666666667
MRPS7	-0.798625
PITX2	-1.19575
FABP3	-0.8865
OR1L1	1.15
LOC728215	0.445375
BLID	-2.773
KIAA1217	3.57235294117647
TFPT	-0.43925
AP4B1	-0.728
VBP1	-1.409
OR1K1	1.452
MORC3	0.5825
BHMT2	1.67033333333333
C3orf10	0.596875
FZD7	3.25966666666667
WFDC10A	-0.134
PMS2CL	-0.764875
CCDC32	0.4035
FA2H	-2.13525
ALG13	-0.1715
TTLL7	-1.0667
SPOCK3	1.2255
SLC13A2	0.101
AIM1	2.19075
GPRC6A	1.883
EGR2	5.24225
MED11	0.9065
WWC1	0.65225
SH3GL3	-2.6205
RIF1	-1.50735714285714
PRLH	1.715
VLDLR	-0.639
DBT	-0.2990625
C21orf63	1.7945
CGGBP1	-0.4805
KRTAP12-2	-0.1535
TADA3L	-1.0225
ZBTB16	5.142
PDGFB	1.05625
RFX1	0.61275
UQCRB	0.5597
LOC133874	0.8505
HPS3	-1.36325
LGALS3BP	0.466
DKFZP564O0823	2.69128571428571
MRFAP1L1	0.531625
HOXA10	-1.30666666666667
NGB	-0.5215
KIF21A	-1.87615384615385
IFLTD1	-0.0125
LZTS1	0.198375
ARHGEF3	1.02225
RHBDL3	0.3325
CSNK1G2	-0.300083333333333
ChGn	-0.032875
KIAA1244	0.623166666666667
GABRB2	-0.232
MGC72080	-0.946
CD27	3.321
EGLN1	-2.2066
PEX13	-0.405
RWDD3	0.56225
RNF12	-1.5675
GRIN2B	1.317
ADAMTS14	-0.185
DYDC2	-0.235833333333333
ATP6AP1	-0.00569999999999999
NR1H2	0.4785
PDK2	0.37875
C3orf17	0.332
SLC38A2	-0.352
SLC25A29	-0.0345
C15orf29	0.308875
ADAM9	-0.779166666666667
TMUB2	0.309625
GPR176	-0.992
AGK	-1.06842857142857
MCCD1	0.611
NDUFA4	0.23325
TMEM146	2.8665
DUSP1	3.094625
UNQ6975	0.084
EMX2OS	4.144
INSM2	0.0685
LUZP4	0.09875
SETD6	-0.40725
P2RY2	1.991
SLC45A2	-2.165
RABGAP1	0.016
UBXD5	0.067625
GPRC5A	-1.8545
PAK3	3.42983333333333
LOC63920	-0.3095
TGFBR1	0.2844
KRTAP6-3	1.9565
SFMBT2	-0.32175
CDC42	-0.45875
C11orf35	1.3475
TTLL2	0.644
UACA	0.929166666666667
CD97	-1.0427
SETD5	-0.399625
NINJ2	-0.9375
PTER	0.662833333333333
POMGNT1	-0.8645
KRTAP4-2	1.106
ECGF1	1.465125
HRB	-0.560909090909091
ATP1B2	0.3957
LOC400506	-1.3065
COL4A3BP	0.498
C6orf97	-0.23025
GRHPR	0.770875
TAS2R1	-0.085
SEMA7A	-4.1325
EDF1	0.1745
ODF2L	0.202555555555556
PCID2	-1.126
GTF2H4	-0.716166666666667
ZCCHC3	-0.624125
CGB2	2.01233333333333
NEUROD1	1.379
C20orf75	-0.44
RP5-1054A22.3	1.992
IFNA5	0.8825
ZNF134	0.376166666666667
MGC119295	0.0598
ZSWIM6	-0.402875
SMEK1	-0.338833333333333
PCGF2	0.111875
C1orf102	2.22825
CYP2A13	2.205
KCNH6	-0.5266
MDM1	-0.0474999999999999
ALDH7A1	0.417833333333333
C9orf75	-0.66075
VDAC3	-0.456875
OR51T1	0.385
EIF3F	0.111833333333333
KCNJ10	-1.034
LENG8	2.76225
EDEM2	-0.914666666666667
CCNJL	-1.303
DHX37	-1.093
CRYGN	0.312
AATF	-0.940125
ZNF630	0.997125
E2F5	-1.5365
WFDC13	-0.70675
FTSJ3	-1.3885
C4orf33	0.46625
LHFPL4	-3.249
C19orf56	-0.052
SMAD4	0.392375
AFM	-1.181
G0S2	4.14925
FCHSD2	-0.7458
RRP1B	-1.6037
EEF1B2	0.104166666666667
STAT6	0.166
ZNF195	-1.05875
GNL1	0.103166666666667
ZNRF2	0.145666666666667
PER3	0.152625
ASB16	1.25075
C10orf10	3.39035714285714
ADCY8	-2.897
C9orf58	0.380166666666667
ARMC10	-0.453833333333333
PSG1	-0.024
DHX34	1.3205
VARS2	-0.905125
NFIC	-0.09925
ITPR2	-0.18425
AGXT2	2.8215
OR6K3	1.3795
H2AFZ	-1.46975
MLLT3	0.12125
COX4I2	1.59375
CCNT2	0.84625
PLK4	-3.83885714285714
NUMBL	1.27833333333333
MED16	-0.08175
PLEKHQ1	1.45475
GOSR1	0.292555555555556
BTG4	0.9145
RPL30	0.593416666666667
IGSF5	0.0614999999999999
IGFL2	0.9415
ELMOD2	0.292333333333333
SHC3	0.3415
HAVCR1	0.4845
DYNC2H1	0.0545
RNF5	-0.738333333333333
C2orf7	-0.27475
NLF1	1.5875
KLHL25	1.5765
LRP10	0.8584
KRI1	-1.0415
PUS7L	-0.979166666666667
MGMT	1.152
HOXD1	-0.152833333333333
CSH1	1.7972
ATG16L2	-0.94375
FLJ44635	1.2525
CHODL	1.47375
EXOSC8	-0.794
SLC28A1	1.159
MYO7B	-0.328833333333333
SEH1L	-0.7046
MTNR1A	1.0794
TSPAN5	0.852333333333333
CDC45L	-5.506
AMIGO1	1.721
ATAD3A	-1.968
OSGIN2	-0.357333333333333
PDIK1L	0.186
DARC	4.63175
PIPSL	-0.2935
SHMT1	-0.85175
CRISP3	-1.8155
POPDC2	1.534
ZRANB2	-0.860166666666667
FBXL8	0.446
TRIP13	-4.46345454545455
EIF5AL1	-1.2685
POU5F1P3	-4.68166666666667
IL6	-0.0878333333333334
CXorf38	-1.393
IFNA16	1.464
FBXL2	0.9685
BRD1	0.47975
STATH	0.435666666666667
FBXO44	0.639166666666667
MCCC2	-1.44675
CDC2	-4.0355
C5orf23	2.79075
IVD	-0.561833333333333
C10orf122	-1.16
MSL3L1	-0.3548
MVP	1.40325
EPOR	-0.5191
ZMYM1	-1.027
BCL7C	0.009
PSTPIP2	0.1956
LYPD1	-3.053875
OR8G5	-3.04
ZP3	-0.463833333333333
BCAS4	-1.04158333333333
EDG6	1.9085
ISY1	-0.7055
PRAMEF2	-0.236
CUL1	-0.598625
RNF213	-0.3283
CCRK	0.766
DHX9	-0.862125
C13orf29	-1.18375
NCKAP1	0.7835
MRPL43	0.561928571428571
XPR1	-1.02225
PKN2	0.4063
PODNL1	-0.8885
ZNF333	0.568875
DALRD3	0.32725
OPN1SW	0.2015
BTBD6	0.50075
C11orf82	-3.2725
OR5P3	0.464
DUSP11	0.16575
L1CAM	-1.335
NEK11	1.08233333333333
OR7E91P	2.992
CNTN3	2.88122222222222
CREB3L2	-0.264
ZBTB37	-0.9955
KIAA1324L	0.931
NDUFB10	-0.403
NUDT2	0.31325
GTPBP8	-0.8715
CACNA1D	0.409875
PRKAA2	-1.6305
PRDM8	0.607
MGC16075	-0.127
KRT14	4.4475
PP8961	0.750625
MRPL18	-0.26625
ABCG2	-1.375
PACRG	3.27525
BBS2	0.883
KREMEN2	-4.886
FBXO21	0.75625
HNRPUL1	-0.4655
GRB10	0.40175
CLSTN1	1.12225
LMAN2	-0.225
C17orf61	-0.0985
NIPSNAP3A	1.15975
INSIG2	-0.479666666666667
PCDHB7	1.13533333333333
STXBP2	-0.42175
CMAH	1.62558333333333
SEMA5B	-2.10475
ZNF155	0.278
COQ6	0.0523333333333333
PRPF4	-1.0405
TSPAN15	2.3511
VN1R5	0.967
LATS2	0.24975
SELK	1.0445
PGK2	0.05225
MS4A1	-0.22575
TYW3	-0.8179
KRTAP5-1	4.165
RCCD1	-2.22083333333333
BTN1A1	-0.7655
DDX28	-0.00625
TMEM65	-1.212375
LOC92345	-0.81375
TTC31	-0.54075
WDR46	-1.21333333333333
CHP2	-0.540833333333333
LSP1	0.841875
ZNF542	-0.657
EXOSC1	0.01825
ARHGAP18	-0.4095
LRRTM4	-0.541125
MAOB	4.38958333333333
CACNB4	-1.489
MGC33846	1.786375
RANBP3L	1.09
ATP5L	0.580625
ONECUT1	-3.4145
NUDT9	0.37075
TMEM149	-0.916
STX17	0.41525
IGSF10	-0.218
TMPRSS9	0.376
BMPR2	0.263
ALLC	1.02275
KLF7	-0.153125
GCC1	0.3205
TIMM9	0.26775
CDO1	4.13633333333333
MGC10701	-0.5925
IFI6	0.434666666666667
FRMD8	0.665
MGAT2	-0.143
WBP5	1.00266666666667
CNIH2	0.0173333333333333
KIAA0907	-1.3025
KCNH8	3.0545
CTSG	1.39025
GRIK1	4.2076
CUL5	0.944375
FRMD1	2.7405
OR9A4	0.699
SYT6	-1.066875
FOXD4L2	-0.0285
ANAPC2	-0.645333333333333
OPN5	0.024
TAF13	-0.872
LYG2	-1.109
GGNBP1	3.145
C11orf40	-0.3625
OTX2	-2.8505
REG4	-0.656
EIF5	0.2005
PALB2	-1.249
SEPSECS	-1.0232
RNASE3	-1.18975
TRIM49	0.7225
POLR2K	0.3601
GPR42	1.0385
C8B	-2.15275
SASS6	-1.317
PREB	-0.4245
OR3A3	0.661
TUBA8	0.64275
IGLV2-14	-0.40525
STIL	-3.85275
ANKFN1	0.346666666666667
NME7	0.12975
HOXC12	-1.434
UBE2C	-4.19875
FHOD1	-0.866875
CDK2AP1	-0.07125
OR6K2	-0.38575
DHPS	-0.502
RPL5	0.908333333333333
TRGV5	2.6065
LOC541472	0.9625
HCCS	-1.1999
DENND1B	-0.3085
LHX3	-0.7315
OR5D16	0.956
CXorf57	-1.42783333333333
IRF2BP1	-0.01925
NDST2	0.369833333333333
LCE3D	0.4055
BOLL	1.62385714285714
SYT3	0.36375
PIH1D2	0.12625
C20orf7	-0.208833333333333
IL1R2	-0.1975
SLAMF9	0.5195
PPME1	-1.687
PIK3CA	0.116
TRAPPC1	0.062875
COLEC10	-1.87525
SLC9A6	-0.401
PDDC1	-0.215
CCDC53	1.24925
GK3P	-1.41475
DAZL	-0.67875
BRI3	0.33825
SDK1	0.970625
CYP2C18	0.79475
IFI44L	2.433625
RPL3L	-0.1525
FUT9	-0.379666666666667
KIFC2	0.648
PMP2	0.60625
SLC4A9	0.04
PLAG1	0.694333333333333
MYCBP2	0.296666666666667
OR4E2	0.5045
CCDC65	1.115
C16orf82	-0.362375
ENTPD4	-0.712625
BRP44L	0.891
PMP22CD	1.45033333333333
TMCO4	1.17616666666667
KCNN1	0.0353333333333333
WDR35	-1.203
CCDC80	2.902125
C3orf31	-0.59775
SLC7A9	-1.635
TMEM190	-2.3275
DBC1	1.11566666666667
FADS3	0.561166666666667
PDZD8	-1.15683333333333
GRM5	0.97425
AZGP1	4.5553
PEX3	0.966
MED1	-0.210214285714286
ATG4C	-0.875333333333333
HNRPH3	-0.377
FAM109B	1.21925
C4orf17	0.3465
CA10	2.41475
OPRD1	1.6075
CCL16	-1.31825
SACM1L	-0.7755
CST6	4.23425
CD63	1.2030625
LGI1	-0.65175
ZNF784	0.61425
CRYBB1	-2.4615
CX3CL1	3.03435
TOP2A	-5.369
GYPB	-2.90833333333333
GADD45GIP1	-1.21775
FEN1	-2.86925
IGF1R	-0.3525
WDR72	-1.75
PURG	-1.34733333333333
DEFB126	1.55033333333333
PKD1L1	1.43225
CAV1	0.7043
GNPDA2	1.2051
DGAT2	3.031125
NLGN1	-1.1025
STRBP	-1.338
HPRT1	-1.36233333333333
FANCI	-3.672375
PSMA7	-0.4695
DBF4B	-0.486
TTF1	-0.32875
RAD54L	-4.2085
ELOF1	-0.033
PLAGL2	-0.696
ZNF256	0.3355
HMGCL	0.6265
MSI2	-1.59216666666667
RPESP	1.356
C11orf60	0.9085
ABCD1	-1.134
ACAA1	0.6177
SPARCL1	6.098
IL6ST	-0.5693
ZNF319	0.41525
TMEM109	0.1331
FAM90A1	-0.153166666666667
IL22RA1	-0.8125
ATP4B	0.987
TEC	-1.48316666666667
C7orf30	-0.54725
TXNDC2	-1.112
ABCB4	-1.815
KIAA1191	0.5155
C9orf38	2.071
SFTPB	0.743833333333333
CNTNAP2	-2.3153
FRK	0.34
TBX19	-0.1195
CHD4	-0.74875
C6orf26	-3.047
MOSC2	1.44025
IKBKE	-1.2595
HIF1A	-1.65583333333333
LOC595101	-1.134
RELA	-0.0348333333333334
TMEM16B	0.426333333333333
ABHD12B	-3.09
TSEN34	-0.2095
KIF18A	-5.16525
TXNDC9	-0.0646666666666667
SPATA2L	1.081
SEMA4G	-2.0395
C21orf91	-0.36475
MATN1	1.1165
KCNIP4	-0.0458333333333333
TUSC1	1.53275
OR4C15	0.324
ARMCX6	0.852583333333333
WBSCR27	-1.8685
OR52I2	0.897
KIAA1604	-0.39975
DYNC1I1	0.302625
PPP4C	-1.63825
SLC47A2	-0.468
TREH	1.14825
CD48	1.5635
ST14	1.21066666666667
PKN1	-0.90225
SPON2	2.0765
XBP1	1.34283333333333
SFRS12	-0.874333333333333
EFCAB6	2.42325
SELT	-0.0445
SLC39A2	1.699
ERF	-0.9605
ARL3	0.58375
SURF6	-0.8955
MLLT10	-0.751333333333333
FLJ11171	-0.0776666666666666
TDGF1	-3.32
ERCC6	-0.3135
EIF2AK4	-0.560125
BAZ1A	-0.891833333333333
LRRN3	2.527
TMC3	-3.6725
EFTUD1	-0.5805
PTPRO	-0.1215
CLEC12A	1.411875
ACBD4	0.756375
ZDHHC14	0.0705
OTUD7B	-0.474125
ACTB	0.624
MSRA	1.16225
LCE5A	1.322
IFI35	0.41675
BSCL2	-0.0508333333333333
ANKRD12	0.339
CFHR2	3.7675
RGAG1	-0.895166666666667
HSFY1	-0.579
SLC30A5	-0.407416666666667
IMPG1	1.066
GPR109A	1.2865
ZNF185	1.117
IYD	3.68475
NPCDR1	-0.0365
SERPINA13	-2.7095
HMGCLL1	1.32925
NEUROG1	2.945
UBQLN1	-1.1189375
LIN37	0.38425
SOCS2	-0.628625
DSCR4	-0.96125
XKR6	0.28425
GPR142	0.4445
KRTAP13-3	0.465
CCDC15	-1.74166666666667
MOS	1.149
CD1E	-2.065
OFCC1	0.3488
FAM83D	-5.5475
SRFBP1	-0.15975
C9orf96	0.0095
DHDH	-0.87725
CCDC90A	-0.6905
RABL3	0.0306
CD320	-1.986
ANGEL2	-0.448916666666667
MRPL21	-0.127
SMG6	0.855666666666667
INSR	1.14525
FLJ14816	0.6005
GLRB	-1.43483333333333
C9orf89	0.69775
CIZ1	-0.32875
URG4	0.352333333333333
LRDD	-1.38533333333333
CBY1	0.965166666666667
NFX1	-0.32375
MTERFD2	0.369214285714286
C19orf23	1.055
PGC	-2.361125
IER3IP1	0.572
RASAL2	0.138333333333333
C1orf89	-0.18575
SYNJ1	-0.678
NFKBIE	-0.683
FLJ40125	-0.0721666666666667
TCEB2	-0.61
NOG	-0.878
POLR2J2	1.127
HLA-B	1.6755
PCDHA1	0.8185
PPP2R2B	-0.22975
ARHGEF17	0.869333333333333
TCF7L2	0.984285714285714
CHD5	-0.429166666666667
ZNF431	-1.04275
TBC1D25	0.14675
ZNF800	-2.05425
SCUBE2	2.19036363636364
MYCBP	-0.253833333333333
GPX5	0.5785
C6orf129	-1.53316666666667
QSER1	-1.8945
ULK2	2.517
PIGO	-0.131166666666667
NRCAM	-3.08457142857143
SLC35E3	-0.92975
CSRP2	0.32775
HYPE	-0.87025
MAPK15	2.05033333333333
MGC14327	-0.1945
TIMM13	-0.536166666666667
ZNF462	1.39125
GBA3	1.138
TEX13A	2.621
MCM6	-1.87655555555556
MTRF1	-0.966
ABCA7	-1.3375
EIF4A2	0.126
ZC3H10	1.241
RPGR	0.799833333333333
C20orf94	-1.5545
RP1L1	0.32775
GPR125	0.5615
USP22	-0.261
OR1L4	0.0513333333333333
MLZE	1.51125
FLJ32065	-0.03
PTCD1	-0.969
CRTAC1	1.734
BXDC2	-1.278
C18orf1	1.45533333333333
FAM107A	3.47728571428571
EFNA3	-1.91525
P18SRP	-0.454
CAMKK2	0.1545
KIAA0649	-0.8875
NES	-0.163333333333333
HS6ST3	-1.009875
PON2	-0.2425
TCP11L2	-1.02575
CLEC4A	2.1925
PRR12	-0.789
MLXIPL	0.7724
C2orf50	0.999
ZNF28	-0.21575
ENC1	0.139166666666667
MAP2K1	-0.2935
FKSG2	1.02075
KIAA0430	1.248
PTP4A1	-1.56811111111111
GPR156	0.8105
GTF3C6	-0.09075
UBR2	-0.267
LOC388272	-1.49975
MAK	0.9055
ACOT4	1.396
STC2	0.65775
PIGW	-1.775875
SAE1	-1.25125
COL6A1	0.294272727272727
OAZ1	-0.2335
STMN4	1.76333333333333
EDG3	0.583166666666667
SGCE	1.44716666666667
IL11	-2.9765
PRSS8	1.686375
YIPF5	0.473416666666667
WNT4	2.207875
CSN2	0.1624
TCF7	-1.461625
TDO2	-1.22725
SAMD9	-1.37775
S100A7A	0.6675
MMRN1	5.15966666666667
GKAP1	0.39275
AKR1C3	1.163125
RNF19A	-0.4425
GMDS	-0.88425
YKT6	-1.1315
SPARC	1.2503
C12orf31	-0.3785
UBE2V2	-0.786
FBXL18	-0.746833333333333
KIAA0460	0.20175
ADAM22	-1.20975
SERPINC1	-5.20375
KCTD21	-0.289
MYOHD1	-2.475
ZNF37A	-0.472833333333333
GTF3C1	-1.439
CTSZ	1.15975
PRNPIP	-1.410125
DRD1IP	0.953
NR1I2	-2.2445
ZNF266	0.4012
SPAG4L	-1.3025
COX4NB	-0.28925
SAPS1	2.31
APOA1	-3.989
TATDN1	0.159166666666667
C10orf82	0.57
KPNB1	-2.14925
FOXO3	0.6425
CRYBB2	-0.0755
ZBTB5	-0.192166666666667
SLC25A38	-0.83125
DCTN2	0.1445
IFT20	0.73125
CTHRC1	0.01575
C1orf31	-0.897125
UHRF1	-3.0501875
GPC6	-2.07025
C10orf54	3.47675
MCF2L2	0.3576
WNT9B	0.762375
OLA1	-0.898875
FAM120B	0.1745
TTLL10	0.248
CYorf15A	-5.135
RELN	-1.3976
SCN2B	3.04375
MFHAS1	-1.91425
NKX3-2	-1.7885
RASGRF2	-0.5565
SSBP1	-0.435833333333333
KPNA6	-0.598857142857143
LOC389118	0.081
HS3ST4	0.688
SUPT7L	-0.497
FLJ32658	-1.14775
IGFBPL1	-1.0065
KIAA1641	-0.7473
SHKBP1	-1.037
CSF1R	5.77675
NAGK	0.38975
MYL2	0.41475
HIST1H4C	-3.0005
TOMM7	0.93275
ADAMTSL3	2.3187
TNFSF14	-0.1445
PRRT2	-1.5275
VTA1	-0.468125
AOAH	2.469
CRISPLD2	2.28585714285714
PNN	-0.6452
TA-NFKBH	-0.27
ESPN	-1.19575
RBM43	-0.9285
KIAA1267	0.97325
DDX3X	0.271722222222222
KIAA1576	-4.72875
PLXDC1	4.42616666666667
FLJ25801	-4.53725
HNRNPL	-0.4955
RUNDC3A	1.50616666666667
CASP12	2.4555
SH2D5	-1.48925
RPL26L1	-0.5975
OR51A7	0.835333333333333
HDC	3.7275
C2orf16	0.713666666666667
SYTL3	2.003875
GOLGA4	0.4465
NOTCH1	-0.884666666666667
ATPAF2	-0.565
ECD	0.07225
SSX5	2.1155
SNAP91	0.618
OCA2	-1.0035
PNPO	-1.13366666666667
DAPK1	-1.708
PINX1	-0.6735
SELENBP1	0.99925
NEK3	-0.088
TMED4	-0.386357142857143
SSTR4	1.481
FOSL1	-2.9748
CD40LG	3.259
CES1	2.07633333333333
DCI	-1.1035
B3GAT3	-0.0903333333333333
STK17B	-0.54325
CNTN6	2.89725
CYP3A4	0.0126666666666667
MBOAT2	-0.411571428571429
PISD	0.13625
USP1	-0.73075
PYDC1	0.436333333333333
CENPM	-2.299875
SAR1B	0.19475
TTC7B	-0.4355
DP58	-0.426
GPC1	0.241
RBL1	-2.669125
TMEM137	-1.68866666666667
TOB1	0.799166666666667
TCEAL1	1.72633333333333
CENPF	-4.60545454545455
C6	3.60166666666667
PRSS1	-4.01325
PPIL6	1.32666666666667
C6orf124	1.0055
ODZ4	-0.523666666666667
SNCB	0.84425
NDUFB9	-0.245
CNOT6L	-0.269333333333333
S100A9	3.63916666666667
TRIM50	0.016
KCTD1	1.3522
WDR63	0.63425
SPEF2	2.57875
RNGTT	-1.46766666666667
CXorf22	0.547
KCNK16	1.732
CEP250	-2.4435
ATPBD1B	-0.405
KCNJ2	5.37625
MT1B	0.011
ZNF684	-0.485
SLC4A1	0.757
PDHA1	-0.4165
ZNF492	-0.656625
TKT	-1.74575
BYSL	-1.26925
RNF38	-0.462
AHDC1	-1.914
KLHL2	1.3675
CMTM8	1.7335
DMP1	-0.343
HERPUD2	-0.0825
CRTAM	2.173
ZNF572	-0.1715
TMEM16J	-0.457
HSD17B2	-0.0465
UBE2G1	-0.57175
AHSA2	-0.31575
PELI2	0.892
TPX2	-5.424875
ATP9B	0.7205
DAZAP1	-1.14357142857143
HMGCS2	3.532
C17orf38	3.10725
B9D1	-0.3795
NKX2-5	0.0371666666666667
KIAA1276	0.26275
LILRB2	3.2855
CSTF1	-1.01616666666667
BTN2A1	-0.180333333333333
C15orf48	4.5345
IGF2BP3	-4.477
FAM113B	0.482333333333333
HRG	0.565
ZNF131	-0.75525
USP47	0.962428571428571
CCDC88B	-0.94275
HCN1	-0.174
HTN1	-0.5334
SYCP3	-0.52475
C13orf23	-0.5983
PAPOLA	-1.017625
AATK	0.1947
MSH3	-1.21516666666667
NDUFAB1	-0.55275
ITLN2	-0.522166666666667
BAK1	-0.759
MRPL45	-0.223
MTNR1B	1.07583333333333
LOC645843	-0.439
SPECC1L	0.526125
PGCP	1.18725
SPN	-0.426
GPR143	-0.1195
ZNF576	-0.616666666666667
TMEM39A	0.2937
ATP5D	-0.396
MAGEB3	-1.079
RPS5	-0.2905
ANP32E	-2.02007142857143
MTMR1	-0.44775
YEATS4	-1.2225
SYNGAP1	0.33625
PCOLCE	-0.696166666666667
MNS1	0.4215
PCYT2	-0.197833333333333
ZNF182	-0.031
LAX1	-0.175125
SPPL2B	1.5967
ELOVL5	0.5519
