Hybridization REF	TCGA-C8-A1HF-01A-11R-A137-07
RNF113B	0.64775
MERTK	0.7655
BAG1	-0.073
VPS36	0.2615
ORMDL3	2.9754
C1orf190	0.397
ZNF625	-0.9435
CORO2B	-1.85375
ALOX15	-0.276
CST1	2.5075
NUPR1	2.3935
CCL7	3.598
SMCR5	-2.435
DSC2	1.8765
RBMS2	0.69225
GRIK4	0.254
TRIM65	0.2334
TMPRSS6	-0.237571428571429
TP53INP2	0.9815
GLB1L	0.239166666666667
LOC388284	-0.073
PUS1	-0.383928571428571
BCL9L	-0.312
OLFM1	-1.17758333333333
RET	1.032375
MASTL	-1.11966666666667
ALX3	0.393
IL1RL1	0.4125
ZNF765	-0.9501
C14orf138	-0.4925
SNX10	-0.362166666666667
TAC4	0.258
C1orf64	-2.08975
POGK	0.540125
MAPK9	0.0135
ZNF366	1.8425
C8orf79	-0.4033
CLDN7	2.2125
OR5AT1	0.6785
TRIM37	-0.47725
LRRC25	3.473
GRHL2	3.2627
TEKT3	0.28725
LASS5	-1.0815
ABCC4	-0.86975
DLG3	1.4975
VGLL1	0.093875
ZFP36L2	1.2765
MFRP	0.422333333333333
KIAA1799	1.17525
FLJ44379	-0.1515
PCNX	-0.004
ANXA9	-0.433
CYP4V2	1.5551
PIK3C2A	-0.83775
SRR	0.4645
NOL3	0.009
IFITM2	1.2995
ARNTL2	-0.74125
ZNF595	0.22025
NLRP13	-0.4145
ASPH	-0.214125
CPA2	0.41
PVRIG	0.263833333333333
LEPR	-0.284666666666667
C16orf42	-0.0208333333333333
SH3BGRL	2.722
FAM77D	0.595666666666667
FNDC7	-0.0405
C9orf6	0.6775
NOTCH2NL	-0.291833333333333
PGBD1	-1.63266666666667
SYNGR2	0.5255
PITPNA	-0.4920625
PRPF4B	-0.676
SLC43A3	-1.53092857142857
NRBP1	0.07075
SLC25A22	0.86975
ILK	-0.023125
SLC22A8	0.944666666666667
MRPS7	0.524
PITX2	0.5915
FABP3	0.818
OR1L1	0.3675
LOC728215	-0.870375
BLID	-2.461
KIAA1217	3.10005882352941
TFPT	0.3245
AP4B1	-0.0625
VBP1	-0.9155
OR1K1	0.8155
MORC3	-0.53475
BHMT2	-0.877333333333333
C3orf10	0.78875
FZD7	1.48083333333333
WFDC10A	-0.3
PMS2CL	-0.131
CCDC32	0.365333333333333
FA2H	0.244
ALG13	0.13
TTLL7	1.1917
SPOCK3	0.06925
SLC13A2	1.5
AIM1	1.86125
GPRC6A	-0.178
EGR2	3.2665
MED11	0.6875
WWC1	-0.0205
SH3GL3	-1.16675
RIF1	-1.567
PRLH	-0.086
VLDLR	-0.975
DBT	-0.028
C21orf63	-1.0705
CGGBP1	-0.62375
KRTAP12-2	-0.1955
TADA3L	-0.301125
ZBTB16	-0.4345
PDGFB	0.996375
RFX1	0.683875
UQCRB	0.3087
LOC133874	-0.4445
HPS3	-2.1945
LGALS3BP	1.492
DKFZP564O0823	2.91478571428571
MRFAP1L1	-0.362875
HOXA10	-1.6
NGB	0.7305
KIF21A	-0.327461538461539
IFLTD1	-0.5065
LZTS1	0.63775
ARHGEF3	1.462
RHBDL3	3.7535
CSNK1G2	0.109666666666667
ChGn	-1.141125
KIAA1244	1.60283333333333
GABRB2	0.6775
MGC72080	0.6515
CD27	4.23075
EGLN1	-1.8474
PEX13	0.90625
RWDD3	-0.3135
RNF12	-0.788666666666667
GRIN2B	-0.866
ADAMTS14	-0.441125
DYDC2	-0.629833333333333
ATP6AP1	0.1222
NR1H2	-0.3275
PDK2	0.2075
C3orf17	0.0981666666666666
SLC38A2	-0.250285714285714
SLC25A29	-0.361
C15orf29	-0.62675
ADAM9	-0.805666666666667
TMUB2	-0.218
GPR176	-0.203
AGK	-0.746
MCCD1	0.435
NDUFA4	0.67225
TMEM146	0.32625
DUSP1	1.008375
UNQ6975	1.3765
EMX2OS	3.217
INSM2	0.26025
LUZP4	-0.027
SETD6	-1.902
P2RY2	2.21425
SLC45A2	-1.6
RABGAP1	0.641666666666667
UBXD5	0.28375
GPRC5A	-0.8212
PAK3	-0.0953333333333333
LOC63920	0.01425
TGFBR1	0.7425
KRTAP6-3	0.3255
SFMBT2	0.0165
CDC42	0.7213125
C11orf35	-0.5995
TTLL2	-0.096
UACA	0.5535
CD97	-0.9105
SETD5	-0.1105
NINJ2	-0.29025
PTER	0.461
POMGNT1	-0.27775
KRTAP4-2	0.2125
ECGF1	3.009375
HRB	-0.694181818181818
ATP1B2	-0.2281
LOC400506	0.974
COL4A3BP	0.358
C6orf97	-2.19275
GRHPR	0.51475
TAS2R1	-0.7345
SEMA7A	-1.13225
EDF1	1.05625
ODF2L	1.6806
PCID2	-0.9055
GTF2H4	-0.182833333333333
ZCCHC3	-0.58425
CGB2	0.6815
NEUROD1	-0.392
C20orf75	-0.1135
RP5-1054A22.3	1.02783333333333
IFNA5	0.15
ZNF134	-0.0695833333333333
MGC119295	-1.3816
ZSWIM6	0.599125
SMEK1	0.156333333333333
PCGF2	-0.00487500000000002
C1orf102	2.54975
CYP2A13	0.7185
KCNH6	-1.5364
MDM1	0.9142
ALDH7A1	-0.469666666666667
C9orf75	0.371
VDAC3	0.17175
OR51T1	-0.0005
EIF3F	-0.650166666666667
KCNJ10	-0.08575
LENG8	0.169
EDEM2	0.0385
CCNJL	0.0415
DHX37	-0.235
CRYGN	-0.091
AATF	-0.637
ZNF630	1.211875
E2F5	-0.7315
WFDC13	-0.5
FTSJ3	-0.607833333333333
C4orf33	1.5765
LHFPL4	-2.61775
C19orf56	-0.222833333333333
SMAD4	-0.063875
AFM	0.117
G0S2	-0.993
FCHSD2	0.4258
RRP1B	-1.1925
EEF1B2	-0.718833333333333
STAT6	-0.170833333333333
ZNF195	-0.5045
GNL1	-0.273833333333333
ZNRF2	1.39433333333333
PER3	1.568
ASB16	0.4045
C10orf10	0.434857142857143
ADCY8	-3.0635
C9orf58	-0.0341666666666667
ARMC10	-0.522833333333333
PSG1	-0.604
DHX34	-0.00200000000000001
VARS2	-0.429625
NFIC	-0.1695
ITPR2	0.56575
AGXT2	0.351
OR6K3	0.665
H2AFZ	0.687
MLLT3	1.077
COX4I2	1.48275
CCNT2	-0.791625
PLK4	-0.638125
NUMBL	-0.0238333333333333
MED16	-0.2215
PLEKHQ1	1.833
GOSR1	-0.323444444444444
BTG4	0.034
RPL30	0.489916666666667
IGSF5	-0.05
IGFL2	2.69966666666667
ELMOD2	1.29166666666667
SHC3	0.942666666666667
HAVCR1	-1.7285
DYNC2H1	-0.284375
RNF5	-0.369833333333333
C2orf7	0.968
NLF1	0.7235
KLHL25	0.988
LRP10	0.0223
KRI1	-0.6815
PUS7L	0.309
MGMT	1.94225
HOXD1	-0.161
CSH1	0.4278
ATG16L2	-0.47375
FLJ44635	0.2605
CHODL	0.88975
EXOSC8	2.34225
SLC28A1	-0.04525
MYO7B	-0.265
SEH1L	0.0568
MTNR1A	0.395833333333333
TSPAN5	0.270333333333333
CDC45L	-1.71983333333333
AMIGO1	0.171
ATAD3A	-0.379
OSGIN2	-0.0628333333333333
PDIK1L	0.817833333333333
DARC	0.750375
PIPSL	0.114
SHMT1	-0.6745
CRISP3	0.8105
POPDC2	1.31733333333333
ZRANB2	-0.848333333333333
FBXL8	0.11025
TRIP13	-1.45427272727273
EIF5AL1	-1.169
POU5F1P3	-4.36633333333333
IL6	-1.01116666666667
CXorf38	-0.223333333333333
IFNA16	0.6795
FBXL2	1.06283333333333
BRD1	0.86875
STATH	0.80325
FBXO44	0.499333333333333
MCCC2	0.30525
CDC2	0.0161
C5orf23	-0.3085
IVD	-0.963166666666667
C10orf122	-1.2235
MSL3L1	0.8947
MVP	0.74525
EPOR	-0.5744
ZMYM1	-0.4375
BCL7C	0.392833333333333
PSTPIP2	1.5223
LYPD1	-1.490875
OR8G5	0.434
ZP3	0.0803333333333333
BCAS4	-0.682
EDG6	3.046
ISY1	-0.84075
PRAMEF2	-1.0865
CUL1	-0.861
RNF213	1.2012
CCRK	1.49975
DHX9	-0.076875
C13orf29	-0.50025
NCKAP1	0.345833333333333
MRPL43	1.20485714285714
XPR1	-0.42775
PKN2	-0.2246
PODNL1	1.388
ZNF333	0.716625
DALRD3	0.289
OPN1SW	0.4715
BTBD6	1.43225
C11orf82	-1.329
OR5P3	0.075
DUSP11	0.16625
L1CAM	-1.3379
NEK11	1.1135
OR7E91P	3.0815
CNTN3	2.4601
CREB3L2	1.179
ZBTB37	-0.237
KIAA1324L	-0.0835
NDUFB10	0.582333333333333
NUDT2	1.14275
GTPBP8	-0.53475
CACNA1D	0.654125
PRKAA2	0.187333333333333
PRDM8	0.8105
MGC16075	0.508833333333333
KRT14	-0.955071428571428
PP8961	0.78
MRPL18	0.3895
ABCG2	-2.55225
PACRG	1.01325
BBS2	-0.2305
KREMEN2	-0.6335
FBXO21	0.96175
HNRPUL1	0.329
GRB10	-0.57625
CLSTN1	1.257125
LMAN2	-0.6067
C17orf61	0.479
NIPSNAP3A	1.47875
INSIG2	-0.665833333333333
PCDHB7	0.111166666666667
STXBP2	-0.200625
CMAH	1.09225
SEMA5B	-0.312
ZNF155	0.1
COQ6	-0.0391666666666667
PRPF4	-0.1665
TSPAN15	0.5108
VN1R5	0.68775
LATS2	0.12275
SELK	0.6175
PGK2	-0.91825
MS4A1	-0.257375
TYW3	-0.844
KRTAP5-1	0.31575
RCCD1	-1.7535
BTN1A1	1.456
DDX28	-0.48225
TMEM65	-0.256
LOC92345	0.225
TTC31	-0.37275
WDR46	-0.818
CHP2	-1.48216666666667
LSP1	0.664625
ZNF542	0.028
EXOSC1	0.79475
ARHGAP18	0.164333333333333
LRRTM4	-0.902
MAOB	1.8115
CACNB4	-0.50425
MGC33846	0.1535
RANBP3L	1.521
ATP5L	0.288125
ONECUT1	-3.2825
NUDT9	0.736
TMEM149	1.5605
STX17	1.451
IGSF10	-4.2035
TMPRSS9	0.0895
BMPR2	0.0686666666666667
ALLC	-0.11625
KLF7	0.944375
GCC1	-0.2087
TIMM9	-0.12875
CDO1	1.5605
MGC10701	0.461
IFI6	3.1315
FRMD8	1.1835
MGAT2	0.02875
WBP5	-0.190666666666667
CNIH2	0.6395
KIAA0907	-1.517
KCNH8	-1.1675
CTSG	-2.623
GRIK1	-0.799333333333333
CUL5	0.743875
FRMD1	0.4955
OR9A4	0.01
SYT6	-1.109
FOXD4L2	0.827
ANAPC2	-0.320833333333333
OPN5	0.9605
TAF13	1.463
LYG2	0.34125
GGNBP1	0.203
C11orf40	0.4735
OTX2	-1.0655
REG4	-0.136166666666667
EIF5	-0.6533125
PALB2	-0.165
SEPSECS	-0.4783
RNASE3	0.382
TRIM49	-0.884
POLR2K	0.6141
GPR42	0.296
C8B	-2.34875
SASS6	0.63175
PREB	0.178833333333333
OR3A3	0.565
TUBA8	1.1775
IGLV2-14	1.60025
STIL	-1.00975
ANKFN1	-0.928333333333333
NME7	-0.319
HOXC12	-3.1595
UBE2C	0.628375
FHOD1	-0.594125
CDK2AP1	1.84058333333333
OR6K2	0.2405
DHPS	-0.476
RPL5	0.295083333333333
TRGV5	1.3395
LOC541472	0.47125
HCCS	-0.1513
DENND1B	0.146
LHX3	0.2395
OR5D16	0.643
CXorf57	-0.155
IRF2BP1	1.191
NDST2	1.1775
LCE3D	0.471
BOLL	0.342875
SYT3	-0.7555
PIH1D2	1.43025
C20orf7	-0.0288333333333333
IL1R2	0.596666666666667
SLAMF9	1.2105
PPME1	-0.344
PIK3CA	0.22075
TRAPPC1	-0.02675
COLEC10	-0.76775
SLC9A6	-1.21283333333333
PDDC1	0.684166666666667
CCDC53	1.072
GK3P	-0.08375
DAZL	-0.992
BRI3	0.20625
SDK1	0.406625
CYP2C18	0.66125
IFI44L	4.38075
RPL3L	0.815
FUT9	3.8245
KIFC2	-0.324666666666667
PMP2	-1.9695
SLC4A9	0.242
PLAG1	-2.33516666666667
MYCBP2	-0.34
OR4E2	-0.1315
CCDC65	0.95
C16orf82	0.07
ENTPD4	0.109
BRP44L	0.827625
PMP22CD	0.213
TMCO4	0.842166666666667
KCNN1	-0.782
WDR35	0.76075
CCDC80	1.36875
C3orf31	-0.334
SLC7A9	-0.816
TMEM190	-0.5685
DBC1	-1.61533333333333
FADS3	-1.90066666666667
PDZD8	0.3615
GRM5	0.367875
AZGP1	2.3914
PEX3	0.3315
MED1	3.55528571428572
ATG4C	-0.626333333333333
HNRPH3	-0.47975
FAM109B	1.8515
C4orf17	0.154
CA10	-0.03475
OPRD1	0.851
CCL16	-1.2705
SACM1L	-2.17825
CST6	5.081
CD63	1.2628125
LGI1	-1.51125
ZNF784	0.28175
CRYBB1	-1.3305
CX3CL1	1.41495
TOP2A	-1.3505
GYPB	-3.13416666666667
GADD45GIP1	-0.22775
FEN1	-0.703125
IGF1R	-2.063875
WDR72	-3.06733333333333
PURG	-1.398
DEFB126	0.4165
PKD1L1	-0.2765
CAV1	-2.4367
GNPDA2	0.922
DGAT2	-1.15075
NLGN1	-2.748
STRBP	0.442
HPRT1	-1.0645
FANCI	-1.137125
PSMA7	0.75575
DBF4B	-0.937833333333333
TTF1	-0.36175
RAD54L	-0.6655
ELOF1	-0.037
PLAGL2	0.24225
ZNF256	0.36725
HMGCL	0.69575
MSI2	1.11166666666667
RPESP	1.404
C11orf60	-0.32175
ABCD1	0.0035
ACAA1	-0.7897
SPARCL1	4.96764285714286
IL6ST	-0.9359
ZNF319	-0.416
TMEM109	-0.6964
FAM90A1	-1.69183333333333
IL22RA1	-0.772
ATP4B	-0.014
TEC	-0.0371666666666667
C7orf30	-1
TXNDC2	-0.597833333333333
ABCB4	-1.01325
KIAA1191	0.1565
C9orf38	0.347
SFTPB	0.789875
CNTNAP2	3.04833333333333
FRK	0.1085
TBX19	-0.358
CHD4	-0.2545
C6orf26	-1.8955
MOSC2	1.2695
IKBKE	-1.19825
HIF1A	-0.2095
LOC595101	-0.1635
RELA	0.158666666666667
TMEM16B	-1.37816666666667
ABHD12B	0.707
TSEN34	0.39
KIF18A	-0.9135
TXNDC9	1.294
SPATA2L	0.2375
SEMA4G	-1.3845
C21orf91	0.055125
MATN1	-0.3615
KCNIP4	0.0548333333333333
TUSC1	2.301125
OR4C15	-0.305
ARMCX6	0.489916666666667
WBSCR27	-1.2285
OR52I2	0.219
KIAA1604	-0.39925
DYNC1I1	0.69
PPP4C	-0.10025
SLC47A2	-1.92216666666667
TREH	-0.1155
CD48	2.77883333333333
ST14	1.68116666666667
PKN1	-0.47475
SPON2	1.595
XBP1	1.51033333333333
SFRS12	-0.8225
EFCAB6	3.33625
SELT	0.048
SLC39A2	0.3675
ERF	-0.051
ARL3	1.727375
SURF6	-0.8362
MLLT10	-1.00390476190476
FLJ11171	-0.327
TDGF1	-3.70533333333333
ERCC6	0.258
EIF2AK4	-0.804125
BAZ1A	0.682333333333333
LRRN3	-0.561833333333333
TMC3	0.0035
EFTUD1	-0.5015
PTPRO	1.316
CLEC12A	1.673125
ACBD4	-0.651375
ZDHHC14	-0.73425
OTUD7B	0.79
ACTB	0.688125
MSRA	-0.035
LCE5A	-0.2905
IFI35	0.50275
BSCL2	-0.0545
ANKRD12	-0.221666666666667
CFHR2	1.49433333333333
RGAG1	-0.488833333333333
HSFY1	0.702
SLC30A5	0.0319166666666667
IMPG1	0.7145
GPR109A	0.7905
ZNF185	-0.394
IYD	0.9305
NPCDR1	0.4305
SERPINA13	0.563
HMGCLL1	-1.44275
NEUROG1	0.623166666666667
UBQLN1	0.00537499999999996
LIN37	0.72125
SOCS2	-2.508625
DSCR4	-1.4675
XKR6	-1.5575
GPR142	1.236
KRTAP13-3	0.283
CCDC15	-0.849166666666667
MOS	0.9875
CD1E	-1.498
OFCC1	0.2035
FAM83D	-1.2375
SRFBP1	0.03825
C9orf96	0.6185
DHDH	0.888
CCDC90A	0.1065
RABL3	0.1254
CD320	-2.3365
ANGEL2	0.245916666666667
MRPL21	0.05575
SMG6	0.0381666666666667
INSR	0.427875
FLJ14816	-0.4605
GLRB	1.21033333333333
C9orf89	1.044
CIZ1	-0.770375
URG4	-0.735333333333334
LRDD	-0.116166666666667
CBY1	1.70533333333333
NFX1	0.2145
MTERFD2	-0.32
C19orf23	0.8965
PGC	-2.24375
IER3IP1	0.9998
RASAL2	1.13658333333333
C1orf89	-0.05025
SYNJ1	-0.4775
NFKBIE	0.7645
FLJ40125	-1.5655
TCEB2	0.6431
NOG	-2.0645
POLR2J2	-0.651
HLA-B	2.61025
PCDHA1	0.0035
PPP2R2B	-0.0915
ARHGEF17	0.34
TCF7L2	1.35971428571429
CHD5	1.31416666666667
ZNF431	-0.831625
TBC1D25	-1.01475
ZNF800	-2.26575
SCUBE2	-0.490272727272727
MYCBP	0.343166666666667
GPX5	0.473
C6orf129	1.2755
QSER1	-0.255666666666667
ULK2	0.77
PIGO	0.4535
NRCAM	-2.38092857142857
SLC35E3	-1.00925
CSRP2	1.19325
HYPE	-0.38725
MAPK15	0.883333333333333
MGC14327	-0.102
TIMM13	-0.263
ZNF462	1.80075
GBA3	0.193
TEX13A	0.5265
MCM6	-0.184888888888889
MTRF1	-1.005125
ABCA7	-1.329
EIF4A2	-0.63075
ZC3H10	1.0836
RPGR	-0.0896666666666667
C20orf94	0.408
RP1L1	0.26075
GPR125	-0.75775
USP22	-0.418285714285714
OR1L4	0.55375
MLZE	2.0255
FLJ32065	0.574
PTCD1	-0.26675
CRTAC1	-0.242166666666667
BXDC2	-1.30925
C18orf1	2.67466666666667
FAM107A	0.448357142857143
EFNA3	-0.55175
P18SRP	-0.8193
CAMKK2	0.3765
KIAA0649	-0.3415
NES	-2.215
HS6ST3	2.18525
PON2	-0.25025
TCP11L2	-0.58575
CLEC4A	2.79125
PRR12	-0.135
MLXIPL	0.6305
C2orf50	-0.0615
ZNF28	0.1485
ENC1	0.808666666666667
MAP2K1	-0.6175
FKSG2	1.26375
KIAA0430	0.361
PTP4A1	-0.888388888888889
GPR156	1.0535
GTF3C6	0.25325
UBR2	0.44
LOC388272	-0.70175
MAK	1.55583333333333
ACOT4	2.22625
STC2	-3.35058333333333
PIGW	-1.09025
SAE1	0.021625
COL6A1	1.07095454545455
OAZ1	0.0208333333333333
STMN4	0.607
EDG3	-0.17
SGCE	-0.638166666666667
IL11	-1.80316666666667
PRSS8	1.7825
YIPF5	0.029
WNT4	0.93325
CSN2	0.37
TCF7	-2.712125
TDO2	3.12275
SAMD9	0.646125
S100A7A	0.776
MMRN1	0.757666666666667
GKAP1	0.68
AKR1C3	-1.41875
RNF19A	0.277625
GMDS	0.14
YKT6	-0.383
SPARC	2.4541
C12orf31	-0.1215
UBE2V2	-0.3085
FBXL18	-0.572
KIAA0460	0.03725
ADAM22	0.472875
SERPINC1	-3.497
KCTD21	-0.12425
MYOHD1	-1.441
ZNF37A	-0.106166666666667
GTF3C1	0.0185
CTSZ	3.32325
PRNPIP	-0.622375
DRD1IP	0.37925
NR1I2	-2.41383333333333
ZNF266	-0.6827
SPAG4L	0.049
COX4NB	-0.58725
SAPS1	-0.34
APOA1	-3.33675
TATDN1	-0.326833333333333
C10orf82	2.795
KPNB1	-0.922
FOXO3	0.25475
CRYBB2	-0.5545
ZBTB5	0.0035
SLC25A38	-0.92575
DCTN2	0.0085
IFT20	0.9735
CTHRC1	3.482
C1orf31	0.161875
UHRF1	0.9603125
GPC6	0.04525
C10orf54	1.522
MCF2L2	-0.535
WNT9B	0.20925
OLA1	-0.90675
FAM120B	0.00425
TTLL10	0.6585
CYorf15A	-3.77775
RELN	-2.8156
SCN2B	-0.134833333333333
MFHAS1	-1.29075
NKX3-2	-0.668
RASGRF2	1.1175
SSBP1	-0.8995
KPNA6	-0.0159285714285714
LOC389118	0.42
HS3ST4	-1.558
SUPT7L	-0.05875
FLJ32658	-1.915
IGFBPL1	-0.19025
KIAA1641	-1.0128
SHKBP1	-0.288166666666667
CSF1R	4.765
NAGK	1.2585
MYL2	0.54375
HIST1H4C	-1.71233333333333
TOMM7	0.01375
ADAMTSL3	2.1571
TNFSF14	-0.6175
PRRT2	-1.036
VTA1	-0.03825
AOAH	3.24316666666667
CRISPLD2	1.97935714285714
PNN	-0.8313
TA-NFKBH	0.0732500000000001
ESPN	0.2795
RBM43	-1.286
KIAA1267	-0.026125
DDX3X	0.524944444444445
KIAA1576	-4.325
PLXDC1	4.48683333333333
FLJ25801	-4.13375
HNRNPL	0.902
RUNDC3A	0.244
CASP12	0.867
SH2D5	-1.2295
RPL26L1	0.3025
OR51A7	0.6545
HDC	1.4345
C2orf16	0.144166666666667
SYTL3	3.325375
GOLGA4	-0.51975
NOTCH1	-0.964166666666667
ATPAF2	0.25225
ECD	0.162
SSX5	-1.63166666666667
SNAP91	0.4105
OCA2	-4.8925
PNPO	0.0365
DAPK1	0.889166666666667
PINX1	-0.0428333333333334
SELENBP1	-0.23625
NEK3	-0.96
TMED4	-0.2985
SSTR4	0.102
FOSL1	-2.2289
CD40LG	1.512
CES1	-0.607666666666667
DCI	0.5505
B3GAT3	0.594833333333333
STK17B	0.43375
CNTN6	0.23425
CYP3A4	-1.5725
MBOAT2	0.838785714285714
PISD	-0.5165
USP1	-0.48275
PYDC1	2.64616666666667
CENPM	0.58575
SAR1B	0.8365
TTC7B	-0.169125
DP58	0.5445
GPC1	-0.63375
RBL1	-0.36975
TMEM137	-3.12666666666667
TOB1	1.13008333333333
TCEAL1	0.330166666666667
CENPF	-0.717454545454545
C6	0.194
PRSS1	-3.51325
PPIL6	0.896333333333333
C6orf124	-0.4955
ODZ4	0.656166666666667
SNCB	0.26725
NDUFB9	0.348125
CNOT6L	0.370166666666667
S100A9	3.16433333333333
TRIM50	-0.0245
KCTD1	1.8531
WDR63	1.451
SPEF2	0.80975
RNGTT	0.376333333333333
CXorf22	1.057
KCNK16	0.28375
CEP250	-1.276125
ATPBD1B	0.2285
KCNJ2	4.04225
MT1B	0.212
ZNF684	0.571
SLC4A1	0.30625
PDHA1	-0.442
ZNF492	-0.435625
TKT	-1.59775
BYSL	-0.247125
RNF38	-0.0675
AHDC1	0.614
KLHL2	0.913125
CMTM8	2.42925
DMP1	-0.376
HERPUD2	-0.335125
CRTAM	3.902
ZNF572	0.485
TMEM16J	-1.2815
HSD17B2	-1.68525
UBE2G1	-1.055375
AHSA2	-2.6255
PELI2	-0.4385
TPX2	-0.873625
ATP9B	0.593
DAZAP1	0.649875
HMGCS2	0.394
C17orf38	0.129
B9D1	0.191
NKX2-5	-0.986166666666667
KIAA1276	-0.8205
LILRB2	4.142
CSTF1	-0.4835
BTN2A1	-0.342166666666667
C15orf48	4.209
IGF2BP3	-3.7035
FAM113B	0.985833333333333
HRG	0.120125
ZNF131	-1.0525
USP47	0.439642857142857
CCDC88B	-0.251
HCN1	-1.1216
HTN1	-0.1305
SYCP3	-0.01425
C13orf23	-0.2805
PAPOLA	-0.2508125
AATK	0.5332
MSH3	-0.547166666666667
NDUFAB1	-0.106
ITLN2	-0.661833333333333
BAK1	0.357
MRPL45	-1.15466666666667
MTNR1B	-0.0795
LOC645843	-0.4145
SPECC1L	0.492125
PGCP	-0.101
SPN	-0.71825
GPR143	-0.497
ZNF576	0.316833333333333
TMEM39A	0.3397
ATP5D	-0.208166666666667
MAGEB3	-2.13
RPS5	-0.702333333333333
ANP32E	-0.808285714285714
MTMR1	0.6185
YEATS4	-0.14175
SYNGAP1	0.01675
PCOLCE	-0.443833333333333
MNS1	1.32325
PCYT2	0.116666666666667
ZNF182	0.111
LAX1	1.840375
SPPL2B	0.0079
ELOVL5	0.2692
PCDHAC1	0.5935
B4GALNT1	-0.968666666666667
BLOC1S2	1.057
ZNF673	-0.4516
ARHGAP21	-0.00516666666666667
IRX5	2.079875
LRFN5	-0.306833333333333
FAM7A1	-1.37325
RAB19	0.6905
GINS1	-1.03775
ITM2B	0.6121
PAPSS2	0.383583333333333
OR5BF1	0.754
ACSL3	-1.09425
KIAA1919	-0.694833333333333
GLT8D2	3.074875
UTRN	0.975928571428571
CNN1	2.17675
HISPPD2A	0.4795
SDAD1	-0.01625
SIGLEC9	1.88583333333333
RPL35	0.566928571428572
C22orf26	0.5005
IMPDH2	-1.582125
WDR69	-1.19775
SEC14L5	-0.5075
CLTA	0.6465
RP11-529I10.4	1.25725
GPR37L1	0.931833333333334
OGDH	-0.173083333333333
ASB13	-0.696833333333333
ZFP14	0.1325
ZCRB1	0.512833333333333
KPNA3	-0.16875
HSPA1L	1.27975
RHOC	0.629375
LOC554175	0.446
PPP3CA	0.5783
SLC1A7	-0.5669
ZNF529	-1.06683333333333
RBED1	0.9765
DDB2	-1.46875
FLJ11286	0.617333333333333
SPATA1	0.2255
MKNK1	0.643
DYSF	1.2375
ALKBH2	0.283
NKD1	-1.8115
C1orf174	0.27025
PLEKHO1	0.899666666666667
ASB10	0.08925
RING1	0.264166666666667
NPC2	1.0985
AVPR1B	0.498
YTHDF1	0.246
LMAN1L	0.5065
GSG2	-1.366
CEP170	-0.3644
RPS4Y2	-4.787
MSH6	-0.223
HECTD2	0.919333333333333
ZNF556	-3.67383333333333
PLEKHC1	-0.5046
AIRE	0.176
BCL2L10	-0.0045
LMOD3	0.0525
ZBTB8	1.0517
FOXA2	-2.9992
SLCO2A1	3.54375
C3orf46	0.632
PRDM16	-1.32333333333333
TMEM98	0.639
FRMD5	-2.8905
PDE6C	0.206
C1orf216	-0.243666666666667
EP400	0.0155
PTK2	0.0978333333333334
RNF217	0.58775
NDUFA8	1.0415
ZFAT1	0.80775
LAMP3	3.02816666666667
GLTSCR2	-0.5805
NPW	2.756
LLGL2	0.386
PPM1K	-0.0141666666666667
C20orf177	-1.59
KIR2DL4	0.7886
NFKB2	-0.08225
C21orf122	-0.246
HESX1	0.1055
GPR114	1.16066666666667
SLC25A35	0.667833333333333
GNAT1	0.106
ORAI3	-0.272
FAM76B	-0.193875
TMEM99	0.2951
TRIM29	2.3794
CDS1	1.88275
RHEB	-0.1582
C4orf27	0.422666666666667
RAB3A	-0.12325
OTUD6B	-1.5845
GPD1	-0.615875
CDH15	-0.876833333333333
NPM1	-0.0242142857142857
TMEM117	0.8535
PRPS2	1.11858333333333
GCK	-0.8385
ADRA2A	3.48333333333333
TSPYL4	0.318833333333333
TASP1	-0.5245
WDR19	0.611583333333333
C10orf38	-1.7475
PDE4C	-0.739
FYB	1.20925
C1orf55	-0.188666666666667
PPFIA3	-1.2225
RAD18	-0.5645
C12orf44	0.272
CRYBA4	-0.342
HVCN1	1.71175
TAF10	0.200333333333333
C16orf48	-0.216833333333333
DEPDC5	1.60633333333333
LTBP1	-0.066
MAPRE1	0.4625
FGF8	0.3775
C3orf52	0.742
SENP7	0.0025
LRRK2	2.88175
RUNDC2A	-0.0308333333333333
KIAA0355	0.317833333333333
CPEB1	-2.9775
PPEF2	0.237
ABI2	-0.5655
KIAA0317	0.18025
ATF1	-0.395833333333333
DYNC1H1	1.110875
DIP	1.0295
TMEM33	0.717111111111111
POLDIP3	0.213
C7orf24	2.075
GPR171	4.3535
CDC6	-0.813333333333333
PLD1	-0.0653
ITFG2	-0.6082
NDUFC1	0.79075
AKNA	-1.08875
NBR1	-0.0885
PKHD1	0.300875
HPS4	-0.2447
MAFA	0.61075
ULBP3	-0.1445
DIRC1	-0.6225
IMMT	-0.2005
C22orf13	0.171
CEL	0.43975
MARK3	-0.12925
ADAMTS2	1.59591666666667
ARPC3	0.655666666666667
TMEM10	0.359125
NPHS1	-0.07425
BRD8	-0.297333333333333
WDR12	-1.66025
IDI2	0.129
HOXD13	-1.242
OR8G2	-1.47475
SLAIN1	-2.081
GABRQ	0.13575
NR2C2	-0.96175
NKTR	-1.2106
TLE2	1.139
KIAA0892	-1.40516666666667
AURKA	-1.22972727272727
GPRC5C	0.406666666666667
TBC1D9B	-0.14625
PNPLA6	0.103166666666667
AP3B1	0.0405
