Hybridization REF	TCGA-BH-A0BZ-11A-61R-A12P-07
NPNT	2.1544
ZNF677	1.3625
ZNF536	-1.5535
MEF2B	0.217666666666667
PTPN4	-0.274125
CTCFL	-5.9605
STX5	0.372166666666667
CD72	1.69775
VEGFA	-2.07278947368421
XRCC1	-0.3388
MAS1L	0.0963333333333333
ELL	-0.1065
SETBP1	2.02725
CDH11	1.2215
NDC80	-4.67061538461539
DMBX1	-3.34725
NRSN1	1.1002
BAT2D1	-0.37175
CDS2	0.228333333333333
C1orf212	0.0926666666666667
SENP3	-0.61675
IL1F9	-0.9105
EEF2K	0.028125
COG8	-0.2335
CEP72	-2.42425
OR1L8	-1.2115
MUS81	-0.963083333333333
PHYH	1.170875
GGT6	1.6105
C22orf23	-0.48
C13orf33	5.6575
MAPK8IP2	-0.14725
NELL2	-0.832
POU3F2	-3.26966666666667
ALPK1	1.608125
MRPS18C	-0.17475
RPLP2	0.32925
FGF22	0.056
SPNS1	-0.495666666666667
ZFP1	-0.562
IL1RAPL1	0.181
PCSK9	-4.95683333333333
NKX2-1	-0.509142857142857
C6orf189	3.6055
SP4	-0.585
SLC11A1	0.9172
C21orf25	2.44866666666667
ICAM2	1.9235
SH3GL1	-0.507333333333333
GSK3B	-1.007
RALB	0.699875
PDXP	-1.80066666666667
GNGT1	-3.41042857142857
KIR2DL1	0.9875
TNFAIP3	0.477833333333333
C6orf32	0.2177
CBLN2	-2.0895
PANK3	-0.1575
TAAR9	-0.03
WDR82	0.269571428571429
APOM	-3.800875
TRIP10	0.60275
SPATA16	0.0623333333333334
C1orf135	-4.50325
USP51	-0.232
TESK1	1.70275
C11orf64	0.197875
ZNF611	-0.661
PDE6G	-0.257333333333333
HLA-DQA1	2.391125
GCLC	0.617375
SEC61A1	0.0455714285714286
TWSG1	-0.401416666666667
ZMYND10	1.26275
CTDP1	-0.04225
ADAMTS6	-1.783
SLIT1	-2.0435
KRT86	-0.6615
KIAA0574	-0.629
GTPBP2	-0.5973
PQLC3	1.591
PRRX2	0.0085
C15orf44	-0.267833333333333
MKKS	-0.193875
C11orf10	-0.56775
GPR110	0.73325
CD109	-1.036
ADCY1	-0.170666666666667
RHBG	-4.234
TP53I3	0.293125
SLC22A3	0.9401
UCP2	0.415
FOXG1	-2.61866666666667
OR2AG1	-0.0905
TRIM24	-1.2295
PROC	-4.438375
TAAR6	0.158333333333333
AMTN	-1.1935
C10orf47	-0.289166666666667
DEPDC1	-5.32175
FLJ45557	0.58675
ZDHHC17	0.3475625
KIAA1429	-0.494166666666667
KCNH1	0.67075
VNN3	0.9085
PSMAL	2.0005
PPARD	-0.447375
HFM1	-2.02225
YBX1	-0.782
ZNF695	-3.6535
SCTR	1.51816666666667
DCDC1	2.375
VPS26B	0.1702
MTF2	-1.45
ATP6V1F	-0.15075
CCDC94	-0.0605
PERF15	2.528
CCL11	0.28075
LMO7	-1.732
DCST1	0.4155
ADRBK1	-0.038125
CDRT4	0.041
ZNF84	-0.7255
HOXD8	2.805
STARD8	0.773166666666667
FOXP2	-0.123875
CCDC103	0.2505
POLR3A	-1.211
GSC	1.56866666666667
ZNF114	-2.57883333333333
HTR7P	0.0655
LALBA	-1.5085
RMND5A	-0.516166666666667
PSCD2	0.5735
ZNF409	0.616
KRTAP1-3	0.184833333333333
MAF1	-0.1975
LOC201725	-1.85
NRN1	0.2765
SPAG5	-4.36016666666667
DNAH7	1.876
FLJ43860	-0.2085
BRCA2	-2.9515
ACADM	0.359375
CXXC6	-3.231625
RAGE	-0.94
CHMP2A	0.778
FAM8A1	0.1424
GPR21	0.1005
SLC12A3	-3.263
FVT1	0.757642857142857
ZDHHC7	0.147125
FLJ44048	0.426
SLC44A3	1.82933333333333
SDSL	-0.0526666666666667
MMP8	-1.63266666666667
PLA2G12B	-4.23066666666667
ACY1	-0.5825
MT1E	0.678666666666667
OR4K15	-0.374
TECTB	0.089
GPR20	0.274125
IRAK2	-0.02225
RFPL3	-0.264
MYO9A	0.53925
NARG1L	-0.619666666666667
BLMH	-1.015875
CCDC3	5.09416666666667
C9orf21	0.189833333333333
KIAA0513	-0.1435
MIER2	0.13125
PNMA2	-1.74641666666667
SH3BP2	0.574
ANXA10	-2.39225
RTN2	0.3305
TFB1M	-1.594
PRPH2	3.272
C14orf133	0.00825
GOLGB1	1.17033333333333
IRX4	1.181875
NFKBIL1	0.0958333333333333
C10orf62	1.87725
APBB3	-0.35175
RPS10	0.1396
LOC728378	-0.05375
TLE3	0.293388888888889
PSMB7	-0.646375
MESDC1	0.8145
SLC6A1	0.949833333333333
OCLN	0.23975
PTTG3	-4.52316666666667
NAGLU	0.172
SERTAD4	1.4455
SPRY1	3.232
FLJ10781	0.0923333333333333
MYSM1	-0.064
TRIM4	0.417928571428571
SH3YL1	1.302
TREM2	3.9715
SERPINI1	0.94925
HDHD3	0.281875
TMEM38A	0.388125
EID2B	-0.33425
TDRD3	0.109
SEDLP	0.51025
THSD7A	3.547
NDST3	-3.5995
KLHL15	-0.244083333333333
DHRS12	2.297
FBXO9	0.209071428571429
TNPO1	-0.359333333333333
MRPL13	-0.683666666666667
SNX5	-2.06683333333333
METTL6	-0.80175
SOD1	0.674
CHML	-1.91466666666667
PACS1	0.2845
SIRT5	-0.3983
CAPN2	0.726
FXYD5	0.123666666666667
TWISTNB	-0.425125
LRFN1	0.214166666666667
UBE1L	1.619125
UBE1C	0.22025
OR51B2	0.6395
OR4D11	-1.2525
C15orf2	1.047
NR4A1	2.8245
LOC339047	-2.0705
TRIM17	0.433125
ATP5G3	-0.127785714285714
RPL15	-0.281333333333333
ADAMTS8	1.109
HOXC4	0.0515
C14orf37	1.9165
CEACAM5	-3.623375
MYT1L	-0.0046
RASA2	-0.150625
OSBPL7	-0.784
STAG1	-0.6565
GIMAP4	5.693
FUT3	-1.30183333333333
PIF1	-3.534375
LPIN2	-0.0491
SH3PX3	1.28275
PDP2	0.424
PAPD1	-0.785875
ERP27	2.13725
APOOL	-0.5675
DIABLO	-0.66675
TRHR	0.076375
ARMC9	-1.047375
RNF152	1.78925
SLITRK3	0.396666666666667
ZNF211	0.4829
PFDN1	-0.322
RGS11	1.277625
HS6ST1	0.2495
AKR1D1	-3.796
TNP2	-0.109
STK31	0.603166666666667
EML4	-1.27791666666667
SGTA	-0.699
HIST1H2BI	-1.82066666666667
PSMD6	-1.47116666666667
KIAA1257	0.1975
C18orf55	-0.0851666666666667
FLJ20273	1.777375
RPL28	-1.1715
EPYC	0.754125
NOX3	1.004
ELAC1	0.635833333333333
METT11D1	-0.85775
BIN2	0.0355
NACA2	0.4845
CCDC17	0.362
HM13	-1.028
UBOX5	-0.038125
UBE2O	-0.82825
UBL5	0.2175
APOLD1	2.183625
C9orf31	0.42625
TNFSF8	0.167
ARHGAP29	1.11025
PROKR2	0.356
PDE5A	0.213333333333333
C6orf12	-0.2015
TOM1L1	-0.191
WHDC1	0.64475
FOXI1	0.691166666666667
RAB4A	0.6567
TMEM39B	-0.6095
ATPBD1C	-0.019
FARSA	-1.2305
PLEKHG5	1.4555
CMAS	-0.802
OR7E24	-0.243
SLC30A1	-0.62475
CDC42EP5	1.55516666666667
PLAC1	-3.1225
KLHL18	-0.26025
LBA1	0.7746
TAZ	-0.85575
CRIP2	0.993
BTBD11	-0.666333333333333
C16orf72	0.49525
DIO2	0.4037
LRRCC1	-0.167166666666667
CCDC136	-2.0435
PRX	0.80225
RBM5	0.3009
TMEM85	0.22675
TUBGCP4	-1.6965
APLN	1.338875
CDK7	-0.379666666666667
SSR2	0.538916666666667
CRELD1	0.48125
C19orf46	1.54025
GAL3ST4	0.0393333333333333
KBTBD10	0.53225
IL28A	0.72875
WDR27	-0.858
MCM2	-3.473
SOX14	0.06
FLJ39743	0.2085
KIAA0922	-0.314
HIPK4	0.9695
FLJ25758	-0.592
C16orf57	-0.683583333333333
PDZD2	4.57275
MCC	1.341125
HHLA3	-0.0626
ID2	0.71525
C20orf23	2.10966666666667
ZNF688	0.62025
APOC2	-2.20016666666667
LOC440093	0.34225
FAM50B	2.1095
PWP1	-0.1915
DNAH10	0.771
HIST1H2BA	0.601
GPR56	0.872
METAP2	-0.274375
PAN3	0.410833333333333
STXBP4	-0.3725
PDHX	0.016
MTA1	-0.249833333333333
ZBED4	-0.60425
ZNF720	-0.29025
CDK2	-2.286875
RHOJ	2.04375
CDC37	-0.160666666666667
ZER1	0.499875
GRK4	0.04325
PRPH	0.2195
POLR2A	0.92325
OGFOD1	-1.49275
NOL5A	-1.97725
PHEX	-0.985
FLJ16478	-0.161
C20orf117	-0.812
CAMTA2	0.215
C11orf74	1.06683333333333
DDX17	-0.172
C5orf27	0.99925
PLEKHA2	-1.2526
PDE4DIP	0.021
SCN7A	2.497
ZNF559	0.476833333333333
CXCL10	2.46875
ZMYM4	-0.0655
STK32B	0.620466666666667
KIAA0888	-2.4967
TACR3	1.092
CKAP2L	-5.07675
KIF1A	-1.29583333333333
RSPRY1	-0.02625
VCAN	0.32825
CYP27C1	-0.87
SYDE1	-1.05583333333333
MED12L	-1.26333333333333
ZDHHC21	0.6715
NHS	0.9955
TM9SF3	0.7765
DDHD1	-1.080125
MAFG	-0.0725
BICD2	-0.1418
C14orf119	-0.315
C14orf43	0.4185
CDH7	-2.3435
ALKBH5	-0.0175714285714286
JUP	0.30925
TMEM41A	-0.452666666666667
MAMDC4	-1.64583333333333
CBX3	-1.173625
LRRC18	-0.14425
RBMXL2	0.385333333333333
PLA2G4D	0.4945
FGF13	1.322
KIF3A	0.0476666666666667
PDIA6	-1.00475
DCXR	-0.12025
CASKIN2	1.15033333333333
EHD1	0.89
MARCKSL1	-0.7565
ZNF496	-0.451333333333333
SCAF1	0.0658333333333333
KCTD8	-0.56425
TRAF3IP3	0.335928571428571
LSR	-0.07125
CXorf1	0.8975
C14orf112	0.229333333333333
EIF2B1	0.03975
OMP	0.0225
GSTZ1	-0.121
LOC92017	1.44
ISLR2	2.3065
C12orf36	-0.109
GATA2	-1.20083333333333
GABRA5	-3.5755
CELSR2	-0.7695
STAM2	0.7135
TNAP	1.5185
PTPMT1	-0.36
GRP	3.16875
SV2A	-1.41483333333333
MAGEA12	-4.701
CACNG1	0.2855
C18orf19	-0.728
GSG1	0.7055
PTPRJ	-0.755214285714286
FRMPD1	0.394
ZNF668	-0.572
PLEKHJ1	-1.150625
ADAT1	-0.8743
TMEM50A	0.6241
UCN3	0.907
HOOK1	0.21775
IL17B	3.064
MLKL	-0.376
TTC14	-0.287166666666667
KLHL5	0.99525
CRYL1	1.2415
FOXH1	-0.4885
NFYB	0.3485
PPM1G	-0.897
GOLGA2LY1	-1.064
NMT1	-0.092125
HADHA	0.083
CHSY-2	1.68075
PLEKHF1	1.35971428571429
SAGE1	-2.507
MUSTN1	1.4915
SUHW4	1.966
TFEB	1.5615
ZFYVE27	0.18875
ATG12	-0.403333333333333
BMI1	0.517571428571429
ZIM3	0.55525
MYH4	0.4655
MASP1	-1.13541666666667
KIAA0984	0.4055
RPAP2	-0.51275
ASB5	-0.096
BOLA3	-1.07283333333333
MIA3	0.737
KRT35	0.356
KIR3DL3	-0.9145
MRPL51	-0.391
SEMA3F	0.61
NDUFB2	0.4815
LOC253012	2.69875
FAM46C	-0.4039
G6PC	-3.204375
CSAG3A	-5.192
PREX1	1.0625
SLC25A45	0.1105
MAPKBP1	0.7293
CPE	1.1377
GNB1	-0.701125
CXCR6	1.141
TRIM46	-0.27375
C16orf3	0.855166666666667
HPSE	0.48025
TIGD3	-1.2825
SPG3A	2.415
LCAT	-0.9285
ST6GAL1	-1.165
POMC	1.637
FLJ36031	0.793
NSMAF	-0.177666666666667
SKIL	0.3545
ADSS	-0.607833333333333
HMGCS1	-1.55
POLR3F	-0.194
RAB10	-0.362375
ZNF277P	-0.461375
ZBTB7B	0.973
DHRS1	0.83075
ABCC13	0.165125
CNOT3	-0.28375
NFKBIA	1.12625
GAK	-0.386333333333333
SFT2D2	0.754166666666667
HOXA6	-0.452
CRTC1	0.133875
LY6D	1.47066666666667
C20orf72	-1.7285
CPT1A	-0.23425
LMO1	-1.2715
EIF3I	-0.51375
PRB4	0.72925
MCM3APAS	-2.903375
C20orf132	0.6855
FOXF2	-2.4645
S100A12	1.66275
MLH1	-0.165166666666667
ACTN1	0.9955
MRPL36	-0.6095
C20orf106	-0.7135
FBXO6	0.8025
MKS1	-0.597
CX3CR1	0.368125
PDE1B	2.4365
PLP1	-2.2935
KISS1	-0.174333333333333
C14orf2	-0.503
TBC1D3P2	-1.65175
COMMD6	1.45
ANKRD7	-1.3715
PTCHD1	1.516125
NARS2	-1.207
DOCK7	-0.304875
FAM127B	0.1775
LOC390243	-0.0935
N6AMT2	0.85775
ZNF391	0.046
DNAJB14	0.109666666666667
WRB	-0.15825
BPI	0.649545454545455
TTC4	-0.537833333333333
FAM10A5	0.06825
GOT1L1	-0.0837
MAGED1	-0.429625
RESP18	0.4975
WFDC6	0.268
MT2A	-0.8735
C11orf56	0.39775
KIAA1432	-0.5925
ROR1	-0.617
HSD17B14	1.302
ZFAND2B	0.514
SAMD4B	-0.28625
HEXA	0.365375
HNRNPU	-0.267727272727273
USP39	-0.83425
NRD1	-0.47025
R3HDML	0.2435
FLT4	0.8895
OMG	-0.0822
OR52N4	0.1595
LOC399818	0.4945
ELA2	-1.229
VENTXP1	0.8445
RFC5	-2.5585
OR52L1	0.568
PAX5	0.8285
FBXO2	0.93025
GMEB1	-0.23
AKT3	0.533166666666667
CRB1	-0.7455
CTTN	0.404666666666667
UTP15	-0.604166666666667
HSBP1	-0.436833333333333
PHF11	2.0795
NDEL1	0.514166666666667
USP8	-0.01525
BAIAP2	-0.3385
SI	-0.0638333333333333
ARSJ	-0.695166666666667
BAAT	-3.52
KCNS3	1.243
LOC126147	-0.0873333333333333
TMEM37	3.0155
C1orf162	3.6485
MBD1	0.0338
ITGAL	-0.076
WDR73	-0.6455
GKN2	0.140166666666667
ARFGAP1	-1.659375
SLC5A8	-1.33833333333333
ZBTB40	0.0259
CYP4B1	4.22333333333333
LYPLAL1	-0.09675
CHST3	0.707
MAP3K9	-0.634
BTAF1	-0.624166666666667
TFAP2E	0.157
RBM35B	-1.1915
LOC441251	-0.209666666666667
ANKRD25	0.409222222222222
UQCRC2	0.5635
MAEA	0.172416666666667
HYAL1	-1.0347
RNPEPL1	0.542833333333333
CPSF2	-0.722375
PSD3	-0.4195
ABCA13	-1.336375
AGR2	0.8165
GBX1	-1.781
HDLBP	0.818214285714286
ACY3	-0.1625
HECW1	-0.9015
ZNF519	-0.83825
HOPX	2.452
ZNF304	0.81475
OR12D3	0.4885
FKSG43	0.5675
METTL1	-0.654
MFSD3	-0.4891
PSPH	-0.573
CLCA3	-0.1885
DARS2	-1.7895
CDC25A	-3.06683333333333
BAIAP2L1	-1.335
B3GNT5	1.9425
USP29	0.3075
ARHGEF10L	1.2419
ATOX1	-0.24025
ADAM30	0.51875
DNASE1	-1.79375
STT3A	0.371
RAB6IP1	1.053
PTN	2.6599
C1orf106	-1.31161538461538
HECA	2.20075
RNF122	2.25325
SLC22A18AS	-0.076
GNG8	-0.0911666666666667
ELP4	-0.727
FAM65A	0.623166666666667
RPL10A	0.371666666666667
IRS4	0.229
MACF1	0.9861
SEC24D	-0.6655
LOC374395	0.1175
TGFB2	0.454
MDFIC	1.776625
CHRNE	0.251833333333333
PCMTD2	-0.0521666666666667
ATP6V0D1	0.0688333333333333
MTA2	0.40675
LZTR1	-0.179833333333333
RAP1A	0.686333333333333
AXIN1	-0.82625
POLR1C	-0.53
TRIO	-0.365166666666667
PLXNA4A	1.92683333333333
C5orf33	-0.11775
DEPDC1B	-6.4155
ZNF473	-0.644166666666667
MTM1	0.818125
GPR107	0.432333333333333
CSNK1A1L	-0.421833333333333
FLJ14154	-0.04025
NLRC4	4.745
ENPP4	3.085
PADI3	0.7905
RNF170	0.019625
CG018	2.24083333333333
C16orf7	-0.01475
KCNE1	2.73575
NRM	-1.8355
SLC37A3	0.163785714285714
TPD52L2	-0.515666666666667
UNC5B	-0.36525
C12orf12	0.0535
SDHB	-0.22525
CLRN1	0.534875
NUDT10	-0.892833333333333
UGT3A1	0.1525
FBXW8	-0.728875
RHOF	-1.22625
PTPLAD1	-1.030375
MYO3B	-0.8135
DERA	-0.793
TPP2	-0.57875
C19orf53	-0.404666666666667
GINS3	-1.8505
ST6GALNAC5	0.431
CHSY1	0.058
MGC15705	0.3275
GPR83	0.0748333333333333
EXT2	0.380875
DOLK	0.398
TUBAL3	-0.66825
ACVRL1	3.0227
ABL2	-0.09225
C14orf156	-0.8365
PTPRZ1	-1.943625
DIP2C	0.90475
LAMP1	1.221375
RXRA	0.4962
MAP3K5	1.59725
ALKBH1	-0.238
PDLIM7	-0.307625
ARL14	-2.7515
SNIP1	-0.3325
TIMP3	2.84733333333333
RGS3	0.875
SPAG16	0.8913
ABHD4	0.7585
ARHGEF12	0.5425
GLUD2	-0.078
RAC2	-1.1306
UAP1L1	-0.909
SLC18A3	-0.0445
YOD1	-1.49691666666667
RALY	-0.5
HMOX2	0.151875
DGKH	-0.787
DBNDD2	1.70133333333333
YIPF4	0.628375
THAP10	-0.59775
ZNF513	0.2445
HAGHL	-2.75383333333333
ITGB4	1.06966666666667
CCDC141	-0.1905
YTHDF3	0.0495
C5orf28	0.516
RPL7L1	-0.43975
TMEM30B	0.901285714285714
ANKRD35	4.22
DUOXA2	-0.7955
TBC1D5	0.2105
DFNB59	1.2105
HRH4	0.21225
MYO6	1.3637
DNAJA4	1.495625
RBM24	0.649125
CEACAM20	-1.7485
RBM23	-0.102571428571429
NGFB	1.7235
C1orf63	-1.4293
KRTAP7-1	-0.18
PERLD1	1.64425
NPB	-0.2035
C17orf59	0.8842
HSPBAP1	0.2185
SLC15A4	0.042
PRTFDC1	-0.0375
OSMR	-0.898071428571429
CYSLTR2	0.1505
C19orf25	-0.0981
KIAA1797	-0.5795
NLRP6	0.5135
FAM105B	-0.3692
SCRN2	1.383
LRRC58	-0.896
RNF17	0.0875
NEIL3	-5.5925
FAM137A	-1.52325
SKP2	-3.375
PARVA	1.92833333333333
PKLR	-1.5325
RNF34	-0.113
A3GALT2	-0.767
C12orf50	0.825
SUNC1	-1.942
FAM102B	-0.877833333333333
CCT2	-1.22975
LRRC37A2	-1.023
ARF4	0.435
SIKE	-0.194625
C8orf48	1.78583333333333
MBTPS1	0.501142857142857
GPSN2	-0.214
NCF2	3.55875
SLC12A6	0.137666666666667
MRPL48	-0.58825
HMGN3	0.0975
LRRC62	-0.79475
PAX9	-0.343875
FAM55A	0.009
C20orf42	-2.0165
SCML2	-2.15516666666667
BCL9	0.45325
FAM40A	-0.32975
C9orf41	-1.2585
ZNF774	-0.32
LETM1	-1.09625
PLXNB1	0.0368333333333333
NIPSNAP1	-1.295625
USP10	-1.7585
F9	0.08875
LIPE	6.11075
CNGB3	0.7125
C12orf52	-0.150375
PI4K2A	-0.056125
MED8	0.12725
STAT4	1.4136
FGD4	1.4005
RNF145	-0.303
WDR32	-0.0353
CLDN2	0.463333333333333
TCEAL8	0.8495
ZMYND8	-0.985
PDXK	0.0591875
GATAD2A	-0.92525
PTGES3	-1.089
CCM2	-0.00974999999999999
TAP1	0.696375
ZNF670	-0.39
ETS2	1.04757142857143
C6orf166	0.458833333333333
PRMT2	0.343857142857143
OR4B1	0.088
INTS8	-1.2015
CCDC102A	0.3885
CCDC83	-1.582
ITGA1	0.9372
EPHA5	-2.374
FAM24B	-1.19216666666667
TSGA10	2.3855
HAL	-2.2825
MYOT	1.3545
SPACA3	1.1845
BCL2L2	0.951666666666667
CUGBP2	2.0035
CCNB3	1.122
RNF113B	-0.64525
MERTK	0.91025
BAG1	0.8165
VPS36	-0.06675
ORMDL3	1.0712
C1orf190	1.59775
ZNF625	-0.31025
CORO2B	-0.09475
ALOX15	0.2595
CST1	0.056
NUPR1	2.79066666666667
CCL7	0.4745
SMCR5	-1.9795
DSC2	1.4585
RBMS2	0.4685
GRIK4	1.601
TRIM65	-0.3533
TMPRSS6	0.273071428571429
TP53INP2	-0.29675
GLB1L	1.35516666666667
LOC388284	1.012
PUS1	-1.43842857142857
BCL9L	-0.1835
OLFM1	0.3445
RET	-1.169875
MASTL	-3.2605
ALX3	0.10175
IL1RL1	0.410333333333333
ZNF765	-0.906
C14orf138	-0.55275
SNX10	1.28516666666667
TAC4	0.2615
C1orf64	2.565625
POGK	-0.2315
MAPK9	-0.20775
ZNF366	4.7675
C8orf79	2.0345
CLDN7	1.03925
OR5AT1	0.056
TRIM37	-2.30025
LRRC25	3.2415
GRHL2	2.3102
TEKT3	1.62725
LASS5	-0.0791666666666667
ABCC4	-2.2875
DLG3	-0.05625
VGLL1	2.086625
ZFP36L2	2.33633333333333
MFRP	0.903166666666667
KIAA1799	0.57825
FLJ44379	0.28
PCNX	0.44425
ANXA9	-0.2535
CYP4V2	1.5032
PIK3C2A	-0.25925
SRR	0.0105
NOL3	-0.09075
IFITM2	1.35
ARNTL2	-2.76625
ZNF595	0.48825
NLRP13	1.183
ASPH	1.294875
CPA2	0.222
PVRIG	-1.59483333333333
LEPR	2.73383333333333
C16orf42	0.142
SH3BGRL	2.16525
FAM77D	-0.241666666666667
FNDC7	1.321
C9orf6	-0.0231666666666667
NOTCH2NL	0.770833333333333
PGBD1	-0.0998333333333333
SYNGR2	0.389
PITPNA	-0.09525
PRPF4B	-0.8149
SLC43A3	-0.820642857142857
NRBP1	-0.08775
SLC25A22	-0.3615
ILK	0.5625
SLC22A8	0.327833333333333
MRPS7	-0.1355
PITX2	0.085
FABP3	0.535625
OR1L1	0.688
LOC728215	-0.248
BLID	-3.21
KIAA1217	3.15523529411765
TFPT	-0.43
AP4B1	-0.794
VBP1	-1.24725
OR1K1	0.5955
MORC3	0.5765
BHMT2	3.469
C3orf10	0.62825
FZD7	2.03266666666667
WFDC10A	-0.6255
PMS2CL	-1.051875
CCDC32	0.546666666666667
FA2H	-1.374
ALG13	-0.033
TTLL7	-0.6947
SPOCK3	0.6745
SLC13A2	0.0685
AIM1	1.47075
GPRC6A	-0.2175
EGR2	7.055
MED11	0.652
WWC1	0.49725
SH3GL3	-3.66825
RIF1	-0.980357142857143
PRLH	0.16
VLDLR	1.3905
DBT	0.2623125
C21orf63	1.7575
CGGBP1	-0.252125
KRTAP12-2	-0.868
TADA3L	-0.620875
ZBTB16	4.45
PDGFB	1.592125
RFX1	0.126125
UQCRB	0.1932
LOC133874	1.194
HPS3	-1.01475
LGALS3BP	1.06
DKFZP564O0823	3.20242857142857
MRFAP1L1	0.627375
HOXA10	0.633166666666667
NGB	-0.353
KIF21A	-1.13338461538462
IFLTD1	0.4005
LZTS1	-0.5075
ARHGEF3	0.92925
RHBDL3	-0.7825
CSNK1G2	-0.4465
ChGn	-0.15225
KIAA1244	1.51266666666667
GABRB2	0.233
MGC72080	-0.72
CD27	3.25775
EGLN1	-1.4616
PEX13	0.18125
RWDD3	0.245
RNF12	-0.739
GRIN2B	-0.391
ADAMTS14	-1.10775
DYDC2	0.352666666666667
ATP6AP1	-0.0908
NR1H2	0.159666666666667
PDK2	0.934
C3orf17	-0.1325
SLC38A2	-0.633571428571429
SLC25A29	-0.8415
C15orf29	0.7205
ADAM9	-0.445833333333333
TMUB2	0.444375
GPR176	-1.108
AGK	-1.185
MCCD1	2.33575
NDUFA4	-0.18225
TMEM146	0.17475
DUSP1	3.980875
UNQ6975	1.496
EMX2OS	5.83775
INSM2	-1.175
LUZP4	0.02375
SETD6	-1.05675
P2RY2	1.5655
SLC45A2	-1.902
RABGAP1	0.233
UBXD5	-0.217375
GPRC5A	-1.2617
PAK3	2.319
LOC63920	-0.71825
TGFBR1	0.9815
KRTAP6-3	1.035
SFMBT2	-0.955
CDC42	0.0081250000000001
C11orf35	-0.219
TTLL2	0.6545
UACA	1.24383333333333
CD97	-0.8353
SETD5	-0.48875
NINJ2	-0.4985
PTER	1.014
POMGNT1	0.02225
KRTAP4-2	0.125
ECGF1	2.370875
HRB	0.127454545454545
ATP1B2	0.2311
LOC400506	-1.186
COL4A3BP	1.8
C6orf97	1.594
GRHPR	0.55025
TAS2R1	0.186
SEMA7A	-2.60975
EDF1	0.1025
ODF2L	0.4847
PCID2	-0.839166666666667
GTF2H4	-0.871
ZCCHC3	-0.628375
CGB2	0.82
NEUROD1	-1.1705
C20orf75	-0.3095
RP5-1054A22.3	1.8115
IFNA5	-0.2715
ZNF134	0.152166666666667
MGC119295	-0.84
ZSWIM6	-0.00375000000000001
SMEK1	-0.201666666666667
PCGF2	0.074
C1orf102	2.46275
CYP2A13	1.498
KCNH6	-0.939
MDM1	0.2225
ALDH7A1	-0.0245
C9orf75	-0.9055
VDAC3	-0.512625
OR51T1	-0.4515
EIF3F	-0.470666666666667
KCNJ10	-0.99525
LENG8	0.798
EDEM2	-0.0490833333333333
CCNJL	-0.619333333333333
DHX37	-1.5285
CRYGN	0.4685
AATF	-0.813
ZNF630	1.09725
E2F5	-1.5425
WFDC13	-1.305
FTSJ3	-1.20816666666667
C4orf33	1.15175
LHFPL4	-3.12275
C19orf56	-0.229416666666667
SMAD4	0.325625
AFM	-0.949
G0S2	6.2495
FCHSD2	0.1095
RRP1B	-1.3941
EEF1B2	-0.191666666666667
STAT6	1.94683333333333
ZNF195	-0.958
GNL1	-0.747333333333333
ZNRF2	0.347
PER3	-0.421375
ASB16	-0.13425
C10orf10	3.94378571428571
ADCY8	-3.11716666666667
C9orf58	1.14183333333333
ARMC10	-0.530333333333333
PSG1	-1.328
DHX34	-0.044
VARS2	-0.8795
NFIC	0.4395
ITPR2	0.98
AGXT2	-0.344833333333333
OR6K3	0.13
H2AFZ	-1.83241666666667
MLLT3	0.571833333333333
COX4I2	3.1515
CCNT2	-0.21
PLK4	-3.963
NUMBL	0.324833333333333
MED16	-0.29175
PLEKHQ1	1.98825
GOSR1	0.367611111111111
BTG4	-0.5295
RPL30	0.253916666666667
IGSF5	-0.803
IGFL2	-0.678
ELMOD2	0.517666666666667
SHC3	0.6735
HAVCR1	-0.905
DYNC2H1	0.07225
RNF5	-0.696333333333333
C2orf7	0.427
NLF1	0.048
KLHL25	0.95625
LRP10	1.1254
KRI1	-1.51225
PUS7L	-0.5305
MGMT	0.5555
HOXD1	0.590166666666667
CSH1	0.1833
ATG16L2	-0.80225
FLJ44635	1.006
CHODL	1.132
EXOSC8	-1.50075
SLC28A1	0.17075
MYO7B	-0.827
SEH1L	-0.822
MTNR1A	-0.215833333333333
TSPAN5	0.515166666666667
CDC45L	-5.60333333333333
AMIGO1	0.9125
ATAD3A	-1.727
OSGIN2	0.749
PDIK1L	-0.0843333333333333
DARC	4.8915
PIPSL	0.416
SHMT1	0.1685
CRISP3	-0.68
POPDC2	3.00666666666667
ZRANB2	-0.655333333333333
FBXL8	0.04475
TRIP13	-4.60463636363636
EIF5AL1	-1.4275
POU5F1P3	-5.42383333333333
IL6	5.0115
CXorf38	-0.672333333333333
IFNA16	0.4195
FBXL2	1.12183333333333
BRD1	0.53325
STATH	0.4865
FBXO44	0.250166666666667
MCCC2	-0.96325
CDC2	-3.8108
C5orf23	4.736
IVD	-0.2135
C10orf122	-1.89925
MSL3L1	-0.0203
MVP	0.60075
EPOR	-0.8702
ZMYM1	-0.579166666666667
BCL7C	0.2195
PSTPIP2	0.3615
LYPD1	-3.2025
OR8G5	-0.117
ZP3	-0.9605
BCAS4	-0.4525
EDG6	2.62975
ISY1	0.0205
PRAMEF2	-1.69825
CUL1	-0.5665
RNF213	-0.2064
CCRK	0.48775
DHX9	-0.700125
C13orf29	0.16225
NCKAP1	0.953833333333333
MRPL43	1.09207142857143
XPR1	-0.624
PKN2	0.2076
PODNL1	0.266
ZNF333	0.605
DALRD3	0.44475
OPN1SW	0.657
BTBD6	1.47925
