Hybridization REF	TCGA-BH-A18L-11A-42R-A12D-07
C2orf61	0.08
LOC407835	-0.29
RER1	0.0314166666666667
ELAVL2	0.04
MGC26718	-0.49775
KLF2	4.02875
TNFAIP8L3	0.803
TFE3	0.95075
C11orf17	-0.432375
15E1.2	-1.94875
SNRPC	-1.01125
DLGAP1	0.72675
PGLYRP1	0.23725
OVCH2	0.545
IRF7	1.2696
SET	-0.6503
NAB2	-0.345833333333333
LRP5L	-0.0905
FAM120A	0.2605
ASCL2	-0.1555
SHH	0.066
ATP5H	-0.074
THPO	-1.1595
TYRP1	-4.28233333333333
HIST1H3E	-0.391
EIF2S1	-0.373611111111111
TNFRSF17	-0.437166666666667
TARSL2	0.65925
NKX2-8	1.366875
C1orf115	2.914125
LOC56964	0.3965
KIAA0841	-1.3225
ISCU	1.4695
TTMA	-0.175
ZNF414	-0.016
LOC441150	0.781
RAB15	0.0955
HBP1	1.345
TNNT2	-1.04716666666667
CECR5	-1.09225
PHGDH	-0.999
JRK	-0.457
XPO4	-0.917125
FAM131C	0.4005
ARHGAP25	2.08166666666667
CA9	-3.43277777777778
GPR62	0.562
TLX1	0.206166666666667
GPS1	-0.20225
OR2M2	-0.0785
BDP1	0.563571428571429
FAM70B	0.8
RPS29	-0.154083333333333
MKLN1	-0.1065
TSPAN19	-2.713
SLC29A3	0.5397
LGALS4	0.334
USH2A	0.782
NF1	-0.166
APOBEC3A	1.1665
IMPAD1	0.264333333333333
OLR1	0.208666666666667
NRAP	0.0775
HCFC1R1	0.178166666666667
TAOK2	0.0725
MCM10	-4.396
MAP4K3	-0.1835
CBS	-2.8795
CLK3	-0.1911
PCDHGA5	-0.405
ELF4	0.14925
FAM71A	0.46
C11orf49	-0.28525
CLIP2	-0.54875
BTBD9	0.5584
ZNF524	1.418
KDELR1	-0.277333333333333
ZNF509	1.1165
NCSTN	0.797
ZNF533	2.41942857142857
PARP4	-0.378875
GALNT9	-0.486666666666667
NPY	-0.87875
BEGAIN	-1.56333333333333
TMEM77	0.31
FOXRED1	-1.39916666666667
SLC16A2	1.89883333333333
SLC35B1	-0.91475
GK5	-0.192166666666667
SDCCAG10	-0.5555
C4orf20	0.55975
SLC9A2	0.409
ADD1	0.871214285714286
TAL2	-1.41516666666667
ACLY	-0.947375
DNAJC1	0.334
SOST	-1.7855
USP43	0.864833333333333
CYP4F12	0.042
FKBP5	-0.85175
CHCHD5	0.0732
NUDT22	-0.54275
CCDC85B	-0.46525
OR51G2	0.5565
STRN3	-0.538857142857143
TMOD2	0.88475
FLI1	1.152
MAB21L2	-0.6565
DGKQ	0.3625
VPRBP	-0.0213333333333333
SCNN1B	0.4128
ECHDC3	2.9122
TMEM106C	-0.992
CSNK2A2	-0.3245
RPL39	-0.166
HERC3	0.4574
ZBTB47	1.122
ZNF681	-0.7995
PAGE2	-2.8885
CLIC5	4.23142857142857
RABAC1	1.112
ZFHX2	0.204
YPEL1	0.556666666666667
KIAA0776	0.467
NR1D2	1.424
DNAJC4	0.057125
NPNT	1.675
ZNF677	0.7745
ZNF536	0.15
MEF2B	-0.124666666666667
PTPN4	0.214125
CTCFL	-5.5465
STX5	0.405166666666667
CD72	0.44625
VEGFA	-1.15589473684211
XRCC1	-0.5679
MAS1L	0.542333333333333
ELL	0.0567
SETBP1	1.81675
CDH11	1.71983333333333
NDC80	-4.45476923076923
DMBX1	-3.0225
NRSN1	-0.2096
BAT2D1	-0.176375
CDS2	-0.1485
C1orf212	-0.00183333333333333
SENP3	-0.38975
IL1F9	-0.6905
EEF2K	-0.2945
COG8	0.26625
CEP72	-1.93375
OR1L8	1.1455
MUS81	-0.68475
PHYH	1.003125
GGT6	1.81616666666667
C22orf23	-0.47175
C13orf33	4.952625
MAPK8IP2	-0.0865
NELL2	-0.2465
POU3F2	-2.88233333333333
ALPK1	1.66025
MRPS18C	-0.15875
RPLP2	0.54725
FGF22	0.7205
SPNS1	-0.595
ZFP1	-0.67375
IL1RAPL1	0.38875
PCSK9	-4.08333333333333
NKX2-1	0.259461538461538
C6orf189	3.622
SP4	-0.187
SLC11A1	0.5464
C21orf25	2.16716666666667
ICAM2	1.59975
SH3GL1	-0.564
GSK3B	-0.883333333333333
RALB	0.482125
PDXP	-1.271
GNGT1	-2.828875
KIR2DL1	0.482
TNFAIP3	0.45175
C6orf32	0.0982
CBLN2	-0.97125
PANK3	-0.715875
TAAR9	-0.48
WDR82	0.941
APOM	-3.348
TRIP10	0.66625
SPATA16	0.157333333333333
C1orf135	-4.418
USP51	0.5695
TESK1	1.61975
C11orf64	0.447875
ZNF611	-0.27
PDE6G	0.0405
HLA-DQA1	3.596875
GCLC	0.445
SEC61A1	-0.0482142857142857
TWSG1	-0.106166666666667
ZMYND10	1.1725
CTDP1	0.2945
ADAMTS6	-1.69633333333333
SLIT1	-2.07125
KRT86	-0.7725
KIAA0574	-1.5565
GTPBP2	-0.6663
PQLC3	1.25675
PRRX2	0.448666666666667
C15orf44	-0.2505
MKKS	-0.314
C11orf10	-0.15825
GPR110	1.347875
CD109	-0.804916666666667
ADCY1	-0.449
RHBG	-3.25225
TP53I3	0.255625
SLC22A3	0.8715
UCP2	0.09275
FOXG1	-2.896
OR2AG1	0.092
TRIM24	-1.29925
PROC	-4.003125
TAAR6	0.38725
AMTN	-1.622
C10orf47	-0.258666666666667
DEPDC1	-4.5445
FLJ45557	2.88725
ZDHHC17	0.6331875
KIAA1429	-0.404833333333333
KCNH1	-0.031
VNN3	0.445875
PSMAL	2.367
PPARD	-0.026375
HFM1	-1.0205
YBX1	-0.836
ZNF695	-3.7835
SCTR	0.899333333333333
DCDC1	0.8455
VPS26B	0.1528
MTF2	-0.914333333333333
ATP6V1F	0.01275
CCDC94	0.016
PERF15	1.703
CCL11	1.822
LMO7	-1.343125
DCST1	-0.3875
ADRBK1	-0.22075
CDRT4	0.01375
ZNF84	-0.588
HOXD8	2.4485
STARD8	0.3265
FOXP2	-0.549714285714286
CCDC103	1.167
POLR3A	-0.7295
GSC	1.3115
ZNF114	-2.064
HTR7P	0.1865
LALBA	0.315
RMND5A	-0.598166666666667
PSCD2	1.1185
ZNF409	0.263
KRTAP1-3	0.067
MAF1	0.30625
LOC201725	-2.0155
NRN1	0.252875
SPAG5	-4.21866666666667
DNAH7	1.66
FLJ43860	-0.2835
BRCA2	-3.41125
ACADM	0.312125
CXXC6	-3.0695
RAGE	-0.459125
CHMP2A	0.3815
FAM8A1	0.392
GPR21	0.6315
SLC12A3	-2.76666666666667
FVT1	0.853428571428571
ZDHHC7	-0.051625
FLJ44048	0.44825
SLC44A3	2.035
SDSL	0.045
MMP8	-1.335
PLA2G12B	-3.88016666666667
ACY1	-0.85575
MT1E	1.06866666666667
OR4K15	0.146
TECTB	-0.1915
GPR20	0.21325
IRAK2	0.08425
RFPL3	-0.578875
MYO9A	0.91225
NARG1L	-0.25775
BLMH	-1.39275
CCDC3	4.98016666666667
C9orf21	0.0405
KIAA0513	0.290333333333333
MIER2	0.3695
PNMA2	-0.912833333333333
SH3BP2	0.4214
ANXA10	-1.2465
RTN2	0.329166666666667
TFB1M	-1.5195
PRPH2	3.71725
C14orf133	0.111
GOLGB1	0.9355
IRX4	1.68875
NFKBIL1	-0.106
C10orf62	0.7045
APBB3	-0.14
RPS10	-0.0925
LOC728378	0.719
TLE3	0.378222222222222
PSMB7	-0.652
MESDC1	0.4045
SLC6A1	0.514333333333333
OCLN	0.17025
PTTG3	-3.85833333333333
NAGLU	0.445
SERTAD4	1.550125
SPRY1	2.95375
FLJ10781	0.525833333333333
MYSM1	-0.0985
TRIM4	0.459071428571429
SH3YL1	1.302
TREM2	3.53633333333333
SERPINI1	1.49425
HDHD3	0.545375
TMEM38A	0.252
EID2B	-0.19275
TDRD3	-0.0516666666666667
SEDLP	0.62675
THSD7A	2.62433333333333
NDST3	-3.104
KLHL15	0.000916666666666677
DHRS12	1.8935
FBXO9	0.0345714285714286
TNPO1	-0.561
MRPL13	-0.787666666666667
SNX5	-1.90583333333333
METTL6	-0.6705
SOD1	0.17275
CHML	-2.35216666666667
PACS1	1.751625
SIRT5	-0.4595
CAPN2	0.7465
FXYD5	-0.4125
TWISTNB	-0.385875
LRFN1	0.531
UBE1L	1.94475
UBE1C	-0.09325
OR51B2	-0.46475
OR4D11	0.485
C15orf2	0.4055
NR4A1	2.62833333333333
LOC339047	-1.45675
TRIM17	1.062375
ATP5G3	-0.0181428571428572
RPL15	-0.26425
ADAMTS8	1.1495
HOXC4	-0.273
C14orf37	1.6255
CEACAM5	-2.606
MYT1L	-0.848166666666667
RASA2	0.204125
OSBPL7	-1.478
STAG1	-0.391
GIMAP4	5.401
FUT3	0.084
PIF1	-2.987625
LPIN2	0.4207
SH3PX3	0.9845
PDP2	0.3765
PAPD1	-0.944125
ERP27	0.0405
APOOL	-0.2405
DIABLO	-0.5575
TRHR	-0.121
ARMC9	-0.898375
RNF152	1.8535
SLITRK3	0.674166666666667
ZNF211	0.1866
PFDN1	0.652375
RGS11	0.92875
HS6ST1	0.341
AKR1D1	-1.376
TNP2	-0.0558333333333333
STK31	0.755333333333333
EML4	-0.69375
SGTA	-0.711666666666667
HIST1H2BI	-2.0245
PSMD6	-1.60833333333333
KIAA1257	1.32075
C18orf55	-0.194833333333333
FLJ20273	1.89075
RPL28	-0.829166666666667
EPYC	0.257375
NOX3	-0.7205
ELAC1	0.414333333333333
METT11D1	-0.911
BIN2	-0.487333333333333
NACA2	-0.01325
CCDC17	-0.70675
HM13	-0.532
UBOX5	-0.261375
UBE2O	-0.251285714285714
UBL5	-0.18975
APOLD1	2.3215
C9orf31	0.14425
TNFSF8	0.8425
ARHGAP29	1.510875
PROKR2	0.1145
PDE5A	1.001
C6orf12	-0.444
TOM1L1	-1.0015
WHDC1	0.690125
FOXI1	1.06116666666667
RAB4A	0.3284
TMEM39B	-0.566
ATPBD1C	-0.2615
FARSA	-1.09233333333333
PLEKHG5	1.75275
CMAS	-0.8905
OR7E24	-0.3025
SLC30A1	-1.25175
CDC42EP5	1.8645
PLAC1	-3.44675
KLHL18	-0.338833333333333
LBA1	0.7466
TAZ	-0.7335
CRIP2	1.19975
BTBD11	-0.471833333333333
C16orf72	0.541
DIO2	0.3141
LRRCC1	-0.0896666666666667
CCDC136	-1.0425
PRX	0.44925
RBM5	0.4048
TMEM85	0.209625
TUBGCP4	-1.37
APLN	0.581375
CDK7	-0.715333333333333
SSR2	0.21375
CRELD1	0.18775
C19orf46	1.69275
GAL3ST4	0.330333333333333
KBTBD10	0.60175
IL28A	0.26
WDR27	0.118
MCM2	-2.66616666666667
SOX14	-0.546
FLJ39743	0.1425
KIAA0922	0.142857142857143
HIPK4	0.382
FLJ25758	0.47
C16orf57	-0.653166666666667
PDZD2	4.1375
MCC	1.80875
HHLA3	-0.6275
ID2	0.6695
C20orf23	2.04158333333333
ZNF688	0.7795
APOC2	-2.953
LOC440093	0.43425
FAM50B	1.89283333333333
PWP1	-0.275
DNAH10	0.80525
HIST1H2BA	-0.46
GPR56	0.642666666666667
METAP2	-0.301125
PAN3	0.795333333333333
STXBP4	-0.37775
PDHX	0.0405
MTA1	-0.05725
ZBED4	-0.51725
ZNF720	0.592
CDK2	-2.9975
RHOJ	2.288875
CDC37	0.00566666666666666
ZER1	0.43825
GRK4	-0.311
PRPH	-0.34575
POLR2A	0.311125
OGFOD1	-1.45175
NOL5A	-1.5215
PHEX	-1.021
FLJ16478	0.22625
C20orf117	-0.437125
CAMTA2	0.3165
C11orf74	0.642333333333333
DDX17	0.40075
C5orf27	1.46275
PLEKHA2	-0.4309
PDE4DIP	-0.124
SCN7A	1.03575
ZNF559	0.138
CXCL10	2.75925
ZMYM4	-0.0323333333333333
STK32B	0.1592
KIAA0888	-2.9117
TACR3	-0.308
CKAP2L	-4.416
KIF1A	-1.38133333333333
RSPRY1	-0.22275
VCAN	0.19875
CYP27C1	-0.0745
SYDE1	-1.19366666666667
MED12L	-1.78175
ZDHHC21	0.99575
NHS	1.5825
TM9SF3	0.692
DDHD1	-0.62275
MAFG	-0.154
BICD2	0.3235
C14orf119	-0.425666666666667
C14orf43	0.584142857142857
CDH7	-1.07
ALKBH5	0.167285714285714
JUP	0.1575
TMEM41A	-0.361833333333333
MAMDC4	-1.6715
CBX3	-0.90325
LRRC18	0.1
RBMXL2	0.0543333333333333
PLA2G4D	0.169666666666667
FGF13	1.749625
KIF3A	0.306833333333333
PDIA6	-0.7265
DCXR	-0.277
CASKIN2	1.0045
EHD1	0.886833333333333
MARCKSL1	-0.300166666666667
ZNF496	-0.438
SCAF1	-0.1515
KCTD8	-0.54425
TRAF3IP3	-0.522571428571429
LSR	0.665
CXorf1	0.1814
C14orf112	0.2645
EIF2B1	-0.0045
OMP	-0.229
GSTZ1	0.289
LOC92017	0.97175
ISLR2	1.985
C12orf36	-0.2985
GATA2	-1.40216666666667
GABRA5	-5.197
CELSR2	-0.688928571428571
STAM2	0.261
TNAP	1.286
PTPMT1	-0.659166666666667
GRP	6.25375
SV2A	-0.869333333333333
MAGEA12	-4.32
CACNG1	-0.264
C18orf19	-1.3165
GSG1	0.0668333333333333
PTPRJ	-1.07771428571429
FRMPD1	-0.361
ZNF668	-0.32125
PLEKHJ1	-0.928875
ADAT1	-0.9824
TMEM50A	0.48
UCN3	-0.1755
HOOK1	0.762625
IL17B	3.326
MLKL	-0.3005
TTC14	-0.279333333333333
KLHL5	0.355375
CRYL1	0.914166666666667
FOXH1	-0.5415
NFYB	0.024
PPM1G	-0.703
GOLGA2LY1	-0.035
NMT1	-0.01575
HADHA	0.2657
CHSY-2	0.992
PLEKHF1	1.51357142857143
SAGE1	-2.995
MUSTN1	1.21075
SUHW4	1.203
TFEB	1.75266666666667
ZFYVE27	0.251
ATG12	-0.389333333333333
BMI1	0.476
ZIM3	0.0355
MYH4	1.45475
MASP1	-1.15672727272727
KIAA0984	0.034
RPAP2	-0.5345
ASB5	0.249333333333333
BOLA3	-1.09116666666667
MIA3	0.730333333333333
KRT35	0.4215
KIR3DL3	-0.8015
MRPL51	-0.9225
SEMA3F	0.653166666666667
NDUFB2	0.5305
LOC253012	2.32725
FAM46C	-0.208
G6PC	-2.814875
CSAG3A	-4.15516666666667
PREX1	1.669
SLC25A45	-0.257875
MAPKBP1	1.0463
CPE	1.8786
GNB1	-0.443875
CXCR6	0.933
TRIM46	-0.1555
C16orf3	0.508833333333333
HPSE	0.084625
TIGD3	-0.9325
SPG3A	2.661
LCAT	-0.505333333333333
ST6GAL1	-1.06777777777778
POMC	1.29475
FLJ36031	0.416333333333333
NSMAF	-0.5755
SKIL	-0.2015
ADSS	-0.177333333333333
HMGCS1	-1.7034
POLR3F	-0.369166666666667
RAB10	-0.178125
ZNF277P	-0.950875
ZBTB7B	0.65375
DHRS1	0.4145
ABCC13	0.646875
CNOT3	-0.72925
NFKBIA	1.312
GAK	0.0606666666666667
SFT2D2	0.277333333333333
HOXA6	0.4345
CRTC1	0.41275
LY6D	0.723
C20orf72	-1.237
CPT1A	-0.133
LMO1	-2.061
EIF3I	-0.657
PRB4	0.7215
MCM3APAS	-2.6885
C20orf132	0.5581
FOXF2	-2.205
S100A12	0.248
MLH1	-0.133833333333333
ACTN1	1.5324
MRPL36	-0.863833333333333
C20orf106	-0.5985
FBXO6	1.17016666666667
MKS1	-0.4665
CX3CR1	0.0885
PDE1B	1.8765
PLP1	-2.21675
KISS1	-0.459333333333333
C14orf2	-0.2705
TBC1D3P2	-0.80525
COMMD6	1.4724
ANKRD7	-1.439
PTCHD1	2.193375
NARS2	-1.1115
DOCK7	-0.62175
FAM127B	-0.061375
LOC390243	-0.283
N6AMT2	0.58725
ZNF391	-0.265
DNAJB14	0.493
WRB	0.000375
BPI	0.469916666666667
TTC4	-0.6175
FAM10A5	-0.16975
GOT1L1	0.4251
MAGED1	-0.341
RESP18	0.34825
WFDC6	0.4
MT2A	-1.048
C11orf56	0.78725
KIAA1432	-0.8435
ROR1	-0.40725
HSD17B14	0.737333333333333
ZFAND2B	0.44625
SAMD4B	0.16475
HEXA	0.19175
HNRNPU	-0.147318181818182
USP39	-0.70675
NRD1	-0.7555
R3HDML	0.05175
FLT4	0.889833333333333
OMG	-0.419166666666667
OR52N4	0.1605
LOC399818	-0.192
ELA2	-0.619
VENTXP1	-0.00600000000000001
RFC5	-2.147
OR52L1	-0.1945
PAX5	0.026
FBXO2	1.478
GMEB1	0.2075
AKT3	0.384666666666667
CRB1	-0.392
CTTN	0.233833333333333
UTP15	-0.859666666666667
HSBP1	-0.29525
PHF11	2.018
NDEL1	0.589666666666667
USP8	-0.09325
BAIAP2	0.1249375
SI	-0.012
ARSJ	-0.265333333333333
BAAT	-2.75975
KCNS3	1.406
LOC126147	-0.125166666666667
TMEM37	3.009
C1orf162	3.04883333333333
MBD1	0.1309
ITGAL	-0.165833333333333
WDR73	0.0128333333333333
GKN2	0.2805
ARFGAP1	-1.098
SLC5A8	-0.743166666666667
ZBTB40	0.0991
CYP4B1	3.5045
LYPLAL1	-0.01075
CHST3	0.6965
MAP3K9	0.205
BTAF1	-0.543166666666667
TFAP2E	0.0565
RBM35B	-0.573
LOC441251	-0.3845
ANKRD25	0.957722222222222
UQCRC2	0.257
MAEA	0.17525
HYAL1	-1.2912
RNPEPL1	0.324666666666667
CPSF2	-0.94675
PSD3	-0.6335
ABCA13	-0.71225
AGR2	2.08
GBX1	-0.758
HDLBP	0.958
ACY3	-0.518
HECW1	0.3195
ZNF519	-0.78675
HOPX	2.153
ZNF304	0.332
OR12D3	-0.1795
FKSG43	0.48175
METTL1	-0.534
MFSD3	-0.445
PSPH	-1.2985
CLCA3	-0.791
DARS2	-2.24716666666667
CDC25A	-2.66483333333333
BAIAP2L1	-1.1875
B3GNT5	2.0275
USP29	0.32575
ARHGEF10L	1.2597
ATOX1	-0.4335
ADAM30	0.29725
DNASE1	-1.3595
STT3A	-0.44225
RAB6IP1	0.67025
PTN	4.8114
C1orf106	-1.19138461538462
HECA	2.05775
RNF122	1.03025
SLC22A18AS	-0.480833333333333
GNG8	0.25
ELP4	-0.29325
FAM65A	0.359
RPL10A	-0.137
IRS4	0.1565
MACF1	1.0907
SEC24D	-0.33825
LOC374395	0.1125
TGFB2	-0.177125
MDFIC	1.88175
CHRNE	0.353833333333333
PCMTD2	0.194666666666667
ATP6V0D1	0.0661666666666667
MTA2	-0.08775
LZTR1	0.011
RAP1A	0.713333333333333
AXIN1	-0.669125
POLR1C	-0.40925
TRIO	-0.2245
PLXNA4A	1.70983333333333
C5orf33	-0.37525
DEPDC1B	-5.87975
ZNF473	-0.6065
MTM1	0.5045
GPR107	0.0938333333333333
CSNK1A1L	0.269833333333333
FLJ14154	-0.012
NLRC4	3.735
ENPP4	3.06116666666667
PADI3	-0.7065
RNF170	-0.061375
CG018	1.96
C16orf7	0.0515
KCNE1	3.0685
NRM	-1.63133333333333
SLC37A3	0.258357142857143
TPD52L2	-0.765166666666667
UNC5B	-0.41475
C12orf12	0.38575
SDHB	-0.25825
CLRN1	0.316875
NUDT10	-0.57
UGT3A1	-0.103875
FBXW8	-0.57425
RHOF	-1.311875
PTPLAD1	-0.468375
MYO3B	-0.42175
DERA	-0.496
TPP2	-0.83975
C19orf53	-0.356
GINS3	-1.694375
ST6GALNAC5	1.4315
CHSY1	0.087
MGC15705	0.226
GPR83	0.702166666666666
EXT2	0.4775
DOLK	0.0485
TUBAL3	-0.20775
ACVRL1	2.7404
ABL2	0.0916666666666667
C14orf156	-0.818333333333333
PTPRZ1	-0.89675
DIP2C	1.264
LAMP1	1.49675
RXRA	0.9141
MAP3K5	1.84075
ALKBH1	-0.181333333333333
PDLIM7	-0.585625
ARL14	-2.249
SNIP1	-0.1475
TIMP3	2.68925
RGS3	0.859833333333333
SPAG16	1.2017
ABHD4	0.5655
ARHGEF12	0.581090909090909
GLUD2	0.033
RAC2	-1.2911
UAP1L1	-0.5825
SLC18A3	-0.0785
YOD1	-1.299
RALY	-0.5705
HMOX2	0.326875
DGKH	-0.72425
DBNDD2	1.74883333333333
YIPF4	0.301
THAP10	-0.9905
ZNF513	0.70375
HAGHL	-2.60983333333333
ITGB4	1.3705
CCDC141	0.226
YTHDF3	-0.302
C5orf28	0.041
RPL7L1	-0.96875
TMEM30B	0.997
ANKRD35	4.2095
DUOXA2	-0.22825
TBC1D5	-0.2415
DFNB59	0.6035
HRH4	0.47525
MYO6	1.3642
DNAJA4	1.096875
RBM24	0.51575
CEACAM20	-1.69
RBM23	-0.158642857142857
NGFB	1.0485
C1orf63	-0.7364
KRTAP7-1	0.385
PERLD1	1.515
NPB	-0.098
C17orf59	0.8283
HSPBAP1	0.0255
SLC15A4	-0.12375
PRTFDC1	0.32425
OSMR	-0.819285714285715
CYSLTR2	-0.864
C19orf25	0.1691
KIAA1797	-0.349
NLRP6	0.511
FAM105B	-0.532
SCRN2	1.6495
LRRC58	-0.3352
RNF17	0.34025
NEIL3	-5.5085
FAM137A	-1.789
SKP2	-3.34375
PARVA	1.73925
PKLR	-1.5835
RNF34	-0.296125
A3GALT2	0.3195
C12orf50	-0.1006
SUNC1	-1.8645
FAM102B	-0.349666666666667
CCT2	-1.31025
LRRC37A2	0.1605
ARF4	0.2375
SIKE	0.03275
C8orf48	1.995
MBTPS1	0.533
GPSN2	-0.056
NCF2	2.9665
SLC12A6	0.345666666666667
MRPL48	-0.81
HMGN3	-0.0531666666666667
LRRC62	-1.077
PAX9	-0.112125
FAM55A	-1.2715
C20orf42	-1.82383333333333
SCML2	-2.53516666666667
BCL9	-0.11025
FAM40A	-0.39875
C9orf41	-1.72566666666667
ZNF774	0.213
LETM1	-1.2995
PLXNB1	0.479833333333333
NIPSNAP1	-0.847125
USP10	-1.14325
F9	0.20825
LIPE	5.81725
CNGB3	-0.421
C12orf52	-0.364625
PI4K2A	0.1715
MED8	-0.175125
STAT4	1.2605
FGD4	1.35116666666667
RNF145	-0.021
WDR32	-0.2229
CLDN2	0.682
TCEAL8	0.661
ZMYND8	-1.0264
PDXK	0.395625
GATAD2A	-0.98225
PTGES3	-0.3975
CCM2	0.41925
TAP1	1.10825
ZNF670	-0.661
ETS2	1.08038461538462
C6orf166	0.178
PRMT2	0.295642857142857
OR4B1	0.056
INTS8	-1.087
CCDC102A	0.89575
CCDC83	-1.67716666666667
ITGA1	0.7837
EPHA5	-2.0554
FAM24B	-1.37833333333333
TSGA10	2.49475
HAL	-2.84316666666667
MYOT	1.673
SPACA3	0.564
BCL2L2	0.757666666666667
CUGBP2	1.953
CCNB3	0.909
RNF113B	-0.9075
MERTK	2.1935
BAG1	0.93625
VPS36	0.14925
ORMDL3	1.482
C1orf190	1.5415
ZNF625	-0.7635
CORO2B	-0.21
ALOX15	-0.391
CST1	-0.8165
NUPR1	2.748
CCL7	0.60225
SMCR5	-2.454
DSC2	1.6925
RBMS2	0.3205
GRIK4	-0.198
TRIM65	-0.1974
TMPRSS6	0.652928571428571
TP53INP2	-0.16775
GLB1L	0.909166666666667
LOC388284	0.7145
PUS1	-1.02214285714286
BCL9L	0.004
OLFM1	0.0949166666666667
RET	-0.585625
MASTL	-2.89083333333333
ALX3	-0.194
IL1RL1	0.851166666666667
ZNF765	-0.5145
C14orf138	-0.54025
SNX10	-0.613333333333333
TAC4	-0.1285
C1orf64	1.5405
POGK	-0.835125
MAPK9	-0.15
ZNF366	4.0435
C8orf79	2.3161
CLDN7	0.849125
OR5AT1	-0.0335
TRIM37	-2.645
LRRC25	2.505
GRHL2	1.7474
TEKT3	1.7975
LASS5	0.00516666666666666
ABCC4	-2.55508333333333
DLG3	-0.22125
VGLL1	2.695125
ZFP36L2	2.34216666666667
MFRP	0.314
KIAA1799	0.47275
FLJ44379	-1.0985
PCNX	0.11475
ANXA9	-0.0545
CYP4V2	1.5126
PIK3C2A	0.124
SRR	0.4445
NOL3	-0.315
IFITM2	1.8845
ARNTL2	-2.43525
ZNF595	-0.05025
NLRP13	0.4665
ASPH	1.492375
CPA2	0.328
PVRIG	-1.7115
LEPR	2.23916666666667
C16orf42	0.416833333333333
SH3BGRL	1.44475
FAM77D	0.545
FNDC7	0.1905
C9orf6	-0.214333333333333
NOTCH2NL	0.2735
PGBD1	-0.148166666666667
SYNGR2	0.3475
PITPNA	-0.1470625
PRPF4B	-0.8528
SLC43A3	-0.411428571428571
NRBP1	-0.1295
SLC25A22	-0.241
ILK	0.378875
SLC22A8	0.327166666666667
MRPS7	-0.65
PITX2	-0.225
FABP3	-0.828375
OR1L1	-0.7475
LOC728215	0.201625
BLID	-1.528
KIAA1217	2.51452941176471
TFPT	-0.20475
AP4B1	-0.82425
VBP1	-1.871
OR1K1	0.171
MORC3	0.5655
BHMT2	3.149
C3orf10	0.837
FZD7	2.2425
WFDC10A	-0.038
PMS2CL	-0.89625
CCDC32	0.327166666666667
FA2H	-2.06025
ALG13	-0.347
TTLL7	-0.2517
SPOCK3	-0.24125
SLC13A2	0.201
AIM1	1.4905
GPRC6A	-0.216
EGR2	6.7555
MED11	0.744
WWC1	1.26675
SH3GL3	-2.61625
RIF1	-0.224714285714286
PRLH	-0.1305
VLDLR	1.48
DBT	0.1110625
C21orf63	1.6035
CGGBP1	-0.199125
KRTAP12-2	-0.6765
TADA3L	-0.597125
ZBTB16	4.02325
PDGFB	1.087125
RFX1	0.474375
UQCRB	-0.0372
LOC133874	0.895
HPS3	-0.84475
LGALS3BP	1.4921
DKFZP564O0823	2.76135714285714
MRFAP1L1	0.541625
HOXA10	0.776
NGB	-0.6595
KIF21A	-0.672692307692308
IFLTD1	0.0645
LZTS1	0.121875
ARHGEF3	1.35925
RHBDL3	-0.42
CSNK1G2	-0.218916666666667
ChGn	-0.229
KIAA1244	1.19483333333333
GABRB2	0.031
MGC72080	-0.9545
CD27	2.4385
EGLN1	-1.5121
PEX13	0.081
RWDD3	0.28675
RNF12	-0.667
GRIN2B	0.693
ADAMTS14	-1.013625
DYDC2	-0.701166666666667
ATP6AP1	0.0104
NR1H2	0.0356666666666667
PDK2	0.94225
C3orf17	-0.306333333333333
SLC38A2	-0.413928571428571
SLC25A29	-0.0825
C15orf29	0.454125
ADAM9	-0.705
TMUB2	0.4055
GPR176	-0.79925
AGK	-1.12025
MCCD1	0.309
NDUFA4	0.112
TMEM146	-0.19125
DUSP1	3.935875
UNQ6975	0.7215
EMX2OS	5.28725
INSM2	-1.281
LUZP4	-0.5005
SETD6	0.08925
P2RY2	1.09375
SLC45A2	-1.579
RABGAP1	0.641666666666667
UBXD5	-0.150625
GPRC5A	-0.7135
PAK3	2.78633333333333
LOC63920	-0.481
TGFBR1	0.635
KRTAP6-3	0.771
SFMBT2	-0.1275
CDC42	-0.2088125
C11orf35	0.3675
TTLL2	-0.348
UACA	1.26825
CD97	-0.3905
SETD5	-0.26
NINJ2	-0.805
PTER	0.647833333333333
POMGNT1	-0.32425
KRTAP4-2	-0.2565
ECGF1	2.81
HRB	-0.141454545454545
ATP1B2	0.6754
LOC400506	-1.64825
COL4A3BP	1.25675
C6orf97	1.2335
GRHPR	0.6055
TAS2R1	0.363
SEMA7A	-1.728
EDF1	-0.09575
ODF2L	0.6313
PCID2	-0.598
GTF2H4	-0.910833333333333
ZCCHC3	-0.56075
CGB2	0.234166666666667
NEUROD1	-0.2035
C20orf75	-0.4355
RP5-1054A22.3	1.87566666666667
IFNA5	0.253
ZNF134	0.0251666666666667
MGC119295	-0.7384
ZSWIM6	0.3085
SMEK1	-0.0783333333333334
PCGF2	0.1555
C1orf102	2.6485
CYP2A13	1.868
KCNH6	-0.2772
MDM1	0.1268
ALDH7A1	0.2985
C9orf75	-0.706
VDAC3	-0.643875
OR51T1	0.333
EIF3F	-0.593583333333333
KCNJ10	-0.747625
LENG8	0.414
EDEM2	-0.39675
CCNJL	-0.664333333333333
