Hybridization REF	TCGA-BH-A0BS-01A-11R-A12P-07
MESDC1	-0.6905
SLC6A1	0.712
OCLN	0.887416666666667
PTTG3	-3.00316666666667
NAGLU	1.0435
SERTAD4	2.336
SPRY1	0.955
FLJ10781	-0.561
MYSM1	-0.27275
TRIM4	0.6285
SH3YL1	0.30775
TREM2	3.28266666666667
SERPINI1	0.65925
HDHD3	0.57
TMEM38A	0.692875
EID2B	-1.6185
TDRD3	0.482333333333333
SEDLP	0.75075
THSD7A	1.27833333333333
NDST3	-1.773
KLHL15	-0.847333333333333
DHRS12	1.358
FBXO9	0.513071428571429
TNPO1	-0.84175
MRPL13	-0.373
SNX5	-2.32833333333333
METTL6	0.278
SOD1	0.794625
CHML	-0.244666666666667
PACS1	0.758
SIRT5	0.7091
CAPN2	-0.5755
FXYD5	-1.1655
TWISTNB	-0.0995
LRFN1	1.318
UBE1L	2.69625
UBE1C	0.06025
OR51B2	-0.17725
OR4D11	-0.6665
C15orf2	-0.149
NR4A1	-0.5195
LOC339047	-1.24175
TRIM17	2.15825
ATP5G3	-0.693928571428571
RPL15	-0.459166666666667
ADAMTS8	-0.5905
HOXC4	0.112
C14orf37	1.627
CEACAM5	-2.367375
MYT1L	-0.376666666666667
RASA2	0.458625
OSBPL7	-0.575
STAG1	0.0545
GIMAP4	4.23266666666667
FUT3	0.514
PIF1	-3.147625
LPIN2	-0.428
SH3PX3	1.02575
PDP2	0.423
PAPD1	0.2035
ERP27	4.211
APOOL	0.4728
DIABLO	0.841
TRHR	0.05725
ARMC9	0.680875
RNF152	2.349
SLITRK3	0.303
ZNF211	0.3827
PFDN1	0.091
RGS11	-0.170375
HS6ST1	0.4759
AKR1D1	-0.6135
TNP2	0.0881666666666666
STK31	0.606166666666667
EML4	-1.20466666666667
SGTA	-0.892333333333333
HIST1H2BI	1.7835
PSMD6	-1.3865
KIAA1257	2.474
C18orf55	-0.126833333333333
FLJ20273	1.778875
RPL28	0.0361666666666667
EPYC	2.542
NOX3	-0.102
ELAC1	0.523333333333333
METT11D1	0.01825
BIN2	-0.591333333333333
NACA2	-0.30875
CCDC17	-0.49075
HM13	-0.4289
UBOX5	-0.197125
UBE2O	-0.058625
UBL5	0.75775
APOLD1	0.9065
C9orf31	0.1045
TNFSF8	0.516
ARHGAP29	-0.588625
PROKR2	0.4045
PDE5A	-1.00466666666667
C6orf12	0.4605
TOM1L1	0.2195
WHDC1	-0.31575
FOXI1	0.14
RAB4A	0.3135
TMEM39B	-0.385
ATPBD1C	-0.95975
FARSA	-0.3275
PLEKHG5	0.7325
CMAS	-0.253833333333333
OR7E24	0.359
SLC30A1	-0.125
CDC42EP5	1.68916666666667
PLAC1	1.7575
KLHL18	-0.232166666666667
LBA1	1.3503
TAZ	-0.24375
CRIP2	1.84025
BTBD11	-0.8925
C16orf72	0.67675
DIO2	1.516
LRRCC1	0.9215
CCDC136	-2.0315
PRX	0.442125
RBM5	0.1052
TMEM85	-0.254875
TUBGCP4	-2.07266666666667
APLN	0.36875
CDK7	-0.631333333333333
SSR2	0.868083333333333
CRELD1	0.234
C19orf46	3.0355
GAL3ST4	-0.0593333333333333
KBTBD10	0.63525
IL28A	1.01875
WDR27	-1.0695
MCM2	-1.87716666666667
SOX14	-0.2425
FLJ39743	-0.0115
KIAA0922	-0.470375
HIPK4	0.7115
FLJ25758	-0.2515
C16orf57	-0.68125
PDZD2	1.66125
MCC	0.989375
HHLA3	0.8089
ID2	0.06925
C20orf23	1.82158333333333
ZNF688	2.04275
APOC2	-1.80366666666667
LOC440093	0.04725
FAM50B	2.29916666666667
PWP1	-0.203
DNAH10	-0.0115
HIST1H2BA	0.29775
GPR56	0.354333333333333
METAP2	-0.809375
PAN3	1.2425
STXBP4	0.24875
PDHX	0.591
MTA1	0.919833333333334
ZBED4	-0.510125
ZNF720	0.38525
CDK2	-1.62625
RHOJ	0.202125
CDC37	-0.349
ZER1	0.39825
GRK4	0.06975
PRPH	-0.28575
POLR2A	0.41425
OGFOD1	-0.7855
NOL5A	-1.041
PHEX	1.675
FLJ16478	0.07175
C20orf117	-0.776375
CAMTA2	0.28675
C11orf74	0.513
DDX17	-0.127333333333333
C5orf27	0.127875
PLEKHA2	-0.9924
PDE4DIP	-1.0834
SCN7A	1.09975
ZNF559	0.039
CXCL10	4.13775
ZMYM4	-0.259333333333333
STK32B	-0.142733333333333
KIAA0888	-0.9754
TACR3	0.6215
CKAP2L	-2.95425
KIF1A	-1.0975
RSPRY1	0.45575
VCAN	1.72625
CYP27C1	0.142
SYDE1	-1.31166666666667
MED12L	-1.15425
ZDHHC21	1.185
NHS	-0.838
TM9SF3	0.556833333333333
DDHD1	0.493125
MAFG	-1.40783333333333
BICD2	-1.0985
C14orf119	0.273666666666667
C14orf43	0.9015
CDH7	-1.83325
ALKBH5	0.136357142857143
JUP	1.756625
TMEM41A	0.914833333333333
MAMDC4	-1.64933333333333
CBX3	-0.6065
LRRC18	0.03075
RBMXL2	-0.49325
PLA2G4D	0.58
FGF13	1.488625
KIF3A	-0.00766666666666667
PDIA6	-0.9125
DCXR	1.963
CASKIN2	0.987166666666667
EHD1	1.4705
MARCKSL1	0.3955
ZNF496	0.590166666666667
SCAF1	0.749333333333333
KCTD8	-1.25125
TRAF3IP3	0.693571428571429
LSR	1.35925
CXorf1	-0.154
C14orf112	0.768166666666667
EIF2B1	0.158
OMP	0.2235
GSTZ1	1.82725
LOC92017	1.1065
ISLR2	1.1035
C12orf36	0.5365
GATA2	-1.36833333333333
GABRA5	-2.746
CELSR2	0.3845
STAM2	0.9334
TNAP	-0.285
PTPMT1	0.1005
GRP	6.3095
SV2A	-1.26083333333333
MAGEA12	-2.2255
CACNG1	0.6425
C18orf19	-0.69125
GSG1	-0.260333333333333
PTPRJ	0.281928571428571
FRMPD1	-0.0865
ZNF668	1.0075
PLEKHJ1	-1.296125
ADAT1	-1.0219
TMEM50A	-0.1456
UCN3	0.2275
HOOK1	1.19725
IL17B	-0.2825
MLKL	-1.1985
TTC14	0.1035
KLHL5	0.090875
CRYL1	1.11566666666667
FOXH1	-0.0655
NFYB	-0.00637500000000001
PPM1G	-0.53
GOLGA2LY1	-1.0725
NMT1	-0.226375
HADHA	-0.45
CHSY-2	1.70775
PLEKHF1	1.18214285714286
SAGE1	-1.946
MUSTN1	0.45175
SUHW4	1.00475
TFEB	1.37
ZFYVE27	-0.45
ATG12	-1.00066666666667
BMI1	0.663642857142857
ZIM3	0.00924999999999999
MYH4	0.23425
MASP1	-1.12508333333333
KIAA0984	0.62225
RPAP2	-0.403
ASB5	-0.3085
BOLA3	-0.969833333333333
MIA3	1.7405
KRT35	0.866
KIR3DL3	-0.8975
MRPL51	0.037
SEMA3F	1.71733333333333
NDUFB2	0.221333333333333
LOC253012	1.04825
FAM46C	-0.2691
G6PC	-2.484
CSAG3A	-1.4815
PREX1	3.145
SLC25A45	0.638125
MAPKBP1	0.3395
CPE	0.6769
GNB1	-1.6025
CXCR6	2.16
TRIM46	0.68975
C16orf3	0.6365
HPSE	-0.42875
TIGD3	-0.192
SPG3A	2.17525
LCAT	-1.35466666666667
ST6GAL1	-0.824888888888889
POMC	-0.08275
FLJ36031	-0.186166666666667
NSMAF	-0.000833333333333334
SKIL	1.7915
ADSS	0.530666666666667
HMGCS1	-2.4322
POLR3F	-0.3
RAB10	-0.071625
ZNF277P	-1.023875
ZBTB7B	0.8015
DHRS1	1.723125
ABCC13	-0.298142857142857
CNOT3	0.494
NFKBIA	2.25525
GAK	0.1855
SFT2D2	0.7825
HOXA6	-0.349
CRTC1	0.72075
LY6D	-0.4195
C20orf72	-0.105
CPT1A	0.0505
LMO1	-2.236
EIF3I	-0.6995
PRB4	0.37675
MCM3APAS	-0.549625
C20orf132	0.0412
FOXF2	-2.53375
S100A12	0.0195
MLH1	-0.3935
ACTN1	0.8094
MRPL36	-1.15183333333333
C20orf106	-1.15175
FBXO6	1.13
MKS1	0.3965
CX3CR1	-2.252
PDE1B	0.7125
PLP1	-3.4295
KISS1	0.2455
C14orf2	0.474
TBC1D3P2	-0.26225
COMMD6	1.8149
ANKRD7	-0.1965
PTCHD1	-1.336625
NARS2	0.149
DOCK7	-0.53675
FAM127B	0.440375
LOC390243	-0.00166666666666665
N6AMT2	0.9755
ZNF391	0.668
DNAJB14	0.0273333333333333
WRB	-0.421875
BPI	-0.295166666666667
TTC4	-0.620166666666667
FAM10A5	-1.41575
GOT1L1	0.00230000000000001
MAGED1	1.678
RESP18	-0.1065
WFDC6	-0.78775
MT2A	-1.082
C11orf56	0.58
KIAA1432	0.832
ROR1	-1.610375
HSD17B14	0.273
ZFAND2B	-0.264875
SAMD4B	0.38575
HEXA	-0.0625
HNRNPU	0.462636363636364
USP39	-0.0285
NRD1	-0.54075
R3HDML	0.212
FLT4	0.0691666666666667
OMG	0.112333333333333
OR52N4	0.46
LOC399818	-0.49775
ELA2	-2.06825
VENTXP1	0.2115
RFC5	-1.5885
OR52L1	0.2145
PAX5	-0.0015
FBXO2	-0.735
GMEB1	-0.0535
AKT3	-0.743
CRB1	-1.48616666666667
CTTN	0.395833333333333
UTP15	-0.811833333333333
HSBP1	-0.16925
PHF11	2.3465
NDEL1	0.1895
USP8	-0.64625
BAIAP2	0.9255625
SI	0.261
ARSJ	-1.86033333333333
BAAT	-2.54475
KCNS3	0.109833333333333
LOC126147	-0.420833333333333
TMEM37	-0.71475
C1orf162	2.97366666666667
MBD1	-0.5066
ITGAL	1.9675
WDR73	-0.403
GKN2	0.2575
ARFGAP1	-0.490375
SLC5A8	-0.868166666666667
ZBTB40	-0.3761
CYP4B1	3.971
LYPLAL1	-0.0825
CHST3	-1.32875
MAP3K9	0.4015
BTAF1	-1.61116666666667
TFAP2E	0.144
RBM35B	1.906
LOC441251	0.0765
ANKRD25	-0.714388888888889
UQCRC2	-0.029
MAEA	0.121666666666667
HYAL1	-2.5064
RNPEPL1	0.0248333333333333
CPSF2	0.281375
PSD3	-2.5077
ABCA13	-0.3265
AGR2	2.162375
GBX1	-0.6275
HDLBP	0.744142857142857
ACY3	-0.4955
HECW1	-0.2545
ZNF519	-1.69075
HOPX	2.71775
ZNF304	1.84575
OR12D3	0.4715
FKSG43	0.06875
METTL1	0.681375
MFSD3	1.4762
PSPH	-0.88075
CLCA3	-0.636
DARS2	-0.37
CDC25A	-1.9965
BAIAP2L1	-0.64875
B3GNT5	-1.262875
USP29	0.154
ARHGEF10L	0.7119
ATOX1	0.197625
ADAM30	0.6065
DNASE1	0.83175
STT3A	1.16633333333333
RAB6IP1	-0.72
PTN	2.0104
C1orf106	-1.07138461538462
HECA	0.36275
RNF122	-0.07425
SLC22A18AS	-0.27
GNG8	0.560166666666667
ELP4	-0.16425
FAM65A	0.516166666666667
RPL10A	-0.314
IRS4	0.2295
MACF1	0.3352
SEC24D	-0.30325
LOC374395	1.10375
TGFB2	-0.5835
MDFIC	0.248625
CHRNE	0.6135
PCMTD2	-0.627333333333333
ATP6V0D1	0.235166666666667
MTA2	0.6645
LZTR1	-0.517833333333333
RAP1A	-0.0815
AXIN1	0.3555
POLR1C	0.26775
TRIO	-0.7665
PLXNA4A	-0.497
C5orf33	-0.61025
DEPDC1B	-3.762125
ZNF473	-0.0166666666666667
MTM1	0.04525
GPR107	-0.26
CSNK1A1L	-0.230333333333333
FLJ14154	0.8795
NLRC4	2.89925
ENPP4	0.204333333333333
PADI3	1.353
RNF170	0.335875
CG018	1.045
C16orf7	0.29125
KCNE1	0.51875
NRM	-0.338833333333333
SLC37A3	-0.113285714285714
TPD52L2	-0.947833333333333
UNC5B	0.1835
C12orf12	-0.315166666666667
SDHB	-1.559
CLRN1	0.443625
NUDT10	-1.41366666666667
UGT3A1	0.42975
FBXW8	1.237375
RHOF	-0.785
PTPLAD1	-0.287625
MYO3B	-0.00725000000000001
DERA	-1.0755
TPP2	0.068
C19orf53	0.753166666666667
GINS3	-2.12575
ST6GALNAC5	1.053
CHSY1	-0.97725
MGC15705	-0.52
GPR83	0.314166666666667
EXT2	0.250875
DOLK	0.433
TUBAL3	-1.909
ACVRL1	1.7381
ABL2	-0.229
C14orf156	0.113666666666667
PTPRZ1	-3.558
DIP2C	0.281625
LAMP1	1.517
RXRA	-0.2839
MAP3K5	-1.21775
ALKBH1	1.0905
PDLIM7	0.1175
ARL14	-1.2215
SNIP1	-0.428333333333333
TIMP3	1.41258333333333
RGS3	-0.485833333333333
SPAG16	0.688
ABHD4	1.21725
ARHGEF12	1.30308333333333
GLUD2	0.3205
RAC2	-1.2479
UAP1L1	-1.2455
SLC18A3	0.019
YOD1	-1.0275
RALY	-0.06175
HMOX2	1.1375
DGKH	1.175
DBNDD2	-0.0296666666666667
YIPF4	-0.325875
THAP10	-0.81025
ZNF513	0.92525
HAGHL	1.09033333333333
ITGB4	0.0258333333333333
CCDC141	-1.181
YTHDF3	0.22075
C5orf28	-0.55825
RPL7L1	-0.252125
TMEM30B	1.76414285714286
ANKRD35	0.9655
DUOXA2	-0.1135
TBC1D5	0.375375
DFNB59	0.807
HRH4	0.60675
MYO6	1.5393
DNAJA4	1.005875
RBM24	-0.417
CEACAM20	-0.3285
RBM23	0.0520714285714286
NGFB	0.116
C1orf63	-1.476
KRTAP7-1	-0.168
PERLD1	2.6
NPB	0.6315
C17orf59	1.4145
HSPBAP1	-0.42725
SLC15A4	0.451625
PRTFDC1	-1.077
OSMR	-0.706785714285714
CYSLTR2	0.1955
C19orf25	0.1027
KIAA1797	0.1995
NLRP6	0.559
FAM105B	-0.408
SCRN2	0.712833333333333
LRRC58	-0.5306
RNF17	0.316875
NEIL3	-3.2565
FAM137A	-2.043
SKP2	-3.657
PARVA	0.460083333333333
PKLR	-1.5405
RNF34	-0.34225
A3GALT2	0.35775
C12orf50	0.0596666666666666
SUNC1	-1.14375
FAM102B	-0.5905
CCT2	-1.21125
LRRC37A2	-0.64
ARF4	0.442
SIKE	0.744375
C8orf48	-0.239833333333333
MBTPS1	-0.347428571428571
GPSN2	-0.911
NCF2	2.58475
SLC12A6	-0.2455
MRPL48	-0.55375
HMGN3	-0.316666666666667
LRRC62	-1.0135
PAX9	1.38625
FAM55A	0.043
C20orf42	-2.64366666666667
SCML2	-1.61683333333333
BCL9	1.3445
FAM40A	1.034
C9orf41	-1.13333333333333
ZNF774	1.1415
LETM1	-0.35375
PLXNB1	0.4365
NIPSNAP1	-0.485875
USP10	-0.58775
F9	0.21975
LIPE	1.72375
CNGB3	0.374
C12orf52	-0.13825
PI4K2A	-0.12125
MED8	0.157125
STAT4	1.4784
FGD4	-0.567833333333333
RNF145	-2.4835
WDR32	0.9659
CLDN2	0.615333333333333
TCEAL8	0.9525
ZMYND8	-0.4788
PDXK	-0.53503125
GATAD2A	0.01675
PTGES3	-0.6
CCM2	0.07175
TAP1	2.921625
ZNF670	-0.50275
ETS2	-0.539
C6orf166	-0.700666666666667
PRMT2	0.121428571428571
OR4B1	0.153
INTS8	-0.33
CCDC102A	-0.0715
CCDC83	-1.9995
ITGA1	-0.7275
EPHA5	-2.1169
FAM24B	-1.58666666666667
TSGA10	0.5845
HAL	-2.25366666666667
MYOT	0.23875
SPACA3	-0.0875
BCL2L2	-0.4925
CUGBP2	-0.639333333333333
CCNB3	0.81525
RNF113B	0.1505
MERTK	-1.05875
BAG1	0.49825
VPS36	0.70475
ORMDL3	1.201
C1orf190	2.16
ZNF625	0.42825
CORO2B	-1.481
ALOX15	1.415
CST1	3.308
NUPR1	2.9355
CCL7	1.771
SMCR5	-1.8485
DSC2	1.814
RBMS2	0.4615
GRIK4	0.3575
TRIM65	-0.4439
TMPRSS6	-0.227571428571429
TP53INP2	-0.2885
GLB1L	0.568666666666667
LOC388284	0.606666666666667
PUS1	0.315857142857143
BCL9L	0.445
OLFM1	-1.51141666666667
RET	-0.284
MASTL	-2.12416666666667
ALX3	0.515
IL1RL1	-0.0643333333333333
ZNF765	-0.655
C14orf138	-0.4945
SNX10	0.269
TAC4	0.402
C1orf64	4.08825
POGK	0.48425
MAPK9	-1.19725
ZNF366	2.053
C8orf79	-0.0923
CLDN7	2.76925
OR5AT1	0.515
TRIM37	-1.71125
LRRC25	1.9505
GRHL2	3.7963
TEKT3	3.11775
LASS5	-0.488833333333333
ABCC4	-2.60616666666667
DLG3	1.081625
VGLL1	2.714625
ZFP36L2	3.273
MFRP	0.0793333333333333
KIAA1799	-0.30075
FLJ44379	1.0325
PCNX	1.3115
ANXA9	2.9635
CYP4V2	-1.0407
PIK3C2A	-0.17625
SRR	0.1965
NOL3	-1.65425
IFITM2	2.9135
ARNTL2	-2.588
ZNF595	0.0225
NLRP13	0.046
ASPH	1.937125
CPA2	0.029
PVRIG	-0.751666666666667
LEPR	-1.19916666666667
C16orf42	1.02716666666667
SH3BGRL	-0.24925
FAM77D	1.442
FNDC7	-0.6095
C9orf6	-0.511833333333333
NOTCH2NL	1.53066666666667
PGBD1	-0.1095
SYNGR2	1.32483333333333
PITPNA	0.3853125
PRPF4B	-0.7073
SLC43A3	-2.15728571428571
NRBP1	0.267
SLC25A22	0.569
ILK	0.419625
SLC22A8	0.885833333333333
MRPS7	-0.422625
PITX2	-1.58175
FABP3	-1.194875
OR1L1	0.408
LOC728215	2.73175
BLID	-2.304
KIAA1217	2.864
TFPT	0.5485
AP4B1	-0.8205
VBP1	-1.919
OR1K1	0.501
MORC3	-0.03875
BHMT2	-0.858
C3orf10	1.036375
FZD7	1.00783333333333
WFDC10A	-0.18
PMS2CL	0.08625
CCDC32	0.128666666666667
FA2H	-1.49075
ALG13	-0.374
TTLL7	-0.4598
SPOCK3	0.41375
SLC13A2	0.996
AIM1	1.4015
GPRC6A	0.383
EGR2	3.36025
MED11	0.827
WWC1	0.6365
SH3GL3	-3.551
RIF1	-0.821928571428571
PRLH	0.3365
VLDLR	-2.0345
DBT	0.87525
C21orf63	0.42
CGGBP1	-0.00925000000000001
KRTAP12-2	0.3635
TADA3L	0.518375
ZBTB16	0.7365
PDGFB	0.977
RFX1	0.4535
UQCRB	0.1328
LOC133874	3.5235
HPS3	0.30275
LGALS3BP	1.5582
DKFZP564O0823	1.02771428571429
MRFAP1L1	0.262625
HOXA10	-1.31833333333333
NGB	0.0515
KIF21A	-0.257230769230769
IFLTD1	0.4685
LZTS1	-1.2395
ARHGEF3	0.59875
RHBDL3	-1.553
CSNK1G2	-0.318333333333333
ChGn	-1.71025
KIAA1244	1.38933333333333
GABRB2	0.2475
MGC72080	-0.2085
CD27	3.251
EGLN1	-1.2252
PEX13	0.674
RWDD3	-0.012
RNF12	-0.64
GRIN2B	-0.1565
ADAMTS14	-0.106125
DYDC2	0.7455
ATP6AP1	0.2647
NR1H2	0.3595
PDK2	0.809
C3orf17	0.164
SLC38A2	-0.951857142857143
SLC25A29	0.6335
C15orf29	-0.207
ADAM9	-0.728833333333333
TMUB2	0.462125
GPR176	-0.51375
AGK	0.141375
MCCD1	1.06125
NDUFA4	-0.4525
TMEM146	0.57575
DUSP1	0.257875
UNQ6975	-0.0735
EMX2OS	3.5525
INSM2	0.091
LUZP4	-0.33925
SETD6	-0.6355
P2RY2	3.2075
SLC45A2	-1.3955
RABGAP1	0.528
UBXD5	0.138375
GPRC5A	-1.6792
PAK3	-0.210666666666667
LOC63920	-0.572
TGFBR1	1.6835
KRTAP6-3	0.2325
SFMBT2	-0.526
CDC42	-0.084
C11orf35	1.5945
TTLL2	-0.373
UACA	-0.06075
CD97	-1.6804
SETD5	0.05175
NINJ2	-0.556
PTER	-0.912833333333333
POMGNT1	0.107
KRTAP4-2	-0.093
ECGF1	2.5495
HRB	-0.216818181818182
ATP1B2	-0.0938
LOC400506	0.6095
COL4A3BP	0.054
C6orf97	0.4045
GRHPR	0.432125
TAS2R1	0.653
SEMA7A	-1.62625
EDF1	-0.12
ODF2L	1.0526
PCID2	-0.123333333333333
GTF2H4	0.563833333333333
ZCCHC3	-0.274
CGB2	0.3565
NEUROD1	0.072
C20orf75	-0.662
RP5-1054A22.3	1.1885
IFNA5	0.252
ZNF134	0.347833333333333
MGC119295	-0.6846
ZSWIM6	-0.26375
SMEK1	0.935
PCGF2	0.96625
C1orf102	2.52925
CYP2A13	1.007
KCNH6	-0.8581
MDM1	0.3151
ALDH7A1	-0.112666666666667
C9orf75	0.866
VDAC3	-0.457875
OR51T1	0.25
EIF3F	-0.722166666666667
KCNJ10	-0.558
LENG8	0.06925
EDEM2	0.403583333333333
CCNJL	0.795333333333333
DHX37	-0.0865
CRYGN	0.5955
AATF	-0.3225
ZNF630	2.277625
E2F5	0.072
WFDC13	-0.645
FTSJ3	0.0995
C4orf33	1.49625
LHFPL4	-2.43175
C19orf56	0.3875
SMAD4	-0.153625
AFM	-0.431166666666667
G0S2	-1.7
FCHSD2	0.1342
RRP1B	-0.9216
EEF1B2	-0.827333333333333
STAT6	1.30016666666667
ZNF195	0.1055
GNL1	-0.0548333333333333
ZNRF2	1.235
PER3	-0.813625
ASB16	0.10375
C10orf10	0.855071428571429
ADCY8	-2.914
C9orf58	-2.37
ARMC10	-0.0913333333333333
PSG1	-0.554
DHX34	-0.09825
VARS2	0.769375
NFIC	0.12175
ITPR2	-0.364
AGXT2	-0.049
OR6K3	0.0395
H2AFZ	-2.00991666666667
MLLT3	0.927166666666667
COX4I2	1.55
CCNT2	-0.25475
PLK4	-2.2915
NUMBL	-0.422666666666667
MED16	0.15725
PLEKHQ1	0.581
GOSR1	0.586444444444444
BTG4	-0.28675
RPL30	0.295666666666667
IGSF5	0.14625
IGFL2	3.423
ELMOD2	1.19183333333333
SHC3	-2.02383333333333
HAVCR1	-0.1265
DYNC2H1	0.0875
RNF5	-0.229333333333333
C2orf7	-0.3645
NLF1	1.0745
KLHL25	-0.16025
LRP10	1.061
KRI1	0.24275
PUS7L	-0.016
MGMT	1.647
HOXD1	-0.3005
CSH1	0.2088
ATG16L2	-1.31575
FLJ44635	0.72
CHODL	2.4995
EXOSC8	-1.3735
SLC28A1	0.1985
MYO7B	-0.355
SEH1L	-0.5549
MTNR1A	0.1815
TSPAN5	-0.0143333333333333
CDC45L	-4.07166666666667
AMIGO1	-0.3235
ATAD3A	-1.53625
OSGIN2	0.226666666666667
PDIK1L	-0.339833333333333
DARC	2.719875
PIPSL	0.9685
SHMT1	-0.74675
CRISP3	3.813
POPDC2	2.20633333333333
ZRANB2	-0.731333333333333
FBXL8	0.41675
TRIP13	-3.38781818181818
EIF5AL1	-0.263
POU5F1P3	-4.46133333333333
IL6	-1.27066666666667
CXorf38	-0.140833333333333
IFNA16	0.3435
FBXL2	2.18816666666667
BRD1	-0.0135
STATH	0.6105
FBXO44	-0.295
MCCC2	0.58375
CDC2	-2.8778
C5orf23	0.18325
IVD	0.656
C10orf122	-0.71375
MSL3L1	0.4915
MVP	1.1075
EPOR	-0.2071
ZMYM1	-0.693
BCL7C	1.56766666666667
PSTPIP2	1.7218
LYPD1	-0.663
OR8G5	0.253
ZP3	0.531833333333333
BCAS4	-0.11725
EDG6	2.428
ISY1	0.0275
PRAMEF2	-0.9385
CUL1	-0.250125
RNF213	1.1236
CCRK	0.69475
DHX9	-0.343375
C13orf29	-0.48625
NCKAP1	0.17
MRPL43	0.472785714285714
XPR1	-0.1775
PKN2	0.6691
PODNL1	0.9995
ZNF333	0.203
DALRD3	1.524
OPN1SW	0.569
BTBD6	0.807
C11orf82	-1.8965
OR5P3	-0.0245
DUSP11	0.173
L1CAM	-1.0706
NEK11	3.00216666666667
OR7E91P	1.222
CNTN3	4.3145
CREB3L2	1.278
ZBTB37	1.444
KIAA1324L	0.438
NDUFB10	0.9025
NUDT2	0.24825
GTPBP8	-1.05175
CACNA1D	3.180125
PRKAA2	-2.49133333333333
PRDM8	0.142
MGC16075	-0.743666666666667
KRT14	0.882785714285714
PP8961	0.847
MRPL18	-0.74275
ABCG2	-2.265
PACRG	0.8855
BBS2	-0.1885
KREMEN2	1.424
FBXO21	0.4345
HNRPUL1	0.447166666666667
GRB10	-0.47375
CLSTN1	0.517375
LMAN2	-0.5037
C17orf61	0.76375
NIPSNAP3A	0.4675
INSIG2	-0.834833333333333
PCDHB7	1.445
STXBP2	-0.197875
CMAH	0.354833333333333
SEMA5B	-0.7185
ZNF155	0.3555
COQ6	1.32866666666667
PRPF4	-0.4435
TSPAN15	2.9446
VN1R5	-0.00600000000000002
LATS2	0.6475
SELK	0.48975
PGK2	-0.185
MS4A1	0.51475
TYW3	-0.1782
KRTAP5-1	1.08825
RCCD1	-1.49566666666667
BTN1A1	-0.1175
DDX28	0.9455
TMEM65	-0.577
LOC92345	-0.28125
TTC31	0.11775
WDR46	0.343833333333333
CHP2	-1.24283333333333
LSP1	0.635375
ZNF542	1.04675
EXOSC1	-0.113
ARHGAP18	-0.9465
LRRTM4	-0.68825
MAOB	0.0280833333333333
CACNB4	-0.91725
MGC33846	1.040625
RANBP3L	3.045375
ATP5L	0.088875
ONECUT1	-3.0265
NUDT9	0.67525
TMEM149	0.643
STX17	1.0705
IGSF10	-3.07375
TMPRSS9	0.227
BMPR2	1.07841666666667
ALLC	-0.099
KLF7	0.91425
GCC1	0.986
TIMM9	0.282
CDO1	-0.482833333333333
MGC10701	0.537333333333333
IFI6	3.60733333333333
FRMD8	0.25475
MGAT2	-0.06925
WBP5	0.5135
CNIH2	0.25775
KIAA0907	-1.1204
KCNH8	-0.162
CTSG	-0.35325
GRIK1	-0.101333333333333
CUL5	0.76375
FRMD1	0.438
OR9A4	1.2935
SYT6	-1.36025
FOXD4L2	3.37875
ANAPC2	-0.314333333333333
OPN5	-0.112
TAF13	0.24225
LYG2	-0.63625
GGNBP1	0.0485
C11orf40	0.607
OTX2	-0.9285
REG4	1.11116666666667
EIF5	-1.2334375
PALB2	0.741
SEPSECS	0.0692
RNASE3	-0.0465
TRIM49	-1.1955
POLR2K	0.5652
GPR42	0.429
C8B	-1.898
SASS6	-0.19725
PREB	-0.8325
OR3A3	0.4135
TUBA8	0.232875
IGLV2-14	-2.186
STIL	-2.5235
ANKFN1	-0.513
NME7	-0.133
HOXC12	0.8245
UBE2C	-2.032625
FHOD1	-0.971125
CDK2AP1	0.886166666666667
OR6K2	-0.05775
DHPS	-0.215
RPL5	-0.6955
TRGV5	0.676
LOC541472	0.21025
HCCS	-0.7681
DENND1B	-0.8205
LHX3	-0.0725
OR5D16	0.48
CXorf57	-1.2855
IRF2BP1	1.70375
NDST2	0.7655
LCE3D	0.3415
BOLL	0.478875
SYT3	-0.427
PIH1D2	1.769
C20orf7	-0.343833333333333
IL1R2	0.205333333333333
SLAMF9	0.7545
PPME1	0.10875
PIK3CA	0.22775
TRAPPC1	1.133875
COLEC10	-0.73225
SLC9A6	-2.23966666666667
PDDC1	-0.430833333333333
CCDC53	1.11725
GK3P	-0.60425
DAZL	-0.8915
BRI3	-0.51125
SDK1	-1.086125
CYP2C18	-0.06225
IFI44L	4.846875
RPL3L	0.5425
FUT9	-0.537833333333333
KIFC2	0.423833333333333
PMP2	-0.784
SLC4A9	-0.3685
PLAG1	-0.452
MYCBP2	0.9485
OR4E2	0.262
CCDC65	2.23
C16orf82	-0.397875
ENTPD4	-1.202125
BRP44L	-0.225375
PMP22CD	-0.057
TMCO4	0.817666666666667
KCNN1	-0.540666666666667
WDR35	0.13125
CCDC80	1.65925
C3orf31	-0.7605
SLC7A9	-1.282
TMEM190	0.45575
DBC1	-0.676333333333333
FADS3	-1.75016666666667
PDZD8	0.366833333333333
GRM5	0.582375
AZGP1	3.6413
PEX3	-0.6085
MED1	-0.0675714285714286
ATG4C	-1.13583333333333
HNRPH3	-1.30125
FAM109B	1.4225
C4orf17	0.154
CA10	-0.60175
OPRD1	0.0455
CCL16	-1.38975
SACM1L	-0.57125
CST6	5.09025
CD63	0.8590625
LGI1	2.03625
ZNF784	0.9825
