Hybridization REF	TCGA-AR-A1AP-01A-11R-A12P-07
TTMA	-0.3905
ZNF414	0.2075
LOC441150	-0.02375
RAB15	1.06225
HBP1	1.17983333333333
TNNT2	-1.6915
CECR5	-1.1975
PHGDH	-1.937625
JRK	-0.1468
XPO4	-0.586
FAM131C	-0.0715
ARHGAP25	1.2738
CA9	-3.07366666666667
GPR62	0.029
TLX1	-0.464333333333333
GPS1	0.233
OR2M2	-0.236
BDP1	-0.404928571428571
FAM70B	-0.0445
RPS29	-0.0728333333333333
MKLN1	-0.5103
TSPAN19	-2.481
SLC29A3	1.291
LGALS4	-0.152833333333333
USH2A	0.243666666666667
NF1	0.0843333333333333
APOBEC3A	2.3375
IMPAD1	1.266
OLR1	2.81416666666667
NRAP	0.3115
HCFC1R1	0.881333333333333
TAOK2	0.246833333333333
MCM10	-2.15633333333333
MAP4K3	0.276916666666667
CBS	-1.04725
CLK3	-0.000699999999999998
PCDHGA5	1.0105
ELF4	-0.088625
FAM71A	0.227
C11orf49	0.58725
CLIP2	-0.06075
BTBD9	0.292
ZNF524	0.84425
KDELR1	0.105
ZNF509	0.9245
NCSTN	0.0915
ZNF533	0.613857142857143
PARP4	0.49325
GALNT9	-0.321333333333333
NPY	-2.387
BEGAIN	-1.482
TMEM77	0.98
FOXRED1	-1.51383333333333
SLC16A2	1.4045
SLC35B1	0.48275
GK5	0.0603333333333333
SDCCAG10	-0.286
C4orf20	0.43
SLC9A2	-0.68875
ADD1	0.352785714285714
TAL2	-1.50866666666667
ACLY	-1.035375
DNAJC1	0.6925
SOST	-2.314
USP43	1.179
CYP4F12	-0.692
FKBP5	-0.18625
CHCHD5	0.2082
NUDT22	0.253
CCDC85B	-0.21025
OR51G2	0.4555
STRN3	1.29078571428571
TMOD2	0.44775
FLI1	-0.0825
MAB21L2	-0.714666666666667
DGKQ	0.10525
VPRBP	0.0928333333333333
SCNN1B	-0.8374
ECHDC3	1.0283
TMEM106C	0.36875
CSNK2A2	-0.8665
RPL39	-0.9925
HERC3	-0.0934444444444444
ZBTB47	0.715333333333333
ZNF681	0.287
PAGE2	-2.4995
CLIC5	2.53428571428571
RABAC1	0.7755
ZFHX2	1.26625
YPEL1	-0.158833333333333
KIAA0776	0.76125
NR1D2	0.56475
DNAJC4	0.527125
NPNT	1.5723
ZNF677	-0.2795
ZNF536	-0.5065
MEF2B	-0.00325000000000001
PTPN4	-0.54025
CTCFL	-6.455
STX5	0.409333333333333
CD72	2.76075
VEGFA	-1.47436842105263
XRCC1	0.2897
MAS1L	0.272
ELL	0.2249
SETBP1	0.18125
CDH11	2.90733333333333
NDC80	-1.97553846153846
DMBX1	-2.30125
NRSN1	0.724333333333333
BAT2D1	0.001375
CDS2	1.65083333333333
C1orf212	0.0768333333333333
SENP3	0.0265
IL1F9	-0.091
EEF2K	0.521
COG8	0.44975
CEP72	-1.19575
OR1L8	-2.101
MUS81	-0.292916666666667
PHYH	0.562875
GGT6	1.23416666666667
C22orf23	-0.0625
C13orf33	3.485625
MAPK8IP2	1.79925
NELL2	0.349
POU3F2	-3.643
ALPK1	2.6855
MRPS18C	-0.16225
RPLP2	0.21725
FGF22	0.301
SPNS1	-0.254
ZFP1	-0.96775
IL1RAPL1	-1.40125
PCSK9	-3.46783333333333
NKX2-1	-0.820714285714286
C6orf189	1.33325
SP4	-0.391
SLC11A1	1.5355
C21orf25	-0.1055
ICAM2	-0.101625
SH3GL1	-0.340166666666667
GSK3B	-0.301166666666667
RALB	0.90925
PDXP	-1.82816666666667
GNGT1	2.70125
KIR2DL1	0.2715
TNFAIP3	-0.427333333333333
C6orf32	-0.00160000000000005
CBLN2	-2.02275
PANK3	0.85075
TAAR9	-0.001
WDR82	0.522928571428572
APOM	-4.232
TRIP10	0.252
SPATA16	0.909833333333333
C1orf135	-1.2245
USP51	-0.28125
TESK1	0.2965
C11orf64	0.117125
ZNF611	0.257
PDE6G	0.329166666666667
HLA-DQA1	4.19325
GCLC	-0.150625
SEC61A1	0.105571428571429
TWSG1	0.033
ZMYND10	3.267
CTDP1	0.135
ADAMTS6	-0.261166666666667
SLIT1	-2.096
KRT86	-0.5695
KIAA0574	-1.94125
GTPBP2	-0.7963
PQLC3	1.4655
PRRX2	-0.199833333333333
C15orf44	0.240666666666667
MKKS	-0.1315
C11orf10	-0.70675
GPR110	0.80625
CD109	1.86016666666667
ADCY1	0.098
RHBG	-3.35725
TP53I3	0.14875
SLC22A3	-0.9052
UCP2	2.60925
FOXG1	-2.51216666666667
OR2AG1	0.0445
TRIM24	-1.3605
PROC	-2.7485
TAAR6	-0.50225
AMTN	-0.2975
C10orf47	0.914166666666667
DEPDC1	-2.3065
FLJ45557	1.586
ZDHHC17	-0.0594375
KIAA1429	0.545333333333333
KCNH1	0.40175
VNN3	3.671
PSMAL	1.91475
PPARD	-0.46525
HFM1	-2.3155
YBX1	-1.609
ZNF695	-2.31775
SCTR	-0.329333333333333
DCDC1	0.352
VPS26B	0.1073
MTF2	-1.55683333333333
ATP6V1F	0.1885
CCDC94	0.31075
PERF15	0.67
CCL11	3.07775
LMO7	-0.7605
DCST1	-0.9105
ADRBK1	-0.112125
CDRT4	-0.059
ZNF84	-0.31475
HOXD8	0.331
STARD8	-0.269666666666667
FOXP2	-0.678571428571429
CCDC103	1.23975
POLR3A	-0.6023
GSC	0.899833333333333
ZNF114	-3.76533333333333
HTR7P	-0.024
LALBA	-0.361
RMND5A	0.487666666666667
PSCD2	1.44725
ZNF409	-0.1865
KRTAP1-3	-0.00866666666666668
MAF1	0.61475
LOC201725	-1.2785
NRN1	-2.07525
SPAG5	-2.81566666666667
DNAH7	2.36033333333333
FLJ43860	-0.151
BRCA2	-1.719
ACADM	-0.44525
CXXC6	-2.982625
RAGE	-1.863
CHMP2A	1.223
FAM8A1	0.0604
GPR21	-0.9395
SLC12A3	-2.99
FVT1	-0.075
ZDHHC7	-0.17975
FLJ44048	0.53425
SLC44A3	1.138
SDSL	0.873833333333333
MMP8	-0.8575
PLA2G12B	-4.08183333333333
ACY1	-0.59225
MT1E	1.9695
OR4K15	0.3475
TECTB	-0.5885
GPR20	-0.670625
IRAK2	-0.55825
RFPL3	-0.7665
MYO9A	0.54275
NARG1L	-0.27425
BLMH	-1.674875
CCDC3	2.18233333333333
C9orf21	-0.791833333333333
KIAA0513	0.842333333333333
MIER2	0.52425
PNMA2	-1.26866666666667
SH3BP2	0.7328
ANXA10	1.5125
RTN2	0.927333333333333
TFB1M	-1.711
PRPH2	2.8795
C14orf133	0.04425
GOLGB1	1.45433333333333
IRX4	-0.0885
NFKBIL1	-0.0745
C10orf62	-0.04425
APBB3	-0.076
RPS10	-0.6339
LOC728378	1.204
TLE3	1.16
PSMB7	-1.143875
MESDC1	0.455
SLC6A1	0.559166666666667
OCLN	2.37391666666667
PTTG3	-1.97166666666667
NAGLU	-1.0405
SERTAD4	2.09775
SPRY1	1.649
FLJ10781	-1.08525
MYSM1	-0.291
TRIM4	0.827428571428571
SH3YL1	1.353875
TREM2	3.79183333333333
SERPINI1	2.779
HDHD3	0.487875
TMEM38A	-0.317125
EID2B	-1.641
TDRD3	-0.130833333333333
SEDLP	0.802
THSD7A	1.39883333333333
NDST3	-3.22975
KLHL15	-0.778666666666667
DHRS12	1.5345
FBXO9	-0.359714285714286
TNPO1	-0.438833333333333
MRPL13	0.298
SNX5	-1.29883333333333
METTL6	0.0565
SOD1	0.532625
CHML	-0.520166666666667
PACS1	1.191875
SIRT5	-1.6121
CAPN2	1.12883333333333
FXYD5	-0.237666666666667
TWISTNB	-0.567375
LRFN1	-0.0356666666666667
UBE1L	2.081625
UBE1C	0.95075
OR51B2	-1.02025
OR4D11	-0.1495
C15orf2	0.121
NR4A1	-0.202166666666667
LOC339047	-1.901
TRIM17	0.03125
ATP5G3	-0.461428571428571
RPL15	-0.252666666666667
ADAMTS8	0.29075
HOXC4	-0.1215
C14orf37	1.311
CEACAM5	-1.7435
MYT1L	-0.9068
RASA2	-0.1905
OSBPL7	-0.3565
STAG1	-0.14
GIMAP4	4.728
FUT3	2.567
PIF1	-2.616125
LPIN2	-0.042
SH3PX3	0.9445
PDP2	-0.7775
PAPD1	-0.2335
ERP27	2.739
APOOL	-0.5518
DIABLO	0.4325
TRHR	-0.0375
ARMC9	0.29625
RNF152	3.39
SLITRK3	0.110666666666667
ZNF211	0.9504
PFDN1	-0.454375
RGS11	0.7345
HS6ST1	0.7769
AKR1D1	-1.781
TNP2	0.322
STK31	1.08216666666667
EML4	-1.1605
SGTA	-0.0796666666666667
HIST1H2BI	-2.56166666666667
PSMD6	-0.875666666666667
KIAA1257	1.91175
C18orf55	-1.006
FLJ20273	2.75075
RPL28	-0.435166666666667
EPYC	4.2785
NOX3	-0.16
ELAC1	-0.6105
METT11D1	-0.585
BIN2	0.400333333333333
NACA2	0.67875
CCDC17	-1.10075
HM13	-0.1108
UBOX5	0.153375
UBE2O	-0.548875
UBL5	0.4875
APOLD1	0.31375
C9orf31	0.4205
TNFSF8	-0.0635
ARHGAP29	2.171375
PROKR2	0.089
PDE5A	-1.5
C6orf12	-0.8145
TOM1L1	0.14
WHDC1	0.017375
FOXI1	1.8595
RAB4A	0.8228
TMEM39B	-1.04375
ATPBD1C	-0.99225
FARSA	-0.895833333333333
PLEKHG5	0.76975
CMAS	0.1165
OR7E24	0.595
SLC30A1	-0.533
CDC42EP5	-0.026
PLAC1	-0.41225
KLHL18	-0.0320833333333333
LBA1	1.1807
TAZ	-0.65975
CRIP2	1.53575
BTBD11	-1.18083333333333
C16orf72	0.229
DIO2	-0.0147
LRRCC1	0.833166666666667
CCDC136	-2.556
PRX	0.0678571428571429
RBM5	-0.0564
TMEM85	0.372375
TUBGCP4	-1.131
APLN	0.831125
CDK7	0.3815
SSR2	0.437666666666667
CRELD1	-0.20325
C19orf46	2.50175
GAL3ST4	0.624
KBTBD10	0.78225
IL28A	0.624
WDR27	-0.391
MCM2	-1.367
SOX14	-1.4425
FLJ39743	0.4045
KIAA0922	-0.208
HIPK4	-0.066
FLJ25758	0.6975
C16orf57	-0.81425
PDZD2	-0.068125
MCC	2.342375
HHLA3	-0.7018
ID2	0.74675
C20orf23	1.369
ZNF688	0.41625
APOC2	-1.795
LOC440093	0.726
FAM50B	-0.139333333333333
PWP1	-0.8685
DNAH10	-0.035
HIST1H2BA	0.46775
GPR56	1.38266666666667
METAP2	-0.886125
PAN3	0.990833333333333
STXBP4	-0.679375
PDHX	0.7635
MTA1	-0.472666666666667
ZBED4	-0.579625
ZNF720	0.074
CDK2	-1.063625
RHOJ	0.22425
CDC37	0.271833333333333
ZER1	0.200875
GRK4	0.205
PRPH	-0.61175
POLR2A	0.9765
OGFOD1	-1.3225
NOL5A	-0.68525
PHEX	1.9385
FLJ16478	-0.38625
C20orf117	-0.34075
CAMTA2	0.1775
C11orf74	-0.0436666666666667
DDX17	-0.500416666666667
C5orf27	0.548875
PLEKHA2	-1.5806
PDE4DIP	0.105
SCN7A	1.2775
ZNF559	-1.5475
CXCL10	4.05975
ZMYM4	0.201833333333333
STK32B	-0.182866666666667
KIAA0888	-1.3912
TACR3	0.921
CKAP2L	-2.5335
KIF1A	-1.28283333333333
RSPRY1	0.61
VCAN	1.36
CYP27C1	-0.5545
SYDE1	-1.57683333333333
MED12L	-0.955666666666667
ZDHHC21	0.7695
NHS	1.318
TM9SF3	1.16933333333333
DDHD1	-0.977125
MAFG	-0.291333333333333
BICD2	-0.4912
C14orf119	-0.0161666666666667
C14orf43	0.0142857142857143
CDH7	-1.935
ALKBH5	0.170285714285714
JUP	0.72075
TMEM41A	0.1225
MAMDC4	-1.91583333333333
CBX3	0.094625
LRRC18	-0.16
RBMXL2	-0.818
PLA2G4D	0.415666666666667
FGF13	1.404625
KIF3A	0.552666666666667
PDIA6	-0.126
DCXR	0.41325
CASKIN2	0.576583333333333
EHD1	0.0503333333333333
MARCKSL1	0.690166666666667
ZNF496	0.0673333333333333
SCAF1	0.512666666666667
KCTD8	-1.69275
TRAF3IP3	0.808214285714286
LSR	1.57175
CXorf1	-0.215166666666667
C14orf112	-0.214833333333333
EIF2B1	0.1285
OMP	-0.01
GSTZ1	-0.99725
LOC92017	0.40675
ISLR2	0.7805
C12orf36	0.4765
GATA2	-1.47133333333333
GABRA5	-2.487
CELSR2	-0.0494285714285714
STAM2	1.218
TNAP	-0.348
PTPMT1	-0.856
GRP	6.305
SV2A	-1.53133333333333
MAGEA12	-2.59275
CACNG1	-0.6365
C18orf19	-1.2635
GSG1	-0.582833333333333
PTPRJ	-0.0537857142857143
FRMPD1	0.6165
ZNF668	0.57425
PLEKHJ1	-0.18325
ADAT1	-0.73
TMEM50A	0.83
UCN3	0.565
HOOK1	1.5455
IL17B	1.1725
MLKL	-1.02466666666667
TTC14	-0.460666666666667
KLHL5	0.47175
CRYL1	0.358
FOXH1	-0.2015
NFYB	-0.022625
PPM1G	-0.5625
GOLGA2LY1	-1.262
NMT1	-0.738375
HADHA	-0.4334
CHSY-2	2.081
PLEKHF1	-0.0445
SAGE1	-1.98
MUSTN1	0.28925
SUHW4	1.091
TFEB	0.851833333333333
ZFYVE27	0.30375
ATG12	-0.7355
BMI1	1.3185
ZIM3	-0.696
MYH4	-0.0145
MASP1	-1.66466666666667
KIAA0984	2.17225
RPAP2	-0.59325
ASB5	-0.13925
BOLA3	-1.123
MIA3	0.874166666666667
KRT35	-0.221
KIR3DL3	-1.0875
MRPL51	0.042
SEMA3F	1.88
NDUFB2	-0.0371666666666667
LOC253012	0.058
FAM46C	-0.8177
G6PC	-2.89557142857143
CSAG3A	-4.64733333333333
PREX1	1.9125
SLC25A45	0.154125
MAPKBP1	0.179
CPE	0.4211
GNB1	0.168625
CXCR6	2.765
TRIM46	-0.2425
C16orf3	-0.0246666666666666
HPSE	1.343125
TIGD3	0.3975
SPG3A	1.9695
LCAT	-1.67833333333333
ST6GAL1	-0.157111111111111
POMC	0.50175
FLJ36031	-0.078
NSMAF	0.0538333333333333
SKIL	1.402
ADSS	0.775
HMGCS1	-0.9714
POLR3F	0.551333333333333
RAB10	0.575125
ZNF277P	-0.44025
ZBTB7B	0.727375
DHRS1	0.835875
ABCC13	4.074625
CNOT3	0.10475
NFKBIA	1.4305
GAK	0.409666666666667
SFT2D2	1.57833333333333
HOXA6	-0.288
CRTC1	-0.437875
LY6D	-0.416833333333333
C20orf72	-0.719333333333333
CPT1A	0.6925
LMO1	-1.685
EIF3I	-0.55075
PRB4	0.394333333333333
MCM3APAS	-2.262625
C20orf132	-0.9963
FOXF2	-2.897
S100A12	0.81225
MLH1	0.019
ACTN1	0.6393
MRPL36	-0.680333333333333
C20orf106	0.43875
FBXO6	1.38233333333333
MKS1	0.233666666666667
CX3CR1	-1.302375
PDE1B	0.946
PLP1	-3.4885
KISS1	0.207833333333333
C14orf2	-1.13683333333333
TBC1D3P2	-0.90475
COMMD6	0.5649
ANKRD7	-2.05375
PTCHD1	-1.45542857142857
NARS2	0.251
DOCK7	-0.929
FAM127B	-0.492375
LOC390243	-0.173166666666667
N6AMT2	1.1415
ZNF391	-0.781
DNAJB14	0.170166666666667
WRB	0.197875
BPI	-0.511166666666667
TTC4	-0.256666666666667
FAM10A5	-0.27175
GOT1L1	0.478444444444444
MAGED1	0.317125
RESP18	-0.15525
WFDC6	1.238
MT2A	0.0845
C11orf56	0.124
KIAA1432	-0.077
ROR1	-1.768875
HSD17B14	1.48066666666667
ZFAND2B	0.674875
SAMD4B	0.50425
HEXA	0.183
HNRNPU	0.0191818181818182
USP39	-0.06175
NRD1	-0.10775
R3HDML	0.0125
FLT4	0.343666666666667
OMG	-0.05975
OR52N4	0.4095
LOC399818	0.64975
ELA2	-1.83425
VENTXP1	0.028
RFC5	-1.399
OR52L1	0.607
PAX5	-0.018
FBXO2	1.85625
GMEB1	0.012
AKT3	-1.3905
CRB1	-1.3504
CTTN	2.62
UTP15	-0.449333333333333
HSBP1	-0.07625
PHF11	1.96625
NDEL1	0.722666666666667
USP8	-0.08175
BAIAP2	0.3746875
SI	0.4952
ARSJ	1.998
BAAT	-2.20725
KCNS3	4.0645
LOC126147	-0.109
TMEM37	0.426
C1orf162	3.42583333333333
MBD1	-0.2222
ITGAL	0.535166666666667
WDR73	0.305
GKN2	0.122333333333333
ARFGAP1	-0.541375
SLC5A8	-0.631666666666667
ZBTB40	-0.1981
CYP4B1	0.0631666666666667
LYPLAL1	0.128
CHST3	-0.6075
MAP3K9	0.025
BTAF1	-0.144
TFAP2E	0.047
RBM35B	0.5315
LOC441251	-0.6015
ANKRD25	-0.559277777777778
UQCRC2	-0.25
MAEA	0.330916666666667
HYAL1	-2.4857
RNPEPL1	0.460166666666667
CPSF2	-0.54775
PSD3	-1
ABCA13	-0.37125
AGR2	4.2745
GBX1	-1.079
HDLBP	0.225285714285714
ACY3	-0.383
HECW1	-0.40075
ZNF519	-2.341
HOPX	3.26225
ZNF304	1.1835
OR12D3	0.675
FKSG43	0.3715
METTL1	-0.3305
MFSD3	0.7926
PSPH	-0.7525
CLCA3	-0.295
DARS2	-1.08466666666667
CDC25A	-1.9525
BAIAP2L1	1.03575
B3GNT5	-0.637375
USP29	-0.1955
ARHGEF10L	0.4662
ATOX1	0.267625
ADAM30	-0.1935
DNASE1	-0.05425
STT3A	-0.247916666666667
RAB6IP1	0.64975
PTN	2.453
C1orf106	-0.897846153846154
HECA	2.0025
RNF122	0.15225
SLC22A18AS	2.0515
GNG8	0.2835
ELP4	-0.69025
FAM65A	0.199833333333333
RPL10A	-0.163166666666667
IRS4	0.3925
MACF1	-0.0433
SEC24D	0.468
LOC374395	1.17625
TGFB2	0.572375
MDFIC	0.441
CHRNE	0.661333333333333
PCMTD2	0.4035
ATP6V0D1	0.330666666666667
MTA2	0.82325
LZTR1	-0.738166666666667
RAP1A	0.514333333333333
AXIN1	0.219625
POLR1C	-0.53525
TRIO	-0.290083333333333
PLXNA4A	-0.46125
C5orf33	-0.334
DEPDC1B	-2.241125
ZNF473	0.0618333333333333
MTM1	1.34775
GPR107	-0.163833333333333
CSNK1A1L	0.290166666666667
FLJ14154	0.36675
NLRC4	4.51
ENPP4	1.47316666666667
PADI3	3.8845
RNF170	0.313625
CG018	2.607
C16orf7	-0.0005
KCNE1	0.78675
NRM	-1.53133333333333
SLC37A3	0.502214285714286
TPD52L2	0.348833333333333
UNC5B	2.00775
C12orf12	0.689666666666667
SDHB	-0.15875
CLRN1	0.369875
NUDT10	-1.6385
UGT3A1	-0.185
FBXW8	0.123125
RHOF	-0.633625
PTPLAD1	-0.163
MYO3B	-0.34775
DERA	-1.06525
TPP2	-0.079
C19orf53	-0.479666666666667
GINS3	-1.598125
ST6GALNAC5	0.617
CHSY1	0.002
MGC15705	-0.432
GPR83	-0.713333333333333
EXT2	-0.299125
DOLK	0.0805
TUBAL3	3.00125
ACVRL1	2.0452
ABL2	-0.367166666666667
C14orf156	-1.05433333333333
PTPRZ1	-2.7285
DIP2C	-0.08525
LAMP1	1.24125
RXRA	-0.6234
MAP3K5	2.19525
ALKBH1	-0.181333333333333
PDLIM7	-0.12875
ARL14	-0.4565
SNIP1	-0.0136666666666667
TIMP3	2.66141666666667
RGS3	-0.215666666666667
SPAG16	-0.9393
ABHD4	0.6365
ARHGEF12	0.647272727272727
GLUD2	0.222
RAC2	-0.8005
UAP1L1	-0.035
SLC18A3	-0.87
YOD1	-2.72
RALY	0.2025
HMOX2	0.742375
DGKH	0.08325
DBNDD2	2.394
YIPF4	0.608875
THAP10	-0.41675
ZNF513	1.34375
HAGHL	0.786333333333333
ITGB4	1.85316666666667
CCDC141	-1.38
YTHDF3	1.215
C5orf28	0.3435
RPL7L1	-0.776125
TMEM30B	1.69778571428571
ANKRD35	1.821
DUOXA2	-0.11775
TBC1D5	-0.39975
DFNB59	0.0875
HRH4	0.49575
MYO6	3.4386
DNAJA4	2.75475
RBM24	-1.360125
CEACAM20	0.2055
RBM23	0.711428571428572
NGFB	-0.4185
C1orf63	-0.6547
KRTAP7-1	-0.379
PERLD1	0.67225
NPB	-0.1075
C17orf59	1.3483
HSPBAP1	0.22175
SLC15A4	0.093125
PRTFDC1	-0.84575
OSMR	-0.0261428571428571
CYSLTR2	0.031
C19orf25	0.0738
KIAA1797	-0.196
NLRP6	-0.062
FAM105B	0.6531
SCRN2	-0.455666666666667
LRRC58	-0.4032
RNF17	0.485625
NEIL3	-1.979
FAM137A	-2.08325
SKP2	-3.1985
PARVA	1.00183333333333
PKLR	-2.0655
RNF34	0.778
A3GALT2	0.14475
C12orf50	-0.8158
SUNC1	-1.12875
FAM102B	-0.603666666666667
CCT2	-1.18175
LRRC37A2	-0.481
ARF4	1.303
SIKE	-0.558875
C8orf48	2.10283333333333
MBTPS1	-0.426142857142857
GPSN2	-0.837
NCF2	3.9345
SLC12A6	0.580333333333333
MRPL48	0.609
HMGN3	0.674666666666667
LRRC62	-1.21375
PAX9	0.710625
FAM55A	0.4505
C20orf42	-3.18966666666667
SCML2	-2.2896
BCL9	-0.05725
FAM40A	-0.3595
C9orf41	-1.5225
ZNF774	0.415
LETM1	-1.23575
PLXNB1	1.10733333333333
NIPSNAP1	-0.5865
USP10	-1.04825
F9	-0.011
LIPE	1.7705
CNGB3	0.316
C12orf52	-0.085
PI4K2A	0.39175
MED8	0.397125
STAT4	0.9375
FGD4	-0.0318333333333333
RNF145	-2.635
WDR32	0.00919999999999999
CLDN2	0.364833333333333
TCEAL8	1.3325
ZMYND8	0.9758
PDXK	-0.3205625
GATAD2A	-0.163
PTGES3	-0.244
CCM2	-0.26125
TAP1	1.7175
ZNF670	0.39325
ETS2	-0.313714285714286
C6orf166	0.354833333333333
PRMT2	0.561857142857143
OR4B1	0.2475
INTS8	-0.1345
CCDC102A	-0.404
CCDC83	-0.0883333333333333
ITGA1	-0.5739
EPHA5	-3.25677777777778
FAM24B	0.239333333333333
TSGA10	2.22825
HAL	-2.84016666666667
MYOT	-0.23075
SPACA3	0.0495
BCL2L2	-0.00366666666666674
CUGBP2	-0.241333333333333
CCNB3	1.5755
RNF113B	0.48275
MERTK	0.52625
BAG1	0.25
VPS36	-0.779
ORMDL3	0.343
C1orf190	-0.38975
ZNF625	-0.17925
CORO2B	-1.4095
ALOX15	1.13
CST1	2.473
NUPR1	2.56416666666667
CCL7	2.906
SMCR5	-2.726
DSC2	1.4365
RBMS2	0.644
GRIK4	0.6825
TRIM65	-0.2915
TMPRSS6	1.1025
TP53INP2	0.64175
GLB1L	1.18983333333333
LOC388284	-0.0486666666666667
PUS1	-0.512642857142857
BCL9L	0.0115
OLFM1	-0.259
RET	-0.5275
MASTL	-1.29083333333333
ALX3	0.28075
IL1RL1	1.12616666666667
ZNF765	-0.5052
C14orf138	0.07625
SNX10	-0.284333333333333
TAC4	0.062
C1orf64	-1.096125
POGK	0.606625
MAPK9	0.51625
ZNF366	3.266
C8orf79	1.1391
CLDN7	3.091625
OR5AT1	0.079
TRIM37	-1.324
LRRC25	2.61725
GRHL2	3.1085
TEKT3	1.97025
LASS5	0.7895
ABCC4	0.24625
DLG3	1.565375
VGLL1	0.921625
ZFP36L2	0.965833333333333
MFRP	-0.409166666666667
KIAA1799	0.6735
FLJ44379	4.2535
PCNX	-0.41225
ANXA9	2.637
CYP4V2	1.4313
PIK3C2A	-0.09325
SRR	0.8535
NOL3	-0.55475
IFITM2	1.42
ARNTL2	-2.3125
ZNF595	0.5955
NLRP13	-0.4575
ASPH	0.46425
CPA2	-0.08
PVRIG	-1.641
LEPR	-0.0628333333333333
C16orf42	0.323
SH3BGRL	3.114
FAM77D	-0.941666666666667
FNDC7	0.315
C9orf6	0.176666666666667
NOTCH2NL	1.53766666666667
PGBD1	-1.35683333333333
SYNGR2	1.18083333333333
PITPNA	0.324375
PRPF4B	-0.7517
SLC43A3	-1.05935714285714
NRBP1	0.03075
SLC25A22	0.52275
ILK	0.56675
SLC22A8	0.595833333333333
MRPS7	0.31475
PITX2	-2.502
FABP3	1.713625
OR1L1	-0.3275
LOC728215	2.4445
BLID	-1.809
KIAA1217	2.48864705882353
TFPT	0.401
AP4B1	-0.8505
VBP1	-0.458
OR1K1	0.251
MORC3	0.67775
BHMT2	0.262833333333333
C3orf10	0.996
FZD7	0.5215
WFDC10A	-0.1735
PMS2CL	-0.38325
CCDC32	1.01733333333333
FA2H	-2.4035
ALG13	0.252
TTLL7	-0.774333333333333
SPOCK3	0.04575
SLC13A2	0.5795
AIM1	2.25375
GPRC6A	0.6645
EGR2	3.976
MED11	0.479
WWC1	1.0955
SH3GL3	-1.83575
RIF1	-0.292785714285714
PRLH	-0.2425
VLDLR	-2.263
DBT	0.10175
C21orf63	1.326
CGGBP1	-0.29725
KRTAP12-2	1.773
TADA3L	-0.317
ZBTB16	1.86275
PDGFB	0.93325
RFX1	0.019125
UQCRB	0.4515
LOC133874	-0.29
HPS3	1.00025
LGALS3BP	1.4852
DKFZP564O0823	1.72285714285714
MRFAP1L1	0.983875
HOXA10	-0.989166666666667
NGB	0.276
KIF21A	-0.352846153846154
IFLTD1	-0.6695
LZTS1	-0.5785
ARHGEF3	1.1735
RHBDL3	-1.751
CSNK1G2	-0.0566666666666667
ChGn	-0.80775
KIAA1244	3.08816666666667
GABRB2	0.382
MGC72080	0.138
CD27	3.19075
EGLN1	-1.3084
PEX13	1.10825
RWDD3	-0.07275
RNF12	-0.2785
GRIN2B	0.203
ADAMTS14	-0.437125
DYDC2	3.70433333333333
ATP6AP1	1.0449
NR1H2	0.424833333333333
PDK2	0.69475
C3orf17	0.0815
SLC38A2	-0.0345
SLC25A29	-0.409166666666667
C15orf29	1.025
ADAM9	-0.629833333333333
TMUB2	0.11725
GPR176	-0.15
AGK	-0.130375
MCCD1	0.21125
NDUFA4	-0.505
TMEM146	2.33825
DUSP1	1.415875
UNQ6975	1.023
EMX2OS	4.031
INSM2	-0.122
LUZP4	-0.33575
SETD6	-1.144
P2RY2	3.21475
SLC45A2	-1.4715
RABGAP1	-0.132666666666667
UBXD5	0.968625
GPRC5A	1.2632
PAK3	1.1245
LOC63920	-1.5645
TGFBR1	-0.0485
KRTAP6-3	0.3245
SFMBT2	-0.61075
CDC42	0.413625
C11orf35	0.4275
TTLL2	0.99375
UACA	0.45075
CD97	-1.213
SETD5	-0.156875
NINJ2	-0.38275
PTER	0.5485
POMGNT1	-0.27625
KRTAP4-2	0.132
ECGF1	2.751
HRB	-0.00118181818181818
ATP1B2	-0.4275
LOC400506	-0.6795
COL4A3BP	0.05325
C6orf97	1.67775
GRHPR	-0.047125
TAS2R1	0.8015
SEMA7A	-0.12175
EDF1	0.2045
ODF2L	1.1238
PCID2	-0.6465
GTF2H4	-0.844
ZCCHC3	-0.57375
CGB2	-0.287333333333333
NEUROD1	-1.02
C20orf75	-0.7635
RP5-1054A22.3	1.3245
IFNA5	0.3905
ZNF134	0.488333333333333
MGC119295	-1.131
ZSWIM6	-0.374
SMEK1	-0.438666666666667
PCGF2	0.182625
C1orf102	2.308
CYP2A13	0.7285
KCNH6	-0.0639
MDM1	0.6038
ALDH7A1	0.531666666666667
C9orf75	0.4155
VDAC3	-0.145625
OR51T1	0.087
EIF3F	-0.429416666666667
KCNJ10	-0.34775
LENG8	0.00325
EDEM2	0.316333333333333
CCNJL	0.242333333333333
DHX37	-0.9715
CRYGN	0.165
AATF	-0.72175
ZNF630	0.861875
E2F5	0.7335
WFDC13	-1.521
FTSJ3	-0.998
C4orf33	1.148
LHFPL4	-3.09225
C19orf56	-0.58825
SMAD4	-0.474875
AFM	-0.717666666666667
G0S2	0.72125
FCHSD2	1.3832
RRP1B	-1.5561
EEF1B2	-0.935
STAT6	-0.336166666666667
ZNF195	-0.32225
GNL1	-0.635666666666667
ZNRF2	2.041
PER3	0.635375
ASB16	1.00675
C10orf10	1.498
