Hybridization REF	TCGA-BH-A1EV-01A-11R-A137-07
SAGE1	-3.303
MUSTN1	0.47225
SUHW4	0.5155
TFEB	1.39833333333333
ZFYVE27	-1.062
ATG12	-0.776
BMI1	-0.0861428571428571
ZIM3	0.66925
MYH4	-0.18625
MASP1	-1.43425
KIAA0984	1.7985
RPAP2	-0.96675
ASB5	0.08175
BOLA3	-0.574666666666667
MIA3	1.915
KRT35	0.8765
KIR3DL3	-1.278
MRPL51	-0.25675
SEMA3F	2.37133333333333
NDUFB2	-0.763333333333333
LOC253012	0.16225
FAM46C	-0.4592
G6PC	-2.828
CSAG3A	-4.27233333333333
PREX1	1.144
SLC25A45	0.492
MAPKBP1	0.32
CPE	-0.0254
GNB1	1.497125
CXCR6	0.959
TRIM46	1.92075
C16orf3	0.156
HPSE	1.02925
TIGD3	-0.5825
SPG3A	1.62375
LCAT	-1.13166666666667
ST6GAL1	-0.161666666666667
POMC	0.33175
FLJ36031	-0.883833333333333
NSMAF	-0.569833333333333
SKIL	1.838
ADSS	-0.052
HMGCS1	-0.7475
POLR3F	0.054
RAB10	0.19375
ZNF277P	-1.148375
ZBTB7B	1.704875
DHRS1	0.046
ABCC13	2.34357142857143
CNOT3	1.1025
NFKBIA	0.44725
GAK	0.0771666666666667
SFT2D2	1.43666666666667
HOXA6	0.07
CRTC1	0.44675
LY6D	-1.286
C20orf72	-1.18783333333333
CPT1A	0.08975
LMO1	-0.824
EIF3I	-0.87425
PRB4	0.167
MCM3APAS	-1.26575
C20orf132	-0.3578
FOXF2	-2.6605
S100A12	0.2905
MLH1	0.0165
ACTN1	0.6644
MRPL36	-0.529
C20orf106	0.00399999999999998
FBXO6	0.754833333333333
MKS1	0.4765
CX3CR1	-1.121
PDE1B	0.476
PLP1	-4.20175
KISS1	0.875166666666667
C14orf2	-0.706833333333333
TBC1D3P2	1.10225
COMMD6	0.5739
ANKRD7	-1.791
PTCHD1	-0.78625
NARS2	-0.4425
DOCK7	-0.7625
FAM127B	0.20375
LOC390243	-0.339
N6AMT2	0.658
ZNF391	-0.599
DNAJB14	-1.32166666666667
WRB	0.049875
BPI	-0.311833333333333
TTC4	-0.255
FAM10A5	0.67875
GOT1L1	0.2056
MAGED1	2.152
RESP18	0.374
WFDC6	4.3365
MT2A	-1.865
C11orf56	0.0795
KIAA1432	1.8015
ROR1	-1.127875
HSD17B14	2.29066666666667
ZFAND2B	0.368
SAMD4B	0.602
HEXA	-0.01875
HNRNPU	-0.507954545454545
USP39	0.35425
NRD1	-0.51475
R3HDML	0.27425
FLT4	1.07283333333333
OMG	-0.045
OR52N4	0.4885
LOC399818	-0.2455
ELA2	-2.415
VENTXP1	0.898
RFC5	-1.3225
OR52L1	-0.5705
PAX5	-0.001
FBXO2	-1.2455
GMEB1	-0.744
AKT3	-1.414
CRB1	1.304
CTTN	0.3455
UTP15	-1.0055
HSBP1	-0.298583333333333
PHF11	1.60375
NDEL1	0.265833333333333
USP8	-0.4405
BAIAP2	0.213375
SI	0.9775
ARSJ	-1.15133333333333
BAAT	-3.05575
KCNS3	3.58033333333333
LOC126147	0.00116666666666669
TMEM37	-0.19975
C1orf162	2.3485
MBD1	-0.3356
ITGAL	-0.0943333333333333
WDR73	-0.0951666666666666
GKN2	0.646
ARFGAP1	-0.2435
SLC5A8	0.721166666666667
ZBTB40	-0.074
CYP4B1	3.98066666666667
LYPLAL1	-0.34
CHST3	-0.05725
MAP3K9	0.2435
BTAF1	-0.292666666666667
TFAP2E	-0.04
RBM35B	-0.03775
LOC441251	-1.02666666666667
ANKRD25	-0.745
UQCRC2	-0.549
MAEA	0.11975
HYAL1	-3.023
RNPEPL1	-0.1095
CPSF2	0.088625
PSD3	1.1338
ABCA13	3.005625
AGR2	3.441
GBX1	-1.411
HDLBP	0.687785714285714
ACY3	-0.622
HECW1	-0.89225
ZNF519	0.28375
HOPX	4.2035
ZNF304	1.654875
OR12D3	0.4935
FKSG43	0.4725
METTL1	0.408625
MFSD3	-0.4203
PSPH	-1.81375
CLCA3	-0.8775
DARS2	-0.456666666666667
CDC25A	-2.0445
BAIAP2L1	-0.29525
B3GNT5	0.18925
USP29	0.68975
ARHGEF10L	0.482
ATOX1	-0.004375
ADAM30	0.14325
DNASE1	0.639
STT3A	0.786416666666667
RAB6IP1	0.295
PTN	-0.2617
C1orf106	0.676
HECA	0.65325
RNF122	1.63225
SLC22A18AS	0.585
GNG8	0.235166666666667
ELP4	-0.21575
FAM65A	0.200166666666667
RPL10A	0.756833333333333
IRS4	-0.359
MACF1	0.7376
SEC24D	1.4155
LOC374395	0.6355
TGFB2	0.985625
MDFIC	-0.81875
CHRNE	0.671666666666667
PCMTD2	-1.1595
ATP6V0D1	0.005
MTA2	0.0705
LZTR1	-0.1195
RAP1A	0.0683333333333333
AXIN1	-0.54475
POLR1C	0.43825
TRIO	0.238083333333333
PLXNA4A	0.234272727272727
C5orf33	-0.2775
DEPDC1B	-2.735875
ZNF473	0.825333333333333
MTM1	0.963875
GPR107	0.685166666666667
CSNK1A1L	0.185833333333333
FLJ14154	0.489
NLRC4	3.43575
ENPP4	2.04566666666667
PADI3	3.416
RNF170	-0.236875
CG018	-0.2145
C16orf7	-0.11675
KCNE1	-0.61425
NRM	-0.621333333333333
SLC37A3	-0.0643571428571429
TPD52L2	-0.590333333333333
UNC5B	2.8
C12orf12	0.7908
SDHB	-1.101
CLRN1	0.06825
NUDT10	0.3865
UGT3A1	-0.36725
FBXW8	1.392125
RHOF	-0.973875
PTPLAD1	-0.826
MYO3B	-0.017
DERA	-0.8365
TPP2	-0.69975
C19orf53	0.219833333333333
GINS3	-0.768875
ST6GALNAC5	3.293
CHSY1	-0.1245
MGC15705	0.8055
GPR83	0.555666666666667
EXT2	0.069625
DOLK	0.518
TUBAL3	-0.644
ACVRL1	1.8222
ABL2	-0.435666666666667
C14orf156	-0.697166666666667
PTPRZ1	-4.282375
DIP2C	0.178375
LAMP1	0.547625
RXRA	0.00560000000000006
MAP3K5	0.245
ALKBH1	0.822
PDLIM7	0.771375
ARL14	-1.7115
SNIP1	0.192333333333333
TIMP3	3.1115
RGS3	0.867
SPAG16	0.644
ABHD4	0.60775
ARHGEF12	0.64475
GLUD2	-0.004
RAC2	-2.6914
UAP1L1	-0.1035
SLC18A3	0.044
YOD1	-1.80641666666667
RALY	-0.0695
HMOX2	0.33525
DGKH	0.95975
DBNDD2	1.48716666666667
YIPF4	0.174875
THAP10	0.30225
ZNF513	1.435
HAGHL	0.433
ITGB4	0.758166666666667
CCDC141	-2.581
YTHDF3	1.294
C5orf28	0.876
RPL7L1	-0.822875
TMEM30B	1.82842857142857
ANKRD35	2.0215
DUOXA2	0.11125
TBC1D5	0.47675
DFNB59	0.7295
HRH4	0.47375
MYO6	3.1837
DNAJA4	2.9565
RBM24	-1.87775
CEACAM20	0.416
RBM23	0.586714285714286
NGFB	0.2355
C1orf63	-1.6418
KRTAP7-1	0.0255
PERLD1	3.99075
NPB	-0.499
C17orf59	0.4944
HSPBAP1	0.0365
SLC15A4	0.6905
PRTFDC1	-0.9845
OSMR	-0.487357142857143
CYSLTR2	-0.4295
C19orf25	0.229
KIAA1797	0.3015
NLRP6	0.2715
FAM105B	-0.3607
SCRN2	-1.30133333333333
LRRC58	-1.217
RNF17	0.25325
NEIL3	-2.8775
FAM137A	-0.95825
SKP2	-1.6925
PARVA	1.38425
PKLR	-2.139
RNF34	0.477125
A3GALT2	0.22675
C12orf50	1.47233333333333
SUNC1	-2.1315
FAM102B	-1.05283333333333
CCT2	0.6785
LRRC37A2	-0.7585
ARF4	0.704
SIKE	-0.086
C8orf48	1.22266666666667
MBTPS1	0.183071428571429
GPSN2	-0.485
NCF2	2.92125
SLC12A6	1.40533333333333
MRPL48	0.02075
HMGN3	-0.2695
LRRC62	-1.479
PAX9	1.13775
FAM55A	0.15
C20orf42	-3.26233333333333
SCML2	-1.65483333333333
BCL9	0.55925
FAM40A	-0.55725
C9orf41	-0.461
ZNF774	1.147
LETM1	-1.2535
PLXNB1	0.285833333333333
NIPSNAP1	0.69625
USP10	-1.047
F9	0.87375
LIPE	1.3525
CNGB3	1.2365
C12orf52	-0.1175
PI4K2A	0.0195
MED8	1.599
STAT4	0.1193
FGD4	0.301666666666667
RNF145	-2.67633333333333
WDR32	1.4616
CLDN2	1.1292
TCEAL8	1.86025
ZMYND8	-0.3229
PDXK	-0.28465625
GATAD2A	-0.6095
PTGES3	-0.5915
CCM2	-0.01925
TAP1	0.213125
ZNF670	-0.80725
ETS2	-0.911928571428571
C6orf166	-0.0541666666666667
PRMT2	0.913214285714286
OR4B1	0.4405
INTS8	0.5765
CCDC102A	-0.20675
CCDC83	-0.743333333333333
ITGA1	-0.1634
EPHA5	-2.9119
FAM24B	-2.0185
TSGA10	2.41175
HAL	-2.4305
MYOT	-0.83425
SPACA3	-0.1355
BCL2L2	-0.0423333333333333
CUGBP2	-1.0245
CCNB3	2.31175
RNF113B	0.421
MERTK	0.33125
BAG1	0.2935
VPS36	-0.12175
ORMDL3	2.7334
C1orf190	0.90125
ZNF625	0.19025
CORO2B	-1.775
ALOX15	0.6645
CST1	3.992
NUPR1	2.5035
CCL7	0.33225
SMCR5	-1.885
DSC2	1.8085
RBMS2	1.23575
GRIK4	2.634
TRIM65	-0.9209
TMPRSS6	0.579571428571429
TP53INP2	1.34125
GLB1L	1.42916666666667
LOC388284	0.685166666666667
PUS1	-0.788642857142857
BCL9L	0.5165
OLFM1	-1.66433333333333
RET	3.6215
MASTL	-0.990333333333333
ALX3	0.399
IL1RL1	-0.715666666666667
ZNF765	0.5141
C14orf138	-0.074
SNX10	-2.02833333333333
TAC4	-0.049
C1orf64	4.063625
POGK	1.89925
MAPK9	0.49275
ZNF366	2.7175
C8orf79	-0.129
CLDN7	2.28825
OR5AT1	0.799
TRIM37	-0.75225
LRRC25	2.96075
GRHL2	2.8769
TEKT3	1.0365
LASS5	0.401333333333333
ABCC4	0.977416666666667
DLG3	1.579125
VGLL1	0.63575
ZFP36L2	1.99033333333333
MFRP	0.246
KIAA1799	0.748
FLJ44379	1.2285
PCNX	0.28675
ANXA9	2.735
CYP4V2	0.5271
PIK3C2A	-0.57525
SRR	0.689
NOL3	0.62425
IFITM2	0.47
ARNTL2	-2.152
ZNF595	1.275
NLRP13	0.171
ASPH	-0.48125
CPA2	0.884
PVRIG	-2.6725
LEPR	-0.846
C16orf42	0.336833333333333
SH3BGRL	3.5175
FAM77D	0.628833333333333
FNDC7	0.623
C9orf6	0.694166666666667
NOTCH2NL	0.318333333333333
PGBD1	-0.901833333333333
SYNGR2	0.513166666666667
PITPNA	-0.3518125
PRPF4B	-0.0454
SLC43A3	-1.35878571428571
NRBP1	0.93125
SLC25A22	0.38225
ILK	0.882875
SLC22A8	0.340166666666667
MRPS7	-0.109875
PITX2	-0.43575
FABP3	1.081875
OR1L1	-0.143
LOC728215	-0.2175
BLID	-2.684
KIAA1217	3.29547058823529
TFPT	0.60875
AP4B1	-0.775
VBP1	-0.839
OR1K1	0.4275
MORC3	0.82925
BHMT2	-0.142666666666667
C3orf10	0.963125
FZD7	1.39733333333333
WFDC10A	-0.347
PMS2CL	-0.272625
CCDC32	1.41483333333333
FA2H	-0.0275
ALG13	-0.9245
TTLL7	0.0996
SPOCK3	-0.53525
SLC13A2	2.243
AIM1	2.41225
GPRC6A	0.967
EGR2	3.146
MED11	0.4475
WWC1	0.254
SH3GL3	-4.806
RIF1	-1.7055
PRLH	0.0775
VLDLR	0.0305
DBT	-0.398875
C21orf63	1.088
CGGBP1	-0.262875
KRTAP12-2	-1.974
TADA3L	0.963125
ZBTB16	1.011
PDGFB	2.206875
RFX1	0.579625
UQCRB	-0.4955
LOC133874	-0.0165
HPS3	-2.09125
LGALS3BP	0.1911
DKFZP564O0823	1.76042857142857
MRFAP1L1	0.300125
HOXA10	-0.585833333333333
NGB	0.523
KIF21A	-1.36
IFLTD1	0.7815
LZTS1	-0.606625
ARHGEF3	1.663
RHBDL3	-2.179
CSNK1G2	-0.493166666666667
ChGn	-0.42375
KIAA1244	2.8915
GABRB2	0.761
MGC72080	-0.937
CD27	2.1515
EGLN1	-1.4947
PEX13	1.35925
RWDD3	-0.72825
RNF12	-1.13083333333333
GRIN2B	-0.533
ADAMTS14	-0.20775
DYDC2	3.2635
ATP6AP1	0.6194
NR1H2	0.3165
PDK2	0.297
C3orf17	0.314
SLC38A2	-1.38064285714286
SLC25A29	0.320666666666667
C15orf29	-0.652875
ADAM9	0.310583333333333
TMUB2	0
GPR176	-0.35275
AGK	-0.6315
MCCD1	1.5745
NDUFA4	-0.9405
TMEM146	0.50275
DUSP1	1.33025
UNQ6975	3.4015
EMX2OS	4.388
INSM2	-0.79125
LUZP4	-0.09825
SETD6	-1.83575
P2RY2	2.87575
SLC45A2	-1.668
RABGAP1	0.346
UBXD5	1.0705
GPRC5A	1.016
PAK3	0.1625
LOC63920	0.6825
TGFBR1	1.7106
KRTAP6-3	0.09825
SFMBT2	-0.94775
CDC42	-0.1018125
C11orf35	1.8255
TTLL2	0.553
UACA	0.593083333333333
CD97	-1.8824
SETD5	0.1835
NINJ2	0.654
PTER	0.486333333333333
POMGNT1	0.63025
KRTAP4-2	0.4765
ECGF1	3.01575
HRB	-0.448818181818182
ATP1B2	-0.1736
LOC400506	0.5085
COL4A3BP	-0.29025
C6orf97	2.17525
GRHPR	0.1345
TAS2R1	1.223
SEMA7A	-0.59975
EDF1	0.85325
ODF2L	-0.042
PCID2	-0.490333333333333
GTF2H4	0.192166666666667
ZCCHC3	-0.19325
CGB2	0.216166666666667
NEUROD1	-0.49225
C20orf75	-0.444
RP5-1054A22.3	2.05283333333333
IFNA5	0.8525
ZNF134	0.41625
MGC119295	-1.2301
ZSWIM6	-0.84275
SMEK1	-0.0418333333333333
PCGF2	2.931375
C1orf102	3.8465
CYP2A13	0.8655
KCNH6	-1.4876
MDM1	-0.0461
ALDH7A1	-0.457666666666667
C9orf75	2.1325
VDAC3	0.265
OR51T1	0.367
EIF3F	-0.41875
KCNJ10	-0.3175
LENG8	0.346
EDEM2	0.747833333333333
CCNJL	-0.334
DHX37	-0.7185
CRYGN	-0.1155
AATF	-0.738875
ZNF630	1.691
E2F5	-0.1725
WFDC13	-0.1105
FTSJ3	-0.175666666666667
C4orf33	-0.33175
LHFPL4	-3.344
C19orf56	-0.0580833333333333
SMAD4	-0.543375
AFM	-0.801
G0S2	-2.0425
FCHSD2	-0.1785
RRP1B	-0.7804
EEF1B2	-0.3705
STAT6	1.18933333333333
ZNF195	-0.66525
GNL1	-0.6835
ZNRF2	1.70066666666667
PER3	-0.134875
ASB16	0.28925
C10orf10	2.07857142857143
ADCY8	-3.2582
C9orf58	-0.587333333333333
ARMC10	-0.9245
PSG1	-1.1965
DHX34	0.28075
VARS2	-0.091
NFIC	-0.22075
ITPR2	-0.08625
AGXT2	1.063
OR6K3	0.4695
H2AFZ	-0.959583333333333
MLLT3	-0.1825
COX4I2	2.705
CCNT2	-0.25575
PLK4	-1.752875
NUMBL	0.4955
MED16	0.39625
PLEKHQ1	0.663
GOSR1	-0.622111111111111
BTG4	-0.653
RPL30	0.380833333333333
IGSF5	1.911
IGFL2	3.86883333333333
ELMOD2	0.784833333333333
SHC3	-0.739666666666667
HAVCR1	-0.3425
DYNC2H1	0.59725
RNF5	0.312333333333333
C2orf7	0.42275
NLF1	0.6225
KLHL25	0.15625
LRP10	1.2793
KRI1	-0.86525
PUS7L	0.997166666666667
MGMT	1.54775
HOXD1	2.80783333333333
CSH1	0.215
ATG16L2	-0.7025
FLJ44635	0.1615
CHODL	-1.298
EXOSC8	0.42625
SLC28A1	-0.067
MYO7B	-0.789666666666667
SEH1L	-0.9184
MTNR1A	-0.3345
TSPAN5	-0.469833333333333
CDC45L	-2.39233333333333
AMIGO1	0.9185
ATAD3A	-0.748125
OSGIN2	0.697833333333333
PDIK1L	-0.0606666666666667
DARC	4.364125
PIPSL	0.374
SHMT1	-0.72025
CRISP3	0.1315
POPDC2	2.7805
ZRANB2	-1.63933333333333
FBXL8	-0.2485
TRIP13	-1.88836363636364
EIF5AL1	-0.5865
POU5F1P3	-4.66816666666667
IL6	-2.49816666666667
CXorf38	-0.288166666666667
IFNA16	0.1915
FBXL2	0.913333333333333
BRD1	0.66825
STATH	-0.51125
FBXO44	-0.7575
MCCC2	0.08125
CDC2	-1.1643
C5orf23	2.9835
IVD	1.03633333333333
C10orf122	-1.12475
MSL3L1	0.2032
MVP	1.36075
EPOR	-0.2365
ZMYM1	-0.6815
BCL7C	0.5555
PSTPIP2	0.0634
LYPD1	-1.993875
OR8G5	-0.413
ZP3	-0.524333333333333
BCAS4	1.07733333333333
EDG6	-0.0665
ISY1	0.3555
PRAMEF2	-1.498
CUL1	-0.871625
RNF213	0.1221
CCRK	1.39925
DHX9	0.216375
C13orf29	2.17575
NCKAP1	0.400333333333333
MRPL43	1.32364285714286
XPR1	0.35875
PKN2	-1.6105
PODNL1	1.8495
ZNF333	1.09275
DALRD3	1.88975
OPN1SW	-0.6115
BTBD6	0.413
C11orf82	-1.32
OR5P3	0.3205
DUSP11	0.45325
L1CAM	-1.8662
NEK11	3.56116666666667
OR7E91P	2.403
CNTN3	4.5457
CREB3L2	-0.6475
ZBTB37	-0.214
KIAA1324L	-2.19775
NDUFB10	0.3365
NUDT2	1.3785
GTPBP8	-1.202
CACNA1D	1.677
PRKAA2	1.24433333333333
PRDM8	0.0615
MGC16075	-0.486166666666667
KRT14	-0.962928571428571
PP8961	0.284375
MRPL18	-0.69575
ABCG2	-3.0565
PACRG	1.425
BBS2	-0.3545
KREMEN2	-0.279
FBXO21	0.5485
HNRPUL1	0.42275
GRB10	-0.94175
CLSTN1	2.259625
LMAN2	-0.3749
C17orf61	-0.0115
NIPSNAP3A	0.292
INSIG2	-0.590833333333333
PCDHB7	0.924333333333333
STXBP2	1.294
CMAH	1.99
SEMA5B	-0.1745
ZNF155	0.752333333333333
COQ6	0.270666666666667
PRPF4	-0.676
TSPAN15	3.4945
VN1R5	0.686
LATS2	-0.92325
SELK	0.28725
PGK2	-0.15775
MS4A1	-2.911375
TYW3	-1.4471
KRTAP5-1	0.92925
RCCD1	-1.50866666666667
BTN1A1	-0.45175
DDX28	-1.0795
TMEM65	-0.2755
LOC92345	-0.22
TTC31	0.338
WDR46	-0.201333333333333
CHP2	-0.620333333333333
LSP1	0.674
ZNF542	0.4655
EXOSC1	0.346
ARHGAP18	-0.514833333333333
LRRTM4	-1.934375
MAOB	3.08875
CACNB4	-1.212
MGC33846	0.057
RANBP3L	2.801
ATP5L	-0.3895
ONECUT1	-4.1835
NUDT9	-0.1735
TMEM149	0.054
STX17	0.14975
IGSF10	-3.756
TMPRSS9	-0.0765
BMPR2	0.751909090909091
ALLC	0.5605
KLF7	1.79225
GCC1	-0.4678
TIMM9	-0.4245
CDO1	-0.496166666666667
MGC10701	-0.4355
IFI6	1.7525
FRMD8	0.24
MGAT2	0.25425
WBP5	1.11066666666667
CNIH2	0.04275
KIAA0907	-1.4442
KCNH8	-2.989
CTSG	-3.6315
GRIK1	-0.982
CUL5	-0.123875
FRMD1	0.6395
OR9A4	-0.005
SYT6	-1.86875
FOXD4L2	1.4635
ANAPC2	0.6605
OPN5	0.121
TAF13	-0.47
LYG2	-1.701
GGNBP1	0.566
C11orf40	-0.1635
OTX2	-1.9245
REG4	0.582166666666667
EIF5	-0.6974375
PALB2	-0.15725
SEPSECS	0.4773
RNASE3	-0.2805
TRIM49	-2.082
POLR2K	-0.0195
GPR42	-0.249
C8B	-1.95125
SASS6	-0.58275
PREB	-0.283833333333333
OR3A3	0.709
TUBA8	0.409375
IGLV2-14	-0.99225
STIL	-1.5835
ANKFN1	-1.01033333333333
NME7	0.33375
HOXC12	-1.57925
UBE2C	-1.54975
FHOD1	-0.689
CDK2AP1	0.760666666666667
OR6K2	1.464
DHPS	-0.65675
RPL5	-0.503666666666667
TRGV5	0.3975
LOC541472	0.082125
HCCS	0.2905
DENND1B	1.3175
LHX3	0.442
OR5D16	0.4875
CXorf57	-1.71216666666667
IRF2BP1	1.58275
NDST2	0.525333333333333
LCE3D	0.002
BOLL	0.0635714285714286
SYT3	0.23775
PIH1D2	2.69425
C20orf7	-0.627166666666667
IL1R2	-0.293
SLAMF9	0.8105
PPME1	-1.219625
PIK3CA	-0.2325
TRAPPC1	0.373375
COLEC10	-2.007
SLC9A6	-0.506666666666667
PDDC1	-0.489666666666667
CCDC53	0.3985
GK3P	-0.30875
DAZL	-2.0235
BRI3	-0.8215
SDK1	-0.559125
CYP2C18	-0.317
IFI44L	2.4395
RPL3L	0.707
FUT9	2.25433333333333
KIFC2	-0.0953333333333333
PMP2	-1.267875
SLC4A9	-0.5345
PLAG1	-1.03416666666667
MYCBP2	-1.46683333333333
OR4E2	-0.227
CCDC65	4.2395
C16orf82	0.215
ENTPD4	1.4045
BRP44L	-0.541125
PMP22CD	0.424
TMCO4	1.185
KCNN1	-0.3805
WDR35	1.03875
CCDC80	1.190125
C3orf31	-0.29175
SLC7A9	0.5095
TMEM190	0.3255
DBC1	-2.526
FADS3	-0.378166666666667
PDZD8	-0.0721666666666667
GRM5	0.480875
AZGP1	3.0272
PEX3	-0.22
MED1	2.37528571428571
ATG4C	-0.661
HNRPH3	-0.932625
FAM109B	2.933
C4orf17	-0.5235
CA10	-0.9465
OPRD1	0.231
CCL16	-2.1935
SACM1L	-0.5225
CST6	5.19125
CD63	0.723
LGI1	1.043
ZNF784	0.11875
CRYBB1	-0.6175
CX3CL1	0.7255
TOP2A	0.672125
GYPB	-4.22916666666667
GADD45GIP1	-0.65825
FEN1	-1.338375
IGF1R	0.7861875
WDR72	-2.92983333333333
PURG	-1.20266666666667
DEFB126	0.02675
PKD1L1	2.01825
CAV1	-2.8131
GNPDA2	0.3958
DGAT2	-1.16625
NLGN1	-3.66325
STRBP	0.915875
HPRT1	-0.937166666666667
FANCI	-2.246
PSMA7	-1.132625
DBF4B	-1.56416666666667
TTF1	0.29625
RAD54L	-2.095
ELOF1	0.2165
PLAGL2	-0.621625
ZNF256	0.94
HMGCL	1.0115
MSI2	0.972166666666667
RPESP	3.83616666666667
C11orf60	0.55575
ABCD1	0.277
ACAA1	0.0397
SPARCL1	4.94364285714286
IL6ST	-1.1746
ZNF319	-0.3935
TMEM109	-0.0399
FAM90A1	0.317333333333333
IL22RA1	-1.4095
ATP4B	0.8135
TEC	-0.141666666666667
C7orf30	-0.4835
TXNDC2	-0.636
ABCB4	-0.43475
KIAA1191	0.5785
C9orf38	-0.1895
SFTPB	0.85075
CNTNAP2	-1.67566666666667
FRK	2.6655
TBX19	0.188
CHD4	0.37625
C6orf26	-2.51066666666667
MOSC2	3.0725
IKBKE	0.591
HIF1A	0.345333333333333
LOC595101	-0.4765
RELA	0.475166666666667
TMEM16B	-2.21266666666667
ABHD12B	2.64125
TSEN34	-0.269
KIF18A	-0.86375
TXNDC9	0.656833333333333
SPATA2L	0.4575
SEMA4G	-0.25
C21orf91	-1.677625
MATN1	-0.894
KCNIP4	-0.191833333333333
TUSC1	1.86975
OR4C15	0.99925
ARMCX6	0.845916666666667
WBSCR27	-0.974
OR52I2	0.352
KIAA1604	-0.35725
DYNC1I1	-0.084375
PPP4C	1.145
SLC47A2	-3.757
TREH	0.3655
CD48	0.3945
ST14	1.72483333333333
PKN1	0.23475
SPON2	1.93525
XBP1	2.31691666666667
SFRS12	-0.475166666666667
EFCAB6	4.41975
SELT	0.39525
SLC39A2	3.2505
ERF	-0.0776666666666667
ARL3	1.503625
SURF6	-0.8886
MLLT10	-1.15538095238095
FLJ11171	0.259333333333333
TDGF1	-4.58283333333333
ERCC6	0.257
EIF2AK4	0.4955
BAZ1A	-0.0181666666666667
LRRN3	0.039
TMC3	-0.9515
EFTUD1	0.11225
PTPRO	2.0235
CLEC12A	1.285125
ACBD4	-0.230375
ZDHHC14	-2.09275
OTUD7B	0.676125
ACTB	1.014375
MSRA	-0.132
LCE5A	-0.5965
IFI35	1.11525
BSCL2	1.236
ANKRD12	-0.317833333333333
CFHR2	0.513
RGAG1	1.83283333333333
HSFY1	0.2225
SLC30A5	0.41875
IMPG1	-0.9995
GPR109A	1.916
ZNF185	1.36975
IYD	4.86675
NPCDR1	-0.0985
SERPINA13	0.695
HMGCLL1	-1.92466666666667
NEUROG1	0.577
UBQLN1	0.02975
LIN37	0.8195
SOCS2	-3.146125
DSCR4	-2.1475
XKR6	-1.4325
GPR142	0.894
KRTAP13-3	-1.451
CCDC15	-0.488833333333333
MOS	0.525
CD1E	-2.439
OFCC1	0.4705
FAM83D	-1.80725
SRFBP1	0.13625
C9orf96	-0.112
DHDH	1.135
CCDC90A	-0.037
RABL3	0.85345
CD320	-2.45466666666667
ANGEL2	0.606833333333333
MRPL21	-0.72325
SMG6	-0.172
INSR	1.5974375
FLJ14816	-0.954
GLRB	0.0743333333333333
C9orf89	0.57675
CIZ1	0.047375
URG4	0.011
LRDD	-0.917833333333333
CBY1	1.43916666666667
NFX1	0.349
MTERFD2	0.105071428571429
C19orf23	1.4455
PGC	-2.256625
IER3IP1	-0.0321
RASAL2	0.941666666666667
C1orf89	-0.018
SYNJ1	-0.653428571428571
NFKBIE	-0.426
FLJ40125	-0.913833333333333
TCEB2	0.0077
NOG	-1.552
POLR2J2	-1.1
HLA-B	1.26375
PCDHA1	0.249
PPP2R2B	-2.15275
ARHGEF17	0.769166666666667
TCF7L2	0.848785714285714
CHD5	0.0108333333333333
ZNF431	-0.69725
TBC1D25	-0.49375
ZNF800	-2.1305
SCUBE2	1.62927272727273
MYCBP	1.57533333333333
GPX5	0.365
C6orf129	0.405
QSER1	-0.486
ULK2	0.70275
PIGO	0.616166666666667
NRCAM	-2.57157142857143
SLC35E3	0.82925
CSRP2	-0.05925
HYPE	-0.56625
MAPK15	1.29533333333333
MGC14327	0.0625
TIMM13	-0.405833333333333
ZNF462	0.08475
GBA3	-0.4255
TEX13A	0.4535
MCM6	-0.984111111111111
MTRF1	-1.2835
ABCA7	0.851
EIF4A2	0.4305
ZC3H10	1.8166
RPGR	0.489666666666667
C20orf94	-1.72875
RP1L1	0.5825
GPR125	-0.610857142857143
USP22	0.269142857142857
OR1L4	0.46925
MLZE	4.73675
FLJ32065	0.369
PTCD1	-0.6425
CRTAC1	0.128666666666667
BXDC2	-1.13725
C18orf1	1.60433333333333
FAM107A	0.127
EFNA3	2.548
P18SRP	0.1011
CAMKK2	0.434083333333333
KIAA0649	-0.292
NES	-2.12483333333333
HS6ST3	1.15875
PON2	-1.31125
TCP11L2	-0.1925
CLEC4A	1.84025
PRR12	0.808
MLXIPL	-1.2865
C2orf50	0.988
ZNF28	1.6415
ENC1	0.0928333333333334
MAP2K1	-0.271625
FKSG2	0.89625
KIAA0430	1.15325
PTP4A1	-1.58327777777778
GPR156	0.163
GTF3C6	-0.18625
UBR2	0.1949
LOC388272	-1.57325
MAK	1.9405
ACOT4	2.66325
STC2	-1.02841666666667
PIGW	-1.42625
SAE1	-0.051625
COL6A1	0.0111818181818182
OAZ1	-0.461
STMN4	0.552
EDG3	-0.156166666666667
SGCE	-1.58166666666667
IL11	-1.91783333333333
PRSS8	2.930375
YIPF5	0.421833333333333
WNT4	2.950875
CSN2	-0.137333333333333
TCF7	-3.478875
TDO2	2.3965
SAMD9	-0.9406875
S100A7A	5.019
MMRN1	1.0565
GKAP1	0.36975
AKR1C3	-0.72775
RNF19A	0.72975
GMDS	-0.805
YKT6	-0.141375
SPARC	2.0313
C12orf31	0.08075
UBE2V2	-0.2155
FBXL18	-0.136333333333333
KIAA0460	1.152
ADAM22	-0.149125
SERPINC1	-4.8715
KCTD21	2.009
MYOHD1	-2.04875
ZNF37A	-1.08816666666667
GTF3C1	0.361166666666667
