Hybridization REF	TCGA-BH-A18I-01A-11R-A12D-07
ABCA4	0.0565
RNF214	-1.056
PPAPDC2	0.79625
ARID4A	0.663833333333333
SYCP2	1.0675
OPRM1	0.46925
RP13-102H20.1	-3.54875
CYP26B1	0.292333333333333
APCDD1	1.45566666666667
PCCA	-0.362
ALS2CR7	0.5645
AQP5	1.0475
YLPM1	0.050125
PRKAR1B	-1.261
IL16	0.7608
TCF3	-0.8355
ZSWIM7	-0.26675
SERPINE1	-0.2374
BAI2	2.0685
SMC5	-0.0802307692307692
SMN1	-0.497166666666667
SLC13A5	-2.741875
POU2F3	0.623
BACH1	0.703333333333333
GMCL1L	0.223666666666667
PPP2R2D	0.51975
LRRC51	1.9455
EDARADD	0.6335
LRRC3	-0.0445
FAM124B	0.20325
C20orf70	0.142
LOC285735	-0.23375
CTBP2	1.5993
ZMYND11	1.1785
CDH23	1.02441666666667
OR1N1	0.8035
LOC400590	-0.464
PDK1	-2.17575
LMTK3	0.7805
USHBP1	0.2928125
ZFYVE21	1.18375
hCG_21078	-0.087875
OAF	-0.045125
WDR41	-0.71775
SPINK6	-0.60725
GDEP	-0.4625
MEG3	-1.1799
OXSR1	-0.189538461538462
RAD51	-1.90166666666667
RPL13A	0.1005
DYRK1A	0.4729
FLJ25791	0.79375
SARDH	-0.5657
RBBP5	-0.345
ORC2L	-1.90125
NCAPH2	-0.825666666666667
RNASET2	-0.435
WDR79	-0.599166666666667
FLJ39779	0.10125
C3orf1	-0.0395
DDX23	0.2425
MGC40574	0.59125
MORC4	0.2825
MYRIP	3.63272727272727
LY6E	0.862625
SLC39A11	1.114
ATP12A	-0.2685
AUP1	-0.26375
PIP	4.93125
CORO7	-0.13
PITPNM3	0.538
ENPP1	0.728166666666667
PPP1R1C	-0.373333333333333
NRBP2	0.8745
KCNE2	0.3745
P2RX4	1.24325
CCND2	-0.987857142857143
OR5T3	0.0325
CUL4A	0.162333333333333
CFB	3.7245
PCP4	-3.22033333333333
HEMGN	-5.5415
UBIAD1	0.3875
CDC42BPB	-0.5413
CYB561D1	0.3555
RIMS2	-0.859875
ZNF488	-1.07
RNMTL1	-0.2275
SART3	0.213166666666667
CAPN10	-0.680642857142857
CCR5	3.58833333333333
APOA1BP	0.4685
NDUFS5	-0.209
PDLIM3	2.0724
VPS24	0.5943
SCN8A	0.305125
C1orf67	-1.46583333333333
MRCL3	1.271
TMEM145	-1.112
KCTD16	-0.0508333333333333
RNF149	1.10725
FDXR	-0.9855
CDCP1	1.5795
PAX3	-2.5125
LASS4	1.353
HSD17B8	0.8475
YAP1	-0.1355
NNT	-1.27575
SC5DL	-0.360125
DKFZp566H0824	-0.7875
KSR2	1.07533333333333
RAD21	0.780866666666667
ST8SIA2	0.11325
L3MBTL3	0.212625
SNRPB	-1.298
MGC14425	-0.012
MIF	-0.73825
TAPT1	0.9395
IRF8	2.4705
PRO0132	0.1725
HERV-FRD	-0.362
ACD	-1.08766666666667
BCL3	2.734
SPATA13	1.347
MRLC2	0.955125
F2RL3	0.20675
CFHR3	2.4325
DUSP15	0.200666666666667
TMEM46	3.18383333333333
SF3B4	0.703
MAP7D3	-0.933
STELLAR	0.5365
SEMA5A	0.6077
H2BFS	0.27375
LRRC28	-0.543833333333333
MORN2	0.3175
XYLB	-1.06025
WDR21C	0.19825
HIATL1	-0.170875
ADAMTS10	0.641833333333333
WDR55	-0.0095
MFSD5	0.9935
OR4N2	0.1535
DUSP16	1.1485
NLGN4Y	-1.4834
INHBC	0.99925
NUMA1	1.8715
DEFB123	0.30525
GIPC1	-0.03725
MGC27348	-0.089
FLJ33590	-0.045
FZD1	1.6752
MKL1	1.15433333333333
SAA2	3.59725
C1orf94	-1.7385
C7orf28B	-0.3825
TMEM185A	0.61495
ZZZ3	0.07
C16orf5	-0.262833333333333
GALNAC4S-6ST	2.095
C1orf186	2.34325
IGFBP4	1.55333333333333
NDUFA10	0.0475
CLIC2	0.42875
RNF13	0.317
GPR103	-0.75875
CD69	-1.2075
MYOZ1	1.2235
IFNB1	0.33
CLNS1A	0.53875
CXorf45	-0.81925
ZXDB	0.2385
FUNDC2	0.412
GPA33	-0.26125
C9orf70	0.06925
SLC2A9	0.25875
LOC126520	-0.2045
MAGEB1	-0.914
LCE2A	-0.3645
C18orf34	1.053
FMNL2	-0.975125
KRT85	0.15775
CRYGA	0.104
GEM	2.0685
THAP6	0.2631
ALKBH3	0.420833333333333
TM6SF2	0.26475
C20orf82	2.5755
RANBP2	0.113
LIG3	0.1683
RETSAT	0.044125
OR8S1	0.2005
CAST	0.88175
TGFBI	0.7352
C15orf37	0.00375000000000001
PGM3	-0.4935
SLC4A11	-1.776125
FAM123C	0.1755
TAOK1	0.6755
CISH	1.873
OGDHL	-4.1345
SPINT2	1.659
ZNF33A	0.4285
CLDN18	-0.0626666666666667
RNF128	-1.064
CCDC71	-0.70675
RASSF6	0.755833333333333
HSPG2	0.917
ATP6V0E1	1.44125
ABHD6	0.38925
CD274	1.3455
GCNT1	0.486
NT5C1A	-0.0741666666666667
TM4SF5	-4.3325
C21orf58	-1.542
SUCLA2	0.14275
RFTN2	2.019
SCNM1	0.02425
SLC9A10	1.0115
FUNDC1	0.11575
SLC35F4	-2.4845
AMD1	-0.73375
COL6A6	3.54275
OR4K2	-0.432
TRIB2	-1.62925
LOC91461	-1.558
GHSR	0.232
ATP8B1	1.62825
C1orf78	3.212
RNF183	-0.7745
STX4	1.0409
TPPP2	-0.45625
MYBPHL	-1.7485
TXNDC6	0.0794
C9orf47	2.371
FAM137B	-0.539
FANCB	-1.82175
C11orf9	-1.76075
DPY19L1	-0.567875
VDAC2	-0.811166666666667
VHL	-1.027
LMBR1	-0.24175
C8orf44	-0.425
ZPBP	0.64675
FGF23	-1.2845
C21orf67	0.259
PCNT	-0.590142857142857
BCKDHB	-0.1624
GALNTL5	0.08975
BET1	-0.4895
ARL13A	0.284
HDAC6	-0.726625
N4BP3	0.599166666666667
OTOP1	0.194833333333333
TTC30A	1.776
CRISP1	0.4475
KRT32	1.8075
VSTM1	-0.4715
ZNF622	-0.2535
POLR3B	-0.0053
DNAJC10	-0.106
C12orf54	1.3815
ADIPOQ	2.48633333333333
RIT2	-0.046
CD44	-0.616473684210526
ABCA3	3.009875
RPS17	-0.74475
FEZF1	0.1175
PCDHB15	-0.419
KCNMA1	-0.670681818181818
CCDC116	-1.8645
C15orf27	-1.4915
NARG2	-0.555125
ITGA5	-0.105
MEFV	0.7295
TUT1	-0.25525
LOC541473	0.1195
NMBR	0.291
GLT1D1	-2.8535
ABCB7	-0.47925
PFKP	-2.44009090909091
C9orf91	0.820111111111111
LRRC41	0.3135
C1orf85	0.390166666666667
ATP5F1	-0.323375
STOX1	2.846
GFOD2	0.00225
SLC25A3	-0.31925
ZNF646	0.6715
ZAR1	-0.34
OSTbeta	-0.0695
GALNT3	-0.367
IFT122	0.321333333333333
LDB3	-0.2117
GARNL1	0.502642857142857
HOMEZ	0.318833333333333
LRRC6	3.49225
ANGPTL5	-1.2905
UBAC1	-0.6125
DLEU7	-0.89375
RPL19	-0.173625
TOP1MT	-0.447333333333333
LOC643641	-0.2105
MBD3L2	0.25
NTSR1	-0.105166666666667
WISP2	1.12525
GPSM2	-1.243125
RDH10	-0.0763
PRKCG	0.1105
HIST1H4J	0.7575
MON1B	-0.0383
MLF1IP	-1.76366666666667
ZNF446	0.501285714285714
COL4A5	0.1344
SLC26A1	0.327285714285714
RGN	-2.201375
CCNB1	-2.869
C9orf165	-0.1305
CCDC28B	-0.15975
CCDC97	1.64475
FGR	1.740375
MSRB3	1.2818
EPN2	0.408
COX15	-0.3635
KCNK6	-0.409222222222222
XK	-4.3175
GDA	-4.313375
HEPH	0.19425
THRAP3	0.86725
MET	-1.733
PHYHIP	0.29825
LYAR	-1.078
ING3	-0.18525
AK7	-0.1675
CCT8L2	-0.2555
COPS7A	0.179666666666667
WSCD1	-0.70925
RNF185	0.944875
TNS3	1.1965
KNDC1	-0.3716
RWDD4A	0.349666666666667
MED13L	1.5009
ZFYVE1	0.262125
C7orf44	-0.847833333333333
MRPL1	-0.2095
STGC3	-0.79525
TEAD1	0.219166666666667
RPL7A	-0.363071428571429
ARL6IP1	1.31866666666667
C1orf178	-1.3225
CTAGE5	0.321
TMEM184A	0.1135
SLC25A14	0.331
CACNG5	0.25075
ATXN10	-0.2144
ECH1	0.1919
CCL22	0.49625
CYP2F1	-1.798
GADL1	0.1205
TMEM19	-0.5791
RUNX3	0.7555
EFNB1	0.130333333333333
LIPN	0.1475
ACSM3	-4.386
SIGLEC8	1.28516666666667
ASCC3L1	-0.13625
NOL8	0.15125
RELT	-0.0891666666666667
Magmas	-0.116666666666667
PPP1R15B	-0.095
C11orf2	0.3825
VKORC1	-0.2615
MGC26647	-0.00975000000000001
TRPM6	0.0873333333333334
UGT2B7	-4.53666666666667
FEV	-0.06175
FOXK2	-0.1002
PDCD5	-1.18916666666667
SLC8A1	1.7555
DGUOK	-0.660166666666667
CLDN16	0.748
GAGE1	-2.289
RBM17	0.1423
C1QTNF3	2.05725
VGLL3	0.3675
UNQ5830	-1.1925
CD1A	-1.98066666666667
SCGB1C1	-0.124
SUPT4H1	-0.284125
TRAF5	1.38725
ASAHL	0.67175
FAM73A	1.565
OR6B1	0.329
WHSC1	-1.06795
GFPT2	1.37033333333333
LOC339809	0.715
STARD5	0.162583333333333
SIP1	-0.91525
DNAJC15	0.69625
STAU2	0.0988125
FAM98A	-0.071125
RAD23B	-0.020375
LRRC33	-0.94625
CHRAC1	-0.000499999999999994
C21orf89	0.078
C19orf43	0.248333333333333
KLK8	-1.1435
CCNE1	-2.37225
PKDREJ	0.314833333333333
SSU72	-0.0485
C17orf73	0.1075
GPR78	0.7135
WHSC1L1	-0.2626
GSTA2	-1.7615
SMUG1	0.176333333333333
UFM1	1.0708
AP3M2	-0.521833333333333
USP14	-0.226375
FBXL14	0.259833333333333
DSTN	0.98725
SFRS14	-1.121
FBXO31	-0.457833333333333
C12orf40	-0.183333333333333
FRS2	0.70475
NR2E3	-0.19975
TUBB2C	-0.0445
GMPR	-1.09683333333333
C9orf139	0.1345
ING5	-0.374428571428571
LOC730092	0.135
ORM1	-5.01875
RP11-11C5.2	-1.22325
HSPD1	-1.3003
PIWIL3	-0.462
C5orf13	0.6645
OR5R1	0.465
LCOR	0.482625
PLEKHA9	-0.993
CCDC43	-0.642
ZNF232	-0.26175
SLC6A7	0.425
ADH5	-0.391
SHBG	-0.933
CROCCL2	-0.0533333333333333
PANX3	0.2255
CDIPT	0.5835
SLC16A5	0.42575
TUBB	-0.28375
TOR3A	0.0708
PREP	-0.753666666666667
ENTPD8	0.0596923076923077
CHMP1B	0.19575
SYT12	0.7426
MYH6	-1.6573
MAP3K13	0.45
KLHL30	0.082
LCMT1	0.662875
EIF1AX	0.100166666666667
FOXD4L1	0.1465
SLC24A5	-0.9245
RNF166	-0.3014
TJAP1	-0.0755
TMEM156	-0.1255
ZNF239	0.3235
SNX19	0.6614
GKN1	0.215
FCN1	1.9128
C1QL1	-1.8555
ATP11C	0.887375
ZNF35	0.93975
CARD8	0.13075
LIMD1	-0.636
KIAA0286	-0.900125
XRN2	-0.208666666666667
CD6	0.742833333333333
TOX3	0.637625
ZSCAN4	-0.8055
RSRC1	-0.141375
COG1	0.05275
PTRF	1.0751
C16orf35	0.091
FBXO24	-0.5605
CHST11	0.2255
THRB	0.3963
MYBPC1	0.3495
RNF39	0.0751666666666667
PSMD11	-0.46275
ALAD	1.08816666666667
EN1	2.189
SLC9A9	0.6885
GSTM4	0.4766
CDC42BPA	0.0307368421052632
RCSD1	-0.22725
LUC7L2	-0.0729
SPTBN1	0.1568
LOC146167	0.121
BAT5	0.8545
ZNF452	-1.02485714285714
LSM4	-0.604625
SRP72	-0.1558
SGK269	0.128583333333333
MTX1	0.10625
CENTA1	0.212
UNQ9433	-0.608
ATR	-0.553916666666667
DDX49	-0.103166666666667
PAQR8	-0.925666666666667
C14orf174	1.13575
GBGT1	0.07275
THAP1	0.78775
OR10K1	-0.575
RASIP1	-1.0075
DPYD	1.0731
DOHH	-0.1065
C18orf45	1.9875
POF1B	-1.8112
ZNF552	2.47075
USP32	-1.167625
MED27	-0.4995
C14orf149	-0.418666666666667
PRDX4	-1.1325
ABHD12	-0.1769
AGT	-3.23975
SLC22A14	-0.81075
C1orf58	0.04375
PILRA	-0.3845
ABCF2	-0.58675
C17orf85	-0.0715
TKTL1	-0.85825
FGF1	2.3376
IL6R	0.027
VPS25	-0.15375
CHRNB2	0.03325
COL7A1	-0.9771
LRRC48	3.56383333333333
SPG20	1.11136363636364
COX10	-0.11275
GCA	1.2885
ECEL1	-0.402
GLG1	-0.106666666666667
SRD5A2L2	0.09725
MUTYH	-0.872875
ZNF70	-0.355
L2HGDH	-1.2045
GPATCH2	0.504
ZNF655	-0.128125
ZNF227	0.000833333333333334
MCOLN2	0.591166666666667
NQO2	-0.25025
KCNQ5	0.1275
NEU1	0.559333333333333
QRICH1	0.2315
ZBTB20	0.949833333333333
RPUSD3	-0.8375
EPGN	-0.8645
TSN	-0.000333333333333331
SPRY2	-1.76683333333333
LZTFL1	1.042
GMFB	0.294
PBEF1	-0.2745
HBG2	-3.99025
TMEM8	0.2075
PALM2-AKAP2	0.842666666666667
NFYA	0.26775
FAM108A1	0.409125
PBLD	1.148
NRG4	-1.8885
PIGF	-0.541
PTGER1	0.074
NOS2A	-0.319333333333333
C21orf34	0.523333333333333
C21orf51	-0.0998333333333333
IL17C	0.056
TRMT6	-0.682666666666667
ETV2	-0.145333333333333
CCDC109A	0.21525
MYLK2	-1.838
ATP10A	1.71944444444444
DPH4	-0.081
C5orf5	0.219
KCNA4	0.298166666666667
NMNAT2	-1.16516666666667
GLYATL2	0.552
LSMD1	0.172875
IL23R	-1.771
NRF1	0.04775
MUC15	1.2015
PRDM12	-1.432
PAQR4	1.04321428571429
RBBP6	-0.7718
IFI27	4.84875
SKAP2	1.23333333333333
TAGAP	2.483
TJP3	2.014
C9orf61	0.31975
IDS	0.214214285714286
PARG	0.47525
LOC131149	0.148
DYRK4	0.540833333333333
MICALL1	-0.307
GALR2	-0.486
GPBP1L1	0.405125
TBX21	3.9455
KCNJ6	0.393
GGN	0.6475
CASP5	0.598166666666667
RNF182	-4.352
BRD4	0.442
DOK4	-0.82725
SLC46A2	0.385833333333333
SOX9	1.73575
ZNRD1	-0.4375
PRR6	-3.70825
FAU	-0.10525
DTNB	0.499833333333333
CARD9	0.27125
STS-1	-0.6445
SLC4A5	0.25175
NSBP1	-2.00575
UGCGL2	-0.404833333333333
POTE15	0.7135
NOXA1	0.801
RP13-347D8.3	2.184
SAMD10	0.318833333333333
EP400NL	-1.175
TCF21	-0.1135
AMELX	-0.352333333333333
JPH2	0.5655
SLA	2.19575
DLST	-1.17466666666667
SEPT12	0.60075
RGS20	-3.67525
LXN	1.25816666666667
ZNF419	0.01375
UPK3B	-0.322333333333333
RELL1	1.6395
ESPNL	-1.4475
KLHL21	-0.226875
PI15	-0.0395
C2orf61	-0.5375
LOC407835	-0.500166666666667
RER1	0.302333333333333
ELAVL2	0.425
MGC26718	-0.616
KLF2	2.0835
TNFAIP8L3	1.09466666666667
TFE3	0.4805
C11orf17	-0.357
15E1.2	-1.81875
SNRPC	-0.92675
DLGAP1	-0.14425
PGLYRP1	-0.065125
OVCH2	0.1795
IRF7	1.8311
SET	-0.5045
NAB2	-0.1205
LRP5L	-1.119
FAM120A	0.89425
ASCL2	0.2695
SHH	-0.089
ATP5H	-0.355833333333333
THPO	-0.335666666666667
TYRP1	-3.19233333333333
HIST1H3E	0.677166666666667
EIF2S1	-0.304833333333333
TNFRSF17	-0.663333333333333
TARSL2	0.381
NKX2-8	0.5515
C1orf115	0.74525
LOC56964	0.0485
KIAA0841	-1.579
ISCU	0.74
TTMA	-0.2215
ZNF414	0.048
LOC441150	0.66575
RAB15	0.09675
HBP1	1.17616666666667
TNNT2	-1.213
CECR5	-1.4205
PHGDH	-2.153375
JRK	0.2313
XPO4	-0.605
FAM131C	1.034
ARHGAP25	1.6325
CA9	-3.80977777777778
GPR62	0.241333333333333
TLX1	0.0631666666666666
GPS1	-0.2435
OR2M2	0.3715
BDP1	0.351571428571429
FAM70B	0.64925
RPS29	-0.31775
MKLN1	-0.5487
TSPAN19	-1.2385
SLC29A3	1.3116
LGALS4	-0.292
USH2A	0.213333333333333
NF1	0.006
APOBEC3A	0.7215
IMPAD1	1.38166666666667
OLR1	3.497
NRAP	-0.022
HCFC1R1	0.977666666666667
TAOK2	0.244333333333333
MCM10	-2.59383333333333
MAP4K3	0.185
CBS	-2.74325
CLK3	-0.6551
PCDHGA5	1.1115
ELF4	0.046125
FAM71A	-0.0105
C11orf49	0.34175
CLIP2	-0.331
BTBD9	0.7049
ZNF524	0.723
KDELR1	0.0281666666666667
ZNF509	0.29
NCSTN	0.298
ZNF533	0.314071428571429
PARP4	-0.662875
GALNT9	-0.311333333333333
NPY	-2.6195
BEGAIN	-2.444
TMEM77	0.2542
FOXRED1	-1.46366666666667
SLC16A2	-0.06
SLC35B1	-0.65525
GK5	-0.308916666666667
SDCCAG10	-0.79
C4orf20	0.18775
SLC9A2	-2.12525
ADD1	0.409857142857143
TAL2	-0.495833333333333
ACLY	-0.502375
DNAJC1	2.1745
SOST	-0.70525
USP43	1.08966666666667
CYP4F12	-0.72775
FKBP5	0.439625
CHCHD5	0.1972
NUDT22	-0.568
CCDC85B	-0.611
OR51G2	0.4695
STRN3	0.8695
TMOD2	0.8775
FLI1	0.6035
MAB21L2	0.796833333333333
DGKQ	0.39975
VPRBP	0.651
SCNN1B	0.0251
ECHDC3	1.3221
TMEM106C	0.22425
CSNK2A2	-1.3925
RPL39	-0.6153
HERC3	0.587888888888889
ZBTB47	0.693666666666667
ZNF681	-0.08325
PAGE2	-2.49975
CLIC5	2.48228571428571
RABAC1	0.84375
ZFHX2	0.3605
YPEL1	0.329
KIAA0776	0.15575
NR1D2	0.89825
DNAJC4	-0.0815
NPNT	3.8601
ZNF677	-0.032
ZNF536	-0.86025
MEF2B	0.290583333333333
PTPN4	-0.177375
CTCFL	-4.6235
STX5	0.521333333333333
CD72	2.62575
VEGFA	-1.45236842105263
XRCC1	-0.1047
MAS1L	0.2626
ELL	0.417
SETBP1	2.35575
CDH11	4.344
NDC80	-2.15676923076923
DMBX1	-2.8915
NRSN1	0.126166666666667
BAT2D1	-0.00525
CDS2	0.521
C1orf212	-0.156666666666667
SENP3	-0.215
IL1F9	-0.2105
EEF2K	0.80975
COG8	-0.2255
CEP72	-1.52725
OR1L8	-0.1755
MUS81	-0.0327272727272727
PHYH	0.19025
GGT6	0.741166666666667
C22orf23	-0.510333333333333
C13orf33	3.596375
MAPK8IP2	0.53225
NELL2	5.694
POU3F2	-2.478
ALPK1	1.866875
MRPS18C	-0.57075
RPLP2	-0.271625
FGF22	-0.308
SPNS1	0.144166666666667
ZFP1	-0.242
IL1RAPL1	-0.9985
PCSK9	-2.64833333333333
NKX2-1	0.485928571428571
C6orf189	1.148
SP4	-0.075
SLC11A1	1.2776
C21orf25	0.755833333333333
ICAM2	0.322125
SH3GL1	-0.4205
GSK3B	-0.051
RALB	0.884375
PDXP	-1.62316666666667
GNGT1	-2.146125
KIR2DL1	0.586
TNFAIP3	0.744166666666667
C6orf32	0.681
CBLN2	5.97975
PANK3	0.47075
TAAR9	0.718
WDR82	0.623857142857143
APOM	-3.312625
TRIP10	-0.158333333333333
SPATA16	0.1915
C1orf135	-2.41175
USP51	0.006
TESK1	1.21375
C11orf64	0.066125
ZNF611	-0.6695
PDE6G	0.267833333333333
HLA-DQA1	4.23875
GCLC	-0.422875
SEC61A1	0.0373571428571429
TWSG1	1.09316666666667
ZMYND10	3.8475
CTDP1	0.50025
ADAMTS6	0.732
SLIT1	-2.234
KRT86	-0.2365
KIAA0574	2.4945
GTPBP2	-0.4406
PQLC3	1.6275
PRRX2	0.6095
C15orf44	0.353
MKKS	-0.78325
C11orf10	-0.39125
GPR110	0.231875
CD109	-1.14416666666667
ADCY1	0.2875
RHBG	-3.8435
TP53I3	0.0255
SLC22A3	-1.1861
UCP2	0.16525
FOXG1	-1.22233333333333
OR2AG1	0.065
TRIM24	-0.68975
PROC	-2.38875
TAAR6	0.35325
AMTN	-1.392
C10orf47	0.0998333333333333
DEPDC1	-2.48775
FLJ45557	1.326
ZDHHC17	0.23325
KIAA1429	0.546166666666667
KCNH1	0.42375
VNN3	0.32475
PSMAL	1.5515
PPARD	0.059
HFM1	-0.584
YBX1	-1.14333333333333
ZNF695	-3.089
SCTR	-0.182666666666667
DCDC1	0.395
VPS26B	-0.2855
MTF2	-0.778666666666667
ATP6V1F	-0.1
CCDC94	-0.2625
PERF15	0.152
CCL11	4.03175
LMO7	-0.5115
DCST1	0.107
ADRBK1	0.003
CDRT4	0.244375
ZNF84	-0.306
HOXD8	3.96075
STARD8	-0.203333333333333
FOXP2	-0.6525
CCDC103	0.27125
POLR3A	-0.7097
GSC	-0.840666666666667
ZNF114	-2.60833333333333
HTR7P	-0.017
LALBA	0.115
RMND5A	-0.1725
PSCD2	0.83675
ZNF409	-0.135
KRTAP1-3	0.259333333333333
MAF1	0.369
LOC201725	-0.68
NRN1	-1.79125
SPAG5	-2.447
DNAH7	1.88033333333333
FLJ43860	0.007
BRCA2	-0.7305
ACADM	-0.13825
CXXC6	-3.444125
RAGE	-0.449
CHMP2A	0.72475
FAM8A1	0.1987
GPR21	0.4085
SLC12A3	-2.62533333333333
FVT1	0.808642857142857
ZDHHC7	0.048375
FLJ44048	0.30525
SLC44A3	1.60733333333333
SDSL	0.431833333333333
MMP8	-0.75
PLA2G12B	-3.11283333333333
ACY1	-0.3825
MT1E	-0.760666666666667
OR4K15	0.4445
TECTB	-0.5545
GPR20	-0.132125
IRAK2	-0.371
RFPL3	-0.16325
MYO9A	0.23375
NARG1L	0.0035
BLMH	-1.093625
CCDC3	2.56666666666667
C9orf21	0.0936666666666667
KIAA0513	0.759666666666667
MIER2	0.186
PNMA2	-0.484166666666667
SH3BP2	0.4901
ANXA10	0.43725
RTN2	0.660666666666667
TFB1M	-2.0985
PRPH2	2.13625
C14orf133	0.27325
GOLGB1	1.51133333333333
IRX4	0.2055
NFKBIL1	-0.155
C10orf62	-0.16
APBB3	-0.547
RPS10	-0.0537
LOC728378	0.73375
TLE3	1.19961111111111
PSMB7	-0.82975
MESDC1	0.613
SLC6A1	0.0911666666666667
OCLN	1.59925
PTTG3	-2.526
NAGLU	-0.23225
SERTAD4	1.7975
SPRY1	1.0735
FLJ10781	-0.30525
MYSM1	0.05775
TRIM4	0.928642857142857
SH3YL1	0.911375
TREM2	4.55666666666667
SERPINI1	-0.23125
HDHD3	0.237375
TMEM38A	-0.66525
EID2B	-0.57575
TDRD3	-0.129166666666667
SEDLP	0.21625
THSD7A	1.78716666666667
NDST3	-1.2315
KLHL15	-0.43925
DHRS12	1.6985
FBXO9	-0.228714285714286
TNPO1	-0.344
MRPL13	-0.0638333333333333
SNX5	-1.92066666666667
METTL6	-0.54725
SOD1	-0.058375
CHML	-1.37683333333333
PACS1	0.889
SIRT5	-1.0788
CAPN2	0.443166666666667
FXYD5	-0.5745
TWISTNB	-0.529125
LRFN1	0.682666666666667
UBE1L	2.148125
UBE1C	0.2845
OR51B2	-0.277
OR4D11	0.351
C15orf2	0.1195
NR4A1	0.0673333333333333
LOC339047	-1.16925
TRIM17	-0.549875
ATP5G3	-0.860428571428571
RPL15	-0.151666666666667
ADAMTS8	-0.08675
HOXC4	0.3175
C14orf37	2.927
CEACAM5	0.4415
MYT1L	-0.0385
RASA2	0.425875
OSBPL7	-0.746
STAG1	-0.252
GIMAP4	4.56516666666667
FUT3	-1.29966666666667
PIF1	-2.99475
LPIN2	0.3269
SH3PX3	0.6505
PDP2	-0.418
PAPD1	-0.262875
ERP27	3.5495
APOOL	-0.4485
DIABLO	0.30625
TRHR	0.059125
ARMC9	0.18425
RNF152	3.63375
SLITRK3	0.539166666666667
ZNF211	0.2497
PFDN1	-0.042625
RGS11	0.199
HS6ST1	0.4794
AKR1D1	-0.99225
TNP2	0.112
STK31	0.345666666666667
EML4	-0.774666666666667
SGTA	-0.51
HIST1H2BI	0.6955
PSMD6	-1.5215
KIAA1257	0.13875
C18orf55	-0.216166666666667
FLJ20273	2.701125
RPL28	-0.6385
EPYC	3.034125
NOX3	-0.1155
ELAC1	-0.233333333333333
METT11D1	-0.62525
BIN2	0.464666666666667
NACA2	-0.36425
CCDC17	-0.02225
HM13	-0.5227
UBOX5	-0.2125
UBE2O	-0.591
UBL5	-0.13025
APOLD1	1.180375
C9orf31	0.10825
TNFSF8	0.344
ARHGAP29	0.5425
PROKR2	-0.0395
PDE5A	0.125666666666667
C6orf12	-0.683
TOM1L1	0.172
WHDC1	0.384875
FOXI1	1.40666666666667
RAB4A	0.6029
TMEM39B	-0.59825
ATPBD1C	-0.37025
FARSA	-0.657
PLEKHG5	0.45675
CMAS	-1.0966
OR7E24	-0.152
SLC30A1	0.36
CDC42EP5	1.173
PLAC1	0.0755000000000001
KLHL18	0.1375
LBA1	0.9654
TAZ	-0.628
CRIP2	1.492375
BTBD11	-1.12816666666667
C16orf72	0.5635
DIO2	2.4284
LRRCC1	1.952
CCDC136	-1.7965
PRX	0.256
RBM5	0.5221
TMEM85	0.29475
TUBGCP4	-0.974833333333333
APLN	1.466
CDK7	0.037
SSR2	0.178583333333333
CRELD1	-0.56075
C19orf46	1.726
GAL3ST4	0.982
KBTBD10	0.34975
IL28A	0.0915
WDR27	-0.792
MCM2	-1.20416666666667
SOX14	0.1535
FLJ39743	0.3735
KIAA0922	0.784625
HIPK4	0.245
FLJ25758	-0.5365
C16orf57	-0.760916666666667
PDZD2	1.21375
MCC	1.261875
HHLA3	-0.151
ID2	-0.04575
C20orf23	1.7675
ZNF688	1.28075
APOC2	-1.48983333333333
LOC440093	0.21775
FAM50B	1.78666666666667
PWP1	-0.5725
DNAH10	0.0845
HIST1H2BA	0.472333333333333
GPR56	0.446166666666667
METAP2	-0.59525
PAN3	1.022
STXBP4	-0.118
PDHX	-0.3085
MTA1	0.141454545454545
ZBED4	-0.260875
ZNF720	0.47775
CDK2	-1.422875
RHOJ	1.286875
CDC37	-0.249833333333333
ZER1	0.62075
GRK4	-0.9085
PRPH	-0.48
POLR2A	0.375375
OGFOD1	-0.98775
NOL5A	-1.06425
PHEX	0.6005
FLJ16478	-0.5145
C20orf117	-0.742428571428572
CAMTA2	0.35
C11orf74	0.110666666666667
DDX17	0.204833333333333
C5orf27	-0.133625
PLEKHA2	-0.7025
PDE4DIP	-0.6712
SCN7A	0.40975
ZNF559	-0.724666666666667
CXCL10	4.6765
ZMYM4	0.157833333333333
STK32B	0.9076
KIAA0888	-0.0181
TACR3	0.994
CKAP2L	-0.955
KIF1A	-1.33383333333333
RSPRY1	0.40425
VCAN	2.6855
CYP27C1	0.458
SYDE1	-1.04216666666667
MED12L	-0.34525
ZDHHC21	0.65775
NHS	0.933
TM9SF3	0.984166666666667
DDHD1	-0.044125
MAFG	-0.30725
BICD2	0.00830000000000001
C14orf119	-0.012
C14orf43	0.270928571428571
CDH7	1.0805
ALKBH5	-0.172142857142857
JUP	1.03575
TMEM41A	-0.169833333333333
MAMDC4	-1.32216666666667
CBX3	-0.148125
LRRC18	0.6015
RBMXL2	-0.29475
PLA2G4D	0.3105
FGF13	0.84475
KIF3A	1.46333333333333
PDIA6	-0.84225
DCXR	0.35175
CASKIN2	0.540333333333333
EHD1	0.517833333333333
MARCKSL1	0.769
ZNF496	-0.200333333333333
SCAF1	0.158166666666667
KCTD8	-1.45275
TRAF3IP3	1.06207142857143
LSR	0.592
CXorf1	0.0898333333333334
C14orf112	0.311166666666667
