Hybridization REF	TCGA-BH-A18S-11A-43R-A12D-07
NFKBIL1	-0.457166666666667
C10orf62	1.28025
APBB3	0.021
RPS10	0.4494
LOC728378	-0.5095
TLE3	0.848277777777778
PSMB7	-0.60775
MESDC1	0.297
SLC6A1	0.326833333333333
OCLN	0.270333333333333
PTTG3	-3.4525
NAGLU	0.078
SERTAD4	1.518
SPRY1	3.25725
FLJ10781	0.2715
MYSM1	0.2125
TRIM4	0.201642857142857
SH3YL1	1.350375
TREM2	4.18683333333333
SERPINI1	1.472
HDHD3	-0.38425
TMEM38A	0.306875
EID2B	-0.533
TDRD3	0.839166666666667
SEDLP	1.0055
THSD7A	3.443
NDST3	-3.815
KLHL15	-0.148666666666667
DHRS12	2.3705
FBXO9	-0.328
TNPO1	-0.298833333333333
MRPL13	-1.123
SNX5	-2.00383333333333
METTL6	-0.549
SOD1	-0.068
CHML	-1.97083333333333
PACS1	-0.1835
SIRT5	-0.6159
CAPN2	0.666833333333333
FXYD5	0.0258333333333333
TWISTNB	-0.26175
LRFN1	-0.302
UBE1L	1.324375
UBE1C	0.74175
OR51B2	-0.4485
OR4D11	0.061
C15orf2	0.8025
NR4A1	2.2445
LOC339047	-2.47
TRIM17	2.43825
ATP5G3	-0.259571428571429
RPL15	0.01625
ADAMTS8	-0.31825
HOXC4	0.6355
C14orf37	2.0635
CEACAM5	-2.866375
MYT1L	-0.599333333333333
RASA2	0.185125
OSBPL7	-1.118
STAG1	-0.503
GIMAP4	5.418
FUT3	0.571
PIF1	-3.292
LPIN2	-0.4277
SH3PX3	0.402
PDP2	0.26475
PAPD1	-0.71
ERP27	3.18225
APOOL	-0.4349
DIABLO	-0.28275
TRHR	-0.0725
ARMC9	-0.97475
RNF152	2.6195
SLITRK3	-0.7075
ZNF211	0.4357
PFDN1	-0.03825
RGS11	0.593625
HS6ST1	0.2592
AKR1D1	-0.18175
TNP2	-0.3145
STK31	1.992
EML4	-0.459583333333333
SGTA	-1.30383333333333
HIST1H2BI	-1.76533333333333
PSMD6	-1.468
KIAA1257	0.26775
C18orf55	-0.651166666666667
FLJ20273	2.039125
RPL28	-1.0715
EPYC	0.174375
NOX3	-0.417
ELAC1	0.792
METT11D1	-0.65975
BIN2	-0.0282
NACA2	0.3135
CCDC17	-0.09925
HM13	-1.0333
UBOX5	-0.325125
UBE2O	-0.6875
UBL5	-0.10975
APOLD1	2.80875
C9orf31	0.4105
TNFSF8	0.7655
ARHGAP29	1.53825
PROKR2	0.2775
PDE5A	0.799833333333333
C6orf12	-0.409
TOM1L1	-0.1335
WHDC1	0.6125
FOXI1	0.736333333333333
RAB4A	0.7049
TMEM39B	-0.8075
ATPBD1C	-0.35025
FARSA	-1.013
PLEKHG5	2.09675
CMAS	-0.742666666666667
OR7E24	-0.1935
SLC30A1	-0.913
CDC42EP5	0.917166666666667
PLAC1	-2.414
KLHL18	-0.3285
LBA1	0.412
TAZ	-1.084
CRIP2	0.86
BTBD11	-0.250333333333333
C16orf72	0.544
DIO2	0.5696
LRRCC1	-0.208166666666667
CCDC136	-2.081
PRX	0.756125
RBM5	0.3061
TMEM85	0.3325
TUBGCP4	-1.53083333333333
APLN	0.68475
CDK7	-0.230833333333333
SSR2	0.239833333333333
CRELD1	-0.15325
C19orf46	1.413
GAL3ST4	-0.1345
KBTBD10	0.91075
IL28A	0.648
WDR27	-0.0385
MCM2	-2.76716666666667
SOX14	0.5405
FLJ39743	0.466
KIAA0922	-0.213
HIPK4	0.2615
FLJ25758	0.956
C16orf57	-0.399833333333333
PDZD2	4.307125
MCC	1.46325
HHLA3	-1.081
ID2	1.02025
C20orf23	1.13583333333333
ZNF688	0.5655
APOC2	0.066
LOC440093	0.75025
FAM50B	1.831
PWP1	-0.1405
DNAH10	-0.32275
HIST1H2BA	0.744333333333333
GPR56	0.877833333333333
METAP2	-0.082375
PAN3	1.7495
STXBP4	-0.36325
PDHX	0.174
MTA1	-0.585416666666667
ZBED4	-0.327125
ZNF720	0.02275
CDK2	-2.042125
RHOJ	1.562875
CDC37	-0.477333333333333
ZER1	0.154
GRK4	-0.19725
PRPH	0.584
POLR2A	0.549375
OGFOD1	-1.37925
NOL5A	-1.879
PHEX	-0.4215
FLJ16478	-0.129
C20orf117	-0.765
CAMTA2	-0.5935
C11orf74	0.488833333333333
DDX17	0.16825
C5orf27	0.75275
PLEKHA2	-1.3419
PDE4DIP	0.00910000000000001
SCN7A	1.42375
ZNF559	0.291333333333333
CXCL10	2.59975
ZMYM4	-0.0025
STK32B	0.341533333333333
KIAA0888	-1.5981
TACR3	0.461
CKAP2L	-4.4885
KIF1A	-0.856166666666667
RSPRY1	-0.098
VCAN	-0.33875
CYP27C1	-0.5045
SYDE1	-1.513
MED12L	-2.10166666666667
ZDHHC21	0.814125
NHS	1.0615
TM9SF3	0.850333333333333
DDHD1	-0.52975
MAFG	0.0366666666666667
BICD2	-0.6069
C14orf119	-0.532833333333333
C14orf43	0.524214285714286
CDH7	-1.9265
ALKBH5	-0.498714285714286
JUP	0.162875
TMEM41A	-0.614333333333333
MAMDC4	-1.30716666666667
CBX3	-0.327
LRRC18	0.82425
RBMXL2	-0.432
PLA2G4D	0.396333333333333
FGF13	2.256625
KIF3A	0.3125
PDIA6	-0.882
DCXR	-0.51625
CASKIN2	1.119
EHD1	1.03716666666667
MARCKSL1	-0.859666666666667
ZNF496	-0.689333333333333
SCAF1	-0.290833333333333
KCTD8	-1.22975
TRAF3IP3	1.00235714285714
LSR	0.28425
CXorf1	0.0846
C14orf112	0.2935
EIF2B1	0.0955
OMP	0.1475
GSTZ1	0.042
LOC92017	1.23575
ISLR2	1.588
C12orf36	0.1715
GATA2	-1.98083333333333
GABRA5	-2.5905
CELSR2	-1.01328571428571
STAM2	0.1682
TNAP	1.11
PTPMT1	-0.287666666666667
GRP	6.36575
SV2A	-1.55133333333333
MAGEA12	-3.9805
CACNG1	-0.064
C18orf19	-1.105
GSG1	0.328166666666667
PTPRJ	-0.700285714285714
FRMPD1	0.3175
ZNF668	-0.66475
PLEKHJ1	-0.8615
ADAT1	-1.3748
TMEM50A	0.585
UCN3	0.7915
HOOK1	0.39975
IL17B	1.848
MLKL	-1.06033333333333
TTC14	-0.389333333333333
KLHL5	0.22
CRYL1	1.0075
FOXH1	-0.0785
NFYB	0.215625
PPM1G	-0.946
GOLGA2LY1	-0.4445
NMT1	-0.0625
HADHA	-0.5433
CHSY-2	1.8185
PLEKHF1	0.848071428571428
SAGE1	-2.683
MUSTN1	1.06475
SUHW4	1.4685
TFEB	2.14733333333333
ZFYVE27	0.507
ATG12	-0.491
BMI1	0.433571428571429
ZIM3	0.237666666666667
MYH4	0.31225
MASP1	-1.31633333333333
KIAA0984	0.07175
RPAP2	-0.259
ASB5	-0.000499999999999973
BOLA3	-1.30633333333333
MIA3	0.2395
KRT35	-0.126
KIR3DL3	-0.7095
MRPL51	-0.7415
SEMA3F	-0.0391666666666667
NDUFB2	0.143166666666667
LOC253012	2.977
FAM46C	-0.5319
G6PC	-2.839875
CSAG3A	-4.08166666666667
PREX1	0.342
SLC25A45	0.111875
MAPKBP1	0.8588
CPE	1.6104
GNB1	-1.138125
CXCR6	2.594
TRIM46	-0.254
C16orf3	0.7095
HPSE	1.637625
TIGD3	-0.903
SPG3A	2.77
LCAT	-0.6225
ST6GAL1	-0.989777777777778
POMC	2.12875
FLJ36031	0.260666666666667
NSMAF	-0.267166666666667
SKIL	0.5245
ADSS	0.0273333333333333
HMGCS1	-1.7709
POLR3F	-0.3595
RAB10	-0.49575
ZNF277P	-0.198875
ZBTB7B	0.3255
DHRS1	0.754625
ABCC13	-0.077875
CNOT3	-0.82525
NFKBIA	1.9945
GAK	-0.281
SFT2D2	1.01416666666667
HOXA6	0.0755
CRTC1	-0.2055
LY6D	1.368
C20orf72	-1.687
CPT1A	-0.66
LMO1	-1.5455
EIF3I	-0.50725
PRB4	0.86975
MCM3APAS	-2.609125
C20orf132	-0.1041
FOXF2	-2.96125
S100A12	1.89775
MLH1	-0.168
ACTN1	1.2563
MRPL36	-0.757833333333333
C20orf106	0.179
FBXO6	0.452
MKS1	-0.472166666666667
CX3CR1	-0.742875
PDE1B	1.4375
PLP1	-2.089
KISS1	0.211
C14orf2	-0.447333333333333
TBC1D3P2	-1.03325
COMMD6	1.8579
ANKRD7	-1.36875
PTCHD1	1.88225
NARS2	-0.87025
DOCK7	-0.175
FAM127B	0.0615
LOC390243	0.0321666666666667
N6AMT2	0.5895
ZNF391	-0.424
DNAJB14	0.0875
WRB	0.306
BPI	0.991916666666667
TTC4	-0.756833333333333
FAM10A5	-0.04575
GOT1L1	0.1288
MAGED1	-0.928125
RESP18	-0.8865
WFDC6	1.2165
MT2A	-0.067
C11orf56	0.84675
KIAA1432	-1.0965
ROR1	-0.712625
HSD17B14	1.2025
ZFAND2B	0.304375
SAMD4B	-0.6955
HEXA	0.18275
HNRNPU	-0.171636363636364
USP39	-0.70525
NRD1	-1.0425
R3HDML	0.41
FLT4	0.494666666666667
OMG	-0.0976
OR52N4	0.4225
LOC399818	0.185
ELA2	-1.45925
VENTXP1	-1.0575
RFC5	-1.7715
OR52L1	0.439
PAX5	0.0015
FBXO2	1.04575
GMEB1	0.295
AKT3	0.458666666666667
CRB1	-0.3746
CTTN	0.104666666666667
UTP15	-0.277666666666667
HSBP1	-0.19725
PHF11	1.9685
NDEL1	0.552833333333333
USP8	0.09
BAIAP2	-0.156125
SI	-0.000833333333333366
ARSJ	0.1525
BAAT	-3.18925
KCNS3	2.98333333333333
LOC126147	0.203333333333333
TMEM37	2.25775
C1orf162	3.63183333333333
MBD1	-0.1368
ITGAL	-0.379666666666667
WDR73	-0.373333333333333
GKN2	0.350666666666667
ARFGAP1	-1.598625
SLC5A8	-0.603833333333333
ZBTB40	-0.4703
CYP4B1	4.23233333333333
LYPLAL1	-0.231
CHST3	0.471
MAP3K9	-0.043
BTAF1	-0.287833333333333
TFAP2E	0.4355
RBM35B	-0.024
LOC441251	-0.274666666666667
ANKRD25	-0.0575555555555556
UQCRC2	0.348
MAEA	0.0736666666666666
HYAL1	-1.5088
RNPEPL1	0.479666666666667
CPSF2	-0.767375
PSD3	-1.0388
ABCA13	0.831125
AGR2	1.65625
GBX1	-1.3275
HDLBP	0.528928571428571
ACY3	-0.84825
HECW1	-0.4285
ZNF519	-0.74475
HOPX	2.573
ZNF304	0.880875
OR12D3	0.2675
FKSG43	0.45325
METTL1	-0.239625
MFSD3	-0.865
PSPH	-0.792
CLCA3	0.08
DARS2	-2.55783333333333
CDC25A	-2.84533333333333
BAIAP2L1	-0.88875
B3GNT5	2.346625
USP29	0.29975
ARHGEF10L	1.7432
ATOX1	-0.107375
ADAM30	0.64825
DNASE1	-1.50475
STT3A	-0.0326666666666667
RAB6IP1	0.40575
PTN	5.1443
C1orf106	-1.11092307692308
HECA	2.09525
RNF122	2.8705
SLC22A18AS	0.5475
GNG8	-0.220666666666667
ELP4	-0.16675
FAM65A	0.332833333333333
RPL10A	0.389
IRS4	0.873
MACF1	1.0018
SEC24D	-0.75575
LOC374395	0.12475
TGFB2	0.602
MDFIC	1.503625
CHRNE	0.204
PCMTD2	0.0485
ATP6V0D1	-0.217833333333333
MTA2	0.40575
LZTR1	-0.621333333333333
RAP1A	0.971
AXIN1	-0.696
POLR1C	0.106
TRIO	-0.427916666666667
PLXNA4A	1.79116666666667
C5orf33	-0.312
DEPDC1B	-5.1215
ZNF473	-0.666166666666667
MTM1	1.043625
GPR107	0.2615
CSNK1A1L	0.0843333333333333
FLJ14154	-1.236
NLRC4	4.48275
ENPP4	2.524
PADI3	0.00749999999999999
RNF170	0.329625
CG018	2.7045
C16orf7	0.10025
KCNE1	2.51075
NRM	-1.58933333333333
SLC37A3	0.122928571428571
TPD52L2	-1.03466666666667
UNC5B	-0.06
C12orf12	0.185333333333333
SDHB	-0.08775
CLRN1	0.48125
NUDT10	-0.402333333333333
UGT3A1	0.250625
FBXW8	-0.62225
RHOF	-1.214875
PTPLAD1	-0.49325
MYO3B	-1.318
DERA	-0.164
TPP2	-0.6875
C19orf53	-0.408
GINS3	-1.365875
ST6GALNAC5	3.018
CHSY1	0.696
MGC15705	-0.086
GPR83	0.250333333333333
EXT2	0.08825
DOLK	-0.1145
TUBAL3	-0.352
ACVRL1	2.7729
ABL2	0.303166666666667
C14orf156	-1.08183333333333
PTPRZ1	-0.42875
DIP2C	0.937125
LAMP1	0.907625
RXRA	0.3304
MAP3K5	1.6565
ALKBH1	-0.255833333333333
PDLIM7	-1.18675
ARL14	-1.31
SNIP1	0.214666666666667
TIMP3	2.45841666666667
RGS3	0.485
SPAG16	0.891
ABHD4	-0.47175
ARHGEF12	0.751583333333333
GLUD2	-0.0785
RAC2	-1.0484
UAP1L1	-0.638
SLC18A3	-0.438
YOD1	-1.36991666666667
RALY	-0.95275
HMOX2	-0.2605
DGKH	-0.8065
DBNDD2	1.55866666666667
YIPF4	0.694625
THAP10	-0.3195
ZNF513	0.345
HAGHL	-1.82066666666667
ITGB4	1.39116666666667
CCDC141	-1.439
YTHDF3	0.47825
C5orf28	0.7595
RPL7L1	-0.470375
TMEM30B	0.559928571428571
ANKRD35	3.7925
DUOXA2	-0.354
TBC1D5	-0.2265
DFNB59	0.834
HRH4	0.1165
MYO6	1.9719
DNAJA4	1.453375
RBM24	0.259125
CEACAM20	-1.71475
RBM23	-0.7325
NGFB	1.2285
C1orf63	-0.8393
KRTAP7-1	-0.439
PERLD1	1.3175
NPB	0.0915
C17orf59	0.5842
HSPBAP1	0.44675
SLC15A4	0.273625
PRTFDC1	-0.05775
OSMR	-0.123071428571429
CYSLTR2	-0.286
C19orf25	-0.2434
KIAA1797	-0.4375
NLRP6	0.1585
FAM105B	-0.354
SCRN2	0.992833333333333
LRRC58	-1.2593
RNF17	0.269285714285714
NEIL3	-4.7055
FAM137A	-1.50275
SKP2	-2.67275
PARVA	1.50391666666667
PKLR	-1.06
RNF34	-0.40675
A3GALT2	0.084
C12orf50	-0.213666666666667
SUNC1	-1.3825
FAM102B	-0.0258333333333333
CCT2	-1.219
LRRC37A2	-0.5
ARF4	0.161
SIKE	-0.438125
C8orf48	1.3095
MBTPS1	0.1575
GPSN2	-0.8925
NCF2	4.44375
SLC12A6	0.0401666666666667
MRPL48	-0.61225
HMGN3	0.594166666666667
LRRC62	-0.85875
PAX9	-0.95775
FAM55A	0.9505
C20orf42	-1.36416666666667
SCML2	-2.54
BCL9	0.37625
FAM40A	-0.377
C9orf41	-1.004
ZNF774	-0.179
LETM1	-1.2045
PLXNB1	-0.2015
NIPSNAP1	-1.80825
USP10	-1.39175
F9	-0.0485
LIPE	5.505
CNGB3	0.1645
C12orf52	-0.56075
PI4K2A	-0.28225
MED8	0.094125
STAT4	1.9607
FGD4	1.3145
RNF145	0.119
WDR32	-0.3552
CLDN2	0.120666666666667
TCEAL8	0.73625
ZMYND8	-1.2819
PDXK	0.1321875
GATAD2A	-0.89875
PTGES3	-0.8375
CCM2	-0.15325
TAP1	0.219375
ZNF670	0.14575
ETS2	2.11828571428571
C6orf166	0.288833333333333
PRMT2	0.283071428571429
OR4B1	0.042
INTS8	-0.9495
CCDC102A	0.0895
CCDC83	-1.464
ITGA1	1.4239
EPHA5	-2.4162
FAM24B	-0.513
TSGA10	2.64525
HAL	-2.4665
MYOT	1.618
SPACA3	1.05725
BCL2L2	0.345833333333333
CUGBP2	1.992
CCNB3	0.74325
RNF113B	-0.61525
MERTK	2.088
BAG1	0.605
VPS36	0.37475
ORMDL3	1.0573
C1orf190	1.60625
ZNF625	-0.80325
CORO2B	-0.637
ALOX15	-0.7255
CST1	-0.421
NUPR1	2.69583333333333
CCL7	1.426
SMCR5	-1.3015
DSC2	1.999
RBMS2	0.29975
GRIK4	0.31
TRIM65	-0.5268
TMPRSS6	-0.364
TP53INP2	-0.3705
GLB1L	0.848833333333333
LOC388284	0.755666666666667
PUS1	-0.978357142857143
BCL9L	-0.751
OLFM1	0.390333333333333
RET	-1.252375
MASTL	-2.453
ALX3	0.0775
IL1RL1	1.25666666666667
ZNF765	-0.7094
C14orf138	-0.3465
SNX10	-0.391666666666667
TAC4	0.0495
C1orf64	1.812625
POGK	-0.225625
MAPK9	-0.17975
ZNF366	3.8705
C8orf79	2.6288
CLDN7	1.30575
OR5AT1	0.2465
TRIM37	-2.98125
LRRC25	3.37275
GRHL2	1.6976
TEKT3	2.01675
LASS5	-0.555166666666667
ABCC4	-2.4775
DLG3	-0.445875
VGLL1	3.650375
ZFP36L2	3.09816666666667
MFRP	0.690333333333333
KIAA1799	0.04825
FLJ44379	-0.3105
PCNX	0.06625
ANXA9	-0.929
CYP4V2	1.5016
PIK3C2A	-0.36325
SRR	0.5145
NOL3	-0.51
IFITM2	1.2075
ARNTL2	-1.7625
ZNF595	0.56
NLRP13	0.9855
ASPH	0.985625
CPA2	0.3625
PVRIG	-0.847166666666667
LEPR	1.89
C16orf42	-0.00816666666666667
SH3BGRL	1.56275
FAM77D	-0.26
FNDC7	-1.058
C9orf6	0.1985
NOTCH2NL	0.771333333333333
PGBD1	-0.567166666666667
SYNGR2	0.121666666666667
PITPNA	-0.4139375
PRPF4B	-0.5152
SLC43A3	-0.967
NRBP1	-0.66
SLC25A22	0.03
ILK	-0.426125
SLC22A8	0.281833333333333
MRPS7	-0.495125
PITX2	-2.011
FABP3	0.879125
OR1L1	0.528
LOC728215	0.50575
BLID	-2.5845
KIAA1217	3.32976470588235
TFPT	-0.218
AP4B1	-0.381
VBP1	-1.3
OR1K1	0.2175
MORC3	0.79675
BHMT2	2.649
C3orf10	0.879875
FZD7	2.873
WFDC10A	-0.837
PMS2CL	-0.8955
CCDC32	0.844166666666667
FA2H	-1.32
ALG13	0.1895
TTLL7	-0.3182
SPOCK3	1.7465
SLC13A2	0.1645
AIM1	2.27375
GPRC6A	0.4355
EGR2	7.78625
MED11	0.43925
WWC1	1.14975
SH3GL3	-3.488
RIF1	-0.752571428571429
PRLH	0.2655
VLDLR	0.697
DBT	-0.036875
C21orf63	1.4025
CGGBP1	-0.378875
KRTAP12-2	-0.2935
TADA3L	-1.236875
ZBTB16	3.943
PDGFB	0.766625
RFX1	0.1445
UQCRB	-0.0029
LOC133874	0.678
HPS3	-0.79375
LGALS3BP	0.0227
DKFZP564O0823	3.11485714285714
MRFAP1L1	0.474375
HOXA10	0.0195
NGB	-0.572
KIF21A	-1.04846153846154
IFLTD1	-0.036
LZTS1	-0.0475
ARHGEF3	1.72025
RHBDL3	-0.9075
CSNK1G2	-0.541166666666667
ChGn	0.128625
KIAA1244	0.692
GABRB2	0.478
MGC72080	-1.112
CD27	3.40725
EGLN1	-1.3451
PEX13	0.61625
RWDD3	0.413
RNF12	-0.404333333333333
GRIN2B	0.54
ADAMTS14	-0.9465
DYDC2	-0.154833333333333
ATP6AP1	-0.2727
NR1H2	-0.502833333333333
PDK2	0.1695
C3orf17	0.137833333333333
SLC38A2	-0.909142857142857
SLC25A29	0.0356666666666667
C15orf29	0.257875
ADAM9	0.414416666666667
TMUB2	-0.01375
GPR176	-0.98525
AGK	-1.2415
MCCD1	0.42725
NDUFA4	-0.25075
TMEM146	0.21525
DUSP1	3.577625
UNQ6975	0.872
EMX2OS	4.7
INSM2	-0.367
LUZP4	-0.78775
SETD6	-0.64575
P2RY2	2.37425
SLC45A2	-1.61
RABGAP1	0.598333333333333
UBXD5	-0.7935
GPRC5A	-0.7404
PAK3	2.873
LOC63920	-0.9915
TGFBR1	0.7122
KRTAP6-3	0.35025
SFMBT2	-1.0025
CDC42	0.2565
C11orf35	-0.117
TTLL2	0.61725
UACA	0.939333333333333
CD97	-0.7902
SETD5	-0.711
NINJ2	-0.6145
PTER	0.519833333333333
POMGNT1	-0.4695
KRTAP4-2	-0.0085
ECGF1	1.90525
HRB	-0.0453636363636364
ATP1B2	0.2925
LOC400506	-1.0635
COL4A3BP	1.50425
C6orf97	0.93575
GRHPR	0.13525
TAS2R1	-0.589
SEMA7A	-2.251
EDF1	0.33625
ODF2L	0.934
PCID2	-0.8555
GTF2H4	-0.733833333333333
ZCCHC3	-0.869125
CGB2	0.826666666666667
NEUROD1	0.57775
C20orf75	-0.761
RP5-1054A22.3	1.7
IFNA5	0.2485
ZNF134	0.240833333333333
MGC119295	-1.1657
ZSWIM6	0.332375
SMEK1	0.201
PCGF2	-0.168
C1orf102	2.482
CYP2A13	1.0135
KCNH6	-0.5392
MDM1	0.4985
ALDH7A1	0.027
C9orf75	-1.18975
VDAC3	-0.734875
OR51T1	0.112
EIF3F	-0.213166666666667
KCNJ10	-0.4405
LENG8	0.35075
EDEM2	-0.33975
CCNJL	-0.3935
DHX37	-1.208
CRYGN	0.583
AATF	-1.3655
ZNF630	0.6715
E2F5	-1.473
WFDC13	-0.42925
FTSJ3	-1.29733333333333
C4orf33	0.62825
LHFPL4	-2.369
C19orf56	-0.421083333333333
SMAD4	0.31425
AFM	-0.7722
G0S2	5.909
FCHSD2	-0.2422
RRP1B	-1.0698
EEF1B2	0.190166666666667
STAT6	1.15783333333333
ZNF195	-0.57375
GNL1	-1.00366666666667
ZNRF2	0.2415
PER3	-0.018875
ASB16	0.493
C10orf10	3.71821428571429
ADCY8	-2.94766666666667
C9orf58	0.8365
ARMC10	-0.558
PSG1	-0.7685
DHX34	-0.2305
VARS2	-0.799625
NFIC	-0.647
ITPR2	1.27
AGXT2	0.3925
OR6K3	-0.168
H2AFZ	-1.30916666666667
MLLT3	0.43925
COX4I2	1.987
CCNT2	0.0495
PLK4	-3.364625
NUMBL	-0.310166666666667
MED16	-0.56925
PLEKHQ1	2.564
GOSR1	0.476
BTG4	-0.179333333333333
RPL30	0.357333333333333
IGSF5	-1.13525
IGFL2	0.0891666666666667
ELMOD2	0.526333333333333
SHC3	-0.936333333333333
HAVCR1	-0.094
DYNC2H1	0.613125
RNF5	-1.154
C2orf7	-0.10925
NLF1	0.568
KLHL25	1.32375
LRP10	0.3996
KRI1	-0.81525
PUS7L	-0.574333333333333
MGMT	1.00525
HOXD1	-0.535666666666667
CSH1	0.5032
ATG16L2	-0.125
FLJ44635	1.233
CHODL	1.70725
EXOSC8	-1.031
SLC28A1	0.3495
MYO7B	-1.34216666666667
SEH1L	-0.833
MTNR1A	0.39
TSPAN5	0.447666666666667
CDC45L	-4.30966666666667
AMIGO1	0.235
ATAD3A	-1.60575
OSGIN2	0.429833333333333
PDIK1L	-0.0318333333333333
DARC	4.388
PIPSL	0.106
SHMT1	-0.23025
CRISP3	1.1845
POPDC2	2.59983333333333
ZRANB2	-0.5365
FBXL8	0.1695
TRIP13	-3.82836363636364
EIF5AL1	-1.709
POU5F1P3	-4.28533333333333
IL6	4.62783333333333
CXorf38	-0.496833333333333
IFNA16	0.123
FBXL2	1.45316666666667
BRD1	0.818
STATH	0.3765
FBXO44	-0.128666666666667
MCCC2	-0.7675
CDC2	-3.6278
C5orf23	3.72775
IVD	-0.541833333333333
C10orf122	-1.7535
MSL3L1	0.016
MVP	0.569
EPOR	-0.789
ZMYM1	-0.9385
BCL7C	-0.4525
PSTPIP2	1.0867
LYPD1	-1.702
OR8G5	-0.329
ZP3	-1.405
BCAS4	-0.67475
EDG6	2.446
ISY1	-0.48325
PRAMEF2	-1.132
CUL1	-0.61525
RNF213	0.0372
CCRK	0.7245
DHX9	-0.549
C13orf29	0.50825
NCKAP1	1.28683333333333
MRPL43	0.513
XPR1	-0.00175
PKN2	0.5591
PODNL1	-0.0825
ZNF333	0.44325
DALRD3	0.0715
OPN1SW	0.82
BTBD6	1.0285
C11orf82	-3.374
OR5P3	0.1795
DUSP11	0.5285
L1CAM	-1.5344
NEK11	1.61716666666667
OR7E91P	1.721
CNTN3	3.3389
CREB3L2	0.52875
ZBTB37	-0.3905
KIAA1324L	1.05325
NDUFB10	-0.261
NUDT2	1.02475
GTPBP8	-0.33325
CACNA1D	-0.021875
PRKAA2	-1.54266666666667
PRDM8	0.3495
MGC16075	-0.00516666666666665
KRT14	3.35664285714286
PP8961	0.53775
MRPL18	-0.24725
ABCG2	-0.716
PACRG	3.06275
BBS2	0.8125
KREMEN2	-3.4595
FBXO21	0.60575
HNRPUL1	-0.638083333333333
GRB10	0.37675
CLSTN1	0.376375
LMAN2	-0.621
C17orf61	0.4545
NIPSNAP3A	1.38225
INSIG2	-0.179
PCDHB7	1.431
STXBP2	-1.018375
CMAH	1.5845
SEMA5B	-0.73975
ZNF155	0.1205
COQ6	0.0106666666666667
PRPF4	-0.81525
TSPAN15	2.4141
VN1R5	0.76875
LATS2	1.645
SELK	0.887
PGK2	-0.14175
MS4A1	0.35725
TYW3	-0.4241
KRTAP5-1	1.2075
RCCD1	-1.69033333333333
BTN1A1	-0.10275
DDX28	-0.057
TMEM65	-0.418875
LOC92345	-0.5025
TTC31	-0.84725
WDR46	-1.0545
CHP2	-1.01066666666667
LSP1	1.17225
ZNF542	-0.17575
EXOSC1	-0.15425
ARHGAP18	0.187
LRRTM4	-0.539714285714286
MAOB	4.67033333333333
CACNB4	1.05875
MGC33846	0.976375
RANBP3L	1.204375
ATP5L	0.35775
ONECUT1	-3.4675
NUDT9	0.23325
TMEM149	0.8985
STX17	0.70575
IGSF10	-0.96625
TMPRSS9	0.041
BMPR2	0.71725
ALLC	-0.19925
KLF7	1.346625
GCC1	0.5438
TIMM9	-0.439
CDO1	4.32
MGC10701	-0.602166666666667
IFI6	0.111666666666667
FRMD8	1.15175
MGAT2	0.061
WBP5	0.4525
CNIH2	-0.30125
KIAA0907	-1.5193
KCNH8	3.725
CTSG	0.9515
GRIK1	4.61783333333333
CUL5	1.101875
FRMD1	0.646
OR9A4	0.883
SYT6	-1.109625
FOXD4L2	-1.46775
ANAPC2	-1.4575
OPN5	1.295
TAF13	0.3835
LYG2	-0.642
GGNBP1	-0.3355
C11orf40	0.4145
OTX2	-1.838
REG4	-0.175
EIF5	0.0135
PALB2	-1.38875
SEPSECS	-0.216
RNASE3	-0.24375
TRIM49	-1.116
POLR2K	0.2117
GPR42	0.1605
C8B	-2.46875
SASS6	-0.986
PREB	-0.401833333333333
OR3A3	0.396
TUBA8	1.139
IGLV2-14	-1.079
STIL	-3.56275
ANKFN1	-0.909166666666667
NME7	-0.90775
HOXC12	-1.5845
UBE2C	-3.214625
FHOD1	-0.713625
CDK2AP1	0.00183333333333334
OR6K2	0.5795
DHPS	-1.10025
RPL5	0.429333333333333
TRGV5	0.474
LOC541472	1.04925
HCCS	-0.3087
DENND1B	1.1415
LHX3	0.247
OR5D16	0.7955
CXorf57	-0.633833333333333
IRF2BP1	0.486
NDST2	0.42
LCE3D	0.0125
BOLL	0.010125
SYT3	-0.71575
PIH1D2	0.38475
C20orf7	-0.3485
IL1R2	0.473333333333333
SLAMF9	-0.421
PPME1	-1.518375
PIK3CA	0.66125
TRAPPC1	-0.997
COLEC10	-2.0135
SLC9A6	0.0246666666666667
PDDC1	-0.165666666666667
CCDC53	0.77875
GK3P	-0.89875
DAZL	-1.34275
BRI3	0.96575
SDK1	0.456
CYP2C18	0.5075
IFI44L	2.424375
RPL3L	0.4915
FUT9	0.864333333333333
KIFC2	-0.758166666666667
PMP2	-0.449875
SLC4A9	0.2315
PLAG1	-0.6365
MYCBP2	0.7625
OR4E2	0.055
CCDC65	1.32675
C16orf82	0.09675
ENTPD4	-0.505375
BRP44L	0.743875
PMP22CD	-0.406333333333333
TMCO4	1.193
KCNN1	-1.11533333333333
WDR35	-0.1155
CCDC80	2.377875
C3orf31	-0.84775
SLC7A9	-1.52
TMEM190	-1.2025
DBC1	1.70416666666667
FADS3	0.808
PDZD8	-0.437
GRM5	0.072375
AZGP1	3.6465
PEX3	0.7745
MED1	0.142142857142857
ATG4C	-0.345666666666667
HNRPH3	-0.48825
FAM109B	0.81675
