Hybridization REF	TCGA-BH-A18T-01A-11R-A12D-07
ATP6V0D1	-0.4845
MTA2	0.35075
LZTR1	0.0101666666666667
RAP1A	-0.344
AXIN1	-0.156875
POLR1C	-0.275
TRIO	-0.0401666666666667
PLXNA4A	-0.652666666666667
C5orf33	0.1935
DEPDC1B	-2.351625
ZNF473	-0.4995
MTM1	0.42125
GPR107	0.264333333333333
CSNK1A1L	0.220166666666667
FLJ14154	-0.25
NLRC4	3.51025
ENPP4	1.5045
PADI3	0.6735
RNF170	-1.0385
CG018	0.0831666666666667
C16orf7	0.034
KCNE1	2.3285
NRM	-0.7915
SLC37A3	-0.296071428571429
TPD52L2	-1.31533333333333
UNC5B	2.91325
C12orf12	0.2758
SDHB	-1.018
CLRN1	0.267714285714286
NUDT10	0.414166666666667
UGT3A1	0.519125
FBXW8	0.241
RHOF	-1.244875
PTPLAD1	0.325875
MYO3B	-0.58175
DERA	-0.58025
TPP2	-0.7745
C19orf53	0.0445
GINS3	-1.2805
ST6GALNAC5	0.358
CHSY1	0.13925
MGC15705	-0.495
GPR83	0.770833333333333
EXT2	0.70625
DOLK	0.535
TUBAL3	-1.48625
ACVRL1	2.1124
ABL2	0.0518333333333334
C14orf156	0.390166666666667
PTPRZ1	-3.626375
DIP2C	0.625
LAMP1	0.012875
RXRA	0.4585
MAP3K5	0.5
ALKBH1	0.0848333333333333
PDLIM7	0.026625
ARL14	-1.8005
SNIP1	-0.3475
TIMP3	1.98
RGS3	-0.0898333333333333
SPAG16	0.3726
ABHD4	0.57075
ARHGEF12	0.33475
GLUD2	-0.67
RAC2	-1.6622
UAP1L1	-0.7155
SLC18A3	-0.1165
YOD1	-0.886083333333333
RALY	-0.3985
HMOX2	0.86175
DGKH	0.3925
DBNDD2	2.24066666666667
YIPF4	0.45175
THAP10	-0.196
ZNF513	0.63775
HAGHL	-0.301166666666667
ITGB4	0.508333333333333
CCDC141	-2.386
YTHDF3	0.24125
C5orf28	0.8065
RPL7L1	-0.570875
TMEM30B	1.39778571428571
ANKRD35	1.8965
DUOXA2	-0.117
TBC1D5	-0.03775
DFNB59	-0.395
HRH4	-0.441
MYO6	2.1867
DNAJA4	1.0995
RBM24	-0.346125
CEACAM20	-0.50475
RBM23	-0.662357142857143
NGFB	0.3985
C1orf63	-1.3495
KRTAP7-1	0.54
PERLD1	2.10025
NPB	0.506
C17orf59	0.7693
HSPBAP1	0.041
SLC15A4	-0.035
PRTFDC1	-0.42325
OSMR	-0.226857142857143
CYSLTR2	-1.886
C19orf25	0.0952
KIAA1797	-0.338
NLRP6	-0.015
FAM105B	0.0971
SCRN2	0.0435
LRRC58	-1.4986
RNF17	0.2235
NEIL3	-2.471
FAM137A	-1.08025
SKP2	-3.07575
PARVA	1.39083333333333
PKLR	-1.4795
RNF34	-0.408
A3GALT2	0.7595
C12orf50	-0.532333333333333
SUNC1	-2.069
FAM102B	-0.749333333333333
CCT2	-0.72825
LRRC37A2	-0.9195
ARF4	0.7065
SIKE	-0.617
C8orf48	1.51416666666667
MBTPS1	0.0387857142857143
GPSN2	-1.272
NCF2	3.8845
SLC12A6	0.0326666666666667
MRPL48	-0.4985
HMGN3	-0.923
LRRC62	-0.854
PAX9	2.5745
FAM55A	0.6355
C20orf42	-3.05
SCML2	-2.56816666666667
BCL9	1.01075
FAM40A	-0.379
C9orf41	-0.549666666666667
ZNF774	-0.121
LETM1	0.12825
PLXNB1	-0.367333333333333
NIPSNAP1	-1.329625
USP10	-1.32375
F9	0.39925
LIPE	1.92175
CNGB3	-0.03
C12orf52	-0.195875
PI4K2A	-0.097875
MED8	0.5255
STAT4	0.6958
FGD4	0.743333333333333
RNF145	-2.29866666666667
WDR32	1.0456
CLDN2	0.2328
TCEAL8	1.3315
ZMYND8	-0.984
PDXK	-0.34821875
GATAD2A	-0.04925
PTGES3	-0.7185
CCM2	-0.36025
TAP1	0.559375
ZNF670	-0.034
ETS2	-0.514428571428571
C6orf166	-0.460333333333333
PRMT2	-0.218714285714286
OR4B1	0.5355
INTS8	-0.0885
CCDC102A	-0.2465
CCDC83	-0.413
ITGA1	0.8501
EPHA5	-2.24622222222222
FAM24B	-0.789666666666667
TSGA10	0.7525
HAL	-2.436
MYOT	0.4565
SPACA3	0.74325
BCL2L2	-0.207166666666667
CUGBP2	0.216333333333333
CCNB3	1.55025
RNF113B	0.03
MERTK	0.63725
BAG1	-0.18425
VPS36	0.03975
ORMDL3	0.4855
C1orf190	1.73625
ZNF625	-0.24275
CORO2B	-1.58625
ALOX15	-0.542
CST1	4.0495
NUPR1	2.228
CCL7	2.03925
SMCR5	-1.592
DSC2	2.72
RBMS2	1.1255
GRIK4	-0.428
TRIM65	-0.7485
TMPRSS6	-0.322
TP53INP2	0.32675
GLB1L	0.606833333333333
LOC388284	0.0131666666666667
PUS1	-0.324428571428571
BCL9L	-0.4255
OLFM1	-1.01716666666667
RET	1.520375
MASTL	-1.981
ALX3	0.2965
IL1RL1	0.0301666666666666
ZNF765	0.1982
C14orf138	-0.14625
SNX10	-1.28416666666667
TAC4	0.04
C1orf64	3.8135
POGK	0.678625
MAPK9	0.1315
ZNF366	2.78075
C8orf79	0.1792
CLDN7	2.652
OR5AT1	0.202
TRIM37	-2.54475
LRRC25	2.52
GRHL2	2.8342
TEKT3	2.236
LASS5	-0.709166666666667
ABCC4	-2.82183333333333
DLG3	1.52175
VGLL1	2.649875
ZFP36L2	2.09433333333333
MFRP	0.338333333333333
KIAA1799	-0.50175
FLJ44379	3.917
PCNX	0.3275
ANXA9	1.889
CYP4V2	0.4302
PIK3C2A	-0.563
SRR	0.0735
NOL3	-0.63525
IFITM2	0.7345
ARNTL2	-2.17125
ZNF595	-0.01125
NLRP13	0.815
ASPH	-0.174375
CPA2	0.7985
PVRIG	-1.847
LEPR	-0.111833333333333
C16orf42	0.4765
SH3BGRL	2.6835
FAM77D	-0.3688
FNDC7	-0.6675
C9orf6	0.213333333333333
NOTCH2NL	0.785
PGBD1	-0.0976666666666667
SYNGR2	0.453333333333333
PITPNA	0.2520625
PRPF4B	-0.9877
SLC43A3	-1.9925
NRBP1	-0.1465
SLC25A22	0.35875
ILK	0.046125
SLC22A8	0.707333333333333
MRPS7	-0.633125
PITX2	3.25375
FABP3	0.461875
OR1L1	-0.0865
LOC728215	1.9255
BLID	-2.619
KIAA1217	3.02323529411765
TFPT	1.37725
AP4B1	-0.658
VBP1	-1.45625
OR1K1	0.5455
MORC3	0.48175
BHMT2	0.406
C3orf10	0.47125
FZD7	1.41683333333333
WFDC10A	-0.018
PMS2CL	-0.263625
CCDC32	0.601
FA2H	-0.2005
ALG13	0.4065
TTLL7	-0.6384
SPOCK3	0.058
SLC13A2	0.508
AIM1	0.88325
GPRC6A	0.1025
EGR2	4.42425
MED11	0.59175
WWC1	2.146
SH3GL3	-3.55125
RIF1	-0.978142857142857
PRLH	0.013
VLDLR	-2.441
DBT	-0.6128
C21orf63	-0.1655
CGGBP1	-0.306
KRTAP12-2	-0.4575
TADA3L	-0.563125
ZBTB16	3.56075
PDGFB	1.180375
RFX1	0.326875
UQCRB	0.1232
LOC133874	-0.5005
HPS3	-2.24975
LGALS3BP	0.7166
DKFZP564O0823	3.46892857142857
MRFAP1L1	-0.111625
HOXA10	-1.35883333333333
NGB	0.5905
KIF21A	0.414538461538461
IFLTD1	0.8075
LZTS1	0.025125
ARHGEF3	0.9025
RHBDL3	1.259
CSNK1G2	-0.482583333333333
ChGn	-1.154875
KIAA1244	2.03016666666667
GABRB2	0.343
MGC72080	-0.2605
CD27	2.36375
EGLN1	-0.8349
PEX13	1.18775
RWDD3	-0.154
RNF12	-0.2175
GRIN2B	1.2995
ADAMTS14	0.0475
DYDC2	1.9265
ATP6AP1	0.4045
NR1H2	-0.154666666666667
PDK2	-0.47925
C3orf17	-0.303333333333333
SLC38A2	-0.605357142857143
SLC25A29	0.668
C15orf29	-0.337875
ADAM9	-1.23991666666667
TMUB2	-0.223625
GPR176	-0.669
AGK	-0.575375
MCCD1	1.76925
NDUFA4	0.16775
TMEM146	1.1565
DUSP1	0.974625
UNQ6975	0.389
EMX2OS	5.17325
INSM2	-0.783
LUZP4	-0.03475
SETD6	-0.92775
P2RY2	3.5855
SLC45A2	-3.618
RABGAP1	0.135833333333333
UBXD5	-0.28075
GPRC5A	0.7582
PAK3	0.100833333333333
LOC63920	-0.223
TGFBR1	0.8491
KRTAP6-3	0.55925
SFMBT2	-0.59825
CDC42	0.04025
C11orf35	0.682
TTLL2	-0.277
UACA	0.425916666666667
CD97	-2.3697
SETD5	-0.647875
NINJ2	-0.26275
PTER	0.00616666666666667
POMGNT1	0.7585
KRTAP4-2	-0.1195
ECGF1	1.579875
HRB	-0.661090909090909
ATP1B2	-0.4878
LOC400506	-0.29675
COL4A3BP	1.14425
C6orf97	0.721
GRHPR	-0.14525
TAS2R1	1.727
SEMA7A	-1.192
EDF1	0.35325
ODF2L	0.9307
PCID2	-1.0855
GTF2H4	-0.8185
ZCCHC3	-0.587
CGB2	0.433333333333333
NEUROD1	1.4895
C20orf75	-0.109
RP5-1054A22.3	1.956
IFNA5	0.17
ZNF134	1.53658333333333
MGC119295	-0.1943
ZSWIM6	0.288875
SMEK1	0.3005
PCGF2	0.37175
C1orf102	2.86975
CYP2A13	5.3455
KCNH6	-0.32
MDM1	1.0662
ALDH7A1	0.611166666666667
C9orf75	1.2385
VDAC3	-1.71975
OR51T1	0.482
EIF3F	-0.779583333333333
KCNJ10	-0.2525
LENG8	0.392
EDEM2	-0.0516666666666667
CCNJL	-0.642333333333333
DHX37	-0.312
CRYGN	1.748
AATF	-0.578625
ZNF630	2.318
E2F5	-1.115
WFDC13	-1.22475
FTSJ3	-0.626833333333333
C4orf33	0.98175
LHFPL4	-2.99625
C19orf56	-0.08925
SMAD4	-0.35075
AFM	0.7422
G0S2	-1.00775
FCHSD2	-0.2698
RRP1B	-0.9427
EEF1B2	-0.920666666666667
STAT6	-0.3535
ZNF195	-0.637
GNL1	-0.894833333333333
ZNRF2	0.772333333333333
PER3	-1.03425
ASB16	0.78575
C10orf10	1.80871428571429
ADCY8	-3.27516666666667
C9orf58	-0.729166666666667
ARMC10	0.2745
PSG1	-1.4355
DHX34	-0.53075
VARS2	0.28425
NFIC	0.01425
ITPR2	0.0385
AGXT2	0.431166666666667
OR6K3	-0.058
H2AFZ	-0.566916666666667
MLLT3	0.560833333333333
COX4I2	2.43775
CCNT2	-0.51025
PLK4	-1.932625
NUMBL	-0.3415
MED16	-0.00625
PLEKHQ1	1.054
GOSR1	0.2885
BTG4	-0.5795
RPL30	0.00775000000000001
IGSF5	1.3315
IGFL2	3.3825
ELMOD2	1.3025
SHC3	-1.1365
HAVCR1	0.529
DYNC2H1	-0.191875
RNF5	-0.589666666666667
C2orf7	0.659
NLF1	1.1925
KLHL25	0.728
LRP10	0.9916
KRI1	-0.84825
PUS7L	0.464
MGMT	1.4015
HOXD1	1.06666666666667
CSH1	0.5675
ATG16L2	-0.98975
FLJ44635	-0.0945
CHODL	0.54375
EXOSC8	-1.5665
SLC28A1	-0.29575
MYO7B	-0.714166666666667
SEH1L	-0.8007
MTNR1A	0.405833333333333
TSPAN5	0.328666666666667
CDC45L	-2.88116666666667
AMIGO1	0.178
ATAD3A	-1.249625
OSGIN2	0.3355
PDIK1L	0.234833333333333
DARC	2.029
PIPSL	0.898
SHMT1	-0.802
CRISP3	0.507
POPDC2	2.05983333333333
ZRANB2	-1.14366666666667
FBXL8	0.841
TRIP13	-2.455
EIF5AL1	-0.9585
POU5F1P3	-4.80566666666667
IL6	-1.2485
CXorf38	0.311333333333333
IFNA16	0.081
FBXL2	2.0325
BRD1	0.10375
STATH	0.38825
FBXO44	0.3855
MCCC2	0.704
CDC2	-1.1586
C5orf23	-1.1615
IVD	-0.637333333333333
C10orf122	-0.946666666666667
MSL3L1	0.5536
MVP	0.63125
EPOR	-1.7231
ZMYM1	-0.778
BCL7C	0.902333333333333
PSTPIP2	0.1459
LYPD1	-1.5785
OR8G5	null
ZP3	-0.819
BCAS4	1.45791666666667
EDG6	1.3275
ISY1	-0.615
PRAMEF2	-1.14825
CUL1	-0.817875
RNF213	1.9647
CCRK	1.507
DHX9	-0.35275
C13orf29	-0.135
NCKAP1	1.05366666666667
MRPL43	1.29792857142857
XPR1	0.852
PKN2	0.4797
PODNL1	1.2535
ZNF333	-0.012
DALRD3	0.31175
OPN1SW	-0.1415
BTBD6	0.96425
C11orf82	-1.692
OR5P3	-0.1405
DUSP11	0.2185
L1CAM	-1.7349
NEK11	2.08783333333333
OR7E91P	0.7485
CNTN3	4.0321
CREB3L2	0.654
ZBTB37	1.3995
KIAA1324L	0.918
NDUFB10	0.600666666666667
NUDT2	0.0195
GTPBP8	-0.601
CACNA1D	-0.29025
PRKAA2	-0.403166666666667
PRDM8	0.2785
MGC16075	-1.39516666666667
KRT14	0.531071428571429
PP8961	1.086625
MRPL18	-0.21225
ABCG2	-2.27025
PACRG	3.0175
BBS2	0.4555
KREMEN2	-1.34
FBXO21	0.741
HNRPUL1	-0.56525
GRB10	-0.4185
CLSTN1	0.816
LMAN2	-0.0706
C17orf61	0.7805
NIPSNAP3A	0.65575
INSIG2	-1.19183333333333
PCDHB7	0.92
STXBP2	-0.311875
CMAH	1.54318181818182
SEMA5B	0.08425
ZNF155	0.0886666666666667
COQ6	0.8375
PRPF4	-0.898
TSPAN15	3.1375
VN1R5	0.51925
LATS2	0.861
SELK	0.5535
PGK2	0.956
MS4A1	-1.653875
TYW3	-1.1725
KRTAP5-1	1.27175
RCCD1	-1.58166666666667
BTN1A1	0.41325
DDX28	0.21825
TMEM65	0.16525
LOC92345	-0.2545
TTC31	-0.71
WDR46	-0.469
CHP2	-0.887666666666667
LSP1	1.055125
ZNF542	1.074
EXOSC1	0.385
ARHGAP18	-0.165166666666667
LRRTM4	-1.712125
MAOB	1.5525
CACNB4	-1.09825
MGC33846	0.970625
RANBP3L	1.469125
ATP5L	0.06725
ONECUT1	-3.4955
NUDT9	1.1605
TMEM149	0.6745
STX17	1.437
IGSF10	-3.66125
TMPRSS9	0.2355
BMPR2	0.5485
ALLC	-0.16925
KLF7	0.65825
GCC1	0.5526
TIMM9	0.0295
CDO1	2.3665
MGC10701	-0.241333333333333
IFI6	1.41733333333333
FRMD8	0.41925
MGAT2	0.8865
WBP5	1.05933333333333
CNIH2	0.146
KIAA0907	-0.9996
KCNH8	-0.694
CTSG	-1.4035
GRIK1	-0.4655
CUL5	0.463875
FRMD1	0.995
OR9A4	2.0915
SYT6	-1.753125
FOXD4L2	0.5365
ANAPC2	-0.597833333333333
OPN5	0.808
TAF13	0.6615
LYG2	-0.784
GGNBP1	-0.725
C11orf40	0.3375
OTX2	-1.3
REG4	0.064
EIF5	-0.6253125
PALB2	-1.21
SEPSECS	-0.235
RNASE3	-0.4185
TRIM49	-1.0315
POLR2K	0.6141
GPR42	0.3875
C8B	-3.53875
SASS6	-0.7545
PREB	-0.510333333333333
OR3A3	0.6465
TUBA8	0.854875
IGLV2-14	-1.5555
STIL	-1.28075
ANKFN1	0.619833333333333
NME7	-0.1055
HOXC12	3.95175
UBE2C	-1.256
FHOD1	-0.63675
CDK2AP1	0.565416666666667
OR6K2	-0.57275
DHPS	-0.46775
RPL5	-1.01075
TRGV5	1.4015
LOC541472	-0.298
HCCS	-0.2428
DENND1B	-0.087
LHX3	-0.1765
OR5D16	0.8655
CXorf57	-2.329
IRF2BP1	0.6265
NDST2	0.701833333333333
LCE3D	0.201
BOLL	-0.0165
SYT3	-0.09475
PIH1D2	2.21875
C20orf7	-0.334333333333333
IL1R2	0.369833333333333
SLAMF9	1.4275
PPME1	-0.58275
PIK3CA	-0.182
TRAPPC1	0.10925
COLEC10	-1.09825
SLC9A6	-1.137
PDDC1	-0.353666666666667
CCDC53	0.6145
GK3P	-0.397
DAZL	-0.89575
BRI3	0.379
SDK1	0.67125
CYP2C18	0.9905
IFI44L	2.8145
RPL3L	0.7495
FUT9	0.393333333333333
KIFC2	0.170833333333333
PMP2	-0.438
SLC4A9	-0.351
PLAG1	0.313
MYCBP2	-0.022
OR4E2	0.5605
CCDC65	2.8945
C16orf82	0.61525
ENTPD4	-0.70275
BRP44L	0.34825
PMP22CD	0.05825
TMCO4	0.707666666666667
KCNN1	-1.40583333333333
WDR35	-0.11725
CCDC80	2.1395
C3orf31	-0.48225
SLC7A9	-0.25525
TMEM190	2.81025
DBC1	-1.0784
FADS3	-1.041
PDZD8	0.283833333333333
GRM5	0.753
AZGP1	3.7592
PEX3	-0.3075
MED1	0.0709285714285714
ATG4C	-1.23483333333333
HNRPH3	-0.92175
FAM109B	2.01575
C4orf17	0.324
CA10	1.16275
OPRD1	0.058
CCL16	-1.36225
SACM1L	-0.98175
CST6	5.2125
CD63	1.3174375
LGI1	-3.22125
ZNF784	0.69425
CRYBB1	-1.4715
CX3CL1	0.18365
TOP2A	-2.042
GYPB	-3.36516666666667
GADD45GIP1	-0.20475
FEN1	-2.07275
IGF1R	-0.1333125
WDR72	-2.65
PURG	-0.740333333333333
DEFB126	1.21733333333333
PKD1L1	1.602
CAV1	-1.9695
GNPDA2	0.4671
DGAT2	0.482125
NLGN1	-3.97575
STRBP	-0.210375
HPRT1	-0.316333333333333
FANCI	-1.944
PSMA7	0.446125
DBF4B	-0.9485
TTF1	-0.998
RAD54L	-1.7985
ELOF1	-0.26325
PLAGL2	0.96025
ZNF256	1.88175
HMGCL	-0.13075
MSI2	-0.0861666666666667
RPESP	1.00133333333333
C11orf60	0.32475
ABCD1	0.1845
ACAA1	-0.0155
SPARCL1	5.20507142857143
IL6ST	1.1308
ZNF319	0.979
TMEM109	-0.3349
FAM90A1	0.459
IL22RA1	-2.1895
ATP4B	0.515
TEC	-1.67466666666667
C7orf30	-0.873
TXNDC2	-0.605333333333333
ABCB4	-0.32525
KIAA1191	0.878
C9orf38	0.298
SFTPB	0.955
CNTNAP2	1.908
FRK	2.248
TBX19	-0.319
CHD4	-0.4705
C6orf26	-2.32883333333333
MOSC2	1.98825
IKBKE	0.24325
HIF1A	-0.732333333333333
LOC595101	-0.853
RELA	0.272333333333333
TMEM16B	-0.624833333333333
ABHD12B	0.51825
TSEN34	0.9475
KIF18A	-1.96025
TXNDC9	-0.0708333333333333
SPATA2L	0.518
SEMA4G	-0.632
C21orf91	-0.662625
MATN1	-1.5835
KCNIP4	0.094
TUSC1	1.511375
OR4C15	-0.736
ARMCX6	1.0705
WBSCR27	-0.748166666666667
OR52I2	3.194
KIAA1604	-0.32
DYNC1I1	-1.654
PPP4C	-0.1095
SLC47A2	-1.5325
TREH	0.166
CD48	0.566166666666667
ST14	1.881
PKN1	-0.93925
SPON2	3.00275
XBP1	1.592
SFRS12	-0.205666666666667
EFCAB6	1.55225
SELT	0.00375
SLC39A2	1.1365
ERF	-0.101333333333333
ARL3	0.46025
SURF6	-0.9541
MLLT10	-1.04090476190476
FLJ11171	-0.4995
TDGF1	-3.90083333333333
ERCC6	0.28275
EIF2AK4	-0.373375
BAZ1A	0.287833333333333
LRRN3	-0.511166666666667
TMC3	-1.3995
EFTUD1	-0.61975
PTPRO	0.910833333333333
CLEC12A	-0.24275
ACBD4	0.548625
ZDHHC14	-0.5
OTUD7B	2.0035
ACTB	0.4500625
MSRA	0.0305
LCE5A	1.639
IFI35	0.16225
BSCL2	0.2925
ANKRD12	-0.30225
CFHR2	0.84775
RGAG1	0.4205
HSFY1	0.661
SLC30A5	0.389916666666667
IMPG1	-0.0685
GPR109A	0.895
ZNF185	0.3285
IYD	2.9415
NPCDR1	1.7275
SERPINA13	0.3025
HMGCLL1	-1.105
NEUROG1	1.12383333333333
UBQLN1	-0.4230625
LIN37	0.49125
SOCS2	-0.464875
DSCR4	-1.760625
XKR6	-2.0015
GPR142	0.792
KRTAP13-3	0.3735
CCDC15	-0.150166666666667
MOS	0.3505
CD1E	-0.7695
OFCC1	-0.0576666666666667
FAM83D	-1.8565
SRFBP1	0.63025
C9orf96	0.469
DHDH	-0.62625
CCDC90A	-0.1155
RABL3	0.8715
CD320	-2.12483333333333
ANGEL2	0.773333333333333
MRPL21	0.1495
SMG6	0.609666666666667
INSR	1.0328125
FLJ14816	-0.281
GLRB	-1.11633333333333
C9orf89	1.28775
CIZ1	-0.952125
URG4	-0.2815
LRDD	-0.986333333333333
CBY1	0.178333333333333
NFX1	-0.505125
MTERFD2	0.143142857142857
C19orf23	0.363
PGC	-2.32875
IER3IP1	-0.3646
RASAL2	2.08141666666667
C1orf89	-0.30275
SYNJ1	-0.603375
NFKBIE	0.8835
FLJ40125	-1.57316666666667
TCEB2	0.423
NOG	-3.4405
POLR2J2	0.224166666666667
HLA-B	1.9595
PCDHA1	1.44
PPP2R2B	-1.56025
ARHGEF17	0.9965
TCF7L2	1.486
CHD5	-0.703333333333333
ZNF431	-0.082375
TBC1D25	-0.2945
ZNF800	-0.957
SCUBE2	3.17027272727273
MYCBP	0.704666666666667
GPX5	0.2405
C6orf129	0.522333333333333
QSER1	-0.137666666666667
ULK2	1.99825
PIGO	0.258666666666667
NRCAM	-2.88871428571429
SLC35E3	0.366125
CSRP2	-1.02525
HYPE	0.6755
MAPK15	0.548833333333333
MGC14327	-0.199
TIMM13	-0.358166666666667
ZNF462	-0.7405
GBA3	0.05975
TEX13A	0.4315
MCM6	-1.12944444444444
MTRF1	-1.0065
ABCA7	-0.47175
EIF4A2	-1.37575
ZC3H10	0.8786
RPGR	0.554
C20orf94	0.683
RP1L1	0.41075
GPR125	-0.40675
USP22	0.0991428571428571
OR1L4	0.26075
MLZE	1.8225
FLJ32065	0.03225
PTCD1	0.3655
CRTAC1	0.201666666666667
BXDC2	-1.551
C18orf1	1.43233333333333
FAM107A	0.771857142857143
EFNA3	0.009
P18SRP	-0.2754
CAMKK2	0.985666666666667
KIAA0649	-0.456
NES	-1.56283333333333
HS6ST3	2.124375
PON2	-0.444
TCP11L2	0.17975
CLEC4A	1.998
PRR12	0.3045
MLXIPL	-1.544
C2orf50	1.7595
ZNF28	2.05825
ENC1	0.958333333333333
MAP2K1	-0.994
FKSG2	0.51675
KIAA0430	0.4855
PTP4A1	-1.74827777777778
GPR156	1.455
GTF3C6	-0.14125
UBR2	0.7001
LOC388272	-1.24625
MAK	2.1275
ACOT4	2.7725
STC2	0.95275
PIGW	-1.2585
SAE1	-0.88525
COL6A1	1.83013636363636
OAZ1	-0.0401666666666667
STMN4	0.888833333333333
EDG3	0.874666666666667
SGCE	0.2985
IL11	-1.59066666666667
PRSS8	2.873125
YIPF5	0.45625
WNT4	3.762125
CSN2	0.092
TCF7	-3.007375
TDO2	1.8865
SAMD9	-0.061625
S100A7A	-0.6745
MMRN1	1.549
GKAP1	0.0175
AKR1C3	-1.616625
RNF19A	-0.190625
GMDS	-0.067
YKT6	-0.74625
SPARC	2.6056
C12orf31	0.4635
UBE2V2	-0.815333333333333
FBXL18	-0.288
KIAA0460	0.774
ADAM22	1.28785714285714
SERPINC1	-4.1435
KCTD21	0.2035
MYOHD1	-1.20725
ZNF37A	-0.1455
GTF3C1	-0.516166666666667
CTSZ	2.20875
PRNPIP	-0.685625
DRD1IP	0
NR1I2	-3.12283333333333
ZNF266	-0.9897
SPAG4L	0.304
COX4NB	-0.3685
SAPS1	0.8755
APOA1	-3.816875
TATDN1	-0.867666666666667
C10orf82	3.17225
KPNB1	-1.2565
FOXO3	0.293916666666667
CRYBB2	-0.513
ZBTB5	-0.385166666666667
SLC25A38	-0.7345
DCTN2	-0.429
IFT20	0.74075
CTHRC1	3.19225
C1orf31	0.494875
UHRF1	-0.9858125
GPC6	0.67875
C10orf54	1.1075
MCF2L2	-0.3418
WNT9B	0.274625
OLA1	-1.18475
FAM120B	0.13325
TTLL10	0.04
CYorf15A	-5.02833333333333
RELN	-2.9887
SCN2B	1.195
MFHAS1	-1.89975
NKX3-2	0.1705
RASGRF2	0.3595
SSBP1	-0.135833333333333
KPNA6	-0.300357142857143
LOC389118	-0.1845
HS3ST4	-1.789875
SUPT7L	-0.09575
FLJ32658	0.49575
IGFBPL1	-0.77425
KIAA1641	-1.8764
SHKBP1	-0.622833333333333
CSF1R	4.87975
NAGK	0.27
MYL2	0.77575
HIST1H4C	-1.82533333333333
TOMM7	-0.13375
ADAMTSL3	2.1609
TNFSF14	-0.7205
PRRT2	-0.69025
VTA1	-0.6455
AOAH	2.6595
CRISPLD2	2.07378571428571
PNN	-0.9137
TA-NFKBH	0.1395
ESPN	-0.2845
RBM43	-0.567
KIAA1267	0.919875
DDX3X	0.158722222222222
KIAA1576	-4.47725
PLXDC1	4.5085
FLJ25801	-4.52425
HNRNPL	0.102
RUNDC3A	0.102333333333333
CASP12	0.854
SH2D5	-1.058875
RPL26L1	0.8805
OR51A7	0.0365
HDC	1.9375
C2orf16	0.148666666666667
SYTL3	1.728625
GOLGA4	0.019375
NOTCH1	-0.635333333333333
ATPAF2	0.66175
ECD	0.64475
SSX5	-1.10333333333333
SNAP91	0.8465
OCA2	-6.82
PNPO	0.5465
DAPK1	-0.812166666666667
PINX1	-1.11033333333333
SELENBP1	1.898375
NEK3	-1.75375
TMED4	-0.116214285714286
SSTR4	0.1905
FOSL1	-2.7362
CD40LG	0.044
CES1	-2.219
DCI	0.471666666666667
B3GAT3	-0.133833333333333
STK17B	0.13025
CNTN6	1.23125
CYP3A4	-0.548333333333333
MBOAT2	1.53564285714286
PISD	-0.852125
USP1	-1.552
PYDC1	2.58233333333333
CENPM	-1.601375
SAR1B	1.762
TTC7B	-0.389125
DP58	-0.0205
GPC1	-0.08925
RBL1	-1.49725
TMEM137	-2.24016666666667
TOB1	1.15775
TCEAL1	1.84083333333333
CENPF	-1.13763636363636
C6	3.0515
PRSS1	-3.977
PPIL6	1.23633333333333
C6orf124	1.754
ODZ4	1.698
SNCB	0.15375
NDUFB9	0.217375
CNOT6L	-0.0505
S100A9	2.61833333333333
TRIM50	0.3905
KCTD1	0.9109
WDR63	1.94625
SPEF2	2.2775
RNGTT	-0.936166666666667
CXorf22	0.3805
KCNK16	0.28475
CEP250	-1.50025
ATPBD1B	0.122
KCNJ2	4.082
MT1B	-2.2505
ZNF684	-0.3455
SLC4A1	0.3555
PDHA1	-0.43825
ZNF492	-0.050125
TKT	-1.6355
BYSL	-0.459125
RNF38	-0.072875
AHDC1	0.208
KLHL2	0.768375
CMTM8	3.117
DMP1	-0.0525
HERPUD2	-0.082
CRTAM	3.42533333333333
ZNF572	-0.015
TMEM16J	-1.591
HSD17B2	-3.179
UBE2G1	-0.3545
AHSA2	-1.613
PELI2	-0.542
TPX2	-2.018125
ATP9B	1.08233333333333
DAZAP1	-0.432625
HMGCS2	3.84916666666667
C17orf38	0.4645
B9D1	0.564
NKX2-5	-1.36366666666667
KIAA1276	0.94125
LILRB2	3.5685
CSTF1	-0.315
BTN2A1	-0.4245
C15orf48	4.39125
IGF2BP3	-4.45825
FAM113B	1.05
HRG	0.4565
ZNF131	-0.44325
USP47	0.109928571428571
CCDC88B	-0.8885
HCN1	-0.4752
HTN1	-1.5996
SYCP3	-0.43475
C13orf23	-0.3352
PAPOLA	-0.0108125
AATK	-0.3955
MSH3	0.243833333333333
NDUFAB1	-1.4585
ITLN2	-1.163
BAK1	0.142666666666667
MRPL45	-0.200166666666667
MTNR1B	0.234666666666667
LOC645843	-0.953
SPECC1L	0.637125
PGCP	0.323
SPN	-1.325
GPR143	2.69283333333333
ZNF576	0.345
TMEM39A	0.2474
ATP5D	-0.212
MAGEB3	-2.538
RPS5	-0.639
ANP32E	-1.80221428571429
MTMR1	0.824
YEATS4	-1.07975
SYNGAP1	0.144
PCOLCE	-0.0943333333333333
MNS1	0.282
PCYT2	-0.2115
ZNF182	0.5385
LAX1	-0.76875
SPPL2B	0.8335
